ve	oraz	ve	oraz	CONJ	CONJ
kredi	kredyt	kredi	kredyt	N;NOM;SG;3	N;NOM;MASC;SG
kredi	pożyczka	kredi	pożyczka	N;NOM;SG;3	N;NOM;FEM;SG
kapı	bramka	kapı	bramka	N;NOM;SG;3	N;NOM;FEM;SG
kapı	brama	kapı	brama	N;NOM;SG;3	N;NOM;FEM;SG
kapı	wrota	kapı	wrota	N;NOM;SG;3	N;NOM;NEUT;SG
güven	trust	güven	trust		
ağırlığı	ciężar	ağırlık	ciężar	N;NOM;SG;3	N;NOM;MASC;SG
kuralları	zasady	kural	zasada	N;ACC;PL;3	N;ACC;FEM;PL
sahil	plaża	sahil	plaża		
diller	języki	dil	język	N;NOM;PL;3	N;NOM;MASC;PL
koyun	owiec	koyun	owiec		
channel	chanel	channel	chanel		
channel	channel	channel	channel		
vücut	body	vücut	bód		
vücut	nadwozia	vücut	nadwóziać		
önemi	znaczenie	önem	znaczenie	N;NOM;SG;3	N;NOM;NEUT;SG
önemi	znaczenie	önem	znaczenie	N;NOM;SG;3	N;NOM;NEUT;SG
engin	engin	engin	engin		
sandalye	krzesło	sandalye	krzesło	N;NOM;SG;3	N;NOM;NEUT;SG
sandalye	fotel	sandalye	fotel	N;NOM;SG;3	N;NOM;MASC;SG
liman	liman	liman	liman		
liman	port	liman	port		
pınar	fontanny	pınar	fontanny		
tunus	tunezja	tunus	tunezja		
tunus	tunezja	tunus	tunezja		
mach	mach	mach	mach		
sun	słoneczko	sun	słoneczko		
süvari	rider	süvari	rider		
atlas	atlas	atlas	atlas		
enerjisi	energii	enerji	energia		
enerjisi	energy	enerji	energy		
sokak	ulica	sokak	ulica	N;NOM;SG;3	N;NOM;FEM;SG
sokak	uliczka	sokak	uliczka	N;NOM;SG;3	N;NOM;FEM;SG
sokak	zaułek	sokak	zaułek	N;NOM;SG;3	N;NOM;MASC;SG
salih	saleh	salih	saleh		
klibi	klip	klibi	klip	N;ACC;SG;3	N;ACC;MASC;SG
karayolu	droga	karayolu	droga	N;NOM;SG;3	N;NOM;FEM;SG
karayolu	autostrada	karayolu	autostrada	N;NOM;SG;3	N;NOM;FEM;SG
sezar	cezara	sezar	cezar		
rose	rose	rose	rós		
rose	róża	rose	róża		
kraliçe	królowa	kraliçe	królowa	N;NOM;SG;3	N;NOM;FEM;SG
victoria	victoria	victor	victoria		
yetersiz	niewystarczający	yetersiz	niewystarczający	ADJ	ADJ;NOM;MASC;SG
yetersiz	niewystarczające	yetersiz	niewystarczający	ADJ	ADJ;NOM;NEUT;SG
yetersiz	niewystarczająca	yetersiz	niewystarczająca	ADJ	ADJ;NOM;FEM;SG
yetersiz	niejednoznaczne	yetersiz	niejednoznaczny	ADJ	ADJ;NOM;NEUT;SG
yetersiz	niewystarczająca	yetersiz	niewystarczająca	ADJ	ADJ;NOM;FEM;SG
yetersiz	niewystarczające	yetersiz	niewystarczający	ADJ	ADJ;NOM;NEUT;SG
yetersiz	nieodpowiednie	yetersiz	nieodpowiedni	ADJ	ADJ;NOM;NEUT;SG
yetersiz	nieodpowiedni	yetersiz	nieodpowiedni	ADJ	ADJ;NOM;MASC;SG
konular	tematy	konu	temat	N;NOM;PL;3	N;NOM;MASC;PL
konular	tematy	konu	temat	N;NOM;PL;3	N;NOM;MASC;PL
konular	obiekty	konu	obiekt	N;NOM;PL;3	N;NOM;MASC;PL
konular	przedmioty	konu	przedmiot	N;NOM;PL;3	N;NOM;MASC;PL
konular	wątki	konu	wątek	N;NOM;PL;3	N;NOM;MASC;PL
america	america	america	america	N;NOM;SG;3	N;NOM;MASC;SG
wiki	wiki	wiki	wik		
matematiksel	matematyczne	matematiksel	matematyczny	ADJ	ADJ;NOM;NEUT;SG
kalite	jakości	kalite	jakość		
yakıt	paliwa	yakıt	paliwy		
fikri	pomysł	fikir	pomysł	N;NOM;SG;3	N;NOM;MASC;SG
fikri	idea	fikir	idea	N;NOM;SG;3	N;NOM;FEM;SG
karışık	zmieszane	karışık	zmieszać		
karışık	mieszany	karışık	mieszany		
karışık	mix	karışık	mix		
karışık	zmieszany	karışık	zmieszany		
atletizm	lekkoatletyka	atletizm	lekkoatletyka	N;NOM;SG;3	N;NOM;MASC;SG
pkk	pkk	pkk	pkk		
sinir	nerwy	i	nerwy		
sinir	nerwów	i	nerw		
sorunlar	problemy	sorun	problem	N;NOM;PL;3	N;NOM;MASC;PL
sorunlar	zagadnienia	sorun	zagadnienie	N;NOM;PL;3	N;NOM;NEUT;PL
sorunlar	kwestie	sorun	kwest	N;NOM;PL;3	N;NOM;FEM;PL
sorunlar	problemy	sorun	problem	N;NOM;PL;3	N;NOM;MASC;PL
programları	programy	program	program	N;NOM;PL;3	N;NOM;MASC;PL
programları	programy	program	program	N;NOM;PL;3	N;NOM;MASC;PL
karşıya	cross	karşı	cross		
kitaplar	książki	kitap	książka	N;NOM;PL;3	N;NOM;FEM;PL
stratejik	strategicznych	stratejik	strategiczny	ADJ	ADJ;GEN;MASC;PL
stratejik	strategiczne	stratejik	strategiczny	ADJ	ADJ;NOM;NEUT;SG
stratejik	strategiczny	stratejik	strategiczny	ADJ	ADJ;NOM;MASC;SG
askerler	oddziały	asker	oddział	N;NOM;PL;3	N;NOM;MASC;PL
askerler	żołnierze	asker	żołnierz	N;NOM;PL;3	N;NOM;MASC;PL
fonksiyonu	funkcja	fonksiyon	funkcja	N;NOM;SG;3	N;NOM;FEM;SG
erol	erol	erol	erol		
daire	mieszkanie	daire	mieszkanie	N;NOM;SG;3	N;NOM;NEUT;SG
daire	okrąg	daire	okrąg	N;NOM;SG;3	N;NOM;MASC;SG
daire	koło	daire	koło	N;NOM;SG;3	N;NOM;NEUT;SG
daire	krąg	daire	krąg	N;NOM;SG;3	N;NOM;MASC;SG
ilişkisi	relacja	ilişki	relacja	N;NOM;SG;3	N;NOM;FEM;SG
ilişkisi	związek	ilişki	związek	N;NOM;SG;3	N;NOM;MASC;SG
cam	cam	cam	cam		
old	stare	ol	stary		
old	old	ol	old		
old	stara	ol	stary		
makine	automat	makine	automat	N;NOM;SG;3	N;NOM;MASC;SG
makine	maszyna	makine	maszyna	N;NOM;SG;3	N;NOM;FEM;SG
yumurta	jaj	yumurta	jajo		
yumurta	jajko	yumurta	jajko		
yumurta	jajo	yumurta	jajo		
network	sieci	network	sieć		
network	network	network	network		
dark	dark	dark	dark		
sessiz	cichy	sessiz	cichy	ADJ	ADJ;NOM;MASC;SG
antrenör	trener	antrenör	trener	N;NOM;SG;3	N;NOM;MASC;SG
antrenör	trener	antrenör	trener	N;NOM;SG;3	N;NOM;MASC;SG
kare	rama	kare	rama		
kare	square	kare	squary		
eğlence	zabawa	eğlence	zabawa	N;NOM;SG;3	N;NOM;FEM;SG
eğlence	rozrywka	eğlence	rozrywka	N;NOM;SG;3	N;NOM;FEM;SG
bakır	miedzi	bakır	miedzieć		
bakır	miedź	bakır	miedzieć		
bağlantılı	pokrewne	bağlantılı	pokrewny		
long	długi	long	długi		
long	long	long	long		
sunucu	server	sunuç	server		
sunucu	serwera	sunuç	serwer		
power	moc	power	moc		
power	power	power	power		
miktarı	kwota	miktar	kwota	N;NOM;SG;3	N;NOM;FEM;SG
miktarı	ilość	miktar	ilość	N;NOM;SG;3	N;NOM;FEM;SG
miktarı	ilość	miktar	ilość	N;NOM;SG;3	N;NOM;FEM;SG
ekip	team	ekip	team		
maçlar	mecze	maç	mecz	N;NOM;PL;3	N;NOM;MASC;PL
maçlar	mecze	maç	mecz	N;NOM;PL;3	N;NOM;MASC;PL
topçu	gunner	topçu	gunner		
mahkeme	court	mahkem	court		
parçalar	podzespoły	parça	podzespoły	N;NOM;PL;3	N;NOM;MASC;PL
parçalar	komponenty	parça	komponent	N;NOM;PL;3	N;NOM;MASC;PL
serie	serie	seri	serie		
vii	vii	vii	vii		
hıristiyan	chrześcijanin	hıristiyan	chrześcijanin	N;NOM;SG;3	N;NOM;MASC;SG
hıristiyan	christian	hıristiyan	christianin	N;NOM;SG;3	N;NOM;MASC;SG
disney	disney	disney	disney		
dik	strome	dik	stroma		
yapılar	konstrukcje	yap	konstrukcja	N;NOM;PL;3	N;NOM;FEM;PL
yapılar	budowle	yap	budowa	N;NOM;PL;3	N;NOM;MASC;PL
vize	wiz	viz	wiz		
vize	wizy	viz	wiza		
vize	wizy	viz	wiza		
vize	visa	viz	visa		
müdür	dyrektorze	müdür	dyrektor		
günleri	dni	gün	dzień	N;ACC;PL;3	N;ACC;MASC;PL
gaga	gaga	gaga	gagi		
kart	kart	kart	karta		
kart	kart	kart	karta		
mükemmel	idealna	mükemmel	idealny	ADJ	ADJ;NOM;FEM;SG
mükemmel	idealne	mükemmel	idealny	ADJ	ADJ;NOM;NEUT;SG
mükemmel	idealny	mükemmel	idealny	ADJ	ADJ;NOM;MASC;SG
mükemmel	doskonała	mükemmel	doskonały	ADJ	ADJ;NOM;FEM;SG
karşıtı	anty	karşıt	ant		
çoban	shepherd	çoban	shepherd		
band	band	ban	band		
kural	reguły	kural	reguła		
ansiklopedi	encyklopedia	ansiklopedi	encyklopedia		
felsefesi	filozofia	felsefe	filozofia	N;NOM;SG;3	N;NOM;FEM;SG
görünümü	wygląd	görün	wygląd	N;NOM;SG;3	N;NOM;MASC;SG
görünümü	wystąpienie	görün	wystąpienie	N;NOM;SG;3	N;NOM;NEUT;SG
görünümü	widok	görün	widok	N;NOM;SG;3	N;NOM;MASC;SG
hikâye	story	hiku	stora		
dance	dance	dance	danka		
einstein	einsteina	einste	einstein		
einstein	einstein	einste	einstein		
bebek	baby	bebek	baba		
bebek	babe	bebek	baba		
ipek	jedwab	ipek	jedwab		
ipek	jedwab	ipek	jedwab		
ipek	ipek	ipek	ipek		
dinamo	dynamo	dinamo	dynamo	N;NOM;SG;3	N;NOM;NEUT;SG
ittifak	sojusz	ittifak	sojusz	N;NOM;SG;3	N;NOM;MASC;SG
bölgeler	regiony	bölge	regić	N;NOM;PL;3	N;NOM;MASC;PL
bölgeler	rejony	bölge	rejon	N;NOM;PL;3	N;NOM;MASC;PL
bölgeler	dzielnice	bölge	dzielnica	N;NOM;PL;3	N;NOM;FEM;PL
bölgeler	okręgi	bölge	okręga	N;NOM;PL;3	N;NOM;MASC;PL
bölgeler	tereny	bölge	teren	N;NOM;PL;3	N;NOM;MASC;PL
bölgeler	obszary	bölge	obszar	N;NOM;PL;3	N;NOM;MASC;PL
bölgeler	powierzchnie	bölge	powierzchnie	N;NOM;PL;3	N;NOM;FEM;PL
muharebe	walka	muharebe	walka	N;NOM;SG;3	N;NOM;FEM;SG
muharebe	zwalczanie	muharebe	zwalczać	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
euro	eur	euro	eur		
euro	euro	euro	euro		
euro	eur	euro	eur		
euro	euro	euro	euro		
dere	potok	dere	potok		
dere	stream	dere	stream		
rahatsız	niewygodne	rahatsız	niewygodny	ADJ	ADJ;NOM;NEUT;SG
rahatsız	zaniepokojony	rahatsız	zaniepokoić	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
turnuvası	turniej	turnuva	turnia	N;NOM;SG;3	N;NOM;MASC;SG
bit	bit	bit	bit		
bit	wszy	bit	wszyć		
hayal	dream	hayal	drwać		
inci	perły	inci	perła		
inci	perła	inci	perła		
inci	pearl	inci	pearl		
inci	pereł	inci	pereł		
inci	perły	inci	perła		
turnuva	turniej	tur	turnia	N;NOM;SG;3	N;NOM;MASC;SG
stalin	stalina	stal	stalina		
hasta	chore	hasta	chory		
evrensel	universal	evrensel	universal		
evrensel	global	evrensel	global		
konstantin	constantine	konstant	constantiny		
taarruz	atak	taarruz	atak	N;NOM;SG;3	N;NOM;MASC;SG
taarruz	napad	taarruz	napad	N;NOM;SG;3	N;NOM;MASC;SG
rick	ricka	rick	ricka		
sıfır	zero	sıfır	zero		
sıfır	null	sıfır	null		
yazılar	wyroby	yazı	wyrób	N;NOM;PL;3	N;NOM;MASC;PL
yazılar	artykuły	yazı	artykuł	N;NOM;PL;3	N;NOM;MASC;PL
avni	avni	avni	avnia		
cuma	piątki	cuma	piątka		
ilham	inspire	ilham	inspira		
ilham	muza	ilham	muza		
arsenal	arsenal	arsenal	arsenal		
kukla	lalki	kuk	lalka		
bahar	spring	bahar	spring		
bahar	wiosna	bahar	wiosna		
bahar	bahar	bahar	bahar		
bahar	spice	bahar	spica		
düzeni	formacja	düzen	formacja	N;NOM;SG;3	N;NOM;FEM;SG
düzeni	szyk	düzen	szyk	N;NOM;SG;3	N;NOM;MASC;SG
düzeni	układ	düzen	układ	N;NOM;SG;3	N;NOM;MASC;SG
düzeni	rozmieszczenie	düzen	rozmieszczenie	N;NOM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
hürriyet	swoboda	hürriyet	swoboda	N;NOM;SG;3	N;NOM;FEM;SG
hürriyet	wolność	hürriyet	wolność	N;NOM;SG;3	N;NOM;FEM;SG
hürriyet	wolność	hürriyet	wolność	N;NOM;SG;3	N;NOM;FEM;SG
newton	newtona	newton	newton		
kazan	win	kazan	wina		
uygulamaları	aplikacje	uygulama	aplikacja	N;NOM;PL;3	N;NOM;FEM;PL
uygulamaları	wnioski	uygulama	wniosek	N;NOM;PL;3	N;NOM;MASC;PL
uygulamaları	aplikacje	uygulama	aplikacja	N;NOM;PL;3	N;NOM;FEM;PL
gri	gray	gri	grać		
gri	szary	gri	szary		
gri	szary	gri	szary		
gri	grey	gri	grać		
yedek	rezerwy	yedek	rezerwa		
ürünler	elementy	ürün	element	N;NOM;PL;3	N;NOM;MASC;PL
ürünler	artykuły	ürün	artykuł	N;NOM;PL;3	N;NOM;MASC;PL
ürünler	przedmioty	ürün	przedmiot	N;NOM;PL;3	N;NOM;MASC;PL
ürünler	pozycje	ürün	pozycja	N;NOM;PL;3	N;NOM;FEM;PL
ürünler	towary	ürün	towar	N;NOM;PL;3	N;NOM;MASC;PL
ürünler	wyroby	ürün	wyrób	N;NOM;PL;3	N;NOM;MASC;PL
ürünler	produkty	ürün	produkt	N;NOM;PL;3	N;NOM;MASC;PL
olağanüstü	nadzwyczajne	olağanüstü	nadzwyczajny	ADJ	ADJ;NOM;NEUT;SG
olağanüstü	niezwykła	olağanüstü	niezwykły	ADJ	ADJ;NOM;FEM;SG
olağanüstü	nadzwyczajny	olağanüstü	nadzwyczajny	ADJ	ADJ;NOM;MASC;SG
olağanüstü	niezwykłe	olağanüstü	niezwykłe	ADJ	ADJ;NOM;NEUT;SG
olağanüstü	wyjątkowych	olağanüstü	wyjątkowy	ADJ	ADJ;GEN;MASC;PL
olağanüstü	wyjątkowe	olağanüstü	wyjątkowy	ADJ	ADJ;NOM;NEUT;SG
olağanüstü	wyjątkowa	olağanüstü	wyjątkowy	ADJ	ADJ;NOM;FEM;SG
olağanüstü	wyjątkowy	olağanüstü	wyjątkowy	ADJ	ADJ;NOM;MASC;SG
olağanüstü	wybitny	olağanüstü	wybitny	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gray	gray	gray	grać		
gray	szary	gray	szary		
gene	ponownie	gene	ponownie	ADV	ADV
gene	znowu	gene	znowu	ADV	ADV
yay	spring	yay	spring		
yay	wiosna	yay	wiosna		
yay	arc	yay	arc		
hop	hop	hop	hop		
light	light	light	light		
kardeşler	siostrzyczki	kardeş	siostrzyczka	N;NOM;PL;3	N;NOM;FEM;PL
kardeşler	siostry	kardeş	siostra	N;NOM;PL;3	N;NOM;FEM;PL
kardeşler	bracia	kardeş	brat	N;NOM;PL;3	N;NOM;MASC;PL
evren	kosmos	evren	kosmos		
ücretsiz	wolne	ücretsiz	wolny	ADJ	ADJ;NOM;NEUT;SG
ücretsiz	wolny	ücretsiz	wolny	ADJ	ADJ;NOM;MASC;SG
ücretsiz	bezpłatne	ücretsiz	bezpłatny	ADJ	ADJ;NOM;NEUT;SG
girls	girls	girls	girls		
hasar	szkody	hasar	szkoda		
hasar	szkody	hasar	szkoda		
bisiklet	kolarstwo	bisiklet	kolarstwo	N;NOM;SG;3	N;NOM;NEUT;SG
fizikçi	fizyk	fizikçi	fizyk	N;NOM;SG;3	N;NOM;MASC;SG
deli	nuts	deli	nuts		
deli	mad	deli	mad		
güreş	wrestling	güreş	wrestling		
mezar	graves	mezar	graves		
said	saeed	said	saeed		
said	sayid	said	sayid		
super	super	super	super		
apple	apple	appl	appo		
ok	arrow	ok	arrow		
ok	strzała	ok	strzał		
potter	potter	potter	potter		
av	łowy	av	łowa		
av	hunt	av	hunt		
yayıncılık	wydawnictwo	yayıncılık	wydawnictwo	N;NOM;SG;3	N;NOM;NEUT;SG
yayıncılık	publikacja	yayıncılık	publikacja	N;NOM;SG;3	N;NOM;FEM;SG
yayıncılık	wydawnictwa	yayıncılık	wydawnictwo	N;NOM;SG;3	N;NOM;NEUT;SG
yayıncılık	publikowanie	yayıncılık	publikowanie	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
yayıncılık	publikacja	yayıncılık	publikacja	N;NOM;SG;3	N;NOM;FEM;SG
yayıncılık	publikowanie	yayıncılık	publikowanie	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
keşif	discovery	keşif	discover		
araba	car	araba	car		
hal	hala	hal	hala		
hal	hal	hal	hala		
hip	hip	hip	hip		
protein	białko	protein	białko		
protein	białek	protein	białek		
kuramı	teoria	kuram	teoria	N;NOM;SG;3	N;NOM;FEM;SG
sözleşmesi	umowa	sözleşme	umowa	N;NOM;SG;3	N;NOM;FEM;SG
sözleşmesi	zlecenie	sözleşme	zlecenie	N;NOM;SG;3	N;NOM;NEUT;SG
ren	ren	ren	ren		
ren	ren	ren	ren		
ren	renie	ren	rena		
arda	arda	arda	arda		
yararlı	użyteczny	yararlı	użyteczny	ADJ	ADJ;NOM;MASC;SG;POS;V.PTCP;PASS
yararlı	przydatne	yararlı	przydatny	ADJ	ADJ;NOM;NEUT;SG
yararlı	użyteczne	yararlı	użyteczny	ADJ	ADJ;NOM;NEUT;SG
yararlı	przydatny	yararlı	przydatny	ADJ	ADJ;NOM;MASC;SG
yararlı	przydatna	yararlı	przydatny	ADJ	ADJ;NOM;FEM;SG
yararlı	przydatna	yararlı	przydatny	ADJ	ADJ;NOM;FEM;SG
yararlı	pomocny	yararlı	pomocny	ADJ	ADJ;NOM;MASC;SG
yararlı	pomocna	yararlı	pomocny	ADJ	ADJ;NOM;FEM;SG
yararlı	pomocne	yararlı	pomocny	ADJ	ADJ;NOM;NEUT;SG
saadet	rozkosz	saadet	rozkosz		
saadet	bliss	saadet	bliss		
cezası	karne	ceza	karny	N;NOM;SG;3	N;NOM;MASC;SG
cezası	kara	ceza	kara	N;NOM;SG;3	N;NOM;FEM;SG
cezası	kara	ceza	kara	N;NOM;SG;3	N;NOM;FEM;SG
jason	jasona	jason	jason		
lake	jezioro	lake	jezioro	N;NOM;SG;3	N;NOM;NEUT;SG
konum	położenie	konum	położenie	N;NOM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
konum	stanowisko	konum	stanowisko	N;NOM;SG;3	N;NOM;NEUT;SG
konum	pozycja	konum	pozycja	N;NOM;SG;3	N;NOM;FEM;SG
konum	lokalizacja	konum	lokalizacja	N;NOM;SG;3	N;NOM;FEM;SG
konum	położenie	konum	położenie	N;NOM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
indiana	indiana	indian	indiany		
örnekler	przykłady	örnek	przykład	N;NOM;PL;3	N;NOM;MASC;PL
yöneticisi	administracja	yönetici	administracja	N;NOM;SG;3	N;NOM;FEM;SG
yöneticisi	administrator	yönetici	administrator	N;NOM;SG;3	N;NOM;MASC;SG
yöneticisi	menadżer	yönetici	menadżer	N;NOM;SG;3	N;NOM;MASC;SG
yöneticisi	kierownik	yönetici	kierownik	N;NOM;SG;3	N;NOM;MASC;SG
yöneticisi	menedżer	yönetici	menedżer	N;NOM;SG;3	N;NOM;MASC;SG
yöneticisi	zarządca	yönetici	zarządca	N;NOM;SG;3	N;NOM;MASC;SG
mac	mac	mac	mac		
mac	maca	mac	maca		
free	wolna	free	wolny		
free	free	free	free		
görünüm	perspektywa	görün	perspektywa	N;NOM;SG;3	N;NOM;FEM;SG
görünüm	wygląd	görün	wygląd	N;NOM;SG;3	N;NOM;MASC;SG
görünüm	wystąpienie	görün	wystąpienie	N;NOM;SG;3	N;NOM;NEUT;SG
görünüm	wyświetlacz	görün	wyświetlacz	N;NOM;SG;3	N;NOM;MASC;SG
görünüm	wyświetlanie	görün	wyświetlać	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
görünüm	widok	görün	widok	N;NOM;SG;3	N;NOM;MASC;SG
faruk	faruk	faruk	faruk		
ahşap	drewno	ahşap	drewno	N;NOM;SG;3	N;NOM;NEUT;SG
ahşap	drewno	ahşap	drewno	N;NOM;SG;3	N;NOM;NEUT;SG
chelsea	chelsea	chelsea	chelsie		
oğulları	synów	oğul	syn	N;ACC;PL;3	N;ACC;MASC;PL
emniyet	bezpieczeństwa	emniyet	bezpieczeństwo	N;NOM;SG;3	N;NOM;NEUT;SG
emniyet	bezpieczeństwo	emniyet	bezpieczeństwo	N;NOM;SG;3	N;NOM;NEUT;SG
perde	welon	perde	welon		
caz	jazz	caz	jazz		
caz	jazzu	caz	jazzen		
yeraltı	podziemia	yeraltı	podziemiać		
yeraltı	podziemia	yeraltı	podziemiać		
resimler	zdjęcia	resim	zdjęcie	N;NOM;PL;3	N;NOM;NEUT;PL
resimler	obrazy	resim	obraz	N;NOM;PL;3	N;NOM;MASC;PL
resimler	obrazki	resim	obrazek	N;NOM;PL;3	N;NOM;MASC;PL
resimler	zdjęcia	resim	zdjęcie	N;NOM;PL;3	N;NOM;NEUT;PL
resimler	obrazki	resim	obrazek	N;NOM;PL;3	N;NOM;MASC;PL
resimler	fotki	resim	fotka	N;NOM;PL;3	N;NOM;MASC;PL
resimler	obrazy	resim	obraz	N;NOM;PL;3	N;NOM;MASC;PL
resimler	fotografie	resim	fotografia	N;NOM;PL;3	N;NOM;FEM;PL
resimler	zdjęcia	resim	zdjęcie	N;NOM;PL;3	N;NOM;NEUT;PL
leo	leo	leo	leo		
müttefik	allied	müttefik	allied		
gelişim	progress	geliş	progress		
şiddet	przemoc	şiddet	przemoc		
şiddet	przemoc	şiddet	przemoc		
rica	rica	rica	rica		
journal	journal	journal	journal		
bulut	cloud	bulut	cloud		
çoklu	multi	çoklu	multa		
ortam	średnio	ortam	średnio		
ortam	średnie	ortam	średnie		
saf	czysta	saf	czysty		
kaza	crash	kaza	crash		
kalıcı	trwale	kalıcı	trwal		
kimlik	identyfikacja	kimlik	identyfikacja	N;NOM;SG;3	N;NOM;FEM;SG
görevleri	obowiązki	görev	obowiązek	N;NOM;PL;3	N;NOM;MASC;PL
görevleri	misje	görev	misja	N;NOM;PL;3	N;NOM;FEM;PL
şube	branch	şube	branch		
rap	rap	rap	rapa		
eleştiriler	krytycy	eleştiri	krytyk	N;NOM;PL;3	N;NOM;MASC;PL
ikincil	wtórne	ikincil	wtórny		
bruce	bruce	bruce	bruc		
shakespeare	szekspira	shakespeare	szekspira		
duvar	ścian	duvar	ściana		
tuz	sól	tuz	sól		
tuz	soli	tuz	sola		
sayılar	numery	say	numer	N;NOM;PL;3	N;NOM;MASC;PL
deprem	trzęsienie	deprem	trzęsień	N;NOM;SG;3	N;NOM;NEUT;SG
deprem	trzęsienia	deprem	trzęsień	N;NOM;SG;3	N;NOM;NEUT;SG
inc	inc	inc	inc		
davis	davisa	davis	davisa		
köylü	wieśniacy	köylü	wieśniacy		
party	imprezy	party	impreza		
yelken	żagle	yelken	żagl		
yelken	żagle	yelken	żagl		
zemin	podłóg	zemin	podłóg		
kurgusal	fikcyjna	kurgusal	fikcyjny	ADJ	ADJ;NOM;FEM;SG
önder	leader	önde	leader		
mektup	pisma	mektup	pismo	N;NOM;SG;3	N;NOM;NEUT;SG
mektup	list	mektup	list	N;NOM;SG;3	N;NOM;MASC;SG
mektup	pismo	mektup	pismo	N;NOM;SG;3	N;NOM;NEUT;SG
mektup	litera	mektup	liter	N;NOM;SG;3	N;NOM;FEM;SG
tim	tima	tim	tima		
mil	mile	mil	mile		
mil	mila	mil	mila		
mil	miles	mil	miles		
mil	mile	mil	mile		
mil	mil	mil	milć		
kamera	kamera	kamera	kamera	N;NOM;SG;3	N;NOM;FEM;SG
kamera	aparat	kamera	aparat	N;NOM;SG;3	N;NOM;MASC;SG
uzman	ekspert	uzman	ekspert		
uzman	eksperta	uzman	ekspert		
doctor	doktorze	doctor	doktor		
das	das	das	das		
muş	łoś	i	łoś		
muş	mus	i	mus		
donanma	navy	donan	navy		
donanma	armada	donan	armada		
but	udo	but	udo		
but	zad	but	zad		
mini	mini	mini	minia		
metro	metro	metro	metro		
metro	metro	metro	metro		
değişiklikleri	zmiany	değişiklik	zmiana	N;ACC;PL;3	N;ACC;FEM;PL
baz	base	baz	bas		
baz	baz	baz	baza		
eren	eren	er	eren		
sıkça	czesto	sıkça	czesto		
yaprak	liście	yaprak	liść		
yaprak	liść	yaprak	liść		
ifadesi	wyrażenia	ifade	wyrażenie	N;NOM;SG;3	N;NOM;NEUT;SG
ifadesi	wyrażenie	ifade	wyrażenie	N;NOM;SG;3	N;NOM;NEUT;SG
ifadesi	zeznanie	ifade	zeznanie	N;NOM;SG;3	N;NOM;NEUT;SG
sevgili	drogi	sevgili	droga		
parlamentosu	parlament	parlamentosu	parlament	N;NOM;SG;3	N;NOM;MASC;SG
tahmini	oszacowanie	tahmin	oszacować	N;NOM;SG;3	N;NOM;NEUT;SG
tahmini	przewidywania	tahmin	przewidywanie	N;NOM;SG;3	N;NOM;NEUT;SG
tahmini	prognoza	tahmin	prognoza	N;NOM;SG;3	N;NOM;FEM;SG
tahmini	przepowiednia	tahmin	przepowiedni	N;NOM;SG;3	N;NOM;FEM;SG
tahmini	przewidywanie	tahmin	przewidywać	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
tahmini	oszacowanie	tahmin	oszacować	N;NOM;SG;3	N;NOM;NEUT;SG
twitter	twitterze	twit	twitter		
üzüm	winogron	üz	winogron		
üzüm	winogron	üz	winogron		
maksimum	max	maksi	max		
maksimum	maks	maksi	maks		
maksimum	maksimum	maksi	maksimum		
terfi	promocja	terfi	promocja		
analiz	analiza	analiz	analiza	N;NOM;SG;3	N;NOM;FEM;SG
analiz	analiza	analiz	analiza	N;NOM;SG;3	N;NOM;FEM;SG
portakal	orange	portakal	oranga		
portakal	pomarańczy	portakal	pomarańczy		
izlanda	islandii	izlan	islandia		
galler	welsh	gal	welsh		
galler	walii	gal	wala		
ekran	ekran	ekran	ekran	N;NOM;SG;3	N;NOM;MASC;SG
ekran	monitor	ekran	monitor	N;NOM;SG;3	N;NOM;MASC;SG
ekran	monitorowanie	ekran	monitorowanie	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ekran	wyświetlacz	ekran	wyświetlacz	N;NOM;SG;3	N;NOM;MASC;SG
ekran	wyświetlanie	ekran	wyświetlać	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
harris	harrisa	harris	harris		
ata	ata	ata	at		
karbon	węgla	karbon	węgiel		
biçim	style	biçim	style		
esc	esc	esc	esca		
baraj	tamy	baraj	tama		
baraj	zapora	baraj	zaporać		
baraj	tama	baraj	tama		
baraj	tamy	baraj	tama		
gen	gen	gen	gen		
gen	gen	gen	gen		
parçacık	cząstka	parçacık	cząstka	N;NOM;SG;3	N;NOM;FEM;SG
johnny	johny	johnny	johny		
rakibi	konkurent	rakip	konkurent	N;NOM;SG;3	N;NOM;MASC;SG
