dorme	sueño	dorme	sueño	N	N;MASC;SG
paramos	detener	parar	detener	V	V;NFIN
paramos	parar	parar	parar	V	V;NFIN
aparecer	mostrar	aparecer	mostrar	V	V;NFIN
buracos	huecos	buraco	hueco	N	N;MASC;PL
buracos	agujeros	buraco	agujero	N	N;MASC;PL
buracos	hoyos	buraco	hoyo	N	N;MASC;PL
ensaio	juicio	ensaio	juicio	N	N;MASC;SG
ensaio	ensayo	ensaio	ensayo	N	N;MASC;SG
mercados	mercado	mercado	mercado	N	N;MASC;SG
mercados	market	mercado	market	N	N
mercados	mercados	mercado	mercado	N	N;MASC;PL
pares	parada	par	parada	N	N;FEM;SG
dentista	dentistas	dentista	dentista	N	N;PL
dentista	dentista	dentista	dentista	N	N;SG
obtivo	tengo	obter	tener	V	V;IND;SG;1;PRS;FIN
obtivo	consiguió	obter	conseguir	V	V;IND;SG;3;PST;FIN
comín	comi	comín	comi	V	V;IND;SG;1;PRS;FIN
comín	comió	comín	comer	V	V;IND;SG;3;PST;FIN
comín	comí	comín	comí	V	V;IND;SG;1;PST;FIN
comín	comieron	comín	comer	V	V;IND;PL;3;PST;FIN
reside	reside	residir	residir	V	V;IND;SG;3;PRS;FIN
reside	resida	residir	residir	V	V;SBJV;SG;3;PRS;FIN
farían	tener	facer	tener	V	V;NFIN
farían	tengan	facer	tener	V	V;IMP;PL;3;PRS;FIN
farían	tienen	facer	tener	V	V;IND;PL;3;PRS;FIN
golpes	golpes	golpe	golpe	N	N;MASC;PL
meniño	bebe	meniño	beber	N	N;MASC;SG
meniño	nena	meniño	nena	N	N;FEM;SG
meniño	bebé	meniño	bebé	N	N;MASC;SG
meniño	nene	meniño	nene	N	N;MASC;SG
meniño	baby	meniño	baby	N	N
meniño	muchacho	meniño	muchacho	N	N;MASC;SG
meniño	boy	meniño	boy	N	N
meniño	niño	meniño	niño	N	N;MASC;SG
meniño	chico	meniño	chico	N	N;MASC;SG
debiamos	deberia	debiar	deberia	V	V;IND;SG;3;PRS;FIN
debiamos	debiera	debiar	deber	V	V;SBJV;SG;3;IPFV;FIN
debiamos	tenía	debiar	tener	V	V;IND;SG;3;IPFV;FIN
debiamos	tuvo	debiar	tener	V	V;IND;SG;3;PST;FIN
teredes	tener	ter	tener	V	V;NFIN
teredes	tengan	ter	tener	V	V;IMP;PL;3;PRS;FIN
teredes	tienen	ter	tener	V	V;IND;PL;3;PRS;FIN
nazis	nazismo	nazis	nazismo	N	N;MASC;SG
nazis	nazis	nazis	nazi	N	N;PL
nazis	nazi	nazis	nazi	N	N;MASC;SG
nazis	nazis	nazis	nazi	N	N;PL
cazadores	cazadores	cazador	cazador	N	N;MASC;PL
cazadores	caza	cazador	caza	N	N;FEM;SG
cazadores	cacería	cazador	cacería	N	N;FEM;SG
trataba	estaba	tratar	estar	V	V;IND;SG;3;IPFV;FIN
musulmáns	musulmanes	musulmáns	musulmán	N	N;MASC;PL
musulmáns	musulmán	musulmáns	musulmán	N	N;MASC;SG
barrios	vecindarios	barrio	vecindario	N	N;MASC;PL
barrios	barrios	barrio	barrio	N	N;MASC;PL
barrios	áreas	barrio	área	N	N;FEM;PL
barrios	zonas	barrio	zona	N	N;FEM;PL
barrios	areas	barrio	area	N	N;FEM;PL
entendía	entendí	entender	entender	V	V;IND;SG;1;PST;FIN
entendía	entendió	entender	entender	V	V;IND;SG;3;PST;FIN
entendía	entendieron	entender	entender	V	V;IND;PL;3;PST;FIN
entendía	entienda	entender	entender	V	V;IMP;SG;3;FIN
entendía	comprenda	entender	comprender	V	V;IMP;SG;3;FIN
entendía	comprender	entender	comprender	V	V;NFIN
entendía	entiende	entender	entender	V	V;IND;SG;3;PRS;FIN
entendía	entender	entender	entender	V	V;NFIN
bater	golpeó	bater	golpear	V	V;IND;SG;3;PST;FIN
bater	golpear	bater	golpear	V	V;NFIN
perdoar	perdono	perdoar	perdono	V	V;IND;SG;1;PRS;FIN
perdoar	perdonar	perdoar	perdonar	V	V;NFIN
perdoar	perdone	perdoar	perdonar	V	V;IMP;SG;3;FIN
perdoar	perdonen	perdoar	perdonar	V	V;IMP;PL;3;FIN
manteñen	mantener	manter	mantener	V	V;NFIN
manteñen	conservar	manter	conservar	V	V;NFIN
existiu	existió	existir	existir	V	V;IND;SG;3;PST;FIN
existiu	existía	existir	existir	V	V;IND;SG;3;IPFV;FIN
existiu	existieron	existir	existir	V	V;IND;PL;3;PST;FIN
existiu	existían	existir	existir	V	V;IND;PL;3;IPFV;FIN
elemento	elemento	elemento	elemento	N	N;MASC;SG
desaparición	desaparición	desaparición	desaparición	N	N;FEM;SG
desaparición	desapariciones	desaparición	desaparición	N	N;FEM;PL
piden	preguntar	pedir	preguntar	V	V;NFIN
piden	pregunte	pedir	pregunte	V	V;SBJV;SG;3;FIN
piden	pregunten	pedir	preguntar	V	V;IMP;PL;3;FIN
durmimos	duerma	durmir	duerma	V	V;SBJV;SG;3;FIN
durmimos	duerme	durmir	dormir	V	V;IND;SG;3;PRS;FIN
durmimos	dormir	durmir	dormir	V	V;NFIN
esquezo	olvide	esquezo	olvidar	V	V;IMP;SG;3;FIN
esquezo	olvidar	esquezo	olvidar	V	V;NFIN
esquezo	olvida	esquezo	olvidar	V	V;IND;SG;3;PRS;FIN
espacial	hubble	espacial	hubble	N	N;MASC;SG
espacial	space	espacial	spacer	N	N
espacial	espacio	espacial	espacio	N	N;MASC;SG
estacións	estaciones	estación	estación	N	N;FEM;PL
estacións	temporadas	estación	temporada	N	N;FEM;PL
estacións	estaciones	estación	estación	N	N;FEM;PL
estacións	emisoras	estación	emisora	N	N;FEM;PL
barra	barra	barra	barra	N	N;FEM;SG
barra	bar	barra	bar	N	N;MASC;SG
barra	bares	barra	bar	N	N;MASC;PL
barra	kilo	barra	kilo	N	N;MASC;SG
rabaño	rebaño	rabaño	rebaño	N	N;MASC;SG
rabaño	bandada	rabaño	bandada	N	N;FEM;SG
national	nacionales	national	nacional	ADJ	ADJ;PL
national	national	national	national	ADJ	ADJ;SG
national	nacional	national	nacional	ADJ	ADJ;SG
osos	osos	oso	ose	N	N;MASC;PL
osos	bears	oso	bear	N	N;MASC;PL
sumidoiro	alcantarilla	sumidoiro	alcantarilla	N	N;FEM;SG
diálogo	diálogo	diálogo	diálogo	N	N;MASC;SG
diálogo	dialogo	diálogo	dialogo	N	N;MASC;SG
diálogo	diálogos	diálogo	diálogo	N	N;MASC;PL
personalidade	personalidad	personalidade	personalidad	N	N;FEM;SG
sinceramente	realmente	sinceramente	realmente	ADV	ADV
perdidos	perdió	perdido	perder	V	V;IND;SG;3;PST;FIN
bebendo	beber	beber	beber	V	V;NFIN
bebendo	bebiendo	beber	beber	V	V;V.MSDR
persecución	persecución	persecución	persecución	N	N;FEM;SG
acusación	acusación	acusación	acusación	N	N;FEM;SG
acusación	cargos	acusación	cargo	N	N;MASC;PL
acusación	cargo	acusación	cargo	N	N;MASC;SG
acusación	carga	acusación	carga	N	N;FEM;SG
vivido	vivió	vivido	vivir	V	V;IND;SG;3;PST;FIN
vivido	viví	vivido	vivir	V	V;IND;SG;1;PST;FIN
vivido	vivía	vivido	vivir	V	V;IND;SG;3;IPFV;FIN
lanzamento	drop	lanzamento	drop	N	N
lanzamento	gota	lanzamento	gota	N	N;FEM;SG
recorda	recuerdas	recordar	recorda	V	V;IND;SG;2;PRS;FIN
recorda	recuerden	recordar	recordar	V	V;IMP;PL;3;FIN
recorda	recuerda	recordar	recordar	V	V;IND;SG;3;PRS;FIN
recorda	recordar	recordar	recordar	V	V;NFIN
recorda	recuerde	recordar	recordar	V	V;IMP;SG;3;FIN
clásico	clásica	clásico	clásico	ADJ	ADJ;FEM;SG
clásico	clasico	clásico	clasico	ADJ	ADJ;MASC;SG
clásico	clásico	clásico	clásico	ADJ	ADJ;MASC;SG
clásico	clásica	clásico	clásico	ADJ	ADJ;FEM;SG
clásico	clasico	clásico	clasico	ADJ	ADJ;MASC;SG
clásico	clásico	clásico	clásico	ADJ	ADJ;MASC;SG
mobles	mobiliario	moble	mobiliario	N	N;MASC;SG
mobles	muebles	moble	mueble	N	N;MASC;PL
mobles	mueble	moble	mueble	N	N;MASC;SG
negociar	negocian	negociar	negociar	V	V;IND;PL;3;PRS;FIN
negociar	negociar	negociar	negociar	V	V;NFIN
negociar	negocia	negociar	negociar	V	V;IND;SG;3;PRS;FIN
xestos	gestos	xesto	gesto	N	N;MASC;PL
disturbios	revueltas	disturbio	revuelta	N	N;FEM;PL
disturbios	disturbios	disturbio	disturbio	N	N;MASC;PL
intelectual	intelectual	intelectual	intelectual	ADJ	ADJ;SG
gravitacional	gravitacional	gravitacional	gravitacional	ADJ	ADJ;SG
averiguar	encontrar	averiguar	encontrar	V	V;NFIN
averiguar	encuentra	averiguar	encontrar	V	V;IND;SG;3;PRS;FIN
averiguar	encuentre	averiguar	encontrar	V	V;SBJV;SG;3;PRS;FIN
presencia	presencia	presencia	presencia	N	N;FEM;SG
teríamos	tener	ter	tener	V	V;NFIN
teríamos	tengan	ter	tener	V	V;IMP;PL;3;PRS;FIN
teríamos	tienen	ter	tener	V	V;IND;PL;3;PRS;FIN
sospeita	sospechas	sospeita	sospecha	N	N;FEM;PL
sospeita	sospecha	sospeita	sospecha	N	N;FEM;SG
sospeita	sospecha	sospeita	sospecha	N	N;FEM;SG
mestura	mix	mestura	mix	N	N
mestura	mezcla	mestura	mezcla	N	N;FEM;SG
mestura	mezclas	mestura	mezcla	N	N;FEM;PL
mestura	mezcla	mestura	mezcla	N	N;FEM;SG
novidade	novedad	novidade	novedad	N	N;FEM;SG
novidade	novedades	novidade	novedad	N	N;FEM;PL
mañán	morning	mañán	morning	N	N
mañán	mañanas	mañán	mañana	N	N;FEM;PL
mañán	manana	mañán	manana	N	N;FEM;SG
mañán	tomorrow	mañán	tomorrow	N	N;MASC;SG
tua	blogspot	tua	blogspot	N	N;MASC;SG
sintes	feel	sinte	feel	N	N
asentos	escaños	asento	escaño	N	N;MASC;PL
asentos	asientos	asento	asiento	N	N;MASC;PL
fondos	fondos	fondo	fondo	N	N;MASC;PL
bicos	besos	bico	beso	N	N;MASC;PL
príncipes	príncipes	príncipe	príncipe	N	N;MASC;PL
socialismo	socialismo	socialismo	socialismo	N	N;MASC;SG
traio	trae	traio	traer	V	V;IND;SG;3;PRS;FIN
traio	traiga	traio	traiga	V	V;IMP;SG;3;FIN
traio	traer	traio	traer	V	V;NFIN
traio	traigan	traio	traigar	V	V;IMP;PL;3;FIN
mantemento	manutención	mantemento	manutención	N	N;FEM;SG
mantemento	mantenimiento	mantemento	mantenimiento	N	N;MASC;SG
privilexios	privilegios	privilexio	privilegio	N	N;MASC;PL
privilexios	privilegio	privilexio	privilegio	N	N;MASC;SG
privilexios	atribuciones	privilexio	atribución	N	N;FEM;PL
privilexios	prerrogativas	privilexio	prerrogativa	N	N;FEM;PL
sabíao	sabían	sabíao	saber	V	V;IND;PL;3;IPFV;FIN
sabíao	sabia	sabíao	sabio	V	V;IND;SG;3;PRS;FIN
sabíao	sabía	sabíao	saber	V	V;IND;SG;3;IPFV;FIN
sabíao	conocía	sabíao	conocer	V	V;IND;SG;3;IPFV;FIN
cansos	cansancio	canso	cansancio	N	N;MASC;SG
pases	hora	pase	hora	N	N;FEM;SG
pases	tiempo	pase	tiempo	N	N;MASC;SG
pases	time	pase	time	N	N
botes	barcos	bote	barco	N	N;MASC;PL
botes	embarcaciones	bote	embarcación	N	N;FEM;PL
botes	botes	bote	bote	N	N;MASC;PL
botes	lanchas	bote	lancha	N	N;FEM;PL
tivésemos	tenía	tevésemo	tener	V	V;IND;SG;3;IPFV;FIN
tivésemos	tuvo	tevésemo	tener	V	V;IND;SG;3;PST;FIN
algodón	algodón	algodón	algodón	N	N;MASC;SG
algodón	cotton	algodón	cotton	N	N
pazo	palacio	pazo	palacio	N	N;MASC;SG
pazo	palace	pazo	palace	N	N;MASC;SG
pazo	villa	pazo	villa	N	N;FEM;SG
volvería	volver	volver	volver	V	V;NFIN
solitario	soledad	solitario	soledad	N	N;FEM;SG
aturo	pueden	aturo	poder	V	V;IND;PL;3;PRS;FIN
aturo	puedo	aturo	poder	V	V;IND;SG;1;PRS;FIN
aturo	puede	aturo	poder	V	V;IND;SG;3;PRS;FIN
aturo	tomar	aturo	tomar	V	V;NFIN
aturo	toma	aturo	tomar	V	V;IND;SG;3;PRS;FIN
aturo	tome	aturo	tomar	V	V;IMP;SG;3;FIN
responsábeis	responsable	responsábel	responsable	N	N;SG
responsábeis	responsables	responsábel	responsable	N	N;PL
desexaría	desea	desexar	desear	V	V;IND;SG;3;PRS;FIN
desexaría	deseo	desexar	desear	V	V;IND;SG;1;PRS;FIN
desexaría	desearía	desexar	desear	V	V;COND;SG;3;FIN
desexaría	desee	desexar	desear	V	V;SBJV;SG;3;PRS;FIN
aparta	conseguir	apartir	conseguir	V	V;NFIN
aparta	consigue	apartir	conseguir	V	V;IND;SG;3;PRS;FIN
aparta	obtener	apartir	obtener	V	V;NFIN
aparta	obtenga	apartir	obtener	V	V;SBJV;SG;3;PRS;FIN
municións	municiones	munición	munición	N	N;FEM;PL
municións	munición	munición	munición	N	N;FEM;SG
municións	municiones	munición	munición	N	N;FEM;PL
municións	munición	munición	munición	N	N;FEM;SG
escocés	escocés	escocés	escocés	N	N;MASC;SG
escocés	whisky	escocés	whisky	N	N;MASC;SG
quite	tomar	quite	tomar	V	V;NFIN
quite	toma	quite	tomar	V	V;IND;SG;3;PRS;FIN
quite	tome	quite	tomar	V	V;IMP;SG;3;FIN
descansa	descansar	descansa	descansar	V	V;NFIN
descansa	descansen	descansa	descansar	V	V;IMP;PL;3;FIN
pedido	orden	peder	orden	N	N;MASC;SG
pedido	encargo	peder	encargo	N	N;MASC;SG
francesas	francesa	francesa	francés	ADJ	ADJ;FEM;SG
perdes	perder	perde	perder	V	V;NFIN
perdes	pierden	perde	perder	V	V;IND;PL;3;PRS;FIN
perdes	pierda	perde	perder	V	V;IMP;SG;3;FIN
perdes	pierdo	perde	perder	V	V;IND;SG;1;PRS;FIN
perdes	pierde	perde	perder	V	V;IND;SG;3;PRS;FIN
falaron	hablaron	falar	hablar	V	V;IND;PL;3;PST;FIN
falaron	hablé	falar	hablar	V	V;IND;SG;1;PST;FIN
falaron	habló	falar	hablar	V	V;IND;SG;3;PST;FIN
digno	digno	digno	digno	ADJ	ADJ;MASC;SG
digno	dignos	digno	digno	ADJ	ADJ;MASC;PL
digno	dignas	digno	digno	ADJ	ADJ;FEM;PL
digno	digna	digno	digno	ADJ	ADJ;FEM;SG
fama	fama	facer	fama	N	N;FEM;SG
fama	fame	facer	fame	N	N
canibalismo	canibalismo	canibalismo	canibalismo	N	N;MASC;SG
duras	duro	duro	duro	ADJ	ADJ;MASC;SG
duras	duros	duro	duro	ADJ	ADJ;MASC;PL
duras	difícil	duro	difícil	ADJ	ADJ;SG
duras	dura	duro	duro	ADJ	ADJ;FEM;SG
aceno	gesto	aceno	gesto	N	N;MASC;SG
aceno	gestos	aceno	gesto	N	N;MASC;PL
trucos	trucos	truco	truco	N	N;MASC;PL
trucos	cochino	truco	cochino	N	N;MASC;SG
alumnado	están	alumnado	estar	V	V;IND;PL;3;PRS;FIN
burgueses	burguesía	burguese	burguesía	N	N;FEM;SG
burgueses	burgueses	burguese	burgués	N	N;MASC;PL
tentativa	tentativa	tentativo	tentativa	N	N;FEM;SG
tentativa	tentativas	tentativo	tentativa	N	N;FEM;PL
tentativa	tentativa	tentativo	tentativa	N	N;FEM;SG
bárbaros	bárbaros	bárbaro	bárbaro	N	N;MASC;PL
bárbaros	salvajes	bárbaro	salvaje	N	N;PL
entendín	entendí	entender	entender	V	V;IND;SG;1;PST;FIN
entendín	entendió	entender	entender	V	V;IND;SG;3;PST;FIN
entendín	entendieron	entender	entender	V	V;IND;PL;3;PST;FIN
movédevos	movimiento	movédevo	movimiento	N	N;MASC;SG
movédevos	mudanza	movédevo	mudanza	N	N;FEM;SG
marines	marina	marine	marina	N	N;FEM;SG
marines	infantes	marine	infante	N	N;MASC;PL
marines	marines	marine	marín	N	N;MASC;PL
marines	marinos	marine	marino	N	N;MASC;PL
marines	marinas	marine	marina	N	N;FEM;PL
marines	marino	marine	marino	N	N;MASC;SG
marines	marina	marine	marina	N	N;FEM;SG
marines	marine	marine	marine	N	N
lucinda	lucinda	lucindar	lucinda	N	N;FEM;SG
turista	turistas	turista	turista	N	N;PL
turista	turismo	turista	turismo	N	N;MASC;SG
turista	turista	turista	turista	N	N;SG
alicia	alicia	alicia	alicia	N	N;FEM;SG
alicia	alice	alicia	alice	N	N;FEM;SG
parisinos	parisinos	parisino	parisino	N	N;MASC;PL
doutora	medico	doutor	medico	N	N;MASC;SG
doutora	médico	doutor	médico	N	N;MASC;SG
doutora	doctora	doutor	doctora	N	N;FEM;SG
doutora	doctor	doutor	doctor	N	N;MASC;SG
envioume	envió	envioume	enviar	V	V;IND;SG;3;PST;FIN
conquistar	conquistar	conquistar	conquistar	V	V;NFIN
equipos	equipos	equipo	equipo	N	N;MASC;PL
procede	viene	proceder	venir	V	V;IND;SG;3;PRS;FIN
vise	vi	visir	ver	V	V;IND;SG;1;PST;FIN
vise	vio	visir	ver	V	V;IND;SG;3;PST;FIN
vise	vieron	visir	ver	V	V;IND;PL;3;PST;FIN
vise	véase	visir	véase	V	V;SBJV;SG;3;PRS;FIN
vise	ver	visir	ver	V	V;NFIN
vise	vea	visir	ver	V	V;IMP;SG;3;FIN
altar	altar	altar	altar	N	N;MASC;SG
debates	discusiones	debate	discusión	N	N;FEM;PL
debates	debates	debate	debate	N	N;MASC;PL
debates	deliberaciones	debate	deliberación	N	N;FEM;PL
debates	debates	debate	debate	N	N;MASC;PL
debates	debate	debate	debate	N	N;MASC;SG
redes	redes	rede	red	N	N;FEM;PL
redes	redes	rede	red	N	N;FEM;PL
investigadores	investigadores	investigador	investigador	N	N;MASC;PL
utilidade	uso	utilidade	uso	N	N;MASC;SG
utilidade	utilización	utilidade	utilización	N	N;FEM;SG
utilidade	utilidad	utilidade	utilidad	N	N;FEM;SG
crece	crece	crecer	crecer	V	V;IND;SG;3;PRS;FIN
entretemento	entretenimiento	entretemento	entretenimiento	N	N;MASC;SG
entretemento	espectáculos	entretemento	espectáculo	N	N;MASC;PL
diapositiva	tobogán	diapositivo	tobogán	N	N;MASC;SG
diapositiva	diapositiva	diapositivo	diapositivo	N	N;FEM;SG
trampas	trampas	trampa	trampa	N	N;FEM;PL
favoritos	favoritos	favorito	favorito	N	N;MASC;PL
favoritos	favorita	favorito	favorita	N	N;FEM;SG
favoritos	favoritas	favorito	favorita	N	N;FEM;PL
favoritos	favoritos	favorito	favorito	N	N;MASC;PL
favoritos	favoritas	favorito	favorita	N	N;FEM;PL
comparten	compartan	compartir	compartir	V	V;IMP;PL;3;FIN
comparten	comparte	compartir	compartir	V	V;IND;SG;3;PRS;FIN
comparten	compartir	compartir	compartir	V	V;NFIN
comparten	comparta	compartir	compartir	V	V;IMP;SG;3;FIN
volvía	volver	volvía	volver	V	V;NFIN
musical	musical	musical	musical	ADJ	ADJ;SG
detector	detector	detector	detector	N	N;MASC;SG
fundamental	fundamentales	fundamental	fundamental	ADJ	ADJ;PL
fundamental	fundamental	fundamental	fundamental	ADJ	ADJ;SG
xuízos	sentencias	xuízo	sentencia	N	N;FEM;PL
xuízos	juicios	xuízo	juicio	N	N;MASC;PL
xuízos	juicios	xuízo	juicio	N	N;MASC;PL
xuízos	ensayos	xuízo	ensayo	N	N;MASC;PL
causas	causa	causa	causa	N	N;FEM;SG
causas	causas	causa	causa	N	N;FEM;PL
bate	late	bate	late	V	V;IND;SG;3;PRS;FIN
substituír	sustituya	substituír	sustituir	V	V;SBJV;SG;3;PRS;FIN
substituír	sustituir	substituír	sustituir	V	V;NFIN
substituír	reemplazar	substituír	reemplazar	V	V;NFIN
substituír	sustituir	substituír	sustituir	V	V;NFIN
debuxo	dibujo	debuxo	dibujo	N	N;MASC;SG
rostros	caras	rostro	cara	N	N;FEM;PL
rostros	rostros	rostro	rostro	N	N;MASC;PL
rostros	rostro	rostro	rostro	N	N;MASC;SG
rostros	carita	rostro	carita	N	N;FEM;SG
rostros	cara	rostro	cara	N	N;FEM;SG
rostros	face	rostro	facer	N	N
aula	sala	aula	sala	N	N;FEM;SG
aula	habitación	aula	habitación	N	N;FEM;SG
aula	clase	aula	clase	N	N;FEM;SG
aula	class	aula	clas	N	N;FEM;SG
aula	clases	aula	clase	N	N;FEM;PL
manipulación	manipulaciones	manipulación	manipulación	N	N;FEM;PL
manipulación	manipulación	manipulación	manipulación	N	N;FEM;SG
sentirse	feel	sentirse	feel	N	N
campá	campana	campá	campana	N	N;FEM;SG
campá	timbre	campá	timbre	N	N;MASC;SG
campá	bell	campá	bell	N	N;SG
corrupción	corrupción	corrupción	corrupción	N	N;FEM;SG
preguntarnos	pregunta	preguntarno	pregunta	N	N;FEM;SG
entrando	entrar	entrar	entrar	V	V;NFIN
entrando	entrando	entrar	entrar	V	V;V.MSDR
entrando	ingresando	entrar	ingresar	V	V;V.MSDR
corvos	cuervos	corvo	cuervo	N	N;MASC;PL
corvos	ravens	corvo	ravens	N	N;MASC;PL
corvos	cuervos	corvo	cuervo	N	N;MASC;PL
prestar	pagar	prestar	pagar	V	V;NFIN
prestar	pagando	prestar	pagar	V	V;V.MSDR
prestar	pagar	prestar	pagar	V	V;NFIN
prestar	paga	prestar	pagar	V	V;IND;SG;3;PRS;FIN
prestar	pague	prestar	pagar	V	V;IMP;SG;3;FIN
poñamos	dejemos	poñar	dejar	V	V;IMP;PL;1;FIN
persoais	personal	persoal	personal	ADJ	ADJ;SG
persoais	personales	persoal	personal	ADJ	ADJ;PL
herdanza	patrimonio	herdanza	patrimonio	N	N;MASC;SG
herdanza	herencia	herdanza	herencia	N	N;FEM;SG
herdanza	heritage	herdanza	heritage	N	N;MASC;SG
herdanza	herencia	herdanza	herencia	N	N;FEM;SG
herdanza	sucesión	herdanza	sucesión	N	N;FEM;SG
defecto	omisión	defecto	omisión	N	N;FEM;SG
defecto	incumplimiento	defecto	incumplimiento	N	N;MASC;SG
defecto	defecto	defecto	defecto	N	N;MASC;SG
eléctrica	eléctrica	eléctrico	eléctrico	ADJ	ADJ;FEM;SG
eléctrica	eléctrico	eléctrico	eléctrico	ADJ	ADJ;MASC;SG
interiores	interiores	interior	interior	ADJ	ADJ;PL
traxes	eastern	traxe	eastern	N	N;MASC;SG
traxes	vestimenta	traxe	vestimenta	N	N;FEM;SG
traxes	trajes	traxe	traje	N	N;MASC;PL
limitado	limitados	limitado	limitado	ADJ	ADJ;MASC;PL;V.PTCP
limitado	limitado	limitado	limitado	ADJ	ADJ;MASC;SG;V.PTCP
limitado	limitada	limitado	limitado	ADJ	ADJ;FEM;SG;V.PTCP
limitado	limitadas	limitado	limitado	ADJ	ADJ;FEM;PL;V.PTCP
ancián	man	ancián	man	N	N
ancián	hombre	ancián	hombre	N	N;MASC;SG
infección	infecciones	infección	infección	N	N;FEM;PL
infección	infección	infección	infección	N	N;FEM;SG
recente	recientes	recente	reciente	ADJ	ADJ;PL
recente	reciente	recente	reciente	ADJ	ADJ;SG
italianos	italiana	italiano	italiano	ADJ	ADJ;FEM;SG
xeracións	generación	xeración	generación	N	N;FEM;SG
xeracións	generaciones	xeración	generación	N	N;FEM;PL
barreira	barrera	barreira	barrera	N	N;FEM;SG
ouviu	escuche	ouviu	escuche	V	V;IMP;SG;3;FIN
ouviu	escuchar	ouviu	escuchar	V	V;NFIN
ouviu	oír	ouviu	oír	V	V;NFIN
ouviu	oyes	ouviu	oír	V	V;IND;SG;2;PRS;FIN
arruinar	arruinar	arruinar	arruinar	V	V;NFIN
concertos	conciertos	concerto	concierto	N	N;MASC;PL
virus	virus	virus	virus	N	N;MASC
pulmóns	pulmones	pulmón	pulmón	N	N;MASC;PL
extremadamente	extremadamente	extremadamente	extremadamente	ADV	ADV
fármacos	fármacos	fármaco	fármaco	N	N;MASC;PL
fármacos	droga	fármaco	droga	N	N;FEM;SG
fármacos	medicamentos	fármaco	medicamento	N	N;MASC;PL
fármacos	drogas	fármaco	droga	N	N;FEM;PL
microbios	microbios	microbio	microbio	N	N;MASC;PL
prácticas	practicas	práctica	practica	N	N;FEM;PL
prácticas	prácticas	práctica	práctica	N	N;FEM;PL
prácticas	práctica	práctica	práctica	N	N;FEM;SG
estudios	studios	estudio	studio	N	N;MASC;PL
estudios	estudios	estudio	estudio	N	N;MASC;PL
axuden	ayudar	axudar	ayudar	V	V;NFIN
arrecifes	coral	arrecife	coral	N	N;SG
arrecifes	corales	arrecife	coral	N	N;MASC;PL
arrecifes	arrecifes	arrecife	arrecif	N	N;MASC;PL
éramos	estaban	éramo	estar	V	V;IND;PL;3;IPFV;FIN
ondas	olas	onda	ola	N	N;FEM;PL
ondas	oleaje	onda	oleaje	N	N;MASC;SG
ondas	ondas	onda	onda	N	N;FEM;PL
ondas	oleadas	onda	oleada	N	N;FEM;PL
ártico	ártica	ártico	ártica	ADJ	ADJ;FEM;SG
mortas	muertos	morto	muerto	N	N;MASC;PL
mortas	dead	morto	dead	N	N
tratei	intenté	tratar	intentar	V	V;IND;SG;1;PST;FIN
camiñas	paseo	camiña	paseo	N	N;MASC;SG
entramos	caminó	entrar	caminar	V	V;IND;SG;3;PST;FIN
rescate	rescate	rescate	rescate	N	N;MASC;SG
rescate	salvamento	rescate	salvamento	N	N;MASC;SG
rescate	rescate	rescate	rescate	N	N;MASC;SG
xerar	generar	xerar	generar	V	V;NFIN
xerar	genera	xerar	generar	V	V;IND;SG;3;PRS;FIN
xerar	generan	xerar	generar	V	V;IND;PL;3;PRS;FIN
xerar	genere	xerar	generar	V	V;SBJV;SG;3;FIN
racismo	racismo	racismo	racismo	N	N;MASC;SG
esposo	marido	esposo	marido	N	N;MASC;SG
esposo	esposo	esposo	esposo	N	N;MASC;SG
grecia	grecia	grecio	grecia	N	N;FEM;SG
xove	jovenes	xover	joven	N	N;PL
xove	joven	xover	joven	N	N;SG
xove	jóvenes	xover	joven	N	N;PL
xenético	genéticas	xenético	genético	ADJ	ADJ;FEM;PL
xenético	genética	xenético	genético	ADJ	ADJ;FEM;SG
xenético	genético	xenético	genético	ADJ	ADJ;MASC;SG
xenético	genéticos	xenético	genético	ADJ	ADJ;MASC;PL
tecidos	pañuelos	tecido	pañuelo	N	N;MASC;PL
frecuencia	menudo	frecuencia	menudo	N	N
caeron	tener	caer	tener	V	V;NFIN
caeron	tengan	caer	tener	V	V;IMP;PL;3;PRS;FIN
caeron	tienen	caer	tener	V	V;IND;PL;3;PRS;FIN
kilos	kilos	kilo	kilo	N	N;MASC;PL
kilos	libras	kilo	libra	N	N;MASC;PL
kilos	kilos	kilo	kilo	N	N;MASC;PL
aburrida	aburrida	aburrido	aburrido	ADJ	ADJ;FEM;SG;V.PTCP
aburrida	aburrido	aburrido	aburrido	ADJ	ADJ;MASC;SG;V.PTCP
aburrida	aburridos	aburrido	aburrido	ADJ	ADJ;MASC;PL;V.PTCP
aburrida	aburridas	aburrido	aburrido	ADJ	ADJ;FEM;PL;V.PTCP
aburrida	aburrida	aburrido	aburrido	ADJ	ADJ;FEM;SG;V.PTCP
aburrida	aburrido	aburrido	aburrido	ADJ	ADJ;MASC;SG;V.PTCP
aburrida	aburridos	aburrido	aburrido	ADJ	ADJ;MASC;PL;V.PTCP
tentan	pruebe	tentar	probar	V	V;IMP;SG;3;FIN
tentan	probar	tentar	probar	V	V;NFIN
tentan	intente	tentar	intentar	V	V;SBJV;SG;3;PRS;FIN
tentan	tratar	tentar	tratar	V	V;NFIN
tentan	intentando	tentar	intentar	V	V;V.MSDR
tentan	probando	tentar	probar	V	V;V.MSDR
