vorn	μπροστά	vorn	μπροστά	ADV	ADV
bezahlt	πληρώνεται	bezahlen	πληρώνω	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
bezahlt	πλήρωσε	bezahlen	πληρώνω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
interne	εσωτερικές	intern	εσωτερικός	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
hinterlassen	αφήσω	hinterlassen	αφήνω	V;V.PTCP	V;PFV;IND;SG;1;FIN;ACT
abgesetzt	διακόπτεται	absetzen	διακόπτω	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
ausgeliefert	παραδίδονται	ausliefern	παραδίδω	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
ausgeliefert	παραδόθηκαν	ausliefern	παραδίδω	V;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
ausgeliefert	παραδοθεί	ausliefern	παραδίδω	V;V.PTCP	V;PFV;NFIN;PASS
ausgeliefert	παραδόθηκε	ausliefern	παραδίδω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
ausgeliefert	αποστέλλονται	ausliefern	αποστέλλω	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
ganzes	ολόκληρη	ganz	ολόκληρος	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ganzes	ολόκληρο	ganz	ολόκληρος	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
heiliger	άγιοι	heilig	άγιος	ADJ	ADJ;NOM;MASC;PL
heiliger	άγιος	heilig	άγιος	ADJ	ADJ;NOM;MASC;SG
heiliger	ιερός	heilig	ιερός	ADJ	ADJ;NOM;MASC;SG
heiliger	ιερή	heilig	ιερός	ADJ	ADJ;NOM;FEM;SG
beibehalten	διατηρηθεί	beibehalten	διατηρώ	V;V.PTCP	V;PFV;NFIN;PASS
beibehalten	διατηρήθηκαν	beibehalten	διατηρώ	V;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
beibehalten	κρατήστε	beibehalten	κρατώ	V;V.PTCP	V;IPFV;IND;PL;2;PRS;FIN;ACT
beibehalten	κράτα	beibehalten	κράτα	V;V.PTCP	V;IPFV;IND;SG;1;PRS;FIN;ACT
beibehalten	διατηρηθεί	beibehalten	διατηρώ	V;V.PTCP	V;PFV;NFIN;PASS
beibehalten	διατηρήθηκε	beibehalten	διατηρώ	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
beibehalten	διατηρήθηκαν	beibehalten	διατηρώ	V;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
beibehalten	διατηρείται	beibehalten	διατηρώ	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
beibehalten	διατηρήστε	beibehalten	διατηρώ	V;V.PTCP	V;IPFV;IND;PL;2;PRS;FIN;ACT
beibehalten	διατηρήσει	beibehalten	διατηρώ	V;V.PTCP	V;PFV;IND;SG;3;FIN;ACT
österreicher	αυστριακοί	österreicher	αυστριακός	ADJ	ADJ;NOM;MASC;PL
österreicher	αυστριακός	österreicher	αυστριακός	ADJ	ADJ;NOM;MASC;SG
österreicher	αυστριακό	österreicher	αυστριακός	ADJ	ADJ;NOM;NEUT;SG
österreicher	αυστριακές	österreicher	αυστριακός	ADJ	ADJ;NOM;FEM;PL
österreicher	αυστριακή	österreicher	αυστριακός	ADJ	ADJ;NOM;FEM;SG
vorbereitet	προετοιμασμένος	vorbereiten	προετοιμασμένος	V;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
vorbereitet	προετοιμασμένη	vorbereiten	προετοιμάζω	V;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
vorbereitet	παρασκευασμένα	vorbereiten	παρασκευασμένος	V;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
stürzte	συνετρίβη	stürzen	συνετρίβος	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
stürzte	κατέρρευσε	stürzen	καταρρέω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
kannte	ήξερε	kennen	θέρω	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PST;FIN;ACT
einverstanden	συμφώνησε	einverstanden	συμφωνώ	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
einverstanden	συμφώνησαν	einverstanden	συμφωνώ	V;NFIN	V;PFV;IND;PL;3;PST;FIN;ACT
einverstanden	συμφωνούν	einverstanden	συμφωνώ	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
einverstanden	συμφωνώ	einverstanden	συμφωνώ	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
löst	λύνει	lösen	λύνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
löst	ενεργοποιεί	lösen	ενεργοποιώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
soziales	κοινωνικό	sozial	κοινωνικός	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
soziales	κοινωνικη	sozial	κοινωνικός	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
soziales	κοινωνική	sozial	κοινωνικός	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
sklaven	δούλοι	sklaven	δούλος	N;PL	N;NOM;MASC;PL
sklaven	σκλάβους	sklaven	σκλάβος	N;PL	N;ACC;MASC;PL
sklaven	σκλάβοι	sklaven	σκλάβος	N;PL	N;NOM;MASC;PL
fair	δίκαιος	fair	δίκαιος	ADJ	ADJ;NOM;MASC;SG
fair	δίκαιη	fair	δίκαιη	ADJ	ADJ;NOM;FEM;SG
aussieht	φαινεται	aussehen	φαίνομαι	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
aussieht	φαίνεται	aussehen	φαίνομαι	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
erwerben	αποκτήσει	erwerben	αποκτώ	V;NFIN	V;PFV;NFIN;ACT
reagieren	αντιδράσει	reagieren	αντιδρώ	V;NFIN	V;PFV;NFIN;ACT
reagieren	αντιδρούν	reagieren	αντιδρώ	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
reagieren	απαντήστε	reagieren	απαντώ	V;NFIN	V;PFV;IMP;PL;2;FIN;ACT
reagieren	αντιδρά	reagieren	αντιδρός	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
reagieren	ανταποκρίνεται	reagieren	ανταποκρίνομαι	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
entsprechender	αντίστοιχοι	entsprechend	αντίστοιχος	ADJ	ADJ;NOM;MASC;PL
entsprechender	αντίστοιχο	entsprechend	αντίστοιχος	ADJ	ADJ;NOM;NEUT;SG
entsprechender	αντίστοιχος	entsprechend	αντίστοιχος	ADJ	ADJ;NOM;MASC;SG
entsprechender	αντίστοιχη	entsprechend	αντίστοιχος	ADJ	ADJ;NOM;FEM;SG
britisch	βρετανικό	britisch	βρετανικός	ADJ	ADJ;NOM;NEUT;SG
britisch	βρετανός	britisch	βρετανός	ADJ	ADJ;NOM;MASC;SG
britisch	βρετανική	britisch	βρετανικός	ADJ	ADJ;NOM;FEM;SG
britisch	βρετανοί	britisch	βρετανός	ADJ	ADJ;NOM;MASC;PL
entdecken	ανακαλύψτε	entdecken	ανακαλύπτω	V;NFIN	V;PFV;IMP;PL;2;FIN;ACT
auffällig	φανταχτερό	auffällig	φανταχτερός	ADJ	ADJ;NOM;NEUT;SG
auffällig	εντυπωσιακή	auffällig	εντυπωσιακός	ADJ	ADJ;NOM;FEM;SG
seltene	σπάνιες	selten	σπάνιος	ADJ;NOM;PL	ADJ;NOM;FEM;PL
wortes	λεξη	wort	λεξη	N;NOM;NEUT;SG	N;NOM;FEM;SG
jederzeit	οποτεδήποτε	jederzeit	οποτεδήποτε	ADV	ADV
geeignete	κατάλληλοι	geeignet	κατάλληλος	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL
reichlich	άφθονα	reichlich	άφθονας	ADV	ADV
reichlich	άφθονα	reichlich	άφθονας	ADV	ADV
schien	εμφανίστηκε	scheinen	εμφανίζω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
schien	φάνηκε	scheinen	φαίνομαι	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
schien	φαινόταν	scheinen	φαίνομαι	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PST;FIN;PASS
modellen	μοντέλα	modell	μοντέλα	N;PL	N;NOM;NEUT;PL
modellen	υποδείγματα	modell	υπόδειγμα	N;PL	N;NOM;NEUT;PL
gesendet	διαβιβάζονται	senden	διαβιβάζω	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
gesendet	διαβιβάζεται	senden	διαβιβάζω	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
gesendet	στάλθηκαν	senden	στάλλω	V;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
gesendet	έστειλε	senden	στέλνω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
gesendet	στάλθηκε	senden	στέλνω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
gesendet	εστάλη	senden	εστάλλω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
gesendet	δημοσιεύτηκε	senden	δημοσιεύω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
gesendet	καταχωρήθηκε	senden	καταχωρώ	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
gesendet	δημοσιεύθηκε	senden	δημοσιεύω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
gesendet	δημοσίευσε	senden	δημοσιεύω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
anleitung	προσανατολισμός	anleitung	προσανατολισμός	N;NOM;FEM;SG	N;NOM;MASC;SG
anleitung	χειροκίνητο	anleitung	χειροκίνητο	N;NOM;FEM;SG	N;NOM;NEUT;SG
anleitung	εγχειρίδιο	anleitung	εγχειρίδιο	N;NOM;FEM;SG	N;NOM;NEUT;SG
anleitung	φροντιστήριο	anleitung	φροντιστήριο	N;NOM;FEM;SG	N;NOM;NEUT;SG
zwang	ανάγκασε	zwingen	αναγκάζω	V;SG;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
kürzer	μικρότερη	kurz	μικρός	ADJ	ADJ;NOM;CMPR;FEM;SG
kürzer	συντομότερη	kurz	σύντομος	ADJ	ADJ;NOM;CMPR;FEM;SG
komplexe	σύνθετα	komplex	σύνθετος	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;PL
türme	πύργοι	türm	πύργος	N;NOM;PL	N;NOM;MASC;PL
türme	πύργους	türm	πύργος	N;NOM;PL	N;NOM;MASC;PL
hut	καλύβα	hun	καλύβας	N;SG	N;NOM;FEM;SG
hut	καπέλο	hun	καπέλος	N;SG	N;NOM;NEUT;SG
abgeschafft	καταργείται	abschaffen	καταργώ	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
abgeschafft	καταργήθηκε	abschaffen	καταργώ	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
abgeschafft	καταργηθεί	abschaffen	καταργώ	V;V.PTCP	V;PFV;NFIN;PASS
kommerziellen	εμπορική	kommerziell	εμπορικός	ADJ	ADJ;NOM;FEM;SG
bestände	απογραφές	beständen	απογραφή	N;NOM	N;NOM;FEM;PL
bestände	αποθέματα	beständen	απόθεμα	N;NOM	N;NOM;NEUT;PL
bestände	μετοχές	beständen	μετοχή	N;NOM	N;NOM;FEM;PL
bestände	απογραφή	beständen	απογραφή	N;NOM	N;NOM;FEM;SG
bestände	κοπάδια	beständen	κοπάδιο	N;NOM	N;NOM;NEUT;PL
bestände	αγέλες	beständen	αγέλας	N;NOM	N;NOM;FEM;PL
weswegen	γιατι	weswegen	γιατι	ADV	ADV
beeinflussen	επηρεάσει	beeinflussen	επηρεάζω	V;NFIN	V;PFV;IND;SG;3;FIN;ACT
beeinflussen	επηρεάζουν	beeinflussen	επηρεάζω	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
ermitteln	ερευνήσει	ermitteln	ερευνώ	V;NFIN	V;PFV;IND;3;NFIN;ACT
ermitteln	ερεύνησε	ermitteln	ερεύνω	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
ermitteln	αναγνωρίσει	ermitteln	αναγνωρίζω	V;NFIN	V;PFV;NFIN;ACT
aktueller	τρέχουσα	aktuell	τρέχων	ADJ	ADJ;NOM;FEM;SG
aktueller	τρέχουσες	aktuell	τρέχων	ADJ	ADJ;NOM;FEM;PL
aktueller	τρέχον	aktuell	τρέχον	ADJ	ADJ;NOM;NEUT;SG
ständige	μόνιμες	ständig	μόνιμος	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
landete	προσγειώθηκε	landen	προσγειώνω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
schoss	πυροβόλησε	schießen	πυροβολώ	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
schoss	πυροβολήθηκε	schießen	πυροβολώ	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
klassiker	κλασικές	klassik	κλασικός	ADJ	ADJ;NOM;FEM;PL
klassiker	κλασσική	klassik	κλασσικός	ADJ	ADJ;NOM;FEM;SG
klassiker	κλασική	klassik	κλασικός	ADJ	ADJ;NOM;FEM;SG
klassiker	κλασσικό	klassik	κλασσικός	ADJ	ADJ;NOM;NEUT;SG
klassiker	κλασική	klassik	κλασικός	ADJ	ADJ;NOM;FEM;SG
klassiker	κλασικό	klassik	κλασικός	ADJ	ADJ;NOM;NEUT;SG
erfordert	απαιτεί	erfordern	απαιτώ	V;SG;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
lehren	δίδαξε	lehren	διδάζω	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
lehren	διδάσκουν	lehren	διδάζω	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
ostseite	ανατολική	ostseite	ανατολικός	ADJ	ADJ;NOM;FEM;SG
ostseite	ανατολικό	ostseite	ανατολικός	ADJ	ADJ;NOM;NEUT;SG
höfe	φάρμες	hofen	φάρμος	N;NOM;PL	N;NOM;FEM;PL
höfe	εκμεταλλεύσεις	hofen	εκμετάλλευση	N;NOM;PL	N;NOM;FEM;PL
höfe	αγροκτήματα	hofen	αγρόκτημα	N;NOM;PL	N;NOM;NEUT;PL
höfe	δικαστήρια	hofen	δικαστήρι	N;NOM;PL	N;NOM;NEUT;PL
ungarisch	ουγγρική	ungarisch	ουγγρικός	ADJ	ADJ;NOM;FEM;SG
ungarisch	ουγγρικό	ungarisch	ουγγρικός	ADJ	ADJ;NOM;NEUT;SG
rgb	rgb	rgb	rgb		
tool	εργαλείο	tool	εργαλείο	N;NOM;NEUT;SG	N;NOM;NEUT;SG
glatt	απλό	glatt	απλός	ADJ	ADJ;NOM;NEUT;SG
glatt	λείο	glatt	λείο	ADJ	ADJ;NOM;NEUT;SG
glatt	ομαλή	glatt	ομαλός	ADJ	ADJ;NOM;FEM;SG
beauftragte	ανέθεσε	beauftragen	αναθέτω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
beantworten	απαντάει	beantworten	απαντώ	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
erwerb	εξαγορές	erwerben	εξαγορά	N	N;NOM;FEM;PL
erwerb	αποκτήσεις	erwerben	απόκτηση	N	N;NOM;FEM;PL
erwerb	αγορα	erwerben	αγορά	N	N;NOM;FEM;SG
erwerb	αγορά	erwerben	αγορά	N	N;ACC;FEM;SG
erwerb	εξαγορά	erwerben	εξαγορά	N	N;NOM;FEM;SG
erwerb	απόκτηση	erwerben	απόκτηση	N	N;ACC;FEM;SG
niedriger	χαμηλότερο	niedrig	χαμηλός	ADJ	ADJ;NOM;CMPR;NEUT;SG
portugiesischer	πορτογαλική	portugiesisch	πορτογαλικός	ADJ	ADJ;NOM;FEM;SG
portugiesischer	πορτογαλικό	portugiesisch	πορτογαλικό	ADJ	ADJ;NOM;NEUT;SG
bittet	καλεί	bitten	καλώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
bittet	ρωτά	bitten	ρωτά	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
bittet	ρωτάει	bitten	ρωτώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
apostolischen	αποστολική	apostolisch	αποστολικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
erlauben	επιτρέψει	erlauben	επιτρέπω	V;NFIN	V;PFV;IND;SG;3;FIN;ACT
gescheitert	απέτυχε	scheitern	αποτύγω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
zugewiesen	απέδωσε	zuweisen	αποδίδω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
zugewiesen	αποδόθηκε	zuweisen	αποδίδω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
zugewiesen	αποδίδεται	zuweisen	αποδίδω	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
grundlegend	θεμελιωδών	grundlegend	θεμελιώδης	ADJ	ADJ;GEN;FEM;PL
grundlegend	θεμελιώδης	grundlegend	θεμελιώδης	ADJ	ADJ;NOM;FEM;SG
grundlegend	θεμελιώδες	grundlegend	θεμελιώδης	ADJ	ADJ;NOM;NEUT;SG
verschieden	διαφορετικός	verschieden	διαφορετικός	ADJ	ADJ;NOM;MASC;SG
verschieden	διαφορετικοί	verschieden	διαφορετικός	ADJ	ADJ;NOM;MASC;PL
verschieden	διαφορετική	verschieden	διαφορετικός	ADJ	ADJ;NOM;FEM;SG
verschieden	διαφορετικό	verschieden	διαφορετικός	ADJ	ADJ;NOM;NEUT;SG
verschieden	διάφορες	verschieden	διάφορος	ADJ	ADJ;NOM;FEM;PL
verschieden	ποικίλες	verschieden	ποικίλος	ADJ	ADJ;NOM;FEM;PL
umstände	περίσταση	umstehen	περίσταση	N	N;ACC;FEM;SG
umstände	συνθήκες	umstehen	συνθήκη	N	N;NOM;FEM;PL
umstände	περιστάσεις	umstehen	περίσταση	N	N;NOM;FEM;PL
systematisch	συστηματικές	systematisch	συστηματικός	ADJ	ADJ;NOM;FEM;PL
systematisch	συστηματικό	systematisch	συστηματικός	ADJ	ADJ;NOM;NEUT;SG
systematisch	συστηματική	systematisch	συστηματικός	ADJ	ADJ;NOM;FEM;SG
durchführen	εκτελέσει	durchfahren|durchführen	εκτελώ	V;NFIN	V;PFV;IND;SG;3;FIN;ACT
erwünscht	επιθυμητή	erwünscht	επιθυμητός	ADJ	ADJ;NOM;FEM;SG
erwünscht	επιθυμητό	erwünscht	επιθυμητός	ADJ	ADJ;NOM;NEUT;SG
erwünscht	επιθυμητή	erwünscht	επιθυμητός	ADJ	ADJ;NOM;FEM;SG
erwünscht	επιθυμητό	erwünscht	επιθυμητός	ADJ	ADJ;NOM;NEUT;SG
erwünscht	καταζητούμενος	erwünscht	καταζητούμενος	ADJ	ADJ;NOM;MASC;SG
konzentriert	συμπυκνωμένο	konzentrieren	συμπυκνωμένος	V;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
konzentriert	εστιάζεται	konzentrieren	εστιάζω	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
konzentriert	επικεντρώνεται	konzentrieren	επικεντρώνω	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
konzentriert	εστιάζει	konzentrieren	εστιάζω	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
konzentriert	επικεντρώθηκε	konzentrieren	επικεντρώνω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
konzentriert	συγκεντρωμένη	konzentrieren	συγκεντρώνω	V;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
konzentriert	συγκεντρωμένος	konzentrieren	συγκεντρωμένος	V;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
erstellte	δημιουργήθηκε	erstellt	δημιουργώ	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
erstellte	δημιούργησε	erstellt	δημιουργώ	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
inschriften	επιγραφές	inschrift	επιγραφή	N;PL	N;NOM;FEM;PL
zähne	δόντι	zähnen	δόντι	N;NOM;SG	N;NOM;NEUT;SG
gültig	έγκυρο	gültig	έγκυρος	ADJ	ADJ;NOM;NEUT;SG
gültig	έγκυρη	gültig	έγκυρος	ADJ	ADJ;NOM;FEM;SG
systematische	συστηματικές	systematisch	συστηματικός	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
abbruch	έκτρωση	abbruch	έκτρωση	N;SG	N;NOM;FEM;SG
abbruch	άμβλωση	abbruch	άμβλωση	N;SG	N;ACC;FEM;SG
abbruch	ματαίωση	abbruch	ματαίωση	N;SG	N;ACC;FEM;SG
abbruch	εγκατάλειψη	abbruch	εγκατάλειψη	N;SG	N;ACC;FEM;SG
abbruch	κατεδάφιση	abbruch	κατεδάφιση	N;SG	N;ACC;FEM;SG
spannungen	τονίζει	spannungen	τονίζω	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
bricht	σπάει	brechen	σπάω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
verarbeitung	μεταποίηση	verarbeitung	μεταποίηση	N;NOM;FEM;SG	N;NOM;FEM;SG
empfohlen	προτεινόμενη	empfehlen	προτεινόμενος	V;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
empfohlen	προτεινόμενα	empfehlen	προτεινόμενος	V;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
empfohlen	προτεινόμενο	empfehlen	προτεινόμενος	V;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
empfohlen	πρότεινε	empfehlen	προτείνω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
empfohlen	προτεινόμενη	empfehlen	προτεινόμενος	V;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
empfohlen	συνιστάται	empfehlen	συνιστώ	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
empfohlen	προτεινόμενο	empfehlen	προτεινόμενος	V;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
empfohlen	προτείνεται	empfehlen	προτείνω	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
vernichtet	καταστραφεί	vernichten	καταστρέφω	V;V.PTCP	V;PFV;NFIN;PASS
vernichtet	καταστράφηκε	vernichten	καταστρέφω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
vernichtet	κατεστραμμένο	vernichten	κατεστρέφω	V;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
vernichtet	καταστράφηκαν	vernichten	καταστρέφω	V;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
vernichtet	κατεστραμμένα	vernichten	κατεστρέφω	V;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
vernichtet	καταστρέψει	vernichten	καταστρέφω	V;V.PTCP	V;PFV;IND;SG;3;FIN;ACT
vernichtet	εκμηδενιστεί	vernichten	εκμηδενίζω	V;V.PTCP	V;PFV;IND;SG;3;FIN;PASS
vernichtet	εξοντώθηκαν	vernichten	εξοντώνω	V;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
frühling	ανοιξιάτικες	frühling	ανοιξιάτικος	ADJ	ADJ;NOM;FEM;PL
romanischen	ρομανική	romanisch	ρομανικός	ADJ	ADJ;NOM;FEM;SG
akzeptieren	δεχτώ	akzeptieren	δεχτώ	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
akzeptieren	δεχτείτε	akzeptieren	δέχομαι	V;NFIN	V;PFV;IMP;PL;2;FIN;ACT
renovierung	ανακαίνιση	renovierung	ανακαίνιση	N;NOM;FEM;SG	N;NOM;FEM;SG
renovierung	ανακαίνιση	renovierung	ανακαίνιση	N;NOM;FEM;SG	N;NOM;FEM;SG
renovierung	ανακαίνιση	renovierung	ανακαίνιση	N;NOM;FEM;SG	N;NOM;FEM;SG
übersehen	αστόχησε	übersehen	αστόχοσε	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
übersehen	ξέφυγε	übersehen	ξεφύγω	V;V.PTCP	V;IPFV;IND;SG;3;PST;FIN;ACT
übersehen	παραβλέψει	übersehen	παραβλέπω	V;V.PTCP	V;PFV;IND;SG;3;FIN;ACT
gleichung	εξίσωση	gleichung	εξίσωση	N;SG	N;NOM;FEM;SG
erlaubte	επιτρεπόμενη	erlauben	επιτρεπόμενος	V;IND;SG;3;PST;FIN	V;PFV;NOM;FEM;SG;V.PTCP;PASS
erlaubte	επιτρεπόμενη	erlauben	επιτρεπόμενος	V;IND;SG;3;PST;FIN	V;PFV;NOM;FEM;SG;V.PTCP;PASS
vergeblich	μάταιο	vergeblich	μάταιο	ADJ	ADJ;NOM;NEUT;SG
mögen	αρέσει	mögen	αρίσκω	V;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
behauptete	ισχυρίστηκε	behaupten	ισχυρίζομαι	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
behauptete	υποτιθέμενη	behaupten	υποτιθέμενος	V;IND;SG;3;PST;FIN	V;PFV;NOM;FEM;SG;V.PTCP;PASS
verfolgen	στοιχειώσει	verfolgen	στοιχειώνω	V;NFIN	V;PFV;NFIN;ACT
direkter	άμεσο	direkt	άμεσος	ADJ	ADJ;NOM;NEUT;SG
direkter	άμεση	direkt	άμεσος	ADJ	ADJ;NOM;FEM;SG
direkter	άμεσος	direkt	άμεσος	ADJ	ADJ;NOM;MASC;SG
anzeigen	δείξω	anzeigen	δείξω	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
angetrieben	οδηγείται	antreiben	οδηγώ	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
angetrieben	τροφοδοτείται	antreiben	τροφοδοτώ	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
wiederholen	επαναλαμβανόμενη	wiederholen	επαναλαμβανόμενος	V;NFIN	V;PFV;NOM;FEM;SG;V.PTCP;PASS
wiederholen	επαναλαμβάνεται	wiederholen	επαναλαμβάνω	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
wiederholen	επανέλαβε	wiederholen	επαναλαμβάνω	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
wiederholen	επαναλάβετε	wiederholen	επαναλαμβάνω	V;NFIN	V;PFV;IND;PL;2;FIN;ACT
wiederholen	επαναλαμβάνω	wiederholen	επαναλαμβάνω	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
wohnt	ζει	wohnen	ζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
wohnt	κατοικεί	wohnen	κατοικώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
dominiert	κυριαρχεί	dominieren	κυριαρχώ	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
