弾道	trajektorii	弾道	trajektoria	N	N;GEN;FEM;SG
フォレスト	las	フォレスト	las	N	N;NOM;MASC;SG
クラッチ	sprzęgło	クラッチ	sprzęgło	N	N;NOM;NEUT;SG
枢機	kardynał	枢機	kardynał	N	N;NOM;MASC;SG
賭博	hazardu	賭博	hazard	N	N;GEN;MASC;SG
賭博	hazard	賭博	hazard	N	N;NOM;MASC;SG
コップ	puchar	コップ	puchar	N	N;ACC;MASC;SG
コップ	kubek	コップ	kubek	N	N;NOM;MASC;SG
コップ	kielich	コップ	kielich	N	N;NOM;MASC;SG
母国	ojczyzny	母国	ojczyzna	N	N;GEN;FEM;SG
母国	ojczyzna	母国	ojczyzna	N	N;NOM;FEM;SG
母国	ojczyznę	母国	ojczyzna	N	N;ACC;FEM;SG
視界	widoczność	視界	widoczność	N	N;ACC;FEM;SG
視界	widoczności	視界	widoczność	N	N;GEN;FEM;SG
洗浄	sprzątanie	洗浄	sprzątanie	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
洗浄	czyszczenie	洗浄	czyszczenie	N	N;NOM;NEUT;SG;POS;V.MSDR
洗浄	oczyszczanie	洗浄	oczyszczanie	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
洗浄	porządki	洗浄	porządek	N	N;NOM;MASC;PL
不祥事	afera	不祥事	afera	N	N;NOM;FEM;SG
不祥事	skandal	不祥事	skandal	N	N;NOM;MASC;SG
不祥事	skandali	不祥事	skandal	N	N;GEN;MASC;PL
祭壇	ołtarz	祭壇	ołtarz	N	N;NOM;MASC;SG
祭壇	ołtarzu	祭壇	ołtarz	N	N;INS;MASC;SG
祭壇	ołtarza	祭壇	ołtarz	N	N;GEN;MASC;SG
スライダー	suwak	スライダー	suwak	N	N;NOM;MASC;SG
スライダー	suwaki	スライダー	suwaki	N	N;NOM;MASC;PL
手当	zasiłek	手当	zasiłek	N	N;NOM;MASC;SG
ヤギ	kozioł	ヤギ	kozioł	N	N;NOM;MASC;SG
ヤギ	koza	ヤギ	koza	N	N;NOM;FEM;SG
ワークショップ	warsztaty	ワークショップ	warsztata	N	N;NOM;MASC;PL
ワークショップ	warsztatów	ワークショップ	warsztat	N	N;GEN;MASC;PL
ワークショップ	warsztat	ワークショップ	warsztat	N	N;NOM;MASC;SG
ワークショップ	warsztaty	ワークショップ	warsztata	N	N;NOM;MASC;PL
金庫	sejf	金庫	sejf	N	N;NOM;MASC;SG
金庫	sejf	金庫	sejf	N	N;NOM;MASC;SG
被告人	oskarżonych	被告人	oskarżony	N	N;ACC;MASC;PL
被告人	oskarżona	被告人	oskarżyć	N	N;NOM;FEM;SG
被告人	oskarżona	被告人	oskarżyć	N	N;NOM;FEM;SG
洗濯	pralnia	洗濯	pralniać	V	V;IPFV;IMP;SG;2;FIN;ACT
ツル	dźwig	ツル	dźwig	N	N;NOM;MASC;SG
レズビアン	lesbijka	レズビアン	lesbijka	N	N;NOM;FEM;SG
レズビアン	lesbijką	レズビアン	lesbijka	N	N;INS;FEM;SG
吸気	inhalacji	吸気	inhalacja	N	N;GEN;FEM;SG
林	jabłko	林	jabłko	N	N;NOM;NEUT;SG
林	jabłka	林	jabłka	N	N;NOM;NEUT;PL
視力	wzrok	視力	wzrok	N	N;NOM;MASC;SG
ランニング	bieganie	ランニング	bieganie	N	N;NOM;NEUT;SG
レスキュー	ratowanie	レスキュー	ratować	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
レスキュー	ratunek	レスキュー	ratunek	N	N;NOM;MASC;SG
委嘱	prowizji	委嘱	prowizja	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
冗談	żart	冗談	żart		
ロッカー	szafki	ロッカー	szafka	N	N;ACC;FEM;PL
ロッカー	schowek	ロッカー	schowek	N	N;NOM;MASC;SG
ロッカー	szafki	ロッカー	szafka	N	N;ACC;FEM;PL
トゥルー	prawda	トゥルー	prawda	N	N;NOM;FEM;SG
ヨット	jacht	ヨット	jacht	N	N;NOM;MASC;SG
ヨット	jachtów	ヨット	jacht	N	N;GEN;MASC;PL
ダイナミック	dynamiczne	ダイナミック	dynamiczny	ADJ	ADJ;NOM;NEUT;SG
ダイナミック	dynamiczny	ダイナミック	dynamiczny	ADJ	ADJ;NOM;MASC;SG
飛行船	sterowiec	飛行船	sterowiec	N	N;NOM;MASC;SG
陶芸	ceramiki	陶芸	ceramika	N	N;ACC;FEM;SG
消去	wymazać	消去	wymazać	V	V;PFV;NFIN;ACT
ストライカー	napastnik	ストライカー	napastnik	N	N;NOM;MASC;SG
バイザー	daszek	バイザー	daszka	N	N;ACC;MASC;SG
テント	namioty	テント	namiot	N	N;NOM;MASC;PL
テント	namiot	テント	namiot	N	N;NOM;MASC;SG
リソース	zasoby	リソース	zasóba	N	N;NOM;MASC;PL
リソース	zasobów	リソース	zasób	N	N;GEN;MASC;PL
リソース	zasób	リソース	zasób	N	N;NOM;MASC;SG
リソース	zasoby	リソース	zasóba	N	N;NOM;MASC;PL
リソース	zasobów	リソース	zasób	N	N;GEN;MASC;PL
リソース	środki	リソース	środek	N	N;NOM;MASC;PL
値段	ceny	値段	cena	N	N;NOM;FEM;PL
快適	wygodna	快適	wygodny	ADJ	ADJ;NOM;FEM;SG
快適	wygodne	快適	wygodny	ADJ	ADJ;NOM;NEUT;SG
快適	wygodny	快適	wygodny	ADJ	ADJ;NOM;MASC;SG
快適	komfortowe	快適	komfortowy	ADJ	ADJ;NOM;NEUT;SG
快適	wygodne	快適	wygodny	ADJ	ADJ;NOM;NEUT;SG
快適	wygodna	快適	wygodny	ADJ	ADJ;NOM;FEM;SG
獣	weterynarza	獣	weterynarz	N	N;ACC;MASC;SG
獣	vet	獣	vet	N	N;NOM;MASC;SG
獣	weterynarz	獣	weterynarz	N	N;NOM;MASC;SG
獣	weteran	獣	weteran	N	N;NOM;MASC;SG
獣	weterynarza	獣	weterynarz	N	N;ACC;MASC;SG
獣	weterynarz	獣	weterynarz	N	N;NOM;MASC;SG
獣	weterynarii	獣	weterynaria	N	N;ACC;MASC;SG
タブレット	tabletka	タブレット	tabletka	N	N;NOM;FEM;SG
タブレット	tabletki	タブレット	tabletka	N	N;ACC;FEM;PL
タブレット	tabliczka	タブレット	tabliczka	N	N;NOM;FEM;SG
神学校	seminarium	神学校	seminarium	N	N;ACC;NEUT;SG
麻酔	znieczulenie	麻酔	znieczulenie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
人魚	syrenka	人魚	syrenka	N	N;NOM;FEM;SG
ジュエル	klejnot	ジュエル	klejnot	N	N;NOM;MASC;SG
目的	przeznaczenie	目的	przeznaczenie	N	N;NOM;NEUT;SG
年数	lat	年数	rok	N	N;GEN;MASC;PL
年数	lata	年数	rok	N	N;NOM;MASC;PL
不自然	nienaturalne	不自然	nienaturalny	ADJ	ADJ;NOM;NEUT;SG
切符	bilety	切符	bilet	N	N;NOM;MASC;PL
切符	mandat	切符	mandat	N	N;ACC;MASC;SG
切符	kupon	切符	kupon	N	N;NOM;MASC;SG
切符	bilet	切符	bilet	N	N;NOM;MASC;SG
教義	dogmat	教義	dogmat	N	N;NOM;MASC;SG
教義	wyznanie	教義	wyznanie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
教義	doktryna	教義	doktryna	N	N;NOM;FEM;SG
両面	bliźniak	両面	bliźniak	N	N;NOM;MASC;SG
地雷	miny	地雷	mina	N	N;ACC;FEM;SG
地雷	kopalnia	地雷	kopalniać	N	N;NOM;FEM;SG
地雷	kopalnie	地雷	kopalnia	N	N;NOM;FEM;SG
ホッケー	hokej	ホッケー	hok	N	N;NOM;MASC;SG
ホッケー	hokeja	ホッケー	hokej	N	N;ACC;MASC;SG
かもめ	mewa	かもめ	mewa	N	N;NOM;FEM;SG
事績	osiągnięcia	事績	osiągnięcie	N	N;NOM;NEUT;SG
事績	osiągnięć	事績	osiągnięcie	N	N;GEN;NEUT;PL
事績	osiągnięcie	事績	osiągnięcie	N	N;NOM;NEUT;SG
事績	osiągnięcia	事績	osiągnięcie	N	N;NOM;NEUT;SG
事績	osiąganie	事績	osiągać	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
カートリッジ	wkłady	カートリッジ	wkład	N	N;NOM;MASC;PL
カートリッジ	naboje	カートリッジ	nabój	N	N;NOM;MASC;PL
カートリッジ	nabój	カートリッジ	nabój	N	N;NOM;MASC;SG
カートリッジ	wkład	カートリッジ	wkład	N	N;NOM;MASC;SG
トレイル	ślad	トレイル	ślad	N	N;NOM;MASC;SG
トレイル	szlak	トレイル	szlak	N	N;NOM;MASC;SG
臓器	narządy	臓器	narząd	N	N;NOM;MASC;PL
臓器	organy	臓器	organa	N	N;NOM;MASC;PL
臓器	narządów	臓器	narząd	N	N;GEN;MASC;PL
臓器	narządy	臓器	narząd	N	N;NOM;MASC;PL
臓器	organy	臓器	organa	N	N;NOM;MASC;PL
臓器	organ	臓器	organ	N	N;NOM;MASC;SG
水銀	rtęć	水銀	rtęć	N	N;NOM;FEM;SG
ユニーク	unikalne	ユニーク	unikalny	ADJ	ADJ;NOM;NEUT;SG
ユニーク	unikatowe	ユニーク	unikatowy	ADJ	ADJ;NOM;NEUT;SG
ユニーク	unikalny	ユニーク	unikalny	ADJ	ADJ;NOM;MASC;SG
ユニーク	wyjątkowy	ユニーク	wyjątkowy	ADJ	ADJ;NOM;MASC;SG
ユニーク	niepowtarzalny	ユニーク	niepowtarzalny	ADJ	ADJ;NOM;MASC;SG
ステアリング	sterowanie	ステアリング	sterować	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ステアリング	kierowanie	ステアリング	kierować	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
城郭	zamków	城郭	zamek	N	N;GEN;MASC;PL
浄化	oczyścić	浄化	oczyścić	V	V;PFV;NFIN;ACT
音節	sylaba	音節	sylaba	N	N;NOM;FEM;SG
炎	zapalenie	炎	zapalenie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
芝生	trawniku	芝生	trawnik	N	N;DAT;MASC;SG
芝生	trawnik	芝生	trawnik	N	N;NOM;MASC;SG
悪役	łotr	悪役	łotr	N	N;NOM;MASC;SG
実効	skuteczność	実効	skuteczność	N	N;NOM;FEM;SG
実効	efektywność	実効	efektywność	N	N;NOM;FEM;SG
実効	skuteczności	実効	skuteczność	N	N;GEN;FEM;SG
イングリッシュ	anglik	イングリッシュ	anglik	N	N;NOM;MASC;SG
マッサージ	masaż	マッサージ	masaż	N	N;NOM;MASC;SG
捕鯨	wielorybnictwa	捕鯨	wielorybnictwo	N	N;NOM;NEUT;SG
工具	narzędzia	工具	narzędzie	N	N;NOM;NEUT;PL
工具	narzędzie	工具	narzęd	N	N;NOM;NEUT;SG
オナニー	masturbacja	オナニー	masturbacja	N	N;NOM;FEM;SG
ラーマ	lama	ラーマ	lama	N	N;NOM;MASC;SG
ラーマ	ramy	ラーマ	ramy	N	N;ACC;NEUT;PL
接着	przyczepności	接着	przyczepność	N	N;GEN;FEM;SG
サンプリング	próbka	サンプリング	próbka	N	N;NOM;FEM;SG
サンプリング	próbki	サンプリング	próbki	N	N;ACC;FEM;SG
サンプリング	próba	サンプリング	próba	N	N;NOM;FEM;SG
失効	upłynął	失効	upłynąć	V	V;PFV;MASC;IND;SG;PST;FIN;ACT
失効	wygasł	失効	wygasnąć	V	V;PFV;MASC;IND;SG;PST;FIN;ACT
失効	wygasła	失効	wygasnąć	V	V;PFV;FEM;IND;SG;PST;FIN;ACT
ねずみ	myszki	ねずみ	myszka	N	N;ACC;FEM;SG
ねずみ	myszka	ねずみ	myszko	N	N;NOM;FEM;SG
経典	sutra	経典	sutry	N	N;NOM;FEM;SG
大気圏	atmosferę	大気圏	atmosfera	N	N;ACC;FEM;SG
大気圏	atmosfera	大気圏	atmosfera	N	N;NOM;FEM;SG
大気圏	atmosfery	大気圏	atmosfera	N	N;GEN;FEM;SG
不審	podejrzany	不審	podejrzany	ADJ	ADJ;NOM;MASC;SG
不審	podejrzana	不審	podejrzany	ADJ	ADJ;NOM;FEM;SG
不審	podejrzane	不審	podejrzany	ADJ	ADJ;NOM;NEUT;SG
不審	podejrzliwy	不審	podejrzliwy	ADJ	ADJ;NOM;MASC;SG
リサイクル	recyklingu	リサイクル	recykling	N	N;GEN;MASC;SG
リサイクル	recyklingu	リサイクル	recykling	N	N;GEN;MASC;SG
隠す	ukryj	隠す	ukryj	V	V;PFV;IMP;SG;2;FIN;ACT
グラフィックス	grafiki	グラフィックス	grafika	N	N;GEN;FEM;PL
グラフィックス	grafika	グラフィックス	grafika	N	N;NOM;FEM;SG
カモ	kaczki	カモ	kaczka	N	N;ACC;FEM;PL
カモ	kaczek	カモ	kaczka	N	N;GEN;MASC;PL
カモ	kaczka	カモ	kaczka	N	N;NOM;FEM;SG
カモ	kaczor	カモ	kaczor	N	N;NOM;MASC;SG
カモ	kaczki	カモ	kaczka	N	N;ACC;FEM;PL
無意味	bezcelowe	無意味	bezcelowy	ADJ	ADJ;NOM;NEUT;SG
責め	winić	責める	winić	V	V;IPFV;NFIN;ACT
スナック	przekąski	スナック	przekąsk	N	N;NOM;MASC;PL
スナック	przekąski	スナック	przekąsk	N	N;NOM;MASC;PL
グリップ	uchwyt	グリップ	uchwyt	N	N;ACC;MASC;SG
グリップ	chwyt	グリップ	chwyt	N	N;NOM;MASC;SG
ビザ	wizę	ビザ	wiza	N	N;ACC;FEM;SG
ビザ	wiza	ビザ	wiza	N	N;NOM;FEM;SG
スタック	stos	スタック	stos	N	N;NOM;MASC;SG
満期	dojrzałości	満期	dojrzałość	N	N;GEN;FEM;SG
満期	dojrzałość	満期	dojrzałość	N	N;NOM;FEM;SG
ギャンブル	hazardu	ギャンブル	hazard	N	N;GEN;MASC;SG
ギャンブル	hazard	ギャンブル	hazard	N	N;NOM;MASC;SG
強姦	gwałt	強姦	gwałt		
湖畔	lakeside	湖畔	lakesida	N	N;NOM;MASC;SG
センチュリー	wieku	センチュリー	wiek	N	N;GEN;MASC;SG
センチュリー	wiek	センチュリー	wiek	N	N;NOM;MASC;SG
バッグ	torebka	バッグ	torebka	N	N;NOM;FEM;SG
バッグ	worek	バッグ	worek	N	N;NOM;MASC;SG
バッグ	torba	バッグ	torba	N	N;NOM;FEM;SG
バッグ	torbę	バッグ	torba	N	N;ACC;FEM;SG
バッグ	torby	バッグ	torba	N	N;NOM;FEM;PL
バッグ	worki	バッグ	worek	N	N;NOM;MASC;PL
バッグ	torby	バッグ	torba	N	N;NOM;FEM;PL
バッグ	torebki	バッグ	torebka	N	N;ACC;FEM;PL
画質	jakość	画質	jakość	N	N;NOM;FEM;SG
飽和	nasycenie	飽和	nasycenie	N	N;NOM;NEUT;SG
福音書	ewangelii	福音書	ewangelia	N	N;GEN;FEM;SG
ユニバー	uniwersjadzie	ユニバー	uniwersjad	N	N;DAT;MASC;SG
平衡	równowagi	平衡	równowag	N	N;GEN;FEM;SG
平衡	równowaga	平衡	równowaga	N	N;NOM;FEM;SG
真ん中	środek	真ん中	środek	N	N;NOM;MASC;SG
ペイント	farba	ペイント	farba	N	N;NOM;FEM;SG
ペイント	farby	ペイント	farba	N	N;ACC;FEM;PL
滑らか	gładkie	滑らか	gładki	ADJ	ADJ;NOM;NEUT;SG
滑らか	gładka	滑らか	gładka	ADJ	ADJ;NOM;FEM;SG
滑らか	sprawne	滑らか	sprawny	ADJ	ADJ;NOM;NEUT;SG
白血	białaczkę	白血	białaczka	N	N;ACC;FEM;SG
アングル	kąt	アングル	kąt	N	N;NOM;MASC;SG
アングル	kąta	アングル	kąta	N	N;GEN;MASC;SG
アングル	kąty	アングル	kąty	N	N;NOM;MASC;PL
冷たい	zimne	冷たい	zimny	ADJ	ADJ;NOM;NEUT;SG
ラウンジ	salon	ラウンジ	salon	N	N;NOM;MASC;SG
ディーラー	sprzedawca	ディーラー	sprzedawca	N	N;NOM;MASC;SG
ディーラー	dilera	ディーラー	diler	N	N;ACC;MASC;SG
ディーラー	handlarz	ディーラー	handlarz	N	N;NOM;MASC;SG
ディーラー	diler	ディーラー	diler	N	N;NOM;MASC;SG
信条	wyznanie	信条	wyznanie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
シルエット	sylwetka	シルエット	sylwetka	N	N;NOM;FEM;SG
処方	przepisać	処方	przepisać	V	V;PFV;NFIN;ACT
反復	powtórzenia	反復	powtórzyć	N	N;NOM;NEUT;SG
反復	powtarzanie	反復	powtarzać	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
反復	iteracji	反復	iteracja	N	N;GEN;FEM;SG
共存	współistnieć	共存	współistnieć	V	V;IPFV;NFIN;ACT
ヴィレッジ	wiosce	ヴィレッジ	wioska	N	N;DAT;FEM;SG
ヴィレッジ	wioska	ヴィレッジ	wioska	N	N;NOM;FEM;SG
ヴィレッジ	village	ヴィレッジ	village	N	N;NOM;MASC;SG
ヴィレッジ	wioski	ヴィレッジ	wioska	N	N;ACC;FEM;SG
ヴィレッジ	wieś	ヴィレッジ	wieś	N	N;NOM;FEM;SG
受け取り	otrzymała	受け取る	otrzymać	V	V;PFV;FEM;IND;SG;PST;FIN;ACT
受け取り	otrzymano	受け取る	otrzymać	V	V;PFV;IND;0;PST;FIN;ACT
顕微	mikroskop	顕微	mikroskop	N	N;NOM;MASC;SG
検察官	oskarżyciel	検察官	oskarżyciel	N	N;NOM;MASC;SG
検察官	oskarżenie	検察官	oskarżyć	N	N;NOM;NEUT;SG
検察官	ściganie	検察官	ścigać	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
検察官	oskarżyciel	検察官	oskarżyciel	N	N;NOM;MASC;SG
検察官	prokurator	検察官	prokurator	N	N;NOM;MASC;SG
ボトル	butelki	ボトル	butelka	N	N;ACC;FEM;PL
ボトル	butelek	ボトル	butelek	N	N;GEN;FEM;PL
ボトル	butelka	ボトル	butelka	N	N;NOM;FEM;SG
ボトル	butelkę	ボトル	butelka	N	N;ACC;FEM;SG
ボトル	butelki	ボトル	butelka	N	N;ACC;FEM;PL
クォーター	kwartał	クォーター	kwartał	N	N;NOM;MASC;SG
クォーター	kwartale	クォーター	kwartał	N	N;INS;MASC;SG
グリッド	sieć	グリッド	sieć	N	N;NOM;FEM;SG
グリッド	siatka	グリッド	siatka	N	N;NOM;FEM;SG
グリッド	siatki	グリッド	siatka	N	N;GEN;FEM;SG
便所	toalety	便所	toaleta	N	N;GEN;FEM;SG
インタラクティブ	interaktywne	インタラクティブ	interaktywny	ADJ	ADJ;NOM;NEUT;SG
セール	sale	セール	sala	N	N;NOM;FEM;PL
用紙	papier	用紙	papier	N	N;NOM;MASC;SG
均衡	równowadze	均衡	równowadzić	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
きれい	czysty	きれい	czysty	ADJ	ADJ;NOM;MASC;SG
きれい	czyste	きれい	czysty	ADJ	ADJ;NOM;NEUT;SG
気球	balony	気球	balon	N	N;NOM;MASC;PL
気球	balon	気球	balon	N	N;NOM;MASC;SG
フィルタ	filtry	フィルタ	filtr	N	N;NOM;MASC;PL
フィルタ	filtr	フィルタ	filtr	N	N;NOM;MASC;SG
フィルタ	filtry	フィルタ	filtr	N	N;NOM;MASC;PL
祈祷	modlitwie	祈祷	modlitwa	N	N;DAT;FEM;SG
祈祷	modlitwy	祈祷	modlitwa	N	N;GEN;FEM;SG
祈祷	modlitwę	祈祷	modlitwa	N	N;ACC;FEM;SG
祈祷	modlitwa	祈祷	modlitwa	N	N;NOM;FEM;SG
募金	darowizna	募金	darowizna	N	N;NOM;FEM;SG
募金	dotacja	募金	dotacja	N	N;NOM;FEM;SG
募金	oddania	募金	oddanie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
募金	darowizna	募金	darowizna	N	N;NOM;FEM;SG
募金	dotacje	募金	dotacja	N	N;NOM;FEM;PL
募金	datki	募金	datek	N	N;ACC;MASC;PL
作物	uprawy	作物	uprawa	N	N;GEN;FEM;SG
村人	wieśniaków	村人	wieśniak	N	N;ACC;MASC;PL
トカゲ	jaszczurki	トカゲ	jaszczurka	N	N;NOM;FEM;PL
トカゲ	jaszczurka	トカゲ	jaszczurka	N	N;NOM;FEM;SG
トカゲ	jaszczurki	トカゲ	jaszczurka	N	N;NOM;FEM;PL
参道	podejście	参道	podejść	N	N;NOM;NEUT;SG
参道	podejścia	参道	podejść	N	N;GEN;NEUT;SG
飢饉	głód	飢饉	głód	N	N;NOM;MASC;SG
ピストル	pistolet	ピストル	pistolet	N	N;NOM;MASC;SG
ブランチ	gałęzi	ブランチ	gałąź	N	N;GEN;FEM;PL
ブランチ	gałąź	ブランチ	gałąź	N	N;ACC;FEM;SG
ブランチ	oddział	ブランチ	oddział	N	N;NOM;MASC;SG
聖歌	hymn	聖歌	hymn	N	N;NOM;MASC;SG
聖歌	hymny	聖歌	hymny	N	N;NOM;MASC;PL
漁師	rybacy	漁師	rybak	N	N;NOM;MASC;PL
漁師	rybaków	漁師	rybak	N	N;ACC;MASC;PL
漁師	rybak	漁師	rybak	N	N;NOM;MASC;SG
漁師	rybak	漁師	rybak	N	N;NOM;MASC;SG
漁師	rybacy	漁師	rybak	N	N;NOM;MASC;PL
塩素	chloru	塩素	chlor	N	N;GEN;MASC;SG
つぼみ	pąki	つぼみ	pąkny	N	N;NOM;MASC;PL
パッチ	plastry	パッチ	plaster	N	N;ACC;MASC;PL
パッチ	plaster	パッチ	plaster	N	N;NOM;MASC;SG
美学	estetyka	美学	estetyka	N	N;NOM;FEM;SG
筆記	pisanie	筆記	pisać	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
筆記	pismo	筆記	pismo	N	N;NOM;NEUT;SG
レコーダー	rejestrator	レコーダー	rejestrator	N	N;NOM;MASC;SG
リハビリ	rehabilitację	リハビリ	rehabilitacja	N	N;ACC;FEM;SG
リハビリ	rehabilitacji	リハビリ	rehabilitacja	N	N;GEN;FEM;SG
テリア	terrier	テリア	terrier	N	N;NOM;MASC;SG
苦情	zażalenie	苦情	zażalenie	N	N;NOM;NEUT;SG
苦情	skarga	苦情	skarga	N	N;NOM;FEM;SG
苦情	skargę	苦情	skarga	N	N;ACC;FEM;SG
代名詞	zaimków	代名詞	zaimka	N	N;GEN;MASC;PL
代名詞	zaimek	代名詞	zaimek	N	N;NOM;MASC;SG
静脈	żyłach	静脈	żyły	N	N;GEN;MASC;PL
チューン	melodię	チューン	melodia	N	N;ACC;FEM;SG
チューン	melodia	チューン	melodia	N	N;NOM;FEM;SG
エデン	edenu	エデン	eden	N	N;GEN;MASC;SG
デザート	deser	デザート	deser	N	N;NOM;MASC;SG
デザート	desery	デザート	deser	N	N;NOM;MASC;PL
デザート	deseru	デザート	deser	N	N;GEN;MASC;SG
デザート	desery	デザート	deser	N	N;NOM;MASC;PL
リバイバル	ożywienie	リバイバル	ożywienie	N	N;NOM;NEUT;SG
リバイバル	odrodzenie	リバイバル	odrodzić	N	N;NOM;NEUT;SG;POS;V.MSDR
動脈	tętnicy	動脈	tętnik	N	N;GEN;FEM;SG
動脈	tętnica	動脈	tętnica	N	N;NOM;FEM;SG
リュック	plecak	リュック	plecak	N	N;NOM;MASC;SG
織物	tkanina	織物	tkanina	N	N;NOM;FEM;SG
織物	tkaniny	織物	tkanina	N	N;ACC;FEM;PL
礼	etykieta	礼	etykieta	N	N;NOM;FEM;SG
礼	etykiety	礼	etykiet	N	N;ACC;MASC;PL
礼	uprzejmości	礼	uprzejmość	N	N;GEN;FEM;SG
礼	uprzejmość	礼	uprzejmość	N	N;NOM;FEM;SG
ゴリラ	goryla	ゴリラ	goryla	N	N;ACC;MASC;SG
ゴリラ	goryl	ゴリラ	goryl	N	N;NOM;MASC;SG
ゴリラ	goryle	ゴリラ	goryl	N	N;NOM;MASC;PL
リサイタル	motywie	リサイタル	motyw	N	N;INS;MASC;SG
リサイタル	motyw	リサイタル	motyw	N	N;NOM;MASC;SG
ダイヤル	wybieranie	ダイヤル	wybierać	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ダイヤル	wybierania	ダイヤル	wybierać	N	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
ディナー	obiady	ディナー	obiad	N	N;NOM;MASC;PL
ディナー	kolacja	ディナー	kolacja	N	N;NOM;FEM;SG
ディナー	kolację	ディナー	kolacja	N	N;ACC;FEM;SG
ディナー	obiad	ディナー	obiad	N	N;NOM;MASC;SG
コンタクト	kontakt	コンタクト	kontakt	N	N;NOM;MASC;SG
コンタクト	kontakty	コンタクト	kontakt	N	N;NOM;MASC;PL
バスケット	koszyk	バスケット	koszyk	N	N;NOM;MASC;SG
バスケット	kosz	バスケット	kosz	N	N;NOM;MASC;SG
特製	specjalność	特製	specjalność	N	N;NOM;FEM;SG
快感	przyjemności	快感	przyjemność	N	N;GEN;FEM;SG
叔母	cioci	叔母	ciocia	N	N;GEN;FEM;SG
叔母	ciocia	叔母	ciocia	N	N;NOM;FEM;SG
叔母	ciotka	叔母	ciotka	N	N;NOM;FEM;SG
段落	akapitu	段落	akapit	N	N;GEN;MASC;SG
段落	ustęp	段落	ustęp	N	N;NOM;MASC;SG
段落	paragraf	段落	paragraf	N	N;NOM;MASC;SG
段落	akapit	段落	akapit	N	N;NOM;MASC;SG
段落	paragrafy	段落	paragrafa	N	N;NOM;MASC;PL
段落	akapity	段落	akapit	N	N;NOM;MASC;PL
段落	ustępy	段落	ustęp	N	N;NOM;MASC;PL
ハーモニー	harmonii	ハーモニー	harmonia	N	N;GEN;FEM;SG
ハーモニー	harmonia	ハーモニー	harmonia	N	N;NOM;FEM;SG
アイディア	pomysł	アイディア	pomysł	N	N;NOM;MASC;SG
アイディア	idea	アイディア	idea	N	N;NOM;FEM;SG
アイディア	pomysły	アイディア	pomysł	N	N;NOM;MASC;PL
アイディア	idee	アイディア	idee	N	N;NOM;MASC;PL
アイディア	pomysłów	アイディア	pomysł	N	N;GEN;MASC;PL
アイディア	koncepcje	アイディア	koncepcja	N	N;NOM;FEM;PL
アンプ	wzmacniacz	アンプ	wzmacniacz	N	N;ACC;MASC;SG
アンプ	wzmacniacze	アンプ	wzmacniaczy	N	N;NOM;MASC;PL
宝物	skarby	宝物	skarba	N	N;NOM;MASC;PL
宝物	skarbem	宝物	skarb	N	N;INS;MASC;SG
宝物	skarb	宝物	skarb	N	N;ACC;MASC;SG
宝物	skarby	宝物	skarba	N	N;NOM;MASC;PL
サーブ	saa	サーブ	saa	N	N;NOM;MASC;SG
ギフト	prezentów	ギフト	prezent	N	N;GEN;MASC;PL
ギフト	prezenty	ギフト	prezent	N	N;NOM;MASC;PL
ギフト	prezentu	ギフト	prezent	N	N;GEN;MASC;SG
ギフト	podarunek	ギフト	podarunek	N	N;ACC;MASC;SG
ギフト	prezent	ギフト	prezent	N	N;NOM;MASC;SG
ギフト	dar	ギフト	dar	N	N;NOM;MASC;SG
ギフト	prezenty	ギフト	prezent	N	N;NOM;MASC;PL
理性	powody	理性	powód	N	N;NOM;MASC;PL
理性	przyczyna	理性	przyczynać	N	N;NOM;FEM;SG
理性	powód	理性	powód	N	N;NOM;MASC;SG
光景	celownik	光景	celownik	N	N;ACC;MASC;SG
光景	zabytków	光景	zabytek	N	N;GEN;MASC;PL
光景	zabytki	光景	zabytek	N	N;NOM;MASC;PL
光景	wzrok	光景	wzrok	N	N;NOM;MASC;SG
光景	celownik	光景	celownik	N	N;ACC;MASC;SG
安い	tania	安い	tani	ADJ	ADJ;NOM;FEM;SG
ハーレム	harlemie	ハーレム	harlema	N	N;NOM;NEUT;SG
矯正	korekt	矯正	korekt	V	V;IPFV;IND;SG;1;FIN;ACT
バタフライ	motyle	バタフライ	motyl	N	N;NOM;MASC;PL
バタフライ	motyl	バタフライ	motyl	N	N;NOM;MASC;SG
