من	от	مِن	от	ADP	ADP
جنود	войници	جُندِيّ	войник	N;NOM;INDF;PL	N;INDF;MASC;PL
جيل	генериране	جِيل	генериране	N;NOM;INDF;SG	N;INDF;NEUT;SG
جيل	поколение	جِيل	поколение	N;NOM;INDF;SG	N;INDF;NEUT;SG
اضطراب	турбуленция	اِضطِرَاب	турбуленция	N;NOM;INDF;SG	N;INDF;FEM;SG
التحالف	алианса	تَحَالُف	алианс	N;NOM;DEF;SG	N;DEF;MASC;SG
التحالف	коалицията	تَحَالُف	коалиция	N;NOM;DEF;SG	N;DEF;FEM;SG
بنيت	изградена	بَنَى	изградя	V;PFV;FEM;SG;3;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
بنيت	построена	بَنَى	построя-(се)	V;PFV;FEM;SG;3;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
بنيت	построено	بَنَى	построя-(се)	V;PFV;FEM;SG;3;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
بنيت	построен	بَنَى	построя-(се)	V;PFV;FEM;SG;3;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
الميدان	полето	مَيدَان	поле	N;NOM;DEF;SG	N;DEF;NEUT;SG
الغابات	горите	غَابَة	гора	N;NOM;DEF;PL	N;DEF;FEM;PL
المجمع	съединението	مَجمَع	съединение	N;NOM;DEF;SG	N;DEF;NEUT;SG
جبهة	фронт	جَبهَة	фронт	N;NOM;INDF;SG	N;INDF;MASC;SG
جبهة	чело	جَبهَة	чело	N;NOM;INDF;SG	N;INDF;NEUT;SG
النقد	критиката	نَقد	критика	N;NOM;DEF;SG	N;DEF;FEM;SG
موقف	позиция	مَوقِف	позиция	N;NOM;INDF;SG	N;INDF;FEM;SG
موقف	положение	مَوقِف	положение	N;NOM;INDF;SG	N;INDF;NEUT;SG
موقف	длъжност	مَوقِف	длъжност	N;NOM;INDF;SG	N;INDF;FEM;SG
موقف	нагласа	مَوقِف	нагласа	N;NOM;INDF;SG	N;INDF;FEM;SG
موقف	отношение	مَوقِف	отношение	N;NOM;INDF;SG	N;INDF;NEUT;SG
موقف	поведение	مَوقِف	поведение	N;NOM;INDF;SG	N;INDF;NEUT;SG
الاستعمار	колониализма	اِستِعمَار	колониализъм	N;NOM;DEF;SG	N;DEF;MASC;SG
مدخل	появяване	مدخل	появяване	N;NOM;INDF;SG	N;INDF;NEUT;SG
مدخل	вход	مدخل	вход	N;NOM;INDF;SG	N;INDF;MASC;SG
سجن	затвор	سِجن	затвор	N;NOM;INDF;SG	N;INDF;MASC;SG
سجن	затвор	سِجن	затвор	N;NOM;INDF;SG	N;INDF;MASC;SG
المعايير	стандартите	مِعيَار	стандарт	N;NOM;DEF;PL	N;DEF;MASC;PL
وقف	спиране	وَقف	спиране	N;NOM;INDF;SG	N;INDF;NEUT;SG
صفوف	класи	صَفّ	клася-(се)	N;NOM;INDF;PL	N;INDF;FEM;PL
صفوف	класове	صَفّ	клас	N;NOM;INDF;PL	N;INDF;MASC;PL
صفوف	редове	صَفّ	ред	N;NOM;INDF;PL	N;INDF;MASC;PL
الزاوية	ъгъла	زَاوِيَة	ъгъл	N;NOM;DEF;SG	N;DEF;MASC;SG
صيغة	формула	صِيغَة	формула	N;NOM;INDF;SG	N;INDF;FEM;SG
جميلة	прекрасна	جَمِيل	прекрасна	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
جميلة	красива	جَمِيل	красив	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
جميلة	прекрасен	جَمِيل	прекрасен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
جميلة	прекрасен	جَمِيل	прекрасен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
جميلة	прекрасна	جَمِيل	прекрасна	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
طاقم	екипаж	طَاقِم	екипаж	N;NOM;INDF;SG	N;INDF;MASC;SG
خسائر	загуби	خَسَارَة	загуба	N;NOM;INDF;PL	N;INDF;FEM;PL
الديانة	религията	دِيَانَة	религия	N;NOM;DEF;SG	N;DEF;FEM;SG
تنمية	развитие	تَنمِيَة	развитие	N;NOM;INDF;SG	N;INDF;NEUT;SG
تنمية	разработване	تَنمِيَة	разработване	N;NOM;INDF;SG	N;INDF;NEUT;SG
تنمية	разработка	تَنمِيَة	разработка	N;NOM;INDF;SG	N;INDF;FEM;SG
اقتصادية	икономическа	اِقتِصَادِيّ	икономически	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
اقتصادية	икономически	اِقتِصَادِيّ	икономически	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
اقتصادية	икономичен	اِقتِصَادِيّ	икономичен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
حصار	обсада	حِصَار	обсада	N;NOM;INDF;SG	N;INDF;FEM;SG
حصار	блокада	حِصَار	блокада	N;NOM;INDF;SG	N;INDF;FEM;SG
رعاية	спонсорство	رِعَايَة	спонсорство	N;NOM;INDF;SG	N;INDF;NEUT;SG
رعاية	грижа	رِعَايَة	грижа	N;NOM;INDF;SG	N;INDF;FEM;SG
تمثيل	представителство	تَمثِيل	представителство	N;NOM;INDF;SG	N;INDF;NEUT;SG
القرون	вековете	قَرن	век	N;NOM;DEF;PL	N;DEF;MASC;PL
القرون	рогата	قَرن	рог	N;NOM;DEF;PL	N;DEF;MASC;PL
تعليمية	образователна	تَعلِيمِيّ	образователен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
تعليمية	образователен	تَعلِيمِيّ	образователен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
تصنيع	производство	تَصنِيع	производство	N;NOM;INDF;SG	N;INDF;NEUT;SG
تصنيع	изработване	تَصنِيع	изработване	N;NOM;INDF;SG	N;INDF;NEUT;SG
تصنيع	производство	تَصنِيع	производство	N;NOM;INDF;SG	N;INDF;NEUT;SG
حديثة	модерна	حَدِيث	модерен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
حديثة	модерен	حَدِيث	модерен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
حديثة	съвременен	حَدِيث	съвременен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
حديثة	скорошна	حَدِيث	скорошен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
اغتيال	покушение	اِغتِيَال	покушение	N;NOM;INDF;SG	N;INDF;NEUT;SG
اغتيال	атентат	اِغتِيَال	атентат	N;NOM;INDF;SG	N;INDF;MASC;SG
اغتيال	убийство	اِغتِيَال	убийство	N;NOM;INDF;SG	N;INDF;NEUT;SG
المستشفى	болницата	مُستَشفَى	болница	N;NOM;DEF;SG	N;DEF;FEM;SG
صيف	съмър	صَيف	съмър	N;NOM;INDF;SG	N;INDF;MASC;SG
صيف	лято	صَيف	лято	N;NOM;INDF;SG	N;INDF;NEUT;SG
لقاء	среща	لِقَاء	среща	N;NOM;INDF;SG	N;INDF;FEM;SG
لقاء	заседание	لِقَاء	заседание	N;NOM;INDF;SG	N;INDF;NEUT;SG
لقاء	среща	لِقَاء	среща	N;NOM;INDF;SG	N;INDF;FEM;SG
لقاء	съвещание	لِقَاء	съвещание	N;NOM;INDF;SG	N;INDF;NEUT;SG
لقاء	събрание	لِقَاء	събрание	N;NOM;INDF;SG	N;INDF;NEUT;SG
نيسان	април	نِيسَان	април	N;NOM;INDF;SG	N;INDF;MASC;SG
زهرة	цвете	زُهرَة	цвете	N;NOM;INDF;SG	N;INDF;NEUT;SG
سوري	сирийски	سُورِيّ	сирийски	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
شرقي	ориенталски	شَرقِيّ	ориенталски	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
شرقي	източна	شَرقِيّ	източен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
قوي	силен	قَوِيّ	силен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
قوي	силна	قَوِيّ	силен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
قوي	мощен	قَوِيّ	мощен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
قوي	мощна	قَوِيّ	мощен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
ممكن	възможен	مُمكِن	възможен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
ممكن	възможна	مُمكِن	възможен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
تجارة	търговия	تِجَارَة	търговия	N;NOM;INDF;SG	N;INDF;FEM;SG
تجارة	търгуване	تِجَارَة	търгуване	N;NOM;INDF;SG	N;INDF;NEUT;SG
تجارة	търговия	تِجَارَة	търговия	N;NOM;INDF;SG	N;INDF;FEM;SG
تجارة	търговия	تِجَارَة	търговия	N;NOM;INDF;SG	N;INDF;FEM;SG
قادرة	способен	قَادِر	способен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
قادرة	способна	قَادِر	способна	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
البث	излъчването	بَثّ	излъчване	N;NOM;DEF;SG	N;DEF;NEUT;SG
تلعب	играе	لَعِب	играя	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
تلعب	свири	لَعِب	свиря	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
الشارع	улицата	شَارِع	улица	N;NOM;DEF;SG	N;DEF;FEM;SG
الملوك	кралете	مَلوَك	крал	N;NOM;DEF;PL	N;DEF;MASC;PL
كميات	количества	كَمِّيَّة	количество	N;NOM;INDF;PL	N;INDF;NEUT;PL
سد	язовир	سَدّ	язовир	N;NOM;INDF;SG	N;INDF;MASC;SG
سد	сид	سَدّ	сид	N;NOM;INDF;SG	N;INDF;MASC;SG
رسائل	букви	رِسَالَة	буква	N;NOM;INDF;PL	N;INDF;FEM;PL
رسائل	писма	رِسَالَة	писмо	N;NOM;INDF;PL	N;INDF;NEUT;PL
رسائل	послания	رِسَالَة	послание	N;NOM;INDF;PL	N;INDF;NEUT;PL
رسائل	съобщения	رِسَالَة	съобщение	N;NOM;INDF;PL	N;INDF;NEUT;PL
الفئة	класа	فِئَة	клас	N;NOM;DEF;SG	N;DEF;MASC;SG
اتفاق	съгласие	اِتِّفَاق	съгласие	N;NOM;INDF;SG	N;INDF;NEUT;SG
اتفاق	споразумение	اِتِّفَاق	споразумение	N;NOM;INDF;SG	N;INDF;NEUT;SG
اتفاق	сделка	اِتِّفَاق	сделка	N;NOM;INDF;SG	N;INDF;FEM;SG
سيناريو	сценарий	سِينَارِيُو	сценарий	N;NOM;INDF;SG	N;INDF;MASC;SG
سيناريو	сценарий	سِينَارِيُو	сценарий	N;NOM;INDF;SG	N;INDF;MASC;SG
سيناريو	сценарий	سِينَارِيُو	сценарий	N;NOM;INDF;SG	N;INDF;MASC;SG
القواعد	правилата	قَاعِدَة	правило	N;NOM;DEF;PL	N;DEF;NEUT;PL
ثانوية	вторична	ثَانَوِيّ	вторичен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
ثانوية	вторичен	ثَانَوِيّ	вторичен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
زعيم	лидер	زَعِيم	лидер	N;NOM;INDF;SG	N;INDF;MASC;SG
زعيم	водач	زَعِيم	водач	N;NOM;INDF;SG	N;INDF;MASC;SG
ضخمة	огромен	ضَخم	огромен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
ضخمة	огромна	ضَخم	огромен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
مناسبة	повод	مُنَاسَبَة	повод	N;NOM;INDF;SG	N;INDF;MASC;SG
مناسبة	събитие	مُنَاسَبَة	събитие	N;NOM;INDF;SG	N;INDF;NEUT;SG
ياباني	японска	يَابَانِيّ	японски	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
ياباني	японски	يَابَانِيّ	японски	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
بديل	алтернатива	بَدِيل	алтернатива	N;NOM;INDF;SG	N;INDF;FEM;SG
بديل	заместител	بَدِيل	заместител	N;NOM;INDF;SG	N;INDF;MASC;SG
بديل	заместване	بَدِيل	заместване	N;NOM;INDF;SG	N;INDF;NEUT;SG
بديل	подмяна	بَدِيل	подмяна	N;NOM;INDF;SG	N;INDF;FEM;SG
بديل	замяна	بَدِيل	замяна	N;NOM;INDF;SG	N;INDF;FEM;SG
بديل	заместване	بَدِيل	заместване	N;NOM;INDF;SG	N;INDF;NEUT;SG
مشتركة	съвместна	مُشتَرَك	съвместен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
مشتركة	съвместен	مُشتَرَك	съвместен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
استقلال	независимост	اِستِقلَال	независимост	N;NOM;INDF;SG	N;INDF;FEM;SG
سيطرة	контролиране	سَيطَرَة	контролиране	N;NOM;INDF;SG	N;INDF;NEUT;SG
سيطرة	контрол	سَيطَرَة	контрол	N;NOM;INDF;SG	N;INDF;MASC;SG
هيكل	корпус	هَيكَل	корпус	N;NOM;INDF;SG	N;INDF;MASC;SG
هيكل	шаси	هَيكَل	шаси	N;NOM;INDF;SG	N;INDF;NEUT;SG
هيكل	структура	هَيكَل	структура	N;NOM;INDF;SG	N;INDF;FEM;SG
هيكل	конструкция	هَيكَل	конструкция	N;NOM;INDF;SG	N;INDF;FEM;SG
الحشرات	насекомите	حَشَرَة	насекомя	N;NOM;DEF;PL	N;DEF;MASC;PL
بريطاني	британска	برِيطَانِيّ	британски	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
بريطاني	британски	برِيطَانِيّ	британски	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
شؤون	афери	شَأن	афера	N;NOM;INDF;PL	N;INDF;FEM;PL
حضارة	цивилизация	حَضَارَة	цивилизация	N;NOM;INDF;SG	N;INDF;FEM;SG
حضارة	цивилизация	حَضَارَة	цивилизация	N;NOM;INDF;SG	N;INDF;FEM;SG
منخفضة	нисък	مُنخَفِض	нисък	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
منخفضة	ниска	مُنخَفِض	нисък	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
بث	излъчване	بَثّ	излъчване	N;NOM;INDF;SG	N;INDF;NEUT;SG
بث	излъчване	بَثّ	излъчване	N;NOM;INDF;SG	N;INDF;NEUT;SG
قاد	доведе	قَاد	доведа	V;PFV;MASC;SG;3;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
فنية	артистична	فَنِّيّ	артистичен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
فنية	художествена	فَنِّيّ	художествен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
فنية	артистичен	فَنِّيّ	артистичен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
مؤشر	индикатор	مُؤَشِّر	индикатор	N;NOM;INDF;SG	N;INDF;MASC;SG
مؤشر	показател	مُؤَشِّر	показател	N;NOM;INDF;SG	N;INDF;MASC;SG
مؤشر	индекс	مُؤَشِّر	индекс	N;NOM;INDF;SG	N;INDF;MASC;SG
مؤشر	показател	مُؤَشِّر	показател	N;NOM;INDF;SG	N;INDF;MASC;SG
مقياس	мащаб	مِقيَاس	мащаб	N;NOM;INDF;SG	N;INDF;MASC;SG
مقياس	скала	مِقيَاس	скала	N;NOM;INDF;SG	N;INDF;FEM;SG
مقياس	мярка	مِقيَاس	мярка	N;NOM;INDF;SG	N;INDF;FEM;SG
بشرية	човешка	بَشَرِيّ	човешки	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
بشرية	човешки	بَشَرِيّ	човешки	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
الشعوب	народите	شَعب	народ	N;NOM;DEF;PL	N;DEF;MASC;PL
مسح	скенер	مسح	скенер	N;NOM;INDF;SG	N;INDF;MASC;SG
مسح	сканиране	مسح	сканиране	N;NOM;INDF;SG	N;INDF;NEUT;SG
مسح	проучване	مسح	проучване	N;NOM;INDF;SG	N;INDF;NEUT;SG
مسح	анкета	مسح	анкета	N;NOM;INDF;SG	N;INDF;FEM;SG
مسح	изследване	مسح	изследване	N;NOM;INDF;SG	N;INDF;NEUT;SG
اختلاف	разлика	اِختِلَاف	разлика	N;NOM;INDF;SG	N;INDF;FEM;SG
الغناء	пеенето	غِنَاء	пеене	N;NOM;DEF;SG	N;DEF;NEUT;SG
مهم	важен	مُهِمّ	важен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
مهم	важна	مُهِمّ	важен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
جذب	привличане	جَذب	привличане	N;NOM;INDF;SG	N;INDF;NEUT;SG
جذب	атракция	جَذب	атракция	N;NOM;INDF;SG	N;INDF;FEM;SG
ذهبية	златен	ذَهَبِيّ	златен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
ذهبية	златна	ذَهَبِيّ	златен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
تكنولوجيا	технология	تِكنُولُوجِيَا	технология	N;NOM;INDF;SG	N;INDF;FEM;SG
الانتشار	разполагането	اِنتِشَار	разполагане	N;NOM;DEF;SG	N;DEF;NEUT;SG
مالية	финансов	مَالِيّ	финансов	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
مالية	финансова	مَالِيّ	финансов	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
تيار	ток	تَيَّار	ток	N;NOM;INDF;SG	N;INDF;MASC;SG
تيار	настоящ	تَيَّار	настоящ	N;NOM;INDF;SG	N;INDF;MASC;SG
تيار	поток	تَيَّار	поток	N;NOM;INDF;SG	N;INDF;MASC;SG
فترات	срокове	فَترَة	срок	N;NOM;INDF;PL	N;INDF;MASC;PL
فترات	периоди	فَترَة	период	N;NOM;INDF;PL	N;INDF;MASC;PL
الوعي	съзнанието	وَعي	съзнание	N;NOM;DEF;SG	N;DEF;NEUT;SG
الوعي	осведомеността	وَعي	осведоменост	N;NOM;DEF;SG	N;DEF;FEM;SG
الكشف	откровението	كَشف	откровение	N;NOM;DEF;SG	N;DEF;NEUT;SG
الباحثين	изследователите	بَاحِث	изследовател	N;NOM;DEF;PL	N;DEF;MASC;PL
ثنائية	двустранна	ثُنَائِيّ	двустранен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
ثنائية	двустранен	ثُنَائِيّ	двустраня-(се)	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
تعزيز	засилване	تَعزِيز	засилване	N;NOM;INDF;SG	N;INDF;NEUT;SG
تعزيز	укрепване	تَعزِيز	укрепване	N;NOM;INDF;SG	N;INDF;NEUT;SG
تعزيز	подсилване	تَعزِيز	подсилване	N;NOM;INDF;SG	N;INDF;NEUT;SG
تعزيز	промоция	تَعزِيز	промоция	N;NOM;INDF;SG	N;INDF;FEM;SG
تعزيز	насърчаване	تَعزِيز	насърчаване	N;NOM;INDF;SG	N;INDF;NEUT;SG
تعزيز	повишение	تَعزِيز	повишение	N;NOM;INDF;SG	N;INDF;NEUT;SG
تعزيز	популяризиране	تَعزِيز	популяризиране	N;NOM;INDF;SG	N;INDF;NEUT;SG
المناخ	климатът	مُنَاخ	климат	N;NOM;DEF;SG	N;DEF;MASC;SG
الجناح	крилото	جَنَاح	крило	N;NOM;DEF;SG	N;DEF;NEUT;SG
خيال	въображение	خيال	въображение	N;NOM;INDF;SG	N;INDF;NEUT;SG
خيال	фантазия	خيال	фантазия	N;NOM;INDF;SG	N;INDF;FEM;SG
خيال	фантастика	خيال	фантастика	N;NOM;INDF;SG	N;INDF;FEM;SG
خيال	измислица	خيال	измислица	N;NOM;INDF;SG	N;INDF;FEM;SG
منشورات	постове	مَنشُور	пост	N;NOM;INDF;PL	N;INDF;MASC;PL
منشورات	публикации	مَنشُور	публикация	N;NOM;INDF;PL	N;INDF;FEM;PL
منشورات	публикации	مَنشُور	публикация	N;NOM;INDF;PL	N;INDF;FEM;PL
هزيمة	поражение	هَزِيمَة	поражение	N;NOM;INDF;SG	N;INDF;NEUT;SG
حقيقية	истинска	حَقِيقِيّ	истински	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
حقيقية	истински	حَقِيقِيّ	истински	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
موضع	разполагане	مَوضِع	разполагане	N;NOM;INDF;SG	N;INDF;NEUT;SG
موضع	поставяне	مَوضِع	поставяне	N;NOM;INDF;SG	N;INDF;NEUT;SG
موضع	позициониране	مَوضِع	позициониране	N;NOM;INDF;SG	N;INDF;NEUT;SG
نصوص	текстове	نَصّ	текст	N;NOM;INDF;PL	N;INDF;MASC;PL
وثيقة	документ	وَثِيقَة	документ	N;NOM;INDF;SG	N;INDF;MASC;SG
مكونات	компоненти	مُكَوِّن	компонент	N;NOM;INDF;PL	N;INDF;MASC;PL
مكونات	съставки	مُكَوِّن	съставка	N;NOM;INDF;PL	N;INDF;FEM;PL
يوما	юма	يَوم	юм	N;ACC;INDF;SG	N;INDF;MASC;SG
الخرطوم	маркуча	خَرطُوم	маркуч	N;NOM;DEF;SG	N;DEF;MASC;SG
دستور	конституция	دستور	конституция	N;NOM;INDF;SG	N;INDF;FEM;SG
رصد	следене	رَصد	следене	N;NOM;INDF;SG	N;INDF;NEUT;SG
رصد	наблюдение	رَصد	наблюдение	N;NOM;INDF;SG	N;INDF;NEUT;SG
رصد	мониторинг	رَصد	мониторинг	N;NOM;INDF;SG	N;INDF;MASC;SG
رصد	монитор	رَصد	монитор	N;NOM;INDF;SG	N;INDF;MASC;SG
رصد	следене	رَصد	следене	N;NOM;INDF;SG	N;INDF;NEUT;SG
ضرورة	необходимост	ضَرُورَة	необходимост	N;NOM;INDF;SG	N;INDF;FEM;SG
الزمان	времето	زَمَان	време	N;NOM;DEF;SG	N;DEF;NEUT;SG
دراجات	велосипеди	دِرَاجَة	велосипед	N;NOM;INDF;PL	N;INDF;MASC;PL
دراجات	велосипеди	دِرَاجَة	велосипед	N;NOM;INDF;PL	N;INDF;MASC;PL
دراجات	мотори	دِرَاجَة	мотор	N;NOM;INDF;PL	N;INDF;MASC;PL
خلاف	неразбирателство	خِلَاف	неразбирателство	N;NOM;INDF;SG	N;INDF;NEUT;SG
خلاف	разногласие	خِلَاف	разногласие	N;NOM;INDF;SG	N;INDF;NEUT;SG
خلاف	несъгласие	خِلَاف	несъгласие	N;NOM;INDF;SG	N;INDF;NEUT;SG
خلاف	спор	خِلَاف	спор	N;NOM;INDF;SG	N;INDF;MASC;SG
اول	първи	أَوَّل	първи	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
نماذج	модели	نَمُوذَج	модел	N;NOM;INDF;PL	N;INDF;MASC;PL
نماذج	образци	نَمُوذَج	образец	N;NOM;INDF;PL	N;INDF;MASC;PL
نماذج	шаблони	نَمُوذَج	шаблон	N;NOM;INDF;PL	N;INDF;MASC;PL
نماذج	образци	نَمُوذَج	образец	N;NOM;INDF;PL	N;INDF;MASC;PL
تموز	юли	تَمُّوز	юли	N;GEN;INDF;SG	N;INDF;MASC;SG
المناسبة	събитието	مُنَاسَبَة	събитие	N;NOM;DEF;SG	N;DEF;NEUT;SG
يعرض	представя	عَرَّض	представям-(се)	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
تصفح	разглеждане	تَصَفُّح	разглеждане	N;NOM;INDF;SG	N;INDF;NEUT;SG
تصفح	разглеждане	تَصَفُّح	разглеждане	N;NOM;INDF;SG	N;INDF;NEUT;SG
اجتماع	заседание	اِجتِمَاع	заседание	N;NOM;INDF;SG	N;INDF;NEUT;SG
اجتماع	среща	اِجتِمَاع	среща	N;NOM;INDF;SG	N;INDF;FEM;SG
اجتماع	съвещание	اِجتِمَاع	съвещание	N;NOM;INDF;SG	N;INDF;NEUT;SG
اجتماع	събрание	اِجتِمَاع	събрание	N;NOM;INDF;SG	N;INDF;NEUT;SG
اخر	последен	آخَر	последен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
اخر	последна	آخَر	последен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
اخر	друг	آخَر	друг	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
كليات	колежи	كُلِّيَّة	колеж	N;NOM;INDF;PL	N;INDF;MASC;PL
جريمة	престъпление	جَرِيمَة	престъпление	N;NOM;INDF;SG	N;INDF;NEUT;SG
جريمة	престъпност	جَرِيمَة	престъпност	N;NOM;INDF;SG	N;INDF;FEM;SG
الجريمة	престъпността	جَرِيمَة	престъпност	N;NOM;DEF;SG	N;DEF;FEM;SG
عراقي	иракски	عِرَاقِيّ	иракски	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
تدمير	унищожаване	تَدمِير	унищожаване	N;NOM;INDF;SG	N;INDF;NEUT;SG
تدمير	унищожаване	تَدمِير	унищожаване	N;NOM;INDF;SG	N;INDF;NEUT;SG
تدمير	разрушение	تَدمِير	разрушение	N;NOM;INDF;SG	N;INDF;NEUT;SG
تدمير	унищожение	تَدمِير	унищожение	N;NOM;INDF;SG	N;INDF;NEUT;SG
تدمير	разрушаване	تَدمِير	разрушаване	N;NOM;INDF;SG	N;INDF;NEUT;SG
الوزارة	кабинетът	وِزَارَة	кабинет	N;NOM;DEF;SG	N;DEF;MASC;SG
الوزارة	министерството	وِزَارَة	министерство	N;NOM;DEF;SG	N;DEF;NEUT;SG
مبادئ	принципи	مَبدَأ	принцип	N;NOM;INDF;PL	N;INDF;MASC;PL
مطبخ	кухня	مَطبَخ	кухня	N;NOM;INDF;SG	N;INDF;FEM;SG
مطبخ	кухня	مَطبَخ	кухня	N;NOM;INDF;SG	N;INDF;FEM;SG
بيضاء	бяла	بَيضَاء	бял	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
بيضاء	бял	بَيضَاء	бял	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
صراع	борба	صِرَاع	борба	N;NOM;INDF;SG	N;INDF;FEM;SG
صراع	конфликт	صِرَاع	конфликт	N;NOM;INDF;SG	N;INDF;MASC;SG
حوار	диалог	حِوَار	диалог	N;NOM;INDF;SG	N;INDF;MASC;SG
حوار	диалог	حِوَار	диалог	N;NOM;INDF;SG	N;INDF;MASC;SG
فرد	индивид	فَرد	индивид	N;NOM;INDF;SG	N;INDF;MASC;SG
ربط	връзка	رَبط	връзка	N;NOM;INDF;SG	N;INDF;FEM;SG
ربط	линк	رَبط	линк	N;NOM;INDF;SG	N;INDF;MASC;SG
ربط	връзка	رَبط	връзка	N;NOM;INDF;SG	N;INDF;FEM;SG
ربط	свързване	رَبط	свързване	N;NOM;INDF;SG	N;INDF;NEUT;SG
تركيب	инсталация	تَركِيب	инсталация	N;NOM;INDF;SG	N;INDF;FEM;SG
تركيب	монтаж	تَركِيب	монтаж	N;NOM;INDF;SG	N;INDF;MASC;SG
تركيب	инсталиране	تَركِيب	инсталиране	N;NOM;INDF;SG	N;INDF;NEUT;SG
تركيب	монтиране	تَركِيب	монтиране	N;NOM;INDF;SG	N;INDF;NEUT;SG
