この	هذا	この	هٰذَا	DET	DET;NOM;MASC;SG
候補	مرشح	候補	مُرَشَّح	N	N;NOM;INDF;SG
候補	المرشح	候補	مُرَشَّح	N	N;NOM;DEF;SG
彗星	المذنب	彗星	مَذنَب	N	N;NOM;DEF;SG
彗星	المذنبات	彗星	مُذَنِّب	N	N;NOM;DEF;PL
スプリング	الربيع	スプリング	رَبِيع	N	N;NOM;DEF;SG
アナウンス	يعلن	アナウンス	أَعلَن	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
アナウンス	اعلن	アナウンス	أَعلَن	V	V;PFV;MASC;SG;3;ACT
心臓	القلب	心臓	قَلب	N	N;NOM;DEF;SG
心臓	قلبا	心臓	قَلب	N	N;ACC;INDF;SG
心臓	قلب	心臓	قَلب	N	N;NOM;INDF;SG
ウエスト	الغرب	ウエスト	غَرب	N	N;NOM;DEF;SG
ウエスト	غربا	ウエスト	غَرب	N	N;ACC;INDF;SG
ウエスト	غرب	ウエスト	غَرب	N	N;NOM;INDF;SG
ウエスト	الخصر	ウエスト	خَصر	N	N;NOM;DEF;SG
大使館	السفارات	大使館	سِفَارَة	N	N;NOM;DEF;PL
大使館	سفارة	大使館	سِفَارَة	N	N;NOM;INDF;SG
大使館	السفارة	大使館	سِفَارَة	N	N;NOM;DEF;SG
食事	وجبة	食事	وجبة	N	N;NOM;INDF;SG
食事	الوجبة	食事	وَجبَة	N	N;NOM;DEF;SG
食事	الوجبات	食事	وَجبَة	N	N;NOM;DEF;PL
食事	وجبات	食事	وجبات	N	N;NOM;INDF;PL
境内	المخفر	境内	مُخَفَّر	N	N;NOM;DEF;SG
テーブル	الجدول	テーブル	جَدوَل	N	N;NOM;DEF;SG
テーブル	جدول	テーブル	جَدوَل	N	N;NOM;INDF;SG
テーブル	الطاولة	テーブル	طَاوِلَة	N	N;NOM;DEF;SG
テーブル	الجداول	テーブル	جَدوَل	N	N;NOM;DEF;PL
テーブル	طاولات	テーブル	طَاوَل	N	N;NOM;INDF;PL
テーブル	الطاولات	テーブル	طَاوِل	N	N;NOM;DEF;PL
テーブル	جداول	テーブル	جَدوَل	N	N;NOM;INDF;PL
リボン	الشريط	リボン	شَرِيط	N	N;NOM;DEF;SG
リボン	شريط	リボン	شَرِيط	N	N;NOM;INDF;SG
シード	بذور	シード	بَذر	N	N;NOM;INDF;PL
シード	البذور	シード	بَذر	N	N;NOM;DEF;PL
シード	البذور	シード	بَذر	N	N;NOM;DEF;PL
シード	بذرة	シード	بِذرَة	N	N;NOM;INDF;SG
サマー	الصيف	サマー	صَيف	N	N;NOM;DEF;SG
サマー	صيف	サマー	صَيف	N	N;NOM;INDF;SG
併合	التجميع	併合	تَجمِيع	N	N;NOM;DEF;SG
併合	الدمج	併合	دَمج	N	N;NOM;DEF;SG
併合	التوحيد	併合	تَوحِيد	N	N;NOM;DEF;SG
感覚	الحواس	感覚	حِوَاس	N	N;NOM;DEF;PL
感覚	الاحساس	感覚	إِحسَاس	N	N;NOM;DEF;SG
感覚	الاحساس	感覚	إِحسَاس	N	N;NOM;DEF;SG
感覚	حاسة	感覚	حَاسّ	N	N;NOM;INDF;SG
感覚	احساس	感覚	إِحسَاس	N	N;NOM;INDF;SG
プログラミング	برمجة	プログラミング	برمجة	N	N;NOM;INDF;SG
プログラミング	البرمجة	プログラミング	بَرمَجَة	N	N;NOM;DEF;SG
頻繁	غالبا	頻繁	غَالِب	ADJ	ADJ;ACC;INDF;MASC;SG
頻繁	متكرر	頻繁	مُتَكَرِّر	ADJ	ADJ;NOM;INDF;MASC;SG
頻繁	متكررة	頻繁	مُتَكَرِّر	ADJ	ADJ;NOM;INDF;FEM;SG
差分	الخلافات	差分	خِلَاف	N	N;NOM;DEF;PL
差分	الاختلافات	差分	اِختِلَاف	N	N;NOM;DEF;PL
差分	الفروق	差分	فَرق	N	N;NOM;DEF;PL
差分	فروق	差分	فَرق	N	N;NOM;INDF;PL
差分	اختلافات	差分	اِختِلَاف	N	N;NOM;INDF;PL
差分	الفرق	差分	فِرقَة	N	N;NOM;DEF;SG
差分	اختلاف	差分	اِختِلَاف	N	N;NOM;INDF;SG
差分	الاختلاف	差分	اِختِلَاف	N	N;NOM;DEF;SG
差分	فرق	差分	فِرقَة	N	N;NOM;INDF;PL
ネコ	القطط	ネコ	قُطَّة	N	N;NOM;DEF;PL
ネコ	قطط	ネコ	قُطَّة	N	N;NOM;INDF;PL
ネコ	قطة	ネコ	قُطَّة	N	N;NOM;INDF;SG
ネコ	القطة	ネコ	قُطَّة	N	N;NOM;DEF;SG
山頂	قمة	山頂	قِمَّة	N	N;NOM;INDF;SG
山頂	ذروة	山頂	ذُروَة	N	N;NOM;INDF;SG
山頂	القمة	山頂	قِمَّة	N	N;NOM;DEF;SG
山頂	الذروة	山頂	ذَروَة	N	N;NOM;DEF;SG
ゲージ	مقياس	ゲージ	مِقيَاس	N	N;NOM;INDF;SG
グラフィック	رسومات	グラフィック	رَسم	N	N;NOM;INDF;PL
グラフィック	الرسومات	グラフィック	رَسمَة	N	N;NOM;DEF;PL
マスク	قناع	マスク	قناع	N	N;NOM;INDF;SG
マスク	القناع	マスク	قَنَاع	N	N;NOM;DEF;SG
マスク	الاقنعة	マスク	أَقنِعَة	N	N;NOM;DEF;SG
公国	امارة	公国	إِمَارَة	N	N;NOM;INDF;SG
公国	الامارة	公国	إِمَارَة	N	N;NOM;DEF;SG
圧倒的	ساحقة	圧倒的	سَاحِق	ADJ	ADJ;NOM;INDF;FEM;SG
バレー	الوادي	バレー	وَادِي	N	N;NOM;DEF;SG
緑色	الاخضر	緑色	الاخضر	N	N;NOM;DEF;SG
金額	المبالغ	金額	مَبلَغ	N	N;NOM;DEF;PL
金額	مبالغ	金額	مَبلَغ	N	N;NOM;INDF;SG
金額	المبلغ	金額	مَبلَغ	N	N;NOM;DEF;SG
チップ	الرقائق	チップ	رَقِيقَة	N	N;NOM;DEF;PL
チップ	رقائق	チップ	رَقِيقَة	N	N;NOM;INDF;PL
チップ	الشريحة	チップ	شَرِيح	N	N;NOM;DEF;SG
チップ	رقاقة	チップ	رَقَاقَة	N	N;NOM;INDF;SG
チップ	الرقاقة	チップ	رَقَاقَة	N	N;NOM;DEF;SG
チップ	نصيحة	チップ	نَصِيحَة	N	N;NOM;INDF;SG
アルコール	الكحوليات	アルコール	الكحوليات	N	N;NOM;DEF;PL
アルコール	كحول	アルコール	كُحُول	N	N;NOM;INDF;SG
アルコール	الكحول	アルコール	كُحُول	N	N;NOM;DEF;SG
保育	الحضانة	保育	حِضَانَة	N	N;NOM;DEF;SG
テープ	الشريط	テープ	شَرِيط	N	N;NOM;DEF;SG
テープ	شريط	テープ	شَرِيط	N	N;NOM;INDF;SG
テープ	شرائط	テープ	شَرِيط	N	N;NOM;INDF;PL
テープ	الاشرطة	テープ	الاشرطة	N	N;NOM;DEF;SG
テープ	اشرطة	テープ	اشرطة	N	N;NOM;INDF;PL
要因	عوامل	要因	عَامِل	N	N;NOM;INDF;PL
要因	العوامل	要因	عَامِل	N	N;NOM;DEF;PL
マネジメント	ادارة	マネジメント	إِدَارَة	N	N;NOM;INDF;SG
マネジメント	الادارة	マネジメント	إِدَارَة	N	N;NOM;DEF;SG
サーバ	خوادم	サーバ	خَادِم	N	N;NOM;INDF;PL
サーバ	الخادم	サーバ	خَادِم	N	N;NOM;DEF;SG
化合物	مجمع	化合物	مَجمَع	N	N;NOM;INDF;SG
化合物	المجمع	化合物	مَجمَع	N	N;NOM;DEF;SG
化合物	مركب	化合物	مركب	N	N;NOM;INDF;SG
所有者	صاحب	所有者	صَاحِب	N	N;NOM;INDF;SG
所有者	المالك	所有者	مَالِك	N	N;NOM;DEF;SG
所有者	مالكو	所有者	مَالكُو	N	N;NOM;INDF;PL
弱い	ضعيف	弱い	ضَعِيف	ADJ	ADJ;NOM;INDF;MASC;SG
弱い	ضعيفة	弱い	ضَعِيف	ADJ	ADJ;NOM;INDF;FEM;SG
祝日	الاجازة	祝日	إِجَازَة	N	N;NOM;DEF;SG
祝日	اجازة	祝日	إِجَازَة	N	N;NOM;INDF;SG
祝日	العطلة	祝日	عُطلَة	N	N;NOM;DEF;SG
祝日	عطلة	祝日	عُطلَة	N	N;NOM;INDF;SG
祝日	العطلات	祝日	عَطَل	N	N;NOM;DEF;PL
祝日	الاجازات	祝日	إِجَازَة	N	N;NOM;DEF;PL
祝日	اعياد	祝日	عِيد	N	N;NOM;INDF;PL
祝日	الاعياد	祝日	إِعيَاد	N	N;NOM;DEF;SG
祝日	العطل	祝日	عَطل	N	N;NOM;DEF;SG
マーケット	سوق	マーケット	سُوق	N	N;NOM;INDF;SG
マーケット	السوق	マーケット	سُوق	N	N;NOM;DEF;SG
マーケット	اسواق	マーケット	سُوق	N	N;NOM;INDF;PL
マーケット	الاسواق	マーケット	سُوق	N	N;NOM;DEF;PL
マーケット	سوق	マーケット	سُوق	N	N;NOM;INDF;SG
マーケット	السوق	マーケット	سُوق	N	N;NOM;DEF;SG
デッキ	الطوابق	デッキ	طَابِق	N	N;NOM;DEF;PL
年金	المعاشات	年金	مَعَاش	N	N;NOM;DEF;PL
バランス	توازن	バランス	تَوَازُن	N	N;NOM;INDF;SG
バランス	الرصيد	バランス	رَصِيد	N	N;NOM;DEF;SG
バランス	التوازن	バランス	تَوَازُن	N	N;NOM;DEF;SG
バランス	الميزان	バランス	مِيزَان	N	N;NOM;DEF;SG
バランス	رصيد	バランス	رَصِيد	N	N;NOM;INDF;SG
バランス	توازن	バランス	تَوَازُن	N	N;NOM;INDF;SG
液体	السائل	液体	سَائِل	N	N;NOM;DEF;SG
審判	محاكمة	審判	مُحَاكَمَة	N	N;NOM;INDF;SG
審判	المحاكمات	審判	مُحَاكَمَة	N	N;NOM;DEF;PL
審判	المحاكمة	審判	مُحَاكَمَة	N	N;NOM;DEF;SG
タンパク	بروتين	タンパク	برِوتِين	N	N;NOM;INDF;DU
タンパク	البروتين	タンパク	بُرُوت	N	N;NOM;DEF;DU
バット	المضرب	バット	مِضرَب	N	N;NOM;DEF;SG
メカ	الميكا	メカ	الميكا	N	N;NOM;DEF;SG
予測	توقع	予測	تَوَقَّع	V	V;MASC;IMP;SG
暗号	تشفير	暗号	تَشفِير	N	N;NOM;INDF;SG
暗号	التشفير	暗号	التشفير	N	N;NOM;DEF;SG
暗号	التشفير	暗号	التشفير	N	N;NOM;DEF;SG
暗号	الترميز	暗号	تَرمِيز	N	N;NOM;DEF;SG
栄養	تغذية	栄養	تَغذِيَة	N	N;NOM;INDF;SG
栄養	التغذية	栄養	تَغذِيَة	N	N;NOM;DEF;SG
食べる	ياكل	食べる	ياكل	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
食べる	كلوا	食べる	كُلو	V	V;PFV;MASC;IMP;SG
遊び	تلعب	遊ぶ	لَعِب	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
遊び	لعب	遊ぶ	لَعِب	V	V;PFV;MASC;SG;3;ACT
ショック	الصدمة	ショック	صَدمَة	N	N;NOM;DEF;SG
ショック	صدمة	ショック	صَدمَة	N	N;NOM;INDF;SG
フェイス	ايمانا	フェイス	إِيمَان	N	N;ACC;INDF;SG
フェイス	الايمان	フェイス	إِيمَان	N	N;NOM;DEF;SG
フェイス	الوجه	フェイス	وَجه	N	N;NOM;DEF;SG
体操	الجمباز	体操	جُمبَاز	N	N;NOM;DEF;SG
チェロ	التشيلو	チェロ	تَشَيُّل	N	N;NOM;DEF;SG
ワーク	العمل	ワーク	عَمَل	N	N;NOM;DEF;SG
ワーク	عمل	ワーク	عَمَل	N	N;NOM;INDF;SG
プライバシー	خصوصية	プライバシー	خُصُوصِيَّة	N	N;NOM;INDF;SG
プライバシー	الخصوصية	プライバシー	خُصُوصِيَّة	N	N;NOM;DEF;SG
濃度	التركيز	濃度	تَركِيز	N	N;NOM;DEF;SG
濃度	تركيز	濃度	تَركِيز	N	N;NOM;INDF;SG
セーブ	انقاذ	セーブ	إِنقَاذ	N	N;NOM;INDF;SG
エンジェル	الملاك	エンジェル	مَالِك	N	N;NOM;DEF;PL
単語	كلمة	単語	كَلِمَة	N	N;NOM;INDF;SG
単語	الكلمة	単語	كَلِمَة	N	N;NOM;DEF;SG
単語	الكلمات	単語	كَلِمَة	N	N;NOM;DEF;PL
単語	كلمات	単語	كَلِمَة	N	N;NOM;INDF;PL
テキスト	نصوص	テキスト	نَصّ	N	N;NOM;INDF;PL
テキスト	نص	テキスト	نَصّ	N	N;NOM;INDF;SG
テキスト	النص	テキスト	نَصّ	N	N;NOM;DEF;SG
テキスト	النصوص	テキスト	نَصّ	N	N;NOM;DEF;PL
テキスト	نصوص	テキスト	نَصّ	N	N;NOM;INDF;PL
品質	النوعية	品質	نَوعِيَّة	N	N;NOM;DEF;SG
品質	جودة	品質	جَودَة	N	N;NOM;INDF;SG
品質	الجودة	品質	جَودَة	N	N;NOM;DEF;SG
工芸	الحرفية	工芸	حِرَفِيّ	N	N;NOM;DEF;SG
工芸	حرف	工芸	حَرف	N	N;NOM;INDF;SG
工芸	الحرف	工芸	حَرف	N	N;NOM;DEF;SG
倉庫	مخزن	倉庫	مَخزَن	N	N;NOM;INDF;SG
倉庫	المخزن	倉庫	مَخزَن	N	N;NOM;DEF;SG
倉庫	المستودع	倉庫	مُستَودَع	N	N;NOM;DEF;SG
倉庫	مستودع	倉庫	مُستَودَع	N	N;NOM;INDF;SG
倉庫	المخازن	倉庫	مَخزَن	N	N;NOM;DEF;PL
倉庫	مستودعات	倉庫	مُستَودَع	N	N;NOM;INDF;PL
倉庫	المستودعات	倉庫	مُستَودَع	N	N;NOM;DEF;PL
倉庫	مخازن	倉庫	مَخزَن	N	N;NOM;INDF;PL
艦船	السفن	艦船	سَفِينَة	N	N;NOM;DEF;PL
学問	التعلم	学問	تَعَلُّم	N	N;NOM;DEF;SG
ベクトル	ناقل	ベクトル	نَاقِل	N	N;NOM;INDF;SG
津波	التسونامي	津波	تِسوَنَامِيّ	N	N;NOM;DEF;SG
美女	الجميلات	美女	جَمِيل	N	N;NOM;DEF;PL
美女	جميلات	美女	جَمِيل	N	N;NOM;INDF;PL
テック	تقنية	テック	تَقنِيَّة	N	N;NOM;INDF;SG
テック	التقنية	テック	تَقنِيَّة	N	N;NOM;DEF;SG
水泳	سباحة	水泳	سِبَاحَة	N	N;NOM;INDF;SG
水泳	سباح	水泳	سَبَّاح	N	N;NOM;INDF;SG
水泳	للسباحة	水泳	للسباحة	N	N;NOM;DEF;SG
水泳	السباحة	水泳	سِبَاحَة	N	N;NOM;DEF;SG
水泳	سباحة	水泳	سِبَاحَة	N	N;NOM;INDF;SG
ダンサー	الراقصات	ダンサー	رَاقِصَة	N	N;NOM;DEF;PL
ダンサー	راقصة	ダンサー	رَاقِص	N	N;NOM;INDF;SG
ダンサー	راقص	ダンサー	رَاقِص	N	N;NOM;INDF;SG
外側	خارجية	外側	خَارِجِيَّة	N	N;NOM;INDF;SG
監査	المراجعة	監査	مُرَاجَعَة	N	N;NOM;DEF;SG
早い	المبكر	早い	مُبَكِّر	ADJ	ADJ;NOM;DEF;MASC;SG
早い	باكرا	早い	بَاكِر	ADJ	ADJ;ACC;INDF;MASC;SG
早い	مبكرة	早い	مُبَكِّر	ADJ	ADJ;NOM;INDF;FEM;SG
早い	مبكر	早い	مُبَكِّر	ADJ	ADJ;NOM;INDF;MASC;SG
早い	مبكرا	早い	مُبَكِّر	ADJ	ADJ;ACC;INDF;MASC;SG
通路	مرور	通路	مُرُور	N	N;NOM;INDF;SG
港湾	ميناء	港湾	مِينَاء	N	N;NOM;INDF;SG
港湾	الميناء	港湾	مِينَاء	N	N;NOM;DEF;SG
港湾	منفذ	港湾	مَنفَذ	N	N;NOM;INDF;SG
港湾	المنفذ	港湾	مَنفَذ	N	N;NOM;DEF;SG
集会	جمعية	集会	جَمعِيَّة	N	N;NOM;INDF;SG
集会	الجمعية	集会	جَمعِيَّة	N	N;NOM;DEF;SG
封印	ختم	封印	خَتَم	V	V;PFV;MASC;SG;3;ACT
サイン	العلامات	サイン	عَلَامَة	N	N;NOM;DEF;PL
サイン	علامات	サイン	عَلَامَة	N	N;NOM;INDF;PL
サイン	علامة	サイン	عَلَامَة	N	N;NOM;INDF;SG
サイン	اشارة	サイン	إِشَارَة	N	N;NOM;INDF;SG
サイン	التوقيع	サイン	تَوقِيع	N	N;NOM;DEF;SG
人材	الموظفين	人材	مُوَظَّف	N	N;NOM;DEF;PL
人材	الموظفون	人材	مُوَظَّف	N	N;NOM;DEF;PL
人材	الافراد	人材	فَرد	N	N;NOM;DEF;PL
スティック	اعواد	スティック	عَود	N	N;NOM;INDF;PL
スティック	العصي	スティック	عِصِّيّ	N	N;NOM;DEF;PL
スティック	العود	スティック	عَود	N	N;NOM;DEF;SG
スティック	العصا	スティック	عَصَا	N	N;NOM;DEF;SG
密度	كثافة	密度	كَثَافَة	N	N;NOM;INDF;SG
密度	الكثافة	密度	كَثَّافَة	N	N;NOM;DEF;SG
同僚	الزملاء	同僚	زَمِيل	N	N;NOM;DEF;PL
同僚	زملاء	同僚	زَمِيل	N	N;NOM;INDF;PL
建築物	المباني	建築物	مَبنَى	N	N;NOM;DEF;PL
建築物	البنايات	建築物	بِنَايَة	N	N;NOM;DEF;PL
建築物	مبان	建築物	مَبَّان	N	N;NOM;INDF;PL
建築物	مباني	建築物	مَبنَى	N	N;NOM;INDF;PL
方程式	المعادلة	方程式	مُعَادَلَة	N	N;NOM;DEF;SG
方程式	معادلة	方程式	مُعَادَلَة	N	N;NOM;INDF;SG
方程式	المعادلات	方程式	مُعَادِلَة	N	N;NOM;DEF;PL
スイッチ	التبديل	スイッチ	تَبدِيل	N	N;NOM;DEF;SG
スイッチ	تبديل	スイッチ	تَبدِيل	N	N;NOM;INDF;SG
レスリング	مصارعة	レスリング	مُصَارَعَة	N	N;NOM;INDF;SG
レスリング	المصارعة	レスリング	مُصَارَعَة	N	N;NOM;DEF;SG
フラッシュ	الوميض	フラッシュ	وَمِيض	N	N;NOM;DEF;SG
ボイス	الصوت	ボイス	صَوت	N	N;NOM;DEF;SG
ボイス	صوت	ボイス	صَوت	N	N;NOM;INDF;SG
字幕	مترجم	字幕	مُتَرجِم	N	N;NOM;INDF;SG
トライ	محاولة	トライ	مُحَاوَلَة	N	N;NOM;INDF;SG
闘争	صراع	闘争	صِرَاع	N	N;NOM;INDF;SG
闘争	النضال	闘争	نِضَال	N	N;NOM;DEF;SG
闘争	الكفاح	闘争	كَفَاح	N	N;NOM;DEF;SG
宿泊	الاقامة	宿泊	إِقَامَة	N	N;NOM;DEF;SG
宿泊	السكن	宿泊	سَكَن	N	N;NOM;DEF;SG
宿泊	سكن	宿泊	سَكَن	N	N;NOM;INDF;SG
洪水	الفيضان	洪水	الفيضان	N	N;NOM;DEF;SG
洪水	فيضان	洪水	فَيَضَان	N	N;NOM;INDF;SG
洪水	الفيضانات	洪水	فِيضَان	N	N;NOM;DEF;PL
洪水	فيضانات	洪水	فِيضَان	N	N;NOM;INDF;PL
洪水	فيضان	洪水	فَيَضَان	N	N;NOM;INDF;SG
洪水	الفيضان	洪水	الفيضان	N	N;NOM;DEF;SG
洪水	الفيضانات	洪水	فِيضَان	N	N;NOM;DEF;PL
洪水	فيضانات	洪水	فِيضَان	N	N;NOM;INDF;PL
洪水	الفيضانات	洪水	فِيضَان	N	N;NOM;DEF;PL
ナス	الباذنجان	ナス	اَلبَاذِنجَان	N	N;NOM;DEF;SG
保証	الضمان	保証	ضَمَان	N	N;NOM;DEF;SG
保証	ضمان	保証	ضَمَان	N	N;NOM;INDF;SG
保証	كفالة	保証	كَفَالَة	N	N;NOM;INDF;SG
保証	مضمون	保証	مَضمُون	N	N;NOM;INDF;SG
保証	ضمانات	保証	ضَمَانَة	N	N;NOM;INDF;PL
保証	الضمانات	保証	ضَمَانَة	N	N;NOM;DEF;PL
保証	الضمانة	保証	ضَمَانَة	N	N;NOM;DEF;SG
保証	الضمان	保証	ضَمَان	N	N;NOM;DEF;SG
保証	ضمان	保証	ضَمَان	N	N;NOM;INDF;SG
三十	ثلاثين	三十	ثَلَاثُون	NUM	NUM;NOM;INDF
三十	الثلاثين	三十	ثَلَاثُون	NUM	NUM;NOM;DEF
三十	ثلاثون	三十	ثُلَاثُون	NUM	NUM;NOM;INDF
ホラー	الرعب	ホラー	رُعب	N	N;NOM;DEF;SG
ホラー	رعب	ホラー	رَعب	N	N;NOM;INDF;SG
偵察	استطلاع	偵察	اِستِطلَاع	N	N;NOM;INDF;SG
偵察	الاستطلاع	偵察	اِستِطلَاع	N	N;NOM;DEF;SG
コイン	عملات	コイン	عُملَة	N	N;NOM;INDF;PL
コイン	العملات	コイン	عُملَة	N	N;NOM;DEF;PL
コイン	عملة	コイン	عُملَة	N	N;NOM;INDF;SG
踊り	يرقص	踊り	رَقَّص	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
刑務所	السجون	刑務所	سِجن	N	N;NOM;DEF;PL
刑務所	سجون	刑務所	سِجن	N	N;NOM;INDF;PL
刑務所	سجن	刑務所	سِجن	N	N;NOM;INDF;SG
刑務所	السجن	刑務所	سَجن	N	N;NOM;DEF;SG
重力	الجاذبية	重力	جَاذِبِيَّة	N	N;NOM;DEF;SG
重力	جاذبية	重力	جَاذِبِيَّة	N	N;NOM;INDF;SG
ドメイン	المجالات	ドメイン	مَجَال	N	N;NOM;DEF;PL
ドメイン	الميادين	ドメイン	مَيدَان	N	N;NOM;DEF;PL
ドメイン	مجالات	ドメイン	مَجَال	N	N;NOM;INDF;PL
ドメイン	النطاقات	ドメイン	نِطَاقَة	N	N;NOM;DEF;PL
ドメイン	النطاق	ドメイン	نِطَاق	N	N;NOM;DEF;SG
ドメイン	مجال	ドメイン	مَجَال	N	N;NOM;INDF;SG
ドメイン	المجال	ドメイン	مَجَال	N	N;NOM;DEF;SG
パーティ	حفلة	パーティ	حَفلَة	N	N;NOM;INDF;SG
パーティ	الطرف	パーティ	طَرَف	N	N;NOM;DEF;SG
パーティ	حزب	パーティ	حِزب	N	N;NOM;INDF;SG
パーティ	حفل	パーティ	حَفل	N	N;NOM;INDF;SG
パーティ	الحزب	パーティ	حِزب	N	N;NOM;DEF;SG
パーティ	حفلات	パーティ	حَفلَة	N	N;NOM;INDF;PL
パーティ	اطراف	パーティ	طَرَف	N	N;NOM;INDF;PL
パーティ	الاطراف	パーティ	طَرَف	N	N;NOM;DEF;PL
パーティ	الحفلات	パーティ	حَفلَة	N	N;NOM;DEF;PL
パーティ	الاحزاب	パーティ	حِزب	N	N;NOM;DEF;PL
パーティ	احزاب	パーティ	حِزب	N	N;NOM;INDF;PL
スーツ	البدلات	スーツ	بَدلَة	N	N;NOM;DEF;PL
スーツ	البدل	スーツ	بَدَل	N	N;NOM;DEF;SG
スーツ	بدلات	スーツ	بَدَلَة	N	N;NOM;INDF;PL
スーツ	بذلة	スーツ	بَذلَة	N	N;NOM;INDF;SG
スーツ	حلة	スーツ	حَلَّة	N	N;NOM;INDF;SG
スーツ	البدلة	スーツ	بَدَلَة	N	N;NOM;DEF;SG
スーツ	بدلة	スーツ	بَدَلَة	N	N;NOM;INDF;SG
漁業	المصائد	漁業	مَصئِد	N	N;NOM;DEF;PL
彫刻	النقش	彫刻	نَقش	N	N;NOM;DEF;SG
彫刻	نقش	彫刻	نَقش	N	N;NOM;INDF;SG
彫刻	النحت	彫刻	نَحت	N	N;NOM;DEF;SG
彫刻	تمثال	彫刻	تِمثَال	N	N;NOM;INDF;SG
彫刻	النحات	彫刻	نَحَات	N	N;NOM;DEF;SG
彫刻	منحوتات	彫刻	مَنحُوت	N	N;NOM;INDF;PL
砂漠	صحراء	砂漠	صَحرَاء	N	N;NOM;INDF;SG
砂漠	الصحراء	砂漠	صَحرَاء	N	N;NOM;DEF;SG
砲撃	قصف	砲撃	قَصف	N	N;NOM;INDF;SG
砲撃	القصف	砲撃	قَصف	N	N;NOM;DEF;SG
科目	مواضيع	科目	مَوضُوع	N	N;NOM;INDF;PL
科目	موضوعات	科目	موضوعات	N	N;NOM;INDF;PL
科目	المواضيع	科目	مَوضُوع	N	N;NOM;DEF;PL
科目	الموضوعات	科目	مَوضُوع	N	N;NOM;DEF;PL
スロー	بطئ	スロー	بَطَأ	N	N;NOM;INDF;SG
曲線	منحنى	曲線	منحنى	N	N;NOM;INDF;SG
レビュー	مراجعات	レビュー	مُرَاجَعَة	N	N;NOM;INDF;PL
レビュー	المراجعات	レビュー	مُرَاجِعَة	N	N;NOM;DEF;PL
レビュー	الاستعراضات	レビュー	اِستِعرَاض	N	N;NOM;DEF;PL
レビュー	المراجعة	レビュー	مُرَاجَعَة	N	N;NOM;DEF;SG
レビュー	استعراض	レビュー	اِستِعرَاض	N	N;NOM;INDF;SG
レビュー	الاستعراض	レビュー	اِستِعرَاض	N	N;NOM;DEF;SG
レビュー	مراجعة	レビュー	مُرَاجَعَة	N	N;NOM;INDF;SG
セックス	جنس	セックス	جنس	N	N;NOM;INDF;SG
セックス	الجنس	セックス	جِنس	N	N;NOM;DEF;SG
追記	الحاق	追記	حَاقّ	N	N;NOM;DEF;SG
ピア	نظير	ピア	نَظِير	N	N;NOM;INDF;SG
ピア	النظير	ピア	نَظِير	N	N;NOM;DEF;SG
ピア	النظراء	ピア	نَظِير	N	N;NOM;DEF;PL
パレード	موكب	パレード	مَوكِب	N	N;NOM;INDF;SG
ゴム	المطاط	ゴム	مَطَاط	N	N;NOM;DEF;SG
警察官	شرطة	警察官	شُرطَة	N	N;NOM;INDF;SG
警察官	الشرطة	警察官	شُرطَة	N	N;NOM;DEF;SG
部族	قبيلة	部族	قَبِيلَة	N	N;NOM;INDF;SG
部族	القبيلة	部族	قَبِيلَة	N	N;NOM;DEF;SG
メロディ	الالحان	メロディ	إِلحَان	N	N;NOM;DEF;PL
メロディ	اللحن	メロディ	لَحن	N	N;NOM;DEF;SG
プレート	صفيحة	プレート	صَفِيح	N	N;NOM;INDF;SG
プレート	الصحن	プレート	صَحن	N	N;NOM;DEF;SG
プレート	صحن	プレート	صَحن	N	N;NOM;INDF;SG
プレート	طبق	プレート	طَبَّق	N	N;NOM;INDF;SG
結晶	بلورة	結晶	بَلوَرَة	N	N;NOM;INDF;SG
結晶	الكريستال	結晶	كُرَيستَال	N	N;NOM;DEF;SG
ハンド	اليد	ハンド	يَد	N	N;NOM;DEF;SG
ハンド	يد	ハンド	يَد	N	N;NOM;INDF;SG
カレー	الكاري	カレー	كَارِي	N	N;NOM;DEF;SG
妖精	جنية	妖精	جِنِّيّ	N	N;NOM;INDF;SG
妖精	الجنية	妖精	جِنيَة	N	N;NOM;DEF;SG
昆虫	الحشرات	昆虫	حَشَرَة	N	N;NOM;DEF;PL
昆虫	حشرة	昆虫	حَشرَة	N	N;NOM;INDF;SG
昆虫	الحشرة	昆虫	حَشرَة	N	N;NOM;DEF;SG
墓地	مقبرة	墓地	مُقبِر	N	N;NOM;INDF;SG
墓地	المقابر	墓地	مَقبَر	N	N;NOM;DEF;PL
墓地	المقبرة	墓地	مُقبِر	N	N;NOM;DEF;SG
墓地	مقبرة	墓地	مُقبِر	N	N;NOM;INDF;SG
墓地	المقبرة	墓地	مُقبِر	N	N;NOM;DEF;SG
妊娠	حمل	妊娠	حَمَل	V	V;PFV;MASC;SG;3;ACT
妊娠	حبلى	妊娠	حَبلِيّ	V	V;PFV;FEM;SG;3;ACT
野菜	الخضار	野菜	خَضَار	N	N;NOM;DEF;SG
野菜	خضار	野菜	خضار	N	N;NOM;INDF;SG
野菜	الخضار	野菜	خَضَار	N	N;NOM;DEF;SG
野菜	خضار	野菜	خضار	N	N;NOM;INDF;SG
コンクリート	الاسمنت	コンクリート	أَسمَنت	N	N;NOM;DEF;SG
