raskrižje	تقاطع	raskrižje	تقاطع	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
odcjepljenje	افتراق	odcjepljenje	افتراق	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
forte	خوبی	forta	خوبی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
obelisk	پہاڑ	obelisk	پہاڑ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
interesantno	دلچسپ	interesantan	دلچسپ	ADJ;NOM;DEF;NEUT;SG	ADJ
masivni	زوردار	masivan	زوردار	ADJ;NOM;DEF;MASC;SG	ADJ
masivni	ٹھوس	masivan	ٹھوس	ADJ;NOM;DEF;MASC;SG	ADJ
colt	کھلاڑی	colt	کھلاڑی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
colt	کھلاڑی	colt	کھلاڑی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vrhunska	بہترین	vrhunski	بہترین	ADJ;NOM;DEF;FEM;SG	ADJ
vrhunska	اعلیٰ	vrhunski	اعلیٰ	ADJ;NOM;DEF;FEM;SG	ADJ
vrhunska	شاندار	vrhunski	شاندار	ADJ;NOM;DEF;FEM;SG	ADJ
nejasna	مبہم	nejasan	مبہم	ADJ;NOM;DEF;FEM;SG	ADJ
nejasna	پیچیدہ	nejasan	پیچیدہ	ADJ;NOM;DEF;FEM;SG	ADJ
nepotrebne	فضولیات.	nepotreban	فضولیات.	ADJ;NOM;DEF;FEM;PL	ADJ
dogma	رائے	dogma	رائے	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dogma	اصول	dogma	اصول	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zdravi	ہمدردانہ.	zdrav	ہمدردانہ.	ADJ;NOM;DEF;MASC;SG	ADJ
zdravi	مددگار	zdrav	مددگار	ADJ;NOM;DEF;MASC;SG	ADJ
mula	خچر	mulo	خچر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
milosrđe	رحم	milosrđ	رحم	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
milosrđe	کرم	milosrđ	کرم	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
milosrđe	رعایت	milosrđ	رعایت	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
milosrđe	عطا	milosrđ	عطا	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
popravi	باندھنا	poprava	باندھنا	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
popravi	ٹھونکنا	poprava	ٹھونکنا	V;IND;SG;3;PRS;FIN	V;SG;NFIN;ACT
popravi	باندھنا	poprava	باندھنا	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
popravi	ٹھہرانا	poprava	ٹھہرانا	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
popravi	ٹھونکنا	poprava	ٹھونکنا	V;IND;SG;3;PRS;FIN	V;SG;NFIN;ACT
popravi	جمانا	poprava	جمانا	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
šansa	خدشہ	šansa	خدشہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
šansa	موقع	šansa	موقع	N;NOM;FEM;SG	N;NOM;MASC;SG;3
šansa	مہلت	šansa	مہلت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
šansa	قسمت	šansa	قسمت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
šansa	توقع	šansa	توقع	N;NOM;FEM;SG	N;NOM;MASC;SG;3
šansa	تقدیر	šansa	تقدیر	N;NOM;FEM;SG	N;NOM;FEM;SG;3
vertikalni	انتصابی	vertikalan	انتصابی	ADJ;NOM;DEF;MASC;SG	ADJ
vertikalni	عمودی	vertikalan	عمودی	ADJ;NOM;DEF;MASC;SG	ADJ
vertikalni	مفرقی	vertikalan	مفرقی	ADJ;NOM;DEF;MASC;SG	ADJ
vertikalni	انتصابی	vertikalan	انتصابی	ADJ;NOM;DEF;MASC;SG	ADJ
vertikalni	عمودی	vertikalan	عمودی	ADJ;NOM;DEF;MASC;SG	ADJ
vertikalni	مفرقی	vertikalan	مفرقی	ADJ;NOM;DEF;MASC;SG	ADJ
slomljen	ناہموار	slomiti	ناہموار	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ
traganje	مدعا	traganje	مدعا	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
traganje	مقصد	traganje	مقصد	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
traganje	جستجو	traganje	جستجو	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
traganje	تلاش	traganje	تلاش	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
traganje	مدعا	traganje	مدعا	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
traganje	مقصد	traganje	مقصد	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
traganje	جستجو	traganje	جستجو	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
svježa	ستھرا	svjež	ستھرا	ADJ;NOM;DEF;FEM;SG	ADJ
svježa	مستعد	svjež	مستعد	ADJ;NOM;DEF;FEM;SG	ADJ
nesretni	نافہمیدہ.	nesretan	نافہمیدہ.	ADJ;NOM;DEF;MASC;SG	ADJ
nesretni	منحوس.	nesretan	منحوس.	ADJ;NOM;DEF;MASC;SG	ADJ
invazivna	جارحانہ	invazivan	جارحانہ	ADJ;NOM;DEF;FEM;SG	ADJ
nominativ	اسم	nominativ	اسم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
domaćica	مکان	domaćica	مکان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
jaz	خلا	jaz	خلا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
jaz	مذاق	jaz	مذاق	N;NOM;MASC;SG	N;NOM;MASC;SG;3
jaz	گھاٹی	jaz	گھاٹی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
jaz	فصل	jaz	فصل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
jaz	خلا	jaz	خلا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
jaz	رخنہ	jaz	رخنہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
jaz	مذاق	jaz	مذاق	N;NOM;MASC;SG	N;NOM;MASC;SG;3
jaz	گھاٹی	jaz	گھاٹی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
jaz	فصل	jaz	فصل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
propovijed	تلقین	propovijed	تلقین	N;NOM;FEM;SG	N;NOM;FEM;SG;3
propovijed	ہدایت	propovijed	ہدایت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
propovijed	وعظ	propovijed	وعظ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
propovijed	تلقین	propovijed	تلقین	N;NOM;FEM;SG	N;NOM;FEM;SG;3
propovijed	ہدایت	propovijed	ہدایت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
neželjene	غیرمطلوبہ	neželjen	غیرمطلوبہ	ADJ;NOM;DEF;FEM;PL	ADJ
odbaci	بھلانا	odbaciti	بھلانا	V;IND;SG;3;PRS;FIN	V;SG;NFIN;ACT
odbaci	بکھرنا	odbaciti	بکھر	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
odbaci	توڑنا	odbaciti	توڑ	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
odbaci	ردکرنا	odbaciti	ردکرنا	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
odbaci	ماننے	odbaciti	مان	V;IND;SG;3;PRS;FIN	V;ACC;NFIN
planetarne	ارضی	planetaran	ارضی	ADJ;NOM;DEF;FEM;PL	ADJ
planetarne	زمینی	planetaran	زمینی	ADJ;NOM;DEF;FEM;PL	ADJ
agresor	جارح	agresor	جارح	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pogođeni	متفنّی	pogoditi	متفنّی	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ
pogođeni	متفنّی	pogoditi	متفنّی	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ
analitičar	محلل	analitičar	محلل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
drevno	قدیم	drevno	قدیم	ADJ;NOM;NEUT;SG	ADJ
okno	کلک	okno	کلک	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
okno	ذکر	okno	ذکر	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
okno	ستون	okno	ستون	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
dandy	طرحداری	dandy	طرحداری	N;NOM;MASC;SG	N;NOM;MASC;SG;3
prikaži	دیکھنا	prikaž	دیکھ	V;IMP;SG;3;PRS;FIN	V;NFIN
prikaži	دیکھنا	prikaž	دیکھ	V;IMP;SG;3;PRS;FIN	V;NFIN
prikaži	دکھاوا	prikaž	دکھا	V;IMP;SG;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
prikaži	دکھانا	prikaž	دکھا	V;IMP;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
prikaži	دکھاوا	prikaž	دکھا	V;IMP;SG;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
prikaži	دکھانا	prikaž	دکھا	V;IMP;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
ljubimac	پالتو	ljubimac	پالتو	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dozvoli	سمجھنا	dozvoliti	سمجھ	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
dozvoli	سمجھنا	dozvoliti	سمجھ	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
dozvoli	دینا	dozvoliti	دے	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
kodiranje	رمزنگاری	kodiranje	رمزنگاری	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
izolator	حاجز	izolator	حاجز	N;NOM;MASC;SG	N;NOM;MASC;SG;3
umirovljenje	سبکدوشی	umirovljenje	سبکدوش	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
plitka	معمولی	plitak	معمولی	ADJ;NOM;DEF;FEM;SG	ADJ
plitka	اوپری	plitak	اوپری	ADJ;NOM;DEF;FEM;SG	ADJ
plitka	معمولی	plitak	معمولی	ADJ;NOM;DEF;FEM;SG	ADJ
plitka	سطحی	plitak	سطحی	ADJ;NOM;DEF;FEM;SG	ADJ
plitka	اوپری	plitak	اوپری	ADJ;NOM;DEF;FEM;SG	ADJ
napadaj	قبضہ	napadaj	قبضہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pirat	تصنیف	pirati	تصنیف	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vješanje	معلق	vješanje	معلق	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
veto	ممانعت	veto	ممانعت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
watt	واٹ	watt	واٹ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
osmijeh	مسکراہٹ	osmijeh	مسکراہٹ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
osmijeh	خوشنودی	osmijeh	خوشنودی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
trka	قبیلہ	trka	قبیلہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
trka	مشین	trka	مشین	N;NOM;FEM;SG	N;NOM;MASC;SG;3
trka	گروہ	trka	گروہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
trka	قبیلہ	trka	قبیلہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
trka	مشین	trka	مشین	N;NOM;FEM;SG	N;NOM;MASC;SG;3
trka	گروہ	trka	گروہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
trka	خاندان	trka	خاندان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
formulacija	تشکیل	formulacija	تشکیل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
varijabla	متغیر	varijabati	متغیر	N;NOM;FEM;SG	N;NOM;MASC;SG;3
fleksibilnost	لچکداری	fleksibilnost	لچکداری	N;NOM;FEM;SG	N;NOM;MASC;SG;3
boo	کھیل	boo	کھیل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
luksuzni	مرغوب	luksuzan	مرغوب	ADJ;NOM;DEF;MASC;SG	ADJ
potjera	بھگانا	potjera	بھگا	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
potjera	بھگانا	potjera	بھگا	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
komadić	مثال	komadić	مثال	N;NOM;MASC;SG	N;NOM;MASC;SG;3
komadić	شق	komadić	شق	N;NOM;MASC;SG	N;NOM;MASC;SG;3
komadić	حصہ	komadić	حصہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
privrženost	جذبہ	privrženost	جذبہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
privrženost	مرض	privrženost	مرض	N;NOM;FEM;SG	N;NOM;MASC;SG;3
privrženost	جذبہ	privrženost	جذبہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
privrženost	رغبت	privrženost	رغبت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
privrženost	مرض	privrženost	مرض	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kvart	بستی	kvart	بس	N;NOM;MASC;SG	N;NOM;FEM;SG;3
kvart	جوار	kvart	جوار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zapaliti	جلانا.	zapaliti	جلانا.	V;NFIN	V;MASC;SG;NFIN;ACT
fasciniran	دلدادہ	fascinirati	دلدادہ	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ
fasciniran	مسحور	fascinirati	مسحور	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ
fasciniran	دلدادہ	fascinirati	دلدادہ	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ
zadovoljavajuće	کافی	zadovoljavajući	کافی	ADJ;NOM;DEF;NEUT;SG	ADJ
žig	قسم	žig	قسم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vrisak	شوخ	vrisak	شوخ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
gips	انداز	gips	انداز	N;NOM;MASC;SG	N;NOM;MASC;SG;3
gips	نظر	gips	نظر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
gips	وضع	gips	وضع	N;NOM;MASC;SG	N;NOM;MASC;SG;3
gips	آمیزش.	gips	آمیزش.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
gips	روشنی	gips	روشنی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
gips	قسم	gips	قسم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
gips	تہمت	gips	تہمت	N;NOM;MASC;SG	N;NOM;FEM;SG;3
gips	شکل	gips	شکل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
raspadanje	دولت	raspadanje	دولت	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
raspadanje	زور	raspadanje	زور	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
raspadanje	توانائی	raspadanje	توانائی	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
križanje	تقاطع	križanje	تقاطع	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
skromni	معتدل	skroman	معتدل	ADJ;NOM;DEF;MASC;SG	ADJ
skromni	معتدل	skroman	معتدل	ADJ;NOM;DEF;MASC;SG	ADJ
skromni	فروتنی	skroman	فروتنی	ADJ;NOM;DEF;MASC;SG	ADJ
skromni	معمولی	skroman	معمولی	ADJ;NOM;DEF;MASC;SG	ADJ
vezivanje	غلامی	vezivanje	غلامی	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
vezivanje	غلامی	vezivanje	غلامی	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
priključenje	رسائی	priključenje	رسائی	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
amandman	ترمیم	amandman	ترمیم	N;NOM;MASC;SG	N;NOM;FEM;SG;3
piši	لکھنا	pisati	لکھ	V;IMP;SG;2;FIN	V;MASC;SG;NFIN;ACT
lodge	اعتراض	lodga	اعتراض	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zloglasni	بدنام	zloglasan	بدنام	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
zloglasni	بدنام	zloglasan	بدنام	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
privatnost	اجتناب	privatnost	اجتناب	N;NOM;FEM;SG	N;NOM;MASC;SG;3
privatnost	اجتناب	privatnost	اجتناب	N;NOM;FEM;SG	N;NOM;MASC;SG;3
jeftina	معمولی	jeftin	معمولی	ADJ;NOM;DEF;FEM;SG	ADJ
jeftina	کمتر	jeftin	کمتر	ADJ;NOM;DEF;FEM;SG	ADJ
jeftina	معمولی	jeftin	معمولی	ADJ;NOM;DEF;FEM;SG	ADJ
jeftina	کمتر	jeftin	کمتر	ADJ;NOM;DEF;FEM;SG	ADJ
jeftina	گھٹیا	jeftin	گھٹیا	ADJ;NOM;DEF;FEM;SG	ADJ
garland	امتیاز	garland	امتیاز	N;NOM;FEM;SG	N;NOM;MASC;SG;3
padobran	پیراشوٹ	padobrati	پیراشوٹ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
padobran	آبشار	padobrati	آبشار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
prestiž	عزت	prestiž	عزت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
prestiž	رسوخ	prestiž	رسوخ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
prestiž	اقتدار	prestiž	اقتدار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
prestiž	عزت	prestiž	عزت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
prestiž	وقار	prestiž	وقار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
prestiž	رسوخ	prestiž	رسوخ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
prestiž	اقتدار	prestiž	اقتدار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
označi	چپکانا	označiti	چپکا	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
označi	بتانا.	označiti	بتاناؤ	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
označi	منانا	označiti	منا	V;IND;SG;3;PRS;FIN	V;SG;NFIN;ACT
splav	بیڑا	splav	بیڑا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
stabilno	مستحکم	stabilan	مستحکم	ADJ;NOM;DEF;NEUT;SG	ADJ
stabilno	فہمیدہ.	stabilan	فہمیدہ.	ADJ;NOM;DEF;NEUT;SG	ADJ
stabilno	مضبوط	stabilan	مضبوط	ADJ;NOM;DEF;NEUT;SG	ADJ
zanemariva	معمولی	zanemariv	معمولی	ADJ;NOM;DEF;FEM;SG	ADJ
mentalitet	ذہانت	mentalitet	ذہانت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
umoran	پرانا	umoran	پرانا	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
plameni	شدید	plamen	شدید	ADJ;NOM;DEF;MASC;SG	ADJ
sindikat	اتفاق	sindikat	اتفاق	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sindikat	اتحاد	sindikat	اتحاد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sindikat	ملاپ	sindikat	ملاپ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sindikat	شادی	sindikat	شادی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
minaret	مینارہ	minaret	مینارہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
odvoji	کاٹنا	odvojiti	کاٹنا	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
odvoji	چھنٹائی	odvojiti	چھنٹائی	V;IND;SG;3;PRS;FIN	V;PFV;FEM;SG;V.PTCP;ACT
odvoji	کاٹنا	odvojiti	کاٹنا	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
odvoji	چھنٹائی	odvojiti	چھنٹائی	V;IND;SG;3;PRS;FIN	V;PFV;FEM;SG;V.PTCP;ACT
dostignuće	کارنامہ	dostignuće	کارنامہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
dostignuće	اہلیت	dostignuće	اہلیت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
dostignuće	تکمیل	dostignuće	تکمیل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
dostignuće	کارنامہ	dostignuće	کارنامہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
dostignuće	بجاآوری	dostignuće	بجاآوری	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
dostignuće	اہلیت	dostignuće	اہلیت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
dostignuće	تکمیل	dostignuće	تکمیل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
tužiteljstvo	کارروائی	tužiteljstvo	کارروائی	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
stavite	پھینکنا	staviti	پھینکنا	V;IMP;PL;2;FIN	V;NFIN;ACT
gnjev	غصہ	gnjev	غصہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
gnjev	قہر	gnjev	قہر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
gnjev	جنگ	gnjev	جنگ	N;NOM;MASC;SG	N;NOM;FEM;SG;3
gnjev	طیش	gnjev	طیش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
neodređena	مشکوک	neodrediti	مشکوک	ADJ;NOM;DEF;FEM;SG	ADJ
mulj	کچرا	mulj	کچرا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ironija	طنز	iron	طنز	N;NOM;FEM;SG	N;NOM;MASC;SG;3
svjedočenje	شہادت	svjedočenje	شہادت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
prostitutka	طوائف.	prostitutak	طوائف.	N;NOM;FEM;SG	N;NOM;MASC;SG;3
prostitutka	صلاحیت	prostitutak	صلاحیت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
prostitutka	صلاحیت	prostitutak	صلاحیت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
strojarnica	انجینئری	strojarnica	انجینئری	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zauzeto	مشغول	zauzeto	مشغول	ADJ;NOM;DEF;NEUT;SG	ADJ
svetost	تقدس	svetost	تقدس	N;NOM;FEM;SG	N;NOM;MASC;SG;3
svetost	حرمت	svetost	حرمت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
svetost	تحریم	svetost	تحریم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
svetost	تقدس	svetost	تقدس	N;NOM;FEM;SG	N;NOM;MASC;SG;3
publicitet	رسوائی.	publicitet	رسوائی.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
publicitet	تشہیر	publicitet	تشہیر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
publicitet	رسوائی.	publicitet	رسوائی.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kurs	رویہ	kurs	رویہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kurs	روش	kurs	روش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
božansko	ربّانی	božanski	ربّانی	ADJ;NOM;DEF;NEUT;SG	ADJ
božansko	متبرک	božanski	متبرک	ADJ;NOM;DEF;NEUT;SG	ADJ
fiziološke	فعلیاتی	fiziološki	فعلیاتی	ADJ;NOM;DEF;FEM;PL	ADJ;NOM
entuzijazam	خواہشمندی.	entuzijazam	خواہشمندی.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
defekt	عیب	defekt	عیب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
defekt	نقص	defekt	نقص	N;NOM;MASC;SG	N;NOM;MASC;SG;3
defekt	عیب	defekt	عیب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
defekt	کوتاہی	defekt	کوتاہی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
defekt	نقص	defekt	نقص	N;NOM;MASC;SG	N;NOM;MASC;SG;3
hack	پامال	hack	پامال	N;NOM;MASC;SG	N;NOM;MASC;SG;3
hack	ٹیکسی	hack	ٹیکسی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
hack	زخم	hack	زخم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
idealizam	تصوّریت	idealizam	تصوّریت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
idealizam	مثالیت	idealizam	مثالیت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
izviđač	آدمی	izviđač	آدمی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
prihvatljiva	کافی	prihvatljiv	کافی	ADJ;NOM;DEF;FEM;SG	ADJ
prozirna	نمایاں	proziran	نمایاں	ADJ;NOM;DEF;FEM;SG	ADJ
prozirna	نمایاں	proziran	نمایاں	ADJ;NOM;DEF;FEM;SG	ADJ
stabilizator	توازن	stabilizator	توازن	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tribunal	بالادستی	tribunal	بالادستی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dobitak	حاصل	dobitak	حاصل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dobitak	اضافے	dobitak	اضافہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dobitak	اضافہ	dobitak	اضافہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dobitak	ترقی	dobitak	ترقی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
dobitak	حاصل	dobitak	حاصل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dobitak	اضافے	dobitak	اضافہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dobitak	اضافہ	dobitak	اضافہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dobitak	نفع	dobitak	نفع	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dobitak	کمائی	dobitak	کمائی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
dobitak	ترقی	dobitak	ترقی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
godište	عمر	godište	عمر	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
prekrasna	عمدہ	prekrasan	عمدہ	ADJ;NOM;DEF;FEM;SG	ADJ
prekrasna	اعلیٰ	prekrasan	اعلیٰ	ADJ;NOM;DEF;FEM;SG	ADJ
prekrasna	خوبصورت	prekrasan	خوبصورت	ADJ;NOM;DEF;FEM;SG	ADJ
prekrasna	شاندار	prekrasan	شاندار	ADJ;NOM;DEF;FEM;SG	ADJ
privid	شائبہ	privid	شائبہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
privid	نقل	privid	نقل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
gnojivo	کھاد	gnojivo	کھاد	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
iteracija	تکرار	iteracija	تکرار	N;NOM;FEM;SG	N;NOM;MASC;SG;3
iteracija	اعادہ	iteracija	اعادہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oprezan	چوکس	oprezan	چوکس	ADJ;NOM;INDF;MASC;SG	ADJ
oprezan	محتاط	oprezan	محتاط	ADJ;NOM;INDF;MASC;SG	ADJ
oprezan	خبردار	oprezan	خبردار	ADJ;NOM;INDF;MASC;SG	ADJ
oprezan	چوکس	oprezan	چوکس	ADJ;NOM;INDF;MASC;SG	ADJ
oprezan	محتاط	oprezan	محتاط	ADJ;NOM;INDF;MASC;SG	ADJ
divljenje	تعریف	divljenje	تعریف	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
beskrajno	مسلسل	beskrajno	مسلسل	ADV	ADV
evakuacija	اخراج	evakuacija	اخراج	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ravel	گرہ	ravel	گرہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ravel	پیچیدگی.	ravel	پیچیدگی.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
