من	od	مِن	od	ADP	ADP;GEN
الاجتماع	zasedání	اِجتِمَاع	zasedání	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
الاجتماع	porada	اِجتِمَاع	porada	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
المنصب	poloha	مَنصِب	poloha	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
المنصب	postavení	مَنصِب	postavení	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
المنصب	pozice	مَنصِب	pozice	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
المنصب	postoj	مَنصِب	postoj	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
المنصب	kancelář	مَنصِب	kancelář	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
المنصب	úřad	مَنصِب	úřad	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
المنصب	office	مَنصِب	office	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
انخفاض	pokles	اِنخِفَاض	pokles	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
انخفاض	úpadek	اِنخِفَاض	úpadek	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
انخفاض	pokles	اِنخِفَاض	pokles	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
انخفاض	snížení	اِنخِفَاض	snížení	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
العقل	mysl	عَقل	mysl	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
تعيين	sada	تَعيِين	sada	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
تعيين	jmenování	تَعيِين	jmenování	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
تعيين	schůzka	تَعيِين	schůzka	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
ميدان	obor	مَيدَان	obor	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
ميدان	pole	مَيدَان	pole	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
ميدان	náměstí	مَيدَان	náměstí	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
ميدان	čtverec	مَيدَان	čtverec	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
الفكرة	myšlenka	فِكرَة	myšlenka	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الفكرة	idea	فِكرَة	idea	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الفكرة	nápad	فِكرَة	nápad	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
تقدير	odhad	تَقدِير	odhad	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
تقدير	odhad	تَقدِير	odhad	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
ساهم	přispěl	سَاهَم	přispět	V;PFV;MASC;SG;3;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
ساهم	přispělo	سَاهَم	přispět	V;PFV;MASC;SG;3;ACT	V;NEUT;SG;POS;PST;V.PTCP;ACT
الوجه	tvář	وَجه	tvář	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الوجه	obličej	وَجه	obličej	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الوجه	face	وَجه	face	N;NOM;DEF;SG	N;NOM;MASC;SG;POS
المقدسة	posvátný	مُقَدَّس	posvátný	ADJ;NOM;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
المقدسة	posvátné	مُقَدَّس	posvátný	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG;POS
المقدسة	posvátná	مُقَدَّس	posvátný	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG;POS
المقدسة	svatý	مُقَدَّس	svatý	ADJ;NOM;DEF;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
المقدسة	svaté	مُقَدَّس	svatý	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG;POS
المقدسة	svatá	مُقَدَّس	svatý	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG;POS
بيان	manifest	بَيَان	manifest	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
بيان	prohlášení	بَيَان	prohlášení	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
بيان	výkaz	بَيَان	výkaz	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
السماء	nebe	سَمَاء	nebe	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
السماء	nebesa	سَمَاء	besa	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
السماء	nebe	سَمَاء	nebe	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
السماء	obloha	سَمَاء	obloha	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
العرش	trůn	عَرش	trůn	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الحضارة	civilizace	حَضَارَة	civilizace	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
البطولات	turnaje	البطولات	turnaj	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL;POS
النصوص	texty	نَصّ	text	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL;POS
مسابقة	soutěž	مُسَابَقَة	soutěž	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
مسابقة	konkurence	مُسَابَقَة	konkurence	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
مسابقة	soutěž	مُسَابَقَة	soutěž	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
خصائص	vlastnosti	خَصِيصَة	vlastnost	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
خصائص	charakteristiky	خَصِيصَة	charakteristika	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
خصائص	vlastnosti	خَصِيصَة	vlastnost	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
خصائص	nemovitosti	خَصِيصَة	nemovitost	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
الكهرباء	elektřina	كَهرَبَاء	elektřina	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الكهرباء	elektřiny	كَهرَبَاء	elektřina	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
القضية	pouzdro	قَضِيَّة	pouzdro	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
القضية	případ	قَضِيَّة	případ	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
المعارضة	opozice	مُعَارَضَة	opozice	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
المعارضة	nesouhlas	مُعَارَضَة	nesouhlas	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
المعارضة	odpor	مُعَارَضَة	odpor	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الخلية	buňka	خَلِيَّة	buňka	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الخلية	cela	خَلِيَّة	cela	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الشمسية	sluneční	شَمسِيّ	sluneční	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG;POS
الشمسية	solární	شَمسِيّ	solární	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG;POS
حمل	naložit	حَمَل	naložit	V;PFV;MASC;SG;3;ACT	V;PFV;POS;NFIN
حمل	načíst	حَمَل	načíst	V;PFV;MASC;SG;3;ACT	V;POS;NFIN
حمل	stáhnout	حَمَل	stáhnout	V;PFV;MASC;SG;3;ACT	V;POS;NFIN
العثور	nález	عُثُور	nález	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
العثور	nalezení	عُثُور	nalezení	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
العنف	násilí	عُنف	násilí	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
حمص	humus	حِمص	humus	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
المطلق	absolutní	مُطلَق	absolutní	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG;POS
التدريس	vyučování	تَدرِيس	vyučování	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
التدريس	učení	تَدرِيس	učení	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
التدريس	výuka	تَدرِيس	výuka	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
التدريس	výuky	تَدرِيس	výuka	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
القضايا	bedny	قَضِيَّة	bedna	N;NOM;DEF;PL	N;NOM;FEM;PL;POS
القضايا	pouzdra	قَضِيَّة	pouzdro	N;NOM;DEF;PL	N;NOM;NEUT;PL;POS
القضايا	případy	قَضِيَّة	případ	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL;POS
القضايا	problémy	قَضِيَّة	problém	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL;POS
خطر	nebezpečí	خَطَر	nebezpečí	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
التواصل	sdělení	تَوَاصُل	sdělení	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
التواصل	komunikace	تَوَاصُل	komunikace	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
التواصل	sdělování	تَوَاصُل	sdělování	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
التواصل	kontakt	تَوَاصُل	kontakt	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
يتضمن	zahrnuje	تَضَمَّن	zahrnovat	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
بريطانية	britská	برِيطَانِيّ	britský	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG;POS
بريطانية	britský	برِيطَانِيّ	britský	ADJ;NOM;INDF;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
بريطانية	british	برِيطَانِيّ	british	ADJ;NOM;INDF;FEM;SG	ADJ;POS
بريطانية	britské	برِيطَانِيّ	britský	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG;POS
حرة	volná	حُرّ	volný	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG;POS
حرة	volné	حُرّ	volný	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG;POS
حرة	volný	حُرّ	volný	ADJ;NOM;INDF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
حرة	free	حُرّ	free	ADJ;NOM;INDF;FEM;SG	ADJ;POS
كيميائية	chemická	كِيمِيَائَة	chemický	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG;POS
كيميائية	chemické	كِيمِيَائَة	chemický	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG;POS
كيميائية	chemický	كِيمِيَائَة	chemický	ADJ;NOM;INDF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
ركلات	kopy	رَكلَة	kopa	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
سلطة	salát	سُلطَة	salát	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
الدخول	vstup	دُخُول	vstup	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
جميل	nádhera	جَمِيل	nádhera	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
يشمل	zahrnuje	شَمِل	zahrnovat	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
وزن	závaží	وَزن	závaží	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
وزن	hmotnosti	وَزن	hmotnost	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
وزن	hmotnost	وَزن	hmotnost	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
وزن	váha	وَزن	váha	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
المشاريع	projekty	مَشرُوع	projekt	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL;POS
المخرج	režisér	مُخرِج	režisér	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG;POS
المخرج	režie	مُخرِج	režie	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
المخرج	ředitel	مُخرِج	ředitel	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG;POS
المخرج	ředitelka	مُخرِج	ředitelka	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
المخرج	východ	مُخرِج	východ	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
المخرج	výstup	مُخرِج	výstup	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
المخرج	výjezd	مُخرِج	výjezd	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
يحتاج	potřebuje	اِحتَاج	potřebovat	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
بيع	prodej	بَيع	prodej	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
بيع	prodej	بَيع	prodej	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
بيع	prodej	بَيع	prodej	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
المواطنين	občané	مُوَاطِن	občan	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL;POS
وظيفة	funkce	وَظِيفَة	funkce	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
وظيفة	zaměstnání	وَظِيفَة	zaměstnání	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
وظيفة	práce	وَظِيفَة	práce	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
شروط	termíny	شَرط	termín	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
شروط	výrazy	شَرط	výraz	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
شروط	podmínky	شَرط	podmínka	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
شروط	podmínky	شَرط	podmínka	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
السرعة	rychlost	سُرعَة	rychlost	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
موسيقي	hudebník	مُوسِيقِيّ	hudebník	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG;POS
موسيقي	muzikant	مُوسِيقِيّ	muzikant	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG;POS
موسيقي	hudba	مُوسِيقِيّ	hudba	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
موسيقي	muzikál	مُوسِيقِيّ	muzikál	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
موجود	existující	مَوجُود	existující	ADJ;NOM;INDF;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
موجود	stávající	مَوجُود	stávající	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG;POS
الكتلة	hmota	كُتلَة	hmota	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الكتلة	mše	كُتلَة	mše	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الكتلة	hmotnosti	كُتلَة	hmotnost	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الكتلة	hmotnost	كُتلَة	hmotnost	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
دولي	mezinárodní	دُوَلِيّ	mezinárodní	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG;POS
تكلفة	cena	تَكلِفَة	cena	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
ممارسة	trénink	مُمَارَسَة	trénink	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
ممارسة	praxe	مُمَارَسَة	praxe	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
الترتيب	pořadí	تَرتِيب	pořadí	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
الترتيب	řazení	تَرتِيب	řazení	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
الترتيب	uspořádání	تَرتِيب	uspořádání	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
الترتيب	ujednání	تَرتِيب	ujednání	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
مواجهة	zúčtování	مُوَاجَهَة	zúčtování	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
يكتب	napíše	كَتَب	napsat	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;POS;PRS;FIN;ACT
يكتب	píše	كَتَب	psát	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
ملكية	majetek	مِلكِيَّة	majetek	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
ملكية	nemovitost	مِلكِيَّة	nemovitost	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
ملكية	vlastnost	مِلكِيَّة	vlastnost	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
ملكية	vlastnictví	مِلكِيَّة	vlastnictví	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
ملكية	monarchie	مِلكِيَّة	monarchie	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
البنك	banka	بَنك	banka	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
حلقات	epizody	حَلقَة	epizoda	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
حلقات	kroužky	حَلقَة	kroužka	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
حلقات	kruhy	حَلقَة	kruh	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
حلقات	prstýnky	حَلقَة	prstýnek	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
سلامة	bezpečnosti	سَلَامَة	bezpečnost	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
سلامة	bezpečnost	سَلَامَة	bezpečnost	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
سلامة	bezpečí	سَلَامَة	bezpečí	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
حوض	vana	حَوض	vana	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
حوض	pánev	حَوض	pánev	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
حوض	povodí	حَوض	povodí	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
حوض	umyvadlo	حَوض	umyvadlo	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
مباشر	živé	مُبَاشِر	živý	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS
مباشر	živá	مُبَاشِر	živý	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS
مباشر	přímé	مُبَاشِر	přímý	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG;POS
مباشر	přímý	مُبَاشِر	přímý	ADJ;NOM;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
مباشر	přímá	مُبَاشِر	přímý	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS
الرحلة	putování	رِحلَة	putování	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
الرحلة	cesta	رِحلَة	cesta	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الرحلة	výlet	رِحلَة	výlet	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الرحلة	trip	رِحلَة	trip	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
فرنسية	francouzské	فَرَنسِيّ	francouzský	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG;POS
فرنسية	francouzská	فَرَنسِيّ	francouzský	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG;POS
تحقق	ověřit	حَقَّق	ověřit	V;PFV;MASC;SG;3;ACT	V;PFV;POS;NFIN
تحقق	zkontrolovat	حَقَّق	zkontrolovat	V;PFV;MASC;SG;3;ACT	V;PFV;POS;NFIN
الربيع	jaro	رَبِيع	jaro	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
كثافة	intenzita	كَثَافَة	intenzita	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
كثافة	hustota	كَثَافَة	hustota	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
الجودة	kvalita	جَودَة	kvalita	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الجودة	jakost	جَودَة	jakost	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
تقنيات	techniky	تَقنِيَّة	technika	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
مؤسسات	základy	مُؤَسَّسَة	základ	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
مؤسسات	instituce	مُؤَسَّسَة	instituce	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
مؤسسات	provozovny	مُؤَسَّسَة	provozovna	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
عضوية	členství	عُضوِيَّة	členství	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
الشتاء	zima	شِتَاء	zima	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
تحوي	obsahuje	تَحَوِّي	obsahovat	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
الطبي	lékařská	طِبِّيّ	lékařský	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG;POS
الطبي	lékařský	طِبِّيّ	lékařský	ADJ;NOM;DEF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
الطبي	lékařské	طِبِّيّ	lékařský	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG;POS
التقويم	kalendář	تَقوِيم	kalendář	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
ملاعب	stadiony	مَلعَب	stadión	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
الممثل	zástupce	مُمَثِّل	zástupce	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG;POS
الممثل	představitel	مُمَثِّل	představitel	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG;POS
الممثل	herec	مُمَثِّل	herec	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG;POS
الخيال	představivost	خِيَال	představivost	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الخيال	fantazie	خِيَال	fantazie	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الخيال	představivosti	خِيَال	představivost	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الخيال	fikce	خِيَال	fikce	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الخيال	fantazie	خِيَال	fantazie	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
القبض	zachycení	قَبض	zachycení	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
القبض	zachycování	قَبض	zachycování	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
القبض	zajetí	قَبض	zajetí	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
القبض	zatčení	قَبض	zatčení	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
نباتية	vegetariánské	نباتية	vegetariánský	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG;POS
سهل	snadný	سَهل	snadný	ADJ;NOM;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
سهل	snadné	سَهل	snadný	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS
سهل	jednoduché	سَهل	jednoduchý	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS
نهائي	finále	نِهَائِيّ	finále	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
القاضي	soudce	القاضي	soudce	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG;POS
القاضي	soudkyně	القاضي	soudkyně	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
تنتمي	patřit	اِنتَمَى	patřit	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IPFV;POS;NFIN
العاشر	desáté	عَاشِر	desátý	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
العاشر	desátý	عَاشِر	desátý	ADJ;NOM;DEF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
كوميدي	komedie	كوميدي	komedie	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
كوميدي	komik	كوميدي	komik	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG;POS
الهاتف	telefon	هَاتِف	telefon	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الهاتف	telefon	هَاتِف	telefon	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الهواية	hobby	هُوَايَة	hobby	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الهواية	koníček	هُوَايَة	koníček	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG;POS
المجالات	domény	مَجَال	doména	N;NOM;DEF;PL	N;NOM;FEM;PL;POS
المجالات	plochy	مَجَال	plocha	N;NOM;DEF;PL	N;NOM;FEM;PL;POS
المجالات	oblasti	مَجَال	oblast	N;NOM;DEF;PL	N;NOM;FEM;PL;POS
الحدث	událost	حَدَث	událost	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الموصل	dirigent	مَوصِل	dirigent	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG;POS
الدليل	adresář	دَلِيل	adresář	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الدليل	návod	دَلِيل	návod	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الدليل	manuál	دَلِيل	manuál	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الدليل	příručka	دَلِيل	příručka	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الدليل	průvodce	دَلِيل	průvodce	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG;POS
الدليل	příručka	دَلِيل	příručka	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الدليل	důkaz	دَلِيل	důkaz	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الحذف	vymazání	حَذف	vymazání	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
ثالث	třetí	ثَالِث	třetí	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
الشعار	logo	شِعَار	logo	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
الشعار	znak	شِعَار	znak	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
قضايا	bedny	قَضِيَّة	bedna	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
قضايا	pouzdra	قَضِيَّة	pouzdro	N;NOM;INDF;PL	N;NOM;NEUT;PL;POS
قضايا	případy	قَضِيَّة	případ	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
قضايا	problémy	قَضِيَّة	problém	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
الملحق	doplněk	مُلحَق	doplněk	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الملحق	doplnění	مُلحَق	doplnění	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
بنك	banka	بَنك	banka	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
الهندي	indické	هِندِيّ	indický	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG;POS
الهندي	indická	هِندِيّ	indický	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG;POS
الهندي	indický	هِندِيّ	indický	ADJ;NOM;DEF;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
الشرعية	zákonnosti	شَرعِيَّة	zákonnost	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
شباب	borci	شَبّ	borec	N;NOM;INDF;PL	N;ANIM;NOM;MASC;PL;POS
شباب	kluci	شَبّ	kluk	N;NOM;INDF;PL	N;ANIM;NOM;MASC;PL;POS
شباب	lidi	شَبّ	člověk	N;NOM;INDF;PL	N;ANIM;NOM;MASC;PL;POS
شباب	chlapi	شَبّ	chlap	N;NOM;INDF;PL	N;ANIM;NOM;MASC;PL;POS
