din	從	din	從	ADP;ACC	ADP
soldat	戰士	soldat	戰士	N;INDF;MASC;SG	N
soldat	兵	soldat	兵	N;INDF;MASC;SG	N
soldat	士兵	soldat	士兵	N;INDF;MASC;SG	N
soldat	軍人	soldat	軍人	N;INDF;MASC;SG	N
antică	古老	antic	古老	ADJ;INDF;FEM;SG	ADJ
apel	電話	apel	電話	N;INDF;MASC;SG	N
apel	通話	apel	通話	N;INDF;MASC;SG	N
mesajul	留言	mesaj	留言	N;DEF;MASC;SG	N
mesajul	訊息	mesaj	訊息	N;DEF;MASC;SG	N
mesajul	信件	mesaj	信件	N;DEF;MASC;SG	N
exprimă	明示	exprima	明示	V;IND;SG;3;PST;FIN	V
victime	傷亡	victimă	傷亡	N;INDF;FEM;PL	N
mass	質量	mass	質量	N	N
mass	彌撒	mass	彌撒	N	N
box	拳擊	box	拳擊	N;INDF;MASC;SG	N
casele	房屋	casă	房屋	N;DEF;FEM;PL	N
casele	房子	casă	房子	N;DEF;FEM;PL	N
actori	演員	actor	演員	N;INDF;MASC;PL	N
capital	資本	capital	資本	N;INDF;MASC;SG	N
capital	首都	capital	首都	N;INDF;MASC;SG	N
atacuri	襲擊	atac	襲擊	N;INDF;FEM;PL	N
dovadă	證據	dovadă	證據	N;INDF;FEM;SG	N
dovadă	證據	dovadă	證據	N;INDF;FEM;SG	N
ocupa	佔據	ocupa	佔據	V;IND;SG;3;IPFV;FIN	V
ocupa	佔用	ocupa	佔用	V;IND;SG;3;IPFV;FIN	V
ocupa	佔領	ocupa	佔領	V;IND;SG;3;IPFV;FIN	V
complexe	複雜	complex	複雜	ADJ;INDF;FEM;PL	ADJ
documentare	紀錄	documentare	紀錄	N;INDF;FEM;PL	N
explică	解釋	explica	解釋	V;IND;SG;3;PST;FIN	V
fenomen	現象	fenomen	現象	N;INDF;MASC;SG	N
fenomen	現象	fenomen	現象	N;INDF;MASC;SG	N
coroana	冠	coroană	冠	N;DEF;FEM;SG	N
coroana	皇冠	coroană	皇冠	N;DEF;FEM;SG	N
steagul	旗幟	steag	旗幟	N;DEF;MASC;SG	N
steagul	國旗	steag	國旗	N;DEF;MASC;SG	N
steagul	旗	steag	旗	N;DEF;MASC;SG	N
steagul	旗子	steag	旗子	N;DEF;MASC;SG	N
campionat	錦標	campiona	錦標	N;INDF;MASC;SG	N
grave	嚴重	grav	嚴重	ADJ;INDF;FEM;PL	ADJ
grave	嚴肅	grav	嚴肅	ADJ;INDF;FEM;PL	ADJ
spital	醫院	spital	醫院	N;INDF;MASC;SG	N
arc	弧	arc	弧	N;INDF;MASC;SG	N
arc	弓	arc	弓	N;INDF;MASC;SG	N
comunicare	通訊	comunicare	通訊	N;INDF;FEM;SG	N
semne	標記	semn	標記	N;INDF;FEM;PL	N
semne	跡象	semn	跡象	N;INDF;FEM;PL	N
semne	標誌	semn	標誌	N;INDF;FEM;PL	N
caractere	字元	caracter	字元	N;INDF;FEM;PL	N
caractere	角色	caracter	角色	N;INDF;FEM;PL	N
medalie	獎章	medalie	獎章	N;INDF;FEM;SG	N
medalie	勳章	medalie	勳章	N;INDF;FEM;SG	N
medalie	獎牌	medalie	獎牌	N;INDF;FEM;SG	N
scriere	寫作	scriere	寫作	N;INDF;FEM;SG	N
procese	審判	proces	審判	N;INDF;FEM;PL	N
procese	訴訟	proces	訴訟	N;INDF;FEM;PL	N
prizonieri	囚犯	prizonier	囚犯	N;INDF;MASC;PL	N
prizonieri	犯人	prizonier	犯人	N;INDF;MASC;PL	N
prizonieri	囚徒	prizonier	囚徒	N;INDF;MASC;PL	N
power	電力	power	電力	N	N
power	電源	power	電源	N	N
power	動力	power	動力	N	N
power	權力	power	權力	N	N
consecință	後果	consecință	後果	N;INDF;FEM;SG	N
aliații	盟友	aliație	盟友	N;DEF;MASC;PL	N
aliații	盟軍	aliație	盟軍	N;DEF;MASC;PL	N
aliații	盟國	aliație	盟國	N;DEF;MASC;PL	N
aliații	同盟	aliație	同盟	N;DEF;MASC;PL	N
dramaturg	劇作家	dramaturg	劇作家	N;INDF;MASC;SG	N
cheile	按鍵	chel	按鍵	N;DEF;FEM;PL	N
cheile	鍵	chel	鍵	N;DEF;FEM;PL	N
prințesă	王妃	prințesă	王妃	N;INDF;FEM;SG	N
prințesă	公主	prințesă	公主	N;INDF;FEM;SG	N
lacuri	湖泊	lac	湖泊	N;INDF;FEM;PL	N
fox	狐	fox	狐	N;INDF;MASC;SG	N
fox	狐狸	fox	狐狸	N;INDF;MASC;SG	N
nepotul	外甥	nepot	外甥	N;DEF;MASC;SG	N
nepotul	侄子	nepot	侄子	N;DEF;MASC;SG	N
nepotul	孫子	nepot	孫子	N;DEF;MASC;SG	N
nepotul	外孫	nepot	外孫	N;DEF;MASC;SG	N
secunde	秒	secundă	秒	N;INDF;FEM;PL	N
secunde	秒數	secundă	秒數	N;INDF;FEM;PL	N
încercarea	測試	încercare	測試	N;DEF;FEM;SG	N
încercarea	試驗	încercare	試驗	N;DEF;FEM;SG	N
încercarea	測驗	încercare	測驗	N;DEF;FEM;SG	N
diploma	文	diploma	文	N;DEF;FEM;SG	N
diploma	度	diploma	度	N;DEF;FEM;SG	N
diploma	程度	diploma	程度	N;DEF;FEM;SG	N
diploma	學位	diploma	學位	N;DEF;FEM;SG	N
teologie	神學	teologie	神學	N;INDF;FEM;SG	N
temă	專題	temă	專題	N;INDF;FEM;SG	N
temă	主題	temă	主題	N;INDF;FEM;SG	N
evita	避免	evita	避免	V;IND;SG;3;IPFV;FIN	V
divizie	組織	divizie	組織	N;INDF;FEM;SG	N
vase	船隻	vas	船隻	N;INDF;FEM;PL	N
vase	菜	vas	菜	N;INDF;FEM;PL	N
legile	法律	lege	法律	N;DEF;FEM;PL	N
frunte	額頭	frunte	額頭	N;INDF;FEM;SG	N
cavalerie	騎兵	cavalerie	騎兵	N;INDF;FEM;SG	N
versurile	歌詞	vers	歌詞	N;DEF;FEM;PL	N
risc	風險	risc	風險	N;INDF;MASC;SG	N
ziar	報紙	ziar	報紙	N;INDF;MASC;SG	N
ziar	報	ziar	報	N;INDF;MASC;SG	N
ziar	報章	ziar	報章	N;INDF;MASC;SG	N
organizare	組織	organizare	組織	N;INDF;FEM;SG	N
organizare	組織	organizare	組織	N;INDF;FEM;SG	N
gheață	冰塊	gheață	冰塊	N;INDF;FEM;SG	N
gheață	冰	gheață	冰	N;INDF;FEM;SG	N
acceptă	接受	accepta	接受	V;IND;SG;3;PST;FIN	V
templul	神廟	templu	神廟	N;DEF;MASC;SG	N
templul	寺	templu	寺	N;DEF;MASC;SG	N
templul	寺廟	templu	寺廟	N;DEF;MASC;SG	N
templul	廟	templu	廟	N;DEF;MASC;SG	N
templul	聖殿	templu	聖殿	N;DEF;MASC;SG	N
continuu	連續	continuu	連續	ADV	ADV
etapa	舞台	etapă	舞台	N;DEF;FEM;SG	N
etapa	階段	etapă	階段	N;DEF;FEM;SG	N
liniile	線	linie	線	N;DEF;FEM;PL	N
liniile	線	linie	線	N;DEF;FEM;PL	N
alianța	聯盟	alianță	聯盟	N;DEF;FEM;SG	N
alianța	同盟	alianță	同盟	N;DEF;FEM;SG	N
coordonate	坐標	coordonată	坐標	N;INDF;FEM;PL	N
coordonate	坐標	coordonată	坐標	N;INDF;FEM;PL	N
coordonate	座	coordonată	座	N;INDF;FEM;PL	N
misiune	任務	misiune	任務	N;INDF;FEM;SG	N
mașina	車	mașină	車	N;DEF;FEM;SG	N
mașina	汽車	mașină	汽車	N;DEF;FEM;SG	N
creangă	分行	creange	分行	N;INDF;FEM;SG	N
creangă	分支	creange	分支	N;INDF;FEM;SG	N
diferența	差額	diferență	差額	N;DEF;FEM;SG	N
diferența	區別	diferență	區別	N;DEF;FEM;SG	N
diferența	差別	diferență	差別	N;DEF;FEM;SG	N
diferența	差異	diferență	差異	N;DEF;FEM;SG	N
coperta	封面	copertă	封面	N;DEF;FEM;SG	N
coperta	掩護	copertă	掩護	N;DEF;FEM;SG	N
scriu	撰寫	scrie	撰寫	V;IND;PL;3;PRS;FIN	V
scriu	寫	scrie	寫	V;IND;PL;3;PRS;FIN	V
scriu	寫信	scrie	寫信	V;IND;PL;3;PRS;FIN	V
scriu	寫入	scrie	寫入	V;IND;PL;3;PRS;FIN	V
scriu	書寫	scrie	書寫	V;IND;PL;3;PRS;FIN	V
scriu	寫入	scrie	寫入	V;IND;PL;3;PRS;FIN	V
scriu	寫	scrie	寫	V;IND;PL;3;PRS;FIN	V
scriu	撰寫	scrie	撰寫	V;IND;PL;3;PRS;FIN	V
întâlnire	會議	întâlnire	會議	N;INDF;FEM;SG	N
trăsături	功能	trăsătură	功能	N;INDF;FEM;PL	N
trăsături	特色	trăsătură	特色	N;INDF;FEM;PL	N
trăsături	特徵	trăsătură	特徵	N;INDF;FEM;PL	N
trăsături	特點	trăsătură	特點	N;INDF;FEM;PL	N
dreptate	正義	dreptate	正義	N;INDF;FEM;SG	N
dreptate	司法	dreptate	司法	N;INDF;FEM;SG	N
cor	合唱	cor	合唱	N;INDF;MASC;SG	N
cor	合唱	cor	合唱	N;INDF;MASC;SG	N
cor	合唱	cor	合唱	N;INDF;MASC;SG	N
fruntea	額頭	frunte	額頭	N;DEF;FEM;SG	N
vioară	琴	vioar	琴	N;INDF;FEM;SG	N
vioară	提琴	vioar	提琴	N;INDF;FEM;SG	N
stejar	橡樹	stejar	橡樹	N;INDF;MASC;SG	N
stejar	橡木	stejar	橡木	N;INDF;MASC;SG	N
stejar	橡	stejar	橡	N;INDF;MASC;SG	N
stejar	櫟	stejar	櫟	N;INDF;MASC;SG	N
cavaler	騎士	cavaler	騎士	N;INDF;MASC;SG	N
banii	金錢	ban	金錢	N;DEF;MASC;PL	N
banii	錢	ban	錢	N;DEF;MASC;PL	N
precedent	先例	precedent	先例	N;INDF;MASC;SG	N
precedent	先前	precedent	先前	N;INDF;MASC;SG	N
studiază	研究	studia	研究	V;IND;3;PRS;FIN	V
studiază	學習	studia	學習	V;IND;3;PRS;FIN	V
sector	部門	sector	部門	N;INDF;MASC;SG	N
structuri	結構	structură	結構	N;INDF;FEM;PL	N
istorici	歷史	istoric	歷史	N;INDF;MASC;PL	N
sală	健身	sală	健身	N;INDF;FEM;SG	N
sală	體育	sală	體育	N;INDF;FEM;SG	N
amestec	組合	amestec	組合	N;INDF;MASC;SG	N
clasament	名次	clasament	名次	N;INDF;MASC;SG	N
castel	城堡	castel	城堡	N;INDF;MASC;SG	N
castel	城	castel	城	N;INDF;MASC;SG	N
câmpie	平原	câmpie	平原	N;INDF;FEM;SG	N
înfrângerea	敗	înfrângere	敗	N;DEF;FEM;SG	N
licența	執照	licență	執照	N;DEF;FEM;SG	N
licența	執照	licență	執照	N;DEF;FEM;SG	N
licența	駕照	licență	駕照	N;DEF;FEM;SG	N
scenariul	劇本	scenariu	劇本	N;DEF;MASC;SG	N
scenariul	編劇	scenariu	編劇	N;DEF;MASC;SG	N
scenariul	電影	scenariu	電影	N;DEF;MASC;SG	N
scenariul	情景	scenariu	情景	N;DEF;MASC;SG	N
scenariul	劇本	scenariu	劇本	N;DEF;MASC;SG	N
pierderea	虧損	pierdere	虧損	N;DEF;FEM;SG	N
pierderea	損失	pierdere	損失	N;DEF;FEM;SG	N
fotografie	像片	fotografie	像片	N;INDF;FEM;SG	N
fotografie	照片	fotografie	照片	N;INDF;FEM;SG	N
fotografie	攝影	fotografie	攝影	N;INDF;FEM;SG	N
principiu	原則	principiu	原則	N;INDF;MASC;SG	N
principiu	原理	principiu	原理	N;INDF;MASC;SG	N
răniți	受傷	răni	受傷	V;IND;PL;2;IPFV;FIN	V
câștigător	勝者	câștigător	勝者	N;INDF;MASC;SG	N
câștigător	贏家	câștigător	贏家	N;INDF;MASC;SG	N
desen	繪圖	desen	繪圖	N;INDF;MASC;SG	N
desen	圖畫	desen	圖畫	N;INDF;MASC;SG	N
desen	繪畫	desen	繪畫	N;INDF;MASC;SG	N
regulile	規則	regulă	規則	N;DEF;FEM;PL	N
regulile	細則	regulă	細則	N;DEF;FEM;PL	N
ideile	想法	idee	想法	N;DEF;FEM;PL	N
student	學生	student	學生	N;INDF;MASC;SG	N
reacție	反應	reacție	反應	N;INDF;FEM;SG	N
topul	頂	top	頂	N;DEF;MASC;SG	N
topul	頂端	top	頂端	N;DEF;MASC;SG	N
topul	熱門	top	熱門	N;DEF;MASC;SG	N
activitățile	活動	activitate	活動	N;DEF;FEM;PL	N
cutremur	地震	cutremur	地震	N;INDF;MASC;SG	N
boală	病	boală	病	N;INDF;FEM;SG	N
boală	疾病	boală	疾病	N;INDF;FEM;SG	N
boală	病	boală	病	N;INDF;FEM;SG	N
boală	疾病	boală	疾病	N;INDF;FEM;SG	N
boală	病	boală	病	N;INDF;FEM;SG	N
boală	疾病	boală	疾病	N;INDF;FEM;SG	N
măsura	度量	măsură	度量	N;DEF;FEM;SG	N
măsura	計量	măsură	計量	N;DEF;FEM;SG	N
măsura	量度	măsură	量度	N;DEF;FEM;SG	N
întrebări	問題	întrebare	問題	N;INDF;FEM;PL	N
valorile	價值	valoare	價值	N;DEF;FEM;PL	N
valorile	價值	valoare	價值	N;DEF;FEM;PL	N
valorile	數值	valoare	數值	N;DEF;FEM;PL	N
valorile	值	valoare	值	N;DEF;FEM;PL	N
anuarul	年	anuar	年	N;DEF;MASC;SG	N
fabrică	廠	fabrică	廠	N;INDF;FEM;SG	N
fabrică	工廠	fabrică	工廠	N;INDF;FEM;SG	N
oră	時辰	oră	時辰	N;INDF;FEM;SG	N
oră	小時	oră	小時	N;INDF;FEM;SG	N
naval	海軍	naval	海軍	N;INDF;MASC;SG	N
stație	站	stație	站	N;INDF;FEM;SG	N
stație	車站	stație	車站	N;INDF;FEM;SG	N
industrie	工業	industrie	工業	N;INDF;FEM;SG	N
industrie	產業	industrie	產業	N;INDF;FEM;SG	N
industrie	行業	industrie	行業	N;INDF;FEM;SG	N
industrie	業界	industrie	業界	N;INDF;FEM;SG	N
cadru	幀	cadru	幀	N;INDF;MASC;SG	N
cadru	框框	cadru	框框	N;INDF;MASC;SG	N
cadru	框架	cadru	框架	N;INDF;MASC;SG	N
cadru	框	cadru	框	N;INDF;MASC;SG	N
generație	世代	generație	世代	N;INDF;FEM;SG	N
conflictul	衝突	conflict	衝突	N;DEF;MASC;SG	N
peretele	壁	perete	壁	N;DEF;MASC;SG	N
peretele	牆壁	perete	牆壁	N;DEF;MASC;SG	N
peretele	圍牆	perete	圍牆	N;DEF;MASC;SG	N
peretele	牆	perete	牆	N;DEF;MASC;SG	N
ulei	油	ulei	油	N;INDF;MASC;SG	N
ulei	石油	ulei	石油	N;INDF;MASC;SG	N
ulei	機油	ulei	機油	N;INDF;MASC;SG	N
tehnici	技術	tehnic	技術	N;INDF;MASC;PL	N
prietenii	朋友	prietenie	朋友	N;DEF;MASC;PL	N
prietenii	好友	prietenie	好友	N;DEF;MASC;PL	N
channel	頻道	channel	頻道	N;INDF;MASC;SG	N
channel	海峽	channel	海峽	N;INDF;MASC;SG	N
channel	通道	channel	通道	N;INDF;MASC;SG	N
observă	觀察	observa	觀察	V;IND;SG;3;PST;FIN	V
logo	標誌	logo	標誌	N;INDF;MASC;SG	N
logo	標識	logo	標識	N;INDF;MASC;SG	N
aprobarea	核	aprobare	核	N;DEF;FEM;SG	N
genuri	流派	gen	流派	N;INDF;FEM;PL	N
curse	種族	cursă	種族	N;INDF;FEM;PL	N
curse	賽車	cursă	賽車	N;INDF;FEM;PL	N
primi	接收	primi	接收	V;IND;SG;3;PRS;FIN	V
trupă	樂團	trupă	樂團	N;INDF;FEM;SG	N
trupă	樂隊	trupă	樂隊	N;INDF;FEM;SG	N
personalitate	人格	personalitate	人格	N;INDF;FEM;SG	N
personalitate	性格	personalitate	性格	N;INDF;FEM;SG	N
personalitate	個性	personalitate	個性	N;INDF;FEM;SG	N
ocupată	繁忙	ocupa	繁忙	ADJ;INDF;FEM;SG	ADJ
semnul	簽名	semn	簽名	N;DEF;MASC;SG	N
animal	動物	animal	動物	N;INDF;MASC;SG	N
douăzeci	二十	douăzeci	二十	NUM;PL	NUM
efectele	特效	efect	特效	N;DEF;FEM;PL	N
efectele	效應	efect	效應	N;DEF;FEM;PL	N
efectele	效果	efect	效果	N;DEF;FEM;PL	N
etapă	舞台	etapă	舞台	N;INDF;FEM;SG	N
etapă	階段	etapă	階段	N;INDF;FEM;SG	N
mostră	樣品	mostru	樣品	N;INDF;FEM;SG	N
mostră	抽樣	mostru	抽樣	N;INDF;FEM;SG	N
mostră	樣本	mostru	樣本	N;INDF;FEM;SG	N
desene	圖畫	desen	圖畫	N;INDF;FEM;PL	N
desene	圖紙	desen	圖紙	N;INDF;FEM;PL	N
desene	繪圖	desen	繪圖	N;INDF;FEM;PL	N
cai	馬	cal	馬	N;INDF;MASC;PL	N
cai	馬匹	cal	馬匹	N;INDF;MASC;PL	N
cetățeni	市民	cetățean	市民	N;INDF;MASC;PL	N
cetățeni	公民	cetățean	公民	N;INDF;MASC;PL	N
primind	接收	primi	接收	V;V.MSDR	V
bustul	胸圍	bust	胸圍	N;DEF;MASC;SG	N
aplică	適用	aplica	適用	V;IND;SG;3;PST;FIN	V
imaginile	影像	imagine	影像	N;DEF;FEM;PL	N
imaginile	圖片	imagine	圖片	N;DEF;FEM;PL	N
dark	黑	dark	黑	N;INDF;MASC;SG	N
dark	暗	dark	暗	N;INDF;MASC;SG	N
dark	黑暗	dark	黑暗	N;INDF;MASC;SG	N
condiția	條件	condiție	條件	N;DEF;FEM;SG	N
condiția	狀況	condiție	狀況	N;DEF;FEM;SG	N
boala	病	boală	病	N;DEF;FEM;SG	N
boala	疾病	boală	疾病	N;DEF;FEM;SG	N
boala	病	boală	病	N;DEF;FEM;SG	N
boala	疾病	boală	疾病	N;DEF;FEM;SG	N
boala	病	boală	病	N;DEF;FEM;SG	N
boala	疾病	boală	疾病	N;DEF;FEM;SG	N
secrete	秘密	secret	秘密	N;INDF;FEM;PL	N
rezistența	阻力	rezistență	阻力	N;DEF;FEM;SG	N
rezistența	電阻	rezistență	電阻	N;DEF;FEM;SG	N
tobe	鼓聲	tobe	鼓聲	N;INDF;FEM;PL	N
tobe	鼓	tobe	鼓	N;INDF;FEM;PL	N
fază	階段	fază	階段	N;INDF;FEM;SG	N
înregistrări	紀錄	înregistrare	紀錄	N;INDF;FEM;PL	N
etape	階段	etapă	階段	N;INDF;FEM;PL	N
mută	移動	muta	移動	V;IND;SG;3;PST;FIN	V
invazia	侵略	invazie	侵略	N;DEF;FEM;SG	N
terenuri	土地	teren	土地	N;INDF;FEM;PL	N
terenuri	陸地	teren	陸地	N;INDF;FEM;PL	N
terenuri	土地	teren	土地	N;INDF;FEM;PL	N
profesori	教師	profesor	教師	N;INDF;MASC;PL	N
provincii	省份	provincie	省份	N;INDF;FEM;PL	N
provincii	各省	provincie	各省	N;INDF;FEM;PL	N
publicist	公關	publicist	公關	N;INDF;MASC;SG	N
drapelul	旗幟	drapel	旗幟	N;DEF;MASC;SG	N
drapelul	國旗	drapel	國旗	N;DEF;MASC;SG	N
drapelul	旗	drapel	旗	N;DEF;MASC;SG	N
drapelul	旗子	drapel	旗子	N;DEF;MASC;SG	N
societăți	公司	societate	公司	N;INDF;FEM;PL	N
societăți	社會	societate	社會	N;INDF;FEM;PL	N
satelit	衛星	satelit	衛星	N;INDF;MASC;SG	N
diferită	不同	diferit	不同	ADJ;INDF;FEM;SG	ADJ
regat	王國	regat	王國	N;INDF;MASC;SG	N
regat	國度	regat	國度	N;INDF;MASC;SG	N
atacant	前鋒	atacant	前鋒	N;INDF;MASC;SG	N
milion	百萬	milion	百萬	NUM;INDF;MASC;SG	NUM
transformă	轉換	transforma	轉換	V;IND;SG;3;PST;FIN	V
transformă	變換	transforma	變換	V;IND;SG;3;PST;FIN	V
transformă	轉變	transforma	轉變	V;IND;SG;3;PST;FIN	V
transformă	變形	transforma	變形	V;IND;SG;3;PST;FIN	V
pregătire	培訓	pregătire	培訓	N;INDF;FEM;SG	N
ligă	聯盟	ligă	聯盟	N;INDF;FEM;SG	N
ligă	同盟	ligă	同盟	N;INDF;FEM;SG	N
ligă	聯賽	ligă	聯賽	N;INDF;FEM;SG	N
obișnuit	普通	obișnuit	普通	ADJ;INDF;MASC;SG	ADJ
argumente	論證	argument	論證	N;INDF;FEM;PL	N
argumente	參數	argument	參數	N;INDF;FEM;PL	N
argumente	論點	argument	論點	N;INDF;FEM;PL	N
stabilește	設	stabili	設	V;IND;SG;3;PRS;FIN	V
stabilește	設定	stabili	設定	V;IND;SG;3;PRS;FIN	V
mișcări	動作	mișcare	動作	N;INDF;FEM;PL	N
tratament	治療	tratament	治療	N;INDF;MASC;SG	N
queen	女王	queen	女王	N;INDF;MASC;SG	N
queen	皇后	queen	皇后	N;INDF;MASC;SG	N
queen	王后	queen	王后	N;INDF;MASC;SG	N
ruinele	廢墟	ruină	廢墟	N;DEF;FEM;PL	N
ruinele	遺址	ruină	遺址	N;DEF;FEM;PL	N
ruinele	遺跡	ruină	遺跡	N;DEF;FEM;PL	N
informație	資訊	informație	資訊	N;INDF;FEM;SG	N
agricultură	農耕	agricultură	農耕	N;INDF;FEM;SG	N
agricultură	耕作	agricultură	耕作	N;INDF;FEM;SG	N
agricultură	務	agricultură	務	N;INDF;FEM;SG	N
agricultură	農業	agricultură	農業	N;INDF;FEM;SG	N
agricultură	農業	agricultură	農業	N;INDF;FEM;SG	N
tehnologie	技術	tehnologie	技術	N;INDF;FEM;SG	N
tehnologie	科技	tehnologie	科技	N;INDF;FEM;SG	N
computer	電腦	computer	電腦	N;INDF;MASC;SG	N
celule	細胞	celulă	細胞	N;INDF;FEM;PL	N
primarul	市長	primar	市長	N;DEF;MASC;SG	N
primarul	鎮長	primar	鎮長	N;DEF;MASC;SG	N
minerale	礦	mineral	礦	N;INDF;FEM;PL	N
minerale	礦物	mineral	礦物	N;INDF;FEM;PL	N
minerale	礦	mineral	礦	N;INDF;FEM;PL	N
minerale	礦	mineral	礦	N;INDF;FEM;PL	N
minerale	礦物	mineral	礦物	N;INDF;FEM;PL	N
minerale	礦	mineral	礦	N;INDF;FEM;PL	N
business	企業	business	企業	N;INDF;MASC;SG	N
business	業務	business	業務	N;INDF;MASC;SG	N
business	商業	business	商業	N;INDF;MASC;SG	N
business	商務	business	商務	N;INDF;MASC;SG	N
eroare	錯誤	eroare	錯誤	N;INDF;FEM;SG	N
arhiva	檔案	arhivă	檔案	N;DEF;FEM;SG	N
arhiva	歸檔	arhivă	歸檔	N;DEF;FEM;SG	N
arhiva	檔案	arhivă	檔案	N;DEF;FEM;SG	N
urme	曲目	urmă	曲目	N;INDF;FEM;PL	N
urme	軌道	urmă	軌道	N;INDF;FEM;PL	N
urme	痕跡	urmă	痕跡	N;INDF;FEM;PL	N
expresia	表情	expresie	表情	N;DEF;FEM;SG	N
observator	天文	observator	天文	N;INDF;MASC;SG	N
gard	籬笆	gard	籬笆	N;INDF;MASC;SG	N
gard	柵欄	gard	柵欄	N;INDF;MASC;SG	N
gard	圍牆	gard	圍牆	N;INDF;MASC;SG	N
băieți	男生	băiat	男生	N;INDF;MASC;PL	N
băieți	男孩	băiat	男孩	N;INDF;MASC;PL	N
antic	古老	antic	古老	ADJ;INDF;MASC;SG	ADJ
geografie	地理	geografie	地理	N;INDF;FEM;SG	N
geografie	地理	geografie	地理	N;INDF;FEM;SG	N
geografie	地域	geografie	地域	N;INDF;FEM;SG	N
geografie	地理	geografie	地理	N;INDF;FEM;SG	N
războaie	戰爭	război	戰爭	N;INDF;FEM;PL	N
devreme	及	devreme	及	ADV	ADV
cheie	鑰匙	cheie	鑰匙	N;INDF;FEM;SG	N
cheie	鍵	cheie	鍵	N;INDF;FEM;SG	N
cheie	關鍵	cheie	關鍵	N;INDF;FEM;SG	N
conferința	會議	conferință	會議	N;DEF;FEM;SG	N
ramuri	分行	ram	分行	N;INDF;FEM;PL	N
ramuri	樹枝	ram	樹枝	N;INDF;FEM;PL	N
ramuri	分支	ram	分支	N;INDF;FEM;PL	N
eseuri	作文	eseu	作文	N;INDF;FEM;PL	N
calendarul	日曆	calendar	日曆	N;DEF;MASC;SG	N
calendarul	曆	calendar	曆	N;DEF;MASC;SG	N
tânără	年輕	tânăr	年輕	ADJ;INDF;FEM;SG	ADJ
cluburi	俱樂部	club	俱樂部	N;INDF;FEM;PL	N
pești	魚類	pești	魚類	N;INDF;MASC;PL	N
pești	魚	pești	魚	N;INDF;MASC;PL	N
pești	魚兒	pești	魚兒	N;INDF;MASC;PL	N
cerere	需求	cerere	需求	N;INDF;FEM;SG	N
cetățean	市民	cetățean	市民	N;INDF;MASC;SG	N
cetățean	公民	cetățean	公民	N;INDF;MASC;SG	N
obiectul	天體	obiect	天體	N;DEF;MASC;SG	N
obiectul	物件	obiect	物件	N;DEF;MASC;SG	N
domn	紳士	domn	紳士	N;INDF;MASC;SG	N
domn	君子	domn	君子	N;INDF;MASC;SG	N
practica	實踐	practică	實踐	N;DEF;FEM;SG	N
cantități	數量	cantitate	數量	N;INDF;FEM;PL	N
fort	堡	fort	堡	N;INDF;MASC;SG	N
army	集團	army	集團	N;INDF;MASC;SG	N
army	軍隊	army	軍隊	N;INDF;MASC;SG	N
army	軍	army	軍	N;INDF;MASC;SG	N
army	陸軍	army	陸軍	N;INDF;MASC;SG	N
intenția	意圖	intenție	意圖	N;DEF;FEM;SG	N
intenția	意向	intenție	意向	N;DEF;FEM;SG	N
intenția	意圖	intenție	意圖	N;DEF;FEM;SG	N
intenția	意向	intenție	意向	N;DEF;FEM;SG	N
dialog	對話	dialog	對話	N;INDF;MASC;SG	N
dialog	對話	dialog	對話	N;INDF;MASC;SG	N
limbaj	語言	limbaj	語言	N;INDF;MASC;SG	N
limbaj	語	limbaj	語	N;INDF;MASC;SG	N
limbaj	語文	limbaj	語文	N;INDF;MASC;SG	N
bank	銀行	bank	銀行	N;INDF;MASC;SG	N
grafică	圖形	grafic	圖形	N;INDF;FEM;SG	N
grafică	圖形	grafic	圖形	N;INDF;FEM;SG	N
grafică	繪圖	grafic	繪圖	N;INDF;FEM;SG	N
asistent	助手	asistent	助手	N;INDF;MASC;SG	N
asistent	助理	asistent	助理	N;INDF;MASC;SG	N
pacea	和平	pace	和平	N;DEF;FEM;SG	N
picturi	油畫	pictură	油畫	N;INDF;FEM;PL	N
picturi	繪畫	pictură	繪畫	N;INDF;FEM;PL	N
focul	消防	foc	消防	N;DEF;MASC;SG	N
focul	火	foc	火	N;DEF;MASC;SG	N
focul	火災	foc	火災	N;DEF;MASC;SG	N
activează	啟用	activa	啟用	V;IND;3;PRS;FIN	V
activează	啟用	activa	啟用	V;IND;3;PRS;FIN	V
frunze	樹葉	frunză	樹葉	N;INDF;FEM;PL	N
frunze	葉子	frunză	葉子	N;INDF;FEM;PL	N
recenzii	審查	recenzie	審查	N;INDF;FEM;PL	N
carne	肉	carne	肉	N;INDF;FEM;SG	N
carne	肉類	carne	肉類	N;INDF;FEM;SG	N
unchiul	舅舅	unchi	舅舅	N;DEF;MASC;SG	N
unchiul	伯父	unchi	伯父	N;DEF;MASC;SG	N
unchiul	叔叔	unchi	叔叔	N;DEF;MASC;SG	N
tehnologia	技術	tehnologie	技術	N;DEF;FEM;SG	N
tehnologia	科技	tehnologie	科技	N;DEF;FEM;SG	N
pasul	台階	pas	台階	N;DEF;MASC;SG	N
pasul	步驟	pas	步驟	N;DEF;MASC;SG	N
pasul	步	pas	步	N;DEF;MASC;SG	N
nisip	沙子	nisip	沙子	N;INDF;MASC;SG	N
nisip	砂	nisip	砂	N;INDF;MASC;SG	N
specialist	專家	specialist	專家	N;INDF;MASC;SG	N
motoare	馬達	motor	馬達	N;INDF;FEM;PL	N
