for	pre	for	pre	ADP	ADP;ACC
elizabeth	alžbeta	elizabeth	alžbeta	N;INDF;FEM;SG	N;NOM;FEM;SG
mytologi	mytológia	mytologi	mytológia	N;INDF;MASC;SG	N;NOM;FEM;SG
spesiell	špeciálny	spesiell	špeciálny	ADJ;INDF;SG	ADJ;INAN;NOM;MASC;SG
spesiell	výnimočná	spesiell	výnimočný	ADJ;INDF;SG	ADJ;NOM;FEM;SG
spesiell	osobitné	spesiell	osobitný	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
spesiell	špeciálna	spesiell	špeciálny	ADJ;INDF;SG	ADJ;NOM;FEM;SG
sprint	šprint	sprint	šprint	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
løsning	riesenie	løsning	riesenie	N;INDF;FEM;SG	N;NOM;NEUT;SG
løsning	riešenie	løsning	riešenie	N;INDF;FEM;SG	N;NOM;NEUT;SG
løsning	roztok	løsning	roztok	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
varme	tepla	varme	tepnúť	N;INDF;MASC;SG	N;NOM;NEUT;SG
varme	teplo	varme	teplo	N;INDF;MASC;SG	N;NOM;NEUT;SG
jord	pôdu	jord	pôda	N;INDF;FEM;SG	N;ACC;FEM;SG
jord	pôda	jord	pôda	N;INDF;FEM;SG	N;NOM;FEM;SG
jord	špina	jord	špina	N;INDF;FEM;SG	N;NOM;FEM;SG
jord	hlina	jord	hlina	N;INDF;FEM;SG	N;NOM;FEM;SG
jord	zemi	jord	zem	N;INDF;FEM;SG	N;DAT;FEM;SG
jord	zem	jord	zem	N;INDF;FEM;SG	N;NOM;FEM;SG
definert	definovaný	definere	definovaný	ADJ;INDF;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
definert	vymedzená	definere	vymedzený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
definert	definované	definere	definovaný	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
definert	definovaná	definere	definovaný	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
oppstår	vzniká	oppstå	vznikať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
oppstår	nastáva	oppstå	nastávať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
alvorlig	závažné	alvorlig	závažný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
alvorlig	závažná	alvorlig	závažný	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
alvorlig	vážny	alvorlig	vážny	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
alvorlig	vážna	alvorlig	vážna	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
alvorlig	ťažká	alvorlig	ťažký	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
alvorlig	závažné	alvorlig	závažný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
alvorlig	závažná	alvorlig	závažný	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
alvorlig	vážna	alvorlig	vážna	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
varer	položky	vare	položka	N;INDF;FEM;PL	N;NOM;FEM;PL
varer	položiek	vare	položka	N;INDF;FEM;PL	N;GEN;FEM;PL
varer	tovary	vare	tovar	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
varer	tovarov	vare	tovar	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
provins	provincia	provins	provincie	N;INDF;MASC;SG	N;NOM;FEM;SG
provins	provincii	provins	provincia	N;INDF;MASC;SG	N;DAT;FEM;SG
forskjellig	rôzne	forskjellig	rôzny	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
alf	alf	alf	alf	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
victoria	viktória	victorie	viktória	N;INDF;MASC;SG	N;NOM;FEM;SG
victoria	viktoria	victorie	viktoriť	N;INDF;MASC;SG	N;NOM;FEM;SG
victoria	victoria	victorie	victoriť	N;INDF;MASC;SG	N;NOM;FEM;SG
interessant	zaujímavá	interessant	zaujímavý	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
interessant	zaujímavé	interessant	zaujímavý	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
interessant	zaujímavý	interessant	zaujímavý	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
road	cesta	road	cesta	N;INDF;MASC;SG	N;NOM;FEM;SG
hardt	tvrdá	hard	tvrdý	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
hardt	ťažké	hard	ťažký	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
betegnelse	určenie	betegnelse	určenie	N;INDF;MASC;SG	N;NOM;NEUT;SG
betegnelse	označenie	betegnelse	označenie	N;INDF;MASC;SG	N;NOM;NEUT;SG
rune	runa	rune	runa	N;MASC	N;NOM;FEM;SG
prøve	vyskúšať	prøve	vyskúšať	V;NFIN	V;PFV;POS;NFIN
prøve	skúsiť	prøve	skúsiť	V;NFIN	V;PFV;POS;NFIN
prøve	skúste	prøve	skúsiť	V;NFIN	V;PFV;IMP;PL;2;POS;FIN
prøve	skús	prøve	skús	V;NFIN	V;IPFV;IMP;SG;2;POS;FIN
prøve	vyskúšajte	prøve	vyskúšať	V;NFIN	V;PFV;IMP;PL;2;POS;FIN
tradisjon	tradíciu	tradisjon	tradícia	N;INDF;MASC;SG	N;ACC;FEM;SG
tradisjon	tradícia	tradisjon	tradícia	N;INDF;MASC;SG	N;NOM;FEM;SG
skutt	strelený	skutt	strelený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG
skutt	postrelený	skutt	postrelený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
hånd	ruka	hånd	ruka	N;INDF;SG	N;NOM;FEM;SG
hånd	rukou	hånd	ruka	N;INDF;SG	N;INS;FEM;SG
hånd	ruku	hånd	ruka	N;INDF;SG	N;ACC;FEM;SG
association	asociácia	association	asociácia	N	N;NOM;FEM;SG
association	asociácie	association	asociácia	N	N;NOM;FEM;PL
association	združenie	association	združenie	N	N;NOM;NEUT;SG
åpent	otvorené	åpent	otvorený	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
åpent	otvorená	åpent	otvorený	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
antonio	antonia	antonio	antonie	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
øke	zvýšiť	øken	zvýšiť	V;IMP;FIN	V;PFV;POS;NFIN
øke	zväčšiť	øken	zväčšiť	V;IMP;FIN	V;PFV;POS;NFIN
romania	rumunska	romani	rumunsky	N;DEF;FEM;SG	N;NOM;FEM;SG
økende	zvyšovanie	økende	zvyšovanie	N;INDF;MASC;SG	N;NOM;NEUT;SG
jerusalem	jeruzalem	jerusalem	jeruzala	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
jerusalem	jeruzalema	jerusalem	jeruzalem	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
lover	zákony	lov	zákon	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
avdøde	zos	avdøde	zos	N;INDF;MASC;SG	N;NOM;FEM;SG
fulgt	sledované	følgje	sledovaný	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
milliarder	miliardy	milliard	miliarda	N;INDF;MASC;PL	N;NOM;FEM;PL
milliarder	miliardy	milliard	miliarda	N;INDF;MASC;PL	N;NOM;FEM;PL
european	európan	european	európan	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
hamburg	hamburgu	hamburg	hamburg	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
hamburg	hamburg	hamburg	hamburg	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
mal	šablónu	mal	šablón	N;INDF;MASC;SG	N;ACC;FEM;SG
østerriksk	rakúska	østerriksk	rakúska	N;INDF;MASC;SG	N;NOM;FEM;SG
østerriksk	rakúsky	østerriksk	rakúska	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
festival	festival	festival	festival	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
festival	festivalu	festival	festival	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
godkjent	akceptované	godkjenne	akceptovaný	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
godkjent	prijatý	godkjenne	prijatý	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
godkjent	prijaté	godkjenne	prijatý	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
godkjent	prijatá	godkjenne	prijatý	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
godkjent	schválený	godkjenne	schválený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG
godkjent	schválená	godkjenne	schválený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;SG
godkjent	schválené	godkjenne	schválený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG
farger	farieb	farger	farba	N;INDF;MASC;PL	N;GEN;FEM;PL
farger	farbivá	farger	farbivý	N;INDF;MASC;PL	N;NOM;FEM;PL
farger	farby	farger	farba	N;INDF;MASC;PL	N;NOM;FEM;PL
farger	farby	farger	farba	N;INDF;MASC;PL	N;NOM;FEM;PL
spørsmålet	otázka	spørsmål	otázka	N;DEF;NEUT;SG	N;NOM;FEM;SG
spørsmålet	otázku	spørsmål	otázka	N;DEF;NEUT;SG	N;ACC;FEM;SG
brun	hnedé	brun	hnedý	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
brun	hnedý	brun	hnedý	ADJ;INDF;SG	ADJ;ANIM;NOM;MASC;SG
brun	hnedá	brun	hnedať	ADJ;INDF;SG	ADJ;NOM;FEM;SG
strøm	moc	strøm	moc	N;INDF;MASC;SG	N;NOM;FEM;SG
strøm	napájanie	strøm	napájanie	N;INDF;MASC;SG	N;NOM;NEUT;SG
strøm	výkon	strøm	výkon	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
strøm	power	strøm	power	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
strøm	potok	strøm	potok	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
strøm	prúd	strøm	prúd	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
strøm	stream	strøm	stream	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
enkel	jednoduchý	enkel	jednoduchý	ADJ;INDF;SG	ADJ;ANIM;NOM;MASC;SG
enkel	jednoduchá	enkel	jednoduchý	ADJ;INDF;SG	ADJ;NOM;FEM;SG
enkel	jednoduché	enkel	jednoduchý	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
enkel	ľahké	enkel	ľahký	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
enkel	jednoduché	enkel	jednoduchý	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
egenskaper	charakteristika	egenskap	charakteristika	N;INDF;NEUT;SG	N;NOM;FEM;SG
syd	juhu	syd	juh	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
syd	juh	syd	juh	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
studio	štúdio	studio	štúdio	N;INDF;NEUT;SG	N;NOM;NEUT;SG
jugoslavia	juhosláviu	jugoslavia	juhoslávia	N;DEF;NEUT;SG	N;ACC;FEM;SG
rektor	rektor	rektor	rektor	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
rektor	riaditeľka	rektor	riaditeľka	N;INDF;MASC;SG	N;NOM;FEM;SG
rektor	riaditeľ	rektor	riaditeľ	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
cuba	kubu	cube	kub	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
cuba	kube	cube	kub	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
cuba	kuba	cube	kuba	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
bygda	dedinka	bygd	dedinka	N;DEF;FEM;SG	N;NOM;FEM;SG
bygda	dedine	bygd	dedina	N;DEF;FEM;SG	N;DAT;FEM;SG
bygda	dedina	bygd	dedina	N;DEF;FEM;SG	N;NOM;FEM;SG
bygda	obec	bygd	obec	N;DEF;FEM;SG	N;NOM;FEM;SG
nasjonalt	národný	nasjonal	národný	ADJ;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG
nasjonalt	národná	nasjonal	národný	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
nasjonalt	vnútroštátna	nasjonal	vnútroštátny	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
nasjonalt	národné	nasjonal	národný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
tak	streche	tak	strecha	N;INDF;NEUT;SG	N;DAT;FEM;SG
tak	strecha	tak	strecha	N;INDF;NEUT;SG	N;NOM;FEM;SG
tak	strechu	tak	strecha	N;INDF;NEUT;SG	N;ACC;FEM;SG
gradvis	postupné	gradvis	postupný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
gradvis	postupný	gradvis	postupný	ADJ;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG
irak	irak	irak	irak	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
irak	iraku	irak	irak	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
snakker	rozpráva	snakke	rozprávať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
snakker	hovorí	snakke	hovoriť	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
snakker	hovoriac	snakke	hovoriť	V;IND;PRS;FIN	V;IPFV;POS;V.CVB
night	noc	night	noc	N;INDF;NEUT;SG	N;NOM;FEM;SG
orkester	orchester	orkester	orchester	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
hard	tvrdá	hard	tvrdý	ADJ;INDF;SG	ADJ;NOM;FEM;SG
hard	ťažké	hard	ťažký	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
erkebiskop	arcibiskup	erkebiskop	arcibiskup	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
medisin	medicína	medisin	medicín	N;INDF;MASC;SG	N;NOM;FEM;SG
medisin	liek	medisin	liek	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
tilstrekkelig	primeraný	tilstrekkelig	primeraný	ADJ;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
tilstrekkelig	primeraná	tilstrekkelig	primeraný	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
tilstrekkelig	primerané	tilstrekkelig	primeraný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
tilstrekkelig	dostatočný	tilstrekkelig	dostatočný	ADJ;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG
tilstrekkelig	dostatočná	tilstrekkelig	dostatočný	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
tilstrekkelig	dostatočné	tilstrekkelig	dostatočný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
tilstrekkelig	postačujúce	tilstrekkelig	postačujúci	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
søkte	hľadal	søkje	hľadať	V;IND;PST;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
søkte	hľadal	søkje	hľadať	V;IND;PST;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
søkte	hľadala	søkje	hľadať	V;IND;PST;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
søkte	hľadali	søkje	hľadať	V;IND;PST;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
tegninger	výkresy	tegning	výkres	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
tegninger	kresby	tegning	kresb	N;INDF;FEM;PL	N;NOM;FEM;PL
tegninger	nákresy	tegning	nákresy	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
avstand	vzdialenosť	avstand	vzdialenosť	N;INDF;MASC;SG	N;NOM;FEM;SG
avstand	posun	avstand	posun	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
avstand	vyrovnanie	avstand	vyrovnanie	N;INDF;MASC;SG	N;NOM;NEUT;SG
oppnå	dosiahnuť	oppnå	dosiahnuť	V;IMP;NFIN	V;PFV;POS;NFIN
oppnå	dosahovať	oppnå	dosahovať	V;IMP;NFIN	V;IPFV;POS;NFIN
bakgrunnen	pozadie	bakgrunn	pozadie	N;DEF;MASC;SG	N;NOM;NEUT;SG
bakgrunnen	minulosť	bakgrunn	minulosť	N;DEF;MASC;SG	N;NOM;FEM;SG
bakgrunnen	pozadí	bakgrunn	pozadie	N;DEF;MASC;SG	N;NOM;NEUT;SG
skotsk	škótska	skotsk	škótsky	N;INDF;MASC;SG	N;NOM;FEM;SG
utseende	vzhľad	utseende	vzhľad	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
støtter	podporiť	støtte	podporiť	V;IND;PRS;FIN	V;PFV;POS;NFIN
støtter	podporovať	støtte	podporovať	V;IND;PRS;FIN	V;IPFV;POS;NFIN
støtter	podporuje	støtte	podporovať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
karrieren	kariéru	karriere	kariéra	N;DEF;MASC;SG	N;ACC;FEM;SG
karrieren	kariéra	karriere	kariéra	N;DEF;MASC;SG	N;NOM;FEM;SG
sosial	sociálne	sosial	sociálny	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
sosial	spoločenské	sosial	spoločenský	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
sosial	sociálny	sosial	sociálny	ADJ;INDF;SG	ADJ;ANIM;NOM;MASC;SG
sosial	sociálna	sosial	sociálny	ADJ;INDF;SG	ADJ;NOM;FEM;SG
sosial	spoločenský	sosial	spoločenský	ADJ;INDF;SG	ADJ;ANIM;NOM;MASC;SG
melodi	melódiu	melodi	melódia	N;INDF;MASC;SG	N;ACC;FEM;SG
melodi	melódia	melodi	melódia	N;INDF;MASC;SG	N;NOM;FEM;SG
melodi	melódiu	melodi	melódia	N;INDF;MASC;SG	N;ACC;FEM;SG
melodi	melódia	melodi	melódia	N;INDF;MASC;SG	N;NOM;FEM;SG
kaller	vyzýva	kalle	vyzývať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
journal	vestník	journal	vestník	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
journal	denník	journal	denník	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
journal	vestníku	journal	vestník	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
prosjekter	projektmi	prosjekt	projekt	N;INDF;FEM;PL	N;INAN;INS;MASC;PL
prosjekter	projektov	prosjekt	projekt	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
prosjekter	projekty	prosjekt	projekt	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
oppløst	rozpustený	oppløse	rozpustený	ADJ;INDF;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
oppløst	rozpustené	oppløse	rozpustený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
oppløst	rozpustená	oppløse	rozpustený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
bærum	bærum	bærum	bærum	N;INDF;MASC;SG	N;NOM;MASC;SG
stående	stáleho	stå	stály	ADJ;INDF;SG;V.PTCP	ADJ;GEN;NEUT;SG
kvalitet	kvalita	kvalitet	kvalita	N;INDF;MASC;SG	N;NOM;FEM;SG
kvalitet	vlastnosť	kvalitet	vlastnosť	N;INDF;MASC;SG	N;NOM;FEM;SG
premier	premiér	premie	premiér	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
skuespillerinne	herečka	skuespillerinne	herečka	N;INDF;FEM;SG	N;NOM;FEM;SG
bevis	dôkaz	bevis	dôkaz	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
bevis	dôkaz	bevis	dôkaz	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
bayern	bayern	baye	bayern	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
norden	škandinávii	nord	škandinávia	N;DEF;MASC;SG	N;DAT;FEM;SG
skader	úrazy	skade	úraz	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
skader	poranenia	skade	poranenie	N;INDF;MASC;PL	N;NOM;NEUT;PL
skader	zranení	skade	zranenie	N;INDF;MASC;PL	N;NOM;NEUT;PL
skader	zranenia	skade	zranenie	N;INDF;MASC;PL	N;NOM;NEUT;PL
intervju	interview	intervju	interview	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
intervju	pohovor	intervju	pohovor	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
intervju	rozhovor	intervju	rozhovor	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
opprette	vytvárať	opprette	vytvárať	V;NFIN	V;IPFV;POS;NFIN
opprette	vytvorte	opprette	vytvoriť	V;NFIN	V;PFV;IMP;PL;2;POS;FIN
opprette	vytvoriť	opprette	vytvoriť	V;NFIN	V;PFV;POS;NFIN
opprette	vytvára	opprette	vytvárať	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN
gitarist	gitarista	gitarist	gitarista	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
fisk	ryba	fisk	ryba	N;INDF;MASC;SG	N;NOM;FEM;SG
fisk	rybka	fisk	rybka	N;INDF;MASC;SG	N;NOM;FEM;SG
mengde	čiastka	mengde	čiastka	N	N;NOM;FEM;SG
mengde	množstvo	mengde	množstvo	N	N;NOM;NEUT;SG
mengde	sumu	mengde	suma	N	N;ACC;FEM;SG
mengde	suma	mengde	suma	N	N;NOM;FEM;SG
mengde	množstva	mengde	množstvo	N	N;NOM;NEUT;PL
mengde	množstvo	mengde	množstvo	N	N;NOM;NEUT;SG
mengde	množstvá	mengde	množstvo	N	N;NOM;NEUT;PL
victor	viktor	victor	viktor	N	N;ANIM;NOM;MASC;SG
utvikler	vývojárov	utvikle	vývojár	N;INDF;FEM;PL	N;ANIM;ACC;MASC;PL
tur	tur	tur	tur	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
tur	výjazd	tur	výjazd	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
tur	výlet	tur	výlet	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
bull	býk	bull	býk	N;INDF;NEUT;SG	N;ANIM;NOM;MASC;SG
ridder	rytiera	ridder	rytier	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
ridder	rytier	ridder	rytier	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
ridder	jazdec	ridder	jazdec	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
lar	púšťa	la	púšťa	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
lar	nechá	la	chý	V;IND;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
cerambycidae	cerambycidae	cerambycide	cerambycidae	N;DEF;FEM;PL	N;NOM;FEM;PL
florida	floridu	florid	florid	N;DEF;FEM;SG	N;ACC;FEM;SG
larvik	larvik	larvik	larvik	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
bil	auto	bil	auto	N;INDF;MASC;SG	N;NOM;NEUT;SG
bil	autom	bil	auto	N;INDF;MASC;SG	N;INS;NEUT;SG
sjette	šiesta	sjette	šiesto	ADJ;DEF;SG	ADJ;NOM;FEM;SG
sjette	šiestej	sjette	šiesty	ADJ;DEF;SG	ADJ;GEN;FEM;SG
sjette	šieste	sjette	šiesto	ADJ;DEF;SG	ADJ;NOM;NEUT;SG
sjette	šiesty	sjette	šiesty	ADJ;DEF;SG	ADJ;INAN;NOM;MASC;SG
stiftelsen	nadácia	stiftelse	nadácia	N;DEF;MASC;SG	N;NOM;FEM;SG
stiftelsen	základ	stiftelse	základ	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
turner	gymnastka	turne	gymnastko	N;INDF;MASC;SG	N;NOM;FEM;SG
nylig	posledné	nylig	posledný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
nylig	nedávny	nylig	nedávny	ADJ;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG
nylig	nedávne	nylig	nedávne	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
nylig	nedávna	nylig	nedávny	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
skrifter	písomnosti	skrift	písomnosť	N;INDF;FEM;PL	N;NOM;FEM;PL
skrifter	spisy	skrift	spis	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
skrifter	písma	skrift	písmo	N;INDF;FEM;PL	N;NOM;NEUT;PL
plasser	sedačky	plasse	sedačka	N;INDF;FEM;PL	N;NOM;FEM;PL
plasser	sedadiel	plasse	sedadiel	N;INDF;FEM;PL	N;GEN;NEUT;PL
plasser	kreslá	plasse	kreslo	N;INDF;FEM;PL	N;NOM;NEUT;PL
plasser	sedadlá	plasse	sedadlo	N;INDF;FEM;PL	N;NOM;NEUT;PL
døden	smrt	død	smrt	N;DEF;MASC;SG	N;NOM;FEM;SG
døden	smrť	død	smrť	N;DEF;MASC;SG	N;NOM;FEM;SG
døden	úmrtie	død	úmrtie	N;DEF;MASC;SG	N;NOM;NEUT;SG
tsjekkoslovakia	československo	tsjekkoslovakia	československo	N;DEF;FEM;SG	N;NOM;NEUT;SG
innebærer	znamená	innebære	znamenať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
størst	najväčšia	stor	veľký	ADJ;INDF;RL	ADJ;NOM;RL;FEM;SG
størst	najväčší	stor	veľký	ADJ;INDF;RL	ADJ;ANIM;NOM;RL;MASC;SG
størst	najväčší	stor	veľký	ADJ;INDF;RL	ADJ;ANIM;NOM;RL;MASC;SG
størst	najväčšia	stor	veľký	ADJ;INDF;RL	ADJ;NOM;RL;FEM;SG
tilbyr	ponúka	tilby	ponúkať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
tilbyr	ponúkajú	tilby	ponúkať	V;IND;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
tokyo	tokio	tokyo	tokio	N;INDF;NEUT;SG	N;NOM;MASC;SG
villa	vila	ville	vila	N;INDF;FEM;SG	N;NOM;FEM;SG
villa	villa	ville	villa	N;INDF;FEM;SG	N;NOM;MASC;SG
etablere	nadviazať	etablere	nadviazať	V;NFIN	V;PFV;POS;NFIN
etablere	zriadiť	etablere	zriadiť	V;NFIN	V;PFV;POS;NFIN
irsk	írsky	irsk	írsky	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
irsk	írske	irsk	írske	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
irsk	írska	irsk	írsko	N;INDF;MASC;SG	N;NOM;FEM;SG
pakistan	pakistan	pakistan	pakistan	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
pakistan	pakistanu	pakistan	pakistan	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
