arsenal	οπλοστάσιο	arsenal	οπλοστάσιο	N;NOM;SG	N;NOM;NEUT;SG
munat	αβγά	muna	αβγά	N;NOM;PL	N;NOM;NEUT;PL
munat	αυγά	muna	αυγά	N;NOM;PL	N;NOM;NEUT;PL
munat	μπάλες	muna	μπάλη	N;NOM;PL	N;NOM;FEM;PL
munat	μπαλάκια	muna	μπαλάκια	N;NOM;PL	N;NOM;NEUT;PL
tulokas	αρχάριος	tulokas	αρχάριος	N;NOM;SG	N;NOM;MASC;SG
tulokas	πρωτάρης	tulokas	πρωτάρης	N;NOM;SG	N;NOM;MASC;SG
elli	ελενη	elli	ελενώ	N;NOM;SG	N;NOM;FEM;SG
yhtälö	εξίσωση	yhtälö	εξίσωση	N;NOM;SG	N;NOM;FEM;SG
teot	πράξεις	teko	πράξη	N;NOM;PL	N;NOM;FEM;PL
päätökset	αποφάσεις	päätös	απόφαση	N;NOM;PL	N;NOM;FEM;PL
avenue	λεωφόρος	avetua	λεωφόρος	N;NOM;SG	N;NOM;FEM;SG
polttaa	κάψει	polttaa	κάφει	V;IND;SG;3;PRS;FIN;ACT	V;PFV;NFIN;ACT
pystyssä	όρθια	pystyssä	όρθιο	ADV	ADV
liha	κρέας	liha	κρέος	N;NOM;SG	N;NOM;NEUT;SG
liha	σάρκα	liha	σάρκα	N;NOM;SG	N;NOM;FEM;SG
demokratia	δημοκρατια	demokratia	δημοκρατια	N;NOM;SG	N;NOM;FEM;SG
demokratia	δημοκρατία	demokratia	δημοκρατία	N;NOM;SG	N;NOM;FEM;SG
älykäs	έξυπνο	älykäs	έξυπνο	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
älykäs	έξυπνη	älykäs	έξυπνος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
älykäs	έξυπνος	älykäs	έξυπνος	ADJ;NOM;SG	ADJ;NOM;MASC;SG
älykäs	έξυπνη	älykäs	έξυπνος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
älykäs	ευφυής	älykäs	ευφυής	ADJ;NOM;SG	ADJ;NOM;MASC;SG
älykäs	έξυπνος	älykäs	έξυπνος	ADJ;NOM;SG	ADJ;NOM;MASC;SG
älykäs	έξυπνο	älykäs	έξυπνο	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
älykäs	έξυπνη	älykäs	έξυπνος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
älykäs	έξυπνος	älykäs	έξυπνος	ADJ;NOM;SG	ADJ;NOM;MASC;SG
automaattinen	αυτόματη	automaattinen	αυτόματος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
automaattinen	αυτόματη	automaattinen	αυτόματος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
automaattinen	αυτόματος	automaattinen	αύτομα	ADJ;NOM;SG	ADJ;NOM;MASC;SG
sandra	σάντρα	sandra	σάντρα	N;NOM;SG	N;NOM;FEM;SG
rakennelmat	κατασκευές	rakennelma	κατασκευή	N;NOM;PL	N;NOM;FEM;PL
etninen	εθνοτική	etninen	εθνοτικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
hypännyt	πήδηξε	hypätä	πηδίχνω	V;NOM;SG;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
halu	πόθος	halu	πόθος	N;NOM;SG	N;NOM;MASC;SG
tanssia	χόρεψε	tanssia	χορώ	V;SG;NFIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
diesel	ντήζελ	diesel	ντήζελ	N;NOM;SG	N
diesel	ντίζελ	diesel	ντίζελ	N;NOM;SG	N
lehdistö	τύπος	lehdistö	τύπος	N;NOM;SG	N;NOM;MASC;SG
vanki	κρατούμενος	vanki	κρατούμενος	N;NOM;SG	N;NOM;MASC;SG
vanki	κρατούμενο	vanki	κρατούμενος	N;NOM;SG	N;NOM;NEUT;SG
vanki	κρατούμενος	vanki	κρατούμενος	N;NOM;SG	N;NOM;MASC;SG
sää	καιρός	sää	καιρός	N;NOM;SG	N;NOM;MASC;SG
työttömyys	ανεργία	työttömyys	ανεργία	N;NOM;SG	N;NOM;FEM;SG
koulut	σχολεία	koulu	σχολείο	N;NOM;PL	N;NOM;NEUT;PL
koulut	σχολές	koulu	σχολή	N;NOM;PL	N;NOM;FEM;PL
äänesti	ψήφισε	äänestää	ψηφίζω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
toteutus	εφαρμογή	toteutus	εφαρμογή	N;NOM;SG	N;NOM;FEM;SG
augusta	αυγούστα	augu	αυγούστα	N;NOM;SG	N;NOM;FEM;SG
marianne	μαριάν	marianne	μαριάν	N;NOM;SG	N
taistelevat	πολεμώντας	taistella	πολεμώ	V;IND;PL;3;PRS;FIN;ACT	V;IPFV;V.CVB;ACT
rengas	δακτύλιο	rengas	δακτύλιο	N;NOM;SG	N;NOM;NEUT;SG
rengas	δακτύλιος	rengas	δακτύλιος	N;NOM;SG	N;NOM;MASC;SG
rengas	δαχτυλίδι	rengas	δαχτυλίδι	N;NOM;SG	N;NOM;NEUT;SG
rengas	λάστιχο	rengas	λάστιχος	N;NOM;SG	N;NOM;NEUT;SG
rengas	ελαστικό	rengas	ελαστικός	N;NOM;SG	N;NOM;NEUT;SG
rajusti	βίαια	rajusti	βίαιο	ADV	ADV
reuna	άκρη	reuna	άκρη	N;NOM;SG	N;NOM;FEM;SG
maakunnat	επαρχίες	maa#kunta	επαρχία	N;NOM;PL	N;NOM;FEM;PL
maakunnat	κομητείες	maa#kunta	κομητεία	N;NOM;PL	N;NOM;FEM;PL
hedelmät	καρποί	hedelmä	καρπός	N;NOM;PL	N;NOM;MASC;PL
hedelmät	φρούτα	hedelmä	φρούτα	N;NOM;PL	N;NOM;NEUT;PL
hedelmät	καρποί	hedelmä	καρπός	N;NOM;PL	N;NOM;MASC;PL
hedelmät	φρούτα	hedelmä	φρούτα	N;NOM;PL	N;NOM;NEUT;PL
ikuinen	παντοτινή	ikuinen	παντοτινός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
ikuinen	αιώνιος	ikuinen	αιώνιος	ADJ;NOM;SG	ADJ;NOM;MASC;SG
ikuinen	αιώνιος	ikuinen	αιώνιος	ADJ;NOM;SG	ADJ;NOM;MASC;SG
opettanut	δίδασκε	opettaa	διδίνκω	V;NOM;SG;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
opettanut	δίδαξε	opettaa	διδάζω	V;NOM;SG;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
lue	διαβάσει	lukea	διαβάζω	V;IMP;SG;2;FIN;ACT	V;PFV;NFIN;ACT
torpedo	τορπίλη	torpedo	τορπίλη	N;NOM;SG	N;NOM;FEM;SG
askel	βημα	askel	βημα	N;NOM;SG	N;NOM;NEUT;SG
askel	βήμα	askel	βήμα	N;NOM;SG	N;NOM;NEUT;SG
askel	σκαλοπάτι	askel	σκαλοπάτι	N;NOM;SG	N;NOM;NEUT;SG
heikentää	αποδυναμώσει	heikentää	αποδυναμώνω	V;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;FIN;ACT
heikentää	εξασθενεί	heikentää	εξασθένω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
heikentää	αποδυναμώνει	heikentää	αποδυναμώνω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mikki	μίκυ	mikki	ένω	N;NOM;SG	N;NOM;MASC;SG
mikki	μικρόφωνο	mikki	μικρόφωνος	N;NOM;SG	N;NOM;NEUT;SG
työkalu	εργαλείο	työ#kalu	εργαλείο	N;NOM;SG	N;NOM;NEUT;SG
psykologi	ψυχολόγος	psykologi	ψυχολόγος	N;NOM;SG	N;NOM;MASC;SG
pako	διαφυγή	pako	διαφυγή	N;NOM;SG	N;NOM;FEM;SG
pako	απόδραση	pako	απόδραση	N;NOM;SG	N;NOM;FEM;SG
kuvailee	περιγράφει	kuvailla	περιγράφω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
kuvailee	χαρακτηρίζοντας	kuvailla	χαρακτηρίζω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;V.CVB;ACT
asiakas	πελάτης	asiakas	πελάτης	N;NOM;SG	N;NOM;MASC;SG
asiakas	πελάτης	asiakas	πελάτης	N;NOM;SG	N;NOM;MASC;SG
kalusto	εξοπλισμός	kalusto	εξοπλισμός	N;NOM;SG	N;NOM;MASC;SG
kalusto	απόθεμα	kalusto	απόθεμα	N;NOM;SG	N;NOM;NEUT;SG
kalusto	στόλος	kalusto	στόλος	N;NOM;SG	N;NOM;MASC;SG
kannattaja	υποστηρικτής	kannattaja	υποστηρικτής	N;NOM;SG	N;NOM;MASC;SG
vaatteet	ενδύματα	vaate	ένδυμα	N;NOM;PL	N;NOM;NEUT;PL
vaatteet	ρούχα	vaate	ρούχα	N;NOM;PL	N;NOM;NEUT;PL
vaatteet	ενδύματα	vaate	ένδυμα	N;NOM;PL	N;NOM;NEUT;PL
vaatteet	ρούχα	vaate	ρούχα	N;NOM;PL	N;NOM;NEUT;PL
oppilaiden	μαθητών	oppilas	μαθητής	N;GEN;PL	N;GEN;MASC;PL
disco	ντίσκο	disco	ντίσκο	N;NOM;SG	N;NOM;FEM;SG
jung	τζουνγκ	jung	τζουνγκ	N;NOM;SG	N
rauhallinen	ειρηνική	rauhallinen	ειρηνικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
rauhallinen	γαλήνια	rauhallinen	γαλήνια	ADJ;NOM;SG	ADJ;NOM;FEM;SG
rauhallinen	ειρηνικό	rauhallinen	ειρηνικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
sekoitus	μίγμα	sekoitus	μίγμα	N;NOM;SG	N;NOM;NEUT;SG
sekoitus	μείγμα	sekoitus	μείγμα	N;NOM;SG	N;NOM;NEUT;SG
sekoitus	μίξη	sekoitus	μίξη	N;NOM;SG	N;NOM;FEM;SG
sekoitus	μίγμα	sekoitus	μίγμα	N;NOM;SG	N;NOM;NEUT;SG
sekoitus	μείγμα	sekoitus	μείγμα	N;NOM;SG	N;NOM;NEUT;SG
sekoitus	μείγμα	sekoitus	μείγμα	N;NOM;SG	N;NOM;NEUT;SG
keskeytettiin	εγκαταλείφθηκε	keskeyttää	εγκαταλείπω	V;IND;PST;FIN;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
scottin	σκότ	scott	σκότ	N;GEN;SG	N
grönlannin	γροιλανδίας	grönlanti	γροιλανδία	N;GEN;SG	N;GEN;FEM;SG
lääketieteellinen	ιατρικό	lääke#tieteellinen	ιατρικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
lääketieteellinen	ιατρική	lääke#tieteellinen	ιατρικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
kivet	πέτρες	kivi	πέτρα	N;NOM;PL	N;NOM;FEM;PL
kivet	βράχια	kivi	βράχια	N;NOM;PL	N;NOM;NEUT;PL
kivet	πέτρες	kivi	πέτρα	N;NOM;PL	N;NOM;FEM;PL
kivet	βράχοι	kivi	βράχος	N;NOM;PL	N;NOM;MASC;PL
kivet	πετρώματα	kivi	πέτρωμα	N;NOM;PL	N;NOM;NEUT;PL
valot	φώτα	valo	φώτα	N;NOM;PL	N;NOM;NEUT;PL
konserni	όμιλος	konserni	όμιλος	N;NOM;SG	N;NOM;MASC;SG
konserni	ομαδα	konserni	ομαδα	N;NOM;SG	N;NOM;FEM;SG
matilda	ματίλντα	matilta	ματίλντα	N;NOM;SG	N;NOM;MASC;SG
oilers	όιλερς	oilers	όιλερς	N;NOM;SG	N
arviot	εκτιμήσεις	arvio	εκτίμηση	N;NOM;PL	N;NOM;FEM;PL
arviot	κριτικές	arvio	κριτικός	N;NOM;PL	N;NOM;FEM;PL
arviot	προβλέψεις	arvio	πρόβλεψη	N;NOM;PL	N;NOM;FEM;PL
arviot	προβολές	arvio	προβολή	N;NOM;PL	N;NOM;FEM;PL
ovet	πόρτες	ovi	πόρτης	N;NOM;PL	N;NOM;FEM;PL
ovet	θύρες	ovi	θύρα	N;NOM;PL	N;NOM;FEM;PL
kirjoitukset	γραφές	kirjoitus	γραφή	N;NOM;PL	N;NOM;FEM;PL
kirjoitukset	γραπτά	kirjoitus	γραπτός	N;NOM;PL	N;NOM;NEUT;PL
hyvinvoinnin	πρόνοιας	hyvin#vointi	πρόνοια	N;GEN;SG	N;GEN;FEM;SG
rom	ρομ	rom	ρομ	N;NOM;SG	N
arvoitus	γρίφο	arvoitus	γρίφο	N;NOM;SG	N;NOM;NEUT;SG
arvoitus	γρίφος	arvoitus	γρίφος	N;NOM;SG	N;NOM;MASC;SG
arvoitus	αίνιγμα	arvoitus	αίνιγμα	N;NOM;SG	N;NOM;NEUT;SG
arvoitus	μυστήριο	arvoitus	μυστήριο	N;NOM;SG	N;NOM;NEUT;SG
arvoitus	παζλ	arvoitus	παζλ	N;NOM;SG	N;NOM;NEUT;SG
arvoitus	γρίφος	arvoitus	γρίφος	N;NOM;SG	N;NOM;MASC;SG
kysymykset	θέματα	kysymys	θέμα	N;NOM;PL	N;NOM;NEUT;PL
kysymykset	θεματα	kysymys	θέμα	N;NOM;PL	N;NOM;NEUT;PL
kysymykset	ερωτήματα	kysymys	έρωτημα	N;NOM;PL	N;NOM;NEUT;PL
kysymykset	ερωτήσεις	kysymys	ερώτηση	N;NOM;PL	N;NOM;FEM;PL
kysymykset	απορίες	kysymys	απορία	N;NOM;PL	N;NOM;FEM;PL
keskustelut	συζητήσεις	keskustelu	συζήτηση	N;NOM;PL	N;NOM;FEM;PL
keskustelut	συνομιλίες	keskustelu	συνομιλία	N;NOM;PL	N;NOM;FEM;PL
keskustelut	συνομιλίες	keskustelu	συνομιλία	N;NOM;PL	N;NOM;FEM;PL
keskustelut	συζητήσεις	keskustelu	συζήτηση	N;NOM;PL	N;NOM;FEM;PL
toimittajat	προμηθευτές	toimittaja	προμηθευτής	N;NOM;PL	N;NOM;MASC;PL
toimittajat	εκδότες	toimittaja	εκδότης	N;NOM;PL	N;NOM;MASC;PL
toimittajat	συντάκτες	toimittaja	συντάκτης	N;NOM;PL	N;NOM;MASC;PL
toimittajat	δημοσιογράφοι	toimittaja	δημοσιογράφος	N;NOM;PL	N;NOM;MASC;PL
toimittajat	δημοσιογράφοι	toimittaja	δημοσιογράφος	N;NOM;PL	N;NOM;MASC;PL
ehkäpä	ίσως	ehkäpä	ίσως	ADV	ADV
ankara	αυστηρός	ankara	αυστηρός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
ankara	αυστηρή	ankara	αυστηρή	ADJ;NOM;SG	ADJ;NOM;FEM;SG
ankara	αυστηρό	ankara	αυστηρός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
ankara	σοβαρή	ankara	σοβαρός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
yang	γιανγκ	yang	γιανγκ	N;NOM;SG	N
ira	ιρα	ira	ιρα	N;NOM;SG	N
ira	ιρα	ira	ιρα	N;NOM;SG	N
pakollinen	υποχρεωτικό	pakollinen	υποχρεωτικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
pakollinen	υποχρεωτική	pakollinen	υποχρεωτικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
pakollinen	υποχρεωτικός	pakollinen	υποχρεωτικός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
pakollinen	υποχρεωτικό	pakollinen	υποχρεωτικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
pakollinen	υποχρεωτική	pakollinen	υποχρεωτικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
pakollinen	υποχρεωτικός	pakollinen	υποχρεωτικός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
pakollinen	υποχρεωτικό	pakollinen	υποχρεωτικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
pakollinen	υποχρεωτική	pakollinen	υποχρεωτικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
pakollinen	υποχρεωτικός	pakollinen	υποχρεωτικός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
suositellaan	προτεινόμενη	suositella	προτεινόμενος	V;IND;PRS;FIN;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
suositellaan	συνιστάται	suositella	συνιστώ	V;IND;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
suositellaan	προτεινόμενο	suositella	προτεινόμενος	V;IND;PRS;FIN;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
suositellaan	προτείνεται	suositella	προτείνω	V;IND;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
teräs	χάλυβα	teräs	χάλυβα	N;NOM;SG	N
teräs	ατσάλι	teräs	ατσάλι	N;NOM;SG	N
teräs	χάλυβας	teräs	χάλυβα	N;NOM;SG	N;NOM;MASC;SG
pelaaminen	τζόγος	pelaaminen	τζόγος	N;NOM;SG	N;NOM;MASC;SG
tanner	τάνερ	tanner	τάνερ	N;NOM;SG	N
onnellinen	ευτυχής	onnellinen	ευτυχής	ADJ;NOM;SG	ADJ;NOM;MASC;SG
onnellinen	χαρούμενος	onnellinen	χαρούμενος	ADJ;NOM;SG	ADJ;NOM;MASC;SG
onnellinen	χαρούμενη	onnellinen	χαρούμενος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
omaisuus	ακίνητο	omaisuus	ακίνητος	N;NOM;SG	N;NOM;NEUT;SG
moskeija	τζαμί	moskeija	τζαμί	N;NOM;SG	N;NOM;NEUT;SG
moskeija	τέμενος	moskeija	τέμενος	N;NOM;SG	N;NOM;NEUT;SG
testamentti	διαθήκη	testamentti	διαθήκη	N;NOM;SG	N;NOM;FEM;SG
perustelu	αιτιολογία	perustelu	αιτιολογία	N;NOM;SG	N;NOM;FEM;SG
perustelu	επιχείρημα	perustelu	επιχείρημα	N;NOM;SG	N;NOM;NEUT;SG
perustelu	σκεπτικό	perustelu	σκεπτικός	N;NOM;SG	N;NOM;NEUT;SG
maaliskuu	μάρτιος	maaliskuu	μάρτιος	N;NOM;SG	N;NOM;MASC;SG
maaliskuu	μάρτιο	maaliskuu	μάρτιο	N;NOM;SG	N
trooppinen	τροπικό	trooppinen	τροπικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
trooppinen	τροπική	trooppinen	τροπικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
ajattelu	σκέψη	ajattelu	σκέψη	N;NOM;SG	N;NOM;FEM;SG
väitteet	απαιτήσεις	väite	απαίτηση	N;NOM;PL	N;NOM;FEM;PL
väitteet	αξιώσεις	väite	αξίωση	N;NOM;PL	N;NOM;FEM;PL
väitteet	ισχυρισμοί	väite	ισχυρισμός	N;NOM;PL	N;NOM;MASC;PL
väitteet	ισχυρισμοί	väite	ισχυρισμός	N;NOM;PL	N;NOM;MASC;PL
väitteet	επιχειρήματα	väite	επιχείρημα	N;NOM;PL	N;NOM;NEUT;PL
soutaja	κωπηλάτης	soutaja	κωπηλάτης	N;NOM;SG	N;NOM;MASC;SG
parametri	παράμετρος	parametri	παράμετρος	N;NOM;SG	N;NOM;FEM;SG
testi	τεστ	testi	τεστ	N;NOM;SG	N;NOM;NEUT;SG
testi	δοκιμή	testi	δοκιμή	N;NOM;SG	N;NOM;FEM;SG
testi	δοκιμή	testi	δοκιμή	N;NOM;SG	N;NOM;FEM;SG
painajainen	εφιάλτης	painajainen	εφιάλτης	N;NOM;SG	N;NOM;MASC;SG
havainnot	παρατηρήσεις	havainto	παρατήρηση	N;NOM;PL	N;NOM;FEM;PL
havainnot	ευρήματα	havainto	εύρημα	N;NOM;PL	N;NOM;NEUT;PL
havainnot	πορίσματα	havainto	πόρισμα	N;NOM;PL	N;NOM;NEUT;PL
havainnot	διαπιστώσεις	havainto	διαπίστωση	N;NOM;PL	N;NOM;FEM;PL
esine	αντικείμενο	esine	αντικείμενο	N;NOM;SG	N;NOM;NEUT;SG
esine	τεχνούργημα	esine	τεχνούργημα	N;NOM;SG	N;NOM;NEUT;SG
tutka	ραντάρ	tutka	ραντάρ	N;NOM;SG	N;NOM;NEUT;SG
absoluuttinen	απόλυτος	absoluuttinen	απόλυτος	ADJ;NOM;SG	ADJ;NOM;MASC;SG
absoluuttinen	απόλυτη	absoluuttinen	απόλυτος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
absoluuttinen	απόλυτο	absoluuttinen	απόλυτος	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
verrattain	συγκριτικά	verrattain	συγκριτικά	ADV	ADV
luola	σπήλαιο	luola	σπήλαιο	N;NOM;SG	N;NOM;NEUT;SG
luola	σπηλιά	luola	σπηλία	N;NOM;SG	N;NOM;FEM;SG
vaatimus	ισχυρισμός	vaatimus	ισχυρισμός	N;NOM;SG	N;NOM;MASC;SG
mccoy	μακόι	mccoy	μακός	N;NOM;SG	N
mccoy	μακκόι	mccoy	μακκός	N;NOM;SG	N;SG
kotkassa	κότκα	kotka	κότκα	N;IN+ESS;SG	N;FEM;SG
postinumero	φερμουάρ	posti#numero	φερμουάρ	N;NOM;SG	N;NOM;NEUT;SG
martha	μάρθα	martha	μάρθα	N;NOM;SG	N
mama	μαμά	mama	μαμά	N;NOM;SG	N;NOM;FEM;SG
edvin	έντβιν	edvin	έντβιν	N;NOM;SG	N
oikeudenkäynnin	δίκης	oikeuden#käynti	δίκη	N;GEN;SG	N;GEN;FEM;SG
taistelija	πολεμιστής	taistelija	πολεμιστής	N;NOM;SG	N;NOM;MASC;SG
taistelija	πυγμάχος	taistelija	πυγμάχος	N;NOM;SG	N;NOM;MASC;SG
taistelija	αγωνιστής	taistelija	αγωνιστής	N;NOM;SG	N;NOM;MASC;SG
vaihtoehtoinen	εναλλακτικό	vaihto#ehtoinen	εναλλακτικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
vaihtoehtoinen	εναλλακτική	vaihto#ehtoinen	εναλλακτικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
vaihtoehtoinen	εναλλακτικό	vaihto#ehtoinen	εναλλακτικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
vaihtoehtoinen	εναλλακτική	vaihto#ehtoinen	εναλλακτικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
jäänteet	απομεινάρια	jäänne	απομεινάριο	N;NOM;PL	N;NOM;NEUT;PL
varoittaa	προειδοποιεί	varoittaa	προειδοποιώ	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
juoma	ποτό	juoma	ποτό	N;NOM;SG	N;NOM;NEUT;SG
juoma	ποτό	juoma	ποτό	N;NOM;SG	N;NOM;NEUT;SG
juoma	αναψυκτικό	juoma	αναψυκτικός	N;NOM;SG	N;NOM;NEUT;SG
juoma	ποτό	juoma	ποτό	N;NOM;SG	N;NOM;NEUT;SG
juoma	ρόφημα	juoma	ρόφημα	N;NOM;SG	N;NOM;NEUT;SG
saavutettiin	επετεύχθη	saavuttaa	επιτυγχάνω	V;IND;PST;FIN;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
saavutettiin	επιτευχθεί	saavuttaa	επιτυγχάνω	V;IND;PST;FIN;PASS	V;PFV;3;NFIN;PASS
saavutettiin	επιτεύχθηκε	saavuttaa	επιτυγχάνω	V;IND;PST;FIN;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
saavutettiin	επιτεύχθηκαν	saavuttaa	επιτυγχάνω	V;IND;PST;FIN;PASS	V;PFV;IND;PL;3;PST;FIN;PASS
kaari	καμπύλη	kaari	καμπύλη	N;NOM;SG	N;NOM;FEM;SG
kaari	τόξο	kaari	τόξο	N;NOM;SG	N;NOM;NEUT;SG
kaari	εκα	kaari	εκα	N;NOM;SG	N
kaari	αψίδα	kaari	αψίδα	N;NOM;SG	N;NOM;FEM;SG
fanit	ανεμιστήρες	fani	ανεμιστήρας	N;NOM;PL	N;NOM;MASC;PL
fanit	θαυμαστές	fani	θαυμαστής	N;NOM;PL	N;NOM;MASC;PL
fanit	οπαδοί	fani	οπαδός	N;NOM;PL	N;NOM;MASC;PL
alueellinen	εδαφική	alueellinen	εδαφικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
alueellinen	περιφερειακή	alueellinen	περιφερειακός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
mielipiteet	γνωμοδοτήσεις	mieli#pide	γνωμοδότηση	N;NOM;PL	N;NOM;FEM;PL
mielipiteet	γνώμες	mieli#pide	γνώμα	N;NOM;PL	N;NOM;FEM;PL
mielipiteet	απόψεις	mieli#pide	άποψη	N;NOM;PL	N;NOM;FEM;PL
valloittaa	κατακτήσει	valloittaa	κατακτώ	V;IND;SG;3;PRS;FIN;ACT	V;PFV;NFIN;ACT
tuntea	νιώθω	tuntea	νιώθω	V;SG;NFIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
tuntea	νιώσε	tuntea	νιώνω	V;SG;NFIN;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
tulot	έσοδα	tulo	έσοδο	N;NOM;PL	N;NOM;NEUT;PL
tulot	έσοδα	tulo	έσοδο	N;NOM;PL	N;NOM;NEUT;PL
tulot	εισοδήματα	tulo	εισόδημα	N;NOM;PL	N;NOM;NEUT;PL
tulot	έσοδα	tulo	έσοδο	N;NOM;PL	N;NOM;NEUT;PL
tulot	αποδοχές	tulo	αποδοχή	N;NOM;PL	N;NOM;FEM;PL
tulot	κέρδη	tulo	κέρδος	N;NOM;PL	N;NOM;NEUT;PL
tulot	εισπράξεις	tulo	εισπράξη	N;NOM;PL	N;NOM;FEM;PL
tulot	αποδείξεις	tulo	απόδειξη	N;NOM;PL	N;NOM;FEM;PL
tulot	έσοδα	tulo	έσοδο	N;NOM;PL	N;NOM;NEUT;PL
akateeminen	ακαδημαϊκή	akateeminen	ακαδημαϊκός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
teollinen	βιομηχανική	teollinen	βιομηχανικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
teollinen	βιομηχανικό	teollinen	βιομηχανικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
teollinen	βιομηχανικός	teollinen	βιομηχανικός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
hallitsijat	κυβερνήτες	hallitsija	κυβερνώ	N;NOM;PL	N;NOM;MASC;PL
johdanto	εισαγωγη	johdanto	εισαγωγή	N;NOM;SG	N;NOM;FEM;SG
johdanto	εισαγωγή	johdanto	εισαγωγή	N;NOM;SG	N;NOM;FEM;SG
ensisijainen	πρωτοβάθμια	ensisijainen	πρωτοβάθμιος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
iris	άιρις	iris	άιρις	N;NOM;SG	N
tomas	τομάς	tomas	τομάς	N;NOM;SG	N;NOM;MASC;SG
kerho	λέσχη	kerho	λέσχω	N;NOM;SG	N;NOM;FEM;SG
neutraali	ουδέτερη	neutraali	ούδετερος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
hai	καρχαρίας	hai	καρχαρία	N;NOM;SG	N;NOM;FEM;SG
hai	καρχαρία	hai	καρχαρία	N;NOM;SG	N;NOM;MASC;SG
sylvia	σίλβια	sylvä	σίλβια	N;NOM;SG	N;NOM;FEM;SG
sylvia	σύλβια	sylvä	σύλβια	N;NOM;SG	N;NOM;FEM;SG
este	εμπόδιο	este	εμπόδιο	N;NOM;SG	N;NOM;NEUT;SG
este	εμπόδιο	este	εμπόδιο	N;NOM;SG	N;NOM;NEUT;SG
este	φράγμα	este	φράγμα	N;NOM;SG	N;NOM;NEUT;SG
kori	αμάξωμα	kori	αμάξωμα	N;NOM;SG	N;NOM;NEUT;SG
