اتھاہ	깊게	اتھاہ	깊+게		
اُونٹ	카멜	اُونٹ	카멜		
اُونچ	높이	اُونچ	높이		
اوہ	서프라이즈	اوہ	서프라이즈		
اہا	원더	اہا	원더		
اہار	글루텐	اہار	글루텐		
اہار	푸드	اہار	푸드		
اہداف	타겟	اہداف	타산	N;NOM;MASC;SG;3	N
اَہل	마누라	اَہل	마누라		
اَہل	와이프	اَہل	와이프		
اَہل	fit	اَہل	fit		
اہلہ	오버플로우	اہلہ	오버플로우		
اہلہ	대지진	اہلہ	대지진		
اہلہ	대홍수	اہلہ	대홍수		
اہلہ	대홍수	اہلہ	대홍수		
اہلیت	능력	اہلیت	능력	N;NOM;MASC;SG;3	N
اہلیت	기술	اہلیت	기술	N;NOM;MASC;SG;3	N
اہلیت	실력	اہلیت	실력	N;NOM;MASC;SG;3	N
اہلیت	스킬	اہلیت	스키+ㄹ	N;NOM;MASC;SG;3	N
اہلیت	솜씨	اہلیت	솜씨	N;NOM;MASC;SG;3	N
اہلیت	능력	اہلیت	능력	N;NOM;MASC;SG;3	N
اہلیہ	아내	اہلیہ	아내	N;NOM;MASC;SG;3	N
ایزد	하느님	ایزد	하느님		
ایکا	음모론	ایکا	음모론		
ایکا	유니티	ایکا	유니티		
ایکا	음모론	ایکا	음모론		
ایکتا	동맹	ایک	동맹	N;NOM;MASC;SG;3	N
ایکتا	연맹	ایک	연맹	N;NOM;MASC;SG;3	N
ایکتا	연합	ایک	연합	N;NOM;MASC;SG;3	N
ایکتا	통일	ایک	통일	N;NOM;MASC;SG;3	N
ایکتا	단결	ایک	단결	N;NOM;MASC;SG;3	N
ایکتا	조화	ایک	조화	N;NOM;MASC;SG;3	N
ایلچی	대사	ایلچی	대사	N;NOM;MASC;SG;3	N
ایلچی	대표자	ایلچی	대표자	N;NOM;MASC;SG;3	N
ایلچی	외교관	ایلچی	외교관	N;NOM;MASC;SG;3	N
ایلچی	대사	ایلچی	대사	N;NOM;MASC;SG;3	N
ایلچی	특사	ایلچی	특사	N;NOM;MASC;SG;3	N
ایلچی	대표자	ایلچی	대표자	N;NOM;MASC;SG;3	N
ایلچی	외교관	ایلچی	외교관	N;NOM;MASC;SG;3	N
اینچ	당기	اینچ	당기		
اینچنا	끌기	اینچنا	끌+기	V;MASC;SG;NFIN;ACT	V
اینچنا	쓰기	اینچنا	쓰+기	V;MASC;SG;NFIN;ACT	V
اینچنا	글쓰기	اینچنا	글쓰기	V;MASC;SG;NFIN;ACT	V
اینچنا	그리기	اینچنا	그리+기	V;MASC;SG;NFIN;ACT	V
آب	밝기	آب	밝+기	N;NOM;MASC;SG;3	N
آب	평판	آب	평판	N;NOM;MASC;SG;3	N
آب	반짝	آب	반짝	N;NOM;MASC;SG;3	N
آب	주스	آب	주스	N;NOM;MASC;SG;3	N
آب	쥬스	آب	쥬스	N;NOM;MASC;SG;3	N
آب	명예	آب	명예	N;NOM;MASC;SG;3	N
آب	밝기	آب	밝+기	N;NOM;MASC;SG;3	N
آب	물이	آب	물+이	N;NOM;MASC;SG;3	N
آب	평판	آب	평판	N;NOM;MASC;SG;3	N
آب	반짝	آب	반짝	N;NOM;MASC;SG;3	N
آب	주스	آب	주스	N;NOM;MASC;SG;3	N
آب	쥬스	آب	쥬스	N;NOM;MASC;SG;3	N
آب	명예	آب	명예	N;NOM;MASC;SG;3	N
آبادی	인구순	آبادی	인구순	N;NOM;FEM;SG;3	N
آبادی	인구	آبادی	인구	N;NOM;FEM;SG;3	N
آبادی	생명	آبادی	생명	N;NOM;FEM;SG;3	N
آبادی	생활	آبادی	생활	N;NOM;FEM;SG;3	N
آبادی	인생	آبادی	인생	N;NOM;FEM;SG;3	N
آبادی	활동	آبادی	활동	N;NOM;FEM;SG;3	N
آباہن	인사말	آباہن	인사+말		
آباہن	환영	آباہن	환영		
آبشار	폭포	آبشار	폭포	N;NOM;MASC;SG;3	N
آپ	당신은	آپ	당신+은	PRO;ACC	PRO
آپ	당신	آپ	당신	PRO;ACC	PRO
آپس	브라더후드	آپس	브라더후드		
آپس	형제단	آپس	형제단		
آپس	박애	آپس	박애		
آتش	분노	آتش	분노	N;NOM;MASC;SG;3	N
آتش	사랑	آتش	사랑	N;NOM;MASC;SG;3	N
آتش	열정	آتش	열정	N;NOM;MASC;SG;3	N
آتش	화재	آتش	화재	N;NOM;MASC;SG;3	N
آتش	불화	آتش	불화	N;NOM;MASC;SG;3	N
آتش	분노	آتش	분노	N;NOM;MASC;SG;3	N
آتِشگیر	폭발물	آتِشگیر	폭발물	N;NOM;MASC;SG;3	N
آثار	증상	آثار	증상	N;NOM;MASC;SG;3	N
آثار	증세	آثار	증세	N;NOM;MASC;SG;3	N
آثار	기초	آثار	기초	N;NOM;MASC;SG;3	N
آثار	근거	آثار	근거	N;NOM;MASC;SG;3	N
آثار	기저	آثار	기저	N;NOM;MASC;SG;3	N
آثار	토큰	آثار	토크+ㄴ	N;NOM;MASC;SG;3	N
آثار	노출	آثار	노출	N;NOM;MASC;SG;3	N
آثار	자취	آثار	자취	N;NOM;MASC;SG;3	N
آثار	흔적	آثار	흔적	N;NOM;MASC;SG;3	N
آثار	영향	آثار	영향	N;NOM;MASC;SG;3	N
آثار	효과	آثار	효과	N;NOM;MASC;SG;3	N
آثاریات	고고학	آثاریات	고고학	N;NOM;MASC;PL;3	N
آج	지금	آج	지금	N;NOM;MASC;SG;3	N
آج	지금	آج	지금	N;NOM;MASC;SG;3	N
آج	오늘	آج	오늘	N;NOM;MASC;SG;3	N
آخر	최근	آخر	최근	N;NOM;MASC;SG;3	N
آخِریں	마지막	آخِر	마지막	N;NOM;MASC;PL;3	N
آخِریں	기말고사	آخِر	기말고사	N;NOM;MASC;PL;3	N
آخِریں	결승전	آخِر	결승전	N;NOM;MASC;PL;3	N
آخور	거절	آخور	거절		
آخور	쓸모없는	آخور	쓸모없+는		
آخور	안정	آخور	안정		
آخیر	라스트	آخیر	라스트		
آخیر	결론	آخیر	결론		
آخیر	파이널	آخیر	파이널		
آد	퍼스트	آد	퍼스트		
آداب	인사	آداب	인사	N;NOM;MASC;SG;3	N
آداب	예의	آداب	예의	N;NOM;MASC;SG;3	N
آداب	프로토콜	آداب	프로토콜	N;NOM;MASC;SG;3	N
آداب	예의	آداب	예의	N;NOM;MASC;SG;3	N
آداب	예의	آداب	예의	N;NOM;MASC;SG;3	N
آدر	시선	آدر	시선		
آدر	대접	آدر	대접		
آدرش	거울	آدرش	거울		
آدرش	미러	آدرش	미+러		
آدرش	상상	آدرش	상상		
آدرش	메시지	آدرش	메시지		
آدرش	메세지	آدرش	메세지		
آدرش	사인	آدرش	사인		
آدرش	aim	آدرش	aim		
آدمی	국민	آدمی	국민	N;NOM;MASC;SG;3	N
آدمی	사람	آدمی	사람	N;NOM;MASC;SG;3	N
آدمی	사람들	آدمی	사람+들	N;NOM;MASC;SG;3	N
آدمی	질량	آدمی	질량	N;NOM;MASC;SG;3	N
آدمی	남자	آدمی	남자	N;NOM;MASC;SG;3	N
آدمی	남성	آدمی	남성	N;NOM;MASC;SG;3	N
آدمی	사람	آدمی	사람	N;NOM;MASC;SG;3	N
آدمی	남편	آدمی	남편	N;NOM;MASC;SG;3	N
آدمی	국민	آدمی	국민	N;NOM;MASC;SG;3	N
آدمی	사람	آدمی	사람	N;NOM;MASC;SG;3	N
آدمی	사람들	آدمی	사람+들	N;NOM;MASC;SG;3	N
آدمی	질량	آدمی	질량	N;NOM;MASC;SG;3	N
آدمی	사람	آدمی	사람	N;NOM;MASC;SG;3	N
آدمی	남자	آدمی	남자	N;NOM;MASC;SG;3	N
آدمی	남성	آدمی	남성	N;NOM;MASC;SG;3	N
آدمی	사람	آدمی	사람	N;NOM;MASC;SG;3	N
آدمی	남편	آدمی	남편	N;NOM;MASC;SG;3	N
آدھ	절반	آدھ	절반		
آدھا	절반	آدھا	절반		
آذِین	장식	آذِین	장식	N;NOM;MASC;PL;3	N
آرائش	꽃이	آرائش	꽃+이	N;NOM;MASC;SG;3	N
آرائش	붕대	آرائش	붕대	N;NOM;MASC;SG;3	N
آرائش	장식	آرائش	장식	N;NOM;MASC;SG;3	N
آرائش	편곡	آرائش	편곡	N;NOM;MASC;SG;3	N
آرائش	꽃이	آرائش	꽃+이	N;NOM;MASC;SG;3	N
آرائش	붕대	آرائش	붕대	N;NOM;MASC;SG;3	N
آرائش	장식	آرائش	장식	N;NOM;MASC;SG;3	N
آرائش	장식	آرائش	장식	N;NOM;MASC;SG;3	N
آرائش	편곡	آرائش	편곡	N;NOM;MASC;SG;3	N
آرائی	편곡	آرائی	편곡	N;NOM;MASC;SG;3	N
آرد	식사	آرد	식사		
آرد	밀가루	آرد	밀가루		
آرمیدگی	위안부	آرمیدگی	위안부	N;NOM;MASC;SG;3	N
آڑ	보증	آڑ	보증	N;NOM;MASC;SG;3	N
آڑ	울타리	آڑ	울타리	N;NOM;MASC;SG;3	N
آڑ	수치	آڑ	수치	N;NOM;MASC;SG;3	N
آڑ	곡률	آڑ	곡률	N;NOM;MASC;SG;3	N
آڑ	보호	آڑ	보호	N;NOM;MASC;SG;3	N
آڑ	장애물	آڑ	장애물	N;NOM;MASC;SG;3	N
آڑ	보증	آڑ	보증	N;NOM;MASC;SG;3	N
آڑ	지원	آڑ	지원	N;NOM;MASC;SG;3	N
آڑ	후원	آڑ	후원	N;NOM;MASC;SG;3	N
آڑ	안전	آڑ	안전	N;NOM;MASC;SG;3	N
آڑ	안전성	آڑ	안전성	N;NOM;MASC;SG;3	N
آڑ	보증	آڑ	보증	N;NOM;MASC;SG;3	N
آڑ	울타리	آڑ	울타리	N;NOM;MASC;SG;3	N
آڑ	수치	آڑ	수치	N;NOM;MASC;SG;3	N
آڑ	곡률	آڑ	곡률	N;NOM;MASC;SG;3	N
آڑ	보호	آڑ	보호	N;NOM;MASC;SG;3	N
آڑ	장애물	آڑ	장애물	N;NOM;MASC;SG;3	N
آڑ	화면	آڑ	화면	N;NOM;MASC;SG;3	N
آڑ	보증	آڑ	보증	N;NOM;MASC;SG;3	N
آڑ	지원	آڑ	지원	N;NOM;MASC;SG;3	N
آڑ	후원	آڑ	후원	N;NOM;MASC;SG;3	N
آڑ	안전	آڑ	안전	N;NOM;MASC;SG;3	N
آڑ	안전성	آڑ	안전성	N;NOM;MASC;SG;3	N
آڑھ	숭어	آڑھ	숭+어		
آز	욕심	آز	욕심		
آزادی	해방	آزادی	해방	N;NOM;MASC;SG;3	N
آزادی	독립	آزادی	독립	N;NOM;MASC;SG;3	N
آزادی	독립운동	آزادی	독립+운동	N;NOM;MASC;SG;3	N
آزادی	해방	آزادی	해방	N;NOM;MASC;SG;3	N
آزادی	독립	آزادی	독립	N;NOM;MASC;SG;3	N
آزادی	독립운동	آزادی	독립+운동	N;NOM;MASC;SG;3	N
آزاری	고문	آزاری	고문	N;NOM;FEM;SG;3	N
آزاری	고문의	آزاری	고문+의	N;NOM;FEM;SG;3	N
آزُردگی	분노	آزُردگی	분노	N;NOM;MASC;SG;3	N
آزُردگی	슬픔	آزُردگی	슬픔	N;NOM;MASC;SG;3	N
آزُردگی	슬픔	آزُردگی	슬픔	N;NOM;MASC;SG;3	N
آزُقہ	푸드	آزُقہ	푸드		
آزمائش	시험	آزمائش	시험	N;NOM;MASC;SG;3	N
آزمائش	검사	آزمائش	검사	N;NOM;MASC;SG;3	N
آزمائش	재판	آزمائش	재판	N;NOM;MASC;SG;3	N
آزمائش	테스트	آزمائش	테스트	N;NOM;MASC;SG;3	N
آزمائش	시험	آزمائش	시험	N;NOM;MASC;SG;3	N
آزمائش	시험	آزمائش	시험	N;NOM;MASC;SG;3	N
آزمائش	검사	آزمائش	검사	N;NOM;MASC;SG;3	N
آس	근처	آس	근처		
آس	아동	آس	아동		
آس	믿음	آس	믿음		
آس	욕망	آس	욕망		
آس	욕망이	آس	욕망+이		
آس	신뢰	آس	신뢰		
آس	기대	آس	기대		
آس	소원	آس	소원		
آس	지지	آس	지+지		
آسان	쉬운	آسان	쉽+ㄴ	ADJ	ADJ
آسان	쉬워	آسان	쉽+어	ADJ	ADJ
آسان	아쉬운	آسان	아쉽+ㄴ	ADJ	ADJ
آسانی	시설	آسانی	시설	N;NOM;MASC;SG;3	N
آسائش	편의시설	آسائش	편의시설	N;NOM;MASC;SG;3	N
آسائش	위안부	آسائش	위안부	N;NOM;MASC;SG;3	N
آسرا	후퇴	آسرا	후퇴	N;NOM;MASC;SG;3	N
آسرا	신탁	آسرا	신탁	N;NOM;MASC;SG;3	N
آسرا	희망	آسرا	희망	N;NOM;MASC;SG;3	N
آسرا	신념	آسرا	신념	N;NOM;MASC;SG;3	N
آسرا	신앙	آسرا	신앙	N;NOM;MASC;SG;3	N
آسرا	자신감	آسرا	자신감	N;NOM;MASC;SG;3	N
آسمان	하늘	آسمان	하늘	N;NOM;MASC;SG;3	N
آسمان	하늘	آسمان	하늘	N;NOM;MASC;SG;3	N
آسمان	하늘	آسمان	하늘	N;NOM;MASC;SG;3	N
آشمال	호환	آشمال	호환	N	N
آشوب	두려움	آشوب	두려움		
آشوب	소란	آشوب	소란		
آغاز	출처	آغاز	출처	N;NOM;MASC;SG;3	N
آغاز	시작	آغاز	시작	N;NOM;MASC;SG;3	N
آغاز	출처	آغاز	출처	N;NOM;MASC;SG;3	N
آغاز	시작	آغاز	시작	N;NOM;MASC;SG;3	N
آغوش	포옹	آغوش	포옹	N;NOM;MASC;SG;3	N
آغوش	망명	آغوش	망명	N;NOM;MASC;SG;3	N
آفت	소음	آفت	소음	N;NOM;FEM;SG;3	N
آفت	슬픔	آفت	슬픔	N;NOM;FEM;SG;3	N
آفت	재난	آفت	재난	N;NOM;FEM;SG;3	N
آفت	재난	آفت	재난	N;NOM;FEM;SG;3	N
آفت	문제	آفت	문제	N;NOM;FEM;SG;3	N
آفتاب	햇빛	آفتاب	햇빛	N;NOM;MASC;SG;3	N
آفریں	찬양	آفر	찬양	N;NOM;MASC;PL;3	N
آقا	주인	آقا	주인		
آقا	마스터	آقا	마스터		
آقا	주인	آقا	주인		
آقا	마스터	آقا	마스터		
آقا	주님	آقا	주님		
آکاش	스카이	آکاش	스카이		
آگ	성욕	آگ	성욕	N;NOM;FEM;SG;3	N
آگ	반란	آگ	반란	N;NOM;FEM;SG;3	N
آگ	분노	آگ	분노	N;NOM;FEM;SG;3	N
آگ	분노	آگ	분노	N;NOM;FEM;SG;3	N
آگ	분노의	آگ	분노+의	N;NOM;FEM;SG;3	N
آگ	매독	آگ	매독	N;NOM;FEM;SG;3	N
آگ	열정	آگ	열정	N;NOM;FEM;SG;3	N
آگ	질투	آگ	질투	N;NOM;FEM;SG;3	N
آگ	증오	آگ	증오	N;NOM;FEM;SG;3	N
آگ	혐오	آگ	혐오	N;NOM;FEM;SG;3	N
آگ	열정	آگ	열정	N;NOM;FEM;SG;3	N
آگ	화재	آگ	화재	N;NOM;FEM;SG;3	N
آگ	불화	آگ	불화	N;NOM;FEM;SG;3	N
آگ	열정	آگ	열정	N;NOM;FEM;SG;3	N
آگاہی	통찰력	آگاہی	통찰력	N;NOM;MASC;SG;3	N
آگاہی	정보	آگاہی	정보	N;NOM;MASC;SG;3	N
آگاہی	지식인	آگاہی	지식인	N;NOM;MASC;SG;3	N
آگاہی	지식	آگاہی	지식	N;NOM;MASC;SG;3	N
آگاہی	인식	آگاہی	인식	N;NOM;MASC;SG;3	N
آگاہی	통찰력	آگاہی	통찰력	N;NOM;MASC;SG;3	N
آگاہی	정보	آگاہی	정보	N;NOM;MASC;SG;3	N
آگاہی	지식인	آگاہی	지식인	N;NOM;MASC;SG;3	N
آگاہی	지식	آگاہی	지식	N;NOM;MASC;SG;3	N
آگم	이스트	آگم	이스트		
آگم	동쪽	آگم	동+쪽		
آگم	인수	آگم	인수		
آگہی	인식	آگہی	인식	N;NOM;MASC;SG;3	N
آگے	반대로	آگے	반대+로	ADV;NOM;MASC;SG;3	ADV
آگے	전에	آگے	전+에	ADV;NOM;MASC;SG;3	ADV
آگے	반대로	آگے	반대+로	ADV;NOM;MASC;SG;3	ADV
آلا	틈새	آلا	틈새		
آلا	갱스터	آلا	갱스터		
آلا	발라드	آلا	발라드		
آلات	악기	آلہ	악기	N;NOM;MASC;PL;3	N
آلات	인스트루먼트	آلہ	인스트프랑트	N;NOM;MASC;PL;3	N
آلات	도구	آلہ	도구	N;NOM;MASC;PL;3	N
آلات	기기	آلہ	기기	N;NOM;MASC;PL;3	N
آلات	장치	آلہ	장치	N;NOM;MASC;PL;3	N
آلات	가젯	آلہ	가젯	N;NOM;MASC;PL;3	N
آلات	장비	آلہ	장비	N;NOM;MASC;PL;3	N
آلات	구현	آلہ	구현	N;NOM;MASC;PL;3	N
آلات	가전제품	آلہ	가전+제품	N;NOM;MASC;PL;3	N
آلام	고민	آلام	고민		
آلس	게으름	آلس	게으름		
آلکس	무기력	آلکس	무기력		
آلود	오염	آلود	오염	N;NOM;MASC;SG;3	N
آلہ	악기	آلہ	악기	N;NOM;MASC;SG;3	N
آلہ	계기	آلہ	계기	N;NOM;MASC;SG;3	N
آلہ	무기	آلہ	무기	N;NOM;MASC;SG;3	N
آلہ	공구	آلہ	공구	N;NOM;MASC;SG;3	N
آلہ	도구	آلہ	도구	N;NOM;MASC;SG;3	N
آلہ	구현	آلہ	구현	N;NOM;MASC;SG;3	N
آلہ	어플	آلہ	어플	N;NOM;MASC;SG;3	N
آلہ	악기	آلہ	악기	N;NOM;MASC;SG;3	N
آلہ	계기	آلہ	계기	N;NOM;MASC;SG;3	N
آلہ	무기	آلہ	무기	N;NOM;MASC;SG;3	N
آلہ	공구	آلہ	공구	N;NOM;MASC;SG;3	N
آلہ	도구	آلہ	도구	N;NOM;MASC;SG;3	N
آلہ	구현	آلہ	구현	N;NOM;MASC;SG;3	N
آمادگی	대비	آمادگی	대비	N;NOM;MASC;SG;3	N
آمادگی	대비	آمادگی	대비	N;NOM;MASC;SG;3	N
آمد	입국	آمد	입국	N;NOM;MASC;SG;3	N
آمد	도착	آمد	도착	N;NOM;MASC;SG;3	N
آمد	수익	آمد	수익	N;NOM;MASC;SG;3	N
آمد	접근법	آمد	접근법	N;NOM;MASC;SG;3	N
آمد	접근	آمد	접근	N;NOM;MASC;SG;3	N
آمد	접속	آمد	접속	N;NOM;MASC;SG;3	N
آمد	접근	آمد	접근	N;NOM;MASC;SG;3	N
آمد	액세스	آمد	액세스	N;NOM;MASC;SG;3	N
آمد	항목	آمد	항목	N;NOM;MASC;SG;3	N
آمد	영수증	آمد	영수증	N;NOM;MASC;SG;3	N
آمد	영감	آمد	영감	N;NOM;MASC;SG;3	N
آمد	영감을	آمد	영감+을	N;NOM;MASC;SG;3	N
آمد	입국	آمد	입국	N;NOM;MASC;SG;3	N
آمد	도착	آمد	도착	N;NOM;MASC;SG;3	N
آمد	수익	آمد	수익	N;NOM;MASC;SG;3	N
آمد	수신	آمد	수신	N;NOM;MASC;SG;3	N
آمد	접근법	آمد	접근법	N;NOM;MASC;SG;3	N
آمد	접근	آمد	접근	N;NOM;MASC;SG;3	N
آمد	접속	آمد	접속	N;NOM;MASC;SG;3	N
آمد	접근	آمد	접근	N;NOM;MASC;SG;3	N
آمد	액세스	آمد	액세스	N;NOM;MASC;SG;3	N
آمد	항목	آمد	항목	N;NOM;MASC;SG;3	N
آمد	소득	آمد	소득	N;NOM;MASC;SG;3	N
آمد	수입	آمد	수입	N;NOM;MASC;SG;3	N
آمد	영수증	آمد	영수증	N;NOM;MASC;SG;3	N
آمد	영감	آمد	영감	N;NOM;MASC;SG;3	N
آمد	영감을	آمد	영감+을	N;NOM;MASC;SG;3	N
آمدن	입국	آمدن	입국	N;NOM;MASC;SG;3	N
آمدن	도착	آمدن	도착	N;NOM;MASC;SG;3	N
آمدن	출시	آمدن	출시	N;NOM;MASC;SG;3	N
آمدن	소득	آمدن	소득	N;NOM;MASC;SG;3	N
آمدن	수입	آمدن	수입	N;NOM;MASC;SG;3	N
آمدنی	수익	آمدنی	수익	N;NOM;FEM;SG;3	N
آمدنی	영수증	آمدنی	영수증	N;NOM;FEM;SG;3	N
آمدنی	수익	آمدنی	수익	N;NOM;FEM;SG;3	N
آمدنی	소득	آمدنی	소득	N;NOM;FEM;SG;3	N
آمدنی	수입	آمدنی	수입	N;NOM;FEM;SG;3	N
آمدنی	영수증	آمدنی	영수증	N;NOM;FEM;SG;3	N
آمیزش	혼합물	آمیزش	혼합물	N;NOM;MASC;SG;3	N
آمیزش	반죽	آمیزش	반죽	N;NOM;MASC;SG;3	N
آمیزش	기질	آمیزش	기질	N;NOM;MASC;SG;3	N
آمیزش	믹싱	آمیزش	믹싱	N;NOM;MASC;SG;3	N
آنا	떨어뜨리기	آ	떨어뜨리+기	V;MASC;SG;NFIN;ACT	V
آنا	도달하기	آ	도달+하+기	V;MASC;SG;NFIN;ACT	V
آنا	도착하다	آ	도착+하+다	V;MASC;SG;NFIN;ACT	V
آنا	떨어뜨리기	آ	떨어뜨리+기	V;MASC;SG;NFIN;ACT	V
آنا	도달하기	آ	도달+하+기	V;MASC;SG;NFIN;ACT	V
آنا	도착하다	آ	도착+하+다	V;MASC;SG;NFIN;ACT	V
آنت	창자	آنت	창자	N;NOM;FEM;SG;3	N
آنچ	재판	آنچ	재판	N;NOM;MASC;SG;3	N
آنچ	섬광	آنچ	섬광	N;NOM;MASC;SG;3	N
آنچ	열정	آنچ	열정	N;NOM;MASC;SG;3	N
آنچ	화재	آنچ	화재	N;NOM;MASC;SG;3	N
آنچ	불화	آنچ	불화	N;NOM;MASC;SG;3	N
آنچ	애정	آنچ	애정	N;NOM;MASC;SG;3	N
آنچو	라즈베리	آنچو	라즈베리		
آند	암흑	آند	암흑		
آندھی	사이클론	آندھی	사이클론	N;NOM;MASC;SG;3	N
آندھی	강풍	آندھی	강풍	N;NOM;MASC;SG;3	N
آندھی	사이클론	آندھی	사이클론	N;NOM;MASC;SG;3	N
آندھی	강풍	آندھی	강풍	N;NOM;MASC;SG;3	N
آنڈ	고환	آنڈ	고환		
آنک	곡선	آنک	곡선		
آنک	판단	آنک	판단		
آنکنا	측도	آنکنا	측도		
آنکھ	의견	آنکھ	의견	N;NOM;MASC;SG;3	N
آنکھ	어린이들	آنکھ	어린이+들	N;NOM;MASC;SG;3	N
آنکھ	자녀	آنکھ	자녀	N;NOM;MASC;SG;3	N
آنکھ	어린이	آنکھ	어린이	N;NOM;MASC;SG;3	N
آنکھ	아이들	آنکھ	아이+들	N;NOM;MASC;SG;3	N
آنکھ	추정치	آنکھ	추정치	N;NOM;MASC;SG;3	N
آنکھ	추정	آنکھ	추정	N;NOM;MASC;SG;3	N
آنکھ	존경	آنکھ	존경	N;NOM;MASC;SG;3	N
آنکھ	존중	آنکھ	존중	N;NOM;MASC;SG;3	N
آنکھ	힌트	آنکھ	힌트	N;NOM;MASC;SG;3	N
آنکھ	몸짓	آنکھ	몸짓	N;NOM;MASC;SG;3	N
آنکھ	제스처	آنکھ	제스처	N;NOM;MASC;SG;3	N
آنکھ	표정	آنکھ	표정	N;NOM;MASC;SG;3	N
آنکھ	희망	آنکھ	희망	N;NOM;MASC;SG;3	N
آواز	언어	آواز	언어	N;NOM;FEM;SG;3	N
آواز	통화	آواز	통화	N;NOM;FEM;SG;3	N
آواز	전화	آواز	전화	N;NOM;FEM;SG;3	N
آواز	호출	آواز	호출	N;NOM;FEM;SG;3	N
آواز	목소리	آواز	목소리	N;NOM;FEM;SG;3	N
آواز	음성	آواز	음성	N;NOM;FEM;SG;3	N
آواز	선언	آواز	선언	N;NOM;FEM;SG;3	N
آواز	발표	آواز	발표	N;NOM;FEM;SG;3	N
آواز	공지	آواز	공지	N;NOM;FEM;SG;3	N
آواز	공지사항	آواز	공지+사항	N;NOM;FEM;SG;3	N
آواز	언어	آواز	언어	N;NOM;FEM;SG;3	N
آواز	소음	آواز	소음	N;NOM;FEM;SG;3	N
آواز	통화	آواز	통화	N;NOM;FEM;SG;3	N
آواز	전화	آواز	전화	N;NOM;FEM;SG;3	N
آواز	호출	آواز	호출	N;NOM;FEM;SG;3	N
آواز	소리	آواز	소리	N;NOM;FEM;SG;3	N
آواز	목소리	آواز	목소리	N;NOM;FEM;SG;3	N
آواز	음성	آواز	음성	N;NOM;FEM;SG;3	N
آواز	선언	آواز	선언	N;NOM;FEM;SG;3	N
آواز	발표	آواز	발표	N;NOM;FEM;SG;3	N
آواز	공지	آواز	공지	N;NOM;FEM;SG;3	N
آواز	공지사항	آواز	공지+사항	N;NOM;FEM;SG;3	N
آویز	첨부	آویز	첨부		
آویزش	갈등	آویزش	갈등	N;NOM;MASC;SG;3	N
آویزش	갈등이	آویزش	갈등+이	N;NOM;MASC;SG;3	N
آویزش	충돌	آویزش	충돌	N;NOM;MASC;SG;3	N
آویزش	분쟁	آویزش	분쟁	N;NOM;MASC;SG;3	N
آہار	푸드	آہار	푸드		
آہنگ	목적	آہنگ	목적	N;NOM;MASC;SG;3	N
آہنگ	음악	آہنگ	음악	N;NOM;MASC;SG;3	N
آہنگ	뮤직	آہنگ	뮤직	N;NOM;MASC;SG;3	N
آہنگ	소리	آہنگ	소리	N;NOM;MASC;SG;3	N
آہنگ	대칭	آہنگ	대칭	N;NOM;MASC;SG;3	N
آہنگ	목소리	آہنگ	목소리	N;NOM;MASC;SG;3	N
آہنگ	음성	آہنگ	음성	N;NOM;MASC;SG;3	N
آہنگ	수단	آہنگ	수단	N;NOM;MASC;SG;3	N
آہنگ	메서드	آہنگ	메서드	N;NOM;MASC;SG;3	N
آہنگ	방법	آہنگ	방법	N;NOM;MASC;SG;3	N
آہنگ	메소드	آہنگ	메소드	N;NOM;MASC;SG;3	N
آہنگ	목적	آہنگ	목적	N;NOM;MASC;SG;3	N
آہنگ	음악	آہنگ	음악	N;NOM;MASC;SG;3	N
آہنگ	뮤직	آہنگ	뮤직	N;NOM;MASC;SG;3	N
آہنگ	소리	آہنگ	소리	N;NOM;MASC;SG;3	N
آہنگ	대칭	آہنگ	대칭	N;NOM;MASC;SG;3	N
آہنگ	목소리	آہنگ	목소리	N;NOM;MASC;SG;3	N
آہنگ	음성	آہنگ	음성	N;NOM;MASC;SG;3	N
آہنگ	조화	آہنگ	조화	N;NOM;MASC;SG;3	N
آہنگ	수단	آہنگ	수단	N;NOM;MASC;SG;3	N
آہنگ	메서드	آہنگ	메서드	N;NOM;MASC;SG;3	N
آہنگ	방법	آہنگ	방법	N;NOM;MASC;SG;3	N
آہنگ	메소드	آہنگ	메소드	N;NOM;MASC;SG;3	N
آہنی	강한	آہنی	강하+ㄴ	ADJ	ADJ
آئل	석유	آئل	석유	N;NOM;MASC;SG;3	N
آئنہ	거울	آئنہ	거울		
آئنہ	미러	آئنہ	미+러		
آئی	받았습니다	آ	받+았+습니다	V;PFV;FEM;SG;V.PTCP;ACT	V
آئی	받은	آ	받+ㄴ	V;PFV;FEM;SG;V.PTCP;ACT	V
آئین	수단	آئین	수단	N;NOM;MASC;SG;3	N
آئین	메서드	آئین	메서드	N;NOM;MASC;SG;3	N
آئین	방법	آئین	방법	N;NOM;MASC;SG;3	N
آئین	메소드	آئین	메소드	N;NOM;MASC;SG;3	N
آئین	사용법	آئین	사용법	N;NOM;MASC;SG;3	N
آئین	사용량	آئین	사용량	N;NOM;MASC;SG;3	N
آئین	사용	آئین	사용	N;NOM;MASC;SG;3	N
آئین	법칙	آئین	법칙	N;NOM;MASC;SG;3	N
آئین	법률	آئین	법률	N;NOM;MASC;SG;3	N
آئین	법학	آئین	법학	N;NOM;MASC;SG;3	N
آئین	헌법	آئین	헌법	N;NOM;MASC;SG;3	N
آئین	규제	آئین	규제	N;NOM;MASC;SG;3	N
آئین	규정	آئین	규정	N;NOM;MASC;SG;3	N
