この	cette	この	ce	DET	DET;FEM;SG
灯台	balise	灯台	balise	N	N;FEM;SG
グレード	grade	グレード	grade	N	N;MASC;SG
カラオケ	karaoké	カラオケ	karaoké	N	N;MASC;SG
カラオケ	karaoke	カラオケ	karaoke	N	N;MASC;SG
ライオン	lion	ライオン	lion	N	N;MASC;SG
ライオン	lionne	ライオン	lionne	N	N;FEM;SG
ライオン	lions	ライオン	lion	N	N;MASC;PL
探検	explorant	探検	explorer	V	V;PRS;V.PTCP
探検	explorer	探検	explorer	V	V;NFIN
探検	découvrir	探検	découvrir	V	V;NFIN
探検	explorer	探検	explorer	V	V;NFIN
突然	subitement	突然	subitement	ADV	ADV
突然	soudainement	突然	soudainement	ADV	ADV
突然	soudain	突然	soudain	ADV	ADV
ビーム	poutre	ビーム	poutre	N	N;FEM;SG
ビーム	rayon	ビーム	rayon	N	N;MASC;SG
ビーム	faisceau	ビーム	faisceau	N	N;MASC;SG
正義	justice	正義	justice	N	N;FEM;SG
少数	minorité	少数	minorité	N	N;FEM;SG
アプリ	application	アプリ	application	N	N;FEM;SG
アプリ	app	アプリ	app	N	N;FEM;SG
アプリ	appli	アプリ	appli	N	N;FEM;SG
アプリ	applications	アプリ	application	N	N;FEM;PL
アプリ	apps	アプリ	apps	N	N;FEM;PL
ランプ	lampe	ランプ	lampe	N	N;FEM;SG
ランプ	rampe	ランプ	rampe	N	N;FEM;SG
ランプ	bretelle	ランプ	bretelle	N	N;FEM;SG
運命	destin	運命	destin	N	N;MASC;SG
運命	fatalité	運命	fatalité	N	N;FEM;SG
運命	destin	運命	destin	N	N;MASC;SG
海賊	piratage	海賊	piratage	N	N;MASC;SG
海賊	piraterie	海賊	piraterie	N	N;FEM;SG
海賊	pirate	海賊	pirate	N	N;MASC;SG
海賊	pirates	海賊	pirate	N	N;MASC;PL
海賊	pirates	海賊	pirate	N	N;MASC;PL
タッチ	touch	タッチ	touch	N	N;MASC;SG
タッチ	touche	タッチ	touche	N	N;FEM;SG
概要	aperçu	概要	aperçu	N	N;MASC;SG
成分	composants	成分	composant	N	N;MASC;PL
成分	ingrédients	成分	ingrédient	N	N;MASC;PL
成分	ingrédient	成分	ingrédient	N	N;MASC;SG
紛争	conflits	紛争	conflit	N	N;MASC;PL
紛争	conflit	紛争	conflit	N	N;MASC;SG
紛争	contentieux	紛争	contentieux	N	N;MASC;SG
紛争	litiges	紛争	litige	N	N;MASC;PL
紛争	conflits	紛争	conflit	N	N;MASC;PL
紛争	différends	紛争	différend	N	N;MASC;PL
紛争	conflits	紛争	conflit	N	N;MASC;PL
紛争	conflit	紛争	conflit	N	N;MASC;SG
ジャーナリスト	journaliste	ジャーナリスト	journaliste	N	N;MASC;SG
ジャーナリスト	journalistes	ジャーナリスト	journaliste	N	N;MASC;PL
リズム	rythmes	リズム	rythme	N	N;MASC;PL
リズム	rythme	リズム	rythme	N	N;MASC;SG
シャン	dja	シャン	dja	N	N;MASC;SG
美しい	beau	美しい	beau	ADJ	ADJ;MASC;SG
美しい	superbe	美しい	superbe	ADJ	ADJ;MASC;SG
美しい	magnifiques	美しい	magnifique	ADJ	ADJ;MASC;PL
美しい	magnifique	美しい	magnifique	ADJ	ADJ;MASC;SG
美しい	belle	美しい	beau	ADJ	ADJ;FEM;SG
フェリー	ferry	フェリー	ferry	N	N;MASC;SG
フェリー	traversier	フェリー	traversier	N	N;MASC;SG
フェリー	traversiers	フェリー	traversier	N	N;MASC;PL
フェリー	bacs	フェリー	bac	N	N;MASC;PL
フェリー	ferries	フェリー	ferrie	N	N;FEM;PL
フェリー	transbordeurs	フェリー	transbordeur	N	N;MASC;PL
フェリー	traversiers	フェリー	traversier	N	N;MASC;PL
フットボール	football	フットボール	football	N	N;MASC;SG
地形	topographie	地形	topographie	N	N;FEM;SG
地形	terrain	地形	terrain	N	N;MASC;SG
財産	biens	財産	bien	N	N;MASC;PL
財産	propriété	財産	propriété	N	N;FEM;SG
広報	publicité	広報	publicité	N	N;FEM;SG
功績	réussites	功績	réussite	N	N;FEM;PL
功績	accomplissements	功績	accomplissement	N	N;MASC;PL
功績	réalisations	功績	réalisation	N	N;FEM;PL
功績	accomplissement	功績	accomplissement	N	N;MASC;SG
コスト	coût	コスト	coût	N	N;MASC;SG
コスト	coûts	コスト	coût	N	N;MASC;PL
コスト	coûts	コスト	coût	N	N;MASC;PL
ミドル	milieu	ミドル	milieu	N	N;MASC;SG
財務	financement	財務	financement	N	N;MASC;SG
財務	finances	財務	finance	N	N;FEM;PL
財務	finance	財務	finance	N	N;FEM;SG
変形	déformée	変形	déformer	V	V;FEM;SG;PST;V.PTCP
変形	déformé	変形	déformer	V	V;MASC;SG;PST;V.PTCP
変形	transformer	変形	transformer	V	V;NFIN
変形	transforme	変形	transformer	V	V;IND;SG;3;PRS;FIN
診断	diagnostiquer	診断	diagnostiquer	V	V;NFIN
パネル	panneaux	パネル	panneau	N	N;MASC;PL
パネル	panneau	パネル	panneau	N	N;MASC;SG
パネル	panel	パネル	panel	N	N;MASC;SG
マンガ	manga	マンガ	manga	N	N;MASC;SG
マンガ	mangas	マンガ	manga	N	N;MASC;PL
キャップ	casquette	キャップ	casquette	N	N;FEM;SG
キャップ	pac	キャップ	pac	N	N;FEM;SG
キャップ	cap	キャップ	cap	N	N;MASC;SG
キャップ	capuchon	キャップ	capuchon	N	N;MASC;SG
キック	kick	キック	kick	N	N;MASC;SG
正しい	exact	正しい	exact	ADJ	ADJ;MASC;SG
正しい	correct	正しい	correct	ADJ	ADJ;MASC;SG
正しい	correcte	正しい	correct	ADJ	ADJ;FEM;SG
通貨	monnaie	通貨	monnaie	N	N;FEM;SG
通貨	devise	通貨	devise	N	N;FEM;SG
通貨	monnaies	通貨	monnaie	N	N;FEM;PL
通貨	devises	通貨	devise	N	N;FEM;PL
通貨	devises	通貨	devise	N	N;FEM;PL
通貨	monnaies	通貨	monnaie	N	N;FEM;PL
庭園	jardins	庭園	jardin	N	N;MASC;PL
庭園	jardin	庭園	jardin	N	N;MASC;SG
庭園	jardins	庭園	jardin	N	N;MASC;PL
クエスト	quest	クエスト	quest	N	N;MASC;SG
クエスト	quête	クエスト	quête	N	N;FEM;SG
クエスト	quêtes	クエスト	quête	N	N;FEM;PL
モーター	moteur	モーター	moteur	N	N;MASC;SG
圧縮	comprimer	圧縮	comprimer	V	V;NFIN
圧縮	compresser	圧縮	compresser	V	V;NFIN
圧縮	compressé	圧縮	compresser	V	V;MASC;SG;PST;V.PTCP
圧縮	comprimé	圧縮	comprimer	V	V;MASC;SG;PST;V.PTCP
月間	mois	月間	mois	N	N;MASC;SG
夕方	soirée	夕方	soirée	N	N;FEM;SG
夕方	soir	夕方	soir	N	N;MASC;SG
肖像	portrait	肖像	portrait	N	N;MASC;SG
役員	officiers	役員	officier	N	N;MASC;PL
役員	officier	役員	officier	N	N;MASC;SG
勉強	étudier	勉強	étudier	V	V;NFIN
勉強	étudier	勉強	étudier	V	V;NFIN
式典	cérémonie	式典	cérémonie	N	N;FEM;SG
奇跡	miracles	奇跡	miracle	N	N;MASC;PL
奇跡	miracles	奇跡	miracle	N	N;MASC;PL
奇跡	miracle	奇跡	miracle	N	N;MASC;SG
バード	oiseau	バード	oiseau	N	N;MASC;SG
バード	oiseaux	バード	oiseau	N	N;MASC;PL
ストーン	pierre	ストーン	pierre	N	N;FEM;SG
ストーン	pierres	ストーン	pierre	N	N;FEM;PL
受信	reçois	受信	recevoir	V	V;IND;SG;1;PRS;FIN
受信	reçoivent	受信	recevoir	V	V;IND;PL;3;PRS;FIN
受信	recevez	受信	recevoir	V	V;IMP;PL;2;PRS;FIN
受信	recevoir	受信	recevoir	V	V;NFIN
受信	reçu	受信	recevoir	V	V;MASC;SG;PST;V.PTCP
受信	reçues	受信	recevoir	V	V;FEM;PL;PST;V.PTCP
受信	reçus	受信	recevoir	V	V;MASC;PL;PST;V.PTCP
受信	reçue	受信	recevoir	V	V;FEM;SG;PST;V.PTCP
受信	recevant	受信	recevoir	V	V;PRS;V.PTCP
受信	recevoir	受信	recevoir	V	V;NFIN
受信	entrant	受信	entrer	V	V;PRS;V.PTCP
農林	forestier	農林	forestier	N	N;MASC;SG
農林	forêts	農林	forêt	N	N;FEM;PL
農林	foresterie	農林	foresterie	N	N;FEM;SG
農林	sylviculture	農林	sylviculture	N	N;FEM;SG
甲板	pont	甲板	pont	N	N;MASC;SG
事務局	bureaux	事務局	bureau	N	N;MASC;PL
事務局	bureau	事務局	bureau	N	N;MASC;SG
事務局	secrétariat	事務局	secrétariat	N	N;MASC;SG
ムービー	film	ムービー	film	N	N;MASC;SG
オプション	options	オプション	option	N	N;FEM;PL
オプション	option	オプション	option	N	N;FEM;SG
業績	réussites	業績	réussite	N	N;FEM;PL
業績	accomplissements	業績	accomplissement	N	N;MASC;PL
業績	réalisations	業績	réalisation	N	N;FEM;PL
橋梁	viaduc	橋梁	viaduc	N	N;MASC;SG
依存	dépendant	依存	dépendre	V	V;PRS;V.PTCP
アプリケーション	application	アプリケーション	application	N	N;FEM;SG
アプリケーション	candidature	アプリケーション	candidature	N	N;FEM;SG
アプリケーション	applications	アプリケーション	application	N	N;FEM;PL
アプリケーション	demandes	アプリケーション	demande	N	N;FEM;PL
捕手	receveur	捕手	receveur	N	N;MASC;SG
ミラー	meunier	ミラー	meunier	N	N;MASC;SG
ミラー	miroir	ミラー	miroir	N	N;MASC;SG
ミラー	miroirs	ミラー	miroir	N	N;MASC;PL
バレエ	ballet	バレエ	ballet	N	N;MASC;SG
広い	large	広い	large	ADJ	ADJ;MASC;SG
モノ	choses	モノ	chose	N	N;FEM;PL
モノ	mono	モノ	mono	N	N;MASC;SG
打ち上げ	lancer	打ち上げる	lancer	V	V;NFIN
打ち上げ	lancez	打ち上げる	lancer	V	V;IMP;PL;2;PRS;FIN
決める	décide	決める	décider	V	V;IND;SG;3;PRS;FIN
決める	décider	決める	décider	V	V;NFIN
決める	décide	決める	décider	V	V;IND;SG;3;PRS;FIN
決める	décident	決める	décider	V	V;IND;PL;3;PRS;FIN
決める	décidez	決める	décider	V	V;IMP;PL;2;PRS;FIN
支社	succursale	支社	succursal	N	N;FEM;SG
支社	branche	支社	branche	N	N;FEM;SG
支社	embranchement	支社	embranchement	N	N;MASC;SG
省略	omis	省略	omi	V	V;MASC;SG;PST;V.PTCP
省略	omettre	省略	omettre	V	V;NFIN
省略	omettre	省略	omettre	V	V;NFIN
サークル	cercles	サークル	cercle	N	N;MASC;PL
サークル	cercle	サークル	cercle	N	N;MASC;SG
犠牲	sacrifié	犠牲	sacrifier	V	V;MASC;SG;PST;V.PTCP
犠牲	sacrifier	犠牲	sacrifier	V	V;NFIN
パフォーマンス	performance	パフォーマンス	performance	N	N;FEM;SG
パフォーマンス	performances	パフォーマンス	performance	N	N;FEM;PL
パフォーマンス	rendement	パフォーマンス	rendement	N	N;MASC;SG
ファイト	lutte	ファイト	lutte	N	N;FEM;SG
ファイト	combat	ファイト	combat	N	N;MASC;SG
ファイト	bagarre	ファイト	bagarre	N	N;FEM;SG
奉行	magistrat	奉行	magistrat	N	N;MASC;SG
奉行	magistrats	奉行	magistrat	N	N;MASC;PL
奉行	magistrature	奉行	magistrature	N	N;FEM;SG
おそらく	surement	おそらく	surement	ADV	ADV
おそらく	probablement	おそらく	probablement	ADV	ADV
おそらく	sûrement	おそらく	sûrement	ADV	ADV
ショット	coup	ショット	coup	N	N;MASC;SG
ショット	shot	ショット	shot	N	N;MASC;SG
ショット	tir	ショット	tir	N	N;MASC;SG
ショット	coups	ショット	coup	N	N;MASC;PL
若者	jeunesse	若者	jeunesse	N	N;FEM;SG
兵隊	soldat	兵隊	soldat	N	N;MASC;SG
間隔	intervalles	間隔	intervalle	N	N;MASC;PL
間隔	intervalle	間隔	intervalle	N	N;MASC;SG
間隔	entracte	間隔	entract	N	N;MASC;SG
間隔	intervalles	間隔	intervalle	N	N;MASC;PL
間隔	interligne	間隔	interligner	N	N;MASC;SG
間隔	espacement	間隔	espacement	N	N;MASC;SG
生きる	vivant	生きる	vivre	V	V;PRS;V.PTCP
生きる	vivre	生きる	vivre	V	V;NFIN
力士	rikishi	力士	rikishi	N	N;MASC;SG
全般	généralités	全般	généralité	N	N;FEM;PL
全般	général	全般	général	N	N;MASC;SG
応募	postuler	応募	postuler	V	V;NFIN
応募	appliquer	応募	appliquer	V	V;NFIN
応募	appliquez	応募	appliquer	V	V;IMP;PL;2;PRS;FIN
リスク	risques	リスク	risque	N	N;MASC;PL
リスク	risque	リスク	risque	N	N;MASC;SG
リスク	risques	リスク	risque	N	N;MASC;PL
割合	proportions	割合	proportion	N	N;FEM;PL
割合	proportion	割合	proportion	N	N;FEM;SG
割合	pourcentages	割合	pourcentage	N	N;MASC;PL
割合	pourcentage	割合	pourcentage	N	N;MASC;SG
割合	pourcent	割合	pouvoir	N	N;MASC;SG
割合	pourcentage	割合	pourcentage	N	N;MASC;SG
プリンセス	princesse	プリンセス	princesse	N	N;FEM;SG
プリンセス	princesses	プリンセス	princesse	N	N;FEM;PL
プリンセス	princesses	プリンセス	princesse	N	N;FEM;PL
チェス	échecs	チェス	échec	N	N;MASC;PL
チェス	echec	チェス	echec	N	N;MASC;SG
気持ち	sentiments	気持ち	sentiment	N	N;MASC;PL
むしろ	plutôt	むしろ	plutôt	ADV	ADV
軍隊	armée	軍隊	armée	N	N;FEM;SG
軍隊	armée	軍隊	armée	N	N;FEM;SG
無効	vide	無効	vide	ADJ	ADJ;MASC;SG
無効	invalide	無効	invalide	ADJ	ADJ;MASC;SG
行事	évènements	行事	évènement	N	N;MASC;PL
行事	evénements	行事	evénement	N	N;MASC;PL
行事	evenements	行事	evenement	N	N;MASC;PL
行事	événements	行事	événement	N	N;MASC;PL
行事	évènement	行事	évènement	N	N;MASC;SG
行事	événement	行事	événement	N	N;MASC;SG
行事	evénement	行事	evénement	N	N;MASC;SG
提唱	prôné	提唱	prôner	V	V;MASC;SG;PST;V.PTCP
提唱	préconisé	提唱	préconiser	V	V;MASC;SG;PST;V.PTCP
競争	compétition	競争	compétition	N	N;FEM;SG
競争	concurrence	競争	concurrence	N	N;FEM;SG
競争	concours	競争	concours	N	N;MASC;SG
双子	jumeau	双子	jumeau	N	N;MASC;SG
双子	jumeaux	双子	jumeau	N	N;MASC;PL
双子	jumelles	双子	jumeau	N	N;FEM;PL
双子	jumelles	双子	jumeau	N	N;FEM;PL
双子	jumeaux	双子	jumeau	N	N;MASC;PL
ビジョン	vision	ビジョン	vision	N	N;FEM;SG
疾患	maladie	疾患	maladie	N	N;FEM;SG
疾患	affections	疾患	affection	N	N;FEM;PL
パーツ	pièces	パーツ	pièce	N	N;FEM;PL
パーツ	parties	パーツ	partie	N	N;FEM;PL
ローン	emprunt	ローン	emprunt	N	N;MASC;SG
ローン	emprunts	ローン	emprunt	N	N;MASC;PL
ローン	crédits	ローン	crédit	N	N;MASC;PL
トイレ	toilettes	トイレ	toilette	N	N;FEM;PL
トイレ	wc	トイレ	wc	N	N;MASC;SG
トイレ	toilette	トイレ	toilette	N	N;FEM;SG
トイレ	toilettes	トイレ	toilette	N	N;FEM;PL
トイレ	wc	トイレ	wc	N	N;MASC;SG
リスナー	auditeur	リスナー	auditeur	N	N;MASC;SG
リスナー	auditeurs	リスナー	auditeur	N	N;MASC;PL
グラウンド	moulu	グラウンド	moulu	N	N;MASC;SG
トレーニング	formation	トレーニング	formation	N	N;FEM;SG
トレーニング	entraînement	トレーニング	entraînement	N	N;MASC;SG
レンタル	locations	レンタル	location	N	N;FEM;PL
レンタル	location	レンタル	location	N	N;FEM;SG
レンタル	loyer	レンタル	loyer	N	N;MASC;SG
厳しい	dur	厳しい	dur	ADJ	ADJ;MASC;SG
厳しい	coriace	厳しい	coriace	ADJ	ADJ;MASC;SG
厳しい	dure	厳しい	dur	ADJ	ADJ;FEM;SG
厳しい	rude	厳しい	rude	ADJ	ADJ;MASC;SG
厳しい	sévère	厳しい	sévère	ADJ	ADJ;MASC;SG
コマンド	commandements	コマンド	commandement	N	N;MASC;PL
コマンド	commandes	コマンド	commande	N	N;FEM;PL
コマンド	commandement	コマンド	commandement	N	N;MASC;SG
コマンド	commande	コマンド	commande	N	N;FEM;SG
質量	masse	質量	masse	N	N;FEM;SG
質量	messe	質量	messe	N	N;FEM;SG
照明	éclairage	照明	éclairage	N	N;MASC;SG
照明	illumination	照明	illumination	N	N;FEM;SG
照明	eclairage	照明	eclairage	N	N;MASC;SG
照明	éclairage	照明	éclairage	N	N;MASC;SG
照明	eclairage	照明	eclairage	N	N;MASC;SG
照明	luminaires	照明	luminaire	N	N;MASC;PL
暴力	violences	暴力	violence	N	N;FEM;PL
暴力	violence	暴力	violence	N	N;FEM;SG
プロイセン	prusse	プロイセン	prusse	N	N;FEM;SG
プロイセン	prusse	プロイセン	prusse	N	N;FEM;SG
ペット	pet	ペット	pet	N	N;MASC;SG
ペット	animal	ペット	animal	N	N;MASC;SG
ペット	animaux	ペット	animal	N	N;MASC;PL
エンド	end	エンド	end	N	N;MASC;SG
エンド	fin	エンド	fin	N	N;FEM;SG
独特	uniques	独特	unique	ADJ	ADJ;MASC;PL
独特	unique	独特	unique	ADJ	ADJ;MASC;SG
乙女	otome	乙女	otome	N	N;MASC;SG
住所	domicile	住所	domicile	N	N;MASC;SG
住所	allocution	住所	allocution	N	N;FEM;SG
住所	adresse	住所	adresse	N	N;FEM;SG
総長	recteur	総長	recteur	N	N;MASC;SG
ラップ	rappeur	ラップ	rappeur	N	N;MASC;SG
ラップ	rappeurs	ラップ	rappeur	N	N;MASC;PL
ラップ	rap	ラップ	rap	N	N;MASC;SG
亡命	exilé	亡命	exiler	V	V;MASC;SG;PST;V.PTCP
亡命	exilés	亡命	exiler	V	V;MASC;PL;PST;V.PTCP
天文学	astronomie	天文学	astronomie	N	N;FEM;SG
認める	admettre	認める	admettre	V	V;NFIN
認める	admets	認める	admet	V	V;IMP;SG;1;PRS;FIN
認める	admet	認める	admettre	V	V;IND;SG;3;PRS;FIN
不適切	inapproprié	不適切	inapproprier	ADJ	ADJ;MASC;SG
不適切	inconvenant	不適切	inconvenant	ADJ	ADJ;MASC;SG
不適切	inappropriés	不適切	inapproprié	ADJ	ADJ;MASC;PL
不適切	inadéquat	不適切	inadéquat	ADJ	ADJ;MASC;SG
不適切	abusive	不適切	abusif	ADJ	ADJ;FEM;SG
不適切	abusif	不適切	abusif	ADJ	ADJ;MASC;SG
限界	limite	限界	limite	N	N;FEM;SG
限界	limites	限界	limite	N	N;FEM;PL
限界	limite	限界	limite	N	N;FEM;SG
限界	limites	限界	limite	N	N;FEM;PL
視点	perspective	視点	perspective	N	N;FEM;SG
視点	perspectives	視点	perspective	N	N;FEM;PL
チェーン	chaîne	チェーン	chaîne	N	N;FEM;SG
チェーン	chaine	チェーン	chaîne	N	N;FEM;SG
飛行機	avion	飛行機	avion	N	N;MASC;SG
飛行機	avion	飛行機	avion	N	N;MASC;SG
飛行機	aéronefs	飛行機	aéronef	N	N;MASC;PL
飛行機	avion	飛行機	avion	N	N;MASC;SG
飛行機	avions	飛行機	avion	N	N;MASC;PL
飛行機	avion	飛行機	avion	N	N;MASC;SG
キロメートル	kilomètre	キロメートル	kilomètre	N	N;MASC;SG
キロメートル	kilomètres	キロメートル	kilomètre	N	N;MASC;PL
キロメートル	kilométrage	キロメートル	kilométrage	N	N;MASC;SG
キロメートル	kilomètre	キロメートル	kilomètre	N	N;MASC;SG
キロメートル	kilomètres	キロメートル	kilomètre	N	N;MASC;PL
キロメートル	kilomètre	キロメートル	kilomètre	N	N;MASC;SG
キロメートル	kilométrage	キロメートル	kilométrage	N	N;MASC;SG
宮殿	palais	宮殿	palais	N	N;MASC;SG
宮殿	palace	宮殿	palace	N	N;MASC;SG
キス	embrasser	キス	embrasser	V	V;NFIN
キス	baiser	キス	baiser	V	V;NFIN
圧力	pression	圧力	pression	N	N;FEM;SG
圧力	pressions	圧力	pression	N	N;FEM;PL
圧力	pressions	圧力	pression	N	N;FEM;PL
急速	urgent	急速	urgent	ADJ	ADJ;MASC;SG
ロマン	roman	ロマン	roman	N	N;MASC;SG
衣装	déguisements	衣装	déguisement	N	N;MASC;PL
衣装	costumes	衣装	costume	N	N;MASC;PL
衣装	déguisements	衣装	déguisement	N	N;MASC;PL
衣装	costume	衣装	costume	N	N;MASC;SG
衣装	déguisement	衣装	déguisement	N	N;MASC;SG
伝承	folklore	伝承	folklore	N	N;MASC;SG
近隣	voisinage	近隣	voisinage	N	N;MASC;SG
近隣	quartier	近隣	quartier	N	N;MASC;SG
必要	nécessité	必要	nécessité	N	N;FEM;SG
再会	réunie	再会	réunir	V	V;FEM;SG;PST;V.PTCP
再会	réunis	再会	réunir	V	V;MASC;PL;PST;V.PTCP
再会	réuni	再会	réunir	V	V;MASC;SG;PST;V.PTCP
プレーオフ	playoff	プレーオフ	playoff	N	N;MASC;SG
プレーオフ	playoffs	プレーオフ	playoff	N	N;MASC;PL
プレーオフ	playoffs	プレーオフ	playoff	N	N;MASC;PL
室内	intérieur	室内	intérieur	N	N;MASC;SG
コーヒー	café	コーヒー	café	N	N;MASC;SG
スパイ	espion	スパイ	espion	N	N;MASC;SG
スパイ	espionne	スパイ	espionner	N	N;FEM;SG
スパイ	espions	スパイ	espion	N	N;MASC;PL
スパイ	espionnage	スパイ	espionnage	N	N;MASC;SG
スパイ	espionnage	スパイ	espionnage	N	N;MASC;SG
スパイ	espionnes	スパイ	espionne	N	N;FEM;PL
スパイ	espions	スパイ	espion	N	N;MASC;PL
素材	matériel	素材	matériel	N	N;MASC;SG
素材	matériaux	素材	matériau	N	N;MASC;PL
素材	matériau	素材	matériau	N	N;MASC;SG
素材	matières	素材	matière	N	N;FEM;PL
素材	matériaux	素材	matériau	N	N;MASC;PL
素材	materiaux	素材	materiau	N	N;MASC;PL
ライナー	doublure	ライナー	doublure	N	N;FEM;SG
ライナー	paquebot	ライナー	paquebot	N	N;MASC;SG
ライナー	liner	ライナー	liner	N	N;MASC;SG
登山	escalade	登山	escalade	N	N;FEM;SG
登山	alpinisme	登山	alpinisme	N	N;MASC;SG
ログ	abattage	ログ	abattage	N	N;MASC;SG
ログ	journalisation	ログ	journalisation	N	N;FEM;SG
ログ	bûche	ログ	bûche	N	N;FEM;SG
ログ	grumes	ログ	grume	N	N;FEM;PL
捕虜	prisonnier	捕虜	prisonnier	N	N;MASC;SG
怒り	énervé	怒り	énervé	V	V;MASC;SG;PST;V.PTCP
怒り	fâché	怒り	fâcher	V	V;MASC;SG;PST;V.PTCP
女	fille	女	fille	N	N;FEM;SG
女	fillette	女	fillette	N	N;FEM;SG
回路	circuit	回路	circuit	N	N;MASC;SG
商人	commerçant	商人	commerçant	N	N;MASC;SG
商人	marchand	商人	marchand	N	N;MASC;SG
商人	négociant	商人	négociant	N	N;MASC;SG
商人	commerçants	商人	commerçant	N	N;MASC;PL
商人	marchands	商人	marchand	N	N;MASC;PL
外観	apparence	外観	apparence	N	N;FEM;SG
外観	apparition	外観	apparition	N	N;FEM;SG
外観	aspect	外観	aspect	N	N;MASC;SG
マネージャー	directeur	マネージャー	directeur	N	N;MASC;SG
マネージャー	manager	マネージャー	manager	N	N;MASC;SG
マネージャー	directrice	マネージャー	directrice	N	N;FEM;SG
マネージャー	gérant	マネージャー	gérant	N	N;MASC;SG
マネージャー	directeurs	マネージャー	directeur	N	N;MASC;PL
マネージャー	dirigeants	マネージャー	dirigeant	N	N;MASC;PL
向き	orientation	向き	orientation	N	N;FEM;SG
奨励	encourager	奨励	encourager	V	V;NFIN
パンチ	punch	パンチ	punch	N	N;MASC;SG
パンチ	poinçon	パンチ	poinçon	N	N;MASC;SG
コメディ	comédie	コメディ	comédie	N	N;FEM;SG
コメディ	comique	コメディ	comique	N	N;MASC;SG
シルバー	argent	シルバー	argent	N	N;MASC;SG
シルバー	argenterie	シルバー	argenterie	N	N;FEM;SG
水曜日	mercredi	水曜日	mercredi	N	N;MASC;SG
チェンジ	changements	チェンジ	changement	N	N;MASC;PL
チェンジ	changement	チェンジ	changement	N	N;MASC;SG
働く	travaillant	働く	travailler	V	V;PRS;V.PTCP
働く	travailler	働く	travailler	V	V;NFIN
アドベンチャー	aventures	アドベンチャー	aventure	N	N;FEM;PL
アドベンチャー	aventure	アドベンチャー	aventure	N	N;FEM;SG
火曜日	mardi	火曜日	mardi	N	N;MASC;SG
アドレス	adresses	アドレス	adresse	N	N;FEM;PL
アドレス	allocutions	アドレス	allocution	N	N;FEM;PL
アドレス	allocution	アドレス	allocution	N	N;FEM;SG
アドレス	adresse	アドレス	adresse	N	N;FEM;SG
論争	controverse	論争	controverse	N	N;FEM;SG
論争	controverses	論争	controverse	N	N;FEM;PL
売り上げ	soldes	売り上げ	solde	N	N;MASC;PL
売り上げ	ventes	売り上げ	vente	N	N;FEM;PL
売り上げ	vente	売り上げ	vente	N	N;FEM;SG
ニーズ	nécessité	ニーズ	nécessité	N	N;FEM;SG
ニーズ	besoins	ニーズ	besoin	N	N;MASC;PL
ニーズ	besoin	ニーズ	besoin	N	N;MASC;SG
ニーズ	besoins	ニーズ	besoin	N	N;MASC;PL
ゲイ	homosexualité	ゲイ	homosexualité	N	N;FEM;SG
ゲイ	gay	ゲイ	gay	N	N;MASC;SG
コント	comte	コント	comte	N	N;MASC;SG
森林	forestier	森林	forestier	N	N;MASC;SG
森林	forêts	森林	forêt	N	N;FEM;PL
森林	forêt	森林	forêt	N	N;FEM;SG
森林	foret	森林	foret	N	N;FEM;SG
森林	forêts	森林	forêt	N	N;FEM;PL
森林	forêt	森林	forêt	N	N;FEM;SG
症状	symptômes	症状	symptôme	N	N;MASC;PL
症状	symptôme	症状	symptôme	N	N;MASC;SG
マンション	manoir	マンション	manoir	N	N;MASC;SG
マンション	copropriété	マンション	copropriété	N	N;FEM;SG
マンション	condo	マンション	condo	N	N;MASC;SG
マンション	condominium	マンション	condominium	N	N;MASC;SG
マンション	copropriété	マンション	copropriété	N	N;FEM;SG
出店	caler	出店	caler	V	V;NFIN
ノット	noeuds	ノット	noeud	N	N;MASC;PL
ノット	nœuds	ノット	noeud	N	N;MASC;PL
ブーム	boum	ブーム	boum	N	N;MASC;SG
ブーム	boom	ブーム	boom	N	N;MASC;SG
出土	déterré	出土	déterré	V	V;MASC;SG;PST;V.PTCP
後ろ	dos	後ろ	dos	N	N;MASC;SG
後ろ	arrière	後ろ	arrière	N	N;MASC;SG
後ろ	retour	後ろ	retour	N	N;MASC;SG
パーティー	partie	パーティー	partie	N	N;FEM;SG
パーティー	fete	パーティー	fete	N	N;FEM;SG
パーティー	soirée	パーティー	soirée	N	N;FEM;SG
パーティー	fête	パーティー	fête	N	N;FEM;SG
パーティー	parties	パーティー	partie	N	N;FEM;PL
マップ	cartes	マップ	carte	N	N;FEM;PL
マップ	cartes	マップ	carte	N	N;FEM;PL
マップ	plan	マップ	plan	N	N;MASC;SG
マップ	carte	マップ	carte	N	N;FEM;SG
ギャラリー	galeries	ギャラリー	galerie	N	N;FEM;PL
ギャラリー	galerie	ギャラリー	galerie	N	N;FEM;SG
ギャラリー	gallerie	ギャラリー	gallerie	N	N;FEM;SG
ギャラリー	galeries	ギャラリー	galerie	N	N;FEM;PL
動員	mobilisées	動員	mobiliser	V	V;FEM;PL;PST;V.PTCP
動員	mobilisée	動員	mobiliser	V	V;FEM;SG;PST;V.PTCP
動員	mobilisés	動員	mobiliser	V	V;MASC;PL;PST;V.PTCP
動員	mobilisé	動員	mobiliser	V	V;MASC;SG;PST;V.PTCP
動員	mobiliser	動員	mobiliser	V	V;NFIN
ガード	gardes	ガード	garde	N	N;MASC;PL
ガード	garde	ガード	garde	N	N;FEM;SG
ガード	gardien	ガード	gardien	N	N;MASC;SG
