پھانٹنا	暗戀	پھانٹنا	暗戀	V;NFIN;ACT	V
تگ	飛	تگ	飛	N;NOM;MASC;SG;3	N
تگ	飛翔	تگ	飛翔	N;NOM;MASC;SG;3	N
تگاور	偶遇	تگاور	偶遇		
تگیڑنا	追	تگیڑ	追	V;MASC;SG;NFIN;ACT	V
تگیڑنا	追逐	تگیڑ	追逐	V;MASC;SG;NFIN;ACT	V
تلاش	嚮往	تلاش	嚮往	N;NOM;FEM;SG;3	N
تلاش	願望	تلاش	願望	N;NOM;FEM;SG;3	N
تلاش	搜尋	تلاش	搜尋	N;NOM;FEM;SG;3	N
تلاش	嚮往	تلاش	嚮往	N;NOM;FEM;SG;3	N
تلاش	願望	تلاش	願望	N;NOM;FEM;SG;3	N
تلافی	補償	تلافی	補償	N;NOM;MASC;SG;3	N
تلافی	賠償	تلافی	賠償	N;NOM;MASC;SG;3	N
تلافی	贖罪	تلافی	贖罪	N;NOM;MASC;SG;3	N
تلافی	賠償	تلافی	賠償	N;NOM;MASC;SG;3	N
تلافی	補償	تلافی	補償	N;NOM;MASC;SG;3	N
تلافی	賠償	تلافی	賠償	N;NOM;MASC;SG;3	N
تلافی	贖罪	تلافی	贖罪	N;NOM;MASC;SG;3	N
تلافی	賠償	تلافی	賠償	N;NOM;MASC;SG;3	N
تلخی	苦	تلخی	苦	N;NOM;MASC;SG;3	N
تلف	虧損	تلف	虧損	N;NOM;MASC;SG;3	N
تلف	損失	تلف	損失	N;NOM;MASC;SG;3	N
تلف	毀滅	تلف	毀滅	N;NOM;MASC;SG;3	N
تلفی	死神	تلفی	死神	N;NOM;MASC;SG;3	N
تلفی	毀滅	تلفی	毀滅	N;NOM;MASC;SG;3	N
تلقین	教書	تلقین	教書	N;NOM;FEM;SG;3	N
تلقین	教學	تلقین	教學	N;NOM;FEM;SG;3	N
تلقین	教	تلقین	教	N;NOM;FEM;SG;3	N
تلقین	勸說	تلقین	勸說	N;NOM;FEM;SG;3	N
تلی	炸	تلی	炸	N;NOM;FEM;SG;3	N
تلی	炒	تلی	炒	N;NOM;FEM;SG;3	N
تلی	下方	تلی	下方	N;NOM;FEM;SG;3	N
تلی	底	تلی	底	N;NOM;FEM;SG;3	N
تلی	底部	تلی	底部	N;NOM;FEM;SG;3	N
تلی	底下	تلی	底下	N;NOM;FEM;SG;3	N
تلے	下方	تلا	下方	N;NOM;MASC;SG;3	N
تلے	從屬	تلا	從屬	N;NOM;MASC;SG;3	N
تلے	下方	تلا	下方	N;NOM;MASC;SG;3	N
تلے	從屬	تلا	從屬	N;NOM;MASC;SG;3	N
تمازت	螢光	تمازت	螢光	N;NOM;FEM;SG;3	N
تمثیل	寓言	تمثیل	寓言	N;NOM;MASC;SG;3	N
تمثیل	類比	تمثیل	類比	N;NOM;MASC;SG;3	N
تمثیل	範例	تمثیل	範例	N;NOM;MASC;SG;3	N
تمثیل	彈	تمثیل	彈	N;NOM;MASC;SG;3	N
تمثیل	寓言	تمثیل	寓言	N;NOM;MASC;SG;3	N
تمثیل	類比	تمثیل	類比	N;NOM;MASC;SG;3	N
تمثیل	電視	تمثیل	電視	N;NOM;MASC;SG;3	N
تمثیل	劇情	تمثیل	劇情	N;NOM;MASC;SG;3	N
تمثیل	戲劇	تمثیل	戲劇	N;NOM;MASC;SG;3	N
تمثیل	劇	تمثیل	劇	N;NOM;MASC;SG;3	N
تمثیل	範例	تمثیل	範例	N;NOM;MASC;SG;3	N
تمثیل	彈	تمثیل	彈	N;NOM;MASC;SG;3	N
تمغہ	文	تمغہ	文	N;NOM;MASC;SG;3	N
تمغہ	獎章	تمغہ	獎章	N;NOM;MASC;SG;3	N
تمغہ	勳章	تمغہ	勳章	N;NOM;MASC;SG;3	N
تمغہ	獎牌	تمغہ	獎牌	N;NOM;MASC;SG;3	N
تمغہ	裝飾	تمغہ	裝飾	N;NOM;MASC;SG;3	N
تمیز	感	تمیز	感	N;NOM;MASC;SG;3	N
تمیز	區分	تمیز	區分	N;NOM;MASC;SG;3	N
تمیز	區別	تمیز	區別	N;NOM;MASC;SG;3	N
تمیز	類別	تمیز	類別	N;NOM;MASC;SG;3	N
تمیز	資格	تمیز	資格	N;NOM;MASC;SG;3	N
تمیز	判決	تمیز	判決	N;NOM;MASC;SG;3	N
تمیز	精煉	تمیز	精煉	N;NOM;MASC;SG;3	N
تمیز	完善	تمیز	完善	N;NOM;MASC;SG;3	N
تمیز	微	تمیز	微	N;NOM;MASC;SG;3	N
تنازعہ	爭端	تنازعہ	爭端	N;NOM;MASC;SG;3	N
تنازعہ	糾紛	تنازعہ	糾紛	N;NOM;MASC;SG;3	N
تنازعہ	爭議	تنازعہ	爭議	N;NOM;MASC;SG;3	N
تنازعہ	紛爭	تنازعہ	紛爭	N;NOM;MASC;SG;3	N
تنازعہ	爭端	تنازعہ	爭端	N;NOM;MASC;SG;3	N
تنازعہ	糾紛	تنازعہ	糾紛	N;NOM;MASC;SG;3	N
تنازعہ	爭議	تنازعہ	爭議	N;NOM;MASC;SG;3	N
تنازعہ	爭議	تنازعہ	爭議	N;NOM;MASC;SG;3	N
تنازعہ	紛爭	تنازعہ	紛爭	N;NOM;MASC;SG;3	N
تناظُر	透視	تناظُر	透視	N;NOM;MASC;SG;3	N
تناظُر	視角	تناظُر	視角	N;NOM;MASC;SG;3	N
تناظُر	情景	تناظُر	情景	N;NOM;MASC;SG;3	N
تنافُس	醋意	تنافُس	醋意	N;NOM;MASC;SG;3	N
تنافُس	競爭	تنافُس	競爭	N;NOM;MASC;SG;3	N
تنافُس	競賽	تنافُس	競賽	N;NOM;MASC;SG;3	N
تناقُض	矛盾	تناقُض	矛盾	N;NOM;MASC;SG;3	N
تنبل	懶	تنبل	懶		
تنبیہ	警告	تنبیہ	警告	N;NOM;MASC;SG;3	N
تنتر	魅力	تنتر	魅力	N;NOM;MASC;SG;3	N
تنخواہ	薪水	تنخواہ	薪水	N;NOM;MASC;SG;3	N
تنخواہ	工資	تنخواہ	工資	N;NOM;MASC;SG;3	N
تنخواہ	薪資	تنخواہ	薪資	N;NOM;MASC;SG;3	N
تنخواہ	薪金	تنخواہ	薪金	N;NOM;MASC;SG;3	N
تنخواہ	工資	تنخواہ	工資	N;NOM;MASC;SG;3	N
تنخواہ	薪水	تنخواہ	薪水	N;NOM;MASC;SG;3	N
تنخواہ	工資	تنخواہ	工資	N;NOM;MASC;SG;3	N
تنخواہ	薪資	تنخواہ	薪資	N;NOM;MASC;SG;3	N
تنخواہ	薪金	تنخواہ	薪金	N;NOM;MASC;SG;3	N
تنخواہ	工資	تنخواہ	工資	N;NOM;MASC;SG;3	N
تُند	積極	تُند	積極		
تنظیم	黨	تنظیم	黨	N;NOM;FEM;SG;3	N
تنظیم	政黨	تنظیم	政黨	N;NOM;FEM;SG;3	N
تنظیم	宴會	تنظیم	宴會	N;NOM;FEM;SG;3	N
تنظیم	聚會	تنظیم	聚會	N;NOM;FEM;SG;3	N
تنظیم	紀律	تنظیم	紀律	N;NOM;FEM;SG;3	N
تنظیم	紀律	تنظیم	紀律	N;NOM;FEM;SG;3	N
تنظیم	組織	تنظیم	組織	N;NOM;FEM;SG;3	N
تنظیم	黨	تنظیم	黨	N;NOM;FEM;SG;3	N
تنظیم	政黨	تنظیم	政黨	N;NOM;FEM;SG;3	N
تنظیم	宴會	تنظیم	宴會	N;NOM;FEM;SG;3	N
تنظیم	聚會	تنظیم	聚會	N;NOM;FEM;SG;3	N
تنظیم	紀律	تنظیم	紀律	N;NOM;FEM;SG;3	N
تنظیم	紀律	تنظیم	紀律	N;NOM;FEM;SG;3	N
تنظیم	組織	تنظیم	組織	N;NOM;FEM;SG;3	N
تنفُّر	版	تنفُّر	版	N;NOM;MASC;SG;3	N
تنفُّر	版本	تنفُّر	版本	N;NOM;MASC;SG;3	N
تنقیح	搜尋	تنقیح	搜尋	N;NOM;MASC;SG;3	N
تنقیح	查詢	تنقیح	查詢	N;NOM;MASC;SG;3	N
تنقیح	決心	تنقیح	決心	N;NOM;MASC;SG;3	N
تنقید	審查	تنقید	審查	N;NOM;FEM;SG;3	N
تنقید	批判	تنقید	批判	N;NOM;FEM;SG;3	N
تنگ	壓縮	تنگ	壓縮	V;ACT	V
تنگ	無聊	تنگ	無聊	V;ACT	V
تنگ	壓縮	تنگ	壓縮	V;ACT	V
تنگ	無聊	تنگ	無聊	V;ACT	V
تنگ	縮小	تنگ	縮小	V;ACT	V
تنگی	貧窮	تنگی	貧窮	N;NOM;FEM;SG;3	N
تنگی	貧困	تنگی	貧困	N;NOM;FEM;SG;3	N
تنومند	強壯	تنومند	強壯	ADJ	ADJ
تنومند	強烈	تنومند	強烈	ADJ	ADJ
تنومند	堅強	تنومند	堅強	ADJ	ADJ
تنی	共用	تنی	共用	V;PFV;FEM;SG;V.PTCP;ACT	V
تنی	共享	تنی	共享	V;PFV;FEM;SG;V.PTCP;ACT	V
تنی	分享	تنی	分享	V;PFV;FEM;SG;V.PTCP;ACT	V
تواریخ	日期	تواریخ	日期	N;NOM;MASC;SG;3	N
تواریخ	史冊	تواریخ	史冊	N;NOM;MASC;SG;3	N
تواریخ	編年	تواریخ	編年	N;NOM;MASC;SG;3	N
توازُن	平衡	توازُن	平衡	N;NOM;MASC;SG;3	N
توازُن	均衡	توازُن	均衡	N;NOM;MASC;SG;3	N
توازُن	平衡	توازُن	平衡	N;NOM;MASC;SG;3	N
توازُن	結餘	توازُن	結餘	N;NOM;MASC;SG;3	N
توازُن	均衡	توازُن	均衡	N;NOM;MASC;SG;3	N
توازُن	餘額	توازُن	餘額	N;NOM;MASC;SG;3	N
توانا	健康	توانا	健康	N;NOM;MASC;SG;3	N
توانا	強大	توانا	強大	N;NOM;MASC;SG;3	N
توانا	強國	توانا	強國	N;NOM;MASC;SG;3	N
توانا	強健	توانا	強健	N;NOM;MASC;SG;3	N
توانا	強勁	توانا	強勁	N;NOM;MASC;SG;3	N
توانا	強大	توانا	強大	N;NOM;MASC;SG;3	N
توانا	強	توانا	強	N;NOM;MASC;SG;3	N
توانائی	電力	توانائی	電力	N;NOM;FEM;SG;3	N
توانائی	電源	توانائی	電源	N;NOM;FEM;SG;3	N
توانائی	動力	توانائی	動力	N;NOM;FEM;SG;3	N
توانائی	權力	توانائی	權力	N;NOM;FEM;SG;3	N
توانائی	能力	توانائی	能力	N;NOM;FEM;SG;3	N
توانائی	力氣	توانائی	力氣	N;NOM;FEM;SG;3	N
توانائی	強度	توانائی	強度	N;NOM;FEM;SG;3	N
توانائی	實力	توانائی	實力	N;NOM;FEM;SG;3	N
توانائی	力量	توانائی	力量	N;NOM;FEM;SG;3	N
توانائی	體力	توانائی	體力	N;NOM;FEM;SG;3	N
توانائی	能量	توانائی	能量	N;NOM;FEM;SG;3	N
توانائی	能源	توانائی	能源	N;NOM;FEM;SG;3	N
توانائی	電力	توانائی	電力	N;NOM;FEM;SG;3	N
توانائی	電源	توانائی	電源	N;NOM;FEM;SG;3	N
توانائی	動力	توانائی	動力	N;NOM;FEM;SG;3	N
توانائی	權力	توانائی	權力	N;NOM;FEM;SG;3	N
توانائی	能力	توانائی	能力	N;NOM;FEM;SG;3	N
توانائی	力氣	توانائی	力氣	N;NOM;FEM;SG;3	N
توانائی	強度	توانائی	強度	N;NOM;FEM;SG;3	N
توانائی	實力	توانائی	實力	N;NOM;FEM;SG;3	N
توانائی	力量	توانائی	力量	N;NOM;FEM;SG;3	N
توانائی	體力	توانائی	體力	N;NOM;FEM;SG;3	N
توپنا	覆蓋	توپنا	覆蓋	V;MASC;SG;V.PTCP;ACT	V
توپنا	埋葬	توپنا	埋葬	V;MASC;SG;V.PTCP;ACT	V
تودہ	棧	تودہ	棧	N;NOM;MASC;SG;3	N
تودہ	堆堆	تودہ	堆堆	N;NOM;MASC;SG;3	N
تودہ	堆	تودہ	堆	N;NOM;MASC;SG;3	N
تودہ	棧	تودہ	棧	N;NOM;MASC;SG;3	N
تودہ	堆堆	تودہ	堆堆	N;NOM;MASC;SG;3	N
تودہ	堆	تودہ	堆	N;NOM;MASC;SG;3	N
توڑ	回答	توڑ	回答	V;ACT	V
توڑ	突破	توڑ	突破	V;ACT	V
توڑ	打破	توڑ	打破	V;ACT	V
توڑ	補救	توڑ	補救	V;ACT	V
توڑ	預防	توڑ	預防	V;ACT	V
توڑ	違反	توڑ	違反	V;ACT	V
توڑ	違規	توڑ	違規	V;ACT	V
توڑ	中斷	توڑ	中斷	V;ACT	V
توڑ	休息	توڑ	休息	V;ACT	V
توڑ	打破	توڑ	打破	V;ACT	V
توڑنا	消滅	توڑ	消滅	V;MASC;SG;NFIN;ACT	V
توڑنا	摧毀	توڑ	摧毀	V;MASC;SG;NFIN;ACT	V
توڑنا	中斷	توڑ	中斷	V;MASC;SG;NFIN;ACT	V
توڑنا	殺	توڑ	殺	V;MASC;SG;NFIN;ACT	V
توڑنا	打碎	توڑ	打碎	V;MASC;SG;NFIN;ACT	V
توڑنا	粉碎	توڑ	粉碎	V;MASC;SG;NFIN;ACT	V
توڑنا	散布	توڑ	散布	V;MASC;SG;NFIN;ACT	V
توڑنا	散射	توڑ	散射	V;MASC;SG;NFIN;ACT	V
توڑنا	勸	توڑ	勸	V;MASC;SG;NFIN;ACT	V
توڑنا	分割	توڑ	分割	V;MASC;SG;NFIN;ACT	V
توڑنا	中斷	توڑ	中斷	V;MASC;SG;NFIN;ACT	V
توڑنا	休息	توڑ	休息	V;MASC;SG;NFIN;ACT	V
توڑنا	打破	توڑ	打破	V;MASC;SG;NFIN;ACT	V
توڑنا	驅散	توڑ	驅散	V;MASC;SG;NFIN;ACT	V
توقُّر	尊嚴	توقُّر	尊嚴	N;NOM;MASC;SG;3	N
توقُّر	端	توقُّر	端	N;NOM;MASC;SG;3	N
توقُّف	疑問	توقُّف	疑問	N;NOM;MASC;SG;3	N
تولنا	估計	تولنا	估計	V;MASC;SG;V.PTCP;ACT	V
تولنا	預估	تولنا	預估	V;MASC;SG;V.PTCP;ACT	V
تولنا	估計	تولنا	估計	V;MASC;SG;V.PTCP;ACT	V
تولنا	預估	تولنا	預估	V;MASC;SG;V.PTCP;ACT	V
تہجّی	拼字	تہجّی	拼字	N;NOM;MASC;SG;3	N
تہذیب	文化	تہذیب	文化	N;NOM;MASC;SG;3	N
تہذیب	禮儀	تہذیب	禮儀	N;NOM;MASC;SG;3	N
تہذیب	禮貌	تہذیب	禮貌	N;NOM;MASC;SG;3	N
تہذیب	進步	تہذیب	進步	N;NOM;MASC;SG;3	N
تہذیب	進度	تہذیب	進度	N;NOM;MASC;SG;3	N
تہذیب	精煉	تہذیب	精煉	N;NOM;MASC;SG;3	N
تہذیب	完善	تہذیب	完善	N;NOM;MASC;SG;3	N
تہذیب	微	تہذیب	微	N;NOM;MASC;SG;3	N
تہذیب	文化	تہذیب	文化	N;NOM;MASC;SG;3	N
تہذیب	禮儀	تہذیب	禮儀	N;NOM;MASC;SG;3	N
تہذیب	禮貌	تہذیب	禮貌	N;NOM;MASC;SG;3	N
تہذیب	文明	تہذیب	文明	N;NOM;MASC;SG;3	N
تہذیب	進步	تہذیب	進步	N;NOM;MASC;SG;3	N
تہذیب	進度	تہذیب	進度	N;NOM;MASC;SG;3	N
تہذیب	精煉	تہذیب	精煉	N;NOM;MASC;SG;3	N
تہذیب	完善	تہذیب	完善	N;NOM;MASC;SG;3	N
تہذیب	微	تہذیب	微	N;NOM;MASC;SG;3	N
تہنیت	恭喜	تہنیت	恭喜	N;NOM;MASC;SG;3	N
تہنیت	問候	تہنیت	問候	N;NOM;MASC;SG;3	N
تہوار	節慶	تہوار	節慶	N;NOM;MASC;SG;3	N
تہوار	節日	تہوار	節日	N;NOM;MASC;SG;3	N
تِیتر	鷓鴣	تِیتر	鷓鴣	N;NOM;MASC;SG;3	N
تِیتری	蝴蝶	تِیتری	蝴蝶	N;NOM;MASC;SG;3	N
تیز	尖	تیز	尖	ADJ	ADJ
تیز	尖	تیز	尖	ADJ	ADJ
تیز	尖	تیز	尖	ADJ	ADJ
تیزاب	酸	تیزاب	酸	N;NOM;MASC;SG;3	N
تیزاب	酸性	تیزاب	酸性	N;NOM;MASC;SG;3	N
تیزی	強度	تیزی	強度	N;NOM;MASC;SG;3	N
تیزی	密度	تیزی	密度	N;NOM;MASC;SG;3	N
تیزی	精神	تیزی	精神	N;NOM;MASC;SG;3	N
تیزی	速度	تیزی	速度	N;NOM;MASC;SG;3	N
تیزی	速	تیزی	速	N;NOM;MASC;SG;3	N
تیزی	暴力	تیزی	暴力	N;NOM;MASC;SG;3	N
تیزی	強度	تیزی	強度	N;NOM;MASC;SG;3	N
تیزی	密度	تیزی	密度	N;NOM;MASC;SG;3	N
تیزی	精神	تیزی	精神	N;NOM;MASC;SG;3	N
تیزی	速度	تیزی	速度	N;NOM;MASC;SG;3	N
تیزی	速	تیزی	速	N;NOM;MASC;SG;3	N
تیزی	暴力	تیزی	暴力	N;NOM;MASC;SG;3	N
تیسُّر	設施	تیسُّر	設施	N;NOM;MASC;SG;3	N
تیقُّن	信念	تیقُّن	信念	N;NOM;MASC;SG;3	N
تیمارداری	護理	تیمارداری	護理	N;NOM;MASC;SG;3	N
تیمارداری	哺乳	تیمارداری	哺乳	N;NOM;MASC;SG;3	N
تھامنا	離合	تھامنا	離合	V;SG;NFIN;ACT	V
تھامنا	扣留	تھامنا	扣留	V;SG;NFIN;ACT	V
تھامنا	維持	تھامنا	維持	V;SG;NFIN;ACT	V
تھامنا	幫助	تھامنا	幫助	V;SG;NFIN;ACT	V
تھامنا	幫忙	تھامنا	幫忙	V;SG;NFIN;ACT	V
تھامنا	保護	تھامنا	保護	V;SG;NFIN;ACT	V
تھامنا	支援	تھامنا	支援	V;SG;NFIN;ACT	V
تھامنا	離合	تھامنا	離合	V;SG;NFIN;ACT	V
تھامنا	扣留	تھامنا	扣留	V;SG;NFIN;ACT	V
تھامنا	維持	تھامنا	維持	V;SG;NFIN;ACT	V
تھامنا	幫助	تھامنا	幫助	V;SG;NFIN;ACT	V
تھامنا	幫忙	تھامنا	幫忙	V;SG;NFIN;ACT	V
تھامنا	保護	تھامنا	保護	V;SG;NFIN;ACT	V
تھامنا	停止	تھامنا	停止	V;SG;NFIN;ACT	V
تھامنا	支援	تھامنا	支援	V;SG;NFIN;ACT	V
تھپڑانا	一巴	تھپڑانا	一巴	V;MASC;SG;V.PTCP;ACT	V
تھُتکاری	女巫	تھُتکاری	女巫	N;NOM;MASC;SG;3	N
تھُتکاری	魔女	تھُتکاری	魔女	N;NOM;MASC;SG;3	N
تھُتکاری	巫	تھُتکاری	巫	N;NOM;MASC;SG;3	N
تھُتکاری	狐狸	تھُتکاری	狐狸	N;NOM;MASC;SG;3	N
تھُتکاری	拖鞋	تھُتکاری	拖鞋	N;NOM;MASC;SG;3	N
تھتھلنا	散布	تھتھل	散布	V;SG;NFIN;ACT	V
تھتھلنا	散射	تھتھل	散射	V;SG;NFIN;ACT	V
تھتھلنا	融化	تھتھل	融化	V;SG;NFIN;ACT	V
تھتھلنا	溶化	تھتھل	溶化	V;SG;NFIN;ACT	V
تِھجنا	停止	تِھجنا	停止	V;SG;NFIN;ACT	V
تِھجنا	留	تِھجنا	留	V;SG;NFIN;ACT	V
تِھجنا	留下	تِھجنا	留下	V;SG;NFIN;ACT	V
تِھجنا	留下	تِھجنا	留下	V;SG;NFIN;ACT	V
تھُڑنا	減少	تھاڑنا	減少	V;NFIN	V
تھُڑنا	降低	تھاڑنا	降低	V;NFIN	V
تھکا	累	تھکا	累	V;PFV;MASC;SG;V.PTCP;ACT	V
تھکا	精疲	تھکا	精疲	V;PFV;MASC;SG;V.PTCP;ACT	V
تھکا	用盡	تھکا	用盡	V;PFV;MASC;SG;V.PTCP;ACT	V
تُھکتھُکانا	討厭	تُھکتھُکانا	討厭	V;MASC;SG;NFIN;ACT	V
تھکنا	跌	تھک	跌	V;MASC;SG;V.PTCP;ACT	V
تھکنا	跌	تھک	跌	V;MASC;SG;V.PTCP;ACT	V
تھم	列	تھم	列	V;ACT	V
تھمنا	停止	تھمنا	停止	V;MASC;SG;NFIN;ACT	V
تھمنا	停止	تھمنا	停止	V;MASC;SG;NFIN;ACT	V
تھوپنا	指派	تھوپ	指派	V;MASC;SG;NFIN;ACT	V
تھوپنا	責怪	تھوپ	責怪	V;MASC;SG;NFIN;ACT	V
تھوپنا	指派	تھوپ	指派	V;MASC;SG;NFIN;ACT	V
تھوپنا	責怪	تھوپ	責怪	V;MASC;SG;NFIN;ACT	V
تُھورنا	吃	تُھورنا	吃	V;SG;NFIN;ACT	V
تُھورنا	吃	تُھورنا	吃	V;SG;NFIN;ACT	V
تُھورنا	吞食	تُھورنا	吞食	V;SG;NFIN;ACT	V
تھوڑا	輕微	تھوڑ	輕微	ADJ;NOM;MASC;SG	ADJ
تھوڑا	輕微	تھوڑ	輕微	ADJ;NOM;MASC;SG	ADJ
ٹاپتے	流浪	ٹاپ	流浪	V;IPFV;MASC;PL;V.PTCP;ACT	V
ٹاپتے	遊蕩	ٹاپ	遊蕩	V;IPFV;MASC;PL;V.PTCP;ACT	V
ٹالنا	推遲	ٹال	推遲	V;SG;NFIN;ACT	V
ٹالنا	延後	ٹال	延後	V;SG;NFIN;ACT	V
ٹانچنا	作弊	ٹانچنا	作弊	V;MASC;SG;NFIN;ACT	V
ٹانچنا	欺騙	ٹانچنا	欺騙	V;MASC;SG;NFIN;ACT	V
ٹانچنا	偷	ٹانچنا	偷	V;MASC;SG;NFIN;ACT	V
ٹانکنا	加入	ٹانکنا	加入	V;SG;NFIN;ACT	V
ٹپ	跳	ٹپ	跳		
ٹپکانا	謀殺	ٹپکانا	謀殺	V;MASC;SG;V.PTCP;ACT	V
ٹپکانا	謀殺	ٹپکانا	謀殺	V;MASC;SG;V.PTCP;ACT	V
ٹپکانا	謀殺	ٹپکانا	謀殺	V;MASC;SG;V.PTCP;ACT	V
ٹپکانا	殺	ٹپکانا	殺	V;MASC;SG;V.PTCP;ACT	V
ٹپکنا	下降	ٹپکنا	下降	V;SG;ACT	V
ٹپکنا	中斷	ٹپکنا	中斷	V;SG;ACT	V
ٹپکنا	流通	ٹپکنا	流通	V;SG;ACT	V
ٹپکنا	洩漏	ٹپکنا	洩漏	V;SG;ACT	V
ٹپنا	跳躍	ٹپنا	跳躍	V;MASC;SG;NFIN;ACT	V
ٹپنا	跳躍	ٹپنا	跳躍	V;MASC;SG;NFIN;ACT	V
ٹُٹروںٹُوں	無奈	ٹُٹروںٹ	無奈	N;ACC;MASC;PL;3	N
ٹسک	縫針	ٹسک	縫針		
