ve	ja	ve	ja	CONJ	CONJ
defans	puolustaja	defans	puolustaja	N;NOM;SG;3	N;NOM;SG
defans	puolustus	defans	puolustus	N;NOM;SG;3	N;NOM;SG
defans	puolustus	defans	puolustus	N;NOM;SG;3	N;NOM;SG
defans	puolustaminen	defans	puolustaminen	N;NOM;SG;3	N;NOM;SG
yardımcısı	apulainen	yardımcı	apulainen	N;NOM;SG;3	N;NOM;SG
yardımcısı	assistentti	yardımcı	assistentti	N;NOM;SG;3	N;NOM;SG
yardımcısı	avustaja	yardımcı	avustaja	N;NOM;SG;3	N;NOM;SG
çözünürlük	päätöslauselma	çözünürlük	päätös#lauselma	N;NOM;SG;3	N;NOM;SG
ad	nimi	ad	nimi	N;NOM;SG;3	N;NOM;SG
birden	yllättäen	birden	yllättäen	ADV	ADV
birden	yhtäkkiä	birden	yhtäkkiä	ADV	ADV
direktör	johtaja	direk	johtaja	N;NOM;SG;3	N;NOM;SG
direktör	ohjaaja	direk	ohjaaja	N;NOM;SG;3	N;NOM;SG
anne	äiti	anne	äiti	N;NOM;SG;3	N;NOM;SG
anne	mutsi	anne	muttaa	N;NOM;SG;3	N;NOM;SG
anne	äiti	anne	äiti	N;NOM;SG;3	N;NOM;SG
anne	äiti	anne	äiti	N;NOM;SG;3	N;NOM;SG
anne	äiti	anne	äiti	N;NOM;SG;3	N;NOM;SG
akademisi	akatemia	akadem	akatemia	N;NOM;SG;3	N;NOM;SG
ince	ohuempi	ince	ohut	ADJ	ADJ;NOM;CMPR;SG
ince	hienovarainen	ince	hieno#varainen	ADJ	ADJ;NOM;SG
ince	hoikka	ince	hoikka	ADJ	ADJ;NOM;SG
ince	ohut	ince	ohut	ADJ	ADJ;NOM;SG
ince	laiha	ince	laiha	ADJ	ADJ;NOM;SG
ince	hoikka	ince	hoikka	ADJ	ADJ;NOM;SG
ince	ohut	ince	ohut	ADJ	ADJ;NOM;SG
ince	hoikka	ince	hoikka	ADJ	ADJ;NOM;SG
ciddi	vakavat	ciddi	vakava	ADJ	ADJ;NOM;PL
ciddi	vakavaa	ciddi	vakava	ADJ	ADJ;PRT;SG
ciddi	vakava	ciddi	vakava	ADJ	ADJ;NOM;SG
ceza	seuraamus	ceza	seuraamus	N;NOM;SG;3	N;NOM;SG
ceza	rangaistus	ceza	rangaistus	N;NOM;SG;3	N;NOM;SG
ceza	rangaistus	ceza	rangaistus	N;NOM;SG;3	N;NOM;SG
ceza	lause	ceza	lause	N;NOM;SG;3	N;NOM;SG
ceza	virke	ceza	virke	N;NOM;SG;3	N;NOM;SG
ceza	tuomio	ceza	tuomio	N;NOM;SG;3	N;NOM;SG
özelliği	piirre	özellik	piirre	N;NOM;SG;3	N;NOM;SG
özelliği	ominaisuus	özellik	ominaisuus	N;NOM;SG;3	N;NOM;SG
şampiyonlar	mestarit	şampiyon	mestari	N;NOM;PL;3	N;NOM;PL
başbakan	pääministeri	başbakan	pää#ministeri	N;NOM;SG;3	N;NOM;SG
başbakan	premier	başbakan	premier	N;NOM;SG;3	N;NOM;SG
terk	lähde	terk	lähde	N;NOM;SG;3	N;NOM;SG
terk	hylkääminen	terk	hylkääminen	N;NOM;SG;3	N;NOM;SG
getirildi	tuotiin	getir	tuoda	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;PASS
sekiz	kahdeksan	sekiz	kahdeksan	NUM	NUM;NOM;SG
yemek	lounas	yemek	lounas	N;NOM;SG;3	N;NOM;SG
yemek	ruoka	yemek	ruoka	N;NOM;SG;3	N;NOM;SG
yemek	ruokailu	yemek	ruokailu	N;NOM;SG;3	N;NOM;SG
yemek	illallinen	yemek	illallinen	N;NOM;SG;3	N;NOM;SG
yemek	lautanen	yemek	lautanen	N;NOM;SG;3	N;NOM;SG
yemek	astia	yemek	asti	N;NOM;SG;3	N;NOM;SG
yemek	ateria	yemek	ateria	N;NOM;SG;3	N;NOM;SG
dans	dance	dans	dance	N;NOM;SG;3	N;NOM;SG
dans	tanssi	dans	tanssi	N;NOM;SG;3	N;NOM;SG
dans	tanssiminen	dans	tanssiminen	N;NOM;SG;3	N;NOM;SG
dans	tanssi	dans	tanssi	N;NOM;SG;3	N;NOM;SG
ulaşım	liikenne	ulaşım	liikenne	N;NOM;SG;3	N;NOM;SG
ulaşım	kuljetus	ulaşım	kuljetus	N;NOM;SG;3	N;NOM;SG
ulaşım	liikenne	ulaşım	liikenne	N;NOM;SG;3	N;NOM;SG
ulaşım	kuljetus	ulaşım	kuljetus	N;NOM;SG;3	N;NOM;SG
önem	merkitys	önem	merkitys	N;NOM;SG;3	N;NOM;SG
önem	tärkeys	önem	tärkeys	N;NOM;SG;3	N;NOM;SG
yavaş	hidas	yavaş	hidas	ADJ	ADJ;NOM;SG
yavaş	hidasta	yavaş	hidas	ADJ	ADJ;PRT;SG
yavaş	helppo	yavaş	helppo	ADJ	ADJ;NOM;SG
yavaş	helppoa	yavaş	helppo	ADJ	ADJ;PRT;SG
ülkeler	kansat	ülke	kansa	N;NOM;PL;3	N;NOM;PL
ülkeler	kansakunnat	ülke	kansa#kunta	N;NOM;PL;3	N;NOM;PL
ülkeler	maat	ülke	maa	N;NOM;PL;3	N;NOM;PL
ülkeler	valtiot	ülke	valtio	N;NOM;PL;3	N;NOM;PL
düzenleme	järjestää	düzenle	järjestää	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;PRS;FIN;ACT
ziyaret	vierailu	ziyaret	vierailu	N;NOM;SG;3	N;NOM;SG
ziyaret	vierailu	ziyaret	vierailu	N;NOM;SG;3	N;NOM;SG
ziyaret	käynti	ziyaret	käynti	N;NOM;SG;3	N;NOM;SG
ayrıldı	erotettu	ayrıl	erottaa	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;PASS
antlaşması	perustamissopimus	antlaşma	perustaa#sopimus	N;NOM;SG;3	N;NOM;SG
antlaşması	sopimus	antlaşma	sopimus	N;NOM;SG;3	N;NOM;SG
olimpiyat	olympic	olimpiyat	olympic	N;NOM;SG;3	N;NOM;SG
sen	sinä	sen	sinä	PRO;NOM;SG;2	PRO;NOM;SG;2
yazdı	kirjoitti	yaz	kirjoittaa	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
silinmiş	poistettiin	sil	poistaa	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;PASS
silinmiş	poistettu	sil	poistaa	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
görülen	nähty	gör	nähdä	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
önceden	aikaisemmin	önceden	aikaisemmin	ADV	ADV
önceden	aiemmin	önceden	aiemmin	ADV	ADV
önceden	ennen	önceden	ennen	ADV	ADV
hafif	kevyt	hafif	kevyt	ADJ	ADJ;NOM;SG
hafif	lievä	hafif	lievä	ADJ	ADJ;NOM;SG
hafif	lievää	hafif	lievä	ADJ	ADJ;PRT;SG
hafif	kevyet	hafif	kevyt	ADJ	ADJ;NOM;PL
hafif	kevyt	hafif	kevyt	ADJ	ADJ;NOM;SG
lideri	leader	lider	leader	N;NOM;SG;3	N;NOM;SG
lideri	johtaja	lider	johtaja	N;NOM;SG;3	N;NOM;SG
toplumsal	sosiaaliset	toplumsal	sosiaalinen	ADJ	ADJ;NOM;PL
toplumsal	sosiaalisen	toplumsal	sosiaalinen	ADJ	ADJ;GEN;SG
toplumsal	sosiaalinen	toplumsal	sosiaalinen	ADJ	ADJ;NOM;SG
toplumsal	yhteiskunnallinen	toplumsal	yhteis#kunnallinen	ADJ	ADJ;NOM;SG
yazılmış	kirjoitettu	yaz	kirjoittaa	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
şehirler	kaupungit	şehir	kaupunki	N;NOM;PL;3	N;NOM;PL
şehirler	kaupungit	şehir	kaupunki	N;NOM;PL;3	N;NOM;PL
kalesi	linna	kale	linna	N;NOM;SG;3	N;NOM;SG
uçak	lentokone	uçak	lento#kone	N;NOM;SG;3	N;NOM;SG
uçak	lentokone	uçak	lento#kone	N;NOM;SG;3	N;NOM;SG
uçak	kone	uçak	kone	N;NOM;SG;3	N;NOM;SG
uçak	lentokone	uçak	lento#kone	N;NOM;SG;3	N;NOM;SG
uçak	lentokone	uçak	lento#kone	N;NOM;SG;3	N;NOM;SG
gerçekten	todellakin	gerçekten	todella	ADV	ADV
gerçekten	todella	gerçekten	todella	ADV	ADV
gerçekten	todella	gerçekten	todella	ADV	ADV
gerçekten	oikeesti	gerçekten	oikeasti	ADV	ADV
savaşları	sodat	savaş	sota	N;NOM;PL;3	N;NOM;PL
sağlamak	varmistetaan	sağla	varmistaa	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;PASS
kurucusu	perustaja	kurucu	perustaja	N;NOM;SG;3	N;NOM;SG
yükseldi	noussut	yüksel	nousta	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
üretilen	tuotetut	üre	tuotettu	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
üretilen	tuotettu	üre	tuottaa	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
üretilen	valmistettu	üre	valmistaa	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
üretilen	valmistetut	üre	valmistaa	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
kendisinin	itsensä	kendi	itse	PRO;GEN;SG;3;REFL	PRO;GEN;SG;REFL
mühendisliği	konehuone	mühendislik	kone#huone	N;NOM;SG;3	N;NOM;SG
mühendisliği	tekniikka	mühendislik	tekniikka	N;NOM;SG;3	N;NOM;SG
dağları	vuoret	dağ	vuori	N;NOM;PL;3	N;NOM;PL
açılan	avattu	aç	avata	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
açılan	avataan	aç	avata	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;PRS;FIN;PASS
ilişkiler	suhteet	ilişki	suhde	N;NOM;PL;3	N;NOM;PL
ilişkiler	suhteet	ilişki	suhde	N;NOM;PL;3	N;NOM;PL
görüntü	kuva	görüntü	kuva	N;NOM;SG;3	N;NOM;SG
başardı	onnistui	baş	onnistua	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
açıkladı	selitetty	açıkla	selittää	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;PASS
açıkladı	selitti	açıkla	selittää	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
açıkladı	selittänyt	açıkla	selittää	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
açıkladı	paljastettiin	açıkla	paljastaa	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;PASS
bilimler	tieteet	bilim	tiede	N;NOM;PL;3	N;NOM;PL
hep	aina	hep	aina	ADV	ADV
konser	konsertti	konser	konsertti	N;NOM;SG;3	N;NOM;SG
yayımlandı	julkaistu	yayımla	julkaista	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
işbirliği	yhteistyö	işbirliği	yhteis#työ	N;NOM;SG;3	N;NOM;SG
işbirliği	osuuskunta	işbirliği	osuus#kunta	N;NOM;SG;3	N;NOM;SG
işbirliği	yhteistyö	işbirliği	yhteis#työ	N;NOM;SG;3	N;NOM;SG
istatistikleri	tilastotiedot	ista	tilasto#tieto	N;NOM;PL;3	N;NOM;PL
istatistikleri	tilastot	ista	tilasto	N;NOM;PL;3	N;NOM;PL
istatistikleri	tilastot	ista	tilasto	N;NOM;PL;3	N;NOM;PL
komedi	komedia	komedi	komedia	N;NOM;SG;3	N;NOM;SG
yazılan	kirjoitettu	yaz	kirjoittaa	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
oyuncular	pelaajat	oyuncu	pelaaja	N;NOM;PL;3	N;NOM;PL
oyuncular	näyttelijät	oyuncu	näyttelijä	N;NOM;PL;3	N;NOM;PL
oyuncular	toimijat	oyuncu	toimija	N;NOM;PL;3	N;NOM;PL
oyuncular	pelaajat	oyuncu	pelaaja	N;NOM;PL;3	N;NOM;PL
oyuncular	esiintyjät	oyuncu	esiintyjä	N;NOM;PL;3	N;NOM;PL
kullanıcılar	käyttäjät	kullanıcı	käyttäjä	N;NOM;PL;3	N;NOM;PL
bizim	meidän	biz	minä	PRO;GEN;PL;1	PRO;GEN;PL;1
bizim	meidän	biz	minä	PRO;GEN;PL;1	PRO;GEN;PL;1
olaylar	tapahtumat	olay	tapahtuma	N;NOM;PL;3	N;NOM;PL
cevap	vastaus	cevap	vastaus	N;NOM;SG;3	N;NOM;SG
cevap	vastaus	cevap	vastaus	N;NOM;SG;3	N;NOM;SG
cevap	vastaus	cevap	vastaus	N;NOM;SG;3	N;NOM;SG
cevap	vaste	cevap	vaste	N;NOM;SG;3	N;NOM;SG
manyetik	magneettinen	manyetik	magneettinen	ADJ	ADJ;NOM;SG
dilleri	kielet	dil	kieli	N;NOM;PL;3	N;NOM;PL
bölgesel	alueellinen	bölgesel	alueellinen	ADJ	ADJ;NOM;SG
bölgesel	alueelliset	bölgesel	alueellinen	ADJ	ADJ;NOM;PL
bölgesel	alueellisten	bölgesel	alueellinen	ADJ	ADJ;GEN;PL
görüş	palaute	görüş	palaute	N;NOM;SG;3	N;NOM;SG
görüş	näkyvyys	görüş	näkyvyys	N;NOM;SG;3	N;NOM;SG
milletler	kansat	millet	kansa	N;NOM;PL;3	N;NOM;PL
milletler	kansakunnat	millet	kansa#kunta	N;NOM;PL;3	N;NOM;PL
sağladı	edellyttäen	sağla	edellyttää	V;PFV;IND;SG;3;POS;PST	V;INS;SG;NFIN;ACT
evlilik	avioliitto	evlilik	avio#liitto	N;NOM;SG;3	N;NOM;SG
imparatorluk	valtakunta	imparatorluk	valta#kunta	N;NOM;SG;3	N;NOM;SG
imparatorluk	imperiumi	imparatorluk	imperiumi	N;NOM;SG;3	N;NOM;SG
altyazı	tekstitys	altyazı	tekstitys	N;NOM;SG;3	N;NOM;SG
kullanılabilir	saatavana	kullan	saada	V;IPFV;POT;SG;3;POS;PASS	V;FRML;SG;V.PTCP;PASS
gelişmiş	kehittynyt	geliş	kehittyä	V;PFV;NFH;IND;POS;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
gelişmiş	kehittyi	geliş	kehittyä	V;PFV;NFH;IND;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
gelişmiş	kehittyivät	geliş	kehittyä	V;PFV;NFH;IND;POS;PST;V.PTCP	V;IND;PL;3;PST;FIN;ACT
gelişmiş	kehittyneet	geliş	kehittyä	V;PFV;NFH;IND;POS;PST;V.PTCP	V;NOM;PL;V.PTCP;ACT
gelişmiş	kehittynyt	geliş	kehittyä	V;PFV;NFH;IND;POS;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
gelişmiş	kehitetty	geliş	kehittää	V;PFV;NFH;IND;POS;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
gelişmiş	kehittyneet	geliş	kehittyä	V;PFV;NFH;IND;POS;PST;V.PTCP	V;NOM;PL;V.PTCP;ACT
gelişmiş	kehitettiin	geliş	kehittää	V;PFV;NFH;IND;POS;PST;V.PTCP	V;IND;PST;FIN;PASS
gelişmiş	parani	geliş	paranee	V;PFV;NFH;IND;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
gelişmiş	parantunut	geliş	parantua	V;PFV;NFH;IND;POS;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
gelişmiş	parannettu	geliş	parantaa	V;PFV;NFH;IND;POS;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
gelişmiş	parannettu	geliş	parantaa	V;PFV;NFH;IND;POS;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
gelişmiş	tehostettu	geliş	tehostaa	V;PFV;NFH;IND;POS;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
gelişmiş	kehittynyt	geliş	kehittyä	V;PFV;NFH;IND;POS;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
gelişmiş	edistynyt	geliş	edistyä	V;PFV;NFH;IND;POS;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
gelişmiş	kehittyneet	geliş	kehittyä	V;PFV;NFH;IND;POS;PST;V.PTCP	V;NOM;PL;V.PTCP;ACT
açtı	avattu	aç	avata	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;PASS
açtı	avattiin	aç	avata	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;PASS
açtı	avasi	aç	avata	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
onlar	he	o	hän	PRO;NOM;PL;3	PRO;NOM;PL;3
modeli	malli	model	malli	N;NOM;SG;3	N;NOM;SG
gösterdi	osoitti	göster	osoittaa	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
gösterdi	näytti	göster	näyttää	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
akademik	akateemisen	akademik	akateeminen	ADJ	ADJ;GEN;SG
akademik	akateeminen	akademik	akateeminen	ADJ	ADJ;NOM;SG
official	virkamies	official	virka#mies	N;NOM;SG;3	N;NOM;SG
şarkılar	kappaleet	şarkı	kappale	N;NOM;PL;3	N;NOM;PL
şarkılar	laulut	şarkı	laulu	N;NOM;PL;3	N;NOM;PL
üyeler	jäsenet	üye	jäsen	N;NOM;PL;3	N;NOM;PL
katılıyorum	sovittava	kat	sopia	V;PROG;IND;SG;1;POS;INFM;PRS;PASS	V;NOM;SG;V.PTCP;PASS
zamanlar	ajat	zaman	aika	N;NOM;PL;3	N;NOM;PL
akademi	akatemia	akadem	akatemia	N;NOM;SG;3	N;NOM;SG
uzunluk	pituus	uzunluk	pituus	N;NOM;SG;3	N;NOM;SG
barcelona	barcelona	barcelon	barcelo	N;NOM;SG;3	N;NOM;SG
tedavi	parannus	tedavi	parannus	N;NOM;SG;3	N;NOM;SG
tedavi	terapia	tedavi	terapa	N;NOM;SG;3	N;NOM;SG
tedavi	hoito	tedavi	hoito	N;NOM;SG;3	N;NOM;SG
tedavi	käsittely	tedavi	käsittely	N;NOM;SG;3	N;NOM;SG
tedavi	kohtelu	tedavi	kohtelu	N;NOM;SG;3	N;NOM;SG
karmaşık	monimutkaista	karmaşık	monimutkainen	ADJ	ADJ;PRT;SG
karmaşık	monitahoinen	karmaşık	moni#tahoinen	ADJ	ADJ;NOM;SG
karmaşık	monimutkainen	karmaşık	moni#mutkainen	ADJ	ADJ;NOM;SG
karmaşık	monimutkaiset	karmaşık	monimutkainen	ADJ	ADJ;NOM;PL
karmaşık	monimutkaista	karmaşık	monimutkainen	ADJ	ADJ;PRT;SG
karmaşık	monimutkaiset	karmaşık	monimutkainen	ADJ	ADJ;NOM;PL
karmaşık	monimutkainen	karmaşık	moni#mutkainen	ADJ	ADJ;NOM;SG
yaşlı	vanhempi	yaşlı	vanha	ADJ	ADJ;NOM;CMPR;SG
yaşlı	vanhin	yaşlı	vanha	ADJ	ADJ;NOM;RL;SG
yaşlı	vanhat	yaşlı	vanha	ADJ	ADJ;NOM;PL
yaşlı	vanhoja	yaşlı	vanha	ADJ	ADJ;PRT;PL
yaşlı	vanha	yaşlı	vanha	ADJ	ADJ;NOM;SG
yaşlı	vanhaa	yaşlı	vanha	ADJ	ADJ;PRT;SG
yaşlı	iäkkäät	yaşlı	iäkäs	ADJ	ADJ;NOM;PL
yaşlı	vanhempia	yaşlı	vanha	ADJ	ADJ;PRT;CMPR;PL
yaşlı	vanhempi	yaşlı	vanha	ADJ	ADJ;NOM;CMPR;SG
yaşlı	vanhempaa	yaşlı	vanha	ADJ	ADJ;PRT;CMPR;SG
oluşturulan	luotu	oluş	luoda	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
oluşturulan	tuotettu	oluş	tuottaa	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
oluşturulan	luotu	oluş	luoda	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
oluşturulan	luodut	oluş	luoda	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
süresi	voimassaoloaika	süre	voimassaolo#aika	N;NOM;SG;3	N;NOM;SG
süresi	kesto	süre	kesto	N;NOM;SG;3	N;NOM;SG
çıkmış	poistui	çık	poistua	V;PFV;NFH;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
devletler	valtiot	devlet	valtio	N;NOM;PL;3	N;NOM;PL
devletler	osavaltiot	devlet	osa#valtio	N;NOM;PL;3	N;NOM;PL
tour	kierros	tour	kierros	N;NOM;SG;3	N;NOM;SG
tour	kiertue	tour	kiertue	N;NOM;SG;3	N;NOM;SG
açıldı	avattu	aç	avata	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
açıldı	avattiin	aç	avata	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;PASS
derecesi	tutkinto	derece	tutkinto	N;NOM;SG;3	N;NOM;SG
derecesi	aste	derece	aste	N;NOM;SG;3	N;NOM;SG
olmaz	ei	ol	ei	V;IPFV;IND;SG;3;NEG	V;SG;3;NEG;FIN;ACT
sabah	aamu	sabah	aamu	N;NOM;SG;3	N;NOM;SG
gruplar	ryhmät	grup	ryhmä	N;NOM;PL;3	N;NOM;PL
filmler	elokuvat	film	elo#kuva	N;NOM;PL;3	N;NOM;PL
filmler	elokuvat	film	elo#kuva	N;NOM;PL;3	N;NOM;PL
hareketler	toiminnat	hareket	toiminta	N;NOM;PL;3	N;NOM;PL
hareketler	toimet	hareket	toimi	N;NOM;PL;3	N;NOM;PL
hareketler	toiminnot	hareket	toiminto	N;NOM;PL;3	N;NOM;PL
hareketler	liikkeet	hareket	liike	N;NOM;PL;3	N;NOM;PL
hareketler	liikkeet	hareket	liike	N;NOM;PL;3	N;NOM;PL
komitesi	komitea	komite	komitea	N;NOM;SG;3	N;NOM;SG
komitesi	valiokunta	komite	valio#kunta	N;NOM;SG;3	N;NOM;SG
odası	jaosto	oda	jaosto	N;NOM;SG;3	N;NOM;SG
odası	kammio	oda	kammio	N;NOM;SG;3	N;NOM;SG
ödüller	palkkiot	ödül	palkkio	N;NOM;PL;3	N;NOM;PL
ödüller	palkinnot	ödül	palkinto	N;NOM;PL;3	N;NOM;PL
ödüller	palkinnot	ödül	palkinto	N;NOM;PL;3	N;NOM;PL
ödüller	palkinnot	ödül	palkinto	N;NOM;PL;3	N;NOM;PL
servisi	palvelu	servi	palvelu	N;NOM;SG;3	N;NOM;SG
sıcaklık	lämpötila	sıcaklık	lämmö#tila	N;NOM;SG;3	N;NOM;SG
sıcaklık	kuumuus	sıcaklık	kuumuus	N;NOM;SG;3	N;NOM;SG
sıcaklık	lämpö	sıcaklık	lämpö	N;NOM;SG;3	N;NOM;SG
sıcaklık	helle	sıcaklık	hälle	N;NOM;SG;3	N;NOM;SG
konuk	vieras	konuk	vieras	N;NOM;SG;3	N;NOM;SG
ulaştı	saavuttanut	ulaş	saavuttaa	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
ulaştı	päästy	ulaş	päästä	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;PASS
ulaştı	saavutettu	ulaş	saavuttaa	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;PASS
ulaştı	saavutti	ulaş	saavuttaa	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
ulaştı	saavutettiin	ulaş	saavuttaa	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;PASS
getirdi	tuotiin	getir	tuoda	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;PASS
yazılım	ohjelmisto	yazılım	ohjelmisto	N;NOM;SG;3	N;NOM;SG
tanınan	tunnustettu	tanı	tunnustaa	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
tanınan	tunnustettu	tanı	tunnustaa	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
karısı	vaimo	karı	vaimo	N;NOM;SG;3	N;NOM;SG
matematik	matematiikka	matematik	matematiikka	N;NOM;SG;3	N;NOM;SG
matematik	matematiikka	matematik	matematiikka	N;NOM;SG;3	N;NOM;SG
matematik	matematiikka	matematik	matematiikka	N;NOM;SG;3	N;NOM;SG
seçilen	valittu	seç	valita	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
seçilen	valitut	seç	valita	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
seçilen	valittu	seç	valita	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
seçilen	valittuna	seç	valita	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;FRML;SG;V.PTCP;PASS
seçilen	valitut	seç	valita	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
yaşadı	asunut	yaşa	asua	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
yaşadı	asui	yaşa	asua	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
yaşadı	elänyt	yaşa	elää	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
takımlar	puvut	takım	puku	N;NOM;PL;3	N;NOM;PL
takımlar	ryhmät	takım	ryhmä	N;NOM;PL;3	N;NOM;PL
takımlar	joukkueet	takım	joukkue	N;NOM;PL;3	N;NOM;PL
kuantum	quantum	kuantum	quantum	N;NOM;SG;3	N;NOM;SG
teorisi	teoria	teori	teoria	N;NOM;SG;3	N;NOM;SG
harita	kartta	harit	kartta	N;NOM;SG;3	N;NOM;SG
değişiklikler	muutokset	değişiklik	muutos	N;NOM;PL;3	N;NOM;PL
değişiklikler	muutokset	değişiklik	muutos	N;NOM;PL;3	N;NOM;PL
türkler	turkkilaiset	türk	turkki#lainen	N;NOM;PL;3	N;NOM;PL
çekilen	kuvattu	çek	kuvata	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
işler	työt	iş	työ	N;NOM;PL;3	N;NOM;PL
işler	työpaikat	iş	työ#paikka	N;NOM;PL;3	N;NOM;PL
ayrılmıştır	varattu	ayrıl	varata	V;PFV;NFH;SG;3;POS;PST	V;NOM;SG;V.PTCP;PASS
şeyler	asiat	şey	asia	N;NOM;PL;3	N;NOM;PL
otomobil	auto	otomobil	auto	N;NOM;SG;3	N;NOM;SG
otomobil	auto	otomobil	auto	N;NOM;SG;3	N;NOM;SG
otomobil	autoteollisuus	otomobil	autoteollisuus	N;NOM;SG;3	N;NOM;SG
otomobil	auto	otomobil	auto	N;NOM;SG;3	N;NOM;SG
otomobil	automobiles	otomobil	auto#mobiles	N;NOM;SG;3	N;NOM;SG
kutusu	laatikko	kutu	laatikko	N;NOM;SG;3	N;NOM;SG
kutusu	ruutu	kutu	ruutua	N;NOM;SG;3	N;NOM;SG
kutusu	box	kutu	box	N;NOM;SG;3	N;NOM;SG
sahipliği	omistusoikeus	sahiplik	omistus#oikeus	N;NOM;SG;3	N;NOM;SG
sahipliği	omistus	sahiplik	omistus	N;NOM;SG;3	N;NOM;SG
