스쿼시	squash	스쿼시	squash	N	N;NOM;MASC;SG
트랜잭션	transakcije	트랜잭션	transakcija	N	N;NOM;FEM;PL
우려	zabrinutost	우려	zabrinutost	N	N;NOM;FEM;SG
입국	dolaska	입국	dolazak	N	N;ANIM;ACC;MASC;SG
입국	dolazak	입국	dolazak	N	N;NOM;MASC;SG
가방	torbu	가방	torba	N	N;ACC;FEM;SG
가방	vreća	가방	vreća	N	N;NOM;FEM;SG
가방	torba	가방	torba	N	N;NOM;FEM;SG
가방	vrećica	가방	vrećica	N	N;NOM;FEM;SG
가방	vreće	가방	vreća	N	N;NOM;FEM;PL
가방	torbe	가방	torba	N	N;NOM;FEM;PL
가방	vrećice	가방	vrijica	N	N;NOM;FEM;PL
조선소	brodogradilište	조선소	brodogradilište	N	N;NOM;NEUT;SG
조선소	brodogradilište	조선소	brodogradilište	N	N;NOM;NEUT;SG
조선소	brodogradilišta	조선소	brodogradilište	N	N;NOM;NEUT;PL
조선소	brodogradnje	조선소	brodogradnja	N	N;NOM;FEM;PL
변종	varijanta	변종	varijanta	N	N;NOM;FEM;SG
현대그룹	hyundai	현대+그룹	hyundai	N	N;NOM;MASC;SG
목적지	odredište	목적지	odredište	N	N;NOM;NEUT;SG
목적지	destinacija	목적지	destinacija	N	N;NOM;FEM;SG
목적지	odredišta	목적지	odredište	N	N;NOM;NEUT;PL
보정	korekcije	보정	korekcija	N	N;NOM;FEM;PL
보정	korekcija	보정	korekcija	N	N;NOM;FEM;SG
보정	ispravak	보정	ispravak	N	N;NOM;MASC;SG
펜스	penija	펜스	peni	N	N;NOM;MASC;SG
목걸이	ogrlice	목걸+이	ogrlica	N	N;NOM;FEM;PL
목걸이	ogrlicu	목걸+이	ogrlica	N	N;ACC;FEM;SG
목걸이	ogrlica	목걸+이	ogrlica	N	N;NOM;FEM;SG
목걸이	ogrlice	목걸+이	ogrlica	N	N;NOM;FEM;PL
연주회	recital	연주회	recital	N	N;NOM;MASC;SG
연주회	koncerte	연주회	koncert	N	N;ACC;MASC;PL
연주회	koncerata	연주회	koncert	N	N;GEN;MASC;PL
연주회	koncert	연주회	koncert	N	N;NOM;MASC;SG
연주회	koncerta	연주회	koncert	N	N;GEN;MASC;SG
팽창	dilatacija	팽창	dilatacija	N	N;NOM;FEM;SG
팽창	proširenja	팽창	proširenje	N	N;NOM;NEUT;PL
팽창	širenje	팽창	širenje	N	N;NOM;NEUT;SG
팽창	proširenje	팽창	proširenje	N	N;NOM;NEUT;SG
좌표계	koordinate	좌표계	koordinat	N	N;NOM;FEM;PL
측량	izmjere	측량	izmjera	N	N;NOM;FEM;PL
북동	sjeveroistoku	북동	sjeveroistok	N	N;DAT;MASC;SG
지오	gio	지오	gio		
채팅	čavrljanje	채팅	čavrljanje	N	N;NOM;NEUT;SG
채팅	razgovor	채팅	razgovor	N	N;NOM;MASC;SG
채팅	chat	채팅	chat	N	N;NOM;MASC;SG
가속기	akcelerator	가속기	akcelerator	N	N;NOM;MASC;SG
계산기	kalkulatori	계산기	kalkulator	N	N;NOM;MASC;PL
계산기	kalkulator	계산기	kalkulator	N	N;NOM;MASC;SG
시키	shiki	시키	shika		
엔트로피	entropija	엔트로피	entropija	N	N;NOM;FEM;SG
성교	snošaj	성교	snošaj	N	N;NOM;MASC;SG
성교	snošaj	성교	snošaj	N	N;NOM;MASC;SG
성교	seks	성교	seks	N	N;NOM;MASC;SG
성교	seksa	성교	seks	N	N;GEN;MASC;SG
성교	sex	성교	sex	N	N;NOM;MASC;SG
대수학	algebra	대수학	algebra	N	N;NOM;FEM;SG
연구자	istraživač	연구자	istraživač	N	N;NOM;MASC;SG
연구자	istraživači	연구자	istraživač	N	N;NOM;MASC;PL
커브	zavoj	커브	zav	N	N;NOM;MASC;SG
모터스포츠	motorsport	모터스포츠	motorsport	N	N;NOM;MASC;SG
펄스	puls	펄스	puls	N	N;NOM;MASC;SG
갈매기	galebovi	갈매+기	galeb	N	N;NOM;MASC;PL
갈매기	galeb	갈매+기	galeb	N	N;NOM;MASC;SG
갈매기	galeba	갈매+기	galeba	N	N;NOM;MASC;SG
갈매기	galeb	갈매+기	galeb	N	N;NOM;MASC;SG
크리드	creed	크리드	creed	N	N;NOM;MASC;SG
천연두	boginje	천연두	boginja	N	N;NOM;FEM;PL
천연두	kozice	천연두	kozica	N	N;NOM;FEM;PL
셔터	zatvarača	셔터	zatvarač	N	N;GEN;MASC;SG
탄산	karbonat	탄산	karbonat	N	N;NOM;MASC;SG
사파리	safari	사파리	safar		
우울증	depresija	우울증	depresija	N	N;NOM;FEM;SG
우울증	depresiju	우울증	depresija	N	N;ACC;FEM;SG
우울증	depresije	우울증	depresija	N	N;NOM;FEM;PL
콜라보레이션	suradnja	콜라보레이션	suradnja	N	N;NOM;FEM;SG
콜라보레이션	suradnji	콜라보레이션	suradnja	N	N;DAT;FEM;SG
자제	suzdržanost	자제	suzdržanost	N	N;NOM;FEM;SG
라이트닝	munja	라이트닝	mulj	N	N;NOM;FEM;SG
라이트닝	munje	라이트닝	mulo	N	N;NOM;FEM;PL
투명	transparentnost	투명	transparentnost	N	N;NOM;FEM;SG
석기	kamen	석기	kamen	N	N;NOM;MASC;SG
석기	kamena	석기	kamen	N	N;NOM;FEM;SG
영감	inspiraciju	영감	inspiracija	N	N;ACC;FEM;SG
영감	nadahnuće	영감	nadahnuće	N	N;NOM;NEUT;SG
영감	inspiracija	영감	inspiracija	N	N;NOM;FEM;SG
엔비디아	nvidia	엔비디아	nvidjeti	N	N;NOM;MASC;SG
대시	dash	대시	dash	N	N;NOM;MASC;SG
대시	crtica	대시	crtica	N	N;NOM;FEM;SG
진술	priopćenje	진술	priopćenje	N	N;NOM;NEUT;SG
진술	izjavu	진술	izjava	N	N;ACC;FEM;SG
진술	izjava	진술	izjava	N	N;NOM;FEM;SG
영장류	primat	영장류	primat	N	N;NOM;MASC;SG
영장류	primata	영장류	primat	N	N;ACC;MASC;SG
플래그	zastava	플래그	zastava	N	N;NOM;FEM;SG
플래그	zastave	플래그	zastava	N	N;NOM;FEM;PL
채무	dugovi	채무	dug	N	N;NOM;MASC;PL
채무	dugova	채무	dug	N	N;GEN;MASC;PL
채무	dugove	채무	dug	N	N;ACC;MASC;PL
채무	duga	채무	dug	N	N;NOM;FEM;SG
채무	dugovi	채무	dug	N	N;NOM;MASC;PL
채무	dug	채무	dug	N	N;NOM;MASC;SG
모욕을	uvreda	모욕+을	uvred	N	N;NOM;FEM;SG
요구사항	zahtjevi	요구사항	zahtjev	N	N;NOM;MASC;PL
음식점	restoran	음식점	restoran	N	N;NOM;MASC;SG
음식점	mesta	음식점	mest	N	N;NOM;NEUT;PL
음식점	mjesta	음식점	mjesto	N	N;NOM;NEUT;PL
음식점	restorani	음식점	restoran	N	N;NOM;MASC;PL
음식점	restorane	음식점	restoran	N	N;ACC;MASC;PL
형이상학	metafizike	형이상학	metafizika	N	N;NOM;FEM;PL
디펜스	obrana	디펜스	obrana	N	N;NOM;FEM;SG
디펜스	obrana	디펜스	obrana	N	N;NOM;FEM;SG
조언	savet	조언	savet	N	N;NOM;MASC;SG
조언	savjet	조언	savjet	N	N;NOM;MASC;SG
계기	instrument	계기	instrument	N	N;NOM;MASC;SG
해머	čekić	해머	čekić	N	N;NOM;MASC;SG
라우팅	usmjeravanja	라우팅	usmjeravanje	N	N;NOM;NEUT;PL
주먹	šakama	주먹	šaka	N	N;INS;FEM;PL
주먹	šake	주먹	šaka	N	N;NOM;FEM;PL
주먹	šaka	주먹	šaka	N	N;NOM;FEM;SG
주먹	šaci	주먹	šak	N	N;DAT;FEM;SG
주먹	šaku	주먹	šaka	N	N;ACC;FEM;SG
파운데이션	zaklada	파운데이션	zaklada	N	N;NOM;FEM;SG
파운데이션	osnova	파운데이션	osnova	N	N;NOM;FEM;SG
파운데이션	fondacija	파운데이션	fondacija	N	N;NOM;FEM;SG
파운데이션	temelj	파운데이션	temelj	N	N;NOM;MASC;SG
유권자	birača	유권자	birač	N	N;GEN;MASC;PL
유권자	glasači	유권자	glasač	N	N;NOM;MASC;PL
유권자	birači	유권자	birač	N	N;NOM;MASC;PL
침례교	baptisti	침례교	baptist	N	N;NOM;MASC;PL
항문	anus	항문	anus	N	N;NOM;MASC;SG
후식	desert	후식	desert	N	N;NOM;MASC;SG
후식	deserta	후식	desert	N	N;GEN;MASC;SG
토륨	torij	토륨	torij	N	N;NOM;MASC;SG
니키타	nikita	니키타	nitko		
햇빛	sunce	햇빛	sunce	N	N;NOM;NEUT;SG
닭고기	kokoš	닭고기	kokoš	N	N;NOM;FEM;SG
닭고기	piletina	닭고기	piletina	N	N;NOM;FEM;SG
닭고기	pile	닭고기	pila	N	N;NOM;NEUT;SG
침투	penetracije	침투	penetracija	N	N;NOM;FEM;PL
암초	greben	암초	greben	N	N;NOM;MASC;SG
오드리	odri	오드리	odra	N	N;NOM;FEM;SG
지팡이	rod	지팡이	rod	N	N;NOM;MASC;SG
지팡이	rode	지팡이	roditi	N	N;NOM;FEM;PL
지팡이	štapić	지팡이	štapić	N	N;NOM;MASC;SG
정상회담	summita	정상회담	summit	N	N;GEN;MASC;SG
정상회담	summit	정상회담	summit	N	N;NOM;MASC;SG
사육	uzgoj	사육	uzgoj	N	N;NOM;MASC;SG
사육	razmnožavanje	사육	razmnožavanje	N	N;NOM;NEUT;SG
옥션	aukcije	옥션	aukcija	N	N;NOM;FEM;PL
옥션	aukcija	옥션	aukcija	N	N;NOM;FEM;SG
옥션	aukciju	옥션	aukcija	N	N;ACC;FEM;SG
옥션	aukciji	옥션	aukcija	N	N;DAT;FEM;SG
숙박	smještaj	숙박	smještaj	N	N;NOM;MASC;SG
화강암	granit	화강암	graniti	N	N;NOM;MASC;SG
통증이	boli	통증+이	bol	N	N;NOM;FEM;SG
통증이	bol	통증+이	bol	N	N;NOM;FEM;SG
통증이	bolovi	통증+이	bol	N	N;NOM;MASC;PL
배수	odvod	배수	odvod	N	N;NOM;MASC;SG
배수	drenaže	배수	drenaže	N	N;NOM;FEM;PL
배수	drenaža	배수	drenaž	N	N;NOM;FEM;SG
스피커	zvučnika	스피커	zvučnik	N	N;ANIM;ACC;MASC;SG
스피커	govornici	스피커	govornik	N	N;NOM;MASC;PL
스피커	govornik	스피커	govornik	N	N;NOM;MASC;SG
스피커	zvučnik	스피커	zvučnik	N	N;NOM;MASC;SG
밸런스	ravnotežu	밸런스	ravnoteža	N	N;ACC;FEM;SG
밸런스	ravnoteža	밸런스	ravnoteža	N	N;NOM;FEM;SG
밸런스	balans	밸런스	balans	N	N;NOM;MASC;SG
잠재적으로	potencijalno	잠재+적+으로	potencijalno	ADV	ADV
픽업	hvataljke	픽업	hvataljka	N	N;NOM;FEM;PL
결함	mana	결함	mana	N	N;NOM;FEM;SG
결함	mane	결함	mal	N	N;NOM;FEM;PL
결함	defekt	결함	defekt	N	N;NOM;MASC;SG
경호원	tjelohranitelj	경호원	tjelohranitelj	N	N;NOM;MASC;SG
양심적	svijest	양심+적	svijest	N	N;NOM;FEM;SG
양심적	savjesti	양심+적	savjest	N	N;DAT;FEM;SG
양심적	savjest	양심+적	savjest	N	N;NOM;FEM;SG
안장	sedla	안장	sedla	N	N;GEN;MASC;SG
안장	sedlo	안장	sedlo	N	N;NOM;NEUT;SG
교훈	lekcija	교훈	lekcija	N	N;NOM;FEM;SG
교훈	lekciju	교훈	lekcija	N	N;ACC;FEM;SG
교훈	pouka	교훈	pouka	N	N;NOM;FEM;SG
추상	apstrakcije	추상	apstrakcija	N	N;NOM;FEM;PL
정오	podne	정오	podne	N	N;NOM;FEM;SG
안정성	stabilnost	안정성	stabilnost	N	N;NOM;FEM;SG
안정성	stabilnosti	안정성	stabilnost	N	N;NOM;FEM;SG
손목	zglob	손목	zglob	N	N;NOM;MASC;SG
손목	zapešća	손목	zapešće	N	N;NOM;NEUT;PL
손목	zglobovi	손목	zglob	N	N;NOM;MASC;PL
결투	dvoboj	결투	dvoboj	N	N;NOM;MASC;SG
결투	dvoboja	결투	dvoboj	N	N;ACC;MASC;SG
운석	meteor	운석	meteor	N	N;NOM;MASC;SG
운석	meteorit	운석	meteorit	N	N;NOM;MASC;SG
취약점	ranjivosti	취약점	ranjivost	N	N;NOM;FEM;PL
취약점	ranjivost	취약점	ranjivost	N	N;NOM;FEM;SG
스토리지	skladištenje	스토리+지	skladištenje	N	N;NOM;NEUT;SG
스토리지	spremište	스토리+지	spremište	N	N;NOM;NEUT;SG
스토리지	skladište	스토리+지	skladište	N	N;NOM;NEUT;SG
소품	rekvizite	소품	rekvizit	N	N;ACC;MASC;PL
경감	inspektor	경감	inspektor	N	N;NOM;MASC;SG
강조하기	istaknuti	강조+하+기	istaknuti	V	V;NFIN
촉매	kataliza	촉매	kataliza	N	N;NOM;MASC;SG
촉매	katalizator	촉매	katalizator	N	N;NOM;MASC;SG
굴절	refrakcija	굴절	refrakcija	N	N;NOM;FEM;SG
모래시계	pijesak	모래+시계	pijesak	N	N;NOM;MASC;SG
모래시계	pješčana	모래+시계	pješčan	N	N;NOM;FEM;SG
연구실	laboratorij	연구실	laboratorij	N	N;NOM;MASC;SG
연구실	laboratorija	연구실	laboratorija	N	N;ACC;MASC;SG
연구실	laboratorij	연구실	laboratorij	N	N;NOM;MASC;SG
연구실	laboratorija	연구실	laboratorija	N	N;ACC;MASC;SG
연구실	lab	연구실	lab	N	N;NOM;MASC;SG
전화기	mobitel	전화기	mobitel	N	N;NOM;MASC;SG
전화기	telefon	전화기	telefon	N	N;NOM;MASC;SG
전화기	telefon	전화기	telefon	N	N;NOM;MASC;SG
전화기	telefoni	전화기	telefon	N	N;NOM;MASC;PL
전화기	telefone	전화기	telefon	N	N;ACC;MASC;PL
