que	你	que	你	PRO	PRO;2
esquecín	忘記	esquecín	忘記	V	V
atacar	攻擊	atacar	攻擊	V	V
atacar	進攻	atacar	進攻	V	V
atacar	攻擊	atacar	攻擊	V	V
tropas	部隊	tropa	部隊	N	N
planetas	行星	planeta	行星	N	N
planetas	滴	planeta	滴	N	N
tolemia	瘋狂	tolemia	瘋狂	N	N
tolemia	瘋狂	tolemia	瘋狂	N	N
tolemia	瘋狂	tolemia	瘋狂	N	N
discutir	爭論	discutir	爭論	V	V
discutir	討論	discutir	討論	V	V
discutir	爭論	discutir	爭論	V	V
testa	頭	testar	頭	N	N
testa	頭部	testar	頭部	N	N
acusado	被	acusar	被	V	V;PASS
acusado	被	acusar	被	V	V;PASS
acusado	被	acusar	被	V	V;PASS
emperador	皇帝	emperador	皇帝	N	N
emperador	天皇	emperador	天皇	N	N
profe	老師	profe	老師	N	N
profe	教師	profe	教師	N	N
profe	教	profe	教	N	N
profe	先生	profe	先生	N	N
nais	母后	nai	母后	N	N
nais	母親	nai	母親	N	N
oferta	優惠	oferta	優惠	N	N
oferta	計畫	oferta	計畫	N	N
damos	准予	dar	准予	V	V
pastor	大臣	pastor	大臣	N	N
pastor	部長	pastor	部長	N	N
escala	比例尺	escala	比例尺	N	N
escala	規模	escala	規模	N	N
escala	台階	escala	台階	N	N
escala	步驟	escala	步驟	N	N
escala	步	escala	步	N	N
escala	大小	escala	大小	N	N
escala	體積	escala	體積	N	N
escala	尺寸	escala	尺寸	N	N
escala	埠	escala	埠	N	N
escala	港口	escala	港口	N	N
escala	電話	escala	電話	N	N
escala	通話	escala	通話	N	N
collín	接住	collín	接住	V	V
collín	抓到	collín	抓到	V	V
aplauso	掌聲	aplauso	掌聲	N	N
aplauso	鼓掌	aplauso	鼓掌	N	N
aplauso	輪	aplauso	輪	N	N
mentes	頭腦	mente	頭腦	N	N
mentes	心靈	mente	心靈	N	N
mentes	謊言	mente	謊言	N	N
exame	測試	exame	測試	N	N
exame	試驗	exame	試驗	N	N
exame	測驗	exame	測驗	N	N
exame	測試	exame	測試	N	N
exame	測驗	exame	測驗	N	N
exame	檢驗	exame	檢驗	N	N
exame	試驗	exame	試驗	N	N
exame	考試	exame	考試	N	N
xuntas	一起	xunta	一起	N	N
xuntas	鞦韆	xunta	鞦韆	N	N
falaremos	聊	falar	聊	V	V
falaremos	討論	falar	討論	V	V
obriga	被	obrigar	被	V	V;PASS
moitísimo	非常	moitísimo	非常	ADV	ADV
saca	出局	sacar	出局	V	V
saca	獲取	sacar	獲取	V	V
saca	獲得	sacar	獲得	V	V
saca	得到	sacar	得到	V	V
corvo	烏鴉	corvo	烏鴉	N	N
corvo	烏鴉	corvo	烏鴉	N	N
corvo	寫作	corvo	寫作	N	N
corvo	蒼蠅	corvo	蒼蠅	N	N
perfecta	完美	perfecto	完美	ADJ	ADJ
riqueza	財富	riqueza	財富	N	N
riqueza	富人	riqueza	富人	N	N
riqueza	財富	riqueza	財富	N	N
riqueza	混淆	riqueza	混淆	N	N
velaí	右	velar	右	N	N
amencer	天亮	amencer	天亮	N	N
graza	恩典	graza	恩典	N	N
graza	樂趣	graza	樂趣	N	N
graza	搞笑	graza	搞笑	N	N
graza	好笑	graza	好笑	N	N
pediu	通緝	pediu	通緝	V	V
actores	演員	actor	演員	N	N
espía	諜	espe	諜	N	N
espía	間	espe	間	N	N
espía	間	espe	間	N	N
guerras	戰爭	guerra	戰爭	N	N
guerras	戰	guerra	戰	N	N
guerras	戰爭	guerra	戰爭	N	N
exercicio	演習	exercicio	演習	N	N
exercicio	鍛鍊	exercicio	鍛鍊	N	N
exercicio	鍛鍊	exercicio	鍛鍊	N	N
exercicio	輪	exercicio	輪	N	N
exercicio	車輪	exercicio	車輪	N	N
encantado	見	encantar	見	V	V
merece	命令	merecer	命令	V	V
quedará	將	quedar	將	V	V;CAUS
quedará	留	quedar	留	V	V
quedará	留下	quedar	留下	V	V
quedará	留下	quedar	留下	V	V
deixaron	讓	deixar	讓	V	V;CAUS
camións	貨車	camión	貨車	N	N
camións	卡車	camión	卡車	N	N
camións	卡車	camión	卡車	N	N
plans	計畫	plan	計畫	N	N
materia	原始	materia	原始	N	N
materia	生	materia	生	N	N
materia	主題	materia	主題	N	N
moléculas	分子	molécula	分子	N	N
espertar	覺醒	espertar	覺醒	V	V
patacas	土豆	pataca	土豆	N	N
patacas	薯	pataca	薯	N	N
patacas	土豆	pataca	土豆	N	N
toneladas	噸	tonelada	噸	N	N
toneladas	磅	tonelada	磅	N	N
toneladas	噸	tonelada	噸	N	N
toneladas	噸	tonelada	噸	N	N
toneladas	公噸	tonelada	公噸	N	N
rara	怪異	raro	怪異	ADJ	ADJ
tentamos	嘗試	tentar	嘗試	V	V
tentamos	試試	tentar	試試	V	V
tentamos	嘗試	tentar	嘗試	V	V
prisioneiro	俘虜	prisioneiro	俘虜	N	N
prisioneiro	俘虜	prisioneiro	俘虜	N	N
prisioneiro	囚犯	prisioneiro	囚犯	N	N
prisioneiro	犯人	prisioneiro	犯人	N	N
prisioneiro	囚徒	prisioneiro	囚徒	N	N
bravo	偉大	bravo	偉大	ADJ	ADJ
cruel	彈	cruel	彈	N	N
cruel	原油	cruel	原油	N	N
cela	細胞	celar	細胞	N	N
cela	牢房	celar	牢房	N	N
cela	監獄	celar	監獄	N	N
erguer	提升	erguer	提升	V	V
erguer	加註	erguer	加註	V	V
erguer	建築	erguer	建築	V	V
erguer	建	erguer	建	V	V
erguer	建立	erguer	建立	V	V
erguer	獲取	erguer	獲取	V	V
erguer	獲得	erguer	獲得	V	V
erguer	得到	erguer	得到	V	V
intentar	嘗試	intentar	嘗試	V	V
intentar	嘗試	intentar	嘗試	V	V
intentar	試試	intentar	試試	V	V
grolo	土司	grolo	土司	N	N
perspectiva	透視	perspectiva	透視	N	N
perspectiva	視角	perspectiva	視角	N	N
perspectiva	角	perspectiva	角	N	N
perspectiva	點	perspectiva	點	N	N
escoitamos	聽著	escoitar	聽著	V	V
escoitamos	聆聽	escoitar	聆聽	V	V
planta	廠	planta	廠	N	N
planta	植物	planta	植物	N	N
planta	工廠	planta	工廠	N	N
planta	下限	planta	下限	N	N
planta	地板	planta	地板	N	N
elixir	選擇	elixir	選擇	V	V
elixir	選擇	elixir	選擇	V	V
intenta	嘗試	intentar	嘗試	V	V
intenta	嘗試	intentar	嘗試	V	V
intenta	試試	intentar	試試	V	V
escoiten	聆聽	escoitar	聆聽	V	V
escoiten	聽著	escoitar	聽著	V	V
verdes	綠色	verde	綠色	N	N
verdes	綠	verde	綠	N	N
verdes	綠地	verde	綠地	N	N
mazá	區塊	mazá	區塊	N	N
saímos	出局	saír	出局	V	V
saímos	休假	saír	休假	V	V
saímos	離開	saír	離開	V	V
saímos	獲取	saír	獲取	V	V
saímos	獲得	saír	獲得	V	V
saímos	得到	saír	得到	V	V
saímos	計劃	saír	計劃	V	V
criaturas	生物	criatura	生物	N	N
diferenzas	差異	diferenza	差異	N	N
diferenzas	差額	diferenza	差額	N	N
diferenzas	分歧	diferenza	分歧	N	N
diferenzas	差額	diferenza	差額	N	N
diferenzas	區別	diferenza	區別	N	N
diferenzas	差別	diferenza	差別	N	N
diferenzas	差異	diferenza	差異	N	N
prazo	任期	prazo	任期	N	N
prazo	術語	prazo	術語	N	N
prazo	學期	prazo	學期	N	N
prazo	時光	prazo	時光	N	N
prazo	時間	prazo	時間	N	N
experimento	試驗	experimento	試驗	N	N
experimento	實驗	experimento	實驗	N	N
sufrir	受	sufrir	受	V	V
sufrir	受	sufrir	受	V	V
rica	豐富	rico	豐富	ADJ	ADJ
rica	富裕	rico	富裕	ADJ	ADJ
maleta	行李	maleta	行李	N	N
maleta	包裝	maleta	包裝	N	N
maleta	行李	maleta	行李	N	N
maleta	行李	maleta	行李	N	N
axude	幫助	axudar	幫助	V	V
axude	幫忙	axudar	幫忙	V	V
axude	有些	axudar	有些	V	V
misterio	謎團	misterio	謎團	N	N
misterio	謎	misterio	謎	N	N
misterio	棒	misterio	棒	N	N
sobrevivir	存活	sobrevivir	存活	V	V
sobrevivir	求生	sobrevivir	求生	V	V
sobrevivir	生存	sobrevivir	生存	V	V
ordenador	電腦	ordenador	電腦	N	N
fotografías	照片	fotografía	照片	N	N
fotografías	像片	fotografía	像片	N	N
fotografías	圖片	fotografía	圖片	N	N
fotografías	像片	fotografía	像片	N	N
fotografías	圖畫	fotografía	圖畫	N	N
fotografías	照片	fotografía	照片	N	N
fotografías	像片	fotografía	像片	N	N
fotografías	照片	fotografía	照片	N	N
soldo	薪水	soldo	薪水	N	N
soldo	工資	soldo	工資	N	N
soldo	薪資	soldo	薪資	N	N
soldo	薪金	soldo	薪金	N	N
soldo	工資	soldo	工資	N	N
siga	跟	siga	跟	V	V
siga	跑步	siga	跑步	V	V
enormes	巨大	enorme	巨大	ADJ	ADJ
cliente	客戶	cliente	客戶	N	N
cliente	客戶	cliente	客戶	N	N
cliente	顧客	cliente	顧客	N	N
partículas	顆	partícula	顆	N	N
partículas	粒子	partícula	粒子	N	N
partículas	微粒	partícula	微粒	N	N
partículas	顆	partícula	顆	N	N
partículas	粒子	partícula	粒子	N	N
partículas	微粒	partícula	微粒	N	N
partículas	塵埃	partícula	塵埃	N	N
partículas	輻射	partícula	輻射	N	N
encontro	會議	encontro	會議	N	N
encontro	邂逅	encontro	邂逅	N	N
filosofía	哲學	filosofía	哲學	N	N
filosofía	理念	filosofía	理念	N	N
tento	嘗試	tento	嘗試	V	V
tento	試試	tento	試試	V	V
tento	嘗試	tento	嘗試	V	V
transporte	運輸	transporte	運輸	N	N
transporte	交通	transporte	交通	N	N
transporte	運輸	transporte	運輸	N	N
transporte	交通	transporte	交通	N	N
xoves	週	xove	週	N	N
xoves	星期	xove	星期	N	N
definición	定義	definición	定義	N	N
símbolo	符號	símbolo	符號	N	N
linguas	語言	lingua	語言	N	N
linguas	語文	lingua	語文	N	N
linguas	語言	lingua	語言	N	N
linguas	語	lingua	語	N	N
linguas	語文	lingua	語文	N	N
santa	聖人	santo	聖人	N	N
voar	飛行	voar	飛行	V	V
motor	馬達	motor	馬達	N	N
motor	電機	motor	電機	N	N
motor	引擎	motor	引擎	N	N
motor	破碎	motor	破碎	N	N
motor	破損	motor	破損	N	N
pedín	訂購	pedir	訂購	V	V
cunca	盃	cunca	盃	N	N
cunca	杯	cunca	杯	N	N
cunca	杯子	cunca	杯子	N	N
cunca	碗	cunca	碗	N	N
cunca	插座	cunca	插座	N	N
paseo	步行	paseo	步行	N	N
paseo	旅行	paseo	旅行	N	N
paseo	行程	paseo	行程	N	N
paseo	騎馬	paseo	騎馬	N	N
paseo	騎	paseo	騎	N	N
paseo	單車	paseo	單車	N	N
paseo	腳踏	paseo	腳踏	N	N
metas	目標	meto	目標	N	N
metas	選	meto	選	N	N
metas	頭腦	meto	頭腦	N	N
metas	心靈	meto	心靈	N	N
metas	企業	meto	企業	N	N
metas	業務	meto	業務	N	N
metas	商業	meto	商業	N	N
metas	商務	meto	商務	N	N
esperto	實際	esperto	實際	N	N
sinte	感受	sinte	感受	V	V
volveremos	獲取	volver	獲取	V	V
volveremos	獲得	volver	獲得	V	V
volveremos	得到	volver	得到	V	V
volveremos	返回	volver	返回	V	V
volveremos	回歸	volver	回歸	V	V
traxe	西裝	traxar	西裝	N	N
traxe	西服	traxar	西服	N	N
traxe	套	traxar	套	N	N
prohibido	禁止	prohibir	禁止	V	V
prohibido	違禁	prohibir	違禁	V	V
dimo	現在	dimir	現在	N	N
club	幫會	club	幫會	N	N
club	俱樂部	club	俱樂部	N	N
preocupada	擔憂	preocupar	擔憂	V	V
preocupada	擔心	preocupar	擔心	V	V
hostia	地獄	hostia	地獄	N	N
hostia	驚人	hostia	驚人	N	N
mercadoría	商品	mercadoría	商品	N	N
mercadoría	商品	mercadoría	商品	N	N
mercadoría	貨物	mercadoría	貨物	N	N
mercadoría	商品	mercadoría	商品	N	N
rematei	完成	rematar	完成	V	V
rematei	完成	rematar	完成	V	V
mostrar	展示	mostrar	展示	V	V
mostrar	顯示	mostrar	顯示	V	V
condición	條件	condición	條件	N	N
condición	狀況	condición	狀況	N	N
condición	類別	condición	類別	N	N
condición	班級	condición	班級	N	N
médica	醫療	médica	醫療	N	N
médica	醫務	médica	醫務	N	N
médica	醫學	médica	醫學	N	N
médica	保健	médica	保健	N	N
médica	醫師	médica	醫師	N	N
médica	醫生	médica	醫生	N	N
médica	博士	médica	博士	N	N
médica	內科	médica	內科	N	N
funcionou	出局	funcionar	出局	V	V
poderei	將	poder	將	V	V;CAUS
voo	班機	voo	班機	N	N
voo	平面	voo	平面	N	N
voo	飛機	voo	飛機	N	N
voo	飛	voo	飛	N	N
voo	蒼蠅	voo	蒼蠅	N	N
voo	飛翔	voo	飛翔	N	N
voo	烏鴉	voo	烏鴉	N	N
estrutura	結構	estrutura	結構	N	N
proxectos	項目	proxecto	項目	N	N
sorprendente	神奇	sorprendente	神奇	ADJ	ADJ
concepto	構想	concepto	構想	N	N
concepto	概念	concepto	概念	N	N
concepto	理念	concepto	理念	N	N
restaurante	飯店	restaurante	飯店	N	N
restaurante	餐廳	restaurante	餐廳	N	N
restaurante	餐館	restaurante	餐館	N	N
restaurante	飯店	restaurante	飯店	N	N
restaurante	餐廳	restaurante	餐廳	N	N
restaurante	餐館	restaurante	餐館	N	N
dirá	將	dir	將	V	V;CAUS
dirá	說	dir	說	V	V
morea	堆	morea	堆	N	N
morea	堆堆	morea	堆堆	N	N
morea	堆	morea	堆	N	N
morea	飽	morea	飽	N	N
morea	完整	morea	完整	N	N
esquece	忘記	esquecer	忘記	V	V
queiran	通緝	queirar	通緝	V	V
pedras	岩	pedra	岩	N	N
pedras	岩石	pedra	岩石	N	N
paisaxe	風景	paisaxe	風景	N	N
paisaxe	景觀	paisaxe	景觀	N	N
burato	洞口	burato	洞口	N	N
alucinacións	幻覺	alucinación	幻覺	N	N
mata	殺	mata	殺	V	V
mata	被	mata	被	V	V;PASS
versión	版	versión	版	N	N
versión	版本	versión	版本	N	N
versión	國家	versión	國家	N	N
versión	州	versión	州	N	N
paraíso	天堂	paraíso	天堂	N	N
paraíso	樂園	paraíso	樂園	N	N
paraíso	天國	paraíso	天國	N	N
paraíso	天堂	paraíso	天堂	N	N
sementes	種子	semente	種子	N	N
sementes	籽	semente	籽	N	N
sementes	種子	semente	種子	N	N
xira	游	xira	游	N	N
xira	導覽	xira	導覽	N	N
xira	旅遊	xira	旅遊	N	N
xira	輪	xira	輪	N	N
xira	周圍	xira	周圍	N	N
gorxa	喉	gorxa	喉	N	N
gorxa	喉嚨	gorxa	喉嚨	N	N
gorxa	嗓子	gorxa	嗓子	N	N
gorxa	咽喉	gorxa	咽喉	N	N
deixaches	休假	deixaches	休假	V	V
deixaches	離開	deixaches	離開	V	V
deixaches	退出	deixaches	退出	V	V
deixaches	讓	deixaches	讓	V	V;CAUS
cumprir	服務	cumprir	服務	V	V
cumprir	發球	cumprir	發球	V	V
cumprir	履行	cumprir	履行	V	V
enviou	送出	enviar	送出	V	V
responsable	責任	responsable	責任	N	N
pelexa	格鬥	pelexar	格鬥	N	N
pelexa	打架	pelexar	打架	N	N
pelexa	戰鬥	pelexar	戰鬥	N	N
pelexa	打架	pelexar	打架	N	N
pelexa	戰鬥	pelexar	戰鬥	N	N
pelexa	戰	pelexar	戰	N	N
pelexa	戰役	pelexar	戰役	N	N
pelexa	戰鬥	pelexar	戰鬥	N	N
casualidade	機會	casualidade	機會	N	N
anuncio	商用	anuncio	商用	N	N
anuncio	商事	anuncio	商事	N	N
anuncio	商業	anuncio	商業	N	N
anuncio	廣告	anuncio	廣告	N	N
crítica	批判	crítica	批判	N	N
crítica	臨界	crítica	臨界	N	N
crítica	批判	crítica	批判	N	N
crítica	批判	crítica	批判	N	N
roupas	服裝	roupa	服裝	N	N
roupas	衣物	roupa	衣物	N	N
roupas	衣服	roupa	衣服	N	N
deixamos	讓	deixar	讓	V	V;CAUS
deixamos	輸	deixar	輸	V	V
patrón	圖案	patrón	圖案	N	N
patrón	格局	patrón	格局	N	N
patrón	模式	patrón	模式	N	N
patrón	主人	patrón	主人	N	N
patrón	大師	patrón	大師	N	N
patrón	師父	patrón	師父	N	N
patrón	師傅	patrón	師傅	N	N
patrón	老大	patrón	老大	N	N
patrón	老闆	patrón	老闆	N	N
patrón	家人	patrón	家人	N	N
patrón	家屬	patrón	家屬	N	N
patrón	家庭	patrón	家庭	N	N
sacou	出局	sacar	出局	V	V
sacou	獲取	sacar	獲取	V	V
sacou	獲得	sacar	獲得	V	V
sacou	得到	sacar	得到	V	V
fermosas	很好	fermosa	很好	ADJ	ADJ
perdido	失	perdido	失	V	V
perdido	輸	perdido	輸	V	V
perdido	輸	perdido	輸	V	V
perdido	遺失	perdido	遺失	V	V
perdido	迷失	perdido	迷失	V	V
rezar	祈	rezar	祈	V	V
rezar	祈	rezar	祈	V	V
rezar	說	rezar	說	V	V
rezar	祈	rezar	祈	V	V
rezar	祈	rezar	祈	V	V
montar	乘車	montar	乘車	V	V
pecado	罪孽	pecado	罪孽	N	N
pecado	罪過	pecado	罪過	N	N
pecado	罪	pecado	罪	N	N
pecado	辛	pecado	辛	N	N
pecado	罪惡	pecado	罪惡	N	N
pecado	罪孽	pecado	罪孽	N	N
pecado	罪	pecado	罪	N	N
pecado	罪惡	pecado	罪惡	N	N
obreiro	工人	obreiro	工人	N	N
obreiro	勞力	obreiro	勞力	N	N
obreiro	勞工	obreiro	勞工	N	N
gústanme	喜歡	gústanme	喜歡	V	V
dragóns	龍	dragón	龍	N	N
dragóns	龍	dragón	龍	N	N
dragóns	神龍	dragón	神龍	N	N
chámame	致電	chámame	致電	V	V
chámame	打電	chámame	打電	V	V
chámame	呼叫	chámame	呼叫	V	V
chámame	響	chámame	響	V	V
ianquis	美式	ianqui	美式	N	N
caída	秋季	caída	秋季	N	N
caída	秋天	caída	秋天	N	N
caída	難	caída	難	N	N
caída	辛苦	caída	辛苦	N	N
igualdade	平等	igualdade	平等	N	N
igualdade	平等	igualdade	平等	N	N
infantil	幼稚	infantil	幼稚	ADJ	ADJ
mapa	地圖	mapa	地圖	N	N
experiencias	經驗	experiencia	經驗	N	N
experiencias	體驗	experiencia	體驗	N	N
experiencias	體驗	experiencia	體驗	N	N
experiencias	經驗	experiencia	經驗	N	N
experiencias	試驗	experiencia	試驗	N	N
experiencias	實驗	experiencia	實驗	N	N
seguido	判刑	seguir	判刑	V	V
vías	曲目	vía	曲目	N	N
vías	軌道	vía	軌道	N	N
decidir	決定	decidir	決定	V	V
maneiras	禮儀	maneira	禮儀	N	N
maneiras	禮貌	maneira	禮貌	N	N
mazás	區塊	mazás	區塊	N	N
mazás	積木	mazás	積木	N	N
mazás	烘	mazás	烘	N	N
sinxela	輕鬆	sinxela	輕鬆	ADJ	ADJ
sinxela	簡單	sinxela	簡單	ADJ	ADJ
sinxela	簡單	sinxela	簡單	ADJ	ADJ
consegue	獲取	conseguir	獲取	V	V
consegue	獲得	conseguir	獲得	V	V
consegue	得到	conseguir	得到	V	V
criatura	生物	criatura	生物	N	N
entrevista	面試	entrevista	面試	N	N
entrevista	工作	entrevista	工作	N	N
entrevista	會議	entrevista	會議	N	N
ollar	尋找	ollar	尋找	V	V
estudante	學生	estudante	學生	N	N
pare	停止	pare	停止	V	V
manda	見	manda	見	V	V
manda	送出	manda	送出	V	V
manda	來	manda	來	V	V
manda	充電	manda	充電	V	V
necesitas	需求	necesitar	需求	N	N
fume	煙	fumir	煙	N	N
fume	吸煙	fumir	吸煙	N	N
fume	煙霧	fumir	煙霧	N	N
martes	星期	martes	星期	N	N
martes	週二	martes	週二	N	N
oído	聽證	oír	聽證	V	V
respostas	答案	resposta	答案	N	N
desexos	慾望	desexo	慾望	N	N
desexos	往下	desexo	往下	N	N
desexos	願望	desexo	願望	N	N
desexos	慾望	desexo	慾望	N	N
desexos	願望	desexo	願望	N	N
completa	完成	completar	完成	V	V
completa	共計	completar	共計	V	V
completa	總計	completar	總計	V	V
taxa	速率	taxa	速率	N	N
taxa	率	taxa	率	N	N
taxa	利率	taxa	利率	N	N
monstro	妖怪	monstro	妖怪	N	N
monstro	怪物	monstro	怪物	N	N
monstro	大海	monstro	大海	N	N
monstro	海上	monstro	海上	N	N
monstro	海	monstro	海	N	N
dólar	右	dólar	右	N	N
cociñar	做飯	cociñar	做飯	V	V
cociñar	煮	cociñar	煮	V	V
cociñar	煮飯	cociñar	煮飯	V	V
cociñar	做飯	cociñar	做飯	V	V
cociñar	煮	cociñar	煮	V	V
postos	攤位	posto	攤位	N	N
postos	看台	posto	看台	N	N
postos	集	posto	集	N	N
saíndo	出局	saíndo	出局	V	V
personaxes	字元	personaxe	字元	N	N
personaxes	角色	personaxe	角色	N	N
supervivencia	生	supervivencia	生	N	N
area	沙子	area	沙子	N	N
area	砂	area	砂	N	N
area	沙袋	area	沙袋	N	N
area	大地	area	大地	N	N
billete	法案	billete	法案	N	N
billete	售票	billete	售票	N	N
billete	票	billete	票	N	N
billete	門票	billete	門票	N	N
billete	車票	billete	車票	N	N
marcharon	出局	marchar	出局	V	V
saio	出局	saio	出局	V	V
saio	休假	saio	休假	V	V
saio	離開	saio	離開	V	V
aceite	油	aceite	油	N	N
aceite	石油	aceite	石油	N	N
aceite	機油	aceite	機油	N	N
aceite	礦	aceite	礦	N	N
aceite	礦物	aceite	礦物	N	N
aceite	礦	aceite	礦	N	N
disciplina	紀律	disciplina	紀律	N	N
disciplina	紀律	disciplina	紀律	N	N
disciplina	聽力	disciplina	聽力	N	N
disciplina	聽覺	disciplina	聽覺	N	N
precisar	需要	precisar	需要	V	V
pegadas	足跡	pegar	足跡	N	N
pegadas	腳	pegar	腳	N	N
pegadas	曲目	pegar	曲目	N	N
pegadas	軌道	pegar	軌道	N	N
pegadas	痕跡	pegar	痕跡	N	N
amais	而且	amais	而且	ADV	ADV
amais	還	amais	還	ADV	ADV
máscara	口罩	máscara	口罩	N	N
máscara	面具	máscara	面具	N	N
máscara	面罩	máscara	面罩	N	N
linda	漂亮	linda	漂亮	N	N
linda	漂亮	linda	漂亮	N	N
linda	美女	linda	美女	N	N
linda	美麗	linda	美麗	N	N
reserva	儲備	reserva	儲備	N	N
reserva	農場	reserva	農場	N	N
piques	很快	pique	很快	ADV	ADV
quenda	輪班	quenda	輪班	N	N
quenda	輪班	quenda	輪班	N	N
moedas	金錢	moeda	金錢	N	N
moedas	錢	moeda	錢	N	N
moedas	硬幣	moeda	硬幣	N	N
moedas	錢幣	moeda	錢幣	N	N
moedas	硬幣	moeda	硬幣	N	N
moedas	錢幣	moeda	錢幣	N	N
levará	將	levar	將	V	V;CAUS
levará	有些	levar	有些	V	V
condado	郡	condado	郡	N	N
condado	縣	condado	縣	N	N
cólleo	獲取	cólleo	獲取	V	V
cólleo	獲得	cólleo	獲得	V	V
cólleo	得到	cólleo	得到	V	V
cólleo	挑選	cólleo	挑選	V	V
cólleo	接住	cólleo	接住	V	V
prefire	喜歡	preferir	喜歡	V	V
amábel	善良	amábel	善良	N	N
amábel	友軍	amábel	友軍	N	N
amábel	友好	amábel	友好	N	N
amábel	友善	amábel	友善	N	N
xuramento	誓	xuramento	誓	N	N
xuramento	誓言	xuramento	誓言	N	N
xuramento	誓詞	xuramento	誓詞	N	N
xuramento	誓	xuramento	誓	N	N
xuramento	誓言	xuramento	誓言	N	N
xuramento	誓詞	xuramento	誓詞	N	N
solta	女人	solta	女人	N	N
solta	女	solta	女	N	N
solta	女子	solta	女子	N	N
solta	鬆散	solta	鬆散	N	N
solta	滴	solta	滴	N	N
purificación	日期	purificación	日期	N	N
ingresos	收入	ingreso	收入	N	N
ingresos	收益	ingreso	收益	N	N
ingresos	收入	ingreso	收入	N	N
ingresos	收入	ingreso	收入	N	N
rifle	步槍	rifle	步槍	N	N
vide	酒	vidir	酒	N	N
vide	葡萄	vidir	葡萄	N	N
vide	沿	vidir	沿	N	N
áreas	面積	área	面積	N	N
áreas	地區	área	地區	N	N
áreas	區域	área	區域	N	N
áreas	區	área	區	N	N
áreas	地區	área	地區	N	N
áreas	安全	área	安全	N	N
escoito	聆聽	escoito	聆聽	V	V
escoito	聽證	escoito	聽證	V	V
escoito	聽著	escoito	聽著	V	V
ignorancia	文盲	ignorancia	文盲	N	N
ignorancia	掃盲	ignorancia	掃盲	N	N
sentimos	感受	sentir	感受	V	V
diferencia	差額	diferencia	差額	N	N
diferencia	區別	diferencia	區別	N	N
diferencia	差別	diferencia	差別	N	N
diferencia	差異	diferencia	差異	N	N
amosa	顯示	amosar	顯示	V	V
amosa	顯示	amosar	顯示	V	V
amosa	展示	amosar	展示	V	V
amosa	顯示	amosar	顯示	V	V
preso	俘虜	preso	俘虜	N	N
preso	囚犯	preso	囚犯	N	N
preso	犯人	preso	犯人	N	N
preso	囚徒	preso	囚徒	N	N
preso	監獄	preso	監獄	N	N
cigarros	香煙	cigarro	香煙	N	N
cigarros	煙	cigarro	煙	N	N
cigarros	香煙	cigarro	香煙	N	N
cigarros	煙	cigarro	煙	N	N
cigarros	吸煙	cigarro	吸煙	N	N
formar	設	formar	設	V	V
formar	設定	formar	設定	V	V
formar	形成	formar	形成	V	V
pezas	物價	peza	物價	N	N
pezas	價格	peza	價格	N	N
pezas	部件	peza	部件	N	N
xuventude	青年	xuventude	青年	N	N
xuventude	青春	xuventude	青春	N	N
xuventude	青少	xuventude	青少	N	N
reducir	帶	reducir	帶	V	V
reducir	削減	reducir	削減	V	V
reducir	剪	reducir	剪	V	V
reducir	割	reducir	割	V	V
reducir	減少	reducir	減少	V	V
reducir	減少	reducir	減少	V	V
camiñando	散步	camiñar	散步	V	V
camiñando	行走	camiñar	行走	V	V
camiñando	走路	camiñar	走路	V	V
camiñando	散步	camiñar	散步	V	V
camiñando	走路	camiñar	走路	V	V
paquete	包裝	paquete	包裝	N	N
colega	同事	colego	同事	N	N
círculo	圓形	círculo	圓形	N	N
círculo	圓圈	círculo	圓圈	N	N
círculo	迴圈	círculo	迴圈	N	N
círculo	圈	círculo	圈	N	N
círculo	圈	círculo	圈	N	N
círculo	圈子	círculo	圈子	N	N
círculo	圓圈	círculo	圓圈	N	N
teito	天花	teito	天花	N	N
teito	上限	teito	上限	N	N
teito	屋頂	teito	屋頂	N	N
niveis	關卡	nivel	關卡	N	N
niveis	層次	nivel	層次	N	N
niveis	級別	nivel	級別	N	N
niveis	等級	nivel	等級	N	N
niveis	關卡	nivel	關卡	N	N
xunta	董事	xunta	董事	N	N
xunta	會議	xunta	會議	N	N
xunta	一起	xunta	一起	N	N
xunta	主席	xunta	主席	N	N
dispara	拍攝	disparar	拍攝	V	V
dispara	拍	disparar	拍	V	V
acabei	完成	acabar	完成	V	V
acabei	完成	acabar	完成	V	V
lados	右	lado	右	N	N
lados	地方	lado	地方	N	N
lados	地點	lado	地點	N	N
vestidos	穿	vestido	穿	V	V
gustaba	喜歡	gustar	喜歡	V	V
rato	時光	rato	時光	N	N
rato	時間	rato	時間	N	N
rato	滑鼠	rato	滑鼠	N	N
rato	鼠	rato	鼠	N	N
rato	鼠	rato	鼠	N	N
rato	耗子	rato	耗子	N	N
rato	老鼠	rato	老鼠	N	N
seguimos	跟	seguir	跟	V	V
cruzar	跨	cruzar	跨	V	V
cruzar	穿越	cruzar	穿越	V	V
plástico	塑料	plástico	塑料	N	N
plástico	塑膠	plástico	塑膠	N	N
pertence	擁有	pertencer	擁有	V	V
significado	含義	significado	含義	N	N
cadeas	鎖鏈	cadea	鎖鏈	N	N
cadeas	鏈	cadea	鏈	N	N
cadeas	鏈	cadea	鏈	N	N
cadeas	鐵鍊	cadea	鐵鍊	N	N
cadeas	鏈	cadea	鏈	N	N
cadeas	連鎖	cadea	連鎖	N	N
