村	마을	村	마을	N	N
女	여배우	女	여배우	N	N
恐怖	테러리즘	恐怖	테러리즘	N	N
恐怖	공포	恐怖	공포	N	N
恐怖	테러	恐怖	테러	N	N
恐怖	공포	恐怖	공포	N	N
柴油	디젤	柴油	디젤	N	N
這裡	여기	這裡	여기	PRO	PRO
勝利	승리	勝利	승리	N	N
勝利	승리	勝利	승리	N	N
天皇	황제	天皇	황제	N	N
天皇	천황	天皇	천황	N	N
舞台	무대	舞台	무대	N	N
實際	실제	實際	실제	N	N
食物	음식	食物	음식	N	N
食物	식량	食物	식량	N	N
食物	식품	食物	식품	N	N
食物	음식	食物	음식	N	N
食物	식품	食物	식품	N	N
廠	식물	廠	식물	N	N
廠	식물학	廠	식물학	N	N
推	밀어	推	밀+어		
推	푸시	推	푸시		
羽	깃털	羽	깃털	N	N
收費	청구	收費	청구	N	N
收費	청구	收費	청구	N	N
收費	충전	收費	충전	N	N
收費	요금	收費	요금	N	N
收費	수수료	收費	수수료	N	N
收費	수수료	收費	수수료	N	N
巷	골목	巷	골목	N	N
圖書	도서관	圖書	도서관	N	N
圖書	도서관	圖書	도서관	N	N
突破	획기적인	突破	획기적+이+ㄴ	V	V
人生	생명	人生	생명	N	N
人生	생활	人生	생활	N	N
人生	인생	人生	인생	N	N
通用	일반	通用	일반	N	N
天文	천문	天文	천문	N	N
天文	천문학	天文	천문학	N	N
原創	독창	原創	독창	N	N
原創	독창성	原創	독창성	N	N
地鐵	지하철	地鐵	지하철	N	N
地鐵	지하철	地鐵	지하철	N	N
實驗	실험	實驗	실험	N	N
實驗	실험	實驗	실험	N	N
實驗	실험	實驗	실험	N	N
課程	코스	課程	코스	N	N
課程	과정	課程	과정	N	N
課程	강좌	課程	강좌	N	N
課程	코스	課程	코스	N	N
課程	과정	課程	과정	N	N
箱	상자	箱	상자	N	N
配置	설정	配置	설정	N	N
配置	구성	配置	구성	N	N
配置	설정	配置	설정	N	N
後衛	수비수	後衛	수비수	N	N
國內	국내	國內	국내	N	N
現場	장면	現場	장면	N	N
尤其	특히	尤其	특히	ADV	ADV
十字	십자가	十字	십자가	N	N
信仰	신념	信仰	신념	N	N
信仰	신앙	信仰	신앙	N	N
信仰	신념	信仰	신념	N	N
信仰	신앙	信仰	신앙	N	N
信仰	신념	信仰	신념	N	N
信仰	종교	信仰	종교	N	N
反應	공감	反應	공감	N	N
反應	반응	反應	반응	N	N
反應	공감	反應	공감	N	N
反應	공감	反應	공감	N	N
賞	보상	賞	보상	N	N
文明	문명	文明	문명	N	N
價值	가치관	價值	가치관	N	N
價值	가치	價值	가치	N	N
價值	가치	價值	가치	N	N
本地	국소	本地	국소	N	N
案件	케이스	案件	케이스	N	N
案件	사례	案件	사례	N	N
旅行	여행	旅行	여행	N	N
旅行	여행	旅行	여행	N	N
旅行	여행	旅行	여행	N	N
考慮	고려해	考慮	고려+하+어	V	V
冬季	겨울	冬季	겨울	N	N
步槍	소총	步槍	소총	N	N
步槍	소총	步槍	소총	N	N
捷運	지하철	捷運	지하철	N	N
機器	머신	機器	머신	N	N
機器	기계	機器	기계	N	N
機器	머신	機器	머신	N	N
機器	기계	機器	기계	N	N
通道	채널	通道	채널	N	N
墨	잉크	墨	잉크	N	N
疾病	질환	疾病	질환	N	N
疾病	질병	疾病	질병	N	N
疾病	질환	疾病	질환	N	N
疾病	질병	疾病	질병	N	N
疾病	질병	疾病	질병	N	N
疾病	질병	疾病	질병	N	N
含有	포함함	含有	포함+하+ㅁ	V	V
含有	포함됨	含有	포함+되+ㄴ	V	V
心理	심리학	心理	심리학	N	N
心理	심리	心理	심리	N	N
心理	심리적	心理	심리+적	N	N
心理	심리학	心理	심리학	N	N
心理	정신	心理	정신	N	N
氣旋	사이클론	氣旋	사이클론	N	N
生成	생성하기	生成	생성+하+기	V	V
數位	디지털	數位	디지털	N	N
協議	협정	協議	협정	N	N
協議	합의	協議	합의	N	N
蛋白	단백질	蛋白	단백질	N	N
蛋白	단백질	蛋白	단백질	N	N
條件	조건	條件	조건	N	N
條件	조건	條件	조건	N	N
下降	떨어뜨리기	下降	떨어뜨리+기	V	V
名單	목록	名單	목록	N	N
名單	명단	名單	명단	N	N
名單	목록	名單	목록	N	N
隊長	대위	隊長	대위	N	N
隊長	선장	隊長	선장	N	N
戲劇	연극	戲劇	연극	N	N
戲劇	극장	戲劇	극장	N	N
戲劇	영화관	戲劇	영화관	N	N
戲劇	연극	戲劇	연극	N	N
戲劇	극장	戲劇	극장	N	N
創建	만들기	創建	만들+기	V	V
創建	만들기	創建	만들+기	V	V
創建	만들기	創建	만들+기	V	V
吃	먹기	吃	먹+기	V	V
吃	먹기	吃	먹+기	V	V
首席	과장	首席	과장	N	N
強烈	강한	強烈	강하+ㄴ	ADJ	ADJ
女人	여자	女人	여자	N	N
女人	여성	女人	여성	N	N
資源	자원	資源	자원	N	N
資源	리소스	資源	리소스	N	N
資源	자원	資源	자원	N	N
資源	리소스	資源	리소스	N	N
平面	비행기	平面	비행기	N	N
重量	몸무게	重量	몸무+게	N	N
重量	몸무게가	重量	몸무게+가	N	N
重量	체중	重量	체중	N	N
依然	아직도	依然	아직도	ADV	ADV
依然	여전히	依然	여전+히	ADV	ADV
化學	화학물질	化學	화학+물질	N	N
化學	화학	化學	화학	N	N
化學	화학	化學	화학	N	N
乾	건조	乾	건조	N	N
房屋	주택	房屋	주택	N	N
基金	파운데이션	基金	파운데이션	N	N
老師	교사	老師	교사	N	N
老師	스승	老師	스승	N	N
經紀	중개	經紀	중개	N	N
經紀	중개인	經紀	중개인	N	N
經紀	중개인	經紀	중개인	N	N
合約	계약	合約	계약	N	N
合約	계약	合約	계약	N	N
平原	평원	平原	평원	N	N
平原	평원	平原	평원	N	N
幸福	행복	幸福	행복	N	N
幸福	행복	幸福	행복	N	N
引入	소개합니다	引入	소개+하+ㅂ니다	V	V
歡迎	환영합니다	歡迎	환영+하+ㅂ니다	V	V
影像	그림	影像	그림	N	N
影像	그림	影像	그림	N	N
火山	화산	火山	화산	N	N
火山	화산	火山	화산	N	N
廟	신전	廟	신전	N	N
廟	사원	廟	사원	N	N
腳	발발	腳	발발	N	N
腳	발발	腳	발발	N	N
產業	업종	產業	업종	N	N
產業	산업	產業	산업	N	N
產業	업계	產業	업계	N	N
產業	산업	產業	산업	N	N
產業	부동산	產業	부동산	N	N
裝置	기기	裝置	기기	N	N
裝置	단말기	裝置	단말기	N	N
裝置	장치	裝置	장치	N	N
裝置	기기	裝置	기기	N	N
裝置	장치	裝置	장치	N	N
現象	현상	現象	현상	N	N
現象	현상	現象	현상	N	N
女孩	소녀	女孩	소녀	N	N
女孩	소녀	女孩	소녀	N	N
女孩	소녀들	女孩	소녀+들	N	N
女孩	걸스	女孩	걸스	N	N
年輕	젊은	年輕	젊+ㄴ	ADJ	ADJ
早上	아침	早上	아침	N	N
商品	제품	商品	제품	N	N
商品	상품	商品	상품	N	N
商品	물품	商品	물품	N	N
商品	상품	商品	상품	N	N
商品	제품	商品	제품	N	N
商品	상품	商品	상품	N	N
狀況	상태	狀況	상태	N	N
狀況	조건	狀況	조건	N	N
放棄	버리기	放棄	버리+기	V	V
小組	패널	小組	패널	N	N
年齡	연령	年齡	연령	N	N
年齡	나이	年齡	나이	N	N
年齡	연령	年齡	연령	N	N
泥	진흙	泥	진흙	N	N
提及	언급하기	提及	언급+하+기	V	V
訪問	방문하기	訪問	방문+하+기	V	V
拳	주먹	拳	주먹	N	N
利益	관심사	利益	관심사	N	N
衛星	인공위성	衛星	인공위성	N	N
衛星	위성	衛星	위성	N	N
衛星	인공위성	衛星	인공위성	N	N
衛星	위성	衛星	위성	N	N
衛星	위성	衛星	위성	N	N
正面	긍정	正面	긍정	N	N
正面	긍정적	正面	긍정+적	N	N
愛情	사랑	愛情	사랑	N	N
邨	부동산	邨	부동산	N	N
理想	이념	理想	이념	N	N
理想	아이디얼	理想	아이디얼	N	N
理想	이상	理想	이상	N	N
忽略	무시해	忽略	무시+하+어	V	V
農業	농업	農業	농업	N	N
農業	농지	農業	농지	N	N
農業	농업	農業	농업	N	N
農業	농장	農業	농장	N	N
農業	농업	農業	농업	N	N
活	생방송	活	생방송	N	N
舞蹈	무용	舞蹈	무용	N	N
民主	민주당	民主	민주당	N	N
丸	알약	丸	알약	N	N
衝突	갈등	衝突	갈등	N	N
衝突	분쟁	衝突	분쟁	N	N
衝突	갈등	衝突	갈등	N	N
衝突	갈등이	衝突	갈등+이	N	N
衝突	충돌	衝突	충돌	N	N
衝突	분쟁	衝突	분쟁	N	N
湖泊	호수	湖泊	호수	N	N
湖泊	호수	湖泊	호수	N	N
確認	확인됨	確認	확인+되+ㄴ	V	V
確認	확인하기	確認	확인+하+기	V	V
犬	개들	犬	개+들	N	N
編劇	작가	編劇	작가	N	N
版權	저작권	版權	저작권	N	N
版權	저작권자	版權	저작권자	N	N
版權	저작권	版權	저작권	N	N
粒子	입자	粒子	입자	N	N
粒子	입자	粒子	입자	N	N
婚姻	혼인	婚姻	혼인	N	N
婚姻	결혼	婚姻	결혼	N	N
婚姻	결혼	婚姻	결혼	N	N
接收	받기	接收	받+기	V	V
數字	수치	數字	수치	N	N
數字	숫자	數字	숫자	N	N
數字	번호	數字	번호	N	N
數字	숫자	數字	숫자	N	N
冰川	빙하	冰川	빙하	N	N
鼓	드럼	鼓	들+요	N	N
鼓	드럼	鼓	들+요	N	N
裝甲	기갑	裝甲	기갑	N	N
裝甲	기갑	裝甲	기갑	N	N
政治	정치인들	政治	정치인+들	N	N
政治	정치인	政治	정치인	N	N
政治	정치가	政治	정치+가	N	N
政治	정치인	政治	정치인	N	N
政治	정치가	政治	정치+가	N	N
政治	정치	政治	정치	N	N
丈夫	남편	丈夫	남편	N	N
醫學	의학	醫學	의학	N	N
醫學	의학	醫學	의학	N	N
醫學	의료	醫學	의료	N	N
到	도착하다	到	도착+하+다	V	V
到	도착했다	到	도착+하+었+다	V	V
商人	업체	商人	업체	N	N
商人	판매자	商人	판매자	N	N
商人	사업가	商人	사업가	N	N
金屬	금속	金屬	금속	N	N
金屬	금속	金屬	금속	N	N
金屬	금속	金屬	금속	N	N
安裝	설치하기	安裝	설치+하+기	V	V
安裝	설치됨	安裝	설치+되+ㄴ	V	V
安裝	설치하기	安裝	설치+하+기	V	V
糖	설탕	糖	설탕	N	N
動作	행동	動作	행동	N	N
動作	활동	動作	활동	N	N
動作	작업	動作	작업	N	N
動作	동작	動作	동작	N	N
動作	액션	動作	액션	N	N
代替	바꾸기	代替	바꾸+기	V	V
收藏	모음집	收藏	모음집	N	N
收藏	모음집	收藏	모음집	N	N
措施	조치	措施	조치	N	N
措施	측정	措施	측정	N	N
措施	대책	措施	대책	N	N
能源	에너지	能源	에너지	N	N
大多	주로	大多	주로	ADV	ADV
暴力	폭력적	暴力	폭력+적	N	N
暴力	폭력	暴力	폭력	N	N
人們	국민	人	국민	N;PL	N
人們	사람	人	사람	N;PL	N
人們	사람들	人	사람+들	N;PL	N
觀測	관찰	觀測	관찰	N	N
觀測	관찰	觀測	관찰	N	N
觀測	관측	觀測	관측	N	N
實際	사실	實際	사실	N	N
暗	어둠	暗	어둠	N	N
知識	지식인	知識	지식인	N	N
知識	지식	知識	지식	N	N
顏色	색깔	顏色	색깔	N	N
補	보충	補	보충		
碳	탄소	碳	탄소	N	N
律師	변호사	律師	변호사	N	N
律師	변호사	律師	변호사	N	N
物質	물질	物質	물질	N	N
物質	물질	物質	물질	N	N
任期	용어	任期	용어	N	N
永久	영구적	永久	영구적	N	N
購買	구매하기	購買	구매+하+기	V	V
經驗	경험	經驗	경험	N	N
經驗	체험	經驗	체험	N	N
經驗	경험	經驗	경험	N	N
經驗	체험	經驗	체험	N	N
航空	항공	航空	항공	N	N
航空	항공사	航空	항공사	N	N
航空	항공	航空	항공	N	N
航空	항공사	航空	항공사	N	N
物種	종족	物種	종족	N	N
治療	치료법	治療	치료법	N	N
治療	치료	治療	치료	N	N
治療	시술	治療	시술	N	N
治療	치료	治療	치료	N	N
學術	학문	學術	학문	N	N
學術	학업	學術	학업	N	N
學術	학술	學術	학술	N	N
港口	항구	港口	항구	N	N
港口	항구	港口	항구	N	N
港口	항구	港口	항구	N	N
穩定	안정성	穩定	안정성	N	N
穩定	안정화	穩定	안정화	N	N
穩定	안정화	穩定	안정화	N	N
穩定	안정환	穩定	안정환	N	N
穩定	안정적	穩定	안정+적	N	N
氣	가스	氣	가스	N	N
法官	판사	法官	판사	N	N
法官	판사	法官	판사	N	N
古典	고전주의	古典	고전주의	N	N
市區	시내	市區	시내	N	N
共和	공화당	共和	공화당	N	N
共和	공화국	共和	공화국	N	N
教宗	교황	教宗	교황	N	N
角度	각도	角度	각도	N	N
身分	정체성	身分	정체성	N	N
碼	부호	碼	부호	N	N
感染	감염된	感染	감염+되+ㄴ	V	V
保障	보증	保障	보증	N	N
保障	보증	保障	보증	N	N
原則	원칙	原則	원칙	N	N
原則	원리	原則	원리	N	N
原則	교리	原則	교리	N	N
原則	원칙	原則	원칙	N	N
原則	원리	原則	원리	N	N
收集	수집하기	收集	수집+하+기	V	V
簡單	쉬운	簡單	쉽+ㄴ	ADJ	ADJ
簡單	쉬워	簡單	쉽+어	ADJ	ADJ
簡單	아쉬운	簡單	아쉽+ㄴ	ADJ	ADJ
男人	멘트	男人	멘트	N	N
男人	남성	男人	남성	N	N
男人	남자	男人	남자	N	N
男人	남자	男人	남자	N	N
男人	남성	男人	남성	N	N
男人	사람	男人	사람	N	N
規則	규칙	規則	규칙	N	N
法庭	법정	法庭	법정	N	N
法庭	재판소	法庭	재판소	N	N
榮譽	명예	榮譽	명예	N	N
榮譽	명예	榮譽	명예	N	N
榮譽	명예	榮譽	명예	N	N
出售	판매하기	出售	판매+하+기	V	V
民間	민속	民間	민속	N	N
妹妹	여동생	妹妹	여동생	N	N
吸收	흡수해	吸收	흡수+하+어	V	V
吸收	흡수하기	吸收	흡수+하+기	V	V
整合	통합	整合	통합	N	N
整合	통합	整合	통합	N	N
泛	냄비	泛	냄비		
岸	해변	岸	해변	N	N
終於	마침내	終於	마침내	ADV	ADV
終於	드디어	終於	드디어	ADV	ADV
龜	거북	龜	거북	N	N
教師	교사	教師	교사	N	N
教師	스승	教師	스승	N	N
教師	교사들	教師	교사+들	N	N
教師	교사	教師	교사	N	N
親王	왕자	親王	왕자	N	N
特徵	특징	特徵	특징	N	N
特徵	기능	特徵	기능	N	N
特徵	특성	特徵	특성	N	N
特徵	특징	特徵	특징	N	N
特徵	기능	特徵	기능	N	N
特徵	특성	特徵	특성	N	N
特徵	특징	特徵	특징	N	N
航天	항공우주	航天	항공+우주	N	N
傷	부상	傷	부상	N	N
政黨	파티	政黨	파티	N	N
入口	입구	入口	입구	N	N
危機	위기	危機	위기	N	N
危機	위기	危機	위기	N	N
軍團	레지옹	軍團	레지옹	N	N
憲法	헌법	憲法	헌법	N	N
恐龍	공룡	恐龍	공룡	N	N
恐龍	공룡	恐龍	공룡	N	N
特性	특성	特性	특성	N	N
特性	특징	特性	특징	N	N
特性	특성	特性	특성	N	N
特性	특징	特性	특징	N	N
腹	복부	腹	복부	N	N
移除	지우기	移除	지우+기	V	V
移除	삭제하기	移除	삭제+하+기	V	V
戰車	전차	戰車	전차	N	N
通訊	커뮤니케이션	通訊	커뮤니케이션	N	N
通訊	통신	通訊	통신	N	N
通訊	의사소통	通訊	의사+소통	N	N
通訊	커뮤니케이션	通訊	커뮤니케이션	N	N
通訊	소통	通訊	소통	N	N
通訊	통신	通訊	통신	N	N
商店	상점	商店	상점	N	N
商店	쇼핑	商店	쇼핑	N	N
商店	상점	商店	상점	N	N
商店	매장	商店	매장	N	N
商店	상점	商店	상점	N	N
裝備	장비	裝備	장비	N	N
裝備	톱니바퀴	裝備	톱니+바퀴	N	N
顧問	컨설턴트	顧問	컨설턴트	N	N
顧問	컨설턴트	顧問	컨설턴트	N	N
醫療	의학	醫療	의학	N	N
醫療	의료	醫療	의료	N	N
細胞	세포	細胞	세포	N	N
細胞	세포	細胞	세포	N	N
患者	환자	患者	환자	N	N
患者	환자들	患者	환자+들	N	N
患者	환자	患者	환자	N	N
劇情	플롯	劇情	플롯	N	N
站台	플랫폼	站台	플랫폼	N	N
急	긴급	急	긴급	N	N
男	배우	男	배우	N	N
典型	전형적	典型	전형+적	N	N
典型	전형	典型	전형	N	N
中間	중간	中間	중간	N	N
中間	가운데	中間	가운데	N	N
中間	중간	中間	중간	N	N
文獻	문학	文獻	문학	N	N
蜥	도마뱀	蜥	도마뱀	N	N
聲音	소리	聲音	소리	N	N
聲音	목소리	聲音	목소리	N	N
聲音	음성	聲音	음성	N	N
近代	현대	近代	현대	N	N
近代	근대	近代	근대	N	N
論文	용지	論文	용지	N	N
論文	신문	論文	신문	N	N
游泳	수영	游泳	수영	N	N
游泳	수영	游泳	수영	N	N
常常	자주	常常	자주	ADV	ADV
常常	자주	常常	자주	ADV	ADV
創造	만들기	創造	만들+기	V	V
同步	동기화	同步	동기화	N	N
同步	동기화	同步	동기화	N	N
同步	동기화	同步	동기화	N	N
教學	교육	教學	교육	N	N
教學	교사	教學	교사	N	N
教學	명령어	教學	명령+어	N	N
權力	권력	權力	권력	N	N
權力	전력	權力	전력	N	N
權力	권력	權力	권력	N	N
公眾	공공	公眾	공공	N	N
公眾	공개	公眾	공개	N	N
公眾	공중	公眾	공중	N	N
工廠	식물	工廠	식물	N	N
工廠	식물학	工廠	식물학	N	N
書院	대학교	書院	대학교	N	N
書院	대학	書院	대학	N	N
暫時	일시적으로	暫時	일시+적+으로	ADV	ADV
領袖	지도자	領袖	지도자	N	N
電話	전화	電話	전화	N	N
電話	전화기	電話	전화기	N	N
電話	전화번호	電話	전화번호	N	N
電話	휴대폰	電話	휴대폰	N	N
電話	통화	電話	통화	N	N
電話	전화	電話	전화	N	N
電話	호출	電話	호출	N	N
電話	전화	電話	전화	N	N
電話	전화기	電話	전화기	N	N
市長	시장	市長	시장	N	N
肉	고기	肉	고기	N	N
規模	축척	規模	축척	N	N
規模	규모	規模	규모	N	N
大師	마스터스	大師	마스터스	N	N
抵達	도착하다	抵達	도착+하+다	V	V
抵達	도착했다	抵達	도착+하+었+다	V	V
會員	회원	會員	회원	N	N
公式	공식	公式	공식	N	N
積極	액티브	積極	액티브		
積極	양수	積極	양수		
性質	자연	性質	자연	N	N
天體	객체	天體	객체	N	N
天體	개체	天體	개체	N	N
天體	대상	天體	대상	N	N
天體	천체	天體	천체	N	N
天體	객체	天體	객체	N	N
天體	개체	天體	개체	N	N
天體	물체	天體	물체	N	N
天體	천체	天體	천체	N	N
歌唱	노래	歌唱	노래	N	N
歌唱	노래	歌唱	노래	N	N
當局	당국	當局	당국	N	N
合唱	합창	合唱	합창	N	N
行走	걷고	行走	걷+고	V	V
行走	걷는다	行走	걷+는다	V	V
行走	걷기	行走	걷+기	V	V
回答	대답해	回答	대답+하+어	V	V
指令	명령어	指令	명령+어	N	N
指令	지시	指令	지시	N	N
指令	지침	指令	지침	N	N
指令	지시	指令	지시	N	N
指令	안내	指令	안내	N	N
數學	수학	數學	수학	N	N
數學	수학	數學	수학	N	N
數學	수학	數學	수학	N	N
數學	수학	數學	수학	N	N
人	재능	人	재능	N	N
人	탤런트	人	탤런트	N	N
人	재능	人	재능	N	N
人	탤런트	人	탤런트	N	N
專家	전문가들	專家	전문가+들	N	N
埠	항구	埠	항구	N	N
攝影	사진	攝影	사진	N	N
攝影	사진술	攝影	사진술	N	N
權利	권리	權利	권리	N	N
商場	쇼핑몰	商場	쇼핑몰	N	N
武裝	무장	武裝	무장	N	N
武裝	무장	武裝	무장	N	N
性格	성격	性格	성격	N	N
性格	문자	性格	문자	N	N
性格	인물	性格	인물	N	N
性格	성격	性格	성격	N	N
性格	인격	性格	인격	N	N
印刷	인쇄	印刷	인쇄	N	N
印刷	인쇄	印刷	인쇄	N	N
印刷	프린터	印刷	프린터	N	N
印刷	인쇄물	印刷	인쇄물	N	N
印刷	인쇄	印刷	인쇄	N	N
電力	전력	電力	전력	N	N
電力	전기	電力	전기	N	N
電力	전력	電力	전력	N	N
電力	권력	電力	권력	N	N
起源	출처	起源	출처	N	N
起源	천지창조	起源	천지+창조	N	N
情報	지능	情報	지능	N	N
情報	인텔	情報	인텔	N	N
賣	판매하기	賣	판매+하+기	V	V
賣	팔렸다	賣	팔리+었+다	V	V
體重	몸무게	體重	몸무+게	N	N
體重	몸무게가	體重	몸무게+가	N	N
體重	체중	體重	체중	N	N
青少	청소년	青少	청소년	N	N
青少	십대	青少	십대	N	N
青少	십대	青少	십대	N	N
授權	승인	授權	승인	N	N
授權	승인	授權	승인	N	N
策略	전략	策略	전략	N	N
策略	전술	策略	전술	N	N
策略	전술	策略	전술	N	N
鋼	강철	鋼	강철	N	N
鋼	스틸	鋼	스틸	N	N
籃球	농구	籃球	농구	N	N
領土	영토	領土	영토	N	N
領土	영토	領土	영토	N	N
領土	준주	領土	준주	N	N
替代	바꾸기	替代	바꾸+기	V	V
型號	모델	型號	모델	N	N
型號	모형	型號	모형	N	N
型號	모델	型號	모델	N	N
型號	모형	型號	모형	N	N
天空	하늘	天空	하늘	N	N
天空	하늘	天空	하늘	N	N
手機	전화	手機	전화	N	N
手機	전화기	手機	전화기	N	N
手機	전화번호	手機	전화번호	N	N
手機	휴대폰	手機	휴대폰	N	N
燃料	연료	燃料	연료	N	N
青春	청소년	青春	청소년	N	N
投手	투수	投手	투수	N	N
投手	투수	投手	투수	N	N
投手	투수	投手	투수	N	N
黑暗	어둠	黑暗	어둠	N	N
黑暗	어둠	黑暗	어둠	N	N
競爭	경쟁	競爭	경쟁	N	N
競爭	경쟁	競爭	경쟁	N	N
競爭	경쟁력	競爭	경쟁력	N	N
競爭	경쟁	競爭	경쟁	N	N
內閣	내각	內閣	내각	N	N
尋找	찾기	尋找	찾+기	V	V
證實	확인하기	證實	확인+하+기	V	V
壓力	압력	壓力	압력	N	N
壓力	압박	壓力	압박	N	N
壓力	스트레스	壓力	스트레스	N	N
形容	설명	形容	설명	N	N
鄰	이웃들	鄰	이웃+들	N	N
鄰	이웃	鄰	이웃	N	N
平衡	밸런스	平衡	밸런스	N	N
平衡	잔액	平衡	잔액	N	N
平衡	평형	平衡	평형	N	N
動力	동기	動力	동기	N	N
動力	전력	動力	전력	N	N
動力	권력	動力	권력	N	N
密度	강도	密度	강도	N	N
密度	강조	密度	강조	N	N
密度	밀도	密度	밀도	N	N
成果	결과	成果	결과	N	N
成果	결과	成果	결과	N	N
標題	제목	標題	제목	N	N
標題	자막	標題	자막	N	N
標題	문구	標題	문구	N	N
標題	설명	標題	설명	N	N
標題	제목	標題	제목	N	N
戀愛	사랑	戀愛	사랑	N	N
戀愛	연애	戀愛	연애	N	N
戀愛	관계	戀愛	관계	N	N
等級	계층	等級	계층	N	N
等級	성적	等級	성+적	N	N
等級	학년	等級	학년	N	N
等級	성적	等級	성+적	N	N
英尺	발발	英尺	발발	N	N
英尺	발발	英尺	발발	N	N
興趣	관심사	興趣	관심사	N	N
興趣	관심사	興趣	관심사	N	N
興趣	관심	興趣	관심	N	N
興趣	관심사	興趣	관심사	N	N
興趣	관심	興趣	관심	N	N
允許	허용하기	允許	허용+하+기	V	V
理念	개념	理念	개념	N	N
理念	철학	理念	철학	N	N
理念	개념	理念	개념	N	N
差異	차이	差異	차이	N	N
差異	분산	差異	분산	N	N
差異	차이	差異	차이	N	N
員工	직원	員工	직원	N	N
員工	직원	員工	직원	N	N
員工	직원들	員工	직원+들	N	N
車隊	함대	車隊	함대	N	N
單元	모듈	單元	모듈	N	N
單元	모듈	單元	모듈	N	N
單元	단위계	單元	단위계	N	N
拓	타쿠야	拓	타+빈야		
槽	슬롯	槽	슬롯	N	N
槽	슬롯	槽	슬롯	N	N
尊重	존경	尊重	존경	N	N
尊重	존중	尊重	존중	N	N
溫度	온도	溫度	온도	N	N
溫度	온도	溫度	온도	N	N
溫度	온도	溫度	온도	N	N
砲	대포	砲	대포	N	N
意識	의식	意識	의식	N	N
觀點	관점	觀點	관점	N	N
色彩	색깔	色彩	색깔	N	N
加強	향상된	加強	향상+되+ㄴ	V	V
襲擊	공격	襲擊	공격	N	N
襲擊	공격	襲擊	공격	N	N
冒險	모험	冒險	모험	N	N
冒險	어드벤처	冒險	어드벤처	N	N
冒險	모험	冒險	모험	N	N
冒險	어드벤처	冒險	어드벤처	N	N
冒險	모험	冒險	모험	N	N
儀式	의식	儀式	의식	N	N
儀式	의식	儀式	의식	N	N
成熟	성숙	成熟	성숙	N	N
成熟	성숙도	成熟	성숙+도	N	N
成熟	성숙	成熟	성숙	N	N
容量	용량	容量	용량	N	N
證據	증명	證據	증명	N	N
證據	증거	證據	증거	N	N
證據	증거	證據	증거	N	N
公社	코뮌	公社	코뮌	N	N
傳奇	전설	傳奇	전설	N	N
傳奇	전설	傳奇	전설	N	N
傳奇	전설	傳奇	전설	N	N
平民	민간인	平民	민간인	N	N
市政	시영	市政	시영	N	N
碟	디스크	碟	디스크	N	N
碟	디스크	碟	디스크	N	N
好友	친구	好友	친구	N	N
好友	친구들이	好友	친구+들+이	N	N
好友	친구들	好友	친구+들	N	N
好友	친구	好友	친구	N	N
殖民	식민지화	殖民	식민지화	N	N
序列	순서	序列	순서	N	N
序列	시퀀스	序列	시퀀스	N	N
道德	도덕	道德	도덕	N	N
道德	도덕	道德	도덕	N	N
道德	도덕성	道德	도덕성	N	N
道德	도덕	道德	도덕	N	N
福利	혜택	福利	혜택	N	N
福利	복지	福利	복지	N	N
豹	레오파르트	豹	레오파르트	N	N
豹	표범	豹	표범	N	N
翻	뒤집기	翻	뒤집+기		
慈善	자선	慈善	자선	N	N
慈善	자선단체	慈善	자선+단체	N	N
慈善	자선	慈善	자선	N	N
網球	테니스	網球	테니스	N	N
姊妹	자매들	姊妹	자매+들	N	N
姊妹	여동생	姊妹	여동생	N	N
哲學	철학	哲學	철학	N	N
方程	방정식	方程	방정식	N	N
方程	방정식	方程	방정식	N	N
地形	지형	地形	지형	N	N
地形	지형	地形	지형	N	N
藍色	청색	藍色	청색	N	N
詳細	상세	詳細	상세	N	N
詳細	세부사항	詳細	세부+사항	N	N
兔	토끼	兔	토끼	N	N
兔	토끼	兔	토끼	N	N
量子	양자	量子	양자	N	N
推薦	추천합니다	推薦	추천+하+ㅂ니다	V	V
吉他	기타	吉他	기타	N	N
矛盾	모순	矛盾	모순	N	N
矛盾	역설	矛盾	역설	N	N
矛盾	모순	矛盾	모순	N	N
方程	공식	方程	공식	N	N
方程	방정식	方程	방정식	N	N
方程	방정식	方程	방정식	N	N
課	레슨	課	레슨	N	N
課	교훈	課	교훈	N	N
課	수업	課	수업	N	N
鏈	사슬	鏈	사슬	N	N
鏈	사슬	鏈	사슬	N	N
鏈	연쇄	鏈	연쇄	N	N
神社	신사	神社	신사	N	N
射擊	촬영	射擊	촬영	N	N
射擊	총격	射擊	총격	N	N
射擊	사격	射擊	사격	N	N
姓名	이름	姓名	이름	N	N
姓名	이름	姓名	이름	N	N
原理	원칙	原理	원칙	N	N
原理	원리	原理	원리	N	N
原理	교리	原理	교리	N	N
條例	규정	條例	규정	N	N
條例	규제	條例	규제	N	N
條例	규정	條例	규정	N	N
責任	책임	責任	책임	N	N
責任	책임	責任	책임	N	N
責任	책임감	責任	책임감	N	N
得分	점수	得分	점수	N	N
得分	득점	得分	득점	N	N
彗星	혜성	彗星	혜성	N	N
彗星	혜성	彗星	혜성	N	N
箭	화살	箭	화살	N	N
箭	화살표	箭	화살표	N	N
箭	화살	箭	화살	N	N
箭	화살표	箭	화살표	N	N
警報	경보	警報	경보	N	N
警報	알림	警報	알리+ㅁ	N	N
警報	경고	警報	경+고	N	N
餐廳	음식점	餐廳	음식점	N	N
