serena	serena	serna	serena	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
teoretické	teoretiska	teoretický	teoretisk	ADJ;NOM;MASC;PL;POS	ADJ;NOM;PL
geometrie	geometri	geometrie	geometri	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
vnuk	barnbarnet	vnuk	barnbarn	N;ANIM;NOM;MASC;SG;POS	N;NOM;DEF;NEUT;SG
vnuk	sonson	vnuk	sonson	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
bis	bis	bis	bis	N;FEM;POS	N
styk	umgänge	styk	umgänge	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
styk	samlag	styk	samlag	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
gnu	gnu	gno	gnu	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
sekundy	sekunderna	sekunda	sekund	N;NOM;FEM;PL;POS	N;NOM;DEF;MASC+FEM;PL
sekundy	sekunder	sekunda	sekund	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
ovládá	kontrollerar	ovládat	kontrollera	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
poranění	skada	poranění	skada	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
kytary	gitarrer	kytara	gitarr	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
akt	avs	akt	avs	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
akt	act	akt	act	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
akt	akt	akt	akt	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
teplé	varm	teplý	varm	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
teplé	varmt	teplý	varm	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG
ekologické	miljömässigt	ekologický	miljömässig	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
ekologické	ekologiskt	ekologický	ekologisk	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
ekologické	ekologisk	ekologický	ekologisk	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
ekologické	organiskt	ekologický	organisk	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
ekologické	ekologiskt	ekologický	ekologisk	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
ekologické	ekologisk	ekologický	ekologisk	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
obal	förpackning	obal	förpackning	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
obal	omslag	obal	omslag	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
partnerství	partnerskap	partnerství	partnerskap	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
partnerství	partnerskap	partnerství	partnerskap	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
napsáno	skrivet	napsaný	skriva	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
napsáno	skrivit	napsaný	skriva	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
napsáno	skriftligt	napsaný	skriftlig	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG
místnost	rummet	místnost	rum	N;NOM;FEM;SG;POS	N;NOM;DEF;NEUT;SG
místnost	rum	místnost	rum	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
autobus	buss	autobus	buss	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
autobus	bus	autobus	bus	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
rámec	ramverk	rámec	ramverk	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
rámec	ram	rámec	ram	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
rámec	ramen	rámec	ram	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
rámec	ram	rámec	ram	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
rámec	motiv	rámec	motiv	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
krásný	vacker	krásný	vacker	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
krásný	vackert	krásný	vacker	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
instrukce	instruktioner	instrukce	instruktion	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
instrukce	instruktioner	instrukce	instruktion	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
instrukce	anvisningar	instrukce	anvisning	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
splnění	uppfyllelse	splnění	uppfyllelse	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
splnění	uppfyllande	splnění	uppfyllande	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
změněn	förändrad	změněný	förändra	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
změněn	ändrat	změněný	ändra	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
změněn	ändrad	změněný	ändra	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
statut	stadga	statut	stadga	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
statut	stadgan	statut	stadga	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
dáma	dam	dáma	dam	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
dáma	damen	dáma	dam	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
dáma	lady	dáma	lady	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
komunistická	kommunistisk	komunistický	kommunistisk	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
experiment	experimentet	experiment	experiment	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;NEUT;SG
rukopis	handstil	rukopis	handstil	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
rukopis	manuskriptet	rukopis	manuskript	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;NEUT;SG
rukopis	manus	rukopis	manus	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
rukopis	manuskript	rukopis	manuskript	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
subjekty	enheter	subjekt	enhet	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
subjekty	försökspersoner	subjekt	försöksperson	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
subjekty	ämnen	subjekt	ämne	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;NEUT;PL
subjekty	undersåtar	subjekt	undersåte	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
atentát	lönnmord	atentát	lönnmord	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
snížit	förminska	snížit	förminsk	V;PFV;POS;NFIN	V;IMP;NFIN;ACT
snížit	minska	snížit	minska	V;PFV;POS;NFIN	V;IMP;NFIN;ACT
snížit	reducera	snížit	reducera	V;PFV;POS;NFIN	V;IMP;FIN;ACT
snížit	minska	snížit	minska	V;PFV;POS;NFIN	V;IMP;NFIN;ACT
grafika	grafik	grafika	grafik	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
grafika	grafisk	grafika	grafisk	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
grafika	grafik	grafika	grafik	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
vyučování	undervisning	vyučování	undervisning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
identity	identitet	identita	identitet	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
hráz	dam	hráz	dam	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
hráz	dammen	hráz	damm	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
hráz	damm	hráz	damm	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
ukázala	visade	ukázat	visa	V;POS;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
blokování	blockering	blokování	blockering	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
blokování	blocket	blokování	block	N;NOM;NEUT;SG;POS	N;NOM;DEF;NEUT;SG
blokování	blockering	blokování	blockering	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
blokování	block	blokování	block	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
definitivní	definitiv	definitivní	definitiv	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
ponorka	ubåt	ponorka	ubåt	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
ponorka	sub	ponorka	sub	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
smíšený	blandat	smíšený	blandad	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
smíšený	blandad	smíšený	blanda	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
plošina	plattformen	plošina	plattform	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
plošina	plattform	plošina	plattform	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
plošina	platå	plošina	platå	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
sedí	sitter	sedět	sitta	V;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
sedí	passar	sedět	passa	V;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
hladina	nivå	hladina	nivå	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
hladina	level	hladina	level	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
uložen	lagrat	uložený	lagra	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
uložen	lagrad	uložený	lagra	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
udržuje	underhåller	udržovat	underhålla	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
udržuje	upprätthåller	udržovat	upprätthålla	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
udržuje	vidhåller	udržovat	vidhålla	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
udržuje	bibehåller	udržovat	bibehålla	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
povinné	obligatorisk	povinný	obligatorisk	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
povinné	obligatoriskt	povinný	obligatorisk	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG
povinné	obligatorisk	povinný	obligatorisk	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
povinné	obligatoriskt	povinný	obligatorisk	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG
povinné	obligatorisk	povinný	obligatorisk	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
povinné	obligatoriskt	povinný	obligatorisk	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG
dně	botten	dno	botten	N;NOM;NEUT;SG;POS	N;NOM;DEF;MASC+FEM;SG
tis	tis	tisíc	tis	N;INAN;MASC;POS	N
řecká	grekiskt	řecký	grekisk	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;NEUT;SG
řecká	grekisk	řecký	grekisk	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
odolnost	motstånd	odolnost	motstånd	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
odolnost	motståndskraft	odolnost	motståndskraft	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
odolnost	resistens	odolnost	resist	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
odolnost	motståndsrörelsen	odolnost	motståndsrörelse	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
odolnost	beständighet	odolnost	beständighet	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
odolnost	motståndskraft	odolnost	motståndskraft	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
připojit	bifoga	připojit	bifog	V;PFV;POS;NFIN	V;IMP;FIN;ACT
připojit	koppla	připojit	koppla	V;PFV;POS;NFIN	V;IMP;FIN;ACT
připojit	anslut	připojit	anslut	V;PFV;POS;NFIN	V;IMP;FIN;ACT
připojit	ansluta	připojit	ansluta	V;PFV;POS;NFIN	V;IMP;FIN;ACT
připojit	tillfoga	připojit	tillfoga	V;PFV;POS;NFIN	V;IMP;FIN;ACT
zajímavý	intressant	zajímavý	intressant	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
classic	classic	classic	classic	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
přispívá	bidrar	přispívat	bidra	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
přispívá	bidrar	přispívat	bidra	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
vyhrát	vinna	vyhrát	vinna	V;POS;NFIN	V;IMP;FIN;ACT
vyhrát	vinn	vyhrát	vinna	V;POS;NFIN	V;IMP;FIN;ACT
jídla	måltider	jídlo	måltid	N;NOM;NEUT;PL;POS	N;NOM;INDF;MASC+FEM;PL
turistika	turism	turistika	turism	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
turistika	vandring	turistika	vandring	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
rozhovory	konversationer	rozhovor	konversation	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
rozhovory	intervjuer	rozhovor	intervju	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
rozhovory	intervjuerna	rozhovor	intervju	N;INAN;NOM;MASC;PL;POS	N;NOM;DEF;MASC+FEM;PL
plánované	planerad	plánovaný	planera	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
plánované	planerat	plánovaný	planera	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
radost	glädje	radost	glädje	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
radost	joy	radost	joy	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
radost	grattis	radost	grattis	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
radost	nöjd	radost	nöjd	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
office	kontor	office	kontor	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
office	kontoret	office	kontor	N;NOM;FEM;SG;POS	N;NOM;DEF;NEUT;SG
office	office	office	office	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
odměny	belöningar	odměna	belöning	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
dostatečné	tillräcklig	dostatečný	tillräcklig	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
dědice	arvinge	dědic	arvinge	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
dědice	arvtagare	dědic	arvtagare	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
dědice	arvtagare	dědic	arvtagare	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
ukázat	visa	ukázat	visa	V;POS;NFIN	V;IMP;FIN;ACT
impérium	imperiet	impérium	imperi	N;NOM;NEUT;SG;POS	N;NOM;DEF;NEUT;SG
impérium	imperium	impérium	imperium	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
impérium	rike	impérium	rike	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
impérium	empire	impérium	empire	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
dopisy	skrivelser	dopis	skrivelse	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
dopisy	bokstäver	dopis	bokstov	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
prozatímní	preliminär	prozatímní	preliminär	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
prozatímní	provisoriskt	prozatímní	provisorisk	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
obilí	säd	obilí	säd	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
obilí	spannmål	obilí	spannmål	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
působnosti	omfång	působnost	omfång	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
působnosti	omfattning	působnost	omfattning	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
působnosti	tillämpningsområde	působnost	tillämpningsområde	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
působnosti	räckvidd	působnost	räckvidd	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
odborník	specialist	odborník	specialist	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
odborník	experten	odborník	expert	N;ANIM;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
odborník	sakkunnig	odborník	sakkunnig	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
odborník	expert	odborník	expert	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
portály	portaler	portál	portal	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
deklarace	förklaring	deklarace	förklaring	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
deklarace	deklarationen	deklarace	deklaration	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
deklarace	försäkran	deklarace	försäkra	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
deklarace	deklaration	deklarace	deklaration	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
upravené	redigerade	upravený	redigera	ADJ;NOM;MASC;PL;POS	ADJ;NOM;PL;PST;V.PTCP
upravené	justerade	upravený	justera	ADJ;NOM;MASC;PL;POS	ADJ;NOM;PL;PST;V.PTCP
upravené	modifierade	upravený	modifiera	ADJ;NOM;MASC;PL;POS	ADJ;NOM;PL;PST;V.PTCP
upravené	anpassade	upravený	anpassa	ADJ;NOM;MASC;PL;POS	ADJ;NOM;PL;PST;V.PTCP
přidání	tillägg	přidání	tillägg	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
přidání	tillsats	přidání	tillsats	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
přidání	add	přidání	add	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
náměstek	ställföreträdare	náměstek	ställföreträdare	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
náměstek	biträdande	náměstek	biträdande	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
náměstek	ställföreträdande	náměstek	ställföreträdande	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
náměstek	vice	náměstek	vice	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
plod	fostret	plod	fostr	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;NEUT;SG
plod	fostret	plod	fostr	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;NEUT;SG
plod	foster	plod	fost	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
instalace	montering	instalace	montering	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
instalace	installation	instalace	installation	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
instalace	anläggning	instalace	anläggning	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
instalace	installation	instalace	installation	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
chlapci	pojkar	chlapec	pojke	N;ANIM;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
chlapci	grabbar	chlapec	grabb	N;ANIM;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
organické	organiskt	organický	organisk	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
organické	ekologiskt	organický	ekologisk	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
organické	ekologisk	organický	ekologisk	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
nejblíže	närmast	blízko	nära	ADV;RL;POS	ADV;RL
revize	revidering	revize	revidering	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
revize	revidering	revize	revidering	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
revize	översyn	revize	översyn	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
revize	revision	revize	revision	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
revize	resning	revize	resning	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
revize	omarbetning	revize	omarbetning	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
morální	moraliskt	morální	moralisk	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
morální	moralisk	morální	moralisk	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
utrpení	lidande	utrpení	lidande	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
utrpení	misär	utrpení	misär	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
utrpení	elände	utrpení	elände	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
pseudonym	pseudonym	pseudonym	pseudonym	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
závislé	beroende	závislý	beroende	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;PRS;V.PTCP
báze	base	báze	base	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
báze	bas	báze	ba	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
báze	basen	báze	bas	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
fotografování	fotografering	fotografování	fotografering	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
fotografování	fotografi	fotografování	fotografi	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
rozšiřuje	utökar	rozšiřovat	utöka	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
rozšiřuje	utvidgar	rozšiřovat	utvidga	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
rozšiřuje	expanderar	rozšiřovat	expandera	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
rozšiřuje	utökar	rozšiřovat	utöka	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
rozšířený	utvidgat	rozšířený	utvidga	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
rozšířený	utökad	rozšířený	utöka	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
rozšířený	förlängt	rozšířený	förlänga	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
rozšířený	utökat	rozšířený	utöka	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
dobýt	erövra	dobýt	erövra	V;POS;NFIN	V;IMP;FIN;ACT
získávání	anskaffning	získávání	anskaffning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
získávání	förvärv	získávání	förvärv	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
vlastník	ägaren	vlastník	ägare	N;ANIM;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
střela	shot	střela	shot	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
střela	skott	střela	skott	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
střela	missil	střela	missil	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
střela	robot	střela	robot	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
hluboko	djupt	hluboko	djup	ADV;POS	ADV
vítězný	segrande	vítězný	segra	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM
definovat	definiera	definovat	definiera	V;POS;NFIN	V;NFIN;ACT
eddie	eddie	eddie	eddie	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
snadné	enkelt	snadný	enkel	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG
snadné	lätt	snadný	lätt	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG
vizuální	visuellt	vizuální	visuell	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
vchod	entré	vchod	entré	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
vchod	ingång	vchod	ingång	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
viditelné	synlig	viditelný	synlig	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;DEF;SG
viditelné	synligt	viditelný	synlig	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG
pochod	marsch	pochod	marsch	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
pochod	march	pochod	march	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
pochod	demonstrationståg	pochod	demonstrationståg	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
pochod	mars	pochod	mars	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
trpěl	lidit	trpět	lida	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.CVB;ACT
