dan	oraz	dan	oraz	CONJ	CONJ
menyukai	lubił	mensukai	lubić	V;SG;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
menyukai	polubił	mensukai	polubić	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
menyukai	lubi	mensukai	lubić	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
kerjasama	partnerstwo	kerjasama	partnerstwo	N;SG	N;NOM;NEUT;SG
kerjasama	partnerstwa	kerjasama	partnerstwo	N;SG	N;NOM;NEUT;SG
kerjasama	współpracę	kerjasama	współpraca	N;SG	N;ACC;FEM;SG
kerjasama	współpraca	kerjasama	współpracać	N;SG	N;NOM;FEM;SG
keinginan	pragnienie	keinginan	pragnienie	N;SG	N;NOM;NEUT;SG
keinginan	pożądanie	keinginan	pożądać	N;SG	N;NOM;NEUT;SG
keinginan	pożądania	keinginan	pożądanie	N;SG	N;NOM;NEUT;SG
keinginan	pragnienie	keinginan	pragnienie	N;SG	N;NOM;NEUT;SG
keinginan	ochota	keinginan	ochota	N;SG	N;NOM;FEM;SG
topik	temat	topik	temat	N;SG	N;ACC;MASC;SG
topik	tematu	topik	temat	N;SG	N;GEN;MASC;SG
topik	zagadnienie	topik	zagadnić	N;SG	N;NOM;NEUT;SG
kebenaran	prawda	kebenaran	prawda	N;SG	N;NOM;FEM;SG
champions	mistrzowie	champions	mistrz	N	N;NOM;MASC;PL
champions	mistrzów	champions	mistrz	N	N;ACC;MASC;PL
pemberian	prezentu	penberian	prezent	N;SG	N;GEN;MASC;SG
pemberian	podarunek	penberian	podarunek	N;SG	N;ACC;MASC;SG
pemberian	prezent	penberian	prezent	N;SG	N;NOM;MASC;SG
pemberian	dar	penberian	dar	N;SG	N;NOM;MASC;SG
pemberian	przyznania	penberian	przyznanie	N;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
pemberian	przyznawanie	penberian	przyznawać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
pemberian	przyznanie	penberian	przyznać	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
pemberian	udzielanie	penberian	udzielać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
federasi	federacji	federasi	federacja	N;SG	N;GEN;FEM;SG
federasi	federacja	federasi	federacja	N;SG	N;NOM;FEM;SG
mengingat	rozważając	meningat	rozważać	V;SG;ACT	V;IPFV;PRS;V.CVB;ACT
mengingat	zważywszy	meningat	zważyć	V;SG;ACT	V;PFV;PST;V.CVB;ACT
pikiran	umysłu	pikiran	umysł	N;SG	N;GEN;MASC;SG
pikiran	umysł	pikiran	umysł	N;SG	N;NOM;MASC;SG
arena	arenę	arena	arena	N;SG	N;ACC;FEM;SG
arena	arenie	arena	aren	N;SG	N;GEN;FEM;SG
teh	herbatka	teh	herbatka	N;SG	N;NOM;FEM;SG
teh	herbata	teh	herbata	N;SG	N;NOM;FEM;SG
krisis	kryzys	krisis	kryzys	N;SG	N;NOM;MASC;SG
krisis	kryzysu	krisis	kryzys	N;SG	N;GEN;MASC;SG
pengunjung	odwiedziny	penkunjung	odwiedzina	N;SG	N;NOM;FEM;SG
pengunjung	odwiedziny	penkunjung	odwiedzina	N;SG	N;NOM;FEM;SG
wajah	twarz	wajah	twarz	N;SG	N;NOM;FEM;SG
penyebab	przyczyna	pensebab	przyczynać	N;SG	N;NOM;FEM;SG
dampak	wpływ	dampak	wpływ	N;SG	N;NOM;MASC;SG
dampak	zderzenie	dampak	zderzenie	N;SG	N;NOM;NEUT;SG
dampak	uderzenie	dampak	uderzenie	N;SG	N;NOM;NEUT;SG
dampak	oddziaływanie	dampak	oddziaływać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
dampak	wpływ	dampak	wpływ	N;SG	N;NOM;MASC;SG
dampak	oddziaływania	dampak	oddziaływać	N;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
dampak	oddziaływanie	dampak	oddziaływać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
pensiun	emeryturę	pensiun	emerytura	N	N;ACC;FEM;SG
pensiun	emerytura	pensiun	emerytura	N	N;NOM;FEM;SG
pensiun	renta	pensiun	renta	N	N;NOM;FEM;SG
pensiun	emerytury	pensiun	emerytura	N	N;ACC;FEM;PL
pensiun	emerytura	pensiun	emerytura	N	N;NOM;FEM;SG
pensiun	renty	pensiun	renta	N	N;ACC;FEM;SG
pensiun	pensjonat	pensiun	pensjonat	N	N;NOM;MASC;SG
frekuensi	częstotliwości	frekuensi	częstotliwość	N;SG	N;GEN;FEM;SG
frekuensi	częstotliwości	frekuensi	częstotliwość	N;SG	N;GEN;FEM;SG
frekuensi	częstotliwość	frekuensi	częstotliwość	N;SG	N;NOM;FEM;SG
frekuensi	częstość	frekuensi	częstość	N;SG	N;NOM;FEM;SG
nenek	babci	nenek	babcia	N;SG	N;GEN;FEM;SG
nenek	babcia	nenek	babcia	N;SG	N;NOM;FEM;SG
nenek	babka	nenek	babka	N;SG	N;NOM;FEM;SG
nenek	babci	nenek	babcia	N;SG	N;GEN;FEM;SG
nenek	babcia	nenek	babcia	N;SG	N;NOM;FEM;SG
rel	kolej	rel	kolej	N	N;NOM;FEM;SG
rel	szyny	rel	szyna	N	N;ACC;FEM;SG
rel	kolej	rel	kolej	N	N;NOM;FEM;SG
rel	kołowrotek	rel	kołowrotek	N	N;NOM;MASC;SG
rapat	zebrania	rapat	zebraniać	N;SG	N;NOM;NEUT;SG
rapat	posiedzenia	rapat	posiedzenie	N;SG	N;NOM;NEUT;SG
rapat	posiedzenie	rapat	posiedzenie	N;SG	N;NOM;NEUT;SG
rapat	zebranie	rapat	zebranie	N;SG	N;NOM;NEUT;SG
rapat	spotkanie	rapat	spotkanie	N;SG	N;NOM;NEUT;SG
menandatangani	podpisano	mentandatangani	podpisać	V;SG;ACT	V;PFV;IND;0;PST;FIN;ACT
menandatangani	podpisz	mentandatangani	podpić	V;SG;ACT	V;PFV;IMP;SG;2;FIN;ACT
mandiri	niezależny	mandiri	niezależny	ADJ;SG	ADJ;NOM;MASC;SG
mandiri	niezależna	mandiri	niezależny	ADJ;SG	ADJ;NOM;FEM;SG
mandiri	niezależne	mandiri	niezależny	ADJ;SG	ADJ;NOM;NEUT;SG
mandiri	samodzielny	mandiri	samodzielny	ADJ;SG	ADJ;NOM;MASC;SG
mandiri	samodzielne	mandiri	samodzielny	ADJ;SG	ADJ;NOM;NEUT;SG
lampu	światło	lampu	światło	N;SG	N;NOM;NEUT;SG
lampu	światła	lampu	światło	N;SG	N;NOM;NEUT;SG
lampu	światła	lampu	światło	N;SG	N;NOM;NEUT;SG
lampu	lampka	lampu	lampka	N;SG	N;NOM;FEM;SG
lampu	lampa	lampu	lampa	N;SG	N;NOM;FEM;SG
takut	przestraszony	takut	przestraszyć	ADJ;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
takut	przerażony	takut	przerazić	ADJ;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
senang	zadowolona	senang	zadowolony	ADJ;SG	ADJ;NOM;FEM;SG
senang	szczęśliwa	senang	szczęśliwy	ADJ;SG	ADJ;NOM;FEM;SG
senang	szczęśliwy	senang	szczęśliwy	ADJ;SG	ADJ;NOM;MASC;SG
senang	zadowolony	senang	zadowolony	ADJ;SG	ADJ;NOM;MASC;SG
perencanaan	planowania	penrencanaan	planowanie	N;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
perencanaan	planowanie	penrencanaan	planować	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
nada	tonu	nada	ton	N;SG	N;GEN;MASC;SG
kala	epoka	kala	epoka	N;SG	N;NOM;FEM;SG
iklim	klimat	iklim	klimat	N;SG	N;NOM;MASC;SG
fokus	skupienie	fokus	skupienie	N;SG	N;NOM;NEUT;SG
fokus	koncentracja	fokus	koncentracja	N;SG	N;NOM;FEM;SG
akar	korzenie	akar	korzenie	N;SG	N;NOM;NEUT;SG
akar	korzeń	akar	korzeń	N;SG	N;NOM;MASC;SG
akar	pierwiastek	akar	pierwiastka	N;SG	N;NOM;MASC;SG
akar	korzenie	akar	korzenie	N;SG	N;NOM;NEUT;SG
harta	majątek	harta	majątek	N;SG	N;ACC;MASC;SG
harta	bogactwo	harta	bogactwo	N;SG	N;NOM;NEUT;SG
harta	bogactwa	harta	bogactwo	N;SG	N;NOM;NEUT;SG
harta	skarbem	harta	skarb	N;SG	N;INS;MASC;SG
harta	skarb	harta	skarb	N;SG	N;ACC;MASC;SG
audio	dźwięk	audio	dźwięk	N;SG	N;ACC;MASC;SG
piano	pianinie	piano	pianino	N	N;ACC;NEUT;SG
piano	fortepian	piano	fortepianin	N	N;NOM;MASC;SG
piano	pianino	piano	pianino	N	N;NOM;NEUT;SG
kedatangan	dojazd	kedatangan	dojazd	N;SG	N;NOM;MASC;SG
kedatangan	przybycie	kedatangan	przybyć	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
kedatangan	przyjazd	kedatangan	przyjazd	N;SG	N;NOM;MASC;SG
pendekatan	podejścia	pendekatan	podejść	N;SG	N;GEN;NEUT;SG
pendekatan	podejście	pendekatan	podejść	N;SG	N;NOM;NEUT;SG
pendekatan	podejścia	pendekatan	podejść	N;SG	N;GEN;NEUT;SG
dekade	dziesięciolecia	dekade	dziesięciolecie	N;SG	N;NOM;NEUT;SG
dekade	dekadę	dekade	dekada	N;SG	N;ACC;FEM;SG
keselamatan	ratunek	keselamatan	ratunek	N;SG	N;NOM;MASC;SG
keselamatan	zbawienie	keselamatan	zbawienie	N;SG	N;NOM;NEUT;SG
keselamatan	zbawienia	keselamatan	zbawić	N;SG	N;GEN;NEUT;SG
keselamatan	bezpieczeństwa	keselamatan	bezpieczeństwo	N;SG	N;NOM;NEUT;SG
keselamatan	bezpieczeństwo	keselamatan	bezpieczeństwo	N;SG	N;NOM;NEUT;SG
persetujuan	zgody	persetujuan	zgoda	N;SG	N;GEN;FEM;SG
persetujuan	zgoda	persetujuan	zgoda	N;SG	N;NOM;FEM;SG
persetujuan	zatwierdzenia	persetujuan	zatwierdzić	N;SG	N;GEN;NEUT;SG
persetujuan	homologacji	persetujuan	homologacja	N;SG	N;GEN;FEM;SG
persetujuan	aprobaty	persetujuan	aprobaty	N;SG	N;ACC;FEM;SG
persetujuan	porozumienie	persetujuan	porozumienie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
persetujuan	umowa	persetujuan	umowa	N;SG	N;NOM;FEM;SG
persetujuan	porozumienia	persetujuan	porozumienie	N;SG	N;NOM;NEUT;SG
persetujuan	zatwierdzanie	persetujuan	zatwierdzać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
persetujuan	zatwierdzenia	persetujuan	zatwierdzić	N;SG	N;GEN;NEUT;SG
persetujuan	homologacji	persetujuan	homologacja	N;SG	N;GEN;FEM;SG
persetujuan	zatwierdzenie	persetujuan	zatwierdzenie	N;SG	N;NOM;NEUT;SG
persegi	plac	persegi	plac	N;SG	N;NOM;MASC;SG
persegi	kwadrat	persegi	kwadrat	N;SG	N;NOM;MASC;SG
jadwal	harmonogram	jadwal	harmonogram	N;SG	N;NOM;MASC;SG
jadwal	rozkład	jadwal	rozkład	N;SG	N;NOM;MASC;SG
jadwal	harmonogram	jadwal	harmonogram	N;SG	N;NOM;MASC;SG
isu	wydanie	isu	wydanie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
isu	zagadnienie	isu	zagadnić	N;SG	N;NOM;NEUT;SG
isu	kwestii	isu	kwestia	N;SG	N;GEN;FEM;SG
definisi	definicja	definisi	definicja	N;SG	N;NOM;FEM;SG
definisi	definicji	definisi	definicja	N;SG	N;GEN;FEM;SG
definisi	definicji	definisi	definicja	N;SG	N;GEN;FEM;SG
paruh	dziób	paruh	dziób	N;SG	N;NOM;MASC;SG
tabel	stół	tabel	stół	N;SG	N;NOM;MASC;SG
tabel	stolik	tabel	stolik	N;SG	N;NOM;MASC;SG
tabel	tablica	tabel	tablica	N;SG	N;NOM;FEM;SG
gejala	objaw	gejala	objawa	N;SG	N;NOM;MASC;SG
karbon	węgiel	karbon	węgiel	N;SG	N;NOM;MASC;SG
padat	solidne	padat	solidny	ADJ;SG	ADJ;NOM;NEUT;SG
padat	solidna	padat	solidny	ADJ;SG	ADJ;NOM;FEM;SG
padat	solidny	padat	solidny	ADJ;SG	ADJ;NOM;MASC;SG
padat	gęste	padat	gęsty	ADJ;SG	ADJ;NOM;NEUT;SG
tarian	taniec	tarian	taniec	N;SG	N;NOM;MASC;SG
peperangan	walka	peperangan	walka	N	N;NOM;FEM;SG
peperangan	wojnę	peperangan	wojna	N	N;ACC;FEM;SG
peperangan	wojna	peperangan	wojna	N	N;NOM;FEM;SG
peperangan	wojny	peperangan	wojna	N	N;GEN;FEM;SG
peperangan	wojny	peperangan	wojna	N	N;GEN;FEM;SG
mengklaim	twierdził	menklaim	twierdzić	V;SG;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
mengklaim	twierdziło	menklaim	twierdzić	V;SG;ACT	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
mengklaim	twierdziła	menklaim	twierdzić	V;SG;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
mengklaim	twierdząc	menklaim	twierdzić	V;SG;ACT	V;IPFV;PRS;V.CVB;ACT
mengklaim	twierdzi	menklaim	twierdzić	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menyimpan	oszczędza	mensimpan	oszczędzać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menyimpan	ratuje	mensimpan	ratować	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menyimpan	zapisuje	mensimpan	zapisywać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
kaca	szkła	kaca	szkło	N;SG	N;NOM;NEUT;SG
kaca	szklanka	kaca	szklanka	N;SG	N;NOM;FEM;SG
kaca	szkło	kaca	szkło	N;SG	N;NOM;NEUT;SG
domain	dziedziny	domain	dziedzina	N	N;GEN;FEM;PL
domain	domena	domain	domen	N	N;NOM;FEM;SG
domain	dziedzina	domain	dziedzina	N	N;NOM;FEM;SG
kue	tort	kue	tort	N	N;ACC;MASC;SG
kue	ciastko	kue	ciastko	N	N;NOM;NEUT;SG
kue	ciasta	kue	ciasto	N	N;NOM;NEUT;SG
kue	ciastka	kue	ciastka	N	N;NOM;NEUT;PL
kue	ciasteczka	kue	ciasteczko	N	N;NOM;NEUT;PL
kue	ciasta	kue	ciasto	N	N;NOM;NEUT;SG
kue	ciastka	kue	ciastka	N	N;NOM;NEUT;PL
kontestan	zawodnicy	kontestan	zawodnik	N	N;NOM;MASC;PL
kontestan	uczestnicy	kontestan	uczestnik	N	N;NOM;MASC;PL
kontestan	zawodnik	kontestan	zawodnik	N	N;NOM;MASC;SG
kontestan	uczestnik	kontestan	uczestnik	N	N;NOM;MASC;SG
otak	mózg	otak	mózg	N;SG	N;NOM;MASC;SG
otak	umysł	otak	umysł	N;SG	N;NOM;MASC;SG
otak	mózgu	otak	mózg	N;SG	N;GEN;MASC;SG
otak	mózg	otak	mózg	N;SG	N;NOM;MASC;SG
kesulitan	trudność	kesulitan	trudność	N;SG	N;NOM;FEM;SG
kesulitan	kłopot	kesulitan	kłopot	N;SG	N;NOM;MASC;SG
kesulitan	przeciwności	kesulitan	przeciwność	N;SG	N;GEN;FEM;SG
modal	kapitał	modal	kapitał	N;SG	N;ACC;MASC;SG
modal	stolica	modal	stolica	N;SG	N;NOM;FEM;SG
modal	kapitału	modal	kapitał	N;SG	N;GEN;MASC;SG
komik	komiks	komik	komiks	N	N;NOM;MASC;SG
komik	komiksów	komik	komiks	N	N;GEN;MASC;PL
komik	komiksy	komik	komiks	N	N;NOM;MASC;PL
komik	komiks	komik	komiks	N	N;NOM;MASC;SG
mulia	szlachetne	mulia	szlachetny	ADJ;SG	ADJ;NOM;NEUT;SG
mulia	szlachetna	mulia	szlachetny	ADJ;SG	ADJ;NOM;FEM;SG
mulia	szlachetny	mulia	szlachetny	ADJ;SG	ADJ;NOM;MASC;SG
mengalir	płynie	menalir	płynąć	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
adegan	scena	adegan	scena	N;SG	N;NOM;FEM;SG
biografi	biografia	biografi	biografium	N;SG	N;NOM;FEM;SG
biografi	życiorys	biografi	życiorys	N;SG	N;NOM;MASC;SG
biografi	biografię	biografi	biografia	N;SG	N;ACC;FEM;SG
villa	willa	villa	willa	N	N;NOM;FEM;SG
kolam	staw	kolam	staw	N;SG	N;NOM;MASC;SG
kolam	stawu	kolam	staw	N;SG	N;GEN;MASC;SG
kolam	stawie	kolam	staw	N;SG	N;ACC;MASC;SG
kolam	basenu	kolam	basen	N;SG	N;GEN;MASC;SG
kolam	pula	kolam	pula	N;SG	N;NOM;FEM;SG
kolam	basen	kolam	basen	N;SG	N;NOM;MASC;SG
sempurna	idealna	sempurna	idealny	ADJ;SG	ADJ;NOM;FEM;SG
sempurna	idealne	sempurna	idealny	ADJ;SG	ADJ;NOM;NEUT;SG
sempurna	idealny	sempurna	idealny	ADJ;SG	ADJ;NOM;MASC;SG
wartawan	dziennikarstwo	wartawan	dziennikarstwo	N;SG	N;NOM;NEUT;SG
wartawan	dziennikarz	wartawan	dziennikarz	N;SG	N;NOM;MASC;SG
wartawan	dziennikarka	wartawan	dziennikarka	N;SG	N;NOM;FEM;SG
wartawan	reporterka	wartawan	reporterka	N;SG	N;NOM;FEM;SG
wartawan	dziennikarz	wartawan	dziennikarz	N;SG	N;NOM;MASC;SG
wartawan	dziennikarka	wartawan	dziennikarka	N;SG	N;NOM;FEM;SG
wartawan	reporter	wartawan	reporter	N;SG	N;NOM;MASC;SG
memanfaatkan	dźwigni	menmanfaatkan	dźwigny	V;SG;ACT	V;IPFV;IND;SG;1;FIN;ACT
budak	niewolnika	budak	niewolnik	N;SG	N;ACC;MASC;SG
budak	niewolnik	budak	niewolnik	N;SG	N;NOM;MASC;SG
budak	niewolnikiem	budak	niewolnik	N;SG	N;INS;MASC;SG
mengisi	wypełnij	menisi	wypełnić	V;SG;ACT	V;PFV;IMP;SG;2;FIN;ACT
mengisi	wypełnić	menisi	wypełnić	V;SG;ACT	V;PFV;NFIN;ACT
negatif	negatywne	negatif	negatywny	ADJ;SG	ADJ;NOM;NEUT;SG
negatif	negatywny	negatif	negatywny	ADJ;SG	ADJ;NOM;MASC;SG
kanker	rak	kanker	rak	N;SG	N;NOM;MASC;SG
kanker	nowotwór	kanker	nowotwór	N;SG	N;NOM;MASC;SG
internal	wewnętrzny	internal	wewnętrzny	ADJ;SG	ADJ;NOM;MASC;SG
internal	wewnętrznego	internal	wewnętrzny	ADJ;SG	ADJ;ACC;MASC;SG
internal	wewnętrzne	internal	wewnętrzny	ADJ;SG	ADJ;NOM;NEUT;SG
internal	wewnętrzna	internal	wewnętrzny	ADJ;SG	ADJ;NOM;FEM;SG
otoritas	autorytet	otoritas	autorytet	N;SG	N;NOM;MASC;SG
otoritas	władza	otoritas	władza	N;SG	N;NOM;FEM;SG
otoritas	organ	otoritas	organ	N;SG	N;NOM;MASC;SG
variasi	odmianę	variasi	odmiana	N;SG	N;ACC;FEM;SG
variasi	odmiana	variasi	odmiana	N;SG	N;NOM;FEM;SG
variasi	różnorodność	variasi	różnorodność	N;SG	N;NOM;FEM;SG
variasi	zmienność	variasi	zmienność	N;SG	N;NOM;FEM;SG
biara	klasztoru	biara	klasztor	N	N;GEN;MASC;SG
biara	klasztor	biara	klasztor	N	N;NOM;MASC;SG
biara	klasztorze	biara	klasztor	N	N;DAT;MASC;SG
biara	klasztoru	biara	klasztor	N	N;GEN;MASC;SG
biara	klasztor	biara	klasztor	N	N;NOM;MASC;SG
biara	klasztorze	biara	klasztor	N	N;DAT;MASC;SG
biara	opactwo	biara	opactwo	N	N;NOM;NEUT;SG
biara	klasztory	biara	klasztor	N	N;NOM;MASC;PL
menempatkan	umieść	mentempatkan	umieść	V;SG;ACT	V;PFV;IMP;SG;2;FIN;ACT
menempatkan	umieścić	mentempatkan	umieścić	V;SG;ACT	V;PFV;NFIN;ACT
roket	rakietę	roket	rakieta	N;SG	N;ACC;FEM;SG
roket	rakieta	roket	rakieta	N;SG	N;NOM;FEM;SG
parameter	parametr	parameter	parametr	N;SG	N;NOM;MASC;SG
kosong	pusta	kosong	pusty	ADJ;SG	ADJ;NOM;FEM;SG
kosong	pusty	kosong	pusty	ADJ;SG	ADJ;NOM;MASC;SG
kosong	pusta	kosong	pusty	ADJ;SG	ADJ;NOM;FEM;SG
kosong	pusty	kosong	pusty	ADJ;SG	ADJ;NOM;MASC;SG
partikel	cząsteczki	partikel	cząsteczka	N	N;NOM;FEM;PL
partikel	cząstek	partikel	cząstka	N	N;GEN;FEM;PL
partikel	cząstki	partikel	cząstka	N	N;NOM;FEM;PL
partikel	cząsteczki	partikel	cząsteczka	N	N;NOM;FEM;PL
partikel	cząstki	partikel	cząstka	N	N;NOM;FEM;PL
partikel	cząstek	partikel	cząstka	N	N;GEN;FEM;PL
partikel	cząstka	partikel	cząstka	N	N;NOM;FEM;SG
petunjuk	instrukcji	petunjuk	instrukcja	N;SG	N;GEN;FEM;SG
petunjuk	instrukcja	petunjuk	instrukcja	N;SG	N;NOM;FEM;SG
petunjuk	wskazówka	petunjuk	wskazówka	N;SG	N;NOM;FEM;SG
lanjutan	kontynuacja	lanjutan	kontynuacja	N;SG	N;NOM;FEM;SG
sesungguhnya	prawdziwie	sesungguhnya	prawdziwie	ADV	ADV
invasi	inwazja	invasi	inwazja	N;SG	N;NOM;FEM;SG
invasi	inwazji	invasi	inwazja	N;SG	N;GEN;FEM;SG
invasi	inwazje	invasi	inwazja	N;SG	N;NOM;FEM;SG
rudal	pocisk	rudal	pocisk	N;SG	N;NOM;MASC;SG
rudal	rakieta	rudal	rakieta	N;SG	N;NOM;FEM;SG
personel	personelu	personel	personel	N;SG	N;GEN;MASC;SG
personel	personel	personel	personel	N;SG	N;NOM;MASC;SG
batuan	skała	batuan	skała	N;SG	N;NOM;FEM;SG
batuan	kamień	batuan	kamień	N;SG	N;NOM;MASC;SG
pengelolaan	zarządzanie	penkelolaan	zarządzać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
pengelolaan	kierownictwo	penkelolaan	kierownictwo	N;SG	N;NOM;NEUT;SG
pengelolaan	zarząd	penkelolaan	zarząd	N;SG	N;NOM;MASC;SG
pengelolaan	zarządzania	penkelolaan	zarządzanie	N;SG	N;NOM;NEUT;SG
rasi	konstelacje	rasi	konstelacja	N	N;NOM;FEM;PL
anggaran	budżetu	anggaran	budżet	N;SG	N;GEN;MASC;SG
anggaran	budżet	anggaran	budżet	N;SG	N;ACC;MASC;SG
penjelasan	wyjaśnienie	penjelasan	wyjaśnić	N;SG	N;NOM;NEUT;SG
penjelasan	wyjaśnienia	penjelasan	wyjaśnienie	N;SG	N;NOM;NEUT;SG
penjelasan	wytłumaczenia	penjelasan	wytłumaczyć	N;SG	N;GEN;NEUT;SG
penjelasan	wyjaśnienia	penjelasan	wyjaśnienie	N;SG	N;NOM;NEUT;SG
perahu	łódki	perahu	łódka	N;SG	N;ACC;FEM;SG
perahu	łódka	perahu	łódko	N;SG	N;NOM;FEM;SG
lokomotif	lokomotywy	lokomotif	lokomotywa	N	N;ACC;FEM;PL
rusak	uszkodzone	rusak	uszkodzić	ADJ;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
rusak	uszkodzona	rusak	uszkodzić	ADJ;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
rusak	uszkodzony	rusak	uszkodzić	ADJ;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
rusak	uszkodzone	rusak	uszkodzić	ADJ;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
rusak	uszkodzony	rusak	uszkodzić	ADJ;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
rusak	rozbite	rusak	rozbić	ADJ;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
rusak	złamane	rusak	złamać	ADJ;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
rusak	łamane	rusak	łamać	ADJ;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
rusak	złamana	rusak	złamać	ADJ;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
rusak	przyłapany	rusak	przyłapać	ADJ;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
rusak	skorumpowany	rusak	skorumpować	ADJ;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
rusak	wadliwe	rusak	wadliwy	ADJ;SG	ADJ;NOM;NEUT;SG
mengapa	dlaczego	mengapa	dlaczego	ADV	ADV
nasi	ryż	nasi	ryż	N;SG	N;NOM;MASC;SG
championship	mistrzostwa	championship	mistrzostwa	N	N;NOM;NEUT;PL
championship	mistrzostw	championship	mistrzostwa	N	N;GEN;NEUT;PL
championship	mistrzostwo	championship	mistrzostwo	N	N;NOM;NEUT;SG
landasan	wybiegu	landasan	wybieg	N;SG	N;GEN;MASC;SG
landasan	uziemienie	landasan	uziemienie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
landasan	szlaban	landasan	szlaban	N;SG	N;ACC;MASC;SG
lemah	słaby	lemah	słaby	ADJ;SG	ADJ;NOM;MASC;SG
lemah	słaba	lemah	słaby	ADJ;SG	ADJ;NOM;FEM;SG
lemah	słabe	lemah	słaby	ADJ;SG	ADJ;NOM;NEUT;SG
monumen	pomnik	monumen	pomnik	N;SG	N;ACC;MASC;SG
menjawab	odpowiedział	menjawab	odpowiedzieć	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
menjawab	odpowiedział	menjawab	odpowiedzieć	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
kendali	sterowanie	kendali	sterować	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
kendali	kontrola	kendali	kontrola	N;SG	N;NOM;FEM;SG
kendali	sterowanie	kendali	sterować	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
koran	gazeta	koran	gazeta	N;SG	N;NOM;FEM;SG
koran	gazetę	koran	gazeta	N;SG	N;ACC;FEM;SG
koran	papier	koran	papier	N;SG	N;NOM;MASC;SG
berlanjut	trwa	berlanjut	trwać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
berlanjut	kontynuuje	berlanjut	kontynuować	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
meluncurkan	uruchamia	menluncurkan	uruchamiać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
meluncurkan	rozpoczęła	menluncurkan	rozpocząć	V;SG;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
meluncurkan	uruchomiono	menluncurkan	uruchomić	V;SG;ACT	V;PFV;IND;0;PST;FIN;ACT
dimensi	wymiar	dimensi	wymiar	N;SG	N;NOM;MASC;SG
monster	potwór	monster	potwór	N	N;NOM;MASC;SG
monster	potwory	monster	potwór	N	N;NOM;MASC;PL
monster	potworów	monster	potwór	N	N;GEN;MASC;PL
monster	potwory	monster	potwór	N	N;NOM;MASC;PL
signifikan	znaczny	signifikan	znaczny	ADJ;SG	ADJ;NOM;MASC;SG
august	augusta	august	augusta		
august	sierpień	august	sierpienie		
penerima	odbiorca	penterima	odbiorzec	N;SG	N;NOM;MASC;SG
penerima	odbiornik	penterima	odbiornik	N;SG	N;NOM;MASC;SG
