kegubernuran	gubernie	kegubernuran	gubernie	N;SG	N;NOM;FEM;SG;POS
pemulihan	obnova	penpulihan	obnova	N;SG	N;NOM;FEM;SG;POS
pemulihan	obnovy	penpulihan	obnova	N;SG	N;NOM;FEM;SG;POS
pemulihan	hojení	penpulihan	hojení	N;SG	N;NOM;NEUT;SG;POS
pemulihan	uzdravení	penpulihan	uzdravení	N;SG	N;NOM;NEUT;SG;POS
pemulihan	léčení	penpulihan	léčení	N;SG	N;NOM;NEUT;SG;POS
katalog	katalogy	katalog	katalog	N	N;INAN;NOM;MASC;PL;POS
katalog	katalog	katalog	katalog	N	N;INAN;NOM;MASC;SG;POS
katalog	katalogu	katalog	katalog	N	N;INAN;GEN;MASC;SG;POS
katalog	katalogy	katalog	katalog	N	N;INAN;NOM;MASC;PL;POS
katalog	katalog	katalog	katalog	N	N;INAN;NOM;MASC;SG;POS
katalog	katalogu	katalog	katalog	N	N;INAN;GEN;MASC;SG;POS
artistik	umělecké	artistik	umělecký	ADJ;SG	ADJ;NOM;MASC;SG;POS
artistik	umělecká	artistik	umělecký	ADJ;SG	ADJ;NOM;FEM;SG;POS
artistik	umělecký	artistik	umělecký	ADJ;SG	ADJ;ANIM;NOM;MASC;SG;POS
pemusik	hudebník	penmusik	hudebník	N;SG	N;ANIM;NOM;MASC;SG;POS
pemusik	muzikant	penmusik	muzikant	N;SG	N;ANIM;NOM;MASC;SG;POS
kejam	nemilosrdný	kejam	milosrdný	ADJ;SG	ADJ;INAN;NOM;MASC;SG;NEG
kejam	krutý	kejam	krutý	ADJ;SG	ADJ;INAN;NOM;MASC;SG;POS
kejam	krutá	kejam	krutý	ADJ;SG	ADJ;NOM;FEM;SG;POS
kejam	kruté	kejam	krutý	ADJ;SG	ADJ;NOM;NEUT;SG;POS
mantra	mantra	mantra	mantra	N	N;NOM;FEM;SG;POS
mantra	kouzlo	mantra	kouzlo	N	N;NOM;NEUT;SG;POS
mantra	zaklínadlo	mantra	zaklínadlo	N	N;NOM;NEUT;SG;POS
mantra	zaklínadlo	mantra	zaklínadlo	N	N;NOM;NEUT;SG;POS
logistik	logistiky	logistik	logistika	N	N;NOM;FEM;PL;POS
kegelapan	dark	kegelapan	dark	N;SG	N;INAN;NOM;MASC;SG;POS
kegelapan	temnota	kegelapan	temnota	N;SG	N;NOM;FEM;SG;POS
kegelapan	tma	kegelapan	tma	N;SG	N;NOM;FEM;SG;POS
kegelapan	temnotu	kegelapan	temnota	N;SG	N;ACC;FEM;SG;POS
kegelapan	tmy	kegelapan	tma	N;SG	N;NOM;FEM;SG;POS
reporter	reportér	reporter	reportér	N;SG	N;ANIM;NOM;MASC;SG;POS
reporter	reportérka	reporter	reportérka	N;SG	N;NOM;FEM;SG;POS
reporter	novinář	reporter	novinář	N;SG	N;ANIM;NOM;MASC;SG;POS
pengunduran	odstoupení	penunduran	odstoupení	N;SG	N;NOM;NEUT;SG;POS
pengunduran	rezignaci	penunduran	rezignace	N;SG	N;ACC;FEM;SG;POS
pengunduran	rezignace	penunduran	rezignace	N;SG	N;NOM;FEM;SG;POS
parit	příkop	parit	příkop	N;SG	N;INAN;NOM;MASC;SG;POS
parit	příkopu	parit	příkop	N;SG	N;INAN;GEN;MASC;SG;POS
parit	příkop	parit	příkop	N;SG	N;INAN;NOM;MASC;SG;POS
parit	příkop	parit	příkop	N;SG	N;INAN;NOM;MASC;SG;POS
registrasi	registrace	registrasi	registrace	N	N;NOM;FEM;SG;POS
registrasi	zápis	registrasi	zápis	N	N;INAN;NOM;MASC;SG;POS
registrasi	registraci	registrasi	registrace	N	N;ACC;FEM;SG;POS
debat	debata	debat	debata	N;SG	N;NOM;FEM;SG;POS
debat	diskuse	debat	diskuse	N;SG	N;NOM;FEM;SG;POS
debat	rozprava	debat	rozprava	N;SG	N;NOM;FEM;SG;POS
motogp	motogp	motogp	motogp	N;SG	N;NOM;NEUT;SG;POS
kemiripan	podobnost	kemiripan	podobnost	N;SG	N;NOM;FEM;SG;POS
kemiripan	podoba	kemiripan	podoba	N;SG	N;NOM;FEM;SG;POS
kemiripan	podobnost	kemiripan	podobnost	N;SG	N;NOM;FEM;SG;POS
kemiripan	afinitou	kemiripan	afinita	N;SG	N;INS;FEM;SG;POS
kemiripan	podoba	kemiripan	podoba	N;SG	N;NOM;FEM;SG;POS
pemancar	vysílač	penpancar	vysílač	N;SG	N;INAN;NOM;MASC;SG;POS
teolog	teolog	teolog	teolog	N;SG	N;ANIM;NOM;MASC;SG;POS
opsi	opce	opsi	opce	N;SG	N;NOM;FEM;SG;POS
opsi	možnost	opsi	možnost	N;SG	N;NOM;FEM;SG;POS
altar	oltář	altar	oltář	N;SG	N;INAN;NOM;MASC;SG;POS
altar	oltáři	altar	oltář	N;SG	N;INAN;DAT;MASC;SG;POS
isteri	manželku	isteri	manželka	N;SG	N;ACC;FEM;SG;POS
isteri	žena	isteri	žena	N;SG	N;NOM;FEM;SG;POS
isteri	manželka	isteri	manželka	N;SG	N;NOM;FEM;SG;POS
isteri	manželce	isteri	manželka	N;SG	N;DAT;FEM;SG;POS
akustik	akustika	akustik	akustika	N;SG	N;NOM;FEM;SG;POS
wacana	diskurzu	wacana	diskurs	N;SG	N;INAN;GEN;MASC;SG;POS
benediktus	benedict	benediktus	benedict	N	N;ANIM;NOM;MASC;SG;POS
inisiatif	iniciativa	inisiatif	iniciativa	N;SG	N;NOM;FEM;SG;POS
inisiatif	podnět	inisiatif	podnět	N;SG	N;INAN;NOM;MASC;SG;POS
inisiatif	iniciativu	inisiatif	iniciativa	N;SG	N;ACC;FEM;SG;POS
terusan	kanál	terusan	kanál	N;SG	N;INAN;NOM;MASC;SG;POS
terusan	kanálu	terusan	kanál	N;SG	N;INAN;GEN;MASC;SG;POS
umpan	krmení	umpan	krmení	N;SG	N;NOM;NEUT;SG;POS
umpan	krmivo	umpan	krmivo	N;SG	N;NOM;NEUT;SG;POS
umpan	návnada	umpan	návnada	N;SG	N;NOM;FEM;SG;POS
umpan	návnadu	umpan	návnada	N;SG	N;ACC;FEM;SG;POS
tengkorak	lebka	tengkorak	lebka	N;SG	N;NOM;FEM;SG;POS
tengkorak	lebku	tengkorak	lebka	N;SG	N;ACC;FEM;SG;POS
tengkorak	lebka	tengkorak	lebka	N;SG	N;NOM;FEM;SG;POS
kemasan	obal	kemasan	obal	N;SG	N;INAN;NOM;MASC;SG;POS
kemasan	balení	kemasan	balení	N;SG	N;NOM;NEUT;SG;POS
kemasan	balení	kemasan	balení	N;SG	N;NOM;NEUT;SG;POS
selebriti	celebrita	selebriti	celebrita	N	N;NOM;FEM;SG;POS
selebriti	celebrity	selebriti	celebrita	N	N;NOM;FEM;PL;POS
selebriti	celebrity	selebriti	celebrita	N	N;NOM;FEM;PL;POS
selebriti	celebrit	selebriti	celebrita	N	N;GEN;FEM;PL;POS
bidadari	andílek	bidadari	andílek	N;SG	N;ANIM;NOM;MASC;SG;POS
bidadari	anděl	bidadari	anděl	N;SG	N;ANIM;NOM;MASC;SG;POS
perhiasan	klenotnictví	perhiasan	klenotnictví	N;SG	N;NOM;NEUT;SG;POS
perhiasan	šperk	perhiasan	šperk	N;SG	N;INAN;NOM;MASC;SG;POS
perhiasan	šperk	perhiasan	šperk	N;SG	N;INAN;NOM;MASC;SG;POS
dikurangi	odečíst	dikurangi	odečíst	V;SG;PASS	V;POS;NFIN
kehakiman	justice	kehakiman	justice	N;SG	N;NOM;FEM;SG;POS
kehakiman	soudnictví	kehakiman	soudnictví	N;SG	N;NOM;NEUT;SG;POS
topografi	topografie	topografi	topografie	N	N;NOM;FEM;SG;POS
perspektif	perspektiva	perspektif	perspektiva	N;SG	N;NOM;FEM;SG;POS
perspektif	pohledu	perspektif	pohled	N;SG	N;INAN;GEN;MASC;SG;POS
pementasan	inscenace	penpentasan	inscenace	N;SG	N;NOM;FEM;SG;POS
progresif	postupné	progresif	postupný	ADJ;SG	ADJ;NOM;NEUT;SG;POS
progresif	progresivní	progresif	progresivní	ADJ;SG	ADJ;NOM;MASC;SG;POS
penanaman	výsadbu	pentanaman	výsadba	N;SG	N;ACC;FEM;SG;POS
penanaman	pěstování	pentanaman	pěstování	N;SG	N;NOM;NEUT;SG;POS
dinamika	dynamika	dinamika	dynamika	N	N;NOM;FEM;SG;POS
dinamika	dynamics	dinamika	dynamics	N	N;NOM;MASC;SG;POS
dinamika	dynamiku	dinamika	dynamika	N	N;ACC;FEM;SG;POS
ronde	kolo	ronde	kolo	N	N;NOM;NEUT;SG;POS
bak	vana	bak	vana	N;SG	N;NOM;FEM;SG;POS
bak	vaně	bak	vana	N;SG	N;DAT;FEM;SG;POS
borussia	borussia	borussia	borussium	N	N;NOM;FEM;SG;POS
mengindikasikan	označuje	menindikasikan	označovat	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
mengindikasikan	značí	menindikasikan	značit	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
mengindikasikan	naznačuje	menindikasikan	naznačovat	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
mengindikasikan	udává	menindikasikan	udávat	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
berkomentar	okomentoval	berkomentar	okomentovat	V;SG;ACT	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
menyertakan	zahrnovat	menyertakan	zahrnovat	V	V;IPFV;POS;NFIN
menyertakan	zahrnout	menyertakan	zahrnout	V	V;POS;NFIN
menyertakan	zahrnuje	menyertakan	zahrnovat	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
wajar	rozumná	wajar	rozumný	ADJ;SG	ADJ;NOM;FEM;SG;POS
wajar	přiměřené	wajar	přiměřený	ADJ;SG	ADJ;NOM;NEUT;SG;POS
wajar	rozumný	wajar	rozumný	ADJ;SG	ADJ;INAN;NOM;MASC;SG;POS
wajar	přiměřený	wajar	přiměřený	ADJ;SG	ADJ;INAN;NOM;MASC;SG;POS
wajar	rozumné	wajar	rozumný	ADJ;SG	ADJ;NOM;NEUT;SG;POS
akademis	akademické	akademis	akademický	ADJ;SG	ADJ;NOM;NEUT;SG;POS
akademis	akademický	akademis	akademický	ADJ;SG	ADJ;INAN;NOM;MASC;SG;POS
peralihan	přechod	peralihan	přechod	N;SG	N;INAN;NOM;MASC;SG;POS
pengeluaran	utrácení	penkeluaran	utrácení	N;SG	N;NOM;NEUT;SG;POS
pengeluaran	výdaj	penkeluaran	výdaj	N;SG	N;INAN;NOM;MASC;SG;POS
ubah	pozměnit	ubah	pozměnit	V;SG;ACT	V;PFV;POS;NFIN
ubah	upravit	ubah	upravit	V;SG;ACT	V;PFV;POS;NFIN
ubah	změnit	ubah	změnit	V;SG;ACT	V;PFV;POS;NFIN
dominasi	nadvládu	dominasi	nadvláda	N;SG	N;ACC;FEM;SG;POS
dominasi	dominanci	dominasi	dominanec	N;SG	N;ACC;FEM;SG;POS
pemanasan	předehra	penpanasan	předehra	N;SG	N;NOM;FEM;SG;POS
pemanasan	vytápění	penpanasan	vytápění	N;SG	N;NOM;NEUT;SG;POS
pemanasan	topení	penpanasan	topení	N;SG	N;NOM;NEUT;SG;POS
pemanasan	oteplování	penpanasan	oteplování	N;SG	N;NOM;NEUT;SG;POS
kontributor	přispěvatelem	kontributor	přispěvatel	N;SG	N;ANIM;INS;MASC;SG;POS
kawat	drát	kawat	drát	N;SG	N;INAN;NOM;MASC;SG;POS
akta	skutek	akta	skutek	N;SG	N;INAN;NOM;MASC;SG;POS
akta	čin	akta	čin	N;SG	N;INAN;NOM;MASC;SG;POS
persepsi	vnímání	persepsi	vnímání	N;SG	N;NOM;NEUT;SG;POS
persepsi	vnímání	persepsi	vnímání	N;SG	N;NOM;NEUT;SG;POS
kaset	kazeta	kaset	kazeta	N	N;NOM;FEM;SG;POS
kaset	kazetu	kaset	kazeta	N	N;ACC;FEM;SG;POS
kaset	kazety	kaset	kazeta	N	N;NOM;FEM;PL;POS
kaset	kazety	kaset	kazeta	N	N;NOM;FEM;PL;POS
kaset	nahrávky	kaset	nahrávka	N	N;NOM;FEM;PL;POS
kaset	pásky	kaset	páska	N	N;NOM;FEM;PL;POS
biarawan	mnich	biarawan	mnich	N	N;ANIM;NOM;MASC;SG;POS
biarawan	mniši	biarawan	mnich	N	N;ANIM;NOM;MASC;PL;POS
biarawan	mnichy	biarawan	mnich	N	N;ANIM;ACC;MASC;PL;POS
biarawan	mnichů	biarawan	mnich	N	N;ANIM;GEN;MASC;PL;POS
memulihkan	obnovuje	menpulihkan	obnovovat	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
memulihkan	obnoví	menpulihkan	obnovit	V;SG;ACT	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
pemindahan	přenos	penpindahan	přenos	N;SG	N;INAN;NOM;MASC;SG;POS
bubuk	prach	bubuk	prach	N;SG	N;INAN;NOM;MASC;SG;POS
bubuk	prášek	bubuk	prášek	N;SG	N;INAN;NOM;MASC;SG;POS
bubuk	pudr	bubuk	pudr	N;SG	N;INAN;NOM;MASC;SG;POS
pembacaan	čtení	penbacaan	čtení	N;SG	N;NOM;NEUT;SG;POS
itunes	itunes	itunes	itunes	N;SG	N;NOM;FEM;SG;POS
kelinci	zajíc	kelinci	zajíc	N	N;ANIM;NOM;MASC;SG;POS
kelinci	králíky	kelinci	králík	N	N;ANIM;NOM;MASC;PL;POS
kelinci	králíci	kelinci	králík	N	N;ANIM;NOM;MASC;PL;POS
kelinci	zajíček	kelinci	zajíčka	N	N;ANIM;NOM;MASC;SG;POS
kelinci	bunny	kelinci	bunna	N	N;FEM;SG;POS
kelinci	králíček	kelinci	králíček	N	N;ANIM;NOM;MASC;SG;POS
kelinci	králíček	kelinci	králíček	N	N;ANIM;NOM;MASC;SG;POS
kelinci	zajíc	kelinci	zajíc	N	N;ANIM;NOM;MASC;SG;POS
kelinci	králík	kelinci	králík	N	N;ANIM;NOM;MASC;SG;POS
nasionalisme	nacionalismus	nasionalisme	nacionalismus	N;SG	N;INAN;NOM;MASC;SG;POS
implementasi	implementace	implementasi	implementace	N;SG	N;NOM;FEM;SG;POS
implementasi	provedení	implementasi	provedení	N;SG	N;NOM;NEUT;SG;POS
implementasi	provádění	implementasi	provádění	N;SG	N;NOM;NEUT;SG;POS
implementasi	realizace	implementasi	realizace	N;SG	N;NOM;FEM;SG;POS
penempatan	umístění	pentempatan	umístění	N;SG	N;NOM;NEUT;SG;POS
terkuat	nejsilnější	terkuat	silný	ADJ;RL;SG	ADJ;NOM;RL;MASC;SG;POS
terkuat	nejmocnější	terkuat	mocný	ADJ;RL;SG	ADJ;NOM;RL;MASC;SG;POS
peresmian	inauguraci	peresmian	inaugurace	N;SG	N;ACC;FEM;SG;POS
katak	ropucha	katak	ropucha	N;SG	N;NOM;FEM;SG;POS
katak	žába	katak	žába	N;SG	N;NOM;FEM;SG;POS
menghukum	trestat	menhukum	trestat	V;SG;ACT	V;IPFV;POS;NFIN
menghukum	trestá	menhukum	trestat	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
menghukum	potrestat	menhukum	potrestat	V;SG;ACT	V;PFV;POS;NFIN
menghukum	trestat	menhukum	trestat	V;SG;ACT	V;IPFV;POS;NFIN
imigrasi	přistěhovalectví	imigrasi	přistěhovalectví	N;SG	N;NOM;NEUT;SG;POS
imigrasi	imigrace	imigrasi	imigrace	N;SG	N;NOM;FEM;SG;POS
prototipe	prototyp	prototipe	prototyp	N;SG	N;INAN;NOM;MASC;SG;POS
subyek	subjekty	subyek	subjekt	N	N;INAN;NOM;MASC;PL;POS
subyek	předmět	subyek	předmět	N	N;INAN;NOM;MASC;SG;POS
subyek	subjekt	subyek	subjekt	N	N;INAN;NOM;MASC;SG;POS
sukarela	dobrovolnictví	sukarela	dobrovolnictví	N;SG	N;NOM;NEUT;SG;POS
kolektif	kolektivní	kolektif	kolektivní	ADJ	ADJ;NOM;MASC;SG;POS
dynamo	dynamo	dynamo	dynamo	N;SG	N;NOM;NEUT;SG;POS
meniru	napodobit	mentiru	napodobit	V;SG;ACT	V;PFV;POS;NFIN
nyonya	madam	nyonya	madam	N	N;NOM;FEM;SG;POS
nyonya	paní	nyonya	paní	N	N;NOM;FEM;SG;POS
nyonya	milenka	nyonya	milenka	N	N;NOM;FEM;SG;POS
nyonya	paní	nyonya	paní	N	N;NOM;FEM;SG;POS
nyonya	dáma	nyonya	dáma	N	N;NOM;FEM;SG;POS
nyonya	lady	nyonya	lady	N	N;FEM;SG;POS
nyonya	paní	nyonya	paní	N	N;NOM;FEM;SG;POS
oksida	oxid	oksida	oxid	N;SG	N;INAN;NOM;MASC;SG;POS
oksida	oxidu	oksida	oxid	N;SG	N;INAN;GEN;MASC;SG;POS
hobi	hobby	hobi	hobby	N;SG	N;NOM;FEM;SG;POS
hobi	koníček	hobi	koníček	N;SG	N;ANIM;NOM;MASC;SG;POS
hobi	hobby	hobi	hobby	N;SG	N;NOM;FEM;SG;POS
rotasi	otáčení	rotasi	otáčení	N	N;NOM;NEUT;SG;POS
rotasi	střídání	rotasi	střídání	N	N;NOM;NEUT;SG;POS
rotasi	rotace	rotasi	rotace	N	N;NOM;FEM;SG;POS
balasan	odpověď	balasan	odpověď	N;SG;ACT	N;NOM;FEM;SG;POS
balasan	odpovědí	balasan	odpověď	N;SG;ACT	N;INS;FEM;SG;POS
undian	losování	undian	losování	N;SG	N;NOM;NEUT;SG;POS
undian	loterie	undian	loterie	N;SG	N;NOM;FEM;SG;POS
undian	loterii	undian	loterie	N;SG	N;ACC;FEM;SG;POS
penguasaan	přechovávání	penkuasaan	přechovávání	N;SG	N;NOM;NEUT;SG;POS
penguasaan	držení	penkuasaan	držení	N;SG	N;NOM;NEUT;SG;POS
penguasaan	mistrovství	penkuasaan	mistrovství	N;SG	N;NOM;NEUT;SG;POS
prioritas	priorita	prioritas	priorita	N;SG	N;NOM;FEM;SG;POS
prioritas	přednost	prioritas	přednost	N;SG	N;NOM;FEM;SG;POS
penerjemah	tlumočník	penterjemah	tlumočník	N;SG	N;ANIM;NOM;MASC;SG;POS
penerjemah	překladatel	penterjemah	překladatel	N;SG	N;ANIM;NOM;MASC;SG;POS
penerjemah	tlumočník	penterjemah	tlumočník	N;SG	N;ANIM;NOM;MASC;SG;POS
penerjemah	translators	penterjemah	translators	N;SG	N;INAN;NOM;MASC;SG;POS
mahabharata	mahábhárata	mahabharata	mahábhárata	N	N;NOM;FEM;SG;POS
performa	představení	performa	představení	N;SG	N;NOM;NEUT;SG;POS
performa	výkon	performa	výkon	N;SG	N;INAN;NOM;MASC;SG;POS
performa	výkonnost	performa	výkonnost	N;SG	N;NOM;FEM;SG;POS
performa	výkonnosti	performa	výkonnost	N;SG	N;NOM;FEM;SG;POS
performa	vystoupení	performa	vystoupení	N;SG	N;NOM;NEUT;SG;POS
persentase	procento	persentase	procento	N;SG	N;NOM;NEUT;SG;POS
persentase	procento	persentase	procento	N;SG	N;NOM;NEUT;SG;POS
menimpa	přepsat	mentimpa	přepsat	V;SG;ACT	V;POS;NFIN
strip	proužky	strip	proužek	N	N;INAN;NOM;MASC;PL;POS
strip	proužek	strip	proužek	N	N;INAN;NOM;MASC;SG;POS
strip	strip	strip	stripe	N	N;INAN;NOM;MASC;SG;POS
champion	šampion	champion	šampion	N	N;ANIM;NOM;MASC;SG;POS
champion	šampión	champion	šampión	N	N;ANIM;NOM;MASC;SG;POS
menggali	kopat	mengali	kopat	V;SG;ACT	V;IPFV;POS;NFIN
menggali	kopat	mengali	kopat	V;SG;ACT	V;IPFV;POS;NFIN
elektronika	electronica	elektronika	electronica	N	N;NOM;FEM;SG;POS
elektronika	elektronika	elektronika	elektronika	N	N;NOM;FEM;SG;POS
elektronika	elektroniky	elektronika	elektronika	N	N;NOM;FEM;PL;POS
neutron	neutrony	neutron	neutrona	N	N;INAN;NOM;MASC;PL;POS
neutron	neutron	neutron	neutron	N	N;INAN;NOM;MASC;SG;POS
sengketa	spor	sengketa	spor	N;SG	N;INAN;NOM;MASC;SG;POS
sengketa	sporu	sengketa	spor	N;SG	N;INAN;GEN;MASC;SG;POS
pengasingan	exilu	penasingan	exil	N;SG	N;INAN;DAT;MASC;SG;POS
pengasingan	vyhnanství	penasingan	vyhnanství	N;SG	N;NOM;NEUT;SG;POS
pengasingan	ústraní	penasingan	ústraní	N;SG	N;NOM;NEUT;SG;POS
liburan	svátek	liburan	svátek	N;SG	N;INAN;NOM;MASC;SG;POS
liburan	dovolenou	liburan	dovolená	N;SG	N;ACC;FEM;SG;POS
liburan	dovolené	liburan	dovolená	N;SG	N;NOM;FEM;SG;POS
liburan	dovolené	liburan	dovolená	N;SG	N;NOM;FEM;SG;POS
ekstra	komparz	ekstra	komparz	N;SG	N;INAN;NOM;MASC;SG;POS
ekstra	extra	ekstra	extra	N;SG	N;INAN;NOM;MASC;SG;POS
teras	terasa	teras	terasa	N;SG	N;NOM;FEM;SG;POS
teras	terasu	teras	terasa	N;SG	N;ACC;FEM;SG;POS
teras	terasa	teras	terasa	N;SG	N;NOM;FEM;SG;POS
teras	terasu	teras	terasa	N;SG	N;ACC;FEM;SG;POS
teras	terase	teras	terasa	N;SG	N;DAT;FEM;SG;POS
personil	personál	personil	personál	N;SG	N;INAN;NOM;MASC;SG;POS
acuan	odkaz	acuan	odkaz	N;SG	N;INAN;NOM;MASC;SG;POS
rekomendasi	doporučení	rekomendasi	doporučení	N;SG	N;NOM;NEUT;SG;POS
rekomendasi	doporučení	rekomendasi	doporučení	N;SG	N;NOM;NEUT;SG;POS
pengadaan	obstarání	penadaan	obstarání	N;SG	N;NOM;NEUT;SG;POS
kisaran	rozpětí	kisaran	rozpětí	N;SG	N;NOM;NEUT;SG;POS
kisaran	rozmezí	kisaran	rozmezí	N;SG	N;NOM;NEUT;SG;POS
kisaran	dosah	kisaran	dosah	N;SG	N;INAN;NOM;MASC;SG;POS
kisaran	rozsah	kisaran	rozsah	N;SG	N;INAN;NOM;MASC;SG;POS
kisaran	rozmezí	kisaran	rozmezí	N;SG	N;NOM;NEUT;SG;POS
imbang	kravata	imbang	kravata	N;SG	N;NOM;FEM;SG;POS
imbang	remíza	imbang	remíza	N;SG	N;NOM;FEM;SG;POS
imbang	kravatu	imbang	kravata	N;SG	N;ACC;FEM;SG;POS
imbang	losování	imbang	losování	N;SG	N;NOM;NEUT;SG;POS
imbang	remíza	imbang	remíza	N;SG	N;NOM;FEM;SG;POS
pembatasan	omezení	penbatasan	omezení	N;SG	N;NOM;NEUT;SG;POS
pembatasan	omezení	penbatasan	omezení	N;SG	N;NOM;NEUT;SG;POS
pembatasan	omezení	penbatasan	omezení	N;SG	N;NOM;NEUT;SG;POS
perorangan	jednotlivec	perorangan	jednotlivec	N;SG	N;ANIM;NOM;MASC;SG;POS
perorangan	jedinec	perorangan	jedinec	N;SG	N;ANIM;NOM;MASC;SG;POS
nubuat	proroctví	nubuat	proroctví	N	N;NOM;NEUT;SG;POS
nubuat	proroctví	nubuat	proroctví	N	N;NOM;NEUT;SG;POS
menyembunyikan	schoval	mensembunyikan	schovat	V;SG;ACT	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
menyembunyikan	skrýt	mensembunyikan	skrýt	V;SG;ACT	V;POS;NFIN
menyembunyikan	schovat	mensembunyikan	schovat	V;SG;ACT	V;PFV;POS;NFIN
menyembunyikan	skrývá	mensembunyikan	skrývat	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
menyembunyikan	skrývá	mensembunyikan	skrývat	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
dongeng	příběh	dongeng	příběh	N;SG	N;INAN;NOM;MASC;SG;POS
dongeng	pohádka	dongeng	pohádka	N;SG	N;NOM;FEM;SG;POS
aroma	vůně	aroma	vůně	N;SG	N;NOM;FEM;SG;POS
aroma	aroma	aroma	aroma	N;SG	N;NOM;FEM;SG;POS
aroma	pach	aroma	pach	N;SG	N;INAN;NOM;MASC;SG;POS
aroma	vůně	aroma	vůně	N;SG	N;NOM;FEM;SG;POS
amino	amino	amino	amino	N	N;NOM;MASC;SG;POS
penggantian	nahrazení	pengantian	nahrazení	N;SG	N;NOM;NEUT;SG;POS
penggantian	náhrada	pengantian	náhrada	N;SG	N;NOM;FEM;SG;POS
penggantian	nahrazení	pengantian	nahrazení	N;SG	N;NOM;NEUT;SG;POS
menguji	otestovat	menkuji	otestovat	V;SG;ACT	V;PFV;POS;NFIN
suite	apartmá	suite	apartmá	N	N;NOM;FEM;SG;POS
suite	apartmá	suite	apartmá	N	N;NOM;FEM;SG;POS
penggalian	podnájem	pengalian	podnáj	N;SG	N;INAN;NOM;MASC;SG;POS
reputasi	reputace	reputasi	reputace	N;SG	N;NOM;FEM;SG;POS
reputasi	pověst	reputasi	pověst	N;SG	N;NOM;FEM;SG;POS
reputasi	reputaci	reputasi	reputace	N;SG	N;ACC;FEM;SG;POS
reputasi	reputace	reputasi	reputace	N;SG	N;NOM;FEM;SG;POS
reputasi	pověst	reputasi	pověst	N;SG	N;NOM;FEM;SG;POS
mengenali	rozpoznat	menkenali	rozpoznat	V;SG;ACT	V;PFV;POS;NFIN
mengenali	rozpoznat	menkenali	rozpoznat	V;SG;ACT	V;PFV;POS;NFIN
mengenali	uznat	menkenali	uznat	V;SG;ACT	V;PFV;POS;NFIN
mengenali	poznal	menkenali	poznat	V;SG;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
keunikan	jedinečnost	keunikan	jedinečnost	N;SG	N;NOM;FEM;SG;POS
asumsi	předpoklad	asumsi	předpoklad	N;SG	N;INAN;NOM;MASC;SG;POS
asumsi	domněnka	asumsi	domněnka	N;SG	N;NOM;FEM;SG;POS
kiper	brankář	kiper	brankář	N;SG	N;ANIM;NOM;MASC;SG;POS
kiper	brankář	kiper	brankář	N;SG	N;ANIM;NOM;MASC;SG;POS
lancar	hladká	lancar	hladký	ADJ;SG	ADJ;NOM;FEM;SG;POS
lancar	hladký	lancar	hladký	ADJ;SG	ADJ;INAN;NOM;MASC;SG;POS
lancar	hladké	lancar	hladký	ADJ;SG	ADJ;NOM;NEUT;SG;POS
bengkel	workshop	bengkel	workshop	N;SG	N;INAN;NOM;MASC;SG;POS
bengkel	dílna	bengkel	dílna	N;SG	N;NOM;FEM;SG;POS
bengkel	seminář	bengkel	seminář	N;SG	N;INAN;NOM;MASC;SG;POS
penawaran	dohodu	pentawaran	dohoda	N;SG	N;ACC;FEM;SG;POS
penawaran	dohoda	pentawaran	dohoda	N;SG	N;NOM;FEM;SG;POS
penawaran	nabídku	pentawaran	nabídka	N;SG	N;ACC;FEM;SG;POS
penawaran	nabídka	pentawaran	nabídka	N;SG	N;NOM;FEM;SG;POS
penawaran	nabídka	pentawaran	nabídka	N;SG	N;NOM;FEM;SG;POS
pengalihan	přesměrování	penalihan	přesměrování	N;SG	N;NOM;NEUT;SG;POS
pengalihan	rozptýlení	penalihan	rozptýlený	N;SG	N;NOM;NEUT;SG;POS
pengalihan	rozptýlení	penalihan	rozptýlený	N;SG	N;NOM;NEUT;SG;POS
kalsium	vápník	kalsium	vápník	N	N;INAN;NOM;MASC;SG;POS
kalsium	vápníku	kalsium	vápník	N	N;INAN;GEN;MASC;SG;POS
teror	teror	teror	teror	N;SG	N;INAN;NOM;MASC;SG;POS
teror	děs	teror	děs	N;SG	N;NOM;MASC;SG;POS
teror	hrůza	teror	hrůza	N;SG	N;NOM;FEM;SG;POS
obligasi	bonde	obligasi	bond	N;SG	N;INAN;NOM;MASC;SG;POS
obligasi	kauce	obligasi	kauce	N;SG	N;NOM;FEM;SG;POS
obligasi	pouto	obligasi	pouto	N;SG	N;NOM;NEUT;SG;POS
