com	مع	com	مَعَ	ADP	ADP;ACC
ausência	غياب	ausência	غِيَاب	N;FEM;SG	N;NOM;INDF;SG
destruição	دمار	destruição	دَمَار	N;FEM;SG	N;NOM;INDF;SG
destruição	الدمار	destruição	دَمَار	N;FEM;SG	N;NOM;DEF;SG
destruição	تدمير	destruição	تَدمِير	N;FEM;SG	N;NOM;INDF;SG
destruição	التدمير	destruição	تَدمِير	N;FEM;SG	N;NOM;DEF;SG
ativo	نشطة	ativo	نَشَاط	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
ativo	نشط	ativo	نَشِط	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
descrito	وصفت	descrever	وَصَف	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;PASS
cria	يخلق	criar	خَلَق	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
cria	ينشئ	criar	أَنشَأ	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
cria	يخلق	criar	خَلَق	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
cria	خلق	criar	خَلَق	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
salto	القفزة	salto	قَفزَة	N;MASC;SG	N;NOM;DEF;SG
salto	قفزة	salto	قفزة	N;MASC;SG	N;NOM;INDF;SG
salto	القفزة	salto	قَفزَة	N;MASC;SG	N;NOM;DEF;SG
tela	الشاشة	tela	شَاشَّة	N;FEM;SG	N;NOM;DEF;SG
tela	شاشة	tela	شَاشَة	N;FEM;SG	N;NOM;INDF;SG
tela	اللوحة	tela	لَوحَة	N;FEM;SG	N;NOM;DEF;SG
tela	قماش	tela	قِمَاش	N;FEM;SG	N;NOM;INDF;SG
raça	سلالة	raça	سِلَالَة	N;FEM;SG	N;NOM;INDF;SG
raça	السباق	raça	سِبَاق	N;FEM;SG	N;NOM;DEF;SG
raça	سباق	raça	سِبَاق	N;FEM;SG	N;NOM;INDF;SG
raça	العرق	raça	عِرق	N;FEM;SG	N;NOM;DEF;SG
bilhões	المليارات	bilhão	مِليَار	N;MASC;PL	N;NOM;DEF;PL
habilidades	مهارات	habilidade	مهارات	N;FEM;PL	N;NOM;INDF;PL
habilidades	المهارات	habilidade	مَهَارَة	N;FEM;PL	N;NOM;DEF;PL
habilidades	المهارات	habilidade	مَهَارَة	N;FEM;PL	N;NOM;DEF;PL
habilidades	مهارات	habilidade	مهارات	N;FEM;PL	N;NOM;INDF;PL
habilidades	قدرات	habilidade	قُدرَة	N;FEM;PL	N;NOM;INDF;PL
habilidades	القدرات	habilidade	قُدرَة	N;FEM;PL	N;NOM;DEF;PL
papéis	الادوار	papel	دَور	N;MASC;PL	N;NOM;DEF;PL
papéis	ادوار	papel	دَور	N;MASC;PL	N;NOM;INDF;PL
papéis	الاوراق	papel	وَرَق	N;MASC;PL	N;NOM;DEF;PL
papéis	ورقات	papel	وَرِقَة	N;MASC;PL	N;NOM;INDF;PL
papéis	الورقات	papel	وَرِقَة	N;MASC;PL	N;NOM;DEF;PL
papéis	صحف	papel	صَحِيفَة	N;MASC;PL	N;NOM;INDF;PL
papéis	اوراق	papel	وَرَق	N;MASC;PL	N;NOM;INDF;PL
papéis	الصحف	papel	صَحِيفَة	N;MASC;PL	N;NOM;DEF;PL
carne	اللحم	carne	لَحم	N;FEM;SG	N;NOM;DEF;SG
carne	لحم	carne	لَحم	N;FEM;SG	N;NOM;INDF;SG
propostas	اقتراحات	proposta	اِقتِرَاح	N;FEM;PL	N;NOM;INDF;PL
propostas	مقترحات	proposta	مُقتَرَح	N;FEM;PL	N;NOM;INDF;PL
propostas	الاقتراحات	proposta	اِقتِرَاح	N;FEM;PL	N;NOM;DEF;PL
propostas	المقترحات	proposta	مُقتَرَح	N;FEM;PL	N;NOM;DEF;PL
propostas	عطاءات	proposta	عَطَاء	N;FEM;PL	N;NOM;INDF;PL
propostas	العطاءات	proposta	عِطَاء	N;FEM;PL	N;NOM;DEF;PL
baixas	الاصابات	baixa	إِصَابَة	N;FEM;PL	N;NOM;DEF;PL
baixas	اصابات	baixa	إِصَابَة	N;FEM;PL	N;NOM;INDF;PL
direta	مباشر	direto	مُبَاشِر	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
direta	المباشر	direto	مُبَاشِر	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
acontecimentos	احداث	acontecimento	حَدَث	N;MASC;PL	N;NOM;INDF;PL
acontecimentos	الفعاليات	acontecimento	الفعاليات	N;MASC;PL	N;NOM;DEF;PL
acontecimentos	المناسبات	acontecimento	مُنَاسَبَة	N;MASC;PL	N;NOM;DEF;PL
acontecimentos	الاحداث	acontecimento	حَدَث	N;MASC;PL	N;NOM;DEF;PL
perdido	خسرت	perder	خَسِر	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
perdido	خسر	perder	خَسِر	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
perdido	فقدت	perder	فَقَد	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
perdido	ضاع	perder	ضَاع	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
servir	تخدم	servir	خَدَم	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
servir	يخدم	servir	خَدَم	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
servir	تخدم	servir	خَدَم	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
potência	قوة	potência	قُوَّة	N;FEM;SG	N;NOM;INDF;SG
potência	طاقة	potência	طَاقَة	N;FEM;SG	N;NOM;INDF;SG
potência	الطاقة	potência	طَاقَة	N;FEM;SG	N;NOM;DEF;SG
potência	القوة	potência	قُوَّة	N;FEM;SG	N;NOM;DEF;SG
potência	السلطة	potência	سُلطَة	N;FEM;SG	N;NOM;DEF;SG
imigrantes	المهاجرين	imigrante	مُهَاجِر	N;MASC;PL	N;NOM;DEF;PL
imigrantes	المهاجرون	imigrante	مُهَاجِر	N;MASC;PL	N;NOM;DEF;PL
imigrantes	مهاجرين	imigrante	مُهَاجِر	N;MASC;PL	N;NOM;INDF;PL
espada	السيف	espada	سَيف	N;FEM;SG	N;NOM;DEF;SG
funciona	يعمل	funcionar	عَمِل	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
funciona	يشتغل	funcionar	اِشتَغَل	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
funciona	ينفع	funcionar	نَفَع	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
árvores	اشجار	árvore	شَجَر	N;FEM;PL	N;NOM;INDF;PL
árvores	الاشجار	árvore	شَجَر	N;FEM;PL	N;NOM;DEF;PL
levado	اخذ	levar	أَخذ	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
levado	تؤخذ	levar	أَخَذ	V;MASC;SG;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;ACT
sonho	الحلم	sonho	حُلم	N;MASC;SG	N;NOM;DEF;SG
sonho	حلم	sonho	حُلم	N;MASC;SG	N;NOM;INDF;SG
assinatura	توقيع	assinatura	تَوقِيع	N;FEM;SG	N;NOM;INDF;SG
assinatura	التوقيع	assinatura	تَوقِيع	N;FEM;SG	N;NOM;DEF;SG
assinatura	الاشتراك	assinatura	اِشتِرَاك	N;FEM;SG	N;NOM;DEF;SG
assinatura	اشتراك	assinatura	اِشتِرَاك	N;FEM;SG	N;NOM;INDF;SG
assinatura	توقيع	assinatura	تَوقِيع	N;FEM;SG	N;NOM;INDF;SG
assinatura	التوقيع	assinatura	تَوقِيع	N;FEM;SG	N;NOM;DEF;SG
certeza	التيقن	certeza	تَيَقُّن	N;FEM;SG	N;NOM;DEF;SG
partidos	حفلات	partido	حَفلَة	N;MASC;PL	N;NOM;INDF;PL
partidos	اطراف	partido	طَرَف	N;MASC;PL	N;NOM;INDF;PL
partidos	الاطراف	partido	طَرَف	N;MASC;PL	N;NOM;DEF;PL
partidos	الحفلات	partido	حَفلَة	N;MASC;PL	N;NOM;DEF;PL
partidos	الاحزاب	partido	حِزب	N;MASC;PL	N;NOM;DEF;PL
partidos	احزاب	partido	حِزب	N;MASC;PL	N;NOM;INDF;PL
alternativa	البديل	alternativa	بَدِيل	N;FEM;SG	N;NOM;DEF;SG
alternativa	بديل	alternativa	بَدِيل	N;FEM;SG	N;NOM;INDF;SG
alternativa	بديلة	alternativa	بَدِيلَة	N;FEM;SG	N;NOM;INDF;SG
exibição	المعرض	exibição	مَعرِض	N;FEM;SG	N;NOM;DEF;SG
exibição	معرض	exibição	مَعرِض	N;FEM;SG	N;NOM;INDF;SG
exibição	المعرض	exibição	مَعرِض	N;FEM;SG	N;NOM;DEF;SG
exibição	معرض	exibição	مَعرِض	N;FEM;SG	N;NOM;INDF;SG
exibição	عرض	exibição	عَرض	N;FEM;SG	N;NOM;INDF;SG
exibição	العرض	exibição	عَرض	N;FEM;SG	N;NOM;DEF;SG
two	اثنان	two	اِثنَان	N;MASC;SG	N;NOM;INDF;SG
habitats	الموائل	habitat	مَائِل	N;MASC;PL	N;NOM;DEF;PL
habitats	الموائل	habitat	مَائِل	N;MASC;PL	N;NOM;DEF;PL
treinamento	التدريب	treinamento	تَدرِيب	N;MASC;SG	N;NOM;DEF;SG
treinamento	تدريب	treinamento	تَدرِيب	N;MASC;SG	N;NOM;INDF;SG
lateral	جانب	lateral	جَانِب	N;MASC;SG	N;NOM;INDF;SG
lateral	الجانب	lateral	جَانِب	N;MASC;SG	N;NOM;DEF;SG
necessária	مطلوب	necessário	مَطلُوب	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
necessária	المطلوبة	necessário	مَطلُوب	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
necessária	مطلوب	necessário	مَطلُوب	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
necessária	مطلوبة	necessário	مطلوبة	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
necessária	المطلوب	necessário	مَطلُوب	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
necessária	ضروري	necessário	ضَرُورِيّ	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
necessária	ضرورية	necessário	ضَرُورِيّ	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
necessária	الضروري	necessário	ضَرُورِيّ	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
extremo	المتطرف	extremo	مُتَطَرِّف	N;MASC;SG	N;NOM;DEF;SG
extremo	المدقع	extremo	مُدَقَّع	N;MASC;SG	N;NOM;DEF;SG
elite	نخبة	elite	نُخبَة	N;FEM;SG	N;NOM;INDF;SG
elite	النخبة	elite	نُخبَة	N;FEM;SG	N;NOM;DEF;SG
emprego	الوظيفة	emprego	وَظِيفَة	N;MASC;SG	N;NOM;DEF;SG
emprego	وظيفة	emprego	وَظِيفَة	N;MASC;SG	N;NOM;INDF;SG
emprego	الشغل	emprego	شُغل	N;MASC;SG	N;NOM;DEF;SG
emprego	عمل	emprego	عَمَل	N;MASC;SG	N;NOM;INDF;SG
emprego	العمالة	emprego	عَمَالَة	N;MASC;SG	N;NOM;DEF;SG
emprego	التوظيف	emprego	تَوظِيف	N;MASC;SG	N;NOM;DEF;SG
emprego	عمالة	emprego	عَمَالَة	N;MASC;SG	N;NOM;INDF;SG
científico	علمية	científico	عِلمِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
científico	علميا	científico	عِلمِيّ	ADJ;MASC;SG	ADJ;ACC;INDF;MASC;SG
mostrou	اظهرت	mostrar	أَظهَر	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
vendido	تباع	vender	أَبَاع	V;MASC;SG;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;PASS
vendido	بيعت	vender	بَيع	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;PASS
vendido	بعت	vender	بَعَى	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
vendido	باع	vender	بَاع	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
divisões	الانقسامات	divisão	اِنقِسَام	N;FEM;PL	N;NOM;DEF;PL
recepção	تسلم	recepção	تَسَلُّم	N;FEM;SG	N;NOM;INDF;SG
recepção	الاستلام	recepção	اِستِلَام	N;FEM;SG	N;NOM;DEF;SG
recepção	استلام	recepção	اِستِلَام	N;FEM;SG	N;NOM;INDF;SG
recepção	ايصال	recepção	إِيصَال	N;FEM;SG	N;NOM;INDF;SG
recepção	استقبال	recepção	اِستِقبَال	N;FEM;SG	N;NOM;INDF;SG
recepção	الاستقبال	recepção	اِستِقبَال	N;FEM;SG	N;NOM;DEF;SG
ambiental	بيئية	ambiental	بيئية	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
aviões	طائرات	avião	طَائِرَة	N;MASC;PL	N;NOM;INDF;PL
aviões	الطائرات	avião	طَائِرَة	N;MASC;PL	N;NOM;DEF;PL
aviões	طائرات	avião	طَائِرَة	N;MASC;PL	N;NOM;INDF;PL
largura	العرض	largura	عَرض	N;FEM;SG	N;NOM;DEF;SG
componentes	عناصر	componente	عُنصُر	N;MASC;PL	N;NOM;INDF;PL
componentes	المكونات	componente	مُكَوِّن	N;MASC;PL	N;NOM;DEF;PL
componentes	العناصر	componente	عُنصُر	N;MASC;PL	N;NOM;DEF;PL
componentes	مكونات	componente	مُكَوِّن	N;MASC;PL	N;NOM;INDF;PL
cemitério	مقبرة	cemitério	مُقبِر	N;MASC;SG	N;NOM;INDF;SG
cemitério	المقبرة	cemitério	مُقبِر	N;MASC;SG	N;NOM;DEF;SG
cemitério	مقبرة	cemitério	مُقبِر	N;MASC;SG	N;NOM;INDF;SG
cemitério	المقبرة	cemitério	مُقبِر	N;MASC;SG	N;NOM;DEF;SG
inicia	يبدا	iniciar	بَدَا	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
petróleo	النفط	petróleo	نَفط	N;MASC;SG	N;NOM;DEF;SG
petróleo	الزيت	petróleo	الزيت	N;MASC;SG	N;NOM;DEF;SG
petróleo	زيت	petróleo	زيت	N;MASC;SG	N;NOM;INDF;SG
petróleo	نفط	petróleo	نَفط	N;MASC;SG	N;NOM;INDF;SG
petróleo	النفط	petróleo	نَفط	N;MASC;SG	N;NOM;DEF;SG
petróleo	البترول	petróleo	بِترُول	N;MASC;SG	N;NOM;DEF;SG
petróleo	نفط	petróleo	نَفط	N;MASC;SG	N;NOM;INDF;SG
paixão	الهوى	paixão	هُوَيّ	N;FEM;SG	N;NOM;DEF;SG
paixão	العاطفة	paixão	عَاطِفَة	N;FEM;SG	N;NOM;DEF;SG
paixão	الشغف	paixão	شَغف	N;FEM;SG	N;NOM;DEF;SG
song	الاغنية	song	أَغنِيّ	N;MASC;SG	N;NOM;DEF;SG
song	اغنية	song	أَغنِيّ	N;MASC;SG	N;NOM;INDF;SG
aeronaves	طائرات	aeronave	طَائِرَة	N;FEM;PL	N;NOM;INDF;PL
aeronaves	الطائرات	aeronave	طَائِرَة	N;FEM;PL	N;NOM;DEF;PL
assumir	تفترض	assumir	اِفتَرَض	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
gosto	ذوق	gosto	ذَوق	N;MASC;SG	N;NOM;INDF;SG
gosto	الذوق	gosto	ذَوق	N;MASC;SG	N;NOM;DEF;SG
citado	اقتبس	citar	اِقتَبَس	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
correio	بريد	correio	بَرِيد	N;MASC;SG	N;NOM;INDF;SG
correio	البريد	correio	بَرِيد	N;MASC;SG	N;NOM;DEF;SG
correio	ساعي	correio	سَاعِي	N;MASC;SG	N;NOM;INDF;SG
orçamento	ميزانية	orçamento	مِيزَانِيَّة	N;MASC;SG	N;NOM;INDF;SG
orçamento	الميزانية	orçamento	مِيزَانِيَّة	N;MASC;SG	N;NOM;DEF;SG
específico	محدد	específico	مُحَدَّد	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
específico	محددة	específico	مُحَدَّد	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
concentração	الدمج	concentração	دَمج	N;FEM;SG	N;NOM;DEF;SG
concentração	الاندماج	concentração	اِندِمَاج	N;FEM;SG	N;NOM;DEF;SG
concentração	اندماج	concentração	اِندِمَاج	N;FEM;SG	N;NOM;INDF;SG
concentração	التركيز	concentração	تَركِيز	N;FEM;SG	N;NOM;DEF;SG
concentração	تركيز	concentração	تَركِيز	N;FEM;SG	N;NOM;INDF;SG
salas	الغرف	sala	غُرفَة	N;FEM;PL	N;NOM;DEF;PL
salas	غرف	sala	غُرفَة	N;FEM;PL	N;NOM;INDF;PL
pinheiro	الصنوبر	pinheiro	صُنُوبِر	N;MASC;SG	N;NOM;DEF;SG
caiu	سقطت	cair	سَقَط	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
caiu	اسقطت	cair	اسقطت	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
mente	البال	mente	بَال	N;FEM;SG	N;NOM;DEF;SG
mente	مانع	mente	مَانِع	N;FEM;SG	N;NOM;INDF;SG
mente	العقل	mente	عَقل	N;FEM;SG	N;NOM;DEF;SG
artilharia	المدفعية	artilharia	مَدفَعِيّ	N;FEM;SG	N;NOM;DEF;SG
artilharia	مدفعية	artilharia	مِدفَعِيَّة	N;FEM;SG	N;NOM;INDF;SG
transferência	التحويل	transferência	تَحوِيل	N;FEM;SG	N;NOM;DEF;SG
transferência	النقل	transferência	نَقل	N;FEM;SG	N;NOM;DEF;SG
transferência	نقل	transferência	نَقل	N;FEM;SG	N;NOM;INDF;SG
viva	العيش	vivo	عَيش	N;FEM;SG	N;NOM;DEF;SG
viva	حيا	vivo	حَيّ	N;FEM;SG	N;NOM;INDF;SG
externa	الخارجية	externo	خَارِجِيَّة	N;FEM;SG	N;NOM;DEF;SG
externa	خارجية	externo	خَارِجِيَّة	N;FEM;SG	N;NOM;INDF;SG
extinta	انقرضت	extinguir	اِنقَرَض	V;FEM;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
intervenção	التدخل	intervenção	تَدَخُّل	N;FEM;SG	N;NOM;DEF;SG
intervenção	تدخل	intervenção	تَدَخُّل	N;FEM;SG	N;NOM;INDF;SG
heart	القلب	heart	قَلب	N;MASC;SG	N;NOM;DEF;SG
heart	قلبا	heart	قَلب	N;MASC;SG	N;ACC;INDF;SG
heart	قلب	heart	قَلب	N;MASC;SG	N;NOM;INDF;SG
incluir	تشمل	incluir	شَمِل	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
mecânica	الميكانيكي	mecânico	مِيكَانِيكِي	N;FEM;SG	N;NOM;DEF;SG
mecânica	الميكانيكية	mecânico	مِيكَانِيكِيَّة	N;FEM;SG	N;NOM;DEF;SG
fluxo	تدفق	fluxo	تَدَفُّق	N;MASC;SG	N;NOM;INDF;SG
fluxo	التدفق	fluxo	تَدَفُّق	N;MASC;SG	N;NOM;DEF;SG
fluxo	تيار	fluxo	تَيَّار	N;MASC;SG	N;NOM;INDF;SG
esforço	مجهود	esforço	مَجهُود	N;MASC;SG	N;NOM;INDF;SG
esforço	الجهد	esforço	جَهد	N;MASC;SG	N;NOM;DEF;SG
esforço	جهد	esforço	جَهد	N;MASC;SG	N;NOM;INDF;SG
esforço	المجهود	esforço	المجهود	N;MASC;SG	N;NOM;DEF;SG
termina	ينتهي	terminar	اِنتَهَى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
indivíduo	فرد	indivíduo	فَرد	N;MASC;SG	N;NOM;INDF;SG
indivíduo	الفرد	indivíduo	فَرد	N;MASC;SG	N;NOM;DEF;SG
passos	خطوات	passo	خَطوَة	N;MASC;PL	N;NOM;INDF;PL
passos	الخطوات	passo	خَطوَة	N;MASC;PL	N;NOM;DEF;PL
passos	خطوات	passo	خَطوَة	N;MASC;PL	N;NOM;INDF;PL
sexto	سادس	sexto	سَادِس	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
sexto	السادسة	sexto	سَادِس	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
sexto	السادس	sexto	سَادِس	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
produtores	المنتجون	produtor	مُنتِج	N;MASC;PL	N;NOM;DEF;PL
produtores	المنتجين	produtor	مُنتِج	N;MASC;PL	N;NOM;DEF;PL
influências	التاثيرات	influência	تَاثِير	N;FEM;PL	N;NOM;DEF;PL
influências	تاثيرات	influência	تَاثِير	N;FEM;PL	N;NOM;INDF;PL
integração	الاندماج	integração	اِندِمَاج	N;FEM;SG	N;NOM;DEF;SG
integração	التكامل	integração	تَكَامُل	N;FEM;SG	N;NOM;DEF;SG
integração	الدمج	integração	دَمج	N;FEM;SG	N;NOM;DEF;SG
integração	تكامل	integração	تَكَامُل	N;FEM;SG	N;NOM;INDF;SG
transportes	المواصلات	transporte	مُوَاصَلَة	N;MASC;PL	N;NOM;DEF;PL
transportes	المواصلات	transporte	مُوَاصَلَة	N;MASC;PL	N;NOM;DEF;PL
crimes	جرائم	crime	جَرِيمَة	N;MASC;PL	N;NOM;INDF;PL
crimes	الجرائم	crime	جَرِيمَة	N;MASC;PL	N;NOM;DEF;PL
cresceu	نما	crescer	نَمَا	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
confederação	الاتحاد	confederação	اِتِّحَاد	N;FEM;SG	N;NOM;DEF;SG
décimo	العاشر	décimo	عَاشِر	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
décimo	العاشرة	décimo	عَاشِر	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
monumento	النصب	monumento	نَصب	N;MASC;SG	N;NOM;DEF;SG
monumento	نصب	monumento	نَصب	N;MASC;SG	N;NOM;INDF;SG
discurso	خطبة	discurso	خُطبَة	N;MASC;SG	N;NOM;INDF;SG
discurso	كلام	discurso	كَلَام	N;MASC;SG	N;NOM;INDF;SG
discurso	الكلام	discurso	كَلَام	N;MASC;SG	N;NOM;DEF;SG
discurso	الخطاب	discurso	خِطَاب	N;MASC;SG	N;NOM;DEF;SG
colonial	الاستعمارية	colonial	اِستِعمَارِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
telefone	الهاتف	telefone	هَاتِف	N;MASC;SG	N;NOM;DEF;SG
telefone	الهاتف	telefone	هَاتِف	N;MASC;SG	N;NOM;DEF;SG
paredes	الحوائط	parede	حَائِط	N;FEM;PL	N;NOM;DEF;PL
paredes	الجدران	parede	جِدَار	N;FEM;PL	N;NOM;DEF;PL
conservação	الحفظ	conservação	حِفظ	N;FEM;SG	N;NOM;DEF;SG
conservação	المحافظة	conservação	مُحَافَظَة	N;FEM;SG	N;NOM;DEF;SG
conservação	الحفظ	conservação	حِفظ	N;FEM;SG	N;NOM;DEF;SG
conservação	الحفاظ	conservação	حِفَاظ	N;FEM;SG	N;NOM;DEF;SG
conservação	المحافظة	conservação	مُحَافَظَة	N;FEM;SG	N;NOM;DEF;SG
conheceu	قابلت	conhecer	قَابَل	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
conheceu	اجتمعت	conhecer	اِجتَمَع	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
conheceu	اجتمع	conhecer	اِجتَمَع	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
conheceu	التقى	conhecer	اِلتَقَى	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
ameaça	تهديد	ameaça	تَهدِيد	N;FEM;SG	N;NOM;INDF;SG
ameaça	التهديد	ameaça	تَهدِيد	N;FEM;SG	N;NOM;DEF;SG
bíblia	التوراة	bíblia	تَوَرَّاة	N;FEM;SG	N;NOM;DEF;SG
bíblia	الانجيل	bíblia	أَنجِيل	N;FEM;SG	N;NOM;DEF;SG
pergunta	سؤال	pergunta	سُؤَال	N;FEM;SG	N;NOM;INDF;SG
pergunta	السؤال	pergunta	سُؤَال	N;FEM;SG	N;NOM;DEF;SG
tese	اطروحة	tese	أُطرُوحَة	N;FEM;SG	N;NOM;INDF;SG
tese	الفرضية	tese	فَرضِيَّة	N;FEM;SG	N;NOM;DEF;SG
declaração	بيان	declaração	بَيَان	N;FEM;SG	N;NOM;INDF;SG
declaração	البيان	declaração	بَيَان	N;FEM;SG	N;NOM;DEF;SG
declaração	اعلان	declaração	إِعلَان	N;FEM;SG	N;NOM;INDF;SG
lenda	الاسطورة	lenda	أُسطُورَة	N;FEM;SG	N;NOM;DEF;SG
lenda	اسطورة	lenda	أُسطُورَة	N;FEM;SG	N;NOM;INDF;SG
vítimas	الضحايا	vítima	ضَحِيَّة	N;FEM;PL	N;NOM;DEF;PL
vítimas	ضحايا	vítima	ضَحِيَّة	N;FEM;PL	N;NOM;INDF;PL
ideal	المثالي	ideal	مِثَالِي	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
aventura	المغامرة	aventura	مُغَامَرَة	N;FEM;SG	N;NOM;DEF;SG
aventura	مغامرة	aventura	مُغَامَرَة	N;FEM;SG	N;NOM;INDF;SG
pedras	الصخور	pedra	صُخُور	N;FEM;PL	N;NOM;DEF;PL
pedras	صخور	pedra	صُخُور	N;FEM;PL	N;NOM;INDF;PL
plant	النبات	plant	نَبَات	N;MASC;SG	N;NOM;DEF;SG
plant	زرع	plant	زَرع	N;MASC;SG	N;NOM;INDF;SG
desenhos	التصاميم	desenho	تَصمِيم	N;MASC;PL	N;NOM;DEF;PL
desenhos	تصميمات	desenho	تَصمِيم	N;MASC;PL	N;NOM;INDF;PL
desenhos	التصميمات	desenho	تَصمِيم	N;MASC;PL	N;NOM;DEF;PL
desenhos	تصاميم	desenho	تَصمِيم	N;MASC;PL	N;NOM;INDF;PL
desenhos	رسوم	desenho	رَسم	N;MASC;PL	N;NOM;INDF;PL
desenhos	رسومات	desenho	رَسم	N;MASC;PL	N;NOM;INDF;PL
desenhos	الرسوم	desenho	رَسم	N;MASC;PL	N;NOM;DEF;PL
desenhos	الرسومات	desenho	رَسمَة	N;MASC;PL	N;NOM;DEF;PL
sucessão	خلافة	sucessão	خِلَافَة	N;FEM;SG	N;NOM;INDF;SG
sucessão	الخلافة	sucessão	خِلَافَة	N;FEM;SG	N;NOM;DEF;SG
download	تحميل	download	تَحمِيل	N;MASC;SG	N;NOM;INDF;SG
download	تنزيل	download	تَنزِيل	N;MASC;SG	N;NOM;INDF;SG
aparência	الظهور	aparência	ظُهُور	N;FEM;SG	N;NOM;DEF;SG
aparência	ظهور	aparência	ظُهُور	N;FEM;SG	N;NOM;INDF;SG
aparência	مظهر	aparência	مَظهَر	N;FEM;SG	N;NOM;INDF;SG
comunas	بلديات	comuna	بَلَدِيَّة	N;FEM;PL	N;NOM;INDF;PL
apresentações	مقدمات	apresentação	مُقَدَّمَة	N;FEM;PL	N;NOM;INDF;PL
apresentações	عروض	apresentação	عَرض	N;FEM;PL	N;NOM;INDF;PL
apresentações	العروض	apresentação	عَرض	N;FEM;PL	N;NOM;DEF;PL
observação	ملاحظة	observação	مُلَاحِظَة	N;FEM;SG	N;NOM;INDF;SG
observação	الملاحظة	observação	مُلَاحَظَة	N;FEM;SG	N;NOM;DEF;SG
excelente	ممتازة	excelente	مُمتَاز	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
excelente	ممتاز	excelente	مُمتَاز	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
descobrir	اكتشف	descobrir	اِكتَشَف	V;NFIN	V;PFV;MASC;SG;3;PASS
