sonra	اذن	sonra	إِذَن	ADV	ADV
görünüm	منظر	görün	مُنَظِّر	N;NOM;SG;3	N;NOM;INDF;SG
ahşap	خشب	ahşap	خشب	N;NOM;SG;3	N;NOM;INDF;SG
ahşap	الخشب	ahşap	خَشَب	N;NOM;SG;3	N;NOM;DEF;SG
ahşap	الحطب	ahşap	حَطب	N;NOM;SG;3	N;NOM;DEF;SG
ahşap	خشب	ahşap	خشب	N;NOM;SG;3	N;NOM;INDF;SG
ahşap	الخشب	ahşap	خَشَب	N;NOM;SG;3	N;NOM;DEF;SG
osmanlılar	العثمانيين	osmanlı	عُثمَانِيّ	ADJ;NOM;PL;3	ADJ;NOM;DEF;MASC;PL
emniyet	السلامة	emniyet	سَلَامَة	N;NOM;SG;3	N;NOM;DEF;SG
emniyet	سلامة	emniyet	سَلَامَة	N;NOM;SG;3	N;NOM;INDF;SG
emniyet	الامان	emniyet	أَمَان	N;NOM;SG;3	N;NOM;DEF;SG
resimler	الصور	resim	الصور	N;NOM;PL;3	N;NOM;DEF;PL
resimler	صور	resim	صُورَة	N;NOM;PL;3	N;NOM;INDF;PL
resimler	الصور	resim	الصور	N;NOM;PL;3	N;NOM;DEF;PL
resimler	صور	resim	صُورَة	N;NOM;PL;3	N;NOM;INDF;PL
resimler	لوحات	resim	لَوحَة	N;NOM;PL;3	N;NOM;INDF;PL
resimler	اللوحات	resim	لَوحَة	N;NOM;PL;3	N;NOM;DEF;PL
resimler	الصور	resim	الصور	N;NOM;PL;3	N;NOM;DEF;PL
resimler	صور	resim	صُورَة	N;NOM;PL;3	N;NOM;INDF;PL
yüzlerce	مئات	yüzlerce	مِئَة	NUM	NUM;NOM;INDF;PL
tehlikeli	خطر	tehlikeli	خَطَر	N;NOM;SG;3	N;NOM;INDF;SG
kimlik	التعرف	kimlik	تَعَرُّف	N;NOM;SG;3	N;NOM;DEF;SG
kimlik	التعريف	kimlik	تَعرِيف	N;NOM;SG;3	N;NOM;DEF;SG
kimlik	الهوية	kimlik	هُوِيَّة	N;NOM;SG;3	N;NOM;DEF;SG
kimlik	التحديد	kimlik	تَحدِيد	N;NOM;SG;3	N;NOM;DEF;SG
kimlik	هوية	kimlik	هُوِيَّة	N;NOM;SG;3	N;NOM;INDF;SG
kimlik	الهوية	kimlik	هُوِيَّة	N;NOM;SG;3	N;NOM;DEF;SG
görevleri	الواجبات	görev	وَاجِب	N;NOM;PL;3	N;NOM;DEF;PL
görevleri	واجبات	görev	وَاجِب	N;NOM;PL;3	N;NOM;INDF;PL
görevleri	الادوار	görev	دَور	N;NOM;PL;3	N;NOM;DEF;PL
görevleri	ادوار	görev	دَور	N;NOM;PL;3	N;NOM;INDF;PL
görevleri	مهمات	görev	مُهِمَّة	N;NOM;PL;3	N;NOM;INDF;PL
eleştiriler	انتقادات	eleştiri	اِنتِقَاد	N;NOM;PL;3	N;NOM;INDF;PL
eleştiriler	الانتقادات	eleştiri	اِنتِقَاد	N;NOM;PL;3	N;NOM;DEF;PL
eleştiriler	انتقادات	eleştiri	اِنتِقَاد	N;NOM;PL;3	N;NOM;INDF;PL
eleştiriler	الانتقادات	eleştiri	اِنتِقَاد	N;NOM;PL;3	N;NOM;DEF;PL
sayılar	الاشكال	say	شَكل	N;NOM;PL;3	N;NOM;DEF;PL
sayılar	الارقام	say	رَقم	N;NOM;PL;3	N;NOM;DEF;PL
sayılar	ارقام	say	رَقم	N;NOM;PL;3	N;NOM;INDF;PL
sayılar	الارقام	say	رَقم	N;NOM;PL;3	N;NOM;DEF;PL
sayılar	ارقام	say	رَقم	N;NOM;PL;3	N;NOM;INDF;PL
deprem	زلزال	deprem	زِلزَال	N;NOM;SG;3	N;NOM;INDF;SG
deprem	الزلزال	deprem	زِلزَال	N;NOM;SG;3	N;NOM;DEF;SG
kullanılmış	استخدمت	kullan	اِستَخدَم	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;PASS
inc	in	inc	مَثّ		
gönderilen	ارسلت	gönder	أَرسَل	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;FEM;SG;3;PASS
değerleri	القيم	değer	قِيمَة	N;NOM;PL;3	N;NOM;DEF;PL
mektup	الاحرف	mektup	أَحرَف	N;NOM;SG;3	N;NOM;DEF;SG
mektup	حرف	mektup	حَرف	N;NOM;SG;3	N;NOM;INDF;SG
mektup	رسالة	mektup	رِسَالَة	N;NOM;SG;3	N;NOM;INDF;SG
kamera	الكاميرا	kamera	كَامِيرَا	N;NOM;SG;3	N;NOM;DEF;SG
kaldırıldı	ازيلت	kal	أَزَال	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;PASS
ifadesi	تعبير	ifade	تَعبِير	N;NOM;SG;3	N;NOM;INDF;SG
ifadesi	التعبير	ifade	تَعبِير	N;NOM;SG;3	N;NOM;DEF;SG
ifadesi	الشهادة	ifade	شَهَادَة	N;NOM;SG;3	N;NOM;DEF;SG
ifadesi	شهادة	ifade	شَهَادَة	N;NOM;SG;3	N;NOM;INDF;SG
parlamentosu	البرلمان	parlamentosu	بَرلَمَان	N;NOM;SG;3	N;NOM;DEF;SG
parlamentosu	برلمان	parlamentosu	بَرلَمَان	N;NOM;SG;3	N;NOM;INDF;SG
tahmini	التقدير	tahmin	تَقدِير	N;NOM;SG;3	N;NOM;DEF;SG
tahmini	تقدير	tahmin	تَقدِير	N;NOM;SG;3	N;NOM;INDF;SG
tahmini	المقدرة	tahmin	مُقَدِّر	N;NOM;SG;3	N;NOM;DEF;SG
tahmini	التوقع	tahmin	تَوَقُّع	N;NOM;SG;3	N;NOM;DEF;SG
tahmini	التنبؤ	tahmin	تَنَبُّؤ	N;NOM;SG;3	N;NOM;DEF;SG
tahmini	التقدير	tahmin	تَقدِير	N;NOM;SG;3	N;NOM;DEF;SG
tahmini	تقدير	tahmin	تَقدِير	N;NOM;SG;3	N;NOM;INDF;SG
diplomatik	الدبلوماسي	diplomatik	دِبلُومَاسِيّ	N;NOM;SG;3	N;NOM;DEF;SG
diplomatik	الدبلوماسية	diplomatik	دِبلُومَاسِيَّة	N;NOM;SG;3	N;NOM;DEF;SG
analiz	التحليل	analiz	تَحلِيل	N;NOM;SG;3	N;NOM;DEF;SG
analiz	تحليل	analiz	تَحلِيل	N;NOM;SG;3	N;NOM;INDF;SG
ekran	الشاشة	ekran	شَاشَّة	N;NOM;SG;3	N;NOM;DEF;SG
ekran	شاشة	ekran	شَاشَة	N;NOM;SG;3	N;NOM;INDF;SG
ekran	الشاشة	ekran	شَاشَّة	N;NOM;SG;3	N;NOM;DEF;SG
ekran	رصد	ekran	رَصد	N;NOM;SG;3	N;NOM;INDF;SG
ekran	عرض	ekran	عَرض	N;NOM;SG;3	N;NOM;INDF;SG
ekran	العرض	ekran	عَرض	N;NOM;SG;3	N;NOM;DEF;SG
parçacık	الجسيم	parçacık	الجسيم	N;NOM;SG;3	N;NOM;DEF;SG
parçacık	جسيم	parçacık	جَسِيم	N;NOM;SG;3	N;NOM;INDF;SG
rakibi	المنافس	rakip	مُنَافِس	N;NOM;SG;3	N;NOM;DEF;SG
rakibi	الخصم	rakip	خَصم	N;NOM;SG;3	N;NOM;DEF;SG
sanatçılar	للفنانين	sanatçı	لِ	N;NOM;PL;3	N;NOM;DEF;PL
sanatçılar	الفنانين	sanatçı	فَنَّان	N;NOM;PL;3	N;NOM;DEF;PL
sözlük	قاموس	sözlük	قَامُوس	N;NOM;SG;3	N;NOM;INDF;SG
sözlük	القاموس	sözlük	قَامُوس	N;NOM;SG;3	N;NOM;DEF;SG
yolculuk	سفر	yolculuk	سَفَر	N;NOM;SG;3	N;NOM;INDF;SG
yolculuk	مسافر	yolculuk	مُسَافِر	N;NOM;SG;3	N;NOM;INDF;SG
yolculuk	السفر	yolculuk	سَفَر	N;NOM;SG;3	N;NOM;DEF;SG
yolculuk	سفر	yolculuk	سَفَر	N;NOM;SG;3	N;NOM;INDF;SG
yolculuk	السفر	yolculuk	سَفَر	N;NOM;SG;3	N;NOM;DEF;SG
yolculuk	الرحلة	yolculuk	رِحلَة	N;NOM;SG;3	N;NOM;DEF;SG
yolculuk	رحلة	yolculuk	رِحلَة	N;NOM;SG;3	N;NOM;INDF;SG
yolculuk	ركوب	yolculuk	ركوب	N;NOM;SG;3	N;NOM;INDF;SG
yolculuk	الرحلة	yolculuk	رِحلَة	N;NOM;SG;3	N;NOM;DEF;SG
yolculuk	سفرة	yolculuk	سِفرَة	N;NOM;SG;3	N;NOM;INDF;SG
yolculuk	رحلة	yolculuk	رِحلَة	N;NOM;SG;3	N;NOM;INDF;SG
havaalanı	مطار	havaalanı	مَطَار	N;NOM;SG;3	N;NOM;INDF;SG
havaalanı	المطار	havaalanı	مَطَار	N;NOM;SG;3	N;NOM;DEF;SG
psikolojik	نفسية	psikolojik	نَفسِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
ilgisi	الاهمية	ilgi	أَهَمِّيَّة	N;NOM;SG;3	N;NOM;DEF;SG
ilgisi	الصلة	ilgi	صِلَة	N;NOM;SG;3	N;NOM;DEF;SG
sayısal	رقمية	sayısal	رَقَمِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
sayısal	رقمي	sayısal	رَقَمِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
kapasitesi	القدرة	kapasite	قُدرَة	N;NOM;SG;3	N;NOM;DEF;SG
kapasitesi	السعة	kapasite	سِعَّة	N;NOM;SG;3	N;NOM;DEF;SG
kapasitesi	سعة	kapasite	سَعَة	N;NOM;SG;3	N;NOM;INDF;SG
şehirleri	المدن	şehir	مَدِينَة	N;NOM;PL;3	N;NOM;DEF;PL
şehirleri	مدن	şehir	مَدِينَة	N;NOM;PL;3	N;NOM;INDF;PL
alfabesi	الابجدية	alfabe	أُبجَدِيّ	N;NOM;SG;3	N;NOM;DEF;SG
sıralaması	الترتيب	sırala	تَرتِيب	N;NOM;SG;3	N;NOM;DEF;SG
mühendisi	المهندس	mühendis	مُهَندِس	N;NOM;SG;3	N;NOM;DEF;SG
mühendisi	مهندس	mühendis	مُهَندِس	N;NOM;SG;3	N;NOM;INDF;SG
arkadaşlar	اصدقاء	arkadaş	صَدِيق	N;NOM;PL;3	N;NOM;INDF;PL
arkadaşlar	الاصدقاء	arkadaş	صَدِيق	N;NOM;PL;3	N;NOM;DEF;PL
duyurdu	اعلن	duyur	أَعلَن	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;3;ACT
duyurdu	اعلنت	duyur	أَعلَن	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;3;ACT
rahat	مريح	rahat	مريح	ADJ	ADJ;NOM;INDF;MASC;SG
rahat	مريح	rahat	مريح	ADJ	ADJ;NOM;INDF;MASC;SG
rahat	مريحة	rahat	مَرِيح	ADJ	ADJ;NOM;INDF;FEM;SG
anahtar	المفتاح	anahtar	مُفتَاح	N;NOM;SG;3	N;NOM;DEF;SG
anahtar	مفتاح	anahtar	مفتاح	N;NOM;SG;3	N;NOM;INDF;SG
bayanlar	سيدات	bayan	سَيِّدَة	N;NOM;PL;3	N;NOM;INDF;PL
bayanlar	السيدات	bayan	سَيِّدَة	N;NOM;PL;3	N;NOM;DEF;PL
yollar	مسارات	yol	مَسَار	N;NOM;PL;3	N;NOM;INDF;PL
yollar	المسارات	yol	مَسَار	N;NOM;PL;3	N;NOM;DEF;PL
yollar	السبل	yol	سَبِيل	N;NOM;PL;3	N;NOM;DEF;PL
yollar	سبل	yol	سَبِيل	N;NOM;PL;3	N;NOM;INDF;PL
yollar	طرق	yol	طَرِيقَة	N;NOM;PL;3	N;NOM;INDF;PL
yollar	الطرق	yol	طَرِيقَة	N;NOM;PL;3	N;NOM;DEF;PL
yollar	طرق	yol	طَرِيقَة	N;NOM;PL;3	N;NOM;INDF;PL
yollar	الطرقات	yol	طَرِيق	N;NOM;PL;3	N;NOM;DEF;PL
havacılık	طيران	havacılık	طَيَرَان	N;NOM;SG;3	N;NOM;INDF;SG
havacılık	الطيران	havacılık	طَيَرَان	N;NOM;SG;3	N;NOM;DEF;SG
firma	شركة	firma	شَرِكَة	N;NOM;SG;3	N;NOM;INDF;SG
firma	الشركة	firma	شَرِكَة	N;NOM;SG;3	N;NOM;DEF;SG
firma	شركة	firma	شَرِكَة	N;NOM;SG;3	N;NOM;INDF;SG
firma	الشركة	firma	شَرِكَة	N;NOM;SG;3	N;NOM;DEF;SG
firma	رفقة	firma	رِفقَة	N;NOM;SG;3	N;NOM;INDF;SG
maliyeti	الكلفة	maliyet	كُلفَة	N;NOM;SG;3	N;NOM;DEF;SG
maliyeti	التكلفة	maliyet	تَكلِفَة	N;NOM;SG;3	N;NOM;DEF;SG
maliyeti	تكلفة	maliyet	تَكلِفَة	N;NOM;SG;3	N;NOM;INDF;SG
sayfalar	صفحات	sayfa	صَفحَة	N;NOM;PL;3	N;NOM;INDF;PL
sayfalar	الصفحات	sayfa	صَفحَة	N;NOM;PL;3	N;NOM;DEF;PL
yorumlar	مراجعات	yorum	مُرَاجَعَة	N;NOM;PL;3	N;NOM;INDF;PL
yorumlar	المراجعات	yorum	مُرَاجِعَة	N;NOM;PL;3	N;NOM;DEF;PL
yorumlar	الاستعراضات	yorum	اِستِعرَاض	N;NOM;PL;3	N;NOM;DEF;PL
yorumlar	تعليقات	yorum	تَعلِيق	N;NOM;PL;3	N;NOM;INDF;PL
yorumlar	التعليقات	yorum	تَعلِيق	N;NOM;PL;3	N;NOM;DEF;PL
komuta	امر	komut	أَمر	N;NOM;SG;3	N;NOM;INDF;SG
komuta	قيادة	komut	قِيَادَة	N;NOM;SG;3	N;NOM;INDF;SG
komuta	القيادة	komut	قِيَادَة	N;NOM;SG;3	N;NOM;DEF;SG
komuta	كون	komut	كَون	N;NOM;SG;3	N;NOM;INDF;SG
notlar	الملاحظات	not	مُلَاحَظَة	N;NOM;PL;3	N;NOM;DEF;PL
notlar	ملاحظات	not	مُلَاحَظَة	N;NOM;PL;3	N;NOM;INDF;PL
notlar	الرتب	not	رُتبَة	N;NOM;PL;3	N;NOM;DEF;PL
notlar	درجات	not	دَرَجَة	N;NOM;PL;3	N;NOM;INDF;PL
notlar	الدرجات	not	دَرَجَة	N;NOM;PL;3	N;NOM;DEF;PL
heyeti	الوفد	heyet	وَفد	N;NOM;SG;3	N;NOM;DEF;SG
heyeti	وفد	heyet	وَفد	N;NOM;SG;3	N;NOM;INDF;SG
kişiliği	شخصية	kişilik	شَخصِيَّة	N;NOM;SG;3	N;NOM;INDF;SG
ruslar	الروس	rus	رُوسِيّ	N;NOM;PL;3	N;NOM;DEF;PL
tapınağı	المعبد	tapınak	مَعبَد	N;NOM;SG;3	N;NOM;DEF;SG
tapınağı	معبد	tapınak	معبد	N;NOM;SG;3	N;NOM;INDF;SG
çıkarıldı	ازيلت	çıkar	أَزَال	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;PASS
doğrusal	خطية	doğrusal	خَطِّيّ	ADJ	ADJ;NOM;INDF;FEM;SG
türler	الانواع	tür	نَوع	N;NOM;PL;3	N;NOM;DEF;PL
türler	انواع	tür	نَوع	N;NOM;PL;3	N;NOM;INDF;PL
türler	الانواع	tür	نَوع	N;NOM;PL;3	N;NOM;DEF;PL
başarılar	المنجزات	başarı	مُنَجِّز	N;NOM;PL;3	N;NOM;DEF;PL
başarılar	انجازات	başarı	إِنجَاز	N;NOM;PL;3	N;NOM;INDF;PL
başarılar	الانجازات	başarı	الانجازات	N;NOM;PL;3	N;NOM;DEF;PL
başarılar	النجاحات	başarı	نَجَاح	N;NOM;PL;3	N;NOM;DEF;PL
başarılar	نجاحات	başarı	نَجَاح	N;NOM;PL;3	N;NOM;INDF;PL
başarılar	المنجزات	başarı	مُنَجِّز	N;NOM;PL;3	N;NOM;DEF;PL
başarılar	انجازات	başarı	إِنجَاز	N;NOM;PL;3	N;NOM;INDF;PL
başarılar	الانجازات	başarı	الانجازات	N;NOM;PL;3	N;NOM;DEF;PL
politikaları	سياسات	politika	سِيَاسَة	N;NOM;PL;3	N;NOM;INDF;PL
politikaları	السياسات	politika	سِيَاسَة	N;NOM;PL;3	N;NOM;DEF;PL
uyumlu	متوافق	uyumlu	مُتَوَافِق	ADJ	ADJ;NOM;INDF;MASC;SG
uyumlu	متوافقة	uyumlu	مُتَوَافِق	ADJ	ADJ;NOM;INDF;FEM;SG
araçlar	مركبات	araç	مُرَكَّب	N;NOM;PL;3	N;NOM;INDF;PL
araçlar	عربات	araç	عَرَبَة	N;NOM;PL;3	N;NOM;INDF;PL
araçlar	العربات	araç	عَرَبَة	N;NOM;PL;3	N;NOM;DEF;PL
araçlar	المركبات	araç	مَركَبَة	N;NOM;PL;3	N;NOM;DEF;PL
araçlar	ادوات	araç	أَدَاة	N;NOM;PL;3	N;NOM;INDF;PL
araçlar	الادوات	araç	أَدَاة	N;NOM;PL;3	N;NOM;DEF;PL
otel	الفندق	otel	فُندُق	N;NOM;SG;3	N;NOM;DEF;SG
otel	فندق	otel	فُندُق	N;NOM;SG;3	N;NOM;INDF;SG
tanımı	التعريف	tanım	تَعرِيف	N;NOM;SG;3	N;NOM;DEF;SG
tanımı	تعريف	tanım	تَعرِيف	N;NOM;SG;3	N;NOM;INDF;SG
askerlik	الجيش	askerlik	جَيش	N;NOM;SG;3	N;NOM;DEF;SG
dağlar	جبال	dağ	جَبَل	N;NOM;PL;3	N;NOM;INDF;PL
dağlar	الجبال	dağ	جَبَل	N;NOM;PL;3	N;NOM;DEF;PL
dağlar	تلال	dağ	تَلَال	N;NOM;PL;3	N;NOM;INDF;PL
dağlar	التلال	dağ	تَلَال	N;NOM;PL;3	N;NOM;DEF;PL
örümcek	العنكبوت	örü	العنكبوت	N;NOM;SG;3	N;NOM;DEF;SG
davranış	السلوك	davranış	سُلُوك	N;NOM;SG;3	N;NOM;DEF;SG
davranış	سلوك	davranış	سُلُوك	N;NOM;SG;3	N;NOM;INDF;SG
davranış	موقف	davranış	مَوقِف	N;NOM;SG;3	N;NOM;INDF;SG
davranış	السلوك	davranış	سُلُوك	N;NOM;SG;3	N;NOM;DEF;SG
davranış	سلوك	davranış	سُلُوك	N;NOM;SG;3	N;NOM;INDF;SG
davranış	الموقف	davranış	مَوقِف	N;NOM;SG;3	N;NOM;DEF;SG
davranış	السلوك	davranış	سُلُوك	N;NOM;SG;3	N;NOM;DEF;SG
davranış	سلوك	davranış	سُلُوك	N;NOM;SG;3	N;NOM;INDF;SG
akımı	تيار	akım	تَيَّار	N;NOM;SG;3	N;NOM;INDF;SG
kütüphane	مكتبة	kütüphane	مَكتَبَة	N;NOM;SG;3	N;NOM;INDF;SG
kütüphane	المكتبة	kütüphane	مَكتَبَة	N;NOM;SG;3	N;NOM;DEF;SG
hastalıkları	الامراض	hastalık	مَرَض	N;NOM;PL;3	N;NOM;DEF;PL
hastalıkları	امراض	hastalık	مَرَض	N;NOM;PL;3	N;NOM;INDF;PL
karakterleri	احرف	karakter	احرف	N;NOM;PL;3	N;NOM;INDF;PL
karakterleri	الشخصيات	karakter	شَخصِيَّة	N;NOM;PL;3	N;NOM;DEF;PL
karakterleri	شخصيات	karakter	شَخصِيَّة	N;NOM;PL;3	N;NOM;INDF;PL
tutuklandı	اعتقل	tutukla	اِعتَقَل	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;3;PASS
organizasyon	منظمة	organizasyon	مُنَظَّمَة	N;NOM;SG;3	N;NOM;INDF;SG
organizasyon	المنظمة	organizasyon	مُنَظَّمَة	N;NOM;SG;3	N;NOM;DEF;SG
organizasyon	التنظيم	organizasyon	تَنظِيم	N;NOM;SG;3	N;NOM;DEF;SG
organizasyon	منظمة	organizasyon	مُنَظَّمَة	N;NOM;SG;3	N;NOM;INDF;SG
organizasyon	المنظمة	organizasyon	مُنَظَّمَة	N;NOM;SG;3	N;NOM;DEF;SG
organizasyon	التنظيم	organizasyon	تَنظِيم	N;NOM;SG;3	N;NOM;DEF;SG
yükseklik	الارتفاع	yükseklik	اِرتِفَاع	N;NOM;SG;3	N;NOM;DEF;SG
yükseklik	الارتفاع	yükseklik	اِرتِفَاع	N;NOM;SG;3	N;NOM;DEF;SG
yükseklik	الطول	yükseklik	طُول	N;NOM;SG;3	N;NOM;DEF;SG
yükseklik	الارتفاع	yükseklik	اِرتِفَاع	N;NOM;SG;3	N;NOM;DEF;SG
yükseklik	ارتفاع	yükseklik	اِرتِفَاع	N;NOM;SG;3	N;NOM;INDF;SG
etkinlik	النشاط	etkinlik	نَشَاط	N;NOM;SG;3	N;NOM;DEF;SG
etkinlik	نشاط	etkinlik	نَشَاط	N;NOM;SG;3	N;NOM;INDF;SG
etkinlik	مناسبة	etkinlik	مُنَاسَبَة	N;NOM;SG;3	N;NOM;INDF;SG
etkinlik	الحدث	etkinlik	حَدَث	N;NOM;SG;3	N;NOM;DEF;SG
etkinlik	المناسبة	etkinlik	مُنَاسَبَة	N;NOM;SG;3	N;NOM;DEF;SG
merak	الفضول	merak	فُضُول	N;NOM;SG;3	N;NOM;DEF;SG
merak	فضول	merak	فَضل	N;NOM;SG;3	N;NOM;INDF;SG
merak	الفضول	merak	فُضُول	N;NOM;SG;3	N;NOM;DEF;SG
devriye	دورية	devri	دَورِيَّة	N;NOM;SG;3	N;NOM;INDF;SG
açısı	الزاوية	açı	زَاوِيَة	N;NOM;SG;3	N;NOM;DEF;SG
açısı	زاوية	açı	زَاوِيَة	N;NOM;SG;3	N;NOM;INDF;SG
açısı	بزاوية	açı	بَزَاوِيّ	N;NOM;SG;3	N;NOM;INDF;SG
sunucusu	الخادم	sunucu	خَادِم	N;NOM;SG;3	N;NOM;DEF;SG
açıklaması	وصف	açıkla	وَصَف	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;MASC;SG;3;ACT
alışveriş	محل	alışveriş	مَحَلّ	N;NOM;SG;3	N;NOM;INDF;SG
alışveriş	شراء	alışveriş	شِرَاء	N;NOM;SG;3	N;NOM;INDF;SG
alışveriş	الشراء	alışveriş	شِرَاء	N;NOM;SG;3	N;NOM;DEF;SG
alışveriş	للتسوق	alışveriş	للتسوق	N;NOM;SG;3	N;NOM;DEF;SG
alışveriş	التسوق	alışveriş	تَسَوُّق	N;NOM;SG;3	N;NOM;DEF;SG
uygulamalar	الطلبات	uygulama	طَلَب	N;NOM;PL;3	N;NOM;DEF;PL
uygulamalar	التطبيقات	uygulama	تَطبِيق	N;NOM;PL;3	N;NOM;DEF;PL
uygulamalar	تطبيقات	uygulama	تَطبِيق	N;NOM;PL;3	N;NOM;INDF;PL
uygulamalar	التطبيقات	uygulama	تَطبِيق	N;NOM;PL;3	N;NOM;DEF;PL
uygulamalar	تطبيقات	uygulama	تَطبِيق	N;NOM;PL;3	N;NOM;INDF;PL
sistemler	الانظمة	sistem	نِظَام	N;NOM;PL;3	N;NOM;DEF;PL
sistemler	النظم	sistem	نِظَام	N;NOM;PL;3	N;NOM;DEF;PL
sistemler	انظمة	sistem	نِظَام	N;NOM;PL;3	N;NOM;INDF;PL
güvenliği	السلامة	güvenlik	سَلَامَة	N;NOM;SG;3	N;NOM;DEF;SG
güvenliği	سلامة	güvenlik	سَلَامَة	N;NOM;SG;3	N;NOM;INDF;SG
güvenliği	الامان	güvenlik	أَمَان	N;NOM;SG;3	N;NOM;DEF;SG
tapınak	المعبد	tapınak	مَعبَد	N;NOM;SG;3	N;NOM;DEF;SG
tapınak	معبد	tapınak	معبد	N;NOM;SG;3	N;NOM;INDF;SG
topraklar	اراضي	toprak	أَرض	N;NOM;PL;3	N;NOM;INDF;PL
topraklar	اراض	toprak	أَرض	N;NOM;PL;3	N;NOM;INDF;PL
topraklar	الاراضي	toprak	أَرض	N;NOM;PL;3	N;NOM;DEF;PL
romantik	الرومانسية	romantik	رُومَانسِيَّة	N;NOM;SG;3	N;NOM;DEF;SG
bahçesi	حديقة	bahçe	حَدِيقَة	N;NOM;SG;3	N;NOM;INDF;SG
bahçesi	الحديقة	bahçe	حَدِيقَة	N;NOM;SG;3	N;NOM;DEF;SG
bakanlar	وزراء	bakan	وَزِير	N;NOM;PL;3	N;NOM;INDF;PL
bakanlar	الوزراء	bakan	وَزِير	N;NOM;PL;3	N;NOM;DEF;PL
otobüs	حافلة	otobüs	حَافِلَة	N;NOM;SG;3	N;NOM;INDF;SG
otobüs	الباص	otobüs	بَاص	N;NOM;SG;3	N;NOM;DEF;SG
otobüs	باص	otobüs	بَاص	N;NOM;SG;3	N;NOM;INDF;SG
otobüs	الحافلة	otobüs	حَافِل	N;NOM;SG;3	N;NOM;DEF;SG
oluşturulmuş	شكلت	oluş	شَكَّل	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;PASS
yeteneği	القدرة	yetenek	قُدرَة	N;NOM;SG;3	N;NOM;DEF;SG
yeteneği	قدرة	yetenek	قُدرَة	N;NOM;SG;3	N;NOM;INDF;SG
yeteneği	القدره	yetenek	القدره	N;NOM;SG;3	N;NOM;DEF;SG
yatırım	الاستثمار	yatırım	اِستِثمَار	N;NOM;SG;3	N;NOM;DEF;SG
yatırım	استثمار	yatırım	اِستِثمَار	N;NOM;SG;3	N;NOM;INDF;SG
yatırım	الاستثمار	yatırım	اِستِثمَار	N;NOM;SG;3	N;NOM;DEF;SG
yatırım	استثمار	yatırım	اِستِثمَار	N;NOM;SG;3	N;NOM;INDF;SG
yatırım	للاستثمارات	yatırım	للاستثمارات	N;NOM;SG;3	N;NOM;DEF;SG
kurallar	قواعد	kural	قَاعِدَة	N;NOM;PL;3	N;NOM;INDF;PL
kurallar	القواعد	kural	قَاعِدَة	N;NOM;PL;3	N;NOM;DEF;PL
kurallar	قوانين	kural	قَانُون	N;NOM;PL;3	N;NOM;INDF;PL
kurallar	القوانين	kural	قَانُون	N;NOM;PL;3	N;NOM;DEF;PL
kurallar	التوجيهات	kural	تَوجِيه	N;NOM;PL;3	N;NOM;DEF;PL
kurallar	ارشادات	kural	إِرشَاد	N;NOM;PL;3	N;NOM;INDF;PL
duygusal	عاطفية	duygusal	عَاطِفِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
duygusal	عاطفي	duygusal	عاطفي	ADJ	ADJ;NOM;INDF;MASC;SG
duygusal	عاطفية	duygusal	عَاطِفِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
haberleri	اخبار	haber	خَبَر	N;NOM;PL;3	N;NOM;INDF;PL
haberleri	الاخبار	haber	خَبَر	N;NOM;PL;3	N;NOM;DEF;PL
haberleri	انباء	haber	نَبَأ	N;NOM;PL;3	N;NOM;INDF;PL
girişimi	محاولة	girişim	مُحَاوَلَة	N;NOM;SG;3	N;NOM;INDF;SG
girişimi	مبادرة	girişim	مُبَادَرَة	N;NOM;SG;3	N;NOM;INDF;SG
girişimi	المبادرة	girişim	مُبَادَرَة	N;NOM;SG;3	N;NOM;DEF;SG
dostluk	الصداقة	dostluk	صَدَاقَة	N;NOM;SG;3	N;NOM;DEF;SG
dostluk	صداقة	dostluk	صَدَاقَة	N;NOM;SG;3	N;NOM;INDF;SG
çatışma	تنازع	çatış	نَازَع	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;MASC;SG;3;ACT
moon	القمر	moon	قَمَر	N;NOM;SG;3	N;NOM;DEF;SG
teori	نظرية	teori	نَظَرِيَّة	N;NOM;SG;3	N;NOM;INDF;SG
direniş	مقاومة	direniş	مُقَاوَمَة	N;NOM;SG;3	N;NOM;INDF;SG
direniş	المقاومة	direniş	مُقَاوَمَة	N;NOM;SG;3	N;NOM;DEF;SG
filosu	الاسطول	filo	أُسطُول	N;NOM;SG;3	N;NOM;DEF;SG
filosu	اسطول	filo	أُسطُول	N;NOM;SG;3	N;NOM;INDF;SG
