van	از	van	از	ADP	ADP
honderd	صد	honderd	صد	NUM	NUM
tunnel	تونلی	tunnel	تونلی	N;MASC+FEM;SG	N;SG
tunnel	تونل	tunnel	None	N;MASC+FEM;SG	N;SG
nick	نیک	nick	نیک	N;MASC+FEM;SG	N;SG
grande	گرانده	grande	گراند#گران	N;MASC+FEM;SG	N;SG
grande	گراند	grande	گراند#گران	N;MASC+FEM;SG	N;SG
tilburg	تیلبورخ	tilburg	تیلبورخ	N;NEUT;SG	N;SG
estadio	ورزشگاه	estadio	ورزشگاه	N;MASC+FEM;SG	N;SG
interview	مصاحبه	interview	مصاحبه	N;NEUT;SG	N;SG
oxford	آکسفورد	oxford	آکسفورد	N;MASC+FEM;SG	N;SG
zorg	مراقبت	zorg	مراقبت	N;MASC+FEM;SG	N;SG
wang	گونه	wang	گونه	N;MASC+FEM;SG	N;SG
wang	وانگ	wang	وانگ	N;MASC+FEM;SG	N;SG
wang	ونگ	wang	ونگ	N;MASC+FEM;SG	N;SG
classic	کلاسیک	classic	کلاسیک	N;MASC+FEM;SG	N;SG
classic	classic	classic	classic	N;MASC+FEM;SG	N;SG
uitslag	جوش	uitslag	جوش	N;MASC+FEM;SG	N;SG
gevoel	احساس	gevoel	احساس	N;NEUT;SG	N;SG
gevoel	حس	gevoel	حس	N;NEUT;SG	N;SG
gevoel	احساسش	gevoel	احساسش	N;NEUT;SG	N;SG
filosoof	فیلسوف	filosoof	فیلسوف	N;MASC+FEM;SG	N;SG
tanden	دندانها	tand	دندان	N;PL	N;PL
tanden	دندانهای	tand	دندان	N;PL	N;PL
insecten	حشرات	insecten	حشره	N;PL	N;PL
insecten	حشرات	insecten	حشره	N;PL	N;PL
manuel	مانوئل	manuel	مانوئل	N;MASC+FEM;SG	N;SG
voorganger	اسبق	voorganger	اسبق	N;MASC+FEM;SG	N;SG
hogeschool	کالج	hogeschool	None	N;MASC+FEM;SG	N;SG
hogeschool	دانشکده	hogeschool	دانشکده	N;MASC+FEM;SG	N;SG
hogeschool	دانشگاه	hogeschool	دانشگاه	N;MASC+FEM;SG	N;SG
hogeschool	دانشگاهی	hogeschool	دانشگاهی	N;MASC+FEM;SG	N;SG
leerling	مردمک	leerling	مردمک	N;MASC+FEM;SG	N;SG
leerling	محصل	leerling	محصل	N;MASC+FEM;SG	N;SG
leerling	شاگرد	leerling	شاگرد	N;MASC+FEM;SG	N;SG
leerling	دانشجو	leerling	دانشجو	N;MASC+FEM;SG	N;SG
leerling	شاگرد	leerling	شاگرد	N;MASC+FEM;SG	N;SG
leerling	کارآموز	leerling	کارآموز	N;MASC+FEM;SG	N;SG
campagne	لشکرکشی	campagne	لشکرکشی	N;MASC+FEM;SG	N;SG
campagne	کمپین	campagne	کمپین	N;MASC+FEM;SG	N;SG
down	فرود	down	فرود	N;MASC+FEM;SG	N;SG
service	خدمت	service	خدمت	N;MASC+FEM;SG	N;SG
service	سرویس	service	سرویس	N;MASC+FEM;SG	N;SG
evenement	رویداد	evenement	رویداد	N;NEUT;SG	N;SG
evenement	واقعه	evenement	واقعه	N;NEUT;SG	N;SG
evenement	رخداد	evenement	رخداد	N;NEUT;SG	N;SG
trouw	وفادار	trouw	وفادار	ADJ	ADJ
trouw	وفادار	trouw	وفادار	ADJ	ADJ
trouw	وفادار	trouw	وفادار	ADJ	ADJ
meisjes	دخترها	meisje	دختر	N;PL	N;PL
meisjes	دختران	meisje	None	N;PL	N;PL
beleg	محاصره	beleg	محاصره	N;NEUT;SG	N;SG
bijbel	انجیل	bijbel	None	N;MASC+FEM;SG	N;SG
duizenden	هزاران	duizend	هزار	NUM	NUM
duizenden	هزارها	duizend	هزار	NUM	NUM
straten	خیابانها	straat	خیابان	N;PL	N;PL
eugène	اوژن	eugène	اوژن	N;MASC+FEM;SG	N;SG
rang	رتبه	rang	None	N;MASC+FEM;SG	N;SG
rang	درجه	rang	درجه	N;MASC+FEM;SG	N;SG
context	متن	context	متن	N;MASC+FEM;SG	N;SG
carolina	شمالی	carolina	شمالی	N;MASC+FEM;SG	N;SG
carolina	کارولینا	carolina	کارولینا	N;MASC+FEM;SG	N;SG
getallen	اعداد	getal	اعداد	N;PL	N;PL
getallen	اعدادی	getal	اعدادی	N;PL	N;PL
verkoop	فروش	verkoop	فروش	N;MASC+FEM;SG	N;SG
verkoop	بفروش	verkoop	بفروش	N;MASC+FEM;SG	N;SG
verkoop	فروش	verkoop	فروش	N;MASC+FEM;SG	N;SG
verkoop	فروختن	verkoop	فروختن	N;MASC+FEM;SG	N;SG
verkoop	فروش	verkoop	فروش	N;MASC+FEM;SG	N;SG
verkoop	فروش	verkoop	فروش	N;MASC+FEM;SG	N;SG
verkoop	حراج	verkoop	حراج	N;MASC+FEM;SG	N;SG
tiende	دهمین	tien	دهمین	ADJ	ADJ;RL
boston	بوستون	boston	بوستون	N;MASC+FEM;SG	N;SG
tegenstander	حریفی	tegenstander	حریف	N;MASC+FEM;SG	N;SG
tegenstander	رقیب	tegenstander	رقیب	N;MASC+FEM;SG	N;SG
tegenstander	حریف	tegenstander	حریف	N;MASC+FEM;SG	N;SG
madagaskar	ماداگاسکار	madagaskar	ماداگاسکار	N;MASC+FEM;SG	N;SG
verkopen	بفروشید	verkopen	None	V;NFIN	V;SBJV;PL;2;PRS
andy	اندی	andy	None	N;MASC+FEM;SG	N;SG
onmogelijk	ناممکن	onmogelijk	ناممکن	ADJ	ADJ
onmogelijk	غیرممکن	onmogelijk	غیرممکن	ADJ	ADJ
domein	دامنه	domein	None	N;NEUT;SG	N;SG
disney	دیزنی	disney	دیزنی	N;MASC+FEM;SG	N;SG
belangstelling	ربا	belangstelling	ربا	N;MASC+FEM;SG	N;SG
belangstelling	علاقه	belangstelling	علاقه	N;MASC+FEM;SG	N;SG
belangstelling	بهره	belangstelling	بهره	N;MASC+FEM;SG	N;SG
manager	مدیر	manager	مدیر	N;MASC+FEM;SG	N;SG
eenvoudige	ساده	eenvoudig	ساده	ADJ	ADJ
winkel	فروشگاه	winkel	فروشگاه	N;MASC+FEM;SG	N;SG
winkel	خرید	winkel	خرید	N;MASC+FEM;SG	N;SG
winkel	فروشی	winkel	فروشی	N;MASC+FEM;SG	N;SG
winkel	مغازه	winkel	مغازه	N;MASC+FEM;SG	N;SG
winkel	shop	winkel	shop	N;MASC+FEM;SG	N;SG
winkel	فروشگاه	winkel	فروشگاه	N;MASC+FEM;SG	N;SG
winkel	ذخیره	winkel	ذخیره	N;MASC+FEM;SG	N;SG
vries	وریس	vries	وریس	N;MASC+FEM;SG	N;SG
suite	سوئیت	suite	سوئیت	N;MASC+FEM;SG	N;SG
slowakije	اسلواکی	slowakije	اسلواکی	N;NEUT;SG	N;SG
portret	طولی	portret	طولی	N;NEUT;SG	N;SG
psv	psv	psv	psv	N;MASC+FEM;SG	N;SG
pseudoniem	تخلص	pseudoniem	تخلص	N;NEUT;SG	N;SG
romeinen	رومیها	romein	رومی	N;PL	N;PL
vliegveld	فرودگاه	vliegveld	فرودگاه	N;NEUT;SG	N;SG
samenleving	اجتماع	samenleving	None	N;MASC+FEM;SG	N;SG
samenleving	جامعه	samenleving	جامعه	N;MASC+FEM;SG	N;SG
samenleving	انجمن	samenleving	انجمن	N;MASC+FEM;SG	N;SG
division	تقسیم	division	تقسیم	N;MASC+FEM;SG	N;SG
division	واحد	division	واحد	N;MASC+FEM;SG	N;SG
negende	نهم	negen	نهم	ADJ	ADJ
negende	نهمین	negen	نهمین	ADJ	ADJ;RL
toon	لحن	toon	None	N;MASC+FEM;SG	N;SG
toon	نمایش	toon	نمایش	N;MASC+FEM;SG	N;SG
producent	سازنده	producent	سازنده	N;MASC+FEM;SG	N;SG
snelste	سریعترین	snel	سریع	ADJ;RL	ADJ;RL
manchester	manchester	manchester	manchester	N;MASC+FEM;SG	N;SG
manchester	منچستر	manchester	منچستر	N;MASC+FEM;SG	N;SG
gestopt	ایستاد	stoppen	ایستاد#ایست	V;V.PTCP	V;SG;3;PST
auteurs	نویسندگان	auteur	نویسنده	N;PL	N;PL
melding	اخطار	melding	خطر	N;MASC+FEM;SG	N;SG
melding	اطلاعیه	melding	اطلاعیه	N;MASC+FEM;SG	N;SG
melding	اعلان	melding	اعلان	N;MASC+FEM;SG	N;SG
müller	مولر	mul	مولر	N;MASC+FEM;SG	N;SG
müller	مولر	mul	مولر	N;MASC+FEM;SG	N;SG
müller	مولر	mul	مولر	N;MASC+FEM;SG	N;SG
positief	مثبت	positief	مثبت	ADJ	ADJ
special	مخصوص	special	مخصوص	N;MASC+FEM;SG	N;SG
special	خاص	special	خاص	N;MASC+FEM;SG	N;SG
special	استثنایی	special	استثنایی	N;MASC+FEM;SG	N;SG
special	خاصه	special	خاصه	N;MASC+FEM;SG	N;SG
lambert	لمبرت	lamberen	لمبرت	N;MASC+FEM;SG	N;SG
master	master	master	master	N;MASC+FEM;SG	N;SG
master	استادی	master	استاد	N;MASC+FEM;SG	N;SG
master	ارباب	master	ارباب	N;MASC+FEM;SG	N;SG
master	استاد	master	استاد	N;MASC+FEM;SG	N;SG
liga	لیگ	liga	لیگ	N;MASC+FEM;SG	N;SG
liga	لیگا	liga	لیگا	N;MASC+FEM;SG	N;SG
hond	سگ	hond	سگ	N;MASC+FEM;SG	N;SG
hond	سگی	hond	سگی	N;MASC+FEM;SG	N;SG
systemen	سیستمها	systeem	سیستم	N;PL	N;PL
jules	جولز	jules	جولز	N;MASC+FEM;SG	N;SG
jules	ژول	jules	ژول	N;MASC+FEM;SG	N;SG
ludwig	لودویگ	ludwig	لودویگ	N;MASC+FEM;SG	N;SG
tijdvak	دوره	tijdvak	دوره	N;NEUT;SG	N;SG
tijdvak	پریود	tijdvak	پریود	N;NEUT;SG	N;SG
tijdvak	دورۀ	tijdvak	دورۀ	N;NEUT;SG	N;SG
boy	پسر	boy	پسر	N;MASC+FEM;SG	N;SG
bestuurder	راننده	bestuurder	راننده	N;MASC+FEM;SG	N;SG
bestuurder	گرداننده	bestuurder	گرداننده	N;MASC+FEM;SG	N;SG
taken	وظایف	taak	None	N;PL	N;PL
camera	دوربین	camera	دوربین	N;MASC+FEM;SG	N;SG
testament	وصیتنامه	testament	وصیتنامه	N;NEUT;SG	N;SG
testament	وصیت	testament	وصیت	N;NEUT;SG	N;SG
stockholm	استکهلم	stockholm	استکهلم	N;NEUT;SG	N;SG
breken	بشکند	breken	شکست#شکن	V;NFIN	V;SBJV;SG;3;PRS
wijn	شرابی	wijn	شراب	N;MASC+FEM;SG	N;SG
wijn	شراب	wijn	شراب	N;MASC+FEM;SG	N;SG
wijn	باده	wijn	باده	N;MASC+FEM;SG	N;SG
power	قدرت	power	قدرت	N;MASC+FEM;SG	N;SG
power	پاور	power	پاور	N;MASC+FEM;SG	N;SG
power	توان	power	توان	N;MASC+FEM;SG	N;SG
power	power	power	power	N;MASC+FEM;SG	N;SG
power	قدرتش	power	قدرتش	N;MASC+FEM;SG	N;SG
neem	بگیر	nemen	گرفت#گیر	V;SG;PRS;FIN	V;IMP;SG;2
neem	بگیرد	nemen	گرفت#گیر	V;SG;PRS;FIN	V;SBJV;SG;3;PRS
koningen	پادشاهان	koning	پادشاه	N;PL	N;PL
koningen	سلاطین	koning	سلاطین	N;PL	N;PL
koningen	شاهان	koning	None	N;PL	N;PL
philip	فلیپ	philip	فلیپ	N;MASC+FEM;SG	N;SG
philip	فیلیپ	philip	None	N;MASC+FEM;SG	N;SG
howard	هوارد	howard	هوارد	N;MASC+FEM;SG	N;SG
howard	هاوارد	howard	هاوارد	N;MASC+FEM;SG	N;SG
gelukkig	خوشبخت	gelukkig	خوشبخت	ADJ	ADJ
gelukkig	خوش	gelukkig	خوش	ADJ	ADJ
gelukkig	شاد	gelukkig	شاد	ADJ	ADJ
gelukkig	خوشحال	gelukkig	None	ADJ	ADJ
masters	اساتید	master	استاد	N;PL	N;PL
masters	استادان	master	استاد	N;PL	N;PL
masters	اربابان	master	ارباب	N;PL	N;PL
islamitische	اسلامی	islamitisch	اسلامی	ADJ	ADJ
instelling	موسسه	instelling	None	N;MASC+FEM;SG	N;SG
instelling	مؤسسه	instelling	مؤسسه	N;MASC+FEM;SG	N;SG
vreemd	عجیب	vreemd	عجیب	ADJ	ADJ
vreemd	عجیبی	vreemd	عجیبی	ADJ	ADJ
vreemd	عجیب	vreemd	عجیب	ADJ	ADJ
vreemd	عجیب	vreemd	عجیب	ADJ	ADJ
kroeg	میخانه	kroeg	میخانه	N;MASC+FEM;SG	N;SG
kroeg	میکده	kroeg	میکده	N;MASC+FEM;SG	N;SG
ali	علی	ali	علی	N;MASC+FEM;SG	N;SG
ali	ali	ali	ali	N;MASC+FEM;SG	N;SG
analyse	تحلیل	analyse	تحلیل	N;MASC+FEM;SG	N;SG
analyse	آنالیز	analyse	آنالیز	N;MASC+FEM;SG	N;SG
johanna	یوحنا	johanna	یوحنا	N;MASC+FEM;SG	N;SG
johanna	جوآن	johanna	جوآن	N;MASC+FEM;SG	N;SG
johanna	ژان	johanna	ژان	N;MASC+FEM;SG	N;SG
johanna	جوان	johanna	جوان	N;MASC+FEM;SG	N;SG
johanna	جون	johanna	None	N;MASC+FEM;SG	N;SG
johanna	جوآنا	johanna	None	N;MASC+FEM;SG	N;SG
johanna	جوانا	johanna	جانا	N;MASC+FEM;SG	N;SG
johanna	ژان	johanna	ژان	N;MASC+FEM;SG	N;SG
stopte	ایستاد	stoppen	ایستاد#ایست	V;SG;PST;FIN	V;SG;3;PST
story	داستان	story	داستان	N;MASC+FEM;SG	N;SG
story	داستانی	story	داستان	N;MASC+FEM;SG	N;SG
story	قصه	story	None	N;MASC+FEM;SG	N;SG
drama	درام	drama	درام	N;NEUT;SG	N;SG
dak	سقف	dak	سقف	N;NEUT;SG	N;SG
dak	بام	dak	None	N;NEUT;SG	N;SG
eer	شرافتی	eer	شرافتی	N;MASC+FEM;SG	N;SG
eer	عزت	eer	None	N;MASC+FEM;SG	N;SG
eer	عزت	eer	None	N;MASC+FEM;SG	N;SG
eer	شرافت	eer	شرافت	N;MASC+FEM;SG	N;SG
eer	شرف	eer	None	N;MASC+FEM;SG	N;SG
eer	افتخار	eer	افتخار	N;MASC+FEM;SG	N;SG
boys	پسران	boys	پسر	N;PL	N;PL
boys	پسرها	boys	پسر	N;PL	N;PL
boys	پسرا	boys	پسرا	N;PL	N;PL
charlie	چارلی	charlie	چارلی	N;MASC+FEM;SG	N;SG
podium	مرحله	podium	مرحله	N;NEUT;SG	N;SG
podium	صحنه	podium	صحنه	N;NEUT;SG	N;SG
podium	استیج	podium	استیج	N;NEUT;SG	N;SG
drummer	درامر	drummer	درامر	N;MASC+FEM;SG	N;SG
test	آزمون	test	آزمون	N;MASC+FEM;SG	N;SG
test	آزمایش	test	آزمایش	N;MASC+FEM;SG	N;SG
test	تست	test	None	N;MASC+FEM;SG	N;SG
origineel	اصلی	origineel	اصلی	ADJ	ADJ
dave	دیو	dave	None	N;MASC+FEM;SG	N;SG
verdediging	دفاعی	verdediging	دفاعی	N;MASC+FEM;SG	N;SG
verdediging	دفاع	verdediging	دفاع	N;MASC+FEM;SG	N;SG
verdediging	دفاع	verdediging	دفاع	N;MASC+FEM;SG	N;SG
kopje	فنجان	kopje	None	N;NEUT;SG	N;SG
kopje	جامی	kopje	جام	N;NEUT;SG	N;SG
kopje	کاپ	kopje	کاپ	N;NEUT;SG	N;SG
kopje	جام	kopje	جام	N;NEUT;SG	N;SG
dordrecht	دوردرخت	dordrecht	دوردرخت	N;NEUT;SG	N;SG
dame	بانوی	dame	None	N;MASC+FEM;SG	N;SG
dame	بانو	dame	بانو	N;MASC+FEM;SG	N;SG
bewust	آگاه	bewust	آگاه	ADJ	ADJ
peking	پکن	peking	پکن	N;NEUT;SG	N;SG
peking	پکن	peking	پکن	N;NEUT;SG	N;SG
positieve	مثبت	positief	مثبت	ADJ	ADJ
paulo	پائولو	paulo	None	N;MASC+FEM;SG	N;SG
boeren	کشاورزان	boer	کشاورز	N;PL	N;PL
toestand	وضعیت	toestand	وضعیت	N;MASC+FEM;SG	N;SG
toestand	موقعیت	toestand	موقعیت	N;MASC+FEM;SG	N;SG
toestand	شرط	toestand	شرط	N;MASC+FEM;SG	N;SG
oostende	اوستنده	oostende	اوستنده	N;MASC+FEM;SG	N;SG
vijftien	پانزده	vijftien	پانزده	NUM	NUM
thomson	تامسون	thomson	تامسون	N;MASC+FEM;SG	N;SG
leipzig	لایپزیگ	leipzig	لایپزیگ	N;NEUT;SG	N;SG
ernstige	جدی	ernstig	جدی	ADJ	ADJ
eigenlijke	واقعی	eigenlijk	واقعی	ADJ	ADJ
sprint	اسپرینت	sprint	اسپرینت	N;MASC+FEM;SG	N;SG
pogingen	تلاشهای	poging	تلاش	N;PL	N;PL
pogingen	تلاشها	poging	تلاش	N;PL	N;PL
vorming	تشکیل	vorming	تشکیل	N;MASC+FEM;SG	N;SG
races	نژادها	race	نژاد	N;PL	N;PL
vriendin	دوست	vriendin	دوست	N;MASC+FEM;SG	N;SG
vriendin	دوستی	vriendin	دوستی	N;MASC+FEM;SG	N;SG
stephen	استیون	stephen	استیون	N;SG	N;SG
religie	مذهب	religie	مذهب	N;MASC+FEM;SG	N;SG
religie	دین	religie	دین	N;MASC+FEM;SG	N;SG
robin	رابین	robin	None	N;MASC+FEM;SG	N;SG
robin	روبین	robin	None	N;MASC+FEM;SG	N;SG
waarheid	حقیقتی	waarheid	None	N;MASC+FEM;SG	N;SG
waarheid	واقعیت	waarheid	واقعیت	N;MASC+FEM;SG	N;SG
waarheid	حقیقت	waarheid	حقیقت	N;MASC+FEM;SG	N;SG
waarheid	حق	waarheid	حق	N;MASC+FEM;SG	N;SG
figuren	شکلها	figuur	شکل	N;PL	N;PL
figuren	شکلهای	figuur	شکل	N;PL	N;PL
figuren	ارقام	figuur	رقم	N;PL	N;PL
transport	انتقال	transport	انتقال	N;NEUT;SG	N;SG
transport	ترابری	transport	None	N;NEUT;SG	N;SG
jacobus	جیمز	jacobus	جیمز	N;MASC+FEM;SG	N;SG
jacobus	خامس	jacobus	خامس	N;MASC+FEM;SG	N;SG
jacobus	یاکوبوس	jacobus	یاکوبوس	N;MASC+FEM;SG	N;SG
interessant	جالب	interessant	جالب	ADJ	ADJ
main	main	main	main	N;MASC+FEM;SG	N;SG
main	ماین	main	ماین	N;MASC+FEM;SG	N;SG
palts	فالتس	palts	فالتس	N;MASC+FEM;SG	N;SG
volgorde	دنباله	volgorde	دنباله	N;MASC+FEM;SG	N;SG
wijziging	متمم	wijziging	None	N;MASC+FEM;SG	N;SG
wijziging	تغییر	wijziging	تغییر	N;MASC+FEM;SG	N;SG
dochters	دختران	dochter	None	N;PL	N;PL
vreemde	عجیبی	vreemd	عجیبی	ADJ	ADJ
vreemde	عجیب	vreemd	عجیب	ADJ	ADJ
afkorting	مخفف	afkorting	مخفف	N;MASC+FEM;SG	N;SG
afkorting	سرنام	afkorting	سرنام	N;MASC+FEM;SG	N;SG
rudolf	رودولف	rudolf	رودولف	N;MASC+FEM;SG	N;SG
rudolf	رودولف	rudolf	رودولف	N;MASC+FEM;SG	N;SG
banden	نوارها	band	نوار	N;PL	N;PL
banden	نوارهای	band	نوار	N;PL	N;PL
ondersteuning	پشتیبان	ondersteuning	پشتیب	N;MASC+FEM;SG	N;SG
ondersteuning	پشتیبانی	ondersteuning	پشتیبانی	N;MASC+FEM;SG	N;SG
ondersteuning	حمایت	ondersteuning	حمایت	N;MASC+FEM;SG	N;SG
andrew	اندرو	andrew	None	N;MASC+FEM;SG	N;SG
chili	چیلی	chili	چیل	N;NEUT;SG	N;SG
chili	شیلی	chili	شیلی	N;NEUT;SG	N;SG
conservatorium	کنسرواتوار	conservatorium	کنسرواتوار	N;NEUT;SG	N;SG
conservatorium	هنرستان	conservatorium	هنرستان	N;NEUT;SG	N;SG
nederlaag	شکست	nederlaag	شکست	N;MASC+FEM;SG	N;SG
conclusie	نتیجه	conclusie	نتیجه	N;MASC+FEM;SG	N;SG
voorwaarden	اصطلاحات	voorwaarde	اصطلاح	N;PL	N;PL
voorwaarden	شرایط	voorwaarde	شرایط	N;PL	N;PL
voorwaarden	وضعیتهای	voorwaarde	وضعیت	N;PL	N;PL
voorwaarden	شرایط	voorwaarde	شرایط	N;PL	N;PL
ivan	ایوان	ivan	ایوان	N;MASC+FEM;SG	N;SG
stappen	گامهای	stap	گام	N;PL	N;PL
kandidaten	کاندیداهای	kandidaat	کاندیدا	N;PL	N;PL
firma	استواری	firma	استواری	N;MASC+FEM;SG	N;SG
serieus	جدی	serieus	جدی	ADJ	ADJ
bijen	زنبورها	bij	زنبور	N;PL	N;PL
bijen	زنبورهای	bij	زنبور	N;PL	N;PL
krijg	شو	krijgen	None	V;SG;PRS;FIN	V;IMP;SG;2
vos	voc	vos	voc	N;MASC+FEM;SG	N;SG
vos	فاکس	vos	فاکس	N;MASC+FEM;SG	N;SG
vos	روباه	vos	روباه	N;MASC+FEM;SG	N;SG
vos	vos	vos	vos	N;MASC+FEM;SG	N;SG
wetten	قوانین	wet	قانون	N;PL	N;PL
planeet	سیاره	planeet	سیاره	N;MASC+FEM;SG	N;SG
zeg	بگو	zeggen	None	V;SG;PRS;FIN	V;IMP;SG;2
woordenboek	دیکشنری	woordenboek	دیکشنری	N;NEUT;SG	N;SG
douglas	داگلاس	douglas	داگلاس	N;MASC+FEM;SG	N;SG
toneel	مرحله	toneel	مرحله	N;NEUT;SG	N;SG
toneel	صحنه	toneel	صحنه	N;NEUT;SG	N;SG
toneel	استیج	toneel	استیج	N;NEUT;SG	N;SG
bezwaar	اعتراض	bezwaar	اعتراض	N;NEUT;SG	N;SG
bezwaar	اعتراضی	bezwaar	اعتراض	N;NEUT;SG	N;SG
doctor	دکتری	doctor	دکتری	N;MASC+FEM;SG	N;SG
doctor	داکتر	doctor	داکتر	N;MASC+FEM;SG	N;SG
doctor	دکتر	doctor	دکتر	N;MASC+FEM;SG	N;SG
zinnen	عبارتهای	zin	عبارت	N;PL	N;PL
zinnen	جملات	zin	None	N;PL	N;PL
drenthe	درنته	drenth	درنته	N;MASC+FEM;SG	N;SG
districten	نواحی	district	ناحیه	N;PL	N;PL
districten	مناطق	district	منطقه	N;PL	N;PL
pianist	پیانیست	pianist	پیانیست	N;MASC+FEM;SG	N;SG
instellingen	موسسات	instelling	موسسه	N;PL	N;PL
instellingen	نهادهای	instelling	نهاد	N;PL	N;PL
instellingen	مؤسسات	instelling	مؤسسه	N;PL	N;PL
instellingen	تنظیمات	instelling	تنظیمه	N;PL	N;PL
negatieve	منفی	negatief	منفی	ADJ	ADJ
andreas	آندریاس	andreas	آندریاس	N;MASC+FEM;SG	N;SG
gelezen	بخوان	lezen	None	V;V.PTCP	V;IMP;SG;2
gelezen	خوانده	lezen	خواند#خوان	V;V.PTCP	V;SG;3;V.PTCP
gelezen	بخوانند	lezen	خواند#خوان	V;V.PTCP	V;SBJV;PL;3;PRS
gelezen	بخوانید	lezen	خواند#خوان	V;V.PTCP	V;SBJV;PL;2;PRS
bruce	بروس	bruc	بروس	N;MASC+FEM;SG	N;SG
volle	سرشار	vol	سرشار	ADJ	ADJ
verbleef	ماند	verblijven	ماند#مان	V;SG;PST;FIN	V;SG;3;PST
besluiten	تصمیمات	besluit	تصمیم	N;PL	N;PL
artikels	مقالات	artikel	مقاله	N;PL	N;PL
norman	نورمن	norman	نورمن	N;MASC+FEM;SG	N;SG
logo	لوگو	logo	لوگو	N;NEUT;SG	N;SG
herbert	هربرت	herberen	None	N;MASC+FEM;SG	N;SG
congo	کنگو	congo	کنگو	N;NEUT;SG	N;SG
nominaties	نامزدها	nominatie	نامزد	N;PL	N;PL
nominaties	نامزدها	nominatie	نامزد	N;PL	N;PL
nominaties	نامزدهای	nominatie	نامزد	N;PL	N;PL
hoogtepunt	اوج	hoogtepunt	اوج	N;NEUT;SG	N;SG
hoogtepunt	اوج	hoogtepunt	اوج	N;NEUT;SG	N;SG
hoogtepunt	قله	hoogtepunt	قله	N;NEUT;SG	N;SG
abraham	آبراهام	abraham	آبراهام	N;MASC+FEM;SG	N;SG
abraham	قصّه	abraham	قصّه	N;MASC+FEM;SG	N;SG
abraham	ابراهیم	abraham	ابراهیم	N;MASC+FEM;SG	N;SG
rose	رز	rose	رز	N;MASC+FEM;SG	N;SG
rose	رُز	rose	رُز	N;MASC+FEM;SG	N;SG
vochtige	نمناک	vochtig	None	ADJ	ADJ
loire	لوآر	loir	لوآر	N;MASC+FEM;SG	N;SG
acteurs	بازیگران	acteur	بازیگر	N;PL	N;PL
behoud	حفاظت	behoud	حفاظت	N;NEUT;SG	N;SG
criteria	معیارهای	criterium	معیار	N;PL	N;PL
varianten	مشتقات	variant	مشتقه	N;PL	N;PL
varianten	تغییرات	variant	تغییر	N;PL	N;PL
zand	شن	zand	شن	N;NEUT;SG	N;SG
zand	سند	zand	سند	N;NEUT;SG	N;SG
zand	ماسه	zand	ماسه	N;NEUT;SG	N;SG
zand	شنی	zand	شنی	N;NEUT;SG	N;SG
lot	لوط	lot	لوط	N;NEUT;SG	N;SG
lot	سرنوشت	lot	سرنوشت	N;NEUT;SG	N;SG
lot	تقدیر	lot	تقدیر	N;NEUT;SG	N;SG
lot	سرنوشتی	lot	سرنوشتی	N;NEUT;SG	N;SG
lot	سرنوشت	lot	سرنوشت	N;NEUT;SG	N;SG
lot	تقدیر	lot	تقدیر	N;NEUT;SG	N;SG
kopen	بخرم	kopen	خرم	V;NFIN	V;SBJV;SG;1;PRS
kopen	بخرید	kopen	رسید#خر	V;NFIN	V;SBJV;PL;2;PRS
amerikanen	آمریکاییها	amerikaan	آمریکایی	N;PL	N;PL
zuster	خواهر	zuster	None	N;MASC+FEM;SG	N;SG
zuster	خواهری	zuster	خواهر	N;MASC+FEM;SG	N;SG
zuster	خواهرش	zuster	خواهرش	N;MASC+FEM;SG	N;SG
zuster	nurse	zuster	nurse	N;MASC+FEM;SG	N;SG
zuster	پرستار	zuster	پرستار	N;MASC+FEM;SG	N;SG
andrea	آندریا	andrea	آندریا	N;MASC+FEM;SG	N;SG
andrea	آندرا	andrea	آندرا	N;MASC+FEM;SG	N;SG
papier	کاغذ	papier	کاغذ	N;NEUT;SG	N;SG
gas	گس	gas	گس	N;NEUT;SG	N;SG
gas	گاز	gas	گاز	N;NEUT;SG	N;SG
laagste	پایینترین	laag	پایین	ADJ;RL	ADJ;RL
discussies	بحثهای	discussie	بحث	N;PL	N;PL
miss	خانم	missen	خانم	N;MASC+FEM;SG	N;SG
miss	بانو	missen	بانو	N;MASC+FEM;SG	N;SG
miss	دوشیزه	missen	دوشیزه	N;MASC+FEM;SG	N;SG
giovanni	جیووانی	giovanni	جیووانی	N;MASC+FEM;SG	N;SG
giovanni	جووانی	giovanni	جووانی	N;MASC+FEM;SG	N;SG
blues	بلوز	blues	بلوز	N;MASC+FEM;SG	N;SG
bedrag	مقدار	bedrag	مقدار	N;NEUT;SG	N;SG
bedrag	مبلغ	bedrag	مبلغ	N;NEUT;SG	N;SG
danny	دنی	danny	دنی	N;MASC+FEM;SG	N;SG
oblast	اوبلاست	oblast	اوبلاست	N;MASC+FEM;SG	N;SG
voorwerpen	اشیاء	voorwerp	شیء	N;PL	N;PL
voorwerpen	اجسام	voorwerp	اجسام	N;PL	N;PL
voorwerpen	اشیا	voorwerp	اشیا	N;PL	N;PL
petersburg	پترزبورگ	petersburg	پترزبورگ	N;MASC+FEM;SG	N;SG
schmidt	اشمیت	schmidt	اشمیت	N;MASC+FEM;SG	N;SG
overeenkomst	توافقنامه	overeenkomst	توافقنامه	N;MASC+FEM;SG	N;SG
overeenkomst	موافقتنامه	overeenkomst	موافقتنامه	N;MASC+FEM;SG	N;SG
