krateret	cráter	kratere	cráter	N;DEF;NEUT;SG	N;MASC;SG
tjenester	servicios	tjenester	servicio	N;INDF;MASC+FEM;PL	N;MASC;PL
templet	sien	temple	sien	N;DEF;NEUT;SG	N;FEM;SG
templet	temple	temple	temple	N;DEF;NEUT;SG	N;MASC;SG
templet	templo	temple	templo	N;DEF;NEUT;SG	N;MASC;SG
håbet	hope	håb	hope	N;DEF;NEUT;SG	N
håbet	esperanza	håb	esperanza	N;DEF;NEUT;SG	N;FEM;SG
indlagt	admitió	indlægge	admitir	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
reform	reforma	reform	reforma	N;INDF;MASC+FEM;SG	N;FEM;SG
videnskabeligt	científicamente	videnskabelig	científicamente	ADV	ADV
missioner	misiones	mission	misión	N;INDF;MASC+FEM;PL	N;FEM;PL
tidsrum	periodo	tidsrum	periodo	N;INDF;NEUT;SG	N;MASC;SG
tidsrum	período	tidsrum	período	N;INDF;NEUT;SG	N;MASC;SG
psykisk	psicológico	psykisk	psicológico	ADJ;INDF;SG	ADJ;MASC;SG
psykisk	psicológica	psykisk	psicológico	ADJ;INDF;SG	ADJ;FEM;SG
psykisk	psíquica	psykisk	psíquico	ADJ;INDF;SG	ADJ;FEM;SG
psykisk	psíquico	psykisk	psíquico	ADJ;INDF;SG	ADJ;MASC;SG
psykisk	psiquiátrica	psykisk	psiquiátrico	ADJ;INDF;SG	ADJ;FEM;SG
psykisk	psiquiátrico	psykisk	psiquiátrico	ADJ;INDF;SG	ADJ;MASC;SG
psykisk	mental	psykisk	mental	ADJ;INDF;SG	ADJ;SG
psykisk	mental	psykisk	mental	ADJ;INDF;SG	ADJ;SG
hoteller	hoteles	hotel	hotel	N;INDF;NEUT;PL	N;MASC;PL
rudolph	rodolfo	rudolph	rodolfo	N;INDF;MASC+FEM;SG	N;MASC;SG
pinyin	pinyin	pinyin	pinyir	N;INDF;NEUT;SG	N;SG
modtagelse	recibo	modtagelse	recibo	N;INDF;MASC+FEM;SG	N;MASC;SG
modtagelse	recepción	modtagelse	recepción	N;INDF;MASC+FEM;SG	N;FEM;SG
modtagelse	recibimiento	modtagelse	recibimiento	N;INDF;MASC+FEM;SG	N;MASC;SG
modtagelse	acogida	modtagelse	acogida	N;INDF;MASC+FEM;SG	N;FEM;SG
modtagelse	recepción	modtagelse	recepción	N;INDF;MASC+FEM;SG	N;FEM;SG
stribe	franja	stribe	franja	N;INDF;MASC+FEM;SG	N;FEM;SG
stribe	raya	stribe	raya	N;INDF;MASC+FEM;SG	N;FEM;SG
support	apoyo	support	apoyo	N;INDF;MASC+FEM;SG	N;MASC;SG
support	soporte	support	soporte	N;INDF;MASC+FEM;SG	N;MASC;SG
sandhed	verdad	sandhed	verdad	N;INDF;MASC+FEM;SG	N;FEM;SG
sandhed	truth	sandhed	truth	N;INDF;MASC+FEM;SG	N
manuelt	manual	manuel	manual	ADJ;INDF;SG	ADJ;SG
præstation	rendimiento	præstation	rendimiento	N;INDF;MASC+FEM;SG	N;MASC;SG
præstation	desempeño	præstation	desempeño	N;INDF;MASC+FEM;SG	N;MASC;SG
præstation	actuación	præstation	actuación	N;INDF;MASC+FEM;SG	N;FEM;SG
præstation	performance	præstation	performance	N;INDF;MASC+FEM;SG	N;FEM;SG
præstation	logro	præstation	logro	N;INDF;MASC+FEM;SG	N;MASC;SG
atmosfæren	atmosfera	atmosfær	atmosfero	N;DEF;MASC+FEM;SG	N;FEM;SG
atmosfæren	ambiente	atmosfær	ambiente	N;DEF;MASC+FEM;SG	N;MASC;SG
atmosfæren	atmósfera	atmosfær	atmósfera	N;DEF;MASC+FEM;SG	N;FEM;SG
eksistere	existir	eksistere	existir	V;NFIN;ACT	V;NFIN
eksistere	existo	eksistere	existir	V;NFIN;ACT	V;IND;SG;1;PRS;FIN
eksistere	existen	eksistere	existir	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
eksistere	existe	eksistere	existir	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
racer	razas	race	raza	N;INDF;MASC+FEM;PL	N;FEM;PL
racer	carreras	race	carrera	N;INDF;MASC+FEM;PL	N;FEM;PL
racer	razas	race	raza	N;INDF;MASC+FEM;PL	N;FEM;PL
boksning	boxeo	boksning	boxeo	N;INDF;MASC+FEM;SG	N;MASC;SG
augustus	augusto	augustus	augusto	N;INDF;MASC+FEM;SG	N;MASC;SG
augustus	augustus	augustus	augustus	N;INDF;MASC+FEM;SG	N
forestilling	espectáculo	forestilling	espectáculo	N;INDF;MASC+FEM;SG	N;MASC;SG
cameron	cameron	cameron	camer	N;INDF;MASC+FEM;SG	N;MASC;SG
badminton	bádminton	badminton	bádminton	N;INDF;MASC+FEM;SG	N;MASC;SG
størrelser	tamaños	størrelse	tamaño	N;INDF;MASC+FEM;PL	N;MASC;PL
størrelser	tallas	størrelse	talla	N;INDF;MASC+FEM;PL	N;FEM;PL
øre	oreja	øre	oreja	N;INDF;MASC+FEM;SG	N;FEM;SG
katalog	catálogo	katalog	catálogo	N;INDF;NEUT;SG	N;MASC;SG
katalog	catalogo	katalog	catalogo	N;INDF;NEUT;SG	N;MASC;SG
katalog	catálogo	katalog	catálogo	N;INDF;NEUT;SG	N;MASC;SG
katalog	catalogo	katalog	catalogo	N;INDF;NEUT;SG	N;MASC;SG
shakespeare	shakespeare	shakespeare	shakespeare	N;INDF;NEUT;SG	N
schwerin	schwerin	schwerin	schwerin	N;INDF;MASC+FEM;SG	N;MASC;SG
rapporterede	informó	rapportere	informar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
studentereksamen	bachillerato	studentereksame	bachillerato	N;DEF;MASC+FEM;SG	N;MASC;SG
studentereksamen	bachiller	studentereksame	bachiller	N;DEF;MASC+FEM;SG	N;MASC;SG
susan	susana	susan	susano	N;INDF;MASC+FEM;SG	N;FEM;SG
susan	susan	susan	susar	N;INDF;MASC+FEM;SG	N;FEM;SG
karsten	karsten	karsten	karsten	N;DEF;MASC+FEM;SG	N;SG
sædvanlige	habituales	sædvanlig	habitual	ADJ;PL	ADJ;PL
produktet	producto	produkt	producto	N;DEF;NEUT;SG	N;MASC;SG
taber	perder	tabe	perder	V;IND;PRS;FIN;ACT	V;NFIN
taber	pierden	tabe	perder	V;IND;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
taber	pierdo	tabe	perder	V;IND;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN
taber	pierde	tabe	perder	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
broadway	broadway	broadway	broadway	N;INDF;MASC+FEM;SG	N;FEM;SG
armenien	armenio	armenie	armenio	N;DEF;MASC+FEM;SG	N;MASC;SG
tropiske	tropicales	tropisk	tropical	ADJ;PL	ADJ;PL
indstilling	opcion	indstilling	opcion	N;INDF;MASC+FEM;SG	N;FEM;SG
indstilling	opción	indstilling	opción	N;INDF;MASC+FEM;SG	N;FEM;SG
indstilling	actitud	indstilling	actitud	N;INDF;MASC+FEM;SG	N;FEM;SG
indstilling	configuración	indstilling	configuración	N;INDF;MASC+FEM;SG	N;FEM;SG
lød	sonó	lyde	sonar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
busk	arbusto	busk	arbusto	N;INDF;MASC+FEM;SG	N;MASC;SG
busk	arbusto	busk	arbusto	N;INDF;MASC+FEM;SG	N;MASC;SG
rapporter	informes	rapport	informe	N;INDF;MASC+FEM;PL	N;MASC;PL
rapporter	reportajes	rapport	reportaje	N;INDF;MASC+FEM;PL	N;MASC;PL
rapporter	reportes	rapport	reporte	N;INDF;MASC+FEM;PL	N;MASC;PL
kompleks	compleja	kompleks	complejo	ADJ;INDF;SG	ADJ;FEM;SG
kompleks	complejo	kompleks	complejo	ADJ;INDF;SG	ADJ;MASC;SG
fænomener	fenómenos	fænomene	fenómeno	N;INDF;NEUT;PL	N;MASC;PL
koncept	concepto	koncept	concepto	N;INDF;NEUT;SG	N;MASC;SG
redigere	edita	redig	editar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
redigere	editar	redig	editar	V;NFIN;ACT	V;NFIN
eksport	exportación	eksport	exportación	N;INDF;MASC+FEM;SG	N;FEM;SG
eksport	exportación	eksport	exportación	N;INDF;MASC+FEM;SG	N;FEM;SG
eksport	export	eksport	export	N;INDF;MASC+FEM;SG	N
eksport	exportación	eksport	exportación	N;INDF;MASC+FEM;SG	N;FEM;SG
lært	aprendí	lære	aprender	V;INDF;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN
lært	aprendió	lære	aprender	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
lært	enseñó	lære	enseñar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
elite	élite	elite	élite	N;INDF;MASC+FEM;SG	N;FEM;SG
elite	elite	elite	elite	N;INDF;MASC+FEM;SG	N;FEM;SG
spurgte	pregunté	spørge	preguntar	V;IND;PST;FIN;ACT	V;IND;SG;1;PST;FIN
spurgte	preguntó	spørge	preguntar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
kørsel	conducción	kørsel	conducción	N;INDF;MASC+FEM;SG	N;FEM;SG
symboliserer	simboliza	symbolisere	simbolizar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
symboliserer	simboliza	symbolisere	simbolizar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
bloch	bloch	bloch	bloch	N;INDF;NEUT;SG	N;SG
udtrykker	expresa	udtrykke	expresar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
udtrykker	expresando	udtrykke	expresar	V;IND;PRS;FIN;ACT	V;V.MSDR
polo	polo	polo	polo	N;INDF;MASC+FEM;SG	N;MASC;SG
frugter	frutos	frugte	fruto	N;INDF;MASC+FEM;PL	N;MASC;PL
frugter	frutas	frugte	fruta	N;INDF;MASC+FEM;PL	N;FEM;PL
frugter	frutas	frugte	fruta	N;INDF;MASC+FEM;PL	N;FEM;PL
frugter	frutos	frugte	fruto	N;INDF;MASC+FEM;PL	N;MASC;PL
bifloder	afluentes	biflode	afluente	N;INDF;MASC+FEM;PL	N;PL
hood	capucha	hood	capucha	N;INDF;MASC+FEM;SG	N;FEM;SG
hood	hood	hood	hood	N;INDF;MASC+FEM;SG	N;MASC;SG
hood	capó	hood	capar	N;INDF;MASC+FEM;SG	N;MASC;SG
tobias	tobias	tobias	tobia	N;INDF;MASC+FEM;SG	N;SG
indvandrere	inmigrantes	indvandrer	inmigrante	N;INDF;MASC+FEM;PL	N;PL
indvandrere	emigrantes	indvandrer	emigrante	N;INDF;MASC+FEM;PL	N;PL
indvandrere	migrantes	indvandrer	migrante	N;INDF;MASC+FEM;PL	N;PL
indvandrere	inmigrantes	indvandrer	inmigrante	N;INDF;MASC+FEM;PL	N;PL
indvandrere	inmigrantes	indvandrer	inmigrante	N;INDF;MASC+FEM;PL	N;PL
arbejdspladser	trabajos	arbejdsplads	trabajo	N;INDF;MASC+FEM;PL	N;MASC;PL
arbejdspladser	empleos	arbejdsplads	empleo	N;INDF;MASC+FEM;PL	N;MASC;PL
anklager	acusaciones	anklage	acusación	N;INDF;MASC+FEM;PL	N;FEM;PL
konsulent	consultor	konsulent	consultor	N;INDF;MASC+FEM;SG	N;MASC;SG
konsulent	consultora	konsulent	consultora	N;INDF;MASC+FEM;SG	N;FEM;SG
konsulent	asesor	konsulent	asesor	N;INDF;MASC+FEM;SG	N;MASC;SG
konsulent	asesora	konsulent	asesora	N;INDF;MASC+FEM;SG	N;FEM;SG
konsulent	consejera	konsulent	consejera	N;INDF;MASC+FEM;SG	N;FEM;SG
konsulent	asesora	konsulent	asesora	N;INDF;MASC+FEM;SG	N;FEM;SG
konsulent	asesor	konsulent	asesor	N;INDF;MASC+FEM;SG	N;MASC;SG
konsulent	consejero	konsulent	consejero	N;INDF;MASC+FEM;SG	N;MASC;SG
skribent	escritora	skribent	escritora	N;INDF;MASC+FEM;SG	N;FEM;SG
skribent	escritor	skribent	escritor	N;INDF;MASC+FEM;SG	N;MASC;SG
skribent	writer	skribent	writer	N;INDF;MASC+FEM;SG	N;MASC;SG
skribent	escribano	skribent	escribano	N;INDF;MASC+FEM;SG	N;MASC;SG
saturn	saturn	saturn	saturn	N;INDF;MASC+FEM;SG	N;FEM;SG
saturn	saturno	saturn	saturno	N;INDF;MASC+FEM;SG	N;MASC;SG
ride	cabalgando	ride	cabalgar	V;NFIN;ACT	V;V.MSDR
ride	montar	ride	montar	V;NFIN;ACT	V;NFIN
ride	cabalgar	ride	cabalgar	V;NFIN;ACT	V;NFIN
forklarede	explicó	forklare	explicar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
samtale	conversación	samtale	conversación	N;INDF;MASC+FEM;SG	N;FEM;SG
arrangement	acuerdo	arrangement	acuerdo	N;INDF;NEUT;SG	N;MASC;SG
arrangement	arreglo	arrangement	arreglo	N;INDF;NEUT;SG	N;MASC;SG
ritualer	ritos	ritual	rito	N;INDF;NEUT;PL	N;MASC;PL
mændene	men	mand	men	N;DEF;MASC+FEM;PL	N
mændene	hombres	mand	hombre	N;DEF;MASC+FEM;PL	N;MASC;PL
ambassade	embajada	ambassade	embajada	N;INDF;MASC+FEM;SG	N;FEM;SG
statsborgerskab	nacionalidad	statsborgerskab	nacionalidad	N;INDF;NEUT;SG	N;FEM;SG
statsborgerskab	ciudadanía	statsborgerskab	ciudadanía	N;INDF;NEUT;SG	N;FEM;SG
statsborgerskab	nacionalidad	statsborgerskab	nacionalidad	N;INDF;NEUT;SG	N;FEM;SG
runder	vueltas	runde	vuelta	N;INDF;MASC+FEM;PL	N;FEM;PL
runder	rondas	runde	ronda	N;INDF;MASC+FEM;PL	N;FEM;PL
støder	ofende	stod	ofende	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
åndelige	espirituales	åndelig	espiritual	ADJ;PL	ADJ;PL
tropperne	tropas	trop	tropa	N;DEF;MASC+FEM;PL	N;FEM;PL
tropperne	contingentes	trop	contingente	N;DEF;MASC+FEM;PL	N;PL
tropperne	efectivos	trop	efectivo	N;DEF;MASC+FEM;PL	N;MASC;PL
fiktion	ficción	fiktion	ficción	N;INDF;MASC+FEM;SG	N;FEM;SG
tibet	tíbet	tibet	tíbet	N;DEF;NEUT;SG	N;MASC;SG
tibet	tibet	tibet	tibet	N;DEF;NEUT;SG	N;MASC;SG
særskilt	separado	særskilt	separar	ADJ;INDF;SG	ADJ;MASC;SG;V.PTCP
særskilt	separada	særskilt	separado	ADJ;INDF;SG	ADJ;FEM;SG;V.PTCP
særskilt	separado	særskilt	separar	ADJ;INDF;SG	ADJ;MASC;SG;V.PTCP
højdepunkt	pico	højdepunkt	pico	N;INDF;NEUT;SG	N;MASC;SG
varighed	duración	varighed	duración	N;INDF;MASC+FEM;SG	N;FEM;SG
pseudonym	seudónimo	pseudonym	seudónimo	N;INDF;NEUT;SG	N;MASC;SG
gemeinden	gemeinden	gemeinde	gemeindar	N;INDF;NEUT;SG	N
altertavle	retablo	altertavle	retablo	N;INDF;MASC+FEM;SG	N;MASC;SG
sko	zapatillas	sko	zapatilla	N;INDF;MASC+FEM;PL	N;FEM;PL
sko	zapatos	sko	zapato	N;INDF;MASC+FEM;PL	N;MASC;PL
lider	sufren	lide	sufrir	V;IND;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
lider	sufrir	lide	sufrir	V;IND;PRS;FIN;ACT	V;NFIN
lider	sufre	lide	sufrir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
lider	padece	lide	padecer	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
lider	sufre	lide	sufrir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
bakken	colina	bakke	colina	N;DEF;MASC+FEM;SG	N;FEM;SG
bakken	cerro	bakke	cerro	N;DEF;MASC+FEM;SG	N;MASC;SG
dyrke	cultivar	dyrke	cultivar	V;NFIN;ACT	V;NFIN
dyrke	cultiva	dyrke	cultivar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
simpelt	simple	simpel	simple	ADJ	ADJ;SG
simpelt	sencilla	simpel	sencillo	ADJ	ADJ;FEM;SG
simpelt	sencillo	simpel	sencillo	ADJ	ADJ;MASC;SG
simpelt	simples	simpel	simple	ADJ	ADJ;PL
standarder	normas	standarder	norma	N;INDF;MASC+FEM;PL	N;FEM;PL
standarder	estándares	standarder	estándar	N;INDF;MASC+FEM;PL	N;MASC;PL
opererer	operando	operere	operar	V;IND;PRS;FIN;ACT	V;V.MSDR
opererer	operar	operere	operar	V;IND;PRS;FIN;ACT	V;NFIN
mælk	leche	mælk	leche	N;INDF;MASC+FEM;SG	N;FEM;SG
mælk	milk	mælk	milk	N;INDF;MASC+FEM;SG	N
færge	lanzadera	færge	lanzadera	N;INDF;MASC+FEM;SG	N;FEM;SG
færge	transbordador	færge	transbordador	N;INDF;MASC+FEM;SG	N;MASC;SG
færge	trasbordador	færge	trasbordador	N;INDF;MASC+FEM;SG	N;MASC;SG
færge	ferry	færge	ferry	N;INDF;MASC+FEM;SG	N;MASC;SG
færge	transbordador	færge	transbordador	N;INDF;MASC+FEM;SG	N;MASC;SG
intelligens	inteligencia	intellig	inteligencia	N;GEN;INDF;MASC+FEM;SG	N;FEM;SG
virus	virus	virus	virus	N;INDF;MASC+FEM;SG	N;MASC
virus	virus	virus	virus	N;INDF;MASC+FEM;SG	N;MASC
adm	adm	adm	adm	N;INDF;MASC+FEM;SG	N;SG
vision	visión	vision	visión	N;INDF;MASC+FEM;SG	N;FEM;SG
vision	vision	vision	vision	N;INDF;MASC+FEM;SG	N;FEM;SG
gæst	visitante	gæst	visitante	N;INDF;MASC+FEM;SG	N;SG
gæst	huésped	gæst	huésped	N;INDF;MASC+FEM;SG	N;MASC;SG
definerer	definir	definere	definir	V;IND;PRS;FIN;ACT	V;NFIN
definerer	define	definere	definir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
definerer	definiendo	definere	defenir	V;IND;PRS;FIN;ACT	V;V.MSDR
definerer	definir	definere	definir	V;IND;PRS;FIN;ACT	V;NFIN
definerer	define	definere	definir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
vestindien	caribe	vestindie	caribe	N;DEF;MASC+FEM;SG	N;MASC;SG
siddepladser	asientos	siddeplads	asiento	N;INDF;MASC+FEM;PL	N;MASC;PL
idéer	ideas	idé	idea	N;INDF;MASC+FEM;PL	N;FEM;PL
begivenhederne	eventos	begivenhed	evento	N;DEF;MASC+FEM;PL	N;MASC;PL
begivenhederne	acontecimientos	begivenhed	acontecimiento	N;DEF;MASC+FEM;PL	N;MASC;PL
økonom	economista	økonom	economista	N;INDF;MASC+FEM;SG	N;SG
beat	beat	beat	beat	N;INDF;NEUT;SG	N
gradvis	progresivamente	gradvis	progresivamente	ADV	ADV
gradvis	gradualmente	gradvis	gradualmente	ADV	ADV
vinden	viento	vind	viento	N;DEF;MASC+FEM;SG	N;MASC;SG
mare	mare	mare	mare	N;INDF;MASC+FEM;SG	N;MASC;SG
mare	yegua	mare	yegua	N;INDF;MASC+FEM;SG	N;FEM;SG
percussion	percusión	percussion	percusión	N;INDF;MASC+FEM;SG	N;FEM;SG
matcher	coincidir	matcher	coincidir	V;IND;PRS;FIN;ACT	V;NFIN
novelle	novela	novel	novela	N;INDF;MASC+FEM;SG	N;FEM;SG
ejeren	propietario	ejer	propietario	N;DEF;MASC+FEM;SG	N;MASC;SG
ejeren	dueño	ejer	dueño	N;DEF;MASC+FEM;SG	N;MASC;SG
ejeren	dueña	ejer	dueña	N;DEF;MASC+FEM;SG	N;FEM;SG
tilbyde	ofreciendo	tilbyde	ofrecer	V;NFIN;ACT	V;V.MSDR
tilbyde	ofrezcan	tilbyde	ofrecer	V;NFIN;ACT	V;IMP;PL;3;FIN
fejlagtigt	erróneamente	fejlagtigt	erróneamente	ADV	ADV
regelmæssigt	regularmente	regelmæssigt	regularmente	ADV	ADV
regelmæssigt	periódicamente	regelmæssigt	periódicamente	ADV	ADV
rigdom	riqueza	rigdom	riqueza	N;INDF;MASC+FEM;SG	N;FEM;SG
rigdom	riqueza	rigdom	riqueza	N;INDF;MASC+FEM;SG	N;FEM;SG
nævne	menciona	nævne	mencionar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
nævne	mencionar	nævne	mencionar	V;NFIN;ACT	V;NFIN
nævne	mencione	nævne	mencionar	V;NFIN;ACT	V;IMP;SG;3;FIN
renæssance	renacimiento	renæssance	renacimiento	N;INDF;MASC+FEM;SG	N;MASC;SG
akt	ley	akt	ley	N;INDF;MASC+FEM;SG	N;FEM;SG
akt	acta	akt	acta	N;INDF;MASC+FEM;SG	N;FEM;SG
akt	acto	akt	acto	N;INDF;MASC+FEM;SG	N;MASC;SG
kaster	tirando	kaste	tirar	V;IND;PRS;FIN;ACT	V;V.MSDR
kaster	lanzando	kaste	lanzar	V;IND;PRS;FIN;ACT	V;V.MSDR
kaster	lanzando	kaste	lanzar	V;IND;PRS;FIN;ACT	V;V.MSDR
halvkugle	hemisferio	halvkugle	hemisferio	N;INDF;MASC+FEM;SG	N;MASC;SG
halen	rabo	han	rabo	N;DEF;MASC+FEM;SG	N;MASC;SG
halen	cola	han	cola	N;DEF;MASC+FEM;SG	N;FEM;SG
ansøgning	aplicacion	ansøgning	aplicacion	N;INDF;MASC+FEM;SG	N;FEM;SG
ansøgning	solicitud	ansøgning	solicitud	N;INDF;MASC+FEM;SG	N;FEM;SG
ansøgning	aplicación	ansøgning	aplicación	N;INDF;MASC+FEM;SG	N;FEM;SG
sangere	cantantes	sangere	cantante	N;INDF;MASC+FEM;PL	N;PL
kammer	recámara	kamme	recámar	N;INDF;MASC+FEM;SG	N;FEM;SG
kammer	cámara	kamme	cámara	N;INDF;MASC+FEM;SG	N;FEM;SG
hemmelig	secreta	hemmelig	secreto	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
følges	seguí	følges	seguir	V;NFIN;PASS	V;IND;SG;1;PST;FIN
følges	siguió	følges	seguir	V;NFIN;PASS	V;IND;SG;3;PST;FIN
bue	arc	bue	arc	N;INDF;MASC+FEM;SG	N
bue	arco	bue	arco	N;INDF;MASC+FEM;SG	N;MASC;SG
bue	arco	bue	arco	N;INDF;MASC+FEM;SG	N;MASC;SG
bue	arch	bue	arch	N;INDF;MASC+FEM;SG	N
bue	moño	bue	moño	N;INDF;MASC+FEM;SG	N;MASC;SG
bue	reverencia	bue	reverencia	N;INDF;MASC+FEM;SG	N;FEM;SG
bue	arco	bue	arco	N;INDF;MASC+FEM;SG	N;MASC;SG
bue	proa	bue	proa	N;INDF;MASC+FEM;SG	N;FEM;SG
bue	bow	bue	bow	N;INDF;MASC+FEM;SG	N
christoph	christoph	christoph	christoph	N;INDF;MASC+FEM;SG	N;MASC;SG
værksted	garaje	værksted	garaje	N;INDF;NEUT;SG	N;MASC;SG
værksted	cochera	værksted	cochera	N;INDF;NEUT;SG	N;FEM;SG
værksted	garage	værksted	garage	N;INDF;NEUT;SG	N;MASC;SG
værksted	taller	værksted	taller	N;INDF;NEUT;SG	N;MASC;SG
værksted	workshop	værksted	workshop	N;INDF;NEUT;SG	N
udtalelser	dictámenes	udtalelse	dictamen	N;INDF;MASC+FEM;PL	N;MASC;PL
udtalelser	opiniones	udtalelse	opinión	N;INDF;MASC+FEM;PL	N;FEM;PL
udtalelser	declaraciones	udtalelse	declaración	N;INDF;MASC+FEM;PL	N;FEM;PL
udtalelser	afirmaciones	udtalelse	afirmación	N;INDF;MASC+FEM;PL	N;FEM;PL
simpsons	simpson	simpsons	simpson	N;GEN;INDF;MASC+FEM;SG	N;MASC;SG
simpsons	simpson	simpsons	simpson	N;GEN;INDF;MASC+FEM;SG	N;MASC;SG
sætninger	frases	sætning	frase	N;INDF;MASC+FEM;PL	N;FEM;PL
sætninger	sentencias	sætning	sentencia	N;INDF;MASC+FEM;PL	N;FEM;PL
sætninger	frases	sætning	frase	N;INDF;MASC+FEM;PL	N;FEM;PL
sætninger	oraciones	sætning	oración	N;INDF;MASC+FEM;PL	N;FEM;PL
wta	wta	wta	wta	N;INDF;MASC+FEM;SG	N;SG
bryggeri	cervecería	bryggeri	cervecería	N;INDF;NEUT;SG	N;FEM;SG
bryggeri	brewer	bryggeri	brewer	N;INDF;NEUT;SG	N;SG
pulje	billar	pulje	billar	N;INDF;MASC+FEM;SG	N;MASC;SG
pulje	alberca	pulje	alberca	N;INDF;MASC+FEM;SG	N;FEM;SG
pulje	piscina	pulje	piscina	N;INDF;MASC+FEM;SG	N;FEM;SG
pulje	pool	pulje	pool	N;INDF;MASC+FEM;SG	N;MASC;SG
sørger	llorar	sørge	llorar	V;IND;PRS;FIN;ACT	V;NFIN
sørger	proporciona	sørge	proporcionar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
sørger	provee	sørge	proveer	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
atlético	atlético	atlético	atlético	N;INDF;MASC+FEM;SG	N;MASC;SG
tilsyn	supervisión	tilsyn	supervisión	N;INDF;NEUT;SG	N;FEM;SG
helium	helio	helium	helio	N;INDF;NEUT;SG	N;MASC;SG
crash	choque	crash	choque	N;INDF;MASC+FEM;SG	N;MASC;SG
crash	crash	crash	crash	N;INDF;MASC+FEM;SG	N
crash	accidente	crash	accidente	N;INDF;MASC+FEM;SG	N;MASC;SG
crash	caída	crash	caída	N;INDF;MASC+FEM;SG	N;FEM;SG
glimrende	excelente	glimrende	excelente	ADJ	ADJ;SG
glimrende	excelentes	glimrende	excelente	ADJ	ADJ;PL
besidder	posee	besidde	poseer	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
besidder	poseer	besidde	poseer	V;IND;PRS;FIN;ACT	V;NFIN
besidder	poseen	besidde	poseer	V;IND;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
ungdoms	juventud	ungdom	juventud	N;GEN;INDF;MASC+FEM;SG	N;FEM;SG
søgning	busqueda	søgning	busqueda	N;INDF;MASC+FEM;SG	N;FEM;SG
søgning	búsqueda	søgning	búsqueda	N;INDF;MASC+FEM;SG	N;FEM;SG
søgning	buscador	søgning	buscador	N;INDF;MASC+FEM;SG	N;MASC;SG
evolution	evolution	evolution	evolution	N;INDF;MASC+FEM;SG	N
evolution	evolución	evolution	evolución	N;INDF;MASC+FEM;SG	N;FEM;SG
husene	casas	hus	casa	N;DEF;NEUT;PL	N;FEM;PL
vidne	testigo	vidne	testigo	N;INDF;NEUT;SG	N;MASC;SG
vidne	testimonio	vidne	testimonio	N;INDF;NEUT;SG	N;MASC;SG
seksuel	sexual	seksuel	sexual	ADJ;INDF;MASC+FEM;SG	ADJ;SG
landede	aterrizaron	lande	aterrizar	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN
landede	aterrizó	lande	aterrizar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
beskeden	modesta	beskeden	modesto	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
beskeden	modesto	beskeden	modesto	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
zar	zar	zar	zar	N;INDF;MASC+FEM;SG	N;MASC;SG
zar	zar	zar	zar	N;INDF;MASC+FEM;SG	N;MASC;SG
krydsere	cruceros	krydser	crucero	N;INDF;NEUT;PL	N;MASC;PL
vinderne	vencedores	vinde	vencedor	N;DEF;MASC+FEM;PL	N;MASC;PL
vinderne	ganadores	vinde	ganador	N;DEF;MASC+FEM;PL	N;MASC;PL
brock	brock	brock	brock	N;INDF;MASC+FEM;SG	N;SG
falsk	falsa	falsk	falso	ADJ;INDF;SG	ADJ;FEM;SG
