din	از	din	از	ADP;ACC	ADP
sunet	صوت	sunet	صوت	N;INDF;MASC;SG	N;SG
sunet	صدا	sunet	صدا	N;INDF;MASC;SG	N;SG
utilizatorii	کاربران	utilizator	کاربر	N;DEF;MASC;PL	N;PL
florenta	فلورنس	florent	فلورنس	N;DEF;FEM;SG	N;SG
florenta	فلورانس	florent	فلورانس	N;DEF;FEM;SG	N;SG
florenta	فلورنس	florent	فلورنس	N;DEF;FEM;SG	N;SG
florenta	فلورانس	florent	فلورانس	N;DEF;FEM;SG	N;SG
florenta	فلورنس	florent	فلورنس	N;DEF;FEM;SG	N;SG
florenta	فلورانس	florent	فلورانس	N;DEF;FEM;SG	N;SG
tineret	جوانی	tineret	جوانی	N;INDF;MASC;SG	N;SG
provence	پروانس	provenc	پروانس	N;INDF;MASC;SG	N;SG
cursa	نژاد	cursă	نژاد	N;DEF;FEM;SG	N;SG
cursa	مسابقه	cursă	مسابقه	N;DEF;FEM;SG	N;SG
cursa	نژاد	cursă	نژاد	N;DEF;FEM;SG	N;SG
cursa	مسابقه	cursă	مسابقه	N;DEF;FEM;SG	N;SG
congresului	کنگره	congres	کنگره	N;DEF;MASC;SG	N;SG
vatra	اجاق	vatră	اجاق	N;DEF;FEM;SG	N;SG
vatra	آتشدان	vatră	آتشد	N;DEF;FEM;SG	N;SG
vatra	اجاق	vatră	اجاق	N;DEF;FEM;SG	N;SG
vatra	آتشدان	vatră	آتشد	N;DEF;FEM;SG	N;SG
anopheles	آنوفل	anopheles	آنوفل	N;INDF;MASC;SG	N;SG
presiune	فشار	presiune	فشار	N;INDF;FEM;SG	N;SG
presiune	فشاری	presiune	فشاری	N;INDF;FEM;SG	N;SG
reprezentant	نماینده	reprezentant	نماینده	N;INDF;MASC;SG	N;SG
reprezentant	نماینده	reprezentant	نماینده	N;INDF;MASC;SG	N;SG
manager	مدیر	manager	مدیر	N;INDF;MASC;SG	N;SG
alimentare	غذایی	alimentare	غذا	N;INDF;FEM;SG	N;SG
alimentare	خوراک	alimentare	خوراک	N;INDF;FEM;SG	N;SG
alimentare	غذا	alimentare	غذا	N;INDF;FEM;SG	N;SG
scenariu	فیلمنامه	scenariu	فیلمنامه	N;INDF;MASC;SG	N;SG
scenariu	احداث	scenariu	احداث	N;INDF;MASC;SG	N;SG
scenariu	سناریوی	scenariu	سناریو	N;INDF;MASC;SG	N;SG
scenariu	سناریو	scenariu	سناریو	N;INDF;MASC;SG	N;SG
scenariu	دستنوشته	scenariu	دستنوشته	N;INDF;MASC;SG	N;SG
arhitect	معمار	arhitect	معمار	N;INDF;MASC;SG	N;SG
arhitect	architect	arhitect	architect	N;INDF;MASC;SG	N;SG
discul	دیسک	disc	دیسک	N;DEF;MASC;SG	N;SG
discul	دیسک	disc	دیسک	N;DEF;MASC;SG	N;SG
flota	ناوگان	flotă	ناوه	N;DEF;FEM;SG	N;SG
flota	ناوگان	flotă	ناوه	N;DEF;FEM;SG	N;SG
reguli	قواعد	regulă	None	N;INDF;FEM;PL	N;PL
reguli	قوانین	regulă	قانون	N;INDF;FEM;PL	N;PL
testament	وصیتنامه	testament	وصیتنامه	N;INDF;MASC;SG	N;SG
testament	وصیت	testament	وصیت	N;INDF;MASC;SG	N;SG
carbon	کربن	carbon	None	N;INDF;MASC;SG	N;SG
carbon	کربنی	carbon	کربنی	N;INDF;MASC;SG	N;SG
dovezi	شواهد	dovadă	شاهد	N;INDF;FEM;PL	N;PL
dovezi	مدارک	dovadă	مدرک	N;INDF;FEM;PL	N;PL
partide	احزاب	partid	حزب	N;INDF;FEM;PL	N;PL
pierderi	خسارات	pierdere	خسارت	N;INDF;FEM;PL	N;PL
pierderi	تلفات	pierdere	None	N;INDF;FEM;PL	N;PL
sarbi	صرب	sarb	صرب	N;INDF;MASC;SG	N;SG
sarbi	صربی	sarb	صربی	N;INDF;MASC;SG	N;SG
activi	فعال	activ	فعال	ADJ;INDF;MASC;PL	ADJ
membra	عضو	membră	عضو	N;DEF;FEM;SG	N;SG
membra	عضوی	membră	عضو	N;DEF;FEM;SG	N;SG
frederick	فردریک	frederick	فردریک	N;INDF;MASC;SG	N;SG
frederick	فریدریش	frederick	فریدریش	N;INDF;MASC;SG	N;SG
aplicatii	کاربردها	aplicat	کاربرد	N;INDF;FEM;PL	N;PL
aplicatii	کاربردها	aplicat	کاربرد	N;INDF;FEM;PL	N;PL
licenta	گواهینامه	licentă	گواهینامه	N;DEF;FEM;SG	N;SG
licenta	مجوز	licentă	مجوز	N;DEF;FEM;SG	N;SG
licenta	جواز	licentă	جواز	N;DEF;FEM;SG	N;SG
licenta	گواهینامه	licentă	گواهینامه	N;DEF;FEM;SG	N;SG
licenta	مجوز	licentă	مجوز	N;DEF;FEM;SG	N;SG
licenta	جواز	licentă	جواز	N;DEF;FEM;SG	N;SG
licenta	گواهینامه	licentă	گواهینامه	N;DEF;FEM;SG	N;SG
licenta	مجوز	licentă	مجوز	N;DEF;FEM;SG	N;SG
licenta	جواز	licentă	جواز	N;DEF;FEM;SG	N;SG
facebook	فیسبوک	facebook	فیسبوک	N;INDF;MASC;SG	N;SG
facebook	فیس	facebook	فیس	N;INDF;MASC;SG	N;SG
puterile	قدرتهای	putere	قدرت	N;DEF;FEM;PL	N;PL
comert	بازرگانی	comert	بازرگانی	N;INDF;MASC;SG	N;SG
comert	تجارت	comert	تجارت	N;INDF;MASC;SG	N;SG
comert	تجارت	comert	تجارت	N;INDF;MASC;SG	N;SG
comert	بازرگانی	comert	بازرگانی	N;INDF;MASC;SG	N;SG
comert	تجارت	comert	تجارت	N;INDF;MASC;SG	N;SG
copilarie	کودکی	copilarie	None	N;INDF;FEM;SG	N;SG
copilarie	بچگی	copilarie	بچگی	N;INDF;FEM;SG	N;SG
copilarie	کودکی	copilarie	None	N;INDF;FEM;SG	N;SG
copilarie	بچگی	copilarie	بچگی	N;INDF;FEM;SG	N;SG
spiritul	روحی	spirit	روح	N;DEF;MASC;SG	N;SG
spiritul	اسپریت	spirit	اسپریت	N;DEF;MASC;SG	N;SG
spiritul	روح	spirit	روح	N;DEF;MASC;SG	N;SG
mostenitor	وارث	mostenitor	وارث	N;INDF;MASC;SG	N;SG
mostenitor	وارث	mostenitor	وارث	N;INDF;MASC;SG	N;SG
prieteni	دوستان	prieten	دوست	N;INDF;MASC;PL	N;PL
sectiune	بخش	sectiune	بخش	N;INDF;FEM;SG	N;SG
sectiune	بخش	sectiune	بخش	N;INDF;FEM;SG	N;SG
sectiune	بخش	sectiune	بخش	N;INDF;FEM;SG	N;SG
urgenta	ضرورت	urgent	ضرورت	N;DEF;FEM;SG	N;SG
urgenta	فوریت	urgent	فوریت	N;DEF;FEM;SG	N;SG
urgenta	اضطرار	urgent	اضطرار	N;DEF;FEM;SG	N;SG
urgenta	اورژانسی	urgent	اورژانسی	N;DEF;FEM;SG	N;SG
urgenta	اضطراری	urgent	اضطراری	N;DEF;FEM;SG	N;SG
urgenta	اورژانس	urgent	None	N;DEF;FEM;SG	N;SG
urgenta	فوری	urgent	فوری	N;DEF;FEM;SG	N;SG
urgenta	فوریه	urgent	فوریه	N;DEF;FEM;SG	N;SG
urgenta	ضرورت	urgent	ضرورت	N;DEF;FEM;SG	N;SG
urgenta	فوریت	urgent	فوریت	N;DEF;FEM;SG	N;SG
urgenta	اضطرار	urgent	اضطرار	N;DEF;FEM;SG	N;SG
urgenta	اورژانسی	urgent	اورژانسی	N;DEF;FEM;SG	N;SG
urgenta	اضطراری	urgent	اضطراری	N;DEF;FEM;SG	N;SG
urgenta	اورژانس	urgent	None	N;DEF;FEM;SG	N;SG
memorie	خاطره	memorie	خاطره	N;INDF;FEM;SG	N;SG
memorie	حافظه	memorie	حافظه	N;INDF;FEM;SG	N;SG
memorie	حافظۀ	memorie	حافظۀ	N;INDF;FEM;SG	N;SG
studenti	دانشجویان	student	دانشجو	N;INDF;MASC;PL	N;PL
studenti	دانشجویان	student	دانشجو	N;INDF;MASC;PL	N;PL
earth	زمین	earth	زمین	N	N;SG
clase	کلاسهای	clasă	کلاس	N;INDF;FEM;PL	N;PL
clase	کلاسها	clasă	کلاس	N;INDF;FEM;PL	N;PL
siria	سوریه	sirie	سوریه	N;DEF;FEM;SG	N;SG
senior	ارشد	senior	ارشد	N;INDF;MASC;SG	N;SG
distributie	توزیع	distributie	توزیع	N;INDF;FEM;SG	N;SG
distributie	توزیع	distributie	توزیع	N;INDF;FEM;SG	N;SG
schimbare	تغییر	schimbare	تغییر	N;INDF;FEM;SG	N;SG
evreu	یهود	evreu	یهود	N;INDF;MASC;SG	N;SG
evreu	یهودی	evreu	یهودی	N;INDF;MASC;SG	N;SG
evreu	یهودی	evreu	یهودی	N;INDF;MASC;SG	N;SG
entertainment	سرگرمی	entertainment	سرگرمی	N;INDF;MASC;SG	N;SG
entertainment	پذیرایی	entertainment	پذیرایی	N;INDF;MASC;SG	N;SG
stabilirea	موسسه	stabilire	None	N;DEF;FEM;SG	N;SG
stabilirea	تاسیس	stabilire	تاسیس	N;DEF;FEM;SG	N;SG
stabilirea	تأسیس	stabilire	تأسیس	N;DEF;FEM;SG	N;SG
proprietati	ویژگیها	proprietati	ویژگی	N;INDF;FEM;PL	N;PL
proprietati	ویژگیهای	proprietati	ویژگی	N;INDF;FEM;PL	N;PL
proprietati	ویژگیها	proprietati	ویژگی	N;INDF;FEM;PL	N;PL
proprietati	ویژگیهای	proprietati	ویژگی	N;INDF;FEM;PL	N;PL
justitie	عدالت	justitie	None	N;INDF;FEM;SG	N;SG
justitie	عدل	justitie	None	N;INDF;FEM;SG	N;SG
justitie	عدالت	justitie	None	N;INDF;FEM;SG	N;SG
justitie	عدل	justitie	None	N;INDF;FEM;SG	N;SG
multime	جمعیت	multime	جمعیت	N;INDF;FEM;SG	N;SG
multime	شلوغی	multime	شلوغی	N;INDF;FEM;SG	N;SG
multime	ازدحام	multime	None	N;INDF;FEM;SG	N;SG
multime	جمعیت	multime	جمعیت	N;INDF;FEM;SG	N;SG
multime	شلوغی	multime	شلوغی	N;INDF;FEM;SG	N;SG
multime	ازدحام	multime	None	N;INDF;FEM;SG	N;SG
ocazie	مناسبت	ocazie	مناسب	N;INDF;FEM;SG	N;SG
ocazie	فرصتی	ocazie	فرصت	N;INDF;FEM;SG	N;SG
ocazie	فرصت	ocazie	فرصت	N;INDF;FEM;SG	N;SG
calculator	رایانه	calculator	رایانه	N;INDF;MASC;SG	N;SG
calculator	کامپیوتر	calculator	کامپیو	N;INDF;MASC;SG	N;SG
prefix	پیشوند	prefix	پیشوند	N;INDF;MASC;SG	N;SG
brad	براد	brad	براد	N;INDF;MASC;SG	N;SG
operatiunea	عمل	operatiune	عمل	N;DEF;FEM;SG	N;SG
operatiunea	عمل	operatiune	عمل	N;DEF;FEM;SG	N;SG
jucatorul	بازیکن	jucator	بازیکن	N;DEF;MASC;SG	N;SG
multiple	چندگانه	multiplu	چندگانه	ADJ;INDF;FEM;PL	ADJ
multiple	چندین	multiplu	چندین	ADJ;INDF;FEM;PL	ADJ
grea	سنگین	greu	سنگین	ADJ;INDF;FEM;SG	ADJ
libertate	ازادی	libertate	ازادی	N;INDF;FEM;SG	N;SG
libertate	آزادی	libertate	آزادی	N;INDF;FEM;SG	N;SG
libertate	لیبرتی	libertate	لیبرتی	N;INDF;FEM;SG	N;SG
pericol	مخاطره	pericol	مخاطره	N;INDF;MASC;SG	N;SG
pericol	هازارد	pericol	هازارد	N;INDF;MASC;SG	N;SG
pericol	خطری	pericol	خطر	N;INDF;MASC;SG	N;SG
pericol	خطر	pericol	خطر	N;INDF;MASC;SG	N;SG
aspectul	ظاهر	aspect	ظاهر	N;DEF;MASC;SG	N;SG
belgrad	بلگراد	belgrad	بل#گرد#آ	N;INDF;MASC;SG	N;SG
barbat	مذکر	barbat	None	N;INDF;MASC;SG	N;SG
barbat	نر	barbat	نر	N;INDF;MASC;SG	N;SG
barbat	انسان	barbat	انسان	N;INDF;MASC;SG	N;SG
barbat	مَرد	barbat	مَرد	N;INDF;MASC;SG	N;SG
barbat	مرد	barbat	مرد	N;INDF;MASC;SG	N;SG
barbat	مذکر	barbat	None	N;INDF;MASC;SG	N;SG
barbat	نر	barbat	نر	N;INDF;MASC;SG	N;SG
barbat	انسان	barbat	انسان	N;INDF;MASC;SG	N;SG
barbat	مَرد	barbat	مَرد	N;INDF;MASC;SG	N;SG
barbat	مرد	barbat	مرد	N;INDF;MASC;SG	N;SG
sticla	گلاس	sticlă	گلاس	N;DEF;FEM;SG	N;SG
sticla	گلس	sticlă	گلس	N;DEF;FEM;SG	N;SG
sticla	لیوان	sticlă	لیوان	N;DEF;FEM;SG	N;SG
sticla	شیشه	sticlă	شیشه	N;DEF;FEM;SG	N;SG
sticla	بطری	sticlă	بطری	N;DEF;FEM;SG	N;SG
sticla	گلاس	sticlă	گلاس	N;DEF;FEM;SG	N;SG
sticla	گلس	sticlă	گلس	N;DEF;FEM;SG	N;SG
sticla	لیوان	sticlă	لیوان	N;DEF;FEM;SG	N;SG
sticla	شیشه	sticlă	شیشه	N;DEF;FEM;SG	N;SG
sticla	بطری	sticlă	بطری	N;DEF;FEM;SG	N;SG
maximilian	ماکسیمیلیان	maximilian	ماکسیمیلی	N;INDF;MASC;SG	N;SG
distrugerea	تخریب	distrugere	تخریب	N;DEF;FEM;SG	N;SG
distrugerea	هلاکت	distrugere	هلاکت	N;DEF;FEM;SG	N;SG
distrugerea	نابودی	distrugere	نابودی	N;DEF;FEM;SG	N;SG
distrugerea	خرابی	distrugere	خرابی	N;DEF;FEM;SG	N;SG
distrugerea	ویرانی	distrugere	None	N;DEF;FEM;SG	N;SG
schimbul	معاوضه	schimb	معاوضه	N;DEF;MASC;SG	N;SG
schimbul	تبادل	schimb	تبادل	N;DEF;MASC;SG	N;SG
schimbul	مبادله	schimb	مبادله	N;DEF;MASC;SG	N;SG
gradina	باغچه	gradină	باغچه	N;DEF;FEM;SG	N;SG
gradina	باغ	gradină	باغ	N;DEF;FEM;SG	N;SG
gradina	گاردن	gradină	گاردن	N;DEF;FEM;SG	N;SG
gradina	بهشت	gradină	بهشت	N;DEF;FEM;SG	N;SG
gradina	باغچه	gradină	باغچه	N;DEF;FEM;SG	N;SG
gradina	باغ	gradină	باغ	N;DEF;FEM;SG	N;SG
gradina	گاردن	gradină	گاردن	N;DEF;FEM;SG	N;SG
gradina	بهشت	gradină	بهشت	N;DEF;FEM;SG	N;SG
gradina	باغچه	gradină	باغچه	N;DEF;FEM;SG	N;SG
gradina	باغ	gradină	باغ	N;DEF;FEM;SG	N;SG
gradina	گاردن	gradină	گاردن	N;DEF;FEM;SG	N;SG
gradina	بهشت	gradină	بهشت	N;DEF;FEM;SG	N;SG
universul	کیهان	univers	کیهان	N;DEF;MASC;SG	N;SG
universul	گیتی	univers	گیت#گیر	N;DEF;MASC;SG	N;SG
festivalului	عیدی	festival	عیدی	N;DEF;MASC;SG	N;SG
festivalului	جشنواره	festival	جشنواره	N;DEF;MASC;SG	N;SG
nato	ناتو	nato	ناتو	N	N;SG
traditie	سنت	traditie	سنت	N;INDF;FEM;SG	N;SG
traditie	رسم	traditie	رسم	N;INDF;FEM;SG	N;SG
traditie	سنت	traditie	سنت	N;INDF;FEM;SG	N;SG
traditie	رسم	traditie	رسم	N;INDF;FEM;SG	N;SG
interpretarea	تعبیر	interpretare	تعبیر	N;DEF;FEM;SG	N;SG
interpretarea	تفسیر	interpretare	تفسیر	N;DEF;FEM;SG	N;SG
suport	پشتیبان	suport	پشتیب	N;INDF;MASC;SG	N;SG
suport	پشتیبانی	suport	پشتیبانی	N;INDF;MASC;SG	N;SG
suport	حمایت	suport	حمایت	N;INDF;MASC;SG	N;SG
biroul	اداره	birou	اداره	N;DEF;MASC;SG	N;SG
biroul	دفتر	birou	دفتر	N;DEF;MASC;SG	N;SG
executiv	اجرایی	executiv	اجرایی	ADJ;INDF;MASC;SG	ADJ
soldat	سرباز	soldat	سرباز	N;INDF;MASC;SG	N;SG
soldat	سربازی	soldat	سربازی	N;INDF;MASC;SG	N;SG
antica	آنتیک	antic	آنتیک	N;DEF;FEM;SG	N;SG
antica	عتیقه	antic	عتیقه	N;DEF;FEM;SG	N;SG
antica	کهن	antic	کهن	N;DEF;FEM;SG	N;SG
antica	باستانی	antic	باستانی	N;DEF;FEM;SG	N;SG
antica	باستان	antic	باستان	N;DEF;FEM;SG	N;SG
apel	توسل	apel	توسل	N;INDF;MASC;SG	N;SG
apel	تماس	apel	تماس	N;INDF;MASC;SG	N;SG
mesajul	پیغام	mesaj	پیغام	N;DEF;MASC;SG	N;SG
mesajul	پیام	mesaj	پیام	N;DEF;MASC;SG	N;SG
victime	تلفات	victimă	None	N;INDF;FEM;PL	N;PL
victime	قربانیان	victimă	قربانی	N;INDF;FEM;PL	N;PL
way	راه	way	راه	N;INDF;MASC;SG	N;SG
mass	جرم	mass	جرم	N	N;SG
mass	توده	mass	None	N	N;SG
mort	مُرده	mort	مُرده	ADJ;INDF;MASC;SG	ADJ
dirijor	رسانا	dirijor	رسان	N;INDF;MASC;SG	N;SG
dirijor	راهبر	dirijor	راهبر	N;INDF;MASC;SG	N;SG
box	b	box	b	N;INDF;MASC;SG	N;SG
box	بوکس	box	None	N;INDF;MASC;SG	N;SG
asemanator	مشابه	asemanator	مشابه	ADJ;INDF;MASC;SG	ADJ
asemanator	مشابه	asemanator	مشابه	ADJ;INDF;MASC;SG	ADJ
ministri	وزرا	ministru	وزیر	N;INDF;MASC;PL	N;PL
ministri	وزیران	ministru	وزیر	N;INDF;MASC;PL	N;PL
ministri	وزرای	ministru	وزیر	N;INDF;MASC;PL	N;PL
actori	بازیگران	actor	بازیگر	N;INDF;MASC;PL	N;PL
capital	پایتخت	capital	پایتخت	N;INDF;MASC;SG	N;SG
capital	سرمایه	capital	سرمایه	N;INDF;MASC;SG	N;SG
fondatorul	بنیانگذار	fondator	بنیانگذار	N;DEF;MASC;SG	N;SG
fondatorul	موسس	fondator	موسس	N;DEF;MASC;SG	N;SG
atacuri	حملات	atac	None	N;INDF;FEM;PL	N;PL
dovada	مدرک	dovadă	مدرک	N;DEF;FEM;SG	N;SG
dovada	برهان	dovadă	برهان	N;DEF;FEM;SG	N;SG
dovada	اثبات	dovadă	اثبات	N;DEF;FEM;SG	N;SG
dovada	مدرک	dovadă	مدرک	N;DEF;FEM;SG	N;SG
dovada	مدرک	dovadă	مدرک	N;DEF;FEM;SG	N;SG
dovada	برهان	dovadă	برهان	N;DEF;FEM;SG	N;SG
dovada	اثبات	dovadă	اثبات	N;DEF;FEM;SG	N;SG
dovada	مدرک	dovadă	مدرک	N;DEF;FEM;SG	N;SG
gabriela	گابریلا	gabrielă	گابریلا	N;DEF;FEM;SG	N;SG
youthyears	youthyears	youthyears	youthyears	N;INDF;MASC;SG	N;SG
complexe	پیچیده	complex	پیچیده	ADJ;INDF;FEM;PL	ADJ
poitou	پواتو	poitou	پواتو	N;INDF;MASC;SG	N;SG
fenomen	پدیده	fenomen	پدیده	N;INDF;MASC;SG	N;SG
coroana	کرون	coroană	کرون	N;DEF;FEM;SG	N;SG
coroana	کراون	coroană	کراون	N;DEF;FEM;SG	N;SG
coroana	تاج	coroană	تاج	N;DEF;FEM;SG	N;SG
coroana	کرون	coroană	کرون	N;DEF;FEM;SG	N;SG
coroana	کراون	coroană	کراون	N;DEF;FEM;SG	N;SG
coroana	تاج	coroană	تاج	N;DEF;FEM;SG	N;SG
steagul	پرچم	steag	پرچم	N;DEF;MASC;SG	N;SG
campionat	قهرمانی	campiona	قهرمانی	N;INDF;MASC;SG	N;SG
delta	دلتا	deltă	None	N;DEF;FEM;SG	N;SG
delta	دلتای	deltă	دلتا	N;DEF;FEM;SG	N;SG
grave	جدی	grav	جدی	ADJ;INDF;FEM;PL	ADJ
spital	بیمارستان	spital	بیمارستان	N;INDF;MASC;SG	N;SG
spital	بیمارستانی	spital	بیمارستان	N;INDF;MASC;SG	N;SG
break	استراحت	break	استراحت	N;INDF;MASC;SG	N;SG
break	شکستن	break	شکستن	N;INDF;MASC;SG	N;SG
arc	قوس	arc	قوس	N;INDF;MASC;SG	N;SG
arc	کمان	arc	None	N;INDF;MASC;SG	N;SG
arc	تعظیم	arc	تعظیم	N;INDF;MASC;SG	N;SG
arc	سجده	arc	سجده	N;INDF;MASC;SG	N;SG
arc	کمان	arc	None	N;INDF;MASC;SG	N;SG
comunicare	ارتباط	comunicare	ارتباط	N;INDF;FEM;SG	N;SG
comunicare	مکاتبه	comunicare	مکاتبه	N;INDF;FEM;SG	N;SG
comunicare	ارتباطی	comunicare	ارتباط	N;INDF;FEM;SG	N;SG
medalie	مدال	medalie	مدال	N;INDF;FEM;SG	N;SG
scriere	نویسندگی	scriere	نویسندگی	N;INDF;FEM;SG	N;SG
scriere	نوشتن	scriere	نوشتن	N;INDF;FEM;SG	N;SG
procese	آزمونهای	proces	آزمون	N;INDF;FEM;PL	N;PL
procese	فرایندهای	proces	فرایند	N;INDF;FEM;PL	N;PL
prizonieri	زندانیان	prizonier	زندانی	N;INDF;MASC;PL	N;PL
power	قدرت	power	قدرت	N	N;SG
power	پاور	power	پاور	N	N;SG
power	توان	power	توان	N	N;SG
power	power	power	power	N	N;SG
power	قدرتش	power	قدرتش	N	N;SG
aliatii	متفقین	aliat	متفقین	N;DEF;MASC;PL	N;PL
primara	اصلی	primar	اصلی	ADJ;DEF;FEM;SG	ADJ
primara	اولیه	primar	اولیه	ADJ;DEF;FEM;SG	ADJ
introducere	معرفی	introducere	معرفی	N;INDF;FEM;SG	N;SG
introducere	مقدمه	introducere	مقدمه	N;INDF;FEM;SG	N;SG
introducere	آشنایی	introducere	آشنایی	N;INDF;FEM;SG	N;SG
introducere	مقدمه	introducere	مقدمه	N;INDF;FEM;SG	N;SG
cheile	کلیدها	chel	None	N;DEF;FEM;PL	N;PL
main	main	main	main	N	N;SG
main	ماین	main	ماین	N	N;SG
fox	فاکس	fox	فاکس	N;INDF;MASC;SG	N;SG
fox	روباه	fox	روباه	N;INDF;MASC;SG	N;SG
promovare	ترویج	promovare	ترویج	N;INDF;FEM;SG	N;SG
promovare	ارتقاء	promovare	ارتقاءء	N;INDF;FEM;SG	N;SG
promovare	ترفیع	promovare	ترفیع	N;INDF;FEM;SG	N;SG
promovare	تبلیغ	promovare	تبلیغ	N;INDF;FEM;SG	N;SG
promovare	ارتقای	promovare	ارتقا	N;INDF;FEM;SG	N;SG
promovare	ارتقا	promovare	ارتقا	N;INDF;FEM;SG	N;SG
lansare	پرتاب	lansare	None	N;INDF;FEM;SG	N;SG
nepotul	برادرزاده	nepot	برادرزاده	N;DEF;MASC;SG	N;SG
nepotul	خواهرزاده	nepot	خواهرزاده	N;DEF;MASC;SG	N;SG
nepotul	نوه	nepot	None	N;DEF;MASC;SG	N;SG
incercarea	آزمون	incercare	آزمون	N;DEF;FEM;SG	N;SG
incercarea	آزمایش	incercare	آزمایش	N;DEF;FEM;SG	N;SG
incercarea	تست	incercare	None	N;DEF;FEM;SG	N;SG
diploma	دیپلم	diploma	دیپلم	N;DEF;FEM;SG	N;SG
diploma	درجه	diploma	درجه	N;DEF;FEM;SG	N;SG
diploma	دیپلم	diploma	دیپلم	N;DEF;FEM;SG	N;SG
diploma	درجه	diploma	درجه	N;DEF;FEM;SG	N;SG
teologie	الهیات	teologie	None	N;INDF;FEM;SG	N;SG
traducator	translator	traducator	translator	N;INDF;MASC;SG	N;SG
traducator	مترجم	traducator	مترجم	N;INDF;MASC;SG	N;SG
divizie	تقسیم	divizie	تقسیم	N;INDF;FEM;SG	N;SG
divizie	واحد	divizie	واحد	N;INDF;FEM;SG	N;SG
vase	رگها	vas	رگ	N;INDF;FEM;PL	N;PL
vase	ظرفها	vas	ظرف	N;INDF;FEM;PL	N;PL
vase	ظروف	vas	ظرف	N;INDF;FEM;PL	N;PL
vase	غذاهای	vas	غذا	N;INDF;FEM;PL	N;PL
legile	قوانین	lege	قانون	N;DEF;FEM;PL	N;PL
rurala	روستایی	rurală	روستایی	N;DEF;FEM;SG	N;SG
frunte	پیشانی	frunte	None	N;INDF;FEM;SG	N;SG
frunte	پیشونی	frunte	None	N;INDF;FEM;SG	N;SG
frunte	پیشانیش	frunte	پیشانیش	N;INDF;FEM;SG	N;SG
cavalerie	سواره	cavalerie	سواره	N;INDF;FEM;SG	N;SG
versurile	شعرای	vers	شاعر	N;DEF;FEM;PL	N;PL
risc	خطر	risc	خطر	N;INDF;MASC;SG	N;SG
risc	ریسک	risc	None	N;INDF;MASC;SG	N;SG
ziar	روزنامه	ziar	روزنامه	N;INDF;MASC;SG	N;SG
organizare	سازمان	organizare	سازمان	N;INDF;FEM;SG	N;SG
organizare	سازماندهی	organizare	سازماندهی	N;INDF;FEM;SG	N;SG
organizare	سازمان	organizare	سازمان	N;INDF;FEM;SG	N;SG
organizare	سازماندهی	organizare	سازماندهی	N;INDF;FEM;SG	N;SG
complexul	هرات	complex	هرات	N;DEF;MASC;SG	N;SG
rang	رتبه	rang	None	N;INDF;MASC;SG	N;SG
rang	درجه	rang	درجه	N;INDF;MASC;SG	N;SG
gheata	یخ	gheată	None	N;DEF;FEM;SG	N;SG
gheata	یخبندان	gheată	یخبند	N;DEF;FEM;SG	N;SG
gheata	آیس	gheată	آیس	N;DEF;FEM;SG	N;SG
gheata	یخ	gheată	None	N;DEF;FEM;SG	N;SG
gheata	یخبندان	gheată	یخبند	N;DEF;FEM;SG	N;SG
gheata	آیس	gheată	آیس	N;DEF;FEM;SG	N;SG
gheata	یخ	gheată	None	N;DEF;FEM;SG	N;SG
gheata	یخبندان	gheată	یخبند	N;DEF;FEM;SG	N;SG
gheata	آیس	gheată	آیس	N;DEF;FEM;SG	N;SG
gheata	یخ	gheată	None	N;DEF;FEM;SG	N;SG
gheata	یخبندان	gheată	یخبند	N;DEF;FEM;SG	N;SG
gheata	آیس	gheată	آیس	N;DEF;FEM;SG	N;SG
templul	پرستشگاه	templu	پرستشگاه	N;DEF;MASC;SG	N;SG
templul	عبادتگاه	templu	عبادتگاه	N;DEF;MASC;SG	N;SG
templul	معبد	templu	None	N;DEF;MASC;SG	N;SG
templul	تمپل	templu	تمپل	N;DEF;MASC;SG	N;SG
etapa	مرحله	etapă	مرحله	N;DEF;FEM;SG	N;SG
etapa	صحنه	etapă	صحنه	N;DEF;FEM;SG	N;SG
etapa	استیج	etapă	استیج	N;DEF;FEM;SG	N;SG
etapa	مرحله	etapă	مرحله	N;DEF;FEM;SG	N;SG
etapa	صحنه	etapă	صحنه	N;DEF;FEM;SG	N;SG
etapa	استیج	etapă	استیج	N;DEF;FEM;SG	N;SG
service	خدمت	servic	خدمت	N;INDF;FEM;SG	N;SG
service	سرویس	servic	سرویس	N;INDF;FEM;SG	N;SG
youthclubs	youthclubs	youthclubs	youthclubs	N;INDF;MASC;SG	N;SG
liniile	خطوط	linie	خط	N;DEF;FEM;PL	N;PL
alianta	ائتلاف	aliantă	ائتلاف	N;DEF;FEM;SG	N;SG
alianta	وصلت	aliantă	وصلت	N;DEF;FEM;SG	N;SG
alianta	اتحاد	aliantă	اتحاد	N;DEF;FEM;SG	N;SG
alianta	ائتلاف	aliantă	ائتلاف	N;DEF;FEM;SG	N;SG
alianta	وصلت	aliantă	وصلت	N;DEF;FEM;SG	N;SG
alianta	اتحاد	aliantă	اتحاد	N;DEF;FEM;SG	N;SG
alianta	ائتلاف	aliantă	ائتلاف	N;DEF;FEM;SG	N;SG
alianta	وصلت	aliantă	وصلت	N;DEF;FEM;SG	N;SG
alianta	اتحاد	aliantă	اتحاد	N;DEF;FEM;SG	N;SG
lazar	لازاروس	lazar	لازاروس	N;INDF;MASC;SG	N;SG
lazar	لازار	lazar	لازار	N;INDF;MASC;SG	N;SG
