ve	och	ve	och	CONJ	CONJ
mezarlığı	kyrkogård	mezarlık	kyrkogård	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
mezarlığı	kyrkogården	mezarlık	kyrkogård	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
mezarlığı	begravningsplats	mezarlık	begravningsplats	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
mezarlığı	kyrkogård	mezarlık	kyrkogård	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
köpek	hund	köpek	hund	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
köpek	hund	köpek	hund	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
köpek	dogs	köpek	dogs	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
kredi	kredit	kredi	kredit	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
kredi	credit	kredi	credit	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
kapı	gate	kapı	gate	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
kapı	grind	kapı	grind	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
kapı	dörr	kapı	dörr	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
kapı	dörren	kapı	dörr	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
çıkarılan	extraheras	çıkar	extrahera	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NFIN;PASS
ağırlığı	tyngd	ağırlık	tyngd	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
ağırlığı	vikt	ağırlık	vikt	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
diller	språken	dil	språk	N;NOM;PL;3	N;NOM;DEF;NEUT;PL
önemi	betydelse	önem	betydelse	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
önemi	betydelse	önem	betydelse	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
bursaspor	bursaspor	bursaspor	bursaspa	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
sandalye	stol	sandalye	stol	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
sokak	gatan	sokak	gata	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
sokak	gata	sokak	gata	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
sokak	gränden	sokak	gränd	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
sokak	gränd	sokak	gränd	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
karayolu	landsväg	karayolu	landsväg	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
karayolu	road	karayolu	road	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
karayolu	väg	karayolu	väg	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
karayolu	vägen	karayolu	väg	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
karayolu	motorväg	karayolu	motorväg	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
karayolu	landsväg	karayolu	landsväg	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
kraliçe	queen	kraliçe	queen	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
kraliçe	drottningen	kraliçe	drottning	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
kraliçe	drottning	kraliçe	drottning	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
yetersiz	otillräckliga	yetersiz	otillräcklig	ADJ	ADJ;NOM;PL
yetersiz	otillräcklig	yetersiz	otillräcklig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
yetersiz	otillräckligt	yetersiz	otillräcklig	ADJ	ADJ;NOM;INDF;NEUT;SG
yetersiz	otillräckliga	yetersiz	otillräcklig	ADJ	ADJ;NOM;PL
yetersiz	otillräcklig	yetersiz	otillräcklig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
yetersiz	otillräckligt	yetersiz	otillräcklig	ADJ	ADJ;NOM;INDF;NEUT;SG
seni	dig	sen	du	PRO;ACC;SG;2	PRO;ACC;DEF;MASC+FEM;SG
konular	ämnen	konu	ämne	N;NOM;PL;3	N;NOM;INDF;NEUT;PL
konular	försökspersoner	konu	försöksperson	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
konular	ämnen	konu	ämne	N;NOM;PL;3	N;NOM;INDF;NEUT;PL
konular	undersåtar	konu	undersåte	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
konular	trådar	konu	tråda	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
america	america	america	americ	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
america	amerika	america	amerik	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
matematiksel	matematiska	matematiksel	matematisk	ADJ	ADJ;NOM;PL
matematiksel	matematiskt	matematiksel	matematisk	ADJ	ADJ;NOM;INDF;NEUT;SG
fikri	idé	fikir	idé	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
atletizm	friidrott	atletizm	friidrot	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
sorunlar	problem	sorun	problem	N;NOM;PL;3	N;NOM;INDF;NEUT;PL
sorunlar	frågor	sorun	fråga	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
sorunlar	problem	sorun	problem	N;NOM;PL;3	N;NOM;INDF;NEUT;PL
sorunlar	frågeställningar	sorun	frågeställning	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
sorunlar	emissioner	sorun	emission	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
kitaplar	böcker	kitap	bok	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
stratejik	strategiskt	stratejik	strategisk	ADJ	ADJ;NOM;INDF;NEUT;SG
stratejik	strategiska	stratejik	strategisk	ADJ	ADJ;NOM;PL
stratejik	strategisk	stratejik	strategisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
stratejik	strategiskt	stratejik	strategisk	ADJ	ADJ;NOM;INDF;NEUT;SG
askerler	trupper	asker	trupp	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
askerler	soldater	asker	soldat	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
fonksiyonu	funktion	fonksiyon	funktion	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
fonksiyonu	funktionen	fonksiyon	funktion	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
fonksiyonu	befattning	fonksiyon	befattning	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
daire	platta	daire	platta	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
daire	lägenhet	daire	lägenhet	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
daire	flat	daire	flat	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
daire	circle	daire	circle	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
daire	cirkel	daire	cirkel	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
daire	cirkeln	daire	cirkel	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
daire	lägenhet	daire	lägenhet	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
daire	lägenhet	daire	lägenhet	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
ilişkisi	relation	ilişki	relation	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
ilişkisi	förhållande	ilişki	förhållande	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
ilişkisi	förhållandet	ilişki	förhållande	N;NOM;SG;3	N;NOM;DEF;NEUT;SG
ilişkisi	släktskap	ilişki	släktskap	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
haritası	karta	harita	karta	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
haritası	kartan	harita	karta	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
makine	machine	makine	machine	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
makine	maskin	makine	maskin	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
makine	maskineri	makine	maskineri	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
sessiz	dämpade	sessiz	dämpa	ADJ	ADJ;NOM;PL;PST;V.PTCP
sessiz	dämpad	sessiz	dämpa	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
sessiz	tysta	sessiz	tyst	ADJ	ADJ;NOM;PL
sessiz	tyst	sessiz	tyst	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
sessiz	tysta	sessiz	tyst	ADJ	ADJ;NOM;PL
sessiz	tyst	sessiz	tyst	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
antrenör	tränare	antrenör	tränare	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
antrenör	tränaren	antrenör	tränare	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
antrenör	coach	antrenör	coach	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
antrenör	tränare	antrenör	tränare	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
eğlence	skoj	eğlence	skoj	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
eğlence	rekreation	eğlence	rekreation	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
eğlence	fritid	eğlence	fritid	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
eğlence	underhållning	eğlence	underhållning	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
eğlence	entertainment	eğlence	entertainment	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
miktarı	belopp	miktar	belopp	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
miktarı	mängd	miktar	mängd	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
miktarı	mängd	miktar	mängd	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
miktarı	kvantitet	miktar	kvantitet	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
maçlar	matcher	maç	matcher	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
maçlar	tändstickor	maç	tändsticka	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
maçlar	lekar	maç	leka	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
maçlar	matcher	maç	matcher	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
parçalar	delar	parça	del	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
parçalar	beståndsdelar	parça	beståndsdel	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
parçalar	komponenterna	parça	komponent	N;NOM;PL;3	N;NOM;DEF;MASC+FEM;PL
parçalar	komponenter	parça	komponent	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
yapılar	strukturerna	yap	struktur	N;NOM;PL;3	N;NOM;DEF;MASC+FEM;PL
yapılar	konstruktioner	yap	konstruktion	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
yapılar	strukturer	yap	struktur	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
doğuda	öst	doğu	öst	N;ESS;SG;3	N
mükemmel	perfekt	mükemmel	perfekt	ADJ	ADJ;NOM;INDF;NEUT;SG
mükemmel	perfekta	mükemmel	perfekta	ADJ	ADJ;NOM;PL
mükemmel	förträffligt	mükemmel	förträfflig	ADJ	ADJ;NOM;INDF;NEUT;SG
mükemmel	utmärkt	mükemmel	utmärkt	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
felsefesi	filosofin	felsefe	filosofi	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
felsefesi	filosofi	felsefe	filosofi	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
görünümü	utseende	görün	utseende	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
görünümü	utseendet	görün	utseende	N;NOM;SG;3	N;NOM;DEF;NEUT;SG
görünümü	utsikt	görün	utsikt	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
görünümü	vy	görün	vy	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
trafik	trafik	trafik	trafik	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
trafik	trafiken	trafik	trafik	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
ittifak	alliance	ittifak	alliance	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
ittifak	allians	ittifak	allians	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
ittifak	alliansen	ittifak	allians	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
günler	dagarna	gün	dag	N;NOM;PL;3	N;NOM;DEF;MASC+FEM;PL
günler	dagar	gün	dag	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
bölgeler	regioner	bölge	region	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
bölgeler	regionerna	bölge	region	N;NOM;PL;3	N;NOM;DEF;MASC+FEM;PL
bölgeler	områden	bölge	område	N;NOM;PL;3	N;NOM;INDF;NEUT;PL
bölgeler	distrikten	bölge	distrikt	N;NOM;PL;3	N;NOM;DEF;NEUT;PL
bölgeler	stadsdelar	bölge	stadsdel	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
bölgeler	zonerna	bölge	zon	N;NOM;PL;3	N;NOM;DEF;MASC+FEM;PL
bölgeler	zoner	bölge	zon	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
bölgeler	områden	bölge	område	N;NOM;PL;3	N;NOM;INDF;NEUT;PL
muharebe	battle	muharebe	battle	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
muharebe	slaget	muharebe	slag	N;NOM;SG;3	N;NOM;DEF;NEUT;SG
muharebe	kamp	muharebe	kamp	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
muharebe	strid	muharebe	strid	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
muharebe	strid	muharebe	strid	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
muharebe	kamp	muharebe	kamp	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
rahatsız	obekväm	rahatsız	obekväm	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
rahatsız	obehagligt	rahatsız	obehaglig	ADJ	ADJ;NOM;INDF;NEUT;SG
rahatsız	obekväma	rahatsız	obekväma	ADJ	ADJ;NOM;PL
rahatsız	obekvämt	rahatsız	obekvämt	ADJ	ADJ;NOM;INDF;NEUT;SG
rahatsız	irriterade	rahatsız	irritera	ADJ	ADJ;NOM;PL;PST;V.PTCP
rahatsız	irriterad	rahatsız	irriterad	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
rahatsız	störd	rahatsız	störa	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
rahatsız	stört	rahatsız	stor	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
rahatsız	störda	rahatsız	störa	ADJ	ADJ;NOM;PL;PST;V.PTCP
turnuvası	turneringen	turnuva	turnering	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
turnuvası	turnering	turnuva	turnering	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
yıldızlar	stjärnor	yıl	stjärna	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
turnuva	turneringen	tur	turnering	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
turnuva	turnering	tur	turnering	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
okudu	studerade	oku	studera	V;PFV;IND;SG;3;POS;PST	V;IND;PST;V.PTCP;ACT
taarruz	misshandel	taarruz	misshandel	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
taarruz	överfall	taarruz	överfall	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
yazılar	artiklar	yazı	artikel	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
yazılar	artiklarna	yazı	artikel	N;NOM;PL;3	N;NOM;DEF;MASC+FEM;PL
yazılar	skrifter	yazı	skrift	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
düzeni	formation	düzen	formation	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
düzeni	bildning	düzen	bildning	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
düzeni	layout	düzen	layout	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
hürriyet	friheten	hürriyet	frihet	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
hürriyet	frihet	hürriyet	frihet	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
hürriyet	freedom	hürriyet	freedom	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
hürriyet	frihet	hürriyet	frihet	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
yarısı	halvt	yarı	halv	ADJ;NOM;SG;3	ADJ;NOM;INDF;NEUT;SG
yarısı	halva	yarı	halv	ADJ;NOM;SG;3	ADJ;NOM;DEF;SG
yarısı	halv	yarı	halv	ADJ;NOM;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
uygulamaları	tillämpningar	uygulama	tillämpning	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
uygulamaları	ansökningar	uygulama	ansökning	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
uygulamaları	applikationer	uygulama	applikation	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
uygulamaları	appar	uygulama	appe	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
uygulamaları	applikationer	uygulama	applikation	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
playstation	playstation	playstation	playstation	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
ürünler	poster	ürün	post	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
ürünler	varor	ürün	vara	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
ürünler	produkterna	ürün	produkt	N;NOM;PL;3	N;NOM;DEF;MASC+FEM;PL
ürünler	produkter	ürün	produkt	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
olağanüstü	extraordinära	olağanüstü	extraordinär	ADJ	ADJ;NOM;PL
olağanüstü	exceptionell	olağanüstü	exceptionell	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
olağanüstü	exceptionella	olağanüstü	exceptionell	ADJ	ADJ;NOM;PL
olağanüstü	utestående	olağanüstü	utestående	ADJ	ADJ;NOM;PRS;V.PTCP
olağanüstü	enastående	olağanüstü	enastående	ADJ	ADJ;NOM
euroleague	euroleague	euroleague	euroleague	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
gene	igen	gene	igen	ADV	ADV
gene	återigen	gene	återigen	ADV	ADV
geliştirilmiş	utvecklades	geliş	utvecklad	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;PASS
geliştirilmiş	utvecklats	geliş	utveckla	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.CVB;PASS
kardeşler	systrar	kardeş	syster	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
kardeşler	syskonen	kardeş	syskon	N;NOM;PL;3	N;NOM;DEF;NEUT;PL
kardeşler	syskon	kardeş	syskon	N;NOM;PL;3	N;NOM;INDF;NEUT;PL
kardeşler	bröderna	kardeş	bröd	N;NOM;PL;3	N;NOM;DEF;MASC+FEM;PL
kardeşler	bröder	kardeş	bröda	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
ücretsiz	gratis	ücretsiz	gratis	ADJ	ADJ;NOM
ücretsiz	fri	ücretsiz	fri	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
ücretsiz	ledig	ücretsiz	ledig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
ücretsiz	fria	ücretsiz	fri	ADJ	ADJ;NOM;PL
bisiklet	cykling	bisiklet	cykling	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
bisiklet	cykel	bisiklet	cykel	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
bisiklet	cykel	bisiklet	cykel	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
bisiklet	cykel	bisiklet	cykel	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
fizikçi	fysiker	fizikçi	fysik	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
limanı	hamn	liman	hamn	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
limanı	hamnen	liman	hamn	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
limanı	harbour	liman	harbour	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
faaliyetleri	verksamheter	faaliyet	verksamhet	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
faaliyetleri	aktiviteter	faaliyet	aktivitet	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
yayıncılık	förlag	yayıncılık	förlag	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
yayıncılık	publicering	yayıncılık	publicering	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
yayıncılık	utgivning	yayıncılık	utgivning	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
yayıncılık	offentliggörande	yayıncılık	offentliggörande	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
yayıncılık	publikation	yayıncılık	publikation	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
yayıncılık	publicering	yayıncılık	publicering	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
kuramı	teorin	kuram	teori	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
kuramı	teori	kuram	teori	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
sözleşmesi	kontraktet	sözleşme	kontrakt	N;NOM;SG;3	N;NOM;DEF;NEUT;SG
sözleşmesi	kontrakt	sözleşme	kontrakt	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
yararlı	användbar	yararlı	användbar	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
yararlı	användbara	yararlı	användbar	ADJ	ADJ;NOM;PL
yararlı	användbart	yararlı	användbar	ADJ	ADJ;NOM;INDF;NEUT;SG
yararlı	nyttig	yararlı	nyttig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
gönderdi	skickade	gönder	skicka	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
cezası	påföljd	ceza	påföljd	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
cezası	straff	ceza	straff	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
cezası	bestraffning	ceza	bestraffning	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
cezası	straff	ceza	straff	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
lake	sjö	lake	sjö	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
lake	lake	lake	lake	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
lake	sjön	lake	sjö	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
konum	ställning	konum	ställning	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
konum	position	konum	position	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
konum	ståndpunkt	konum	ståndpunkt	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
konum	befattning	konum	befattning	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
konum	platsen	konum	plats	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
konum	läge	konum	läge	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
konum	plats	konum	plats	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
örnekler	prover	örnek	prov	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
yöneticisi	administratör	yönetici	administratör	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
yöneticisi	chef	yönetici	chef	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
yöneticisi	manager	yönetici	manager	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
görünüm	outlook	görün	outlook	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
görünüm	utseende	görün	utseende	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
görünüm	utseendet	görün	utseende	N;NOM;SG;3	N;NOM;DEF;NEUT;SG
görünüm	display	görün	display	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
görünüm	uppvisning	görün	uppvisning	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
görünüm	utsikt	görün	utsikt	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
görünüm	vy	görün	vy	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
görünen	framträder	görün	framträda	V;PFV;IND;POS;PRS;V.PTCP	V;IND;PRS;FIN;ACT
ahşap	trä	ahşap	trä	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
ahşap	ved	ahşap	ved	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
ahşap	trä	ahşap	trä	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
ahşap	virke	ahşap	virken	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
ahşap	virke	ahşap	virken	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
emniyet	säkerhet	emniyet	säkerhet	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
emniyet	säkerheten	emniyet	säkerhet	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
emniyet	trygghet	emniyet	trygghet	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
resimler	avbildningar	resim	avbildning	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
resimler	bilder	resim	bild	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
resimler	tavlor	resim	tavla	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
resimler	bilder	resim	bild	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
resimler	målningar	resim	målning	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
resimler	tavlor	resim	tavla	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
resimler	bilder	resim	bild	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
kimlik	identifiering	kimlik	identifiering	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
kimlik	identifikation	kimlik	identifikation	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
kimlik	identitet	kimlik	identitet	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
görevleri	arbetsuppgifter	görev	arbetsuppgift	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
görevleri	tullar	görev	tull	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
görevleri	rollerna	görev	roll	N;NOM;PL;3	N;NOM;DEF;MASC+FEM;PL
görevleri	roller	görev	roll	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
eleştiriler	kritiker	eleştiri	kritik	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
eleştiriler	kritikerna	eleştiri	kritiker	N;NOM;PL;3	N;NOM;DEF;MASC+FEM;PL
sayılar	siffror	say	siffra	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
sayılar	siffror	say	siffra	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
sayılar	figurer	say	figur	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
sayılar	siffror	say	siffra	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
deprem	jordskalv	deprem	jordskalv	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
deprem	jordbävningen	deprem	jordbävning	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
