van	從	van	從	ADP	ADP
bay	灣	bay	灣	N;MASC+FEM;SG	N
bay	海灣	bay	海灣	N;MASC+FEM;SG	N
diploma	文	diploma	文	N;NEUT;SG	N
eva	夏娃	eva	夏娃	N;MASC+FEM;SG	N
vocht	水分	vocht	水分	N;NEUT;SG	N
vocht	濕度	vocht	濕度	N;NEUT;SG	N
vocht	潮濕	vocht	潮濕	N;NEUT;SG	N
mevrouw	夫人	mevrouw	夫人	N;MASC+FEM;SG	N
mevrouw	太太	mevrouw	太太	N;MASC+FEM;SG	N
behoefte	需求	behoefte	需求	N;MASC+FEM;SG	N
tegenstanders	對手	tegenstander	對手	N;PL	N
klimaat	氣候	klimaat	氣候	N;NEUT;SG	N
gekocht	購買	kopen	購買	V;V.PTCP	V
droge	乾燥	droog	乾燥	ADJ	ADJ
knooppunt	節點	knooppunt	節點	N;NEUT;SG	N
amateur	業餘	amateur	業餘	N;MASC+FEM;SG	N
dokter	醫師	dokter	醫師	N;MASC+FEM;SG	N
dokter	醫生	dokter	醫生	N;MASC+FEM;SG	N
dokter	博士	dokter	博士	N;MASC+FEM;SG	N
tante	姑姑	tante	姑姑	N;MASC+FEM;SG	N
tante	姨媽	tante	姨媽	N;MASC+FEM;SG	N
tante	姑姑	tante	姑姑	N;MASC+FEM;SG	N
tante	姨媽	tante	姨媽	N;MASC+FEM;SG	N
formatie	編隊	formatie	編隊	N;MASC+FEM;SG	N
vijand	敵軍	vijand	敵軍	N;MASC+FEM;SG	N
vijand	敵方	vijand	敵方	N;MASC+FEM;SG	N
vijand	敵	vijand	敵	N;MASC+FEM;SG	N
vijand	敵人	vijand	敵人	N;MASC+FEM;SG	N
mythologie	神話	mythologie	神話	N;MASC+FEM;SG	N
verlengd	延伸	verlengen	延伸	V;V.PTCP	V
verlengd	擴展	verlengen	擴展	V;V.PTCP	V
verlengd	延長	verlengen	延長	V;V.PTCP	V
werknemers	僱員	werknemer	僱員	N;PL	N
werknemers	員工	werknemer	員工	N;PL	N
werknemers	工人	werknemer	工人	N;PL	N
historicus	歷史	historicus	歷史	N;MASC+FEM;SG	N
feest	黨	feest	黨	N;NEUT;SG	N
feest	政黨	feest	政黨	N;NEUT;SG	N
feest	宴會	feest	宴會	N;NEUT;SG	N
feest	聚會	feest	聚會	N;NEUT;SG	N
beschrijven	描述	beschrijven	描述	V;NFIN	V
inzet	賭注	inzet	賭注	N;MASC+FEM;SG	N
inzet	賭	inzet	賭	N;MASC+FEM;SG	N
inzet	賭注	inzet	賭注	N;MASC+FEM;SG	N
set	集	set	集	N;MASC+FEM;SG	N
rapport	報告	rapport	報告	N;NEUT;SG	N
muren	牆壁	muur	牆壁	N;PL	N
muren	城牆	muur	城牆	N;PL	N
muren	牆	muur	牆	N;PL	N
voorjaar	春	voorjaar	春	N;NEUT;SG	N
voorjaar	春秋	voorjaar	春秋	N;NEUT;SG	N
voorjaar	春天	voorjaar	春天	N;NEUT;SG	N
voorjaar	彈簧	voorjaar	彈簧	N;NEUT;SG	N
voorjaar	春季	voorjaar	春季	N;NEUT;SG	N
stone	石	stone	石	N;MASC+FEM;SG	N
stone	石頭	stone	石頭	N;MASC+FEM;SG	N
smaak	味道	smaak	味道	N;MASC+FEM;SG	N
smaak	味覺	smaak	味覺	N;MASC+FEM;SG	N
smaak	品味	smaak	品味	N;MASC+FEM;SG	N
smaak	味	smaak	味	N;MASC+FEM;SG	N
smaak	風味	smaak	風味	N;MASC+FEM;SG	N
object	天體	object	天體	N;NEUT;SG	N
object	物件	object	物件	N;NEUT;SG	N
reeksen	系列	reeks	系列	N;PL	N
synoniem	同義	synoniem	同義	N;NEUT;SG	N
synoniem	同義	synoniem	同義	N;NEUT;SG	N
synoniem	同義	synoniem	同義	N;NEUT;SG	N
queen	女王	queen	女王	N;MASC+FEM;SG	N
queen	皇后	queen	皇后	N;MASC+FEM;SG	N
queen	王后	queen	王后	N;MASC+FEM;SG	N
butler	管家	butler	管家	N;MASC+FEM;SG	N
bemanning	船員	bemanning	船員	N;MASC+FEM;SG	N
voertuigen	車輛	voertuig	車輛	N;PL	N
partner	伴侶	partner	伴侶	N;MASC+FEM;SG	N
partner	夥伴	partner	夥伴	N;MASC+FEM;SG	N
partner	搭檔	partner	搭檔	N;MASC+FEM;SG	N
fox	狐	fox	狐	N;MASC+FEM;SG	N
fox	狐狸	fox	狐狸	N;MASC+FEM;SG	N
poten	腿	poten	腿	N;PL	N
nova	新星	nova	新星	N;MASC+FEM;SG	N
maat	隊友	maat	隊友	N;MASC+FEM;SG	N
maat	大小	maat	大小	N;MASC+FEM;SG	N
maat	體積	maat	體積	N;MASC+FEM;SG	N
maat	尺寸	maat	尺寸	N;MASC+FEM;SG	N
echtgenoot	丈夫	echtgenoot	丈夫	N;MASC+FEM;SG	N
weduwe	寡婦	weduwe	寡婦	N;MASC+FEM;SG	N
weduwe	遺孀	weduwe	遺孀	N;MASC+FEM;SG	N
weduwe	寡婦	weduwe	寡婦	N;MASC+FEM;SG	N
stroom	流	stroom	流	N;MASC+FEM;SG	N
stroom	溪流	stroom	溪流	N;MASC+FEM;SG	N
bewijzen	證明	bewijzen	證明	V;NFIN	V
federatie	聯邦	federatie	聯邦	N;MASC+FEM;SG	N
verbindingen	人脈	verbinding	人脈	N;PL	N
effecten	證券	effect	證券	N;PL	N
effecten	特效	effect	特效	N;PL	N
effecten	效應	effect	效應	N;PL	N
effecten	效果	effect	效果	N;PL	N
spellen	遊戲	spellen	遊戲	N;PL	N
controleren	檢查	controleren	檢查	V;NFIN	V
controleren	檢查	controleren	檢查	V;NFIN	V
veroveren	征服	veroveren	征服	V;NFIN	V
light	光線	light	光線	N;MASC+FEM;SG	N
light	光	light	光	N;MASC+FEM;SG	N
light	燈光	light	燈光	N;MASC+FEM;SG	N
light	光明	light	光明	N;MASC+FEM;SG	N
tekeningen	圖畫	tekening	圖畫	N;PL	N
tekeningen	圖紙	tekening	圖紙	N;PL	N
tekeningen	繪圖	tekening	繪圖	N;PL	N
oppervlak	表面	oppervlak	表面	N;NEUT;SG	N
oppervlak	地面	oppervlak	地面	N;NEUT;SG	N
oppervlak	地表	oppervlak	地表	N;NEUT;SG	N
vermoeden	推定	vermoeden	推定	V;V.PTCP	V
vermoeden	懷疑	vermoeden	懷疑	V;V.PTCP	V
richtlijn	指令	richtlijn	指令	N;MASC+FEM;SG	N
herstellen	恢復	herstellen	恢復	V;NFIN	V
onderneming	公司	onderneming	公司	N;MASC+FEM;SG	N
onderneming	企業	onderneming	企業	N;MASC+FEM;SG	N
patiënten	病患	patiënt	病患	N;PL	N
patiënten	患者	patiënt	患者	N;PL	N
patiënten	病人	patiënt	病人	N;PL	N
lost	失	lost	失	V;SG;PRS;FIN	V
lost	輸	lost	輸	V;SG;PRS;FIN	V
lost	輸	lost	輸	V;SG;PRS;FIN	V
lost	遺失	lost	遺失	V;SG;PRS;FIN	V
lost	迷失	lost	迷失	V;SG;PRS;FIN	V
toegewezen	指派	toewijzen	指派	V;V.PTCP	V
arbeid	工作	arbeid	工作	N;MASC+FEM;SG	N
arbeid	勞工	arbeid	勞工	N;MASC+FEM;SG	N
arbeid	勞力	arbeid	勞力	N;MASC+FEM;SG	N
arbeid	勞工	arbeid	勞工	N;MASC+FEM;SG	N
bridge	橋	brieg	橋	N;MASC+FEM;SG	N
bridge	艦橋	brieg	艦橋	N;MASC+FEM;SG	N
bridge	大橋	brieg	大橋	N;MASC+FEM;SG	N
beschadigd	受損	beschadigen	受損	V;V.PTCP	V
klok	鐘	klok	鐘	N;MASC+FEM;SG	N
klok	時鐘	klok	時鐘	N;MASC+FEM;SG	N
sky	天空	sky	天空	N;MASC+FEM;SG	N
major	少校	major	少校	N;MASC+FEM;SG	N
financiën	財務	financiën	財務	N;PL	N
financiën	財務	financiën	財務	N;PL	N
duizend	千	duizend	千	NUM	NUM
kranten	報紙	krant	報紙	N;PL	N
kranten	報	krant	報	N;PL	N
kranten	報章	krant	報章	N;PL	N
kranten	報章	krant	報章	N;PL	N
kranten	報刊	krant	報刊	N;PL	N
bel	致電	bellen	致電	V;SG;PRS;FIN	V
bel	打電	bellen	打電	V;SG;PRS;FIN	V
bel	呼叫	bellen	呼叫	V;SG;PRS;FIN	V
gezongen	成	zingen	成	V;V.PTCP	V
vrouwtje	女	vrouwtje	女	N;NEUT;SG	N
vrouwtje	女性	vrouwtje	女性	N;NEUT;SG	N
populatie	人口	populatie	人口	N;MASC+FEM;SG	N
opmerkingen	意見	opmerking	意見	N;PL	N
crisis	危機	crisis	危機	N;MASC+FEM;SG	N
spits	前鋒	spits	前鋒	N;MASC+FEM;SG	N
khan	可汗	khan	可汗	N;MASC+FEM;SG	N
khan	大汗	khan	大汗	N;MASC+FEM;SG	N
khan	汗	khan	汗	N;MASC+FEM;SG	N
airlines	航空	airline	航空	N;PL	N
airlines	航空	airline	航空	N;PL	N
spinnen	蜘蛛	spin	蜘蛛	N;PL	N
uitzending	廣播	uitzending	廣播	N;MASC+FEM;SG	N
uitzending	廣播	uitzending	廣播	N;MASC+FEM;SG	N
keizerrijk	帝國	keizerrijk	帝國	N;NEUT;SG	N
poëzie	詩	poëzie	詩	N;MASC+FEM;SG	N
poëzie	詩歌	poëzie	詩歌	N;MASC+FEM;SG	N
achternaam	姓	achternaam	姓	N;MASC+FEM;SG	N
achternaam	姓氏	achternaam	姓氏	N;MASC+FEM;SG	N
chef	廚師	chef	廚師	N;MASC+FEM;SG	N
chef	首席	chef	首席	N;MASC+FEM;SG	N
chef	科長	chef	科長	N;MASC+FEM;SG	N
schedel	骷髏	schedel	骷髏	N;MASC+FEM;SG	N
schedel	頭顱	schedel	頭顱	N;MASC+FEM;SG	N
schedel	頭骨	schedel	頭骨	N;MASC+FEM;SG	N
metalen	金屬	metalen	金屬	N;PL	N
metalen	金屬	metalen	金屬	N;PL	N
metalen	金屬	metalen	金屬	N;PL	N
ingenieur	工程	ingenieur	工程	N;MASC+FEM;SG	N
dagblad	報紙	dagblad	報紙	N;NEUT;SG	N
dagblad	報	dagblad	報	N;NEUT;SG	N
dagblad	報章	dagblad	報章	N;NEUT;SG	N
magazine	雜誌	magazine	雜誌	N;NEUT;SG	N
gevechten	戰役	gevecht	戰役	N;PL	N
gezondheid	健康	gezondheid	健康	N;MASC+FEM;SG	N
bussen	公車	bus	公車	N;PL	N
bussen	巴士	bus	巴士	N;PL	N
aandelen	股份	aandeel	股份	N;PL	N
verdedigen	捍衛	verdedigen	捍衛	V;NFIN	V
verdedigen	保衛	verdedigen	保衛	V;NFIN	V
verdedigen	防衛	verdedigen	防衛	V;NFIN	V
verdedigen	捍衛	verdedigen	捍衛	V;NFIN	V
oudheid	古物	oudheid	古物	N;MASC+FEM;SG	N
microsoft	微	microsoft	微	N;MASC+FEM;SG	N
pad	路徑	pad	路徑	N;NEUT;SG	N
conflicten	衝突	conflict	衝突	N;PL	N
conflicten	衝突	conflict	衝突	N;PL	N
nuts	堅果	nuts	堅果	N;MASC+FEM;SG	N
mannetje	男性	mannetje	男性	N;NEUT;SG	N
mannetje	男	mannetje	男	N;NEUT;SG	N
gezelschap	公司	gezelschap	公司	N;NEUT;SG	N
klarinet	單簧	klarinet	單簧	N;MASC+FEM;SG	N
geneeskunde	藥品	geneeskunde	藥品	N;MASC+FEM;SG	N
geneeskunde	藥物	geneeskunde	藥物	N;MASC+FEM;SG	N
geneeskunde	醫學	geneeskunde	醫學	N;MASC+FEM;SG	N
geneeskunde	藥	geneeskunde	藥	N;MASC+FEM;SG	N
geneeskunde	醫藥	geneeskunde	醫藥	N;MASC+FEM;SG	N
activiteit	活動	activiteit	活動	N;MASC+FEM;SG	N
activiteit	動態	activiteit	動態	N;MASC+FEM;SG	N
activiteit	活動	activiteit	活動	N;MASC+FEM;SG	N
account	帳號	accounen	帳號	N;NEUT;SG	N
account	帳戶	accounen	帳戶	N;NEUT;SG	N
sopraan	女高	sopraan	女高	N;MASC+FEM;SG	N
talent	人	talent	人	N;NEUT;SG	N
talent	天才	talent	天才	N;NEUT;SG	N
talent	天賦	talent	天賦	N;NEUT;SG	N
wetenschappers	科學	wetenschapper	科學	N;PL	N
veertien	十四	veertien	十四	NUM	NUM
romp	船體	romp	船體	N;MASC+FEM;SG	N
waarden	價值	waard	價值	N;PL	N
waarden	價值	waard	價值	N;PL	N
waarden	數值	waard	數值	N;PL	N
waarden	值	waard	值	N;PL	N
hangen	絞刑	hangen	絞刑	V;NFIN	V
achterzijde	後方	achterzijde	後方	N;MASC+FEM;SG	N
visie	視覺	visie	視覺	N;MASC+FEM;SG	N
visie	願景	visie	願景	N;MASC+FEM;SG	N
visie	展望	visie	展望	N;MASC+FEM;SG	N
populariteit	人氣	populariteit	人氣	N;MASC+FEM;SG	N
maximale	最大	maximaal	最大	ADJ	ADJ
maximale	最大	maximaal	最大	ADJ	ADJ
zuidoost	東南	zuidoost	東南	N;MASC+FEM;SG	N
toeschouwers	觀眾	toeschouwer	觀眾	N;PL	N
onderkant	下方	onderkant	下方	N;MASC+FEM;SG	N
onderkant	底	onderkant	底	N;MASC+FEM;SG	N
onderkant	底部	onderkant	底部	N;MASC+FEM;SG	N
onderkant	底下	onderkant	底下	N;MASC+FEM;SG	N
dikke	厚厚	dik	厚厚	ADJ	ADJ
medewerker	僱員	medewerker	僱員	N;MASC+FEM;SG	N
medewerker	員工	medewerker	員工	N;MASC+FEM;SG	N
medewerker	職工	medewerker	職工	N;MASC+FEM;SG	N
medewerker	協理	medewerker	協理	N;MASC+FEM;SG	N
prince	王子	prince	王子	N;MASC+FEM;SG	N
prince	太子	prince	太子	N;MASC+FEM;SG	N
prince	親王	prince	親王	N;MASC+FEM;SG	N
beer	熊	beer	熊	N;MASC+FEM;SG	N
brieven	信	brief	信	N;PL	N
brieven	字母	brief	字母	N;PL	N
brieven	信件	brief	信件	N;PL	N
universiteiten	大學	universiteit	大學	N;PL	N
kleding	時裝	kleding	時裝	N;MASC+FEM;SG	N
kleding	時尚	kleding	時尚	N;MASC+FEM;SG	N
kleding	服裝	kleding	服裝	N;MASC+FEM;SG	N
kleding	衣物	kleding	衣物	N;MASC+FEM;SG	N
kleding	衣服	kleding	衣服	N;MASC+FEM;SG	N
kleding	服裝	kleding	服裝	N;MASC+FEM;SG	N
kleding	衣物	kleding	衣物	N;MASC+FEM;SG	N
kleding	衣服	kleding	衣服	N;MASC+FEM;SG	N
bell	鐘	bell	鐘	N;MASC+FEM;SG	N
bell	鈴	bell	鈴	N;MASC+FEM;SG	N
bmw	寶馬	bmw	寶馬	N;MASC+FEM;SG	N
cel	細胞	cel	細胞	N;MASC+FEM;SG	N
cel	牢房	cel	牢房	N;MASC+FEM;SG	N
personeel	人員	personeel	人員	N;NEUT;SG	N
personeel	人事	personeel	人事	N;NEUT;SG	N
overtuigd	深信	overtuigen	深信	V;V.PTCP	V
dialect	話	dialect	話	N;NEUT;SG	N
dialect	方言	dialect	方言	N;NEUT;SG	N
krekels	蟋蟀	krekel	蟋蟀	N;PL	N
idem	同上	idem	同上	N;MASC+FEM;SG	N
alweer	再次	alweer	再次	ADV	ADV
spanning	興奮	spanning	興奮	N;MASC+FEM;SG	N
spanning	懸念	spanning	懸念	N;MASC+FEM;SG	N
spanning	電壓	spanning	電壓	N;MASC+FEM;SG	N
kwaad	生氣	kwaad	生氣	N;NEUT;SG	N
kwaad	怒	kwaad	怒	N;NEUT;SG	N
kwaad	惡	kwaad	惡	N;NEUT;SG	N
kwaad	邪惡	kwaad	邪惡	N;NEUT;SG	N
zicht	視覺	zicht	視覺	N;NEUT;SG	N
zicht	願景	zicht	願景	N;NEUT;SG	N
zicht	展望	zicht	展望	N;NEUT;SG	N
oorlogen	戰爭	oorlog	戰爭	N;PL	N
opbrengst	產量	opbrengst	產量	N;MASC+FEM;SG	N
opbrengst	收益	opbrengst	收益	N;MASC+FEM;SG	N
opbrengst	當量	opbrengst	當量	N;MASC+FEM;SG	N
opbrengst	產量	opbrengst	產量	N;MASC+FEM;SG	N
onderhoud	維護	onderhoud	維護	N;NEUT;SG	N
prestatie	績效	prestatie	績效	N;MASC+FEM;SG	N
prestatie	業績	prestatie	業績	N;MASC+FEM;SG	N
prestatie	壯舉	prestatie	壯舉	N;MASC+FEM;SG	N
prestatie	成績	prestatie	成績	N;MASC+FEM;SG	N
technologie	技術	technologie	技術	N;MASC+FEM;SG	N
technologie	科技	technologie	科技	N;MASC+FEM;SG	N
dead	死	dead	死	N;MASC+FEM;SG	N
earth	大地	earth	大地	N;MASC+FEM;SG	N
sterrenstelsel	星系	sterrenstelsel	星系	N;NEUT;SG	N
onderscheidingen	嘉獎	onderscheiding	嘉獎	N;PL	N
onderscheidingen	獎勵	onderscheiding	獎勵	N;PL	N
onderscheidingen	獎	onderscheiding	獎	N;PL	N
onderscheidingen	裝飾	onderscheiding	裝飾	N;PL	N
deuren	門	deur	門	N;PL	N
defensie	國防	defensie	國防	N;MASC+FEM;SG	N
defensie	辯護	defensie	辯護	N;MASC+FEM;SG	N
defensie	國防	defensie	國防	N;MASC+FEM;SG	N
defensie	防禦	defensie	防禦	N;MASC+FEM;SG	N
defensie	防守	defensie	防守	N;MASC+FEM;SG	N
trouwen	嫁	trouwen	嫁	V;NFIN	V
trouwen	結婚	trouwen	結婚	V;NFIN	V
artiest	藝術	artiest	藝術	N;MASC+FEM;SG	N
artiest	藝人	artiest	藝人	N;MASC+FEM;SG	N
inkomen	收入	inkomen	收入	N;NEUT;SG	N
inkomen	收入	inkomen	收入	N;NEUT;SG	N
aanpassen	定制	aanpassen	定制	V;NFIN	V
aanpassen	調整	aanpassen	調整	V;NFIN	V
aanpassen	變更	aanpassen	變更	V;NFIN	V
aanpassen	修改	aanpassen	修改	V;NFIN	V
aanpassen	適應	aanpassen	適應	V;NFIN	V
dream	夢	dream	夢	N;MASC+FEM;SG	N
dream	夢境	dream	夢境	N;MASC+FEM;SG	N
dream	夢想	dream	夢想	N;MASC+FEM;SG	N
beslag	面糊	beslag	面糊	N;NEUT;SG	N
vallei	河谷	vallei	河谷	N;MASC+FEM;SG	N
vallei	谷	vallei	谷	N;MASC+FEM;SG	N
vallei	山谷	vallei	山谷	N;MASC+FEM;SG	N
vallei	谷地	vallei	谷地	N;MASC+FEM;SG	N
ontmoet	遇見	ontmoeten	遇見	V;V.PTCP	V
paarden	馬	paard	馬	N;PL	N
paarden	馬匹	paard	馬匹	N;PL	N
student	學生	student	學生	N;MASC+FEM;SG	N
veertig	四十	veertig	四十	NUM	NUM
ligging	位置	ligging	位置	N;MASC+FEM;SG	N
ligging	地點	ligging	地點	N;MASC+FEM;SG	N
entertainment	娛樂	entertainment	娛樂	N;NEUT;SG	N
wagen	車	wagen	車	N;MASC+FEM;SG	N
wagen	汽車	wagen	汽車	N;MASC+FEM;SG	N
liedje	歌曲	liedje	歌曲	N;NEUT;SG	N
liedje	首歌	liedje	首歌	N;NEUT;SG	N
liedje	歌	liedje	歌	N;NEUT;SG	N
lossen	卸	lossen	卸	V;NFIN	V
lossen	卸	lossen	卸	V;NFIN	V
identiteit	身份	identiteit	身份	N;MASC+FEM;SG	N
identiteit	身分	identiteit	身分	N;MASC+FEM;SG	N
identiteit	身份	identiteit	身份	N;MASC+FEM;SG	N
zaal	廳	zaal	廳	N;MASC+FEM;SG	N
zaal	大廳	zaal	大廳	N;MASC+FEM;SG	N
edit	編輯	edit	編輯	N;MASC+FEM;SG	N
times	時代	time	時代	N;MASC+FEM;SG	N
times	時報	time	時報	N;MASC+FEM;SG	N
songs	歌曲	songs	歌曲	N;PL	N
songs	歌	songs	歌	N;PL	N
point	角	point	角	N;MASC+FEM;SG	N
point	點	point	點	N;MASC+FEM;SG	N
weerstand	阻力	weerstand	阻力	N;MASC+FEM;SG	N
weerstand	電阻	weerstand	電阻	N;MASC+FEM;SG	N
renaissance	復興	renaissance	復興	N;MASC+FEM;SG	N
renaissance	文藝	renaissance	文藝	N;MASC+FEM;SG	N
machines	機械	machine	機械	N;PL	N
machines	機器	machine	機器	N;PL	N
stroming	海流	stroming	海流	N;MASC+FEM;SG	N
soldaat	戰士	soldaat	戰士	N;MASC+FEM;SG	N
soldaat	兵	soldaat	兵	N;MASC+FEM;SG	N
soldaat	士兵	soldaat	士兵	N;MASC+FEM;SG	N
soldaat	軍人	soldaat	軍人	N;MASC+FEM;SG	N
tekenen	繪製	tekenen	繪製	V;NFIN	V
tekenen	抽籤	tekenen	抽籤	V;NFIN	V
tekenen	畫畫	tekenen	畫畫	V;NFIN	V
tekenen	簽字	tekenen	簽字	V;NFIN	V
tekenen	簽	tekenen	簽	V;NFIN	V
houding	態度	houding	態度	N;MASC+FEM;SG	N
houding	態度	houding	態度	N;MASC+FEM;SG	N
houding	態勢	houding	態勢	N;MASC+FEM;SG	N
houding	姿態	houding	姿態	N;MASC+FEM;SG	N
houding	姿勢	houding	姿勢	N;MASC+FEM;SG	N
infanterie	步兵	infanterie	步兵	N;MASC+FEM;SG	N
stop	停止	stoppen	停止	V;SG;PRS;FIN	V
gezocht	通緝	zoeken	通緝	V;V.PTCP	V
bezoeken	參觀	bezoeken	參觀	V;NFIN	V
bezoeken	訪問	bezoeken	訪問	V;NFIN	V
bezoeken	訪問	bezoeken	訪問	V;NFIN	V
cellen	細胞	cel	細胞	N;PL	N
verenigingen	社團	vereniging	社團	N;PL	N
musea	博物	museum	博物	N;PL	N
aanmaken	創建	aanmaken	創建	V;NFIN	V
haakjes	括號	haak	括號	N;PL	N
honda	本田	honda	本田	N;MASC+FEM;SG	N
lading	貨運	lading	貨運	N;MASC+FEM;SG	N
lading	貨物	lading	貨物	N;MASC+FEM;SG	N
lading	貨	lading	貨	N;MASC+FEM;SG	N
locaties	地點	locatie	地點	N;PL	N
sloten	鎖	sluiten	鎖	V;PL;PST;FIN	V
koers	課程	koers	課程	N;MASC+FEM;SG	N
achtereenvolgens	先後	achtereenvolgens	先後	ADV	ADV
relaties	關係	relatie	關係	N;PL	N
relaties	關係	relatie	關係	N;PL	N
veen	泥炭	veen	泥炭	N;MASC+FEM;SG	N
veen	荒原	veen	荒原	N;MASC+FEM;SG	N
veen	沼澤	veen	沼澤	N;MASC+FEM;SG	N
nationaliteit	國籍	nationaliteit	國籍	N;MASC+FEM;SG	N
begrijpen	理解	begrijpen	理解	V;NFIN	V
begrijpen	諒解	begrijpen	諒解	V;NFIN	V
trap	樓梯	trap	樓梯	N;MASC+FEM;SG	N
trap	階梯	trap	階梯	N;MASC+FEM;SG	N
trap	樓梯	trap	樓梯	N;MASC+FEM;SG	N
hemel	天國	hemel	天國	N;MASC+FEM;SG	N
hemel	天堂	hemel	天堂	N;MASC+FEM;SG	N
hemel	天空	hemel	天空	N;MASC+FEM;SG	N
mail	郵件	mail	郵件	N;MASC+FEM;SG	N
mail	郵寄	mail	郵寄	N;MASC+FEM;SG	N
mail	信件	mail	信件	N;MASC+FEM;SG	N
monster	樣品	monster	樣品	N;NEUT;SG	N
monster	抽樣	monster	抽樣	N;NEUT;SG	N
monster	樣本	monster	樣本	N;NEUT;SG	N
monster	妖怪	monster	妖怪	N;NEUT;SG	N
monster	怪物	monster	怪物	N;NEUT;SG	N
sector	部門	sector	部門	N;MASC+FEM;SG	N
bakker	麵	bakker	麵	N;MASC+FEM;SG	N
toezicht	監督	toezicht	監督	N;NEUT;SG	N
toezicht	監管	toezicht	監管	N;NEUT;SG	N
toezicht	督導	toezicht	督導	N;NEUT;SG	N
toezicht	監督	toezicht	監督	N;NEUT;SG	N
toezicht	監督	toezicht	監督	N;NEUT;SG	N
betaalde	付費	betalen	付費	V;SG;PST;FIN	V
vechten	打	vechten	打	V;NFIN	V
tournee	游	tournee	游	N;MASC+FEM;SG	N
tournee	導覽	tournee	導覽	N;MASC+FEM;SG	N
tournee	旅遊	tournee	旅遊	N;MASC+FEM;SG	N
tempo	節奏	tempo	節奏	N;NEUT;SG	N
tempo	拍子	tempo	拍子	N;NEUT;SG	N
verwarring	混淆	verwarring	混淆	N;MASC+FEM;SG	N
verwarring	混亂	verwarring	混亂	N;MASC+FEM;SG	N
verwarring	迷惘	verwarring	迷惘	N;MASC+FEM;SG	N
blokkeren	阻擋	blokkeren	阻擋	V;NFIN	V
plekken	斑點	plekken	斑點	N;PL	N
ontmoette	遇見	ontmoeten	遇見	V;SG;PST;FIN	V
training	培訓	training	培訓	N;MASC+FEM;SG	N
training	鍛鍊	training	鍛鍊	N;MASC+FEM;SG	N
training	健身	training	健身	N;MASC+FEM;SG	N
fotograaf	攝影	fotograaf	攝影	N;MASC+FEM;SG	N
fotograaf	攝影	fotograaf	攝影	N;MASC+FEM;SG	N
dorpje	村	dorp	村	N;NEUT;SG	N
dorpje	鄉村	dorp	鄉村	N;NEUT;SG	N
dorpje	村	dorp	村	N;NEUT;SG	N
dorpje	村落	dorp	村落	N;NEUT;SG	N
dorpje	村子	dorp	村子	N;NEUT;SG	N
statistieken	統計	statistiek	統計	N;PL	N
zijden	蠶絲	zijden	蠶絲	N;PL	N
zijden	絲綢	zijden	絲綢	N;PL	N
genootschap	社會	genootschap	社會	N;NEUT;SG	N
legende	傳奇	legende	傳奇	N;MASC+FEM;SG	N
western	西部	western	西部	N;NEUT;SG	N
koude	寒冷	koud	寒冷	ADJ	ADJ
smalle	狹窄	smal	狹窄	ADJ	ADJ
angst	恐懼	angst	恐懼	N;MASC+FEM;SG	N
angst	焦慮	angst	焦慮	N;MASC+FEM;SG	N
vervaardigd	製造	vervaardigen	製造	V;V.PTCP	V
binnenstad	市區	binnenstad	市區	N;MASC+FEM;SG	N
straf	罰	straf	罰	N;MASC+FEM;SG	N
straf	懲罰	straf	懲罰	N;MASC+FEM;SG	N
straf	處罰	straf	處罰	N;MASC+FEM;SG	N
straf	刑罰	straf	刑罰	N;MASC+FEM;SG	N
straf	刑罰	straf	刑罰	N;MASC+FEM;SG	N
straf	懲罰	straf	懲罰	N;MASC+FEM;SG	N
straf	處罰	straf	處罰	N;MASC+FEM;SG	N
straf	句子	straf	句子	N;MASC+FEM;SG	N
straf	刑期	straf	刑期	N;MASC+FEM;SG	N
arbeiders	工人	arbeider	工人	N;PL	N
romans	小說	romans	小說	N;PL	N
consensus	共識	consensus	共識	N;MASC+FEM;SG	N
vaderland	故鄉	vaderland	故鄉	N;NEUT;SG	N
vaderland	家園	vaderland	家園	N;NEUT;SG	N
vaderland	祖國	vaderland	祖國	N;NEUT;SG	N
vaderland	國土	vaderland	國土	N;NEUT;SG	N
vaderland	祖國	vaderland	祖國	N;NEUT;SG	N
patiënt	病患	patiënt	病患	N;MASC+FEM;SG	N
patiënt	患者	patiënt	患者	N;MASC+FEM;SG	N
patiënt	病人	patiënt	病人	N;MASC+FEM;SG	N
kerkhof	墓園	kerkhof	墓園	N;NEUT;SG	N
kerkhof	墓地	kerkhof	墓地	N;NEUT;SG	N
kerkhof	公墓	kerkhof	公墓	N;NEUT;SG	N
kerkhof	墓地	kerkhof	墓地	N;NEUT;SG	N
fans	粉絲	fan	粉絲	N;PL	N
memorial	紀念	memorial	紀念	N;MASC+FEM;SG	N
unieke	獨特	uniek	獨特	ADJ	ADJ
unieke	獨一	uniek	獨一	ADJ	ADJ
technieken	技術	techniek	技術	N;PL	N
mount	山	mounen	山	N;MASC+FEM;SG	N
theologie	神學	theologie	神學	N;MASC+FEM;SG	N
forum	論壇	forum	論壇	N;NEUT;SG	N
bruggen	橋	bruggen	橋	N;PL	N
uitdrukking	表情	uitdrukking	表情	N;MASC+FEM;SG	N
bewegen	移動	bewegen	移動	V;NFIN	V
bewegen	感動	bewegen	感動	V;NFIN	V
voeten	英尺	voet	英尺	N;PL	N
voeten	腳	voet	腳	N;PL	N
taalgebruik	語言	taalgebruik	語言	N;NEUT;SG	N
