жлези	αδένες	жлез	άδενα	N;INDF;FEM;PL	N;NOM;MASC;PL
съперник	αντίπαλο	съперник	αντίπαλο	N;INDF;MASC;SG	N;ACC;MASC;SG
съперник	αντίπαλο	съперник	αντίπαλο	N;INDF;MASC;SG	N;ACC;MASC;SG
поетът	ποιητής	поет	ποιητής	N;DEF;MASC;SG	N;NOM;MASC;SG
поетът	ποιητή	поет	ποιητής	N;DEF;MASC;SG	N;ACC;MASC;SG
съгласието	συγκατάθεση	съгласие	συγκατάθεση	N;DEF;NEUT;SG	N;ACC;FEM;SG
съгласието	συναίνεση	съгласие	συναίνεση	N;DEF;NEUT;SG	N;ACC;FEM;SG
верен	πιστός	верен	πιστός	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
верен	πιστό	верен	πιστός	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
верен	πιστή	верен	πιστός	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
верен	πιστός	верен	πιστός	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
верен	πιστό	верен	πιστός	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
верен	πιστή	верен	πιστός	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
палубата	κατάστρωμα	палуба	κατάστρωμα	N;DEF;FEM;SG	N;NOM;NEUT;SG
господ	θεός	господ	θεός	N;INDF;MASC;SG	N;NOM;MASC;SG
антиохия	αντιόχεια	антиохия	αντιόχεια	N;DEF;MASC;SG	N;ACC;FEM;SG
нервна	νευρικό	нервен	νευρικός	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
нервна	νευρική	нервен	νευρικός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
нервна	νευρικός	нервен	νευρικός	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
руда	μετάλλευμα	руда	μετάλλευμα	N;INDF;FEM;SG	N;NOM;NEUT;SG
скоби	σφιγκτήρες	скоба	σφιγκτήρα	N;INDF;FEM;PL	N;NOM;FEM;PL
скоби	συνδετήρες	скоба	συνδετήρας	N;INDF;FEM;PL	N;NOM;FEM;PL
скоби	τιράντες	скоба	τιρά	N;INDF;FEM;PL	N;NOM;FEM;PL
фрази	φράσεις	фразя	φράση	N;INDF;FEM;PL	N;NOM;FEM;PL
тунел	στοά	тунел	στοά	N;INDF;MASC;SG	N;NOM;FEM;SG
тунел	σήραγγα	тунел	σήραγγα	N;INDF;MASC;SG	N;NOM;FEM;SG
картофи	πατάτες	картоф	πατάτης	N;INDF;MASC;PL	N;NOM;FEM;PL
картофи	πατάτες	картоф	πατάτης	N;INDF;MASC;PL	N;NOM;FEM;PL
другаде	αλλού	другаде	αλλού	ADV	ADV
инфекции	μολύνσεις	инфекция	μολύνση	N;INDF;FEM;PL	N;NOM;FEM;PL
инфекции	λοιμώξεις	инфекция	λοίμωξη	N;INDF;FEM;PL	N;NOM;FEM;PL
елита	ελίτ	елит	ελίτ	N;DEF;MASC;SG	N;NOM;FEM;SG
изхода	διέξοδο	изход	διάξοδος	N;DEF;MASC;SG	N;ACC;FEM;SG
бройки	τεμάχια	бройка	τεμάχιος	N;INDF;FEM;PL	N;NOM;NEUT;PL
бройки	κομμάτια	бройка	κομμάτι	N;INDF;FEM;PL	N;NOM;NEUT;PL
еквивалент	ισοδύναμο	еквивалент	ισοδύναμος	N;INDF;MASC;SG	N;NOM;NEUT;SG
експеримент	πείραμα	експеримент	πείραμα	N;INDF;MASC;SG	N;NOM;NEUT;SG
арабска	αραβικό	арабски	αραβικός	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
арабска	αραβική	арабски	αραβικός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
арабска	αραβική	арабски	αραβικός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
арабска	αραβικό	арабски	αραβικός	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
арабска	αραβικό	арабски	αραβικός	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
изпревари	προσπεράσει	изпреваря	προσπερνώ	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;NFIN;ACT
ислям	ισλάμ	ислем	ισλάμ	N;INDF;MASC;SG	N;NOM;NEUT;SG
риска	κίνδυνος	риск	κίνδυνος	N;DEF;MASC;SG	N;NOM;MASC;SG
риска	κίνδυνο	риск	κίνδυνος	N;DEF;MASC;SG	N;ACC;MASC;SG
риска	ρίσκο	риск	Ρίσκο	N;DEF;MASC;SG	N;NOM;NEUT;SG
риска	κινδύνου	риск	κίνδυνος	N;DEF;MASC;SG	N;GEN;MASC;SG
ярко	φωτεινά	ярко	φωτεινά	ADV	ADV
агенции	πρακτορεία	агенция	πρακτορεία	N;INDF;FEM;PL	N;NOM;NEUT;PL
петдесет	πενήντα	петдесет	πενήντα	NUM;INDF;PL	NUM;NOM;NEUT;PL
иконата	εικονίδιο	икона	εικονίδιο	N;DEF;FEM;SG	N;NOM;NEUT;SG
иконата	είδωλο	икона	είδωλος	N;DEF;FEM;SG	N;NOM;NEUT;SG
епидемия	εστία	епидемия	εστία	N;INDF;FEM;SG	N;NOM;FEM;SG
епидемия	ξέσπασμα	епидемия	ξέσπασμα	N;INDF;FEM;SG	N;NOM;NEUT;SG
епидемия	επιδημία	епидемия	επιδημία	N;INDF;FEM;SG	N;NOM;FEM;SG
епидемия	επιδημία	епидемия	επιδημία	N;INDF;FEM;SG	N;NOM;FEM;SG
кореспонденция	αλληλογραφία	кореспонденция	αλληλογραφία	N;INDF;FEM;SG	N;NOM;FEM;SG
племенница	ανιψιά	племенница	ανιψί	N;INDF;FEM;SG	N;NOM;FEM;SG
племенница	ανηψιά	племенница	ανηψί	N;INDF;FEM;SG	N;NOM;FEM;SG
селекция	επιλογή	селекция	επιλογή	N;INDF;FEM;SG	N;NOM;FEM;SG
предадени	παραδόθηκαν	предам-(се)	παραδίδω	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;PL;3;PST;FIN;PASS
отпред	μπροστά	отпред	μπροστά	ADV	ADV
джесика	τζέσικα	джесика	τζέσικος	N;INDF;FEM;SG	N;NOM;FEM;SG
близостта	εγγύτητα	близост	εγγύτητα	N;DEF;FEM;SG	N;ACC;FEM;SG
пътувания	ταξίδια	пътуване	ταξίδι	N;INDF;NEUT;PL	N;NOM;NEUT;PL
пътувания	διαδρομές	пътуване	διαδρομή	N;INDF;NEUT;PL	N;NOM;FEM;PL
пътувания	ταξίδια	пътуване	ταξίδι	N;INDF;NEUT;PL	N;NOM;NEUT;PL
пътувания	ταξίδια	пътуване	ταξίδι	N;INDF;NEUT;PL	N;NOM;NEUT;PL
бай	μπάι	бай	μπάι	N;INDF;MASC;SG	N
толстой	τολστόι	толстой	τολστός	N;INDF;MASC;SG	N;NOM;MASC;SG
постановка	ρύθμιση	постановка	ρύθμιση	N;INDF;FEM;SG	N;ACC;FEM;SG
постановка	στήσιμο	постановка	στήσιμο	N;INDF;FEM;SG	N;NOM;NEUT;SG
постановка	στήσιμο	постановка	στήσιμο	N;INDF;FEM;SG	N;NOM;NEUT;SG
плуване	κολύμπι	плуване	κολύμπι	N;INDF;NEUT;SG	N;NOM;NEUT;SG
плуване	κολύμβηση	плуване	κολύμβηση	N;INDF;NEUT;SG	N;ACC;FEM;SG
плуване	κολύμπι	плуване	κολύμπι	N;INDF;NEUT;SG	N;NOM;NEUT;SG
ъгъла	γωνιά	ъгъл	γωνιά	N;DEF;MASC;SG	N;NOM;FEM;SG
ъгъла	γωνία	ъгъл	γωνία	N;DEF;MASC;SG	N;NOM;FEM;SG
астрономически	αστρονομικό	астрономически	αστρονομικός	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
свободи	ελευθερίες	свобода	ελευθερία	N;INDF;FEM;PL	N;NOM;FEM;PL
свободи	ελευθεριών	свобода	ελευθερία	N;INDF;FEM;PL	N;GEN;FEM;PL
ръба	άκρη	ръб	άκρη	N;DEF;MASC;SG	N;NOM;FEM;SG
лири	λιρέτες	лира	λιρώ	N;INDF;FEM;PL	N;NOM;MASC;PL
лири	κιλά	лира	κιλώ	N;INDF;FEM;PL	N
лири	λίρες	лира	λίρος	N;INDF;FEM;PL	N;NOM;FEM;PL
лири	λίβρες	лира	λίβρας	N;INDF;FEM;PL	N;NOM;MASC;PL
жозеф	ιωσήφ	жозеф	ιωσήφ	N;INDF;MASC;SG	N;MASC;SG
нож	μαχαίρι	нож	μαχαίρι	N;INDF;MASC;SG	N;NOM;NEUT;SG
антоанета	αντουανέτ	антоанет	αντουανέτ	N;INDF;FEM;SG	N
изключителни	εξαιρετικές	изключителен	εξαιρετικός	ADJ;INDF;PL	ADJ;NOM;FEM;PL
астронавти	αστροναύτες	астронавт	αστροναύτης	N;INDF;MASC;PL	N;NOM;MASC;PL
стадий	στάδιο	стадий	στάδιο	N;INDF;MASC;SG	N;NOM;NEUT;SG
арка	αψίδα	арка	αψίδα	N;INDF;FEM;SG	N;NOM;FEM;SG
феномен	φαινόμενο	феномен	φαινόμενο	N;INDF;MASC;SG	N;NOM;NEUT;SG
пакет	δέσμη	пакет	δέσμη	N;INDF;MASC;SG	N;NOM;FEM;SG
пакет	δέμα	пакет	δέμα	N;INDF;MASC;SG	N;NOM;NEUT;SG
пакет	πακέτο	пакет	πακέτος	N;INDF;MASC;SG	N;NOM;NEUT;SG
пакет	συσκευασία	пакет	συσκευασία	N;INDF;MASC;SG	N;NOM;FEM;SG
дружба	φιλια	дружба	φιλιά	N;INDF;FEM;SG	N;NOM;FEM;SG
дружба	φιλία	дружба	φιλία	N;INDF;FEM;SG	N;NOM;FEM;SG
дружба	συντροφιά	дружба	συντροφιά	N;INDF;FEM;SG	N;NOM;FEM;SG
фази	φάσεις	фаза	φάση	N;INDF;FEM;PL	N;NOM;FEM;PL
фази	στάδια	фаза	στάδιο	N;INDF;FEM;PL	N;NOM;NEUT;PL
гигантски	γιγαντιαίο	гигантски	γιγαντιαίος	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
гигантски	γιγαντιαίο	гигантски	γιγαντιαίος	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
гигантски	γιγάντιο	гигантски	γιγάντιος	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
гигантски	γιγαντιαία	гигантски	γιγαντιαία	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
означение	ονομασία	означение	ονομασία	N;INDF;NEUT;SG	N;NOM;FEM;SG
означение	χαρακτηρισμός	означение	χαρακτηρισμός	N;INDF;NEUT;SG	N;NOM;MASC;SG
наследниците	κληρονόμους	наследник	κληρόνομος	N;DEF;MASC;PL	N;ACC;MASC;PL
фламандски	φλαμανδική	фламандски	φλαμανδικός	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
традиционна	παραδοσιακό	традиционен	παραδοσιακός	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
традиционна	παραδοσιακή	традиционен	παραδοσιακός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
традиционна	παραδοσιακός	традиционен	παραδοσιακός	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
бригади	ταξιαρχίες	бригада	ταξιαρχία	N;INDF;MASC;PL	N;NOM;FEM;PL
следите	ίχνη	следя	ίχνος	N;DEF;FEM;PL	N;NOM;NEUT;PL
следите	ράγες	следя	ράγη	N;DEF;FEM;PL	N;NOM;FEM;PL
борса	ανταλλαγή	борса	ανταλλαγή	N;INDF;FEM;SG	N;NOM;FEM;SG
психоанализа	ψυχανάλυση	психоанализа	ψυχανάλυση	N;DEF;MASC;SG	N;NOM;FEM;SG
тор	λίπασμα	тор	λίπασμα	N;INDF;MASC;SG	N;NOM;NEUT;SG
тор	κοπριά	тор	κοπριά	N;INDF;MASC;SG	N;NOM;FEM;SG
тор	λίπασμα	тор	λίπασμα	N;INDF;MASC;SG	N;NOM;NEUT;SG
мита	δασμοί	мито	δασμός	N;INDF;NEUT;PL	N;NOM;MASC;PL
мита	καθήκοντα	мито	καθήκον	N;INDF;NEUT;PL	N;NOM;NEUT;PL
доказано	αποδείχθηκε	докажа	αποδεικνύω	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
доказано	αποδεδειγμένη	докажа	αποδεικνύω	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
доказано	αποδεδειγμένο	докажа	αποδεικνύω	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
доказано	αποδειχθεί	докажа	αποδεικνύω	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;NFIN;PASS
биологични	βιολογικές	биологичен	βιολογικός	ADJ;INDF;PL	ADJ;NOM;FEM;PL
клонове	κλάδοι	клон	κλάδος	N;INDF;MASC;PL	N;NOM;MASC;PL
клонове	κλαδιά	клон	κλαδιό	N;INDF;MASC;PL	N;NOM;NEUT;PL
клонове	υποκαταστήματα	клон	υποκαθίστημα	N;INDF;MASC;PL	N;NOM;NEUT;PL
витамин	βιταμίνης	витамин	βιταμίνος	N;INDF;MASC;SG	N;GEN;FEM;SG
витамин	βιταμίνη	витамин	βιταμίνομαι	N;INDF;MASC;SG	N;NOM;FEM;SG
плажове	παραλίες	плаж	παραλία	N;INDF;MASC;PL	N;NOM;FEM;PL
духове	φαντάσματα	дух	φάντασμα	N;INDF;MASC;PL	N;NOM;NEUT;PL
духове	αποστάγματα	дух	απόσταγμα	N;INDF;MASC;PL	N;NOM;NEUT;PL
духове	πνεύματα	дух	πνεύμα	N;INDF;MASC;PL	N;NOM;NEUT;PL
духове	οινοπνευματώδη	дух	οινοπνευματώδης	N;INDF;MASC;PL	N;NOM;NEUT;PL
спад	παρακμή	спад	παρακμή	N;INDF;MASC;SG	N;NOM;FEM;SG
спад	πτώση	спад	πτώση	N;INDF;MASC;SG	N;ACC;FEM;SG
обвивка	θήκη	обвивка	θήκη	N;INDF;FEM;SG	N;NOM;FEM;SG
обвивка	κέλυφος	обвивка	κέλυφος	N;INDF;FEM;SG	N;NOM;NEUT;SG
приключване	ολοκλήρωση	приключване	ολοκλήρωση	N;INDF;NEUT;SG	N;ACC;FEM;SG
приключване	περάτωση	приключване	περάτωση	N;INDF;NEUT;SG	N;ACC;FEM;SG
приключване	συμπλήρωση	приключване	συμπλήρωση	N;INDF;NEUT;SG	N;ACC;FEM;SG
приключване	κλείσιμο	приключване	κλείσιμο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
публична	δημόσια	публичен	δημόσιος	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
публична	δημόσιος	публичен	δημόσιος	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
вулкан	ηφαίστειο	вулкан	ηφαίστειο	N;INDF;MASC;SG	N;NOM;NEUT;SG
бунтове	ταραχές	бунт	ταραχή	N;INDF;MASC;PL	N;NOM;FEM;PL
бунтове	εξεγέρσεις	бунт	εξέγερση	N;INDF;MASC;PL	N;NOM;FEM;PL
бежанците	πρόσφυγες	бежанец	πρόσφυγας	N;DEF;MASC;PL	N;NOM;MASC;PL
собственици	ιδιοκτήτες	собственик	ιδιοκτήτης	N;INDF;MASC;PL	N;NOM;MASC;PL
собственици	κάτοχοι	собственик	κάτοχος	N;INDF;MASC;PL	N;NOM;MASC;PL
осветление	φωτισμός	осветление	φωτισμός	N;INDF;NEUT;SG	N;NOM;MASC;SG
осветление	φωτισμού	осветление	φωτισμός	N;INDF;NEUT;SG	N;GEN;MASC;SG
осветление	φωτισμό	осветление	φωτισμός	N;INDF;NEUT;SG	N;ACC;MASC;SG
повторение	επανεμφάνιση	повторение	επανεμφάνιση	N;INDF;NEUT;SG	N;ACC;FEM;SG
повторение	υποτροπή	повторение	υποτροπή	N;INDF;NEUT;SG	N;ACC;FEM;SG
повторение	επανάληψης	повторение	επανάληψη	N;INDF;NEUT;SG	N;GEN;FEM;SG
повторение	επανάληψη	повторение	επανάληψη	N;INDF;NEUT;SG	N;ACC;FEM;SG
папи	πάπες	папя-(се)	πάπης	N;INDF;FEM;PL	N;NOM;MASC;PL
парламентът	βουλή	парламент	βουλή	N;DEF;MASC;SG	N;NOM;FEM;SG
парламентът	κοινοβούλιο	парламент	κοινοβούλιο	N;DEF;MASC;SG	N;NOM;NEUT;SG
парламентът	κοινοβουλίου	парламент	κοινοβούλιο	N;DEF;MASC;SG	N;GEN;NEUT;SG
свършва	τελειώνει	свършвам-(се)	τελειώνω	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
кодове	κώδικες	код	κώδικας	N;INDF;MASC;PL	N;NOM;MASC;PL
ренесанс	αναγέννηση	ренесанс	αναγέννηση	N;INDF;MASC;SG	N;ACC;FEM;SG
зигфрид	ζίγκφριντ	зигфрид	ζίγκφριντ	N;INDF;MASC;SG	N
мощен	ισχυρός	мощен	ισχυρός	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
мощен	ισχυρό	мощен	ισχυρός	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
мощен	ισχυρή	мощен	ισχυρός	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
равнини	πεδιάδες	равнина	πεδιάδα	N;INDF;FEM;PL	N;NOM;FEM;PL
градината	κήπος	градина	κήπος	N;DEF;FEM;SG	N;NOM;MASC;SG
градината	κήπο	градина	κήπος	N;DEF;FEM;SG	N;ACC;MASC;SG
провал	αστοχία	провал	αστοχία	N;INDF;MASC;SG	N;NOM;FEM;SG
провал	αποτυχία	провал	αποτυχία	N;INDF;MASC;SG	N;ACC;FEM;SG
сухо	στεγνά	сухо	στεγνά	ADV	ADV
предна	μετωπικής	преден	μετωπικός	ADJ;INDF;FEM;SG	ADJ;GEN;FEM;SG
автобуси	λεωφορεία	автобус	λεωφορείο	N;INDF;MASC;PL	N;NOM;NEUT;PL
дъга	τόξο	дъга	τόξο	N;INDF;FEM;SG	N;NOM;NEUT;SG
дъга	εκα	дъга	εκα	N;INDF;FEM;SG	N
дъга	τόξου	дъга	τόξος	N;INDF;FEM;SG	N;GEN;MASC;SG
удобно	βολικά	удобно	βολικά	ADV	ADV
удобно	άνετα	удобно	άνετα	ADV	ADV
удобно	άνετα	удобно	άνετα	ADV	ADV
постигането	επίτευξη	постигане	επίτευξη	N;DEF;NEUT;SG	N;ACC;FEM;SG
постигането	επίτευγμα	постигане	επίτευγμα	N;DEF;NEUT;SG	N;NOM;NEUT;SG
команди	εντολές	команд	εντολή	N;INDF;MASC;PL	N;NOM;FEM;PL
привлече	προσέλκυσε	привлека	προσέλκω	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
мъртви	νεκροί	мъртъв	νεκρός	ADJ;INDF;PL	ADJ;NOM;MASC;PL
телефон	τηλέφωνο	телефон	τηλέφωνος	N;INDF;MASC;SG	N;NOM;NEUT;SG
телефон	τηλέφωνο	телефон	τηλέφωνος	N;INDF;MASC;SG	N;NOM;NEUT;SG
фокус	εστίαση	фокус	εστίαση	N;INDF;MASC;SG	N;ACC;FEM;SG
чести	συχνές	честя-(се)	συχνή	N;INDF;FEM;PL	N;NOM;FEM;PL
летец	αεροπόρος	летец	αεροπόρος	N;INDF;MASC;SG	N;NOM;MASC;SG
устава	καταστατικό	устав	καταστατικό	N;DEF;MASC;SG	N;NOM;NEUT;SG
триумф	θρίαμβος	триумф	θρίαμβος	N;INDF;MASC;SG	N;NOM;MASC;SG
триумф	θρίαμβο	триумф	θρίαμβο	N;INDF;MASC;SG	N;NOM;NEUT;SG
клиентите	πελάτες	клиент	πελάτης	N;DEF;MASC;PL	N;NOM;MASC;PL
записки	νότες	записка	νότος	N;INDF;FEM;PL	N;NOM;FEM;PL
записки	σημειώσεις	записка	σημείωση	N;INDF;FEM;PL	N;NOM;FEM;PL
пепел	στάχτη	пепел	στάχτης	N;INDF;MASC;SG	N;NOM;FEM;SG
пепел	τέφρα	пепел	τέφρα	N;INDF;MASC;SG	N;NOM;FEM;SG
пепел	στάχτη	пепел	στάχτης	N;INDF;MASC;SG	N;NOM;FEM;SG
пепел	τέφρα	пепел	τέφρα	N;INDF;MASC;SG	N;NOM;FEM;SG
почвите	εδάφη	почва	εδάφη	N;DEF;FEM;PL	N;NOM;NEUT;PL
легиони	λεγεώνες	легион	λεγεώνα	N;INDF;MASC;PL	N;NOM;FEM;PL
репресии	αντίποινα	репресия	αντίποινο	N;INDF;FEM;PL	N;NOM;NEUT;PL
инфекция	μόλυνση	инфекция	μόλυνση	N;INDF;FEM;SG	N;NOM;FEM;SG
инфекция	λοίμωξη	инфекция	λοίμωξη	N;INDF;FEM;SG	N;ACC;FEM;SG
влечуги	ερπετά	влечуг	ερπετός	N;INDF;MASC;PL	N;NOM;NEUT;PL
влечуги	ερπετά	влечуг	ερπετός	N;INDF;MASC;PL	N;NOM;NEUT;PL
синдром	σύνδρομο	синдром	σύνδρομος	N;INDF;MASC;SG	N;NOM;NEUT;SG
мелник	μέλνικ	мелник	μέλνικ	N;INDF;MASC;SG	N
приемник	ξενιστής	приемник	ξενιστής	N;INDF;MASC;SG	N;NOM;MASC;SG
приемник	υποδοχής	приемник	υποδοχή	N;INDF;MASC;SG	N;GEN;FEM;SG
приемник	παρουσιαστής	приемник	παρουσιαστής	N;INDF;MASC;SG	N;NOM;MASC;SG
приемник	οικοδεσπότης	приемник	οικοδεσπότης	N;INDF;MASC;SG	N;NOM;MASC;SG
приемник	δέκτης	приемник	δέκτης	N;INDF;MASC;SG	N;NOM;MASC;SG
приемник	δέκτη	приемник	δέκτης	N;INDF;MASC;SG	N;ACC;MASC;SG
банда	ορχήστρα	банда	ορχήστρα	N;INDF;FEM;SG	N;NOM;FEM;SG
банда	συγκρότημα	банда	συγκρότημα	N;INDF;FEM;SG	N;NOM;NEUT;SG
банда	μπάντα	банда	μπάντα	N;INDF;FEM;SG	N;NOM;FEM;SG
банда	συμμορία	банда	συμμορία	N;INDF;FEM;SG	N;NOM;FEM;SG
конкуренция	ανταγωνισμού	конкуренция	ανταγωνισμός	N;INDF;FEM;SG	N;GEN;MASC;SG
конкуренция	διαγωνισμός	конкуренция	διαγωνισμός	N;INDF;FEM;SG	N;NOM;MASC;SG
конкуренция	ανταγωνισμός	конкуренция	ανταγωνισμός	N;INDF;FEM;SG	N;NOM;MASC;SG
чудо	θαυματουργό	чудо	θαυματουργός	N;INDF;NEUT;SG	N;NOM;NEUT;SG
чудо	θαυματουργή	чудо	θαυματουργή	N;INDF;NEUT;SG	N;NOM;FEM;SG
чудо	θαύμα	чудо	θαύμα	N;INDF;NEUT;SG	N;NOM;NEUT;SG
чудо	θαύμα	чудо	θαύμα	N;INDF;NEUT;SG	N;NOM;NEUT;SG
кобург	κόμπουργκ	кобург	κόμπουργκ	N;INDF;MASC;SG	N;NOM;MASC;SG
променено	τροποποιημένο	променя-(се)	τροποποιώ	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
променено	τροποποιήθηκε	променя-(се)	τροποποιώ	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
променено	τροποποιημένη	променя-(се)	τροποποιώ	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
променено	τροποποιημένος	променя-(се)	τροποποιημένος	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
чума	πανούκλα	чума	πανούκλο	N;INDF;FEM;SG	N;NOM;FEM;SG
чума	πανώλη	чума	πανώλης	N;INDF;FEM;SG	N;NOM;FEM;SG
чума	πανούκλα	чума	πανούκλο	N;INDF;FEM;SG	N;NOM;FEM;SG
чума	μάστιγα	чума	μάστιγα	N;INDF;FEM;SG	N;NOM;FEM;SG
борд	σανίδα	борд	σανίδα	N;INDF;MASC;SG	N;NOM;FEM;SG
консумация	κατανάλωση	консумация	κατανάλωση	N;INDF;FEM;SG	N;ACC;FEM;SG
дракон	δράκο	дракон	δράκο	N;INDF;MASC;SG	N;NOM;NEUT;SG
дракон	δράκος	дракон	δράκος	N;INDF;MASC;SG	N;NOM;MASC;SG
посочен	καθορισμένη	посоча	καθορίζω	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
посочен	καθορισμένο	посоча	καθορίζω	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
лук	κρεμμύδι	лук	κρεμμύδι	N;INDF;MASC;SG	N;NOM;NEUT;SG
лук	κρεμμύδι	лук	κρεμμύδι	N;INDF;MASC;SG	N;NOM;NEUT;SG
младежта	νιότη	младеж	νιότης	N;DEF;FEM;SG	N;ACC;FEM;SG
младежта	νεολαία	младеж	νεολαία	N;DEF;FEM;SG	N;NOM;FEM;SG
младежта	νεότητα	младеж	νεότητα	N;DEF;FEM;SG	N;NOM;FEM;SG
крилете	φτερούγες	криля	φτερούγα	N;DEF;MASC;PL	N;NOM;FEM;PL
крилете	φτερά	криля	φτερά	N;DEF;MASC;PL	N;NOM;NEUT;PL
крилете	πτέρυγες	криля	πτέρυγας	N;DEF;MASC;PL	N;NOM;FEM;PL
електричество	ηλεκτρισμού	електричество	ηλεκτρισμός	N;INDF;NEUT;SG	N;GEN;MASC;SG
електричество	ηλεκτρισμός	електричество	ηλεκτρισμός	N;INDF;NEUT;SG	N;NOM;MASC;SG
институти	ινστιτούτα	институт	ινστιτούτα	N;INDF;FEM;PL	N;NOM;NEUT;PL
привилегии	προνόμια	привилегия	προνόμιο	N;INDF;FEM;PL	N;NOM;NEUT;PL
седмицата	βδομάδα	седмица	βδομάδα	N;DEF;FEM;SG	N;ACC;FEM;SG
седмицата	εβδομάδα	седмица	εβδομάδα	N;DEF;FEM;SG	N;ACC;FEM;SG
вселенски	οικουμενικό	вселенски	οικουμενικός	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
фотографии	φωτογραφιες	фотография	φωτογραφιά	N;INDF;FEM;PL	N;NOM;FEM;PL
фотографии	φωτογραφίες	фотография	φωτογραφία	N;INDF;FEM;PL	N;NOM;FEM;PL
включено	ενεργοποιημένη	включа-(се)	ενεργοποιώ	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
включено	ενεργοποιημένο	включа-(се)	ενεργοποιώ	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
напредък	πρόοδος	напредък	πρόοδος	N;INDF;MASC;SG	N;NOM;FEM;SG
напредък	πρόοδο	напредък	πρόοδος	N;INDF;MASC;SG	N;ACC;FEM;SG
вековете	αιώνες	век	αιώνας	N;DEF;MASC;PL	N;NOM;MASC;PL
увреждания	αναπηρία	увреждане	αναπηρία	N;INDF;NEUT;PL	N;NOM;NEUT;PL
увреждания	αναπηρία	увреждане	αναπηρία	N;INDF;NEUT;PL	N;NOM;NEUT;PL
съществена	απαραίτητος	съществен	απαραίτητος	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
съществена	ουσιώδης	съществен	ουσιώδης	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
съществена	απαραίτητο	съществен	απαραίτητος	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
дарвин	δαρβίνου	дарвин	δαρβίνος	N;INDF;MASC;SG	N;GEN;NEUT;SG
