von	من	von	مِن	ADP	ADP
ziele	اهداف	ziel	هَدَف	N;NOM;NEUT;PL	N;NOM;INDF;PL
ziele	الاهداف	ziel	هَدَف	N;NOM;NEUT;PL	N;NOM;DEF;PL
ziele	اهداف	ziel	هَدَف	N;NOM;NEUT;PL	N;NOM;INDF;PL
ziele	الاهداف	ziel	هَدَف	N;NOM;NEUT;PL	N;NOM;DEF;PL
ziele	الغايات	ziel	غَايَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
ziele	المقاصد	ziel	مَقصِد	N;NOM;NEUT;PL	N;NOM;DEF;PL
ziele	وجهات	ziel	وِجهَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
bühne	المنصة	bühnen	مِنَصَّة	N;FEM;SG	N;NOM;DEF;SG
bühne	المسرح	bühnen	مَسرَح	N;FEM;SG	N;NOM;DEF;SG
bühne	المرحلة	bühnen	مَرحَلَة	N;FEM;SG	N;NOM;DEF;SG
bühne	مرحلة	bühnen	مَرحَلَة	N;FEM;SG	N;NOM;INDF;SG
konflikt	تنازع	konflikt	نَازَع	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
kandidaten	المرشحون	kandidat	مُرَشَّح	N;NOM;PL	N;NOM;DEF;PL
kandidaten	المرشحين	kandidat	مُرَشَّح	N;NOM;PL	N;NOM;DEF;PL
kandidaten	المرشحون	kandidat	مُرَشَّح	N;NOM;PL	N;NOM;DEF;PL
kandidaten	مرشحين	kandidat	مُرَشَّح	N;NOM;PL	N;NOM;INDF;PL
vielzahl	متنوعة	vielzahl	مُتَنَوِّع	ADJ	ADJ;NOM;INDF;FEM;SG
interessiert	مهتمة	interessieren	مُهتَمّ	ADJ	ADJ;NOM;INDF;FEM;SG
interessiert	مهتم	interessieren	مهتم	ADJ	ADJ;NOM;INDF;MASC;SG
interessiert	مهتما	interessieren	مُهتَمّ	ADJ	ADJ;ACC;INDF;MASC;SG
aktiven	نشطة	aktiv	نَشَاط	ADJ	ADJ;NOM;INDF;FEM;SG
aktiven	نشط	aktiv	نَشِط	ADJ	ADJ;NOM;INDF;MASC;SG
kleines	صغير	klein	صَغِير	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
kleines	صغيرة	klein	صَغِير	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
hören	يسمع	hören	سَمِع	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
hören	يستمع	hören	اِستَمَع	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
hören	استمع	hören	اِستَمَع	V;NFIN	V;PFV;MASC;SG;3;ACT
hören	استمع	hören	اِستَمَع	V;NFIN	V;PFV;MASC;SG;3;ACT
hören	اسمعوا	hören	اسمعوا	V;NFIN	V;PFV;MASC;PL;3;ACT
hören	استمعوا	hören	اِستَمَع	V;NFIN	V;PFV;MASC;PL;3;ACT
passt	يناسب	passen	نَاسَب	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
dokumentation	التوثيق	dokumentation	تَوثِيق	N;NOM;FEM;SG	N;NOM;DEF;SG
format	نسق	format	نَسَق	N;NOM;NEUT;SG	N;NOM;INDF;SG
format	الشكل	format	شَكل	N;NOM;NEUT;SG	N;NOM;DEF;SG
format	تنسيق	format	تَنسِيق	N;NOM;NEUT;SG	N;NOM;INDF;SG
voll	الكامل	voll	كَامِل	ADJ	ADJ;NOM;DEF;MASC;SG
voll	كامل	voll	كَامِل	ADJ	ADJ;NOM;INDF;MASC;SG
voll	كاملة	voll	كَامِل	ADJ	ADJ;NOM;INDF;FEM;SG
voll	مزدحمة	voll	مزدحمة	ADJ	ADJ;NOM;INDF;FEM;SG
voll	مزدحم	voll	مزدحم	ADJ	ADJ;NOM;INDF;MASC;SG
gewinn	ارباح	gewinn	رِبح	N	N;NOM;INDF;PL
gewinn	الربح	gewinn	رِبح	N	N;NOM;DEF;SG
gewinn	الارباح	gewinn	إِربَاح	N	N;NOM;DEF;PL
gewinn	ربح	gewinn	ربح	N	N;NOM;INDF;SG
gewinn	فوز	gewinn	فَوز	N	N;NOM;INDF;SG
gewinn	الفوز	gewinn	فَوز	N	N;NOM;DEF;SG
gewinn	ارباح	gewinn	رِبح	N	N;NOM;INDF;PL
gewinn	الارباح	gewinn	إِربَاح	N	N;NOM;DEF;PL
gewinn	ارباح	gewinn	رِبح	N	N;NOM;INDF;PL
gewinn	الارباح	gewinn	إِربَاح	N	N;NOM;DEF;PL
ständig	مستمر	ständig	مُستَمِرّ	ADJ	ADJ;NOM;INDF;MASC;SG
ständig	متواصل	ständig	مُتَوَاصِل	ADJ	ADJ;NOM;INDF;MASC;SG
ständig	مستمرة	ständig	مُستَمِرّ	ADJ	ADJ;NOM;INDF;FEM;SG
ständig	متواصلة	ständig	مُتَوَاصِل	ADJ	ADJ;NOM;INDF;FEM;SG
bereit	مستعد	bereit	مُستَعِدّ	ADJ	ADJ;NOM;INDF;MASC;SG
bereit	جاهزة	bereit	جَاهِز	ADJ	ADJ;NOM;INDF;FEM;SG
bereit	مستعدون	bereit	مُستَعِدّ	ADJ	ADJ;NOM;INDF;MASC;PL
bereit	جاهز	bereit	جَاهِز	ADJ	ADJ;NOM;INDF;MASC;SG
persönlichkeiten	مشاهير	persönlichkeit	مَشهُور	N;NOM;FEM;PL	N;NOM;INDF;PL
persönlichkeiten	المشاهير	persönlichkeit	مَشهُور	N;NOM;FEM;PL	N;NOM;DEF;PL
langer	طويلا	lang	طَوِيل	ADJ	ADJ;ACC;INDF;MASC;SG
langer	طويلة	lang	طَوِيل	ADJ	ADJ;NOM;INDF;FEM;SG
langer	طويل	lang	طَوِيل	ADJ	ADJ;NOM;INDF;MASC;SG
erzeugt	يخلق	erzeugen	خَلَق	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
erzeugt	ينشئ	erzeugen	أَنشَأ	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
erzeugt	خلق	erzeugen	خَلَق	V;V.PTCP	V;PFV;MASC;SG;3;ACT
erzeugt	خلقت	erzeugen	خَلَق	V;V.PTCP	V;PFV;FEM;SG;3;ACT
erzeugt	انتج	erzeugen	أَنتَج	V;V.PTCP	V;PFV;MASC;SG;3;ACT
beteiligung	الاقبال	Beteiligung	إِقبَال	N;NOM;FEM;SG	N;NOM;DEF;SG
beteiligung	المشاركة	Beteiligung	مُشَارَكَة	N;NOM;FEM;SG	N;NOM;DEF;SG
meint	يظن	meinen	ظَنّ	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
meint	يعتقد	meinen	اِعتَقَد	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;PASS
meint	يعنى	meinen	عَنَى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
meint	يعني	meinen	عَنَى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
breiten	واسعا	breit	وَاسِع	ADJ;SG	ADJ;ACC;INDF;MASC;SG
breiten	واسعة	breit	وَاسِع	ADJ;SG	ADJ;NOM;INDF;FEM;SG
breiten	عريض	breit	عَرِيض	ADJ;SG	ADJ;NOM;INDF;MASC;SG
breiten	واسع	breit	وَاسِع	ADJ;SG	ADJ;NOM;INDF;MASC;SG
breiten	واسعة	breit	وَاسِع	ADJ;SG	ADJ;NOM;INDF;FEM;SG
breiten	عريض	breit	عَرِيض	ADJ;SG	ADJ;NOM;INDF;MASC;SG
breiten	واسع	breit	وَاسِع	ADJ;SG	ADJ;NOM;INDF;MASC;SG
träger	حاملة	träger	حَامِل	ADJ	ADJ;NOM;INDF;FEM;SG
bands	نطاقات	bands	نِطَاقَة	N;NOM;FEM;PL	N;NOM;INDF;PL
reste	مخلفات	rest	مُخَلَّف	ADJ	ADJ;NOM;INDF;FEM;PL
unterschiedlich	متغير	unterschiedlich	مُتَغَيِّر	ADJ	ADJ;NOM;INDF;MASC;SG
unterschiedlich	متغيرة	unterschiedlich	مُتَغَيِّر	ADJ	ADJ;NOM;INDF;FEM;SG
unterschiedlich	مختلف	unterschiedlich	مُختَلِف	ADJ	ADJ;NOM;INDF;MASC;SG
unterschiedlich	مختلفة	unterschiedlich	مُختَلِف	ADJ	ADJ;NOM;INDF;FEM;SG
unterschiedlich	مختلفا	unterschiedlich	مُختَلِف	ADJ	ADJ;ACC;INDF;MASC;SG
unterschiedlich	مختلفين	unterschiedlich	مُختَلِف	ADJ	ADJ;ACC;INDF;MASC;PL
unterschiedlich	متنوعة	unterschiedlich	مُتَنَوِّع	ADJ	ADJ;NOM;INDF;FEM;SG
siege	الحصار	siegen	حِصَار	N;NOM	N;NOM;DEF;SG
siege	حصار	siegen	حِصَار	N;NOM	N;NOM;INDF;SG
siege	الانتصارات	siegen	اِنتِصَار	N;NOM	N;NOM;DEF;PL
siege	انتصارات	siegen	اِنتِصَار	N;NOM	N;NOM;INDF;PL
volkszählung	التعداد	volkszählung	تَعدَاد	N;SG	N;NOM;DEF;SG
klub	النادي	klub	نَادِي	N;NOM;MASC;SG	N;NOM;DEF;SG
klub	ناد	klub	نَادِي	N;NOM;MASC;SG	N;NOM;INDF;SG
dach	التسقيف	dach	تَسقِيف	N;NOM;NEUT;SG	N;NOM;DEF;SG
dach	السقف	dach	سَقف	N;NOM;NEUT;SG	N;NOM;DEF;SG
dach	سقف	dach	سَقف	N;NOM;NEUT;SG	N;NOM;INDF;SG
dach	السطح	dach	سَطح	N;NOM;NEUT;SG	N;NOM;DEF;SG
lernte	تعلمت	lernen	تَعَلَّم	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
altstadt	تاريخي	altstadt	تَارِيخِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
altstadt	تاريخية	altstadt	تَارِيخِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
altstadt	قديمة	altstadt	قَدِيم	ADJ	ADJ;NOM;INDF;FEM;SG
altstadt	قديم	altstadt	قَدِيم	ADJ	ADJ;NOM;INDF;MASC;SG
altstadt	القديم	altstadt	قَدِيم	ADJ	ADJ;NOM;DEF;MASC;SG
real	حقيقي	real	حَقِيقِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
real	حقيقية	real	حَقِيقِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
sagte	قالت	sagen	قَال	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
sagte	قال	sagen	قَال	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
sagte	قالو	sagen	قَالُو	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
sagte	اخبرت	sagen	أَخبَر	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;PASS
analyse	تحليل	analyse	تَحلِيل	N;NOM;FEM;SG	N;NOM;INDF;SG
analyse	التحليل	analyse	تَحلِيل	N;NOM;FEM;SG	N;NOM;DEF;SG
analyse	تحليل	analyse	تَحلِيل	N;NOM;FEM;SG	N;NOM;INDF;SG
ausstellungen	معارض	ausstellingen	مَعرِض	N;NOM;FEM;PL	N;NOM;INDF;PL
ausstellungen	معارض	ausstellingen	مَعرِض	N;NOM;FEM;PL	N;NOM;INDF;PL
ausstellungen	معارض	ausstellingen	مَعرِض	N;NOM;FEM;PL	N;NOM;INDF;PL
schlug	رحت	schlagen	رَحَت	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
kurzer	قصيرة	kurz	قَصِير	ADJ	ADJ;NOM;INDF;FEM;SG
kurzer	قصير	kurz	قَصِير	ADJ	ADJ;NOM;INDF;MASC;SG
kurzer	مختصر	kurz	مُختَصِر	ADJ	ADJ;NOM;INDF;MASC;SG
bearbeitung	تحرير	bearbeitung	تَحرِير	N;NOM;FEM;SG	N;NOM;INDF;SG
bearbeitung	تعديل	bearbeitung	تَعدِيل	N;NOM;FEM;SG	N;NOM;INDF;SG
bearbeitung	التحرير	bearbeitung	تَحرِير	N;NOM;FEM;SG	N;NOM;DEF;SG
bearbeitung	التعديل	bearbeitung	تَعدِيل	N;NOM;FEM;SG	N;NOM;DEF;SG
bearbeitung	تحرير	bearbeitung	تَحرِير	N;NOM;FEM;SG	N;NOM;INDF;SG
bearbeitung	التحرير	bearbeitung	تَحرِير	N;NOM;FEM;SG	N;NOM;DEF;SG
bearbeitung	معالجة	bearbeitung	مُعَالَجَة	N;NOM;FEM;SG	N;NOM;INDF;SG
bearbeitung	التجهيز	bearbeitung	تَجهِيز	N;NOM;FEM;SG	N;NOM;DEF;SG
bearbeitung	المعالجة	bearbeitung	مُعَالَجَة	N;NOM;FEM;SG	N;NOM;DEF;SG
bearbeitung	تجهيز	bearbeitung	تَجهِيز	N;NOM;FEM;SG	N;NOM;INDF;SG
gedacht	اعتقدت	denken|gedenken	اِعتَقَد	V;V.PTCP	V;PFV;FEM;SG;3;ACT
gedacht	ظننت	denken|gedenken	ظَنَّن	V;V.PTCP	V;PFV;MASC;SG;1;ACT
gedacht	فكرت	denken|gedenken	فكرت	V;V.PTCP	V;PFV;FEM;SG;3;ACT
gedacht	تخيلت	denken|gedenken	تَخَيَّل	V;V.PTCP	V;PFV;FEM;SG;3;ACT
vierte	الرابعة	viert	رَابِع	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
vierte	رابع	viert	رَابِع	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
vierte	رابعة	viert	رَابِع	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
vierte	الرابع	viert	رَابِع	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
denken	تفكر	denken	فَكَّر	V;NFIN	V;IPFV;MASC;IND;SG;2;FIN;ACT
täglich	يوميا	täglich	يَومِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
täglich	اليومية	täglich	يَومِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
täglich	اليومي	täglich	يَومِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
täglich	يومية	täglich	يَومِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
täglich	يوميا	täglich	يَومِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
abgelehnt	رفض	ablehnen	رَفَض	V;V.PTCP	V;PFV;MASC;SG;3;ACT
abgelehnt	رفض	ablehnen	رَفَض	V;V.PTCP	V;PFV;MASC;SG;3;ACT
kern	اساسي	kern	أَسَاسِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
schließt	يغلق	schließen	غَلَّق	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
schließt	يخلص	schließen	خَلَص	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
ermöglichen	مكن	ermöglichen	مَكَّن	V;NFIN	V;PFV;MASC;SG;3;ACT
passiert	يحدث	passieren	حَدَث	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
passiert	حدث	passieren	حَدَث	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
passiert	صار	passieren	صَار	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
physiker	فيزيائي	physiker	فِيزِيَائِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
physiker	الفيزيائيين	physiker	فِيزِيَائِيّ	ADJ	ADJ;NOM;DEF;MASC;PL
diplomat	دبلوماسي	diplomat	دِبلُومَاسِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
wissenschaftler	باحثة	wissenschaftl	بَاحِث	ADJ	ADJ;NOM;INDF;FEM;SG
wissenschaftler	عالمة	wissenschaftl	عَالَمَة	ADJ	ADJ;NOM;INDF;FEM;SG
versteht	يفهم	verstehen	فَهِم	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
gewicht	الوزن	wechen	وَزن	N;NOM;NEUT;SG	N;NOM;DEF;SG
gewicht	وزن	wechen	وَزن	N;NOM;NEUT;SG	N;NOM;INDF;SG
erhöht	رفعت	erhöhen	رَفَع	V;V.PTCP	V;PFV;FEM;SG;3;ACT
erhöht	زاد	erhöhen	زَاد	V;V.PTCP	V;PFV;MASC;SG;3;ACT
ergeben	استسلمت	ergeben	اِستَسلَم	V;V.PTCP	V;PFV;FEM;SG;3;ACT
ergeben	استسلم	ergeben	اِستَسلَم	V;V.PTCP	V;PFV;MASC;SG;3;ACT
glück	ثروة	glück	ثَروَة	N;NOM;SG	N;NOM;INDF;SG
glück	المحظوظ	glück	مَحظُوظ	N;NOM;SG	N;NOM;DEF;SG
glück	سعادة	glück	سَعَادَة	N;NOM;SG	N;NOM;INDF;SG
glück	السعادة	glück	سَعَادَة	N;NOM;SG	N;NOM;DEF;SG
glück	الحظ	glück	حَظّ	N;NOM;SG	N;NOM;DEF;SG
umwelt	البيئة	umwelt	بِيئَة	N;NOM;FEM;SG	N;NOM;DEF;SG
umwelt	بيئة	umwelt	بِيئَة	N;NOM;FEM;SG	N;NOM;INDF;SG
reisen	يسافر	reisen	سَافَر	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
erinnerung	ذكريات	erinnerung	ذكريات	ADJ	ADJ;NOM;INDF;FEM;PL
urteil	الحكم	urteil	حُكم	N;SG	N;NOM;DEF;SG
urteil	احكام	urteil	حُكم	N;SG	N;NOM;INDF;SG
wichtigste	رئيسية	wichtig	رَئِيسِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
wichtigste	الرئيسية	wichtig	رَئِيسِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
internationaler	الدولية	international	دُوَلِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
internationaler	الدولي	international	دُوَلِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
internationaler	دولية	international	دُوَلِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
internationaler	دولي	international	دُوَلِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
nominierung	ترشيح	nominierung	تَرشِيح	N;NOM;FEM;SG	N;NOM;INDF;SG
nominierung	الترشيح	nominierung	تَرشِيح	N;NOM;FEM;SG	N;NOM;DEF;SG
üblichen	المعتاد	üblich	مُعتَاد	ADJ	ADJ;NOM;DEF;MASC;SG
auge	العين	auge	عَين	N;NOM;SG	N;NOM;DEF;SG
geburt	الولادة	geburen	وِلَادَة	N;SG	N;NOM;DEF;SG
geburt	ولادة	geburen	وِلَادَة	N;SG	N;NOM;INDF;SG
geburt	ميلاد	geburen	ميلاد	N;SG	N;NOM;INDF;SG
geburt	الميلاد	geburen	مِيلَاد	N;SG	N;NOM;DEF;SG
geburt	الولادة	geburen	وِلَادَة	N;SG	N;NOM;DEF;SG
geburt	ولادة	geburen	وِلَادَة	N;SG	N;NOM;INDF;SG
kommandeur	قائد	kommandeur	قَائِد	N;SG	N;NOM;INDF;SG
kommandeur	القائد	kommandeur	قَائِد	N;SG	N;NOM;DEF;SG
systeme	الانظمة	system	نِظَام	N;NOM	N;NOM;DEF;PL
systeme	النظم	system	نِظَام	N;NOM	N;NOM;DEF;PL
systeme	انظمة	system	نِظَام	N;NOM	N;NOM;INDF;PL
prüfung	المراجعة	prüfung	مُرَاجَعَة	N;SG	N;NOM;DEF;SG
prüfung	الاختبار	prüfung	اِختِبَار	N;SG	N;NOM;DEF;SG
prüfung	اختبار	prüfung	اِختِبَار	N;SG	N;NOM;INDF;SG
prüfung	الاختبار	prüfung	اِختِبَار	N;SG	N;NOM;DEF;SG
prüfung	اختبار	prüfung	اِختِبَار	N;SG	N;NOM;INDF;SG
prüfung	الامتحان	prüfung	اِمتِحَان	N;SG	N;NOM;DEF;SG
prüfung	امتحان	prüfung	اِمتِحَان	N;SG	N;NOM;INDF;SG
vergessen	نسيت	vergessen	نسيت	V;V.PTCP	V;PFV;MASC;SG;3;ACT
vergessen	ننسى	vergessen	ننسى	V;V.PTCP	V;IPFV;MASC;IND;PL;1;FIN;ACT
vergessen	نسيت	vergessen	نسيت	V;V.PTCP	V;PFV;MASC;SG;3;ACT
bestanden	اصر	bestehen	أَصَرّ	V;V.PTCP	V;PFV;MASC;SG;3;ACT
bestanden	اصرت	bestehen	أَصَرّ	V;V.PTCP	V;PFV;FEM;SG;3;ACT
bestanden	مرت	bestehen	مَرّ	V;V.PTCP	V;PFV;FEM;SG;3;ACT
bestanden	مرر	bestehen	مَرَر	V;V.PTCP	V;PFV;MASC;SG;3;ACT
gedreht	صورت	drehen	صُورت	V;V.PTCP	V;PFV;FEM;SG;3;ACT
behauptet	ادعى	behaupten	اِدَّعَى	V;V.PTCP	V;PFV;MASC;SG;3;ACT
kunden	الزبون	kund	زَبن	N	N;NOM;DEF;SG
kunden	زبون	kund	زبون	N	N;NOM;INDF;SG
kunden	زبائن	kund	زبائن	N	N;NOM;INDF;PL
kunden	عملاء	kund	عَمِيل	N	N;NOM;INDF;PL
kunden	الزبائن	kund	زِبَائ	N	N;NOM;DEF;PL
kunden	العملاء	kund	عَمِيل	N	N;NOM;DEF;PL
kunden	زبائن	kund	زبائن	N	N;NOM;INDF;PL
kunden	عملاء	kund	عَمِيل	N	N;NOM;INDF;PL
kunden	العملاء	kund	عَمِيل	N	N;NOM;DEF;PL
kunden	عميل	kund	عَمِيل	N	N;NOM;INDF;SG
kunden	العميل	kund	عَمِيل	N	N;NOM;DEF;SG
kunden	زبون	kund	زبون	N	N;NOM;INDF;SG
kunden	الزبون	kund	زَبن	N	N;NOM;DEF;SG
hundert	مائة	hundert	مِائَة	NUM	NUM;NOM;INDF;SG
hundert	مئات	hundert	مِئَة	NUM	NUM;NOM;INDF;PL
adresse	العنوان	adresse	عُنوَان	N;NOM;FEM;SG	N;NOM;DEF;SG
adresse	عنوان	adresse	عُنوَان	N;NOM;FEM;SG	N;NOM;INDF;SG
eingang	الدخول	eingehen	دُخُول	N;SG	N;NOM;DEF;SG
eingang	دخول	eingehen	دُخُول	N;SG	N;NOM;INDF;SG
eingang	المدخل	eingehen	مَدخَل	N;SG	N;NOM;DEF;SG
eingang	مدخل	eingehen	مدخل	N;SG	N;NOM;INDF;SG
eingang	ادخال	eingehen	إِدخَال	N;SG	N;NOM;INDF;SG
eingang	مساهمة	eingehen	مُسَاهَمَة	N;SG	N;NOM;INDF;SG
sichtbar	مرئية	sichtbar	مَرئِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
beschlossen	قررت	beschließen	قَرَّر	V;V.PTCP	V;PFV;FEM;SG;3;ACT
beschlossen	قرر	beschließen	قَرَّر	V;V.PTCP	V;PFV;MASC;SG;3;ACT
details	تفاصيل	details	تَفصِيل	N;NOM;NEUT;PL	N;NOM;INDF;PL
details	التفاصيل	details	تَفصِيل	N;NOM;NEUT;PL	N;NOM;DEF;PL
details	تفاصيل	details	تَفصِيل	N;NOM;NEUT;PL	N;NOM;INDF;PL
details	التفاصيل	details	تَفصِيل	N;NOM;NEUT;PL	N;NOM;DEF;PL
info	in	info	مَثّ		
komponisten	الملحنين	komponist	مُلحِن	ADJ	ADJ;ACC;DEF;MASC;PL
hängt	يعتمد	hängen	اِعتَمَد	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
verstärkt	معززة	verstärkt	مُعَزِّز	ADJ	ADJ;NOM;INDF;FEM;SG
partner	المنتسبة	partner	مُنتَسِب	ADJ	ADJ;NOM;DEF;FEM;SG
partner	المنتسبة	partner	مُنتَسِب	ADJ	ADJ;NOM;DEF;FEM;SG
zustimmung	الموافقة	zustimmung	مُوَافَقَة	N;NOM;FEM;SG	N;NOM;DEF;SG
abkürzung	المختصر	abkürzung	مُختَصَر	ADJ	ADJ;NOM;DEF;MASC;SG
abkürzung	مختصر	abkürzung	مُختَصِر	ADJ	ADJ;NOM;INDF;MASC;SG
chance	فرصة	chance	فُرصَة	N;NOM;FEM;SG	N;NOM;INDF;SG
chance	الفرصة	chance	فُرصَة	N;NOM;FEM;SG	N;NOM;DEF;SG
rücken	عاد	rücken	عَاد	V;NFIN	V;PFV;MASC;SG;3;ACT
rücken	ارجع	rücken	أَرجَع	V;NFIN	V;PFV;MASC;SG;3;ACT
rücken	ظهر	rücken	ظَهَر	V;NFIN	V;PFV;MASC;SG;3;ACT
naturschutzgebiet	احتياطي	naturschutzgebieten	اِحتِيَاطِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
nationen	الامم	nation	أُمَّة	N;NOM;FEM;PL	N;NOM;DEF;PL
übersicht	الموجز	übersichen	مُوجز	N;FEM;SG	N;NOM;DEF;SG
übersicht	الملخص	übersichen	مُلخَص	N;FEM;SG	N;NOM;DEF;SG
übersicht	ملخص	übersichen	مُلخَص	N;FEM;SG	N;NOM;INDF;SG
übersicht	موجز	übersichen	مُوجَز	N;FEM;SG	N;NOM;INDF;SG
test	الاختبار	test	اِختِبَار	N	N;NOM;DEF;SG
test	اختبار	test	اِختِبَار	N	N;NOM;INDF;SG
test	الاختبار	test	اِختِبَار	N	N;NOM;DEF;SG
test	اختبار	test	اِختِبَار	N	N;NOM;INDF;SG
verhaftet	اعتقل	verhaften	اِعتَقَل	V;V.PTCP	V;PFV;MASC;SG;3;PASS
übernahme	الاستيلاء	übernehmen	اِستِيلَاء	N;NOM;FEM;SG	N;NOM;DEF;SG
übernahme	استيلاء	übernehmen	اِستِيلَاء	N;NOM;FEM;SG	N;NOM;INDF;SG
übernahme	اكتساب	übernehmen	اِكتِسَاب	N;NOM;FEM;SG	N;NOM;INDF;SG
übernahme	اقتناء	übernehmen	اِقتِنَاء	N;NOM;FEM;SG	N;NOM;INDF;SG
versetzt	نقلت	versetzen	نَقَل	V;V.PTCP	V;PFV;FEM;SG;3;ACT
kader	كادر	kader	كَادِر	N;NOM;MASC;SG	N;NOM;INDF;SG
kader	فرقة	kader	فِرقَة	N;NOM;MASC;SG	N;NOM;INDF;SG
kader	الفرقة	kader	فِرقَة	N;NOM;MASC;SG	N;NOM;DEF;SG
guter	خير	gut	خَير	ADJ;NOM;MASC	ADJ;NOM;INDF;MASC;SG
guter	جيد	gut	جَيِّد	ADJ;NOM;MASC	ADJ;NOM;INDF;MASC;SG
männchen	الذكور	männchen	ذُكُور	N;NOM;PL	N;NOM;DEF;PL
männchen	ذكور	männchen	ذَكّ	N;NOM;PL	N;NOM;INDF;PL
männchen	الذكور	männchen	ذُكُور	N;NOM;PL	N;NOM;DEF;PL
männchen	ذكور	männchen	ذَكّ	N;NOM;PL	N;NOM;INDF;PL
bewusst	مدرك	bewußt	مُدَرَّك	ADJ	ADJ;NOM;INDF;MASC;SG
bewusst	واعي	bewußt	واعي	ADJ	ADJ;NOM;INDF;MASC;SG
begrenzt	المحدود	begrenzen	مَحدُود	ADJ	ADJ;NOM;DEF;MASC;SG
begrenzt	محدود	begrenzen	مَحدُود	ADJ	ADJ;NOM;INDF;MASC;SG
begrenzt	محدودا	begrenzen	مَحدُود	ADJ	ADJ;ACC;INDF;MASC;SG
begrenzt	محدودة	begrenzen	مَحدُود	ADJ	ADJ;NOM;INDF;FEM;SG
begrenzt	مقيدة	begrenzen	مُقَيَّد	ADJ	ADJ;NOM;INDF;FEM;SG
begrenzt	مقيد	begrenzen	مَقِيد	ADJ	ADJ;NOM;INDF;MASC;SG
episoden	الحلقات	episod	حَلقَة	N;NOM;FEM;PL	N;NOM;DEF;PL
episoden	حلقات	episod	حَلقَة	N;NOM;FEM;PL	N;NOM;INDF;PL
entwickeln	يتطور	entwickeln	تَطَوَّر	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
entwickeln	تتطور	entwickeln	تَطَوَّر	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
