nie	नहीं	nie	नहीं	PART;NEG	PART;NEG
partie	पार्टियाँ	partia	पार्टी	N;NOM;FEM;PL	N;NOM;FEM;PL;3
niedługo	जल्द	niedługo	जल्द	ADV	ADV
wykaz	सूची	wykaz	सूची	N;NOM;MASC;SG	N;NOM;FEM;SG;3
opracowanie	विकास	opracowanie	विकास	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
tydzień	हफ्ते	tydzień	हफ्ता	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tydzień	सप्ताह	tydzień	सप्ताह	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tydzień	साप्ताहिक	tydzień	साप्ताहिक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
choroba	बीमारी	choroba	बीमारी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
choroba	विकार	choroba	विकार	N;NOM;FEM;SG	N;NOM;MASC;SG;3
choroba	रोग	choroba	रोग	N;NOM;FEM;SG	N;NOM;MASC;SG;3
choroba	बीमारी	choroba	बीमारी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
choroba	बीमारी	choroba	बीमारी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
kontakt	संपर्क	kontakt	संपर्क	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kontakt	सम्पर्क	kontakt	संपर्क	N;NOM;MASC;SG	N;NOM;MASC;SG;3
spadł	गिरी	spaść	गिर	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
bibliografia	ग्रंथसूची	bibliografia	ग्रंथसूची	N;NOM;FEM;SG	N;NOM;FEM;SG;3
obóz	कैम्प	obóz	कैम्प	N;NOM;MASC;SG	N;NOM;MASC;SG;3
obóz	कैंप	obóz	कैंप	N;NOM;MASC;SG	N;NOM;MASC;SG;3
obóz	शिविर	obóz	शिविर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
światło	रोशनी	światło	रोशनी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
światło	लाइट	światło	लाइट	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
przechodzi	गुजरता	przechodzić	गुजरता	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;SG;V.PTCP;ACT
świadków	गवाहों	świadek	गवाह	N;ACC;MASC;PL	N;ACC;MASC;PL;3
piąty	पाँचवा	piąty	पाँचवा	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
piąty	पांचवा	piąty	पांचवा	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
piąty	पांचवां	piąty	पांचवां	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
ciśnienie	दाब	ciśnienie	दाब	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ciśnienie	दबाव	ciśnienie	दबाव	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
poglądy	नजारे	pogląd	नजारा	N;NOM;MASC;PL	N;NOM;MASC;PL;3
absolwent	स्नातक	absolwent	स्नातक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
absolwent	ग्रैजुएट	absolwent	ग्रैजुएट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
patrz	देख	patrzeć	देख	V;IPFV;IMP;SG;2;FIN;ACT	V;ACT
traktat	संधि	traktat	संधि	N;NOM;MASC;SG	N;NOM;FEM;SG;3
traktat	सन्धि	traktat	सन्धि	N;NOM;MASC;SG	N;NOM;FEM;SG;3
dziesięć	टेन	dziesięć	टेन		
nick	उपनाम	nick	उपनाम	N;NOM;MASC;SG	N;NOM;MASC;SG;3
hot	हॉट	hot	हॉट		
hot	hot	hot	ओती		
spadek	मनाही	spadka	मनाही	N;NOM;MASC;SG	N;NOM;FEM;SG;3
spadek	उत्तराधिकार	spadka	उत्तराधिकार	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pracownik	कार्यकर्त्ता	pracownik	कार्यकर्त्ता	N;NOM;MASC;SG	N;NOM;MASC;SG;3
napęd	ड्राइव	napęd	ड्राइव	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pisać	लिखें	pisać	लिख	V;IPFV;NFIN;ACT	V;SBJV;PL;FIN;ACT
pisać	लिखना	pisać	लिख	V;IPFV;NFIN;ACT	V;MASC;NFIN;ACT
pisać	लिखकर	pisać	लिख	V;IPFV;NFIN;ACT	V;V.CVB
pisać	लिखना	pisać	लिख	V;IPFV;NFIN;ACT	V;MASC;NFIN;ACT
pisać	लिखने	pisać	लिख	V;IPFV;NFIN;ACT	V;NFIN;ACT
wschodnie	पूर्वी	wschodni	पूर्वी	ADJ;NOM;NEUT;SG	ADJ
wschodnie	पूर्वी	wschodni	पूर्वी	ADJ;NOM;NEUT;SG	ADJ
atp	एटीपी	atp	एटीपी		
kandydat	प्रत्याशी	kandydat	प्रत्याशी	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wzgórza	पहाड़ी	wzgórzać	पहाडी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
próba	पूर्वाभ्यास	próba	पूर्वाभ्यास	N;NOM;FEM;SG	N;NOM;MASC;SG;3
próba	रिहर्सल	próba	रिहर्सल	N;NOM;FEM;SG	N;NOM;FEM;SG;3
próba	परीक्षण	próba	परीक्षण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
próba	नमूना	próba	नमूना	N;NOM;FEM;SG	N;NOM;MASC;SG;3
próba	मुकदमा	próba	मुकदमा	N;NOM;FEM;SG	N;NOM;MASC;SG;3
próba	ट्रायल	próba	ट्रायल	N;NOM;FEM;SG	N;NOM;MASC;SG;3
próba	विचारण	próba	विचारण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
próba	परीक्षा	próba	परीक्षा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
próba	जांच	próba	जांच	N;NOM;FEM;SG	N;NOM;FEM;SG;3
próba	जाँच	próba	जाँच	N;NOM;FEM;SG	N;NOM;FEM;SG;3
próba	परीक्षण	próba	परीक्षण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dokumenty	दस्तावेज	dokument	दस्तावेज	N;NOM;MASC;PL	N;NOM;MASC;PL;3
dokumenty	दस्तावेज	dokument	दस्तावेज	N;NOM;MASC;PL	N;NOM;MASC;PL;3
song	सोंग	song	सोंग		
wrażenie	छाप	wrażenie	छाप	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
long	long	long	long		
drzewo	वृक्ष	drzewo	वृक्ष	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
drzewo	पेड़	drzewo	पेड़	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
górny	अपर	górny	अपर		
stosowana	लागू	stosować	लागू	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ
zainteresowania	रुचियाँ	zainteresowanie	रुची	N;NOM;NEUT;PL	N;NOM;FEM;PL;3
tablica	दीवार	tablica	दीवार	N;NOM;FEM;SG	N;NOM;FEM;SG;3
tablica	वॉल	tablica	वॉल	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tablica	सारणी	tablica	सारणी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
tablica	बोर्ड	tablica	बोर्ड	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tablica	फलक	tablica	फलक	N;NOM;FEM;SG	N;NOM;MASC;SG;3
większy	बड़ा	duży	बड़ा	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;MASC;SG
większy	बड़ा	duży	बड़ा	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;MASC;SG
czasopismo	पत्रिका	czasopismo	पत्रिका	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
czasopismo	पत्रिका	czasopismo	पत्रिका	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
czasopismo	जर्नल	czasopismo	जर्नल	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
porozumienia	अनुबंध	porozumienie	अनुबंध	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
służba	सेवा	służba	सेवा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
ranny	घायल	ranny	घायल	ADJ;NOM;MASC;SG	ADJ
tron	सिंहासन	tron	सिंहासन	N;NOM;MASC;SG	N;NOM;MASC;SG;3
death	मोत	death	मोत		
fabryka	फ़ैक्टरी	fabryka	फ़ैक्टरी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
fabryka	कारखाना	fabryka	कारखाना	N;NOM;FEM;SG	N;NOM;MASC;SG;3
fabryka	फैक्ट्री	fabryka	फैक्ट्री	N;NOM;FEM;SG	N;NOM;FEM;SG;3
fabryka	फैक्टरी	fabryka	फैक्टरी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
otwarcia	ओपनिंग	otworzyć	ओपनिंग	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
dostępny	उपलब्ध	dostępny	उपलब्ध	ADJ;NOM;MASC;SG	ADJ
krótkie	छोटा	krótki	छोटा	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
krótkie	छोटी	krótki	छोटा	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
nauka	विज्ञान	nauka	विज्ञान	N;NOM;FEM;SG	N;NOM;MASC;SG;3
nauka	अध्ययन	nauka	अध्ययन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
nauka	पढ़ाई	nauka	पढ़ाई	N;NOM;FEM;SG	N;NOM;FEM;SG;3
decyzja	फैसला	decyzja	फैसला	N;NOM;FEM;SG	N;NOM;MASC;SG;3
decyzja	निर्णय	decyzja	निर्णय	N;NOM;FEM;SG	N;NOM;MASC;SG;3
natychmiast	फौरन	natychmiast	फौरन	ADV	ADV
natychmiast	तुरंत	natychmiast	तुरंत	ADV	ADV
natychmiast	तत्काल	natychmiast	तत्काल	ADV	ADV
zakres	स्कोप	zakres	स्कोप	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zakres	गुंजाइश	zakres	गुंजाइश	N;NOM;MASC;SG	N;NOM;FEM;SG;3
zakres	कार्यक्षेत्र	zakres	कार्यक्षेत्र	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zakres	पैमाना	zakres	पैमाना	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zakres	सीमा	zakres	सीमा	N;NOM;MASC;SG	N;NOM;FEM;SG;3
zakres	दायरा	zakres	दायरा	N;NOM;MASC;SG	N;NOM;MASC;SG;3
plus	प्लस	plus	प्लस		
zastępcy	प्रतिस्थापन	zastępca	प्रतिस्थापन	N;NOM;MASC;SG	N;NOM;MASC;SG;3
trudności	कठिनाइयों	trudność	कठिनाई	N;ACC;FEM;PL	N;ACC;FEM;PL;3
auto	ऑटो	auto	ऑटो	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
auto	कार	auto	कार	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
auto	गाड़ी	auto	गाड़ी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
auto	गाडी	auto	गाडी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
land	land	land	land		
land	लैंड	land	लैंड		
wykładowca	व्याख्याता	wykładowca	व्याख्याता	N;NOM;MASC;SG	N;NOM;FEM;SG;3
usługi	सेवाएँ	usługa	सेवा	N;NOM;FEM;PL	N;NOM;FEM;PL;3
usługi	सेवाएं	usługa	सेवा	N;NOM;FEM;PL	N;NOM;FEM;PL;3
back	बैक	back	बैक		
zgromadzenie	समूह	zgromadzenie	समूह	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
zgromadzenie	सभा	zgromadzenie	सभा	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
zgromadzenie	असेम्बली	zgromadzenie	असेम्बली	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
zgromadzenie	विधानसभा	zgromadzenie	विधानसभा	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
zgromadzenie	सभा	zgromadzenie	सभा	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
zgromadzenie	सभा	zgromadzenie	सभा	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
zgromadzenie	महफ़िल	zgromadzenie	महफ़िल	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
rządy	सरकारें	rząd	सरकार	N;NOM;MASC;PL	N;NOM;FEM;PL;3
rocznik	विंटेज	rocznik	विंटेज	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dał	दी	dać	दे	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
dał	दिया	dać	दे	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
występowanie	मौजूदगी	występowanie	मौजूदगी	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
występowanie	उपस्थिति	występowanie	उपस्थिति	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
występowanie	वजूद	występowanie	वजूद	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
występowanie	अस्तित्व	występowanie	अस्तित्व	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
administrator	व्यवस्थापक	administrator	व्यवस्थापक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
administrator	प्रशासक	administrator	प्रशासक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
administrator	व्यवस्थापक	administrator	व्यवस्थापक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ciąg	क्रम	ciąg	क्रम	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ciąg	अनुक्रम	ciąg	अनुक्रम	N;NOM;MASC;SG	N;NOM;MASC;SG;3
prezydium	ब्यूरो	prezydium	ब्यूरो	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
central	मध्य	centrala	मध्य		
lotnisko	एयरपोर्ट	lotnisko	एयरपोर्ट	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
lotnisko	विमानक्षेत्र	lotnisko	विमानक्षेत्र	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pluton	प्लूटोनियम	pluton	प्लूटोनियम	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pluton	प्लाटून	pluton	प्लाटून	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pluton	प्लूटो	pluton	प्लूटो	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mario	मरिया	mario	मरिया		
robi	करता	robić	कर	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;SG;V.PTCP;ACT
święto	त्यौहार	święto	त्यौहार	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
święto	त्योहार	święto	त्योहार	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
święto	उत्सव	święto	उत्सव	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
święto	पर्व	święto	पर्व	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
święto	छुट्टी	święto	छुट्टी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
święto	अवकाश	święto	अवकाश	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
święto	उत्सव	święto	उत्सव	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
święto	जश्न	święto	जश्न	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
doświadczenia	अनुभव	doświadczenie	अनुभव	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
doświadczenia	अनुभव	doświadczenie	अनुभव	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
matematyk	गणितीय	matematyk	गणितीय	N;NOM;MASC;SG	N;NOM;MASC;SG;3
matematyk	गणितज्ञ	matematyk	गणितज्ञ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dyplom	डिप्लोमा	dyplom	डिप्लोमा	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dyplom	diploma	dyplom	diploma	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tor	tor	tor	tor	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tor	ट्रैक	tor	ट्रैक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tor	रील	tor	रील	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sala	हॉल	sala	हॉल	N;NOM;FEM;SG	N;NOM;MASC;SG;3
populacja	जनसंख्या	populacja	जनसंख्या	N;NOM;FEM;SG	N;NOM;FEM;SG;3
populacja	आबादी	populacja	आबादी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
populacja	जनसांख्यिकी	populacja	जनसांख्यिकी	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ogród	बाग	ogród	बाग	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ogród	गार्डन	ogród	गार्डन	N;NOM;MASC;SG	N;NOM;MASC;SG;3
oficjalny	सरकारी	oficjalny	सरकारी	ADJ;NOM;MASC;SG	ADJ;NOM
oficjalny	आधिकारिक	oficjalny	आधिकारिक	ADJ;NOM;MASC;SG	ADJ
rozkład	अपघटन	rozkład	अपघटन	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rozkład	वितरण	rozkład	वितरण	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rozkład	शेड्यूल	rozkład	शेड्यूल	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rozkład	अनुसूची	rozkład	अनुसूची	N;NOM;MASC;SG	N;NOM;FEM;SG;3
dziennik	पत्रिका	dziennik	पत्रिका	N;NOM;MASC;SG	N;NOM;FEM;SG;3
dziennik	जर्नल	dziennik	जर्नल	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dziennik	डायरी	dziennik	डायरी	N;NOM;MASC;SG	N;NOM;FEM;SG;3
dziennik	लॉग	dziennik	लॉग	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wsparcia	समर्थन	wsparcie	समर्थन	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wsparcia	सहायता	wsparcie	सहायता	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
pasmo	बैंड	pasmo	बैंड	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pasmo	बैंडविड्थ	pasmo	बैंडविड्थ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pełne	फुल	pełny	फुल		
poparcie	समर्थन	poparcie	समर्थन	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
news	न्यूज़	news	न्यूज़		
opisane	वर्णित	opisać	वर्णित	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
palatynat	palatinate	palatynat	palatinate	N;NOM;MASC;SG	N;NOM;MASC;SG;3
napięcie	टेंशन	napięcie	टेंशन	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
napięcie	वोल्टेज	napięcie	वोल्टेज	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
poland	कैंडल	poland	कैंडल		
wiąże	बांधता	wiązać	बांध	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;SG;V.PTCP;ACT
odkryto	खोजा	odkryć	खोजा	V;PFV;IND;0;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
pamięć	स्मृति	pamięć	स्मृति	N;NOM;FEM;SG	N;NOM;FEM;SG;3
pamięć	मेमोरी	pamięć	मेमोरी	N;NOM;FEM;SG	N;NOM;MASC;SG;3
osiąga	पहुँच	osiągać	पहुँच	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;ACT
społeczność	समुदाय	społeczność	समुदाय	N;NOM;FEM;SG	N;NOM;MASC;SG;3
obecne	मौजूद	obecny	मौजूद	ADJ;NOM;NEUT;SG	ADJ
obecne	उपस्थित	obecny	उपस्थित	ADJ;NOM;NEUT;SG	ADJ
pojazd	गाडी	pojazd	गाडी	N;NOM;MASC;SG	N;NOM;FEM;SG;3
argument	तर्क	argument	तर्क	N;NOM;MASC;SG	N;NOM;MASC;SG;3
projekty	परियोजनाएँ	projekt	परियोजना	N;NOM;MASC;PL	N;NOM;FEM;PL;3
projekty	परियोजनाएं	projekt	परियोजना	N;NOM;MASC;PL	N;NOM;FEM;PL;3
wschodni	पूर्वी	wschodni	पूर्वी	ADJ;NOM;MASC;SG	ADJ
wschodni	पूर्वी	wschodni	पूर्वी	ADJ;NOM;MASC;SG	ADJ
mówiąc	बोलना	mówić	बोल	V;IPFV;PRS;V.CVB;ACT	V;MASC;NFIN;ACT
wstęp	प्रस्तावना	wstęp	प्रस्तावना	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wstęp	भूमिका	wstęp	भूमिका	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wstęp	परिचय	wstęp	परिचय	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wstęp	दाखिले	wstęp	दाखिला	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wstęp	प्रवेश	wstęp	प्रवेश	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wstęp	परिचय	wstęp	परिचय	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mężczyzna	पुरुष	mężczyzna	पुरुष	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mężczyzna	नर	mężczyzna	नर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mężczyzna	पुरूष	mężczyzna	पुरूष	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mężczyzna	पुरुष	mężczyzna	पुरुष	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mężczyzna	मनुष्य	mężczyzna	मनुष्य	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mężczyzna	आदमी	mężczyzna	आदमी	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mężczyzna	इन्सान	mężczyzna	इन्सान	N;NOM;MASC;SG	N;NOM;MASC;SG;3
odmiana	चर	odmiana	चर	N;NOM;FEM;SG	N;NOM;MASC;SG;3
odmiana	रूपांतर	odmiana	रूपांतर	N;NOM;FEM;SG	N;NOM;MASC;SG;3
like	like	lik	like		
emisja	उत्सर्जन	emisja	उत्सर्जन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wykształcenie	शैक्षिक	wykształcenie	शैक्षिक	N;NOM;NEUT;SG	N;NOM
wykształcenie	शिक्षा	wykształcenie	शिक्षा	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
poświęcona	समर्पित	poświęcić	समर्पित	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ
legenda	लेजेंड	legenda	लेजेंड	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kat	जल्लाद	kat	जल्लाद		
wiedza	ज्ञान	wiedza	ज्ञान	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kierownictwo	प्रबंधन	kierownictwo	प्रबंधन	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
kierownictwo	प्रबन्धन	kierownictwo	प्रबन्धन	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
kierownictwo	नेतृत्व	kierownictwo	नेतृत्व	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zawartość	विषयवस्तु	zawartość	विषयवस्तु	N;NOM;FEM;SG	N;NOM;FEM;SG;3
zawartość	सामग्री	zawartość	सामग्री	N;NOM;FEM;SG	N;NOM;FEM;SG;3
zawartość	विषयवस्तु	zawartość	विषयवस्तु	N;NOM;FEM;SG	N;NOM;FEM;SG;3
zawartość	सामग्री	zawartość	सामग्री	N;NOM;FEM;SG	N;NOM;FEM;SG;3
imo	imo	imo	imo		
wysoki	उच्च	wysoki	उच्च		
lokalne	स्थानीय	lokalny	स्थानीय	ADJ;NOM;NEUT;SG	ADJ;NOM
żywo	सजीव	żywo	सजीव		
kierunek	दिशा	kierunek	दिशा	N;NOM;MASC;SG	N;NOM;FEM;SG;3
ewentualnie	अंततः	ewentualnie	अंततः	ADV	ADV
ewentualnie	आखिरकार	ewentualnie	आखिरकार	ADV	ADV
zebrane	एकत्रित	zebrać	एकत्रित	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
skrót	शॉर्टकट	skrót	शॉर्टकट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dance	नाच	danka	नाच		
zawód	व्यवसाय	zawód	व्यवसाय	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zawód	वृत्ति	zawód	वृत्ति	N;NOM;MASC;SG	N;NOM;FEM;SG;3
zawód	व्यवसायिक	zawód	व्यवसायिक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
brama	गेट	brama	गेट	N;NOM;FEM;SG	N;NOM;MASC;SG;3
brama	द्वार	brama	द्वार	N;NOM;FEM;SG	N;NOM;MASC;SG;3
brama	फाटक	brama	फाटक	N;NOM;FEM;SG	N;NOM;MASC;SG;3
brama	गेटवे	brama	गेटवा	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zmuszony	मजबूर	zmusić	मजबूर	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
ekonomista	अर्थशास्त्री	ekonomista	अर्थशास्त्री	N;NOM;MASC;SG	N;NOM;MASC;SG;3
oficjalne	सरकारी	oficjalny	सरकारी	ADJ;NOM;NEUT;SG	ADJ;NOM
oficjalne	आधिकारिक	oficjalny	आधिकारिक	ADJ;NOM;NEUT;SG	ADJ
pps	pps	pps	pps		
głębokość	गहराई	głębokość	गहराई	N;NOM;FEM;SG	N;NOM;FEM;SG;3
wymiany	स्वैप	wymiana	स्वैप		
bramkarz	गोलकीपर	bramkarz	गोलकीपर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bramkarz	बाउंसर	bramkarz	बाउंसर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zarys	आउटलाइन	zarys	आउटलाइन	N;NOM;MASC;SG	N;NOM;FEM;SG;3
zarys	रूपरेखा	zarys	रूपरेखा	N;NOM;MASC;SG	N;NOM;FEM;SG;3
ląd	अंतर्देशीय	ląd	अंतर्देशीय	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ląd	भूमि	ląd	भूमि	N;NOM;MASC;SG	N;NOM;FEM;SG;3
ląd	जमीन	ląd	जमीन	N;NOM;MASC;SG	N;NOM;FEM;SG;3
współpraca	साझेदारी	współpracać	साझेदारी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
współpraca	सहयोग	współpracać	सहयोग	N;NOM;FEM;SG	N;NOM;MASC;SG;3
współpraca	सहयोग	współpracać	सहयोग	N;NOM;FEM;SG	N;NOM;MASC;SG;3
hip	हिप	hip	हिप		
samochody	कारें	samochód	कार	N;NOM;MASC;PL	N;NOM;FEM;PL;3
samochody	गाड़ियाँ	samochód	गाड़ी	N;NOM;MASC;PL	N;NOM;FEM;PL;3
samochody	ऑटोमोबाइल्स	samochód	ऑटोमोबाइल	N;NOM;MASC;PL	N;NOM;MASC;PL;3
pieniądze	पैसे	pieniądz	पैसा	N;NOM;MASC;PL	N;NOM;MASC;PL;3
skoczek	नाईट	skoczek	नाईट	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wyrok	निर्णय	wyrok	निर्णय	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wyrok	वाक्य	wyrok	वाक्य	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zatrudniony	नियुक्त	zatrudnić	नियुक्त	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
środowisko	वातावरण	środowisko	वातावरण	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
środowisko	परिवेश	środowisko	परिवेश	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
środowisko	एनवायरनमेंट	środowisko	एनवायरनमेंट	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
