聖歌	التراتيل	聖歌	تَرتِيل	N	N;NOM;DEF;PL
ジャガイモ	البطاطس	ジャガイモ	بَطَاطِس	N	N;NOM;DEF;SG
瀕死	يموت	瀕死	مَات	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
砂丘	الكثبان	砂丘	كَثَب	N	N;NOM;DEF;PL
カヌー	الزورق	カヌー	الزورق	N	N;NOM;DEF;SG
カヌー	زورق	カヌー	زورق	N	N;NOM;INDF;SG
加速	التعجيل	加速	تَعجِيل	N	N;NOM;DEF;SG
加速	تسريع	加速	تَسرِيع	N	N;NOM;INDF;SG
執政官	القنصل	執政官	قُنصُل	N	N;NOM;DEF;SG
執政官	قنصل	執政官	قُنصُل	N	N;NOM;INDF;SG
女帝	الامبراطورة	女帝	أُمبِرطَاطُورَة	N	N;NOM;DEF;SG
推論	تعليل	推論	تَعلِيل	N	N;NOM;INDF;SG
ホームレス	متشرد	ホームレス	مُتَشَرِّد	N	N;NOM;INDF;SG
ホームレス	مشرد	ホームレス	مُشَرَّد	N	N;NOM;INDF;SG
ホームレス	المشردين	ホームレス	مُشَرَّد	N	N;NOM;DEF;PL
大理石	الرخام	大理石	رُخَام	N	N;NOM;DEF;SG
性交	جماع	性交	جَمَاع	N	N;NOM;INDF;SG
性交	الجماع	性交	جِمَاع	N	N;NOM;DEF;SG
焼肉	الشواء	焼肉	شَوَاء	N	N;NOM;DEF;SG
略語	المختصرات	略語	مُختَصِر	N	N;NOM;DEF;PL
おっぱい	الثدي	おっぱい	ثَدِيّ	N	N;NOM;DEF;SG
おっぱい	الثدي	おっぱい	ثَدِيّ	N	N;NOM;DEF;SG
カラフル	ملون	カラフル	مِلوَن	ADJ	ADJ;NOM;INDF;MASC;SG
カラフル	ملونة	カラフル	مُلَوَّن	ADJ	ADJ;NOM;INDF;FEM;SG
カラフル	الملونة	カラフル	مُلَوَّن	ADJ	ADJ;NOM;DEF;FEM;SG
大根	الفجل	大根	فَجل	N	N;NOM;DEF;SG
大根	الفجل	大根	فَجل	N	N;NOM;DEF;SG
バリュー	القيمة	バリュー	قِيمَة	N	N;NOM;DEF;SG
バリュー	قيمة	バリュー	قِيمَة	N	N;NOM;INDF;SG
残高	الرصيد	残高	رَصِيد	N	N;NOM;DEF;SG
残高	التوازن	残高	تَوَازُن	N	N;NOM;DEF;SG
残高	الميزان	残高	مِيزَان	N	N;NOM;DEF;SG
残高	رصيد	残高	رَصِيد	N	N;NOM;INDF;SG
残高	توازن	残高	تَوَازُن	N	N;NOM;INDF;SG
風習	الجمارك	風習	جُمرُك	N	N;NOM;DEF;PL
風習	جمارك	風習	جُمرُك	N	N;NOM;INDF;PL
風習	العادات	風習	عَادَة	N	N;NOM;DEF;PL
風習	العرف	風習	عَرف	N	N;NOM;DEF;SG
ブランク	بياض	ブランク	بَيَاض	N	N;NOM;INDF;SG
刺青	الوشم	刺青	وَشم	N	N;NOM;DEF;SG
刺青	الوشم	刺青	وَشم	N	N;NOM;DEF;SG
ポリシー	السياسات	ポリシー	سِيَاسَة	N	N;NOM;DEF;PL
ポリシー	السياسة	ポリシー	سِيَاسَة	N	N;NOM;DEF;SG
ポリシー	سياسة	ポリシー	سِيَاسَة	N	N;NOM;INDF;SG
ポリシー	سياسات	ポリシー	سِيَاسَة	N	N;NOM;INDF;PL
ポリシー	السياسات	ポリシー	سِيَاسَة	N	N;NOM;DEF;PL
ウォーキング	المشي	ウォーキング	مُشِيّ	N	N;NOM;DEF;SG
レボリューション	ثورة	レボリューション	ثَورَة	N	N;NOM;INDF;SG
レボリューション	الثورة	レボリューション	ثَورَة	N	N;NOM;DEF;SG
乳房	الثدي	乳房	ثَدِيّ	N	N;NOM;DEF;SG
トレンド	اتجاه	トレンド	اِتِّجَاه	N	N;NOM;INDF;SG
トレンド	الاتجاه	トレンド	اِتِّجَاه	N	N;NOM;DEF;SG
トレンド	التوجهات	トレンド	تَوَجُّه	N	N;NOM;DEF;PL
トレンド	الاتجاهات	トレンド	اِتِّجَاه	N	N;NOM;DEF;PL
トレンド	اتجاهات	トレンド	اِتِّجَاه	N	N;NOM;INDF;PL
トレンド	الرائجة	トレンド	رَائِجَة	N	N;NOM;DEF;SG
ハイキング	التنزه	ハイキング	تَنَزُّه	N	N;NOM;DEF;SG
野心	الطموحات	野心	طُمُوح	N	N;NOM;DEF;PL
野心	الطموح	野心	طُمُوح	N	N;NOM;DEF;SG
野心	الطموح	野心	طُمُوح	N	N;NOM;DEF;SG
伝染病	وباء	伝染病	وَبَاء	N	N;NOM;INDF;SG
伝染病	الوباء	伝染病	وَبَاء	N	N;NOM;DEF;SG
伝染病	عدوى	伝染病	عَدوَى	N	N;NOM;INDF;SG
伝染病	العدوى	伝染病	عَدوَى	N	N;NOM;DEF;SG
人柄	شخصية	人柄	شَخصِيَّة	N	N;NOM;INDF;SG
落札	تباع	落札	أَبَاع	V	V;IPFV;FEM;IND;SG;3;FIN;PASS
落札	بيعت	落札	بَيع	V	V;PFV;FEM;SG;3;PASS
落札	بعت	落札	بَعَى	V	V;PFV;FEM;SG;3;ACT
落札	باع	落札	بَاع	V	V;PFV;MASC;SG;3;ACT
刀剣	السيوف	刀剣	سَيفَ	N	N;NOM;DEF;PL
刀剣	سيوف	刀剣	سيوف	N	N;NOM;INDF;PL
フュージョン	اندماج	フュージョン	اِندِمَاج	N	N;NOM;INDF;SG
フュージョン	الانصهار	フュージョン	اِنصِهَار	N	N;NOM;DEF;SG
過激	المتطرفين	過激	مُتَطَرِّف	ADJ	ADJ;NOM;DEF;MASC;PL
インコ	ببغاء	インコ	بَبَغَاء	N	N;NOM;INDF;SG
ストリップ	تجريد	ストリップ	تَجرِيد	N	N;NOM;INDF;SG
カウンセリング	المشورة	カウンセリング	مُشَوِّر	N	N;NOM;DEF;SG
カウンセリング	الاستشارة	カウンセリング	اِستِشَارَة	N	N;NOM;DEF;SG
カウンセリング	استشارات	カウンセリング	اِستِشَارَة	N	N;NOM;INDF;PL
カウンセリング	المشورة	カウンセリング	مُشَوِّر	N	N;NOM;DEF;SG
偽名	المستعار	偽名	مُستَعَار	N	N;NOM;DEF;SG
ウール	الصوف	ウール	صَوف	N	N;NOM;DEF;SG
ウール	صوف	ウール	صَوفَ	N	N;NOM;INDF;SG
無実	الابرياء	無実	بَرِيء	ADJ	ADJ;NOM;DEF;MASC;PL
無実	بريئة	無実	بَرِيء	ADJ	ADJ;NOM;INDF;FEM;SG
閉会	الاغلاق	閉会	إِغلَاق	N	N;NOM;DEF;SG
閉会	اغلاق	閉会	إِغلَاق	N	N;NOM;INDF;SG
配管	السباكة	配管	سِبَاكَة	N	N;NOM;DEF;SG
閉じる	اغلق	閉じる	أَغلَق	V	V;PFV;MASC;SG;3;ACT
プリンター	الطابعة	プリンター	طَابِع	N	N;NOM;DEF;SG
プリンター	طابعة	プリンター	طَابِع	N	N;NOM;INDF;SG
城塞	قلعة	城塞	قلعة	N	N;NOM;INDF;SG
過失	الاهمال	過失	الاهمال	N	N;NOM;DEF;SG
過失	اهمال	過失	اهمال	N	N;NOM;INDF;SG
菌類	الفطريات	菌類	فَطَرِيّ	N	N;NOM;DEF;PL
球形	المجال	球形	مَجَال	N	N;NOM;DEF;SG
密輸	المهربة	密輸	مُهَرِّبَة	N	N;NOM;DEF;SG
密輸	التهريب	密輸	تَهرِيب	N	N;NOM;DEF;SG
密輸	تهريب	密輸	تَهرِيب	N	N;NOM;INDF;SG
密輸	مهرب	密輸	مَهرَب	N	N;NOM;INDF;SG
スロープ	المنحدر	スロープ	مُنحَدِر	N	N;NOM;DEF;SG
スロープ	منحدر	スロープ	مُنحَدَر	N	N;NOM;INDF;SG
スロープ	الانحدار	スロープ	اِنحِدَار	N	N;NOM;DEF;SG
本能	غريزة	本能	غَرِيز	N	N;NOM;INDF;SG
本能	الغريزة	本能	غَرِيز	N	N;NOM;DEF;SG
本能	غرائز	本能	غَرِيز	N	N;NOM;INDF;PL
用例	الامثلة	用例	الامثلة	N	N;NOM;DEF;PL
用例	امثلة	用例	امثلة	N	N;NOM;INDF;PL
プレビュー	المعاينة	プレビュー	مُعَايَنَة	N	N;NOM;DEF;SG
プレビュー	معاينة	プレビュー	مُعَايَنَة	N	N;NOM;INDF;SG
困惑	حير	困惑	حَيرُ	V	V;PFV;MASC;SG;3;ACT
後見	وصاية	後見	وِصَايَة	N	N;NOM;INDF;SG
後見	الوصاية	後見	وِصَايَة	N	N;NOM;DEF;SG
光度	الشدة	光度	شِدَّة	N	N;NOM;DEF;SG
光度	شدة	光度	شِدَّة	N	N;NOM;INDF;SG
光度	كثافة	光度	كَثَافَة	N	N;NOM;INDF;SG
光度	الكثافة	光度	كَثَّافَة	N	N;NOM;DEF;SG
ビューティフル	جميل	ビューティフル	جَمِيل	N	N;NOM;INDF;SG
ソリューション	حلول	ソリューション	حُلُول	N	N;NOM;INDF;SG
ソリューション	الحلول	ソリューション	حَلّ	N	N;NOM;DEF;PL
ソリューション	حل	ソリューション	حَلّ	N	N;NOM;INDF;SG
ソリューション	الحل	ソリューション	حَلّ	N	N;NOM;DEF;SG
挙動	السلوك	挙動	سُلُوك	N	N;NOM;DEF;SG
挙動	سلوك	挙動	سُلُوك	N	N;NOM;INDF;SG
挙動	السلوك	挙動	سُلُوك	N	N;NOM;DEF;SG
挙動	سلوك	挙動	سُلُوك	N	N;NOM;INDF;SG
ルネッサンス	النهضة	ルネッサンス	نَهضَة	N	N;NOM;DEF;SG
足場	السقالة	足場	سَقَالَة	N	N;NOM;DEF;SG
足場	سقالة	足場	سَقَالَة	N	N;NOM;INDF;SG
足場	السقالات	足場	سِقَالَة	N	N;NOM;DEF;PL
交尾	التزاوج	交尾	تَزَاوُج	N	N;NOM;DEF;SG
伝言	الرسالة	伝言	رِسَالَة	N	N;NOM;DEF;SG
伝言	رسالة	伝言	رِسَالَة	N	N;NOM;INDF;SG
タブー	المحرمات	タブー	مُحَرَّمَة	N	N;NOM;DEF;PL
タブー	المحرمات	タブー	مُحَرَّمَة	N	N;NOM;DEF;PL
憎悪	يكره	憎悪	كَرَّه	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
特派	مراسل	特派	مُرَاسِل	N	N;NOM;INDF;SG
シャドー	الظل	シャドー	ظِلّ	N	N;NOM;DEF;SG
花崗	الجرانيت	花崗	جرَانِيت	N	N;NOM;DEF;SG
球面	المجال	球面	مَجَال	N	N;NOM;DEF;SG
弁論	الفصاحة	弁論	فِصَاحَة	N	N;NOM;DEF;SG
購読	اشترك	購読	اِشتَرَك	V	V;PFV;MASC;SG;3;ACT
購読	اشتركوا	購読	اِشتَرَك	V	V;PFV;MASC;PL;3;ACT
アクシデント	حادث	アクシデント	حَادِث	N	N;NOM;INDF;SG
アクシデント	الحادث	アクシデント	حَادِث	N	N;NOM;DEF;SG
アクシデント	حادثة	アクシデント	حَادِث	N	N;NOM;INDF;SG
クルマ	السيارة	クルマ	سَيَّارَة	N	N;NOM;DEF;SG
クルマ	سيارة	クルマ	سَيَّارَة	N	N;NOM;INDF;SG
証書	صك	証書	صَكّ	N	N;NOM;INDF;SG
証書	الشهادة	証書	شَهَادَة	N	N;NOM;DEF;SG
証書	شهادة	証書	شَهَادَة	N	N;NOM;INDF;SG
証書	الشهادات	証書	شَهَادَة	N	N;NOM;DEF;PL
恐ろしい	فظيع	恐ろしい	فَظِيع	ADJ	ADJ;NOM;INDF;MASC;SG
ご飯	الارز	ご飯	أَرز	N	N;NOM;DEF;SG
ご飯	الرز	ご飯	رُزّ	N	N;NOM;DEF;SG
パラドックス	المفارقة	パラドックス	مُفَارَقَة	N	N;NOM;DEF;SG
パラドックス	التناقض	パラドックス	تَنَاقُض	N	N;NOM;DEF;SG
パラドックス	تناقض	パラドックス	نَاقَض	N	N;NOM;INDF;SG
パラドックス	مفارقة	パラドックス	مُفَارَقَة	N	N;NOM;INDF;SG
クレイジー	جنون	クレイジー	جنون	N	N;NOM;INDF;SG
公理	بديهية	公理	بَدِيهِيّ	N	N;NOM;INDF;SG
評定	تقييم	評定	تَقيِيم	N	N;NOM;INDF;SG
評定	التقييم	評定	تَقيِيم	N	N;NOM;DEF;SG
服	طاعة	服	طَاعَة	N	N;NOM;INDF;SG
服	الطاعة	服	طَاعَة	N	N;NOM;DEF;SG
スイート	الجناح	スイート	جَنَاح	N	N;NOM;DEF;SG
スイート	جناح	スイート	جَنَاح	N	N;NOM;INDF;SG
磁性	المغناطيسية	磁性	مَغطَاطِيسِيَّة	N	N;NOM;DEF;SG
占星術	التنجيم	占星術	تَنجِيم	N	N;NOM;DEF;SG
ディレクトリ	دليل	ディレクトリ	دَلِيل	N	N;NOM;INDF;SG
ディレクトリ	الدليل	ディレクトリ	دَلِيل	N	N;NOM;DEF;SG
障壁	الحواجز	障壁	حَاجِز	N	N;NOM;DEF;PL
障壁	حواجز	障壁	حواجز	N	N;NOM;INDF;PL
障壁	حاجز	障壁	حَاجِز	N	N;NOM;INDF;SG
障壁	الحاجز	障壁	حَاجِز	N	N;NOM;DEF;SG
スムーズ	ناعمة	スムーズ	نَاعِمَة	ADJ	ADJ;NOM;INDF;FEM;SG
無力	عاجزة	無力	عَاجِز	ADJ	ADJ;NOM;INDF;FEM;SG
無力	عاجز	無力	عَاجِز	ADJ	ADJ;NOM;INDF;MASC;SG
チューニング	الضبط	チューニング	ضَبط	N	N;NOM;DEF;SG
議事	اجندة	議事	جِندَة	N	N;NOM;INDF;SG
標語	شعار	標語	شِعَار	N	N;NOM;INDF;SG
酪	الالبان	酪	لَبنَة	N	N;NOM;DEF;SG
利子	المصلحة	利子	مَصلَحَة	N	N;NOM;DEF;SG
利子	مصلحة	利子	مَصلَحَة	N	N;NOM;INDF;SG
利子	الاهتمام	利子	اِهتِمَام	N	N;NOM;DEF;SG
利子	الفائدة	利子	فَائِدَة	N	N;NOM;DEF;SG
利子	اهتمام	利子	اِهتِمَام	N	N;NOM;INDF;SG
リコール	استدعاء	リコール	اِستِدعَاء	N	N;NOM;INDF;SG
レザー	الجلود	レザー	الجلود	N	N;NOM;DEF;SG
レザー	الجلد	レザー	جَلد	N	N;NOM;DEF;SG
レザー	جلد	レザー	جَلَد	N	N;NOM;INDF;SG
砂浜	شاطئ	砂浜	شَاطِئ	N	N;NOM;INDF;SG
砂浜	شاطيء	砂浜	شَاطِيّ	N	N;NOM;INDF;SG
砂浜	الشاطئ	砂浜	شَاطِئ	N	N;NOM;DEF;SG
砂浜	الشاطيء	砂浜	شَاطِيء	N	N;NOM;DEF;SG
団子	فطائر	団子	فِطَائَة	N	N;NOM;INDF;PL
団子	زلابية	団子	زِلَابِيّ	N	N;NOM;INDF;SG
寛容	متسامح	寛容	مُتَسَامِح	ADJ	ADJ;NOM;INDF;MASC;SG
分隊	فرقة	分隊	فِرقَة	N	N;NOM;INDF;SG
分隊	الفرقة	分隊	فِرقَة	N	N;NOM;DEF;SG
異説	بدعة	異説	بدعة	N	N;NOM;INDF;SG
石鹸	الصابون	石鹸	صَابُون	N	N;NOM;DEF;SG
トランク	الصندوق	トランク	صُندُوق	N	N;NOM;DEF;SG
トランク	جذع	トランク	جَذع	N	N;NOM;INDF;SG
被覆	غطاء	被覆	غِطَاء	N	N;NOM;INDF;SG
被覆	الغطاء	被覆	غِطَاء	N	N;NOM;DEF;SG
被覆	تغطية	被覆	تَغطِيَة	N	N;NOM;INDF;SG
被覆	غلاف	被覆	غِلَاف	N	N;NOM;INDF;SG
被覆	الغلاف	被覆	غِلَاف	N	N;NOM;DEF;SG
プロバイダ	مقدمي	プロバイダ	مُقَدِّم	N	N;NOM;INDF;PL
メール	الايميل	メール	أَيمِيل	N	N;NOM;DEF;SG
ドリフト	الانجراف	ドリフト	اِنجِرَاف	N	N;NOM;DEF;SG
寒い	باردة	寒い	بَارِد	ADJ	ADJ;NOM;INDF;FEM;SG
ラッピング	تغليف	ラッピング	تَغلِيف	N	N;NOM;INDF;SG
ラッピング	التغليف	ラッピング	تَغلِيف	N	N;NOM;DEF;SG
資質	صفات	資質	صِفَة	N	N;NOM;INDF;PL
資質	الصفات	資質	صِفَة	N	N;NOM;DEF;PL
柔らかい	ناعمة	柔らかい	نَاعِمَة	ADJ	ADJ;NOM;INDF;FEM;SG
柔らかい	لينة	柔らかい	لَينَة	ADJ	ADJ;NOM;INDF;FEM;SG
ショート	اختصارات	ショート	اِختِصَار	N	N;NOM;INDF;PL
ショート	اختصار	ショート	اِختِصَار	N	N;NOM;INDF;SG
矢印	السهام	矢印	سَهَم	N	N;NOM;DEF;PL
矢印	سهم	矢印	سَهم	N	N;NOM;INDF;SG
矢印	السهم	矢印	سَهم	N	N;NOM;DEF;SG
チャーター	ميثاق	チャーター	مِيثَاق	N	N;NOM;INDF;SG
チャーター	الميثاق	チャーター	مِيثَاق	N	N;NOM;DEF;SG
記法	تدوين	記法	تَدوِين	N	N;NOM;INDF;SG
断崖	الاشتباه	断崖	اِشتِبَاه	N	N;NOM;DEF;SG
ローブ	الجلباب	ローブ	جَلب	N	N;NOM;DEF;SG
両足	الاقدام	両足	قَدَم	N	N;NOM;DEF;PL
両足	اقدام	両足	قَدَم	N	N;NOM;INDF;PL
両足	القدم	両足	قَدَم	N	N;NOM;DEF;SG
両足	القدمين	両足	قَدَم	N	N;ACC;DEF;DU
生殖	الاستنساخ	生殖	اِستِنسَاخ	N	N;NOM;DEF;SG
生殖	التكاثر	生殖	تَكَاثُر	N	N;NOM;DEF;SG
生殖	استنساخ	生殖	اِستِنسَاخ	N	N;NOM;INDF;SG
生殖	تكاثر	生殖	تَكَاثُر	N	N;NOM;INDF;SG
マフラー	خمار	マフラー	خمار	N	N;NOM;INDF;SG
サボテン	الصبار	サボテン	صَبِير	N	N;NOM;DEF;SG
洗剤	منظف	洗剤	مَنظِف	N	N;NOM;INDF;SG
精子	المني	精子	مَنِيّ	N	N;NOM;DEF;SG
持分	الانصاف	持分	إِنصَاف	N	N;NOM;DEF;SG
プランナー	المخطط	プランナー	مُخَطَّط	N	N;NOM;DEF;SG
被曝	التعرض	被曝	تَعَرُّض	N	N;NOM;DEF;SG
スクラップ	الخردة	スクラップ	خُردَة	N	N;NOM;DEF;SG
スクラップ	خردة	スクラップ	خَردَة	N	N;NOM;INDF;SG
ファクター	العامل	ファクター	عَامِل	N	N;NOM;DEF;SG
ファクター	عامل	ファクター	عَامِل	N	N;NOM;INDF;SG
ガール	صديقة	ガール	صَدِيقَة	N	N;NOM;INDF;SG
ガール	حبيبة	ガール	حبيبة	N	N;NOM;INDF;SG
ガール	صديقات	ガール	صَدِيقَة	N	N;NOM;INDF;PL
ネガティブ	سلبية	ネガティブ	سَلبِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
ネガティブ	سلبي	ネガティブ	سَلبِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
ネガティブ	السلبية	ネガティブ	سَلبِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
着る	ارتدي	着る	اِرتَدَى	V	V;PFV;MASC;SG;2;ACT
裁縫	خياطة	裁縫	خِيَاطَة	N	N;NOM;INDF;SG
裁縫	الخياطة	裁縫	خِيَاطَة	N	N;NOM;DEF;SG
塗料	طلاء	塗料	طَالِء	N	N;NOM;INDF;SG
塗料	دهان	塗料	دِهَان	N	N;NOM;INDF;SG
塗料	الطلاء	塗料	طَالِط	N	N;NOM;DEF;SG
トピック	الموضوع	トピック	مَوضُوع	N	N;NOM;DEF;SG
トピック	موضوع	トピック	مَوضُوع	N	N;NOM;INDF;SG
トピック	مواضيع	トピック	مَوضُوع	N	N;NOM;INDF;PL
トピック	موضوعات	トピック	موضوعات	N	N;NOM;INDF;PL
トピック	المواضيع	トピック	مَوضُوع	N	N;NOM;DEF;PL
トピック	الموضوعات	トピック	مَوضُوع	N	N;NOM;DEF;PL
ワイヤレス	اللاسلكية	ワイヤレス	لَاسِلكِيّ	N	N;NOM;DEF;SG
ワイヤレス	اللاسلكي	ワイヤレス	لَاسِلكِيّ	N	N;NOM;DEF;SG
注記	الملاحظات	注記	مُلَاحَظَة	N	N;NOM;DEF;PL
注記	ملاحظات	注記	مُلَاحَظَة	N	N;NOM;INDF;PL
献身	تكريس	献身	تَكرِيس	N	N;NOM;INDF;SG
献身	اخلاص	献身	خَلَص	N	N;NOM;INDF;SG
献身	الاخلاص	献身	خَلَص	N	N;NOM;DEF;SG
宝くじ	اليانصيب	宝くじ	اليانصيب	N	N;NOM;DEF;SG
宝くじ	القرعة	宝くじ	قُرعَة	N	N;NOM;DEF;SG
スラング	العامية	スラング	عَامِيَّة	N	N;NOM;DEF;SG
中性	محايد	中性	محايد	N	N;NOM;INDF;SG
中性	محايدا	中性	مُحَايِد	N	N;ACC;INDF;SG
盗難	سرقة	盗難	سَرِقَة	N	N;NOM;INDF;SG
盗難	السرقة	盗難	سَرِقَة	N	N;NOM;DEF;SG
サケ	السلمون	サケ	سَلِم	N	N;NOM;DEF;SG
殺菌	التعقيم	殺菌	تَعقِيم	N	N;NOM;DEF;SG
ピアス	اختراق	ピアス	اِختِرَاق	N	N;NOM;INDF;SG
ピアス	ثقب	ピアス	ثَقب	N	N;NOM;INDF;SG
ピアス	الثقب	ピアス	ثَقب	N	N;NOM;DEF;SG
ネイチャー	طبيعة	ネイチャー	طَبِيعَة	N	N;NOM;INDF;SG
ネイチャー	الطبيعة	ネイチャー	طَبِيعَة	N	N;NOM;DEF;SG
エディタ	محرر	エディタ	محرر	N	N;NOM;INDF;SG
エディタ	المحرر	エディタ	مُحَرَّر	N	N;NOM;DEF;SG
エディタ	المحررين	エディタ	مُحَرِّر	N	N;NOM;DEF;PL
コンペ	المنافسة	コンペ	مُنَافَسَة	N	N;NOM;DEF;SG
コンペ	منافسة	コンペ	مُنَافَسَة	N	N;NOM;INDF;SG
コンペ	مسابقة	コンペ	مُسَابَقَة	N	N;NOM;INDF;SG
コンペ	المسابقة	コンペ	مُسَابَقَة	N	N;NOM;DEF;SG
ネクタイ	تعادل	ネクタイ	تَعَادُل	N	N;NOM;INDF;SG
ネクタイ	التعادل	ネクタイ	تَعَادُل	N	N;NOM;DEF;SG
陶磁器	السيراميك	陶磁器	سِيرَامِيك	N	N;NOM;DEF;SG
幻覚	هلوسة	幻覚	هُلُوسَة	N	N;NOM;INDF;SG
幻覚	الهلوسة	幻覚	هُوسَة	N	N;NOM;DEF;SG
幻覚	هلوسة	幻覚	هُلُوسَة	N	N;NOM;INDF;SG
幻覚	الهلوسة	幻覚	هُوسَة	N	N;NOM;DEF;SG
慣性	الجمود	慣性	جُمُود	N	N;NOM;DEF;SG
君主	ملكية	君主	مِلكِيَّة	N	N;NOM;INDF;SG
君主	الملكية	君主	مِلكِيَّة	N	N;NOM;DEF;SG
便器	المرحاض	便器	المرحاض	N	N;NOM;DEF;SG
便器	مرحاض	便器	مرحاض	N	N;NOM;INDF;SG
群衆	حشود	群衆	حَشد	N	N;NOM;INDF;PL
群衆	الحشود	群衆	حَشد	N	N;NOM;DEF;PL
群衆	الحشد	群衆	حَشد	N	N;NOM;DEF;SG
群衆	جمهور	群衆	جُمهُور	N	N;NOM;INDF;SG
群衆	حشد	群衆	حَشد	N	N;NOM;INDF;SG
求人	التجنيد	求人	تَجنِيد	N	N;NOM;DEF;SG
求人	التعيين	求人	تَعيِين	N	N;NOM;DEF;SG
求人	تجنيد	求人	تَجنِيد	N	N;NOM;INDF;SG
求人	التوظيف	求人	تَوظِيف	N	N;NOM;DEF;SG
求人	الوظائف	求人	وَظِيفَة	N	N;NOM;DEF;PL
求人	وظائف	求人	وَظِيفَة	N	N;NOM;INDF;PL
求人	المهن	求人	مِهنَة	N	N;NOM;DEF;PL
求人	مهن	求人	مهن	N	N;NOM;INDF;PL
リーダーシップ	القيادات	リーダーシップ	قِيَادَة	N	N;NOM;DEF;PL
リーダーシップ	الزعامة	リーダーシップ	زَعَامَة	N	N;NOM;DEF;SG
リーダーシップ	قيادة	リーダーシップ	قِيَادَة	N	N;NOM;INDF;SG
リーダーシップ	القيادة	リーダーシップ	قِيَادَة	N	N;NOM;DEF;SG
顔料	صبغات	顔料	صَبَغَة	N	N;NOM;INDF;PL
顔料	صبغة	顔料	صُبغَة	N	N;NOM;INDF;SG
顔料	الصبغة	顔料	صِبغَة	N	N;NOM;DEF;SG
贅沢	الترف	贅沢	تَرَف	N	N;NOM;DEF;SG
贅沢	رفاهية	贅沢	رَفَاهِيّ	N	N;NOM;INDF;SG
贅沢	الفخامة	贅沢	فَخَّامَة	N	N;NOM;DEF;SG
贅沢	الفاخرة	贅沢	فَاخِر	N	N;NOM;DEF;SG
踊り子	الراقصات	踊り子	رَاقِصَة	N	N;NOM;DEF;PL
ぶどう	العنب	ぶどう	عُنب	N	N;NOM;DEF;SG
実例	الامثلة	実例	الامثلة	N	N;NOM;DEF;PL
実例	امثلة	実例	امثلة	N	N;NOM;INDF;PL
スマッシュ	تحطيم	スマッシュ	تَحطِيم	N	N;NOM;INDF;SG
取り除く	احذف	取り除く	أَحذَف	V	V;PFV;MASC;SG;3;ACT
ビジター	زوار	ビジター	زَارّ	N	N;NOM;INDF;PL
ビジター	الزوار	ビジター	زَوَار	N	N;NOM;DEF;PL
靴下	جورب	靴下	جُورب	N	N;NOM;INDF;SG
靴下	الجوارب	靴下	جَارِبَة	N	N;NOM;DEF;PL
靴下	جوارب	靴下	جَارِب	N	N;NOM;INDF;PL
ホルダー	حائز	ホルダー	حَائِز	N	N;NOM;INDF;SG
ホルダー	الحائز	ホルダー	حَائِز	N	N;NOM;DEF;SG
冷蔵	ثلاجة	冷蔵	ثَلَاجَة	N	N;NOM;INDF;SG
冷蔵	الثلاجة	冷蔵	ثَلَاجَة	N	N;NOM;DEF;SG
冷蔵	ثلاجة	冷蔵	ثَلَاجَة	N	N;NOM;INDF;SG
冷蔵	الثلاجة	冷蔵	ثَلَاجَة	N	N;NOM;DEF;SG
トラス	تراس	トラス	رَاس	N	N;NOM;INDF;SG
財宝	الكنز	財宝	كَنز	N	N;NOM;DEF;SG
コットン	القطن	コットン	قُطن	N	N;NOM;DEF;SG
プログラマー	مبرمج	プログラマー	مُبرَمِج	N	N;NOM;INDF;SG
ナッツ	المكسرات	ナッツ	مُكَسِّر	N	N;NOM;DEF;PL
カウンセラー	المستشارين	カウンセラー	مُستَشَار	N	N;NOM;DEF;PL
カウンセラー	المستشارون	カウンセラー	مُستَشَار	N	N;NOM;DEF;PL
カウンセラー	مستشارين	カウンセラー	مُستَشرَى	N	N;NOM;INDF;PL
円錐	المخروط	円錐	مَخرُوط	N	N;NOM;DEF;SG
ゼリー	هلام	ゼリー	هَلَم	N	N;NOM;INDF;SG
ドラマチック	درامية	ドラマチック	دِرَامِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
イチゴ	فراولة	イチゴ	فَرَاوَلَة	N	N;NOM;INDF;SG
イチゴ	الفراولة	イチゴ	فَرَاوَلَة	N	N;NOM;DEF;SG
イチゴ	فراولة	イチゴ	فَرَاوَلَة	N	N;NOM;INDF;SG
イチゴ	الفراولة	イチゴ	فَرَاوَلَة	N	N;NOM;DEF;SG
プロダクト	المنتج	プロダクト	مُنتَج	N	N;NOM;DEF;SG
プロダクト	منتجات	プロダクト	مُنتَج	N	N;NOM;INDF;PL
プロダクト	منتج	プロダクト	مُنتَج	N	N;NOM;INDF;SG
プロダクト	المنتجات	プロダクト	مُنتَج	N	N;NOM;DEF;PL
プロダクト	منتجات	プロダクト	مُنتَج	N	N;NOM;INDF;PL
プロダクト	المنتجات	プロダクト	مُنتَج	N	N;NOM;DEF;PL
墓場	مقبرة	墓場	مُقبِر	N	N;NOM;INDF;SG
墓場	المقبرة	墓場	مُقبِر	N	N;NOM;DEF;SG
お	المهرجان	お	مَهرَجَان	N	N;NOM;DEF;SG
