les	els	le	el	DET;DEF;PL	DET;DEF;MASC;PL
récompense	recompensa	récompense	recompensa	N;FEM;SG	N;FEM;SG
récompense	premi	récompense	premi	N;FEM;SG	N;MASC;SG
récompense	adjudicació	récompense	adjudicació	N;FEM;SG	N;FEM;SG
récompense	guardó	récompense	guardó	N;FEM;SG	N;MASC;SG
lancement	llançament	lancement	llançament	N;MASC;SG	N;MASC;SG
structures	estructures	structure	estructura	N;FEM;PL	N;FEM;PL
culturelle	cultural	culturel	cultural	ADJ;FEM;SG	ADJ;SG
aviation	aviació	aviation	aviació	N;FEM;SG	N;FEM;SG
journaux	diaris	journal	diari	N;MASC;PL	N;MASC;PL
chrétiens	cristians	chrétien	cristià	N;MASC;PL	N;MASC;PL
syndicat	unió	syndicat	unió	N;MASC;SG	N;FEM;SG
poursuite	fiscalia	poursuite	fiscalia	N;FEM;SG	N;FEM;SG
basque	basc	basque	basc	ADJ;MASC;SG	ADJ;MASC;SG
débit	flux	débit	flux	N;MASC;SG	N;MASC;SG
débit	cabal	débit	cabal	N;MASC;SG	N;MASC;SG
commissaire	comissari	commissaire	comissari	N;MASC;SG	N;MASC;SG
manifestations	manifestacions	manifestation	manifestació	N;FEM;PL	N;FEM;PL
manifestations	demostracions	manifestation	demostració	N;FEM;PL	N;FEM;PL
manifestations	mobilitzacions	manifestation	mobilització	N;FEM;PL	N;FEM;PL
arabes	àrabs	arabe	àrab	ADJ;MASC;PL	ADJ;PL
conserver	preserva	conserver	preservar	V;NFIN	V;IND;SG;3;PRS;FIN
conserver	preservar	conserver	preservar	V;NFIN	V;NFIN
conserver	conservin	conserver	conservar	V;NFIN	V;SBJV;PL;3;PRS;FIN
conserver	conserven	conserver	conservar	V;NFIN	V;IND;PL;3;PRS;FIN
conserver	mantén	conserver	mantenir	V;NFIN	V;IND;SG;3;PRS;FIN
reprendre	reprèn	reprendre	reprendre	V;NFIN	V;IND;SG;3;PRS;FIN
conseils	consells	conseil	consell	N;MASC;PL	N;MASC;PL
bases	bases	base	base	N;FEM;PL	N;FEM;PL
industrielle	industrial	industriel	industrial	ADJ;FEM;SG	ADJ;SG
diamètre	diàmetre	diamètre	diàmetre	N;MASC;SG	N;MASC;SG
peintures	pintures	peinture	pintura	N;FEM;PL	N;FEM;PL
peintures	pintures	peinture	pintura	N;FEM;PL	N;FEM;PL
invasion	invasió	invasion	invasió	N;FEM;SG	N;FEM;SG
franchise	franquícia	franchise	franquícia	N;FEM;SG	N;FEM;SG
particulière	particular	particulier	particular	ADJ;FEM;SG	ADJ;SG
conscience	consciència	conscience	consciència	N;FEM;SG	N;FEM;SG
conscience	conscienciació	conscience	conscienciació	N;FEM;SG	N;FEM;SG
conscience	sensibilització	conscience	sensibilització	N;FEM;SG	N;FEM;SG
conscience	consciència	conscience	consciència	N;FEM;SG	N;FEM;SG
maîtres	amos	maître	amo	N;MASC;PL	N;MASC;PL
expositions	exposicions	exposition	exposició	N;FEM;PL	N;FEM;PL
peur	por	peur	por	N;FEM;SG	N;FEM;SG
administratif	administratiu	administratif	administratiu	ADJ;MASC;SG	ADJ;MASC;SG
peuples	pobles	peuple	poble	N;MASC;PL	N;MASC;PL
nomination	candidatura	nomination	candidatura	N;FEM;SG	N;FEM;SG
nomination	designació	nomination	designació	N;FEM;SG	N;FEM;SG
nomination	nomenament	nomination	nomenament	N;FEM;SG	N;MASC;SG
crime	crim	crime	crim	N;MASC;SG	N;MASC;SG
chrétienne	cristià	chrétien	cristià	ADJ;FEM;SG	ADJ;MASC;SG
respect	acompliment	respect	acompliment	N;MASC;SG	N;MASC;SG
respect	compliment	respect	compliment	N;MASC;SG	N;MASC;SG
mobile	mòbil	mobile	mòbil	ADJ;MASC;SG	ADJ;SG
chiffres	xifres	chiffre	xifra	N;MASC;PL	N;FEM;PL
chiffres	figures	chiffre	figura	N;MASC;PL	N;FEM;PL
chiffres	nombres	chiffre	nombre	N;MASC;PL	N;MASC;PL
chiffres	números	chiffre	número	N;MASC;PL	N;MASC;PL
sœurs	germanes	sœur	germana	N;FEM;PL	N;FEM;PL
vendredi	divendres	vendredi	divendres	N;MASC;SG	N
spéciale	especial	spécial	especial	ADJ;FEM;SG	ADJ;SG
commentaire	comentari	commentaire	comentari	N;MASC;SG	N;MASC;SG
véhicule	vehicle	véhicule	vehicle	N;MASC;SG	N;MASC;SG
départemental	departamental	départemental	departamental	ADJ;MASC;SG	ADJ;SG
irlandais	irlandès	irlandais	irlandès	ADJ;MASC;SG	ADJ;MASC;SG
densité	densitat	densité	densitat	N;FEM;SG	N;FEM;SG
apparaissent	apareixen	apparaître	aparèixer	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
apparaissent	compareixen	apparaître	comparèixer	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
transfert	traspàs	transfert	traspàs	N;MASC;SG	N;MASC;SG
transfert	transferència	transfert	transferència	N;MASC;SG	N;FEM;SG
transfert	trasllat	transfert	trasllat	N;MASC;SG	N;MASC;SG
carré	plaça	carré	plaça	N;MASC;SG	N;FEM;SG
dimension	dimensió	dimension	dimensió	N;FEM;SG	N;FEM;SG
juive	jueva	juif	juevar	ADJ;FEM;SG	ADJ;FEM;SG
juive	jueu	juif	jueu	ADJ;FEM;SG	ADJ;MASC;SG
lit	llit	lit	llit	N;MASC;SG	N;MASC;SG
seuil	llindar	seuil	llindar	N;MASC;SG	N;MASC;SG
milliers	milers	millier	miler	N;MASC;PL	N;MASC;PL
dirigeant	regle	dirigeant	regle	N;MASC;SG	N;MASC;SG
détroit	estret	détroit	estret	N;MASC;SG	N;MASC;SG
mémoires	memòries	mémoire	memòria	N;MASC;PL	N;FEM;PL
préparation	elaboració	préparation	elaboració	N;FEM;SG	N;FEM;SG
préparation	preparació	préparation	preparació	N;FEM;SG	N;FEM;SG
chronologie	cronologia	chronologie	cronologia	N;FEM;SG	N;FEM;SG
classiques	classics	classique	classic	ADJ;MASC;PL	ADJ;MASC;PL
classiques	clàssics	classique	clàssic	ADJ;MASC;PL	ADJ;MASC;PL
minimum	mínim	minimum	mínim	ADJ;MASC;SG	ADJ;MASC;SG
minimum	mínima	minimum	mínim	ADJ;MASC;SG	ADJ;FEM;SG
révolutionnaire	revolucionari	révolutionnaire	revolucionari	ADJ;MASC;SG	ADJ;MASC;SG
nécessaires	necessàries	nécessaire	necessari	ADJ;MASC;PL	ADJ;FEM;PL
bibliographie	bibliografia	bibliographie	bibliografia	N;FEM;SG	N;FEM;SG
grave	seriós	grave	seriós	ADJ;MASC;SG	ADJ;MASC;SG
million	milió	million	milió	N;MASC;SG	N;MASC;SG
poème	poema	poème	poema	N;MASC;SG	N;MASC;SG
contribution	aportació	contribution	aportació	N;FEM;SG	N;FEM;SG
rivières	rius	rivière	riu	N;FEM;PL	N;MASC;PL
directe	directa	direct	directe	ADJ;FEM;SG	ADJ;FEM;SG
aquitaine	aquitània	aquitaine	aquitani	ADJ;FEM;SG	ADJ;FEM;SG
clément	clément	clément	clément	N;MASC;SG	N;MASC;SG
notoriété	notorietat	notoriété	notorietat	N;FEM;SG	N;FEM;SG
notoriété	conscienciació	notoriété	conscienciació	N;FEM;SG	N;FEM;SG
notoriété	sensibilització	notoriété	sensibilització	N;FEM;SG	N;FEM;SG
notoriété	reputació	notoriété	reputació	N;FEM;SG	N;FEM;SG
euro	eurozona	euro	eurozona	N;MASC;SG	N;FEM;SG
euro	euro	euro	euro	N;MASC;SG	N;MASC;SG
léger	lleuger	léger	lleuger	ADJ;MASC;SG	ADJ;MASC;SG
disponibles	disponibles	disponible	disponible	ADJ;MASC;PL	ADJ;PL
danger	perillositat	danger	perillositat	N;MASC;SG	N;FEM;SG
danger	perill	danger	perill	N;MASC;SG	N;MASC;SG
similaire	similar	similaire	similar	ADJ;MASC;SG	ADJ;SG
municipalités	municipis	municipalité	municipi	N;FEM;PL	N;MASC;PL
municipalités	ajuntaments	municipalité	ajuntament	N;FEM;PL	N;MASC;PL
cordes	cordes	corde	corda	N;FEM;PL	N;FEM;PL
cordes	cadenes	corde	cadena	N;FEM;PL	N;FEM;PL
hypothèse	assumpció	hypothèse	assumpció	N;FEM;SG	N;FEM;SG
hypothèse	hipòtesi	hypothèse	hipòtesi	N;FEM;SG	N;FEM;SG
matériaux	materials	matériau	material	N;MASC;PL	N;MASC;PL
matériaux	matèries	matériau	matèria	N;MASC;PL	N;FEM;PL
risques	riscos	risque	risc	N;MASC;PL	N;MASC;PL
confluence	confluència	confluence	confluència	N;FEM;SG	N;FEM;SG
jury	jurat	jury	jurat	N;MASC;SG	N;MASC;SG
anglo	anglo	anglo	anglo	N;MASC;SG	N;SG
monnaie	diner	monnaie	diner	N;FEM;SG	N;MASC;SG
monnaie	moneda	monnaie	moneda	N;FEM;SG	N;FEM;SG
révèle	revela	révéler	revelar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
variété	varietat	variété	varietat	N;FEM;SG	N;FEM;SG
ascension	ascensió	ascension	ascensió	N;FEM;SG	N;FEM;SG
ascension	ascens	ascension	ascens	N;FEM;SG	N;MASC;SG
dirigeants	regles	dirigeant	regla	N;MASC;PL	N;FEM;PL
dirigeants	governants	dirigeant	governant	N;MASC;PL	N;PL
dirigeants	gestors	dirigeant	gestor	N;MASC;PL	N;MASC;PL
dirigeants	directius	dirigeant	directiu	N;MASC;PL	N;MASC;PL
dirigeants	líders	dirigeant	líder	N;MASC;PL	N;PL
dirigeants	dirigents	dirigeant	dirigent	N;MASC;PL	N;PL
dirigeants	executius	dirigeant	executiu	N;MASC;PL	N;MASC;PL
frontières	fronteres	frontière	frontera	N;FEM;PL	N;FEM;PL
frontières	fronteres	frontière	frontera	N;FEM;PL	N;FEM;PL
observatoire	observatori	observatoire	observatori	N;MASC;SG	N;MASC;SG
machines	màquines	machine	màquina	N;FEM;PL	N;FEM;PL
institution	institució	institution	institució	N;FEM;SG	N;FEM;SG
organisations	organitzacions	organisation	organització	N;FEM;PL	N;FEM;PL
présidentielle	presidencial	présidentiel	presidencial	ADJ;FEM;SG	ADJ;SG
normale	normal	normal	normal	ADJ;FEM;SG	ADJ;SG
résolution	resolució	résolution	resolució	N;FEM;SG	N;FEM;SG
pilotes	controladors	pilote	controlador	N;MASC;PL	N;MASC;PL
pilotes	conductors	pilote	conductor	N;MASC;PL	N;MASC;PL
pilotes	xofers	pilote	xofer	N;MASC;PL	N;MASC;PL
pilotes	pilots	pilote	pilot	N;MASC;PL	N;MASC;PL
conquête	conquesta	conquête	conquesta	N;FEM;SG	N;FEM;SG
colonie	colònia	colonie	colònia	N;FEM;SG	N;FEM;SG
besoins	necessitats	besoin	necessitat	N;MASC;PL	N;FEM;PL
genres	gèneres	genre	gènere	N;MASC;PL	N;MASC;PL
neige	neu	neige	neu	N;FEM;SG	N;FEM;SG
postes	publicacions	poste	publicació	N;MASC;PL	N;FEM;PL
discussions	discussions	discussion	discussió	N;FEM;PL	N;FEM;PL
discussions	debats	discussion	debat	N;FEM;PL	N;MASC;PL
discussions	xats	discussion	xat	N;FEM;PL	N;MASC;PL
discipline	disciplina	discipline	disciplina	N;FEM;SG	N;FEM;SG
responsabilité	responsabilitat	responsabilité	responsabilitat	N;FEM;SG	N;FEM;SG
responsabilité	responsabilitat	responsabilité	responsabilitat	N;FEM;SG	N;FEM;SG
paysage	paisatge	paysage	paisatge	N;MASC;SG	N;MASC;SG
poissons	peixos	poisson	peix	N;MASC;PL	N;MASC;PL
couvent	convent	couvent	convent	N;MASC;SG	N;MASC;SG
violence	violència	violence	violència	N;FEM;SG	N;FEM;SG
coût	cost	coût	cost	N;MASC;SG	N;MASC;SG
bains	banys	bain	bany	N;MASC;PL	N;MASC;PL
espoirs	esperances	espoir	esperança	N;MASC;PL	N;FEM;PL
africain	africà	africain	africà	ADJ;MASC;SG	ADJ;MASC;SG
bandes	bandes	bande	banda	N;FEM;PL	N;FEM;PL
fosse	pou	fosse	pou	N;FEM;SG	N;MASC;SG
costumes	disfresses	costume	disfressa	N;MASC;PL	N;FEM;PL
précisément	precisament	précisément	precisament	ADV	ADV
précisément	específicament	précisément	específicament	ADV	ADV
précisément	concretament	précisément	concretament	ADV	ADV
espoir	esperança	espoir	esperança	N;MASC;SG	N;FEM;SG
actuels	actuals	actuel	actual	ADJ;MASC;PL	ADJ;PL
jardins	jardins	jardin	jardí	N;MASC;PL	N;MASC;PL
médailles	medalles	médaille	medalla	N;FEM;PL	N;FEM;PL
détails	detalls	détail	detall	N;MASC;PL	N;MASC;PL
déclaration	declaració	déclaration	declaració	N;FEM;SG	N;FEM;SG
déclaration	declaració	déclaration	declaració	N;FEM;SG	N;FEM;SG
populaires	populars	populaire	popular	ADJ;MASC;PL	ADJ;PL
effectuer	realitzen	effectuer	realitzar	V;NFIN	V;IND;PL;3;PRS;FIN
effectuer	realitzar	effectuer	realitzar	V;NFIN	V;NFIN
fêtes	festivitats	fête	festivitat	N;FEM;PL	N;FEM;PL
fêtes	festivals	fête	festival	N;FEM;PL	N;MASC;PL
gagner	guanyar	gagner	guanyar	V;NFIN	V;NFIN
affiche	cartell	affiche	cartell	N;FEM;SG	N;MASC;SG
outil	eina	outil	eina	N;MASC;SG	N;FEM;SG
prêt	preparat	prêt	preparat	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
inventaire	inventari	inventaire	inventari	N;MASC;SG	N;MASC;SG
violon	violí	violon	violí	N;MASC;SG	N;MASC;SG
élevage	cria	élevage	cria	N;MASC;SG	N;FEM;SG
traditionnelle	tradicional	traditionnel	tradicional	ADJ;FEM;SG	ADJ;SG
remplacement	substitució	remplacement	substitució	N;MASC;SG	N;FEM;SG
islam	islam	islam	islam	N;MASC;SG	N;MASC;SG
envoie	envia	envoyer	enviar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
égalité	igualtat	égalité	igualtat	N;FEM;SG	N;FEM;SG
égalité	equitat	égalité	equitat	N;FEM;SG	N;FEM;SG
créateur	dissenyador	créateur	dissenyador	N;MASC;SG	N;MASC;SG
expliquer	expliqui	expliquer	explicar	V;NFIN	V;SBJV;SG;3;PRS;FIN
environs	rodalies	environs	rodalia	N;MASC;PL	N;MASC;PL
juridique	jurídic	juridique	jurídic	ADJ;MASC;SG	ADJ;MASC;SG
juridique	legal	juridique	legal	ADJ;MASC;SG	ADJ;SG
coalition	coalició	coalition	coalició	N;FEM;SG	N;FEM;SG
intérêts	interessos	intérêt	interès	N;MASC;PL	N;MASC;PL
municipale	municipal	municipal	municipal	ADJ;FEM;SG	ADJ;SG
inspecteur	detectiu	inspecteur	detectiu	N;MASC;SG	N;MASC;SG
inspecteur	inspector	inspecteur	inspector	N;MASC;SG	N;MASC;SG
marais	pantà	marais	pantà	N;MASC;SG	N;MASC;SG
marais	pantà	marais	pantà	N;MASC;SG	N;MASC;SG
poisson	peix	poisson	peix	N;MASC;SG	N;MASC;SG
fruits	fruites	fruit	fruita	N;MASC;PL	N;FEM;PL
fruits	fruits	fruit	fruit	N;MASC;PL	N;MASC;PL
passion	passió	passion	passió	N;FEM;SG	N;FEM;SG
chercheurs	investigadors	chercheur	investigador	N;MASC;PL	N;MASC;PL
secours	relleu	secours	relleu	N;MASC;SG	N;MASC;SG
secours	rescat	secours	rescat	N;MASC;SG	N;MASC;SG
secours	salvament	secours	salvament	N;MASC;SG	N;MASC;SG
chat	gat	chat	gat	N;MASC;SG	N;MASC;SG
stratégie	estratègia	stratégie	estratègia	N;FEM;SG	N;FEM;SG
retrait	retirada	retrait	retirada	N;MASC;SG	N;FEM;SG
coopération	cooperació	coopération	cooperació	N;FEM;SG	N;FEM;SG
archipel	arxipèlag	archipel	arxipèlag	N;MASC;SG	N;MASC;SG
compagnies	empreses	compagnie	empresa	N;FEM;PL	N;FEM;PL
compagnies	companyies	compagnie	companyia	N;FEM;PL	N;FEM;PL
âme	ànima	âme	ànima	N;FEM;SG	N;FEM;SG
gothique	gòtic	gothique	gòtic	ADJ;MASC;SG	ADJ;MASC;SG
bloc	bloc	bloc	bloc	N;MASC;SG	N;MASC;SG
bloc	bloc	bloc	bloc	N;MASC;SG	N;MASC;SG
visiteurs	visitants	visiteur	visitant	N;MASC;PL	N;PL
capital	capital	capital	capital	N;MASC;SG	N;MASC;SG
surnom	sobrenom	surnom	sobrenom	N;MASC;SG	N;MASC;SG
anciennement	antigament	anciennement	antigament	ADV	ADV
électricité	electricitat	électricité	electricitat	N;FEM;SG	N;FEM;SG
facile	fàcil	facile	fàcil	ADJ;MASC;SG	ADJ;SG
davantage	més	davantage	més	ADV	ADV
différent	diferent	différent	diferent	ADJ;MASC;SG	ADJ;SG
découvrir	explorar	découvrir	explorar	V;NFIN	V;NFIN
découvrir	descobreix	découvrir	descobrir	V;NFIN	V;IND;SG;3;PRS;FIN
changements	canvis	changement	canvi	N;MASC;PL	N;MASC;PL
chrétien	cristià	chrétien	cristià	ADJ;MASC;SG	ADJ;MASC;SG
chasseurs	caçadors	chasseur	caçador	N;MASC;PL	N;MASC;PL
chasseurs	chasseurs	chasseur	chasseure	N;MASC;PL	N;MASC;PL
opinion	opinió	opinion	opinió	N;FEM;SG	N;FEM;SG
opinion	dictamen	opinion	dictamen	N;FEM;SG	N;MASC;SG
bonnes	bones	bon	bo	ADJ;FEM;PL	ADJ;FEM;PL
classements	classificacions	classement	classificació	N;MASC;PL	N;FEM;PL
récompenses	recompenses	récompense	recompensa	N;FEM;PL	N;FEM;PL
récompenses	premis	récompense	premi	N;FEM;PL	N;MASC;PL
conflits	conflictes	conflit	conflicte	N;MASC;PL	N;MASC;PL
conflits	controvèrsies	conflit	controvèrsia	N;MASC;PL	N;FEM;PL
transformation	tramitació	transformation	tramitació	N;FEM;SG	N;FEM;SG
transformation	processament	transformation	processament	N;FEM;SG	N;MASC;SG
transformation	transformació	transformation	transformació	N;FEM;SG	N;FEM;SG
remplace	reemplaça	remplacer	reempllçar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
remplace	substitueix	remplacer	substituir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
cultures	cultius	culture	cultiu	N;FEM;PL	N;MASC;PL
cultures	conreus	culture	conreu	N;FEM;PL	N;MASC;PL
cultures	cultures	culture	cultura	N;FEM;PL	N;FEM;PL
étudier	estudiant	étudier	estudiar	V;NFIN	V;V.MSDR
consacrée	consagrar	consacrer	consagrar	V;FEM;SG;PST;V.PTCP	V;NFIN
lundi	dilluns	lundi	dilluns	N;MASC;SG	N
accessible	accessible	accessible	accessible	ADJ;MASC;SG	ADJ;SG
universités	universitats	université	universitat	N;FEM;PL	N;FEM;PL
avantage	benefici	avantage	benefici	N;MASC;SG	N;MASC;SG
avantage	avantatge	avantage	avantatge	N;MASC;SG	N;MASC;SG
monts	muntanyes	mont	muntanya	N;MASC;PL	N;FEM;PL
monts	monts	mont	mont	N;MASC;PL	N;MASC;PL
objectifs	objectius	objectif	objectiu	N;MASC;PL	N;MASC;PL
objectifs	finalitats	objectif	finalitat	N;MASC;PL	N;FEM;PL
écossais	escocès	écossais	escocès	ADJ;MASC;SG	ADJ;MASC;SG
métier	professió	métier	professió	N;MASC;SG	N;FEM;SG
soirée	partit	soirée	partit	N;FEM;SG	N;MASC;SG
soirée	festa	soirée	festa	N;FEM;SG	N;FEM;SG
soirée	vespre	soirée	vespre	N;FEM;SG	N;MASC;SG
mine	mina	mine	mina	N;FEM;SG	N;FEM;SG
alphonse	alfons	alphonse	alfó	N;MASC;SG	N;MASC;SG
disques	discs	disque	disc	N;MASC;PL	N;MASC;PL
disques	discos	disque	disc	N;MASC;PL	N;MASC;PL
représentent	representar	représenter	representar	V;IND;PL;3;PRS;FIN	V;NFIN
représentent	representen	représenter	representar	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
sydney	sydney	sydney	sydney	N;MASC;SG	N;MASC;SG
caractéristique	característic	caractéristique	característic	ADJ;FEM;SG	ADJ;MASC;SG
caractéristique	característica	caractéristique	característic	ADJ;FEM;SG	ADJ;FEM;SG
nba	nba	nba	nba	N;MASC;SG	N;MASC;SG
guitariste	guitarrista	guitariste	guitarrista	N;MASC;SG	N;SG
évêques	bisbes	évêque	bisbe	N;MASC;PL	N;MASC;PL
défendre	defensar	défendre	defensar	V;NFIN	V;NFIN
conséquences	implicacions	conséquence	implicació	N;FEM;PL	N;FEM;PL
conséquences	conseqüències	conséquence	conseqüència	N;FEM;PL	N;FEM;PL
maires	alcaldes	maire	alcalde	N;MASC;PL	N;MASC;PL
recevoir	rebre	recevoir	rebre	V;NFIN	V;NFIN
recevoir	rebre	recevoir	rebre	V;NFIN	V;NFIN
performances	actuacions	performance	actuació	N;FEM;PL	N;FEM;PL
autrichien	austríac	autrichien	austríac	ADJ;MASC;SG	ADJ;MASC;SG
pianiste	pianista	pianiste	pianista	N;MASC;SG	N;SG
archéologique	arqueològic	archéologique	arqueològic	ADJ;MASC;SG	ADJ;MASC;SG
musées	museus	musée	museu	N;MASC;PL	N;MASC;PL
brésilien	brasiler	brésilien	brasiler	ADJ;MASC;SG	ADJ;MASC;SG
doctorat	doctorat	doctorat	doctorat	N;MASC;SG	N;MASC;SG
réédition	reedició	réédition	reedició	N;FEM;SG	N;FEM;SG
vestiges	relíquies	vestige	relíquia	N;MASC;PL	N;FEM;PL
vestiges	vestigis	vestige	vestigi	N;MASC;PL	N;MASC;PL
calcul	càlcul	calcul	càlcul	N;MASC;SG	N;MASC;SG
calcul	càlcul	calcul	càlcul	N;MASC;SG	N;MASC;SG
rêve	somni	rêve	somni	N;MASC;SG	N;MASC;SG
aspects	aspectes	aspect	aspecte	N;MASC;PL	N;MASC;PL
simples	senzills	simple	senzill	ADJ;MASC;PL	ADJ;MASC;PL
fondateurs	fundadors	fondateur	fundador	N;MASC;PL	N;MASC;PL
quai	plataforma	quai	plataforma	N;MASC;SG	N;FEM;SG
démocratie	democràcia	démocratie	democràcia	N;FEM;SG	N;FEM;SG
barre	bar	barre	bar	N;FEM;SG	N;MASC;SG
métropole	metròpoli	métropole	metròpoli	N;FEM;SG	N;FEM;SG
neuvième	novè	neuvième	novè	ADJ;MASC;SG	ADJ;MASC;SG
applications	aplicacions	application	aplicació	N;FEM;PL	N;FEM;PL
applications	aplicacions	application	aplicació	N;FEM;PL	N;FEM;PL
verre	vidre	verre	vidre	N;MASC;SG	N;MASC;SG
verre	beguda	verre	beguda	N;MASC;SG	N;FEM;SG
équipement	equipament	équipement	equipament	N;MASC;SG	N;MASC;SG
abandon	abandonament	abandon	abandonament	N;MASC;SG	N;MASC;SG
queue	cua	queue	cua	N;FEM;SG	N;FEM;SG
queue	cua	queue	cua	N;FEM;SG	N;FEM;SG
ivoire	ivori	ivoire	ivori	N;MASC;SG	N;MASC;SG
partisans	partisans	partisan	partisà	N;MASC;PL	N;MASC;PL
partisans	simpatitzants	partisan	simpatitzant	N;MASC;PL	N;PL
design	disseny	design	disseny	N;MASC;SG	N;MASC;SG
pistes	talussos	piste	talús	N;FEM;PL	N;MASC;PL
pistes	vies	piste	via	N;FEM;PL	N;FEM;PL
pistes	peces	piste	peça	N;FEM;PL	N;PL
pistes	pistes	piste	pista	N;FEM;PL	N;FEM;PL
exécutif	executiu	exécutif	executiu	N;MASC;SG	N;MASC;SG
mythologie	mitologia	mythologie	mitologia	N;FEM;SG	N;FEM;SG
basilique	basílica	basilique	basílica	N;FEM;SG	N;FEM;SG
confédération	confederació	confédération	confederació	N;FEM;SG	N;FEM;SG
dessinateur	dissenyador	dessinateur	dissenyador	N;MASC;SG	N;MASC;SG
dessinateur	dibuixant	dessinateur	dibuixant	N;MASC;SG	N;SG
arrêter	abandona	arrêter	abandonar	V;NFIN	V;IND;SG;3;PRS;FIN
arrêter	atura	arrêter	aturar	V;NFIN	V;IND;SG;3;PRS;FIN
rallye	reagrupament	rallye	reagrupament	N;MASC;SG	N;MASC;SG
amitié	amistat	amitié	amistat	N;FEM;SG	N;FEM;SG
dossier	dossier	dossier	dossier	N;MASC;SG	N;MASC;SG
dossier	carpeta	dossier	carpeta	N;MASC;SG	N;FEM;SG
dossier	arxiu	dossier	arxiu	N;MASC;SG	N;MASC;SG
dossier	fitxer	dossier	fitxer	N;MASC;SG	N;MASC;SG
maladies	malalties	maladie	malaltia	N;FEM;PL	N;FEM;PL
oiseau	ocell	oiseau	ocell	N;MASC;SG	N;MASC;SG
maximale	màxim	maximal	màxim	ADJ;FEM;SG	ADJ;MASC;SG
citer	citar	citer	citar	V;NFIN	V;NFIN
constructeur	constructor	constructeur	constructor	N;MASC;SG	N;MASC;SG
campagnes	campanyes	campagne	campanya	N;FEM;PL	N;FEM;PL
compilation	compilació	compilation	compilació	N;FEM;SG	N;FEM;SG
compilation	recopilatori	compilation	recopilatori	N;FEM;SG	N;MASC;SG
connaissances	coneixements	connaissance	coneixement	N;FEM;PL	N;MASC;PL
terrestre	terrestre	terrestre	terrestre	ADJ;MASC;SG	ADJ;SG
représentations	representacions	représentation	representació	N;FEM;PL	N;FEM;PL
représentations	actuacions	représentation	actuació	N;FEM;PL	N;FEM;PL
ambassadeur	ambaixador	ambassadeur	ambaixador	N;MASC;SG	N;MASC;SG
opérateur	operador	opérateur	operador	N;MASC;SG	N;MASC;SG
opérateur	operari	opérateur	operari	N;MASC;SG	N;MASC;SG
possession	possessió	possession	possessió	N;FEM;SG	N;FEM;SG
forteresse	fortalesa	forteresse	fortalesa	N;FEM;SG	N;FEM;SG
sections	seccions	section	secció	N;FEM;PL	N;FEM;PL
positions	posicions	position	posició	N;FEM;PL	N;FEM;PL
engagement	compromís	engagement	compromís	N;MASC;SG	N;MASC;SG
engagement	compromís	engagement	compromís	N;MASC;SG	N;MASC;SG
localités	localitats	localité	localitat	N;FEM;PL	N;FEM;PL
quarante	quaranta	quarante	quaranta	NUM	NUM;PL
hectares	hectàrees	hectare	hectàrea	N;MASC;PL	N;FEM;PL
navy	armada	navy	armat	N;FEM;SG	N;FEM;SG
listes	llistes	liste	llista	N;FEM;PL	N;FEM;PL
boy	noi	boy	noi	N;MASC;SG	N;MASC;SG
arbitrage	arbitratge	arbitrage	arbitratge	N;MASC;SG	N;MASC;SG
lecteur	reproductor	lecteur	reproductor	N;MASC;SG	N;MASC;SG
lecteur	jugador	lecteur	jugador	N;MASC;SG	N;MASC;SG
remise	descompte	remise	descompte	N;FEM;SG	N;MASC;SG
tire	disparar	tirer	disparar	V;IND;SG;3;PRS;FIN	V;NFIN
tire	dispara	tirer	disparar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
hop	hop	hop	hop	N;MASC;SG	N;MASC;SG
maintenir	mantén	maintenir	mantenir	V;NFIN	V;IND;SG;3;PRS;FIN
goût	sabor	goût	sabor	N;MASC;SG	N;MASC;SG
morceaux	peces	morceau	peça	N;MASC;PL	N;PL
morceaux	vies	morceau	via	N;MASC;PL	N;FEM;PL
morceaux	peces	morceau	peça	N;MASC;PL	N;PL
morceaux	pistes	morceau	pista	N;MASC;PL	N;FEM;PL
fixe	corregit	fixe	corregir	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
fixe	arreglat	fixe	arreglar	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
sncf	sncf	sncf	sncf	N;FEM;SG	N;FEM;SG
ventes	vendes	vente	venda	N;FEM;PL	N;FEM;PL
relative	relatiu	relatif	relatiu	ADJ;FEM;SG	ADJ;MASC;SG
instruction	instrucció	instruction	instrucció	N;FEM;SG	N;FEM;SG
cancer	càncer	cancer	càncer	N;MASC;SG	N;MASC;SG
agents	agents	agent	agent	N;MASC;PL	N;PL
observation	observació	observation	observació	N;FEM;SG	N;FEM;SG
fréquence	freqüència	fréquence	freqüència	N;FEM;SG	N;FEM;SG
