com	avec	com	avec	ADP	ADP
notável	notable	notável	notable	ADJ;MASC;SG	ADJ;MASC;SG
notável	remarquable	notável	remarquable	ADJ;MASC;SG	ADJ;MASC;SG
notável	remarquable	notável	remarquable	ADJ;MASC;SG	ADJ;MASC;SG
aniversário	anniversaire	aniversário	anniversaire	N;MASC;SG	N;MASC;SG
aniversário	anniversaire	aniversário	anniversaire	N;MASC;SG	N;MASC;SG
campeonatos	championnats	campeonato	championnat	N;MASC;PL	N;MASC;PL
começar	démarrer	começar	démarrer	V;NFIN	V;NFIN
começar	commencer	começar	commencer	V;NFIN	V;NFIN
começar	commencez	começar	commencer	V;NFIN	V;IMP;PL;2;PRS;FIN
começar	commencer	começar	commencer	V;NFIN	V;NFIN
edifícios	bâtiments	edifício	bâtiment	N;MASC;PL	N;MASC;PL
edifícios	immeubles	edifício	immeuble	N;MASC;PL	N;MASC;PL
edifícios	édifices	edifício	édifice	N;MASC;PL	N;MASC;PL
doutor	doc	doutor	doc	N;MASC;SG	N;MASC;SG
doutor	toubib	doutor	toubib	N;MASC;SG	N;MASC;SG
doutor	médecin	doutor	médecin	N;MASC;SG	N;MASC;SG
doutor	docteur	doutor	docteur	N;MASC;SG	N;MASC;SG
pedir	demander	pedir	demander	V;NFIN	V;NFIN
pedir	demandez	pedir	demander	V;NFIN	V;IMP;PL;2;PRS;FIN
pedir	demander	pedir	demander	V;NFIN	V;NFIN
pedir	demandez	pedir	demander	V;NFIN	V;IMP;PL;2;PRS;FIN
matar	tuer	matar	tuer	V;NFIN	V;NFIN
matar	tuez	matar	tuer	V;NFIN	V;IMP;PL;2;PRS;FIN
matar	tuer	matar	tuer	V;NFIN	V;NFIN
matar	tue	matar	tuer	V;NFIN	V;IND;SG;3;PRS;FIN
matar	assassiner	matar	assassiner	V;NFIN	V;NFIN
matar	massacrer	matar	massacrer	V;NFIN	V;NFIN
matar	tuer	matar	tuer	V;NFIN	V;NFIN
moderno	moderne	moderno	moderne	ADJ;MASC;SG	ADJ;MASC;SG
liderança	leadership	liderança	leadership	N;FEM;SG	N;MASC;SG
troféu	trophée	troféu	trophée	N;MASC;SG	N;MASC;SG
troféu	trophy	troféu	trophy	N;MASC;SG	N;MASC;SG
faria	ferait	fazer	faire	V;COND;SG;3;FIN	V;COND;SG;3;PRS;FIN
convidado	invité	convidar	inviter	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
convidado	invitée	convidar	inviter	V;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
convidado	invité	convidar	inviter	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
convidado	invitée	convidar	inviter	V;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
hill	colline	hill	colline	N;MASC;SG	N;FEM;SG
mesa	table	mesa	table	N;FEM;SG	N;FEM;SG
mesa	tableau	mesa	tableau	N;FEM;SG	N;MASC;SG
revisão	revue	revisão	revue	N;FEM;SG	N;FEM;SG
revisão	examen	revisão	examen	N;FEM;SG	N;MASC;SG
revisão	révision	revisão	révision	N;FEM;SG	N;FEM;SG
revisão	révision	revisão	révision	N;FEM;SG	N;FEM;SG
inimigo	ennemi	inimigo	ennemi	N;MASC;SG	N;MASC;SG
inimigo	ennemi	inimigo	ennemi	N;MASC;SG	N;MASC;SG
citação	cotation	citação	cotation	N;FEM;SG	N;FEM;SG
citação	citation	citação	citation	N;FEM;SG	N;FEM;SG
citação	devis	citação	devis	N;FEM;SG	N;MASC;SG
citação	citation	citação	citation	N;FEM;SG	N;FEM;SG
citação	cotation	citação	cotation	N;FEM;SG	N;FEM;SG
citação	citation	citação	citation	N;FEM;SG	N;FEM;SG
citação	devis	citação	devis	N;FEM;SG	N;MASC;SG
elevado	élevée	elevar	élever	V;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
conceição	conception	conceição	conception	N;FEM;SG	N;FEM;SG
simon	simon	simon	simon	N;MASC;SG	N;MASC;SG
cristãos	chrétiens	cristão	chrétien	N;MASC;PL	N;MASC;PL
cristãos	chrétiens	cristão	chrétien	N;MASC;PL	N;MASC;PL
aves	volailles	ave	volaille	N;FEM;PL	N;FEM;PL
aves	oiseaux	ave	oiseau	N;FEM;PL	N;MASC;PL
aves	oiseaux	ave	oiseau	N;FEM;PL	N;MASC;PL
fábrica	usine	fábrica	usine	N;FEM;SG	N;FEM;SG
visita	visite	visita	visite	N;FEM;SG	N;FEM;SG
stone	pierre	stone	pierre	N;MASC;SG	N;FEM;SG
escritos	écrites	escrever	écrire	V;MASC;PL;V.PTCP	V;FEM;PL;PST;V.PTCP
escritos	écrits	escrever	écrit	V;MASC;PL;V.PTCP	V;MASC;PL;PST;V.PTCP
escritos	écrits	escrever	écrit	V;MASC;PL;V.PTCP	V;MASC;PL;PST;V.PTCP
assistente	assistant	assistente	assistant	N;MASC;SG	N;MASC;SG
assistente	adjointe	assistente	adjoint	N;MASC;SG	N;FEM;SG
assistente	adjoint	assistente	adjoint	N;MASC;SG	N;MASC;SG
assistente	assistante	assistente	assistant	N;MASC;SG	N;FEM;SG
assistente	assistant	assistente	assistant	N;MASC;SG	N;MASC;SG
assistente	sorcier	assistente	sorcier	N;MASC;SG	N;MASC;SG
assistente	magicien	assistente	magicien	N;MASC;SG	N;MASC;SG
existir	existent	existir	exister	V;NFIN	V;IND;PL;3;PRS;FIN
existir	existe	existir	exister	V;NFIN	V;IND;SG;3;PRS;FIN
existir	exister	existir	exister	V;NFIN	V;NFIN
contendo	contenant	conter	contenir	V;V.MSDR	V;PRS;V.PTCP
boy	garçon	boy	garçon	N;MASC;SG	N;MASC;SG
boy	boy	boy	boy	N;MASC;SG	N;MASC;SG
litoral	côte	litoral	côte	N;MASC;SG	N;FEM;SG
litoral	littoral	litoral	littoral	N;MASC;SG	N;MASC;SG
litoral	littoral	litoral	littoral	N;MASC;SG	N;MASC;SG
litoral	côtier	litoral	côtier	N;MASC;SG	N;MASC;SG
litoral	côte	litoral	côte	N;MASC;SG	N;FEM;SG
villa	villa	villa	villa	N;MASC;SG	N;FEM;SG
proprietário	propriétaire	proprietário	propriétaire	N;MASC;SG	N;MASC;SG
cunha	cale	cunha	cale	N;FEM;SG	N;FEM;SG
razões	raisons	razão	raison	N;FEM;PL	N;FEM;PL
facilmente	facilement	facilmente	facilement	ADV	ADV
facilmente	aisément	facilmente	aisément	ADV	ADV
aviso	remarque	aviso	remarque	N;MASC;SG	N;FEM;SG
aviso	préavis	aviso	préavis	N;MASC;SG	N;MASC;SG
aviso	avis	aviso	avis	N;MASC;SG	N;MASC;SG
aviso	alerte	aviso	alerte	N;MASC;SG	N;FEM;SG
aviso	avertissement	aviso	avertissement	N;MASC;SG	N;MASC;SG
doenças	maladies	doença	maladie	N;FEM;PL	N;FEM;PL
doenças	maladies	doença	maladie	N;FEM;PL	N;FEM;PL
ribeira	ribeira	ribeira	ribeirer	N;FEM;SG	N;FEM;SG
ray	raie	ray	raie	N;MASC;SG	N;FEM;SG
participações	participations	participação	participation	N;FEM;PL	N;FEM;PL
participações	participations	participação	participation	N;FEM;PL	N;FEM;PL
bloqueado	bloquée	bloqueado	bloqué	V;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
bloqueado	bloqué	bloqueado	bloqué	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
visual	visuelle	visual	visuel	ADJ;MASC;SG	ADJ;FEM;SG
visual	visuel	visual	visuel	ADJ;MASC;SG	ADJ;MASC;SG
fama	célébrité	fama	célébrité	N;FEM;SG	N;FEM;SG
fama	gloire	fama	gloire	N;FEM;SG	N;FEM;SG
fama	fame	fama	fame	N;FEM;SG	N;MASC;SG
conferência	conférence	conferência	conférence	N;FEM;SG	N;FEM;SG
autoridades	autorités	autoridade	autorité	N;FEM;PL	N;FEM;PL
seguido	suivit	seguir	suivre	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
seguido	suivie	seguir	suivre	V;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
útil	utile	útil	utile	ADJ;MASC;SG	ADJ;MASC;SG
útil	serviable	útil	serviable	ADJ;MASC;SG	ADJ;MASC;SG
útil	utile	útil	utile	ADJ;MASC;SG	ADJ;MASC;SG
útil	maniable	útil	maniable	ADJ;MASC;SG	ADJ;MASC;SG
coluna	colonne	coluna	colonne	N;FEM;SG	N;FEM;SG
coluna	chronique	coluna	chronique	N;FEM;SG	N;FEM;SG
secretaria	registre	secretaria	registre	N;FEM;SG	N;MASC;SG
secretaria	greffe	secretaria	greffe	N;FEM;SG	N;FEM;SG
secretaria	secrétariat	secretaria	secrétariat	N;FEM;SG	N;MASC;SG
disputada	contesté	disputar	contester	V;FEM;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
disputada	contestée	disputar	contester	V;FEM;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
indo	aller	ir	aller	V;V.MSDR	V;NFIN
entender	comprenez	entender	comprendre	V;NFIN	V;IMP;PL;2;PRS;FIN
entender	comprendre	entender	comprendre	V;NFIN	V;NFIN
entender	comprends	entender	comprendre	V;NFIN	V;IMP;SG;1;PRS;FIN
exatamente	exactement	exatamente	exactement	ADV	ADV
vii	vii	ver	vii	NUM	NUM
dificuldades	difficultés	dificuldade	difficulté	N;FEM;PL	N;FEM;PL
dificuldades	difficultés	dificuldade	difficulté	N;FEM;PL	N;FEM;PL
comunista	communiste	comunista	communiste	ADJ;MASC;SG	ADJ;MASC;SG
reação	réaction	reação	réaction	N;FEM;SG	N;FEM;SG
protagonista	protagoniste	protagonista	protagoniste	N;MASC;SG	N;MASC;SG
fatos	déguisements	fato	déguisement	N;MASC;PL	N;MASC;PL
fatos	costumes	fato	costume	N;MASC;PL	N;MASC;PL
fatos	costumes	fato	costume	N;MASC;PL	N;MASC;PL
fatos	combinaisons	fato	combinaison	N;MASC;PL	N;FEM;PL
regular	ordinaire	regular	ordinaire	ADJ;MASC;SG	ADJ;MASC;SG
regular	régulière	regular	régulier	ADJ;MASC;SG	ADJ;FEM;SG
regular	régulier	regular	régulier	ADJ;MASC;SG	ADJ;MASC;SG
nave	navire	nave	navire	N;FEM;SG	N;MASC;SG
nave	vaisseau	nave	vaisseau	N;FEM;SG	N;MASC;SG
tempestade	orage	tempestade	orage	N;FEM;SG	N;MASC;SG
tempestade	orage	tempestade	orage	N;FEM;SG	N;MASC;SG
tempestade	tempête	tempestade	tempête	N;FEM;SG	N;FEM;SG
tempestade	tempête	tempestade	tempête	N;FEM;SG	N;FEM;SG
pedidos	applications	pedido	application	N;MASC;PL	N;FEM;PL
pedidos	demandes	pedido	demande	N;MASC;PL	N;FEM;PL
pedidos	demandes	pedido	demande	N;MASC;PL	N;FEM;PL
pedidos	requêtes	pedido	requête	N;MASC;PL	N;FEM;PL
interna	interne	interno	interne	ADJ;FEM;SG	ADJ;MASC;SG
oportunidade	hasard	oportunidade	hasard	N;FEM;SG	N;MASC;SG
oportunidade	chance	oportunidade	chance	N;FEM;SG	N;FEM;SG
oportunidade	opportunité	oportunidade	opportunité	N;FEM;SG	N;FEM;SG
folha	feuille	folha	feuille	N;FEM;SG	N;FEM;SG
folha	leaf	folha	leaf	N;FEM;SG	N;FEM;SG
folha	feuille	folha	feuille	N;FEM;SG	N;FEM;SG
folha	drap	folha	drap	N;FEM;SG	N;MASC;SG
folha	feuillet	folha	feuillet	N;FEM;SG	N;MASC;SG
series	séries	ser	série	N;MASC;PL	N;FEM;PL
gravou	enregistrée	gravar	enregistrer	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
gravou	enregistré	gravar	enregistrer	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
atleta	athlète	atleta	athlète	N;MASC;SG	N;MASC;SG
criados	crées	criar	créer	V;MASC;PL;V.PTCP	V;FEM;PL;PST;V.PTCP
criados	créés	criar	créer	V;MASC;PL;V.PTCP	V;MASC;PL;PST;V.PTCP
teresa	thérèse	teresa	thérèse	N;FEM;SG	N;FEM;SG
teresa	thérèse	teresa	thérèse	N;FEM;SG	N;FEM;SG
terminal	terminal	terminal	terminal	N;MASC;SG	N;MASC;SG
medo	peur	medo	peur	N;MASC;SG	N;FEM;SG
medo	crainte	medo	crainte	N;MASC;SG	N;FEM;SG
medo	peur	medo	peur	N;MASC;SG	N;FEM;SG
medo	peur	medo	peur	N;MASC;SG	N;FEM;SG
medo	trouille	medo	trouille	N;MASC;SG	N;FEM;SG
domingos	dimanches	domingo	dimanche	N;MASC;PL	N;MASC;PL
domingos	dimanches	domingo	dimanche	N;MASC;PL	N;MASC;PL
latino	latin	latino	latin	N;MASC;SG	N;MASC;SG
alice	alice	alice	alice	N;FEM;SG	N;FEM;SG
polônia	pologne	polônia	pologne	N;FEM;SG	N;FEM;SG
classificado	évalué	classificar	évaluer	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
classificado	classé	classificar	classer	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
classificado	notée	classificar	noter	V;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
classificado	noté	classificar	noter	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
classificado	classifié	classificar	classifier	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
classificado	classé	classificar	classer	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
classificado	classé	classificar	classer	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
hollywood	hollywood	hollywood	hollywood	N;MASC;SG	N;MASC;SG
anime	anime	anime	anime	N;MASC;SG	N;FEM;SG
veículo	véhicule	veículo	véhicule	N;MASC;SG	N;MASC;SG
desejo	désir	desejo	désir	N;MASC;SG	N;MASC;SG
desejo	souhait	desejo	souhait	N;MASC;SG	N;MASC;SG
desejo	voeu	desejo	voeu	N;MASC;SG	N;MASC;SG
assinou	signée	assinar	signer	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
assinou	signé	assinar	signer	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
eventualmente	éventuellement	eventualmente	éventuellement	ADV	ADV
eventualmente	finalement	eventualmente	finalement	ADV	ADV
onda	vague	onda	vague	N;FEM;SG	N;FEM;SG
onda	onde	onda	onde	N;FEM;SG	N;FEM;SG
inaugurado	inauguré	inaugurar	inaugurer	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
inaugurado	inaugurée	inaugurar	inaugurer	V;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
derrotado	vaincu	derrotar	vaincre	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
derrotado	battu	derrotar	battre	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
derrotado	vaincue	derrotar	vaincre	V;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
professores	professeurs	professor	professeur	N;MASC;PL	N;MASC;PL
professores	profs	professor	prof	N;MASC;PL	N;MASC;PL
professores	professeurs	professor	professeur	N;MASC;PL	N;MASC;PL
professores	enseignants	professor	enseignant	N;MASC;PL	N;MASC;PL
tentando	essayant	tentar	essayer	V;V.MSDR	V;PRS;V.PTCP
tentando	essayer	tentar	essayer	V;V.MSDR	V;NFIN
seguiu	suivit	seguir	suivre	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
seguiu	suivie	seguir	suivre	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
who	oms	who	om	N;MASC;SG	N;MASC;SG
documentário	documentaire	documentário	documentaire	N;MASC;SG	N;MASC;SG
actual	actuel	actual	actuel	ADJ;MASC;SG	ADJ;MASC;SG
actual	actuelle	actual	actuel	ADJ;MASC;SG	ADJ;FEM;SG
pediu	demandé	pedir	demander	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
terreno	terrain	terreno	terrain	N;MASC;SG	N;MASC;SG
terreno	moulu	terreno	moulu	N;MASC;SG	N;MASC;SG
animação	animation	animação	animation	N;FEM;SG	N;FEM;SG
guia	guide	guia	guide	N;FEM;SG	N;MASC;SG
caça	chasse	caça	chasse	N;FEM;SG	N;FEM;SG
caça	chasse	caça	chasse	N;FEM;SG	N;FEM;SG
prédio	batiment	prédio	batiment	N;MASC;SG	N;MASC;SG
prédio	immeuble	prédio	immeuble	N;MASC;SG	N;MASC;SG
prédio	bâtiment	prédio	bâtiment	N;MASC;SG	N;MASC;SG
arcebispo	archevêque	None	archevêque	N;MASC;SG	N;MASC;SG
violência	violence	violência	violence	N;FEM;SG	N;FEM;SG
contribuições	contributions	contribuição	contribution	N;FEM;PL	N;FEM;PL
contribuições	cotisations	contribuição	cotisation	N;FEM;PL	N;FEM;PL
verdadeira	réel	verdadeiro	réel	ADJ;FEM;SG	ADJ;MASC;SG
verdadeira	réelle	verdadeiro	réel	ADJ;FEM;SG	ADJ;FEM;SG
verdadeira	véritable	verdadeiro	véritable	ADJ;FEM;SG	ADJ;MASC;SG
verdadeira	vrai	verdadeiro	vrai	ADJ;FEM;SG	ADJ;MASC;SG
verdadeira	vraie	verdadeiro	vrai	ADJ;FEM;SG	ADJ;FEM;SG
verdadeira	vraie	verdadeiro	vrai	ADJ;FEM;SG	ADJ;FEM;SG
verdadeira	vrai	verdadeiro	vrai	ADJ;FEM;SG	ADJ;MASC;SG
verdadeira	véritable	verdadeiro	véritable	ADJ;FEM;SG	ADJ;MASC;SG
policial	officier	policial	officier	N;MASC;SG	N;MASC;SG
policial	gendarme	policial	gendarme	N;MASC;SG	N;MASC;SG
policial	policier	policial	policier	N;MASC;SG	N;MASC;SG
órgãos	organes	órgão	organe	N;MASC;PL	N;MASC;PL
órgãos	organes	órgão	organe	N;MASC;PL	N;MASC;PL
órgãos	carrosseries	órgão	carrosserie	N;MASC;PL	N;FEM;PL
curto	courte	curto	court	ADJ;MASC;SG	ADJ;FEM;SG
curto	court	curto	court	ADJ;MASC;SG	ADJ;MASC;SG
estudar	étudier	estudar	étudier	V;NFIN	V;NFIN
estudar	étudier	estudar	étudier	V;NFIN	V;NFIN
moradores	habitants	morador	habitant	N;MASC;PL	N;MASC;PL
moradores	résidents	morador	résident	N;MASC;PL	N;MASC;PL
loja	boutique	loja	boutique	N;FEM;SG	N;FEM;SG
loja	magasin	loja	magasin	N;FEM;SG	N;MASC;SG
loja	boutique	loja	boutique	N;FEM;SG	N;FEM;SG
loja	magasin	loja	magasin	N;FEM;SG	N;MASC;SG
formando	formant	formar	former	V;V.MSDR	V;PRS;V.PTCP
resolução	résolution	resolução	résolution	N;FEM;SG	N;FEM;SG
diferenças	différences	diferença	différence	N;FEM;PL	N;FEM;PL
eurovisão	eurovision	eurovisão	eurovision	N;FEM;SG	N;FEM;SG
apelido	surnom	apelido	surnom	N;MASC;SG	N;MASC;SG
apelido	pseudo	apelido	pseudo	N;MASC;SG	N;MASC;SG
apelido	pseudonyme	apelido	pseudonyme	N;MASC;SG	N;MASC;SG
apelido	nom	apelido	nom	N;MASC;SG	N;MASC;SG
apelido	patronyme	apelido	patronyme	N;MASC;SG	N;MASC;SG
ave	oiseau	ave	oiseau	N;FEM;SG	N;MASC;SG
responsabilidade	responsabilité	responsabilidade	responsabilité	N;FEM;SG	N;FEM;SG
responsabilidade	responsabilité	responsabilidade	responsabilité	N;FEM;SG	N;FEM;SG
responsabilidade	responsabilisation	responsabilidade	responsabilisation	N;FEM;SG	N;FEM;SG
responsabilidade	responsabilité	responsabilidade	responsabilité	N;FEM;SG	N;FEM;SG
responsabilidade	imputabilité	responsabilidade	imputabilité	N;FEM;SG	N;FEM;SG
avião	avion	avião	avion	N;MASC;SG	N;MASC;SG
avião	avion	avião	avion	N;MASC;SG	N;MASC;SG
avião	avion	avião	avion	N;MASC;SG	N;MASC;SG
avião	avion	avião	avion	N;MASC;SG	N;MASC;SG
sinais	signaux	sinal	signal	N;MASC;PL	N;MASC;PL
sinais	signes	sinal	signe	N;MASC;PL	N;MASC;PL
sinais	panneaux	sinal	panneau	N;MASC;PL	N;MASC;PL
equivalente	équivalente	equivalente	équivalent	ADJ;MASC;SG	ADJ;FEM;SG
equivalente	équivalent	equivalente	équivalent	ADJ;MASC;SG	ADJ;MASC;SG
licença	licence	licença	licence	N;FEM;SG	N;FEM;SG
licença	licence	licença	licence	N;FEM;SG	N;FEM;SG
aparecem	apparaître	aparecer	apparaître	V;IND;PL;3;PRS;FIN	V;NFIN
aparecem	apparaissent	aparecer	apparaître	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
mix	mix	mix	mix	N;MASC;SG	N;MASC;SG
mix	mélange	mix	mélange	N;MASC;SG	N;MASC;SG
mix	mixage	mix	mixage	N;MASC;SG	N;MASC;SG
dividido	divisé	dividir	diviser	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
dividido	divisée	dividir	diviser	V;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
beleza	beauté	beleza	beauté	N;FEM;SG	N;FEM;SG
pés	pieds	pé	pied	N;MASC;PL	N;MASC;PL
interesses	intérêts	interesse	intérêt	N;MASC;PL	N;MASC;PL
air	air	air	air	N;MASC;SG	N;MASC;SG
destacado	souligné	destacar	souligner	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
destacado	secondé	destacar	seconder	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
destacado	détaché	destacar	détacher	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
relacionamento	relation	relacionamento	relation	N;MASC;SG	N;FEM;SG
tópico	thème	tópico	thème	N;MASC;SG	N;MASC;SG
tópico	sujet	tópico	sujet	N;MASC;SG	N;MASC;SG
part	partie	part	partie	N;MASC;SG	N;FEM;SG
festas	festivités	festa	festivité	N;FEM;PL	N;FEM;PL
festas	fêtes	festa	fête	N;FEM;PL	N;FEM;PL
festas	festivals	festa	festival	N;FEM;PL	N;MASC;PL
festas	fêtes	festa	fête	N;FEM;PL	N;FEM;PL
festas	parties	festa	partie	N;FEM;PL	N;FEM;PL
rtp	rtp	rtp	rtp	N;FEM;SG	N;MASC;SG
media	médias	media	média	N;MASC;PL	N;MASC;PL
lojas	commerces	loja	commerce	N;FEM;PL	N;MASC;PL
lojas	magasins	loja	magasin	N;FEM;PL	N;MASC;PL
lojas	boutiques	loja	boutique	N;FEM;PL	N;FEM;PL
lojas	magasins	loja	magasin	N;FEM;PL	N;MASC;PL
figuras	chiffres	figura	chiffre	N;FEM;PL	N;MASC;PL
like	genre	like	genre	N;MASC;SG	N;MASC;SG
albert	albert	albert	albert	N;MASC;SG	N;MASC;SG
tio	oncle	tio	oncle	N;MASC;SG	N;MASC;SG
atualizado	modernisé	atualizar	moderniser	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
atualizado	améliorée	atualizar	améliorer	V;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
atualizado	amélioré	atualizar	améliorer	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
atualizado	actualisé	atualizar	actualiser	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
foto	photo	foto	photo	N;FEM;SG	N;FEM;SG
foto	pic	foto	pic	N;FEM;SG	N;MASC;SG
foto	photo	foto	photo	N;FEM;SG	N;FEM;SG
foto	image	foto	image	N;FEM;SG	N;FEM;SG
coelho	lapin	coelho	lapin	N;MASC;SG	N;MASC;SG
coelho	lièvre	coelho	lièvre	N;MASC;SG	N;MASC;SG
coelho	lapin	coelho	lapin	N;MASC;SG	N;MASC;SG
proteger	protéger	proteger	protéger	V;NFIN	V;NFIN
proteger	protégeant	proteger	protéger	V;NFIN	V;PRS;V.PTCP
proteger	protège	proteger	protéger	V;NFIN	V;IND;SG;3;PRS;FIN
proteger	protégez	proteger	protéger	V;NFIN	V;IMP;PL;2;PRS;FIN
proteger	protéger	proteger	protéger	V;NFIN	V;NFIN
proteger	protègent	proteger	protéger	V;NFIN	V;IND;PL;3;PRS;FIN
criando	créer	criar	créer	V;V.MSDR	V;NFIN
errado	erroné	errar	erroné	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
cardeal	cardinal	cardeal	cardinal	N;MASC;SG	N;MASC;SG
bens	marchandises	bem	marchandise	N;MASC;PL	N;FEM;PL
bens	biens	bem	bien	N;MASC;PL	N;MASC;PL
braço	bras	braço	bras	N;MASC;SG	N;MASC;SG
braço	arm	braço	arm	N;MASC;SG	N;MASC;SG
bloco	bloc	bloco	bloc	N;MASC;SG	N;MASC;SG
bloco	bloc	bloco	bloc	N;MASC;SG	N;MASC;SG
bloco	blocage	bloco	blocage	N;MASC;SG	N;MASC;SG
reconhecido	reconnu	reconhecer	reconnaître	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
reconhecido	reconnue	reconhecer	reconnaître	V;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
reconhecido	reconnu	reconhecer	reconnaître	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
reconhecido	reconnue	reconhecer	reconnaître	V;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
reconhecido	reconnu	reconhecer	reconnaître	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
reconhecido	reconnue	reconhecer	reconnaître	V;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
junta	junte	junta	junte	N;FEM;SG	N;FEM;SG
religioso	religieux	religioso	religieux	ADJ;MASC;SG	ADJ;MASC;SG
religioso	religieuse	religioso	religieux	ADJ;MASC;SG	ADJ;FEM;SG
use	utiliser	usar	utiliser	V;SBJV;SG;3;PRS;FIN	V;NFIN
way	façon	way	façon	N;MASC;SG	N;FEM;SG
way	manière	way	manière	N;MASC;SG	N;FEM;SG
notáveis	notables	notável	notable	ADJ;MASC;PL	ADJ;MASC;PL
notáveis	remarquables	notável	remarquable	ADJ;MASC;PL	ADJ;MASC;PL
notáveis	remarquables	notável	remarquable	ADJ;MASC;PL	ADJ;MASC;PL
clássica	classic	clássico	classic	N;FEM;SG	N;MASC;SG
ópera	opéra	ópera	opéra	N;FEM;SG	N;MASC;SG
possíveis	possibles	possível	possible	ADJ;MASC;PL	ADJ;MASC;PL
marie	marie	marie	marier	N;FEM;SG	N;FEM;SG
salão	lounge	salão	lounge	N;MASC;SG	N;MASC;SG
salão	salon	salão	salon	N;MASC;SG	N;MASC;SG
salão	salon	salão	salon	N;MASC;SG	N;MASC;SG
salão	hall	salão	hall	N;MASC;SG	N;MASC;SG
vaga	vague	vaga	vague	N;FEM;SG	N;FEM;SG
amazonas	amazonie	amazona	amazonie	N;MASC;SG	N;FEM;SG
amazonas	amazon	amazona	amazon	N;MASC;SG	N;MASC;SG
amazonas	amazone	amazona	amazone	N;MASC;SG	N;FEM;SG
situações	situations	situação	situation	N;FEM;PL	N;FEM;PL
volumes	volumes	volume	volume	N;MASC;PL	N;MASC;PL
voleibol	volley	voleibol	volley	N;MASC;SG	N;MASC;SG
voleibol	volleyball	voleibol	volleyball	N;MASC;SG	N;MASC;SG
legislação	législation	legislação	législation	N;FEM;SG	N;FEM;SG
unânime	unanime	unânime	unanime	ADJ;MASC;SG	ADJ;MASC;SG
semelhantes	similaires	semelhante	similaire	ADJ;MASC;PL	ADJ;MASC;PL
semelhantes	semblables	semelhante	semblable	ADJ;MASC;PL	ADJ;MASC;PL
chaves	clés	chave	clé	N;MASC;PL	N;FEM;PL
chaves	clefs	chave	clef	N;MASC;PL	N;MASC;PL
chaves	clefs	chave	clef	N;MASC;PL	N;MASC;PL
chaves	clés	chave	clé	N;MASC;PL	N;FEM;PL
exceção	exception	exceção	exception	N;FEM;SG	N;FEM;SG
direto	hétéro	direto	hétéro	N;MASC;SG	N;MASC;SG
