hän	她	hän	她	PRO;NOM;SG;3	PRO;3
luonne	字元	luonne	字元	N;NOM;SG	N
luonne	人物	luonne	人物	N;NOM;SG	N
luonne	角色	luonne	角色	N;NOM;SG	N
luonne	性格	luonne	性格	N;NOM;SG	N
luonne	品格	luonne	品格	N;NOM;SG	N
luonne	自然	luonne	自然	N;NOM;SG	N
luonne	性質	luonne	性質	N;NOM;SG	N
vuoristo	山	vuoristo	山	N;NOM;SG	N
vuoristo	山脈	vuoristo	山脈	N;NOM;SG	N
vuoristo	山區	vuoristo	山區	N;NOM;SG	N
vuoristo	山	vuoristo	山	N;NOM;SG	N
vuoristo	山區	vuoristo	山區	N;NOM;SG	N
vuoristo	山地	vuoristo	山地	N;NOM;SG	N
kilpailuja	競賽	kilpailu	競賽	N;PRT;PL	N
kehittyy	演化	kehittyä	演化	V;IND;SG;3;PRS;FIN;ACT	V
kehittyy	進化	kehittyä	進化	V;IND;SG;3;PRS;FIN;ACT	V
kehittyy	演化	kehittyä	演化	V;IND;SG;3;PRS;FIN;ACT	V
juontaja	主機	juontaja	主機	N;NOM;SG	N
sarjat	系列	sarja	系列	N;NOM;PL	N
oikeuksien	權利	oikeus	權利	N;GEN;PL	N
vaikutuksia	特效	vaikutus	特效	N;PRT;PL	N
vaikutuksia	效應	vaikutus	效應	N;PRT;PL	N
vaikutuksia	效果	vaikutus	效果	N;PRT;PL	N
kertomuksia	故事	kertomus	故事	N;PRT;PL	N
kertomuksia	動態	kertomus	動態	N;PRT;PL	N
side	側	side	側	N;NOM;SG	N
side	紗布	side	紗布	N;NOM;SG	N
side	繃帶	side	繃帶	N;NOM;SG	N
side	鍵	side	鍵	N;NOM;SG	N
side	債券	side	債券	N;NOM;SG	N
paikallaan	文具	paikka	文具	N;AT+ESS
;SG	N
paikallaan	靜止	paikka	靜止	N;AT+ESS
;SG	N
paikallaan	固定	paikka	固定	N;AT+ESS
;SG	N
sivujen	頁	sivu	頁	N;GEN;PL	N
juna	火車	juna	火車	N;NOM;SG	N
juna	列車	juna	列車	N;NOM;SG	N
hyväksynyt	核定	hyväksyä	核定	V;NOM;SG;V.PTCP;ACT	V
hyväksynyt	核准	hyväksyä	核准	V;NOM;SG;V.PTCP;ACT	V
hyväksynyt	批准	hyväksyä	批准	V;NOM;SG;V.PTCP;ACT	V
huippu	頂	huippu	頂	N;NOM;SG	N
huippu	頂端	huippu	頂端	N;NOM;SG	N
huippu	熱門	huippu	熱門	N;NOM;SG	N
huippu	峰峰	huippu	峰峰	N;NOM;SG	N
huippu	山頂	huippu	山頂	N;NOM;SG	N
maista	味道	maa	味道	N;IN+ABL;PL	N
maista	味覺	maa	味覺	N;IN+ABL;PL	N
maista	品味	maa	品味	N;IN+ABL;PL	N
urheilun	體育	urheilu	體育	N;GEN;SG	N
urheilun	運動	urheilu	運動	N;GEN;SG	N
sairaus	病	sairaus	病	N;NOM;SG	N
sairaus	疾病	sairaus	疾病	N;NOM;SG	N
sairaus	病	sairaus	病	N;NOM;SG	N
sairaus	疾病	sairaus	疾病	N;NOM;SG	N
sairaus	病	sairaus	病	N;NOM;SG	N
sairaus	疾病	sairaus	疾病	N;NOM;SG	N
box	箱	box	箱	N;NOM;SG	N
box	框	box	框	N;NOM;SG	N
box	盒	box	盒	N;NOM;SG	N
box	盒子	box	盒子	N;NOM;SG	N
box	方	box	方	N;NOM;SG	N
asuinpaikka	住宅	asuin#paikka	住宅	N;NOM;SG	N
asuinpaikka	居所	asuin#paikka	居所	N;NOM;SG	N
etäisyys	山脈	etäisyys	山脈	N;NOM;SG	N
etäisyys	範圍	etäisyys	範圍	N;NOM;SG	N
etäisyys	射程	etäisyys	射程	N;NOM;SG	N
valokuvia	照片	valo#kuva	照片	N;PRT;PL	N
valokuvia	像片	valo#kuva	像片	N;PRT;PL	N
valokuvia	像片	valo#kuva	像片	N;PRT;PL	N
valokuvia	照片	valo#kuva	照片	N;PRT;PL	N
valokuvia	圖片	valo#kuva	圖片	N;PRT;PL	N
valokuvia	像片	valo#kuva	像片	N;PRT;PL	N
valokuvia	圖畫	valo#kuva	圖畫	N;PRT;PL	N
valokuvia	照片	valo#kuva	照片	N;PRT;PL	N
muodon	形狀	muoto	形狀	N;GEN;SG	N
suojaa	保護	suoja	保護	V;IMP;SG;2;FIN;ACT	V
suojaa	避難	suoja	避難	V;IMP;SG;2;FIN;ACT	V
suojaa	收容	suoja	收容	V;IMP;SG;2;FIN;ACT	V
suojaa	覆蓋	suoja	覆蓋	V;IMP;SG;2;FIN;ACT	V
tuote	商品	tuote	商品	N;NOM;SG	N
tuote	產品	tuote	產品	N;NOM;SG	N
tuote	產物	tuote	產物	N;NOM;SG	N
kieltää	否認	kieltää	否認	V;IND;SG;PRS;FIN;ACT	V
kieltää	禁止	kieltää	禁止	V;IND;SG;PRS;FIN;ACT	V
baseball	棒球	baseball	棒球	N;NOM;SG	N
välit	間	välit	間	N;NOM;PL	N
välit	間	välit	間	N;NOM;PL	N
tulevaisuuden	今後	tulevaisuus	今後	N;GEN;SG	N
tulevaisuuden	將來	tulevaisuus	將來	N;GEN;SG	N
tulevaisuuden	未來	tulevaisuus	未來	N;GEN;SG	N
kuolemaa	死神	kuolema	死神	N;PRT;SG	N
rivi	線	rivi	線	N;NOM;SG	N
rivi	線路	rivi	線路	N;NOM;SG	N
rivi	划	rivi	划	N;NOM;SG	N
rivi	排	rivi	排	N;NOM;SG	N
hautausmaa	墓園	hautaus#maa	墓園	N;NOM;SG	N
hautausmaa	墓地	hautaus#maa	墓地	N;NOM;SG	N
hautausmaa	公墓	hautaus#maa	公墓	N;NOM;SG	N
hautausmaa	墓地	hautaus#maa	墓地	N;NOM;SG	N
eläin	動物	eläin	動物	N;NOM;SG	N
kokoelman	收藏	kokoelma	收藏	N;GEN;SG	N
sukellusvene	潛艇	sukellus#vene	潛艇	N;NOM;SG	N
sankari	英雄	sankari	英雄	N;NOM;SG	N
maine	名譽	maine	名譽	N;NOM;SG	N
maine	聲譽	maine	聲譽	N;NOM;SG	N
maine	名聲	maine	名聲	N;NOM;SG	N
maine	信譽	maine	信譽	N;NOM;SG	N
maine	聲望	maine	聲望	N;NOM;SG	N
maine	名望	maine	名望	N;NOM;SG	N
maine	名氣	maine	名氣	N;NOM;SG	N
ajatuksia	想法	ajatus	想法	N;PRT;PL	N
ajatuksia	想法	ajatus	想法	N;PRT;PL	N
ajatuksia	思想	ajatus	思想	N;PRT;PL	N
koilliseen	東北	koillinen	東北	N;IN+ALL;SG	N
maaseudun	鄉村	maa#seutu	鄉村	N;GEN;SG	N
maaseudun	鄉下	maa#seutu	鄉下	N;GEN;SG	N
maaseudun	鄉間	maa#seutu	鄉間	N;GEN;SG	N
maaseudun	農村	maa#seutu	農村	N;GEN;SG	N
maaseudun	農村	maa#seutu	農村	N;GEN;SG	N
teollisuus	工業	teollisuus	工業	N;NOM;SG	N
teollisuus	產業	teollisuus	產業	N;NOM;SG	N
teollisuus	行業	teollisuus	行業	N;NOM;SG	N
teollisuus	業界	teollisuus	業界	N;NOM;SG	N
saavutukset	成績	saavutus	成績	N;NOM;PL	N
saavutukset	成績	saavutus	成績	N;NOM;PL	N
mahdollisuuksia	機遇	mahdollisuus	機遇	N;PRT;PL	N
mahdollisuuksia	機會	mahdollisuus	機會	N;PRT;PL	N
mahdollisuuksia	可能	mahdollisuus	可能	N;PRT;PL	N
kirjeen	信	kirje	信	N;GEN;SG	N
kirjeen	字母	kirje	字母	N;GEN;SG	N
kirjeen	信函	kirje	信函	N;GEN;SG	N
kirjeen	信件	kirje	信件	N;GEN;SG	N
töissä	工作	työ	工作	N;IN+ESS;PL	N
lentokone	飛機	lento#kone	飛機	N;NOM;SG	N
lentokone	平面	lento#kone	平面	N;NOM;SG	N
lentokone	飛機	lento#kone	飛機	N;NOM;SG	N
lentokone	飛機	lento#kone	飛機	N;NOM;SG	N
suhteita	關係	suhde	關係	N;PRT;PL	N
kulttuuria	文化	kulttuuri	文化	N;PRT;SG	N
tekijän	作者	tekijä	作者	N;GEN;SG	N
vallankumous	革命	vallan#kumous	革命	N;NOM;SG	N
kansallisuus	國籍	kansallisuus	國籍	N;NOM;SG	N
tornin	塔	torni	塔	N;GEN;SG	N
tornin	塔台	torni	塔台	N;GEN;SG	N
sivuja	頁	siva	頁	N;PRT;PL	N
vaikeuksia	困難	vaikeus	困難	N;PRT;PL	N
vaikeuksia	難度	vaikeus	難度	N;PRT;PL	N
vaikeuksia	麻煩	vaikeus	麻煩	N;PRT;PL	N
vaikeuksia	困難	vaikeus	困難	N;PRT;PL	N
pohja	基地	pohja	基地	N;NOM;SG	N
pohja	基礎	pohja	基礎	N;NOM;SG	N
pohja	基數	pohja	基數	N;NOM;SG	N
pohja	樣板	pohja	樣板	N;NOM;SG	N
pohja	模板	pohja	模板	N;NOM;SG	N
pohja	下方	pohja	下方	N;NOM;SG	N
pohja	底	pohja	底	N;NOM;SG	N
pohja	底部	pohja	底部	N;NOM;SG	N
pohja	底下	pohja	底下	N;NOM;SG	N
runsas	豐富	runsas	豐富	ADJ;NOM;SG	ADJ
metsän	森林	metsä	森林	N;GEN;SG	N
verkossa	網上	verkko	網上	N;IN+ESS;SG	N
summa	金額	summa	金額	N;NOM;SG	N
summa	款額	summa	款額	N;NOM;SG	N
summa	數額	summa	數額	N;NOM;SG	N
summa	總和	summa	總和	N;NOM;SG	N
verta	血液	veri	血液	N;PRT;SG	N
verta	血	veri	血	N;PRT;SG	N
verta	血跡	veri	血跡	N;PRT;SG	N
verta	鮮血	veri	鮮血	N;PRT;SG	N
organisaation	組織	organisaatio	組織	N;GEN;SG	N
öljy	油	öljy	油	N;NOM;SG	N
öljy	石油	öljy	石油	N;NOM;SG	N
öljy	機油	öljy	機油	N;NOM;SG	N
rooleja	作用	rooli	作用	N;PRT;PL	N
rooleja	角色	rooli	角色	N;PRT;PL	N
kasvava	生長	kasvaa	生長	V;NOM;SG;V.PTCP;ACT	V
kasvava	成長	kasvaa	成長	V;NOM;SG;V.PTCP;ACT	V
kasvava	增加	kasvaa	增加	V;NOM;SG;V.PTCP;ACT	V
kaakkoon	東南	kaakko	東南	N;IN+ALL;SG	N
oppia	學習	oppia	學習	V;SG;NFIN;ACT	V
oppia	學習	oppia	學習	V;SG;NFIN;ACT	V
toiminnot	活動	toiminto	活動	N;NOM;PL	N
toiminnot	函數	toiminto	函數	N;NOM;PL	N
toiminnot	功能	toiminto	功能	N;NOM;PL	N
toiminnot	行動	toiminto	行動	N;NOM;PL	N
käsi	手臂	käsi	手臂	N;NOM;SG	N
käsi	臂	käsi	臂	N;NOM;SG	N
käsi	胳膊	käsi	胳膊	N;NOM;SG	N
käsi	手	käsi	手	N;NOM;SG	N
vangittiin	囚禁	vangita	囚禁	V;IND;PST;FIN;PASS	V
ilmaista	快車	ilmaista	快車	N;PRT;SG	N
ilmaista	特快	ilmaista	特快	N;PRT;SG	N
ilmaista	自由	ilmaista	自由	N;PRT;SG	N
ilmaista	免費	ilmaista	免費	N;PRT;SG	N
määritelmä	定義	määritelmä	定義	N;NOM;SG	N
kuuluneet	屬	kuulua	屬	V;NOM;PL;V.PTCP;ACT	V
yksityinen	私人	yksityinen	私人	ADJ;NOM;SG	ADJ
puutarha	園	puu#tarha	園	N;NOM;SG	N
puutarha	園林	puu#tarha	園林	N;NOM;SG	N
puutarha	花園	puu#tarha	花園	N;NOM;SG	N
puutarha	園藝	puu#tarha	園藝	N;NOM;SG	N
vaikutukset	特效	vaikutus	特效	N;NOM;PL	N
vaikutukset	效應	vaikutus	效應	N;NOM;PL	N
vaikutukset	效果	vaikutus	效果	N;NOM;PL	N
vaikutukset	特效	vaikutus	特效	N;NOM;PL	N
vaikutukset	效果	vaikutus	效果	N;NOM;PL	N
vaikutukset	效應	vaikutus	效應	N;NOM;PL	N
liikkuu	感動	liikkua	感動	V;IND;SG;3;PRS;FIN;ACT	V
väli	中間	väli	中間	N;NOM;SG	N
väli	中級	väli	中級	N;NOM;SG	N
väli	區間	väli	區間	N;NOM;SG	N
väli	間歇	väli	間歇	N;NOM;SG	N
väli	間	väli	間	N;NOM;SG	N
tutkimukset	查詢	tutkimus	查詢	N;NOM;PL	N
stand	站	stand	站	N;NOM;SG	N
valokuvat	照片	valo#kuva	照片	N;NOM;PL	N
valokuvat	像片	valo#kuva	像片	N;NOM;PL	N
valokuvat	像片	valo#kuva	像片	N;NOM;PL	N
valokuvat	照片	valo#kuva	照片	N;NOM;PL	N
luoteeseen	西北	luote	西北	N;IN+ALL;SG	N
korostaa	突顯	korostaa	突顯	V;IND;SG;3;PRS;FIN;ACT	V
korostaa	凸顯	korostaa	凸顯	V;IND;SG;3;PRS;FIN;ACT	V
korostaa	突顯	korostaa	突顯	V;IND;SG;3;PRS;FIN;ACT	V
agentti	特工	agentti	特工	N;NOM;SG	N
metsää	樹林	metsä	樹林	N;PRT;SG	N
metsää	森林	metsä	森林	N;PRT;SG	N
oppilas	瞳孔	oppilas	瞳孔	N;NOM;SG	N
oppilas	學生	oppilas	學生	N;NOM;SG	N
kapea	狹窄	kapea	狹窄	ADJ;NOM;SG	ADJ
jokien	河流	joki	河流	N;GEN;PL	N
asunto	住房	asunto	住房	N;NOM;SG	N
asunto	公寓	asunto	公寓	N;NOM;SG	N
sataa	下雨	sataa	下雨	N;PRT;SG	N
sataa	雨	sataa	雨	N;PRT;SG	N
sataa	下雨	sataa	下雨	N;PRT;SG	N
sataa	雨水	sataa	雨水	N;PRT;SG	N
väitöskirja	論文	väitös#kirja	論文	N;NOM;SG	N
mitalin	獎章	mitali	獎章	N;GEN;SG	N
mitalin	勳章	mitali	勳章	N;GEN;SG	N
mitalin	獎牌	mitali	獎牌	N;GEN;SG	N
kuoro	合唱	kuoro	合唱	N;NOM;SG	N
kuoro	合唱	kuoro	合唱	N;NOM;SG	N
kuoro	合唱	kuoro	合唱	N;NOM;SG	N
taiteilijan	藝術	taiteilija	藝術	N;GEN;SG	N
taiteilijan	藝人	taiteilija	藝人	N;GEN;SG	N
ilmassa	空中	ilma	空中	N;IN+ESS;SG	N
ilmassa	空降	ilma	空降	N;IN+ESS;SG	N
huomautukset	意見	huomautus	意見	N;NOM;PL	N
lang	郎	lang	郎	N;NOM;SG	N
lounaaseen	西南	lounas	西南	N;IN+ALL;SG	N
maatalouden	農業	maa#talous	農業	N;GEN;SG	N
maatalouden	農耕	maa#talous	農耕	N;GEN;SG	N
maatalouden	耕作	maa#talous	耕作	N;GEN;SG	N
maatalouden	務	maa#talous	務	N;GEN;SG	N
maatalouden	農業	maa#talous	農業	N;GEN;SG	N
moottorit	引擎	moottori	引擎	N;NOM;PL	N
moottorit	馬達	moottori	馬達	N;NOM;PL	N
moottorit	引擎	moottori	引擎	N;NOM;PL	N
levyt	紀錄	levy	紀錄	N;NOM;PL	N
levyt	板	levy	板	N;NOM;PL	N
kauppias	商人	kauppias	商人	N;NOM;SG	N
kauppias	商家	kauppias	商家	N;NOM;SG	N
kauppias	莊家	kauppias	莊家	N;NOM;SG	N
mantereen	大洲	manner	大洲	N;GEN;SG	N
mantereen	大陸	manner	大陸	N;GEN;SG	N
alkoholin	醇	alkoholi	醇	N;GEN;SG	N
alkoholin	酒精	alkoholi	酒精	N;GEN;SG	N
alkoholin	酒	alkoholi	酒	N;GEN;SG	N
alkoholin	酒類	alkoholi	酒類	N;GEN;SG	N
folk	民謠	folk	民謠	N;NOM;SG	N
folk	民間	folk	民間	N;NOM;SG	N
folk	民俗	folk	民俗	N;NOM;SG	N
soundtrack	配樂	soundtrack	配樂	N;NOM;SG	N
vaiheet	階段	vaihe	階段	N;NOM;PL	N
vaiheet	階段	vaihe	階段	N;NOM;PL	N
vaiheet	步驟	vaihe	步驟	N;NOM;PL	N
vastustaa	抵制	vastustaa	抵制	V;IND;SG;3;PRS;FIN;ACT	V
vastustaa	抗拒	vastustaa	抗拒	V;IND;SG;3;PRS;FIN;ACT	V
vaimon	妻子	vaimo	妻子	N;GEN;SG	N
eroja	差異	ero	差異	N;PRT;PL	N
eroja	差異	ero	差異	N;PRT;PL	N
eroja	差額	ero	差額	N;PRT;PL	N
eroja	分歧	ero	分歧	N;PRT;PL	N
eroja	差距	ero	差距	N;PRT;PL	N
hedelmä	果實	hedelmä	果實	N;NOM;SG	N
hedelmä	水果	hedelmä	水果	N;NOM;SG	N
hedelmä	果	hedelmä	果	N;NOM;SG	N
business	企業	business	企業	N;NOM;SG	N
business	業務	business	業務	N;NOM;SG	N
business	商業	business	商業	N;NOM;SG	N
business	商務	business	商務	N;NOM;SG	N
ajaja	司機	ajaja	司機	N;NOM;SG	N
ohjelmat	軟體	ohjelma	軟體	N;NOM;PL	N
ohjelmat	方案	ohjelma	方案	N;NOM;PL	N
ohjelmat	方案	ohjelma	方案	N;NOM;PL	N
ohjelmat	程式	ohjelma	程式	N;NOM;PL	N
viettää	花費	viettää	花費	V;IND;SG;FIN;ACT	V
viettää	花費	viettää	花費	V;IND;SG;FIN;ACT	V
viettää	花費	viettää	花費	V;IND;SG;FIN;ACT	V
lentokoneen	飛機	lento#kone	飛機	N;GEN;SG	N
esto	區塊	esto	區塊	N;NOM;SG	N
koneiden	機械	kone	機械	N;GEN;PL	N
lintuja	鳥類	lintu	鳥類	N;PRT;PL	N
lintuja	鳥	lintu	鳥	N;PRT;PL	N
lintuja	鳥兒	lintu	鳥兒	N;PRT;PL	N
aurinkoa	太陽	aurinko	太陽	N;PRT;SG	N
aurinkoa	陽光	aurinko	陽光	N;PRT;SG	N
kehittyä	演化	kehittyä	演化	V;SG;NFIN;ACT	V
kehittyä	進化	kehittyä	進化	V;SG;NFIN;ACT	V
sisko	妹妹	sisko	妹妹	N;NOM;SG	N
sisko	姐姐	sisko	姐姐	N;NOM;SG	N
sisko	姐妹	sisko	姐妹	N;NOM;SG	N
sisko	姊妹	sisko	姊妹	N;NOM;SG	N
sisko	姊姊	sisko	姊姊	N;NOM;SG	N
vakiintunut	定居	vakiintua	定居	V;NOM;SG;V.PTCP;ACT	V
kasvot	臉	kasvot	臉	N;NOM;PL	N
kasvot	面孔	kasvot	面孔	N;NOM;PL	N
kasvot	臉	kasvot	臉	N;NOM;PL	N
kasvot	臉部	kasvot	臉部	N;NOM;PL	N
mount	山	mount	山	N;NOM;SG	N
metsien	森林	metsä	森林	N;GEN;PL	N
kirje	信	kirje	信	N;NOM;SG	N
kirje	字母	kirje	字母	N;NOM;SG	N
kirje	信函	kirje	信函	N;NOM;SG	N
kirje	信件	kirje	信件	N;NOM;SG	N
menettänyt	失	menettää	失	V;NOM;SG;V.PTCP;ACT	V
menettänyt	輸	menettää	輸	V;NOM;SG;V.PTCP;ACT	V
menettänyt	輸	menettää	輸	V;NOM;SG;V.PTCP;ACT	V
menettänyt	遺失	menettää	遺失	V;NOM;SG;V.PTCP;ACT	V
menettänyt	迷失	menettää	迷失	V;NOM;SG;V.PTCP;ACT	V
tuotteiden	商品	tuote	商品	N;GEN;PL	N
tuotteiden	產品	tuote	產品	N;GEN;PL	N
rakkautta	戀愛	rakkaus	戀愛	N;PRT;SG	N
rakkautta	愛情	rakkaus	愛情	N;PRT;SG	N
suurlähetystö	大使	suur#lähetystö	大使	N;NOM;SG	N
suurlähetystö	使館	suur#lähetystö	使館	N;NOM;SG	N
syntymäpäivä	生日	syntymä#päivä	生日	N;NOM;SG	N
syntymäpäivä	生日	syntymä#päivä	生日	N;NOM;SG	N
totuus	真理	totuus	真理	N;NOM;SG	N
totuus	事實	totuus	事實	N;NOM;SG	N
totuus	真相	totuus	真相	N;NOM;SG	N
pesä	窩	pesä	窩	N;NOM;SG	N
pesä	巢穴	pesä	巢穴	N;NOM;SG	N
pesä	巢	pesä	巢	N;NOM;SG	N
pesä	蜂巢	pesä	蜂巢	N;NOM;SG	N
kuukausi	月刊	kuu#kausi	月刊	N;NOM;SG	N
kuukausi	月	kuu#kausi	月	N;NOM;SG	N
kuukausi	個	kuu#kausi	個	N;NOM;SG	N
kuukausi	月份	kuu#kausi	月份	N;NOM;SG	N
heinä	乾草	hän	乾草	N;NOM;SG	N
yhteistyön	協作	yhteis#työ	協作	N;GEN;SG	N
kilpailee	相爭	kilpailla	相爭	V;IND;SG;3;PRS;FIN;ACT	V
funktio	功能	funktio	功能	N;NOM;SG	N
funktio	職能	funktio	職能	N;NOM;SG	N
funktio	函數	funktio	函數	N;NOM;SG	N
kulma	角落	kylmä	角落	N;NOM;SG	N
kulma	轉角	kylmä	轉角	N;NOM;SG	N
kulma	角	kylmä	角	N;NOM;SG	N
kulma	角度	kylmä	角度	N;NOM;SG	N
kulma	角	kylmä	角	N;NOM;SG	N
kulma	角	kylmä	角	N;NOM;SG	N
taru	傳奇	taru	傳奇	N;NOM;SG	N
talven	冬	talvi	冬	N;GEN;SG	N
talven	冬季	talvi	冬季	N;GEN;SG	N
talven	冬天	talvi	冬天	N;GEN;SG	N
maali	畫	maali	畫	N;NOM;SG	N
maali	油漆	maali	油漆	N;NOM;SG	N
maali	顏料	maali	顏料	N;NOM;SG	N
maali	目標	maali	目標	N;NOM;SG	N
rajoitettu	受限	rajoittaa	受限	V;NOM;SG;V.PTCP;PASS	V
rajoitettu	受限	rajoittaa	受限	V;NOM;SG;V.PTCP;PASS	V
numerot	數字	numero	數字	N;NOM;PL	N
vahvistaa	確認	vahvistaa	確認	V;IND;SG;PRS;FIN;ACT	V
vahvistaa	證實	vahvistaa	證實	V;IND;SG;PRS;FIN;ACT	V
vahvistaa	加強	vahvistaa	加強	V;IND;SG;PRS;FIN;ACT	V
munaa	公雞	muna	公雞	N;PRT;SG	N
munaa	丸子	muna	丸子	N;PRT;SG	N
munaa	蛋	muna	蛋	N;PRT;SG	N
munaa	雞蛋	muna	雞蛋	N;PRT;SG	N
varattu	預留	varata	預留	V;NOM;SG;V.PTCP;PASS	V
varattu	保留	varata	保留	V;NOM;SG;V.PTCP;PASS	V
koillis	東北	koillis	東北	N;NOM;SG	N
koillis	東北	koillis	東北	N;NOM;SG	N
kotka	老鷹	kotka	老鷹	N;NOM;SG	N
kotka	雕	kotka	雕	N;NOM;SG	N
kotka	鵰	kotka	鵰	N;NOM;SG	N
käden	手	käsi	手	N;GEN;SG	N
onnettomuus	意外	onnettomuus	意外	N;NOM;SG	N
onnettomuus	事故	onnettomuus	事故	N;NOM;SG	N
onnettomuus	災害	onnettomuus	災害	N;NOM;SG	N
onnettomuus	災難	onnettomuus	災難	N;NOM;SG	N
tarkistaa	檢查	tarkistaa	檢查	V;IND;SG;FIN;ACT	V
tarkistaa	驗證	tarkistaa	驗證	V;IND;SG;FIN;ACT	V
tarkistaa	檢查	tarkistaa	檢查	V;IND;SG;FIN;ACT	V
imperiumin	帝國	imperiumi	帝國	N;GEN;SG	N
laulut	歌曲	laulu	歌曲	N;NOM;PL	N
laulut	歌	laulu	歌	N;NOM;PL	N
puuttuvat	缺少	puuttua	缺少	V;PL;3;FIN;ACT	V
puuttuvat	失蹤	puuttua	失蹤	V;PL;3;FIN;ACT	V
puuttuvat	遺失	puuttua	遺失	V;PL;3;FIN;ACT	V
yksilöt	標本	yksilö	標本	N;NOM;PL	N
pelasti	獲救	pelastaa	獲救	V;IND;SG;3;PST;FIN;ACT	V
symboli	符號	symboli	符號	N;NOM;SG	N
cross	十字	cross	十字	N;NOM;SG	N
cross	十字	cross	十字	N;NOM;SG	N
cross	交叉	cross	交叉	N;NOM;SG	N
alkuperää	原產	alku#perä	原產	N;PRT;SG	N
alkuperää	起源	alku#perä	起源	N;PRT;SG	N
risteilijä	巡洋	risteilijä	巡洋	N;NOM;SG	N
kylien	鄉村	kylä	鄉村	N;GEN;PL	N
kylien	村	kylä	村	N;GEN;PL	N
nuoruus	青年	nuoruus	青年	N;NOM;SG	N
nuoruus	青春	nuoruus	青春	N;NOM;SG	N
nuoruus	青少	nuoruus	青少	N;NOM;SG	N
kuvaukset	拍戲	kuvaus	拍戲	N;NOM;PL	N
liikkuvat	感動	liikkua	感動	V;IND;PL;3;PRS;FIN;ACT	V
lampi	池	lampi	池	N;NOM;SG	N
lampi	池塘	lampi	池塘	N;NOM;SG	N
lupa	授權	lupa	授權	N;NOM;SG	N
lupa	授權	lupa	授權	N;NOM;SG	N
dosentti	講師	dosentti	講師	N;NOM;SG	N
yksikön	股	yksikkö	股	N;GEN;SG	N
yksikön	單元	yksikkö	單元	N;GEN;SG	N
yksikön	單位	yksikkö	單位	N;GEN;SG	N
kuukaudessa	月	kuu#kausi	月	N;IN+ESS;SG	N
kuukaudessa	個	kuu#kausi	個	N;IN+ESS;SG	N
kuukaudessa	月份	kuu#kausi	月份	N;IN+ESS;SG	N
hehtaarin	英畝	hehtaari	英畝	N;GEN;SG	N
tappio	虧損	tappio	虧損	N;NOM;SG	N
tappio	損失	tappio	損失	N;NOM;SG	N
tappio	虧損	tappio	虧損	N;NOM;SG	N
tappio	損失	tappio	損失	N;NOM;SG	N
tappio	敗	tappio	敗	N;NOM;SG	N
tuen	援助	tuki	援助	N;GEN;SG	N
organisaatio	組織	organisaatio	組織	N;NOM;SG	N
organisaatio	組織	organisaatio	組織	N;NOM;SG	N
materiaalin	物料	materiaali	物料	N;GEN;SG	N
materiaalin	材質	materiaali	材質	N;GEN;SG	N
materiaalin	材料	materiaali	材料	N;GEN;SG	N
muuttuvat	改變	muuttua	改變	V;IND;PL;3;PRS;FIN;ACT	V
elvis	貓	elvis	貓	N;NOM;SG	N
roskaa	垃圾	roska	垃圾	N;PRT;SG	N
roskaa	垃圾	roska	垃圾	N;PRT;SG	N
roskaa	垃圾	roska	垃圾	N;PRT;SG	N
vapauttaa	釋出	vapauttaa	釋出	V;IND;SG;3;PRS;FIN;ACT	V
vapauttaa	釋放	vapauttaa	釋放	V;IND;SG;3;PRS;FIN;ACT	V
vapauttaa	釋放	vapauttaa	釋放	V;IND;SG;3;PRS;FIN;ACT	V
politiikkaa	政治	politiikka	政治	N;PRT;SG	N
politiikkaa	政治	politiikka	政治	N;PRT;SG	N
näyttely	展覽	näyttely	展覽	N;NOM;SG	N
näyttely	展品	näyttely	展品	N;NOM;SG	N
näyttely	展覽	näyttely	展覽	N;NOM;SG	N
näyttely	展	näyttely	展	N;NOM;SG	N
näyttely	展覽	näyttely	展覽	N;NOM;SG	N
aineet	物質	aine	物質	N;NOM;PL	N
aineet	元素	aine	元素	N;NOM;PL	N
aineet	成分	aine	成分	N;NOM;PL	N
aineet	原料	aine	原料	N;NOM;PL	N
aineet	成份	aine	成份	N;NOM;PL	N
puolustus	辯護	puolustus	辯護	N;NOM;SG	N
puolustus	國防	puolustus	國防	N;NOM;SG	N
puolustus	防禦	puolustus	防禦	N;NOM;SG	N
puolustus	防守	puolustus	防守	N;NOM;SG	N
puolustus	國防	puolustus	國防	N;NOM;SG	N
puolustus	防禦	puolustus	防禦	N;NOM;SG	N
laatu	素質	laatu	素質	N;NOM;SG	N
laatu	品質	laatu	品質	N;NOM;SG	N
laatu	優質	laatu	優質	N;NOM;SG	N
laatu	質量	laatu	質量	N;NOM;SG	N
kokous	會議	kokous	會議	N;NOM;SG	N
kokous	會議	kokous	會議	N;NOM;SG	N
videon	視訊	video	視訊	N;GEN;SG	N
videon	影片	video	影片	N;GEN;SG	N
syitä	理由	syy	理由	N;PRT;PL	N
syitä	原因	syy	原因	N;PRT;PL	N
syitä	起因	syy	起因	N;PRT;PL	N
toimisto	機構	toimisto	機構	N;NOM;SG	N
kruunua	冠	kruunu	冠	N;PRT;SG	N
kruunua	皇冠	kruunu	皇冠	N;PRT;SG	N
väitetty	認領	väittää	認領	V;NOM;SG;V.PTCP;PASS	V
väitetty	聲稱	väittää	聲稱	V;NOM;SG;V.PTCP;PASS	V
väitetty	據稱	väittää	據稱	V;NOM;SG;V.PTCP;PASS	V
