להדגים	سمجھانا	הדגים	سمجھا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
לתחזק	سنبھالنا	התזקק	سنبھال	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
תוקפנות	دھونس	תוקפנות	دھونس	N;FEM;SG	N;NOM;MASC;SG;3
תוקפנות	جارحیت	תוקפנות	جارحیت	N;FEM;SG	N;NOM;MASC;SG;3
תוקפנות	جارحیت	תוקפנות	جارحیت	N;FEM;SG	N;NOM;MASC;SG;3
מתווך	پنچ	התווך	پنچ		
מתווך	دلال	התווך	دلال		
מתווך	دلال	התווך	دلال		
התכווצות	رکاوٹ	התכווצות	رکاوٹ	N;FEM;SG	N;NOM;MASC;SG;3
התכווצות	رکاوٹ	התכווצות	رکاوٹ	N;FEM;SG	N;NOM;MASC;SG;3
לצעוק	چیخ	צעק	چیخ	V;NFIN;ACT	V;ACT
לצעוק	ّچلانا	צעק	لچلا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
לצעוק	چیخنا	צעק	چیخنا	V;NFIN;ACT	V;MASC;SG;V.PTCP;ACT
חדשנות	اختراع	חדשנות	اختراع	N;FEM;SG	N;NOM;MASC;SG;3
חדשנות	جدّت	חדשנות	جدّت	N;FEM;SG	N;NOM;MASC;SG;3
מרקחת	دواخانہ	מרקחת	دواخانہ	N;FEM;SG	N;NOM;MASC;SG;3
אותנטי	اصلی	אותנטי	اصلی	ADJ;MASC;SG	ADJ
קליע	بم	קליע	بم	N;MASC;SG	N;NOM;MASC;SG;3
תמריץ	ترغیب	תמריץ	ترغیب	N;MASC;SG	N;NOM;MASC;SG;3
קירבה	قربت	קירב	قربت	N;FEM;SG	N;NOM;MASC;SG;3
קירבה	قربت	קירב	قربت	N;FEM;SG	N;NOM;MASC;SG;3
קירבה	رشتہ	קירב	رشتہ	N;FEM;SG	N;NOM;MASC;SG;3
קירבה	ربط	קירב	ربط	N;FEM;SG	N;NOM;MASC;SG;3
קירבה	رشتہ	קירב	رشتہ	N;FEM;SG	N;NOM;MASC;SG;3
שכנוע	عقیدہ	שכנוע	عقیدہ	N;MASC;SG	N;NOM;MASC;SG;3
שכנוע	ایمان	שכנוע	ایمان	N;MASC;SG	N;NOM;MASC;SG;3
שכנוע	گروہ	שכנוע	گروہ	N;MASC;SG	N;NOM;MASC;SG;3
שכנוע	عقیدہ	שכנוע	عقیدہ	N;MASC;SG	N;NOM;MASC;SG;3
שכנוע	ایمان	שכנוע	ایمان	N;MASC;SG	N;NOM;MASC;SG;3
שכנוע	ترغیب	שכנוע	ترغیب	N;MASC;SG	N;NOM;MASC;SG;3
שכנוע	گروہ	שכנוע	گروہ	N;MASC;SG	N;NOM;MASC;SG;3
פאניקה	دہشت	פאניקה	دہشت	N;FEM;SG	N;NOM;MASC;SG;3
אדים	بخار	אדים	بخار	N;MASC;SG	N;NOM;MASC;SG;3
מזרקה	تیل	מזרקה	تیل	N;FEM;SG	N;NOM;MASC;SG;3
מזרקה	منبع	מזרקה	منبع	N;FEM;SG	N;NOM;MASC;SG;3
מזרקה	تیل	מזרקה	تیل	N;FEM;SG	N;NOM;MASC;SG;3
שחפת	خرچ	שחףה	خرچ	N;FEM;SG	N;NOM;MASC;SG;3
שדר	ترسیل	שדר	ترسیل	N;MASC;SG	N;NOM;MASC;SG;3
שדר	روشنی	שדר	روشنی	N;MASC;SG	N;NOM;MASC;SG;3
נחותים	کمتر	נחות	کمتر	ADJ;MASC;PL	ADJ
מנטה	(	מנטה	(		
גינוי	مذمت	גינוי	مذمت	N;MASC;SG	N;NOM;MASC;SG;3
גינוי	ملامت	גינוי	ملامت	N;MASC;SG	N;NOM;FEM;SG;3
הדבק	لئی.	הדבק	لئی.		
לקוחה	خریدار	לקוח	خریدار	N;FEM;SG	N;NOM;MASC;SG;3
הצג	out	הצג	out		
הצג	(	הצג	(		
הצג	out	הצג	out		
הצג	(	הצג	(		
הצג	تماشا.	הצג	تماشا.		
בטלה	بلامصروفیت	בטל	بلامصروفیت	N;FEM;SG	N;NOM;MASC;SG;3
בטלה	بلامصروفیت	בטל	بلامصروفیت	N;FEM;SG	N;NOM;MASC;SG;3
המהות	خلاصہ	המהות	خلاصہ	N;FEM;SG	N;NOM;MASC;SG;3
המהות	خلاصہ	המהות	خلاصہ	N;FEM;SG	N;NOM;MASC;SG;3
אכסניה	اعتراض	אכסניה	اعتراض	N;FEM;SG	N;NOM;MASC;SG;3
רוע	بد.	רוע	بد.		
רוע	قبح.	רוע	قبح.		
רוע	بد.	רוע	بد.		
רוע	قبح.	רוע	قبح.		
רענון	تفریح	רענון	تفریح	N;MASC;SG	N;NOM;MASC;SG;3
צמצם	پتلا	צמצם	پتلا	N;MASC;SG	N;NOM;MASC;SG;3
דאף	کھوٹا.	דאף	کھوٹا.		
מעריכה	ماننا	העריך	مان	V;FEM;SG;V.PTCP;ACT	V;MASC;SG;NFIN
מעריכה	جاننا	העריך	جان	V;FEM;SG;V.PTCP;ACT	V;MASC;SG;NFIN;ACT
מעריכה	پہچاننا	העריך	پہچان	V;FEM;SG;V.PTCP;ACT	V;SG;NFIN;ACT
התגלמות	تمثیل	התגלמות	تمثیل	N;FEM;SG	N;NOM;MASC;SG;3
לנעול	لگانا	נעל	لگا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
לנעול	لگانا	נעל	لگا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
דע	سیکھا	דע	سیکھ	V;MASC;SG;1;PST;ACT	V;PFV;MASC;SG;V.PTCP;ACT
דע	سیکھا	דע	سیکھ	V;MASC;SG;1;PST;ACT	V;PFV;MASC;SG;V.PTCP;ACT
דע	جاننا	דע	جان	V;MASC;SG;1;PST;ACT	V;MASC;SG;NFIN;ACT
סוכריות	مٹھائیاں	סוכריה	مٹھا	N;FEM;PL	N;NOM;MASC;PL;3
להרתיע	روکنا	הרתיע	روک	V;NFIN;ACT	V;NFIN
השתקפות	اشعاع	השתקפות	اشعاع	N;FEM;SG	N;NOM;MASC;SG;3
השתקפות	پرتو	השתקפות	پرتو	N;FEM;SG	N;NOM;MASC;SG;3
בוערת	کھلا	בער	کھل	V;FEM;SG;V.PTCP;ACT	V;PFV;MASC;SG;V.PTCP;ACT
תעלומה	رازداری	תעלומה	رازداری	N;FEM;SG	N;NOM;MASC;SG;3
תעלומה	خفیہ	תעלומה	خفیہ	N;FEM;SG	N;NOM;MASC;SG;3
תעלומה	رمزیت	תעלומה	رمزیت	N;FEM;SG	N;NOM;MASC;SG;3
תעלומה	رازداری	תעלומה	رازداری	N;FEM;SG	N;NOM;MASC;SG;3
תעלומה	خفیہ	תעלומה	خفیہ	N;FEM;SG	N;NOM;MASC;SG;3
תעלומה	راز	תעלומה	راز	N;FEM;SG	N;NOM;MASC;SG;3
תעלומה	رمزیت	תעלומה	رمزیت	N;FEM;SG	N;NOM;MASC;SG;3
סימולציה	نقل	סימולציה	نقل	N;FEM;SG	N;NOM;MASC;SG;3
מתוחכמת	پیچیدہ	מתוחכם	پیچیدہ	ADJ;FEM;SG	ADJ
צעקה	شوخ	צעקה	شوخ	N;FEM;SG	N;NOM;MASC;SG;3
מגנט	مقناطیس	גינט	مقناطیس	N;MASC;SG	N;NOM;MASC;SG;3
פיתוי	جانچ	פיתוי	جانچ	N;MASC;SG	N;NOM;MASC;SG;3
פיתוי	آزمائش	פיתוי	آزمائش	N;MASC;SG	N;NOM;MASC;SG;3
פיתוי	جانچ	פיתוי	جانچ	N;MASC;SG	N;NOM;MASC;SG;3
פיתוי	آزمائش	פיתוי	آزمائش	N;MASC;SG	N;NOM;MASC;SG;3
המורל	تنظیم	המורל	تنظیم	N;MASC;SG	N;NOM;FEM;SG;3
המורל	حوصلے	המורל	حوصلہ	N;MASC;SG	N;NOM;MASC;SG;3
עיכול	انہضام	עיכול	انہضام	N;MASC;SG	N;NOM;MASC;SG;3
עיכול	انہضام	עיכול	انہضام	N;MASC;SG	N;NOM;MASC;SG;3
מוכה	(	מוכה	(		
מכחיש	ماننے	הכחיש	مان	V;MASC;SG;V.PTCP;ACT	V;ACC;NFIN
ציפייה	اُمید	ציפייה	اُمید	N;FEM;SG	N;NOM;MASC;SG;3
ציפייה	توقع	ציפייה	توقع	N;FEM;SG	N;NOM;MASC;SG;3
נרתע	جھجکنے	נרתע	جھجک	V;MASC;SG;MID	V;ACC;NFIN
חיסרון	نقصان	חיסרון	نقصان	N;MASC;SG	N;NOM;MASC;SG;3
להרשים	جتانا	הרשים	جتا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
לנער	جھنجوڑنا	ניער	جھنجوڑنا	V;NFIN;ACT	V;NFIN;ACT
לנער	جھنجوڑنا	ניער	جھنجوڑنا	V;NFIN;ACT	V;NFIN;ACT
לנער	کپکپانا	ניער	کپکپانا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
שעשוע	تفریح	שעשוע	تفریح	N;MASC;SG	N;NOM;MASC;SG;3
גלימה	غلاف	גלימה	غلاف	N;FEM;SG	N;NOM;MASC;SG;3
גלימה	خول	גלימה	خول	N;FEM;SG	N;NOM;MASC;SG;3
שקופה	نمایاں	שקוף	نمایاں	ADJ;FEM;SG	ADJ
שקופה	نمایاں	שקוף	نمایاں	ADJ;FEM;SG	ADJ
קשירה	غلامی	קשיר	غلامی	N;FEM;SG	N;NOM;MASC;SG;3
קשירה	غلامی	קשיר	غلامی	N;FEM;SG	N;NOM;MASC;SG;3
סינוס	جیب	סינוס	جیب	N;MASC;SG	N;NOM;MASC;SG;3
מתבגר	برنائی	התבגר	برنائی	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
הגון	ستھرا	הגון	ستھرا	ADJ;MASC;SG	ADJ
הגון	معتبر	הגון	معتبر	ADJ;MASC;SG	ADJ
אטימולוגיה	اشتقاق	אטימולוגיה	اشتقاق	N;FEM;SG	N;NOM;MASC;SG;3
התכתבות	ربط	התכתבות	ربط	N;FEM;SG	N;NOM;MASC;SG;3
הערצה	تعریف	הערצה	تعریف	N;FEM;SG	N;NOM;MASC;SG;3
הערצה	تعظیم	הערצה	تعظیم	N;FEM;SG	N;NOM;FEM;SG;3
נועז	واضح	נועז	واضح	ADJ;MASC;SG	ADJ
נועז	نمایاں	נועז	نمایاں	ADJ;MASC;SG	ADJ
פולחני	رسمی	פולחני	رسمی	ADJ;MASC;SG	ADJ
להאכיל	کھانا	האכיל	کھا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
להאכיל	کھلانا.	האכיל	کھلاناؤ	V;NFIN;ACT	V;MASC;SG;V.PTCP;ACT
להאכיל	چراگاہ	האכיל	چراگاہ	V;NFIN;ACT	V;MASC;SG;3;ACT
צעדה	رفتار	צעדה	رفتار	N;FEM;SG	N;NOM;MASC;SG;3
נקב	چھیدنا.	נקב	چھیدنا.		
גבעול	مادّہ	גבעול	مادّہ	N;MASC;SG	N;NOM;MASC;SG;3
ערימה	تودہ.	ערימה	تودہ.		
ערימה	in	ערימה	in		
ערימה	on	ערימה	on		
ערימה	اون.	ערימה	اون.		
ערימה	ڈھیر.	ערימה	ڈھیر.		
ערימה	انبار	ערימה	انبار		
ערימה	ڈھیر.	ערימה	ڈھیر.		
כוננות	باخبر	כוננות	باخبر	N;FEM;SG	N;NOM;MASC;SG;3
חצץ	ریت	חצץ	ریت	N;MASC;SG	N;NOM;MASC;SG;3
חצץ	ریت	חצץ	ریت	N;MASC;SG	N;NOM;MASC;SG;3
חצץ	حوصلہ	חצץ	حوصلہ	N;MASC;SG	N;NOM;MASC;SG;3
חצץ	برداشت	חצץ	برداشت	N;MASC;SG	N;NOM;FEM;SG;3
מוחשי	واضح	מוחשי	واضح	ADJ;MASC;SG	ADJ
הדרשה	تلقین	הדרשה	تلقین	N;FEM;SG	N;NOM;FEM;SG;3
הדרשה	ہدایت	הדרשה	ہدایت	N;FEM;SG	N;NOM;FEM;SG;3
הדרשה	وعظ	הדרשה	وعظ	N;FEM;SG	N;NOM;MASC;SG;3
הדרשה	تلقین	הדרשה	تلقین	N;FEM;SG	N;NOM;FEM;SG;3
הדרשה	ہدایت	הדרשה	ہدایت	N;FEM;SG	N;NOM;FEM;SG;3
בהלה	دہشت	בהלה	دہشت	N;FEM;SG	N;NOM;MASC;SG;3
נעימים	خوشگوار	נעים	خوشگوار	ADJ;MASC;PL	ADJ
נעימים	پُرلطف	נעים	پُرلطف	ADJ;MASC;PL	ADJ
משוחררת	عیّاش.	משוחרר	عیّاش.	ADJ;FEM;SG	ADJ
משוחררת	متفرق	משוחרר	متفرق	ADJ;FEM;SG	ADJ
תמות	from	מת	from		
השמצה	بہتان	השמצה	بہتان	N;FEM;SG	N;NOM;MASC;SG;3
סחיטה	عمل	סחיטה	عمل	N;FEM;SG	N;NOM;MASC;SG;3
סחיטה	دھمکی	סחיטה	دھمکی	N;FEM;SG	N;NOM;FEM;SG;3
סחיטה	استحصال.	סחיטה	استحصال.	N;FEM;SG	N;NOM;MASC;SG;3
מתוחכמים	پیچیدہ	התוחכם	پیچیدہ	ADJ;MASC;PL	ADJ
ההקרנה	تفتیش	ההקרנה	تفتیش	N;FEM;SG	N;NOM;FEM;SG;3
הנחייה	مشورہ	הנחייה	مشورہ	N;FEM;SG	N;NOM;MASC;SG;3
הנחייה	ہدایت	הנחייה	ہدایت	N;FEM;SG	N;NOM;FEM;SG;3
הסט	(	הסט	(		
הסט	ٹکنا.	הסט	ٹکنا.		
הסט	(	הסט	(		
הסט	بیر.	הסט	بیر.		
הסט	(	הסט	(		
הסט	(	הסט	(		
הסט	(	הסט	(		
הסט	ٹکنا.	הסט	ٹکنا.		
הסט	(	הסט	(		
הסט	بیر.	הסט	بیر.		
הסט	(	הסט	(		
הסט	(	הסט	(		
המסכה	بناوٹ	המסכה	بناوٹ	N;FEM;SG	N;NOM;MASC;SG;3
נלהבת	پُرولولہ	נלהב	پُرولولہ	ADJ;FEM;SG	ADJ
לבכות	پکار	None	پکار	V;NFIN	V;SG;ACT
לבכות	پکار	None	پکار	V;NFIN	V;SG;ACT
לבכות	رونا	None	رو	V;NFIN	V;MASC;SG;NFIN;ACT
האימפריאליזם	شہنشاہیت	האימפריאליזם	شہنشاہیت	N;MASC;SG	N;NOM;MASC;SG;3
פרוע	پراگندہ	פרוע	پراگندہ	ADJ;MASC;SG	ADJ
פרוע	جنگلی	פרוע	جنگلی	ADJ;MASC;SG	ADJ
פרוע	پراگندہ	פרוע	پراگندہ	ADJ;MASC;SG	ADJ
קפיץ	لچک	קפיץ	لچک	N;MASC;SG	N;NOM;MASC;SG;3
קפיץ	لچک	קפיץ	لچک	N;MASC;SG	N;NOM;MASC;SG;3
קפיץ	چھلانگ	קפיץ	چھلانگ	N;MASC;SG	N;NOM;MASC;SG;3
שקרי	غیرقانونی	שקר	غیرقانونی	ADJ;MASC;SG	ADJ
שקרי	جعلی	שקר	جعلی	ADJ;MASC;SG	ADJ
שקרי	ناجائز	שקר	ناجائز	ADJ;MASC;SG	ADJ
שקרי	غلط	שקר	غلط	ADJ;MASC;SG	ADJ
שקרי	غیرقانونی	שקר	غیرقانونی	ADJ;MASC;SG	ADJ
שקרי	نقلی	שקר	نقلی	ADJ;MASC;SG	ADJ
שקרי	جعلی	שקר	جعلی	ADJ;MASC;SG	ADJ
שקרי	ناجائز	שקר	ناجائز	ADJ;MASC;SG	ADJ
להשכרה	کھونچا.	השכרה	کھونچا.	V;NFIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
גאוני	عبقری	גאוני	عبقری	ADJ;MASC;SG	ADJ
גאוני	باصلاحیت.	גאוני	باصلاحیت.	ADJ;MASC;SG	ADJ
הלובי	ڈیوڑھی	הלובי	ڈیوڑھی	N;MASC;SG	N;NOM;FEM;SG;3
הלבשה	لباس.	הלבשה	لباس.	N;FEM;SG	N;NOM;MASC;SG;3
הגשה	تربیت	הגשה	تربیت	N;FEM;SG	N;NOM;MASC;SG;3
הגשה	بلندی	הגשה	بلندی	N;FEM;SG	N;NOM;FEM;SG;3
הגשה	درجہ	הגשה	درجہ	N;FEM;SG	N;NOM;MASC;SG;3
הגשה	بلندی	הגשה	بلندی	N;FEM;SG	N;NOM;FEM;SG;3
הגשה	درجہ	הגשה	درجہ	N;FEM;SG	N;NOM;MASC;SG;3
עגור	کرین	עגור	کرین		
המכבים	مکابیات	המכב	مکابی	N;MASC;PL	N;NOM;MASC;PL;3
הדיוקן	خاکہ	הדיוקן	خاکہ	N;MASC;SG	N;NOM;MASC;SG;3
זיכוי	اعتماد	זיכוי	اعتماد	N;MASC;SG	N;NOM;MASC;SG;3
ייצוב	توازن	ייצוב	توازن	N;MASC;SG	N;NOM;MASC;SG;3
אדיש	بیگانہ	אדיש	بیگانہ	ADJ;MASC;SG	ADJ
הרוג	(	הרוג	(		
חמלה	دردمندی	חמלה	دردمندی	N;FEM;SG	N;NOM;FEM;SG;3
לגוון	پھیلانا	גוון	پھیلانا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
עירוי	نفوذ	עירוי	نفوذ	N;MASC;SG	N;NOM;MASC;SG;3
טיפ	نوک	טיפ	نوک		
שתל	on	שתל	on		
אקטיביזם	فعالیت	אקטיביזם	فعالیت	N;MASC;SG	N;NOM;MASC;SG;3
ניתח	تجزیہ	ניתח	تجزیہ	N;MASC;SG	N;NOM;MASC;SG;3
מודאג	متفکّر	מודאג	متفکّر	ADJ;MASC;SG	ADJ
קונכייה	سیپی	קונכיה	سیپی	N;FEM;SG	N;NOM;MASC;SG;3
לרסן	دبانا	ריסן	دبانا	V;NFIN;ACT	V;MASC;SG;V.PTCP;ACT
אחיזת	قبضہ	אחיזה	قبضہ	N;FEM;SG	N;NOM;MASC;SG;3
אחיזת	نوکری	אחיזה	نوکری	N;FEM;SG	N;NOM;FEM;SG;3
אחיזת	قبضہ	אחיזה	قبضہ	N;FEM;SG	N;NOM;MASC;SG;3
אחיזת	نوکری	אחיזה	نوکری	N;FEM;SG	N;NOM;FEM;SG;3
נימוס	نفاست	נימוס	نفاست	N;MASC;SG	N;NOM;MASC;SG;3
נימוס	نفاست	נימוס	نفاست	N;MASC;SG	N;NOM;MASC;SG;3
נימוס	شائستگی	נימוס	شائستگی	N;MASC;SG	N;NOM;MASC;SG;3
אינסופיים	زبردست	אינסופיים	زبردست	ADJ;MASC;PL	ADJ
אינסופיים	زبردست	אינסופיים	زبردست	ADJ;MASC;PL	ADJ
תיפול	آپڑنے	נפל	آپڑ	V;FEM;SG;3;FUT;ACT	V;NFIN;ACT
תיפול	بچھڑنا.	נפל	بچھڑنا	V;FEM;SG;3;FUT;ACT	V;NFIN;ACT
תיפול	بٹنا	נפל	بٹ	V;FEM;SG;3;FUT;ACT	V;MASC;SG;NFIN;ACT
תיפול	ڈھال	נפל	ڈھال	V;FEM;SG;3;FUT;ACT	V;ACT
תיפול	اترنا	נפל	اتر	V;FEM;SG;3;FUT;ACT	V;MASC;SG;NFIN;ACT
תיפול	مرنا	נפל	مر	V;FEM;SG;3;FUT;ACT	V;MASC;SG;NFIN;ACT
תיפול	پھینکنا	נפל	پھینکنا	V;FEM;SG;3;FUT;ACT	V;NFIN;ACT
תיפול	گرانا	נפל	گرانا	V;FEM;SG;3;FUT;ACT	V;MASC;SG;NFIN;ACT
תיפול	گرنے	נפל	گر	V;FEM;SG;3;FUT;ACT	V;ACC;NFIN
תיפול	گھٹنا	נפל	گھٹ	V;FEM;SG;3;FUT;ACT	V;MASC;SG;V.PTCP;ACT
תיפול	آپڑنے	נפל	آپڑ	V;FEM;SG;3;FUT;ACT	V;NFIN;ACT
תיפול	بچھڑنا.	נפל	بچھڑنا	V;FEM;SG;3;FUT;ACT	V;NFIN;ACT
תיפול	بٹنا	נפל	بٹ	V;FEM;SG;3;FUT;ACT	V;MASC;SG;NFIN;ACT
תיפול	ڈھال	נפל	ڈھال	V;FEM;SG;3;FUT;ACT	V;ACT
תיפול	اترنا	נפל	اتر	V;FEM;SG;3;FUT;ACT	V;MASC;SG;NFIN;ACT
תיפול	مرنا	נפל	مر	V;FEM;SG;3;FUT;ACT	V;MASC;SG;NFIN;ACT
תיפול	پھینکنا	נפל	پھینکنا	V;FEM;SG;3;FUT;ACT	V;NFIN;ACT
תיפול	گرانا	נפל	گرانا	V;FEM;SG;3;FUT;ACT	V;MASC;SG;NFIN;ACT
תיפול	گرنے	נפל	گر	V;FEM;SG;3;FUT;ACT	V;ACC;NFIN
תיפול	گھٹنا	נפל	گھٹ	V;FEM;SG;3;FUT;ACT	V;MASC;SG;V.PTCP;ACT
קונספירציה	سازش	קונספירציה	سازش	N;FEM;SG	N;NOM;FEM;SG;3
אפליקציה	توجہ	אפליקציה	توجہ	N;FEM;SG	N;NOM;MASC;SG;3
אפליקציה	محنت	אפליקציה	محنت	N;FEM;SG	N;NOM;FEM;SG;3
אפליקציה	توجہ	אפליקציה	توجہ	N;FEM;SG	N;NOM;MASC;SG;3
אפליקציה	درخواست	אפליקציה	درخواست	N;FEM;SG	N;NOM;FEM;SG;3
אפליקציה	محنت	אפליקציה	محنت	N;FEM;SG	N;NOM;FEM;SG;3
כיאות	بالکل.	כיאות	بالکل.		
סיטואציה	کوائف	סיטואציה	کوائف	N;FEM;SG	N;NOM;MASC;SG;3
סיטואציה	ماحول	סיטואציה	ماحول	N;FEM;SG	N;NOM;MASC;SG;3
סיטואציה	عہدہ	סיטואציה	عہدہ	N;FEM;SG	N;NOM;MASC;SG;3
לובי	ڈیوڑھی	לובי	ڈیوڑھی	N;MASC;SG	N;NOM;FEM;SG;3
פלח	قطعہ.	פלח	قطعہ.		
לסת	منہ	לסת	منہ	N;FEM;SG	N;NOM;MASC;SG;3
לסת	گرفت	לסת	گرفت	N;FEM;SG	N;NOM;MASC;SG;3
סלידה	کراہت	סלידה	کراہت	N;FEM;SG	N;NOM;FEM;SG;3
אקטואלי	مقامی	אקטואלי	مقامی	ADJ;MASC;SG	ADJ
רגיעה	تفریح	רגיעה	تفریح	N;FEM;SG	N;NOM;MASC;SG;3
רגיעה	شدّت	רגיעה	شدّت	N;FEM;SG	N;NOM;MASC;SG;3
רגיעה	تخفیف	רגיעה	تخفیف	N;FEM;SG	N;NOM;MASC;SG;3
רגיעה	نرمی	רגיעה	نرمی	N;FEM;SG	N;NOM;MASC;SG;3
רגיעה	کمی	רגיעה	کمی	N;FEM;SG	N;NOM;FEM;SG;3
לתרומה	دان.	לתרומה	دان.		
נסבלת	معقول	נסבל	معقول	ADJ;FEM;SG	ADJ
מזוג	برسانا.	מזוג	برسانا.		
מזוג	out	מזוג	out		
לפרוח	دکھانا	פרח	دکھا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
חומציות	تیزابیت	חומצי	تیزابیت	N;FEM;SG	N;NOM;MASC;SG;3
דלעת	گول	דלע	گول	N;FEM;SG	N;NOM;MASC;SG;3
התרגשות	جوش	התרגשות	جوش	N;FEM;SG	N;NOM;MASC;SG;3
התרגשות	اشتعال	התרגשות	اشتعال	N;FEM;SG	N;NOM;MASC;SG;3
האימות	توثیق	האימות	توثیق	N;FEM;SG	N;NOM;MASC;SG;3
הנרטיב	حکایت	הנרטיב	حکایت	N;MASC;SG	N;NOM;MASC;SG;3
תינוקת	اختراع	תינוק	اختراع	N;FEM;SG	N;NOM;MASC;SG;3
תינוקת	منصب	תינוק	منصب	N;FEM;SG	N;NOM;MASC;SG;3
היבול	بال	היבול	بال	N;MASC;SG	N;NOM;MASC;SG;3
היבול	کپڑا	היבול	کپڑا	N;MASC;SG	N;NOM;MASC;SG;3
היבול	بال	היבול	بال	N;MASC;SG	N;NOM;MASC;SG;3
היבול	کپڑا	היבול	کپڑا	N;MASC;SG	N;NOM;MASC;SG;3
היבול	فصل	היבול	فصل	N;MASC;SG	N;NOM;MASC;SG;3
לצלול	ڈبکی	צלל	ڈبکی	V;NFIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
לצלול	ڈبکی	צלל	ڈبکی	V;NFIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
הדאגה	کاروبار	הדאגה	کاروبار	N;FEM;SG	N;NOM;MASC;SG;3
הדאגה	فکر	הדאגה	فکر	N;FEM;SG	N;NOM;MASC;SG;3
הדאגה	اندیشہ	הדאגה	اندیشہ	N;FEM;SG	N;NOM;MASC;SG;3
הדאגה	کاروبار	הדאגה	کاروبار	N;FEM;SG	N;NOM;MASC;SG;3
הדאגה	تشویش	הדאגה	تشویش	N;FEM;SG	N;NOM;MASC;SG;3
הדאגה	فکر	הדאגה	فکر	N;FEM;SG	N;NOM;MASC;SG;3
צוחק	ہنسی	צוחק	ہنسی	N;MASC;SG	N;NOM;FEM;SG;3
צוחק	خندہ	צוחק	خندہ	N;MASC;SG	N;NOM;MASC;SG;3
אזעקה	ہول	אזעקה	ہول	N;FEM;SG	N;NOM;MASC;SG;3
זקוף	(	None	(		
זקוף	اونچا.	None	اونچا.		
זקוף	(	None	(		
קינוח	پھل	קינוח	پھل	N;MASC;SG	N;NOM;MASC;SG;3
הציפייה	اُمید	הציפייה	اُمید	N;FEM;SG	N;NOM;MASC;SG;3
הציפייה	توقع	הציפייה	توقع	N;FEM;SG	N;NOM;MASC;SG;3
מותק	عسّل.	מותק	عسّل.		
מותק	عسّل.	מותק	عسّل.		
אינטלקטואלי	معقول.	אינטלקטואלי	معقول.	ADJ;MASC;SG	ADJ
אינטלקטואלי	پختہ	אינטלקטואלי	پختہ	ADJ;MASC;SG	ADJ
אינטלקטואלי	ذہنی	אינטלקטואלי	ذہنی	ADJ;MASC;SG	ADJ
ואקום	خلا	ואקום	خلا	N;MASC;SG	N;NOM;MASC;SG;3
תזמון	جدول	תזמון	جدول	N;MASC;SG	N;NOM;MASC;SG;3
חרש	اصم	חרש	اصم		
נצחית	مسلسل	נצחי	مسلسل	ADV	ADV
לטבול	اترنا	טבל	اتر	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
לטבול	جھکانا	טבל	جھکا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
זוועה	افسردگی	זוועה	افسردگی	N;FEM;SG	N;NOM;FEM;SG;3
מעור	تسمہ	מעור	تسمہ		
דריסת	سہارا	דריסה	سہارا	N;PSSD;FEM;SG	N;NOM;MASC;SG;3
כנות	سچّا	כנות	سچّا		
קונבנציונלי	روایتی	קונבנציונלי	روایتی	ADJ	ADJ
קונבנציונלי	پُرخلوص	קונבנציונלי	پُرخلوص	ADJ	ADJ
קונבנציונלי	رسمی	קונבנציונלי	رسمی	ADJ	ADJ
סדק	دائو	סדק	دائو		
סדק	دائو	סדק	دائو		
התקשר	جگانا	התקשר	جگا	V;MASC;SG;3;PST	V;MASC;SG;NFIN;ACT
התקשר	رکھنا	התקשר	رکھ	V;MASC;SG;3;PST	V;MASC;SG;NFIN;ACT
התקשר	چیخ	התקשר	چیخ	V;MASC;SG;3;PST	V;ACT
התקשר	سمجھنا	התקשר	سمجھ	V;MASC;SG;3;PST	V;MASC;SG;NFIN;ACT
התקשר	پکار	התקשר	پکار	V;MASC;SG;3;PST	V;SG;ACT
אלרגיה	بدمزگی	אלרגיה	بدمزگی	N;FEM;SG	N;NOM;MASC;SG;3
קצבה	کٹوتی	קצבה	کٹوتی	N;FEM;SG	N;NOM;FEM;SG;3
קצבה	وظیفہ	קצבה	وظیفہ	N;FEM;SG	N;NOM;MASC;SG;3
חלד	کھری.	חלד	کھری.		
לבלוע	نگلنے	בלע	نگل	V;NFIN;ACT	V;ACC;NFIN
לבלוע	نگلنے	בלע	نگل	V;NFIN;ACT	V;ACC;NFIN
רצינות	متانت	רצינות	متانت	N;FEM;SG	N;NOM;MASC;SG;3
רצינות	سنجیدگی	רצינות	سنجیدگی	N;FEM;SG	N;NOM;MASC;SG;3
