رده	клас	رده	клас	N;SG	N;INAN;NOM;MASC;SG
مریم	марічка	مریم	марічка	N;SG	N;ANIM;NOM;FEM;SG
مریم	маріє	مریم	маріти	N;SG	N;ANIM;NOM;FEM;SG
استخوان	кістка	استخوان	кістка	N;SG	N;INAN;NOM;FEM;SG
رادیویی	радіо	رادیویی	радіо	N;SG	N;INAN;NOM;NEUT;SG
متروی	метрополітен	متروی	метрополітен	N;SG	N;INAN;NOM;MASC;SG
متروی	метрополітен	متروی	метрополітен	N;SG	N;INAN;NOM;MASC;SG
متروی	метро	متروی	метро	N;SG	N;INAN;NOM;NEUT;SG
شاهان	королі	None	король	N;PL	N;ANIM;NOM;MASC;PL
بیل	фактура	بیل	фактура	N;SG	N;INAN;NOM;FEM;SG
معبد	храм	None	храм	N;SG	N;INAN;NOM;MASC;SG
معبد	храму	None	храм	N;SG	N;INAN;GEN;MASC;SG
معبد	храм	None	храм	N;SG	N;INAN;NOM;MASC;SG
استانبول	стамбула	استانبول	стамбути	N;SG	N;INAN;GEN;MASC;SG
ارکستر	оркестр	ارکستر	оркестр	N;SG	N;INAN;NOM;MASC;SG
ون	фургон	ون	фургон	N;SG	N;INAN;NOM;MASC;SG
مسلح	озброєний	None	озброєний	ADJ	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
مسلح	озброєні	None	озброєний	ADJ	ADJ;PFV;NOM;PL;V.PTCP;PASS
مسلح	збройних	None	збройний	ADJ	ADJ;GEN;PL
مخالفان	опонентами	مخالف	опонент	N;PL	N;ANIM;INS;MASC;PL
مخالفان	суперників	مخالف	суперник	N;PL	N;ANIM;ACC;MASC;PL
مخالفان	суперники	مخالف	суперник	N;PL	N;ANIM;NOM;MASC;PL
پیانو	піаніно	پیانو	піаніно	N;SG	N;INAN;NOM;NEUT;SG
پیانو	фортепіано	پیانو	фортепіано	N;SG	N;INAN;NOM;FEM;SG
مانع	перешкоду	مانع	перешкода	N;SG	N;INAN;ACC;FEM;SG
عمان	оману	عمان	омана	N;SG	N;INAN;ACC;FEM;SG
سیاره	планета	سیاره	планета	N;SG	N;INAN;NOM;FEM;SG
فاکس	лисиця	فاکس	лисиця	N;SG	N;ANIM;NOM;FEM;SG
ساختمانی	будівля	ساختمان	будівля	N;SG	N;INAN;NOM;FEM;SG
ساختمانی	будівництво	ساختمان	будівництво	N;SG	N;INAN;NOM;NEUT;SG
شاپور	шапур	شاپور	шапур	N;SG	N;INAN;NOM;MASC;SG
دبیر	секретар	دبیر	секретар	N;SG	N;ANIM;NOM;MASC;SG
آگاهی	свідомість	آگاهی	свідомість	N;SG	N;INAN;NOM;FEM;SG
آگاهی	знання	آگاهی	знання	N;SG	N;INAN;NOM;NEUT;SG
آگاهی	обізнаність	آگاهی	обізнаність	N;SG	N;INAN;NOM;FEM;SG
مقابله	бійця	مقابله	бійце	N;SG	N;ANIM;ACC;MASC;SG
مقابله	комбат	مقابله	комбат	N;SG	N;INAN;NOM;MASC;SG
اتفاقات	події	اتفاق	подія	N;PL	N;INAN;NOM;FEM;PL
مفاهیم	концепції	مفهوم	концепція	N;PL	N;INAN;NOM;FEM;PL
مفاهیم	принципи	مفهوم	принцип	N;PL	N;INAN;NOM;MASC;PL
کاملا	цілком	None	цілком	ADV	ADV
کاملا	повністю	None	повністю	ADV	ADV
مصالح	матеріали	مصالح	матеріал	N;PL	N;INAN;NOM;MASC;PL
مصالح	матеріали	مصالح	матеріал	N;PL	N;INAN;NOM;MASC;PL
تأکید	виділення	تأکید	виділення	N;SG	N;INAN;NOM;NEUT;SG
تأکید	акцентом	تأکید	акцент	N;SG	N;INAN;INS;MASC;SG
تأکید	сумісність	تأکید	сумісність	N;SG	N;INAN;NOM;FEM;SG
شرط	умова	شرط	умова	N;SG	N;INAN;NOM;FEM;SG
روزانه	щоденно	روزانه	щоденно	ADV	ADV
روزانه	щодня	روزانه	щодня	ADV	ADV
واقعیت	істина	واقعیت	істина	N;SG	N;INAN;NOM;FEM;SG
واقعیت	реальність	واقعیت	реальність	N;SG	N;INAN;NOM;FEM;SG
واقعیت	реаліті	واقعیت	реаліт	N;SG	N;INAN;NOM;MASC;SG
بالاترین	найвища	بالا	найвище	ADJ;RL	ADJ;NOM;RL;FEM;SG
تمرکز	фокусі	تمرکز	фокус	N;SG	N;INAN;DAT;MASC;SG
تمرکز	фокус	تمرکز	фокус	N;SG	N;INAN;NOM;MASC;SG
تمرکز	фокусування	تمرکز	фокусування	N;SG	N;INAN;NOM;NEUT;SG
گوشت	ковбасу	گوشت	ковбаса	N;SG	N;INAN;ACC;FEM;SG
گوشت	плоть	گوشت	плоть	N;SG	N;INAN;NOM;FEM;SG
حقیقی	істина	حقیقی	істина	N;SG	N;INAN;NOM;FEM;SG
حقیقی	правда	حقیقی	правда	N;SG	N;INAN;NOM;FEM;SG
تئوری	теорія	تئوری	теорія	N;SG	N;INAN;NOM;FEM;SG
فاز	етапу	فاز	етап	N;SG	N;INAN;GEN;MASC;SG
فاز	фаза	فاز	фаза	N;SG	N;INAN;NOM;FEM;SG
فاز	фазу	فاز	фаза	N;SG	N;INAN;ACC;FEM;SG
پیچیده	складні	پیچیده	складний	ADJ	ADJ;NOM;PL
پیچیده	складне	پیچیده	складний	ADJ	ADJ;NOM;NEUT;SG
پیچیده	складною	پیچیده	складний	ADJ	ADJ;INS;FEM;SG
بیماران	пацієнти	بیمار	пацієнт	N;PL	N;ANIM;NOM;MASC;PL
بیماران	пацієнтам	بیمار	пацієнт	N;PL	N;ANIM;DAT;MASC;PL
بیماران	пацієнтів	بیمار	пацієнт	N;PL	N;ANIM;ACC;MASC;PL
ایمنی	безпека	ایمنی	безпека	N;SG	N;INAN;NOM;FEM;SG
جسم	тіло	جسم	тіло	N;SG	N;INAN;NOM;NEUT;SG
جسم	тіла	جسم	тіло	N;SG	N;INAN;NOM;NEUT;SG
جسم	корпус	جسم	корпус	N;SG	N;INAN;NOM;MASC;SG
جسم	плоть	جسم	плоть	N;SG	N;INAN;NOM;FEM;SG
سوال	запитання	None	запитання	N;SG	N;INAN;NOM;NEUT;SG
سوال	питання	None	питання	N;SG	N;INAN;NOM;NEUT;SG
سوال	запитання	None	запитання	N;SG	N;INAN;NOM;NEUT;SG
سوال	питання	None	питання	N;SG	N;INAN;NOM;NEUT;SG
احزاب	фракцій	حزب	фракція	N;PL	N;INAN;GEN;FEM;PL
احزاب	компанії	حزب	компанія	N;PL	N;INAN;NOM;FEM;PL
احزاب	компаній	حزب	компанія	N;PL	N;INAN;GEN;FEM;PL
احزاب	компаніями	حزب	компанія	N;PL	N;INAN;INS;FEM;PL
احزاب	вечірок	حزب	вечірка	N;PL	N;INAN;GEN;FEM;PL
احزاب	вечірки	حزب	вечірка	N;PL	N;INAN;NOM;FEM;PL
احزاب	партій	حزب	партати	N;PL	N;INAN;GEN;FEM;PL
زاویه	кут	زاویه	кут	N;SG	N;INAN;NOM;MASC;SG
آفتاب	сонця	آفتاب	сонце	N;SG	N;INAN;NOM;NEUT;SG
آفتاب	сонцю	آفتاب	сонце	N;SG	N;INAN;DAT;NEUT;SG
آفتاب	сонце	آفتاب	сонце	N;SG	N;INAN;NOM;NEUT;SG
آفتاب	сонце	آفتاب	сонце	N;SG	N;INAN;NOM;NEUT;SG
آفتاب	сонечка	آفتاب	сонечко	N;SG	N;INAN;NOM;NEUT;SG
اتهام	звинувачення	اتهام	звинувачення	N;SG	N;INAN;NOM;NEUT;SG
اتهام	звинувачення	اتهام	звинувачення	N;SG	N;INAN;NOM;NEUT;SG
اتهام	наклеп	اتهام	наклеп	N;SG	N;INAN;NOM;MASC;SG
اتهام	заряд	اتهام	заряд	N;SG	N;INAN;NOM;MASC;SG
اتهام	звинувачення	اتهام	звинувачення	N;SG	N;INAN;NOM;NEUT;SG
پدیده	явище	پدیده	явище	N;SG	N;INAN;NOM;NEUT;SG
پدیده	феномен	پدیده	феномен	N;SG	N;INAN;NOM;MASC;SG
ارمنیان	вірмени	ارمنیان	вірмен	N;PL	N;ANIM;NOM;MASC;PL
کوبا	кубі	کوبا	кубий	N;SG	N;INAN;NOM;MASC;SG
فرصت	шанс	فرصت	шанс	N;SG	N;INAN;NOM;MASC;SG
فرصت	вірогідність	فرصت	вірогідність	N;SG	N;INAN;NOM;FEM;SG
فرصت	нагода	فرصت	нагода	N;SG	N;INAN;NOM;FEM;SG
فرصت	можливість	فرصت	можливість	N;SG	N;INAN;NOM;FEM;SG
مربیگری	тренер	None	тренер	N;SG	N;ANIM;NOM;MASC;SG
مربیگری	тренера	None	тренер	N;SG	N;ANIM;ACC;MASC;SG
کندی	вата	کندی	вата	N;SG	N;INAN;NOM;FEM;SG
کندی	кенді	کندی	кенда	N;SG	N;INAN;NOM;FEM;SG
بعداً	згодом	بعداً	згодом	ADV	ADV
بعداً	пізніше	بعداً	пізніше	ADV	ADV;CMPR
هشتمین	восьмий	هشتم	восьмий	ADJ;RL	ADJ;NOM;MASC;SG
نگاهی	погляд	نگاه	погляд	N;SG	N;INAN;NOM;MASC;SG
نگاهی	вигляд	نگاه	вигляд	N;SG	N;INAN;NOM;MASC;SG
فاطمه	фатіма	فاطمه	фатім	N;SG	N;ANIM;NOM;FEM;SG
اخلاقی	мораль	اخلاقی	мораль	N;SG	N;INAN;NOM;FEM;SG
اخلاقی	мораль	اخلاقی	мораль	N;SG	N;INAN;NOM;FEM;SG
نماز	молитва	نماز	молитво	N;SG	N;INAN;NOM;FEM;SG
نماز	молитву	نماز	молитво	N;SG	N;INAN;ACC;FEM;SG
اخلاق	етика	اخلاق	етик	N;SG	N;INAN;NOM;FEM;SG
اخلاق	мораль	اخلاق	мораль	N;SG	N;INAN;NOM;FEM;SG
اخلاق	вдача	اخلاق	вдач	N;SG	N;INAN;NOM;FEM;SG
اخلاق	мораль	اخلاق	мораль	N;SG	N;INAN;NOM;FEM;SG
اخلاق	мораль	اخلاق	мораль	N;SG	N;INAN;NOM;FEM;SG
تبلیغ	піару	تبلیغ	піар	N;SG	N;INAN;GEN;MASC;SG
تبلیغ	підвищення	تبلیغ	підвищення	N;SG	N;INAN;NOM;NEUT;SG
تبلیغ	просування	تبلیغ	просування	N;SG	N;INAN;NOM;NEUT;SG
تبلیغ	заохочення	تبلیغ	заохочення	N;SG	N;INAN;NOM;NEUT;SG
منطق	логіка	منطق	логіка	N;SG	N;INAN;NOM;FEM;SG
امین	амін	None	амін	N;SG	N;ANIM;NOM;MASC;SG
امین	довірою	None	довіра	N;SG	N;INAN;INS;FEM;SG
امین	надійність	None	надійність	N;SG	N;INAN;NOM;FEM;SG
کارگران	робітників	کارگر	робітник	N;PL	N;ANIM;ACC;MASC;PL
کارگران	працівників	کارگر	працівник	N;PL	N;ANIM;ACC;MASC;PL
کارگران	працівники	کارگر	працівник	N;PL	N;ANIM;NOM;MASC;PL
کارگران	робітники	کارگر	робітник	N;PL	N;ANIM;NOM;MASC;PL
بحران	криза	بحران	криза	N;SG	N;INAN;NOM;FEM;SG
شناگر	плавець	شناگر	плавець	N;SG	N;INAN;NOM;MASC;SG
شناگر	рятівник	شناگر	рятівник	N;SG	N;ANIM;NOM;MASC;SG
تولیدی	виробництво	تولیدی	виробництво	N;SG	N;INAN;NOM;NEUT;SG
پارلمان	парламент	پارلمان	парламент	N;SG	N;INAN;NOM;MASC;SG
سپرده	скидає	سپرده	скидати	V;SG;3;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
خاکستری	сіра	خاکستری	сіра	N;SG	N;INAN;NOM;FEM;SG
ستاد	персонал	ستاد	персонал	N;SG	N;INAN;NOM;MASC;SG
ستاد	штаб	ستاد	штаб	N;SG	N;INAN;NOM;MASC;SG
تخمین	оцінка	تخمین	оцінка	N;SG	N;INAN;NOM;FEM;SG
تخمین	оцінка	تخمین	оцінка	N;SG	N;INAN;NOM;FEM;SG
مخفی	таємниця	مخفی	таємниця	N;SG	N;INAN;NOM;FEM;SG
انقلابی	революція	انقلاب	революція	N;SG	N;INAN;NOM;FEM;SG
بال	бал	بال	бал	N;SG	N;INAN;NOM;MASC;SG
بال	кулька	بال	кулька	N;SG	N;INAN;NOM;FEM;SG
بال	бал	بال	бал	N;SG	N;INAN;NOM;MASC;SG
بال	крилом	بال	крило	N;SG	N;INAN;INS;NEUT;SG
بال	крило	بال	крило	N;SG	N;INAN;NOM;NEUT;SG
میوه	фрукт	میوه	фрукт	N;SG	N;INAN;NOM;MASC;SG
میوه	плід	میوه	плід	N;SG	N;INAN;NOM;MASC;SG
کارت	картка	کارت	картка	N;SG	N;INAN;NOM;FEM;SG
کارت	картку	کارت	картка	N;SG	N;INAN;ACC;FEM;SG
تراکم	конденсація	None	конденсація	N;SG	N;INAN;NOM;FEM;SG
تراکم	стиснення	None	стиснення	N;SG	N;INAN;NOM;NEUT;SG
تراکم	стискання	None	стискання	N;SG	N;INAN;NOM;NEUT;SG
تراکم	щільність	None	щільність	N;SG	N;INAN;NOM;FEM;SG
تراکم	щільності	None	щільність	N;SG	N;INAN;GEN;FEM;SG
سیر	часник	سیر	часник	N;SG	N;INAN;NOM;MASC;SG
تصادفی	аварія	None	аварія	N;SG	N;INAN;NOM;FEM;SG
تصادفی	випадковість	None	випадковість	N;SG	N;INAN;NOM;FEM;SG
تصادفی	співпадіння	None	співпадіння	N;SG	N;INAN;NOM;NEUT;SG
هیات	спрямування	هیات	спрямування	N;SG	N;INAN;NOM;NEUT;SG
هیات	делегація	هیات	делегація	N;SG	N;INAN;NOM;FEM;SG
معیارهای	показників	معیار	показник	N;PL	N;INAN;GEN;MASC;PL
معیارهای	критерії	معیار	критерій	N;PL	N;INAN;NOM;FEM;PL
سگ	собака	سگ	собака	N;SG	N;ANIM;NOM;MASC;SG
سگ	собачка	سگ	собачка	N;SG	N;ANIM;NOM;FEM;SG
سگ	пес	سگ	пес	N;SG	N;ANIM;NOM;MASC;SG
هیجانی	емоція	هیجانی	емоція	N;SG	N;INAN;NOM;FEM;SG
آگوست	серпня	آگوست	серпень	N;SG	N;INAN;GEN;MASC;SG
آگوست	серпень	آگوست	серпень	N;SG	N;INAN;NOM;MASC;SG
تکامل	еволюція	تکامل	еволюція	N;SG	N;INAN;NOM;FEM;SG
ایده	ідея	ایده	ідея	N;SG	N;INAN;NOM;FEM;SG
ایده	ідею	ایده	ідея	N;SG	N;INAN;ACC;FEM;SG
نیرو	міцність	نیرو	міцність	N;SG	N;INAN;NOM;FEM;SG
نیرو	інтенсивність	نیرو	інтенсивність	N;SG	N;INAN;NOM;FEM;SG
نیرو	сила	نیرو	сила	N;SG	N;INAN;NOM;FEM;SG
نیرو	сила	نیرو	сила	N;SG	N;INAN;NOM;FEM;SG
هندوستان	індостан	هندوستان	індостан	N;SG	N;INAN;NOM;FEM;SG
روان	виконання	روان	виконання	N;SG	N;INAN;NOM;NEUT;SG
مجری	виконавець	None	виконавець	N;SG	N;ANIM;NOM;MASC;SG
ژیمناستیک	гімнастика	ژیمناستیک	гімнастик	N;SG	N;INAN;NOM;FEM;SG
خویشاوندان	родичі	None	родич	N;PL	N;ANIM;NOM;MASC;PL
ضروری	термінову	ضروری	терміновий	ADJ	ADJ;ACC;FEM;SG
ضروری	необхідні	ضروری	необхідний	ADJ	ADJ;NOM;PL
ضروری	необхідним	ضروری	необхідний	ADJ	ADJ;INS;NEUT;SG
ضروری	необхідних	ضروری	необхідний	ADJ	ADJ;GEN;PL
ضروری	необхідного	ضروری	необхідний	ADJ	ADJ;GEN;NEUT;SG
ضروری	необхідний	ضروری	необхідний	ADJ	ADJ;NOM;MASC;SG
نیک	псевдонім	نیک	псевдонім	N;SG	N;INAN;NOM;MASC;SG
سرود	гімн	سرود	гімн	N;SG	N;INAN;NOM;MASC;SG
سرود	гімн	سرود	гімн	N;SG	N;INAN;NOM;MASC;SG
زرین	золота	None	золото	N;SG	N;INAN;NOM;NEUT;SG
زرین	золото	None	золото	N;SG	N;INAN;NOM;NEUT;SG
پرده	екрана	پرده	екран	N;SG	N;INAN;GEN;MASC;SG
پرده	екран	پرده	екран	N;SG	N;INAN;NOM;MASC;SG
پرده	завіса	پرده	завіса	N;SG	N;INAN;NOM;FEM;SG
افسران	чиновники	افسر	чиновник	N;PL	N;ANIM;NOM;MASC;PL
افسران	чиновників	افسر	чиновник	N;PL	N;ANIM;ACC;MASC;PL
افسران	офіцери	افسر	офіцер	N;PL	N;ANIM;NOM;MASC;PL
افسران	офіцерів	افسر	офіцер	N;PL	N;ANIM;ACC;MASC;PL
آلبانی	албанія	آلبانی	албанія	N;SG	N;INAN;NOM;FEM;SG
متاسفانه	нажаль	متاسفانه	нажаль	ADV	ADV
شور	ропа	شور	ропа	N;SG	N;INAN;NOM;FEM;SG
فرم	форму	None	форма	N;SG	N;INAN;ACC;FEM;SG
فرم	форма	None	форма	N;SG	N;INAN;NOM;FEM;SG
سیگنال	сигнал	سیگنال	сигнал	N;SG	N;INAN;NOM;MASC;SG
طرفداران	фани	طرفدار	фана	N;PL	N;ANIM;NOM;MASC;PL
طرفداران	шанувальники	طرفدار	шанувальник	N;PL	N;ANIM;NOM;MASC;PL
طرفداران	вболівальники	طرفدار	вболівальник	N;PL	N;ANIM;NOM;MASC;PL
طرفداران	фанати	طرفدار	фанат	N;PL	N;ANIM;NOM;MASC;PL
خریداری	покупка	خریداری	покупка	N;SG	N;INAN;NOM;FEM;SG
خریداری	придбання	خریداری	придбання	N;SG	N;INAN;NOM;NEUT;SG
خریداری	покупку	خریداری	покупка	N;SG	N;INAN;ACC;FEM;SG
غالب	домінанта	غالب	домінант	N;SG	N;INAN;NOM;FEM;SG
آدم	адам	آدم	адам	N;SG	N;ANIM;NOM;MASC;SG
سطحی	поверхня	سطحی	поверхня	N;SG	N;INAN;NOM;FEM;SG
رقم	цифру	رقم	цифра	N;SG	N;INAN;ACC;FEM;SG
رقم	цифра	رقم	цифра	N;SG	N;INAN;NOM;FEM;SG
ویروس	вірус	ویروس	вірус	N;SG	N;INAN;NOM;MASC;SG
ژنرال	генерал	ژنرال	генерал	N;SG	N;ANIM;NOM;MASC;SG
ضربه	мішку	ضربه	мішок	N;SG	N;INAN;DAT;MASC;SG
ضربه	горба	ضربه	горба	N;SG	N;INAN;GEN;MASC;SG
ضربه	вплив	ضربه	вплив	N;SG	N;INAN;NOM;MASC;SG
ایر	повітря	ایر	повітря	N;SG	N;INAN;NOM;NEUT;SG
پیروز	переможний	پیروز	переможний	ADJ	ADJ;NOM;MASC;SG
نمایندگی	представлення	نمایندگی	представлення	N;SG	N;INAN;NOM;NEUT;SG
نمایندگی	агенція	نمایندگی	агенція	N;SG	N;INAN;NOM;FEM;SG
نمایندگی	агентство	نمایندگی	агентство	N;SG	N;INAN;NOM;NEUT;SG
زیستی	біорізноманіття	زیست	біорізноманіття	N;SG	N;INAN;NOM;NEUT;SG
پزشکان	лікарям	پزشک	лікар	N;PL	N;ANIM;DAT;MASC;PL
پزشکان	лікарів	پزشک	лікар	N;PL	N;ANIM;ACC;MASC;PL
پزشکان	лікарі	پزشک	лікар	N;PL	N;ANIM;NOM;MASC;PL
جاری	поточні	جاری	поточний	ADJ	ADJ;NOM;PL
جاری	поточний	جاری	поточний	ADJ	ADJ;NOM;MASC;SG
جاری	поточна	جاری	поточний	ADJ	ADJ;NOM;FEM;SG
مرزهای	межі	مرز	межа	N;PL	N;INAN;NOM;FEM;PL
مرزهای	кордони	مرز	кордон	N;PL	N;INAN;NOM;MASC;PL
سطوح	рівнів	سطح	рівень	N;PL	N;INAN;GEN;MASC;PL
پیدایش	буття	None	буття	N;SG	N;INAN;NOM;NEUT;SG
معلم	викладач	معلم	викладач	N;SG	N;ANIM;NOM;MASC;SG
معلم	вчителю	معلم	вчитель	N;SG	N;ANIM;DAT;FEM;SG
معلم	вчитель	معلم	вчитель	N;SG	N;ANIM;NOM;MASC;SG
معلم	учитель	معلم	учитель	N;SG	N;ANIM;NOM;MASC;SG
معلم	вчителька	معلم	вчителька	N;SG	N;ANIM;NOM;FEM;SG
نشانه	ключа	نشانه	ключ	N;SG	N;INAN;GEN;MASC;SG
نشانه	натяку	نشانه	натякий	N;SG	N;INAN;GEN;MASC;SG
آزمایشگاه	лабораторія	آزمایشگاه	лабораторія	N;SG	N;INAN;NOM;FEM;SG
طیف	спектр	طیف	спектр	N;SG	N;INAN;NOM;MASC;SG
جزئیات	відомості	جزئی	відомість	N;PL	N;INAN;NOM;FEM;PL
جزئیات	подробиці	جزئی	подробиця	N;PL	N;INAN;NOM;FEM;PL
جزئیات	деталі	جزئی	деталі	N;PL	N;INAN;NOM;FEM;PL
جزئیات	подробиці	جزئی	подробиця	N;PL	N;INAN;NOM;FEM;PL
حس	почуття	حس	почуття	N;SG	N;INAN;NOM;NEUT;SG
حس	відчуття	حس	відчуття	N;SG	N;INAN;NOM;NEUT;SG
حس	передчуття	حس	передчуття	N;SG	N;INAN;NOM;NEUT;SG
حس	глузд	حس	глузд	N;SG	N;INAN;NOM;MASC;SG
حس	почуття	حس	почуття	N;SG	N;INAN;NOM;NEUT;SG
حس	чуття	حس	чуття	N;SG	N;INAN;NOM;NEUT;SG
پیرو	читача	پیرو	читач	N;SG	N;ANIM;ACC;MASC;SG
پیرو	послідовником	پیرو	послідовник	N;SG	N;ANIM;INS;MASC;SG
پیرو	читач	پیرو	читач	N;SG	N;ANIM;NOM;MASC;SG
گفتمان	дискурс	گفتمان	дискурс	N;SG	N;INAN;NOM;MASC;SG
کمبود	відсутність	کمبود	відсутність	N;SG	N;INAN;NOM;FEM;SG
کمبود	брак	کمبود	брак	N;SG	N;INAN;NOM;MASC;SG
کمبود	нестача	کمبود	нестач	N;SG	N;INAN;NOM;FEM;SG
جوامع	громад	جامعه	громада	N;PL	N;INAN;GEN;FEM;PL
جوامع	товариств	جامعه	товариство	N;PL	N;INAN;GEN;NEUT;PL
تیراندازی	стрільба	None	стрільба	N;SG	N;INAN;NOM;FEM;SG
استدلال	аргументом	استدلال	аргумент	N;SG	N;INAN;INS;MASC;SG
استدلال	аргумент	استدلال	аргумент	N;SG	N;INAN;NOM;MASC;SG
قله	пік	قله	пік	N;SG	N;INAN;NOM;MASC;SG
هواپیماهای	літаки	هواپیما	літаки	N;PL	N;INAN;NOM;MASC;PL
گوناگونی	різноманітність	گوناگون	різноманітність	N;SG	N;INAN;NOM;FEM;SG
گوناگونی	різноманітності	گوناگون	різноманітність	N;SG	N;INAN;DAT;FEM;SG
گوناگونی	різноманіття	گوناگون	різноманіття	N;SG	N;INAN;NOM;NEUT;SG
حومه	передмісті	حومه	передмість	N;SG	N;INAN;DAT;NEUT;SG
حومه	передмістя	حومه	передмістя	N;SG	N;INAN;NOM;NEUT;SG
دفن	поховання	دفن	поховання	N;SG	N;INAN;NOM;NEUT;SG
شیشه	скло	شیشه	скло	N;SG	N;INAN;NOM;NEUT;SG
مربوطه	актуальна	مربوطه	актуальний	ADJ	ADJ;NOM;FEM;SG
امواج	хвилі	None	хвиля	N;PL	N;INAN;NOM;FEM;PL
امواج	хвилями	None	хвиля	N;PL	N;INAN;INS;FEM;PL
قومی	етно	قومی	етно	N;SG	N;INAN;NOM;NEUT;SG
دانشجو	студентка	دانشجو	студентка	N;SG	N;ANIM;NOM;FEM;SG
دانشجو	студент	دانشجو	студент	N;SG	N;ANIM;NOM;MASC;SG
شاگردان	учням	شاگردان	учень	N;PL	N;ANIM;DAT;MASC;PL
شاگردان	учнів	شاگردان	учень	N;PL	N;ANIM;ACC;MASC;PL
شاگردان	учні	شاگردان	учень	N;PL	N;ANIM;NOM;MASC;PL
شاگردان	учні	شاگردان	учень	N;PL	N;ANIM;NOM;MASC;PL
نوجوانان	підлітки	نوجوان	підліток	N;PL	N;ANIM;NOM;MASC;PL
نوجوانان	підлітків	نوجوان	підліток	N;PL	N;ANIM;ACC;MASC;PL
نظم	ордер	نظم	ордер	N;SG	N;INAN;NOM;MASC;SG
نظم	наказ	نظم	наказ	N;SG	N;INAN;NOM;MASC;SG
نظم	порядок	نظم	порядок	N;SG	N;INAN;NOM;MASC;SG
تنهایی	самотність	تنهایی	самотність	N;SG	N;INAN;NOM;FEM;SG
تنهایی	самотності	تنهایی	самотність	N;SG	N;INAN;GEN;FEM;SG
آلفا	альфа	آلفا	альфа	N;SG	N;INAN;NOM;FEM;SG
چرخ	кермо	چرخ	кермо	N;SG	N;INAN;NOM;NEUT;SG
چرخ	колесо	چرخ	колесо	N;SG	N;INAN;NOM;NEUT;SG
چرخ	колеса	چرخ	колесо	N;SG	N;INAN;NOM;NEUT;SG
چرخ	візок	چرخ	візок	N;SG	N;INAN;NOM;MASC;SG
هرات	комплекс	هرات	комплекс	N;SG	N;INAN;NOM;MASC;SG
مهندسان	інженери	مهندس	інженер	N;PL	N;ANIM;NOM;MASC;PL
تبعید	вигнання	تبعید	вигнання	N;SG	N;INAN;NOM;NEUT;SG
جنگلی	ліс	جنگلی	ліс	N;SG	N;INAN;NOM;MASC;SG
قربانی	жертва	قربانی	жертво	N;SG	N;ANIM;NOM;FEM;SG
قربانی	жертва	قربانی	жертво	N;SG	N;ANIM;NOM;FEM;SG
وکیل	адвокат	وکیل	адвокат	N;SG	N;ANIM;NOM;MASC;SG
وکیل	юрист	وکیل	юрист	N;SG	N;ANIM;NOM;MASC;SG
اختراع	винахід	اختراع	винахід	N;SG	N;INAN;NOM;MASC;SG
گرامی	щедрим	گرامی	щедрий	ADJ	ADJ;INS;NEUT;SG
گرامی	щедра	گرامی	щедро	ADJ	ADJ;NOM;FEM;SG
گرامی	щедрий	گرامی	щедрий	ADJ	ADJ;NOM;MASC;SG
گرامی	заслужений	گرامی	заслужений	ADJ	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
گرامی	благородний	گرامی	благородний	ADJ	ADJ;NOM;MASC;SG
گرامی	благородні	گرامی	благородний	ADJ	ADJ;NOM;PL
عمارت	маєток	عمارت	маток	N;SG	N;INAN;NOM;MASC;SG
جدایی	розділення	جدایی	розділення	N;SG	N;INAN;NOM;NEUT;SG
جدایی	відокремлення	جدایی	відокремлення	N;SG	N;INAN;NOM;NEUT;SG
سفیر	посол	سفیر	посол	N;SG	N;ANIM;NOM;MASC;SG
سفیر	сапфір	سفیر	сапфір	N;SG	N;INAN;NOM;MASC;SG
لیسانس	холостяк	لیسانس	холостяк	N;SG	N;ANIM;NOM;MASC;SG
لیسانس	бакалавр	لیسانس	бакалавра	N;SG	N;INAN;NOM;MASC;SG
الفبای	абетка	الفبای	абетка	N;SG	N;INAN;NOM;FEM;SG
الفبای	письмо	الفبای	письмо	N;SG	N;INAN;NOM;NEUT;SG
الفبای	алфавіт	الفبای	алфавіт	N;SG	N;INAN;NOM;MASC;SG
حرفه	кар	None	кар.	N;SG	N;INAN;NOM;FEM;SG
حرفه	професія	None	професія	N;SG	N;INAN;NOM;FEM;SG
همراهی	товариство	همراهی	товариство	N;SG	N;INAN;NOM;NEUT;SG
همراهی	супроводу	همراهی	супровід	N;SG	N;INAN;GEN;MASC;SG
ادب	ввічливість	ادب	ввічливість	N;SG	N;INAN;NOM;FEM;SG
ادب	ввічливість	ادب	ввічливість	N;SG	N;INAN;NOM;FEM;SG
خودروی	автомобілем	خودرو	автомобіль	N;SG	N;INAN;INS;MASC;SG
خودروی	машина	خودرو	машина	N;SG	N;INAN;NOM;FEM;SG
خودروی	авто	خودرو	авто	N;SG	N;INAN;NOM;NEUT;SG
خودروی	автомобіль	خودرو	автомобіль	N;SG	N;INAN;NOM;MASC;SG
کوهی	гора	None	гора	N;SG	N;INAN;NOM;FEM;SG
جداگانه	окремо	جداگانه	окремо	ADV	ADV
افسانه	легенду	افسانه	легенда	N;SG	N;INAN;ACC;FEM;SG
افسانه	легенда	افسانه	легенда	N;SG	N;INAN;NOM;FEM;SG
