anita	anita	anittaa	anita	N;NOM;SG	N;MASC+FEM;SG
alkoholia	alcohol	alkoholi	alcohol	N;PRT;SG	N;MASC+FEM;SG
syvyys	diepte	syvyys	diepte	N;NOM;SG	N;MASC+FEM;SG
syvyys	diepgang	syvyys	diepgang	N;NOM;SG	N;MASC+FEM;SG
wwf	wwf	wwf	wwf	N;NOM;SG	N;NEUT;SG
leirin	kamp	leiri	kamp	N;GEN;SG	N;NEUT;SG
konsertteja	concerten	konsertti	concert	N;PRT;PL	N;PL
valtiomies	staatsman	valtio#mies	staatsman	N;NOM;SG	N;MASC+FEM;SG
omega	omega	omega	omega	N;NOM;SG	N;MASC+FEM;SG
työkaluja	tools	työ#kalu	tools	N;PRT;PL	N;PL
työkaluja	gereedschappen	työ#kalu	gereedschap	N;PRT;PL	N;PL
työkaluja	hulpmiddelen	työ#kalu	hulpmiddel	N;PRT;PL	N;PL
kuuli	hoorde	kuulla	horen	V;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
kuuli	gehoord	kuulla	horen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
näkymä	weergave	näkymä	weergave	N;NOM;SG	N;MASC+FEM;SG
näkymä	uitzicht	näkymä	uitzicht	N;NOM;SG	N;NEUT;SG
liikkeeseen	circulatie	liike	circulatie	N;IN+ALL;SG	N;MASC+FEM;SG
liikkeeseen	oplage	liike	oplage	N;IN+ALL;SG	N;MASC+FEM;SG
liikkeeseen	bloedsomloop	liike	bloedsomloop	N;IN+ALL;SG	N;MASC+FEM;SG
liikkeeseen	uitgifte	liike	uitgifte	N;IN+ALL;SG	N;MASC+FEM;SG
sotia	oorlogen	sota	oorlog	N;PRT;PL	N;PL
simpson	simpson	simpso	simpson	N;NOM;SG	N;MASC+FEM;SG
vaihtoehtoja	alternatieven	vaihto#ehto	alternatief	N;PRT;PL	N;PL
vaihtoehtoja	opties	vaihto#ehto	optie	N;PRT;PL	N;PL
vaihtoehtoja	mogelijkheden	vaihto#ehto	mogelijkheid	N;PRT;PL	N;PL
ylimääräinen	overmatig	yli#määräinen	overmatig	ADJ;NOM;SG	ADJ
ylimääräinen	extra	yli#määräinen	extra	ADJ;NOM;SG	ADJ
sisu	sisu	sisu	sisu	N;NOM;SG	N;MASC+FEM;SG
saku	saku	saku	saku	N;NOM;SG	N;MASC+FEM;SG
saku	mof	saku	mof	N;NOM;SG	N;MASC+FEM;SG
mahdoton	onmogelijke	mahdoton	onmogelijk	ADJ;NOM;SG	ADJ
mahdoton	onmogelijk	mahdoton	onmogelijk	ADJ;NOM;SG	ADJ
lohikäärme	draak	lohi#käärme	draak	N;NOM;SG	N;MASC+FEM;SG
lohikäärme	dragon	lohi#käärme	dragon	N;NOM;SG	N;MASC+FEM;SG
videoita	filmpjes	video	filmp	N;PRT;PL	N;PL
videoita	videos	video	videos	N;PRT;PL	N;PL
verrata	vergelijken	verrata	vergelijken	V;SG;NFIN;ACT	V;NFIN
verrata	vergelijk	verrata	vergelijk	V;SG;NFIN;ACT	V;SG;PRS;FIN
shakespearen	shakespeare	shake#speari	shakespeaar	N;GEN;SG	N;MASC+FEM;SG
rannikko	kustlijn	rannikko	kustlijn	N;NOM;SG	N;MASC+FEM;SG
rannikko	kust	rannikko	kust	N;NOM;SG	N;MASC+FEM;SG
kysyy	vraagt	kysyä	vraag	V;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
teiden	wegen	tie	weg	N;GEN;PL	N;PL
itsenäisyyttä	zelfstandigheid	itsenäisyys	zelfstandigheid	N;PRT;SG	N;MASC+FEM;SG
itsenäisyyttä	onafhankelijkheid	itsenäisyys	onafhankelijkheid	N;PRT;SG	N;MASC+FEM;SG
itsenäisyyttä	independence	itsenäisyys	independence	N;PRT;SG	N;MASC+FEM;SG
kansalaisia	burgers	kansa#lainen	burger	N;PRT;PL	N;PL
kansalaisia	staatsburgers	kansa#lainen	staatsburger	N;PRT;PL	N;PL
ladata	uploaden	ladata	upload	V;SG;NFIN;ACT	V;NFIN
ladata	download	ladata	download	V;SG;NFIN;ACT	V;SG;PRS;FIN
ladata	downloaden	ladata	download	V;SG;NFIN;ACT	V;NFIN
käsitteitä	concepten	käsite	concepten	N;PRT;PL	N;PL
käsitteitä	begrippen	käsite	begrip	N;PRT;PL	N;PL
niemimaa	schiereiland	niemi#maa	schiereiland	N;NOM;SG	N;NEUT;SG
diskografia	discografie	diskografi	discografie	N;NOM;SG	N;MASC+FEM;SG
pelkäsi	vreesde	pelätä	vrezen	V;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
pelkäsi	gevreesd	pelätä	vrezen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
kaksikymmentä	twintig	kaksi#kymmenen	twintig	NUM;PRT;SG	NUM
metsään	bos	metsä	bos	N;IN+ALL;SG	N;NEUT;SG
piirretty	getrokken	piirtää	trekken	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
ricardo	ricardo	ricardo	ricardo	N;NOM;SG	N;MASC+FEM;SG
massaa	massa	massa	massa	N;PRT;SG	N;MASC+FEM;SG
trans	trans	trans	trans	N;NOM;SG	N;MASC+FEM;SG
microsoftin	microsoft	microsoft	microsoft	N;GEN;SG	N;MASC+FEM;SG
tunnustaa	onderkent	tunnustaa	onderkent	V;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
tunnustaa	herkent	tunnustaa	herkennen	V;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
tunnustaa	erkent	tunnustaa	erkennen	V;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
tunnustaa	erkent	tunnustaa	erkennen	V;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
tunnustaa	onderkent	tunnustaa	onderkent	V;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
tunnustaa	bekent	tunnustaa	bekennen	V;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
ruusu	rose	ruusu	rose	N;NOM;SG	N;MASC+FEM;SG
ruusu	roos	ruusu	roos	N;NOM;SG	N;MASC+FEM;SG
bergman	bergman	bergma	bergman	N;NOM;SG	N;MASC+FEM;SG
päätöksiä	beslissingen	päätös	beslissing	N;PRT;PL	N;PL
päätöksiä	besluiten	päätös	besluit	N;PRT;PL	N;PL
päätöksiä	beschikkingen	päätös	beschikking	N;PRT;PL	N;PL
vatsa	maag	vatsa	maag	N;NOM;SG	N;MASC+FEM;SG
vatsa	buik	vatsa	buik	N;NOM;SG	N;MASC+FEM;SG
vatsa	onderbuik	vatsa	onderbuik	N;NOM;SG	N;MASC+FEM;SG
vatsa	buik	vatsa	buik	N;NOM;SG	N;MASC+FEM;SG
vatsa	belly	vatsa	belly	N;NOM;SG	N;MASC+FEM;SG
vatsa	buik	vatsa	buik	N;NOM;SG	N;MASC+FEM;SG
aukko	diafragma	aukko	diafragma	N;NOM;SG	N;MASC+FEM;SG
aukko	hole	aukko	hole	N;NOM;SG	N;MASC+FEM;SG
aukko	gat	aukko	gat	N;NOM;SG	N;NEUT;SG
aukko	kuil	aukko	kuil	N;NOM;SG	N;MASC+FEM;SG
aukko	gap	aukko	gap	N;NOM;SG	N;MASC+FEM;SG
päätä	hoofd	pää	hoofd	N;PRT;SG	N;NEUT;SG
päätä	head	pää	head	N;PRT;SG	N;MASC+FEM;SG
aloilla	sectoren	ala	sector	N;AT+ESS
;PL	N;PL
kurki	kraan	kurki	kraan	N;NOM;SG	N;MASC+FEM;SG
kurki	crane	kurki	crane	N;NOM;SG	N;MASC+FEM;SG
tasainen	plat	tasainen	plat	ADJ;NOM;SG	ADJ
tasainen	stabiel	tasainen	stabiel	ADJ;NOM;SG	ADJ
tasainen	gestaag	tasainen	gestaag	ADJ;NOM;SG	ADJ
gps	gps	gps	gps	N;NOM;SG	N;MASC+FEM;SG
arvioita	ramingen	arvio	raming	N;PRT;PL	N;PL
arvioita	schattingen	arvio	schatting	N;PRT;PL	N;PL
tykit	kanonnen	tykki	kanon	N;NOM;PL	N;PL
tykit	geweren	tykki	geweer	N;NOM;PL	N;PL
tykit	kanonnen	tykki	kanon	N;NOM;PL	N;PL
tykit	wapens	tykki	wapen	N;NOM;PL	N;PL
tykit	pistolen	tykki	pistool	N;NOM;PL	N;PL
tykit	kanonnen	tykki	kanon	N;NOM;PL	N;PL
islamilainen	islamitische	islamilainen	islamitisch	ADJ;NOM;SG	ADJ
islamilainen	islamitisch	islamilainen	islamitisch	ADJ;NOM;SG	ADJ
puuttuminen	afwezigheid	puuttuminen	afwezigheid	N;NOM;SG	N;MASC+FEM;SG
puuttuminen	gemis	puuttuminen	gemis	N;NOM;SG	N;NEUT;SG
puuttuminen	gebrek	puuttuminen	gebrek	N;NOM;SG	N;NEUT;SG
kiinteää	stevig	kiinteä	stevig	ADJ;PRT;SG	ADJ
kiinteää	massief	kiinteä	massief	ADJ;PRT;SG	ADJ
kiinteää	solide	kiinteä	solide	ADJ;PRT;SG	ADJ
kiinteää	vaste	kiinteä	vast	ADJ;PRT;SG	ADJ
huomautus	noot	huomautus	noot	N;NOM;SG	N;MASC+FEM;SG
huomautus	briefje	huomautus	brief	N;NOM;SG	N;NEUT;SG
huomautus	notitie	huomautus	notitie	N;NOM;SG	N;MASC+FEM;SG
huomautus	opmerking	huomautus	opmerking	N;NOM;SG	N;MASC+FEM;SG
huomautus	opmerking	huomautus	opmerking	N;NOM;SG	N;MASC+FEM;SG
circuit	circuit	circuit	circuit	N;NOM;SG	N;NEUT;SG
vuosikymmenten	decennia	vuosi#kymmen	decennia	N;GEN;PL	N;PL
pelaamisen	gaming	pelaaminen	gaming	N;GEN;SG	N;MASC+FEM;SG
jalkaa	voet	jalka	voet	N;PRT;SG	N;MASC+FEM;SG
jalkaa	poot	jalka	poot	N;PRT;SG	N;MASC+FEM;SG
jalkaa	been	jalka	been	N;PRT;SG	N;NEUT;SG
huvila	vakantiewoning	huvila	vakantiewoning	N;NOM;SG	N;MASC+FEM;SG
ulkoasu	indeling	ulko#asu	indeling	N;NOM;SG	N;MASC+FEM;SG
ulkoasu	opmaak	ulko#asu	opmaak	N;NOM;SG	N;MASC+FEM;SG
ulkoasu	layout	ulko#asu	layout	N;NOM;SG	N;MASC+FEM;SG
ulkoasu	verschijning	ulko#asu	verschijning	N;NOM;SG	N;MASC+FEM;SG
ohjelmiston	programmatuur	ohjelmisto	programmatuur	N;GEN;SG	N;MASC+FEM;SG
ohjelmiston	software	ohjelmisto	softwaar	N;GEN;SG	N;MASC+FEM;SG
tunneli	tunnel	tunnella	tunnel	N;NOM;SG	N;MASC+FEM;SG
norjalaiset	noren	norjalainen	noor	N;NOM;PL	N;PL
rna	rna	rna	rna	N;NOM;SG	N;NEUT;SG
tuodaan	importeren	tuoda	importeren	V;IND;PRS;FIN;PASS	V;NFIN
tuodaan	geïmporteerde	tuoda	mporteren	V;IND;PRS;FIN;PASS	V;V.PTCP
tuodaan	geïmporteerd	tuoda	importeren	V;IND;PRS;FIN;PASS	V;V.PTCP
tuodaan	ingevoerd	tuoda	invoeren	V;IND;PRS;FIN;PASS	V;V.PTCP
luoja	schepper	luoja	schepper	N;NOM;SG	N;MASC+FEM;SG
luoja	maker	luoja	maker	N;NOM;SG	N;MASC+FEM;SG
luoja	bedenker	luoja	bedenker	N;NOM;SG	N;MASC+FEM;SG
kirkkoja	kerken	kirkko	kerk	N;PRT;PL	N;PL
karen	karen	karen	kaar	N;NOM;SG	N;MASC+FEM;SG
ella	ella	ella	ella	N;NOM;SG	N;MASC+FEM;SG
ojala	ojala	ojala	ojala	N;NOM;SG	N;MASC+FEM;SG
teorioita	theorieën	teoria	theorieën	N;PRT;PL	N;PL
eugene	eugene	eugene	eugene	N;NOM;SG	N;MASC+FEM;SG
yritin	geprobeerd	yrittää	proberen	V;IND;SG;1;PST;FIN;ACT	V;V.PTCP
yritin	uitgeprobeerd	yrittää	uitproberen	V;IND;SG;1;PST;FIN;ACT	V;V.PTCP
yritin	probeerde	yrittää	proberen	V;IND;SG;1;PST;FIN;ACT	V;SG;PST;FIN
talojen	huizen	talo	huis	N;GEN;PL	N;PL
virginian	virginia	virginia	virginia	N;GEN;SG	N;MASC+FEM;SG
versailles	versailles	versas	versaille	N;NOM;SG	N;NEUT;SG
lukko	slot	lukko	slot	N;NOM;SG	N;NEUT;SG
lukko	sluis	lukko	sluis	N;NOM;SG	N;MASC+FEM;SG
jumalatar	godin	jumalatar	godin	N;NOM;SG	N;MASC+FEM;SG
syyttää	verwijten	syyttää	verwijten	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
syyttää	beschuldigen	syyttää	beschuldigen	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
syyttää	beschuldig	syyttää	beschuldig	V;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
kuula	bal	kuula	bal	N;NOM;SG	N;MASC+FEM;SG
kuula	ball	kuula	ball	N;NOM;SG	N;MASC+FEM;SG
kampanjan	campagne	kampanja	campagne	N;GEN;SG	N;MASC+FEM;SG
kampanjan	veldtocht	kampanja	veldtocht	N;GEN;SG	N;MASC+FEM;SG
terveydenhuollon	gezondheidszorg	terveyden#huolto	gezondheidszorg	N;GEN;SG	N;MASC+FEM;SG
puhdasta	schoon	puhdas	schoon	ADJ;PRT;SG	ADJ
puhdasta	proper	puhdas	proper	ADJ;PRT;SG	ADJ
puhdasta	clean	puhdas	clean	ADJ;PRT;SG	ADJ
puhdasta	puur	puhdas	puur	ADJ;PRT;SG	ADJ
puhdasta	zuiver	puhdas	zuiver	ADJ;PRT;SG	ADJ
puhdasta	zuivere	puhdas	zuiver	ADJ;PRT;SG	ADJ
vahvistettu	bevestigd	vahvistaa	bevestigen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
vahvistettu	bevestigde	vahvistaa	bevestigen	V;NOM;SG;V.PTCP;PASS	V;SG;PST;FIN
vahvistettu	geverifieerde	vahvistaa	verifiëren	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
vahvistettu	gecontroleerd	vahvistaa	controleren	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
vahvistettu	geverifieerd	vahvistaa	erifiëren	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
vahvistettu	verstevigd	vahvistaa	verstevigen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
vahvistettu	versterkte	vahvistaa	versterken	V;NOM;SG;V.PTCP;PASS	V;SG;PST;FIN
vahvistettu	versterkt	vahvistaa	versterken	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
täytä	vullen	täyttää	vullen	V;IMP;SG;2;FIN;ACT	V;NFIN
täytä	vul	täyttää	vul	V;IMP;SG;2;FIN;ACT	V;SG;PRS;FIN
täytä	opvullen	täyttää	opvullen	V;IMP;SG;2;FIN;ACT	V;NFIN
kaliforniaan	california	kalifornia	california	N;IN+ALL;SG	N;MASC+FEM;SG
kaliforniaan	californië	kalifornia	californië	N;IN+ALL;SG	N;NEUT;SG
prahassa	praag	praha	praag	N;IN+ESS;SG	N;NEUT;SG
muslimien	moslims	muslimi	moslims	N;GEN;PL	N;PL
muslimien	moslims	muslimi	moslims	N;GEN;PL	N;PL
joulukuu	dec	joulukuu	dec	N;NOM;SG	N;MASC+FEM;SG
petra	petra	petra	petra	N;NOM;SG	N;MASC+FEM;SG
fin	vin	fin	vin	N;NOM;SG	N;MASC+FEM;SG
fin	fin	fin	fin	N;NOM;SG	N;MASC+FEM;SG
fyysinen	lichamelijk	fyysinen	lichamelijk	ADJ;NOM;SG	ADJ
fyysinen	lichamelijke	fyysinen	lichamelijk	ADJ;NOM;SG	ADJ
fyysinen	fysieke	fyysinen	fysiek	ADJ;NOM;SG	ADJ
fyysinen	fysiek	fyysinen	fysiek	ADJ;NOM;SG	ADJ
hullu	waanzinnig	hullu	waanzinnig	ADJ;NOM;SG	ADJ
hullu	krankzinnig	hullu	krankzinnig	ADJ;NOM;SG	ADJ
hullu	gek	hullu	gek	ADJ;NOM;SG	ADJ
hullu	zot	hullu	zot	ADJ;NOM;SG	ADJ
hullu	boos	hullu	boos	ADJ;NOM;SG	ADJ
vaihteli	gevarieerd	vaihdella	variëren	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
vaihteli	gevarieerde	vaihdella	variëren	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
neuvoa	raadgevend	neuvo	raadgevend	N;PRT;SG	N;NEUT;SG
neuvoa	advies	neuvo	advies	N;PRT;SG	N;NEUT;SG
koreografi	choreograaf	koreografi	choreograaf	N;NOM;SG	N;MASC+FEM;SG
sotilaallinen	militair	sotilaallinen	militair	ADJ;NOM;SG	ADJ
sotilaallinen	militaire	sotilaallinen	militair	ADJ;NOM;SG	ADJ
kokonainen	hele	kokonainen	heel	ADJ;NOM;SG	ADJ
kokonainen	gehele	kokonainen	geheel	ADJ;NOM;SG	ADJ
kokonainen	hele	kokonainen	heel	ADJ;NOM;SG	ADJ
kokonainen	geheel	kokonainen	geheel	ADJ;NOM;SG	ADJ
kuninkaat	koningen	kuningas	koning	N;NOM;PL	N;PL
kuori	granaat	kuori	granaat	N;NOM;SG	N;MASC+FEM;SG
kuori	shell	kuori	shell	N;NOM;SG	N;MASC+FEM;SG
kuori	schelp	kuori	schelp	N;NOM;SG	N;MASC+FEM;SG
kuori	omhulsel	kuori	omhulsel	N;NOM;SG	N;NEUT;SG
kuori	schil	kuori	schil	N;NOM;SG	N;MASC+FEM;SG
kuori	peel	kuori	peel	N;NOM;SG	N;MASC+FEM;SG
muokattu	bewerkt	muokata	bewerken	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
muokattu	bewerkte	muokata	bewerken	V;NOM;SG;V.PTCP;PASS	V;SG;PST;FIN
muokattu	gemodificeerd	muokata	modificeren	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
muokattu	gewijzigd	muokata	wijzigen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
muokattu	aangepast	muokata	aanpassen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
eronnut	afgetreden	erota	aftreden	V;NOM;SG;V.PTCP;ACT	V;V.PTCP
eronnut	gescheiden	erota	scheiden	V;NOM;SG;V.PTCP;ACT	V;V.PTCP
suoja	bescherming	suoja	bescherming	N;NOM;SG	N;MASC+FEM;SG
suoja	afscherming	suoja	afscherming	N;NOM;SG	N;MASC+FEM;SG
suoja	schild	suoja	schild	N;NOM;SG	N;NEUT;SG
sovittu	afgesproken	sopia	afspreken	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
sovittu	overeengekomen	sopia	overeenkomen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
jälkiä	nummers	jälki	nummer	N;PRT;PL	N;PL
jälkiä	tracks	jälki	tracks	N;PRT;PL	N;PL
jälkiä	sporen	jälki	spoor	N;PRT;PL	N;PL
jälkiä	rupsbanden	jälki	rupsband	N;PRT;PL	N;PL
alexandre	alexandre	alexandre	alexandr	N;NOM;SG	N;MASC+FEM;SG
azerbaidžanin	azerbeidzjan	azerbaidžan	azerbeidzjan	N;GEN;SG	N;NEUT;SG
edustajien	vertegenwoordigers	edustaja	vertegenwoordiger	N;GEN;PL	N;PL
arkkitehdit	architecten	arkkitehti	architect	N;NOM;PL	N;PL
kuvioita	patronen	kuvio	patroon	N;PRT;PL	N;PL
maalaukset	schilderijen	maalaus	schilderij	N;NOM;PL	N;PL
viola	viola	viola	viola	N;NOM;SG	N;MASC+FEM;SG
yhtäkkiä	ineens	yhtäkkiä	ineens	ADV	ADV
yhtäkkiä	plots	yhtäkkiä	plot	ADV	ADV
yhtäkkiä	opeens	yhtäkkiä	opeens	ADV	ADV
kristina	kristina	kristina	kristina	N;NOM;SG	N;MASC+FEM;SG
osapuoli	feest	osa#puoli	feest	N;NOM;SG	N;NEUT;SG
osapuoli	partij	osa#puoli	partij	N;NOM;SG	N;MASC+FEM;SG
osapuoli	feestje	osa#puoli	feest	N;NOM;SG	N;NEUT;SG
osapuoli	party	osa#puoli	party	N;NOM;SG	N;MASC+FEM;SG
vertaa	vergelijken	vertaa	vergelijken	V;IMP;SG;2;FIN;ACT	V;NFIN
vertaa	vergelijk	vertaa	vergelijk	V;IMP;SG;2;FIN;ACT	V;SG;PRS;FIN
sello	cello	sello	cello	N;NOM;SG	N;MASC+FEM;SG
yritetty	geprobeerd	yrittää	proberen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
yritetty	uitgeprobeerd	yrittää	uitproberen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
yritetty	probeerde	yrittää	proberen	V;NOM;SG;V.PTCP;PASS	V;SG;PST;FIN
jupiter	jupiter	jupiter	jupiter	N;NOM;SG	N;MASC+FEM;SG
kehittyivät	geëvolueerd	kehittyä	volueren	V;IND;PL;3;PST;FIN;ACT	V;V.PTCP
velho	tovenaar	velho	tovenaar	N;NOM;SG	N;MASC+FEM;SG
velho	wizard	velho	wizard	N;NOM;SG	N;MASC+FEM;SG
velho	tovenaar	velho	tovenaar	N;NOM;SG	N;MASC+FEM;SG
asukas	inwoner	asukas	inwoner	N;NOM;SG	N;MASC+FEM;SG
kaivos	mijnbouw	kaivos	mijnbouw	N;NOM;SG	N;MASC+FEM;SG
isompi	groter	iso	groot	ADJ;NOM;CMPR;SG	ADJ;CMPR
isompi	grotere	iso	groot	ADJ;NOM;CMPR;SG	ADJ;CMPR
isompi	groter	iso	groot	ADJ;NOM;CMPR;SG	ADJ;CMPR
italialaiset	italianen	italia#lainen	italiaan	N;NOM;PL	N;PL
esp	esp	esp	esp	N;NOM;SG	N;MASC+FEM;SG
alessandro	alessandro	alessandro	alessandro	N;NOM;SG	N;MASC+FEM;SG
virheellinen	incorrect	virheellinen	incorrect	ADJ;NOM;SG	ADJ
virheellinen	foutief	virheellinen	foutief	ADJ;NOM;SG	ADJ
virheellinen	onjuiste	virheellinen	onjuist	ADJ;NOM;SG	ADJ
virheellinen	onjuist	virheellinen	onjuist	ADJ;NOM;SG	ADJ
virheellinen	ongeldig	virheellinen	ongeldig	ADJ;NOM;SG	ADJ
virheellinen	ongeldige	virheellinen	ongeldig	ADJ;NOM;SG	ADJ
kokemuksia	getuigenissen	kokemus	getuigenis	N;PRT;PL	N;PL
kokemuksia	ervaringen	kokemus	ervaring	N;PRT;PL	N;PL
kokemuksia	ervaringen	kokemus	ervaring	N;PRT;PL	N;PL
hiiri	muis	hiiri	muis	N;NOM;SG	N;MASC+FEM;SG
työntekijä	werknemer	työ#tekijä	werknemer	N;NOM;SG	N;MASC+FEM;SG
työntekijä	medewerker	työ#tekijä	medewerker	N;NOM;SG	N;MASC+FEM;SG
työntekijä	werker	työ#tekijä	werker	N;NOM;SG	N;MASC+FEM;SG
työntekijä	werknemer	työ#tekijä	werknemer	N;NOM;SG	N;MASC+FEM;SG
työntekijä	arbeider	työ#tekijä	arbeider	N;NOM;SG	N;MASC+FEM;SG
julkiset	openbaar	julkinen	openbaar	ADJ;NOM;PL	ADJ
henkilökohtaista	persoonlijke	henkilö#kohtainen	persoonlijk	ADJ;PRT;SG	ADJ
henkilökohtaista	persoonlijk	henkilö#kohtainen	persoonlijk	ADJ;PRT;SG	ADJ
tsaari	tsaar	tsaari	tsaar	N;NOM;SG	N;MASC+FEM;SG
tsaari	tsaar	tsaari	tsaar	N;NOM;SG	N;MASC+FEM;SG
verkkosivusto	website	verkko#sivusto	website	N;NOM;SG	N;MASC+FEM;SG
romaaneja	romans	romaani	romans	N;PRT;PL	N;PL
perintö	erfenis	perintö	erfenis	N;NOM;SG	N;MASC+FEM;SG
perintö	patrimonium	perintö	patrimonium	N;NOM;SG	N;NEUT;SG
perintö	erfgoed	perintö	erfgoed	N;NOM;SG	N;NEUT;SG
perintö	nalatenschap	perintö	nalatenschap	N;NOM;SG	N;MASC+FEM;SG
perintö	erfenis	perintö	erfenis	N;NOM;SG	N;MASC+FEM;SG
perintö	erfenis	perintö	erfenis	N;NOM;SG	N;MASC+FEM;SG
perintö	erfdeel	perintö	erfdeel	N;NOM;SG	N;NEUT;SG
häät	bruiloften	häät	bruiloft	N;NOM;PL	N;PL
häät	huwelijken	häät	huwelijk	N;NOM;PL	N;PL
freeman	freeman	freema	freeman	N;NOM;SG	N;MASC+FEM;SG
virus	virus	virus	virus	N;NOM;SG	N;NEUT;SG
hienoa	groot	hieno	groot	ADJ;PRT;SG	ADJ
hienoa	geweldig	hieno	geweldig	ADJ;PRT;SG	ADJ
hienoa	fantastisch	hieno	fantastisch	ADJ;PRT;SG	ADJ
hyväksytään	accepteren	hyväksyä	accepteren	V;IND;PRS;FIN;PASS	V;NFIN
hyväksytään	aanvaarden	hyväksyä	aanvaarden	V;IND;PRS;FIN;PASS	V;NFIN
hyväksytään	aanvaard	hyväksyä	aanvaarden	V;IND;PRS;FIN;PASS	V;V.PTCP
hyväksytään	geaccepteerd	hyväksyä	accepteren	V;IND;PRS;FIN;PASS	V;V.PTCP
ferguson	ferguson	ferguso	ferguson	N;NOM;SG	N;MASC+FEM;SG
legendan	legende	legenda	legende	N;GEN;SG	N;MASC+FEM;SG
legendan	legend	legenda	legend	N;GEN;SG	N;MASC+FEM;SG
ehdokkaat	genomineerden	ehdokas	genomineren	N;NOM;PL	N;PL
ehdokkaat	nominaties	ehdokas	nominatie	N;NOM;PL	N;PL
ehdokkaat	voordrachten	ehdokas	voordracht	N;NOM;PL	N;PL
ehdokkaat	nominaties	ehdokas	nominatie	N;NOM;PL	N;PL
ehdokkaat	sollicitanten	ehdokas	sollicitant	N;NOM;PL	N;PL
ehdokkaat	kandidaten	ehdokas	kandidaat	N;NOM;PL	N;PL
arvostelut	reviews	arvostelu	review	N;NOM;PL	N;PL
arvostelut	beoordelingen	arvostelu	beoordeling	N;NOM;PL	N;PL
arvostelut	recensies	arvostelu	recensie	N;NOM;PL	N;PL
esitelty	uitgelicht	esitellä	uitlichten	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
esitelty	uitgelichte	esitellä	uitlichten	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
esitelty	aanbevolen	esitellä	aanbevelen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
esitelty	gepresenteerde	esitellä	presenteren	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
esitelty	aangeboden	esitellä	aanbieden	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
esitelty	gepresenteerd	esitellä	presenteren	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
iskut	aanslagen	isku	aanslaan	N;NOM;PL	N;PL
iskut	aanvallen	isku	aanval	N;NOM;PL	N;PL
valmentaa	coachen	valmentaa	coachen	V;IND;SG;PRS;FIN;ACT	V;NFIN
sisäistä	intern	sisäinen	intern	ADJ;PRT;SG	ADJ
sisäistä	inwendig	sisäinen	inwendig	ADJ;PRT;SG	ADJ
matias	mattis	matias	mattis	N;NOM;SG	N;MASC+FEM;SG
matias	matias	matias	matias	N;NOM;SG	N;MASC+FEM;SG
mcdonald	mcdonald	mcdonald	mcdonald	N;NOM;SG	N;MASC+FEM;SG
timothy	timothy	timothy	timothy	N;NOM;SG	N;MASC+FEM;SG
pelkää	vrees	pelätä	vrezen	V;IMP;SG;2;FIN;ACT	V;SG;PRS;FIN
valokuvan	foto	valo#kuva	foto	N;GEN;SG	N;MASC+FEM;SG
kruunu	kroon	kruunu	kroon	N;NOM;SG	N;MASC+FEM;SG
kuviot	patronen	kuvio	patroon	N;NOM;PL	N;PL
haastoi	aangevochten	haastaa	aanvechten	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
haastoi	uitgedaagd	haastaa	uitdagen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
bart	bart	bart	bart	N;NOM;SG	N;MASC+FEM;SG
esityksiä	prestaties	esitys	prestatie	N;PRT;PL	N;PL
