que	че	que	че	CONJ	CONJ
pilotos	шофьори	piloto	шофьор	N;PL	N;INDF;MASC;PL
pilotos	водачите	piloto	водач	N;PL	N;DEF;MASC;PL
pilotos	водачи	piloto	водач	N;PL	N;INDF;MASC;PL
pilotos	пилоти	piloto	пилот	N;PL	N;INDF;MASC;PL
pilotos	пилотите	piloto	пилот	N;PL	N;DEF;MASC;PL
foto	снимка	foto	снимка	N;FEM;SG	N;INDF;FEM;SG
foto	картинка	foto	картинка	N;FEM;SG	N;INDF;FEM;SG
foto	снимка	foto	снимка	N;FEM;SG	N;INDF;FEM;SG
foto	снимката	foto	снимка	N;FEM;SG	N;DEF;FEM;SG
foto	фото	foto	фото	N;FEM;SG	N;INDF;MASC;SG
británicos	британци	británico	британец	N;MASC;PL	N;INDF;MASC;PL
británicos	британци	británico	британец	N;MASC;PL	N;INDF;MASC;PL
sueño	сън	sueño	сън	N;MASC;SG	N;INDF;MASC;SG
sueño	сън	sueño	сън	N;MASC;SG	N;INDF;MASC;SG
sueño	мечта	sueño	мечта	N;MASC;SG	N;INDF;FEM;SG
guinea	гвинея	guinea	гвинея	N;FEM;SG	N;INDF;FEM;SG
informe	докладване	informe	докладване	N;MASC;SG	N;INDF;NEUT;SG
informe	доклад	informe	доклад	N;MASC;SG	N;INDF;MASC;SG
treinta	тридесет	treinta	тридесет	NUM;PL	NUM;INDF;PL
tráfico	трафик	tráfico	трафик	N;MASC;SG	N;INDF;MASC;SG
tráfico	задръстване	tráfico	задръстване	N;MASC;SG	N;INDF;NEUT;SG
tráfico	трафик	tráfico	трафик	N;MASC;SG	N;INDF;MASC;SG
órgano	орган	órgano	орган	N;MASC;SG	N;INDF;MASC;SG
medallas	медали	medalla	медал	N;FEM;PL	N;INDF;MASC;PL
medallas	медалите	medalla	медал	N;FEM;PL	N;DEF;MASC;PL
archivos	досиета	archivo	досие	N;MASC;PL	N;INDF;NEUT;PL
archivos	файлове	archivo	файл	N;MASC;PL	N;INDF;MASC;PL
archivos	архиви	archivo	архив	N;MASC;PL	N;INDF;MASC;PL
archivos	архиви	archivo	архив	N;MASC;PL	N;INDF;MASC;PL
fechas	срещи	fecha	среща	N;FEM;PL	N;INDF;FEM;PL
fechas	дати	fecha	датя	N;FEM;PL	N;INDF;FEM;PL
dobles	двойници	doble	двойник	N;PL	N;INDF;MASC;PL
directores	директорите	director	директор	N;MASC;PL	N;DEF;MASC;PL
directores	режисьори	director	режисьор	N;MASC;PL	N;INDF;MASC;PL
directores	директори	director	директор	N;MASC;PL	N;INDF;MASC;PL
directores	мениджъри	director	мениджър	N;MASC;PL	N;INDF;MASC;PL
directores	управители	director	управител	N;MASC;PL	N;INDF;MASC;PL
físico	физически	físico	физически	ADJ;MASC;SG	ADJ;INDF;MASC;SG
físico	физическа	físico	физически	ADJ;MASC;SG	ADJ;INDF;FEM;SG
democracia	демокрация	democracia	демокрация	N;FEM;SG	N;INDF;FEM;SG
democracia	демокрацията	democracia	демокрация	N;FEM;SG	N;DEF;FEM;SG
opción	опция	opción	опция	N;FEM;SG	N;INDF;FEM;SG
opción	вариант	opción	вариант	N;FEM;SG	N;INDF;MASC;SG
opción	избор	opción	избор	N;FEM;SG	N;INDF;MASC;SG
perdido	изгубена	perdido	изгубя-(се)	ADJ;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
perdido	изгубен	perdido	изгубен	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
notable	забележителен	notable	забележителен	ADJ;SG	ADJ;INDF;MASC;SG
notable	забележителна	notable	забележителен	ADJ;SG	ADJ;INDF;FEM;SG
legal	законна	legal	законен	ADJ;SG	ADJ;INDF;FEM;SG
legal	легитимен	legal	легитимен	ADJ;SG	ADJ;INDF;MASC;SG
legal	законен	legal	законен	ADJ;SG	ADJ;INDF;MASC;SG
legal	правна	legal	правен	ADJ;SG	ADJ;INDF;FEM;SG
legal	юридически	legal	юридически	ADJ;SG	ADJ;INDF;MASC;SG
tercero	трети	tercero	трети	ADJ;MASC;SG	ADJ;INDF;MASC;SG
tercero	трета	tercero	трети	ADJ;MASC;SG	ADJ;INDF;FEM;SG
enorme	огромен	enorme	огромен	ADJ;SG	ADJ;INDF;MASC;SG
enorme	огромна	enorme	огромен	ADJ;SG	ADJ;INDF;FEM;SG
enorme	огромен	enorme	огромен	ADJ;SG	ADJ;INDF;MASC;SG
enorme	огромна	enorme	огромен	ADJ;SG	ADJ;INDF;FEM;SG
constitucional	конституционна	constitucional	конституционен	ADJ;SG	ADJ;INDF;FEM;SG
constitucional	конституционен	constitucional	конституционен	ADJ;SG	ADJ;INDF;MASC;SG
constitucional	конституционния	constitucional	конституционен	ADJ;SG	ADJ;DEF;MASC;SG
católicos	католиците	católico	католик	N;MASC;PL	N;DEF;MASC;PL
católicos	католици	católico	католик	N;MASC;PL	N;INDF;MASC;PL
católicos	католици	católico	католик	N;MASC;PL	N;INDF;MASC;PL
escritura	писане	escritura	писане	N;FEM;SG	N;INDF;NEUT;SG
escritura	почерка	escritura	почерк	N;FEM;SG	N;DEF;MASC;SG
escritura	почерк	escritura	почерк	N;FEM;SG	N;INDF;MASC;SG
estadísticas	статистики	estadística	статистика	N;FEM;PL	N;INDF;FEM;PL
documento	документа	documento	документ	N;MASC;SG	N;DEF;MASC;SG
documento	документът	documento	документ	N;MASC;SG	N;DEF;MASC;SG
documento	документ	documento	документ	N;MASC;SG	N;INDF;MASC;SG
críticos	критици	crítico	критик	N;MASC;PL	N;INDF;MASC;PL
críticos	критиците	crítico	критик	N;MASC;PL	N;DEF;MASC;PL
ordenó	нареди	ordenar	наредя-(се)	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
ordenó	наредено	ordenar	нареда-(се)	V;IND;SG;3;PST;FIN	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
oscar	оскар	oscar	оскар	N;MASC;SG	N;INDF;MASC;SG
transmisión	трансмисия	transmisión	трансмисия	N;FEM;SG	N;INDF;FEM;SG
transmisión	предаване	transmisión	предаване	N;FEM;SG	N;INDF;NEUT;SG
transmisión	пренос	transmisión	пренос	N;FEM;SG	N;INDF;MASC;SG
transmisión	излъчване	transmisión	излъчване	N;FEM;SG	N;INDF;NEUT;SG
carne	пържола	carne	пръжжол	N;FEM;SG	N;INDF;FEM;SG
carne	стек	carne	стек	N;FEM;SG	N;INDF;MASC;SG
carne	месо	carne	месо	N;FEM;SG	N;INDF;NEUT;SG
carne	месото	carne	месо	N;FEM;SG	N;DEF;NEUT;SG
desarrollar	развиват	desarrollar	развивам-(се)	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
ocurre	настъпва	ocurrir	настъпвам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
street	улица	street	улица	N	N;INDF;FEM;SG
street	стрийт	street	стрийт	N	N;INDF;MASC;SG
street	улицата	street	улица	N	N;DEF;FEM;SG
vehículo	автомобил	vehículo	автомобил	N;MASC;SG	N;INDF;MASC;SG
vehículo	возило	vehículo	вози	N;MASC;SG	N;INDF;NEUT;SG
reparto	гипс	reparto	гипс	N;MASC;SG	N;INDF;MASC;SG
reparto	дистрибуция	reparto	дистрибуция	N;MASC;SG	N;INDF;FEM;SG
reparto	разпределяне	reparto	разпределяне	N;MASC;SG	N;INDF;NEUT;SG
reparto	разпространение	reparto	разпространение	N;MASC;SG	N;INDF;NEUT;SG
reparto	разпределение	reparto	разпределение	N;MASC;SG	N;INDF;NEUT;SG
círculo	кръгче	círculo	кръг	N;MASC;SG	N;INDF;NEUT;SG
círculo	кръгът	círculo	кръг	N;MASC;SG	N;DEF;MASC;SG
círculo	окръжност	círculo	окръжност	N;MASC;SG	N;INDF;FEM;SG
círculo	кръговрат	círculo	кръговрат	N;MASC;SG	N;INDF;MASC;SG
círculo	кръг	círculo	кръг	N;MASC;SG	N;INDF;MASC;SG
harry	хари	harry	харя-(се)	N;MASC;SG	N;INDF;MASC;SG
alimentos	храни	alimento	храна	N;MASC;PL	N;INDF;FEM;PL
alimentos	храни	alimento	храна	N;MASC;PL	N;INDF;FEM;PL
urbana	градска	urbano	градски	ADJ;FEM;SG	ADJ;INDF;FEM;SG
urbana	градски	urbano	градски	ADJ;FEM;SG	ADJ;INDF;MASC;SG
participa	участва	participar	участвам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
association	сдружение	association	сдружение	N;FEM;SG	N;INDF;NEUT;SG
association	асоциация	association	асоциация	N;FEM;SG	N;INDF;FEM;SG
association	асоцииране	association	асоцииране	N;FEM;SG	N;INDF;NEUT;SG
semifinales	полуфиналите	semifinal	полуфина	N;FEM;PL	N;DEF;MASC;PL
habitual	обичайното	habitual	обичаен	ADJ;SG	ADJ;DEF;NEUT;SG
agencia	агенция	agencia	агенция	N;FEM;SG	N;INDF;FEM;SG
agencia	агенцията	agencia	агенция	N;FEM;SG	N;DEF;FEM;SG
popularidad	популярност	popularidad	популярност	N;FEM;SG	N;INDF;FEM;SG
popularidad	известност	popularidad	известност	N;FEM;SG	N;INDF;FEM;SG
pinturas	бои	pintura	бой	N;FEM;PL	N;INDF;NEUT;PL
pinturas	картини	pintura	картина	N;FEM;PL	N;INDF;FEM;PL
pinturas	картините	pintura	картина	N;FEM;PL	N;DEF;FEM;PL
iniciativa	инициатива	iniciativa	инициатива	N;FEM;SG	N;INDF;FEM;SG
redes	мрежи	red	мрежа	N;FEM;PL	N;INDF;FEM;PL
redes	мрежите	red	мрежа	N;FEM;PL	N;DEF;FEM;PL
redes	мрежи	red	мрежа	N;FEM;PL	N;INDF;FEM;PL
redes	мрежите	red	мрежа	N;FEM;PL	N;DEF;FEM;PL
estreno	премиерата	estreno	премиера	N;MASC;SG	N;DEF;FEM;SG
estreno	премиера	estreno	премиер	N;MASC;SG	N;DEF;MASC;SG
aparte	настрани	aparte	настрани	ADV	ADV
aparte	настрана	aparte	настрана	ADV	ADV
localización	местоположение	localización	местоположение	N;FEM;SG	N;INDF;NEUT;SG
localización	място	localización	място	N;FEM;SG	N;INDF;NEUT;SG
localización	местонахождение	localización	местонахождение	N;FEM;SG	N;INDF;NEUT;SG
localización	локация	localización	локация	N;FEM;SG	N;INDF;FEM;SG
fortaleza	твърдост	fortaleza	твърдост	N;FEM;SG	N;INDF;FEM;SG
fortaleza	форталеза	fortaleza	форталеж	N;FEM;SG	N;DEF;MASC;SG
fortaleza	сила	fortaleza	сила	N;FEM;SG	N;INDF;FEM;SG
fortaleza	мощ	fortaleza	мощ	N;FEM;SG	N;INDF;FEM;SG
fortaleza	якост	fortaleza	якост	N;FEM;SG	N;INDF;FEM;SG
fortaleza	крепостта	fortaleza	крепост	N;FEM;SG	N;DEF;FEM;SG
fortaleza	крепост	fortaleza	крепост	N;FEM;SG	N;INDF;FEM;SG
fortaleza	форт	fortaleza	форт	N;FEM;SG	N;INDF;MASC;SG
democrática	демократичен	democrático	демократичен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
democrática	демократична	democrático	демократичен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
marido	съпруг	marido	съпруг	N;MASC;SG	N;INDF;MASC;SG
electrónica	електронен	electrónico	електронен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
electrónica	електронна	electrónico	електронен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
herrera	херера	herrera	херер	N;FEM;SG	N;INDF;FEM;SG
buques	корабите	buque	кораб	N;MASC;PL	N;DEF;MASC;PL
buques	кораби	buque	кораб	N;MASC;PL	N;INDF;MASC;PL
buques	съдове	buque	съд	N;MASC;PL	N;INDF;MASC;PL
buques	кораби	buque	кораб	N;MASC;PL	N;INDF;MASC;PL
diccionario	речник	diccionario	речник	N;MASC;SG	N;INDF;MASC;SG
profesión	професия	profesión	професия	N;FEM;SG	N;INDF;FEM;SG
profesión	професия	profesión	професия	N;FEM;SG	N;INDF;FEM;SG
profesión	окупация	profesión	окупация	N;FEM;SG	N;INDF;FEM;SG
consulta	питане	consulta	питане	N;FEM;SG	N;INDF;NEUT;SG
consulta	справка	consulta	справка	N;FEM;SG	N;INDF;FEM;SG
consulta	запитване	consulta	запитване	N;FEM;SG	N;INDF;NEUT;SG
consulta	консултация	consulta	консултация	N;FEM;SG	N;INDF;FEM;SG
consulta	консултиране	consulta	консултиране	N;FEM;SG	N;INDF;NEUT;SG
consulta	консултация	consulta	консултация	N;FEM;SG	N;INDF;FEM;SG
historiadores	историци	historiador	историк	N;MASC;PL	N;INDF;MASC;PL
historiadores	историците	historiador	историк	N;MASC;PL	N;DEF;MASC;PL
mitología	митологията	mitología	митология	N;FEM;SG	N;DEF;FEM;SG
mitología	митология	mitología	митология	N;FEM;SG	N;INDF;FEM;SG
debate	дискусия	debate	дискусия	N;MASC;SG	N;INDF;FEM;SG
debate	обсъждане	debate	обсъждане	N;MASC;SG	N;INDF;NEUT;SG
debate	разискване	debate	разискване	N;MASC;SG	N;INDF;NEUT;SG
debate	дебат	debate	дебат	N;MASC;SG	N;INDF;MASC;SG
perder	губи	perder	губя-(се)	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
perder	губиш	perder	губя-(се)	V;NFIN	V;IPFV;IND;SG;2;PRS;FIN;ACT
perder	губя	perder	губя-(се)	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
perder	губи	perder	губя-(се)	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
perder	губиш	perder	губя-(се)	V;NFIN	V;IPFV;IND;SG;2;PRS;FIN;ACT
perder	губят	perder	губя-(се)	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
componentes	компоненти	componente	компонент	N;MASC;PL	N;INDF;MASC;PL
belleza	красавица	belleza	красавица	N;FEM;SG	N;INDF;FEM;SG
belleza	прелест	belleza	прелест	N;FEM;SG	N;INDF;FEM;SG
belleza	красота	belleza	красота	N;FEM;SG	N;INDF;FEM;SG
descubre	открива	descubrir	откривам-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
personales	лични	personal	личен	ADJ;PL	ADJ;INDF;PL
ácido	киселина	ácido	киселина	N;MASC;SG	N;INDF;FEM;SG
cumplir	съобразят	cumplir	съобразя-се	V;NFIN	V;PFV;IND;PL;3;PRS;FIN;ACT
infancia	детство	infancia	детство	N;FEM;SG	N;INDF;NEUT;SG
infancia	детството	infancia	детство	N;FEM;SG	N;DEF;NEUT;SG
líderes	ръководители	líder	ръководител	N;PL	N;INDF;MASC;PL
líderes	лидерите	líder	лидер	N;PL	N;DEF;MASC;PL
líderes	лидери	líder	лидер	N;PL	N;INDF;MASC;PL
líderes	водачи	líder	водач	N;PL	N;INDF;MASC;PL
espacial	пространствен	espacial	пространствен	ADJ;SG	ADJ;INDF;MASC;SG
predecesor	предшественик	predecesor	предшественик	N;MASC;SG	N;INDF;MASC;SG
oscuro	тъмна	oscuro	тъмен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
oscuro	тъмен	oscuro	тъмен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
verdadero	истинска	verdadero	истински	ADJ;MASC;SG	ADJ;INDF;FEM;SG
verdadero	истински	verdadero	истински	ADJ;MASC;SG	ADJ;INDF;MASC;SG
segundos	секунди	segundo	секунда	N;MASC;PL	N;INDF;FEM;PL
cañón	оръдие	cañón	оръдие	N;MASC;SG	N;INDF;NEUT;SG
cañón	оръдието	cañón	оръдие	N;MASC;SG	N;DEF;NEUT;SG
cañón	каньон	cañón	каньон	N;MASC;SG	N;INDF;MASC;SG
cañón	каньона	cañón	каньон	N;MASC;SG	N;DEF;MASC;SG
cañón	буре	cañón	буре	N;MASC;SG	N;INDF;NEUT;SG
cañón	бъчва	cañón	бъчвам	N;MASC;SG	N;INDF;FEM;SG
cañón	цев	cañón	цев	N;MASC;SG	N;INDF;MASC;SG
cañón	варел	cañón	варел	N;MASC;SG	N;INDF;MASC;SG
religioso	религиозен	religioso	религиозен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
religioso	религиозна	religioso	религиозен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
net	мрежа	net	мрежа	N	N;INDF;FEM;SG
net	нетен	net	нетен	N	N;INDF;MASC;SG
net	net	net	net	N	N;INDF;MASC;SG
net	нет	net	нет	N	N;INDF;MASC;SG
zamora	замора	zamora	замор	N;FEM;SG	N;DEF;MASC;SG
relativamente	сравнително	relativamente	сравнително	ADV	ADV
relativamente	относително	relativamente	относително	ADV	ADV
columna	колона	columna	колона	N;FEM;SG	N;INDF;FEM;SG
columna	гръбнакът	columna	гръбнак	N;FEM;SG	N;DEF;MASC;SG
columna	гръбнака	columna	гръбнак	N;FEM;SG	N;DEF;MASC;SG
columna	гръбнак	columna	гръбнак	N;FEM;SG	N;INDF;MASC;SG
danza	танц	danza	танц	N;FEM;SG	N;INDF;MASC;SG
danza	танцуване	danza	танцуване	N;FEM;SG	N;INDF;NEUT;SG
veinte	двадесет	veinte	двадесет	NUM;PL	NUM;INDF;PL
desarrolla	развива	desarrollar	развивам-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
periodistas	репортери	periodista	репортер	N;PL	N;INDF;MASC;PL
periodistas	репортерите	periodista	репортер	N;PL	N;DEF;MASC;PL
periodistas	журналисти	periodista	журналист	N;PL	N;INDF;MASC;PL
periodistas	журналистите	periodista	журналист	N;PL	N;DEF;MASC;PL
asunción	допускане	asunción	допускане	N;FEM;SG	N;INDF;NEUT;SG
asunción	предположение	asunción	предположение	N;FEM;SG	N;INDF;NEUT;SG
fondos	фондове	fondo	фонд	N;MASC;PL	N;INDF;MASC;PL
fondos	средства	fondo	средство	N;MASC;PL	N;INDF;NEUT;PL
fondos	фондове	fondo	фонд	N;MASC;PL	N;INDF;MASC;PL
factores	фактори	factor	фактор	N;MASC;PL	N;INDF;MASC;PL
factores	коефициенти	factor	коефициент	N;MASC;PL	N;INDF;MASC;PL
barcos	корабите	barco	кораб	N;MASC;PL	N;DEF;MASC;PL
barcos	кораби	barco	кораб	N;MASC;PL	N;INDF;MASC;PL
barcos	съдове	barco	съд	N;MASC;PL	N;INDF;MASC;PL
barcos	кораби	barco	кораб	N;MASC;PL	N;INDF;MASC;PL
barcos	кораби	barco	кораб	N;MASC;PL	N;INDF;MASC;PL
barcos	лодки	barco	лодка	N;MASC;PL	N;INDF;FEM;PL
salvo	освен	salvo	освен	ADP	ADP
chica	момиченце	chica	момиченце	N;FEM;SG	N;INDF;NEUT;SG
chica	момиче	chica	момиче	N;FEM;SG	N;INDF;NEUT;SG
precio	цена	precio	цена	N;MASC;SG	N;INDF;FEM;SG
precio	ценообразуване	precio	ценообразуване	N;MASC;SG	N;INDF;NEUT;SG
pensamiento	мисъл	pensamiento	мисъл	N;MASC;SG	N;INDF;FEM;SG
pensamiento	мислене	pensamiento	мислене	N;MASC;SG	N;INDF;NEUT;SG
leer	четете	leer	чета	V;NFIN	V;IPFV;IMP;PL;2;FIN
leer	прочетете	leer	прочета	V;NFIN	V;PFV;IMP;PL;2;FIN
leer	чета	leer	чета	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
leer	прочети	leer	прочета	V;NFIN	V;PFV;IMP;SG;2;FIN
leer	чета	leer	чета	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
declaración	твърдение	declaración	твърдение	N;FEM;SG	N;INDF;NEUT;SG
declaración	изявление	declaración	изявление	N;FEM;SG	N;INDF;NEUT;SG
declaración	декларация	declaración	декларация	N;FEM;SG	N;INDF;FEM;SG
deportistas	спортисти	deportista	спортист	N;PL	N;INDF;MASC;PL
deportistas	спортисти	deportista	спортист	N;PL	N;INDF;MASC;PL
deportistas	атлети	deportista	атлет	N;PL	N;INDF;MASC;PL
deportistas	спортистите	deportista	спортист	N;PL	N;DEF;MASC;PL
mala	лоша	malo	лош	ADJ;FEM;SG	ADJ;INDF;FEM;SG
mala	лош	malo	лош	ADJ;FEM;SG	ADJ;INDF;MASC;SG
argumento	парцел	argumento	парцел	N;MASC;SG	N;INDF;MASC;SG
argumento	сюжет	argumento	сюжет	N;MASC;SG	N;INDF;MASC;SG
argumento	заговор	argumento	заговор	N;MASC;SG	N;INDF;MASC;SG
argumento	спор	argumento	спор	N;MASC;SG	N;INDF;MASC;SG
argumento	аргумент	argumento	аргумент	N;MASC;SG	N;INDF;MASC;SG
portal	портал	portal	портал	N;MASC;SG	N;INDF;MASC;SG
portal	портал	portal	портал	N;MASC;SG	N;INDF;MASC;SG
médicos	лекари	médico	лекар	N;MASC;PL	N;INDF;MASC;PL
médicos	лекарите	médico	лекар	N;MASC;PL	N;DEF;MASC;PL
médicos	доктори	médico	доктор	N;MASC;PL	N;INDF;MASC;PL
médicos	лекари	médico	лекар	N;MASC;PL	N;INDF;MASC;PL
sacerdote	жрец	sacerdote	жрец	N;MASC;SG	N;INDF;MASC;SG
sacerdote	свещеник	sacerdote	свещеник	N;MASC;SG	N;INDF;MASC;SG
sacerdote	свещенник	sacerdote	свещенник	N;MASC;SG	N;INDF;MASC;SG
night	вечер	night	вечер	N	N;INDF;FEM;SG
night	нощ	night	нощ	N	N;INDF;FEM;SG
night	нощта	night	нощ	N	N;DEF;FEM;SG
cultivo	култура	cultivo	култура	N;MASC;SG	N;INDF;FEM;SG
cultivo	отглеждането	cultivo	отглеждане	N;MASC;SG	N;DEF;NEUT;SG
cultivo	отглеждане	cultivo	отглеждане	N;MASC;SG	N;INDF;NEUT;SG
cultivo	реколта	cultivo	реколта	N;MASC;SG	N;INDF;FEM;SG
guion	сценарий	guion	сценарий	N;MASC;SG	N;INDF;MASC;SG
guion	сценарий	guion	сценарий	N;MASC;SG	N;INDF;MASC;SG
regionales	регионални	regional	регионален	ADJ;PL	ADJ;INDF;PL
regionales	регионалните	regional	регионален	ADJ;PL	ADJ;DEF;PL
arzobispo	архиепископ	arzobispo	архиепископ	N;MASC;SG	N;INDF;MASC;SG
mancha	манча	mancha	манча	N;FEM;SG	N;INDF;FEM;SG
mancha	петно	mancha	петно	N;FEM;SG	N;INDF;NEUT;SG
mancha	петно	mancha	петно	N;FEM;SG	N;INDF;NEUT;SG
conocidas	известни	conocido	известен	ADJ;FEM;PL;V.PTCP	ADJ;INDF;PL
inteligencia	интелигентност	inteligencia	интелигентност	N;FEM;SG	N;INDF;FEM;SG
inteligencia	разузнаване	inteligencia	разузнаване	N;FEM;SG	N;INDF;NEUT;SG
inteligencia	интелект	inteligencia	интелект	N;FEM;SG	N;INDF;MASC;SG
envió	изпратена	enviar	изпратя	V;IND;SG;3;PST;FIN	V;PFV;INDF;FEM;SG;V.PTCP;PASS
envió	изпратено	enviar	изпратя	V;IND;SG;3;PST;FIN	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
envió	изпратен	enviar	изпратя	V;IND;SG;3;PST;FIN	V;PFV;INDF;MASC;SG;V.PTCP;PASS
baile	танц	baile	танц	N;MASC;SG	N;INDF;MASC;SG
baile	танцуване	baile	танцуване	N;MASC;SG	N;INDF;NEUT;SG
viviendas	къщи	vivienda	къща	N;FEM;PL	N;INDF;FEM;PL
viviendas	домове	vivienda	дом	N;FEM;PL	N;INDF;MASC;PL
viviendas	жилища	vivienda	жилище	N;FEM;PL	N;INDF;NEUT;PL
relevante	съответна	relevante	съответен	ADJ;SG	ADJ;INDF;FEM;SG
relevante	съответен	relevante	съответен	ADJ;SG	ADJ;INDF;MASC;SG
establece	установява	establecer	установявам-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
paseo	разходка	paseo	разходка	N;MASC;SG	N;INDF;FEM;SG
albert	алберт	albert	алберт	N;SG	N;INDF;MASC;SG
menciona	споменава	mencionar	споменавам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
famosa	прочут	famoso	прочут	ADJ;FEM;SG	ADJ;INDF;MASC;SG
famosa	прочута	famoso	прочутам-се	ADJ;FEM;SG	ADJ;INDF;FEM;SG
famosa	известна	famoso	известен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
famosa	известен	famoso	известен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
obtiene	получава	obtener	получавам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
romero	розмари	romero	розмар	N;MASC;SG	N;INDF;FEM;SG
romero	розмарин	romero	розмарин	N;MASC;SG	N;INDF;MASC;SG
compañías	дружества	compañía	дружество	N;FEM;PL	N;INDF;NEUT;PL
compañías	фирми	compañía	фирма	N;FEM;PL	N;INDF;FEM;PL
compañías	компании	compañía	компания	N;FEM;PL	N;INDF;FEM;PL
actuaciones	представления	actuación	представление	N;FEM;PL	N;INDF;NEUT;PL
actuaciones	изпълнения	actuación	изпълнение	N;FEM;PL	N;INDF;NEUT;PL
reciente	скорошна	reciente	скорошен	ADJ;SG	ADJ;INDF;FEM;SG
intereses	интереси	interés	интерес	N;MASC;PL	N;INDF;MASC;PL
intereses	лихви	interés	лихва	N;MASC;PL	N;INDF;FEM;PL
senado	сенат	senado	сенат	N;MASC;SG	N;INDF;MASC;SG
senado	сената	senado	сенат	N;MASC;SG	N;DEF;FEM;SG
senado	сенатът	senado	сенат	N;MASC;SG	N;DEF;MASC;SG
edward	едуард	edward	едуард	N;MASC;SG	N;INDF;MASC;SG
coros	хорове	coro	хор	N;MASC;PL	N;INDF;MASC;PL
vicepresidente	порок	vicepresidente	порок	N;MASC;SG	N;INDF;MASC;SG
plantillas	шаблони	plantilla	шаблон	N;FEM;PL	N;INDF;MASC;PL
plantillas	образци	plantilla	образец	N;FEM;PL	N;INDF;MASC;PL
canarias	канарчета	canario	канарче	N;FEM;PL	N;INDF;NEUT;PL
disputa	спор	disputa	спор	N;FEM;SG	N;INDF;MASC;SG
disputa	спорът	disputa	спор	N;FEM;SG	N;DEF;MASC;SG
ave	птиче	ave	птиче	N;FEM;SG	N;INDF;NEUT;SG
ave	птичка	ave	птичка	N;FEM;SG	N;INDF;FEM;SG
ave	птица	ave	птица	N;FEM;SG	N;INDF;FEM;SG
post	post	post	post	N;MASC;SG	N
post	публикация	post	публикация	N;MASC;SG	N;INDF;FEM;SG
post	публикуване	post	публикуване	N;MASC;SG	N;INDF;NEUT;SG
post	пост	post	пост	N;MASC;SG	N;INDF;MASC;SG
participaron	участвали	participar	участвам	V;IND;PL;3;PST;FIN	V;IPFV;INDF;PL;PST;V.PTCP;ACT
participaron	участваха	participar	участвам	V;IND;PL;3;PST;FIN	V;IPFV;IND;PL;3;PST;FIN;ACT
globo	балон	globo	балон	N;MASC;SG	N;INDF;MASC;SG
globo	глобус	globo	глобус	N;MASC;SG	N;INDF;MASC;SG
aliados	съюзници	aliado	съюзник	N;MASC;PL	N;INDF;MASC;PL
aliados	съюзниците	aliado	съюзник	N;MASC;PL	N;DEF;MASC;PL
rally	митинг	rally	митинг	N;MASC;SG	N;INDF;MASC;SG
rally	рали	rally	рали	N;MASC;SG	N;INDF;NEUT;SG
detalles	детайли	detalle	детайла	N;MASC;PL	N;INDF;MASC;PL
detalles	подробности	detalle	подробност	N;MASC;PL	N;INDF;FEM;PL
salto	скок	salto	скок	N;MASC;SG	N;INDF;MASC;SG
salto	скип	salto	скип	N;MASC;SG	N;INDF;MASC;SG
salto	скачане	salto	скачане	N;MASC;SG	N;INDF;NEUT;SG
salto	хоп	salto	хоп	N;MASC;SG	N;INDF;MASC;SG
state	щат	state	щат	N	N;INDF;MASC;SG
state	държава	state	държава	N	N;INDF;FEM;SG
marine	пехотинец	marine	пехотинец	N	N;INDF;MASC;SG
bilbao	билбао	bilbao	билбао	N;MASC;SG	N;INDF;FEM;SG
