culto	kult	culto	kult	N	N;NOM;MASC;SG
fundamental	temeljna	fundamental	temeljen	ADJ	ADJ;NOM;FEM;SG
xuízos	sodbe	xuízo	sodba	N	N;NOM;FEM;PL
xuízos	sodb	xuízo	sodba	N	N;GEN;FEM;PL
xuízos	sojenja	xuízo	sojenje	N	N;NOM;NEUT;PL
xuízos	preizkušnje	xuízo	preizkušnja	N	N;NOM;FEM;PL
causas	vzroki	causa	vzrok	N	N;NOM;MASC;PL
bate	bije	bate	biti	V	V;IPFV;IND;SG;3;PRS;FIN
bate	premaga	bate	premagati	V	V;PFV;IND;SG;3;PRS;FIN
substituír	nadomesti	substituír	nadomesti	V	V;PFV;IND;SG;3;PRS;FIN
substituír	zamenjaj	substituír	zamenjaj	V	V;PFV;IMP;SG;2;FIN
debuxo	risba	debuxo	risba	N	N;NOM;FEM;SG
debuxo	risanje	debuxo	risanje	N	N;NOM;NEUT;SG
rostros	obraze	rostro	obraz	N	N;ACC;MASC;PL
rostros	obrazi	rostro	obraz	N	N;NOM;MASC;PL
rostros	obraz	rostro	obraz	N	N;NOM;MASC;SG
rostros	obraza	rostro	obraz	N	N;GEN;MASC;SG
rostros	face	rostro	faca	N	N;NOM;FEM;SG
aula	sobo	aula	soba	N	N;ACC;FEM;SG
aula	soba	aula	soba	N	N;NOM;FEM;SG
aula	sobi	aula	soba	N	N;NOM;FEM;DU
aula	razred	aula	razred	N	N;NOM;MASC;SG
aula	pouk	aula	pouk	N	N;NOM;MASC;SG
manipulación	manipulacijo	manipulación	manipulacija	N	N;ACC;FEM;SG
manipulación	manipulacije	manipulación	manipulacija	N	N;NOM;FEM;PL
campá	zvonec	campá	zvonec	N	N;NOM;MASC;SG
campá	zvon	campá	zvon	N	N;NOM;MASC;SG
campá	bell	campá	bell	N	N;NOM;MASC;SG
corrupción	korupcija	corrupción	korupcija	N	N;NOM;FEM;SG
corrupción	korupciji	corrupción	korupcija	N	N;NOM;FEM;SG
corrupción	korupcijo	corrupción	korupcija	N	N;ACC;FEM;SG
preguntarnos	vprašaj	preguntarno	vprašaj	N	N;NOM;MASC;SG
corvos	vrane	corvo	vrani	N	N;NOM;FEM;PL
corvos	vrane	corvo	vrani	N	N;NOM;FEM;PL
persoais	osebno	persoal	oseben	ADJ	ADJ;NOM;NEUT;SG
persoais	osebne	persoal	oseben	ADJ	ADJ;NOM;FEM;PL
persoais	osebni	persoal	oseben	ADJ	ADJ;NOM;MASC;SG
persoais	osebna	persoal	oseben	ADJ	ADJ;NOM;FEM;SG
herdanza	dediščina	herdanza	dediščina	N	N;NOM;FEM;SG
herdanza	dediščino	herdanza	dediščina	N	N;ACC;FEM;SG
herdanza	dediščine	herdanza	dediščina	N	N;NOM;FEM;PL
herdanza	dediščina	herdanza	dediščina	N	N;NOM;FEM;SG
herdanza	nasledstvo	herdanza	nasledstvo	N	N;NOM;NEUT;SG
herdanza	dediščino	herdanza	dediščina	N	N;ACC;FEM;SG
defecto	privzeta	defecto	privzet	N	N;NOM;FEM;SG
eléctrica	električno	eléctrico	električen	ADJ	ADJ;NOM;NEUT;SG
eléctrica	električna	eléctrico	električen	ADJ	ADJ;NOM;FEM;SG
eléctrica	električni	eléctrico	električen	ADJ	ADJ;NOM;MASC;SG
prestado	izposoditi	prestar	izposoditi	V	V;PFV;NFIN
prestado	sposodil	prestar	sposoditi	V	V;PFV;MASC;SG;V.PTCP
prestado	sposodila	prestar	sposodilo	V	V;PFV;FEM;SG;V.PTCP
interiores	notranji	interior	notranji	ADJ	ADJ;NOM;DEF;MASC;SG
interiores	notranje	interior	notranji	ADJ	ADJ;NOM;FEM;PL
interiores	notranja	interior	notranji	ADJ	ADJ;NOM;FEM;SG
traxes	obleko	traxe	obleka	N	N;ACC;FEM;SG
traxes	obleka	traxe	obleka	N	N;NOM;FEM;SG
traxes	obleke	traxe	obleka	N	N;NOM;FEM;PL
limitado	omejena	limitado	omejen	ADJ	ADJ;NOM;FEM;SG;V.PTCP
limitado	omejene	limitado	omejen	ADJ	ADJ;NOM;FEM;PL;V.PTCP
limitado	omejen	limitado	omejen	ADJ	ADJ;NOM;INDF;MASC;SG;V.PTCP
limitado	omejeno	limitado	omejen	ADJ	ADJ;NOM;NEUT;SG;V.PTCP
limitado	omejeni	limitado	omejen	ADJ	ADJ;NOM;MASC;PL;V.PTCP
ancián	star	ancián	star	N	N;NOM;MASC;SG
ancián	moški	ancián	moški	N	N;NOM;MASC;PL
ancián	mož	ancián	mož	N	N;NOM;MASC;SG
ancián	človek	ancián	človek	N	N;NOM;MASC;SG
infección	okužbe	infección	okužba	N	N;NOM;FEM;PL
infección	okužba	infección	okužba	N	N;NOM;FEM;SG
radicais	radikalci	radical	radikalec	N	N;NOM;MASC;PL
recente	nedavne	recente	nedaven	ADJ	ADJ;NOM;FEM;PL
recente	nedavna	recente	nedaven	ADJ	ADJ;NOM;FEM;SG
italianos	italijanske	italiano	italijanski	ADJ	ADJ;NOM;FEM;PL
italianos	italijanski	italiano	italijanski	ADJ	ADJ;NOM;MASC;SG
italianos	italijansko	italiano	italijanski	ADJ	ADJ;NOM;NEUT;SG
italianos	italijanska	italiano	italijanski	ADJ	ADJ;NOM;FEM;SG
xeracións	generacije	xeración	generacija	N	N;NOM;FEM;PL
xeracións	generacij	xeración	generacija	N	N;GEN;FEM;PL
barreira	ovira	barreira	ovira	N	N;NOM;FEM;SG
barreira	pregrada	barreira	pregrada	N	N;NOM;FEM;SG
ouviu	slišal	ouviu	slišati	V	V;MASC;SG;V.PTCP
ouviu	slišala	ouviu	slišati	V	V;FEM;SG;V.PTCP
ouviu	si	ouviu	biti	V	V;IND;SG;2;POS;PRS;FIN
arruinar	uniči	arruinar	uničiti	V	V;PFV;IND;SG;3;PRS;FIN
concertos	koncerte	concerto	koncert	N	N;ACC;MASC;PL
concertos	koncertov	concerto	koncert	N	N;GEN;MASC;PL
virus	virus	virus	virus	N	N;NOM;MASC;SG
virus	virusa	virus	virus	N	N;ACC;MASC;SG
virus	virusi	virus	virus	N	N;NOM;MASC;PL
pulmóns	pljuč	pulmón	pljuč	N	N;NOM;MASC;SG
pulmóns	pljuča	pulmón	pljuč	N	N;NOM;MASC;SG
extremadamente	izjemno	extremadamente	izjemno	ADV	ADV
extremadamente	izredno	extremadamente	izredno	ADV	ADV
fármacos	droge	fármaco	droga	N	N;NOM;FEM;PL
fármacos	mamila	fármaco	mamilo	N	N;NOM;NEUT;PL
fármacos	zdravila	fármaco	zdravilo	N	N;NOM;NEUT;PL
microbios	mikrobi	microbio	mikrob	N	N;NOM;MASC;PL
prácticas	prakse	práctica	praksa	N	N;NOM;FEM;PL
axuden	pomagajte	axudar	pomagati	V	V;IMP;PL;2;FIN
arrecifes	coral	arrecife	corati	N	N;NOM;MASC;SG
éramos	bili	éramo	biti	V	V;MASC;PL;V.PTCP
ondas	valovanje	onda	valovanje	N	N;NOM;NEUT;SG
ondas	valovi	onda	val	N	N;NOM;MASC;PL
acabará	bo	acabar	biti	V	V;IND;SG;3;POS;FUT;FIN
ártico	arktični	ártico	arktičen	ADJ	ADJ;NOM;MASC;SG
tratei	probal	tratar	probati	V	V;PFV;MASC;SG;V.PTCP
tratei	poskusil	tratar	poskusiti	V	V;PFV;MASC;SG;V.PTCP
tratei	poskušal	tratar	poskušati	V	V;IPFV;MASC;SG;V.PTCP
camiñas	hojo	camiña	hoja	N	N;ACC;FEM;SG
camiñas	hoja	camiña	hoja	N	N;NOM;FEM;SG
camiñas	hoje	camiña	hoja	N	N;GEN;FEM;SG
camiñas	peš	camiña	peš	N	N;NOM;MASC;SG
camiñas	sprehod	camiña	sprehod	N	N;NOM;MASC;SG
camiñas	hoja	camiña	hoja	N	N;NOM;FEM;SG
camiñas	sprehodi	camiña	sprehod	N	N;NOM;MASC;PL
camiñas	peš	camiña	peš	N	N;NOM;MASC;SG
entramos	hodil	entrar	hoditi	V	V;IPFV;MASC;SG;V.PTCP
rescate	reševanje	rescate	reševanje	N	N;NOM;NEUT;SG
rescate	odkupnina	rescate	odkupnina	N	N;NOM;FEM;SG
rescate	odkupnino	rescate	odkupnina	N	N;ACC;FEM;SG
xerar	ustvari	xerar	ustvariti	V	V;PFV;IND;SG;3;PRS;FIN
racismo	rasizem	racismo	rasizem	N	N;NOM;MASC;SG
esposo	soprog	esposo	soprog	N	N;NOM;MASC;SG
esposo	moz	esposo	moz	N	N;NOM;MASC;SG
esposo	mož	esposo	mož	N	N;NOM;MASC;SG
grecia	grčija	grecio	grčija	N	N;NOM;FEM;SG
xenético	gensko	xenético	genski	ADJ	ADJ;NOM;NEUT;SG
xenético	genetsko	xenético	genetsko	ADJ	ADJ;NOM;NEUT;SG
tecidos	tkiva	tecido	tkivo	N	N;NOM;NEUT;PL
tecidos	tkivih	tecido	tkivo	N	N;ESS;NEUT;PL
tecidos	tkiv	tecido	tkiv	N	N;GEN;NEUT;PL
caeron	imajo	caer	imeti	V	V;IPFV;IND;PL;3;POS;PRS;FIN
caeron	imeti	caer	imeti	V	V;IPFV;NFIN
caeron	padlo	caer	pasti	V	V;PFV;NEUT;SG;V.PTCP
kilos	funtov	kilo	funt	N	N;GEN;MASC;PL
kilos	kilogramov	kilo	kilogram	N	N;GEN;MASC;PL
kilos	kilogramov	kilo	kilogram	N	N;GEN;MASC;PL
aburrida	dolgočasna	aburrido	dolgočasen	ADJ	ADJ;NOM;FEM;SG
aburrida	dolgočasen	aburrido	dolgočasen	ADJ	ADJ;NOM;INDF;MASC;SG
aburrida	dolgočasno	aburrido	dolgočasen	ADJ	ADJ;NOM;NEUT;SG
tentan	poizkusi	tentar	poizkus	V	V;PFV;IND;PL;2;FIN
tentan	so	tentar	biti	V	V;IND;PL;3;POS;PRS;FIN
tentan	poskušam	tentar	poskušati	V	V;IPFV;IND;SG;1;PRS;FIN
axencia	agencija	axencia	agencija	N	N;NOM;FEM;SG
responsables	odgovornost	responsable	odgovornost	N	N;NOM;FEM;SG
nobel	nobelovo	nobel	nobelov	N	N;ACC;FEM;SG
nobel	nobel	nobel	nobeti	N	N;NOM;MASC;SG
nobel	nagrada	nobel	nagrada	N	N;NOM;FEM;SG
nobel	nagrado	nobel	nagrada	N	N;ACC;FEM;SG
bonos	znamke	bono	znamka	N	N;NOM;FEM;PL
sentiu	občuti	sentiu	občutiti	V	V;PFV;IND;SG;3;PRS;FIN
sentiu	čutila	sentiu	čutiti	V	V;IPFV;FEM;SG;V.PTCP
sentiu	počutil	sentiu	počutiti	V	V;IPFV;MASC;SG;V.PTCP
sentiu	čutil	sentiu	čutiti	V	V;IPFV;MASC;SG;V.PTCP
sentiu	občutila	sentiu	občutiti	V	V;PFV;FEM;SG;V.PTCP
sentiu	so	sentiu	biti	V	V;IND;PL;3;POS;PRS;FIN
memorias	spomine	memoria	spomin	N	N;ACC;MASC;PL
memorias	spominov	memoria	spomin	N	N;GEN;MASC;PL
memorias	spomini	memoria	spomin	N	N;NOM;MASC;PL
cultivar	rastejo	cultivar	rasti	V	V;IPFV;IND;PL;3;PRS;FIN
cultivar	rasti	cultivar	rasti	V	V;IPFV;NFIN
cultivar	gojil	cultivar	gojiti	V	V;IPFV;MASC;SG;V.PTCP
cultivar	zrasti	cultivar	zrasti	V	V;PFV;NFIN
cultivar	gojiti	cultivar	gojiti	V	V;IPFV;NFIN
industriais	tovarna	industrial	tovarna	N	N;NOM;FEM;SG
industriais	tovarno	industrial	tovarna	N	N;ACC;FEM;SG
desigualdade	neenakost	desigualdade	neenakost	N	N;NOM;MASC;SG
desigualdade	neenakosti	desigualdade	neenakost	N	N;NOM;FEM;PL
ameazas	grožnje	ameaza	grožnja	N	N;NOM;FEM;PL
posesión	obsedenost	posesión	obsedenost	N	N;NOM;FEM;SG
posesión	posest	posesión	posest	N	N;NOM;FEM;SG
posesión	posedovanje	posesión	posedovanje	N	N;NOM;NEUT;SG
curva	ovinek	curvar	ovinek	N	N;NOM;MASC;SG
curva	krivulja	curvar	krivulje	N	N;NOM;FEM;SG
curva	krivuljo	curvar	krivulja	N	N;ACC;FEM;SG
curva	krivulje	curvar	krivulja	N	N;NOM;FEM;PL
entradas	vstopnice	entrada	vstopnica	N	N;NOM;FEM;PL
entradas	vozovnice	entrada	vozovnica	N	N;NOM;FEM;PL
entradas	karte	entrada	karta	N	N;NOM;FEM;PL
cultivo	kulture	cultivo	kultura	N	N;NOM;FEM;PL
cultivo	kulturo	cultivo	kultura	N	N;ACC;FEM;SG
cultivo	kultura	cultivo	kultura	N	N;NOM;FEM;SG
tratamentos	zdravljenja	tratamento	zdravljenje	N	N;GEN;NEUT;SG
tratamentos	obdelava	tratamento	obdelava	N	N;NOM;FEM;SG
tratamentos	zdravljenje	tratamento	zdravljenje	N	N;NOM;NEUT;SG
tratamentos	obravnava	tratamento	obravnava	N	N;NOM;FEM;SG
tratamentos	zdravljenja	tratamento	zdravljenje	N	N;GEN;NEUT;SG
almacéns	trgovine	almacén	trgovina	N	N;NOM;FEM;PL
almacéns	oddelek	almacén	oddelek	N	N;NOM;MASC;SG
almacéns	trgovina	almacén	trgovina	N	N;NOM;FEM;SG
meteu	dobil	meteu	dobiti	V	V;PFV;MASC;SG;V.PTCP
mecanismo	mehanizem	mecanismo	mehanizem	N	N;NOM;MASC;SG
mecanismo	naprava	mecanismo	naprava	N	N;NOM;FEM;SG
mecanismo	pripomoček	mecanismo	pripomoček	N	N;NOM;MASC;SG
quinto	peta	quinto	peti	ADJ	ADJ;NOM;FEM;SG
quinto	peto	quinto	peti	ADJ	ADJ;ACC;NEUT;SG
quinto	peti	quinto	peti	ADJ	ADJ;NOM;MASC;SG
xoguetes	igrača	xoguete	igračati	N	N;NOM;FEM;SG
xoguetes	igračo	xoguete	igrača	N	N;ACC;FEM;SG
xoguetes	igrač	xoguete	igrač	N	N;GEN;FEM;PL
xoguetes	igračke	xoguete	igračka	N	N;NOM;FEM;PL
xoguetes	igrače	xoguete	igrac	N	N;NOM;FEM;PL
vilas	mesta	vila	mesto	N	N;NOM;NEUT;PL
vilas	mest	vila	mesto	N	N;GEN;NEUT;PL
vilas	vasi	vila	vas	N	N;GEN;FEM;SG
viñetas	risanke	viñeta	risanka	N	N;NOM;FEM;PL
arquivos	datotek	arquivo	datoteka	N	N;GEN;FEM;PL
arquivos	datoteke	arquivo	datoteka	N	N;NOM;FEM;PL
arquivos	arhiv	arquivo	arhiv	N	N;NOM;MASC;SG
cambiaron	imajo	cambiar	imeti	V	V;IPFV;IND;PL;3;POS;PRS;FIN
cambiaron	imeti	cambiar	imeti	V	V;IPFV;NFIN
encargo	red	encargo	red	N	N;NOM;MASC;SG
encargo	naročilo	encargo	naročiti	N	N;NOM;NEUT;SG
asiáticos	azijske	asiático	azijski	ADJ	ADJ;NOM;FEM;PL
asiáticos	azijskih	asiático	azijski	ADJ	ADJ;GEN;MASC;PL
asiáticos	azijski	asiático	azijski	ADJ	ADJ;NOM;DEF;MASC;SG
factor	dejavnik	factor	dejavnik	N	N;NOM;MASC;SG
factor	faktor	factor	faktor	N	N;NOM;MASC;SG
labor	dela	labor	delo	N	N;NOM;NEUT;PL
labor	delo	labor	delo	N	N;NOM;NEUT;SG
labor	naloga	labor	naloga	N	N;NOM;FEM;SG
labor	opravilo	labor	opravilo	N	N;NOM;NEUT;SG
queimado	zažgal	queimar	zažgati	V	V;PFV;MASC;SG;V.PTCP
queimado	pogorela	queimar	pogoreti	V	V;PFV;FEM;SG;V.PTCP
queimado	pogorel	queimar	pogoreti	V	V;PFV;MASC;SG;V.PTCP
queimado	zgorel	queimar	zgoreti	V	V;PFV;MASC;SG;V.PTCP
perpetua	zivljenje	perpetuar	zivljenje	N	N;NOM;NEUT;SG
perpetua	življenje	perpetuar	življenje	N	N;NOM;NEUT;SG
aparencia	videz	aparencia	videz	N	N;NOM;MASC;SG
mesas	mize	mesa	miza	N	N;NOM;FEM;PL
mesas	tabele	mesa	tabela	N	N;NOM;FEM;PL
mesas	preglednice	mesa	preglednica	N	N;NOM;FEM;PL
cinto	pasu	cinto	pas	N	N;DAT;MASC;SG
cinto	pas	cinto	pas	N	N;NOM;MASC;SG
cinto	pasom	cinto	pas	N	N;DAT;MASC;PL
camiñamos	hodil	camiñar	hoditi	V	V;IPFV;MASC;SG;V.PTCP
camiñamos	hodi	camiñar	hoditi	V	V;IPFV;IND;SG;3;PRS;FIN
lectura	branje	lectura	branje	N	N;NOM;NEUT;SG
lectura	branje	lectura	branje	N	N;NOM;NEUT;SG
lectura	preberi	lectura	prebrr	N	N;NOM;MASC;SG
batallas	bitke	batalla	bitka	N	N;NOM;FEM;PL
batallas	bitk	batalla	bitk	N	N;GEN;FEM;PL
propietaria	lastnik	propietaria	lastnik	N	N;NOM;MASC;SG
propietaria	lastnica	propietaria	lastnica	N	N;NOM;FEM;SG
bonitos	prelepi	bonito	prelep	N	N;NOM;FEM;SG
bonitos	prelepe	bonito	prelep	N	N;NOM;FEM;PL
sentou	sedeli	sentar	sedeti	V	V;IPFV;MASC;PL;V.PTCP
sentou	sedela	sentar	sedeti	V	V;IPFV;FEM;SG;V.PTCP
sentou	sedel	sentar	sedeti	V	V;IPFV;MASC;SG;V.PTCP
mates	matematiko	mate	matematika	N	N;ACC;FEM;SG
mates	matematika	mate	matematika	N	N;NOM;FEM;SG
columnas	stolpca	columna	stolpec	N	N;NOM;MASC;SG
columnas	stolpci	columna	stolpec	N	N;NOM;MASC;PL
columnas	stebri	columna	steber	N	N;NOM;MASC;PL
furgoneta	kombi	furgonetar	kombi	N	N;NOM;MASC;SG
numerosos	številni	numeroso	številen	ADJ	ADJ;NOM;MASC;PL
reforma	reforme	reforma	reforma	N	N;NOM;FEM;PL
reforma	reformo	reforma	reforma	N	N;ACC;FEM;SG
reforma	reforma	reforma	reforma	N	N;NOM;FEM;SG
incendio	ogenj	incendio	ogenj	N	N;NOM;MASC;SG
incendio	požar	incendio	požar	N	N;NOM;MASC;SG
estuda	študira	estudar	študirati	V	V;IPFV;IND;SG;3;PRS;FIN
decepción	razočaranja	decepción	razočaranje	N	N;GEN;NEUT;SG
decepción	razočaranje	decepción	razočaranje	N	N;NOM;NEUT;SG
reportaxe	poročilo	reportaxe	poročilo	N	N;NOM;NEUT;SG
leopardo	leopard	leopardo	leopard	N	N;NOM;MASC;SG
europea	evropski	europeo	evropski	ADJ	ADJ;NOM;MASC;SG
europea	evropska	europeo	evropski	ADJ	ADJ;NOM;FEM;SG
europea	evropsko	europeo	evropski	ADJ	ADJ;NOM;NEUT;SG
mona	mona	mona	mona	N	N;NOM;FEM;SG
oracións	molitev	oración	molitev	N	N;NOM;FEM;SG
oracións	molitve	oración	molitev	N	N;NOM;FEM;PL
xentes	ljudje	xente	človek	N	N;NOM;MASC;PL
xentes	ljudstvo	xente	ljudstvo	N	N;NOM;NEUT;SG
xentes	osebe	xente	oseba	N	N;NOM;FEM;PL
xentes	ljudi	xente	človek	N	N;ACC;MASC;PL
radiación	obsevanje	radiación	obsevanje	N	N;NOM;NEUT;SG
radiación	sevanje	radiación	sevanji	N	N;NOM;NEUT;SG
radiación	obsevanje	radiación	obsevanje	N	N;NOM;NEUT;SG
radiación	sevanja	radiación	sevanji	N	N;NOM;NEUT;PL
marco	tla	marco	tla	N	N;NOM;NEUT;PL
marco	tleh	marco	tla	N	N;ESS;NEUT;PL
marco	okvir	marco	okvir	N	N;NOM;MASC;SG
marco	okvirja	marco	okvirje	N	N;NOM;MASC;SG
marco	ogrodje	marco	ogrodje	N	N;NOM;NEUT;SG
marco	marco	marco	marca	N	N;NOM;MASC;SG
rumbo	potek	rumbo	potek	N	N;NOM;MASC;SG
vestíbulo	preddverje	vestíbulo	preddver	N	N;NOM;NEUT;SG
vestíbulo	veži	vestíbulo	veža	N	N;NOM;FEM;SG
vestíbulo	dvorana	vestíbulo	dvorana	N	N;NOM;FEM;SG
vestíbulo	hodnik	vestíbulo	hodnik	N	N;NOM;MASC;SG
ave	ptica	ave	ptica	N	N;NOM;FEM;SG
ave	ptiček	ave	ptiček	N	N;NOM;MASC;SG
ave	ptič	ave	ptič	N	N;NOM;MASC;SG
chegado	pridi	chegar	pridi	V	V;PFV;IMP;SG;2;FIN
brutalidade	brutalnost	brutalidade	brutalnost	N	N;NOM;FEM;SG
transición	prehod	transición	prehod	N	N;NOM;MASC;SG
caldeiro	ječa	caldeiro	ječ	N	N;NOM;FEM;SG
caldeiro	zapor	caldeiro	zapor	N	N;NOM;MASC;SG
caldeiro	vedro	caldeiro	vedro	N	N;ACC;NEUT;SG
atopaba	bil	atopar	biti	V	V;MASC;SG;V.PTCP
atopaba	bila	atopar	biti	V	V;FEM;SG;V.PTCP
atopaba	poišči	atopar	poiskati	V	V;PFV;IMP;SG;2;FIN
atopaba	najdi	atopar	najdi	V	V;PFV;IMP;SG;2;FIN
bandas	trakovi	banda	trak	N	N;NOM;MASC;PL
delincuencia	zločin	delincuencia	zločin	N	N;NOM;MASC;SG
delincuencia	kriminal	delincuencia	kriminal	N	N;NOM;MASC;SG
delincuencia	kriminala	delincuencia	kriminal	N	N;GEN;MASC;SG
capa	plašč	capa	plašč	N	N;NOM;MASC;SG
permitirei	bo	permitir	biti	V	V;IND;SG;3;POS;FUT;FIN
permitirei	ni	permitir	biti	V	V;IND;SG;3;NEG;PRS;FIN
permitirei	zmagali	permitir	zmagati	V	V;PFV;MASC;PL;V.PTCP
permitirei	zmagala	permitir	zmagati	V	V;PFV;FEM;SG;V.PTCP
permitirei	zmagal	permitir	zmagati	V	V;PFV;MASC;SG;V.PTCP
prométocho	obljuba	prométocho	obljuba	N	N;NOM;FEM;SG
virei	pridi	virei	pridi	V	V;PFV;IMP;SG;2;FIN
choras	jok	chora	jok	N	N;NOM;MASC;SG
choras	jok	chora	jok	N	N;NOM;MASC;SG
choras	joči	chora	joč	N	N;NOM;MASC;SG
municipal	občinski	municipal	občinski	ADJ	ADJ;NOM;MASC;SG
estrañas	čuden	estraña	čuden	ADJ	ADJ;NOM;INDF;MASC;SG
estrañas	čudno	estraña	čuden	ADJ	ADJ;NOM;NEUT;SG
estrañas	nenavadno	estraña	nenavaden	ADJ	ADJ;NOM;NEUT;SG
representantes	predstavniki	representante	predstavnik	N	N;NOM;MASC;PL
representantes	zastopniki	representante	zastopnik	N	N;NOM;MASC;PL
representantes	delegati	representante	delegati	N	N;NOM;MASC;PL
envexa	zavist	envexa	zavist	N	N;NOM;FEM;SG
cuartel	poveljstvo	cuartel	poveljstvo	N	N;NOM;NEUT;SG
cuartel	štab	cuartel	štab	N	N;NOM;MASC;SG
cuartel	sedež	cuartel	sedež	N	N;NOM;MASC;SG
cuartel	barake	cuartel	baraka	N	N;NOM;FEM;PL
afecto	naklonjenost	afecto	naklonjenost	N	N;NOM;FEM;SG
mineiros	rudarji	mineiro	rudar	N	N;NOM;MASC;PL
coide	poglej	coidar	poglej	V	V;PFV;IMP;SG;2;FIN
coide	vzemite	coidar	vzeti	V	V;PFV;IMP;PL;2;FIN
coide	vzemi	coidar	vzeme	V	V;PFV;IMP;SG;2;FIN
culler	žlica	culler	žlica	N	N;NOM;FEM;SG
culler	žlico	culler	žlica	N	N;ACC;FEM;SG
culler	žlička	culler	žliček	N	N;NOM;MASC;SG
disparan	ustreli	disparar	ustreti	V	V;PFV;IND;SG;3;PRS;FIN
fianza	varščino	fianza	varščina	N	N;ACC;FEM;SG
mantas	odeje	manto	odeja	N	N;NOM;FEM;PL
entendiches	got	entendiches	got	N	N;NOM;MASC;SG
pálida	bleda	pálida	bled	ADJ	ADJ;NOM;FEM;SG
fresca	cool	frescar	cool	N	N;NOM;MASC;SG
volverás	si	volver	biti	V	V;IND;SG;2;POS;PRS;FIN
levarei	vzemite	levar	vzeti	V	V;PFV;IMP;PL;2;FIN
levarei	vzemi	levar	vzeme	V	V;PFV;IMP;SG;2;FIN
serpe	kača	serpe	kača	N	N;NOM;FEM;SG
serpe	kačo	serpe	kača	N	N;ACC;FEM;SG
serpe	kače	serpe	kača	N	N;NOM;FEM;PL
valen	so	valar	biti	V	V;IND;PL;3;POS;PRS;FIN
proletarios	proletariat	proletario	proletariat	N	N;NOM;MASC;SG
bebo	pijačo	bebo	pijača	N	N;ACC;FEM;SG
bebo	pij	bebo	pij	N	N;NOM;MASC;SG
bebo	pijača	bebo	pijača	N	N;NOM;FEM;SG
dicides	povej	dicidir	povedati	V	V;PFV;IMP;SG;2;FIN
dicides	si	dicidir	biti	V	V;IND;SG;2;POS;PRS;FIN
abundancia	obilje	abundancia	obilje	N	N;NOM;NEUT;SG
pelota	žogo	pelota	žoga	N	N;ACC;FEM;SG
pelota	žoga	pelota	žoga	N	N;NOM;FEM;SG
pelota	žogica	pelota	žogica	N	N;NOM;FEM;SG
cheminea	dimnik	chemineo	dimnik	N	N;NOM;MASC;SG
estragar	uniči	estragar	uničiti	V	V;PFV;IND;SG;3;PRS;FIN
patrulla	patrulja	patrulla	patruljati	N	N;NOM;FEM;SG
salta	preskok	salta	preskok	N	N;NOM;MASC;SG
salta	skok	salta	skok	N	N;NOM;MASC;SG
rematará	bo	rematar	biti	V	V;IND;SG;3;POS;FUT;FIN
traidores	izdajalce	traidor	izdajalec	N	N;ACC;MASC;PL
traidores	izdajalci	traidor	izdajalec	N	N;NOM;MASC;PL
desexas	si	desexa	biti	V	V;IND;SG;2;POS;PRS;FIN
desexas	želiš	desexa	želeti	V	V;IPFV;IND;SG;2;PRS;FIN
milicia	milica	milicia	milica	N	N;NOM;FEM;SG
milicia	milice	milicia	milica	N	N;NOM;FEM;PL
morrese	umreti	morrer	umreti	V	V;PFV;NFIN
morrese	umrl	morrer	umreti	V	V;PFV;MASC;SG;V.PTCP
morrese	umrla	morrer	umreti	V	V;PFV;FEM;SG;V.PTCP
morrese	umrl	morrer	umreti	V	V;PFV;MASC;SG;V.PTCP
serea	udarec	ser	udarec	N	N;NOM;MASC;SG
chamando	kličem	chamar	klica	V	V;IPFV;IND;SG;1;PRS;FIN
chamando	kliče	chamar	klicati	V	V;IPFV;IND;SG;3;PRS;FIN
prepara	si	preparar	biti	V	V;IND;SG;2;POS;PRS;FIN
gustouche	si	gustouche	biti	V	V;IND;SG;2;POS;PRS;FIN
comerciantes	trgovcev	comerciante	trgovec	N	N;GEN;MASC;PL
comerciantes	trgovci	comerciante	trgovec	N	N;NOM;MASC;PL
comerciantes	trgovci	comerciante	trgovec	N	N;NOM;MASC;PL
arrestado	aretirali	arrestar	aretirati	V	V;MASC;PL;V.PTCP
facela	her	facelar	hera	N	N;NOM;MASC;SG
varón	samec	varón	samec	N	N;NOM;MASC;SG
varón	samci	varón	samec	N	N;NOM;MASC;PL
varón	moški	varón	moški	N	N;NOM;MASC;PL
varón	poba	varón	poba	N	N;NOM;MASC;SG
varón	deček	varón	deček	N	N;NOM;MASC;SG
varón	fant	varón	fant	N	N;NOM;MASC;SG
varón	fantek	varón	fantek	N	N;NOM;MASC;SG
indio	indijanec	indio	indijanec	N	N;NOM;MASC;SG
liras	lir	lira	lira	N	N;GEN;FEM;SG
berce	zibelka	berce	zibelka	N	N;NOM;FEM;SG
berce	zibelko	berce	zibelka	N	N;ACC;FEM;SG
traficante	trgovec	traficante	trgovec	N	N;NOM;MASC;SG
benditos	blagor	bendito	blagor	N	N;NOM;MASC;SG
estuardo	stuart	estuardo	stuart	N	N;NOM;MASC;SG
reféns	talcev	refén	talec	N	N;GEN;MASC;PL
reféns	talci	refén	talec	N	N;NOM;MASC;PL
reféns	talce	refén	talce	N	N;ACC;MASC;PL
dios	boga	dio	bog	N	N;ACC;MASC;SG
dios	bog	dio	bog	N	N;NOM;MASC;SG
dios	jezus	dio	jezus	N	N;NOM;MASC;SG
frota	ladjevje	frota	ladjevje	N	N;NOM;NEUT;SG
