catholicisme	katolilaisuus	catholicisme	katolilaisuus	N;MASC;SG	N;NOM;SG
remarqué	huomannut	remarquer	huomata	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
remarqué	huomasi	remarquer	huomata	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
faces	naamat	face	naama	N;FEM;PL	N;NOM;PL
faces	ilmeet	face	ilme	N;FEM;PL	N;NOM;PL
faces	kasvoja	face	kasvot	N;FEM;PL	N;PRT;PL
faces	kasvot	face	kasvot	N;FEM;PL	N;NOM;PL
mammifères	nisäkkäiden	mammifère	nisäkäs	N;MASC;PL	N;GEN;PL
doré	kullattu	dorer	kultaa	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
bain	kylpy	bain	kylpy	N;MASC;SG	N;NOM;SG
bain	kylvyn	bain	kylvy	N;MASC;SG	N;GEN;SG
rêves	unet	rêve	uni	N;MASC;PL	N;NOM;PL
rêves	unia	rêve	uni	N;MASC;PL	N;PRT;PL
rêves	unelmia	rêve	unelma	N;MASC;PL	N;PRT;PL
rêves	unelmat	rêve	unelma	N;MASC;PL	N;NOM;PL
chômage	työttömyysaste	chômage	työttömyys#aste	N;MASC;SG	N;NOM;SG
chômage	työttömyyttä	chômage	työttömyys	N;MASC;SG	N;PRT;SG
chômage	työttömyys	chômage	työttömyys	N;MASC;SG	N;NOM;SG
écrivit	kirjoitti	écrire	kirjoittaa	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
temples	temppeleitä	temple	temppeli	N;MASC;PL	N;PRT;PL
étroite	ahdas	étroit	ahdas	ADJ;FEM;SG	ADJ;NOM;SG
étroite	kapea	étroit	kapea	ADJ;FEM;SG	ADJ;NOM;SG
étroite	suppea	étroit	suppea	ADJ;FEM;SG	ADJ;NOM;SG
métallique	metallinen	métallique	metallinen	ADJ;MASC;SG	ADJ;NOM;SG
métallique	metallista	métallique	metallinen	ADJ;MASC;SG	ADJ;PRT;SG
métallique	metallinen	métallique	metallinen	ADJ;MASC;SG	ADJ;NOM;SG
géographiques	maantieteelliset	géographique	maan#tieteellinen	ADJ;MASC;PL	ADJ;NOM;PL
renseignement	älykkyys	renseignement	älykkyys	N;MASC;SG	N;NOM;SG
renseignement	tiedustelu	renseignement	tiedustelu	N;MASC;SG	N;NOM;SG
renseignement	älyä	renseignement	elyä	N;MASC;SG	N;PRT;SG
renseignement	tiedustelupalvelu	renseignement	tiedustelu#palvelu	N;MASC;SG	N;NOM;SG
entourée	saarrettu	entourer	saartaa	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
entourée	piiritetty	entourer	piirittää	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
contacts	yhteystietoja	contact	yhteys#tiedot	N;MASC;PL	N;PRT;PL
contacts	yhteyksiä	contact	yhteys	N;MASC;PL	N;PRT;PL
contacts	yhteystiedot	contact	yhteys#tieto	N;MASC;PL	N;NOM;PL
poudre	jauhe	poudre	jauhe	N;FEM;SG	N;NOM;SG
avertissement	varoitus	avertissement	varoitus	N;MASC;SG	N;NOM;SG
prolongement	laajentaminen	prolongement	laajentaminen	N;MASC;SG	N;NOM;SG
prolongement	pidentäminen	prolongement	pidentäminen	N;MASC;SG	N;NOM;SG
prolongement	laajennus	prolongement	laajennus	N;MASC;SG	N;NOM;SG
prolongement	laajentamisesta	prolongement	laajentaminen	N;MASC;SG	N;IN+ABL;SG
abandonnée	hylätty	abandonner	hylätä	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
abandonnée	hylännyt	abandonner	hylätä	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
abandonnée	hylättynä	abandonner	hylätä	V;FEM;SG;PST;V.PTCP	V;FRML;SG;V.PTCP;PASS
géré	hallittu	gérer	hallita	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
géré	onnistui	gérer	onnistua	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
géré	käsitellyt	gérer	käsitellä	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
géré	hoidettu	gérer	hoitaa	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
géré	käsitelty	gérer	käsitellä	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
géré	käsitteli	gérer	käsitellä	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
théologien	teologi	théologien	teologi	N;MASC;SG	N;NOM;SG
algorithme	algoritmi	algorithme	algoritmi	N;MASC;SG	N;NOM;SG
buste	ratsia	buste	ratsia	N;MASC;SG	N;PRT;SG
humide	kosteaa	humide	kostea	ADJ;MASC;SG	ADJ;PRT;SG
humide	kostea	humide	kostea	ADJ;MASC;SG	ADJ;NOM;SG
humide	kostea	humide	kostea	ADJ;MASC;SG	ADJ;NOM;SG
humide	kosteaa	humide	kostea	ADJ;MASC;SG	ADJ;PRT;SG
humide	kostea	humide	kostea	ADJ;MASC;SG	ADJ;NOM;SG
humide	kostea	humide	kostea	ADJ;MASC;SG	ADJ;NOM;SG
humide	märkää	humide	märkä	ADJ;MASC;SG	ADJ;PRT;SG
humide	märkä	humide	märkä	ADJ;MASC;SG	ADJ;NOM;SG
contrats	sopimusten	contrat	sopimus	N;MASC;PL	N;GEN;PL
contrats	sopimukset	contrat	sopimus	N;MASC;PL	N;NOM;PL
contrats	sopimuksia	contrat	sopimus	N;MASC;PL	N;PRT;PL
parade	paraati	parade	paraati	N;FEM;SG	N;NOM;SG
indicatif	ohjeellinen	indicatif	ohjeellinen	ADJ;MASC;SG	ADJ;NOM;SG
ménage	siivooja	ménage	siivooja	N;MASC;SG	N;NOM;SG
ménage	kotitalouden	ménage	koti#talous	N;MASC;SG	N;GEN;SG
ménage	puhdistaminen	ménage	puhdistaminen	N;MASC;SG	N;NOM;SG
ménage	siivous	ménage	siivous	N;MASC;SG	N;NOM;SG
ménage	pesu	ménage	pesu	N;MASC;SG	N;NOM;SG
ménage	puhdistus	ménage	puhdistus	N;MASC;SG	N;NOM;SG
marathon	maraton	marathon	maratto	N;MASC;SG	N;NOM;SG
solitaire	yksinäistä	solitaire	yksinäinen	ADJ;MASC;SG	ADJ;PRT;SG
solitaire	yksinäiseksi	solitaire	yksinäinen	ADJ;MASC;SG	ADJ;TRANS;SG
solitaire	yksinäinen	solitaire	yksinäinen	ADJ;MASC;SG	ADJ;NOM;SG
lazare	lazare	lazare	lazare	N;MASC;SG	N;NOM;SG
lazare	lazarus	lazare	lazarus	N;MASC;SG	N;NOM;SG
lazare	lazar	lazare	lazar	N;MASC;SG	N;NOM;SG
justifier	perustella	justifier	perustella	V;NFIN	V;SG;NFIN;ACT
justifier	perusteltava	justifier	perustella	V;NFIN	V;NOM;SG;V.PTCP;PASS
justifier	perustella	justifier	perustella	V;NFIN	V;SG;NFIN;ACT
baies	marjoja	baie	marja	N;FEM;PL	N;PRT;PL
baies	marjat	baie	marjat	N;FEM;PL	N;NOM;PL
avr	huhtikuu	avr	huhtikuu	N;MASC;SG	N;NOM;SG
avr	huhtikuuta	avr	huhtikuu	N;MASC;SG	N;PRT;SG
avr	huhti	avr	huhti	N;MASC;SG	N;NOM;SG
avr	avr	avr	avr	N;MASC;SG	N;NOM;SG
peste	pestin	peste	pestä	N;FEM;SG	N;GEN;SG
peste	vitsaus	peste	vitsaus	N;FEM;SG	N;NOM;SG
peste	rutto	peste	rutto	N;FEM;SG	N;NOM;SG
peste	ruttoa	peste	rutto	N;FEM;SG	N;PRT;SG
peste	rutto	peste	rutto	N;FEM;SG	N;NOM;SG
peste	ruttoa	peste	rutto	N;FEM;SG	N;PRT;SG
instructions	ohjeet	instruction	ohje	N;FEM;PL	N;NOM;PL
instructions	ohjeita	instruction	ohje	N;FEM;PL	N;PRT;PL
controverse	kiistaa	controverse	kiista	N;FEM;SG	N;PRT;SG
controverse	kiista	controverse	kiista	N;FEM;SG	N;NOM;SG
angles	kulmat	angle	kulma	N;MASC;PL	N;NOM;PL
angles	kulmat	angle	kulma	N;MASC;PL	N;NOM;PL
soudan	sudan	soudan	suta	N;MASC;SG	N;NOM;SG
soudan	sudanin	soudan	sudan	N;MASC;SG	N;GEN;SG
regarder	katso	regarder	katsoa	V;NFIN	V;IMP;SG;2;FIN;ACT
regarder	katsella	regarder	katsella	V;NFIN	V;SG;NFIN;ACT
regarder	katselin	regarder	katsella	V;NFIN	V;IND;SG;1;PST;FIN;ACT
regarder	katsomassa	regarder	katsoa	V;NFIN	V;IN+ESS;SG;NFIN;ACT
regarder	katselee	regarder	katsella	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
regarder	katsoo	regarder	katsoa	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
lama	lama	lama	lama	N;MASC;SG	N;NOM;SG
lama	laama	lama	laama	N;MASC;SG	N;NOM;SG
détenu	pidätetty	détenir	pidättää	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
détenu	vangittuna	détenir	vangita	V;MASC;SG;PST;V.PTCP	V;FRML;SG;V.PTCP;PASS
détenu	vangittu	détenir	vangita	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
purement	puhtaasti	purement	puhtaasti	ADV	ADV
divorce	avioero	divorce	avio#ero	N;MASC;SG	N;NOM;SG
divorce	eroa	divorce	ero	N;MASC;SG	N;PRT;SG
divorce	avioeron	divorce	avio#ero	N;MASC;SG	N;GEN;SG
arrêtés	pidätettiin	arrêter	pidättää	V;MASC;PL;PST;V.PTCP	V;IND;PST;FIN;PASS
paiement	maksu	paiement	maksu	N;MASC;SG	N;NOM;SG
paiement	maksaminen	paiement	maksaminen	N;MASC;SG	N;NOM;SG
systématique	järjestelmällistä	systématique	järjestelmä	ADJ;MASC;SG	ADJ;PRT;SG
systématique	järjestelmällinen	systématique	järjestelmällinen	ADJ;MASC;SG	ADJ;NOM;SG
prochain	seuraava	prochain	seuraava	ADJ;MASC;SG	ADJ;NOM;SG
survie	selviytyminen	survie	selviytyminen	N;FEM;SG	N;NOM;SG
hydrogène	vedyn	hydrogène	vety	N;MASC;SG	N;GEN;SG
hydrogène	vety	hydrogène	vety	N;MASC;SG	N;NOM;SG
provoquer	herättävä	provoquer	herättää	V;NFIN	V;NOM;SG;V.PTCP;ACT
métaux	metallit	métal	metalli	N;MASC;PL	N;NOM;PL
parrain	kummisetä	parrain	kummi#setä	N;MASC;SG	N;NOM;SG
parrain	rahoittaja	parrain	rahoittaja	N;MASC;SG	N;NOM;SG
parrain	tukija	parrain	tukija	N;MASC;SG	N;NOM;SG
parrain	järjestäjä	parrain	järjestäjä	N;MASC;SG	N;NOM;SG
parrain	sponsori	parrain	sponsori	N;MASC;SG	N;NOM;SG
km²	km²	km²	km²	N;MASC;SG	N;NOM;SG
parent	sukulainen	parent	sukulainen	N;MASC;SG	N;NOM;SG
parent	emo	parent	emo	N;MASC;SG	N;NOM;SG
révélation	ilmestys	révélation	ilmestys	N;FEM;SG	N;NOM;SG
avoue	tunnustaa	avouer	tunnustaa	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
gravité	vakavuus	gravité	vakavuus	N;FEM;SG	N;NOM;SG
gravité	vakavuus	gravité	vakavuus	N;FEM;SG	N;NOM;SG
gravité	vetovoima	gravité	veto#voima	N;FEM;SG	N;NOM;SG
gravité	painovoiman	gravité	paino#voima	N;FEM;SG	N;GEN;SG
gravité	painovoima	gravité	paino#voima	N;FEM;SG	N;NOM;SG
gravité	vakavuus	gravité	vakavuus	N;FEM;SG	N;NOM;SG
groupement	ryhmittymä	groupement	ryhmittymä	N;MASC;SG	N;NOM;SG
pente	rinne	pente	rinne	N;FEM;SG	N;NOM;SG
pente	kaltevuus	pente	kaltevuus	N;FEM;SG	N;NOM;SG
multi	usean	multi	usea	ADJ;MASC;SG	ADJ;GEN;SG
adhésion	jäsenyyttä	adhésion	jäsenyys	N;FEM;SG	N;PRT;SG
adhésion	jäsenyys	adhésion	jäsenyys	N;FEM;SG	N;NOM;SG
adhésion	liittymistä	adhésion	liittyminen	N;FEM;SG	N;PRT;SG
adhésion	liittyminen	adhésion	liittyminen	N;FEM;SG	N;NOM;SG
nazi	natsi	nazi	natsi	N;MASC;SG	N;NOM;SG
moral	moraalinen	moral	moraalinen	ADJ;MASC;SG	ADJ;NOM;SG
moral	moraalista	moral	moraali	ADJ;MASC;SG	ADJ;PRT;SG
complément	täydennys	complément	täydennys	N;MASC;SG	N;NOM;SG
complément	täydennys	complément	täydennys	N;MASC;SG	N;NOM;SG
complément	täydennysosa	complément	täydennys#osa	N;MASC;SG	N;NOM;SG
traverser	ylittää	traverser	ylittää	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
traverser	ylitä	traverser	ylittää	V;NFIN	V;IMP;SG;2;FIN;ACT
dons	lahjoituksia	don	lahjoitus	N;MASC;PL	N;PRT;PL
dons	lahjoitukset	don	lahjoitus	N;MASC;PL	N;NOM;PL
ignore	sivuutetaan	ignorer	sivuuttaa	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;PASS
patrie	isänmaan	patrie	isän#maa	N;FEM;SG	N;GEN;SG
patrie	kotimaa	patrie	koti#maa	N;FEM;SG	N;NOM;SG
patrie	kotimaan	patrie	koti#maa	N;FEM;SG	N;GEN;SG
sèche	kuivaa	sec	kuiva	ADJ;FEM;SG	ADJ;PRT;SG
sèche	kuiva	sec	kuiva	ADJ;FEM;SG	ADJ;NOM;SG
oxygène	hapen	oxygène	happi	N;MASC;SG	N;GEN;SG
oxygène	happea	oxygène	happea	N;MASC;SG	N;PRT;SG
oxygène	happi	oxygène	happi	N;MASC;SG	N;NOM;SG
ampleur	suuruusluokka	ampleur	suuruus#luokka	N;FEM;SG	N;NOM;SG
molécules	molekyylit	molécule	molekyyli	N;FEM;PL	N;NOM;PL
signée	allekirjoittanut	signer	allekirjoittaa	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
signée	allekirjoitettu	signer	allekirjoittaa	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
céramique	keramiikka	céramique	keramiikka	N;FEM;SG	N;NOM;SG
céramique	keramiikka	céramique	keramiikka	N;FEM;SG	N;NOM;SG
uss	uss	uss	uss	N;MASC;SG	N;NOM;SG
judaïsme	juutalaisuus	judaïsme	juutalaisuus	N;MASC;SG	N;NOM;SG
pauvreté	köyhyyden	pauvreté	köyhyys	N;FEM;SG	N;GEN;SG
pauvreté	köyhyyteen	pauvreté	köyhyys	N;FEM;SG	N;IN+ALL;SG
pauvreté	köyhyys	pauvreté	köyhyys	N;FEM;SG	N;NOM;SG
pauvreté	köyhyyttä	pauvreté	köyhyys	N;FEM;SG	N;PRT;SG
sévère	ankara	sévère	ankara	ADJ;MASC;SG	ADJ;NOM;SG
sévère	vakava	sévère	vakava	ADJ;MASC;SG	ADJ;NOM;SG
souligne	painottaa	souligner	painottaa	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
souligne	korostetaan	souligner	korostaa	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;PASS
exemplaire	esimerkillistä	exemplaire	esi#merkillinen	ADJ;MASC;SG	ADJ;PRT;SG
exemplaire	esimerkillinen	exemplaire	esimerkillinen	ADJ;MASC;SG	ADJ;NOM;SG
wings	siivet	wing	siivi	N;MASC;PL	N;NOM;PL
wings	siipien	wing	siipi	N;MASC;PL	N;GEN;PL
enregistrer	kirjataan	enregistrer	kirjata	V;NFIN	V;IND;PRS;FIN;PASS
enregistrer	tallenna	enregistrer	tallenna	V;NFIN	V;IMP;SG;2;FIN;ACT
enregistrer	rekisteröi	enregistrer	rekisteröidä	V;NFIN	V;IMP;SG;2;FIN;ACT
enregistrer	rekisteröityä	enregistrer	rekisteröityä	V;NFIN	V;PRT;SG;V.PTCP;PASS
monstre	kummajainen	monstre	kummajainen	N;MASC;SG	N;NOM;SG
monstre	hirviö	monstre	hirviö	N;MASC;SG	N;NOM;SG
acides	hapot	acide	happo	N;MASC;PL	N;NOM;PL
commerces	kaupat	commerce	kauppa	N;MASC;PL	N;NOM;PL
commerces	kauppoja	commerce	kauppa	N;MASC;PL	N;PRT;PL
brève	lyhyt	bref	lyhyt	ADJ;FEM;SG	ADJ;NOM;SG
positive	myönteinen	positif	myönteinen	ADJ;FEM;SG	ADJ;NOM;SG
positive	positiivinen	positif	positiivinen	ADJ;FEM;SG	ADJ;NOM;SG
positive	positiivista	positif	positiivinen	ADJ;FEM;SG	ADJ;PRT;SG
substance	aine	substance	aine	N;FEM;SG	N;NOM;SG
geste	ele	geste	ele	N;MASC;SG	N;NOM;SG
numériques	digitaaliset	numérique	digitaalinen	ADJ;MASC;PL	ADJ;NOM;PL
matrice	matriisi	matrice	matriisi	N;FEM;SG	N;NOM;SG
sardaigne	sardinian	sardaigner	sardinia	N;FEM;SG	N;GEN;SG
escrime	miekkailu	escrime	miekkailu	N;FEM;SG	N;NOM;SG
perception	näkemys	perception	näkemys	N;FEM;SG	N;NOM;SG
perception	käsitys	perception	käsitys	N;FEM;SG	N;NOM;SG
significations	merkityksiä	signification	merkitys	N;FEM;PL	N;PRT;PL
descendance	jälkeläinen	descendance	jälkeläinen	N;FEM;SG	N;NOM;SG
électroniques	sähköiset	électronique	sähköinen	ADJ;MASC;PL	ADJ;NOM;PL
électroniques	elektroniset	électronique	elektroninen	ADJ;MASC;PL	ADJ;NOM;PL
appartenance	kuuluminen	appartenance	kuuluminen	N;FEM;SG	N;NOM;SG
commonwealth	yhteisö	commonwealth	yhteisö	N;MASC;SG	N;NOM;SG
retenue	säilyttänyt	retenir	säilyttää	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
retenue	säilytetty	retenir	säilyttää	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
retenue	säilyi	retenir	säilyä	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
domestique	kotimainen	domestique	koti#mainen	ADJ;MASC;SG	ADJ;NOM;SG
composants	osat	composant	osa	N;MASC;PL	N;NOM;PL
composants	komponentit	composant	komponentti	N;MASC;PL	N;NOM;PL
composants	ainesosat	composant	aines#osa	N;MASC;PL	N;NOM;PL
composants	aineet	composant	aine	N;MASC;PL	N;NOM;PL
composants	ainekset	composant	aines	N;MASC;PL	N;NOM;PL
rival	kilpailija	rival	kilpailija	N;MASC;SG	N;NOM;SG
patriarche	patriarkka	patriarche	patriarkka	N;MASC;SG	N;NOM;SG
chair	liha	chair	liha	N;FEM;SG	N;NOM;SG
chair	lihaa	chair	liha	N;FEM;SG	N;PRT;SG
dominant	määräävän	dominer	määrätä	V;PRS;V.PTCP	V;GEN;SG;V.PTCP;ACT
carburant	polttoaineen	carburant	poltto#aine	N;MASC;SG	N;GEN;SG
carburant	polttoaine	carburant	poltto	N;MASC;SG	N;NOM;SG
carburant	polttoainetta	carburant	poltto#aine	N;MASC;SG	N;PRT;SG
téléchargement	lataus	téléchargement	lataus	N;MASC;SG	N;NOM;SG
téléchargement	lataaminen	téléchargement	lataaminen	N;MASC;SG	N;NOM;SG
voler	lennä	voler	lennä	V;NFIN	V;IMP;SG;2;FIN;ACT
voler	lentää	voler	lentää	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
voler	lentävä	voler	lentää	V;NFIN	V;NOM;SG;V.PTCP;ACT
voler	lentää	voler	lentää	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
voler	lentävät	voler	lentää	V;NFIN	V;IND;PL;3;PRS;FIN;ACT
voler	varastaa	voler	varastaa	V;NFIN	V;IND;SG;PRS;FIN;ACT
sigle	lyhenne	sigle	lyhenne	N;MASC;SG	N;NOM;SG
kilomètre	kilometri	kilomètre	kilo#metri	N;MASC;SG	N;NOM;SG
kilomètre	kilometrin	kilomètre	kilo#metri	N;MASC;SG	N;GEN;SG
kilomètre	kilometri	kilomètre	kilo#metri	N;MASC;SG	N;NOM;SG
kilomètre	kilometriä	kilomètre	kilo#metri	N;MASC;SG	N;PRT;SG
identifié	merkitty	identifier	merkitä	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
identifié	tunnistettu	identifier	tunnistettu	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
identifié	yksilöity	identifier	yksilöidä	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
successives	peräkkäisten	successif	peräkkäinen	ADJ;FEM;PL	ADJ;GEN;PL
capturé	vangittu	capturer	vangita	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
jet	jet	jet	jetä	N;MASC;SG	N;NOM;SG
enterrée	haudattu	enterrer	haudata	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
enterrée	haudattuna	enterrer	haudata	V;FEM;SG;PST;V.PTCP	V;FRML;SG;V.PTCP;PASS
enterrée	haudattiin	enterrer	haudata	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
riz	riisi	riz	riisi	N;MASC;SG	N;NOM;SG
riz	riisin	riz	riisi	N;MASC;SG	N;GEN;SG
riz	riisiä	riz	riini	N;MASC;SG	N;PRT;SG
affichage	näyttö	affichage	näyttö	N;MASC;SG	N;NOM;SG
affichage	näytön	affichage	näyttö	N;MASC;SG	N;GEN;SG
affichage	näkymä	affichage	näkymä	N;MASC;SG	N;NOM;SG
affichage	view	affichage	view	N;MASC;SG	N;NOM;SG
affichage	mieltä	affichage	mieli	N;MASC;SG	N;PRT;SG
guatemala	guatemalan	guatemala	guatemala	N;MASC;SG	N;GEN;SG
extraordinaire	poikkeuksellinen	extraordinaire	poikkeuksellinen	ADJ;MASC;SG	ADJ;NOM;SG
extraordinaire	uskomatonta	extraordinaire	uskomaton	ADJ;MASC;SG	ADJ;PRT;SG
extraordinaire	upeaa	extraordinaire	upea	ADJ;MASC;SG	ADJ;PRT;SG
trajet	reittiä	trajet	reittiä	N;MASC;SG	N;PRT;SG
trajet	reitin	trajet	reitti	N;MASC;SG	N;GEN;SG
trajet	reitti	trajet	reitti	N;MASC;SG	N;NOM;SG
doyen	dekaani	doyen	dekaani	N;MASC;SG	N;NOM;SG
extérieurs	ulkoiset	extérieur	ulkoinen	ADJ;MASC;PL	ADJ;NOM;PL
bridge	sillan	bridge	silla	N;MASC;SG	N;GEN;SG
bridge	silta	bridge	silta	N;MASC;SG	N;NOM;SG
décédée	edesmennyt	décéder	edes#mennä	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
décédée	kuollut	décéder	kuolla	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
créatures	olennot	créature	olento	N;FEM;PL	N;NOM;PL
créatures	oliot	créature	olio	N;FEM;PL	N;NOM;PL
créatures	olentoja	créature	olento	N;FEM;PL	N;PRT;PL
patinage	luistelu	patinage	luistelu	N;MASC;SG	N;NOM;SG
indispensable	välttämätöntä	indispensable	välttämätön	ADJ;MASC;SG	ADJ;PRT;SG
indispensable	välttämätön	indispensable	välttämätön	ADJ;MASC;SG	ADJ;NOM;SG
indispensable	välttämätöntä	indispensable	välttämätön	ADJ;MASC;SG	ADJ;PRT;SG
indispensable	oleellinen	indispensable	oleellinen	ADJ;MASC;SG	ADJ;NOM;SG
indispensable	olennainen	indispensable	olennainen	ADJ;MASC;SG	ADJ;NOM;SG
révision	tarkistaminen	révision	tarkistaminen	N;FEM;SG	N;NOM;SG
révision	arvostelu	révision	arvostelu	N;FEM;SG	N;NOM;SG
révision	tarkastelu	révision	tarkastelu	N;FEM;SG	N;NOM;SG
révision	tarkistaminen	révision	tarkistaminen	N;FEM;SG	N;NOM;SG
révision	tarkistus	révision	tarkistus	N;FEM;SG	N;NOM;SG
bulle	kupla	bulle	kupla	N;FEM;SG	N;NOM;SG
modifiée	muunnettu	modifier	muuntaa	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
modifiée	muutettu	modifier	muuttaa	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
modifiée	muokattu	modifier	muokata	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
modifiée	muutettu	modifier	muuttaa	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
médicaments	lääkkeiden	médicament	lääke	N;MASC;PL	N;GEN;PL
médicaments	lääkkeet	médicament	lääke	N;MASC;PL	N;NOM;PL
médicaments	lääkkeitä	médicament	lääke	N;MASC;PL	N;PRT;PL
médicaments	lääkkeitä	médicament	lääke	N;MASC;PL	N;PRT;PL
cricket	sirkka	cricket	sirkka	N;MASC;SG	N;NOM;SG
développés	kehittyneet	développer	kehittyä	V;MASC;PL;PST;V.PTCP	V;NOM;PL;V.PTCP;ACT
développés	kehitettiin	développer	kehittää	V;MASC;PL;PST;V.PTCP	V;IND;PST;FIN;PASS
touristes	matkailijat	touriste	matkailija	N;MASC;PL	N;NOM;PL
touristes	turisteja	touriste	turisti	N;MASC;PL	N;PRT;PL
touristes	turistit	touriste	turisti	N;MASC;PL	N;NOM;PL
terrible	kauhea	terrible	kauhea	ADJ;MASC;SG	ADJ;NOM;SG
terrible	kamalaa	terrible	kamala	ADJ;MASC;SG	ADJ;PRT;SG
terrible	kauhea	terrible	kauhea	ADJ;MASC;SG	ADJ;NOM;SG
indépendantes	itsenäiset	indépendant	itsenäinen	ADJ;FEM;PL	ADJ;NOM;PL
demandant	kysyy	demander	kysyä	V;PRS;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
demandant	pyydetään	demander	pyytää	V;PRS;V.PTCP	V;IND;PRS;FIN;PASS
demandant	pyytää	demander	pyytää	V;PRS;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
confondre	hämmentää	confondre	hämmentää	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
barrière	este	barrière	este	N;FEM;SG	N;NOM;SG
barrière	esteen	barrière	este	N;FEM;SG	N;GEN;SG
barrière	aitaa	barrière	aita	N;FEM;SG	N;PRT;SG
barrière	aita	barrière	aitta	N;FEM;SG	N;NOM;SG
barrière	aidan	barrière	aita	N;FEM;SG	N;GEN;SG
soie	silkkiä	soie	silkki	N;FEM;SG	N;PRT;SG
essayé	yritettiin	essayer	yrittää	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
essayé	yritetty	essayer	yrittää	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
essayé	yritti	essayer	yrittää	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
essayé	kokeiltu	essayer	kokeilla	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
essayé	yritin	essayer	yrittää	V;MASC;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN;ACT
acoustique	akustinen	acoustique	akustinen	ADJ;MASC;SG	ADJ;NOM;SG
marches	vaiheita	marche	vaihe	N;FEM;PL	N;PRT;PL
marches	vaiheet	marche	vaihe	N;FEM;PL	N;NOM;PL
marches	askelia	marche	askel	N;FEM;PL	N;PRT;PL
marches	portaat	marche	portaat	N;FEM;PL	N;NOM;PL
marches	askeleet	marche	askel	N;FEM;PL	N;NOM;PL
sécession	irtautumista	sécession	irtautuminen	N;FEM;SG	N;PRT;SG
intellectuelle	henkisen	intellectuel	henkinen	ADJ;FEM;SG	ADJ;GEN;SG
aluminium	alumiinia	aluminium	alumiinin	N;MASC;SG	N;PRT;SG
aluminium	alumiini	aluminium	alumiini	N;MASC;SG	N;NOM;SG
