van	från	van	från	ADP	ADP
ierse	irländsk	iers	irländsk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
ierse	irländska	iers	irländsk	ADJ	ADJ;NOM;PL
verklaard	förklarade	verklaren	förklara	V;V.PTCP	V;IND;PST;FIN;ACT
wachten	väntar	wachten	vänta	V;NFIN	V;IND;PRS;FIN;ACT
wachten	vänta	wachten	vänta	V;NFIN	V;IMP;FIN;ACT
pop	farsan	pop	farsan	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
pop	pop	pop	pop	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
pop	dockan	pop	docka	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
pop	docka	pop	docka	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
lijsten	listor	lijst	listor	N;PL	N;NOM;INDF;MASC+FEM;PL
lijsten	förteckningar	lijst	förteckning	N;PL	N;NOM;INDF;MASC+FEM;PL
eén	one	eén	one	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
brons	brons	brons	brons	N;NEUT;SG	N;NOM;INDF;NEUT;SG
hangt	hänger	hangen	hänga	V;SG;PRS;FIN	V;IND;PRS;FIN;ACT
heuvel	kullen	heuvel	kull	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
heuvel	backen	heuvel	back	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
heuvel	backe	heuvel	backe	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
heuvel	kulle	heuvel	kulle	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
awards	utmärkelser	awards	utmärkelse	N;PL	N;NOM;INDF;MASC+FEM;PL
akkoord	avtalade	akkoord	avtala	ADJ	ADJ;NOM;PL;PST;V.PTCP
akkoord	överenskomna	akkoord	överenskomna	ADJ	ADJ;NOM;PL
akkoord	överenskommen	akkoord	överenskomm	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ideeën	idéer	idee	idé	N;PL	N;NOM;INDF;MASC+FEM;PL
senaat	senaten	senaat	senat	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
senaat	senat	senaat	sena	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
sluit	stänga	sluiten	stänga	V;SG;PRS;FIN	V;IMP;NFIN;ACT
sluit	stäng	sluiten	stäng	V;SG;PRS;FIN	V;IMP;FIN;ACT
sluit	stänger	sluiten	stang	V;SG;PRS;FIN	V;IND;PRS;FIN;ACT
levert	levererar	leveren	leverera	V;SG;PRS;FIN	V;IND;PRS;FIN;ACT
tachtig	åttio	tachtig	åttio	NUM	NUM;NOM
rechtstreeks	direkta	rechtstreeks	direkt	ADJ	ADJ;NOM;PL
bus	buss	bus	buss	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
bus	bus	bus	bus	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
communistische	kommunistiska	communistisch	kommunistisk	ADJ	ADJ;NOM;PL
communistische	kommunistisk	communistisch	kommunistisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
beschrijft	beskriver	beschrijven	beskriva	V;SG;PRS;FIN	V;IND;PRS;FIN;ACT
beschrijft	beskrivs	beschrijven	beskriva	V;SG;PRS;FIN	V;IND;PRS;FIN;PASS
betalen	betalar	betalen	betala	V;NFIN	V;IND;PRS;FIN;ACT
betalen	betalar	betalen	betala	V;NFIN	V;IND;PRS;FIN;ACT
betalen	betala	betalen	betala	V;NFIN	V;IMP;FIN;ACT
fred	fred	fred	fred	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
producer	producent	producer	producent	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
veiligheid	säkerhet	veiligheid	säkerhet	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
veiligheid	säkerheten	veiligheid	säkerhet	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
veiligheid	trygghet	veiligheid	trygghet	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
veiligheid	säkerhet	veiligheid	säkerhet	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
veiligheid	säkerheten	veiligheid	säkerhet	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
veiligheid	trygghet	veiligheid	trygghet	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
academy	akademin	academy	akademin	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
academy	academy	academy	academy	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
academy	akademi	academy	akademi	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
terugkeer	återkomst	terugkeer	återkomst	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
terugkeer	avkastning	terugkeer	avkastning	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
professioneel	professionella	professioneel	professionell	ADJ	ADJ;NOM;PL
professioneel	professionellt	professioneel	professionell	ADJ	ADJ;NOM;INDF;NEUT;SG
professioneel	yrkesmässigt	professioneel	yrkesmässig	ADJ	ADJ;NOM;INDF;NEUT;SG
professioneel	professionellt	professioneel	professionell	ADJ	ADJ;NOM;INDF;NEUT;SG
schrijvers	författare	schrijver	författare	N;PL	N;NOM;INDF;MASC+FEM;PL
schrijvers	författarna	schrijver	författare	N;PL	N;NOM;DEF;MASC+FEM;PL
schrijvers	författare	schrijver	författare	N;PL	N;NOM;INDF;MASC+FEM;PL
gevangen	fängslades	vangen	fängsla	V;V.PTCP	V;IND;PST;FIN;PASS
gevangen	fångade	vangen	fånga	V;V.PTCP	V;NOM;PL;PST;V.PTCP
gevangen	fångade	vangen	fånga	V;V.PTCP	V;NOM;PL;PST;V.PTCP
gevangen	fångade	vangen	fånga	V;V.PTCP	V;NOM;PL;PST;V.PTCP
kocht	köptes	kopen	köpa	V;SG;PST;FIN	V;IND;PST;FIN;PASS
kocht	köpte	kopen	köpa	V;SG;PST;FIN	V;IND;PST;FIN;ACT
dames	damerna	dame	dam	N;PL	N;NOM;DEF;MASC+FEM;PL
dames	damer	dame	dam	N;PL	N;NOM;INDF;MASC+FEM;PL
zelfstandig	självständig	zelfstandig	självständig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
zelfstandig	självständiga	zelfstandig	självständig	ADJ	ADJ;NOM;PL
zelfstandig	oberoende	zelfstandig	oberoende	ADJ	ADJ;NOM;PRS;V.PTCP
zelfstandig	självständigt	zelfstandig	självständig	ADJ	ADJ;NOM;INDF;NEUT;SG
zelfstandig	fristående	zelfstandig	fristående	ADJ	ADJ;NOM;PRS;V.PTCP
zelfstandig	oberoende	zelfstandig	oberoende	ADJ	ADJ;NOM;PRS;V.PTCP
zelfstandig	självständigt	zelfstandig	självständig	ADJ	ADJ;NOM;INDF;NEUT;SG
redelijk	rimligt	redelijk	rimlig	ADJ	ADJ;NOM;INDF;NEUT;SG
redelijk	rättvist	redelijk	rättvist	ADJ	ADJ;NOM;INDF;NEUT;SG
redelijk	rättvis	redelijk	rättvis	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
redelijk	rimligt	redelijk	rimlig	ADJ	ADJ;NOM;INDF;NEUT;SG
redelijk	skälig	redelijk	skälig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
redelijk	rimliga	redelijk	rimlig	ADJ	ADJ;NOM;PL
redelijk	rimlig	redelijk	rimlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
gebruikelijk	vanligt	gebruikelijk	vanlig	ADJ	ADJ;NOM;INDF;NEUT;SG
gebruikelijk	vanliga	gebruikelijk	vanlig	ADJ	ADJ;NOM;PL
compleet	kompletta	compleet	komplett	ADJ	ADJ;NOM;PL
compleet	komplett	compleet	komplett	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
compleet	fullständig	compleet	fullständig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
wijken	distrikten	wijken	distrikt	N;PL	N;NOM;DEF;NEUT;PL
wijken	stadsdelar	wijken	stadsdel	N;PL	N;NOM;INDF;MASC+FEM;PL
wijken	stadsdelar	wijken	stadsdel	N;PL	N;NOM;INDF;MASC+FEM;PL
wijken	stadsdelar	wijken	stadsdel	N;PL	N;NOM;INDF;MASC+FEM;PL
capaciteit	kapacitet	capaciteit	kapacitet	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
capaciteit	kapacitet	capaciteit	kapacitet	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
archief	arkiv	archief	arkiv	N;NEUT;SG	N;NOM;INDF;NEUT;SG
archief	arkiv	archief	arkiv	N;NEUT;SG	N;NOM;INDF;NEUT;SG
voltooid	avslutade	voltooien	avsluta	V;V.PTCP	V;IND;PST;FIN;ACT
voltooid	avslutade	voltooien	avsluta	V;V.PTCP	V;IND;PST;FIN;ACT
voltooid	slutför	voltooien	slutför	V;V.PTCP	V;IMP;FIN;ACT
rijke	förmögen	rijk	förmög	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
rijke	förmögna	rijk	förmögen	ADJ	ADJ;NOM;PL
rijke	rika	rijk	rik	ADJ	ADJ;NOM;PL
pov	pov	pov	pov	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
onduidelijk	oklara	onduidelijk	oklar	ADJ	ADJ;NOM;PL
onduidelijk	oklart	onduidelijk	oklar	ADJ	ADJ;NOM;INDF;NEUT;SG
onduidelijk	otydlig	onduidelijk	otydlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
onduidelijk	oklar	onduidelijk	oklar	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
toernooien	turneringar	toernooien	turnering	N;PL	N;NOM;INDF;MASC+FEM;PL
dam	dam	dam	dam	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
dam	dammen	dam	damm	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
dam	damm	dam	damm	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
geleverd	levereras	leveren	leverera	V;V.PTCP	V;IND;FIN;PASS
geleverd	levereras	leveren	leverera	V;V.PTCP	V;IND;FIN;PASS
constructie	byggverksamhet	constructie	byggverksamhet	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
constructie	konstruktion	constructie	konstruktion	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
bottom	botten	bottom	botten	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
comité	kommittén	comité	kommitté	N;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
comité	kommitté	comité	kommitté	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
comité	utskottet	comité	utskott	N;NEUT;SG	N;NOM;DEF;NEUT;SG
comité	utskott	comité	utskott	N;NEUT;SG	N;NOM;INDF;NEUT;SG
wiskunde	matte	wiskunde	matte	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
wiskunde	matematik	wiskunde	matematik	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
wiskunde	matematik	wiskunde	matematik	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
wiskunde	matte	wiskunde	matte	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
wiskunde	matematik	wiskunde	matematik	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
vuur	fire	vuur	fire	N;NEUT;SG	N;NOM;INDF;NEUT;SG
vuur	brand	vuur	brand	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
vuur	eld	vuur	eld	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
olie	olja	olie	olja	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
august	august	august	august	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
august	augusti	august	augusti	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
vermelding	inresa	vermelding	inresa	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
vermelding	post	vermelding	post	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
vermelding	inträde	vermelding	inträde	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
vermelding	ingång	vermelding	ingång	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
boer	bonde	boer	bonde	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
boer	bonde	boer	bonde	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
sloveense	slovenska	sloveens	slovensk	ADJ	ADJ;NOM;PL
sloveense	slovenska	sloveens	slovensk	ADJ	ADJ;NOM;PL
geïntroduceerd	introducerade	introduceren	introducerad	V;V.PTCP	V;IND;PST;V.PTCP;ACT
geïntroduceerd	introducerades	introduceren	introducera	V;V.PTCP	V;IND;PST;FIN;PASS
geïntroduceerd	infördes	introduceren	införa	V;V.PTCP	V;IND;PST;FIN;PASS
verwijzing	remiss	verwijzing	remiss	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
verwijzing	hänvisning	verwijzing	hänvisning	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
verwijzing	referens	verwijzing	referens	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
ingevoerd	introducerade	invoeren	introducerad	V;V.PTCP	V;IND;PST;V.PTCP;ACT
ingevoerd	introducerades	invoeren	introducera	V;V.PTCP	V;IND;PST;FIN;PASS
ingevoerd	infördes	invoeren	införa	V;V.PTCP	V;IND;PST;FIN;PASS
avond	afton	avond	afton	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
avond	kvällen	avond	kväll	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
avond	kväll	avond	kväll	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
avond	kvälls	avond	kvälla	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
avond	natten	avond	natt	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
avond	night	avond	night	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
avond	kväll	avond	kväll	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
avond	natt	avond	natt	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
noodzakelijk	nödvändigt	noodzakelijk	nödvändig	ADJ	ADJ;NOM;INDF;NEUT;SG
noodzakelijk	nödvändig	noodzakelijk	nödvändig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
noodzakelijk	nödvändiga	noodzakelijk	nödvändig	ADJ	ADJ;NOM;PL
spelling	stavning	spelling	stavning	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
bericht	budskap	bericht	budskap	N;NEUT;SG	N;NOM;INDF;NEUT;SG
bericht	meddelande	bericht	meddelande	N;NEUT;SG	N;NOM;INDF;NEUT;SG
bericht	inlägg	bericht	inlägg	N;NEUT;SG	N;NOM;INDF;NEUT;SG
bericht	inlägget	bericht	inlägg	N;NEUT;SG	N;NOM;DEF;NEUT;SG
bericht	post	bericht	post	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
uitgever	förlag	uitgever	förlag	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
uitgever	redaktör	uitgever	redaktör	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
uitgever	editor	uitgever	editor	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
neef	kusinen	neef	kusin	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
neef	kusin	neef	kusin	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
neef	systerson	neef	systerson	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
neef	brorson	neef	brorson	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
geraakt	slog	raken	slå	V;V.PTCP	V;IMP;PST;FIN;ACT
slaan	slå	slaan	slå	V;NFIN	V;IMP;FIN;ACT
teken	skylt	teken	skylt	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
teken	tecken	teken	tecken	N;NEUT;SG	N;NOM;INDF;NEUT;SG
huishoudens	hushållen	huishouden	hushåll	N;PL	N;NOM;DEF;NEUT;PL
langzaam	långsam	langzaam	långsam	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
langzaam	långsamma	langzaam	långsam	ADJ	ADJ;NOM;PL
getal	tal	getal	tal	N;NEUT;SG	N;NOM;INDF;NEUT;SG
getal	antal	getal	antal	N;NEUT;SG	N;NOM;INDF;NEUT;SG
getal	nummer	getal	nummer	N;NEUT;SG	N;NOM;INDF;NEUT;SG
dans	dance	dans	danc	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
dans	dans	dans	dans	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
verandering	ändring	verandering	ändring	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
verandering	förändring	verandering	förändring	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
gestart	påbörjade	starten	påbörja	V;V.PTCP	V;IND;PST;V.PTCP;ACT
gestart	började	starten	börja	V;V.PTCP	V;IND;PST;FIN;ACT
gestart	startade	starten	starta	V;V.PTCP	V;IND;PST;FIN;ACT
gestart	inledde	starten	inleda	V;V.PTCP	V;IND;PST;FIN;ACT
uitgereikt	tilldelas	uitreiken	tilldela	V;V.PTCP	V;IND;PRS;FIN;PASS
uitgereikt	tilldelade	uitreiken	tilldela	V;V.PTCP	V;NOM;PL;PST;V.PTCP
grenzen	gränsvärden	grens	gränsvärd	N;PL	N;NOM;INDF;NEUT;PL
grenzen	begränsningar	grens	begränsning	N;PL	N;NOM;INDF;MASC+FEM;PL
grenzen	gränser	grens	gräns	N;PL	N;NOM;INDF;MASC+FEM;PL
grenzen	gränser	grens	gräns	N;PL	N;NOM;INDF;MASC+FEM;PL
grenzen	gränser	grens	gräns	N;PL	N;NOM;INDF;MASC+FEM;PL
grenzen	gränser	grens	gräns	N;PL	N;NOM;INDF;MASC+FEM;PL
dijk	dike	dijk	dike	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
singles	singlar	singles	singla	N;PL	N;NOM;INDF;MASC+FEM;PL
aangeboden	erbjöd	aanbieden	erbjuda	V;V.PTCP	V;IND;PST;FIN;ACT
aangeboden	erbjuds	aanbieden	erbjuda	V;V.PTCP	V;IND;PRS;FIN;PASS
aangeboden	presenteras	aanbieden	presentera	V;V.PTCP	V;IND;PRS;FIN;PASS
living	living	living	living	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
snelle	snabb	snel	snabb	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
snelle	snabba	snel	snabb	ADJ	ADJ;NOM;PL
snelle	snabb	snel	snabb	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
snelle	snabb	snel	snabb	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
snelle	snabba	snel	snabb	ADJ	ADJ;NOM;PL
voorstellen	förslag	voorstel	förslag	N;PL	N;NOM;INDF;NEUT;PL
doelpunt	mål	doelpunt	mål	N;NEUT;SG	N;NOM;INDF;NEUT;SG
wilt	vill	willen	vilja	V;SG;PRS;FIN	V;IND;PRS;FIN;ACT
geheim	hemliga	geheim	hemlig	ADJ	ADJ;NOM;PL
geheim	hemlig	geheim	hemlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
geheim	hemligt	geheim	hemlig	ADJ	ADJ;NOM;INDF;NEUT;SG
geheim	klassificerat	geheim	klassificerad	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
geheim	klassificerade	geheim	klassificerad	ADJ	ADJ;NOM;PL;PST;V.PTCP
wiskundige	matematiska	wiskundig	matematisk	ADJ	ADJ;NOM;PL
wiskundige	matematiskt	wiskundig	matematisk	ADJ	ADJ;NOM;INDF;NEUT;SG
afgebeeld	avbildas	afbeelden	avbilda	V;V.PTCP	V;NFIN;PASS
afgebeeld	föreställde	afbeelden	föreställa	V;V.PTCP	V;IND;PST;FIN;ACT
advies	yttrande	advies	yttra	N;NEUT;SG	N;NOM;INDF;NEUT;SG
advies	yttrandet	advies	yttrande	N;NEUT;SG	N;NOM;DEF;NEUT;SG
advies	opinion	advies	opinion	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
advies	rådgivning	advies	rådgivning	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
advies	rådgivning	advies	rådgivning	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
lezer	läsaren	lezer	läsare	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
back	rygg	back	rygg	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
vluchten	flygresor	vlucht	flygresa	N;PL	N;NOM;INDF;MASC+FEM;PL
vluchten	flygningar	vlucht	flygning	N;PL	N;NOM;INDF;MASC+FEM;PL
für	für	für	für	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
verwacht	förväntar	verwachten	förvänta	V;V.PTCP	V;IND;PRS;FIN;ACT
verwacht	förväntar	verwachten	förvänta	V;V.PTCP	V;IND;PRS;FIN;ACT
verwacht	förväntar	verwachten	förvänta	V;V.PTCP	V;IND;PRS;FIN;ACT
verwacht	förvänta	verwachten	förvänta	V;V.PTCP	V;IMP;FIN;ACT
verwacht	förväntas	verwachten	förvänta	V;V.PTCP	V;IND;PRS;FIN;PASS
verwacht	väntas	verwachten	vänta	V;V.PTCP	V;IND;PRS;FIN;PASS
arena	arena	arena	ar	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
arena	arenan	arena	arena	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
complete	kompletta	compleet	komplett	ADJ	ADJ;NOM;PL
complete	komplett	compleet	komplett	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
complete	fullständig	compleet	fullständig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
rivieren	floder	rivier	flod	N;PL	N;NOM;INDF;MASC+FEM;PL
rivieren	floderna	rivier	flod	N;PL	N;NOM;DEF;MASC+FEM;PL
oostelijk	östra	oostelijk	östra	ADJ	ADJ;NOM;DEF;SG
oostelijk	östlig	oostelijk	östlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
congres	kongressen	congres	kongress	N;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
congres	congress	congres	congress	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
congres	kongress	congres	kongress	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
dick	kuk	dick	kuk	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
hersteld	återfås	herstellen	återfås	V;V.PTCP	V;NFIN;PASS
hersteld	återställts	herstellen	återställa	V;V.PTCP	V;V.CVB;PASS
onmiddellijk	omgående	onmiddellijk	omgående	ADJ	ADJ;NOM;PRS;V.PTCP
onmiddellijk	omedelbara	onmiddellijk	omedelbar	ADJ	ADJ;NOM;PL
onmiddellijk	omedelbar	onmiddellijk	omedelbar	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
games	lekar	game	leka	N;PL	N;NOM;INDF;MASC+FEM;PL
games	matcher	game	matcher	N;PL	N;NOM;INDF;MASC+FEM;PL
kolonel	översten	kolonel	överst	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
termijn	tidsfristen	termijn	tidsfrist	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
termijn	deadline	termijn	deadline	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
termijn	tidsfrist	termijn	tidsfrist	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
stapte	trampade	stappen	trampa	V;SG;PST;FIN	V;IND;PST;FIN;ACT
stapte	klev	stappen	kli	V;SG;PST;FIN	V;IMP;FIN;ACT
vervolg	fortsättning	vervolg	fortsättning	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
vervolg	uppföljare	vervolg	uppföljare	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
vervolg	uppföljaren	vervolg	uppföljare	N;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
vervolg	fortsättning	vervolg	fortsättning	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
reacties	reaktioner	reactie	reaktion	N;PL	N;NOM;INDF;MASC+FEM;PL
reacties	svaren	reactie	svar	N;PL	N;NOM;DEF;NEUT;PL
reacties	anmärkningar	reactie	anmärkning	N;PL	N;NOM;INDF;MASC+FEM;PL
reacties	kommentarer	reactie	kommentar	N;PL	N;NOM;INDF;MASC+FEM;PL
reacties	synpunkter	reactie	synpunkt	N;PL	N;NOM;INDF;MASC+FEM;PL
medische	medicinska	medisch	medicinsk	ADJ	ADJ;NOM;PL
medische	medicinsk	medisch	medicinsk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
medische	medicinskt	medisch	medicinsk	ADJ	ADJ;NOM;INDF;NEUT;SG
opvallend	iögonfallande	opvallend	iögonfallande	ADJ	ADJ;NOM
opvallend	anmärkningsvärda	opvallend	anmärkningsvärda	ADJ	ADJ;NOM;PL
opvallend	anmärkningsvärd	opvallend	anmärkningsvärd	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
opvallend	anmärkningsvärt	opvallend	anmärkningsvärd	ADJ	ADJ;NOM;INDF;NEUT;SG
opvallend	slående	opvallend	slå	ADJ	ADJ;NOM;PRS;V.PTCP
glas	glas	glas	glas	N;NEUT;SG	N;NOM;INDF;NEUT;SG
gevecht	battle	gevecht	battle	N;NEUT;SG	N;NOM;INDF;NEUT;SG
gevecht	slaget	gevecht	slag	N;NEUT;SG	N;NOM;DEF;NEUT;SG
gevecht	kamp	gevecht	kamp	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
gevecht	strid	gevecht	strid	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
gevecht	kamp	gevecht	kamp	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
zonen	söner	zone	söner	N;PL	N;NOM;INDF;MASC+FEM;PL
zonen	söners	zone	sön	N;PL	N;NOM;INDF;MASC+FEM;PL
gedood	dräpt	doden	dräpt	V;V.PTCP	V;V.CVB;ACT
gedicht	dikt	gedicht	dikt	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
publicaties	publikationer	publicatie	publikation	N;PL	N;NOM;INDF;MASC+FEM;PL
poort	gate	poort	gate	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
poort	grind	poort	grind	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
poort	portal	poort	portal	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
poort	portalen	poort	portal	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
poort	hamn	poort	hamn	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
poort	hamnen	poort	hamn	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
poort	portvin	poort	portvin	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
poort	port	poort	port	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
poort	babord	poort	babord	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
poort	gateway	poort	gateway	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
middeleeuwse	medeltida	middeleeuws	medeltida	ADJ	ADJ;NOM
verschijnen	framträder	verschijnen	framträda	V;NFIN	V;IND;PRS;FIN;ACT
petrus	peter	petrus	peter	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
verdween	försvann	verdwijnen	försvann	V;SG;PST;FIN	V;IND;PST;FIN;ACT
verdween	försvunnit	verdwijnen	försvinna	V;SG;PST;FIN	V;V.CVB;ACT
