dan	ja	dan	ja	CONJ	CONJ
;SG
metropolitan	metropolitan	metropolitan	metro#politta	N;SG	N;NOM;SG
jadwal	aikataulun	jadwal	aika#taulu	N;SG	N;GEN;SG
jadwal	aikataulu	jadwal	aika#taulu	N;SG	N;NOM;SG
jadwal	aikataulun	jadwal	aika#taulu	N;SG	N;GEN;SG
jadwal	aikataulu	jadwal	aika#taulu	N;SG	N;NOM;SG
jadwal	ajasta	jadwal	aika	N;SG	N;IN+ABL;SG
definisi	määrittely	definisi	määrittely	N;SG	N;NOM;SG
definisi	määritelmä	definisi	määritelmä	N;SG	N;NOM;SG
paruh	nokka	paruh	nokka	N;SG	N;NOM;SG
gejala	oire	gejala	oire	N;SG	N;NOM;SG
karbon	hiilen	karbon	hiili	N;SG	N;GEN;SG
karbon	hiili	karbon	hiili	N;SG	N;NOM;SG
karbon	hiiltä	karbon	hiiltää	N;SG	N;PRT;SG
padat	kiinteää	padat	kiinteä	ADJ;SG	ADJ;PRT;SG
padat	kiinteä	padat	kiinteä	ADJ;SG	ADJ;NOM;SG
padat	tiheä	padat	tihi	ADJ;SG	ADJ;NOM;SG
diatur	säännelty	diatur	säännellä	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
diatur	järjestetty	diatur	järjestää	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
tarian	dance	tarian	dance	N;SG	N;NOM;SG
tarian	tanssi	tarian	tanssi	N;SG	N;NOM;SG
peperangan	taistelu	peperangan	taistelu	N	N;NOM;SG
peperangan	taisto	peperangan	taisto	N	N;NOM;SG
peperangan	taistelun	peperangan	taistelu	N	N;GEN;SG
peperangan	sodan	peperangan	sota	N	N;GEN;SG
peperangan	sotaa	peperangan	sota	N	N;PRT;SG
peperangan	sota	peperangan	sota	N	N;NOM;SG
peperangan	sodat	peperangan	sota	N	N;NOM;PL
peperangan	sotia	peperangan	sota	N	N;PRT;PL
peperangan	sodankäynnin	peperangan	sodan#käynti	N	N;GEN;SG
peperangan	sodankäyntiä	peperangan	sodan#käynti	N	N;PRT;SG
mengklaim	vaati	menklaim	vaatia	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
mengklaim	väitti	menklaim	väittää	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
mengklaim	vaatia	menklaim	vaatia	V;SG;ACT	V;SG;NFIN;ACT
mengklaim	väittää	menklaim	väittää	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
mengklaim	väittää	menklaim	väittää	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
menyimpan	pelastaa	mensimpan	pelastaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
menyimpan	säästää	mensimpan	säästää	V;SG;ACT	V;SG;FIN;ACT
menyimpan	pelastaa	mensimpan	pelastaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
menyimpan	säästää	mensimpan	säästää	V;SG;ACT	V;SG;FIN;ACT
kaca	lasi	kaca	lasi	N;SG	N;NOM;SG
kaca	lasia	kaca	lasi	N;SG	N;PRT;SG
kaca	lasin	kaca	lasi	N;SG	N;GEN;SG
panggilan	kutsu	panggilan	kutsu	N;SG	N;NOM;SG
panggilan	puhelu	panggilan	puhelu	N;SG	N;NOM;SG
kue	kakkua	kue	kakku	N	N;PRT;SG
kue	kakku	kue	kakku	N	N;NOM;SG
kue	kakun	kue	kakku	N	N;GEN;SG
kue	keksit	kue	keksi	N	N;NOM;PL
kue	keksejä	kue	keksi	N	N;PRT;PL
kue	kakkuja	kue	kakku	N	N;PRT;PL
dilanjutkan	jatkettiin	dilanjutkan	jatkaa	V;SG;PASS	V;IND;PST;FIN;PASS
kontestan	kilpailijat	kontestan	kilpailija	N	N;NOM;PL
kontestan	kilpailija	kontestan	kilpailija	N	N;NOM;SG
otak	aivo	otak	aivo	N;SG	N;NOM;SG
kesulitan	vaikeus	kesulitan	vaikeus	N;SG	N;NOM;SG
terdaftar	rekisteröity	terdaftar	rekisteröidä	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
terdaftar	kirjattu	terdaftar	kirjata	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
terdaftar	rekisteröityä	terdaftar	rekisteröityä	V;SG;PASS	V;PRT;SG;V.PTCP;PASS
terdaftar	lueteltu	terdaftar	luetella	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
modal	pääkaupunki	modal	pää#kaupunki	N;SG	N;NOM;SG
modal	pääoman	modal	pää#oma	N;SG	N;GEN;SG
modal	pääoma	modal	pääoma	N;SG	N;NOM;SG
komik	sarjakuvia	komik	sarja#kuva	N	N;PRT;PL
komik	sarjakuva	komik	sarja#kuva	N	N;NOM;SG
komik	sarjakuvahahmo	komik	sarja#kuva#hahmo	N	N;NOM;SG
komik	comic	komik	comic	N	N;NOM;SG
komik	sarjakuva	komik	sarja#kuva	N	N;NOM;SG
adegan	kohtaus	adegan	kohtaus	N;SG	N;NOM;SG
biografi	elämäkerta	biografi	elämä#kerta	N;SG	N;NOM;SG
villa	huvila	villa	huvila	N	N;NOM;SG
villa	villa	villa	villa	N	N;NOM;SG
kolam	lampi	kolam	lampi	N;SG	N;NOM;SG
kolam	allas	kolam	allas	N;SG	N;NOM;SG
sempurna	täydellistä	sempurna	täydellinen	ADJ;SG	ADJ;PRT;SG
sempurna	täydellinen	sempurna	täydellinen	ADJ;SG	ADJ;NOM;SG
sempurna	virheetön	sempurna	virheetön	ADJ;SG	ADJ;NOM;SG
wartawan	lehtimies	wartawan	lehti#mies	N;SG	N;NOM;SG
wartawan	toimittaja	wartawan	toimittaja	N;SG	N;NOM;SG
wartawan	journalisti	wartawan	journalisti	N;SG	N;NOM;SG
wartawan	lehtimies	wartawan	lehti#mies	N;SG	N;NOM;SG
wartawan	toimittaja	wartawan	toimittaja	N;SG	N;NOM;SG
wartawan	reportteri	wartawan	reportteri	N;SG	N;NOM;SG
memanfaatkan	hyödyntää	menmanfaatkan	hyödyntää	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
budak	orja	budak	orja	N;SG	N;NOM;SG
budak	orjan	budak	orja	N;SG	N;GEN;SG
disimpan	varastoitu	disimpan	varastoida	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
disimpan	säilytetty	disimpan	säilyttää	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
disimpan	tallennettu	disimpan	tallentaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
mengisi	täyttää	menisi	täyttää	V;SG;ACT	V;SG;NFIN;ACT
mengisi	täytä	menisi	täyttää	V;SG;ACT	V;IMP;SG;2;FIN;ACT
mengisi	täyttää	menisi	täyttää	V;SG;ACT	V;SG;NFIN;ACT
ditujukan	osoitettu	ditujukan	osoittaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
ditujukan	aiottu	ditujukan	aikoa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
ditujukan	tarkoitettu	ditujukan	tarkoittaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
negatif	kielteinen	negatif	kielteinen	ADJ;SG	ADJ;NOM;SG
negatif	negatiivinen	negatif	negatiivinen	ADJ;SG	ADJ;NOM;SG
kanker	syöpää	kanker	syöpä	N;SG	N;PRT;SG
kanker	syöpä	kanker	syöpä	N;SG	N;NOM;SG
internal	sisäistä	internal	sisäinen	ADJ;SG	ADJ;PRT;SG
internal	sisäisen	internal	sisäinen	ADJ;SG	ADJ;GEN;SG
internal	sisäinen	internal	sisäinen	ADJ;SG	ADJ;NOM;SG
otoritas	viranomaisen	otoritas	viran#omainen	N;SG	N;GEN;SG
otoritas	viranomainen	otoritas	viran#omainen	N;SG	N;NOM;SG
variasi	lajikkeen	variasi	lajike	N;SG	N;GEN;SG
variasi	vaihtelu	variasi	vaihtelu	N;SG	N;NOM;SG
variasi	vaihtelu	variasi	vaihtelu	N;SG	N;NOM;SG
variasi	vaihtelua	variasi	vaihtelu	N;SG	N;PRT;SG
biara	luostarin	biara	luostari	N	N;GEN;SG
biara	luostari	biara	luostari	N	N;NOM;SG
biara	luostari	biara	luostari	N	N;NOM;SG
biara	luostari	biara	luostari	N	N;NOM;SG
biara	luostareita	biara	luostari	N	N;PRT;PL
menempatkan	pistä	mentempatkan	pistää	V;SG;ACT	V;IMP;SG;2;FIN;ACT
menempatkan	laita	mentempatkan	laittaa	V;SG;ACT	V;IMP;SG;2;FIN;ACT
menempatkan	laittakaa	mentempatkan	laittaa	V;SG;ACT	V;IMP;SG;2;FIN;ACT
garam	suolan	garam	suola	N;SG	N;GEN;SG
garam	suola	garam	suola	N;SG	N;NOM;SG
garam	suolaa	garam	suola	N;SG	N;PRT;SG
roket	raketti	roket	raketti	N;SG	N;NOM;SG
parameter	parametri	parameter	parametri	N;SG	N;NOM;SG
kosong	tyhjä	kosong	tyhjä	ADJ;SG	ADJ;NOM;SG
kosong	tyhjä	kosong	tyhjä	ADJ;SG	ADJ;NOM;SG
partikel	hiukkaset	partikel	hiukkanen	N	N;NOM;PL
partikel	hiukkasia	partikel	hiukkanen	N	N;PRT;PL
partikel	hiukkasten	partikel	hiukkanen	N	N;GEN;PL
petunjuk	vihje	petunjuk	vihje	N;SG	N;NOM;SG
petunjuk	vinkki	petunjuk	vinkki	N;SG	N;NOM;SG
petunjuk	vihjettä	petunjuk	vihje	N;SG	N;PRT;SG
lanjutan	jatkoa	lanjutan	jatko	N;SG	N;PRT;SG
dibantu	tuettu	dibantu	tukea	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
sesungguhnya	todella	sesungguhnya	todella	ADV	ADV
invasi	hyökkäys	invasi	hyökkäys	N;SG	N;NOM;SG
invasi	hyökkäyksen	invasi	hyökkäys	N;SG	N;GEN;SG
rudal	ohjus	rudal	ohjus	N;SG	N;NOM;SG
personel	henkilöstö	personel	henkilöstö	N;SG	N;NOM;SG
personel	henkilöstön	personel	henkilöstö	N;SG	N;GEN;SG
personel	henkilökunta	personel	henkilö#kunta	N;SG	N;NOM;SG
batuan	kallio	batuan	kallio	N;SG	N;NOM;SG
batuan	kivi	batuan	kivi	N;SG	N;NOM;SG
pengelolaan	hallinnointi	penkelolaan	hallinnointi	N;SG	N;NOM;SG
pengelolaan	hallinto	penkelolaan	hallinto	N;SG	N;NOM;SG
pengelolaan	johto	penkelolaan	johto	N;SG	N;NOM;SG
pengelolaan	hallinta	penkelolaan	hallinta	N;SG	N;NOM;SG
disetujui	hyväksytty	disetujui	hyväksyä	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
disetujui	hyväksyttiin	disetujui	hyväksyä	V;SG;PASS	V;IND;PST;FIN;PASS
juri	valamiehistö	juri	vala#miestö	N;SG	N;NOM;SG
juri	valamiehistö	juri	vala#miestö	N;SG	N;NOM;SG
mengakhiri	päättymässä	menakhiri	päättyä	V;SG;ACT	V;IN+ESS;SG;NFIN;ACT
mengakhiri	päättyy	menakhiri	päättyä	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
anggaran	talousarvio	anggaran	talous#arvio	N;SG	N;NOM;SG
anggaran	talousarvion	anggaran	talous#arvio	N;SG	N;GEN;SG
anggaran	budjetti	anggaran	budjetti	N;SG	N;NOM;SG
penjelasan	selitys	penjelasan	selitys	N;SG	N;NOM;SG
perahu	vene	perahu	vene	N;SG	N;NOM;SG
perahu	laiva	perahu	laiva	N;SG	N;NOM;SG
perahu	veneen	perahu	vene	N;SG	N;GEN;SG
perahu	venettä	perahu	vene	N;SG	N;PRT;SG
lokomotif	veturi	lokomotif	veturi	N	N;NOM;SG
rusak	rikkinäinen	rusak	rikki#näinen	ADJ;SG	ADJ;NOM;SG
rusak	viallinen	rusak	viallinen	ADJ;SG	ADJ;NOM;SG
mengapa	miks	mengapa	miksi	ADV	ADV
mengapa	miksi	mengapa	miksi	ADV	ADV
mall	ostoskeskus	mall	ostos#keskus	N	N;NOM;SG
mall	ostoskeskukset	mall	ostos#keskus	N	N;NOM;PL
nasi	riisi	nasi	riisi	N;SG	N;NOM;SG
nasi	riisin	nasi	riisi	N;SG	N;GEN;SG
nasi	riisiä	nasi	riini	N;SG	N;PRT;SG
championship	mestaruuden	championship	mestaruus	N	N;GEN;SG
championship	mestaruus	championship	mestaruus	N	N;NOM;SG
landasan	kiitorata	landasan	kiitorattaa	N;SG	N;NOM;SG
bab	luku	bab	luku	N;SG	N;NOM;SG
lemah	heikko	lemah	heikko	ADJ;SG	ADJ;NOM;SG
lemah	heikkoa	lemah	heikko	ADJ;SG	ADJ;PRT;SG
monumen	monumentti	monumen	monumentti	N;SG	N;NOM;SG
monumen	muistomerkki	monumen	muisto#merkki	N;SG	N;NOM;SG
menjawab	vastasi	menjawab	vastata	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
menjawab	vastasi	menjawab	vastata	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
menjawab	vastaa	menjawab	vastata	V;SG;ACT	V;IMP;SG;2;FIN;ACT
menjawab	vastata	menjawab	vastata	V;SG;ACT	V;SG;NFIN;ACT
kendali	ohjaus	kendali	ohjaus	N;SG	N;NOM;SG
kendali	määräysvalta	kendali	määräys#valta	N;SG	N;NOM;SG
kendali	hallinta	kendali	hallinta	N;SG	N;NOM;SG
kendali	valvonta	kendali	valvonta	N;SG	N;NOM;SG
kendali	valvontaa	kendali	valvonta	N;SG	N;PRT;SG
menangani	käsittele	mentangani	käsitellä	V;SG;ACT	V;IMP;SG;2;FIN;ACT
menangani	hoitaa	mentangani	hoitaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
menangani	hoitaa	mentangani	hoitaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
koran	lehti	koran	lehti	N;SG	N;NOM;SG
koran	sanomalehti	koran	sanoma#lehti	N;SG	N;NOM;SG
koran	sanomalehteä	koran	sanoma#lehti	N;SG	N;PRT;SG
koran	paperi	koran	paperi	N;SG	N;NOM;SG
koran	paperia	koran	paperi	N;SG	N;PRT;SG
berlanjut	jatkuu	berlanjut	jatkua	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
meluncurkan	käynnistää	menluncurkan	käynnistää	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
meluncurkan	käynnistää	menluncurkan	käynnistää	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
meluncurkan	käynnisti	menluncurkan	käynnistää	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
dimensi	ulottuvuus	dimensi	ulottuvuus	N;SG	N;NOM;SG
dimensi	ulottuvuutta	dimensi	ulottuvuus	N;SG	N;PRT;SG
monster	hirviö	monster	hirviö	N	N;NOM;SG
monster	hirviöitä	monster	hirviö	N	N;PRT;PL
monster	hirviöt	monster	hirviö	N	N;NOM;PL
signifikan	huomattava	signifikan	huomattava	ADJ;SG	ADJ;NOM;SG
signifikan	merkittävä	signifikan	merkittävä	ADJ;SG	ADJ;NOM;SG
signifikan	merkittävää	signifikan	merkittävä	ADJ;SG	ADJ;PRT;SG
domestik	kotimaa	domestik	koti#maa	N;SG	N;NOM;SG
domestik	kotimaan	domestik	koti#maa	N;SG	N;GEN;SG
penerima	saajan	penterima	saaja	N;SG	N;GEN;SG
penerima	saaja	penterima	saaja	N;SG	N;NOM;SG
penerima	vastaanottaja	penterima	vastaan#ottaja	N;SG	N;NOM;SG
penerima	saajan	penterima	saaja	N;SG	N;GEN;SG
penerima	saaja	penterima	saaja	N;SG	N;NOM;SG
penerima	vastaanottaja	penterima	vastaan#ottaja	N;SG	N;NOM;SG
penerima	vastaanotin	penterima	vastaan#otta	N;SG	N;NOM;SG
identitas	identiteetin	identitas	identiteetti	N;SG	N;GEN;SG
identitas	identiteetti	identitas	identiteetti	N;SG	N;NOM;SG
identitas	henkilöllisyys	identitas	henkilöllisyys	N;SG	N;NOM;SG
atap	katolla	atap	katto	N;SG	N;AT+ESS
;SG
atap	katto	atap	katto	N;SG	N;NOM;SG
atap	kattoa	atap	katto	N;SG	N;PRT;SG
atap	katon	atap	katto	N;SG	N;GEN;SG
dikelola	hallittu	dikelola	hallita	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dikelola	säilytetty	dikelola	säilyttää	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
ancaman	uhka	ancaman	uhka	N;SG	N;NOM;SG
ancaman	uhkaus	ancaman	uhkaus	N;SG	N;NOM;SG
ancaman	uhka	ancaman	uhka	N;SG	N;NOM;SG
pengakuan	tunnustus	penakuan	tunnustus	N;SG	N;NOM;SG
pengakuan	tunnustaminen	penakuan	tunnustaminen	N;SG	N;NOM;SG
pengakuan	pääsy	penakuan	pääsy	N;SG	N;NOM;SG
pengakuan	sisäänpääsy	penakuan	sisäänpääsy	N;SG	N;NOM;SG
pengakuan	tunnustus	penakuan	tunnustus	N;SG	N;NOM;SG
pengakuan	tunnustuksen	penakuan	tunnustus	N;SG	N;GEN;SG
pengakuan	tunnusta	penakuan	tuntu	N;SG	N;PRT;SG
pengakuan	tunnustus	penakuan	tunnustus	N;SG	N;NOM;SG
pengakuan	tunnustamista	penakuan	tunnustaa	N;SG	N;PRT;SG
pengakuan	tunnustaminen	penakuan	tunnustaminen	N;SG	N;NOM;SG
pengakuan	tunnustusta	penakuan	tunnustus	N;SG	N;PRT;SG
mahkamah	oikeus	mahkamah	oikeus	N;SG	N;NOM;SG
mahkamah	tuomioistuin	mahkamah	tuomio#istuin	N;SG	N;NOM;SG
penerbit	kustantaja	penterbit	kustantaja	N;SG	N;NOM;SG
penerbit	julkaisija	penterbit	julkaisija	N;SG	N;NOM;SG
penerbit	julkaiseminen	penterbit	julkaiseminen	N;SG	N;NOM;SG
penerbit	julkaisu	penterbit	julkaisu	N;SG	N;NOM;SG
jantan	mies	jantan	mies	N;SG	N;NOM;SG
jantan	uros	jantan	uros	N;SG	N;NOM;SG
karyawan	työntekijä	karyawan	työ#tekijä	N;MASC;SG	N;NOM;SG
karyawan	työntekijää	karyawan	työ#tekijä	N;MASC;SG	N;PRT;SG
halus	sileä	halus	sileä	ADJ;SG	ADJ;NOM;SG
halus	hienovarainen	halus	hieno#varainen	ADJ;SG	ADJ;NOM;SG
pedang	miekkaa	pedang	miekka	N;SG	N;PRT;SG
pedang	miekan	pedang	miekka	N;SG	N;GEN;SG
pedang	miekka	pedang	miekka	N;SG	N;NOM;SG
restoran	ravintola	restoran	ravintola	N;SG	N;NOM;SG
restoran	ravintolassa	restoran	ravintola	N;SG	N;IN+ESS;SG
bersih	puhdasta	bersih	puhdas	ADJ;SG	ADJ;PRT;SG
bersih	puhdas	bersih	puhdas	ADJ;SG	ADJ;NOM;SG
direktorat	osasto	direktorat	osasto	N;SG	N;NOM;SG
peluru	luodin	peluru	luoda	N;SG	N;GEN;SG
peluru	luoti	peluru	luottaa	N;SG	N;NOM;SG
koloni	siirtokunta	koloni	siirto#kunta	N;SG	N;NOM;SG
varian	muunnos	varian	muunnos	N;SG	N;NOM;SG
varian	variantti	varian	variantti	N;SG	N;NOM;SG
distribusi	jakelu	distribusi	jakelu	N;SG	N;NOM;SG
distribusi	jakauma	distribusi	jakaa	N;SG	N;NOM;SG
distribusi	jakautuminen	distribusi	jakautuminen	N;SG	N;NOM;SG
cucu	lapsenlapsi	cucu	lapsen#lapsi	N;SG	N;NOM;SG
cucu	lapsenlapsi	cucu	lapsen#lapsi	N;SG	N;NOM;SG
cucu	pojanpoika	cucu	pojan#poika	N;SG	N;NOM;SG
cucu	lapsenlapsi	cucu	lapsen#lapsi	N;SG	N;NOM;SG
baja	terästä	baja	teräs	N	N;PRT;SG
baja	teräs	baja	teräs	N	N;NOM;SG
baja	teräksen	baja	teräs	N	N;GEN;SG
keterangan	kuvateksti	keterangan	kuvateksti	N;SG	N;NOM;SG
keterangan	kuvaus	keterangan	kuvaus	N;SG	N;NOM;SG
pejuang	soturi	pejuang	soturi	N;SG	N;NOM;SG
pejuang	taistelija	pejuang	taistelija	N;SG	N;NOM;SG
bawang	valkosipulia	bawang	valko#sipuli	N;SG	N;PRT;SG
bawang	sipuli	bawang	sipuli	N;SG	N;NOM;SG
bawang	sipulia	bawang	sipuli	N;SG	N;PRT;SG
bawang	sipulia	bawang	sipuli	N;SG	N;PRT;SG
bawang	sipuli	bawang	sipuli	N;SG	N;NOM;SG
komposisi	kokoonpano	komposisi	kokoonpano	N;SG	N;NOM;SG
komposisi	koostumus	komposisi	koostumus	N;SG	N;NOM;SG
murni	puhdasta	murni	puhdas	ADJ;SG	ADJ;PRT;SG
murni	puhtaana	murni	puhdas	ADJ;SG	ADJ;FRML;SG
murni	puhdas	murni	puhdas	ADJ;SG	ADJ;NOM;SG
saksi	todistaja	saksi	todistaja	N;SG	N;NOM;SG
saksi	silminnäkijä	saksi	silminnäkijä	N;SG	N;NOM;SG
saksi	todistajan	saksi	todistaja	N;SG	N;GEN;SG
rumput	nurmikon	rumput	nurmikko	N;SG	N;GEN;SG
rumput	nurmikko	rumput	nurmikko	N;SG	N;NOM;SG
rumput	ruohoa	rumput	ruoho	N;SG	N;PRT;SG
rumput	ruoho	rumput	ruoho	N;SG	N;NOM;SG
tank	säiliö	tank	säiliö	N	N;NOM;SG
tank	tank	tank	tank	N	N;NOM;SG
tank	tankki	tank	tankki	N	N;NOM;SG
tank	tankit	tank	tankki	N	N;NOM;PL
tank	säiliöt	tank	säiliö	N	N;NOM;PL
sidang	oikeudenkäyntiä	sidang	oikeuden#käynti	N;SG	N;PRT;SG
sidang	oikeudenkäynnin	sidang	oikeuden#käynti	N;SG	N;GEN;SG
sidang	oikeudenkäynti	sidang	oikeuden#käynti	N;SG	N;NOM;SG
sidang	oikeus	sidang	oikeus	N;SG	N;NOM;SG
sidang	tuomioistuin	sidang	tuomio#istuin	N;SG	N;NOM;SG
baku	raakana	baku	raaka	ADJ;SG	ADJ;FRML;SG
baku	raaka	baku	raaka	ADJ;SG	ADJ;NOM;SG
penari	tanssija	pentari	tanssija	N;SG	N;NOM;SG
memperkuat	vahvistaa	menperkuat	vahvistaa	V;SG;ACT	V;IND;SG;PRS;FIN;ACT
memperkuat	lujittaa	menperkuat	lujittaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
formal	muodollista	formal	muodollinen	ADJ	ADJ;PRT;SG
formal	muodollinen	formal	muodollinen	ADJ	ADJ;NOM;SG
formal	muodolliset	formal	muodollinen	ADJ	ADJ;NOM;PL
perlawanan	kestävyys	perlawanan	kestävyys	N;SG	N;NOM;SG
perlawanan	vastustus	perlawanan	vastustus	N;SG	N;NOM;SG
perlawanan	vastarinta	perlawanan	vasta#rinta	N;SG	N;NOM;SG
perlawanan	vastarinnan	perlawanan	vasta#rinta	N;SG	N;GEN;SG
perlawanan	vastarintaa	perlawanan	vastarinta	N;SG	N;PRT;SG
terbukti	osoitettu	terbukti	osoittaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
terbukti	todistettu	terbukti	todistaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
terbukti	todistettu	terbukti	todistaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
betina	naaras	betina	naaras	N;SG	N;NOM;SG
betina	nainen	betina	nainen	N;SG	N;NOM;SG
pameran	näyttely	pameran	näyttely	N;SG	N;NOM;SG
pameran	expo	pameran	expo	N;SG	N;NOM;SG
pameran	näyttely	pameran	näyttely	N;SG	N;NOM;SG
pameran	näyttelyyn	pameran	näyttely	N;SG	N;IN+ALL;SG
pameran	näyttelyä	pameran	näyttely	N;SG	N;PRT;SG
pameran	näyttelyssä	pameran	näyttely	N;SG	N;IN+ESS;SG
mengungkapkan	paljastaa	menungkapkan	paljastaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
mengungkapkan	paljasta	menungkapkan	paljas	V;SG;ACT	V;IMP;SG;2;FIN;ACT
mengungkapkan	paljastaa	menungkapkan	paljastaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
mengungkapkan	ilmaisee	menungkapkan	ilmaista	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
mengungkapkan	paljastanut	menungkapkan	paljastaa	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
mengungkapkan	paljasti	menungkapkan	paljastaa	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
mengungkapkan	paljastunut	menungkapkan	paljastua	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
mengungkapkan	paljastui	menungkapkan	paljastua	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
memahami	ymmärrä	menpahami	ymmärtää	V;SG;ACT	V;IMP;SG;2;FIN;ACT
memahami	ymmärtää	menpahami	ymmärtää	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
memahami	ymmärtää	menpahami	ymmärtää	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
peninggalan	pyhäinjäännös	pentinggalan	pyhäin#jääntö	N;SG	N;IN+ALL;SG
dicatat	kirjattu	dicatat	kirjata	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dicatat	kirjataan	dicatat	kirjata	V;SG;PASS	V;IND;PRS;FIN;PASS
dicatat	huomioitu	dicatat	huomioida	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
platform	alusta	platform	alku	N	N;IN+ABL;SG
platform	foorumi	platform	foorumi	N	N;NOM;SG
platform	alustan	platform	alusta	N	N;GEN;SG
platform	laituri	platform	laituri	N	N;NOM;SG
platform	alustat	platform	alusta	N	N;NOM;PL
kamp	leiri	kamp	leiri	N;SG	N;NOM;SG
kamp	leirin	kamp	leiri	N;SG	N;GEN;SG
kamp	camp	kamp	camp	N;SG	N;NOM;SG
kamp	leirillä	kamp	leiri	N;SG	N;AT+ESS
;SG
kekayaan	vauraus	kekayaan	vauraus	N;SG	N;NOM;SG
kekayaan	rikkautta	kekayaan	rikkaus	N;SG	N;PRT;SG
kekayaan	vaurautta	kekayaan	vauraus	N;SG	N;PRT;SG
kekayaan	rikkaus	kekayaan	rikkaus	N;SG	N;NOM;SG
kekayaan	rikkautta	kekayaan	rikkaus	N;SG	N;PRT;SG
kekayaan	rikkaus	kekayaan	rikkaus	N;SG	N;NOM;SG
baris	jono	baris	jono	N;SG	N;NOM;SG
baris	rivi	baris	rivi	N;SG	N;NOM;SG
baris	viiva	baris	viiva	N;SG	N;NOM;SG
baris	linja	baris	linja	N;SG	N;NOM;SG
baris	riviä	baris	rivi	N;SG	N;PRT;SG
baris	riviä	baris	rivi	N;SG	N;PRT;SG
baris	rivin	baris	rivi	N;SG	N;GEN;SG
baris	rivi	baris	rivi	N;SG	N;NOM;SG
jahat	huono	jahat	huono	ADJ;SG	ADJ;NOM;SG
jahat	pahaa	jahat	paha	ADJ;SG	ADJ;PRT;SG
jahat	paha	jahat	paha	ADJ;SG	ADJ;NOM;SG
jahat	häijy	jahat	häijy	ADJ;SG	ADJ;NOM;SG
jahat	pahaa	jahat	paha	ADJ;SG	ADJ;PRT;SG
jahat	ilkeä	jahat	ilkeä	ADJ;SG	ADJ;NOM;SG
jahat	paha	jahat	paha	ADJ;SG	ADJ;NOM;SG
pembukaan	avaus	penbukaan	avaus	N;SG	N;NOM;SG
pembukaan	avaaminen	penbukaan	avaaminen	N;SG	N;NOM;SG
dilarang	kiellettyä	dilarang	kieltää	V;SG;PASS	V;PRT;SG;V.PTCP;PASS
dilarang	kielletty	dilarang	kieltää	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dilarang	kiellettyä	dilarang	kieltää	V;SG;PASS	V;PRT;SG;V.PTCP;PASS
dilarang	kielletty	dilarang	kieltää	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dilarang	estetty	dilarang	estää	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dilarang	kielletty	dilarang	kieltää	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
