ve	et	ve	et	CONJ	CONJ
yardımcısı	assistant	yardımcı	assistant	N;NOM;SG;3	N;MASC;SG
yardımcısı	adjointe	yardımcı	adjoint	N;NOM;SG;3	N;FEM;SG
yardımcısı	adjoint	yardımcı	adjoint	N;NOM;SG;3	N;MASC;SG
yardımcısı	assistante	yardımcı	assistant	N;NOM;SG;3	N;FEM;SG
yardımcısı	adjoint	yardımcı	adjoint	N;NOM;SG;3	N;MASC;SG
yardımcısı	député	yardımcı	député	N;NOM;SG;3	N;MASC;SG
yardımcısı	adjointe	yardımcı	adjoint	N;NOM;SG;3	N;FEM;SG
yardımcısı	vice	yardımcı	vice	N;NOM;SG;3	N;MASC;SG
adaları	îles	ada	île	N;ACC;PL;3	N;FEM;PL
adaları	iles	ada	ile	N;ACC;PL;3	N;FEM;PL
olimpiyatları	olympiades	ol	olympiad	N;ACC;PL;3	N;FEM;PL
olimpiyatları	olympiades	ol	olympiad	N;ACC;PL;3	N;FEM;PL
çözünürlük	résolution	çözünürlük	résolution	N;NOM;SG;3	N;FEM;SG
ad	nom	ad	nom	N;NOM;SG;3	N;MASC;SG
ad	dénomination	ad	dénomination	N;NOM;SG;3	N;FEM;SG
birden	subitement	birden	subitement	ADV	ADV
birden	soudainement	birden	soudainement	ADV	ADV
birden	soudain	birden	soudain	ADV	ADV
direktör	directeur	direk	directeur	N;NOM;SG;3	N;MASC;SG
direktör	directrice	direk	directrice	N;NOM;SG;3	N;FEM;SG
direktör	réalisateur	direk	réalisateur	N;NOM;SG;3	N;MASC;SG
katkıda	contribution	katkı	contribution	N;ESS;SG;3	N;FEM;SG
katkıda	cotisation	katkı	cotisation	N;ESS;SG;3	N;FEM;SG
anne	momie	anne	momie	N;NOM;SG;3	N;FEM;SG
anne	maman	anne	maman	N;NOM;SG;3	N;FEM;SG
anne	mère	anne	mère	N;NOM;SG;3	N;FEM;SG
anne	maman	anne	maman	N;NOM;SG;3	N;FEM;SG
anne	mère	anne	mère	N;NOM;SG;3	N;FEM;SG
anne	mere	anne	merer	N;NOM;SG;3	N;FEM;SG
anne	maman	anne	maman	N;NOM;SG;3	N;FEM;SG
anne	maman	anne	maman	N;NOM;SG;3	N;FEM;SG
katılan	participer	kat	participer	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NFIN
katılan	participant	kat	participer	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PRS;V.PTCP
değeri	valeur	değer	valeur	N;ACC;SG;3	N;FEM;SG
akademisi	académie	akadem	académie	N;NOM;SG;3	N;FEM;SG
akademisi	academy	akadem	academy	N;NOM;SG;3	N;SG
hataları	fautes	hata	faute	N;ACC;PL;3	N;FEM;PL
hataları	erreurs	hata	erreur	N;ACC;PL;3	N;FEM;PL
ince	subtil	ince	subtil	ADJ	ADJ;MASC;SG
ince	subtile	ince	subtile	ADJ	ADJ;FEM;SG
ince	mince	ince	mince	ADJ	ADJ;MASC;SG
ince	minces	ince	mince	ADJ	ADJ;MASC;PL
ince	maigre	ince	maigre	ADJ	ADJ;MASC;SG
ince	mince	ince	mince	ADJ	ADJ;MASC;SG
ince	minces	ince	mince	ADJ	ADJ;MASC;PL
ince	mince	ince	mince	ADJ	ADJ;MASC;SG
ciddi	sérieux	ciddi	sérieux	ADJ	ADJ;MASC;SG
ciddi	sérieux	ciddi	sérieux	ADJ	ADJ;MASC;SG
ciddi	serieux	ciddi	serieux	ADJ	ADJ;MASC;SG
ciddi	graves	ciddi	grave	ADJ	ADJ;MASC;PL
ciddi	grave	ciddi	grave	ADJ	ADJ;MASC;SG
ciddi	sérieuse	ciddi	sérieux	ADJ	ADJ;FEM;SG
ceza	peine	ceza	peine	N;NOM;SG;3	N;FEM;SG
ceza	pénalité	ceza	pénalité	N;NOM;SG;3	N;FEM;SG
ceza	sanction	ceza	sanction	N;NOM;SG;3	N;FEM;SG
ceza	punition	ceza	punition	N;NOM;SG;3	N;FEM;SG
ceza	châtiment	ceza	châtiment	N;NOM;SG;3	N;MASC;SG
ceza	sanction	ceza	sanction	N;NOM;SG;3	N;FEM;SG
ceza	détention	ceza	détention	N;NOM;SG;3	N;FEM;SG
ceza	rétention	ceza	rétention	N;NOM;SG;3	N;FEM;SG
ceza	phrase	ceza	phrase	N;NOM;SG;3	N;FEM;SG
ceza	sentence	ceza	sentence	N;NOM;SG;3	N;FEM;SG
ceza	peine	ceza	peine	N;NOM;SG;3	N;FEM;SG
özelliği	fonctionnalité	özellik	fonctionnalité	N;NOM;SG;3	N;FEM;SG
şampiyonlar	champions	şampiyon	champion	N;NOM;PL;3	N;MASC;PL
terk	congé	terk	congé	N;NOM;SG;3	N;MASC;SG
terk	abandon	terk	abandon	N;NOM;SG;3	N;MASC;SG
terk	abandon	terk	abandon	N;NOM;SG;3	N;MASC;SG
terk	dépotoir	terk	dépotoir	N;NOM;SG;3	N;MASC;SG
terk	décharge	terk	décharge	N;NOM;SG;3	N;FEM;SG
getirildi	apporté	getir	apporter	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
getirildi	amené	getir	amener	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
piyade	infanterie	piya	infanterie	N;ESS;SG;3	N;FEM;SG
sekiz	huit	sekiz	huit	NUM	NUM
yemek	déjeuner	yemek	déjeuner	N;NOM;SG;3	N;MASC;SG
yemek	nourriture	yemek	nourriture	N;NOM;SG;3	N;FEM;SG
yemek	alimentation	yemek	alimentation	N;NOM;SG;3	N;FEM;SG
yemek	dîner	yemek	dîner	N;NOM;SG;3	N;MASC;SG
yemek	parabole	yemek	parabole	N;NOM;SG;3	N;FEM;SG
yemek	plat	yemek	plat	N;NOM;SG;3	N;MASC;SG
yemek	repas	yemek	repas	N;NOM;SG;3	N;MASC;SG
dans	danse	dans	danse	N;NOM;SG;3	N;FEM;SG
dans	danse	dans	danse	N;NOM;SG;3	N;FEM;SG
ulaşım	transport	ulaşım	transport	N;NOM;SG;3	N;MASC;SG
ulaşım	transport	ulaşım	transport	N;NOM;SG;3	N;MASC;SG
önem	importance	önem	importance	N;NOM;SG;3	N;FEM;SG
vakfı	fondement	vakıf	fondement	N;ACC;SG;3	N;MASC;SG
vakfı	fondation	vakıf	fondation	N;ACC;SG;3	N;FEM;SG
yavaş	lent	yavaş	lent	ADJ	ADJ;MASC;SG
yavaş	lente	yavaş	lent	ADJ	ADJ;FEM;SG
yavaş	facile	yavaş	facile	ADJ	ADJ;MASC;SG
yavaş	faciles	yavaş	facile	ADJ	ADJ;MASC;PL
ülkeler	nations	ülke	nation	N;NOM;PL;3	N;FEM;PL
sonuçları	résultats	sonuç	résultat	N;ACC;PL;3	N;MASC;PL
sonuçları	conséquences	sonuç	conséquence	N;ACC;PL;3	N;FEM;PL
düzenleme	modifier	düzenle	modifier	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
düzenleme	éditer	düzenle	éditer	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
düzenleme	éditer	düzenle	éditer	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
düzenleme	organiser	düzenle	organiser	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
ziyaret	visite	ziyaret	visite	N;NOM;SG;3	N;FEM;SG
ayrıldı	séparée	ayrıl	séparer	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP
ayrıldı	séparé	ayrıl	séparer	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
olimpiyat	olympiade	olimpiyat	olympiade	N;NOM;SG;3	N;FEM;SG
sen	tu	sen	il	PRO;NOM;SG;2	PRO;SG;2
sen	toi	sen	soi	PRO;NOM;SG;2	PRO;SG;2
sen	you	sen	you	PRO;NOM;SG;2	PRO;SG;2
yazdı	écrivit	yaz	écrire	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
yazdı	écrit	yaz	écrire	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
silinmiş	supprimé	sil	supprimer	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
silinmiş	supprimée	sil	supprimer	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
silinmiş	effacé	sil	effacer	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
önceden	auparavant	önceden	auparavant	ADV	ADV
önceden	précédemment	önceden	précédemment	ADV	ADV
önceden	auparavant	önceden	auparavant	ADV	ADV
hafif	légère	hafif	léger	ADJ	ADJ;FEM;SG
hafif	léger	hafif	léger	ADJ	ADJ;MASC;SG
hafif	doux	hafif	doux	ADJ	ADJ;MASC;SG
hafif	légère	hafif	léger	ADJ	ADJ;FEM;SG
hafif	léger	hafif	léger	ADJ	ADJ;MASC;SG
hafif	légère	hafif	léger	ADJ	ADJ;FEM;SG
hafif	légères	hafif	léger	ADJ	ADJ;FEM;PL
havalimanı	aéroport	havaliman	aéroport	N;ACC;SG;3	N;MASC;SG
havalimanı	aérodrome	havaliman	aérodrome	N;ACC;SG;3	N;MASC;SG
sarayı	palais	sara	palais	N;ACC;SG;3	N;MASC;SG
sarayı	palace	sara	palace	N;ACC;SG;3	N;MASC;SG
vermek	donnant	ver	donner	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PRS;V.PTCP
lideri	meneur	lider	meneur	N;NOM;SG;3	N;MASC;SG
lideri	leader	lider	leader	N;NOM;SG;3	N;MASC;SG
toplumsal	communal	toplumsal	communal	ADJ	ADJ;MASC;SG
toplumsal	communales	toplumsal	communal	ADJ	ADJ;FEM;PL
toplumsal	sociale	toplumsal	social	ADJ	ADJ;FEM;SG
toplumsal	sociaux	toplumsal	social	ADJ	ADJ;MASC;PL
toplumsal	social	toplumsal	social	ADJ	ADJ;MASC;SG
yazılmış	ecrit	yaz	ecrire	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
yazılmış	écrite	yaz	écrire	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
yazılmış	écrit	yaz	écrire	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
şehirler	bourgs	şehir	bourg	N;NOM;PL;3	N;MASC;PL
şehirler	villes	şehir	ville	N;NOM;PL;3	N;FEM;PL
kalesi	château	kale	château	N;NOM;SG;3	N;MASC;SG
kalesi	chateau	kale	château	N;NOM;SG;3	N;MASC;SG
civarında	proximité	civar	proximité	N;ESS;SG;3	N;FEM;SG
uçak	avion	uçak	avion	N;NOM;SG;3	N;MASC;SG
uçak	avion	uçak	avion	N;NOM;SG;3	N;MASC;SG
uçak	avion	uçak	avion	N;NOM;SG;3	N;MASC;SG
uçak	avion	uçak	avion	N;NOM;SG;3	N;MASC;SG
gerçekten	effectivement	gerçekten	effectivement	ADV	ADV
gerçekten	vraiment	gerçekten	vraiment	ADV	ADV
gerçekten	réellement	gerçekten	réellement	ADV	ADV
gerçekten	véritablement	gerçekten	véritablement	ADV	ADV
gerçekten	vraiment	gerçekten	vraiment	ADV	ADV
gerçekten	réellement	gerçekten	réellement	ADV	ADV
savaşları	guerres	savaş	guerre	N;NOM;PL;3	N;FEM;PL
kurucusu	fondateur	kurucu	fondateur	N;NOM;SG;3	N;MASC;SG
yükseldi	ressuscité	yüksel	ressuscité	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
mühendisliği	ingénierie	mühendislik	ingénierie	N;NOM;SG;3	N;FEM;SG
mühendisliği	génie	mühendislik	génie	N;NOM;SG;3	N;MASC;SG
dağları	montagnes	dağ	montagne	N;NOM;PL;3	N;FEM;PL
dağları	monts	dağ	mont	N;NOM;PL;3	N;MASC;PL
albümleri	albums	albüm	album	N;ACC;PL;3	N;MASC;PL
ilişkiler	relations	ilişki	relation	N;NOM;PL;3	N;FEM;PL
ilişkiler	relations	ilişki	relation	N;NOM;PL;3	N;FEM;PL
görüntü	image	görüntü	image	N;NOM;SG;3	N;FEM;SG
şablonu	gabarit	şablo	gabarit	N;ACC;SG;3	N;MASC;SG
şablonu	modèle	şablo	modèle	N;ACC;SG;3	N;MASC;SG
başardı	réussi	baş	réussir	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
yugoslavya	yougoslavie	yugoslavya	yougoslavie	N;NOM;SG;3	N;FEM;SG
açıkladı	expliqué	açıkla	expliquer	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
açıkladı	expliquée	açıkla	expliquer	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP
açıkladı	dévoilée	açıkla	dévoiler	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP
açıkladı	dévoilé	açıkla	dévoiler	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
kaynakları	sources	kaynak	source	N;ACC;PL;3	N;FEM;PL
kaynakları	ressources	kaynak	ressource	N;ACC;PL;3	N;FEM;PL
bilimler	sciences	bilim	science	N;NOM;PL;3	N;FEM;PL
hep	toujours	hep	toujours	ADV	ADV
konser	concert	konser	concert	N;NOM;SG;3	N;MASC;SG
yayımlandı	publiée	yayımla	publier	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
yayımlandı	publié	yayımla	publier	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
işbirliği	collaboration	işbirliği	collaboration	N;NOM;SG;3	N;FEM;SG
işbirliği	coopération	işbirliği	coopération	N;NOM;SG;3	N;FEM;SG
istatistikleri	statistiques	ista	statistique	N;NOM;PL;3	N;FEM;PL
istatistikleri	stats	ista	stat	N;NOM;PL;3	N;MASC;PL
istatistikleri	statistiques	ista	statistique	N;NOM;PL;3	N;FEM;PL
komedi	comédie	komedi	comédie	N;NOM;SG;3	N;FEM;SG
komedi	comique	komedi	comique	N;NOM;SG;3	N;MASC;SG
anlamı	signification	anlam	signification	N;ACC;SG;3	N;FEM;SG
anlamı	sens	anlam	sens	N;ACC;SG;3	N;MASC;SG
oyuncular	joueurs	oyuncu	joueur	N;NOM;PL;3	N;MASC;PL
oyuncular	acteurs	oyuncu	acteur	N;NOM;PL;3	N;MASC;PL
oyuncular	comédiens	oyuncu	comédien	N;NOM;PL;3	N;MASC;PL
oyuncular	joueurs	oyuncu	joueur	N;NOM;PL;3	N;MASC;PL
oyuncular	interprètes	oyuncu	interprète	N;NOM;PL;3	N;MASC;PL
kullanıcılar	usagers	kullanıcı	usager	N;NOM;PL;3	N;MASC;PL
kullanıcılar	utilisateurs	kullanıcı	utilisateur	N;NOM;PL;3	N;MASC;PL
olaylar	incidents	olay	incident	N;NOM;PL;3	N;MASC;PL
olaylar	évènements	olay	évènement	N;NOM;PL;3	N;MASC;PL
olaylar	evénements	olay	evénement	N;NOM;PL;3	N;MASC;PL
olaylar	evenements	olay	evenement	N;NOM;PL;3	N;MASC;PL
olaylar	événements	olay	événement	N;NOM;PL;3	N;MASC;PL
cevap	réponse	cevap	réponse	N;NOM;SG;3	N;FEM;SG
cevap	reponse	cevap	reponser	N;NOM;SG;3	N;FEM;SG
cevap	réponse	cevap	réponse	N;NOM;SG;3	N;FEM;SG
cevap	réplique	cevap	réplique	N;NOM;SG;3	N;FEM;SG
cevap	reponse	cevap	reponser	N;NOM;SG;3	N;FEM;SG
cevap	réponse	cevap	réponse	N;NOM;SG;3	N;FEM;SG
cevap	réaction	cevap	réaction	N;NOM;SG;3	N;FEM;SG
manyetik	magnétiques	manyetik	magnétique	ADJ	ADJ;MASC;PL
manyetik	magnétique	manyetik	magnétique	ADJ	ADJ;MASC;SG
dilleri	langues	dil	langue	N;NOM;PL;3	N;FEM;PL
aksine	contrairement	aksine	contrairement	ADV	ADV
bölgesel	régionales	bölgesel	régional	ADJ	ADJ;FEM;PL
bölgesel	régionaux	bölgesel	régional	ADJ	ADJ;MASC;PL
bölgesel	régional	bölgesel	régional	ADJ	ADJ;MASC;SG
kayıp	manquants	kayıp	manquant	ADJ	ADJ;MASC;PL
kayıp	manquante	kayıp	manquant	ADJ	ADJ;FEM;SG
görüş	rétroaction	görüş	rétroaction	N;NOM;SG;3	N;FEM;SG
görüş	visibilité	görüş	visibilité	N;NOM;SG;3	N;FEM;SG
trabzonspor	trabzonspor	trabzonspor	trabzonspor	N;NOM;SG;3	N;MASC;SG
milletler	nations	millet	nation	N;NOM;PL;3	N;FEM;PL
sağladı	fourni	sağla	fournir	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
sağladı	fournie	sağla	fournir	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP
evlilik	mariage	evlilik	mariage	N;NOM;SG;3	N;MASC;SG
evlilik	mariage	evlilik	mariage	N;NOM;SG;3	N;MASC;SG
imparatorluk	empire	imparatorluk	empire	N;NOM;SG;3	N;MASC;SG
katıldığı	participé	kat	participer	V;PFV;IND;POS;PST;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
hanedanı	dynastie	hanedan	dynastie	N;INS;SG;3	N;FEM;SG
gelişmiş	évolué	geliş	évoluer	V;PFV;NFH;IND;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
gelişmiş	développées	geliş	développer	V;PFV;NFH;IND;POS;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
gelişmiş	développés	geliş	développer	V;PFV;NFH;IND;POS;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
gelişmiş	développée	geliş	développer	V;PFV;NFH;IND;POS;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
gelişmiş	développé	geliş	développer	V;PFV;NFH;IND;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
gelişmiş	améliorés	geliş	améliorer	V;PFV;NFH;IND;POS;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
gelişmiş	améliorées	geliş	améliorer	V;PFV;NFH;IND;POS;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
gelişmiş	améliorée	geliş	améliorer	V;PFV;NFH;IND;POS;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
gelişmiş	amélioré	geliş	améliorer	V;PFV;NFH;IND;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
gelişmiş	améliorés	geliş	améliorer	V;PFV;NFH;IND;POS;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
gelişmiş	renforcée	geliş	renforcer	V;PFV;NFH;IND;POS;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
gelişmiş	améliorée	geliş	améliorer	V;PFV;NFH;IND;POS;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
gelişmiş	amélioré	geliş	améliorer	V;PFV;NFH;IND;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
gelişmiş	avancés	geliş	avancé	V;PFV;NFH;IND;POS;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
gelişmiş	avancées	geliş	avancée	V;PFV;NFH;IND;POS;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
gelişmiş	avancé	geliş	avancer	V;PFV;NFH;IND;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
gelişmiş	perfectionné	geliş	perfectionner	V;PFV;NFH;IND;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
bunları	ces	bu	ce	PRO;ACC;PL;3	PRO;PL;3
açtı	ouvert	aç	ouvrir	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
onlar	eux	o	soi	PRO;NOM;PL;3	PRO;MASC;PL;3
onlar	elles	o	il	PRO;NOM;PL;3	PRO;FEM;PL;3
onlar	ils	o	il	PRO;NOM;PL;3	PRO;MASC;PL;3
onlar	eux	o	soi	PRO;NOM;PL;3	PRO;MASC;PL;3
modeli	modele	model	modele	N;NOM;SG;3	N;MASC;SG
modeli	modèle	model	modèle	N;NOM;SG;3	N;MASC;SG
modeli	mannequin	model	mannequin	N;NOM;SG;3	N;MASC;SG
modeli	maquette	model	maquette	N;NOM;SG;3	N;FEM;SG
gösterdi	montré	göster	montrer	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
akademik	académiques	akademik	académique	ADJ	ADJ;MASC;PL
akademik	universitaire	akademik	universitaire	ADJ	ADJ;MASC;SG
akademik	universitaires	akademik	universitaire	ADJ	ADJ;MASC;PL
akademik	académique	akademik	académique	ADJ	ADJ;MASC;SG
hepsi	toutes	hepsi	tout	PRO;NOM;PL;3	PRO;FEM;PL
hepsi	tous	hepsi	tout	PRO;NOM;PL;3	PRO;MASC;PL
official	fonctionnaire	official	fonctionnaire	N;NOM;SG;3	N;MASC;SG
şarkılar	chansons	şarkı	chanson	N;NOM;PL;3	N;FEM;PL
üyeler	membres	üye	membre	N;NOM;PL;3	N;MASC;PL
üyeler	adhérents	üye	adhérent	N;NOM;PL;3	N;MASC;PL
aracı	outil	araç	outil	N;ACC;SG;3	N;MASC;SG
aracı	intermédiaire	araç	intermédiaire	N;ACC;SG;3	N;MASC;SG
billboard	panneau	billboard	panneau	N;NOM;SG;3	N;MASC;SG
katılıyorum	convenir	kat	convenir	V;PROG;IND;SG;1;POS;INFM;PRS;PASS	V;NFIN
çoğunluğu	majorité	çoğunluk	majorité	N;ACC;SG;3	N;FEM;SG
akademi	académie	akadem	académie	N;NOM;SG;3	N;FEM;SG
akademi	academy	akadem	academy	N;NOM;SG;3	N;SG
uzunluk	longueur	uzunluk	longueur	N;NOM;SG;3	N;FEM;SG
barcelona	barcelone	barcelon	barcelone	N;NOM;SG;3	N;MASC;SG
tedavi	remède	tedavi	remède	N;NOM;SG;3	N;MASC;SG
tedavi	cure	tedavi	cure	N;NOM;SG;3	N;FEM;SG
tedavi	guérison	tedavi	guérison	N;NOM;SG;3	N;FEM;SG
tedavi	thérapie	tedavi	thérapie	N;NOM;SG;3	N;FEM;SG
tedavi	traitement	tedavi	traitement	N;NOM;SG;3	N;MASC;SG
karmaşık	complexe	karmaşık	complexe	ADJ	ADJ;MASC;SG
karmaşık	complexes	karmaşık	complexe	ADJ	ADJ;MASC;PL
yaşlı	ancien	yaşlı	ancien	ADJ	ADJ;MASC;SG
yaşlı	aîné	yaşlı	aîné	ADJ	ADJ;MASC;SG
yaşlı	ancienne	yaşlı	ancien	ADJ	ADJ;FEM;SG
yaşlı	anciens	yaşlı	ancien	ADJ	ADJ;MASC;PL
yaşlı	ancien	yaşlı	ancien	ADJ	ADJ;MASC;SG
yaşlı	vieux	yaşlı	vieux	ADJ	ADJ;MASC;SG
yaşlı	vieille	yaşlı	vieux	ADJ	ADJ;FEM;SG
yaşlı	âgées	yaşlı	âgé	ADJ	ADJ;FEM;PL
yaşlı	âgées	yaşlı	âgé	ADJ	ADJ;FEM;PL
yaşlı	aîné	yaşlı	aîné	ADJ	ADJ;MASC;SG
alanları	domaines	alan	domaine	N;ACC;PL;3	N;MASC;PL
alanları	champs	alan	champ	N;ACC;PL;3	N;MASC;PL
alanları	domaines	alan	domaine	N;ACC;PL;3	N;MASC;PL
alanları	zones	alan	zone	N;ACC;PL;3	N;FEM;PL
karakteri	caractère	karakteri	caractère	N;ESS;SG;3	N;MASC;SG
karakteri	personnage	karakteri	personnage	N;ESS;SG;3	N;MASC;SG
süresi	duree	süre	duree	N;NOM;SG;3	N;FEM;SG
süresi	durée	süre	durée	N;NOM;SG;3	N;FEM;SG
devletler	etats	devlet	etat	N;NOM;PL;3	N;MASC;PL
devletler	états	devlet	état	N;NOM;PL;3	N;MASC;PL
tour	visite	tour	visite	N;NOM;SG;3	N;FEM;SG
tour	tour	tour	tour	N;NOM;SG;3	N;MASC;SG
açıldı	ouvert	aç	ouvrir	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
yerleri	endroits	yer	endroit	N;ACC;PL;3	N;MASC;PL
yerleri	lieux	yer	lieu	N;ACC;PL;3	N;MASC;PL
yerleri	localisations	yer	localisation	N;ACC;PL;3	N;FEM;PL
yerleri	lieux	yer	lieu	N;ACC;PL;3	N;MASC;PL
derecesi	diplôme	derece	diplôme	N;NOM;SG;3	N;MASC;SG
derecesi	degré	derece	degré	N;NOM;SG;3	N;MASC;SG
sabah	matin	sabah	matin	N;NOM;SG;3	N;MASC;SG
gruplar	bandes	grup	bande	N;NOM;PL;3	N;FEM;PL
gruplar	groupes	grup	groupe	N;NOM;PL;3	N;MASC;PL
gruplar	groupes	grup	groupe	N;NOM;PL;3	N;MASC;PL
filmler	films	film	film	N;NOM;PL;3	N;MASC;PL
filmler	films	film	film	N;NOM;PL;3	N;MASC;PL
bölümleri	chapitres	bölüm	chapitre	N;ACC;PL;3	N;MASC;PL
bölümleri	épisodes	bölüm	épisode	N;ACC;PL;3	N;MASC;PL
bölümleri	sections	bölüm	section	N;ACC;PL;3	N;FEM;PL
sistemleri	systèmes	sistem	système	N;ACC;PL;3	N;MASC;PL
hareketler	mouvements	hareket	mouvement	N;NOM;PL;3	N;MASC;PL
hareketler	actions	hareket	action	N;NOM;PL;3	N;FEM;PL
hareketler	mouvements	hareket	mouvement	N;NOM;PL;3	N;MASC;PL
komitesi	comité	komite	comité	N;NOM;SG;3	N;MASC;SG
edebiyatı	littérature	edebiyat	littérature	N;ACC;SG;3	N;FEM;SG
filmleri	films	film	film	N;ACC;PL;3	N;MASC;PL
ödüller	récompenses	ödül	récompense	N;NOM;PL;3	N;FEM;PL
ödüller	distinctions	ödül	distinction	N;NOM;PL;3	N;FEM;PL
ödüller	trophées	ödül	trophée	N;NOM;PL;3	N;MASC;PL
ödüller	récompenses	ödül	récompense	N;NOM;PL;3	N;FEM;PL
servisi	service	servi	service	N;NOM;SG;3	N;MASC;SG
sıcaklık	température	sıcaklık	température	N;NOM;SG;3	N;FEM;SG
sıcaklık	chaleur	sıcaklık	chaleur	N;NOM;SG;3	N;FEM;SG
sıcaklık	température	sıcaklık	température	N;NOM;SG;3	N;FEM;SG
sıcaklık	chaleur	sıcaklık	chaleur	N;NOM;SG;3	N;FEM;SG
ulaştı	atteint	ulaş	atteindre	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
kimse	personne	kimse	personne	N;NOM;SG;3	N;FEM;SG
toprakları	terres	toprak	terre	N;ACC;PL;3	N;FEM;PL
toprakları	sols	toprak	sol	N;ACC;PL;3	N;MASC;PL
getirdi	apporté	getir	apporter	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
getirdi	amené	getir	amener	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
yazılım	logiciel	yazılım	logiciel	N;NOM;SG;3	N;MASC;SG
karısı	épouse	karı	épouse	N;NOM;SG;3	N;FEM;SG
karısı	epouse	karı	epouse	N;NOM;SG;3	N;FEM;SG
karısı	femme	karı	femme	N;NOM;SG;3	N;FEM;SG
sanatlar	arts	sanat	art	N;NOM;PL;3	N;MASC;PL
salonu	hall	salon	hall	N;ACC;SG;3	N;MASC;SG
evlendi	mariée	evlen	marier	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP
evlendi	marié	evlen	marier	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
yaşadı	vécue	yaşa	vivre	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP
yaşadı	vécu	yaşa	vivre	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
takımlar	costumes	takım	costume	N;NOM;PL;3	N;MASC;PL
takımlar	combinaisons	takım	combinaison	N;NOM;PL;3	N;FEM;PL
takımlar	équipes	takım	équipe	N;NOM;PL;3	N;FEM;PL
