קטגוריה	kategorija	קטגוריה	kategorija	N;FEM;SG	N;NOM;FEM;SG
מימון	financiranja	מימון	financiranje	N;MASC;SG	N;NOM;NEUT;SG
מימון	financiranje	מימון	financiranje	N;MASC;SG	N;NOM;NEUT;SG
מימון	financiranje	מימון	financiranje	N;MASC;SG	N;NOM;NEUT;SG
אוטומטית	automatski	אוטומטית	automatski	ADV	ADV
אוטומטית	automatsko	אוטומטית	automatski	ADV	ADV
אוטומטית	automatski	אוטומטית	automatski	ADV	ADV
משורר	pjesnika	משורר	pjesnik	N;MASC;SG	N;ANIM;ACC;MASC;SG
משורר	pjesnik	משורר	pjesnik	N;MASC;SG	N;NOM;MASC;SG
דפוס	uzorak	דפוס	uzorak	N;MASC;SG	N;NOM;MASC;SG
דפוס	obrazac	דפוס	obrazac	N;MASC;SG	N;NOM;MASC;SG
דפוס	ispis	דפוס	ispis	N;MASC;SG	N;NOM;MASC;SG
מושבים	sjedala	מושב	sjedalo	N;MASC;PL	N;NOM;NEUT;PL
משטר	režima	משטר	režim	N;MASC;SG	N;GEN;MASC;SG
משטר	režim	משטר	režim	N;MASC;SG	N;NOM;MASC;SG
הצעות	ponude	הצעה	ponuda	N;FEM;PL	N;NOM;FEM;PL
הצעות	sugestije	הצעה	sugestija	N;FEM;PL	N;NOM;FEM;PL
הצעות	prijedloge	הצעה	prijedlog	N;FEM;PL	N;ACC;MASC;PL
הצעות	prijedlozi	הצעה	prijedlog	N;FEM;PL	N;NOM;MASC;PL
הגורמים	faktora	הגורם	faktor	N	N;GEN;MASC;PL
טילים	rakete	טיל	raketa	N;MASC;PL	N;NOM;FEM;PL
טילים	rakete	טיל	raketa	N;MASC;PL	N;NOM;FEM;PL
יחדיו	zajedno	יחדיו	zajedno	ADV	ADV
מחלה	bolest	מחלה	bolest	N;FEM;SG	N;NOM;FEM;SG
מחלה	bolest	מחלה	bolest	N;FEM;SG	N;NOM;FEM;SG
מחלה	bolest	מחלה	bolest	N;FEM;SG	N;NOM;FEM;SG
עופות	pilići	עופה	pilići	N;MASC;PL	N;NOM;MASC;PL
עופות	ptice	עופה	ptica	N;MASC;PL	N;NOM;FEM;PL
גיבור	junak	גיבור	junak	N;MASC;SG	N;NOM;MASC;SG
גיבור	heroju	גיבור	heroj	N;MASC;SG	N;DAT;MASC;SG
גיבור	heroj	גיבור	heroj	N;MASC;SG	N;NOM;MASC;SG
בסיסי	osnovno	בסיסי	osnovno	ADJ;MASC;SG	ADJ;NOM;DEF;NEUT;SG
בסיסי	osnovni	בסיסי	osnovan	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
ייחודי	karakterističan	ייחודי	karakterističan	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
ייחודי	jedinstvena	ייחודי	jedinstven	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
ייחודי	jedinstveni	ייחודי	jedinstven	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
ייחודי	jedinstveno	ייחודי	jedinstven	ADJ;MASC;SG	ADJ;NOM;DEF;NEUT;SG
ייחודי	jedinstven	ייחודי	jedinstven	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
פוליטיקאים	političari	פוליטיקאי	političar	N;MASC;PL	N;NOM;MASC;PL
פוליטיקאים	političare	פוליטיקאי	političar	N;MASC;PL	N;ACC;MASC;PL
פוליטיקאים	političarima	פוליטיקאי	političar	N;MASC;PL	N;DAT;MASC;PL
הרוסים	rusima	הרוסה	rus	N;MASC;PL	N;DAT;MASC;PL
הרוסים	ruse	הרוסה	rusa	N;MASC;PL	N;ACC;MASC;PL
עצמאות	nezavisnost	עצמאות	nezavisnost	N;FEM;SG	N;NOM;FEM;SG
עצמאות	neovisnost	עצמאות	neovisnost	N;FEM;SG	N;NOM;FEM;SG
התקבלה	primio	התקבל	primiti	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP;ACT
התקבלה	prihvatio	התקבל	prihvatiti	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP;ACT
החליף	zamijenio	החליף	zamijeniti	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
החליף	zamijenio	החליף	zamijeniti	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
הסכמה	konsenzus	הסכמה	konsenzus	N;FEM;SG	N;NOM;MASC;SG
הסכמה	pristanak	הסכמה	pristanak	N;FEM;SG	N;NOM;MASC;SG
הסכמה	suglasnost	הסכמה	suglasnost	N;FEM;SG	N;NOM;FEM;SG
הסכמה	sporazum	הסכמה	sporazum	N;FEM;SG	N;NOM;MASC;SG
הסכמה	dogovor	הסכמה	dogovor	N;FEM;SG	N;NOM;MASC;SG
מחיר	cijena	מחיר	cijena	N;MASC;SG	N;NOM;FEM;SG
מחיר	cena	מחיר	cena	N;MASC;SG	N;NOM;FEM;SG
מחיר	cijena	מחיר	cijena	N;MASC;SG	N;NOM;FEM;SG
מחיר	trošak	מחיר	trošak	N;MASC;SG	N;NOM;MASC;SG
צעד	korak	צעד	korak	N;MASC;SG	N;NOM;MASC;SG
אוצר	blaga	אוצר	blago	N;MASC;SG	N;NOM;FEM;SG
אוצר	blago	אוצר	blago	N;MASC;SG	N;NOM;NEUT;SG
בחירה	odabir	בחירה	odabir	N;FEM;SG	N;NOM;MASC;SG
בחירה	izbor	בחירה	izbor	N;FEM;SG	N;NOM;MASC;SG
דעה	mišljenje	דעה	mišljenje	N;FEM;SG	N;NOM;NEUT;SG
דעה	misljenje	דעה	misljenje	N;FEM;SG	N;NOM;NEUT;SG
העביר	proslijedio	העביר	proslijediti	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
אליפויות	prvenstva	אליפות	prvenstvo	N;FEM;PL	N;NOM;NEUT;PL
מוסלמים	muslimane	מוסלמי	musliman	N;MASC;PL	N;ACC;MASC;PL
מוסלמים	muslimanima	מוסלמי	musliman	N;MASC;PL	N;INS;MASC;PL
מוסלמים	muslimana	מוסלמי	musliman	N;MASC;PL	N;GEN;MASC;PL
מוסלמים	muslimani	מוסלמי	musliman	N;MASC;PL	N;NOM;MASC;PL
מוסלמים	muslimani	מוסלמי	musliman	N;MASC;PL	N;NOM;MASC;PL
מוסלמים	muslimana	מוסלמי	musliman	N;MASC;PL	N;GEN;MASC;PL
משימות	zadatke	משימה	zadatak	N;FEM;PL	N;ACC;MASC;PL
משימות	zadaci	משימה	zadac	N;FEM;PL	N;NOM;MASC;PL
משימות	zadaće	משימה	zadaća	N;FEM;PL	N;NOM;FEM;PL
משימות	zadatke	משימה	zadatak	N;FEM;PL	N;ACC;MASC;PL
משימות	misijama	משימה	misija	N;FEM;PL	N;INS;FEM;PL
משימות	misije	משימה	misija	N;FEM;PL	N;NOM;FEM;PL
הודיעה	najavio	הודיע	najaviti	V;FEM;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
הודיעה	objavio	הודיע	objaviti	V;FEM;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
אחים	braća	אח	braća	N;PL	N;NOM;MASC;PL
עור	koža	עור	koža	N;MASC;SG	N;NOM;FEM;SG
עור	koža	עור	koža	N;MASC;SG	N;NOM;FEM;SG
בנוי	izgradio	בנה	izgraditi	V;MASC;SG;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP;ACT
בנוי	konstruirao	בנה	konstruirati	V;MASC;SG;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP;ACT
ילדה	djevojka	ילד	djevojka	N;FEM;SG	N;NOM;FEM;SG
ילדה	devojka	ילד	devojka	N;FEM;SG	N;NOM;FEM;SG
ילדה	cura	ילד	cur	N;FEM;SG	N;NOM;FEM;SG
ילדה	djete	ילד	dijete	N;FEM;SG	N;NOM;NEUT;SG
ילדה	dete	ילד	deti	N;FEM;SG	N;NOM;NEUT;SG
ילדה	dijete	ילד	dijete	N;FEM;SG	N;NOM;NEUT;SG
משפטי	pravni	משפטי	pravan	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
משפטי	pravna	משפטי	pravan	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
היסטוריונים	povjesničari	היסטוריון	povjesničar	N;MASC;PL	N;NOM;MASC;PL
דרגה	stupanj	דרגה	stupanj	N;FEM;SG	N;NOM;MASC;SG
דרגה	stupnja	דרגה	stupanj	N;FEM;SG	N;GEN;MASC;SG
דרגה	diploma	דרגה	diploma	N;FEM;SG	N;NOM;FEM;SG
דרגה	rang	דרגה	rang	N;FEM;SG	N;NOM;MASC;SG
דרגה	čin	דרגה	čin	N;FEM;SG	N;NOM;MASC;SG
תאים	ćelije	תא	ćelija	N;MASC;PL	N;NOM;FEM;PL
תאים	stanice	תא	stanica	N;MASC;PL	N;NOM;FEM;PL
לפתור	riješi	פתר	riješiti	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לפתור	riješiti	פתר	riješiti	V;NFIN;ACT	V;NFIN
לפתור	riješi	פתר	riješiti	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לפתור	riješiti	פתר	riješiti	V;NFIN;ACT	V;NFIN
פרמטר	parametar	פרמטר	parametar	N;MASC;SG	N;NOM;MASC;SG
עתיד	budućnosti	עתיד	budućnost	N;MASC;SG	N;INS;FEM;SG
עתיד	budućnost	עתיד	budućnost	N;MASC;SG	N;NOM;FEM;SG
תארים	naslovi	תואר	naslov	N;MASC;PL	N;NOM;MASC;PL
תארים	titule	תואר	titul	N;MASC;PL	N;NOM;FEM;PL
תארים	stupnjeva	תואר	stupanj	N;MASC;PL	N;GEN;MASC;PL
תארים	diplome	תואר	diploma	N;MASC;PL	N;NOM;FEM;PL
הון	kapitala	הון	kapital	N;MASC;SG	N;GEN;MASC;SG
הון	kapital	הון	kapital	N;MASC;SG	N;NOM;MASC;SG
משוררים	pjesnici	משורר	pjesnik	N;MASC;PL	N;NOM;MASC;PL
ישיבות	sastanke	ישיבה	sastanak	N;FEM;PL	N;ACC;MASC;PL
ישיבות	susreti	ישיבה	susret	N;FEM;PL	N;NOM;MASC;PL
ישיבות	sastanci	ישיבה	sastanak	N;FEM;PL	N;NOM;MASC;PL
עסקה	transakcija	עסקה	transakcija	N;FEM;SG	N;NOM;FEM;SG
מעוניין	zainteresiran	מעוניין	zainteresiran	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
מעוניין	zainteresirana	מעוניין	zainteresiran	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
הוסיף	dodao	הוסיף	dodati	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
תעשייה	industrija	תעשייה	industrija	N;FEM;SG	N;NOM;FEM;SG
מסר	poruku	מסר	poruka	N;MASC;SG	N;ACC;FEM;SG
מסר	poruka	מסר	poruka	N;MASC;SG	N;NOM;FEM;SG
מסר	messer	מסר	messer	N;MASC;SG	N;NOM;MASC;SG
עיקרי	primarna	עיקרי	primaran	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
עיקרי	primarni	עיקרי	primaran	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
לצפות	pazi	None	paziti	V;NFIN	V;IMP;SG;2;PRS;FIN
מכר	poznanik	מכר	poznanik	N;MASC;SG	N;NOM;MASC;SG
מכר	poznanstvo	מכר	poznanstvo	N;MASC;SG	N;NOM;NEUT;SG
לשמוע	čuti	שמע	čuti	V;NFIN;ACT	V;NFIN
ביקורות	kritike	ביקורת	kritika	N;FEM;PL	N;NOM;FEM;PL
מחלקה	odjel	מחלקה	odjel	N;FEM;SG	N;NOM;MASC;SG
מחלקה	odjeljak	מחלקה	odjeljak	N;FEM;SG	N;NOM;MASC;SG
מחלקה	sekcija	מחלקה	sekcija	N;FEM;SG	N;NOM;FEM;SG
להכניס	ubaci	הכניס	ubac	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
תרמו	donirali	תרם	donirati	V;PL;3;PST;ACT	V;MASC;PL;PST;V.PTCP;ACT
כספים	financije	כסף	financija	N;MASC;PL	N;NOM;FEM;PL
כספים	sredstva	כסף	sredstvo	N;MASC;PL	N;NOM;NEUT;PL
כספים	sredstava	כסף	sredstvo	N;MASC;PL	N;NOM;NEUT;PL
כספים	fondove	כסף	fond	N;MASC;PL	N;ACC;MASC;PL
יתרון	prednost	יתרון	prednost	N;MASC;SG	N;NOM;FEM;SG
יתרון	prednost	יתרון	prednost	N;MASC;SG	N;NOM;FEM;SG
רוסים	rusima	רוסי	rus	N;MASC;PL	N;DAT;MASC;PL
רוסים	ruse	רוסי	rusa	N;MASC;PL	N;ACC;MASC;PL
גופים	tijela	גוף	tijelo	N;MASC;PL	N;NOM;NEUT;PL
משבר	kriza	משבר	kriza	N;MASC;SG	N;NOM;FEM;SG
קילומטר	milje	קילומטר	milje	N;MASC;SG	N;NOM;FEM;SG
קילומטר	milja	קילומטר	milj	N;MASC;SG	N;NOM;MASC;SG
אמונה	vjera	אמונה	vjera	N;FEM;SG	N;NOM;FEM;SG
אמונה	vjeru	אמונה	vjera	N;FEM;SG	N;ACC;FEM;SG
אמונה	vjerovanje	אמונה	vjerovanje	N;FEM;SG	N;NOM;NEUT;SG
אמונה	uvjerenje	אמונה	uvjerenje	N;FEM;SG	N;NOM;NEUT;SG
פופולרי	popularni	פופולרי	popularan	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
פופולרי	popularna	פופולרי	popularan	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
פופולרי	popularan	פופולרי	popularan	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
פופולרי	popularno	פופולרי	popularan	ADJ;MASC;SG	ADJ;NOM;DEF;NEUT;SG
פופולרי	popularno	פופולרי	popularan	ADJ;MASC;SG	ADJ;NOM;DEF;NEUT;SG
גרעיני	nuklearni	גרעיני	nuklearan	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
גרעיני	nuklearna	גרעיני	nuklearan	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
הנצרות	kršćanstvo	הנצרה	kršćanstvo	N;FEM;SG	N;NOM;NEUT;SG
ניסוי	eksperiment	ניסוי	eksperiment	N;MASC;SG	N;NOM;MASC;SG
ניסוי	pokus	ניסוי	pokus	N;MASC;SG	N;NOM;MASC;SG
תזמורת	orkestar	תזמורת	orkestar	N;FEM;SG	N;NOM;MASC;SG
מצבים	situacije	מצב	situacija	N;MASC;PL	N;NOM;FEM;PL
מאמץ	napor	מאמץ	napor	N;MASC;SG	N;NOM;MASC;SG
מאמץ	trud	מאמץ	trud	N;MASC;SG	N;NOM;MASC;SG
מפגש	susret	מפגש	susret	N;MASC;SG	N;NOM;MASC;SG
מפגש	sastanak	מפגש	sastanak	N;MASC;SG	N;NOM;MASC;SG
מפגש	upoznavanje	מפגש	upoznavanje	N;MASC;SG	N;NOM;NEUT;SG
מפגש	susret	מפגש	susret	N;MASC;SG	N;NOM;MASC;SG
אפשרויות	mogućnosti	אפשרות	mogućnost	N;FEM;PL	N;NOM;FEM;PL
אפשרויות	odrednice	אפשרות	odrednica	N;FEM;PL	N;NOM;FEM;PL
אפשרויות	opcije	אפשרות	opcija	N;FEM;PL	N;NOM;FEM;PL
אפשרויות	mogućnosti	אפשרות	mogućnost	N;FEM;PL	N;NOM;FEM;PL
אותיות	pisma	אות	pismo	N;FEM;PL	N;NOM;NEUT;PL
אותיות	slova	אות	slovo	N;FEM;PL	N;NOM;NEUT;PL
ישירה	izravno	ישיר	izravno	ADV	ADV
ישירה	direktno	ישיר	direktno	ADV	ADV
ירידה	spuštanje	ירידה	spuštanje	N;FEM;SG	N;NOM;NEUT;SG
כושר	teretani	כושר	teretan	N;MASC;SG	N;DAT;FEM;SG
כושר	teretana	כושר	teretan	N;MASC;SG	N;NOM;FEM;SG
כושר	dvorana	כושר	dvorana	N;MASC;SG	N;NOM;FEM;SG
כושר	fitness	כושר	fitness	N;MASC;SG	N;NOM;MASC;SG
שמירה	čuvar	שמירה	čuvar	N;FEM;SG	N;NOM;MASC;SG
שמירה	zadržavanja	שמירה	zadržavanje	N;FEM;SG	N;NOM;NEUT;SG
שמירה	zadržavanje	שמירה	zadržavanje	N;FEM;SG	N;NOM;NEUT;SG
היוצרים	kreatori	היוצר	kreator	N;MASC;PL	N;NOM;MASC;PL
רישיון	dozvola	רישיון	dozvola	N;MASC;SG	N;NOM;FEM;SG
רישיון	dozvolu	רישיון	dozvola	N;MASC;SG	N;ACC;FEM;SG
רישיון	dozvola	רישיון	dozvola	N;MASC;SG	N;NOM;FEM;SG
רישיון	dozvolu	רישיון	dozvola	N;MASC;SG	N;ACC;FEM;SG
הכשרה	trening	הכשרה	trening	N;FEM;SG	N;NOM;MASC;SG
הכשרה	obuka	הכשרה	obuka	N;FEM;SG	N;NOM;FEM;SG
הכשרה	treniranje	הכשרה	treniranje	N;FEM;SG	N;NOM;NEUT;SG
חיצוני	vanjski	חיצוני	vanjski	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
חיצוני	vanjska	חיצוני	vanjski	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
רומנים	rumunji	רומני	rumunjiti	N;MASC;PL	N;NOM;MASC;PL
רומנים	romane	רומני	roman	N;MASC;PL	N;ACC;MASC;PL
ניצחונות	pobjede	ניצחון	pobjeda	N;MASC;PL	N;NOM;FEM;PL
שימור	očuvanje	שימור	očuvanje	N;MASC;SG	N;NOM;NEUT;SG
שימור	očuvanje	שימור	očuvanje	N;MASC;SG	N;NOM;NEUT;SG
שימור	očuvanju	שימור	očuvanje	N;MASC;SG	N;DAT;NEUT;SG
שימור	zadržavanja	שימור	zadržavanje	N;MASC;SG	N;NOM;NEUT;SG
שימור	zadržavanje	שימור	zadržavanje	N;MASC;SG	N;NOM;NEUT;SG
אסירים	zarobljenici	אסיר	zarobljenik	N;MASC;PL	N;NOM;MASC;PL
אסירים	zatvorenici	אסיר	zatvorenik	N;MASC;PL	N;NOM;MASC;PL
אסירים	zatvorenici	אסיר	zatvorenik	N;MASC;PL	N;NOM;MASC;PL
מפלגות	zabave	מפלגה	zabava	N;FEM;PL	N;NOM;FEM;PL
מפלגות	stranke	מפלגה	stranka	N;FEM;PL	N;NOM;FEM;PL
מורים	učitelji	מורה	učitelj	N;MASC;PL	N;NOM;MASC;PL
מורים	profesori	מורה	profesor	N;MASC;PL	N;NOM;MASC;PL
מורים	nastavnici	מורה	nastavnik	N;MASC;PL	N;NOM;MASC;PL
נייר	papira	נייר	papir	N;MASC;SG	N;GEN;MASC;SG
נייר	papir	נייר	papir	N;MASC;SG	N;NOM;MASC;SG
מבצעים	operacije	מבצע	operacija	N;MASC;PL	N;NOM;FEM;PL
מבצעים	dogovore	מבצע	dogovor	N;MASC;PL	N;ACC;MASC;PL
אולפן	studija	אולפן	studij	N;MASC;SG	N;GEN;MASC;SG
אולפן	studio	אולפן	studio	N;MASC;SG	N;NOM;MASC;SG
מכונות	mašine	מכונה	mašina	N;FEM;PL	N;NOM;FEM;PL
מכונות	strojevi	מכונה	stroj	N;FEM;PL	N;NOM;MASC;PL
הפלסטינים	palestinaca	הפלסטיני	palestinac	N;MASC;PL	N;GEN;MASC;PL
צפונה	sjeverno	צפון	sjeverno	ADV	ADV
הכרה	priznavanje	הכרה	priznavanje	N;FEM;SG	N;NOM;NEUT;SG
הכרה	priznanje	הכרה	priznanje	N;FEM;SG	N;NOM;NEUT;SG
הכרה	prepoznavanje	הכרה	prepoznavanje	N;FEM;SG	N;NOM;NEUT;SG
פירות	plodovi	פרי	plod	N;MASC;PL	N;NOM;MASC;PL
מסחרי	komercijalni	מסחרי	komercijalan	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
בקשה	primjeni	בקשה	primjena	N;FEM;SG	N;DAT;FEM;SG
בקשה	zahtjev	בקשה	zahtjev	N;FEM;SG	N;NOM;MASC;SG
ירד	ispala	ירד	ispasti	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP;ACT
הוכחה	dokaz	הוכחה	dokaz	N;FEM;SG	N;NOM;MASC;SG
התפתחה	razvio	התפתח	razviti	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP;ACT
התפתחה	evoluirao	התפתח	evoluirati	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP;ACT
קבורה	pokop	קבורה	pokop	N;FEM;SG	N;NOM;MASC;SG
ממשל	administracija	ממשל	administracija	N;MASC;SG	N;NOM;FEM;SG
ממשל	vlada	ממשל	vlada	N;MASC;SG	N;NOM;FEM;SG
נציגי	predstavnici	נציג	predstavnik	N;PSSD;MASC;PL	N;NOM;MASC;PL
נציגי	predstavnike	נציג	predstavnik	N;PSSD;MASC;PL	N;ACC;MASC;PL
דגים	ribe	דג	riba	N;MASC;PL	N;NOM;FEM;PL
דגים	ribice	דג	ribica	N;MASC;PL	N;NOM;FEM;PL
גזע	sorta	גזע	sort	N;MASC;SG	N;NOM;FEM;SG
גזע	utrka	גזע	utrka	N;MASC;SG	N;NOM;FEM;SG
גזע	trka	גזע	trka	N;MASC;SG	N;NOM;FEM;SG
גזע	rasa	גזע	ras	N;MASC;SG	N;NOM;FEM;SG
תרומה	donacija	תרומה	donacija	N;FEM;SG	N;NOM;FEM;SG
תרומה	donaciju	תרומה	donacija	N;FEM;SG	N;ACC;FEM;SG
תרומה	prilog	תרומה	prilog	N;FEM;SG	N;NOM;MASC;SG
תרומה	doprinos	תרומה	doprinos	N;FEM;SG	N;NOM;MASC;SG
השראה	inspiraciju	השראה	inspiracija	N;FEM;SG	N;ACC;FEM;SG
השראה	nadahnuće	השראה	nadahnuće	N;FEM;SG	N;NOM;NEUT;SG
השראה	inspiracija	השראה	inspiracija	N;FEM;SG	N;NOM;FEM;SG
מסגרת	okvir	מסגרת	okvir	N;FEM;SG	N;NOM;MASC;SG
שירותים	usluge	שירות	usluga	N;MASC;PL	N;NOM;FEM;PL
מכשיר	uređaj	מכשיר	uređaj	N;MASC;SG	N;NOM;MASC;SG
ספורטאים	sportaši	ספורטאי	sportaš	N;MASC;PL	N;NOM;MASC;PL
תשעה	devet	תשעה	devet	NUM;MASC;SG	NUM
סחר	obrta	סחר	obrta	N;MASC;SG	N;GEN;MASC;SG
סחר	trgovanje	סחר	trgovanje	N;MASC;SG	N;NOM;NEUT;SG
חוות	farma	חווה	farma	N;FEM;SG	N;NOM;FEM;SG
חוות	farmu	חווה	farma	N;FEM;SG	N;ACC;FEM;SG
חוות	farmi	חווה	farma	N;FEM;SG	N;DAT;FEM;SG
הרגלים	navike	הרגל	navika	N;MASC;PL	N;NOM;FEM;PL
יעיל	efikasan	יעיל	efikasan	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
יעיל	učinkovit	יעיל	učinkovit	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
אמון	samopouzdanje	אמון	samopouzdanje	N;MASC;SG	N;NOM;NEUT;SG
אמון	povjerenje	אמון	povjerenje	N;MASC;SG	N;NOM;NEUT;SG
אמון	povjerenje	אמון	povjerenje	N;MASC;SG	N;NOM;NEUT;SG
אמון	amon	אמון	amon	N;MASC;SG	N;NOM;MASC;SG
מתכת	metala	מתכת	metal	N;FEM;SG	N;GEN;MASC;SG
מתכת	metal	מתכת	metal	N;FEM;SG	N;NOM;MASC;SG
דיווח	izvješće	דיווח	izvješće	N;MASC;SG	N;NOM;NEUT;SG
דיווח	izvještaj	דיווח	izvještaj	N;MASC;SG	N;NOM;MASC;SG
דיווח	izvješćivanje	דיווח	izvješćivanje	N;MASC;SG	N;NOM;NEUT;SG
נפט	ulje	נפט	ulje	N;MASC;SG	N;NOM;NEUT;SG
נפט	nafta	נפט	nafta	N;MASC;SG	N;NOM;FEM;SG
נפט	petroleum	נפט	petroleum	N;MASC;SG	N;NOM;MASC;SG
בדיקות	testovi	בדיקה	test	N;FEM;PL	N;NOM;MASC;PL
בדיקות	testova	בדיקה	test	N;FEM;PL	N;GEN;MASC;PL
פעילה	aktivna	פעיל	aktivan	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
פעילה	aktivni	פעיל	aktivan	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
פעילה	aktivan	פעיל	aktivan	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
מרצה	predavač	הרצה	predavač	N;MASC;SG	N;NOM;MASC;SG
מרצה	služenje	הרצה	služenje	N;MASC;SG	N;NOM;NEUT;SG
שיט	jedrenje	שיט	jedrenje	N;MASC;SG	N;NOM;NEUT;SG
שיט	sranje	שיט	sranje	N;MASC;SG	N;NOM;NEUT;SG
דואר	mail	דואר	mail	N;MASC;SG	N;NOM;MASC;SG
דואר	pošta	דואר	pošta	N;MASC;SG	N;NOM;FEM;SG
משתנים	varijable	משתנה	varijable	N;MASC;PL	N;NOM;FEM;PL
זר	strano	זר	stran	ADJ;MASC;SG	ADJ;NOM;DEF;NEUT;SG
סמכות	autoritet	סמכות	autoritet	N;FEM;SG	N;NOM;MASC;SG
ניסויים	pokusi	ניסוי	pokus	N;MASC;PL	N;NOM;MASC;PL
ניסויים	eksperimenti	ניסוי	eksperiment	N;MASC;PL	N;NOM;MASC;PL
סיור	turneja	סיור	turan	N;MASC;SG	N;NOM;FEM;SG
סיור	tura	סיור	tura	N;MASC;SG	N;NOM;FEM;SG
סיור	obilazak	סיור	obilazak	N;MASC;SG	N;NOM;MASC;SG
סיור	patrola	סיור	patrola	N;MASC;SG	N;NOM;FEM;SG
סיור	ophodnja	סיור	ophodnja	N;MASC;SG	N;NOM;FEM;SG
תנאים	uvjete	תנאי	uvjet	N;MASC;PL	N;ACC;MASC;PL
תנאים	uvjeti	תנאי	uvjet	N;MASC;PL	N;NOM;MASC;PL
תנאים	uslovi	תנאי	uslov	N;MASC;PL	N;NOM;MASC;PL
תנאים	uvjete	תנאי	uvjet	N;MASC;PL	N;ACC;MASC;PL
תנאים	uvjeti	תנאי	uvjet	N;MASC;PL	N;NOM;MASC;PL
תנאים	uslovi	תנאי	uslov	N;MASC;PL	N;NOM;MASC;PL
אמא	mama	אמא	mam	N;FEM;SG	N;NOM;FEM;SG
אמא	mama	אמא	mam	N;FEM;SG	N;NOM;FEM;SG
אמא	mami	אמא	mama	N;FEM;SG	N;NOM;FEM;SG
אמא	majko	אמא	majko	N;FEM;SG	N;NOM;FEM;SG
אמא	majka	אמא	majka	N;FEM;SG	N;NOM;FEM;SG
התוכן	sadržaj	התוכן	sadržaj	N;MASC;SG	N;NOM;MASC;SG
מוזיקאים	glazbenici	הוזיק	glazbenik	N;MASC;PL	N;NOM;MASC;PL
מוזיקאים	glazbenike	הוזיק	glazbenik	N;MASC;PL	N;ACC;MASC;PL
קלאסית	klasično	קלאסי	klasičan	ADV	ADV
קיר	zid	קיר	zid	N;MASC;SG	N;NOM;MASC;SG
קיר	zida	קיר	zid	N;MASC;SG	N;GEN;MASC;SG
דומות	slični	דומה	sličan	ADJ;FEM;PL	ADJ;NOM;DEF;MASC;PL
דומות	slične	דומה	sličan	ADJ;FEM;PL	ADJ;NOM;DEF;FEM;PL
לחקור	istražuje	חקר	istraživati	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לחקור	istraži	חקר	istražiti	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
פלסטינים	palestinaca	פלסטיני	palestinac	N;MASC;PL	N;GEN;MASC;PL
מזג	vrijeme	מזג	vrijeme	N;MASC;SG	N;NOM;NEUT;SG
מזג	narav	מזג	narav	N;MASC;SG	N;NOM;FEM;SG
מזג	temperament	מזג	temperament	N;MASC;SG	N;NOM;MASC;SG
מזג	temperament	מזג	temperament	N;MASC;SG	N;NOM;MASC;SG
לתרום	donirati	תרם	donirati	V;NFIN;ACT	V;NFIN
