קטגוריה	kategooria	קטגוריה	kategooria	N;FEM;SG	N;NOM;SG
אוצר	varandus	אוצר	varandus	N;MASC;SG	N;NOM;SG
בחירה	valimine	בחירה	valimine	N;FEM;SG	N;NOM;SG
בחירה	valik	בחירה	valik	N;FEM;SG	N;NOM;SG
בחירה	valik	בחירה	valik	N;FEM;SG	N;NOM;SG
דעה	arvamus	דעה	arvamus	N;FEM;SG	N;NOM;SG
מוסלמים	moslemid	מוסלמי	moslem	N;MASC;PL	N;NOM;PL
משימות	ülesanded	משימה	üles_anne	N;FEM;PL	N;NOM;PL
משימות	ülesanded	משימה	üles_anne	N;FEM;PL	N;NOM;PL
משימות	missioonid	משימה	missioon	N;FEM;PL	N;NOM;PL
משימות	missioonide	משימה	missioon	N;FEM;PL	N;GEN;PL
הודיעה	teatas	הודיע	teatama	V;FEM;SG;3;PST;ACT	V;IND;SG;3;PST;FIN;ACT
אחים	vennad	אח	vend	N;PL	N;NOM;PL
אחים	vennad	אח	vend	N;PL	N;NOM;PL
עור	nahk	עור	nahk	N;MASC;SG	N;NOM;SG
עור	nahast	עור	nahk	N;MASC;SG	N;IN+ABL;SG
עור	nahka	עור	nahk	N;MASC;SG	N;PRT;SG
עור	nahk	עור	nahk	N;MASC;SG	N;NOM;SG
עור	naha	עור	nahk	N;MASC;SG	N;GEN;SG
ילדה	tüdruk	ילד	tüdruk	N;FEM;SG	N;NOM;SG
ילדה	laps	ילד	laps	N;FEM;SG	N;NOM;SG
ילדה	lapse	ילד	laps	N;FEM;SG	N;GEN;SG
משפטי	legaalne	משפטי	legaalne	ADJ;MASC;SG	ADJ;NOM;SG
משפטי	õiguslik	משפטי	õiguslik	ADJ;MASC;SG	ADJ;NOM;SG
משפטי	seaduslik	משפטי	seaduslik	ADJ;MASC;SG	ADJ;NOM;SG
היסטוריונים	ajaloolased	היסטוריון	aja_loolane	N;MASC;PL	N;NOM;PL
גורמת	põhjustades	גרם	põhjustama	V;FEM;SG;V.PTCP;ACT	V;V.CVB
דרגה	kraadi	דרגה	kraad	N;FEM;SG	N;PRT;SG
דרגה	kraad	דרגה	kraad	N;FEM;SG	N;NOM;SG
דרגה	auaste	דרגה	auaste	N;FEM;SG	N;NOM;SG
תאים	rakke	תא	rakk	N;MASC;PL	N;PRT;PL
תאים	rakud	תא	rakk	N;MASC;PL	N;NOM;PL
לפתור	lahendada	פתר	lahendama	V;NFIN;ACT	V;NFIN
לפתור	lahenda	פתר	lahendama	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
לפתור	lahenda	פתר	lahendama	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
לפתור	lahendada	פתר	lahendama	V;NFIN;ACT	V;NFIN
התגורר	elanud	התגורר	elama	V;MASC;SG;3;PST	V;PST;V.PTCP;ACT
התגורר	elas	התגורר	elama	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN;ACT
פרמטר	parameeter	פרמטר	parameeter	N;MASC;SG	N;NOM;SG
עתיד	tulevikku	עתיד	tulevik	N;MASC;SG	N;PRT;SG
עתיד	tulevik	עתיד	tulevik	N;MASC;SG	N;NOM;SG
תארים	omadussõnad	תואר	omadus_sõna	N;MASC;PL	N;NOM;PL
תארים	pealkirjad	תואר	peal_kiri	N;MASC;PL	N;NOM;PL
תארים	kraadides	תואר	kraad	N;MASC;PL	N;IN+ESS;PL
הון	pealinn	הון	pea_linn	N;MASC;SG	N;NOM;SG
הון	kapital	הון	kapital	N;MASC;SG	N;NOM;SG
לאכול	söö	אכל	sööma	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
לאכול	sööma	אכל	sööma	V;NFIN;ACT	V;IN+ALL;V.CVB;ACT
לאכול	süüa	אכל	sööma	V;NFIN;ACT	V;NFIN
משוררים	poeedid	משורר	poeet	N;MASC;PL	N;NOM;PL
ישיבות	koosolekud	ישיבה	koos_olek	N;FEM;PL	N;NOM;PL
ישיבות	kohtumised	ישיבה	kohtumine	N;FEM;PL	N;NOM;PL
ישיבות	istungid	ישיבה	istung	N;FEM;PL	N;NOM;PL
עסקה	tehing	עסקה	tehing	N;FEM;SG	N;NOM;SG
עסקה	tehingu	עסקה	tehing	N;FEM;SG	N;GEN;SG
עסקה	kokkulepe	עסקה	kokku_lepe	N;FEM;SG	N;NOM;SG
עסקה	tehing	עסקה	tehing	N;FEM;SG	N;NOM;SG
מעוניין	huvitatud	מעוניין	huvita=tud	ADJ;MASC;SG	ADJ;PST;V.PTCP;PASS
תקף	ründas	תקף	ründama	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN;ACT
תעשייה	tööstus	תעשייה	tööstus	N;FEM;SG	N;NOM;SG
תעשייה	tööstuse	תעשייה	tööstus	N;FEM;SG	N;GEN;SG
תעשייה	tootmisharu	תעשייה	tootmis_haru	N;FEM;SG	N;NOM;SG
מסר	sõnum	מסר	sõnum	N;MASC;SG	N;NOM;SG
מסר	teade	מסר	teade	N;MASC;SG	N;NOM;SG
עיקרי	primaarne	עיקרי	primaarne	ADJ;MASC;SG	ADJ;NOM;SG
עיקרי	esmane	עיקרי	esmane	ADJ;MASC;SG	ADJ;NOM;SG
לצפות	vaata	None	vaatama	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
מחלקה	osakond	מחלקה	osakond	N;FEM;SG	N;NOM;SG
מחלקה	lõik	מחלקה	lõik	N;FEM;SG	N;NOM;SG
מחלקה	sektsioon	מחלקה	sektsioon	N;FEM;SG	N;NOM;SG
מחלקה	jagu	מחלקה	jagu	N;FEM;SG	N;PRT;SG
מוזכר	mainiti	הוזכר	mainiti	V;MASC;SG;V.PTCP;PASS	V;IND;PST;FIN;PASS
מוזכר	mainitakse	הוזכר	mainima	V;MASC;SG;V.PTCP;PASS	V;IND;PRS;FIN;PASS
מוצג	näidatud	הוצג	näitama	V;MASC;SG;V.PTCP;PASS	V;PST;V.PTCP;PASS
כספים	fondid	כסף	fond	N;MASC;PL	N;NOM;PL
יתרון	eelis	יתרון	eelis	N;MASC;SG	N;NOM;SG
רוסים	venelased	רוסי	venelane	N;MASC;PL	N;NOM;PL
הוחלף	asendatud	הוחלף	asenda=tud	V;MASC;SG;3;PST;PASS	V;PST;V.PTCP;PASS
הוחלף	vahetatud	הוחלף	vahetama	V;MASC;SG;3;PST;PASS	V;PST;V.PTCP;PASS
גופים	kehad	גוף	keha	N;MASC;PL	N;NOM;PL
גופים	surnukehad	גוף	surnu_keha	N;MASC;PL	N;NOM;PL
גופים	laibad	גוף	laip	N;MASC;PL	N;NOM;PL
משבר	kriis	משבר	kriis	N;MASC;SG	N;NOM;SG
קילומטר	kilomeeter	קילומטר	kilo_meeter	N;MASC;SG	N;NOM;SG
קילומטר	miles	קילומטר	milema	N;MASC;SG	N;NOM;SG
קילומטר	miili	קילומטר	miil	N;MASC;SG	N;PRT;SG
קילומטר	kilomeeter	קילומטר	kilo_meeter	N;MASC;SG	N;NOM;SG
אמונה	faith	אמונה	faith	N;FEM;SG	N;NOM;SG
אמונה	usk	אמונה	usk	N;FEM;SG	N;NOM;SG
אמונה	usku	אמונה	usk	N;FEM;SG	N;PRT;SG
פופולרי	populaarne	פופולרי	populaarne	ADJ;MASC;SG	ADJ;NOM;SG
הנצרות	kristlus	הנצרה	kristlus	N;FEM;SG	N;NOM;SG
ניסוי	eksperiment	ניסוי	eksperiment	N;MASC;SG	N;NOM;SG
תזמורת	orkester	תזמורת	orkester	N;FEM;SG	N;NOM;SG
מצבים	olukordi	מצב	olu_kord	N;MASC;PL	N;PRT;PL
מצבים	olukorrad	מצב	olu_kord	N;MASC;PL	N;NOM;PL
מצבים	režiimid	מצב	režiim	N;MASC;PL	N;NOM;PL
הוצג	esitletud	הוצג	esitlema	V;MASC;SG;3;PST;PASS	V;PST;V.PTCP;PASS
הוצג	esitatud	הוצג	esitama	V;MASC;SG;3;PST;PASS	V;PST;V.PTCP;PASS
התגייס	värvati	התגייס	värbama	V;MASC;SG;3;PST	V;IND;PST;FIN;PASS
מאמץ	pingutus	מאמץ	pingutus	N;MASC;SG	N;NOM;SG
מפגש	koosolek	מפגש	koos_olek	N;MASC;SG	N;NOM;SG
מפגש	kohtumine	מפגש	kohtumine	N;MASC;SG	N;NOM;SG
אפשרויות	võimalused	אפשרות	võimalus	N;FEM;PL	N;NOM;PL
אפשרויות	valikud	אפשרות	valik	N;FEM;PL	N;NOM;PL
אותיות	kirjad	אות	kiri	N;FEM;PL	N;NOM;PL
אותיות	tähed	אות	täht	N;FEM;PL	N;NOM;PL
לדון	arutada	דן	arutama	V;NFIN;ACT	V;NFIN
לדון	aruta	דן	arutama	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
ירידה	vähenemine	ירידה	vähenemine	N;FEM;SG	N;NOM;SG
ירידה	langus	ירידה	langus	N;FEM;SG	N;NOM;SG
ירידה	laskumine	ירידה	laskumine	N;FEM;SG	N;NOM;SG
ירידה	tilk	ירידה	tilk	N;FEM;SG	N;NOM;SG
ירידה	vähenemine	ירידה	vähenemine	N;FEM;SG	N;NOM;SG
בוצע	tehtud	בוצע	tegema	V;MASC;SG;3;PST;PASS	V;PST;V.PTCP;PASS
כושר	võimla	כושר	võimla	N;MASC;SG	N;NOM;SG
כושר	jõusaal	כושר	jõusaal	N;MASC;SG	N;NOM;SG
כושר	fitness	כושר	fitness	N;MASC;SG	N;NOM;SG
שמירה	valvur	שמירה	valvur	N;FEM;SG	N;NOM;SG
שמירה	säilitamine	שמירה	säilitamine	N;FEM;SG	N;NOM;SG
היוצרים	loojad	היוצר	looja	N;MASC;PL	N;NOM;PL
רישיון	litsents	רישיון	litsents	N;MASC;SG	N;NOM;SG
רישיון	litsents	רישיון	litsents	N;MASC;SG	N;NOM;SG
הכשרה	koolitus	הכשרה	koolitus	N;FEM;SG	N;NOM;SG
הכשרה	väljaõpe	הכשרה	välja_õpe	N;FEM;SG	N;NOM;SG
הכשרה	kvalifikatsioon	הכשרה	kvalifikatsioon	N;FEM;SG	N;NOM;SG
חיצוני	välise	חיצוני	väline	ADJ;MASC;SG	ADJ;GEN;SG
חיצוני	väline	חיצוני	väline	ADJ;MASC;SG	ADJ;NOM;SG
רומנים	rumeenlaste	רומני	rumeenlane	N;MASC;PL	N;GEN;PL
רומנים	romaane	רומני	romaane	N;MASC;PL	N;PRT;PL
שימור	säilitamine	שימור	säilitamine	N;MASC;SG	N;NOM;SG
שימור	looduskaitse	שימור	loodus_kaitse	N;MASC;SG	N;NOM;SG
שימור	säilitamine	שימור	säilitamine	N;MASC;SG	N;NOM;SG
שימור	säilimine	שימור	säilimine	N;MASC;SG	N;NOM;SG
שימור	säilitamine	שימור	säilitamine	N;MASC;SG	N;NOM;SG
אסירים	vange	אסיר	vang	N;MASC;PL	N;PRT;PL
אסירים	vangid	אסיר	vang	N;MASC;PL	N;NOM;PL
מפלגות	peod	מפלגה	pidu	N;FEM;PL	N;NOM;PL
מורים	õpetajad	מורה	õpetaja	N;MASC;PL	N;NOM;PL
נייר	paber	נייר	paber	N;MASC;SG	N;NOM;SG
מבצעים	toimingud	מבצע	toiming	N;MASC;PL	N;NOM;PL
מבצעים	operatsioonid	מבצע	operatsioon	N;MASC;PL	N;NOM;PL
אולפן	stuudio	אולפן	stuudio	N;MASC;SG	N;NOM;SG
מכונות	masinad	מכונה	masin	N;FEM;PL	N;NOM;PL
הפלסטינים	palestiinlaste	הפלסטיני	palestiinlane	N;MASC;PL	N;GEN;PL
הכרה	tunnustamine	הכרה	tunnustamine	N;FEM;SG	N;NOM;SG
הכרה	tunnustus	הכרה	tunnustus	N;FEM;SG	N;NOM;SG
הכרה	kajastamine	הכרה	kajastamine	N;FEM;SG	N;NOM;SG
פירות	puuviljad	פרי	puu_vili	N;MASC;PL	N;NOM;PL
פירות	viljad	פרי	vili	N;MASC;PL	N;NOM;PL
פירות	puuviljad	פרי	puu_vili	N;MASC;PL	N;NOM;PL
מסחרי	kaubanduslik	מסחרי	kaubanduslik	ADJ;MASC;SG	ADJ;NOM;SG
בקשה	palve	בקשה	palve	N;FEM;SG	N;NOM;SG
בקשה	taotlus	בקשה	taotlus	N;FEM;SG	N;NOM;SG
בקשה	päring	בקשה	päring	N;FEM;SG	N;NOM;SG
ירד	kukkus	ירד	kukkuma	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN;ACT
הוכחה	tõestus	הוכחה	tõestus	N;FEM;SG	N;NOM;SG
התפתחה	arendatud	התפתח	arendama	V;FEM;SG;3;PST	V;PST;V.PTCP;PASS
קבורה	matmise	קבורה	matmine	N;FEM;SG	N;GEN;SG
ממשל	administratsioon	ממשל	administratsioon	N;MASC;SG	N;NOM;SG
ממשל	haldus	ממשל	haldus	N;MASC;SG	N;NOM;SG
ממשל	manustamine	ממשל	manusta=mine	N;MASC;SG	N;NOM;SG
ממשל	valitsemine	ממשל	valitsemine	N;MASC;SG	N;NOM;SG
ממשל	juhtimine	ממשל	juhtimine	N;MASC;SG	N;NOM;SG
ממשל	valitsus	ממשל	valitsus	N;MASC;SG	N;NOM;SG
נציגי	esindajad	נציג	esindaja	N;PSSD;MASC;PL	N;NOM;PL
דגים	kalad	דג	kala	N;MASC;PL	N;NOM;PL
דגים	kalad	דג	kala	N;MASC;PL	N;NOM;PL
גזע	tõug	גזע	tõug	N;MASC;SG	N;NOM;SG
גזע	tõu	גזע	tõug	N;MASC;SG	N;NOM;SG
גזע	ralli	גזע	ralli	N;MASC;SG	N;NOM;SG
גזע	võidusõit	גזע	võidu_sõit	N;MASC;SG	N;NOM;SG
גזע	rass	גזע	rass	N;MASC;SG	N;NOM;SG
תרומה	annetus	תרומה	annetus	N;FEM;SG	N;NOM;SG
תרומה	annetuse	תרומה	annetus	N;FEM;SG	N;GEN;SG
תרומה	panus	תרומה	panus	N;FEM;SG	N;NOM;SG
תרומה	sissemakse	תרומה	sisse_makse	N;FEM;SG	N;PRT;SG
השראה	inspiratsiooni	השראה	inspiratsioon	N;FEM;SG	N;PRT;SG
השראה	inspiratsioon	השראה	inspiratsioon	N;FEM;SG	N;NOM;SG
מסגרת	raamistik	מסגרת	raamistik	N;FEM;SG	N;NOM;SG
מסגרת	kaader	מסגרת	kaader	N;FEM;SG	N;NOM;SG
מסגרת	raam	מסגרת	raam	N;FEM;SG	N;NOM;SG
מסגרת	raami	מסגרת	raam	N;FEM;SG	N;PRT;SG
היתה	oli	היה	olema	V;FEM;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
שירותים	teenused	שירות	teenus	N;MASC;PL	N;NOM;PL
שירותים	tualetid	שירות	tualett	N;MASC;PL	N;NOM;PL
מכשיר	seade	מכשיר	seade	N;MASC;SG	N;NOM;SG
ספורטאים	sportlased	ספורטאי	sportlane	N;MASC;PL	N;NOM;PL
נוהג	sõitmas	נהג	sõitma	V;MASC;SG;V.PTCP;ACT	V;IN+ESS;V.CVB;ACT
תשעה	üheksa	תשעה	üheksa	NUM;MASC;SG	NUM;NOM;SG
סחר	kauplemine	סחר	kauplemine	N;MASC;SG	N;NOM;SG
סחר	kauplemise	סחר	kauplemine	N;MASC;SG	N;GEN;SG
חוות	talu	חווה	talu	N;FEM;SG	N;NOM;SG
חוות	farm	חווה	farm	N;FEM;SG	N;NOM;SG
הרגלים	harjumused	הרגל	harjumus	N;MASC;PL	N;NOM;PL
יעיל	efektiivne	יעיל	efektiivne	ADJ;MASC;SG	ADJ;NOM;SG
יעיל	tõhus	יעיל	tõhus	ADJ;MASC;SG	ADJ;NOM;SG
יעיל	efektiivne	יעיל	efektiivne	ADJ;MASC;SG	ADJ;NOM;SG
יעיל	tulemuslik	יעיל	tulemuslik	ADJ;MASC;SG	ADJ;NOM;SG
יעיל	tõhus	יעיל	tõhus	ADJ;MASC;SG	ADJ;NOM;SG
אמון	enesekindlus	אמון	enese_kindlus	N;MASC;SG	N;NOM;SG
אמון	usaldus	אמון	usaldus	N;MASC;SG	N;NOM;SG
אמון	usaldus	אמון	usaldus	N;MASC;SG	N;NOM;SG
אמון	usaldust	אמון	usaldus	N;MASC;SG	N;PRT;SG
אמון	amon	אמון	amon	N;MASC;SG	N;NOM;SG
מתכת	metallist	מתכת	metall	N;FEM;SG	N;IN+ABL;SG
מתכת	metall	מתכת	metall	N;FEM;SG	N;NOM;SG
מתכת	metal	מתכת	meta	N;FEM;SG	N;NOM;SG
מתכת	metalli	מתכת	metall	N;FEM;SG	N;PRT;SG
מתכת	metallist	מתכת	metall	N;FEM;SG	N;IN+ABL;SG
מתכת	metall	מתכת	metall	N;FEM;SG	N;NOM;SG
היכן	kus	היכן	kus	ADV	ADV
היכן	kuhu	היכן	kuhu	ADV	ADV
דיווח	aruanne	דיווח	aru_anne	N;MASC;SG	N;NOM;SG
דיווח	raport	דיווח	raport	N;MASC;SG	N;NOM;SG
דיווח	raporti	דיווח	raport	N;MASC;SG	N;GEN;SG
דיווח	ettekanne	דיווח	ette_kanne	N;MASC;SG	N;NOM;SG
דיווח	aruandlus	דיווח	aru_andlus	N;MASC;SG	N;NOM;SG
נפט	õli	נפט	õli	N;MASC;SG	N;PRT;SG
נפט	nafta	נפט	nafta	N;MASC;SG	N;NOM;SG
נפט	nafta	נפט	nafta	N;MASC;SG	N;NOM;SG
בדיקות	katsetused	בדיקה	katsetus	N;FEM;PL	N;NOM;PL
בדיקות	katsed	בדיקה	katse	N;FEM;PL	N;NOM;PL
בדיקות	testid	בדיקה	test	N;FEM;PL	N;NOM;PL
בדיקות	katsed	בדיקה	katse	N;FEM;PL	N;NOM;PL
מתואר	kirjeldatud	תואר	kirjeldama	V;MASC;SG;V.PTCP;PASS	V;PST;V.PTCP;PASS
פעילה	aktiivne	פעיל	aktiivne	ADJ;FEM;SG	ADJ;NOM;SG
ללמד	õpeta	לימד	õpe	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
ללמד	õpetada	לימד	õpetama	V;NFIN;ACT	V;NFIN
מרצה	lektor	הרצה	lektor	N;MASC;SG	N;NOM;SG
מרצה	õppejõud	הרצה	õppe_jõud	N;MASC;SG	N;NOM;SG
שיט	sitt	שיט	sitt	N;MASC;SG	N;NOM;SG
שיט	pask	שיט	pask	N;MASC;SG	N;NOM;SG
דואר	mail	דואר	mai	N;MASC;SG	N;AT+ESS
;SG
דואר	post	דואר	post	N;MASC;SG	N;NOM;SG
דואר	posti	דואר	post	N;MASC;SG	N;PRT;SG
משתנים	muutujad	משתנה	muutuja	N;MASC;PL	N;NOM;PL
זר	võõras	זר	võõras	ADJ;MASC;SG	ADJ;NOM;SG
סמכות	asutus	סמכות	asutus	N;FEM;SG	N;NOM;SG
סמכות	ametiasutus	סמכות	ameti_asutus	N;FEM;SG	N;NOM;SG
אדמות	maadel	אדמה	maa	N;FEM;PL	N;AT+ESS
;PL
ניסויים	eksperimendid	ניסוי	eksperiment	N;MASC;PL	N;NOM;PL
סיור	tour	סיור	tour	N;MASC;SG	N;NOM;SG
סיור	tuur	סיור	tuur	N;MASC;SG	N;NOM;SG
סיור	ringkäik	סיור	ring_käik	N;MASC;SG	N;NOM;SG
סיור	patrulli	סיור	patrull	N;MASC;SG	N;PRT;SG
סיור	patrull	סיור	patrull	N;MASC;SG	N;NOM;SG
תנאים	terminid	תנאי	termin	N;MASC;PL	N;NOM;PL
תנאים	tingimused	תנאי	tingimus	N;MASC;PL	N;NOM;PL
אמא	emme	אמא	emme	N;FEM;SG	N;NOM;SG
אמא	ema	אמא	ema	N;FEM;SG	N;NOM;SG
אמא	ema	אמא	ema	N;FEM;SG	N;NOM;SG
הוגן	õiglane	הוגן	õiglane	ADJ;MASC;SG	ADJ;NOM;SG
הוגן	aus	הוגן	aus	ADJ;MASC;SG	ADJ;NOM;SG
מצוין	suurepärane	מצוין	suure_pärane	ADJ;MASC;SG	ADJ;NOM;SG
התוכן	sisu	התוכן	sisu	N;MASC;SG	N;NOM;SG
התוכן	sisaldus	התוכן	sisaldus	N;MASC;SG	N;NOM;SG
קיר	müür	קיר	müür	N;MASC;SG	N;NOM;SG
קיר	sein	קיר	sein	N;MASC;SG	N;NOM;SG
קיר	seina	קיר	sein	N;MASC;SG	N;PRT;SG
שחורים	mustad	שחור	must	ADJ;MASC;PL	ADJ;NOM;PL
דומות	sarnased	דומה	sarnane	ADJ;FEM;PL	ADJ;NOM;PL
לחקור	uurides	חקר	uurima	V;NFIN;ACT	V;V.CVB
לחקור	avastama	חקר	avastama	V;NFIN;ACT	V;IN+ALL;V.CVB;ACT
פלסטינים	palestiinlaste	פלסטיני	palestiinlane	N;MASC;PL	N;GEN;PL
מזג	ilm	מזג	ilm	N;MASC;SG	N;NOM;SG
מזג	temperament	מזג	temperament	N;MASC;SG	N;NOM;SG
לתרום	annetada	תרם	annetama	V;NFIN;ACT	V;NFIN
להסיר	eemalda	הסיר	eemaldama	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
לשכנע	veenda	שכנע	veenma	V;NFIN;ACT	V;NFIN
לשכנע	veena	שכנע	vesi	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
לשכנע	veenda	שכנע	veenma	V;NFIN;ACT	V;NFIN
לשכנע	veena	שכנע	vesi	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
תותחים	kahurid	תותח	kahur	N;MASC;PL	N;NOM;PL
חמור	eesel	חמור	eesel	N;MASC;SG	N;NOM;SG
חמור	eesel	חמור	eesel	N;MASC;SG	N;NOM;SG
שופט	kohtunik	שופט	kohtunik	N;MASC;SG	N;NOM;SG
שופט	kohtunik	שופט	kohtunik	N;MASC;SG	N;NOM;SG
שופט	kohtunik	שופט	kohtunik	N;MASC;SG	N;NOM;SG
מעגל	ring	מעגל	ring	N;MASC;SG	N;NOM;SG
מעגל	circle	מעגל	circle	N;MASC;SG	N;NOM;SG
שורות	ridades	שורה	rida	N;FEM;PL	N;IN+ESS;PL
שורות	read	שורה	rida	N;FEM;PL	N;NOM;PL
שורות	read	שורה	rida	N;FEM;PL	N;NOM;PL
שורות	jooned	שורה	joon	N;FEM;PL	N;NOM;PL
שורות	liinid	שורה	liin	N;FEM;PL	N;NOM;PL
גיוס	värbamine	גיוס	värbamine	N;MASC;SG	N;NOM;SG
גיוס	värbamine	גיוס	värbamine	N;MASC;SG	N;NOM;SG
גיוס	värbamise	גיוס	värbamine	N;MASC;SG	N;GEN;SG
גיוס	eelnõu	גיוס	eel_nõu	N;MASC;SG	N;NOM;SG
גיוס	kavand	גיוס	kavand	N;MASC;SG	N;NOM;SG
תלמיד	tudeng	תלמיד	tudeng	N;MASC;SG	N;NOM;SG
תלמיד	õpilane	תלמיד	õpilane	N;MASC;SG	N;NOM;SG
תלמיד	üliõpilane	תלמיד	üli_õpilane	N;MASC;SG	N;NOM;SG
עמדות	positsioonid	עמדה	positsioon	N;FEM;PL	N;NOM;PL
משימה	loovutamine	משימה	loovutamine	N;FEM;SG	N;NOM;SG
משימה	ülesanne	משימה	üles_anne	N;FEM;SG	N;NOM;SG
משימה	missioon	משימה	missioon	N;FEM;SG	N;NOM;SG
אלבומים	albumid	אלבום	album	N;MASC;PL	N;NOM;PL
השבטים	hõimud	השבט	hõim	N;MASC;PL	N;NOM;PL
הוראות	korraldused	הוראה	korraldus	N;FEM;PL	N;NOM;PL
הוראות	käsud	הוראה	käsk	N;FEM;PL	N;NOM;PL
הוראות	tellimused	הוראה	tellimus	N;FEM;PL	N;NOM;PL
הוראות	juhised	הוראה	juhis	N;FEM;PL	N;NOM;PL
הוראות	juhendid	הוראה	juhend	N;FEM;PL	N;NOM;PL
כתובות	aadressid	כתובת	aadress	N;FEM;PL	N;NOM;PL
להבטיח	tagada	הבטיח	tagama	V;NFIN;ACT	V;NFIN
להבטיח	tagama	הבטיח	tagama	V;NFIN;ACT	V;IN+ALL;V.CVB;ACT
מוסר	moraal	מוסר	moraal	N;MASC;SG	N;NOM;SG
מוסר	moraali	מוסר	moraal	N;MASC;SG	N;NOM;SG
מוסר	moraal	מוסר	moraal	N;MASC;SG	N;NOM;SG
מיוחדות	erilised	מיוחד	eriline	ADJ;FEM;PL	ADJ;NOM;PL
רופאים	arstid	רופא	arst	N;MASC;PL	N;NOM;PL
רופאים	arstid	רופא	arst	N;MASC;PL	N;NOM;PL
איבר	jäseme	איבר	jäse	N;MASC;SG	N;GEN;SG
איבר	organi	איבר	organi	N;MASC;SG	N;SG
איבר	organ	איבר	orgama	N;MASC;SG	N;NOM;SG
טכנולוגיה	tehnoloogia	טכנולוגיה	tehnoloogia	N;FEM;SG	N;NOM;SG
השפעות	mõjud	השפעה	mõju	N;FEM;PL	N;NOM;PL
מדענים	teadlased	מדען	teadlane	N;MASC;PL	N;NOM;PL
מדענים	teadlaste	מדען	teadlane	N;MASC;PL	N;GEN;PL
הצבעות	hääli	הצבעה	hääl	N;FEM;PL	N;PRT;PL
הצבעות	hääled	הצבעה	hääl	N;FEM;PL	N;NOM;PL
חוג	ring	חוג	ring	N;MASC;SG	N;NOM;SG
חוג	circle	חוג	circle	N;MASC;SG	N;NOM;SG
הזכויות	õigused	הזכות	õigus	N;FEM;PL	N;NOM;PL
שכבות	kihid	שכבה	kiht	N;FEM;PL	N;NOM;PL
מבקרים	kriitikud	מבקר	kriitik	N;MASC;PL	N;NOM;PL
מבקרים	külastajad	מבקר	külastaja	N;MASC;PL	N;NOM;PL
מבקרים	külalised	מבקר	külaline	N;MASC;PL	N;NOM;PL
מיעוט	vähemus	מיעוט	vähemus	N;MASC;SG	N;NOM;SG
תאוריה	teooria	תאוריה	teooria	N;FEM;SG	N;NOM;SG
מגדר	sugu	מגדר	sugu	N;MASC;SG	N;NOM;SG
צומת	sõlm	צומת	sõlm	N;FEM;SG	N;NOM;SG
צומת	sõlme	צומת	sõlm	N;FEM;SG	N;PRT;SG
כללים	reeglid	כלל	reegel	N;MASC;PL	N;NOM;PL
כללים	eeskirjad	כלל	ees_kiri	N;MASC;PL	N;NOM;PL
סוכנות	agentuur	סוכנות	agentuur	N;FEM;SG	N;NOM;SG
סוכנות	agentuuri	סוכנות	agentuur	N;FEM;SG	N;PRT;SG
סוכנות	amet	סוכנות	amet	N;FEM;SG	N;NOM;SG
סרטן	vähk	סרטן	vähk	N;MASC;SG	N;NOM;SG
שיניים	hambad	שן	hammas	N;FEM;PL	N;NOM;PL
הפסקה	vaheaeg	הפסקה	vahe_aeg	N;FEM;SG	N;NOM;SG
הפסקה	vaheaeg	הפסקה	vahe_aeg	N;FEM;SG	N;NOM;SG
הפסקה	paus	הפסקה	paus	N;FEM;SG	N;NOM;SG
הפסקה	pausi	הפסקה	paus	N;FEM;SG	N;PRT;SG
הפסקה	vaheaeg	הפסקה	vahe_aeg	N;FEM;SG	N;NOM;SG
מוחלטת	absoluutne	מוחלט	absoluutne	ADJ;FEM;SG	ADJ;NOM;SG
מוחלטת	absoluutse	מוחלט	absoluutne	ADJ;FEM;SG	ADJ;GEN;SG
מרחק	kaugus	מרחק	kaugus	N;MASC;SG	N;NOM;SG
מרחק	vahemaa	מרחק	vahe_maa	N;MASC;SG	N;NOM;SG
מוכרת	tuttav	מוכר	tuttav	ADJ;FEM;SG	ADJ;NOM;SG
מוכרת	tunnustatud	מוכר	tunnusta=tud	ADJ;FEM;SG	ADJ;PST;V.PTCP;PASS
אמצע	mid	אמצע	mid	N;MASC;SG	N;NOM;SG
לתרגם	tõlkida	רתגם	tõlkima	V;NFIN;ACT	V;NFIN
חירום	hädaolukord	חירום	häda_olu_kord	N;MASC;SG	N;NOM;SG
מעורבות	kihlus	מעורבות	kihlus	N;FEM;SG	N;NOM;SG
מעורבות	kaasamine	מעורבות	kaasamine	N;FEM;SG	N;NOM;SG
מעורבות	kaasatus	מעורבות	kaasatus	N;FEM;SG	N;NOM;SG
