lui	his	el	he	PRO;3	PRO;MASC;SG;3
obiecte	objects	obiect	object	N;INDF;FEM;PL	N;PL
consilier	adviser	consilier	adviser	N;INDF;MASC;SG	N;SG
consilier	counsellor	consilier	counsellor	N;INDF;MASC;SG	N;SG
consilier	counselor	consilier	counselor	N;INDF;MASC;SG	N;SG
consilier	advisor	consilier	advisor	N;INDF;MASC;SG	N;SG
sfârșit	end	sfârșit	end	N;INDF;MASC;SG	N;SG
secolele	centuries	secol	century	N;DEF;FEM;PL	N;PL
secretar	secretary	secretar	secretary	N;INDF;MASC;SG	N;SG
maxim	maximum	maxim	maximum	ADJ;INDF;MASC;SG	ADJ
transport	transportation	transport	transportation	N;INDF;MASC;SG	N;SG
transport	transport	transport	transport	N;INDF;MASC;SG	N;SG
coasta	coast	coastă	coast	N;DEF;FEM;SG	N;SG
lei	lions	leu	lion	N;INDF;MASC;PL	N;PL
exact	exactly	exact	exactly	ADV	ADV
grupuri	groups	grup	group	N;INDF;FEM;PL	N;PL
studiu	study	studiu	study	N;INDF;MASC;SG	N;SG
socială	social	social	social	ADJ;INDF;FEM;SG	ADJ
notă	note	notă	note	N;INDF;FEM;SG	N;SG
motive	reasons	motiv	reason	N;INDF;FEM;PL	N;PL
motive	pleas	motiv	pleas	N;INDF;FEM;PL	N;PL
pian	piano	pian	piano	N;INDF;MASC;SG	N;SG
direcția	direction	direcție	direction	N;DEF;FEM;SG	N;SG
știe	knows	ști	know	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
comun	common	comun	common	ADJ;INDF;MASC;SG	ADJ
soldați	soldiers	soldat	soldier	N;INDF;MASC;PL	N;PL
administrativă	administrative	administrativ	administrative	ADJ;INDF;FEM;SG	ADJ
miliarde	billion	miliard	billion	NUM;INDF;FEM;PL	NUM
modelul	model	model	model	N;DEF;MASC;SG	N;SG
știu	know	ști	know	V;IND;SG;1;PRS;FIN	V;IND;PRS;FIN
ortodoxe	orthodox	ortodox	orthodox	ADJ;INDF;FEM;PL	ADJ
necesare	necessary	necesar	necessary	ADJ;INDF;FEM;PL	ADJ
comentariu	comment	comentariu	comment	N;INDF;MASC;SG	N;SG
king	king	king	king	N;INDF;MASC;SG	N;SG
actuală	current	actual	current	ADJ;INDF;FEM;SG	ADJ
vârful	tip	vârf	tip	N;DEF;MASC;SG	N;SG
viitor	future	viitor	future	N;INDF;MASC;SG	N;SG
tânăr	young	tânăr	young	ADJ;INDF;MASC;SG	ADJ
subiectul	subject	subiect	subject	N;DEF;MASC;SG	N;SG
notabilitate	notability	notabilitate	notability	N;INDF;FEM;SG	N;SG
bronz	bronze	bronz	bronze	N;INDF;MASC;SG	N;SG
lună	moon	lună	moon	N;INDF;FEM;SG	N;SG
lună	month	lună	month	N;INDF;FEM;SG	N;SG
opere	operas	operă	opera	N;INDF;FEM;PL	N;PL
spațiul	space	spațiu	space	N;DEF;MASC;SG	N;SG
mișcare	motion	mișcare	motion	N;INDF;FEM;SG	N;SG
mișcare	movement	mișcare	movement	N;INDF;FEM;SG	N;SG
industria	industry	industrie	industry	N;DEF;FEM;SG	N;SG
femeie	woman	femeie	woman	N;INDF;FEM;SG	N;SG
femeie	female	femeie	female	N;INDF;FEM;SG	N;SG
medic	physician	medic	physician	N;INDF;MASC;SG	N;SG
medic	medic	medic	medic	N;INDF;MASC;SG	N;SG
comandant	commandant	comandant	commandant	N;INDF;MASC;SG	N;SG
comandant	commander	comandant	commander	N;INDF;MASC;SG	N;SG
bărbați	men	bărbat	man	N;INDF;MASC;PL	N;PL
tehnică	technique	tehnică	technique	N;INDF;FEM;SG	N;SG
adresa	address	adresă	address	N;DEF;FEM;SG	N;SG
documente	documents	document	document	N;INDF;FEM;PL	N;PL
volum	volume	volum	volume	N;INDF;MASC;SG	N;SG
meciuri	matches	meci	match	N;INDF;FEM;PL	N;PL
baia	bathroom	baie	bathroom	N;DEF;FEM;SG	N;SG
corp	body	corp	body	N;INDF;MASC;SG	N;SG
servicii	services	serviciu	service	N;INDF;FEM;PL	N;PL
colecția	collection	colecție	collection	N;DEF;FEM;SG	N;SG
importanță	importance	importanță	importance	N;INDF;FEM;SG	N;SG
scriitorilor	writers	scriitor	writer	N;DEF;MASC;PL	N;PL
creștere	increase	creștere	increase	N;INDF;FEM;SG	N;SG
creștere	growth	creștere	growth	N;INDF;FEM;SG	N;SG
house	house	hou	house	N;INDF;MASC;SG	N;SG
caracter	character	caracter	character	N;INDF;MASC;SG	N;SG
valign	valign	valign	valign		
teritoriu	territory	teritoriu	territory	N;INDF;MASC;SG	N;SG
speciale	special	special	special	ADJ;INDF;FEM;PL	ADJ
săptămâni	weeks	săptămână	week	N;INDF;FEM;PL	N;PL
marin	marine	marin	marine	N;INDF;MASC;SG	N;SG
albume	albums	album	album	N;INDF;FEM;PL	N;PL
producția	production	producție	production	N;DEF;FEM;SG	N;SG
conflict	conflict	conflict	conflict	N;INDF;MASC;SG	N;SG
organizarea	organisation	organizare	organisation	N;DEF;FEM;SG	N;SG
capul	head	cap	head	N;DEF;MASC;SG	N;SG
nimeni	nobody	nimeni	nobody	PRO;SG;3	PRO;SG
apărare	defence	apărare	defence	N;INDF;FEM;SG	N;SG
apărare	defense	apărare	defense	N;INDF;FEM;SG	N;SG
sensul	meaning	sens	meaning	N;DEF;MASC;SG	N;SG
jocuri	games	joc	game	N;INDF;FEM;PL	N;PL
revoluția	revolution	revoluție	revolution	N;DEF;FEM;SG	N;SG
categorii	categories	categorie	category	N;INDF;FEM;PL	N;PL
noapte	night	noapte	night	N;INDF;FEM;SG	N;SG
acces	access	acces	access	N;INDF;MASC;SG	N;SG
matematică	mathematics	matematică	mathematics	N;INDF;FEM;SG	N;SG
matematică	math	matematică	math	N;INDF;FEM;SG	N;SG
specifice	specific	specific	specific	ADJ;INDF;FEM;PL	ADJ
primește	receives	primi	receive	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
povestiri	stories	povestire	story	N;INDF;FEM;PL	N;PL
scor	score	scor	score	N;INDF;MASC;SG	N;SG
comunități	communities	comunitate	community	N;INDF;FEM;PL	N;PL
guvern	government	guvern	government	N;INDF;MASC;SG	N;SG
occidental	occidental	occidental	occidental	ADJ;INDF;MASC;SG	ADJ
occidental	western	occidental	western	ADJ;INDF;MASC;SG	ADJ
posibilitatea	possibility	posibilitate	possibility	N;DEF;FEM;SG	N;SG
realizarea	realisation	realizare	realisation	N;DEF;FEM;SG	N;SG
realizarea	realization	realizare	realization	N;DEF;FEM;SG	N;SG
copiii	kids	copil	kid	N;DEF;MASC;PL	N;PL
copiii	children	copil	child	N;DEF;MASC;PL	N;PL
studiul	study	studiu	study	N;DEF;MASC;SG	N;SG
cuvânt	word	cuvânt	word	N;INDF;MASC;SG	N;SG
independent	independently	independent	independently	ADV	ADV
sprijinul	support	sprijin	support	N;DEF;MASC;SG	N;SG
modernă	modern	modern	modern	ADJ;INDF;FEM;SG	ADJ
calificat	qualified	califica	qualified	ADJ;INDF;MASC;SG	ADJ
pictura	painting	pictură	painting	N;DEF;FEM;SG	N;SG
puternică	strong	puternic	strong	ADJ;INDF;FEM;SG	ADJ
scorul	score	scor	score	N;DEF;MASC;SG	N;SG
relații	relationships	relație	relationship	N;INDF;FEM;PL	N;PL
relații	relations	relație	relation	N;INDF;FEM;PL	N;PL
ordine	order	ordine	order	N;INDF;FEM;SG	N;SG
html	html	html	html	N;INDF;MASC;SG	N;SG
trăit	lived	trăi	live	V;MASC;SG;V.PTCP	V;PST;V.PTCP
pro	pros	prubi	pro	N;INDF	N;PL
parțial	partly	parțial	partly	ADV	ADV
parțial	partially	parțial	partially	ADV	ADV
forța	force	forță	force	N;DEF;FEM;SG	N;SG
modern	modern	modern	modern	ADJ;INDF;MASC;SG	ADJ
largă	wide	larg	wide	ADJ;INDF;FEM;SG	ADJ
critic	critical	critic	critical	ADJ;INDF;MASC;SG	ADJ
programul	program	program	program	N;DEF;MASC;SG	N;SG
programul	programme	program	programme	N;DEF;MASC;SG	N;SG
programul	schedule	program	schedule	N;DEF;MASC;SG	N;SG
formatul	format	format	format	N;DEF;MASC;SG	N;SG
asociația	association	asociație	association	N;DEF;FEM;SG	N;SG
spectatori	spectators	spectator	spectator	N;INDF;MASC;PL	N;PL
spectatori	viewers	spectator	viewer	N;INDF;MASC;PL	N;PL
personaje	characters	personaj	character	N;INDF;FEM;PL	N;PL
trupa	band	trupă	band	N;DEF;FEM;SG	N;SG
înaltă	high	înalt	high	ADJ;INDF;FEM;SG	ADJ
înaltă	tall	înalt	tall	ADJ;INDF;FEM;SG	ADJ
formarea	formation	formare	formation	N;DEF;FEM;SG	N;SG
disc	disk	disc	disk	N;INDF;MASC;SG	N;SG
activități	activities	activitate	activity	N;INDF;FEM;PL	N;PL
suferit	suffered	suferi	suffer	V;MASC;SG;V.PTCP	V;PST;V.PTCP
champagne	champagne	champagn	champagne	N;INDF;MASC;SG	N;SG
influența	influence	influență	influence	N;DEF;FEM;SG	N;SG
air	air	air	air	N;INDF;MASC;SG	N;SG
comerciale	commercial	comercial	commercial	ADJ;INDF;FEM;PL	ADJ
autonomă	autonomous	autonom	autonomous	ADJ;INDF;FEM;SG	ADJ
premiu	prize	premiu	prize	N;INDF;MASC;SG	N;SG
premiu	award	premiu	award	N;INDF;MASC;SG	N;SG
educație	education	educație	education	N;INDF;FEM;SG	N;SG
așezare	settlement	așezare	settlement	N;INDF;FEM;SG	N;SG
legătura	link	legătură	link	N;DEF;FEM;SG	N;SG
dimensiuni	dimensions	dimensiune	dimension	N;INDF;FEM;PL	N;PL
dimensiuni	sizes	dimensiune	size	N;INDF;FEM;PL	N;PL
activ	active	activ	active	ADJ;INDF;MASC;SG	ADJ
grad	grade	grad	grade	N;INDF;MASC;SG	N;SG
grad	grad	grad	grad	N;INDF;MASC;SG	N;SG
grad	degree	grad	degree	N;INDF;MASC;SG	N;SG
grad	rank	grad	rank	N;INDF;MASC;SG	N;SG
interviu	interview	interviu	interview	N;INDF;MASC;SG	N;SG
tratat	treaty	tratat	treaty	N;INDF;MASC;SG	N;SG
maximă	maximum	maxim	maximum	ADJ;INDF;FEM;SG	ADJ
sisteme	systems	sistem	system	N;INDF;FEM;PL	N;PL
indicativ	indicative	indicativ	indicative	ADJ;INDF;MASC;SG	ADJ
arbitru	referee	arbitru	referee	N;INDF;MASC;SG	N;SG
arbitru	ref	arbitru	ref	N;INDF;MASC;SG	N;SG
jocul	game	joc	game	N;DEF;MASC;SG	N;SG
încredere	confidence	încredere	confidence	N;INDF;FEM;SG	N;SG
cântec	song	cântec	song	N;INDF;MASC;SG	N;SG
ajutor	help	ajutor	help	N;INDF;MASC;SG	N;SG
titular	holder	titular	holder	N;INDF;MASC;SG	N;SG
foc	fire	foc	fire	N;INDF;MASC;SG	N;SG
lege	law	lege	law	N;INDF;FEM;SG	N;SG
funcții	functions	funcție	function	N;INDF;FEM;PL	N;PL
exterior	exterior	exterior	exterior	N;INDF;MASC;SG	N;SG
catedrala	cathedral	catedrală	cathedral	N;DEF;FEM;SG	N;SG
starea	status	stare	status	N;DEF;FEM;SG	N;SG
maghiar	hungarian	maghiar	hungarian	ADJ;INDF;MASC;SG	ADJ
închisoare	jail	închisoare	jail	N;INDF;FEM;SG	N;SG
închisoare	prison	închisoare	prison	N;INDF;FEM;SG	N;SG
scriitori	writers	scriitor	writer	N;INDF;MASC;PL	N;PL
școli	schools	școală	school	N;INDF;FEM;PL	N;PL
britanică	british	britanic	british	ADJ;INDF;FEM;SG	ADJ
secțiunea	section	secțiune	section	N;DEF;FEM;SG	N;SG
premiera	premiere	premiera	premiere	N;DEF;FEM;SG	N;SG
personale	personal	personal	personal	ADJ;INDF;FEM;PL	ADJ
istoricul	history	istoric	history	N;DEF;MASC;SG	N;SG
personaj	character	personaj	character	N;INDF;MASC;SG	N;SG
făcând	doing	face	do	V;V.MSDR	V;V.MSDR
relațiile	relationships	relație	relationship	N;DEF;FEM;PL	N;PL
relațiile	relations	relație	relation	N;DEF;FEM;PL	N;PL
avioane	airplanes	avion	airplane	N;INDF;FEM;PL	N;PL
avioane	aeroplanes	avion	aeroplane	N;INDF;FEM;PL	N;PL
avioane	planes	avion	plane	N;INDF;FEM;PL	N;PL
colegiul	college	colegiu	college	N;DEF;MASC;SG	N;SG
securitate	security	securitate	security	N;INDF;FEM;SG	N;SG
originea	origin	origine	origin	N;DEF;FEM;SG	N;SG
muntele	mountain	munte	mountain	N;DEF;MASC;SG	N;SG
muntele	mount	munte	mount	N;DEF;MASC;SG	N;SG
inginer	engineer	inginer	engineer	N;INDF;MASC;SG	N;SG
gura	mouth	gură	mouth	N;DEF;FEM;SG	N;SG
datele	dates	dată	date	N;DEF;FEM;PL	N;PL
problemă	problem	problemă	problem	N;INDF;FEM;SG	N;SG
problemă	issue	problemă	issue	N;INDF;FEM;SG	N;SG
natură	nature	natură	nature	N;INDF;FEM;SG	N;SG
anual	yearly	anual	yearly	ADV	ADV
marginea	edge	margine	edge	N;DEF;FEM;SG	N;SG
părăsit	forsaken	părăsi	forsaken	ADJ;INDF;MASC;SG	ADJ
teritoriile	territories	teritoriu	territory	N;DEF;FEM;PL	N;PL
titluri	headlines	titlu	headline	N;INDF;FEM;PL	N;PL
titluri	titles	titlu	title	N;INDF;FEM;PL	N;PL
galeria	gallery	galerie	gallery	N;DEF;FEM;SG	N;SG
piesă	piece	piesă	piece	N;INDF;FEM;SG	N;SG
căsătorie	marriage	căsătorie	marriage	N;INDF;FEM;SG	N;SG
linii	lines	linie	line	N;INDF;FEM;PL	N;PL
filozofie	philosophy	filozofie	philosophy	N;INDF;FEM;SG	N;SG
cauză	cause	cauză	cause	N;INDF;FEM;SG	N;SG
litere	letters	literă	letter	N;INDF;FEM;PL	N;PL
locală	local	local	local	ADJ;INDF;FEM;SG	ADJ
practic	basically	practic	basically	ADV	ADV
practic	practically	practic	practically	ADV	ADV
părinții	parents	părinte	parent	N;DEF;MASC;PL	N;PL
arhitectură	architecture	arhitectură	architecture	N;INDF;FEM;SG	N;SG
regiunile	regions	regiune	region	N;DEF;FEM;PL	N;PL
scenă	scene	scenă	scene	N;INDF;FEM;SG	N;SG
feminin	feminine	feminin	feminine	ADJ;INDF;MASC;SG	ADJ
scădere	decrease	scădere	decrease	N;INDF;FEM;SG	N;SG
forță	force	forță	force	N;INDF;FEM;SG	N;SG
soție	wife	soție	wife	N;INDF;FEM;SG	N;SG
drepturi	rights	drept	rights	N;INDF;FEM;PL	N;PL
cimitirul	cemetery	cimitir	cemetery	N;DEF;MASC;SG	N;SG
cimitirul	graveyard	cimitir	graveyard	N;DEF;MASC;SG	N;SG
discuţie	discussion	discuţie	discussion	N;INDF;FEM;SG	N;SG
magazine	stores	magazine	store	N;INDF;FEM;PL	N;PL
magazine	shops	magazine	shop	N;INDF;FEM;PL	N;PL
clădiri	buildings	clădire	building	N;INDF;FEM;PL	N;PL
cotă	quota	cotă	quota	N;INDF;FEM;SG	N;SG
unitatea	unity	unitate	unity	N;DEF;FEM;SG	N;SG
unitatea	unit	unitate	unit	N;DEF;FEM;SG	N;SG
lumină	light	lumină	light	N;INDF;FEM;SG	N;SG
act	act	act	act	N;INDF;MASC;SG	N;SG
editor	publisher	editor	publisher	N;INDF;MASC;SG	N;SG
editor	editor	editor	editor	N;INDF;MASC;SG	N;SG
exemple	examples	exemplu	example	N;INDF;FEM;PL	N;PL
alegeri	elections	alegere	election	N;INDF;FEM;PL	N;PL
serviciul	service	serviciu	service	N;DEF;MASC;SG	N;SG
personală	personal	personal	personal	ADJ;INDF;FEM;SG	ADJ
poezii	poems	poezie	poem	N;INDF;FEM;PL	N;PL
viitorul	future	viitor	future	N;DEF;MASC;SG	N;SG
ofițer	officer	ofițer	officer	N;INDF;MASC;SG	N;SG
iarnă	winter	iarnă	winter	N;INDF;FEM;SG	N;SG
link	link	link	link	N;INDF;MASC;SG	N;SG
frecvent	frequently	frecvent	frequently	ADV	ADV
administrator	admin	administrator	admin	N;INDF;MASC;SG	N;SG
administrator	administrator	administrator	administrator	N;INDF;MASC;SG	N;SG
civile	civil	civil	civil	ADJ;INDF;FEM;PL	ADJ
catolic	catholic	catolic	catholic	ADJ;INDF;MASC;SG	ADJ
bizantin	byzantine	bizantin	byzantine	ADJ;INDF;MASC;SG	ADJ
piață	market	piață	market	N;INDF;FEM;SG	N;SG
problemele	problems	problemă	problem	N;DEF;FEM;PL	N;PL
natura	nature	natură	nature	N;DEF;FEM;SG	N;SG
ministerului	ministry	minister	ministry	N;DEF;MASC;SG	N;SG
cartierul	neighborhood	cartier	neighborhood	N;DEF;MASC;SG	N;SG
presă	press	presă	press	N;INDF;FEM;SG	N;SG
presă	media	presă	media	N;INDF;FEM;SG	N;SG
imperiu	empire	imperiu	empire	N;INDF;MASC;SG	N;SG
secret	secret	secret	secret	N;INDF;MASC;SG	N;SG
curând	soon	curând	soon	ADV	ADV
stația	station	stație	station	N;DEF;FEM;SG	N;SG
element	item	element	item	N;INDF;MASC;SG	N;SG
element	element	element	element	N;INDF;MASC;SG	N;SG
munca	work	muncă	work	N;DEF;FEM;SG	N;SG
funcționează	works	funcționa	work	V;IND;3;PRS;FIN	V;IND;SG;3;PRS;FIN
persoana	person	persoană	person	N;DEF;FEM;SG	N;SG
localizare	location	localizare	location	N;INDF;FEM;SG	N;SG
localizare	localization	localizare	localization	N;INDF;FEM;SG	N;SG
ordin	order	ordin	order	N;INDF;MASC;SG	N;SG
capacitate	capacity	capacitate	capacity	N;INDF;FEM;SG	N;SG
capacitate	ability	capacitate	ability	N;INDF;FEM;SG	N;SG
arme	weapons	armă	weapon	N;INDF;FEM;PL	N;PL
arme	guns	armă	gun	N;INDF;FEM;PL	N;PL
stele	stars	stea	star	N;INDF;FEM;PL	N;PL
aparținând	belonging	aparține	belong	V;V.MSDR	V;V.MSDR
instituții	institutions	instituție	institution	N;INDF;FEM;PL	N;PL
cântece	songs	cântec	song	N;INDF;FEM;PL	N;PL
federația	federation	federație	federation	N;DEF;FEM;SG	N;SG
comercial	commercial	comercial	commercial	ADJ;INDF;MASC;SG	ADJ
rss	rss	rss	rss	N;INDF;MASC;SG	N;SG
calitatea	quality	calitate	quality	N;DEF;FEM;SG	N;SG
jucători	players	jucător	player	N;INDF;MASC;PL	N;PL
trecerea	passing	trecere	passing	N;DEF;FEM;SG	N;SG
varianta	variant	variantă	variant	N;DEF;FEM;SG	N;SG
statuia	statue	statuie	statue	N;DEF;FEM;SG	N;SG
profesorul	professor	profesor	professor	N;DEF;MASC;SG	N;SG
tipul	type	tip	type	N;DEF;MASC;SG	N;SG
pădurea	forest	pădure	forest	N;DEF;FEM;SG	N;SG
contract	contract	contract	contract	N;INDF;MASC;SG	N;SG
repede	quickly	repede	quickly	ADV	ADV
condamnat	doomed	condamna	doom	ADJ;INDF;MASC;SG	ADJ
podul	bridge	pod	bridge	N;DEF;MASC;SG	N;SG
artistică	artistic	artistic	artistic	ADJ;INDF;FEM;SG	ADJ
culturală	cultural	cultural	cultural	ADJ;INDF;FEM;SG	ADJ
limbile	languages	limbă	language	N;DEF;FEM;PL	N;PL
lungimea	length	lungime	length	N;DEF;FEM;SG	N;SG
mediul	environment	mediu	environment	N;DEF;MASC;SG	N;SG
tronul	throne	tron	throne	N;DEF;MASC;SG	N;SG
ansamblul	ensemble	ansamblu	ensemble	N;DEF;MASC;SG	N;SG
electric	electrical	electric	electrical	ADJ;INDF;MASC;SG	ADJ
electric	electric	electric	electric	ADJ;INDF;MASC;SG	ADJ
rezultatul	result	rezultat	result	N;DEF;MASC;SG	N;SG
recent	recently	recent	recently	ADV	ADV
înapoi	back	înapoi	back	ADV	ADV
societate	society	societate	society	N;INDF;FEM;SG	N;SG
protecție	protection	protecție	protection	N;INDF;FEM;SG	N;SG
concert	concert	concert	concert	N;INDF;MASC;SG	N;SG
carieră	career	carieră	career	N;INDF;FEM;SG	N;SG
carieră	quarry	carieră	quarry	N;INDF;FEM;SG	N;SG
arena	arena	arena	arena	N;DEF;FEM;SG	N;SG
motor	engine	motor	engine	N;INDF;MASC;SG	N;SG
motor	motor	motor	motor	N;INDF;MASC;SG	N;SG
grupa	group	grupă	group	N;DEF;FEM;SG	N;SG
redactor	editor	redactor	editor	N;INDF;MASC;SG	N;SG
proiecte	projects	proiect	project	N;INDF;FEM;PL	N;PL
canalul	channel	canal	channel	N;DEF;MASC;SG	N;SG
obiect	object	obiect	object	N;INDF;MASC;SG	N;SG
companii	companies	companie	company	N;INDF;FEM;PL	N;PL
cartier	neighborhood	cartier	neighborhood	N;INDF;MASC;SG	N;SG
cartier	neighbourhood	cartier	neighbourhood	N;INDF;MASC;SG	N;SG
specialitate	speciality	specialitate	speciality	N;INDF;FEM;SG	N;SG
aspect	appearance	aspect	appearance	N;INDF;MASC;SG	N;SG
aspect	aspect	aspect	aspect	N;INDF;MASC;SG	N;SG
clădire	building	clădire	building	N;INDF;FEM;SG	N;SG
determinat	determined	determina	determined	ADJ;INDF;MASC;SG	ADJ
episod	episode	episod	episode	N;INDF;MASC;SG	N;SG
centre	centres	centru	centre	N;INDF;FEM;PL	N;PL
centre	centers	centru	center	N;INDF;FEM;PL	N;PL
acțiunile	actions	acțiune	action	N;DEF;FEM;PL	N;PL
debut	debut	debut	debut	N;INDF;MASC;SG	N;SG
episodul	episode	episod	episode	N;DEF;MASC;SG	N;SG
religioasă	religious	religios	religious	ADJ;INDF;FEM;SG	ADJ
necesară	necessary	necesar	necessary	ADJ;INDF;FEM;SG	ADJ
artiști	artists	artist	artist	N;INDF;MASC;PL	N;PL
regional	regional	regional	regional	ADJ;INDF;MASC;SG	ADJ
regimentul	regiment	regiment	regiment	N;DEF;MASC;SG	N;SG
paginile	pages	pagină	page	N;DEF;FEM;PL	N;PL
net	net	net	net	N;INDF;MASC;SG	N;SG
câmp	field	câmp	field	N;INDF;MASC;SG	N;SG
faza	phase	fază	phase	N;DEF;FEM;SG	N;SG
laureat	laureate	laureat	laureate	N;INDF;MASC;SG	N;SG
memoria	memory	memorie	memory	N;DEF;FEM;SG	N;SG
mâna	hand	mână	hand	N;DEF;FEM;SG	N;SG
rezultatele	results	rezultat	result	N;DEF;FEM;PL	N;PL
presupune	assumes	presupune	assume	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
geografice	geographic	geografic	geographic	ADJ;INDF;FEM;PL	ADJ
geografice	geographical	geografic	geographical	ADJ;INDF;FEM;PL	ADJ
domenii	domains	domeniu	domain	N;INDF;FEM;PL	N;PL
domenii	fields	domeniu	field	N;INDF;FEM;PL	N;PL
domenii	areas	domeniu	area	N;INDF;FEM;PL	N;PL
fondator	founder	fondator	founder	N;INDF;MASC;SG	N;SG
pădure	forest	pădure	forest	N;INDF;FEM;SG	N;SG
apele	waters	apă	water	N;DEF;FEM;PL	N;PL
fosta	former	fost	former	ADJ;DEF;FEM;SG	ADJ
asemănătoare	similar	asemănător	similar	ADJ;INDF;FEM	ADJ
document	document	document	document	N;INDF;MASC;SG	N;SG
evreilor	jews	evreu	jew	N;DEF;MASC;PL	N;PL
concurs	competition	concurs	competition	N;INDF;MASC;SG	N;SG
concurs	contest	concurs	contest	N;INDF;MASC;SG	N;SG
sol	soil	sol	soil	N;INDF;MASC;SG	N;SG
sol	ground	sol	ground	N;INDF;MASC;SG	N;SG
proprii	own	propriu	own	ADJ;INDF;PL	ADJ
viteza	speed	viteză	speed	N;DEF;FEM;SG	N;SG
statut	status	statut	status	N;INDF;MASC;SG	N;SG
nave	ships	navă	ship	N;INDF;FEM;PL	N;PL
nave	vessels	navă	vessel	N;INDF;FEM;PL	N;PL
legat	bound	lega	bound	ADJ;INDF;MASC;SG	ADJ
durata	duration	durată	duration	N;DEF;FEM;SG	N;SG
lucruri	things	lucru	thing	N;INDF;FEM;PL	N;PL
austriac	austrian	austriac	austrian	ADJ;INDF;MASC;SG	ADJ
japonez	japanese	japonez	japanese	ADJ;INDF;MASC;SG	ADJ
mașini	cars	mașină	car	N;INDF;FEM;PL	N;PL
mașini	machines	mașină	machine	N;INDF;FEM;PL	N;PL
liste	lists	listă	list	N;INDF;FEM;PL	N;PL
campion	champion	campion	champion	N;INDF;MASC;SG	N;SG
masa	table	masă	table	N;DEF;FEM;SG	N;SG
masa	mass	masă	mass	N;DEF;FEM;SG	N;SG
masa	meal	masă	meal	N;DEF;FEM;SG	N;SG
campionilor	champions	campion	champion	N;DEF;MASC;PL	N;PL
dumneavoastră	your	dumneavoastră	you	PRO;2	PRO;2
relația	relationship	relație	relationship	N;DEF;FEM;SG	N;SG
minim	minimum	minim	minimum	N;INDF;MASC;SG	N;SG
frații	siblings	frate	sibling	N;DEF;MASC;PL	N;PL
frații	brothers	frate	brother	N;DEF;MASC;PL	N;PL
intrare	entrance	intrare	entrance	N;INDF;FEM;SG	N;SG
intrare	input	intrare	input	N;INDF;FEM;SG	N;SG
intrare	entry	intrare	entry	N;INDF;FEM;SG	N;SG
străine	foreign	străin	foreign	ADJ;INDF;FEM;PL	ADJ
frumos	beautiful	frumos	beautiful	ADJ;INDF;MASC;SG	ADJ
frumos	nice	frumos	nice	ADJ;INDF;MASC;SG	ADJ
întotdeauna	always	întotdeauna	always	ADV	ADV
episoade	episodes	episod	episode	N;INDF;FEM;PL	N;PL
mereu	always	mereu	always	ADV	ADV
limita	limit	limită	limit	N;DEF;FEM;SG	N;SG
implicat	involved	implicat	involved	ADJ;INDF;MASC;SG	ADJ
districte	districts	district	district	N;INDF;FEM;PL	N;PL
lot	batch	lot	batch	N;INDF;MASC;SG	N;SG
lot	lot	lot	lot	N;INDF;MASC;SG	N;SG
ordinea	order	ordine	order	N;DEF;FEM;SG	N;SG
denumire	name	denumire	name	N;INDF;FEM;SG	N;SG
românii	romanians	român	romanian	N;DEF;MASC;PL	N;PL
comisia	commission	comisie	commission	N;DEF;FEM;SG	N;SG
adevăr	truth	adevăr	truth	N;INDF;MASC;SG	N;SG
capitală	capital	capitală	capital	N;INDF;FEM;SG	N;SG
trupe	bands	trupă	band	N;INDF;FEM;PL	N;PL
trupe	troops	trupă	troops	N;INDF;FEM;PL	N;PL
scena	scene	scenă	scene	N;DEF;FEM;SG	N;SG
capacitatea	capacity	capacitate	capacity	N;DEF;FEM;SG	N;SG
capacitatea	ability	capacitate	ability	N;DEF;FEM;SG	N;SG
economie	economy	economie	economy	N;INDF;FEM;SG	N;SG
temperatura	temperature	temperatură	temperature	N;DEF;FEM;SG	N;SG
modificări	modifications	modificare	modification	N;INDF;FEM;PL	N;PL
modificări	amendments	modificare	amendment	N;INDF;FEM;PL	N;PL
modificări	changes	modificare	change	N;INDF;FEM;PL	N;PL
profil	profile	profil	profile	N;INDF;MASC;SG	N;SG
software	software	software	software	N;INDF;MASC;SG	N;SG
soțul	spouse	soț	spouse	N;DEF;MASC;SG	N;SG
soțul	husband	soț	husband	N;DEF;MASC;SG	N;SG
corect	right	corect	right	ADV	ADV
dincolo	beyond	dincolo	beyond	ADV	ADV
dans	dance	dans	dance	N;INDF;MASC;SG	N;SG
dans	dancing	dans	dancing	N;INDF;MASC;SG	N;SG
independența	independence	independență	independence	N;DEF;FEM;SG	N;SG
val	wave	val	wave	N;INDF;MASC;SG	N;SG
poarta	gate	poartă	gate	N;DEF;FEM;SG	N;SG
tour	tour	tour	tour	N;INDF;MASC;SG	N;SG
rolurile	roles	rol	role	N;DEF;FEM;PL	N;PL
apărarea	defence	apărare	defence	N;DEF;FEM;SG	N;SG
apărarea	defense	apărare	defense	N;DEF;FEM;SG	N;SG
durată	duration	durată	duration	N;INDF;FEM;SG	N;SG
comandantul	commander	comandant	commander	N;DEF;MASC;SG	N;SG
rețea	network	rețea	network	N;INDF;FEM;SG	N;SG
