категорія	類別	категорія	類別	N;INAN;NOM;FEM;SG	N
дивіться	觀看	дивитися	觀看	V;IPFV;IMP;PL;2;FIN	V
рамки	幀	рамка	幀	N;INAN;NOM;FEM;PL	N
рамки	框架	рамка	框架	N;INAN;NOM;FEM;PL	N
рамки	框	рамка	框	N;INAN;NOM;FEM;PL	N
рамки	邊界	рамка	邊界	N;INAN;NOM;FEM;PL	N
рамки	邊框	рамка	邊框	N;INAN;NOM;FEM;PL	N
рамки	邊境	рамка	邊境	N;INAN;NOM;FEM;PL	N
лісі	樹林	ліс	樹林	N;INAN;DAT;MASC;SG	N
суть	實質	суть	實質	N;INAN;NOM;FEM;SG	N
суть	本質	суть	本質	N;INAN;NOM;FEM;SG	N
захопити	擷取	захопити	擷取	V;PFV;NFIN	V
захопити	捕捉	захопити	捕捉	V;PFV;NFIN	V
захопити	捕獲	захопити	捕獲	V;PFV;NFIN	V
мереж	網路	мереж	網路	N;INAN;GEN;FEM;PL	N
храмів	廟宇	храм	廟宇	N;INAN;GEN;MASC;PL	N
храмів	寺廟	храм	寺廟	N;INAN;GEN;MASC;PL	N
ікони	聖像	ікона	聖像	N;INAN;NOM;FEM;PL	N
риба	魚類	риба	魚類	N;ANIM;NOM;FEM;SG	N
риба	魚	риба	魚	N;ANIM;NOM;FEM;SG	N
риба	魚兒	риба	魚兒	N;ANIM;NOM;FEM;SG	N
ракет	導彈	ракета	導彈	N;INAN;GEN;FEM;PL	N
ракет	火箭	ракета	火箭	N;INAN;GEN;FEM;PL	N
кольорів	顏色	колір	顏色	N;INAN;GEN;MASC;PL	N
кольорів	色彩	колір	色彩	N;INAN;GEN;MASC;PL	N
розмноження	品種	розмноження	品種	N;INAN;NOM;NEUT;SG	N
розмноження	生殖	розмноження	生殖	N;INAN;NOM;NEUT;SG	N
члена	會員	член	會員	N;ANIM;ACC;MASC;SG	N
члена	成員	член	成員	N;ANIM;ACC;MASC;SG	N
територіях	地區	територія	地區	N;INAN;ESS;FEM;PL	N
друку	印刷	друк	印刷	N;INAN;GEN;MASC;SG	N
фасад	外觀	фасад	外觀	N;INAN;NOM;MASC;SG	N
посольства	大使	посольство	大使	N;INAN;NOM;NEUT;SG	N
посольства	使館	посольство	使館	N;INAN;NOM;NEUT;SG	N
ядро	核心	ядро	核心	N;INAN;NOM;NEUT;SG	N
ядро	核	ядро	核	N;INAN;NOM;NEUT;SG	N
ядро	核心	ядро	核心	N;INAN;NOM;NEUT;SG	N
ядро	核心	ядро	核心	N;INAN;NOM;NEUT;SG	N
регіони	區域	регіон	區域	N;INAN;NOM;MASC;PL	N
попередження	警告	попередження	警告	N;INAN;NOM;NEUT;SG	N
попередження	警報	попередження	警報	N;INAN;NOM;NEUT;SG	N
попередження	警示	попередження	警示	N;INAN;NOM;NEUT;SG	N
попередження	警告	попередження	警告	N;INAN;NOM;NEUT;SG	N
губернатора	省長	губернатор	省長	N;ANIM;NOM;MASC;SG	N
губернатора	總督	губернатор	總督	N;ANIM;NOM;MASC;SG	N
губернатора	州	губернатор	州	N;ANIM;NOM;MASC;SG	N
логотип	標誌	логотип	標誌	N;INAN;NOM;MASC;SG	N
логотип	標識	логотип	標識	N;INAN;NOM;MASC;SG	N
піти	捐獻	піти	捐獻	V;PFV;NFIN	V
стрічка	捲軸	стрічка	捲軸	N;INAN;NOM;FEM;SG	N
стрічка	動態	стрічка	動態	N;INAN;NOM;FEM;SG	N
стрічка	飼料	стрічка	飼料	N;INAN;NOM;FEM;SG	N
стрічка	帶子	стрічка	帶子	N;INAN;NOM;FEM;SG	N
стрічка	膠帶	стрічка	膠帶	N;INAN;NOM;FEM;SG	N
стрічка	磁帶	стрічка	磁帶	N;INAN;NOM;FEM;SG	N
стрічка	絲帶	стрічка	絲帶	N;INAN;NOM;FEM;SG	N
випробувань	審判	випробування	審判	N;INAN;GEN;NEUT;PL	N
вокзал	站	вокзал	站	N;INAN;NOM;MASC;SG	N
вокзал	車站	вокзал	車站	N;INAN;NOM;MASC;SG	N
діях	階段	дія	階段	N;INAN;ESS;FEM;PL	N
кістки	骨	кістка	骨	N;INAN;NOM;FEM;PL	N
кістки	骨骼	кістка	骨骼	N;INAN;NOM;FEM;PL	N
кістки	骨頭	кістка	骨頭	N;INAN;NOM;FEM;PL	N
критика	批判	критика	批判	N;INAN;NOM;FEM;SG	N
запит	查詢	запит	查詢	N;INAN;NOM;MASC;SG	N
володів	擁有	володіти	擁有	V;IPFV;MASC;IND;SG;PST;FIN	V
впливає	影響	впливати	影響	V;IPFV;IND;SG;3;PRS;FIN	V
впливає	影響	впливати	影響	V;IPFV;IND;SG;3;PRS;FIN	V
речення	句子	речення	句子	N;INAN;NOM;NEUT;PL	N
речення	刑期	речення	刑期	N;INAN;NOM;NEUT;PL	N
речення	句子	речення	句子	N;INAN;NOM;NEUT;PL	N
речення	刑期	речення	刑期	N;INAN;NOM;NEUT;PL	N
графік	圖表	графік	圖表	N;INAN;NOM;MASC;SG	N
графік	圖形	графік	圖形	N;INAN;NOM;MASC;SG	N
графік	圖	графік	圖	N;INAN;NOM;MASC;SG	N
графік	陰謀	графік	陰謀	N;INAN;NOM;MASC;SG	N
графік	劇情	графік	劇情	N;INAN;NOM;MASC;SG	N
реклама	廣告	реклама	廣告	N;INAN;NOM;FEM;SG	N
реклама	廣告	реклама	廣告	N;INAN;NOM;FEM;SG	N
президенти	總統	президент	總統	N;ANIM;NOM;MASC;PL	N
президенти	主席	президент	主席	N;ANIM;NOM;MASC;PL	N
проблему	問題	проблема	問題	N;INAN;ACC;FEM;SG	N
кодекс	法典	кодекс	法典	N;INAN;NOM;MASC;SG	N
енергія	能量	енергія	能量	N;INAN;NOM;FEM;SG	N
енергія	能源	енергія	能源	N;INAN;NOM;FEM;SG	N
виведення	輸出	виведення	輸出	N;INAN;NOM;NEUT;SG	N
виведення	推理	виведення	推理	N;INAN;NOM;NEUT;SG	N
оркестр	管弦	оркестр	管弦	N;INAN;NOM;MASC;SG	N
оркестр	樂團	оркестр	樂團	N;INAN;NOM;MASC;SG	N
святі	神聖	святий	神聖	ADJ;NOM;PL	ADJ
вогнем	消防	вогонь	消防	N;INAN;INS;MASC;SG	N
вогнем	火	вогонь	火	N;INAN;INS;MASC;SG	N
вогнем	火災	вогонь	火災	N;INAN;INS;MASC;SG	N
хвороб	疾病	хвороб	疾病	N;INAN;GEN;FEM;PL	N
парки	公園	парк	公園	N;INAN;NOM;MASC;PL	N
срібла	銀色	срібло	銀色	N;INAN;NOM;NEUT;SG	N
срібла	銀	срібло	銀	N;INAN;NOM;NEUT;SG	N
туристів	觀光	турист	觀光	N;ANIM;ACC;MASC;PL	N
туристів	遊客	турист	遊客	N;ANIM;ACC;MASC;PL	N
образи	濫用	образ	濫用	N;INAN;NOM;MASC;PL	N
усім	大家	усе	大家	PRO;INAN;INS;NEUT;SG	PRO
майно	地產	майно	地產	N;INAN;NOM;NEUT;SG	N
майно	屬性	майно	屬性	N;INAN;NOM;NEUT;SG	N
майно	財產	майно	財產	N;INAN;NOM;NEUT;SG	N
майно	物業	майно	物業	N;INAN;NOM;NEUT;SG	N
майно	產業	майно	產業	N;INAN;NOM;NEUT;SG	N
майно	邨	майно	邨	N;INAN;NOM;NEUT;SG	N
запас	漂浮	запас	漂浮	N;INAN;NOM;MASC;SG	N
запас	浮點	запас	浮點	N;INAN;NOM;MASC;SG	N
запас	存貨	запас	存貨	N;INAN;NOM;MASC;SG	N
запас	庫存	запас	庫存	N;INAN;NOM;MASC;SG	N
здобули	畢業	здобути	畢業	V;PFV;IND;PL;PST;FIN	V
музикантів	樂手	музикант	樂手	N;ANIM;ACC;MASC;PL	N
голоси	選票	голос	選票	N;INAN;NOM;MASC;PL	N
вина	酒	вино	酒	N;INAN;NOM;NEUT;SG	N
вина	葡萄	вино	葡萄	N;INAN;NOM;NEUT;SG	N
лікаря	醫師	лікар	醫師	N;ANIM;ACC;MASC;SG	N
лікаря	醫生	лікар	醫生	N;ANIM;ACC;MASC;SG	N
лікаря	博士	лікар	博士	N;ANIM;ACC;MASC;SG	N
запуску	創業	запуск	創業	N;INAN;GEN;MASC;SG	N
способи	方法	спосіб	方法	N;INAN;NOM;MASC;PL	N
бібліотек	圖書	бібліотека	圖書	N;INAN;GEN;FEM;PL	N
орбіти	傾向	орбіта	傾向	N;INAN;NOM;FEM;PL	N
орбіти	意向	орбіта	意向	N;INAN;NOM;FEM;PL	N
словом	詞	слово	詞	N;INAN;INS;NEUT;SG	N
словом	單詞	слово	單詞	N;INAN;INS;NEUT;SG	N
словом	字	слово	字	N;INAN;INS;NEUT;SG	N
словом	單字	слово	單字	N;INAN;INS;NEUT;SG	N
тебе	你	ти	你	PRO;ANIM;ACC;SG;2	PRO;2
установка	鑽機	установка	鑽機	N;INAN;NOM;FEM;SG	N
номери	數字	номер	數字	N;INAN;NOM;MASC;PL	N
важливе	重要	важливий	重要	ADJ;NOM;NEUT;SG	ADJ
знято	釋放	знято	釋放	V;PFV;IND;0;FIN	V
крок	台階	крок	台階	N;INAN;NOM;MASC;SG	N
крок	步驟	крок	步驟	N;INAN;NOM;MASC;SG	N
крок	步	крок	步	N;INAN;NOM;MASC;SG	N
комедії	喜劇	комедія	喜劇	N;INAN;NOM;FEM;PL	N
хребет	脊椎	хребет	脊椎	N;INAN;NOM;MASC;SG	N
хребет	脊柱	хребет	脊柱	N;INAN;NOM;MASC;SG	N
хребет	山脈	хребет	山脈	N;INAN;NOM;MASC;SG	N
хребет	範圍	хребет	範圍	N;INAN;NOM;MASC;SG	N
хребет	射程	хребет	射程	N;INAN;NOM;MASC;SG	N
хребет	主幹	хребет	主幹	N;INAN;NOM;MASC;SG	N
хребет	支柱	хребет	支柱	N;INAN;NOM;MASC;SG	N
хребет	山脊	хребет	山脊	N;INAN;NOM;MASC;SG	N
хребет	嶺	хребет	嶺	N;INAN;NOM;MASC;SG	N
зразка	樣品	зразка	樣品	N;INAN;NOM;MASC;SG	N
зразка	抽樣	зразка	抽樣	N;INAN;NOM;MASC;SG	N
зразка	樣本	зразка	樣本	N;INAN;NOM;MASC;SG	N
відповідальності	責任	відповідальність	責任	N;INAN;GEN;FEM;SG	N
носій	媒體	ніс	媒體	N;INAN;NOM;MASC;SG	N
носій	媒介	ніс	媒介	N;INAN;NOM;MASC;SG	N
носій	介質	ніс	介質	N;INAN;NOM;MASC;SG	N
носій	中型	ніс	中型	N;INAN;NOM;MASC;SG	N
носій	中	ніс	中	N;INAN;NOM;MASC;SG	N
носій	媒介	ніс	媒介	N;INAN;NOM;MASC;SG	N
поліція	警方	поліція	警方	N;INAN;NOM;FEM;SG	N
поліція	警務	поліція	警務	N;INAN;NOM;FEM;SG	N
поліція	警察	поліція	警察	N;INAN;NOM;FEM;SG	N
негайно	即時	негайно	即時	ADV	ADV
скелі	崖	скеля	崖	N;INAN;NOM;FEM;PL	N
скелі	懸崖	скеля	懸崖	N;INAN;NOM;FEM;PL	N
скелі	崖	скеля	崖	N;INAN;NOM;FEM;PL	N
скелі	懸崖	скеля	懸崖	N;INAN;NOM;FEM;PL	N
скелі	崖	скеля	崖	N;INAN;NOM;FEM;PL	N
скелі	岩	скеля	岩	N;INAN;NOM;FEM;PL	N
скелі	岩石	скеля	岩石	N;INAN;NOM;FEM;PL	N
адміністратор	署長	адміністратор	署長	N;ANIM;NOM;MASC;SG	N
срібло	銀色	срібло	銀色	N;INAN;NOM;NEUT;SG	N
срібло	銀	срібло	銀	N;INAN;NOM;NEUT;SG	N
біль	痛	біль	痛	N;INAN;NOM;MASC;SG	N
біль	傷痛	біль	傷痛	N;INAN;NOM;MASC;SG	N
біль	疼痛	біль	疼痛	N;INAN;NOM;MASC;SG	N
біль	痛苦	біль	痛苦	N;INAN;NOM;MASC;SG	N
плоди	果實	плода	果實	N;INAN;NOM;MASC;PL	N
плоди	水果	плода	水果	N;INAN;NOM;MASC;PL	N
плоди	果	плода	果	N;INAN;NOM;MASC;PL	N
плоди	果實	плода	果實	N;INAN;NOM;MASC;PL	N
плоди	水果	плода	水果	N;INAN;NOM;MASC;PL	N
хор	合唱	хор	合唱	N;INAN;NOM;MASC;SG	N
хвилини	分鐘	хвилина	分鐘	N;INAN;NOM;FEM;PL	N
хвилини	分鐘	хвилина	分鐘	N;INAN;NOM;FEM;PL	N
човен	船	човен	船	N;INAN;NOM;MASC;SG	N
човен	船隻	човен	船隻	N;INAN;NOM;MASC;SG	N
човен	艇	човен	艇	N;INAN;NOM;MASC;SG	N
звіт	報告	звіт	報告	N;INAN;NOM;MASC;SG	N
рядок	線	рядок	線	N;INAN;NOM;MASC;SG	N
рядок	線路	рядок	線路	N;INAN;NOM;MASC;SG	N
рядок	弦	рядок	弦	N;INAN;NOM;MASC;SG	N
рядок	字串	рядок	字串	N;INAN;NOM;MASC;SG	N
рядок	弦	рядок	弦	N;INAN;NOM;MASC;SG	N
рядок	划	рядок	划	N;INAN;NOM;MASC;SG	N
рядок	排	рядок	排	N;INAN;NOM;MASC;SG	N
двадцять	二十	двадцять	二十	NUM;NOM	NUM
акторів	演員	актор	演員	N;ANIM;ACC;MASC;PL	N
угода	協定	угода	協定	N;INAN;NOM;FEM;SG	N
угода	協議	угода	協議	N;INAN;NOM;FEM;SG	N
поезія	詩	поезія	詩	N;INAN;NOM;FEM;SG	N
поезія	詩歌	поезія	詩歌	N;INAN;NOM;FEM;SG	N
філії	分行	філія	分行	N;INAN;NOM;FEM;PL	N
філії	樹枝	філія	樹枝	N;INAN;NOM;FEM;PL	N
філії	分支	філія	分支	N;INAN;NOM;FEM;PL	N
математика	數學	математик	數學	N;INAN;NOM;MASC;SG	N
математика	數學	математик	數學	N;INAN;NOM;MASC;SG	N
математика	數學	математик	數學	N;INAN;NOM;MASC;SG	N
знищити	消滅	знищити	消滅	V;PFV;NFIN	V
знищити	摧毀	знищити	摧毀	V;PFV;NFIN	V
знищити	消除	знищити	消除	V;PFV;NFIN	V
переміщення	搬家	переміщення	搬家	N;INAN;NOM;NEUT;SG	N
переміщення	位	переміщення	位	N;INAN;NOM;NEUT;SG	N
відчуття	感覺	відчуття	感覺	N;INAN;NOM;NEUT;SG	N
мотор	馬達	мотор	馬達	N;INAN;NOM;MASC;SG	N
мотор	電機	мотор	電機	N;INAN;NOM;MASC;SG	N
етапу	階段	етап	階段	N;INAN;GEN;MASC;SG	N
сигнал	訊號	сигнал	訊號	N;INAN;NOM;MASC;SG	N
ціна	價	ціна	價	N;INAN;NOM;FEM;SG	N
ціна	價錢	ціна	價錢	N;INAN;NOM;FEM;SG	N
ціна	價格	ціна	價格	N;INAN;NOM;FEM;SG	N
приймати	主辦	приймати	主辦	V;IPFV;NFIN	V
складання	彙總	складання	彙總	N;INAN;NOM;NEUT;SG	N
дитина	嬰兒	дитина	嬰兒	N;ANIM;NOM;FEM;SG	N
дитина	寶貝	дитина	寶貝	N;ANIM;NOM;FEM;SG	N
дитина	寶寶	дитина	寶寶	N;ANIM;NOM;FEM;SG	N
дитина	兒童	дитина	兒童	N;ANIM;NOM;FEM;SG	N
дитина	孩子	дитина	孩子	N;ANIM;NOM;FEM;SG	N
постанова	條例	постановий	條例	N;INAN;NOM;FEM;SG	N
постанова	法令	постановий	法令	N;INAN;NOM;FEM;SG	N
постанова	政令	постановий	政令	N;INAN;NOM;FEM;SG	N
арена	舞台	арений	舞台	N;INAN;NOM;FEM;SG	N
арена	體育	арений	體育	N;INAN;NOM;FEM;SG	N
романів	小說	роман	小說	N;INAN;GEN;MASC;PL	N
поляки	極地	поляк	極地	N;ANIM;NOM;MASC;PL	N
половину	半數	половина	半數	N;INAN;ACC;FEM;SG	N
надають	提供	надавати	提供	V;IPFV;IND;PL;3;PRS;FIN	V
перспективи	前景	перспектива	前景	N;INAN;NOM;FEM;PL	N
перспективи	透視	перспектива	透視	N;INAN;NOM;FEM;PL	N
перспективи	視角	перспектива	視角	N;INAN;NOM;FEM;PL	N
перенесено	包裹	перенести	包裹	V;PFV;IND;0;FIN	V
перейти	跳躍	перейти	跳躍	V;PFV;NFIN	V
комедія	喜劇	комедія	喜劇	N;INAN;NOM;FEM;SG	N
солдати	士兵	солдат	士兵	N;ANIM;NOM;MASC;PL	N
освітлення	照明	освітлення	照明	N;INAN;NOM;NEUT;SG	N
послідовність	序列	послідовність	序列	N;INAN;NOM;FEM;SG	N
послідовність	數列	послідовність	數列	N;INAN;NOM;FEM;SG	N
послідовність	順序	послідовність	順序	N;INAN;NOM;FEM;SG	N
дуб	櫟	дуб	櫟	N;INAN;NOM;MASC;SG	N
дуб	橡樹	дуб	橡樹	N;INAN;NOM;MASC;SG	N
дуб	橡木	дуб	橡木	N;INAN;NOM;MASC;SG	N
дуб	橡	дуб	橡	N;INAN;NOM;MASC;SG	N
дуб	櫟	дуб	櫟	N;INAN;NOM;MASC;SG	N
реконструкція	整修	реконструкція	整修	N;INAN;NOM;FEM;SG	N
реконструкція	翻新	реконструкція	翻新	N;INAN;NOM;FEM;SG	N
реконструкція	裝修	реконструкція	裝修	N;INAN;NOM;FEM;SG	N
використати	利用	використати	利用	V;PFV;NFIN	V
використати	使用	використати	使用	V;PFV;NFIN	V
давні	古老	давний	古老	ADJ;NOM;PL	ADJ
пустелі	沙漠	пустель	沙漠	N;INAN;NOM;FEM;PL	N
пустелі	荒漠	пустель	荒漠	N;INAN;NOM;FEM;PL	N
пустелі	沙漠	пустель	沙漠	N;INAN;NOM;FEM;PL	N
пустелі	荒漠	пустель	荒漠	N;INAN;NOM;FEM;PL	N
розклад	附表	розклад	附表	N;INAN;NOM;MASC;SG	N
карт	紙牌	карта	紙牌	N;INAN;GEN;FEM;PL	N
карт	卡片	карта	卡片	N;INAN;GEN;FEM;PL	N
карт	牌	карта	牌	N;INAN;GEN;FEM;PL	N
вояки	士兵	вояк	士兵	N;ANIM;NOM;MASC;PL	N
суміші	組合	суміш	組合	N;INAN;NOM;FEM;PL	N
птах	鳥	птах	鳥	N;ANIM;NOM;MASC;SG	N
прийняли	接受	прийняти	接受	V;PFV;IND;PL;PST;FIN	V
залежність	毒癮	залежність	毒癮	N;INAN;NOM;FEM;SG	N
недоліки	斷層	недолік	斷層	N;INAN;NOM;MASC;PL	N
недоліки	劣勢	недолік	劣勢	N;INAN;NOM;MASC;PL	N
недоліки	缺點	недолік	缺點	N;INAN;NOM;MASC;PL	N
зерна	糧食	зерно	糧食	N;INAN;NOM;NEUT;SG	N
зерна	穀物	зерно	穀物	N;INAN;NOM;NEUT;SG	N
зерна	糧	зерно	糧	N;INAN;NOM;NEUT;SG	N
частинами	部件	частина	部件	N;INAN;INS;FEM;PL	N
файли	文件	файти	文件	N;INAN;NOM;MASC;PL	N
файли	檔案	файти	檔案	N;INAN;NOM;MASC;PL	N
човнів	船隻	човен	船隻	N;INAN;GEN;MASC;PL	N
човнів	艇	човен	艇	N;INAN;GEN;MASC;PL	N
конфліктів	衝突	конфлікт	衝突	N;INAN;GEN;MASC;PL	N
кільця	環	кільце	環	N;INAN;NOM;NEUT;SG	N
кільця	戒指	кільце	戒指	N;INAN;NOM;NEUT;SG	N
правопису	拼字	правопис	拼字	N;INAN;GEN;MASC;SG	N
шкоди	危害	шкода	危害	N;INAN;DAT;FEM;SG	N
шкоди	傷害	шкода	傷害	N;INAN;DAT;FEM;SG	N
замінити	替代	замінити	替代	V;PFV;NFIN	V
замінити	取代	замінити	取代	V;PFV;NFIN	V
замінити	替換	замінити	替換	V;PFV;NFIN	V
замінити	更換	замінити	更換	V;PFV;NFIN	V
замінити	代替	замінити	代替	V;PFV;NFIN	V
концерти	音樂	концерт	音樂	N;INAN;NOM;MASC;PL	N
умовами	術語	умова	術語	N;INAN;INS;FEM;PL	N
умовами	條款	умова	條款	N;INAN;INS;FEM;PL	N
журналів	原木	журнал	原木	N;INAN;GEN;MASC;PL	N
графіки	圖表	графік	圖表	N;INAN;NOM;MASC;PL	N
графіки	圖表	графік	圖表	N;INAN;NOM;MASC;PL	N
графіки	圖形	графік	圖形	N;INAN;NOM;MASC;PL	N
графіки	繪圖	графік	繪圖	N;INAN;NOM;MASC;PL	N
сприйняття	感知	сприйняття	感知	N;INAN;NOM;NEUT;SG	N
сприйняття	知覺	сприйняття	知覺	N;INAN;NOM;NEUT;SG	N
євробачення	比賽	євробачення	比賽	N;INAN;NOM;NEUT;SG	N
євробачення	競賽	євробачення	競賽	N;INAN;NOM;NEUT;SG	N
літо	夏日	літо	夏日	N;INAN;NOM;NEUT;SG	N
літо	夏季	літо	夏季	N;INAN;NOM;NEUT;SG	N
літо	暑假	літо	暑假	N;INAN;NOM;NEUT;SG	N
літо	夏天	літо	夏天	N;INAN;NOM;NEUT;SG	N
свідчення	證言	свідчення	證言	N;INAN;NOM;NEUT;PL	N
свідчення	證詞	свідчення	證詞	N;INAN;NOM;NEUT;PL	N
дітьми	小孩	дитина	小孩	N;ANIM;INS;FEM;PL	N
дітьми	兒童	дитина	兒童	N;ANIM;INS;FEM;PL	N
містами	城鎮	місто	城鎮	N;INAN;INS;NEUT;PL	N
науковець	科學	науковець	科學	N;ANIM;NOM;MASC;SG	N
виробник	廠	виробник	廠	N;ANIM;NOM;MASC;SG	N
виробник	廠	виробник	廠	N;ANIM;NOM;MASC;SG	N
дах	屋頂	дах	屋頂	N;INAN;NOM;MASC;SG	N
вивчає	研究	вивчати	研究	V;IPFV;IND;SG;3;PRS;FIN	V
учень	瞳孔	учень	瞳孔	N;ANIM;NOM;MASC;SG	N
відвідувачів	遊客	відвідувач	遊客	N;ANIM;ACC;MASC;PL	N
відвідувачів	訪客	відвідувач	訪客	N;ANIM;ACC;MASC;PL	N
науковців	科學	науковець	科學	N;ANIM;ACC;MASC;PL	N
слава	榮耀	слава	榮耀	N;INAN;NOM;FEM;SG	N
слава	光榮	слава	光榮	N;INAN;NOM;FEM;SG	N
коледжі	學院	коледжа	學院	N;INAN;NOM;MASC;SG	N
коледжі	院校	коледжа	院校	N;INAN;NOM;MASC;SG	N
коледжі	學院	коледжа	學院	N;INAN;NOM;MASC;SG	N
коледжі	書院	коледжа	書院	N;INAN;NOM;MASC;SG	N
коледжі	大學	коледжа	大學	N;INAN;NOM;MASC;SG	N
напрям	方向	напрям	方向	N;INAN;NOM;MASC;SG	N
відсоток	百分	відсоток	百分	N;INAN;NOM;MASC;SG	N
відсоток	百分	відсоток	百分	N;INAN;NOM;MASC;SG	N
парафії	教區	парафія	教區	N;INAN;NOM;FEM;PL	N
прості	簡單	простий	簡單	ADJ;NOM;PL	ADJ
врятувати	營救	врятувати	營救	V;PFV;NFIN	V
врятувати	救援	врятувати	救援	V;PFV;NFIN	V
врятувати	拯救	врятувати	拯救	V;PFV;NFIN	V
задоволення	滿意	задоволення	滿意	N;INAN;NOM;NEUT;SG	N
опубліковано	出版	опубліковано	出版	V;PFV;IND;0;FIN	V
опубліковано	發表	опубліковано	發表	V;PFV;IND;0;FIN	V
множини	複數	множина	複數	N;INAN;NOM;FEM;PL	N
розглядати	對待	розглядати	對待	V;IPFV;NFIN	V
укріплення	工事	укріплення	工事	N;INAN;NOM;NEUT;SG	N
пояснити	解釋	пояснити	解釋	V;PFV;NFIN	V
ґрунт	泥土	ґрунт	泥土	N;INAN;NOM;MASC;SG	N
ґрунт	土壤	ґрунт	土壤	N;INAN;NOM;MASC;SG	N
ґрунт	土	ґрунт	土	N;INAN;NOM;MASC;SG	N
гітарист	吉他	гітарист	吉他	N;ANIM;NOM;MASC;SG	N
святкування	慶典	святкування	慶典	N;INAN;NOM;NEUT;SG	N
колії	儀表	колія	儀表	N;INAN;NOM;FEM;PL	N
частинки	顆	частинка	顆	N;INAN;NOM;FEM;PL	N
частинки	粒子	частинка	粒子	N;INAN;NOM;FEM;PL	N
частинки	微粒	частинка	微粒	N;INAN;NOM;FEM;PL	N
частинки	顆	частинка	顆	N;INAN;NOM;FEM;PL	N
частинки	粒子	частинка	粒子	N;INAN;NOM;FEM;PL	N
частинки	微粒	частинка	微粒	N;INAN;NOM;FEM;PL	N
рано	及	рано	及	ADV	ADV
очки	點數	очка	點數	N;INAN;NOM;MASC;PL	N
музиці	音樂	музика	音樂	N;INAN;DAT;FEM;PL	N
подія	事件	подія	事件	N;INAN;NOM;FEM;SG	N
подія	活動	подія	活動	N;INAN;NOM;FEM;SG	N
створюється	產生	створюватися	產生	V;IPFV;IND;SG;3;PRS;FIN	V
створюється	生成	створюватися	生成	V;IPFV;IND;SG;3;PRS;FIN	V
хвороба	病	хвороба	病	N;INAN;NOM;FEM;SG	N
хвороба	疾病	хвороба	疾病	N;INAN;NOM;FEM;SG	N
хвороба	病	хвороба	病	N;INAN;NOM;FEM;SG	N
хвороба	疾病	хвороба	疾病	N;INAN;NOM;FEM;SG	N
гармата	大炮	гармат	大炮	N;INAN;NOM;FEM;SG	N
гармата	砲	гармат	砲	N;INAN;NOM;FEM;SG	N
гармата	炮	гармат	炮	N;INAN;NOM;FEM;SG	N
гармата	槍支	гармат	槍支	N;INAN;NOM;FEM;SG	N
гармата	槍	гармат	槍	N;INAN;NOM;FEM;SG	N
гармата	炮	гармат	炮	N;INAN;NOM;FEM;SG	N
стандарт	標準	стандарт	標準	N;INAN;NOM;MASC;SG	N
консул	領事	консул	領事	N;ANIM;NOM;MASC;SG	N
авіація	航空	авіація	航空	N;INAN;NOM;FEM;SG	N
зникнення	絕種	зникнення	絕種	N;INAN;NOM;NEUT;SG	N
складні	複雜	складний	複雜	ADJ;NOM;PL	ADJ
місія	任務	місія	任務	N;INAN;NOM;FEM;SG	N
геологія	地質	геологія	地質	N;INAN;NOM;FEM;SG	N
геологія	地質	геологія	地質	N;INAN;NOM;FEM;SG	N
фахівець	專業	фахівець	專業	N;ANIM;NOM;MASC;SG	N
нації	國籍	нація	國籍	N;INAN;GEN;FEM;SG	N
нації	民族	нація	民族	N;INAN;GEN;FEM;SG	N
луки	草原	лук	草原	N;INAN;NOM;MASC;PL	N
луки	草甸	лук	草甸	N;INAN;NOM;MASC;PL	N
бібліотеку	圖書	бібліотека	圖書	N;INAN;ACC;FEM;SG	N
пропозиція	優惠	пропозиція	優惠	N;INAN;NOM;FEM;SG	N
пропозиція	命題	пропозиція	命題	N;INAN;NOM;FEM;SG	N
пропозиція	提案	пропозиція	提案	N;INAN;NOM;FEM;SG	N
вірш	詩	вірш	詩	N;INAN;NOM;MASC;SG	N
вірш	詩句	вірш	詩句	N;INAN;NOM;MASC;SG	N
юрист	律師	юрист	律師	N;ANIM;NOM;MASC;SG	N
суміш	組合	суміш	組合	N;INAN;NOM;FEM;SG	N
ставки	賭注	ставка	賭注	N;INAN;NOM;FEM;PL	N
вистави	奇觀	вистава	奇觀	N;INAN;NOM;FEM;PL	N
оренду	房租	оренда	房租	N;INAN;ACC;FEM;SG	N
оренду	租	оренда	租	N;INAN;ACC;FEM;SG	N
оренду	租金	оренда	租金	N;INAN;ACC;FEM;SG	N
збору	歸檔	збір	歸檔	N;INAN;GEN;MASC;SG	N
збору	籌款	збір	籌款	N;INAN;GEN;MASC;SG	N
збору	募款	збір	募款	N;INAN;GEN;MASC;SG	N
заборонено	禁止	заборонити	禁止	V;PFV;IND;0;FIN	V
заборонено	違禁	заборонити	違禁	V;PFV;IND;0;FIN	V
заборонено	禁止	заборонити	禁止	V;PFV;IND;0;FIN	V
мислення	思維	мислення	思維	N;INAN;NOM;NEUT;SG	N
мислення	思考	мислення	思考	N;INAN;NOM;NEUT;SG	N
цивілізації	文明	цивілізація	文明	N;INAN;DAT;FEM;SG	N
вбити	殺	вбити	殺	V;PFV;NFIN	V
вбити	殺死	вбити	殺死	V;PFV;NFIN	V
вбити	殺	вбити	殺	V;PFV;NFIN	V
парі	賭	пара	賭	N;INAN;DAT;FEM;SG	N
парі	賭注	пара	賭注	N;INAN;DAT;FEM;SG	N
