על	sobre	על	sobre	ADP	ADP
טענות	reivindicações	טענה	reivindicação	N;FEM;PL	N;FEM;PL
טענות	alegações	טענה	alegação	N;FEM;PL	N;FEM;PL
לבטל	cancelar	ביטל	cancelar	V;NFIN;ACT	V;NFIN
לבטל	cancela	ביטל	cancelar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
הרשימה	listar	הרשים	listar	V;FEM;SG;3;PST;ACT	V;NFIN
מפיק	produtora	מפיק	produtor	N;MASC;SG	N;FEM;SG
מפיק	produtor	מפיק	produtor	N;MASC;SG	N;MASC;SG
סבא	avô	סבא	avô	N;MASC;SG	N;MASC;SG
סבא	vovô	סבא	vovô	N;MASC;SG	N;MASC;SG
סבא	avô	סבא	avô	N;MASC;SG	N;MASC;SG
סבא	vovô	סבא	vovô	N;MASC;SG	N;MASC;SG
סבא	avo	סבא	avo	N;MASC;SG	N;MASC;SG
קצינים	oficiais	קצין	oficial	N;MASC;PL	N;MASC;PL
לייצר	produza	ייצר	produzir	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
לייצר	produzir	ייצר	produzir	V;NFIN;ACT	V;NFIN
הסתיים	terminou	הסתיים	terminar	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN
הסתיים	acabou	הסתיים	acabar	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN
הסתיים	terminou	הסתיים	terminar	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN
הסתיים	acabado	הסתיים	acabar	V;MASC;SG;3;PST	V;MASC;SG;V.PTCP
הסתיים	concluído	הסתיים	concluir	V;MASC;SG;3;PST	V;MASC;SG;V.PTCP
הסתיים	terminado	הסתיים	terminar	V;MASC;SG;3;PST	V;MASC;SG;V.PTCP
הסתיים	terminada	הסתיים	terminar	V;MASC;SG;3;PST	V;FEM;SG;V.PTCP
ניכרת	considerável	ניכר	considerável	ADJ;FEM;SG	ADJ;MASC;SG
הנוכחית	correntes	הנוכחית	corrente	N	N;MASC;PL
הנוכחית	corrente	הנוכחית	corrente	N	N;FEM;SG
דגש	ênfase	דגש	ênfase	N;MASC;SG	N;FEM;SG
כיסוי	cobertura	כיסוי	cobertura	N;MASC;SG	N;FEM;SG
כיסוי	cover	כיסוי	cover	N;MASC;SG	N;MASC;SG
כיסוי	capa	כיסוי	capa	N;MASC;SG	N;FEM;SG
כיסוי	cobertura	כיסוי	cobertura	N;MASC;SG	N;FEM;SG
כיסוי	sobreposição	כיסוי	sobreposição	N;MASC;SG	N;FEM;SG
הובילה	liderado	הוביל	liderar	V;FEM;SG;3;PST;ACT	V;MASC;SG;V.PTCP
הובילה	liderou	הוביל	liderar	V;FEM;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
מבחן	teste	מבחן	teste	N;MASC;SG	N;MASC;SG
מבחן	ensaio	מבחן	ensaio	N;MASC;SG	N;MASC;SG
מפלגה	partido	מפלגה	partido	N;FEM;SG	N;MASC;SG
מפלגה	party	מפלגה	party	N;FEM;SG	N;MASC;SG
מפלגה	festa	מפלגה	festa	N;FEM;SG	N;FEM;SG
גאוגרפיה	geografia	גאוגרפיה	geografia	N;FEM;SG	N;FEM;SG
קבועה	permanente	קבוע	permanente	ADJ;FEM;SG	ADJ;MASC;SG
קבועה	constante	קבוע	constante	ADJ;FEM;SG	ADJ;MASC;SG
המורדים	rebeldes	המורד	rebelde	N	N;MASC;PL
המורדים	rebelde	המורד	rebelde	N	N;MASC;SG
לתאר	descrever	תיאר	descrever	V;NFIN;ACT	V;NFIN
לתאר	descreve	תיאר	descrever	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לתאר	descreva	תיאר	descrever	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
לנצח	ganhe	ניצח	ganhar	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
לנצח	ganhar	ניצח	ganhar	V;NFIN;ACT	V;NFIN
לנצח	vencer	ניצח	vencer	V;NFIN;ACT	V;NFIN
הרומאים	romanos	הרום	romano	N;MASC;PL	N;MASC;PL
היקף	perímetro	היקף	perímetro	N;MASC;SG	N;MASC;SG
היקף	escopo	היקף	escopo	N;MASC;SG	N;MASC;SG
היקף	âmbito	היקף	âmbito	N;MASC;SG	N;MASC;SG
היקף	circunferência	היקף	circunferência	N;MASC;SG	N;FEM;SG
להציל	salvar	הציל	salvar	V;NFIN;ACT	V;NFIN
להציל	salva	הציל	salvar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
להציל	guardar	הציל	guardar	V;NFIN;ACT	V;NFIN
מאמין	acreditar	האמין	acreditar	V;MASC;SG;V.PTCP;ACT	V;NFIN
קפה	cafezinho	קפה	cafezinho	N;MASC;SG	N;MASC;SG
קפה	café	קפה	café	N;MASC;SG	N;MASC;SG
בהתאמה	respectivamente	בהתאם	respectivamente	ADV	ADV
בהתאמה	respetivamente	בהתאם	respetivamente	ADV	ADV
סיבות	motivos	סיבה	motivo	N;FEM;PL	N;MASC;PL
סיבות	razões	סיבה	razão	N;FEM;PL	N;FEM;PL
סיבות	causas	סיבה	causa	N;FEM;PL	N;FEM;PL
התייחסות	referência	התייחסות	referência	N;FEM;SG	N;FEM;SG
התייחסות	referencia	התייחסות	referenciar	N;FEM;SG	N;FEM;SG
שחרור	libertação	שחרור	libertação	N;MASC;SG	N;FEM;SG
שחרור	release	שחרור	release	N;MASC;SG	N;MASC;SG
שחרור	lançamento	שחרור	lançamento	N;MASC;SG	N;MASC;SG
שחרור	liberação	שחרור	liberação	N;MASC;SG	N;FEM;SG
שחרור	libertação	שחרור	libertação	N;MASC;SG	N;FEM;SG
שחרור	liberação	שחרור	liberação	N;MASC;SG	N;FEM;SG
מימון	financiamento	מימון	financiamento	N;MASC;SG	N;MASC;SG
מימון	financiamento	מימון	financiamento	N;MASC;SG	N;MASC;SG
אוטומטית	automaticamente	אוטומטית	automaticamente	ADV	ADV
משורר	poeta	משורר	poeta	N;MASC;SG	N;MASC;SG
משורר	poetisa	משורר	poetisa	N;MASC;SG	N;FEM;SG
תומך	suportando	תמך	suportar	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
תומך	apoiar	תמך	apoiar	V;MASC;SG;V.PTCP;ACT	V;NFIN
תומך	apoiando	תמך	apoiar	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
דפוס	padrão	דפוס	padrão	N;MASC;SG	N;MASC;SG
דפוס	impressão	דפוס	impressão	N;MASC;SG	N;FEM;SG
מושבים	assentos	מושב	assento	N;MASC;PL	N;MASC;PL
מושבים	lugares	מושב	lugar	N;MASC;PL	N;MASC;PL
מושבים	bancos	מושב	banco	N;MASC;PL	N;MASC;PL
משטר	regime	משטר	regime	N;MASC;SG	N;MASC;SG
הצעות	ofertas	הצעה	oferta	N;FEM;PL	N;FEM;PL
הצעות	sugestões	הצעה	sugestão	N;FEM;PL	N;FEM;PL
הגורמים	factores	הגורם	factor	N	N;MASC;PL
הגורמים	fatores	הגורם	fator	N	N;MASC;PL
טילים	mísseis	טיל	míssil	N;MASC;PL	N;MASC;PL
טילים	misseis	טיל	missir	N;MASC;PL	N;MASC;PL
טילים	foguetes	טיל	foguete	N;MASC;PL	N;MASC;PL
טילים	rockets	טיל	rocket	N;MASC;PL	N;MASC;PL
טילים	foguetões	טיל	foguetão	N;MASC;PL	N;MASC;PL
מחלה	doença	מחלה	doença	N;FEM;SG	N;FEM;SG
מחלה	doença	מחלה	doença	N;FEM;SG	N;FEM;SG
מחלה	doença	מחלה	doença	N;FEM;SG	N;FEM;SG
מחלה	enjoo	מחלה	enjoo	N;FEM;SG	N;MASC;SG
עופות	aves	עופה	ave	N;MASC;PL	N;FEM;PL
עופות	galinhas	עופה	galinha	N;MASC;PL	N;FEM;PL
עופות	frangos	עופה	frango	N;MASC;PL	N;MASC;PL
עופות	frangos	עופה	frango	N;MASC;PL	N;MASC;PL
עופות	galinhas	עופה	galinha	N;MASC;PL	N;FEM;PL
עופות	pássaros	עופה	pássaro	N;MASC;PL	N;MASC;PL
עופות	aves	עופה	ave	N;MASC;PL	N;FEM;PL
קנה	compra	קנה	compra	N;MASC;SG	N;FEM;SG
קנה	buy	קנה	buy	N;MASC;SG	N;MASC;SG
גיבור	herói	גיבור	herói	N;MASC;SG	N;MASC;SG
גיבור	heroi	גיבור	heroi	N;MASC;SG	N;MASC;SG
גיבור	hero	גיבור	hero	N;MASC;SG	N;MASC;SG
נרצחו	assassinadas	נרצח	assassinar	V;PL;3;PST;MID	V;FEM;PL;V.PTCP
נרצחו	assassinados	נרצח	assassinar	V;PL;3;PST;MID	V;MASC;PL;V.PTCP
בסיסי	básico	בסיסי	básico	ADJ;MASC;SG	ADJ;MASC;SG
ייחודי	distinta	ייחודי	distintar	ADJ;MASC;SG	ADJ;FEM;SG
ייחודי	distintiva	ייחודי	distintivo	ADJ;MASC;SG	ADJ;FEM;SG
ייחודי	distinto	ייחודי	distinto	ADJ;MASC;SG	ADJ;MASC;SG
ייחודי	único	ייחודי	único	ADJ;MASC;SG	ADJ;MASC;SG
ייחודי	única	ייחודי	único	ADJ;MASC;SG	ADJ;FEM;SG
פוליטיקאים	políticos	פוליטיקאי	político	N;MASC;PL	N;MASC;PL
פוליטיקאים	politicos	פוליטיקאי	politico	N;MASC;PL	N;MASC;PL
גילו	descobriram	גילה	descobrir	V;PL;3;PST;ACT	V;IND;PL;3;FIN
גילו	descobertos	גילה	descobrir	V;PL;3;PST;ACT	V;MASC;PL;V.PTCP
הרוסים	russos	הרוסה	russo	N;MASC;PL	N;MASC;PL
עצמאות	independência	עצמאות	independência	N;FEM;SG	N;FEM;SG
עצמאות	independence	עצמאות	independence	N;FEM;SG	N;MASC;SG
התקבלה	recebida	התקבל	receber	V;FEM;SG;3;PST	V;FEM;SG;V.PTCP
התקבלה	recebido	התקבל	receber	V;FEM;SG;3;PST	V;MASC;SG;V.PTCP
התקבלה	recebeu	התקבל	receber	V;FEM;SG;3;PST	V;IND;SG;3;PST;FIN
התקבלה	aceitado	התקבל	aceitar	V;FEM;SG;3;PST	V;MASC;SG;V.PTCP
התקבלה	aceito	התקבל	aceitar	V;FEM;SG;3;PST	V;MASC;SG;V.PTCP
החליף	substituído	החליף	substituir	V;MASC;SG;3;PST;ACT	V;MASC;SG;V.PTCP
החליף	substituída	החליף	substituir	V;MASC;SG;3;PST;ACT	V;FEM;SG;V.PTCP
החליף	substituiu	החליף	substituir	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
החליף	trocado	החליף	trocado	V;MASC;SG;3;PST;ACT	V;MASC;SG;V.PTCP
החליף	trocou	החליף	trocar	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
הסכמה	consenso	הסכמה	consenso	N;FEM;SG	N;MASC;SG
הסכמה	consentimento	הסכמה	consentimento	N;FEM;SG	N;MASC;SG
הסכמה	acordo	הסכמה	acordo	N;FEM;SG	N;MASC;SG
הסכמה	concordância	הסכמה	concordância	N;FEM;SG	N;FEM;SG
מחיר	preço	מחיר	preço	N;MASC;SG	N;MASC;SG
מחיר	price	מחיר	price	N;MASC;SG	N;MASC;SG
מחיר	custo	מחיר	custo	N;MASC;SG	N;MASC;SG
מחיר	cost	מחיר	cost	N;MASC;SG	N;MASC;SG
צעד	step	צעד	step	N;MASC;SG	N;MASC;SG
צעד	passo	צעד	passo	N;MASC;SG	N;MASC;SG
צעד	etapa	צעד	etapa	N;MASC;SG	N;FEM;SG
צעד	degrau	צעד	degrau	N;MASC;SG	N;MASC;SG
אוצר	tesouro	אוצר	tesouro	N;MASC;SG	N;MASC;SG
בחירה	seleção	בחירה	seleção	N;FEM;SG	N;FEM;SG
בחירה	selecção	בחירה	selecção	N;FEM;SG	N;FEM;SG
בחירה	escolha	בחירה	escolha	N;FEM;SG	N;FEM;SG
דעה	opinião	דעה	opinião	N;FEM;SG	N;FEM;SG
דעה	parecer	דעה	parecer	N;FEM;SG	N;MASC;SG
מחזות	jogadas	מחזה	jogada	N;MASC;PL	N;FEM;PL
העביר	encaminhado	העביר	encaminhar	V;MASC;SG;3;PST;ACT	V;MASC;SG;V.PTCP
אליפויות	campeonatos	אליפות	campeonato	N;FEM;PL	N;MASC;PL
נוצרו	formados	נוצר	formar	V;PL;3;PST;MID	V;MASC;PL;V.PTCP
נוצרו	criadas	נוצר	criar	V;PL;3;PST;MID	V;FEM;PL;V.PTCP
נוצרו	criados	נוצר	criar	V;PL;3;PST;MID	V;MASC;PL;V.PTCP
מוסלמים	muçulmanos	מוסלמי	muçulmano	N;MASC;PL	N;MASC;PL
מוסלמים	muçulmanos	מוסלמי	muçulmano	N;MASC;PL	N;MASC;PL
מוסלמים	muçulmanas	מוסלמי	muçulmano	N;MASC;PL	N;FEM;PL
משימות	atribuições	משימה	atribuição	N;FEM;PL	N;FEM;PL
משימות	atribuições	משימה	atribuição	N;FEM;PL	N;FEM;PL
משימות	tarefas	משימה	tarefa	N;FEM;PL	N;FEM;PL
משימות	missões	משימה	missão	N;FEM;PL	N;FEM;PL
הודיעה	anunciou	הודיע	anunciar	V;FEM;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
הודיעה	anunciado	הודיע	anunciar	V;FEM;SG;3;PST;ACT	V;MASC;SG;V.PTCP
הודיעה	anunciada	הודיע	anunciar	V;FEM;SG;3;PST;ACT	V;FEM;SG;V.PTCP
אחים	irmãos	אח	irmão	N;PL	N;MASC;PL
אחים	irmãos	אח	irmão	N;PL	N;MASC;PL
אחים	brothers	אח	brother	N;PL	N;MASC;PL
אחים	irmaos	אח	irmao	N;PL	N;MASC;PL
אחים	manos	אח	mano	N;PL	N;MASC;PL
עור	couro	עור	couro	N;MASC;SG	N;MASC;SG
עור	pele	עור	pele	N;MASC;SG	N;FEM;SG
עור	skin	עור	skin	N;MASC;SG	N;MASC;SG
בנוי	estruturada	בנה	estruturada	V;MASC;SG;V.PTCP;ACT	V;FEM;SG;V.PTCP
בנוי	estruturado	בנה	estruturar	V;MASC;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP
בנוי	construída	בנה	construir	V;MASC;SG;V.PTCP;ACT	V;FEM;SG;V.PTCP
בנוי	construído	בנה	construir	V;MASC;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP
בנוי	construída	בנה	construir	V;MASC;SG;V.PTCP;ACT	V;FEM;SG;V.PTCP
בנוי	construído	בנה	construir	V;MASC;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP
ילדה	menina	ילד	menina	N;FEM;SG	N;FEM;SG
ילדה	moça	ילד	moça	N;FEM;SG	N;FEM;SG
ילדה	miúda	ילד	miúda	N;FEM;SG	N;FEM;SG
ילדה	rapariga	ילד	rapaz	N;FEM;SG	N;FEM;SG
ילדה	garota	ילד	garota	N;FEM;SG	N;FEM;SG
ילדה	criança	ילד	criança	N;FEM;SG	N;FEM;SG
משפטי	jurídico	משפטי	jurídico	ADJ;MASC;SG	ADJ;MASC;SG
משפטי	legal	משפטי	legal	ADJ;MASC;SG	ADJ;MASC;SG
היסטוריונים	historiadores	היסטוריון	historiador	N;MASC;PL	N;MASC;PL
גורמת	causando	גרם	causar	V;FEM;SG;V.PTCP;ACT	V;V.MSDR
גורמת	causar	גרם	causar	V;FEM;SG;V.PTCP;ACT	V;NFIN
גורמת	provocando	גרם	provocar	V;FEM;SG;V.PTCP;ACT	V;V.MSDR
דרגה	licenciatura	דרגה	licenciatura	N;FEM;SG	N;FEM;SG
דרגה	grau	דרגה	grau	N;FEM;SG	N;MASC;SG
דרגה	patente	דרגה	patente	N;FEM;SG	N;FEM;SG
דרגה	rank	דרגה	rank	N;FEM;SG	N;MASC;SG
דרגה	posto	דרגה	posto	N;FEM;SG	N;MASC;SG
תאים	células	תא	célula	N;MASC;PL	N;FEM;PL
תאים	celas	תא	cela	N;MASC;PL	N;FEM;PL
לפתור	resolver	פתר	resolver	V;NFIN;ACT	V;NFIN
לפתור	resolve	פתר	resolver	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לפתור	solucionar	פתר	solucionar	V;NFIN;ACT	V;NFIN
לפתור	resolver	פתר	resolver	V;NFIN;ACT	V;NFIN
לפתור	resolva	פתר	resolver	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
התגורר	viveu	התגורר	viver	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN
התגורר	vivido	התגורר	viver	V;MASC;SG;3;PST	V;MASC;SG;V.PTCP
פרמטר	parâmetro	פרמטר	parâmetro	N;MASC;SG	N;MASC;SG
עתיד	futuro	עתיד	futuro	N;MASC;SG	N;MASC;SG
עתיד	future	עתיד	future	N;MASC;SG	N;MASC;SG
עתיד	futura	עתיד	futuro	N;MASC;SG	N;FEM;SG
רפאים	espectros	רפאי	espectro	N;MASC;PL	N;MASC;PL
תארים	adjetivos	תואר	adjetivo	N;MASC;PL	N;MASC;PL
תארים	títulos	תואר	título	N;MASC;PL	N;MASC;PL
תארים	graus	תואר	grau	N;MASC;PL	N;MASC;PL
הון	capital	הון	capital	N;MASC;SG	N;MASC;SG
לאכול	come	אכל	comer	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לאכול	comer	אכל	comer	V;NFIN;ACT	V;NFIN
משוררים	poetas	משורר	poeta	N;MASC;PL	N;MASC;PL
ישיבות	encontros	ישיבה	encontro	N;FEM;PL	N;MASC;PL
ישיבות	reuniões	ישיבה	reunião	N;FEM;PL	N;FEM;PL
עסקה	transação	עסקה	transação	N;FEM;SG	N;FEM;SG
עסקה	transacção	עסקה	transacção	N;FEM;SG	N;FEM;SG
עסקה	deal	עסקה	deal	N;FEM;SG	N;MASC;SG
מעוניין	interessada	מעוניין	interessado	ADJ;MASC;SG	ADJ;FEM;SG
מעוניין	interessado	מעוניין	interessado	ADJ;MASC;SG	ADJ;MASC;SG
תקף	atacado	תקף	atacar	V;MASC;SG;3;PST;ACT	V;MASC;SG;V.PTCP
תקף	atacada	תקף	atacar	V;MASC;SG;3;PST;ACT	V;FEM;SG;V.PTCP
תקף	atacou	תקף	atacar	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
הוסיף	adicionado	הוסיף	adicionar	V;MASC;SG;3;PST;ACT	V;MASC;SG;V.PTCP
הוסיף	adicionada	הוסיף	adicionar	V;MASC;SG;3;PST;ACT	V;FEM;SG;V.PTCP
הוסיף	acrescentado	הוסיף	acrescentar	V;MASC;SG;3;PST;ACT	V;MASC;SG;V.PTCP
הוסיף	adicionou	הוסיף	adicionar	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
תעשייה	industria	תעשייה	industria	N;FEM;SG	N;FEM;SG
תעשייה	indústria	תעשייה	indústria	N;FEM;SG	N;FEM;SG
מסר	recado	מסר	recado	N;MASC;SG	N;MASC;SG
מסר	mensagem	מסר	mensagem	N;MASC;SG	N;FEM;SG
מסר	messer	מסר	messer	N;MASC;SG	N;MASC;SG
ממוקמת	localizada	מוקם	localizar	V;FEM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
ממוקמת	localizado	מוקם	localizar	V;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
לצפות	assista	None	assistar	V;NFIN	V;SBJV;SG;3;PRS;FIN
לצפות	assistir	None	assistir	V;NFIN	V;NFIN
לצפות	assistam	None	assistir	V;NFIN	V;SBJV;PL;3;PRS;FIN
מכר	familiaridade	מכר	familiaridade	N;MASC;SG	N;FEM;SG
לשמוע	ouvir	שמע	ouvir	V;NFIN;ACT	V;NFIN
ביקורות	críticas	ביקורת	crítica	N;FEM;PL	N;FEM;PL
ביקורות	resenhas	ביקורת	resenha	N;FEM;PL	N;FEM;PL
ביקורות	opiniões	ביקורת	opinião	N;FEM;PL	N;FEM;PL
ביקורות	avaliações	ביקורת	avaliação	N;FEM;PL	N;FEM;PL
מחלקה	departamento	מחלקה	departamento	N;FEM;SG	N;MASC;SG
מחלקה	seção	מחלקה	seção	N;FEM;SG	N;FEM;SG
מחלקה	secção	מחלקה	secção	N;FEM;SG	N;FEM;SG
מחלקה	pelotão	מחלקה	pelotão	N;FEM;SG	N;MASC;SG
להכניס	insira	הכניס	insirar	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
להכניס	inserir	הכניס	inserir	V;NFIN;ACT	V;NFIN
מוזכר	mencionado	הוזכר	mencionar	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
מוזכר	mencionada	הוזכר	mencionar	V;MASC;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
תרמו	doados	תרם	doar	V;PL;3;PST;ACT	V;MASC;PL;V.PTCP
מוצג	mostrada	הוצג	mostrar	V;MASC;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
מוצג	mostrado	הוצג	mostrar	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
מוצג	exibido	הוצג	exibir	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
מוצג	exibida	הוצג	exibir	V;MASC;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
מוצג	mostrado	הוצג	mostrar	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
מוצג	exibido	הוצג	exibir	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
דורש	requerer	דרש	requerer	V;MASC;SG;V.PTCP;ACT	V;NFIN
דורש	exigir	דרש	exigir	V;MASC;SG;V.PTCP;ACT	V;NFIN
דורש	exigindo	דרש	exigir	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
דורש	exigir	דרש	exigir	V;MASC;SG;V.PTCP;ACT	V;NFIN
כספים	finanças	כסף	finanças	N;MASC;PL	N;FEM;PL
כספים	fundos	כסף	fundo	N;MASC;PL	N;MASC;PL
יתרון	alavancagem	יתרון	alavancagem	N;MASC;SG	N;FEM;SG
יתרון	vantagem	יתרון	vantagem	N;MASC;SG	N;FEM;SG
רוסים	russos	רוסי	russo	N;MASC;PL	N;MASC;PL
הוחלף	substituído	הוחלף	substituir	V;MASC;SG;3;PST;PASS	V;MASC;SG;V.PTCP
הוחלף	substituída	הוחלף	substituir	V;MASC;SG;3;PST;PASS	V;FEM;SG;V.PTCP
הוחלף	substituiu	הוחלף	substituir	V;MASC;SG;3;PST;PASS	V;IND;SG;3;PST;FIN
הוחלף	trocado	הוחלף	trocado	V;MASC;SG;3;PST;PASS	V;MASC;SG;V.PTCP
הוחלף	trocou	הוחלף	trocar	V;MASC;SG;3;PST;PASS	V;IND;SG;3;PST;FIN
גופים	corpos	גוף	corpo	N;MASC;PL	N;MASC;PL
גופים	órgãos	גוף	órgão	N;MASC;PL	N;MASC;PL
משבר	crise	משבר	crise	N;MASC;SG	N;FEM;SG
קילומטר	quilómetro	קילומטר	quilómetro	N;MASC;SG	N;MASC;SG
קילומטר	miles	קילומטר	mile	N;MASC;SG	N;MASC;SG
קילומטר	quilómetro	קילומטר	quilómetro	N;MASC;SG	N;MASC;SG
קילומטר	quilômetro	קילומטר	quilômetro	N;MASC;SG	N;MASC;SG
אמונה	fé	אמונה	fé	N;FEM;SG	N;FEM;SG
אמונה	faith	אמונה	faith	N;FEM;SG	N;MASC;SG
אמונה	crença	אמונה	crença	N;FEM;SG	N;FEM;SG
פופולרי	popular	פופולרי	popular	ADJ;MASC;SG	ADJ;MASC;SG
הנצרות	cristianismo	הנצרה	cristianismo	N;FEM;SG	N;MASC;SG
הנצרות	cristandade	הנצרה	cristandade	N;FEM;SG	N;FEM;SG
ניסוי	experimentação	ניסוי	experimentação	N;MASC;SG	N;FEM;SG
ניסוי	experiência	ניסוי	experiência	N;MASC;SG	N;FEM;SG
ניסוי	experimento	ניסוי	experimento	N;MASC;SG	N;MASC;SG
תזמורת	orchestra	תזמורת	orchestra	N;FEM;SG	N;MASC;SG
תזמורת	orquestra	תזמורת	orquestra	N;FEM;SG	N;FEM;SG
מצבים	situações	מצב	situação	N;MASC;PL	N;FEM;PL
מצבים	modos	מצב	modo	N;MASC;PL	N;MASC;PL
הוצג	apresentado	הוצג	apresentar	V;MASC;SG;3;PST;PASS	V;MASC;SG;V.PTCP
התגייס	alistado	התגייס	alistar	V;MASC;SG;3;PST	V;MASC;SG;V.PTCP
התגייס	alistou	התגייס	alistar	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN
מאמץ	esforço	מאמץ	esforço	N;MASC;SG	N;MASC;SG
מפגש	encontro	מפגש	encontro	N;MASC;SG	N;MASC;SG
מפגש	reunião	מפגש	reunião	N;MASC;SG	N;FEM;SG
מפגש	encontro	מפגש	encontro	N;MASC;SG	N;MASC;SG
אפשרויות	possibilidades	אפשרות	possibilidade	N;FEM;PL	N;FEM;PL
אפשרויות	opções	אפשרות	opção	N;FEM;PL	N;FEM;PL
אותיות	cartas	אות	carta	N;FEM;PL	N;FEM;PL
אותיות	letras	אות	letra	N;FEM;PL	N;FEM;PL
המכיל	contendo	המכיל	conter	V;MASC;SG;3;PST;ACT	V;V.MSDR
לדון	discuta	דן	discuta	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
לדון	discutir	דן	discutir	V;NFIN;ACT	V;NFIN
לדון	discute	דן	discutir	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
ירידה	declínio	ירידה	declínio	N;FEM;SG	N;MASC;SG
ירידה	ascendência	ירידה	ascendência	N;FEM;SG	N;FEM;SG
ירידה	descida	ירידה	descida	N;FEM;SG	N;FEM;SG
ירידה	drop	ירידה	drop	N;FEM;SG	N;MASC;SG
ירידה	gota	ירידה	gota	N;FEM;SG	N;FEM;SG
ירידה	diminuição	ירידה	diminuição	N;FEM;SG	N;FEM;SG
ירידה	declínio	ירידה	declínio	N;FEM;SG	N;MASC;SG
בוצע	feito	בוצע	fazer	V;MASC;SG;3;PST;PASS	V;MASC;SG;V.PTCP
כושר	ginásio	כושר	ginásio	N;MASC;SG	N;MASC;SG
כושר	academia	כושר	academia	N;MASC;SG	N;FEM;SG
כושר	ginástica	כושר	ginástica	N;MASC;SG	N;FEM;SG
כושר	fitness	כושר	fitnes	N;MASC;SG	N;MASC;SG
שמירה	guarda	שמירה	guarda	N;FEM;SG	N;FEM;SG
שמירה	retenção	שמירה	retenção	N;FEM;SG	N;FEM;SG
היוצרים	criadores	היוצר	criador	N;MASC;PL	N;MASC;PL
מוגבל	restrito	מוגבל	restringir	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
מוגבל	limitado	מוגבל	limitar	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
מוגבל	limitada	מוגבל	limitar	V;MASC;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
רישיון	licença	רישיון	licença	N;MASC;SG	N;FEM;SG
רישיון	licença	רישיון	licença	N;MASC;SG	N;FEM;SG
הכשרה	formação	הכשרה	formação	N;FEM;SG	N;FEM;SG
הכשרה	treinamento	הכשרה	treinamento	N;FEM;SG	N;MASC;SG
הכשרה	treino	הכשרה	treino	N;FEM;SG	N;MASC;SG
חיצוני	externo	חיצוני	externo	ADJ;MASC;SG	ADJ;MASC;SG
רומנים	romenos	רומני	romeno	N;MASC;PL	N;MASC;PL
רומנים	romenos	רומני	romeno	N;MASC;PL	N;MASC;PL
רומנים	novelas	רומני	novela	N;MASC;PL	N;FEM;PL
רומנים	romances	רומני	romance	N;MASC;PL	N;MASC;PL
נשלחו	enviados	נשלח	enviar	V;PL;3;PST;MID	V;MASC;PL;V.PTCP
נשלחו	enviadas	נשלח	enviar	V;PL;3;PST;MID	V;FEM;PL;V.PTCP
נשלחו	enviados	נשלח	enviar	V;PL;3;PST;MID	V;MASC;PL;V.PTCP
ניצחונות	vitórias	ניצחון	vitória	N;MASC;PL	N;FEM;PL
ניצחונות	vitórias	ניצחון	vitória	N;MASC;PL	N;FEM;PL
