progettata	navrhl	progettare	navrhnout	V;FEM;SG;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
continuamente	nepřetržitě	continuamente	nepřetržitě	ADV	ADV;NEG
continuamente	neustále	continuamente	neustále	ADV	ADV;POS
continuamente	nepřetržitě	continuamente	nepřetržitě	ADV	ADV;NEG
contemporaneo	současná	contemporaneo	současný	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS
contemporaneo	moderní	contemporaneo	moderní	ADJ;MASC;SG	ADJ;NOM;MASC;SG;POS
contemporaneo	současné	contemporaneo	současný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS
contemporaneo	současný	contemporaneo	současný	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
trasformare	proměnit	trasformare	proměnit	V;NFIN	V;PFV;POS;NFIN
filadelfia	philadelphie	filadelfia	philadelphie	N;FEM;SG	N;NOM;FEM;SG;POS
filadelfia	philadelphii	filadelfia	philadelphie	N;FEM;SG	N;ACC;FEM;SG;POS
vertice	summit	vertice	summit	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
vertice	summitu	vertice	summit	N;MASC;SG	N;INAN;GEN;MASC;SG;POS
attuazione	implementace	attuazione	implementace	N;FEM;SG	N;NOM;FEM;SG;POS
attuazione	provedení	attuazione	provedení	N;FEM;SG	N;NOM;NEUT;SG;POS
attuazione	provádění	attuazione	provádění	N;FEM;SG	N;NOM;NEUT;SG;POS
attuazione	realizace	attuazione	realizace	N;FEM;SG	N;NOM;FEM;SG;POS
narrativa	vyprávění	narrativa	vyprávění	N;FEM;SG	N;NOM;NEUT;SG;POS
narrativa	fikce	narrativa	fikce	N;FEM;SG	N;NOM;FEM;SG;POS
procuratore	žalobce	procuratore	žalobka	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
procuratore	prokurátor	procuratore	prokurátor	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
operatori	operátory	operatore	operátor	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
operatori	operátoři	operatore	operátor	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
operatori	provozovatelé	operatore	provozovatel	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
menzione	zmínka	menzione	zmínka	N;FEM;SG	N;NOM;FEM;SG;POS
verbo	sloveso	verbo	sloveso	N;MASC;SG	N;NOM;NEUT;SG;POS
suggerisce	navrhuje	suggerire	navrhovat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
suggerisce	naznačuje	suggerire	naznačovat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
uguali	rovni	uguale	rovný	ADJ;PL	ADJ;ANIM;MASC;PL;POS
creatore	tvůrce	creatore	tvůrce	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
creatore	stvořitel	creatore	stvořitel	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
creatore	tvůrce	creatore	tvůrce	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
creatore	stvořiteli	creatore	stvořitel	N;MASC;SG	N;ANIM;DAT;MASC;SG;POS
leva	páku	leva	pák	N;FEM;SG	N;ACC;FEM;SG;POS
leva	páka	leva	páka	N;FEM;SG	N;NOM;FEM;SG;POS
leva	páku	leva	pák	N;FEM;SG	N;ACC;FEM;SG;POS
leva	páka	leva	páka	N;FEM;SG	N;NOM;FEM;SG;POS
macchia	flek	macchia	flek	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
macchia	skvrna	macchia	skvrna	N;FEM;SG	N;NOM;FEM;SG;POS
macchia	skvrna	macchia	skvrna	N;FEM;SG	N;NOM;FEM;SG;POS
intenzioni	úmysly	intenzione	úmysl	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
intenzioni	záměry	intenzione	záměr	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
soglia	práh	soglia	práh	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
ortodossa	ortodoxní	ortodosso	ortodoxní	ADJ;FEM;SG	ADJ;NOM;MASC;SG;POS
hope	naděje	hope	naděje	N	N;NOM;FEM;SG;POS
hope	naději	hope	naděje	N	N;ACC;FEM;SG;POS
liberato	osvobodil	liberare	osvobodit	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
automatica	automatický	automatico	automatický	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
automatica	automatické	automatico	automatický	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;POS
automatica	automatická	automatico	automatický	ADJ;FEM;SG	ADJ;NOM;FEM;SG;POS
pirenei	pyreneje	pirene	pyrenej	N;MASC;PL	N;NOM;FEM;PL;POS
guardare	sledujte	guardare	sledovat	V;NFIN	V;PFV;IMP;PL;2;POS;FIN
guardare	sledovat	guardare	sledovat	V;NFIN	V;IPFV;POS;NFIN
guardare	sleduju	guardare	sledovat	V;NFIN	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
nuotatore	záchranář	nuotatore	záchranář	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
nuotatore	plavec	nuotatore	plavec	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
rivali	soupeři	rivale	soupeř	N;PL	N;ANIM;NOM;MASC;PL;POS
rivali	rivalové	rivale	rival	N;PL	N;ANIM;NOM;MASC;PL;POS
manoscritti	rukopisy	manoscrivere	rukopis	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
rettore	deane	rettore	deane	N;MASC;SG	N;NOM;MASC;SG;POS
rettore	děkan	rettore	děkan	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
rettore	rektor	rettore	rektor	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
costruttori	stavitelé	costruttore	stavitel	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
costruttori	výrobci	costruttore	výrobce	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
significativa	smysluplné	significativo	smysluplný	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;POS
significativa	významná	significativo	významný	ADJ;FEM;SG	ADJ;NOM;FEM;SG;POS
significativa	značná	significativo	značný	ADJ;FEM;SG	ADJ;NOM;FEM;SG;POS
significativa	významný	significativo	významný	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
tubo	potrubí	tubo	potrubí	N;MASC;SG	N;NOM;NEUT;SG;POS
tubo	trubka	tubo	trubka	N;MASC;SG	N;NOM;FEM;SG;POS
tubo	trubka	tubo	trubka	N;MASC;SG	N;NOM;FEM;SG;POS
tubo	trubice	tubo	trubice	N;MASC;SG	N;NOM;FEM;SG;POS
decisivo	rozhodná	decisivo	rozhodný	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS
decisivo	rozhodný	decisivo	rozhodný	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
decisivo	rozhodné	decisivo	rozhodný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS
decisivo	rozhodující	decisivo	rozhodující	ADJ;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
impostazione	nastavení	impostazione	nastavení	N;FEM;SG	N;NOM;NEUT;SG;POS
gestisce	spravuje	gestire	spravovat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
soffitto	stropu	soffitto	strop	N;MASC;SG	N;INAN;GEN;MASC;SG;POS
soffitto	strop	soffitto	strop	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
giove	jupiter	giove	jupiter	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
comprensione	porozumění	comprensione	porozumění	N;FEM;SG	N;NOM;NEUT;SG;POS
comprensione	pochopení	comprensione	pochopení	N;FEM;SG	N;NOM;NEUT;SG;POS
comprensione	chápání	comprensione	chápání	N;FEM;SG	N;NOM;NEUT;SG;POS
arrivata	přijel	arrivare	přijet	V;FEM;SG;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
arrivata	dorazil	arrivare	dorazit	V;FEM;SG;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
vangelo	evangelium	vangelo	evangelium	N;MASC;SG	N;NOM;NEUT;SG;POS
imperatrice	císařovna	imperatore	císařovna	N;FEM;SG	N;NOM;FEM;SG;POS
ieri	včera	ieri	včera	ADV	ADV
intervallo	dosah	intervallo	dosah	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
intervallo	rozsah	intervallo	rozsah	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
intervallo	rozmezí	intervallo	rozmezí	N;MASC;SG	N;NOM;NEUT;SG;POS
intervallo	interval	intervallo	interval	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
poetica	poetické	poetico	poetický	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;POS
violinista	houslista	violinista	houslista	N;SG	N;ANIM;NOM;MASC;SG;POS
violinista	šumař	violinista	šumař	N;SG	N;INAN;NOM;MASC;SG;POS
pericoloso	nebezpečné	pericoloso	bezpečný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;NEG
pericoloso	nebezpečný	pericoloso	bezpečný	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG;NEG
pericoloso	nebezpečná	pericoloso	bezpečný	ADJ;MASC;SG	ADJ;NOM;FEM;SG;NEG
pericoloso	nebezpečné	pericoloso	bezpečný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;NEG
pericoloso	nebezpečný	pericoloso	bezpečný	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG;NEG
pericoloso	nebezpečná	pericoloso	bezpečný	ADJ;MASC;SG	ADJ;NOM;FEM;SG;NEG
true	pravda	trua	pravda	N	N;NOM;FEM;SG;POS
true	true	trua	true	N	N;INAN;NOM;MASC;SG;POS
analogo	srovnatelné	analogo	srovnatelný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS
secondario	sekundární	secondario	sekundární	ADJ;MASC;SG	ADJ;NOM;MASC;SG;POS
negativa	záporné	negativo	záporný	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;POS
negativa	negativní	negativo	negativní	ADJ;FEM;SG	ADJ;NOM;MASC;SG;POS
organista	varhaník	organista	varhaník	N;SG	N;ANIM;NOM;MASC;SG;POS
crociera	plavba	crociera	plavba	N;FEM;SG	N;NOM;FEM;SG;POS
sufficientemente	dostatečně	sufficientemente	dostatečně	ADV	ADV;POS
anteprima	náhled	anteprimo	náhled	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
anteprima	ukázka	anteprimo	ukázka	N;FEM;SG	N;NOM;FEM;SG;POS
pura	čistá	puro	čistý	ADJ;FEM;SG	ADJ;NOM;FEM;SG;POS
pura	čistý	puro	čistý	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
pura	čisté	puro	čistý	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;POS
inaugurazione	inauguraci	inaugurazione	inaugurace	N;FEM;SG	N;ACC;FEM;SG;POS
inaugurazione	otevírání	inaugurazione	otevírání	N;FEM;SG	N;NOM;NEUT;SG;POS
inaugurazione	otevření	inaugurazione	otevření	N;FEM;SG	N;NOM;NEUT;SG;POS
inaugurazione	zahájení	inaugurazione	zahájení	N;FEM;SG	N;NOM;NEUT;SG;POS
correre	spustit	correre	spustit	V;NFIN	V;PFV;POS;NFIN
orale	orální	orale	orální	ADJ;SG	ADJ;NOM;MASC;SG;POS
orale	perorální	orale	perorální	ADJ;SG	ADJ;NOM;MASC;SG;POS
orale	ústní	orale	ústní	ADJ;SG	ADJ;NOM;MASC;SG;POS
rione	rione	rione	rion	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
eccezionalmente	výjimečně	eccezionalmente	výjimečně	ADV	ADV;POS
beat	beat	beat	beat	N;MASC	N;INAN;NOM;MASC;SG;POS
sprint	sprint	sprint	sprint	N;MASC	N;INAN;NOM;MASC;SG;POS
dinamo	dynamo	dinare	dynamo	N;MASC;SG	N;NOM;NEUT;SG;POS
dinamo	dinamo	dinare	dinamo	N;MASC;SG	N;NOM;NEUT;SG;POS
liberty	svoboda	liberty	svoboda	N;MASC	N;NOM;FEM;SG;POS
liberty	liberty	liberty	libert	N;MASC	N;NOM;FEM;SG;POS
trinità	trojice	trinità	trojice	N;FEM	N;NOM;FEM;SG;POS
trinità	trinity	trinità	trinita	N;FEM	N;NOM;FEM;PL;POS
guillermo	guillermo	guillermo	guillermo	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
aggiungendo	přidávám	aggiungere	přidávat	V;V.MSDR	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
violento	násilné	violento	násilný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS
violento	násilný	violento	násilný	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
riforme	reformy	riforma	reforma	N;FEM;PL	N;NOM;FEM;PL;POS
riforme	reformy	riforma	reforma	N;FEM;PL	N;NOM;FEM;PL;POS
demoni	démoni	demone	démoni	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
demoni	démony	demone	démon	N;MASC;PL	N;ANIM;INS;MASC;PL;POS
massachusetts	massachusetts	massachusetts	massachusetts	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
corde	lana	cordo	lano	N;FEM;PL	N;NOM;NEUT;PL;POS
corde	provazy	cordo	provaz	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
corde	šňůry	cordo	šňůra	N;FEM;PL	N;NOM;FEM;PL;POS
corde	řetězce	cordo	řetězec	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
corde	smyčce	cordo	smyčec	N;FEM;PL	N;NOM;FEM;PL;POS
corde	struny	cordo	struna	N;FEM;PL	N;NOM;FEM;PL;POS
cellula	buňka	cellula	buňka	N;FEM;SG	N;NOM;FEM;SG;POS
cellula	cela	cellula	cela	N;FEM;SG	N;NOM;FEM;SG;POS
presidenti	předsedové	presidente	předseda	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
presidenti	prezidenti	presidente	prezident	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
presidenti	prezidentů	presidente	prezident	N;MASC;PL	N;ANIM;GEN;MASC;PL;POS
presidenti	předsedové	presidente	předseda	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
mine	miny	mina	mina	N;FEM;PL	N;NOM;FEM;PL;POS
mine	doly	mina	důl	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
carità	charitu	carità	charita	N;FEM	N;ACC;FEM;SG;POS
carità	dobročinnost	carità	dobročinnost	N;FEM	N;NOM;FEM;SG;POS
carità	charity	carità	charita	N;FEM	N;NOM;FEM;PL;POS
carità	charita	carità	charita	N;FEM	N;NOM;FEM;SG;POS
leggende	legend	leggenda	legenda	N;FEM;PL	N;GEN;FEM;PL;POS
leggende	legendy	leggenda	legenda	N;FEM;PL	N;NOM;FEM;PL;POS
leggende	legend	leggenda	legenda	N;FEM;PL	N;GEN;FEM;PL;POS
saverio	xavier	saverio	xavier	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
saverio	saverio	saverio	saverio	N;MASC;SG	N;NOM;MASC;SG;POS
molecole	molekuly	molecola	molekula	N;FEM;PL	N;NOM;FEM;PL;POS
molecole	molekuly	molecola	molekula	N;FEM;PL	N;NOM;FEM;PL;POS
molecole	molekul	molecola	molekula	N;FEM;PL	N;GEN;FEM;PL;POS
sacrificio	oběť	sacrificio	oběť	N;MASC;SG	N;NOM;FEM;SG;POS
sacrificio	obětování	sacrificio	obětování	N;MASC;SG	N;NOM;NEUT;SG;POS
architetti	architekti	architetto	architekt	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
cava	lomu	cava	lom	N;FEM;SG	N;INAN;GEN;MASC;SG;POS
cava	lom	cava	lom	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
cava	cava	cava	cava	N;FEM;SG	N;NOM;FEM;SG;POS
sospetto	podezření	sospetto	podezření	N;MASC;SG	N;NOM;NEUT;SG;POS
terminale	terminál	terminale	terminál	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
terminale	terminálu	terminale	terminál	N;MASC;SG	N;INAN;GEN;MASC;SG;POS
benzina	benzín	benzina	benzín	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
benzina	benzin	benzina	benzin	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
benzina	benzín	benzina	benzín	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
benzina	benzin	benzina	benzin	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
elementare	elementární	elementare	elementární	ADJ;SG	ADJ;NOM;MASC;SG;POS
elementare	základní	elementare	základní	ADJ;SG	ADJ;NOM;MASC;SG;POS
elementare	elementární	elementare	elementární	ADJ;SG	ADJ;NOM;MASC;SG;POS
reggente	regent	reggente	regent	N;SG	N;ANIM;NOM;MASC;SG;POS
rispettare	respektovat	rispettare	respektovat	V;NFIN	V;IPFV;POS;NFIN
olanda	holland	olanda	holland	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
fatica	dřina	fatica	dřina	N;FEM;SG	N;NOM;FEM;SG;POS
fatica	únava	fatica	únava	N;FEM;SG	N;NOM;FEM;SG;POS
hal	hal	hal	hala	N	N;GEN;FEM;PL;POS
hal	hale	hal	hala	N	N;DAT;FEM;SG;POS
seggi	sedadel	seggio	sedadlo	N;MASC;PL	N;NOM;NEUT;PL;POS
seggi	sedadla	seggio	sedadlo	N;MASC;PL	N;NOM;NEUT;PL;POS
seggi	sedačky	seggio	sedačka	N;MASC;PL	N;NOM;FEM;PL;POS
cantare	zpívej	cantare	zpívej	V;NFIN	V;IMP;SG;2;POS;FIN
cantare	zpívat	cantare	zpívat	V;NFIN	V;IPFV;POS;NFIN
cantare	zpívám	cantare	zpívam	V;NFIN	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
referendum	referenda	referendum	referendum	N;MASC	N;NOM;NEUT;SG;POS
referendum	referendum	referendum	referendum	N;MASC	N;NOM;NEUT;SG;POS
referendum	referenda	referendum	referendum	N;MASC	N;NOM;NEUT;SG;POS
referendum	referendum	referendum	referendum	N;MASC	N;NOM;NEUT;SG;POS
fischio	pískání	fischio	pískání	N;MASC;SG	N;NOM;NEUT;SG;POS
fischio	píšťalku	fischio	píšťalka	N;MASC;SG	N;ACC;FEM;SG;POS
fischio	pískání	fischio	pískání	N;MASC;SG	N;NOM;NEUT;SG;POS
contee	okresů	contea	okres	N;FEM;PL	N;INAN;GEN;MASC;PL;POS
contee	kraje	contea	kraj	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
gestore	správce	gestore	správce	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
gestore	manažer	gestore	manažer	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
teramo	teramo	tenare	teramo	N;MASC;SG	N;NOM;MASC;SG;POS
israeliano	izraelský	israeliano	izraelský	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
israeliano	izraelská	israeliano	izraelský	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS
africano	africký	africano	africký	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
africano	africká	africano	africký	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS
suite	apartmá	suite	apartmá	N;FEM	N;NOM;FEM;SG;POS
suite	apartmá	suite	apartmá	N;FEM	N;NOM;FEM;SG;POS
qualifica	kvalifikace	qualifica	kvalifikace	N;FEM;SG	N;NOM;FEM;SG;POS
qualifica	kvalifikace	qualifica	kvalifikace	N;FEM;SG	N;NOM;FEM;SG;POS
qualifica	kvalifikaci	qualifica	kvalifikace	N;FEM;SG	N;ACC;FEM;SG;POS
lino	lino	lino	lino	N;MASC;SG	N;NOM;MASC;SG;POS
lino	prádlo	lino	prádlo	N;MASC;SG	N;NOM;NEUT;SG;POS
lino	lnu	lino	len	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
ira	hněv	ira	hněv	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
ira	hněvu	ira	hněv	N;FEM;SG	N;INAN;GEN;MASC;SG;POS
conduzione	chování	conduzione	chování	N;FEM;SG	N;NOM;NEUT;SG;POS
efficienza	efektivita	efficienza	efektivita	N;FEM;SG	N;NOM;FEM;SG;POS
efficienza	účinnost	efficienza	účinnost	N;FEM;SG	N;NOM;FEM;SG;POS
efficienza	efektivnost	efficienza	efektivnost	N;FEM;SG	N;NOM;FEM;SG;POS
significativi	významné	significativo	významný	ADJ;MASC;PL	ADJ;NOM;MASC;PL;POS
ritmica	rytmické	ritmico	rytmický	ADJ;FEM;SG	ADJ;NOM;MASC;SG;POS
nodo	uzel	nodo	uzel	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
nodo	uzel	nodo	uzel	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
heaven	nebe	heaven	nebe	N	N;NOM;NEUT;SG;POS
heaven	nebesa	heaven	besa	N	N;NOM;FEM;SG;POS
unire	sjednotit	unire	sjednotit	V;NFIN	V;PFV;POS;NFIN
unire	sloučit	unire	sloučit	V;NFIN	V;PFV;POS;NFIN
ostacoli	překážky	ostacolo	překážka	N;MASC;PL	N;NOM;FEM;PL;POS
ostacoli	bariéry	ostacolo	bariéra	N;MASC;PL	N;NOM;FEM;PL;POS
ostacoli	překážky	ostacolo	překážka	N;MASC;PL	N;NOM;FEM;PL;POS
ostacoli	překážek	ostacolo	překážka	N;MASC;PL	N;GEN;FEM;PL;POS
ostacoli	překážky	ostacolo	překážka	N;MASC;PL	N;NOM;FEM;PL;POS
ostacoli	překážek	ostacolo	překážka	N;MASC;PL	N;GEN;FEM;PL;POS
sinfonia	symfonie	sinfonia	symfonie	N;FEM;SG	N;NOM;FEM;SG;POS
pasta	pasta	pasta	pasta	N;FEM;SG	N;NOM;FEM;SG;POS
massacro	masakr	massacro	masakr	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
massacro	masakr	massacro	masakr	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
massacro	krveprolití	massacro	krveprolití	N;MASC;SG	N;NOM;NEUT;SG;POS
massacro	porážka	massacro	porážka	N;MASC;SG	N;NOM;FEM;SG;POS
massacro	masakr	massacro	masakr	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
massacro	porážku	massacro	porážka	N;MASC;SG	N;ACC;FEM;SG;POS
rolling	rolling	rolling	rolling	N;MASC	N;INAN;NOM;MASC;SG;POS
rolling	válcování	rolling	válcování	N;MASC	N;NOM;NEUT;SG;POS
fall	pád	fall	pád	N	N;INAN;NOM;MASC;SG;POS
fall	podzim	fall	podzim	N	N;INAN;NOM;MASC;SG;POS
leoni	lvi	leone	lev	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
leoni	lvy	leone	lev	N;MASC;PL	N;ANIM;INS;MASC;PL;POS
convegno	konference	convegno	konference	N;MASC;SG	N;NOM;FEM;SG;POS
convegno	konferenci	convegno	konference	N;MASC;SG	N;ACC;FEM;SG;POS
centimetri	centimetry	centimetro	centimetr	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
centimetri	centimetrů	centimetro	centimetr	N;MASC;PL	N;INAN;GEN;MASC;PL;POS
centimetri	centimetry	centimetro	centimetr	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
ginnastica	gymnastiku	ginnastica	gymnastika	N;FEM;SG	N;ACC;FEM;SG;POS
identificare	identifikovat	identificare	identifikovat	V;NFIN	V;POS;NFIN
amanti	milenky	amante	milenka	N;PL	N;NOM;FEM;PL;POS
amanti	milenci	amante	milenec	N;PL	N;ANIM;NOM;MASC;PL;POS
amanti	milenky	amante	milenka	N;PL	N;NOM;FEM;PL;POS
amanti	milovníci	amante	milovník	N;PL	N;ANIM;NOM;MASC;PL;POS
mason	masona	mason	mason	N;MASC;SG	N;ANIM;ACC;MASC;SG;POS
odore	vůně	odore	vůně	N;MASC;SG	N;NOM;FEM;SG;POS
odore	zápach	odore	zápach	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
odore	zápach	odore	zápach	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
odore	vůně	odore	vůně	N;MASC;SG	N;NOM;FEM;SG;POS
odore	zápach	odore	zápach	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
odore	čich	odore	čich	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
marca	značka	marca	značka	N;FEM;SG	N;NOM;FEM;SG;POS
frutta	ovoce	frutta	ovoce	N;FEM;SG	N;NOM;NEUT;SG;POS
frutta	ovoce	frutta	ovoce	N;FEM;SG	N;NOM;NEUT;SG;POS
gradualmente	postupně	gradualmente	postupně	ADV	ADV;POS
calice	kalich	calice	kalich	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
crimini	zločiny	crimine	zločin	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
organico	organický	organico	organický	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
organico	organická	organico	organický	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS
organico	organické	organico	organický	ADJ;MASC;SG	ADJ;NOM;MASC;SG;POS
organico	ekologické	organico	ekologický	ADJ;MASC;SG	ADJ;NOM;MASC;SG;POS
estinzione	vyhynutí	estinzione	vyhynutí	N;FEM;SG	N;NOM;NEUT;SG;POS
estinzione	zánik	estinzione	zánik	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
trattare	ošetřit	trattare	ošetřit	V;NFIN	V;PFV;POS;NFIN
trattare	léčit	trattare	léčit	V;NFIN	V;IPFV;POS;NFIN
catene	pouta	catena	pouto	N;FEM;PL	N;NOM;FEM;PL;POS
catene	okovy	catena	okovo	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
catene	řetězů	catena	řetěz	N;FEM;PL	N;INAN;GEN;MASC;PL;POS
catene	řetězy	catena	řetěz	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
catene	řetězce	catena	řetězec	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
rara	vzácný	raro	vzácný	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
rara	vzácné	raro	vzácný	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;POS
rara	vzácná	raro	vzácný	ADJ;FEM;SG	ADJ;NOM;FEM;SG;POS
rimuovere	odstranit	rimuovere	odstranit	V;NFIN	V;PFV;POS;NFIN
rimuovere	odebrat	rimuovere	odebrat	V;NFIN	V;POS;NFIN
eyes	oči	eyes	oko	N	N;NOM;FEM;PL;POS
face	tvář	face	tvář	N	N;NOM;FEM;SG;POS
face	obličej	face	obličej	N	N;INAN;NOM;MASC;SG;POS
face	face	face	face	N	N;NOM;MASC;SG;POS
sinonimi	synonyma	sinonimo	synonymum	N;MASC;PL	N;NOM;NEUT;PL;POS
vettore	vektor	vettore	vektor	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
vettore	přepravce	vettore	přepravka	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
vettore	dopravce	vettore	dopravce	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
vettore	nosič	vettore	nosič	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
appassionato	vášnivá	appassionato	vášnivý	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS
appassionato	vášnivé	appassionato	vášnivý	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS
appassionato	vášnivý	appassionato	vášnivý	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
sensibilità	citlivosti	sensibilità	citlivost	N;FEM	N;NOM;FEM;SG;POS
sensibilità	citlivost	sensibilità	citlivost	N;FEM	N;NOM;FEM;SG;POS
dominazione	nadvládu	dominazione	nadvláda	N;FEM;SG	N;ACC;FEM;SG;POS
