che	那	che	那	DET	DET
road	路	road	路	N;MASC;SG	N
morire	垂死	morire	垂死	V;NFIN	V
dark	黑	dark	黑	N	N
dark	暗	dark	暗	N	N
dark	黑暗	dark	黑暗	N	N
fame	飢餓	fame	飢餓	N;FEM;SG	N
fame	飢餓	fame	飢餓	N;FEM;SG	N
fame	名望	fame	名望	N;FEM;SG	N
fame	名氣	fame	名氣	N;FEM;SG	N
treno	火車	treno	火車	N;MASC;SG	N
treno	列車	treno	列車	N;MASC;SG	N
fan	粉絲	fan	粉絲	N	N
fan	粉絲	fan	粉絲	N	N
fan	範	fan	範	N	N
ciascuna	每個	ciascuno	每個	DET;FEM;SG	DET
condotta	行為	condotta	行為	N;FEM;SG	N
privato	私人	privato	私人	ADJ;MASC;SG	ADJ
eroe	英雄	eroe	英雄	N;MASC;SG	N
navata	走道	navare	走道	N;FEM;SG	N
segni	跡象	segno	跡象	N;MASC;PL	N
segni	標誌	segno	標誌	N;MASC;PL	N
incluso	包括	includere	包括	V;MASC;SG;PST;V.PTCP	V
incluso	包括	includere	包括	V;MASC;SG;PST;V.PTCP	V
acquistato	購買	acquistare	購買	V;MASC;SG;PST;V.PTCP	V
professionista	專業	professionista	專業	N;SG	N
avanzata	先進	avanzata	先進	N;FEM;SG	N
corse	種族	corso	種族	N;FEM;PL	N
corse	賽車	corso	賽車	N;FEM;PL	N
espresso	明示	esprimere	明示	V;MASC;SG;PST;V.PTCP	V
fiumi	河流	fiume	河流	N;MASC;PL	N
uccelli	鳥類	uccello	鳥類	N;MASC;PL	N
uccelli	鳥	uccello	鳥	N;MASC;PL	N
uccelli	鳥兒	uccello	鳥兒	N;MASC;PL	N
uccelli	鳥	uccello	鳥	N;MASC;PL	N
status	狀況	status	狀況	N;MASC	N
status	狀態	status	狀態	N;MASC	N
status	現況	status	現況	N;MASC	N
cavalli	馬	cavallo	馬	N;MASC;PL	N
cavalli	馬匹	cavallo	馬匹	N;MASC;PL	N
mix	組合	mix	組合	N;MASC	N
pianista	鋼琴	pianista	鋼琴	N;SG	N
cibo	糧食	cibo	糧食	N;MASC;SG	N
cibo	食品	cibo	食品	N;MASC;SG	N
cibo	食物	cibo	食物	N;MASC;SG	N
indoor	室內	indoor	室內	N;MASC	N
divinità	女神	divinità	女神	N;FEM	N
acciaio	鋼鐵	acciaio	鋼鐵	N;MASC;SG	N
acciaio	鋼	acciaio	鋼	N;MASC;SG	N
corrispondenza	書信	corrispondenza	書信	N;FEM;SG	N
violino	琴	violare	琴	N;MASC;SG	N
violino	提琴	violare	提琴	N;MASC;SG	N
bonus	獎金	bonus	獎金	N;MASC	N
bonus	紅利	bonus	紅利	N;MASC	N
bonus	獎勵	bonus	獎勵	N;MASC	N
bonus	獎金	bonus	獎金	N;MASC	N
bonus	紅利	bonus	紅利	N;MASC	N
ferrovie	鐵路	ferrovia	鐵路	N;FEM;PL	N
ferrovie	鐵路	ferrovia	鐵路	N;FEM;PL	N
ferrovie	鐵道	ferrovia	鐵道	N;FEM;PL	N
ferrovie	鐵路	ferrovia	鐵路	N;FEM;PL	N
ferrovie	鐵道	ferrovia	鐵道	N;FEM;PL	N
ferrovie	鐵路	ferrovia	鐵路	N;FEM;PL	N
ferrovie	鐵道	ferrovia	鐵道	N;FEM;PL	N
ferrovie	鐵路	ferrovia	鐵路	N;FEM;PL	N
differenze	差額	differenza	差額	N;FEM;PL	N
differenze	區別	differenza	區別	N;FEM;PL	N
differenze	差別	differenza	差別	N;FEM;PL	N
differenze	差異	differenza	差異	N;FEM;PL	N
differenze	差異	differenza	差異	N;FEM;PL	N
differenze	差額	differenza	差額	N;FEM;PL	N
differenze	分歧	differenza	分歧	N;FEM;PL	N
razza	比賽	razza	比賽	N;FEM;SG	N
razza	賽	razza	賽	N;FEM;SG	N
razza	種族	razza	種族	N;FEM;SG	N
razza	競賽	razza	競賽	N;FEM;SG	N
razza	品種	razza	品種	N;FEM;SG	N
destino	天命	destino	天命	N;MASC;SG	N
destino	命運	destino	命運	N;MASC;SG	N
destino	命運	destino	命運	N;MASC;SG	N
abbandonato	廢棄	abbandonare	廢棄	V;MASC;SG;PST;V.PTCP	V
abbandonato	遺棄	abbandonare	遺棄	V;MASC;SG;PST;V.PTCP	V
abbandonato	離棄	abbandonare	離棄	V;MASC;SG;PST;V.PTCP	V
baseball	棒球	baseball	棒球	N;MASC;SG	N
limitata	受限	limitare	受限	V;FEM;SG;PST;V.PTCP	V
limitata	受限	limitare	受限	V;FEM;SG;PST;V.PTCP	V
costi	費用	costo	費用	N;MASC;PL	N
costi	成本	costo	成本	N;MASC;PL	N
interessi	興趣	interesse	興趣	N;MASC;PL	N
interessi	利益	interesse	利益	N;MASC;PL	N
interessi	興趣	interesse	興趣	N;MASC;PL	N
interessi	利息	interesse	利息	N;MASC;PL	N
hot	燙	hot	燙	N	N
fornire	提供	fornire	提供	V;NFIN	V
istituzioni	機構	istituzione	機構	N;FEM;PL	N
poesie	詩	poesia	詩	N;FEM;PL	N
poesie	詩歌	poesia	詩歌	N;FEM;PL	N
poesie	詩	poesia	詩	N;FEM;PL	N
poesie	詩歌	poesia	詩歌	N;FEM;PL	N
monete	硬幣	moneta	硬幣	N;FEM;PL	N
monete	錢幣	moneta	錢幣	N;FEM;PL	N
monete	貨幣	moneta	貨幣	N;FEM;PL	N
monete	硬幣	moneta	硬幣	N;FEM;PL	N
monete	錢幣	moneta	錢幣	N;FEM;PL	N
pareti	牆壁	parete	牆壁	N;FEM;PL	N
pareti	城牆	parete	城牆	N;FEM;PL	N
pareti	牆	parete	牆	N;FEM;PL	N
stone	石	stone	石	N	N
stone	石頭	stone	石頭	N	N
torrente	溪	torrente	溪	N;MASC;SG	N
sinistro	左側	sinistro	左側	N;MASC;SG	N
sinistro	左	sinistro	左	N;MASC;SG	N
sinistro	左翼	sinistro	左翼	N;MASC;SG	N
sinistro	左邊	sinistro	左邊	N;MASC;SG	N
marmo	彈珠	marmo	彈珠	N;MASC;SG	N
sky	天空	sky	天空	N;MASC	N
cambia	改變	cambiare	改變	V;IND;SG;3;PRS;FIN	V
cambia	變更	cambiare	變更	V;IND;SG;3;PRS;FIN	V
cambia	變	cambiare	變	V;IND;SG;3;PRS;FIN	V
scontri	衝突	scontro	衝突	N;MASC;PL	N
composti	大院	composto	大院	N;MASC;PL	N
terrestre	陸地	terrestre	陸地	N;MASC;SG	N
gloria	榮耀	gloria	榮耀	N;FEM;SG	N
gloria	光榮	gloria	光榮	N;FEM;SG	N
ottimo	偉大	ottimo	偉大	ADJ;MASC;SG	ADJ
western	西部	western	西部	N	N
sun	太陽	sun	太陽	N	N
sun	陽光	sun	陽光	N	N
classi	類別	classe	類別	N;FEM;PL	N
classi	班級	classe	班級	N;FEM;PL	N
cognome	姓	cognome	姓	N;MASC;SG	N
cognome	姓氏	cognome	姓氏	N;MASC;SG	N
montagne	山	montagna	山	N;FEM;PL	N
montagne	山脈	montagna	山脈	N;FEM;PL	N
montagne	山區	montagna	山區	N;FEM;PL	N
schermo	螢幕	schermo	螢幕	N;MASC;SG	N
power	電力	power	電力	N	N
power	電源	power	電源	N	N
power	動力	power	動力	N	N
power	權力	power	權力	N	N
distretti	各區	distretto	各區	N;MASC;PL	N
conferenza	會議	conferenza	會議	N;FEM;SG	N
venduto	賣	vendere	賣	V;MASC;SG;PST;V.PTCP	V
venduto	售出	vendere	售出	V;MASC;SG;PST;V.PTCP	V
varianti	變體	variante	變體	N;FEM;PL	N
comics	漫畫	comics	漫畫	N;MASC	N
pesce	魚類	pesce	魚類	N;MASC;SG	N
pesce	魚	pesce	魚	N;MASC;SG	N
pesce	魚兒	pesce	魚兒	N;MASC;SG	N
pesce	海鮮	pesce	海鮮	N;MASC;SG	N
pesce	海產	pesce	海產	N;MASC;SG	N
macchine	機械	macchina	機械	N;FEM;PL	N
macchine	機器	macchina	機器	N;FEM;PL	N
alberi	樹	albero	樹	N;MASC;PL	N
alberi	樹木	albero	樹木	N;MASC;PL	N
batterista	鼓手	batterista	鼓手	N;SG	N
musiche	音樂	musica	音樂	N;FEM;PL	N
riviste	期刊	rivista	期刊	N;FEM;PL	N
riviste	雜誌	rivista	雜誌	N;FEM;PL	N
riviste	雜誌	rivista	雜誌	N;FEM;PL	N
violenza	暴力	violenza	暴力	N;FEM;SG	N
ridotto	減少	ridurre	減少	V;MASC;SG;PST;V.PTCP	V
considerazione	審議	considerazione	審議	N;FEM;SG	N
valutazione	估價	valutazione	估價	N;FEM;SG	N
canali	頻道	canale	頻道	N;MASC;PL	N
canali	渠道	canale	渠道	N;MASC;PL	N
canali	運河	canale	運河	N;MASC;PL	N
canali	頻道	canale	頻道	N;MASC;PL	N
canali	海峽	canale	海峽	N;MASC;PL	N
canali	通道	canale	通道	N;MASC;PL	N
dance	舞蹈	dance	舞蹈	N	N
dance	跳舞	dance	跳舞	N	N
dance	舞	dance	舞	N	N
conservazione	養護	conservazione	養護	N;FEM;SG	N
conservazione	保育	conservazione	保育	N;FEM;SG	N
conservazione	保全	conservazione	保全	N;FEM;SG	N
offerta	優惠	offerta	優惠	N;FEM;SG	N
senatore	議員	senatore	議員	N;MASC;SG	N
arrestato	被	arrestare	被	V;MASC;SG;PST;V.PTCP	V;PASS
soldi	金錢	soldo	金錢	N;MASC;PL	N
soldi	錢	soldo	錢	N;MASC;PL	N
eliminare	消除	eliminare	消除	V;NFIN	V
eliminare	刪除	eliminare	刪除	V;NFIN	V
eliminare	刪去	eliminare	刪去	V;NFIN	V
nozze	婚禮	nozza	婚禮	N;FEM;PL	N
include	包括	includere	包括	V;IND;SG;3;PRS;FIN	V
misure	措施	misura	措施	N;FEM;PL	N
misure	計量	misura	計量	N;FEM;PL	N
risolvere	解決	risolvere	解決	V;NFIN	V
ombra	影	ombra	影	N;FEM;SG	N
ombra	影子	ombra	影子	N;FEM;SG	N
ombra	陰影	ombra	陰影	N;FEM;SG	N
ombra	暗影	ombra	暗影	N;FEM;SG	N
ombra	陰影	ombra	陰影	N;FEM;SG	N
concilio	安理	concilio	安理	N;MASC;SG	N
logo	標誌	logo	標誌	N;MASC;SG	N
logo	標識	logo	標識	N;MASC;SG	N
deputato	議員	deputato	議員	N;MASC;SG	N
deputato	國會	deputato	國會	N;MASC;SG	N
virtù	美德	virtù	美德	N;FEM;SG	N
virtù	美德	virtù	美德	N;FEM;SG	N
agenzia	機構	agenzia	機構	N;FEM;SG	N
master	主人	master	主人	N;MASC	N
master	大師	master	大師	N;MASC	N
master	師父	master	師父	N;MASC	N
master	師傅	master	師傅	N;MASC	N
altitudine	海拔	altitudine	海拔	N;FEM;SG	N
altitudine	高度	altitudine	高度	N;FEM;SG	N
altitudine	海拔	altitudine	海拔	N;FEM;SG	N
cerimonia	儀式	cerimonia	儀式	N;FEM;SG	N
distrutto	切碎	distruggere	切碎	V;MASC;SG;PST;V.PTCP	V
boss	老大	boss	老大	N;MASC	N
boss	老闆	boss	老闆	N;MASC	N
riconoscimenti	獎勵	riconoscimento	獎勵	N;MASC;PL	N
riconoscimenti	獎	riconoscimento	獎	N;MASC;PL	N
free	自由	frendere	自由	N	N
free	免費	frendere	免費	N	N
sostanza	實質	sostanza	實質	N;FEM;SG	N
sostanza	物質	sostanza	物質	N;FEM;SG	N
spiega	解釋	spiegare	解釋	V;IND;SG;3;PRS;FIN	V
bad	壞	bad	壞	N;SG	N
ospite	賓	ospite	賓	N;SG	N
ospite	來賓	ospite	來賓	N;SG	N
ospite	客人	ospite	客人	N;SG	N
versi	經文	verso	經文	N;MASC;PL	N
versi	詩句	verso	詩句	N;MASC;PL	N
versi	詩句	verso	詩句	N;MASC;PL	N
organi	器官	organo	器官	N;MASC;PL	N
organi	器官	organo	器官	N;MASC;PL	N
organi	風琴	organo	風琴	N;MASC;PL	N
medaglie	獎章	medaglia	獎章	N;FEM;PL	N
medaglie	勳章	medaglia	勳章	N;FEM;PL	N
medaglie	獎牌	medaglia	獎牌	N;FEM;PL	N
tag	標記	tag	標記	N	N
tag	標籤	tag	標籤	N	N
tag	標記	tag	標記	N	N
tag	標籤	tag	標籤	N	N
confederazione	邦聯	confederazione	邦聯	N;FEM;SG	N
confederazione	聯邦	confederazione	聯邦	N;FEM;SG	N
confederazione	邦聯	confederazione	邦聯	N;FEM;SG	N
musical	音樂	musical	音樂	N;MASC	N
musical	音樂	musical	音樂	N;MASC	N
navigazione	航行	navigazione	航行	N;FEM;SG	N
navigazione	導航	navigazione	導航	N;FEM;SG	N
performance	績效	performance	績效	N;FEM	N
performance	業績	performance	業績	N;FEM	N
fondi	基金	fondo	基金	N;MASC;PL	N
fondi	資金	fondo	資金	N;MASC;PL	N
box	箱	box	箱	N;MASC	N
box	框	box	框	N;MASC	N
box	盒	box	盒	N;MASC	N
box	盒子	box	盒子	N;MASC	N
box	方	box	方	N;MASC	N
osservazione	觀測	osservazione	觀測	N;FEM;SG	N
formazioni	編隊	formazione	編隊	N;FEM;PL	N
copertura	封面	copertura	封面	N;FEM;SG	N
copertura	掩護	copertura	掩護	N;FEM;SG	N
larghezza	寬度	larghezza	寬度	N;FEM;SG	N
dettagli	細節	dettaglio	細節	N;MASC;PL	N
dettagli	詳情	dettaglio	詳情	N;MASC;PL	N
vendetta	仇殺	vendetta	仇殺	N;FEM;SG	N
martire	烈士	martire	烈士	N;MASC;SG	N
intento	意圖	intento	意圖	N;MASC;SG	N
intento	意向	intento	意向	N;MASC;SG	N
spazi	空格	spazio	空格	N;MASC;PL	N
spazi	空間	spazio	空間	N;MASC;PL	N
spazi	太空	spazio	太空	N;MASC;PL	N
spazi	空間	spazio	空間	N;MASC;PL	N
yard	院子	yard	院子	N;MASC	N
yard	碼	yard	碼	N;MASC	N
yard	庭院	yard	庭院	N;MASC	N
condannato	定罪	condannare	定罪	V;MASC;SG;PST;V.PTCP	V
condannato	判刑	condannare	判刑	V;MASC;SG;PST;V.PTCP	V
condannato	注定	condannare	注定	V;MASC;SG;PST;V.PTCP	V
esperto	專家	esperto	專家	N;MASC;SG	N
rappresentanti	代表	rappresentante	代表	N;PL	N
voi	你	voi	你	PRO;PL;2	PRO;2
cucina	料理	cucina	料理	N;FEM;SG	N
cucina	美食	cucina	美食	N;FEM;SG	N
cucina	菜	cucina	菜	N;FEM;SG	N
cucina	廚房	cucina	廚房	N;FEM;SG	N
costellazione	星座	costellazione	星座	N;FEM;SG	N
eccellenza	卓越	eccellenza	卓越	N;FEM;SG	N
firmato	署名	firmare	署名	V;MASC;SG;PST;V.PTCP	V
firmato	簽署	firmare	簽署	V;MASC;SG;PST;V.PTCP	V
crea	創建	creare	創建	V;IMP;SG;2;PRS;FIN	V
ricordi	記憶	ricordo	記憶	N;MASC;PL	N
umanità	人性	umanità	人性	N;FEM	N
umanità	人道	umanità	人道	N;FEM	N
baby	嬰兒	baby	嬰兒	N	N
baby	寶貝	baby	寶貝	N	N
baby	寶寶	baby	寶寶	N	N
discesa	世系	discesa	世系	N;FEM;SG	N
discesa	血統	discesa	血統	N;FEM;SG	N
terremoto	地震	terremoto	地震	N;MASC;SG	N
cemento	水泥	cemento	水泥	N;MASC;SG	N
cemento	水泥	cemento	水泥	N;MASC;SG	N
space	太空	spacere	太空	N	N
space	空間	spacere	空間	N	N
tasso	速率	tasso	速率	N;MASC;SG	N
tasso	率	tasso	率	N;MASC;SG	N
tasso	利率	tasso	利率	N;MASC;SG	N
tasso	獾	tasso	獾	N;MASC;SG	N
esistente	現存	esistere	現存	V;SG;PRS;V.PTCP	V
esistente	現有	esistere	現有	V;SG;PRS;V.PTCP	V
private	私人	privato	私人	ADJ;FEM;PL	ADJ
invernali	冬	invernale	冬	N;MASC;PL	N
invernali	冬季	invernale	冬季	N;MASC;PL	N
invernali	冬天	invernale	冬天	N;MASC;PL	N
sabato	星期	sabato	星期	N;MASC;SG	N
sabato	週六	sabato	週六	N;MASC;SG	N
occidente	西邊	occidente	西邊	N;SG	N
occidente	西	occidente	西	N;SG	N
occidente	西部	occidente	西部	N;SG	N
qualificazione	資格	qualificazione	資格	N;FEM;SG	N
arrivato	抵達	arrivare	抵達	V;MASC;SG;PST;V.PTCP	V
arrivato	到	arrivare	到	V;MASC;SG;PST;V.PTCP	V
cause	起因	causa	起因	N;FEM;PL	N
serata	晚間	serata	晚間	N;FEM;SG	N
serata	晚上	serata	晚上	N;FEM;SG	N
serata	傍晚	serata	傍晚	N;FEM;SG	N
compresi	包括	comprendere	包括	V;MASC;PL;PST;V.PTCP	V
tastiera	鍵盤	tastiera	鍵盤	N;FEM;SG	N
veicoli	車輛	veicolo	車輛	N;MASC;PL	N
veicoli	車輛	veicolo	車輛	N;MASC;PL	N
accetta	接受	accettare	接受	V;IND;SG;3;PRS;FIN	V
clan	氏族	clan	氏族	N;MASC	N
clan	部族	clan	部族	N;MASC	N
clan	氏	clan	氏	N;MASC	N
clan	氏族	clan	氏族	N;MASC	N
clan	部族	clan	部族	N;MASC	N
programmazione	程式	programmazione	程式	N;FEM;SG	N
bambina	兒童	bambino	兒童	N;FEM;SG	N
bambina	孩子	bambino	孩子	N;FEM;SG	N
qualificazioni	資歷	qualificazione	資歷	N;FEM;PL	N
qualificazioni	資格	qualificazione	資格	N;FEM;PL	N
dead	死	dead	死	N	N
statue	雕像	statua	雕像	N;FEM;PL	N
statue	塑像	statua	塑像	N;FEM;PL	N
statue	雕像	statua	雕像	N;FEM;PL	N
statue	雕塑	statua	雕塑	N;FEM;PL	N
statue	塑像	statua	塑像	N;FEM;PL	N
battuta	笑話	battuta	笑話	N;FEM;SG	N
rappresentante	代表	rappresentante	代表	N;SG	N
tradotto	翻譯	tradurre	翻譯	V;MASC;SG;PST;V.PTCP	V
old	老了	old	老了	N	N
dolore	痛	dolore	痛	N;MASC;SG	N
dolore	傷痛	dolore	傷痛	N;MASC;SG	N
dolore	疼痛	dolore	疼痛	N;MASC;SG	N
dolore	痛苦	dolore	痛苦	N;MASC;SG	N
studiare	學習	studiare	學習	V;NFIN	V
studiare	研究	studiare	研究	V;NFIN	V
studiare	學習	studiare	學習	V;NFIN	V
segnale	訊號	segnale	訊號	N;MASC;SG	N
manifestazioni	事件	manifestazione	事件	N;FEM;PL	N
manifestazioni	活動	manifestazione	活動	N;FEM;PL	N
entità	實體	entità	實體	N;FEM	N
entità	實體	entità	實體	N;FEM	N
tensione	電壓	tensione	電壓	N;FEM;SG	N
insegnamento	教書	insegnamento	教書	N;MASC;SG	N
insegnamento	教學	insegnamento	教學	N;MASC;SG	N
insegnamento	教	insegnamento	教	N;MASC;SG	N
considerare	考慮	considerare	考慮	V;NFIN	V
conferma	確認	confermare	確認	V;IND;SG;3;PRS;FIN	V
conferma	證實	confermare	證實	V;IND;SG;3;PRS;FIN	V
conferma	確認	confermare	確認	V;IND;SG;3;PRS;FIN	V
conferma	證實	confermare	證實	V;IND;SG;3;PRS;FIN	V
tradizioni	傳統	tradizione	傳統	N;FEM;PL	N
tradizioni	傳統	tradizione	傳統	N;FEM;PL	N
danza	舞蹈	danza	舞蹈	N;FEM;SG	N
danza	跳舞	danza	跳舞	N;FEM;SG	N
danza	舞	danza	舞	N;FEM;SG	N
danza	舞蹈	danza	舞蹈	N;FEM;SG	N
danza	舞動	danza	舞動	N;FEM;SG	N
danza	跳舞	danza	跳舞	N;FEM;SG	N
danza	舞	danza	舞	N;FEM;SG	N
turismo	旅遊	turismo	旅遊	N;MASC;SG	N
segreti	秘密	segreto	秘密	N;MASC;PL	N
magia	魔神	magia	魔神	N;FEM;SG	N
magia	魔法	magia	魔法	N;FEM;SG	N
magia	魔術	magia	魔術	N;FEM;SG	N
magia	魔力	magia	魔力	N;FEM;SG	N
stranieri	外國	straniero	外國	N;MASC;PL	N
stranieri	老外	straniero	老外	N;MASC;PL	N
stranieri	外國	straniero	外國	N;MASC;PL	N
stranieri	外籍	straniero	外籍	N;MASC;PL	N
stranieri	外國	straniero	外國	N;MASC;PL	N
stranieri	外籍	straniero	外籍	N;MASC;PL	N
associazioni	社團	associazione	社團	N;FEM;PL	N
patto	協約	patto	協約	N;MASC;SG	N
finire	完成	finire	完成	V;NFIN	V
drago	龍	drago	龍	N;MASC;SG	N
drago	神龍	drago	神龍	N;MASC;SG	N
prato	草地	prato	草地	N;MASC;SG	N
prato	草坪	prato	草坪	N;MASC;SG	N
prato	草地	prato	草地	N;MASC;SG	N
fedeli	忠心	fedele	忠心	N;PL	N
fedeli	忠誠	fedele	忠誠	N;PL	N
fedeli	忠誠	fedele	忠誠	N;PL	N
dubbi	疑問	dubbio	疑問	N;MASC;PL	N
prigione	監獄	prigione	監獄	N;FEM;SG	N
prigione	監獄	prigione	監獄	N;FEM;SG	N
manca	缺少	mancare	缺少	V;IND;SG;3;PRS;FIN	V
manca	失蹤	mancare	失蹤	V;IND;SG;3;PRS;FIN	V
manca	遺失	mancare	遺失	V;IND;SG;3;PRS;FIN	V
collina	山	collina	山	N;FEM;SG	N
raccolte	收集	raccogliere	收集	V;FEM;PL;PST;V.PTCP	V
raccolte	收穫	raccogliere	收穫	V;FEM;PL;PST;V.PTCP	V
animazione	娛樂	animazione	娛樂	N;FEM;SG	N
eliminato	刪除	eliminare	刪除	V;MASC;SG;PST;V.PTCP	V
scambio	交流	scambio	交流	N;MASC;SG	N
gatto	貓咪	gatto	貓咪	N;MASC;SG	N
gatto	貓	gatto	貓	N;MASC;SG	N
esame	考試	esame	考試	N;MASC;SG	N
esame	考試	esame	考試	N;MASC;SG	N
cilindri	缸	cilindro	缸	N;MASC;PL	N
rito	儀式	rito	儀式	N;MASC;SG	N
rito	禮	rito	禮	N;MASC;SG	N
rito	儀式	rito	儀式	N;MASC;SG	N
densità	密度	densità	密度	N;FEM	N
esemplare	模範	esemplare	模範	N;MASC;SG	N
esemplare	典範	esemplare	典範	N;MASC;SG	N
battaglie	戰役	battaglia	戰役	N;FEM;PL	N
gold	黃金	gold	黃金	N	N
gold	金色	gold	金色	N	N
schema	圖案	schema	圖案	N;MASC;SG	N
schema	格局	schema	格局	N;MASC;SG	N
schema	模式	schema	模式	N;MASC;SG	N
schema	綱要	schema	綱要	N;MASC;SG	N
modificare	變更	modificare	變更	V;NFIN	V
modificare	修改	modificare	修改	V;NFIN	V
voglia	胎記	voglia	胎記	N;FEM;SG	N
passi	步驟	passo	步驟	N;MASC;PL	N
esperienze	經驗	esperienza	經驗	N;FEM;PL	N
esperienze	體驗	esperienza	體驗	N;FEM;PL	N
esperienze	體驗	esperienza	體驗	N;FEM;PL	N
esperienze	經驗	esperienza	經驗	N;FEM;PL	N
fantasy	幻想	fantasy	幻想	N;MASC	N
vocale	聲樂	vocale	聲樂	N;SG	N
vocale	母音	vocale	母音	N;SG	N
indice	索引	indire	索引	N;MASC;SG	N
indice	指數	indire	指數	N;MASC;SG	N
tetto	屋頂	tetto	屋頂	N;MASC;SG	N
pier	碼頭	pier	碼頭	N;SG	N
persino	甚至	persino	甚至	ADV	ADV
utili	實用	utile	實用	N;MASC;PL	N
vuoto	空白	vuoto	空白	N;MASC;SG	N
vuoto	空白	vuoto	空白	N;MASC;SG	N
vuoto	空	vuoto	空	N;MASC;SG	N
vuoto	真空	vuoto	真空	N;MASC;SG	N
database	資料	database	資料	N;FEM;SG	N
database	資料	database	資料	N;FEM;SG	N
detective	警探	detectivo	警探	N;MASC;SG	N
bell	鐘	bell	鐘	N;MASC;SG	N
bell	鈴	bell	鈴	N;MASC;SG	N
ingegneria	工程	ingegneria	工程	N;FEM;SG	N
ingegneria	工程	ingegneria	工程	N;FEM;SG	N
final	決賽	final	決賽	N	N
sound	聲音	sound	聲音	N;MASC	N
sound	音效	sound	音效	N;MASC	N
familiari	家人	familiare	家人	N;PL	N
familiari	家屬	familiare	家屬	N;PL	N
familiari	家庭	familiare	家庭	N;PL	N
ordinato	訂購	ordinare	訂購	V;MASC;SG;PST;V.PTCP	V
killer	殺手	killer	殺手	N;MASC	N
emisfero	半球	emisfero	半球	N;MASC;SG	N
lavoratori	工人	lavoratore	工人	N;MASC;PL	N
maschio	男性	maschio	男性	N;MASC;SG	N
maschio	男	maschio	男	N;MASC;SG	N
sostituire	替代	sostituire	替代	V;NFIN	V
sostituire	替代	sostituire	替代	V;NFIN	V
sostituire	替代	sostituire	替代	V;NFIN	V
sostituire	取代	sostituire	取代	V;NFIN	V
sostituire	替換	sostituire	替換	V;NFIN	V
sostituire	更換	sostituire	更換	V;NFIN	V
sostituire	代替	sostituire	代替	V;NFIN	V
fumo	吸煙	fumo	吸煙	N;MASC;SG	N
fumo	煙	fumo	煙	N;MASC;SG	N
fumo	吸煙	fumo	吸煙	N;MASC;SG	N
fumo	煙霧	fumo	煙霧	N;MASC;SG	N
bellezza	美容	bellezza	美容	N;FEM;SG	N
bellezza	美女	bellezza	美女	N;FEM;SG	N
terme	浴場	terma	浴場	N;FEM;SG	N
confermato	確認	confermare	確認	V;MASC;SG;PST;V.PTCP	V
lupo	狼	lupo	狼	N;MASC;SG	N
lupo	狼瘡	lupo	狼瘡	N;MASC;SG	N
network	網路	network	網路	N;MASC	N
network	網	network	網	N;MASC	N
bolla	泡泡	bolla	泡泡	N;FEM;SG	N
bolla	泡	bolla	泡	N;FEM;SG	N
bolla	泡沫	bolla	泡沫	N;FEM;SG	N
bolla	氣泡	bolla	氣泡	N;FEM;SG	N
drammaturgo	劇作家	drammaturgo	劇作家	N;MASC;SG	N
teorie	理論	teoria	理論	N;FEM;PL	N
ferito	受傷	ferire	受傷	V;MASC;SG;PST;V.PTCP	V
villaggi	鄉村	villaggio	鄉村	N;MASC;PL	N
villaggi	村	villaggio	村	N;MASC;PL	N
modificato	修改	modificare	修改	V;MASC;SG;PST;V.PTCP	V
esistenti	現存	esistere	現存	V;PL;PRS;V.PTCP	V
esistenti	現有	esistere	現有	V;PL;PRS;V.PTCP	V
flusso	流	flusso	流	N;MASC;SG	N
flusso	流程	flusso	流程	N;MASC;SG	N
flusso	流動	flusso	流動	N;MASC;SG	N
flusso	流量	flusso	流量	N;MASC;SG	N
flusso	流	flusso	流	N;MASC;SG	N
flusso	溪流	flusso	溪流	N;MASC;SG	N
news	新聞	news	新聞	N	N
mattina	早晨	mattina	早晨	N;FEM;SG	N
mattina	早上	mattina	早上	N;FEM;SG	N
mattina	上午	mattina	上午	N;FEM;SG	N
minuto	分鐘	minuto	分鐘	N;MASC;SG	N
miglia	英里	miglio	英里	N;FEM;PL	N
democrazia	民主	democrazia	民主	N;FEM;SG	N
scoprire	發現	scoprire	發現	V;NFIN	V
scoprire	探索	scoprire	探索	V;NFIN	V
indagini	查詢	indagine	查詢	N;FEM;PL	N
indirizzo	地址	indirizzo	地址	N;MASC;SG	N
indirizzo	住址	indirizzo	住址	N;MASC;SG	N
disc	碟片	disc	碟片	N;MASC	N
disc	碟	disc	碟	N;MASC	N
disc	磁碟	disc	磁碟	N;MASC	N
moda	時裝	moda	時裝	N;FEM;SG	N
moda	時尚	moda	時尚	N;FEM;SG	N
ridurre	減少	ridurre	減少	V;NFIN	V
ridurre	減少	ridurre	減少	V;NFIN	V
vite	螺絲	vite	螺絲	N;FEM;PL	N
fenomeni	現象	fenomeno	現象	N;MASC;PL	N
prototipo	原型	prototipo	原型	N;MASC;SG	N
allievo	瞳孔	allievo	瞳孔	N;MASC;SG	N
allievo	學生	allievo	學生	N;MASC;SG	N
hard	難	hard	難	N	N
hard	辛苦	hard	辛苦	N	N
professione	職業	professione	職業	N;FEM;SG	N
professione	專業	professione	專業	N;FEM;SG	N
professione	職業	professione	職業	N;FEM;SG	N
staffetta	中	staffetta	中	N;FEM;SG	N
staffetta	接力	staffetta	接力	N;FEM;SG	N
virus	病毒	virus	病毒	N;MASC	N
virus	病毒	virus	病毒	N;MASC	N
conquistare	征服	conquistare	征服	V;NFIN	V
audio	音訊	audio	音訊	N;MASC	N
