met	مع	met	مَعَ	ADP	ADP;ACC
slaap	نوم	slaap	نوم	N;SG	N;NOM;INDF;SG
slaap	النوم	slaap	نَوم	N;SG	N;NOM;DEF;SG
slaap	نوم	slaap	نوم	N;SG	N;NOM;INDF;SG
slaap	نائم	slaap	نَائِم	N;SG	N;NOM;INDF;SG
slaap	النوم	slaap	نَوم	N;SG	N;NOM;DEF;SG
monumente	الاثار	monument	أَثَر	N;PL	N;NOM;DEF;PL
lading	التهمة	lading	تُهمَة	N;SG	N;NOM;DEF;SG
lading	تهمة	lading	تُهمَة	N;SG	N;NOM;INDF;SG
nek	الرقبة	nek	رَقبَة	N;SG	N;NOM;DEF;SG
nek	رقبة	nek	رَقَبَة	N;SG	N;NOM;INDF;SG
nek	العنق	nek	عَنق	N;SG	N;NOM;DEF;SG
staal	الفولاذ	staal	فُولَاذ	N;SG	N;NOM;DEF;SG
staal	الصلب	staal	صُلب	N;SG	N;NOM;DEF;SG
geheim	السر	heim	سُرّ	N;SG	N;NOM;DEF;SG
atome	الذرات	atom	ذِرَة	N;PL	N;NOM;DEF;PL
atome	ذرات	atom	ذِرَة	N;PL	N;NOM;INDF;PL
omvang	النطاق	omvang	نِطَاق	N;SG	N;NOM;DEF;SG
omvang	مدى	omvang	مَدَى	N;SG	N;NOM;INDF;SG
omvang	المدى	omvang	مَدَى	N;SG	N;NOM;DEF;SG
omvang	نطاق	omvang	نِطَاق	N;SG	N;NOM;INDF;SG
diepte	عمق	diepte	عُمق	N;SG	N;NOM;INDF;SG
diepte	العمق	diepte	عُمق	N;SG	N;NOM;DEF;SG
tegniek	تقنية	tegniek	تَقنِيَّة	N;SG	N;NOM;INDF;SG
tegniek	التقنية	tegniek	تَقنِيَّة	N;SG	N;NOM;DEF;SG
markte	اسواق	mark	سُوق	N;PL	N;NOM;INDF;PL
markte	الاسواق	mark	سُوق	N;PL	N;NOM;DEF;PL
armoede	الفقر	armoede	فَقر	N;SG	N;NOM;DEF;SG
armoede	فقر	armoede	فَقر	N;SG	N;NOM;INDF;SG
seisoene	الفصول	seisoen	فَصل	N;PL	N;NOM;DEF;PL
seisoene	مواسم	seisoen	مَوسِم	N;PL	N;NOM;INDF;PL
uraan	اليورو	uraan	يُورُو	N;SG	N;NOM;DEF;SG
uraan	باليورو	uraan	باليورو	N;SG	N;NOM;DEF;SG
naaswenner	عداء	naaswenner	عَدَاء	N;SG	N;NOM;INDF;SG
dubbele	مزدوج	dubbel	مزدوج	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
dubbele	مزدوجة	dubbel	مُزدَوِج	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
dubbele	مضاعف	dubbel	مَضعِف	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
kontrak	تعاقد	kontrak	تَعَاقُد	N;SG	N;NOM;INDF;SG
kontrak	التعاقد	kontrak	تَعَاقُد	N;SG	N;NOM;DEF;SG
kontrak	العقد	kontrak	عَقد	N;SG	N;NOM;DEF;SG
klassifikasie	تصنيف	klassifikasie	تَصنِيف	N;SG	N;NOM;INDF;SG
klassifikasie	التصنيف	klassifikasie	تَصنِيف	N;SG	N;NOM;DEF;SG
invloedryke	مؤثر	invloedryk	مُؤَثِّر	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
analise	التحليل	analise	تَحلِيل	N;SG	N;NOM;DEF;SG
analise	تحليل	analise	تَحلِيل	N;SG	N;NOM;INDF;SG
galery	المعرض	galery	مَعرِض	N;SG	N;NOM;DEF;SG
galery	معرض	galery	مَعرِض	N;SG	N;NOM;INDF;SG
faktor	العامل	faktor	عَامِل	N;SG	N;NOM;DEF;SG
faktor	عامل	faktor	عَامِل	N;SG	N;NOM;INDF;SG
versier	تزين	versier	تَزَيَّن	V;PRS	V;IPFV;FEM;IND;SG;3;FIN;ACT
geselskap	مجتمع	geselskap	مُجتَمَع	N;SG	N;NOM;INDF;SG
geselskap	المجتمع	geselskap	مُجتَمَع	N;SG	N;NOM;DEF;SG
geselskap	الجمعية	geselskap	جَمعِيَّة	N;SG	N;NOM;DEF;SG
termyn	المصطلح	termyn	المصطلح	N;SG	N;NOM;DEF;SG
termyn	مصطلح	termyn	مُصطَلَح	N;SG	N;NOM;INDF;SG
wysigings	تعديلات	wysiging	تَعدِيل	N;PL	N;NOM;INDF;PL
wysigings	التعديلات	wysiging	تَعدِيل	N;PL	N;NOM;DEF;PL
wysigings	التحديثات	wysiging	تَحدِيث	N;PL	N;NOM;DEF;PL
wysigings	تحديثات	wysiging	تَحدِيث	N;PL	N;NOM;INDF;PL
gedagtes	افكار	dagte	فِكر	N;PL	N;NOM;INDF;PL
gedagtes	الافكار	dagte	فِكر	N;PL	N;NOM;DEF;PL
satelliete	السواتل	satelliet	سُوَاتِل	N;PL	N;NOM;DEF;PL
kanale	قنوات	kanaal	قَنَاة	N;PL	N;NOM;INDF;PL
kanale	القنوات	kanaal	قَنَاة	N;PL	N;NOM;DEF;PL
kwart	ربع	kwart	رُبع	N;SG	N;NOM;INDF;SG
kwart	الربع	kwart	رُبع	N;SG	N;NOM;DEF;SG
voertuig	العربة	voertuig	عَرَبَة	N;SG	N;NOM;DEF;SG
voertuig	مركبة	voertuig	مَركَبَة	N;SG	N;NOM;INDF;SG
voertuig	المركبة	voertuig	مَركَبَة	N;SG	N;NOM;DEF;SG
voertuig	عربة	voertuig	عَرَبَة	N;SG	N;NOM;INDF;SG
grondwetlike	الدستورية	grondwetlik	دُستُورِيّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
grondwetlike	دستورية	grondwetlik	دُستُورِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
grondwetlike	دستوري	grondwetlik	دُستُورِيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
kontinent	القارة	kontinent	قَارَّة	N;SG	N;NOM;DEF;SG
kontinent	قارة	kontinent	قَارَّة	N;SG	N;NOM;INDF;SG
spektrum	الطيف	spektrum	طَيف	N;SG	N;NOM;DEF;SG
swerm	قطيع	swerm	قطيع	N;SG	N;NOM;INDF;SG
sigbare	مرئية	sigbaar	مَرئِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
getuienis	الشاهد	getuienis	شَاهِد	N;SG	N;NOM;DEF;SG
getuienis	الادلة	getuienis	دِلَة	N;SG	N;NOM;DEF;SG
getuienis	دليل	getuienis	دَلِيل	N;SG	N;NOM;INDF;SG
getuienis	الدليل	getuienis	دَلِيل	N;SG	N;NOM;DEF;SG
landgoed	حوزة	landgoed	حَوزَة	N;SG	N;NOM;INDF;SG
landgoed	الحوزة	landgoed	حَوزَة	N;SG	N;NOM;DEF;SG
afstande	مسافات	afstande	مَسَاف	N;PL	N;NOM;INDF;PL
afstande	المسافات	afstande	المسافات	N;PL	N;NOM;DEF;PL
tema	السمة	tema	سِمَة	N;SG	N;NOM;DEF;SG
tema	سمة	tema	سِمَّة	N;SG	N;NOM;INDF;SG
tema	الموضوع	tema	مَوضُوع	N;SG	N;NOM;DEF;SG
tema	موضوع	tema	مَوضُوع	N;SG	N;NOM;INDF;SG
venus	الزهرة	venus	زُهرَة	N;SG	N;NOM;DEF;SG
rykdom	الثراء	rykdom	ثَرَاء	N;SG	N;NOM;DEF;SG
rykdom	ثروة	rykdom	ثَروَة	N;SG	N;NOM;INDF;SG
rykdom	الثروة	rykdom	ثَروَة	N;SG	N;NOM;DEF;SG
kontinentale	القارئ	kontinentaal	قَارِئ	N;SG	N;NOM;DEF;SG
presidensiële	رئاسية	presidensieel	رِئَاسِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
presidensiële	رئاسي	presidensieel	رِئَاسِيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
volgelinge	متابعين	volgeling	مُتَأَابِع	N;PL	N;NOM;INDF;PL
volgelinge	المتابعين	volgeling	مُتَابِع	N;PL	N;NOM;DEF;PL
ingenieurswese	الهندسة	ingenieurswese	هَندَسَة	N;SG	N;NOM;DEF;SG
ingenieurswese	هندسة	ingenieurswese	هَندَسَة	N;SG	N;NOM;INDF;SG
kitaar	الجيتار	kitaar	جِيتَار	N;SG	N;NOM;DEF;SG
kitaar	الغيتار	kitaar	غِيتَار	N;SG	N;NOM;DEF;SG
verhoor	محاكمة	verhoor	مُحَاكَمَة	N;SG	N;NOM;INDF;SG
verhoor	المحاكمة	verhoor	مُحَاكَمَة	N;SG	N;NOM;DEF;SG
verhoor	سماع	verhoor	سَمَاع	N;SG	N;NOM;INDF;SG
verhoor	السمع	verhoor	سَمعَة	N;SG	N;NOM;DEF;SG
verwydering	ازالة	verwydering	إِزَالَة	N;SG	N;NOM;INDF;SG
akteurs	الممثلون	akteur	مُمَثِّل	N;PL	N;NOM;DEF;PL
akteurs	الفعاليات	akteur	الفعاليات	N;PL	N;NOM;DEF;PL
akteurs	ممثلون	akteur	مُمَثِّل	N;PL	N;NOM;INDF;PL
agentskap	الوكالة	agentskap	وِكَالَة	N;SG	N;NOM;DEF;SG
agentskap	وكالة	agentskap	وِكَالَة	N;SG	N;NOM;INDF;SG
handtekening	توقيع	handtekening	تَوقِيع	N;SG	N;NOM;INDF;SG
handtekening	التوقيع	handtekening	تَوقِيع	N;SG	N;NOM;DEF;SG
siel	الروح	siel	رُوح	N;SG	N;NOM;DEF;SG
teenstander	الخصم	teenstander	خَصم	N;SG	N;NOM;DEF;SG
verkose	منتخب	verkose	مُنتَخَب	N;SG	N;NOM;INDF;SG
verkose	المنتخب	verkose	مُنتَخَب	N;SG	N;NOM;DEF;SG
ewenaar	الاستواء	ewenaar	اِستِوَاء	N;SG	N;NOM;DEF;SG
lidmaatskap	العضوية	lidmaatskap	عُضوِيَّة	N;SG	N;NOM;DEF;SG
lidmaatskap	عضوية	lidmaatskap	عُضوِيَّة	N;SG	N;NOM;INDF;SG
gestoor	انقذت	stoor	أَنقَذ	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
mode	الازياء	mode	زِيّ	N;SG	N;NOM;DEF;SG
mode	موضة	mode	مُوضَة	N;SG	N;NOM;INDF;SG
mode	الموضة	mode	مُوضَة	N;SG	N;NOM;DEF;SG
platform	المنصة	platform	مِنَصَّة	N;SG	N;NOM;DEF;SG
platform	الرصيف	platform	رَصِيف	N;SG	N;NOM;DEF;SG
platform	منصة	platform	مِنَصَّة	N;SG	N;NOM;INDF;SG
torings	ابراج	toring	إِبرَاج	N;PL	N;NOM;INDF;PL
herhaal	كرر	herhaal	كَرَّر	V;PRS	V;PFV;MASC;SG;3;ACT
brood	الخبز	brood	خُبز	N;SG	N;NOM;DEF;SG
brood	خبز	brood	خَبز	N;SG	N;NOM;INDF;SG
maat	شريك	maat	شَرِيك	N;SG	N;NOM;INDF;SG
maat	شريكة	maat	شَرِيكَة	N;SG	N;NOM;INDF;SG
maat	الشريك	maat	شَرِيك	N;SG	N;NOM;DEF;SG
doelwitte	اهداف	doelwit	هَدَف	N;PL	N;NOM;INDF;PL
doelwitte	الاهداف	doelwit	هَدَف	N;PL	N;NOM;DEF;PL
doelwitte	الغايات	doelwit	غَايَة	N;PL	N;NOM;DEF;PL
verbintenis	الالتزام	verbintenis	اِلتِزَام	N;SG	N;NOM;DEF;SG
verbintenis	التزام	verbintenis	اِلتِزَام	N;SG	N;NOM;INDF;SG
kanker	السرطان	kanker	سَرَطَان	N;SG	N;NOM;DEF;SG
kaas	جبن	kaas	جبن	N;SG	N;NOM;INDF;SG
kaas	جبنة	kaas	جَبنَة	N;SG	N;NOM;INDF;SG
kaas	الجبن	kaas	جَبن	N;SG	N;NOM;DEF;SG
verantwoordelikheid	المسؤولية	verantwoordelikheid	مَسؤُولِيَّة	N;SG	N;NOM;DEF;SG
verantwoordelikheid	مسؤولية	verantwoordelikheid	مَسؤُولِيَّة	N;SG	N;NOM;INDF;SG
kopiereg	نسخة	kopiereg	نُسخَة	N;SG	N;NOM;INDF;SG
kopiereg	نسخ	kopiereg	نُسخَة	N;SG	N;NOM;INDF;SG
wetenskappe	علوم	wetenskap	عِلم	N;PL	N;NOM;INDF;PL
fout	الخطا	fout	خَطَا	N;SG	N;NOM;DEF;SG
fout	خطا	fout	خَطّ	N;SG	N;NOM;INDF;SG
fout	غلطة	fout	غلطة	N;SG	N;NOM;INDF;SG
fout	علة	fout	عَلَّة	N;SG	N;NOM;INDF;SG
fout	الخطا	fout	خَطَا	N;SG	N;NOM;DEF;SG
fout	خطا	fout	خَطّ	N;SG	N;NOM;INDF;SG
rondte	اللفة	rondte	لِفَّة	N;SG	N;NOM;DEF;SG
rondte	الجولة	rondte	جَولَة	N;SG	N;NOM;DEF;SG
geleef	عشت	leef	عَشَى	V;PST;V.PTCP	V;PFV;MASC;SG;2;ACT
bodem	القاع	bodem	قَاع	N;SG	N;NOM;DEF;SG
bodem	قاع	bodem	قَاع	N;SG	N;NOM;INDF;SG
potensiaal	امكانية	potensiaal	إِمكَانِيَّة	N;SG	N;NOM;INDF;SG
salaris	راتب	salaris	رَاتِب	N;SG	N;NOM;INDF;SG
salaris	الراتب	salaris	رَاتِب	N;SG	N;NOM;DEF;SG
salaris	المرتب	salaris	مَرتَب	N;SG	N;NOM;DEF;SG
salaris	مرتب	salaris	مَرتَب	N;SG	N;NOM;INDF;SG
toestelle	الاجهزة	toestel	جِهَاز	N;PL	N;NOM;DEF;PL
toestelle	الاجهزة	toestel	جِهَاز	N;PL	N;NOM;DEF;PL
toestelle	اجهزة	toestel	جِهَاز	N;PL	N;NOM;INDF;PL
bevestiging	تاكيد	bevestiging	تَأكِيد	N;SG	N;NOM;INDF;SG
bevestiging	التاكيد	bevestiging	التاكيد	N;SG	N;NOM;DEF;SG
vergaderings	الجلسات	vergadering	جَلسَة	N;PL	N;NOM;DEF;PL
vergaderings	الاجتماعات	vergadering	اِجتِمَاع	N;PL	N;NOM;DEF;PL
vergaderings	اللقاءات	vergadering	لِقَاء	N;PL	N;NOM;DEF;PL
vergaderings	اجتماعات	vergadering	اِجتِمَاع	N;PL	N;NOM;INDF;PL
vlugte	رحلات	vlug	رِحلَة	N;PL	N;NOM;INDF;PL
vlugte	الرحلات	vlug	رِحلَة	N;PL	N;NOM;DEF;PL
oorgang	انتقال	oorgang	اِنتِقَال	N;SG	N;NOM;INDF;SG
oorgang	الانتقال	oorgang	اِنتِقَال	N;SG	N;NOM;DEF;SG
wortels	جذور	wortels	جذور	N;PL	N;NOM;INDF;PL
verbetering	تحسين	verbetering	تَحسِين	N;SG	N;NOM;INDF;SG
verbetering	تعزيز	verbetering	تَعزِيز	N;SG	N;NOM;INDF;SG
verbetering	التعزيز	verbetering	تَعزِيز	N;SG	N;NOM;DEF;SG
sekondes	ثواني	sekonde	ثُوَانِيّ	N;PL	N;NOM;INDF;PL
sekondes	الثواني	sekonde	ثُوَانِيّ	N;PL	N;NOM;DEF;PL
sekondes	ثوان	sekonde	ثَانِيَة	N;PL	N;NOM;INDF;PL
winkel	محل	winkel	مَحَلّ	N;SG	N;NOM;INDF;SG
winkel	محلا	winkel	مَحَلّ	N;SG	N;ACC;INDF;SG
winkel	مخزن	winkel	مَخزَن	N;SG	N;NOM;INDF;SG
winkel	المخزن	winkel	مَخزَن	N;SG	N;NOM;DEF;SG
winkel	المتجر	winkel	مُتَجَرِّر	N;SG	N;NOM;DEF;SG
winkel	تخزين	winkel	تَخزِين	N;SG	N;NOM;INDF;SG
legende	الاسطورة	leg	أُسطُورَة	N;SG	N;NOM;DEF;SG
legende	اسطورة	leg	أُسطُورَة	N;SG	N;NOM;INDF;SG
bestel	امرت	bestel	أَمَر	V;PRS	V;PFV;FEM;SG;3;ACT
atlete	رياضيين	atleet	رِيَاضِيّ	N;PL	N;NOM;INDF;PL
agteruitgang	تدهور	agteruitgang	تَدَهوُر	N;SG	N;NOM;INDF;SG
agteruitgang	التدهور	agteruitgang	تَدَهوُر	N;SG	N;NOM;DEF;SG
veiligheid	السلامة	veiligheid	سَلَامَة	N;SG	N;NOM;DEF;SG
veiligheid	سلامة	veiligheid	سَلَامَة	N;SG	N;NOM;INDF;SG
veiligheid	الامان	veiligheid	أَمَان	N;SG	N;NOM;DEF;SG
myne	الالغام	myne	لَغَم	N;PL	N;NOM;DEF;PL
myne	مناجم	myne	مَنجَم	N;PL	N;NOM;INDF;PL
myne	الالغام	myne	لَغَم	N;PL	N;NOM;DEF;PL
myne	المناجم	myne	مَنجَم	N;PL	N;NOM;DEF;PL
aanbeveel	توصي	aanbeveel	أَوصَى	V;PRS	V;IPFV;FEM;IND;SG;3;FIN;ACT
aanbeveel	يوصي	aanbeveel	أَوصَى	V;PRS	V;IPFV;MASC;IND;SG;3;FIN;ACT
visuele	بصرية	visueel	بَصَرِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
visuele	البصرية	visueel	بَصَرِيّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
woonbuurt	الحي	woonbuurt	حَيّ	N;SG	N;NOM;DEF;SG
woonbuurt	الجوار	woonbuurt	جِوَار	N;SG	N;NOM;DEF;SG
woonbuurt	الحي	woonbuurt	حَيّ	N;SG	N;NOM;DEF;SG
woonbuurt	الجوار	woonbuurt	جِوَار	N;SG	N;NOM;DEF;SG
hond	الكلب	hond	كُلب	N;SG	N;NOM;DEF;SG
hond	كلب	hond	كُلب	N;SG	N;NOM;INDF;SG
klavier	البيانو	klavier	بِيَانُو	N;SG	N;NOM;DEF;SG
geluk	سعادة	geluk	سَعَادَة	N;SG	N;NOM;INDF;SG
geluk	السعادة	geluk	سَعَادَة	N;SG	N;NOM;DEF;SG
voorstelle	اقتراحات	voorstel	اِقتِرَاح	N;PL	N;NOM;INDF;PL
voorstelle	الاقتراحات	voorstel	اِقتِرَاح	N;PL	N;NOM;DEF;PL
voorstelle	المقترحات	voorstel	مُقتَرَح	N;PL	N;NOM;DEF;PL
voorstelle	مقترحات	voorstel	مُقتَرَح	N;PL	N;NOM;INDF;PL
gehandhaaf	لوحظ	gehandhaaf	لَاحَظ	V;PST;V.PTCP	V;PFV;MASC;SG;3;PASS
gasheer	مضيف	gasheer	مُضِيف	N;SG	N;NOM;INDF;SG
gasheer	استضافة	gasheer	اِستِضَافَة	N;SG	N;NOM;INDF;SG
uitbarsting	ثوران	uitbarsting	ثُورَان	N;SG	N;NOM;INDF;SG
sel	زنزانة	sel	زِنزَانَة	N;SG	N;NOM;INDF;SG
sel	الزنزانة	sel	زِنزَانَة	N;SG	N;NOM;DEF;SG
sel	خلية	sel	خَلِيَّة	N;SG	N;NOM;INDF;SG
sel	الخلية	sel	خَلِيَّة	N;SG	N;NOM;DEF;SG
vyande	الاعداء	vyand	عَدُوّ	N;PL	N;NOM;DEF;PL
immigrasie	هجرة	immigrasie	هِجرَة	N;SG	N;NOM;INDF;SG
immigrasie	الهجرة	immigrasie	هِجرَة	N;SG	N;NOM;DEF;SG
termiese	حراري	termies	حراري	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
termiese	حرارية	termies	حِرَارِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
voorgestelde	مقترحة	voorstel	مُقتَرَح	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
dagboek	مفكرة	dagboek	مفكرة	N;SG	N;NOM;INDF;SG
debat	مناقشة	debat	مُنَاقَشَة	N;SG	N;NOM;INDF;SG
debat	المناظرة	debat	مُنَاظَرَة	N;SG	N;NOM;DEF;SG
debat	نقاش	debat	نِقَاش	N;SG	N;NOM;INDF;SG
debat	المناقشة	debat	مُنَاقَشَة	N;SG	N;NOM;DEF;SG
assistent	مساعد	assistent	مُسَاعِد	N;SG	N;NOM;INDF;SG
assistent	المساعد	assistent	مُسَاعِد	N;SG	N;NOM;DEF;SG
assistent	الساحر	assistent	سَاحِر	N;SG	N;NOM;DEF;SG
straling	الاشعاع	straling	شَعع	N;SG	N;NOM;DEF;SG
straling	اشعاع	straling	شَعع	N;SG	N;NOM;INDF;SG
goedkeuring	الموافقة	goedkeuring	مُوَافَقَة	N;SG	N;NOM;DEF;SG
verteenwoordiger	الممثل	verteenwoordiger	مُمَثِّل	N;SG	N;NOM;DEF;SG
verteenwoordiger	ممثل	verteenwoordiger	مُمَثِّل	N;SG	N;NOM;INDF;SG
koreaanse	الكورية	koreaans	كُورِيّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
koreaanse	الكوري	koreaans	كُورِيّ	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
posisies	المناصب	posisie	مُنَاصِب	N;PL	N;NOM;DEF;PL
posisies	المواقف	posisie	مَوقِف	N;PL	N;NOM;DEF;PL
posisies	مناصب	posisie	مَنصِب	N;PL	N;NOM;INDF;PL
posisies	المواقع	posisie	مَوقِع	N;PL	N;NOM;DEF;PL
plaat	صفيحة	plaat	صَفِيح	N;SG	N;NOM;INDF;SG
plaat	الصحن	plaat	صَحن	N;SG	N;NOM;DEF;SG
plaat	صحن	plaat	صَحن	N;SG	N;NOM;INDF;SG
plaat	طبق	plaat	طَبَّق	N;SG	N;NOM;INDF;SG
kampe	المعسكرات	kampe	مُعَسكَر	N;PL	N;NOM;DEF;PL
kampe	مخيمات	kampe	مُخَيَّمَة	N;PL	N;NOM;INDF;PL
kampe	المخيمات	kampe	مُخَيَّم	N;PL	N;NOM;DEF;PL
kampe	معسكرات	kampe	مُعَسكَر	N;PL	N;NOM;INDF;PL
venesië	البندقية	venesië	بُندُقِيّ	N;SG	N;NOM;DEF;SG
vrystelling	الافراج	vrystelling	إِفرَاج	N;SG	N;NOM;DEF;SG
katalogus	فهرس	katalogus	فهرس	N;SG	N;NOM;INDF;SG
katalogus	فهرس	katalogus	فهرس	N;SG	N;NOM;INDF;SG
myn	التعدين	myn	تَعدِين	N;SG	N;NOM;DEF;SG
myn	تعدين	myn	تَعدِين	N;SG	N;NOM;INDF;SG
pels	الفرو	pels	فُرُوّ	N;PL	N;NOM;DEF;PL
klink	يبدو	klink	بَدَا	V;PRS	V;IPFV;MASC;IND;SG;3;FIN;ACT
bitter	مرارة	bitter	مرارة	N;SG	N;NOM;INDF;SG
kamers	الغرف	kamer	غُرفَة	N;PL	N;NOM;DEF;PL
kamers	غرف	kamer	غُرفَة	N;PL	N;NOM;INDF;PL
herdenking	ذكرى	herdenking	ذِكرَى	N;SG	N;NOM;INDF;SG
intellektuele	الفكرية	intellektueel	فِكرِيّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
intellektuele	فكرية	intellektueel	فِكرِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
prokureur	المحامية	prokureur	مُحَامِيَة	N;SG	N;NOM;DEF;SG
prokureur	محام	prokureur	مُحَامِي	N;SG	N;NOM;INDF;SG
prokureur	المحامي	prokureur	مُحَامِي	N;SG	N;NOM;DEF;SG
prokureur	محامية	prokureur	مُحَامِي	N;SG	N;NOM;INDF;SG
held	بطل	held	بَطَل	N;SG	N;NOM;INDF;SG
held	البطل	held	بَطَل	N;SG	N;NOM;DEF;SG
effekte	التاثيرات	effekte	تَاثِير	N;PL	N;NOM;DEF;PL
effekte	تاثيرات	effekte	تَاثِير	N;PL	N;NOM;INDF;PL
gesonde	صحية	gesond	صِحِّيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
gesonde	صحي	gesond	صِحِّيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
suiker	سكر	suiker	سُكر	N;SG	N;NOM;INDF;SG
suiker	السكر	suiker	سُكَّر	N;SG	N;NOM;DEF;SG
kriteria	معايير	kriterium	مِعيَار	N;PL	N;NOM;INDF;PL
kriteria	المعايير	kriterium	مِعيَار	N;PL	N;NOM;DEF;PL
vrug	فاكهة	vrug	فاكهة	N;SG	N;NOM;INDF;SG
vrug	الفاكهة	vrug	فَاكِهَة	N;SG	N;NOM;DEF;SG
sitplek	مقعد	sitplek	مَقعَد	N;SG	N;NOM;INDF;SG
sitplek	المقعد	sitplek	مَقعَد	N;SG	N;NOM;DEF;SG
onderhandelinge	المفاوضات	onderhandeling	مُفَاوَضَة	N;PL	N;NOM;DEF;PL
onderhandelinge	مفاوضات	onderhandeling	مُفَاوَضَة	N;PL	N;NOM;INDF;PL
boerdery	الزراعة	boerdery	زِرَاعَة	N;SG	N;NOM;DEF;SG
boerdery	زراعة	boerdery	زِرَاعَة	N;SG	N;NOM;INDF;SG
kragtige	قوي	kragtig	قَوِيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
kragtige	قوية	kragtig	قَوِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
herfs	اسقط	herfs	أَسقَط	V;PRS	V;PFV;MASC;SG;3;ACT
kwessie	المسالة	kwessie	مَسأَلَة	N;SG	N;NOM;DEF;SG
kwessie	اصدار	kwessie	إِصدَار	N;SG	N;NOM;INDF;SG
aandele	مخزونات	aandel	مَخزُون	N;PL	N;NOM;INDF;PL
aandele	الاسهم	aandel	سَهم	N;PL	N;NOM;DEF;PL
aandele	المخزونات	aandel	مَخزُون	N;PL	N;NOM;DEF;PL
selfmoord	انتحر	selfmoord	اِنتَحَر	V;PRS	V;PFV;MASC;SG;3;ACT
globale	عالمي	globaal	عَالَمِيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
globale	عالمية	globaal	عَالَمِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
globale	العالمي	globaal	عَالَمِيّ	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
globale	العالمية	globaal	عَالَمِيّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
meester	معلم	meester	مُعَلِّم	N;SG	N;NOM;INDF;SG
meester	المعلم	meester	مُعلِم	N;SG	N;NOM;DEF;SG
moskee	مسجد	moskee	مَسجِد	N;SG	N;NOM;INDF;SG
moskee	المسجد	moskee	مَسجِد	N;SG	N;NOM;DEF;SG
moskee	الجامع	moskee	جَامِع	N;SG	N;NOM;DEF;SG
prestasies	المنجزات	prestasie	مُنَجِّز	N;PL	N;NOM;DEF;PL
prestasies	انجازات	prestasie	إِنجَاز	N;PL	N;NOM;INDF;PL
prestasies	الانجازات	prestasie	الانجازات	N;PL	N;NOM;DEF;PL
referendum	استفتاء	referendum	اِستِفتَاء	N;SG	N;NOM;INDF;SG
referendum	الاستفتاء	referendum	اِستِفتَاء	N;SG	N;NOM;DEF;SG
vakansies	اجازات	vakansie	إِجَازَة	N;PL	N;NOM;INDF;PL
vakansies	الاجازات	vakansie	إِجَازَة	N;PL	N;NOM;DEF;PL
vakansies	العطلات	vakansie	عَطَل	N;PL	N;NOM;DEF;PL
vakansies	العطلات	vakansie	عَطَل	N;PL	N;NOM;DEF;PL
vakansies	الاجازات	vakansie	إِجَازَة	N;PL	N;NOM;DEF;PL
vakansies	اعياد	vakansie	عِيد	N;PL	N;NOM;INDF;PL
reise	رحلات	reis	رِحلَة	N;PL	N;NOM;INDF;PL
reise	الرحلات	reis	رِحلَة	N;PL	N;NOM;DEF;PL
teleskoop	المنظار	teleskoop	مِنظَار	N;SG	N;NOM;DEF;SG
grammatika	النحو	grammatika	نَحو	N;SG	N;NOM;DEF;SG
periodes	فترات	periode	فَترَة	N;PL	N;NOM;INDF;PL
periodes	الفترات	periode	فَترَة	N;PL	N;NOM;DEF;PL
voordele	مزايا	voordeel	مَزِيَّة	N;PL	N;NOM;INDF;PL
voordele	المزايا	voordeel	مَزِيَّة	N;PL	N;NOM;DEF;PL
voordele	استحقاقات	voordeel	اِستِحقَاق	N;PL	N;NOM;INDF;PL
voordele	الفوائد	voordeel	فَائِدَة	N;PL	N;NOM;DEF;PL
voordele	الاستحقاقات	voordeel	اِستِحقَاق	N;PL	N;NOM;DEF;PL
voordele	المنافع	voordeel	مَنفَعَة	N;PL	N;NOM;DEF;PL
voordele	فوائد	voordeel	فَائِدَة	N;PL	N;NOM;INDF;PL
