категория	類別	категория	類別	N;INAN;NOM;FEM;SG	N
хана	花	хан	花	N;ANIM;ACC;MASC;SG	N
съёмки	拍戲	съемка	拍戲	N;INAN;NOM;FEM;PL	N
съёмки	射擊	съемка	射擊	N;INAN;NOM;FEM;PL	N
съёмки	槍擊	съемка	槍擊	N;INAN;NOM;FEM;PL	N
прозвище	暱稱	прозвище	暱稱	N;INAN;NOM;NEUT;SG	N
прозвище	綽號	прозвище	綽號	N;INAN;NOM;NEUT;SG	N
церемонии	儀式	церемония	儀式	N;INAN;NOM;FEM;PL	N
коллекции	收藏	коллекция	收藏	N;INAN;NOM;FEM;PL	N
коллекции	收藏	коллекция	收藏	N;INAN;NOM;FEM;PL	N
полёт	飛	полет	飛	N;INAN;NOM;MASC;SG	N
полёт	飛翔	полет	飛翔	N;INAN;NOM;MASC;SG	N
полёт	班機	полет	班機	N;INAN;NOM;MASC;SG	N
лето	夏日	лето	夏日	N;INAN;NOM;NEUT;SG	N
лето	夏季	лето	夏季	N;INAN;NOM;NEUT;SG	N
лето	暑假	лето	暑假	N;INAN;NOM;NEUT;SG	N
лето	夏天	лето	夏天	N;INAN;NOM;NEUT;SG	N
скажем	說	сказать	說	V;PFV;IND;PL;1;FUT;FIN;ACT	V
законы	法律	закон	法律	N;INAN;NOM;MASC;PL	N
авиакомпании	航空	авиакомпания	航空	N;INAN;NOM;FEM;PL	N
авиакомпании	航空	авиакомпания	航空	N;INAN;NOM;FEM;PL	N
авиакомпании	航空	авиакомпания	航空	N;INAN;NOM;FEM;PL	N
авиакомпании	航空	авиакомпания	航空	N;INAN;NOM;FEM;PL	N
агентство	機構	агентство	機構	N;INAN;NOM;NEUT;SG	N
высокая	高大	высокий	高大	ADJ;NOM;FEM;SG	ADJ
линий	線	линия	線	N;INAN;GEN;FEM;PL	N
линий	線	линия	線	N;INAN;GEN;FEM;PL	N
чисто	純粹	чисто	純粹	ADV	ADV
любые	任何	любой	任何	DET;NOM;PL	DET
трое	三	трое	三	NUM;NOM	NUM
трое	三	трое	三	NUM;NOM	NUM
перечень	名單	перечень	名單	N;INAN;NOM;MASC;SG	N
перечень	清單	перечень	清單	N;INAN;NOM;MASC;SG	N
энергия	能量	энергия	能量	N;INAN;NOM;FEM;SG	N
энергия	能源	энергия	能源	N;INAN;NOM;FEM;SG	N
подходит	適合	подходить	適合	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
подходит	適合	подходить	適合	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
динамика	動態	динамика	動態	N;INAN;NOM;FEM;SG	N
динамика	動力	динамика	動力	N;INAN;NOM;FEM;SG	N
собственности	地產	собственность	地產	N;INAN;GEN;FEM;SG	N
собственности	屬性	собственность	屬性	N;INAN;GEN;FEM;SG	N
собственности	財產	собственность	財產	N;INAN;GEN;FEM;SG	N
собственности	物業	собственность	物業	N;INAN;GEN;FEM;SG	N
семинарии	神學	семинария	神學	N;INAN;NOM;FEM;PL	N
спутник	衛星	спутник	衛星	N;INAN;NOM;MASC;SG	N
валентина	情人	валентина	情人	N;ANIM;NOM;FEM;SG	N
диаметр	直徑	диаметр	直徑	N;INAN;NOM;MASC;SG	N
карт	地圖	карта	地圖	N;INAN;GEN;FEM;PL	N
потерял	失	терять	失	V;PFV;MASC;IND;SG;PST;FIN;ACT	V
потерял	輸	терять	輸	V;PFV;MASC;IND;SG;PST;FIN;ACT	V
потерял	輸	терять	輸	V;PFV;MASC;IND;SG;PST;FIN;ACT	V
потерял	遺失	терять	遺失	V;PFV;MASC;IND;SG;PST;FIN;ACT	V
потерял	迷失	терять	迷失	V;PFV;MASC;IND;SG;PST;FIN;ACT	V
полуострова	半島	полуостров	半島	N;INAN;GEN;MASC;SG	N
установлено	安裝	установить	安裝	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V
выпустила	獲釋	выпустить	獲釋	V;PFV;FEM;IND;SG;PST;FIN;ACT	V
знания	知識	знание	知識	N;INAN;NOM;NEUT;PL	N
метка	標記	метка	標記	N;INAN;NOM;FEM;SG	N
метка	標籤	метка	標籤	N;INAN;NOM;FEM;SG	N
метка	標籤	метка	標籤	N;INAN;NOM;FEM;SG	N
метка	標記	метка	標記	N;INAN;NOM;FEM;SG	N
граждане	市民	гражданин	市民	N;ANIM;NOM;MASC;PL	N
граждане	公民	гражданин	公民	N;ANIM;NOM;MASC;PL	N
граждане	國民	гражданин	國民	N;ANIM;NOM;MASC;PL	N
штатов	國家	штат	國家	N;INAN;GEN;MASC;PL	N
элемент	元素	элемент	元素	N;INAN;NOM;MASC;SG	N
элемент	元件	элемент	元件	N;INAN;NOM;MASC;SG	N
элемент	要件	элемент	要件	N;INAN;NOM;MASC;SG	N
космос	太空	космос	太空	N;INAN;NOM;MASC;SG	N
космос	空間	космос	空間	N;INAN;NOM;MASC;SG	N
родину	故鄉	родина	故鄉	N;INAN;ACC;FEM;SG	N
родину	家園	родина	家園	N;INAN;ACC;FEM;SG	N
родину	祖國	родина	祖國	N;INAN;ACC;FEM;SG	N
родину	國土	родина	國土	N;INAN;ACC;FEM;SG	N
дядя	舅舅	дядя	舅舅	N;ANIM;NOM;MASC;SG	N
дядя	伯父	дядя	伯父	N;ANIM;NOM;MASC;SG	N
дядя	叔叔	дядя	叔叔	N;ANIM;NOM;MASC;SG	N
насекомые	昆蟲	насекомое	昆蟲	N;ANIM;NOM;NEUT;PL	N
пушки	大炮	пушка	大炮	N;INAN;NOM;FEM;PL	N
пушки	砲	пушка	砲	N;INAN;NOM;FEM;PL	N
пушки	炮	пушка	炮	N;INAN;NOM;FEM;PL	N
пушки	槍支	пушка	槍支	N;INAN;NOM;FEM;PL	N
пушки	槍械	пушка	槍械	N;INAN;NOM;FEM;PL	N
концепции	概念	концепция	概念	N;INAN;NOM;FEM;PL	N
концепции	理念	концепция	理念	N;INAN;NOM;FEM;PL	N
предупреждение	警告	предупреждение	警告	N;INAN;NOM;NEUT;SG	N
исполнители	藝術	исполнитель	藝術	N;ANIM;NOM;MASC;PL	N
исполнители	藝人	исполнитель	藝人	N;ANIM;NOM;MASC;PL	N
спектакль	奇觀	спектакль	奇觀	N;INAN;NOM;MASC;SG	N
простой	簡單	простой	簡單	ADJ;NOM;MASC;SG	ADJ
аналогично	同樣	аналогично	同樣	ADV	ADV
принципы	原則	принцип	原則	N;INAN;NOM;MASC;PL	N
типы	類型	тип	類型	N;INAN;NOM;MASC;PL	N
пройти	通行	пройти	通行	V;PFV;NFIN;ACT	V
насекомых	昆蟲	насекомое	昆蟲	N;ANIM;GEN;NEUT;PL	N
насекомых	昆蟲	насекомое	昆蟲	N;ANIM;GEN;NEUT;PL	N
немедленно	即時	немедленно	即時	ADV	ADV
лекции	講課	лекция	講課	N;INAN;NOM;FEM;PL	N
лекции	演講	лекция	演講	N;INAN;NOM;FEM;PL	N
лекции	講課	лекция	講課	N;INAN;NOM;FEM;PL	N
лекции	演講	лекция	演講	N;INAN;NOM;FEM;PL	N
законов	法律	закон	法律	N;INAN;GEN;MASC;PL	N
верховный	最高	верховный	最高	ADJ;NOM;MASC;SG	ADJ
парламент	國會	парламент	國會	N;INAN;NOM;MASC;SG	N
парламент	議會	парламент	議會	N;INAN;NOM;MASC;SG	N
исполнитель	藝術	исполнитель	藝術	N;ANIM;NOM;MASC;SG	N
исполнитель	藝人	исполнитель	藝人	N;ANIM;NOM;MASC;SG	N
фотография	照片	фотография	照片	N;INAN;NOM;FEM;SG	N
фотография	圖片	фотография	圖片	N;INAN;NOM;FEM;SG	N
фотография	像片	фотография	像片	N;INAN;NOM;FEM;SG	N
фотография	照片	фотография	照片	N;INAN;NOM;FEM;SG	N
фотография	像片	фотография	像片	N;INAN;NOM;FEM;SG	N
фотография	照片	фотография	照片	N;INAN;NOM;FEM;SG	N
фотография	攝影	фотография	攝影	N;INAN;NOM;FEM;SG	N
храмы	廟宇	храм	廟宇	N;INAN;NOM;MASC;PL	N
храмы	寺廟	храм	寺廟	N;INAN;NOM;MASC;PL	N
музыкантов	樂手	музыкант	樂手	N;ANIM;GEN;MASC;PL	N
классе	等級	класс	等級	N;INAN;ESS;MASC;SG	N
классе	年級	класс	年級	N;INAN;ESS;MASC;SG	N
высшая	最高	высший	最高	ADJ;NOM;FEM;SG	ADJ
заболевания	疾病	заболевание	疾病	N;INAN;NOM;NEUT;PL	N
заболевания	病	заболевание	病	N;INAN;NOM;NEUT;PL	N
заболевания	疾病	заболевание	疾病	N;INAN;NOM;NEUT;PL	N
обложки	封面	обложка	封面	N;INAN;NOM;FEM;PL	N
обложки	掩護	обложка	掩護	N;INAN;NOM;FEM;PL	N
обложки	封面	обложка	封面	N;INAN;NOM;FEM;PL	N
романы	小說	роман	小說	N;INAN;NOM;MASC;PL	N
гонки	種族	гонка	種族	N;INAN;NOM;FEM;PL	N
гонки	比賽	гонка	比賽	N;INAN;NOM;FEM;PL	N
гонки	賽	гонка	賽	N;INAN;NOM;FEM;PL	N
гонки	種族	гонка	種族	N;INAN;NOM;FEM;PL	N
гонки	競賽	гонка	競賽	N;INAN;NOM;FEM;PL	N
гонки	賽車	гонка	賽車	N;INAN;NOM;FEM;PL	N
солдаты	士兵	солдат	士兵	N;ANIM;NOM;MASC;PL	N
вооружения	軍備	вооружение	軍備	N;INAN;NOM;NEUT;PL	N
вооружения	軍備	вооружение	軍備	N;INAN;NOM;NEUT;PL	N
сердца	心	сердце	心	N;INAN;NOM;NEUT;PL	N
сердца	紅心	сердце	紅心	N;INAN;NOM;NEUT;PL	N
ответственность	責任	ответственность	責任	N;INAN;NOM;FEM;SG	N
ответственность	負債	ответственность	負債	N;INAN;NOM;FEM;SG	N
ответственность	責任	ответственность	責任	N;INAN;NOM;FEM;SG	N
точек	點數	точка	點數	N;INAN;GEN;FEM;PL	N
квалификации	資歷	квалификация	資歷	N;INAN;NOM;FEM;SG	N
исправить	修復	исправить	修復	V;PFV;NFIN;ACT	V
исправить	修	исправить	修	V;PFV;NFIN;ACT	V
сезонов	季	сезон	季	N;INAN;GEN;MASC;PL	N
сезонов	季節	сезон	季節	N;INAN;GEN;MASC;PL	N
учреждение	機構	учреждение	機構	N;INAN;NOM;NEUT;SG	N
учреждение	體制	учреждение	體制	N;INAN;NOM;NEUT;SG	N
учреждение	機構	учреждение	機構	N;INAN;NOM;NEUT;SG	N
скоро	很快	скоро	很快	ADV	ADV
журналы	期刊	журнал	期刊	N;INAN;NOM;MASC;PL	N
журналы	雜誌	журнал	雜誌	N;INAN;NOM;MASC;PL	N
действительности	有效性	действительность	有效性	N;INAN;GEN;FEM;SG	N
версий	版本	версия	版本	N;INAN;GEN;FEM;PL	N
ноги	英尺	нога	英尺	N;INAN;NOM;FEM;PL	N
ноги	腳	нога	腳	N;INAN;NOM;FEM;PL	N
ноги	腿	нога	腿	N;INAN;NOM;FEM;PL	N
читателей	讀者	читатель	讀者	N;ANIM;ACC;MASC;PL	N
лагеря	營地	лагерь	營地	N;INAN;NOM;MASC;PL	N
владелец	業	владелец	業	N;ANIM;NOM;MASC;SG	N
свободу	自由	свобода	自由	N;INAN;ACC;FEM;SG	N
аппарат	機械	аппарат	機械	N;INAN;NOM;MASC;SG	N
аппарат	機	аппарат	機	N;INAN;NOM;MASC;SG	N
аппарат	機器	аппарат	機器	N;INAN;NOM;MASC;SG	N
аппарат	儀器	аппарат	儀器	N;INAN;NOM;MASC;SG	N
аппарат	器械	аппарат	器械	N;INAN;NOM;MASC;SG	N
церквей	教會	церковь	教會	N;INAN;GEN;FEM;PL	N
церквей	教堂	церковь	教堂	N;INAN;GEN;FEM;PL	N
драма	電視	драма	電視	N;INAN;NOM;FEM;SG	N
драма	劇情	драма	劇情	N;INAN;NOM;FEM;SG	N
драма	戲劇	драма	戲劇	N;INAN;NOM;FEM;SG	N
драма	劇	драма	劇	N;INAN;NOM;FEM;SG	N
секунд	秒	секунда	秒	N;INAN;GEN;FEM;PL	N
секунд	秒數	секунда	秒數	N;INAN;GEN;FEM;PL	N
замужем	已婚	замужем	已婚	N;ANIM;INS;MASC;SG	N
разница	差額	разница	差額	N;INAN;NOM;FEM;SG	N
разница	區別	разница	區別	N;INAN;NOM;FEM;SG	N
разница	差別	разница	差別	N;INAN;NOM;FEM;SG	N
разница	差異	разница	差異	N;INAN;NOM;FEM;SG	N
покинуть	休假	покинуть	休假	V;PFV;NFIN;ACT	V
покинуть	離開	покинуть	離開	V;PFV;NFIN;ACT	V
приказал	訂購	приказать	訂購	V;PFV;MASC;IND;SG;PST;FIN;ACT	V
измерения	計量	измерение	計量	N;INAN;NOM;NEUT;PL	N
измерения	量度	измерение	量度	N;INAN;NOM;NEUT;PL	N
измерения	計量	измерение	計量	N;INAN;NOM;NEUT;PL	N
измерения	計量	измерение	計量	N;INAN;NOM;NEUT;PL	N
измерения	度量	измерение	度量	N;INAN;NOM;NEUT;PL	N
заявление	宣言	заявление	宣言	N;INAN;NOM;NEUT;SG	N
технология	技術	технология	技術	N;INAN;NOM;FEM;SG	N
технология	科技	технология	科技	N;INAN;NOM;FEM;SG	N
объединить	合併	объединить	合併	V;PFV;NFIN;ACT	V
объединить	結合	объединить	結合	V;PFV;NFIN;ACT	V
соответствующих	相關	соответствовать	相關	V;IPFV;GEN;PL;PRS;V.PTCP;ACT	V
сферы	球體	сфера	球體	N;INAN;NOM;FEM;PL	N
важных	重要	важный	重要	ADJ;GEN;PL	ADJ
двадцать	二十	двадцать	二十	NUM;NOM	NUM
диска	碟片	диск	碟片	N;INAN;GEN;MASC;SG	N
диска	碟	диск	碟	N;INAN;GEN;MASC;SG	N
диска	磁碟	диск	磁碟	N;INAN;GEN;MASC;SG	N
горе	悲痛	горе	悲痛	N;INAN;NOM;NEUT;SG	N
принцесса	王妃	принцесса	王妃	N;ANIM;NOM;FEM;SG	N
принцесса	公主	принцесса	公主	N;ANIM;NOM;FEM;SG	N
подготовка	培訓	подготовка	培訓	N;INAN;NOM;FEM;SG	N
доказательства	證據	доказательство	證據	N;INAN;NOM;NEUT;PL	N
доказательства	證據	доказательство	證據	N;INAN;NOM;NEUT;PL	N
религия	宗教	религия	宗教	N;INAN;NOM;FEM;SG	N
религия	宗教	религия	宗教	N;INAN;NOM;FEM;SG	N
молодые	年輕	молодой	年輕	ADJ;NOM;PL	ADJ
крылья	翅膀	крыло	翅膀	N;INAN;NOM;NEUT;PL	N
крылья	翼	крыло	翼	N;INAN;NOM;NEUT;PL	N
танк	坦克	танк	坦克	N;INAN;NOM;MASC;SG	N
предупреждения	警告	предупреждение	警告	N;INAN;NOM;NEUT;PL	N
предупреждения	警示	предупреждение	警示	N;INAN;NOM;NEUT;PL	N
предупреждения	警告	предупреждение	警告	N;INAN;NOM;NEUT;PL	N
залив	海灣	залив	海灣	N;INAN;NOM;MASC;SG	N
залив	灣	залив	灣	N;INAN;NOM;MASC;SG	N
залив	海灣	залив	海灣	N;INAN;NOM;MASC;SG	N
детства	童年	детство	童年	N;INAN;NOM;NEUT;SG	N
полосы	樂隊	полоса	樂隊	N;INAN;NOM;FEM;PL	N
полосы	花臉	полоса	花臉	N;INAN;NOM;FEM;PL	N
полосы	條紋	полоса	條紋	N;INAN;NOM;FEM;PL	N
награда	獎勵	награда	獎勵	N;INAN;NOM;FEM;SG	N
награда	獎賞	награда	獎賞	N;INAN;NOM;FEM;SG	N
награда	賞金	награда	賞金	N;INAN;NOM;FEM;SG	N
награда	賞	награда	賞	N;INAN;NOM;FEM;SG	N
награда	獎	награда	獎	N;INAN;NOM;FEM;SG	N
выбран	選取	выбрать	選取	V;PFV;MASC;SG;PST;V.PTCP;PASS	V
передач	齒輪	передача	齒輪	N;INAN;GEN;FEM;PL	N
долине	河谷	долина	河谷	N;INAN;DAT;FEM;SG	N
долине	谷	долина	谷	N;INAN;DAT;FEM;SG	N
долине	山谷	долина	山谷	N;INAN;DAT;FEM;SG	N
долине	谷地	долина	谷地	N;INAN;DAT;FEM;SG	N
странно	怪異	странный	怪異	ADJ;NEUT;SG	ADJ
почта	郵件	почта	郵件	N;INAN;NOM;FEM;SG	N
почта	郵寄	почта	郵寄	N;INAN;NOM;FEM;SG	N
почта	信件	почта	信件	N;INAN;NOM;FEM;SG	N
арена	舞台	арен	舞台	N;INAN;NOM;FEM;SG	N
арена	體育	арен	體育	N;INAN;NOM;FEM;SG	N
прибыли	獲利	прибыть	獲利	V;PFV;IND;PL;PST;FIN;ACT	V
прибыли	抵達	прибыть	抵達	V;PFV;IND;PL;PST;FIN;ACT	V
прибыли	到	прибыть	到	V;PFV;IND;PL;PST;FIN;ACT	V
чин	下巴	чин	下巴	N;INAN;NOM;MASC;SG	N
конференция	會議	конференция	會議	N;INAN;NOM;FEM;SG	N
содержимое	內容	содержимое	內容	N;INAN;NOM;NEUT;SG	N
обмен	交流	обмен	交流	N;INAN;NOM;MASC;SG	N
проиграл	失	проиграть	失	V;PFV;MASC;IND;SG;PST;FIN;ACT	V
проиграл	輸	проиграть	輸	V;PFV;MASC;IND;SG;PST;FIN;ACT	V
проиграл	輸	проиграть	輸	V;PFV;MASC;IND;SG;PST;FIN;ACT	V
проиграл	遺失	проиграть	遺失	V;PFV;MASC;IND;SG;PST;FIN;ACT	V
проиграл	迷失	проиграть	迷失	V;PFV;MASC;IND;SG;PST;FIN;ACT	V
моделей	模型	модель	模型	N;INAN;GEN;FEM;PL	N
моделей	模特	модель	模特	N;INAN;GEN;FEM;PL	N
моделей	型號	модель	型號	N;INAN;GEN;FEM;PL	N
моделей	模特	модель	模特	N;INAN;GEN;FEM;PL	N
рота	公司	рот	公司	N;INAN;NOM;FEM;SG	N
кольца	環	кольцо	環	N;INAN;NOM;NEUT;PL	N
кольца	戒指	кольцо	戒指	N;INAN;NOM;NEUT;PL	N
кольца	環	кольцо	環	N;INAN;NOM;NEUT;PL	N
кольца	戒指	кольцо	戒指	N;INAN;NOM;NEUT;PL	N
акции	股份	акция	股份	N;INAN;NOM;FEM;PL	N
акции	股票	акция	股票	N;INAN;NOM;FEM;PL	N
акции	庫存	акция	庫存	N;INAN;NOM;FEM;PL	N
акции	股票	акция	股票	N;INAN;NOM;FEM;PL	N
акции	存貨	акция	存貨	N;INAN;NOM;FEM;PL	N
акции	庫存	акция	庫存	N;INAN;NOM;FEM;PL	N
ухода	護理	уход	護理	N;INAN;GEN;MASC;SG	N
ухода	關心	уход	關心	N;INAN;GEN;MASC;SG	N
вечером	今夜	вечер	今夜	N;INAN;INS;MASC;SG	N
вечером	今晚	вечер	今晚	N;INAN;INS;MASC;SG	N
форуме	論壇	форум	論壇	N;INAN;ESS;MASC;SG	N
лицензии	執照	лицензия	執照	N;INAN;NOM;FEM;PL	N
лицензии	駕照	лицензия	駕照	N;INAN;NOM;FEM;PL	N
лицензии	執照	лицензия	執照	N;INAN;NOM;FEM;PL	N
лицензии	執照	лицензия	執照	N;INAN;NOM;FEM;PL	N
спасти	營救	спасти	營救	V;PFV;NFIN;ACT	V
спасти	救援	спасти	救援	V;PFV;NFIN;ACT	V
спасти	拯救	спасти	拯救	V;PFV;NFIN;ACT	V
поезд	火車	поезд	火車	N;INAN;NOM;MASC;SG	N
поезд	列車	поезд	列車	N;INAN;NOM;MASC;SG	N
автомобили	車	автомобиль	車	N;INAN;NOM;MASC;PL	N
автомобили	汽車	автомобиль	汽車	N;INAN;NOM;MASC;PL	N
автомобили	車輛	автомобиль	車輛	N;INAN;NOM;MASC;PL	N
приключения	冒險	приключение	冒險	N;INAN;NOM;NEUT;PL	N
приключения	冒險	приключение	冒險	N;INAN;NOM;NEUT;PL	N
обеспечить	確保	обеспечить	確保	V;PFV;NFIN;ACT	V
породы	品種	порода	品種	N;INAN;NOM;FEM;PL	N
породы	品種	порода	品種	N;INAN;NOM;FEM;PL	N
милиции	民兵	милиция	民兵	N;INAN;NOM;FEM;SG	N
девять	九	девять	九	NUM;NOM	NUM
противник	敵手	противник	敵手	N;ANIM;NOM;MASC;SG	N
противник	敵意	противник	敵意	N;ANIM;NOM;MASC;SG	N
противник	敵視	противник	敵視	N;ANIM;NOM;MASC;SG	N
противник	對手	противник	對手	N;ANIM;NOM;MASC;SG	N
огромное	巨大	огромный	巨大	ADJ;NOM;NEUT;SG	ADJ
минуты	分鐘	минута	分鐘	N;INAN;NOM;FEM;PL	N
созвездии	星座	созвездие	星座	N;INAN;NOM;NEUT;SG	N
подразделений	單元	подразделение	單元	N;INAN;GEN;NEUT;PL	N
подразделений	單位	подразделение	單位	N;INAN;GEN;NEUT;PL	N
столетия	百年	столетие	百年	N;INAN;NOM;NEUT;PL	N
активность	動態	активность	動態	N;INAN;NOM;FEM;SG	N
активность	活動	активность	活動	N;INAN;NOM;FEM;SG	N
заблокирован	鎖定	блокировать	鎖定	V;PFV;MASC;SG;PST;V.PTCP;PASS	V
рано	及	рано	及	ADV	ADV
личность	身分	личность	身分	N;INAN;NOM;FEM;SG	N
личность	身份	личность	身份	N;INAN;NOM;FEM;SG	N
личность	人格	личность	人格	N;INAN;NOM;FEM;SG	N
личность	性格	личность	性格	N;INAN;NOM;FEM;SG	N
личность	個性	личность	個性	N;INAN;NOM;FEM;SG	N
награду	獎	награда	獎	N;INAN;ACC;FEM;SG	N
сумма	總和	сумма	總和	N;INAN;NOM;FEM;SG	N
сумма	金額	сумма	金額	N;INAN;NOM;FEM;SG	N
сумма	款額	сумма	款額	N;INAN;NOM;FEM;SG	N
сумма	數額	сумма	數額	N;INAN;NOM;FEM;SG	N
интересы	興趣	интерес	興趣	N;INAN;NOM;MASC;PL	N
интересы	利益	интерес	利益	N;INAN;NOM;MASC;PL	N
интересы	興趣	интерес	興趣	N;INAN;NOM;MASC;PL	N
интересы	利息	интерес	利息	N;INAN;NOM;MASC;PL	N
вокзал	站	вокзал	站	N;INAN;NOM;MASC;SG	N
вокзал	車站	вокзал	車站	N;INAN;NOM;MASC;SG	N
одежды	服裝	одежда	服裝	N;INAN;NOM;FEM;PL	N
одежды	衣物	одежда	衣物	N;INAN;NOM;FEM;PL	N
одежды	衣服	одежда	衣服	N;INAN;NOM;FEM;PL	N
предметы	項目	предмет	項目	N;INAN;NOM;MASC;PL	N
предметы	物體	предмет	物體	N;INAN;NOM;MASC;PL	N
предметы	天體	предмет	天體	N;INAN;NOM;MASC;PL	N
предметы	物件	предмет	物件	N;INAN;NOM;MASC;PL	N
предметы	科目	предмет	科目	N;INAN;NOM;MASC;PL	N
деревьев	樹	дерево	樹	N;INAN;GEN;NEUT;PL	N
деревьев	樹木	дерево	樹木	N;INAN;GEN;NEUT;PL	N
файлов	文件	файл	文件	N;INAN;GEN;MASC;PL	N
файлов	檔案	файл	檔案	N;INAN;GEN;MASC;PL	N
учителя	教師	учитель	教師	N;ANIM;NOM;MASC;PL	N
форт	堡	форт	堡	N;INAN;NOM;MASC;SG	N
событие	事件	событие	事件	N;INAN;NOM;NEUT;SG	N
событие	活動	событие	活動	N;INAN;NOM;NEUT;SG	N
шасси	底盤	шасси	底盤	N;INAN;NOM;NEUT;SG	N
неделя	星期	неделя	星期	N;INAN;NOM;FEM;SG	N
неделя	週	неделя	週	N;INAN;NOM;FEM;SG	N
возрождения	復興	возрождение	復興	N;INAN;NOM;NEUT;PL	N
возрождения	文藝	возрождение	文藝	N;INAN;NOM;NEUT;PL	N
будущее	今後	будущее	今後	N;INAN;NOM;NEUT;SG	N
будущее	將來	будущее	將來	N;INAN;NOM;NEUT;SG	N
будущее	未來	будущее	未來	N;INAN;NOM;NEUT;SG	N
наследие	遺產	наследие	遺產	N;INAN;NOM;NEUT;SG	N
наследие	遺產	наследие	遺產	N;INAN;NOM;NEUT;SG	N
носитель	航空	носитель	航空	N;ANIM;NOM;MASC;SG	N
носитель	載體	носитель	載體	N;ANIM;NOM;MASC;SG	N
товаров	商品	товар	商品	N;INAN;GEN;MASC;PL	N
товаров	貨物	товар	貨物	N;INAN;GEN;MASC;PL	N
девушки	女孩	девушка	女孩	N;ANIM;NOM;FEM;PL	N
девушки	女生	девушка	女生	N;ANIM;NOM;FEM;PL	N
девушки	女	девушка	女	N;ANIM;NOM;FEM;PL	N
музеи	博物	музей	博物	N;INAN;NOM;MASC;PL	N
оси	軸	ось	軸	N;INAN;NOM;FEM;PL	N
оси	軸心	ось	軸心	N;INAN;NOM;FEM;PL	N
оси	斧子	ось	斧子	N;INAN;NOM;FEM;PL	N
оси	軸線	ось	軸線	N;INAN;NOM;FEM;PL	N
оси	軸	ось	軸	N;INAN;NOM;FEM;PL	N
оси	軸心	ось	軸心	N;INAN;NOM;FEM;PL	N
постановление	政令	постановление	政令	N;INAN;NOM;NEUT;SG	N
постановление	條例	постановление	條例	N;INAN;NOM;NEUT;SG	N
решить	解決	решить	解決	V;PFV;NFIN;ACT	V
диплом	文	диплом	文	N;INAN;NOM;MASC;SG	N
коллекция	收藏	коллекция	收藏	N;INAN;NOM;FEM;SG	N
встреча	會議	встреча	會議	N;INAN;NOM;FEM;SG	N
выражение	表情	выражение	表情	N;INAN;NOM;NEUT;SG	N
ресурсы	資源	ресурс	資源	N;INAN;NOM;MASC;PL	N
среднее	平均	средний	平均	ADJ;NOM;NEUT;SG	ADJ
крейсер	巡洋	крейсер	巡洋	N;INAN;NOM;MASC;SG	N
конфликты	衝突	конфликт	衝突	N;INAN;NOM;MASC;PL	N
конфликты	衝突	конфликт	衝突	N;INAN;NOM;MASC;PL	N
двигателей	引擎	двигатель	引擎	N;INAN;GEN;MASC;PL	N
комедии	喜劇	комедия	喜劇	N;INAN;NOM;FEM;PL	N
буква	信	буква	信	N;INAN;NOM;FEM;SG	N
буква	字母	буква	字母	N;INAN;NOM;FEM;SG	N
буква	信函	буква	信函	N;INAN;NOM;FEM;SG	N
буква	信件	буква	信件	N;INAN;NOM;FEM;SG	N
квартира	平面	квартира	平面	N;INAN;NOM;FEM;SG	N
квартира	公寓	квартира	公寓	N;INAN;NOM;FEM;SG	N
квартира	公寓	квартира	公寓	N;INAN;NOM;FEM;SG	N
соглашения	協定	соглашение	協定	N;INAN;NOM;NEUT;PL	N
тебя	你	ты	你	PRO;ACC;SG;2	PRO;2
крыла	翼	крыло	翼	N;INAN;NOM;NEUT;PL	N
эссе	作文	эссе	作文	N;INAN;NOM;NEUT;SG	N
эссе	論文	эссе	論文	N;INAN;NOM;NEUT;SG	N
эссе	作文	эссе	作文	N;INAN;NOM;NEUT;SG	N
дружбы	友情	дружба	友情	N;INAN;GEN;FEM;SG	N
дружбы	友誼	дружба	友誼	N;INAN;GEN;FEM;SG	N
принята	接受	принять	接受	V;PFV;FEM;SG;PST;V.PTCP;PASS	V
графство	郡	графство	郡	N;INAN;NOM;NEUT;SG	N
графство	縣	графство	縣	N;INAN;NOM;NEUT;SG	N
обсерватории	天文	обсерватория	天文	N;INAN;NOM;FEM;PL	N
параметр	參數	параметр	參數	N;INAN;NOM;MASC;SG	N
вызвало	引發	вызвать	引發	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V
вызвало	觸發	вызвать	觸發	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V
перечисленных	上市	перечислить	上市	V;PFV;GEN;PL;PST;V.PTCP;PASS	V
топ	頂	топ	頂	N;INAN;NOM;MASC;SG	N
топ	頂端	топ	頂端	N;INAN;NOM;MASC;SG	N
топ	熱門	топ	熱門	N;INAN;NOM;MASC;SG	N
львов	獅子	лев	獅子	N;INAN;GEN;MASC;PL	N
полномочия	權力	полномочие	權力	N;INAN;NOM;NEUT;PL	N
полномочия	權威	полномочие	權威	N;INAN;NOM;NEUT;PL	N
нападения	襲擊	нападение	襲擊	N;INAN;NOM;NEUT;PL	N
звук	聲音	звук	聲音	N;INAN;NOM;MASC;SG	N
звук	音效	звук	音效	N;INAN;NOM;MASC;SG	N
звук	音訊	звук	音訊	N;INAN;NOM;MASC;SG	N
