como	hogyan	como	hogyan	ADV	ADV
folha	levél	folha	levél	N;FEM;SG	N;NOM;SG
folha	lap	folha	lap	N;FEM;SG	N;NOM;SG
folha	lepedő	folha	lepedő	N;FEM;SG	N;NOM;SG
gravou	rögzített	gravar	rögzített	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
gravou	regisztrált	gravar	regisztrált	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
gravou	nyilvántartott	gravar	nyilvántartott	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
atleta	atléta	atleta	atlét	N;MASC;SG	N;NOM;SG
atleta	sportoló	atleta	sportoló	N;MASC;SG	N;NOM;SG
teresa	teréz	teresa	teréz	N;FEM;SG	N;NOM;SG
terminal	terminál	terminal	terminál	N;MASC;SG	N;NOM;SG
medo	félelem	medo	félelem	N;MASC;SG	N;NOM;SG
polônia	lengyelország	polônia	lengyelország	N;FEM;SG	N;NOM;SG
classificado	értékelt	classificar	értékel	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
classificado	minősített	classificar	minősít	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
classificado	titkosított	classificar	titkosított	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
hollywood	hollywoodban	hollywood	holly-ood	N;MASC;SG	N;IN+ESS;SG
veículo	járművel	veículo	jármű	N;MASC;SG	N;INS;SG
veículo	jármű	veículo	jármű	N;MASC;SG	N;NOM;SG
veículo	gépjármű	veículo	gépjármű	N;MASC;SG	N;NOM;SG
desejo	vágy	desejo	vágy	N;MASC;SG	N;NOM;SG
desejo	kívánság	desejo	kívánság	N;MASC;SG	N;NOM;SG
assinou	aláírt	assinar	aláírt	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
onda	hullám	onda	hullám	N;FEM;SG	N;NOM;SG
inaugurado	felavatott	inaugurar	felavatott	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
derrotado	legyőzte	derrotar	legyőz	V;MASC;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
derrotado	legyőzött	derrotar	legyőz	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
professores	professzorok	professor	professzorok	N;MASC;PL	N;NOM;PL
professores	tanárok	professor	tanár	N;MASC;PL	N;NOM;PL
tentando	próbálom	tentar	próbál	V;V.MSDR	V;DEF;IND;SG;1;PRS;FIN;ACT
seguiu	követett	seguir	követ	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
seguiu	követte	seguir	követ	V;IND;SG;3;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
documentário	dokumentumfilm	documentário	dokumentumfilm	N;MASC;SG	N;NOM;SG
actual	aktuális	actual	aktuális	ADJ;MASC;SG	ADJ;NOM;SG
pediu	kérdezte	pedir	kérdez	V;IND;SG;3;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
pediu	kérdezett	pedir	kérdezett	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
pediu	kérte	pedir	kér	V;IND;SG;3;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
terreno	terep	terreno	terep	N;MASC;SG	N;NOM;SG
terreno	talaj	terreno	talaj	N;MASC;SG	N;NOM;SG
animação	animáció	animação	animáció	N;FEM;SG	N;NOM;SG
guia	kalauz	guia	kalauz	N;FEM;SG	N;NOM;SG
guia	útmutató	guia	útmutató	N;FEM;SG	N;NOM;SG
caça	vadászat	caça	vadászat	N;FEM;SG	N;NOM;SG
caça	vadászatot	caça	vadászat	N;FEM;SG	N;ACC;SG
caça	vadászat	caça	vadászat	N;FEM;SG	N;NOM;SG
prédio	épület	prédio	épület	N;MASC;SG	N;NOM;SG
arcebispo	érsek	None	érs	N;MASC;SG	N;NOM;SG
violência	erőszak	violência	erősz	N;FEM;SG	N;NOM;SG
contribuições	hozzájárulások	contribuição	hozzájárulás	N;FEM;PL	N;NOM;PL
contribuições	járulékok	contribuição	járulék	N;FEM;PL	N;NOM;PL
verdadeira	valós	verdadeiro	valós	ADJ;FEM;SG	ADJ;NOM;SG
policial	rendőr	policial	rendőr	N;MASC;SG	N;NOM;SG
órgãos	szervei	órgão	szervei	N;MASC;PL	N;NOM;PL
órgãos	szervek	órgão	szerv	N;MASC;PL	N;NOM;PL
órgãos	holttestek	órgão	holttes	N;MASC;PL	N;NOM;PL
órgãos	hullák	órgão	hullák	N;MASC;PL	N;NOM;PL
órgãos	testek	órgão	tesik	N;MASC;PL	N;NOM;PL
órgãos	szervek	órgão	szerv	N;MASC;PL	N;NOM;PL
curto	alacsony	curto	alacsony	ADJ;MASC;SG	ADJ;NOM;SG
estudar	tanulok	estudar	tanul	V;NFIN	V;INDF;IND;SG;1;PRS;FIN;ACT
estudar	tanul	estudar	tanul	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
moradores	lakói	morador	lakó	N;MASC;PL	N;NOM;PL
moradores	lakók	morador	lakó	N;MASC;PL	N;NOM;PL
moradores	lakosok	morador	lakos	N;MASC;PL	N;NOM;PL
moradores	helyiek	morador	helyi	N;MASC;PL	N;NOM;PL
loja	műhely	loja	műhely	N;FEM;SG	N;NOM;SG
loja	üzlet	loja	üzlet	N;FEM;SG	N;NOM;SG
loja	bolt	loja	bolt	N;FEM;SG	N;NOM;SG
loja	vásárlás	loja	vásárlás	N;FEM;SG	N;NOM;SG
loja	áruház	loja	áruház	N;FEM;SG	N;NOM;SG
loja	üzlet	loja	üzlet	N;FEM;SG	N;NOM;SG
loja	bolt	loja	bolt	N;FEM;SG	N;NOM;SG
resolução	állásfoglalás	resolução	állásfoglalás	N;FEM;SG	N;NOM;SG
resolução	határozat	resolução	határozat	N;FEM;SG	N;NOM;SG
resolução	felbontás	resolução	felbontás	N;FEM;SG	N;NOM;SG
diferenças	különbségek	diferença	különbség	N;FEM;PL	N;NOM;PL
diferenças	eltérések	diferença	eltérés	N;FEM;PL	N;NOM;PL
eurovisão	eurovíziós	eurovisão	eurovíziós	N;FEM;SG	N;NOM;SG
eurovisão	eurovision	eurovisão	eurovision	N;FEM;SG	N;NOM;SG
apelido	becenév	apelido	becenév	N;MASC;SG	N;NOM;SG
apelido	beceneve	apelido	becenev	N;MASC;SG	N;NOM;SG
apelido	vezetéknév	apelido	vezeték	N;MASC;SG	N;NOM;SG
ave	madár	ave	madár	N;FEM;SG	N;NOM;SG
responsabilidade	kötelezettség	responsabilidade	kötelezettség	N;FEM;SG	N;NOM;SG
responsabilidade	felelősség	responsabilidade	felelősség	N;FEM;SG	N;NOM;SG
responsabilidade	felelősséget	responsabilidade	felelősség	N;FEM;SG	N;ACC;SG
responsabilidade	felelősség	responsabilidade	felelősség	N;FEM;SG	N;NOM;SG
avião	repülőgép	avião	repülőgép	N;MASC;SG	N;NOM;SG
avião	repülővel	avião	repülő	N;MASC;SG	N;INS;SG
avião	repülőgép	avião	repülőgép	N;MASC;SG	N;NOM;SG
avião	légijármű	avião	légijármű	N;MASC;SG	N;NOM;SG
avião	repülőgép	avião	repülőgép	N;MASC;SG	N;NOM;SG
avião	repülőgép	avião	repülőgép	N;MASC;SG	N;NOM;SG
sinais	jelek	sinal	jelek	N;MASC;PL	N;NOM;PL
sinais	jelzések	sinal	jelzés	N;MASC;PL	N;NOM;PL
sinais	jeleket	sinal	jelek	N;MASC;PL	N;ACC;PL
sinais	jelek	sinal	jelek	N;MASC;PL	N;NOM;PL
sinais	jelzések	sinal	jelzés	N;MASC;PL	N;NOM;PL
sinais	táblák	sinal	táblák	N;MASC;PL	N;NOM;PL
equivalente	egyenértékű	equivalente	egyenértékű	ADJ;MASC;SG	ADJ;NOM;SG
licença	jogosítvány	licença	jogosítvány	N;FEM;SG	N;NOM;SG
licença	jogosítványt	licença	jogosítvány	N;FEM;SG	N;ACC;SG
mix	keverék	mix	kevér	N;MASC;SG	N;NOM;SG
dividido	megosztott	dividir	megosztott	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
beleza	szépség	beleza	szépség	N;FEM;SG	N;NOM;SG
beleza	gyönyörűség	beleza	gyönyörűség	N;FEM;SG	N;NOM;SG
pés	lábak	pé	láb	N;MASC;PL	N;NOM;PL
air	levegő	air	levegő	N;MASC;SG	N;NOM;SG
destacado	kiemelt	destacar	kiemelt	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
destacado	kirendelt	destacar	kirendelt	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
relacionamento	kapcsolat	relacionamento	kapcsolat	N;MASC;SG	N;NOM;SG
tópico	téma	tópico	téma	N;MASC;SG	N;NOM;SG
part	rész	part	rész	N;MASC;SG	N;NOM;SG
part	része	part	rész	N;MASC;SG	N;NOM;SG
festas	fesztiválok	festa	fesztivál	N;FEM;PL	N;NOM;PL
festas	bulik	festa	bulik	N;FEM;PL	N;NOM;PL
festas	pártok	festa	párt	N;FEM;PL	N;NOM;PL
festas	felek	festa	fél	N;FEM;PL	N;NOM;PL
festas	partik	festa	partik	N;FEM;PL	N;NOM;PL
lojas	boltokban	loja	bolt	N;FEM;PL	N;IN+ESS;PL
lojas	üzletek	loja	üzlet	N;FEM;PL	N;NOM;PL
lojas	boltokban	loja	bolt	N;FEM;PL	N;IN+ESS;PL
lojas	üzletek	loja	üzlet	N;FEM;PL	N;NOM;PL
figuras	számadatok	figura	számadat	N;FEM;PL	N;NOM;PL
figuras	számok	figura	szám	N;FEM;PL	N;NOM;PL
figuras	figurák	figura	figura	N;FEM;PL	N;NOM;PL
atualizado	korszerűsített	atualizar	korszerűsített	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
atualizado	frissített	atualizar	frissít	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
belém	betlehem	belém	betlehem	N;MASC;SG	N;NOM;SG
foto	kép	foto	kép	N;FEM;SG	N;NOM;SG
foto	fénykép	foto	fénykép	N;FEM;SG	N;NOM;SG
foto	fotó	foto	fotó	N;FEM;SG	N;NOM;SG
foto	képet	foto	kép	N;FEM;SG	N;ACC;SG
foto	kép	foto	kép	N;FEM;SG	N;NOM;SG
foto	fénykép	foto	fénykép	N;FEM;SG	N;NOM;SG
proteger	véd	proteger	véd	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
proteger	megvédeni	proteger	megvéd	V;NFIN	V;NFIN;ACT
bens	árucikkek	bem	árucik	N;MASC;PL	N;NOM;PL
bens	áruk	bem	ár	N;MASC;PL	N;NOM;PL
bens	javak	bem	javak	N;MASC;PL	N;NOM;PL
braço	kar	braço	kar	N;MASC;SG	N;NOM;SG
braço	karját	braço	kar	N;MASC;SG	N;ACC;SG
bloco	blokk	bloco	blokk	N;MASC;SG	N;NOM;SG
reconhecido	elismerte	reconhecer	elismer	V;MASC;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
junta	junta	junta	junta	N;FEM;SG	N;NOM;SG
religioso	vallási	religioso	vallási	ADJ;MASC;SG	ADJ;NOM;SG
use	használni	usar	használ	V;SBJV;SG;3;PRS;FIN	V;NFIN;ACT
viena	bécs	viena	bécs	N;FEM;SG	N;NOM;SG
ópera	operát	ópera	opera	N;FEM;SG	N;ACC;SG
salão	lounge	salão	loung	N;MASC;SG	N;NOM;SG
salão	szalon	salão	szalon	N;MASC;SG	N;NOM;SG
salão	szalonban	salão	szalonban	N;MASC;SG	N;IN+ESS;SG
salão	terem	salão	terem	N;MASC;SG	N;NOM;SG
salão	csarnok	salão	csarnok	N;MASC;SG	N;NOM;SG
vaga	üresedés	vaga	üresedés	N;FEM;SG	N;NOM;SG
situações	helyzetekben	situação	helyzet	N;FEM;PL	N;IN+ESS;PL
situações	helyzetek	situação	helyzet	N;FEM;PL	N;NOM;PL
volumes	mennyiségek	volume	mennyiség	N;MASC;PL	N;NOM;PL
voleibol	röplabda	voleibol	röplabda	N;MASC;SG	N;NOM;SG
legislação	jogalkotás	legislação	jogalkotás	N;FEM;SG	N;NOM;SG
semelhantes	hasonlóak	semelhante	hasonló	ADJ;MASC;PL	ADJ;NOM;PL
chaves	kulcsokat	chave	kulcs	N;MASC;PL	N;ACC;PL
chaves	kulcsok	chave	kulcs	N;MASC;PL	N;NOM;PL
direto	direct	direto	direct	N;MASC;SG	N;NOM;SG
end	befejezés	end	befejezés	N;MASC;SG	N;NOM;SG
end	vége	end	vég	N;MASC;SG	N;NOM;SG
end	vég	end	vég	N;MASC;SG	N;NOM;SG
round	kör	round	kör	N;MASC;SG	N;NOM;SG
round	forduló	round	forduló	N;MASC;SG	N;NOM;SG
consumo	fogyasztása	consumo	fogyasztás	N;MASC;SG	N;NOM;SG
consumo	fogyasztás	consumo	fogyasztás	N;MASC;SG	N;NOM;SG
consumo	fogyasztásra	consumo	fogyasztás	N;MASC;SG	N;ON+ALL;SG
consumo	felhasználás	consumo	felhasználás	N;MASC;SG	N;NOM;SG
listas	listák	lista	lista	N;FEM;PL	N;NOM;PL
listas	listákat	lista	lista	N;FEM;PL	N;ACC;PL
motores	motorok	motor	motor	N;MASC;PL	N;NOM;PL
motores	hajtóművek	motor	hajtómű	N;MASC;PL	N;NOM;PL
motores	motorok	motor	motor	N;MASC;PL	N;NOM;PL
portas	kapuk	porta	kap	N;FEM;PL	N;NOM;PL
portas	ajtók	porta	ajtó	N;FEM;PL	N;NOM;PL
portas	ajtókat	porta	ajtó	N;FEM;PL	N;ACC;PL
magnitude	nagysága	magnitude	nagyság	N;FEM;SG	N;NOM;SG
canais	csatornák	canal	csator	N;MASC;PL	N;NOM;PL
canais	csatornák	canal	csator	N;MASC;PL	N;NOM;PL
propósito	cél	propósito	cél	N;MASC;SG	N;NOM;SG
camisa	póló	camisa	póló	N;FEM;SG	N;NOM;SG
camisa	ing	camisa	ing	N;FEM;SG	N;NOM;SG
iniciativa	kezdeményezés	iniciativa	kezdeményezés	N;FEM;SG	N;NOM;SG
normas	normák	norma	norma	N;FEM;PL	N;NOM;PL
normas	standardok	norma	standard	N;FEM;PL	N;NOM;PL
normas	előírások	norma	előírás	N;FEM;PL	N;NOM;PL
normas	szabványok	norma	szabvány	N;FEM;PL	N;NOM;PL
north	északra	north	észak	N;MASC;SG	N;ON+ALL;SG
patrimônio	örökség	patrimônio	örökség	N;MASC;SG	N;NOM;SG
redução	csökkentést	redução	csökkentés	N;FEM;SG	N;ACC;SG
redução	csökkentése	redução	csökkentés	N;FEM;SG	N;NOM;SG
redução	csökkenés	redução	csökkenés	N;FEM;SG	N;NOM;SG
redução	csökkentés	redução	csökkentés	N;FEM;SG	N;NOM;SG
redução	csökkentése	redução	csökkentés	N;FEM;SG	N;NOM;SG
funcionamento	operáció	funcionamento	operáció	N;MASC;SG	N;NOM;SG
funcionamento	művelet	funcionamento	művelet	N;MASC;SG	N;NOM;SG
funcionamento	működés	funcionamento	működés	N;MASC;SG	N;NOM;SG
funcionamento	üzemeltetés	funcionamento	üzemeltetés	N;MASC;SG	N;NOM;SG
funcionamento	működése	funcionamento	működés	N;MASC;SG	N;NOM;SG
funcionamento	működés	funcionamento	működés	N;MASC;SG	N;NOM;SG
funcionamento	működőképes	funcionamento	működőképes	N;MASC;SG	N;NOM;SG
helena	helen	heleno	hél	N;FEM;SG	N;NOM;SG
enredo	cselekmény	enredo	cselekmény	N;MASC;SG	N;NOM;SG
cônjuge	házastársa	cônjuge	házastárs	N;MASC;SG	N;NOM;SG
cônjuge	házastárs	cônjuge	házastárs	N;MASC;SG	N;NOM;SG
radio	rádió	radio	rádió	N;MASC;SG	N;NOM;SG
cavalo	lovag	cavalo	lovag	N;MASC;SG	N;NOM;SG
cavalo	ló	cavalo	ló	N;MASC;SG	N;NOM;SG
tiro	lövés	tiro	lövés	N;MASC;SG	N;NOM;SG
tiro	lövöldözés	tiro	lövöldözés	N;MASC;SG	N;NOM;SG
tiro	lövés	tiro	lövés	N;MASC;SG	N;NOM;SG
tiro	forgatás	tiro	forgatás	N;MASC;SG	N;NOM;SG
tiro	lövés	tiro	lövés	N;MASC;SG	N;NOM;SG
chamou	hívott	chamar	hív	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
pior	rosszabb	mau	rosszú	ADJ;MASC;SG	ADJ;NOM;CMPR;SG
registros	feljegyzések	registro	feljegyzés	N;MASC;PL	N;NOM;PL
registros	nyilvántartások	registro	nyilvántartás	N;MASC;PL	N;NOM;PL
goleiro	kapus	goleiro	kapus	N;MASC;SG	N;NOM;SG
goleiro	kapus	goleiro	kapus	N;MASC;SG	N;NOM;SG
contos	mesék	conto	mesék	N;MASC;PL	N;NOM;PL
mensagens	üzenetek	mensagem	üzenet	N;FEM;PL	N;NOM;PL
mensagens	üzeneteket	mensagem	üzenet	N;FEM;PL	N;ACC;PL
baía	öböl	baía	öböl	N;FEM;SG	N;NOM;SG
atos	cselekmények	ato	cselekmény	N;MASC;PL	N;NOM;PL
atos	aktusok	ato	aktus	N;MASC;PL	N;NOM;PL
comics	képregény	comics	képregény	N;MASC;SG	N;NOM;SG
death	halál	death	halál	N;MASC;SG	N;NOM;SG
trabalhando	dolgozik	trabalhar	dolgozik	V;V.MSDR	V;INDF;IND;SG;3;PRS;FIN;ACT
trabalhando	dolgozom	trabalhar	dolgozik	V;V.MSDR	V;INDF;IND;SG;1;PRS;FIN;ACT
trabalhando	dolgozok	trabalhar	dolgozik	V;V.MSDR	V;INDF;IND;SG;1;PRS;FIN;ACT
marquês	őrgróf	marquês	őrgróf	N;MASC;SG	N;NOM;SG
publicações	bejegyzések	publicação	bejegyzés	N;FEM;PL	N;NOM;PL
publicações	hozzászólások	publicação	hozzászólás	N;FEM;PL	N;NOM;PL
publicações	kiadványok	publicação	kiadvány	N;FEM;PL	N;NOM;PL
ranking	ranglista	ranking	ranglista	N;MASC;SG	N;NOM;SG
índios	indiánok	índio	indián	N;MASC;PL	N;NOM;PL
índios	indiaiak	índio	indiai	N;MASC;PL	N;NOM;PL
catálogo	katalógus	catálogo	katalógus	N;MASC;SG	N;NOM;SG
catálogo	katalógus	catálogo	katalógus	N;MASC;SG	N;NOM;SG
civis	civilek	civil	civil	N;MASC;PL	N;NOM;PL
size	mérete	sizer	méret	N;MASC;SG	N;NOM;SG
size	méret	sizer	méret	N;MASC;SG	N;NOM;SG
playstation	playstation	playstation	playstation	N;MASC;SG	N;NOM;SG
tribo	törzs	tribo	törzs	N;FEM;SG	N;NOM;SG
alimentos	élelmiszerek	alimento	élelmiszer	N;MASC;PL	N;NOM;PL
alimentos	élelmiszerek	alimento	élelmiszer	N;MASC;PL	N;NOM;PL
alimentos	ételek	alimento	étel	N;MASC;PL	N;NOM;PL
escravos	szolgák	escravo	szoloa	N;MASC;PL	N;NOM;PL
escravos	rabszolgák	escravo	rabszolga	N;MASC;PL	N;NOM;PL
castela	kasztília	castela	kasztília	N;FEM;SG	N;NOM;SG
sites	helyszínek	site	helyszín	N;MASC;PL	N;NOM;PL
sites	oldalak	site	oldal	N;MASC;PL	N;NOM;PL
sites	weboldalak	site	peboldal	N;MASC;PL	N;NOM;PL
corpos	holttestek	corpo	holttes	N;MASC;PL	N;NOM;PL
corpos	hullák	corpo	hullák	N;MASC;PL	N;NOM;PL
corpos	holttestek	corpo	holttes	N;MASC;PL	N;NOM;PL
corpos	hullák	corpo	hullák	N;MASC;PL	N;NOM;PL
corpos	testek	corpo	tesik	N;MASC;PL	N;NOM;PL
corpos	szervek	corpo	szerv	N;MASC;PL	N;NOM;PL
candidatos	jelöltek	candidato	jelöl	N;MASC;PL	N;NOM;PL
candidatos	jelentkezők	candidato	jelentkező	N;MASC;PL	N;NOM;PL
candidatos	pályázók	candidato	pályázó	N;MASC;PL	N;NOM;PL
candidatos	jelentkezők	candidato	jelentkező	N;MASC;PL	N;NOM;PL
candidatos	pályázók	candidato	pályázó	N;MASC;PL	N;NOM;PL
dono	tulaj	dono	tulaj	N;MASC;SG	N;NOM;SG
dono	tulajdonos	dono	tulajdonos	N;MASC;SG	N;NOM;SG
dono	tulajdonosa	dono	tulajdonos	N;MASC;SG	N;NOM;SG
finalização	befejezés	finalização	befejezés	N;FEM;SG	N;NOM;SG
finalização	befejezése	finalização	befejezés	N;FEM;SG	N;NOM;SG
finalização	beadvány	finalização	beadvány	N;FEM;SG	N;NOM;SG
finalização	benyújtására	finalização	benyújtás	N;FEM;SG	N;ON+ALL;SG
finalização	benyújtása	finalização	benyújtás	N;FEM;SG	N;NOM;SG
concerto	koncert	concerto	koncer	N;MASC;SG	N;NOM;SG
concerto	koncerten	concerto	koncert	N;MASC;SG	N;ON+ESS;SG
vento	szél	vento	szél	N;MASC;SG	N;NOM;SG
vento	szelet	vento	szelet	N;MASC;SG	N;NOM;SG
skin	bőre	skin	bő	N;MASC;SG	N;NOM;SG
skin	bőr	skin	bőr	N;MASC;SG	N;NOM;SG
resolver	megoldani	resolver	meg+old	V;NFIN	V;NFIN;ACT
resolver	megoldani	resolver	meg+old	V;NFIN	V;NFIN;ACT
turquia	pulyka	turquia	pulyka	N;FEM;SG	N;NOM;SG
turquia	törökország	turquia	törökország	N;FEM;SG	N;NOM;SG
ferramenta	szerszám	ferramenta	szerszám	N;FEM;SG	N;NOM;SG
ferramenta	eszköz	ferramenta	eszköz	N;FEM;SG	N;NOM;SG
momentos	pillanatai	momento	pillanat	N;MASC;PL	N;NOM;PL
menino	fiú	menino	fiú	N;MASC;SG	N;NOM;SG
promovido	hirdetett	promover	hirdet	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
assassinato	merénylet	assassinato	merénylet	N;MASC;SG	N;NOM;SG
assassinato	gyilkosság	assassinato	gyilkosság	N;MASC;SG	N;NOM;SG
vendeu	eladott	vender	eladott	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
vendeu	elkelt	vender	elkelt	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
fatores	tényezők	fator	tényező	N;MASC;PL	N;NOM;PL
convento	kolostor	convento	kolostor	N;MASC;SG	N;NOM;SG
convento	zárda	convento	zárda	N;MASC;SG	N;NOM;SG
instalação	telepítés	instalação	telepítés	N;FEM;SG	N;NOM;SG
instalação	létesítmény	instalação	létesítmény	N;FEM;SG	N;NOM;SG
instalação	telepítés	instalação	telepítés	N;FEM;SG	N;NOM;SG
instalação	telepítése	instalação	telepítés	N;FEM;SG	N;NOM;SG
karl	károly	karl	károly	N;MASC;SG	N;NOM;SG
anna	annának	anna	anna	N;FEM;SG	N;GEN;SG
status	állapot	status	állap	N;MASC;SG	N;NOM;SG
status	státusz	status	státusz	N;MASC;SG	N;NOM;SG
retirada	visszavonulás	retirada	visszavonulás	N;FEM;SG	N;NOM;SG
retirada	visszavonásáról	retirada	visszavonás	N;FEM;SG	N;SG
retirada	visszavonás	retirada	visszavonás	N;FEM;SG	N;NOM;SG
retirada	visszavonása	retirada	visszavonás	N;FEM;SG	N;NOM;SG
zonas	zónák	zona	zó	N;FEM;PL	N;NOM;PL
zonas	övezetek	zona	övezet	N;FEM;PL	N;NOM;PL
contratado	felbérelt	contratar	felbérel	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
association	társulás	association	társulás	N;MASC;SG	N;NOM;SG
association	társulási	association	társulási	N;MASC;SG	N;NOM;SG
association	szövetség	association	szövetség	N;MASC;SG	N;NOM;SG
association	egyesület	association	egyesület	N;MASC;SG	N;NOM;SG
padrões	minták	padrão	minta	N;MASC;PL	N;NOM;PL
padrões	mintákat	padrão	minta	N;MASC;PL	N;ACC;PL
padrões	standardok	padrão	standard	N;MASC;PL	N;NOM;PL
padrões	előírások	padrão	előírás	N;MASC;PL	N;NOM;PL
padrões	szabványok	padrão	szabvány	N;MASC;PL	N;NOM;PL
galáxias	galaxisok	galáxia	galaxisok	N;FEM;PL	N;NOM;PL
secção	részleg	secção	részleg	N;FEM;SG	N;NOM;SG
secção	szakasz	secção	szakasz	N;FEM;SG	N;NOM;SG
secção	szekció	secção	szekció	N;FEM;SG	N;NOM;SG
representou	képviselte	representar	képvisel	V;IND;SG;3;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
brasão	jelkép	brasão	jelkép	N;MASC;SG	N;NOM;SG
brasão	címere	brasão	címer	N;MASC;SG	N;NOM;SG
brasão	embléma	brasão	embléma	N;MASC;SG	N;NOM;SG
rugby	rögbi	rugby	rögbi	N;MASC;SG	N;NOM;SG
representando	képviselni	representar	képvisel	V;V.MSDR	V;NFIN;ACT
ajudou	segített	ajudar	segít	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
college	kollégium	college	kollégium	N;MASC;SG	N;NOM;SG
college	főiskola	college	főiskola	N;MASC;SG	N;NOM;SG
college	egyetem	college	egyetem	N;MASC;SG	N;NOM;SG
metro	méter	metro	méter	N;MASC;SG	N;NOM;SG
metro	metró	metro	metró	N;MASC;SG	N;NOM;SG
metro	metró	metro	metró	N;MASC;SG	N;NOM;SG
nascida	született	nascer	születik	V;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
nascida	megszületett	nascer	meg+szület	V;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
descendentes	leszármazottai	descendente	le+származott	N;MASC;PL	N;NOM;PL
descendentes	leszármazottai	descendente	le+származott	N;MASC;PL	N;NOM;PL
cidadãos	állampolgárok	cidadão	állampolgár	N;MASC;PL	N;NOM;PL
cidadãos	polgárok	cidadão	polgár	N;MASC;PL	N;NOM;PL
salvar	megmenteni	salvar	megment	V;NFIN	V;NFIN;ACT
salvar	megmenteni	salvar	megment	V;NFIN	V;NFIN;ACT
gravações	felvételeket	gravação	felvétel	N;FEM;PL	N;ACC;PL
gravações	felvételek	gravação	felvétel	N;FEM;PL	N;NOM;PL
cadeia	börtön	cadeia	börtön	N;FEM;SG	N;NOM;SG
cadeia	börtönbe	cadeia	börtön	N;FEM;SG	N;IN+ALL;SG
orientação	iránymutatás	orientação	iránymutatás	N;FEM;SG	N;NOM;SG
orientação	útmutatást	orientação	útmutatás	N;FEM;SG	N;ACC;SG
orientação	útmutató	orientação	útmutató	N;FEM;SG	N;NOM;SG
orientação	útmutatás	orientação	útmutatás	N;FEM;SG	N;NOM;SG
orientação	eligazítás	orientação	eligazítás	N;FEM;SG	N;NOM;SG
orientação	irányultság	orientação	irányultság	N;FEM;SG	N;NOM;SG
orientação	iránymutatás	orientação	iránymutatás	N;FEM;SG	N;NOM;SG
nuno	patrik	nuno	patrik	N;MASC;SG	N;NOM;SG
adam	ádám	adar	ádám	N;MASC;SG	N;NOM;SG
opções	opciók	opção	opció	N;FEM;PL	N;NOM;PL
opções	beállítások	opção	beállítás	N;FEM;PL	N;NOM;PL
opções	lehetőségek	opção	lehetőség	N;FEM;PL	N;NOM;PL
funcionários	alkalmazottak	funcionário	alkalmazott	N;MASC;PL	N;NOM;PL
funcionários	munkavállalók	funcionário	munkavállaló	N;MASC;PL	N;NOM;PL
funcionários	munkatársak	funcionário	munkatárs	N;MASC;PL	N;NOM;PL
funcionários	hivatalnokok	funcionário	hivatalnok	N;MASC;PL	N;NOM;PL
funcionários	tisztviselők	funcionário	tisztviselő	N;MASC;PL	N;NOM;PL
funcionários	tisztviselői	funcionário	tisztviselői	N;MASC;PL	N;NOM;PL
pib	gdp	pib	gdp	N;MASC;SG	N;NOM;SG
trouxe	hozott	trazer	hoz	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
