yang	זה	yang	זה	PRO	PRO;MASC;SG;3
kepadatan	הצפיפות	kepadatan	הצפיפות	N;SG	N;FEM;SG
ditentukan	מוגדר	ditentukan	הוגדר	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
ditentukan	צוין	ditentukan	צוין	V;SG;PASS	V;MASC;SG;3;PST;PASS
protein	חלבון	protein	חלבון	N;SG	N;MASC;SG
animasi	אנימציה	animasi	אנימציה	N	N;FEM;SG
animasi	אנימציה	animasi	אנימציה	N	N;FEM;SG
animasi	אנימציות	animasi	אנימציה	N	N;FEM;PL
mengumpulkan	לאסוף	menkumpulkan	אסף	V;SG;ACT	V;NFIN;ACT
mengumpulkan	לאסוף	menkumpulkan	אסף	V;SG;ACT	V;NFIN;ACT
tur	סיור	tur	סיור	N	N;MASC;SG
tur	סיורים	tur	סיור	N	N;MASC;PL
sinyal	איתות	sinyal	איתות	N;SG	N;FEM;SG
bangsawan	אריסטוקרט	bangsawan	אריסטוקרט	N;MASC;SG	N;MASC;SG
bangsawan	אצולה	bangsawan	אצולה	N;MASC;SG	N;FEM;SG
bangsawan	אצילות	bangsawan	אצילות	N;MASC;SG	N;FEM;SG
palestina	פלסטיני	palestina	פלסטיני	N;SG	N;MASC;SG
citra	תדמית	citra	תדמית	N;SG	N;FEM;SG
citra	תמונה	citra	תמונה	N;SG	N;FEM;SG
layak	ראויה	layak	ראוי	ADJ;SG	ADJ;FEM;SG
layak	ראוי	layak	ראוי	ADJ;SG	ADJ;MASC;SG
nyata	אמיתי	nyata	אמיתי	ADJ;SG	ADJ;MASC;SG
dipindahkan	הועבר	dipindahkan	הועבר	V;SG;PASS	V;MASC;SG;3;PST;PASS
dipindahkan	עברה	dipindahkan	עבר	V;SG;PASS	V;FEM;SG;3;PST
dipindahkan	הועברה	dipindahkan	הועבר	V;SG;PASS	V;FEM;SG;3;PST;PASS
dipindahkan	הועבר	dipindahkan	הועבר	V;SG;PASS	V;MASC;SG;3;PST;PASS
pencarian	חיפוש	pencarian	חיפוש	N;SG	N;MASC;SG
pencarian	חיפוש	pencarian	חיפוש	N;SG	N;MASC;SG
benua	יבשת	benua	יבשת	N;SG	N;FEM;SG
benua	יבשת	benua	יבשת	N;SG	N;FEM;SG
elemen	יסוד	elemen	יסוד	N;SG	N;MASC;SG
elemen	אלמנט	elemen	אלמנט	N;SG	N;MASC;SG
sepeda	אופניים	sepeda	אופניים	N;SG	N
sepeda	אופניים	sepeda	אופניים	N;SG	N
sepeda	אופניים	sepeda	אופניים	N;SG	N
sepeda	אופניים	sepeda	אופניים	N;SG	N
menetapkan	להקצות	mentetapkan	הקצה	V;SG;ACT	V;NFIN;ACT
angkutan	משא	angkutan	משא	N;SG	N;MASC;SG
kunci	נעילה	kunci	נעיל	N;SG	N;FEM;SG
kunci	מפתח	kunci	מפתח	N;SG	N;MASC;SG
pendapatan	הכנסה	pendapatan	הכנסה	N;SG	N;FEM;SG
pendapatan	הכנסה	pendapatan	הכנסה	N;SG	N;FEM;SG
suami	בעל	suami	בעל	N;SG	N;MASC;SG
efektif	אפקטיבי	efektif	אפקטיבי	ADJ;SG	ADJ;MASC;SG
efektif	יעיל	efektif	יעיל	ADJ;SG	ADJ;MASC;SG
efektif	יעילה	efektif	יעיל	ADJ;SG	ADJ;FEM;SG
mengirimkan	שולח	menkirimkan	שולח	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
mengirimkan	שולחת	menkirimkan	שלח	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
mengirimkan	מפרסם	menkirimkan	פרסם	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
mengirimkan	מפרסמת	menkirimkan	פרסם	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
mengirimkan	שולחת	menkirimkan	שלח	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
mengirimkan	שולח	menkirimkan	שולח	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
normal	נורמלי	normal	נורמלי	ADJ;SG	ADJ;MASC;SG
normal	נורמאלי	normal	נורמאלי	ADJ;SG	ADJ;MASC;SG
normal	רגיל	normal	רגיל	ADJ;SG	ADJ;MASC;SG
kejahatan	הרוע	kejahatan	הרוע	N;SG	N;MASC;SG
kejahatan	פשע	kejahatan	פשע	N;SG	N;MASC;SG
strategi	אסטרטגיה	strategi	אסטרטגיה	N;SG	N;FEM;SG
siap	מוכן	siap	מוכן	ADJ;SG	ADJ;MASC;SG
siap	מוכנה	siap	מוכן	ADJ;SG	ADJ;FEM;SG
diumumkan	הוכרזה	diumumkan	הוכרז	V;SG;PASS	V;FEM;SG;3;PST;PASS
diumumkan	הוכרז	diumumkan	הוכרז	V;SG;PASS	V;MASC;SG;3;PST;PASS
menyelenggarakan	מארחת	menselenggarakan	אירח	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
buat	הפוך	buat	הפוך		
buat	צרי	buat	צרי		
sepenuhnya	במלואו	sepenuhnya	במלואו	ADV	ADV
sepenuhnya	לגמרי	sepenuhnya	לגמרי	ADV	ADV
sepenuhnya	לחלוטין	sepenuhnya	לחלוטין	ADV	ADV
menambah	מוסיף	mentambah	הוסיף	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menambah	מוסיפה	mentambah	הוסיף	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
pangkalan	בסיס	pangkalan	בסיס	N;SG	N;MASC;SG
mengundurkan	להתפטר	menundurkan	התפטר	V;SG;ACT	V;NFIN
berpartisipasi	משתתפת	berpartisipasi	השתתף	V;SG;ACT	V;FEM;SG;V.PTCP
berpartisipasi	משתתף	berpartisipasi	השתתף	V;SG;ACT	V;MASC;SG;V.PTCP
berpartisipasi	השתתפה	berpartisipasi	השתתף	V;SG;ACT	V;FEM;SG;3;PST
berpartisipasi	השתתפתי	berpartisipasi	השתתף	V;SG;ACT	V;SG;1;PST
berpartisipasi	השתתף	berpartisipasi	השתתף	V;SG;ACT	V;MASC;SG;3;PST
berpartisipasi	השתתף	berpartisipasi	השתתף	V;SG;ACT	V;MASC;SG;3;PST
berpartisipasi	משתתפת	berpartisipasi	השתתף	V;SG;ACT	V;FEM;SG;V.PTCP
berpartisipasi	להשתתף	berpartisipasi	השתתף	V;SG;ACT	V;NFIN
aman	בטוחה	aman	בטוח	ADJ;SG	ADJ;FEM;SG
pilot	טייס	pilot	טייס	N;SG	N;MASC;SG
pengisi	מילוי	penisi	מילוי	N;SG	N;MASC;SG
pengisi	מטען	penisi	מטען	N;SG	N;MASC;SG
ditempatkan	הונח	ditempatkan	הונח	V;SG;PASS	V;MASC;SG;3;PST;PASS
ditempatkan	ממוקם	ditempatkan	מוקם	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
ditempatkan	הוצב	ditempatkan	הוצב	V;SG;PASS	V;MASC;SG;3;PST;PASS
ditempatkan	מוצב	ditempatkan	הוצב	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
profesor	פרופסור	profesor	פרופסור	N;SG	N;MASC;SG
gangguan	הפרעה	gangguan	הפרעה	N;SG	N;FEM;SG
gangguan	הפרעה	gangguan	הפרעה	N;SG	N;FEM;SG
keagamaan	דת	keagamaan	דת	N;SG	N;FEM;SG
keagamaan	דתי	keagamaan	דתי	N;SG	N;MASC;SG
keagamaan	דתית	keagamaan	דתי	N;SG	N;FEM;SG
warisan	ירושה	warisan	ירושה	N;SG	N;FEM;SG
warisan	המורשת	warisan	המורשה	N;SG	N;FEM;SG
warisan	מורשת	warisan	מורשת	N;SG	N;FEM;SG
warisan	מורשת	warisan	מורשת	N;SG	N;FEM;SG
dikalahkan	מובס	dikalahkan	מובס	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
dikalahkan	הובס	dikalahkan	הובס	V;SG;PASS	V;MASC;SG;3;PST;PASS
penghapusan	הסרת	penhapusan	הסרה	N;SG	N;PSSD;FEM;SG
penghapusan	הסרה	penhapusan	הסרה	N;SG	N;FEM;SG
penghapusan	מחיקה	penhapusan	מחיקה	N;SG	N;FEM;SG
sungguh	באמת	sungguh	באמת	ADV	ADV
sungguh	ממש	sungguh	ממש	ADV	ADV
menghabiskan	בילה	menhabiskan	בילה	V;SG;ACT	V;MASC;SG;3;PST;ACT
siang	יום	siang	יום	N;SG	N;MASC;SG
latihan	אימון	latihan	אימון	N;SG	N;MASC;SG
latihan	הכשרה	latihan	הכשרה	N;SG	N;FEM;SG
latihan	אימון	latihan	אימון	N;SG	N;MASC;SG
latihan	אימון	latihan	אימון	N;SG	N;MASC;SG
latihan	תרגול	latihan	תרגול	N;SG	N;MASC;SG
latihan	החזרה	latihan	החזרה	N;SG	N;FEM;SG
latihan	התעמלות	latihan	התעמלות	N;SG	N;FEM;SG
latihan	תרגיל	latihan	תרגיל	N;SG	N;MASC;SG
hiburan	שעשוע	hiburan	שעשוע	N;SG	N;MASC;SG
hiburan	בידור	hiburan	בידור	N;SG	N;MASC;SG
bencana	אסון	bencana	אסון	N;SG	N;MASC;SG
demokrat	דמוקרטי	demokrat	דמוקרטי	N;SG	N;MASC;SG
demokrat	דמוקרטי	demokrat	דמוקרטי	N;SG	N;MASC;SG
pangan	מזון	pangan	מזון	N;SG	N;MASC;SG
pangan	אוכל	pangan	אוכל	N;SG	N;MASC;SG
pangan	מאכל	pangan	מאכל	N;SG	N;MASC;SG
tidur	מיטה	tidur	מיטה	N;SG;ACT	N;FEM;SG
tidur	מיטת	tidur	מיטה	N;SG;ACT	N;FEM;SG
pembantu	עוזר	penbantu	עוזר	N;SG	N;MASC;SG
pembantu	העוזרת	penbantu	העוזר	N;SG	N;FEM;SG
tertarik	מעונין	tertarik	None	ADJ;SG	ADJ;MASC;SG
tertarik	מעוניין	tertarik	מעוניין	ADJ;SG	ADJ;MASC;SG
mencatat	מציין	mencatat	ציין	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
mencatat	מציינת	mencatat	ציין	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
mencatat	לציין	mencatat	ציין	V;SG;ACT	V;NFIN;ACT
pendirian	הקמת	pendirian	הקמה	N;SG	N;PSSD;FEM;SG
pendirian	מוסד	pendirian	מוסד	N;SG	N;MASC;SG
alamat	כתובת	alamat	כתובת	N;SG	N;FEM;SG
kepolisian	משטרה	kepolisian	משטרה	N;SG	N;FEM;SG
berpengaruh	משפיעה	berpengaruh	השפיע	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
berpengaruh	משפיעה	berpengaruh	השפיע	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
berpengaruh	משפיע	berpengaruh	השפיע	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
protestan	פרוטסטנטים	protestan	פרוטסטנט	N	N;MASC;PL
memperkenalkan	מציג	menperkenalkan	הציג	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
memperkenalkan	הציג	menperkenalkan	הציג	V;SG;ACT	V;MASC;SG;3;PST;ACT
memperkenalkan	הציגה	menperkenalkan	הציג	V;SG;ACT	V;FEM;SG;3;PST;ACT
terang	מוארת	terang	מואר	ADJ;SG	ADJ;FEM;SG
mengacu	מתייחס	menacu	התייחס	V;SG;ACT	V;MASC;SG;V.PTCP
mengacu	מתייחסת	menacu	התייחס	V;SG;ACT	V;FEM;SG;V.PTCP
kebebasan	חופש	kebebasan	חופש	N;SG	N;MASC;SG
kebebasan	חירות	kebebasan	חירות	N;SG	N;FEM;SG
kebebasan	חירות	kebebasan	חירות	N;SG	N;FEM;SG
elektron	אלקטרון	elektron	אלקטרון	N;SG	N;MASC;SG
rilis	שיחרור	rilis	שיחרור	N;SG;ACT	N;MASC;SG
rilis	שחרור	rilis	שחרור	N;SG;ACT	N;MASC;SG
kotamadya	עיירה	kotamadya	עיירה	N;SG	N;FEM;SG
kotamadya	עיר	kotamadya	עיר	N;SG	N;FEM;SG
kotamadya	עירייה	kotamadya	עירייה	N;SG	N;FEM;SG
kotamadya	עיריית	kotamadya	עירייה	N;SG	N;PSSD;FEM;SG
bertindak	לפעול	bertindak	פעל	V;SG;ACT	V;NFIN;ACT
bertindak	להתנהג	bertindak	התנהג	V;SG;ACT	V;NFIN
kacang	שעועית	kacang	שעועי	N;SG	N;FEM;SG
kacang	שעועית	kacang	שעועי	N;SG	N;FEM;SG
material	חומר	material	חומר	N;SG	N;MASC;SG
material	חומר	material	חומר	N;SG	N;MASC;SG
tentu	בטח	tentu	בטח	;SG	
tentu	בטוח	tentu	None	;SG	
header	כותרות	header	כותרת	N	N;FEM;PL
header	כותרת	header	כותרת	N	N;FEM;SG
target	מטרה	target	מטרה	N;SG	N;FEM;SG
target	פילוח	target	פילוח	N;SG	N;MASC;SG
library	ספריה	library	ספריה	N;SG	N;FEM;SG
library	ספרייה	library	ספרייה	N;SG	N;FEM;SG
manajer	מנהל	manajer	מנהל	N;SG	N;MASC;SG
menghindari	מתחמק	menhindari	התחמק	V;SG;ACT	V;MASC;SG;V.PTCP
menghindari	מתחמקת	menhindari	התחמק	V;SG;ACT	V;FEM;SG;V.PTCP
menghindari	להמנע	menhindari	נמנע	V;SG;ACT	V;NFIN;ACT
menghindari	התחמק	menhindari	התחמק	V;SG;ACT	V;MASC;SG;3;PST
metal	מתכות	metal	מתכת	N	N;FEM;PL
metal	מתכת	metal	מתכת	N	N;FEM;SG
gagasan	רעיון	gagasan	רעיון	N;SG	N;MASC;SG
gagasan	מושג	gagasan	מושג	N;SG	N;MASC;SG
konstruksi	בניה	konstruksi	בניה	N;SG	N;FEM;SG
konstruksi	בנייה	konstruksi	בנייה	N;SG	N;FEM;SG
menangkap	לתפוס	mentangkap	תפס	V;SG;ACT	V;NFIN;ACT
menangkap	ללכוד	mentangkap	ללכוד	V;SG;ACT	V;NFIN;ACT
menangkap	לוכד	mentangkap	לוכד	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menyebar	מתפשט	mensebar	התפשט	V;SG;ACT	V;MASC;SG;V.PTCP
menyebar	התפשט	mensebar	התפשט	V;SG;ACT	V;MASC;SG;3;PST
menyebar	להפיץ	mensebar	הפיץ	V;SG;ACT	V;NFIN;ACT
menyebar	לפזר	mensebar	פיזר	V;SG;ACT	V;NFIN;ACT
statistik	סטטיסטיקה	statistik	סטטיסטיקה	N;SG	N;FEM;SG
statistik	סטטיסטיקה	statistik	סטטיסטיקה	N;SG	N;FEM;SG
statistik	הסטטיסטיקה	statistik	הסטטיסטיקה	N;SG	N;FEM;SG
statistik	סטטיסטיקה	statistik	סטטיסטיקה	N;SG	N;FEM;SG
memerlukan	דורש	menperlukan	דרש	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
memerlukan	דורש	menperlukan	דרש	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menderita	תסבול	menderita	תסבול	V;SG;ACT	V;FEM;SG;3;FUT;ACT
menderita	לסבול	menderita	סבל	V;SG;ACT	V;NFIN;ACT
menderita	יסבול	menderita	סבל	V;SG;ACT	V;MASC;SG;3;FUT;ACT
basket	כדורסל	basket	כדורסל	N	N;MASC;SG
pendeta	מטיף	pendeta	מטיף	N;SG	N;MASC;SG
memerintahkan	הזמין	menperintahkan	הזמין	V;SG;ACT	V;MASC;SG;3;PST;ACT
memerintahkan	ציווה	menperintahkan	ציווה	V;SG;ACT	V;MASC;SG;3;PST;ACT
letnan	סגן	letnan	סגן	N;SG	N;MASC;SG
ibadah	פולחן	ibadah	פולחן	N;SG	N;MASC;SG
visual	ויזואלי	visual	ויזואלי	N	N;MASC;SG
visual	חזותי	visual	חזותי	N	N
klan	שבטים	klan	שבט	N	N;MASC;PL
sejarawan	היסטוריון	sejarawan	היסטוריון	N	N;MASC;SG
sejarawan	היסטוריונים	sejarawan	היסטוריון	N	N;MASC;PL
kekerasan	אלימה	kekerasan	אלים	N;SG	N;FEM;SG
kekerasan	אלימות	kekerasan	אלימות	N;SG	N;FEM;SG
kekerasan	אלימות	kekerasan	אלימות	N;SG	N;FEM;SG
pergerakan	תנועה	pergerakan	תנועה	N;SG	N;FEM;SG
sengaja	במתכוון	sengaja	במתכוון	ADV	ADV
sengaja	במכוון	sengaja	במכוון	ADV	ADV
sengaja	במכוון	sengaja	במכוון	ADV	ADV
kain	בד	kain	בד	N;SG	N;MASC;SG
kain	מטלית	kain	מטלית	N;SG	N;FEM;SG
kain	בד	kain	בד	N;SG	N;MASC;SG
naga	דרקונים	naga	דרקון	N	N;MASC;PL
suaminya	בעל	suami	בעל	N;SG	N;MASC;SG
kontrol	בקרה	kontrol	בקרה	N;SG;ACT	N;FEM;SG
kontrol	שליטה	kontrol	שליטה	N;SG;ACT	N;FEM;SG
kontrol	פיקוח	kontrol	פיקוח	N;SG;ACT	N;MASC;SG
jet	סילון	jet	סילון	N;SG	N;MASC;SG
menyukai	אהב	mensukai	אהב	V;SG;ACT	V;MASC;SG;3;PST;ACT
menyukai	אוהב	mensukai	אהב	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
kerjasama	שותפות	kerjasama	שותפות	N;SG	N;FEM;SG
keinginan	תשוקה	keinginan	תשוקה	N;SG	N;FEM;SG
keinginan	רצון	keinginan	רצון	N;SG	N;MASC;SG
topik	נושא	topik	נושא	N;SG	N;MASC;SG
kebenaran	אמת	kebenaran	אמת	N;SG	N;FEM;SG
champions	אלופים	champions	אלוף	N	N;MASC;PL
mengingat	לזכור	meningat	זכר	V;SG;ACT	V;NFIN;ACT
mengingat	בהתחשב	meningat	התחשב	V;SG;ACT	V;NFIN
mengingat	שוקלת	meningat	שקל	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
mengingat	שוקל	meningat	שוקל	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
arena	זירה	arena	זירה	N;SG	N;FEM;SG
krisis	משבר	krisis	משבר	N;SG	N;MASC;SG
krisis	משבר	krisis	משבר	N;SG	N;MASC;SG
pengunjung	אורח	penkunjung	אורח	N;SG	N;MASC;SG
pengunjung	מבקר	penkunjung	מבקר	N;SG	N;MASC;SG
wajah	פרצוף	wajah	פרצוף	N;SG	N;MASC;SG
fakta	עובדה	fakta	עובדה	N;SG	N;FEM;SG
penyebab	סיבה	pensebab	סיבה	N;SG	N;FEM;SG
penyebab	גורם	pensebab	גורם	N;SG	N;MASC;SG
menetap	להתיישב	mentetap	התיישב	V;SG;ACT	V;NFIN
menetap	ליישב	mentetap	יישב	V;SG;ACT	V;NFIN;ACT
menetap	התיישב	mentetap	התיישב	V;SG;ACT	V;MASC;SG;3;PST
dampak	פגיעה	dampak	פגיעה	N;SG	N;FEM;SG
dampak	השפעה	dampak	השפעה	N;SG	N;FEM;SG
pensiun	פרישה	pensiun	פרישה	N	N;FEM;SG
pensiun	פרשת	pensiun	פרשה	N	N;FEM;SG
pensiun	פרשה	pensiun	פרשה	N	N;FEM;SG
pensiun	פנסיה	pensiun	פנסיה	N	N;FEM;SG
frekuensi	תדירות	frekuensi	תדירות	N;SG	N;FEM;SG
rel	מעקה	rel	מעקה	N	N;MASC;SG
rel	רכבת	rel	רכבת	N	N;FEM;SG
rel	סליל	rel	סליל	N	N;MASC;SG
rapat	פגישה	rapat	פגישה	N;SG	N;FEM;SG
rapat	ישיבה	rapat	ישיבה	N;SG	N;FEM;SG
rapat	מפגש	rapat	מפגש	N;SG	N;MASC;SG
mandiri	עצמאי	mandiri	עצמאי	ADJ;SG	ADJ;MASC;SG
lampu	מנורה	lampu	מנורה	N;SG	N;FEM;SG
senang	מרוצה	senang	מרוצה	ADJ;SG	ADJ;MASC;SG
senang	מאושר	senang	מאושר	ADJ;SG	ADJ;MASC;SG
perencanaan	תכנון	penrencanaan	תכנון	N;SG	N;MASC;SG
nada	טון	nada	טון	N;SG	N;MASC;SG
iklim	אקלים	iklim	אקלים	N;SG	N;MASC;SG
dipengaruhi	הושפע	dipengaruhi	הושפע	V;SG;PASS	V;MASC;SG;3;PST;PASS
dipengaruhi	מושפעת	dipengaruhi	הושפע	V;SG;PASS	V;FEM;SG;V.PTCP;PASS
dipengaruhi	מושפע	dipengaruhi	הושפע	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
riset	מחקר	riset	מחקר	N;SG	N;MASC;SG
harta	עושר	harta	עושר	N;SG	N;MASC;SG
harta	אוצר	harta	אוצר	N;SG	N;MASC;SG
piano	פסנתרים	piano	פסנתר	N	N;MASC;PL
piano	פסנתר	piano	פסנתר	N	N;MASC;SG
rambut	שערה	rambut	שערה	N;SG	N;FEM;SG
kedatangan	הגעה	kedatangan	הגעה	N;SG	N;FEM;SG
kedatangan	ההגעה	kedatangan	ההגעה	N;SG	N;FEM;SG
pendekatan	גישה	pendekatan	גישה	N;SG	N;FEM;SG
ditandai	מתויג	ditandai	התויג	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
ditandai	מסומן	ditandai	סומן	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
ditandai	מסומן	ditandai	סומן	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
ditandai	מסומנת	ditandai	סומן	V;SG;PASS	V;FEM;SG;V.PTCP;PASS
dekade	עשור	dekade	עשור	N;SG	N;MASC;SG
keselamatan	בטיחות	keselamatan	בטיחות	N;SG	N;FEM;SG
persetujuan	הסכמה	persetujuan	הסכמה	N;SG	N;FEM;SG
persetujuan	הסכם	persetujuan	הסכם	N;SG	N;MASC;SG
persetujuan	הסכמה	persetujuan	הסכמה	N;SG	N;FEM;SG
jadwal	תזמון	jadwal	תזמון	N;SG	N;MASC;SG
isu	סוגיה	isu	סוגיה	N;SG	N;FEM;SG
definisi	הגדרה	definisi	הגדרה	N;SG	N;FEM;SG
paruh	מקור	paruh	מקור	N;SG	N;MASC;SG
tabel	שולחן	tabel	שולחן	N;SG	N;MASC;SG
tabel	טבלה	tabel	טבלה	N;SG	N;FEM;SG
gejala	תסמין	gejala	תסמין	N;SG	N;MASC;SG
gejala	סימפטומים	gejala	סימפטום	N;SG	N
gejala	סימפטום	gejala	סימפטום	N;SG	N;MASC;SG
gejala	תסמין	gejala	תסמין	N;SG	N;MASC;SG
padat	צפופה	padat	צפוף	ADJ;SG	ADJ;FEM;SG
padat	צפוף	padat	צפוף	ADJ;SG	ADJ;MASC;SG
tarian	ריקוד	tarian	ריקוד	N;SG	N;MASC;SG
peperangan	קרב	peperangan	קרב	N	N;MASC;SG
peperangan	הקרב	peperangan	הקרב	N	N;MASC;SG
peperangan	מלחמה	peperangan	מלחמה	N	N;FEM;SG
peperangan	המלחמות	peperangan	המלחמות	N	N;FEM;PL
peperangan	מלחמות	peperangan	מלחמה	N	N;FEM;PL
peperangan	לוחמה	peperangan	לוחמה	N	N;FEM;SG
mengklaim	טען	menklaim	טען	V;SG;ACT	V;MASC;SG;3;PST;ACT
mengklaim	טוען	menklaim	טען	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menyimpan	מצילה	mensimpan	הציל	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
menyimpan	חוסך	mensimpan	חסך	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menyimpan	חוסכת	mensimpan	חסך	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
menyimpan	חוסך	mensimpan	חסך	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menyimpan	מציל	mensimpan	הציל	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
kaca	זכוכית	kaca	זכוכית	N;SG	N;FEM;SG
panggilan	שיחה	panggilan	שיחה	N;SG	N;FEM;SG
domain	דומיינים	domain	דומיין	N	N;MASC;PL
domain	תחום	domain	תחום	N	N;MASC;SG
kue	עוגה	kue	עוגה	N	N;FEM;SG
kue	עוגת	kue	עוגה	N	N;FEM;SG
kue	עוגייה	kue	עוגייה	N	N;FEM;SG
kue	עוגיות	kue	עוגיה	N	N;FEM;PL
kue	עוגות	kue	עגה	N	N;FEM;PL
kesulitan	קושי	kesulitan	קושי	N;SG	N;MASC;SG
kesulitan	הקשיים	kesulitan	הקשיים	N;SG	N
kesulitan	מצוקה	kesulitan	מצוקה	N;SG	N;FEM;SG
terdaftar	התגייס	terdaftar	התגייס	V;SG;PASS	V;MASC;SG;3;PST
modal	הון	modal	הון	N;SG	N;MASC;SG
mulia	מהולל	mulia	מהולל	ADJ;SG	ADJ
mengalir	זורמת	menalir	זרם	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
mengalir	זורם	menalir	זרם	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
mengalir	זורמת	menalir	זרם	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
mengalir	זורם	menalir	זרם	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
adegan	סצנה	adegan	סצנה	N;SG	N;FEM;SG
adegan	סצינה	adegan	סצינה	N;SG	N;FEM;SG
villa	וילה	villa	וילה	N	N;FEM;SG
kolam	בריכה	kolam	בריכה	N;SG	N;FEM;SG
kolam	בריכה	kolam	בריכה	N;SG	N;FEM;SG
kolam	בריכת	kolam	בריכה	N;SG	N;PSSD;FEM;SG
sempurna	מושלם	sempurna	מושלם	ADJ;SG	ADJ;MASC;SG
wartawan	עיתונאית	wartawan	עיתונאית	N;SG	N;FEM;SG
wartawan	עיתונאי	wartawan	עיתונאי	N;SG	N;MASC;SG
wartawan	כתב	wartawan	כתב	N;SG	N;MASC;SG
memanfaatkan	מנצל	menmanfaatkan	מנצל	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
budak	שפחה	budak	שפחה	N;SG	N;FEM;SG
disimpan	מאוחסן	disimpan	מאוחסן	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
mengisi	ממלא	menisi	מילא	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
mengisi	ממלאת	menisi	מילא	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
mengisi	טוען	menisi	טען	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
mengisi	למלא	menisi	מילא	V;SG;ACT	V;NFIN;ACT
ditujukan	ממוען	ditujukan	ממוען	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
ditujukan	מיועד	ditujukan	יועד	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
negatif	שלילי	negatif	שלילי	ADJ;SG	ADJ;MASC;SG
kanker	סרטן	kanker	סרטן	N;SG	N;MASC;SG
otoritas	רשות	otoritas	רשות	N;SG	N;FEM;SG
otoritas	סמכות	otoritas	סמכות	N;SG	N;FEM;SG
variasi	גיוון	variasi	גיוון	N;SG	N;MASC;SG
variasi	וריאציה	variasi	וריאציה	N;SG	N;FEM;SG
biara	מנזרים	biara	מנזר	N	N;MASC;PL
menempatkan	לשים	mentempatkan	שם	V;SG;ACT	V;NFIN;ACT
roket	רקטה	roket	רקטה	N;SG	N;FEM;SG
parameter	פרמטר	parameter	פרמטר	N;SG	N;MASC;SG
partikel	חלקיקים	partikel	חלקיק	N	N;MASC;PL
invasi	פלישה	invasi	פלישה	N;SG	N;FEM;SG
pengelolaan	ניהול	penkelolaan	ניהול	N;SG	N;MASC;SG
pengelolaan	הנהלה	penkelolaan	הנהלה	N;SG	N;FEM;SG
disetujui	אושרה	disetujui	אושר	V;SG;PASS	V;FEM;SG;3;PST;PASS
mengakhiri	מסתיים	menakhiri	הסתיים	V;SG;ACT	V;MASC;SG;V.PTCP
anggaran	תקצוב	anggaran	תקצוב	N;SG	N;MASC;SG
anggaran	תקציב	anggaran	תקציב	N;SG	N;MASC;SG
penjelasan	הסבר	penjelasan	הסבר	N;SG	N;MASC;SG
perahu	סירה	perahu	סירה	N;SG	N;FEM;SG
rusak	פגומה	rusak	פגום	ADJ;SG	ADJ;FEM;SG
rusak	פגום	rusak	פגום	ADJ;SG	ADJ;MASC;SG
rusak	פגומה	rusak	פגום	ADJ;SG	ADJ;FEM;SG
rusak	פגום	rusak	פגום	ADJ;SG	ADJ;MASC;SG
