vir	pre	vir	pre	ADP	ADP;ACC
standaarde	štandardy	standaard	štandard	N;PL	N;INAN;NOM;MASC;PL
sone	zóna	sone	zóna	N;SG	N;NOM;FEM;SG
argitekte	architektov	argitek	architekt	N;PL	N;ANIM;ACC;MASC;PL
tydstip	dobe	tydstip	dobe	N;SG	N;DAT;FEM;SG
tydstip	čas	tydstip	čas	N;SG	N;INAN;NOM;MASC;SG
tydstip	doba	tydstip	doba	N;SG	N;NOM;FEM;SG
vlerke	krídla	vlerk	krídlo	N;PL	N;NOM;NEUT;PL
meksikaanse	mexické	meksikaans	mexický	ADJ;NOM	ADJ;NOM;NEUT;SG
meksikaanse	mexický	meksikaans	mexický	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
denke	myslenia	denke	myslenie	N;PL	N;NOM;NEUT;PL
tande	zubami	tande	zub	N;PL	N;INAN;INS;MASC;PL
tande	zubov	tande	zub	N;PL	N;INAN;GEN;MASC;PL
tande	zuby	tande	zub	N;PL	N;INAN;NOM;MASC;PL
geteken	vyvodiť	teken	vyvodiť	V;PST;V.PTCP	V;PFV;POS;NFIN
liedjie	pesnička	liedjie	pesnička	N;SG	N;NOM;FEM;SG
liedjie	pieseň	liedjie	pieseň	N;SG	N;NOM;FEM;SG
liedjie	skladba	liedjie	skladba	N;SG	N;NOM;FEM;SG
ekspedisie	expedícia	ekspedisie	expedícia	N;SG	N;NOM;FEM;SG
hektaar	hektár	hektaar	hektár	N;SG	N;INAN;NOM;MASC;SG
blom	kvet	blom	kvet	N;SG	N;INAN;NOM;MASC;SG
blom	kvietok	blom	kvietok	N;SG	N;INAN;NOM;MASC;SG
aktiwiteit	činnosť	aktiwiteit	činnosť	N;SG	N;NOM;FEM;SG
aktiwiteit	aktivita	aktiwiteit	aktivita	N;SG	N;NOM;FEM;SG
ongeluk	úraz	ongeluk	úraz	N;SG	N;INAN;NOM;MASC;SG
ongeluk	nehoda	ongeluk	nehoda	N;SG	N;NOM;FEM;SG
ongeluk	havária	ongeluk	havária	N;SG	N;NOM;FEM;SG
resultaat	vysledok	resultaat	vysledok	N;SG	N;INAN;NOM;MASC;SG
resultaat	výsledok	resultaat	výsledok	N;SG	N;INAN;NOM;MASC;SG
infrastruktuur	infraštruktúra	infrastruktuur	infraštruktúra	N;SG	N;NOM;FEM;SG
infrastruktuur	infraštruktúru	infrastruktuur	infraštruktúra	N;SG	N;ACC;FEM;SG
bulle	býkov	bulle	býk	N;PL	N;INAN;GEN;MASC;PL
worcester	worcester	worcester	worcester	N;SG	N;INAN;NOM;MASC;SG
hamlet	hamlet	hamlet	hamlet	N;SG	N;ANIM;NOM;MASC;SG
daaglikse	denná	daagliks	denný	ADJ;NOM	ADJ;NOM;FEM;SG
daaglikse	denný	daagliks	denný	ADJ;NOM	ADJ;INAN;NOM;MASC;SG
daaglikse	denné	daagliks	denný	ADJ;NOM	ADJ;NOM;NEUT;SG
toerusting	zariadenie	toerusting	zariadenie	N;SG	N;NOM;NEUT;SG
toerusting	vybavenie	toerusting	vybavenie	N;SG	N;NOM;NEUT;SG
toerusting	výstroj	toerusting	výstroj	N;SG	N;NOM;FEM;SG
toerusting	výstroja	toerusting	výstroj	N;SG	N;INAN;GEN;MASC;SG
konstruksie	konštrukcia	konstruksie	konštrukcia	N;SG	N;NOM;FEM;SG
konstruksie	výstavba	konstruksie	výstavba	N;SG	N;NOM;FEM;SG
konstruksie	stavba	konstruksie	stavba	N;SG	N;NOM;FEM;SG
konstruksie	stavebníctvo	konstruksie	stavebníctvo	N;SG	N;NOM;NEUT;SG
geleenthede	príležitosti	geleentheid	príležitosť	N;PL	N;NOM;FEM;PL
geleenthede	udalostí	geleentheid	udalosť	N;PL	N;GEN;FEM;PL
geleenthede	podujatia	geleentheid	podujatie	N;PL	N;NOM;NEUT;PL
geleenthede	udalosti	geleentheid	udalosť	N;PL	N;NOM;FEM;PL
digters	básnici	digters	básnik	N;PL	N;ANIM;NOM;MASC;PL
voortdurend	plynule	voortduur	plynule	ADV	ADV
voortdurend	nepretržite	voortduur	nepretržite	ADV	ADV
voortdurend	priebežne	voortduur	priebežne	ADV	ADV
hemel	neba	hemel	nebo	N;SG	N;GEN;NEUT;SG
hemel	nebo	hemel	nebo	N;SG	N;NOM;NEUT;SG
titels	názvy	titels	názov	N;PL	N;INAN;NOM;MASC;PL
titels	tituly	titels	titula	N;PL	N;INAN;NOM;MASC;PL
gevangenes	zajatcov	gevangene	zajatec	N;PL	N;ANIM;ACC;MASC;PL
gevangenes	väzňami	gevangene	väzek	N;PL	N;INS;FEM;PL
gevangenes	väzňov	gevangene	väzeň	N;PL	N;ANIM;GEN;MASC;PL
gevangenes	väzni	gevangene	väzeň	N;PL	N;ANIM;NOM;MASC;PL
kategorieë	kategórie	kategorie	kategória	N;PL	N;NOM;FEM;PL
kategorieë	kategórií	kategorie	kategória	N;PL	N;GEN;FEM;PL
uitstekende	výborná	uitstek	výborný	ADJ;NOM	ADJ;NOM;FEM;SG
uitstekende	vynikajúca	uitstek	vynikajúci	ADJ;NOM	ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
uitstekende	vynikajúce	uitstek	vynikajúci	ADJ;NOM	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
begraafplaas	cintorín	begraafplaas	cintorina	N;SG	N;INAN;NOM;MASC;SG
onthul	prezradiť	onthul	prezradiť	V;PRS	V;PFV;POS;NFIN
onthul	odhaliť	onthul	odhaliť	V;PRS	V;PFV;POS;NFIN
airbus	airbus	airbus	airbus	N;SG	N;INAN;NOM;MASC;SG
arms	ruky	arms	ruka	N;PL	N;NOM;FEM;PL
arms	ramená	arms	rameno	N;PL	N;NOM;NEUT;PL
arms	zbraní	arms	zbraňiť	N;PL	N;GEN;FEM;PL
arms	zbrane	arms	zbraň	N;PL	N;NOM;FEM;PL
duim	palcov	duim	palec	N;PL	N;INAN;GEN;MASC;PL
selle	buniek	selle	bunka	N;PL	N;GEN;FEM;PL
selle	bunky	selle	bunka	N;PL	N;NOM;FEM;PL
demokrasie	demokraciu	demokrasie	demokracia	N;SG	N;ACC;FEM;SG
demokrasie	demokracia	demokrasie	demokracia	N;SG	N;NOM;FEM;SG
uitsluitlik	výhradne	uitsluitlik	výhradne	ADV	ADV
praktiese	praktické	prakties	praktický	ADJ;NOM	ADJ;NOM;NEUT;SG
praktiese	praktický	prakties	praktický	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
praktiese	praktická	prakties	praktický	ADJ;NOM	ADJ;NOM;FEM;SG
klip	kameň	klip	kameň	N;SG	N;INAN;NOM;MASC;SG
klip	kameňa	klip	kameňa	N;SG	N;INAN;GEN;MASC;SG
lutherse	evanjelický	luthers	evanjelický	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
boeddhisme	budhizmus	boeddhisme	budhizmus	N;SG	N;INAN;NOM;MASC;SG
heuwel	kopci	heuwel	kopec	N;SG	N;INAN;ESS;MASC;SG
heuwel	kopca	heuwel	kopec	N;SG	N;INAN;GEN;MASC;SG
heuwel	kopec	heuwel	kopec	N;SG	N;INAN;NOM;MASC;SG
lesers	čitateľov	leser	čitateľ	N;PL	N;ANIM;ACC;MASC;PL
lesers	čitatelia	leser	čitateľ	N;PL	N;ANIM;NOM;MASC;PL
oral	všade	oral	všade	ADV	ADV
komeet	kométa	komeet	komét	N;SG	N;NOM;FEM;SG
stelling	prehlásenie	stelling	prehlásenie	N;SG	N;NOM;NEUT;SG
stelling	výkaz	stelling	výkaz	N;SG	N;INAN;NOM;MASC;SG
stelling	vyhlásenie	stelling	vyhlásenie	N;SG	N;NOM;NEUT;SG
stelling	vyjadrenie	stelling	vyjadrenie	N;SG	N;NOM;NEUT;SG
tipes	typy	tipes	typ	N;PL	N;INAN;NOM;MASC;PL
tipes	typov	tipes	typ	N;PL	N;INAN;GEN;MASC;PL
sagte	jemné	sagte	jemný	ADJ;NOM	ADJ;NOM;NEUT;SG
sagte	mäkká	sagte	mäkký	ADJ;NOM	ADJ;NOM;FEM;SG
sagte	mäkké	sagte	mäkký	ADJ;NOM	ADJ;NOM;NEUT;SG
sagte	mäkký	sagte	mäkký	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
biologiese	biologický	biologies	biologický	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
biologiese	biologické	biologies	biologický	ADJ;NOM	ADJ;NOM;NEUT;SG
biologiese	biologická	biologies	biologický	ADJ;NOM	ADJ;NOM;FEM;SG
lisensie	licenciu	lisensie	licencia	N;SG	N;ACC;FEM;SG
lisensie	licencia	lisensie	licencia	N;SG	N;NOM;FEM;SG
lisensie	preukaz	lisensie	preukaz	N;SG	N;INAN;NOM;MASC;SG
lisensie	licencia	lisensie	licencia	N;SG	N;NOM;FEM;SG
uitstalling	výstavu	uitstalling	výstava	N;SG	N;ACC;FEM;SG
uitstalling	výstava	uitstalling	výstava	N;SG	N;NOM;FEM;SG
teenoorgestelde	opačné	teenoorgesteld	opačný	ADJ;NOM	ADJ;NOM;NEUT;SG
ietwat	pomerne	ietwat	pomerne	PART	PART
woensdag	stredu	woensdag	stred	N;SG	N;INAN;GEN;MASC;SG
velde	polia	vel	pole	N;PL	N;NOM;NEUT;PL
velde	polí	vel	poliť	N;PL	N;GEN;FEM;PL
aansig	prehliadač	aansig	prehliadač	N;SG	N;INAN;NOM;MASC;SG
aansig	zobrazenie	aansig	zobrazenie	N;SG	N;NOM;NEUT;SG
aansig	výhľad	aansig	výhľad	N;SG	N;INAN;NOM;MASC;SG
aansig	pohľad	aansig	pohľad	N;SG	N;INAN;NOM;MASC;SG
aansig	zobrazenie	aansig	zobrazenie	N;SG	N;NOM;NEUT;SG
klanke	zvuky	klank	zvuk	N;PL	N;INAN;NOM;MASC;PL
rewolusionêre	revolučná	rewolusionêre	revolučný	ADJ;NOM	ADJ;NOM;FEM;SG
godin	bohyňa	godin	bohyňa	N;SG	N;NOM;FEM;SG
mis	opar	mis	opar	N;SG	N;INAN;NOM;MASC;SG
mis	hmla	mis	hmla	N;SG	N;NOM;FEM;SG
mis	hmle	mis	hmla	N;SG	N;DAT;FEM;SG
mis	hmla	mis	hmla	N;SG	N;NOM;FEM;SG
albums	albumy	albums	album	N;PL	N;INAN;NOM;MASC;PL
albums	albumov	albums	album	N;PL	N;INAN;GEN;MASC;PL
waterval	vodopád	waterval	vodopád	N;SG	N;INAN;NOM;MASC;SG
luitenant	poručík	luitenant	poručík	N;SG	N;ANIM;NOM;MASC;SG
luitenant	nadporučík	luitenant	nadporučík	N;SG	N;ANIM;NOM;MASC;SG
toespraak	prejav	toespraak	prejav	N;SG	N;INAN;NOM;MASC;SG
toespraak	príhovor	toespraak	príhovor	N;SG	N;INAN;NOM;MASC;SG
toespraak	vystúpenie	toespraak	vystúpenie	N;SG	N;NOM;NEUT;SG
toespraak	reč	toespraak	reč	N;SG	N;NOM;FEM;SG
voertuie	vozidiel	voertuig	vozidlieť	N;PL	N;GEN;NEUT;PL
voertuie	vozidlá	voertuig	vozidlo	N;PL	N;NOM;NEUT;PL
onderdruk	potlačiť	onderdruk	potlačiť	V;PRS	V;PFV;POS;NFIN
trein	vlaku	trein	vlak	N;SG	N;INAN;GEN;MASC;SG
trein	vlakom	trein	vlak	N;SG	N;INAN;INS;MASC;SG
trein	vlak	trein	vlak	N;SG	N;INAN;NOM;MASC;SG
patroon	vzor	patroon	vzor	N;SG	N;INAN;NOM;MASC;SG
kwaliteit	kvalita	kwaliteit	kvalita	N;SG	N;NOM;FEM;SG
kwaliteit	vlastnosť	kwaliteit	vlastnosť	N;SG	N;NOM;FEM;SG
takke	pobočky	tak	pobočka	N;PL	N;NOM;FEM;PL
takke	vetvy	tak	vetvy	N;PL	N;NOM;FEM;PL
takke	pobočiek	tak	pobočka	N;PL	N;GEN;NEUT;PL
houding	postoj	houding	postoj	N;SG	N;INAN;NOM;MASC;SG
deelnemers	účastníkov	deelnemer	účastník	N;PL	N;ANIM;ACC;MASC;PL
deelnemers	účastníkmi	deelnemer	účastník	N;PL	N;ANIM;INS;MASC;PL
deelnemers	účastníci	deelnemer	účastník	N;PL	N;ANIM;NOM;MASC;PL
ervaring	skúsenosť	ervaring	skúsenosť	N;SG	N;NOM;FEM;SG
ervaring	prax	ervaring	prax	N;SG	N;NOM;FEM;SG
ervaring	zážitok	ervaring	zážitok	N;SG	N;INAN;NOM;MASC;SG
gelyke	peer	gelyk	peer	N;SG	N;ANIM;NOM;MASC;SG
beveel	odporúča	beveel	odporúčať	V;PRS	V;IPFV;IND;SG;3;POS;PRS;FIN
merk	označiť	merk	označiť	V;PRS	V;PFV;POS;NFIN
merk	označiť	merk	označiť	V;PRS	V;PFV;POS;NFIN
gevorderde	pokročilý	vorder	pokročilý	ADJ;NOM	ADJ;INAN;NOM;MASC;SG
gevorderde	pokročilé	vorder	pokročilý	ADJ;NOM	ADJ;NOM;NEUT;SG
gevorderde	rozšírené	vorder	rozšírený	ADJ;NOM	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
slang	hada	slang	hada	N;SG	N;ANIM;ACC;MASC;SG
slang	had	slang	had	N;SG	N;ANIM;NOM;MASC;SG
simptome	príznaky	simptome	príznak	N;PL	N;INAN;NOM;MASC;PL
simptome	symptómy	simptome	symptóm	N;PL	N;INAN;NOM;MASC;PL
hervorming	reformácia	hervorming	reformácia	N;SG	N;NOM;FEM;SG
genre	žáner	genr	žáner	N;SG	N;INAN;NOM;MASC;SG
parke	parky	park	parka	N;PL	N;NOM;FEM;PL
parke	parkov	park	park	N;PL	N;INAN;GEN;MASC;PL
gesinne	rodiny	gesin	rodina	N;PL	N;NOM;FEM;PL
gesinne	rodín	gesin	rodina	N;PL	N;GEN;FEM;PL
gesinne	rodinám	gesin	rodina	N;PL	N;DAT;FEM;PL
rasse	plemien	rasse	plemeno	N;PL	N;GEN;NEUT;PL
tref	udrieť	tref	udrieť	V;PRS	V;PFV;POS;NFIN
regstreeks	naživo	regstreeks	naživo	ADV	ADV
bedreiging	ohrozenie	bedreiging	ohrozenie	N;SG	N;NOM;NEUT;SG
bedreiging	hrozba	bedreiging	hrozba	N;SG	N;NOM;FEM;SG
uitleg	rozloženie	uitleg	rozloženie	N;SG	N;NOM;NEUT;SG
uitleg	usporiadanie	uitleg	usporiadanie	N;SG	N;NOM;NEUT;SG
doeleindes	účely	doeleinde	účel	N;PL	N;INAN;NOM;MASC;PL
doeleindes	účelov	doeleinde	účel	N;PL	N;INAN;GEN;MASC;PL
aardbewing	zemetrasenie	aardbewing	zemetrasenie	N;SG	N;NOM;NEUT;SG
woestyn	dezert	woestyn	dezert	N;SG	N;INAN;NOM;MASC;SG
woestyn	zákusok	woestyn	zákusok	N;SG	N;INAN;NOM;MASC;SG
woestyn	púšť	woestyn	púšť	N;SG	N;NOM;FEM;SG
woestyn	púšti	woestyn	púšť	N;SG	N;DAT;FEM;SG
kolle	bodky	kol	bodka	N;PL	N;NOM;FEM;PL
kolle	škvrny	kol	škvrna	N;PL	N;NOM;FEM;PL
kookkuns	kuchyňa	kookkuns	kuchyňa	N;SG	N;NOM;FEM;SG
kookkuns	kuchyne	kookkuns	kuchyňa	N;SG	N;GEN;FEM;SG
kookkuns	varenie	kookkuns	varenie	N;SG	N;NOM;NEUT;SG
meisie	dievča	meisie	dievča	N;SG	N;NOM;NEUT;SG
meisie	dievčatko	meisie	dievčatko	N;SG	N;NOM;NEUT;SG
radius	okruh	radius	okruh	N;SG	N;INAN;NOM;MASC;SG
radius	polomer	radius	polomer	N;SG	N;INAN;NOM;MASC;SG
vrae	otázky	vraag	otázka	N;PL	N;NOM;FEM;PL
vrae	otázok	vraag	otázka	N;PL	N;GEN;FEM;PL
vrae	otazky	vraag	otazka	N;PL	N;NOM;FEM;PL
werknemers	zamestnanci	werknemer	zamestnanec	N;PL	N;ANIM;NOM;MASC;PL
werknemers	zamestnancov	werknemer	zamestnanec	N;PL	N;ANIM;ACC;MASC;PL
reageer	reagovať	reageer	reagovať	V;PRS	V;IPFV;POS;NFIN
reageer	zareaguje	reageer	zareagovať	V;PRS	V;PFV;IND;SG;3;POS;PRS;FIN
reageer	odpovedať	reageer	odpovedať	V;PRS	V;IPFV;POS;NFIN
reageer	reagovať	reageer	reagovať	V;PRS	V;IPFV;POS;NFIN
tronk	väznica	tronk	väznica	N;SG	N;NOM;FEM;SG
tronk	väzenie	tronk	väzenie	N;SG	N;NOM;NEUT;SG
tronk	väznica	tronk	väznica	N;SG	N;NOM;FEM;SG
tronk	väzení	tronk	väzenie	N;SG	N;NOM;NEUT;SG
tronk	väzenie	tronk	väzenie	N;SG	N;NOM;NEUT;SG
enjins	motorov	enjins	motor	N;PL	N;INAN;GEN;MASC;PL
enjins	motory	enjins	motor	N;PL	N;INAN;NOM;MASC;PL
evolusie	evolúcia	evolusie	evolúcia	N;SG	N;NOM;FEM;SG
evolusie	vývoj	evolusie	vývoj	N;SG	N;INAN;NOM;MASC;SG
sektor	sektor	sektor	sektor	N;SG	N;INAN;NOM;MASC;SG
sektor	odvetvie	sektor	odvetvieť	N;SG	N;NOM;NEUT;SG
addisionele	dodatočné	addisioneel	dodatočný	ADJ;NOM	ADJ;NOM;NEUT;SG
addisionele	doplňujúce	addisioneel	doplňujúci	ADJ;NOM	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
addisionele	ďalšie	addisioneel	ďalší	ADJ;NOM	ADJ;NOM;NEUT;SG
addisionele	doplnkové	addisioneel	doplnkový	ADJ;NOM	ADJ;NOM;NEUT;SG
leierskap	vedenie	leierskap	vedenie	N;SG	N;NOM;NEUT;SG
afrigter	trener	afrigter	trener	N;SG	N;ANIM;NOM;MASC;SG
afrigter	tréner	afrigter	tréner	N;SG	N;ANIM;NOM;MASC;SG
pond	libra	pond	libra	N;SG	N;NOM;FEM;SG
herinner	pripomenúť	herinner	pripomenúť	V;PRS	V;PFV;POS;NFIN
herinner	pripomínať	herinner	pripomínať	V;PRS	V;IPFV;POS;NFIN
mites	mýty	mite	mýty	N;PL	N;INAN;NOM;MASC;PL
items	položky	item	položka	N;PL	N;NOM;FEM;PL
items	položiek	item	položka	N;PL	N;GEN;FEM;PL
winkels	obchodov	winkels	obchod	N;PL	N;INAN;GEN;MASC;PL
winkels	obchody	winkels	obchod	N;PL	N;INAN;NOM;MASC;PL
winkels	predajne	winkels	predajňa	N;PL	N;NOM;FEM;PL
winkels	obchody	winkels	obchod	N;PL	N;INAN;NOM;MASC;PL
winkels	predajne	winkels	predajňa	N;PL	N;NOM;FEM;PL
azerbeidjan	azerbajdžan	azerbeidjan	azerbajdžan	N;SG	N;INAN;NOM;MASC;SG
erg	vážne	erg	vážne	ADV	ADV
erg	seriózne	erg	seriózne	ADV	ADV
genetiese	genetický	geneties	genetický	ADJ;NOM	ADJ;INAN;NOM;MASC;SG
genetiese	genetická	geneties	genetický	ADJ;NOM	ADJ;NOM;FEM;SG
genetiese	genetické	geneties	genetický	ADJ;NOM	ADJ;NOM;NEUT;SG
films	filmy	films	film	N;PL	N;INAN;NOM;MASC;PL
films	filmov	films	film	N;PL	N;INAN;GEN;MASC;PL
oseane	oceány	oseane	oceán	N;PL	N;INAN;NOM;MASC;PL
oseane	oceánov	oseane	oceán	N;PL	N;INAN;GEN;MASC;PL
geëis	tvrdilo	eis	tvrdiť	V;PST;V.PTCP	V;IPFV;NEUT;SG;POS;PST;V.PTCP
geëis	tvrdila	eis	tvrdiť	V;PST;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
geëis	žiadal	eis	žiadať	V;PST;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
afstammelinge	potomkovia	afstammeling	potomok	N;PL	N;ANIM;NOM;MASC;PL
afstammelinge	potomkov	afstammeling	potomok	N;PL	N;ANIM;ACC;MASC;PL
boeing	boeing	boeing	boeing	N;SG	N;INAN;NOM;MASC;SG
feite	fakty	feit	fakt	N;PL	N;INAN;NOM;MASC;PL
feite	faktov	feit	fakt	N;PL	N;INAN;GEN;MASC;PL
sirkel	kruh	sirkel	kruh	N;SG	N;INAN;NOM;MASC;SG
sirkel	krúžok	sirkel	krúžok	N;SG	N;INAN;NOM;MASC;SG
sirkel	kruhu	sirkel	kruh	N;SG	N;INAN;GEN;MASC;SG
perspektief	perspektíva	perspektief	perspektív	N;SG	N;NOM;FEM;SG
kings	králi	king	kráľ	N;PL	N;ANIM;NOM;MASC;PL
kings	kráľov	king	kráľ	N;PL	N;ANIM;GEN;MASC;PL
helderheid	jasu	helderheid	jas	N;SG	N;INAN;GEN;MASC;SG
helderheid	jas	helderheid	jas	N;SG	N;INAN;NOM;MASC;SG
toepassings	prihlášky	toepassing	prihláška	N;PL	N;NOM;FEM;PL
toepassings	aplikácií	toepassing	aplikácia	N;PL	N;GEN;FEM;PL
toepassings	aplikácie	toepassing	aplikácia	N;PL	N;NOM;FEM;PL
toepassings	žiadosti	toepassing	žiadosť	N;PL	N;NOM;FEM;PL
toepassings	aplikácií	toepassing	aplikácia	N;PL	N;GEN;FEM;PL
toepassings	aplikácie	toepassing	aplikácia	N;PL	N;NOM;FEM;PL
toepassings	aplikácie	toepassing	aplikácia	N;PL	N;NOM;FEM;PL
weduwee	vdova	weduwee	vdova	N;SG	N;NOM;FEM;SG
fiksie	výmysel	fiksie	výmysel	N;SG	N;INAN;NOM;MASC;SG
fiksie	fikcia	fiksie	fikcia	N;SG	N;NOM;FEM;SG
metale	kovy	metaal	kova	N;PL	N;INAN;NOM;MASC;PL
metale	kovov	metaal	kov	N;PL	N;NOM;FEM;PL
klubs	kluby	klubs	klub	N;PL	N;INAN;NOM;MASC;PL
klubs	palice	klubs	palica	N;PL	N;NOM;FEM;PL
klubs	klubov	klubs	klub	N;PL	N;INAN;GEN;MASC;PL
individu	jednotlivec	individu	jednotlivec	N;SG	N;ANIM;NOM;MASC;SG
individu	jednotlivca	individu	jednotlivec	N;SG	N;ANIM;ACC;MASC;SG
oorsig	prehľad	oorsig	prehľad	N;SG	N;INAN;NOM;MASC;SG
oorsig	revízia	oorsig	revízia	N;SG	N;NOM;FEM;SG
oorsig	preskúmanie	oorsig	preskúmanie	N;SG	N;NOM;NEUT;SG
misdaad	zločin	misdaad	zločin	N;SG	N;INAN;NOM;MASC;SG
misdaad	kriminalita	misdaad	kriminalita	N;SG	N;NOM;FEM;SG
misdaad	zločinu	misdaad	zločin	N;SG	N;INAN;GEN;MASC;SG
villa	vila	villa	vila	N;SG	N;NOM;FEM;SG
villa	villa	villa	villa	N;SG	N;NOM;MASC;SG
sneeu	savannah	sneeu	savanna	N;SG	N;NOM;FEM;SG
sneeu	snehu	sneeu	sneh	N;SG	N;INAN;GEN;MASC;SG
sneeu	snehulienka	sneeu	snehulienka	N;SG	N;NOM;FEM;SG
sneeu	sneh	sneeu	sneh	N;SG	N;INAN;NOM;MASC;SG
sneeu	sneženie	sneeu	sneženie	N;SG	N;NOM;NEUT;SG
stabiele	stabilné	stabiel	stabilný	ADJ;NOM	ADJ;NOM;NEUT;SG
stabiele	stabilná	stabiel	stabilný	ADJ;NOM	ADJ;NOM;FEM;SG
stabiele	stabilný	stabiel	stabilný	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
vertalings	preklady	vertaling	preklad	N;PL	N;INAN;NOM;MASC;PL
vertalings	prekladov	vertaling	preklad	N;PL	N;INAN;GEN;MASC;PL
oosterse	orientálne	oosters	orientálne	ADJ;NOM	ADJ;NOM;NEUT;SG
optiese	optické	optiese	optický	ADJ;NOM	ADJ;NOM;NEUT;SG
optiese	optická	optiese	optický	ADJ;NOM	ADJ;NOM;FEM;SG
optiese	optický	optiese	optický	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
lokomotief	lokomotíva	lokomotief	lokomotív	N;SG	N;INAN;NOM;MASC;SG
ontwerpe	vzory	ontwerp	vzor	N;PL	N;INAN;NOM;MASC;PL
ontwerpe	návrhy	ontwerp	návrh	N;PL	N;INAN;NOM;MASC;PL
uitdrukking	výraz	uitdrukking	výraz	N;SG	N;INAN;NOM;MASC;SG
uitdrukking	vyjadrenie	uitdrukking	vyjadrenie	N;SG	N;NOM;NEUT;SG
uitwissing	vyhynutie	uitwissing	vyhynutie	N;SG	N;NOM;NEUT;SG
uitwissing	zánik	uitwissing	zánik	N;SG	N;INAN;NOM;MASC;SG
sout	soľ	sout	soľ	N;SG	N;NOM;FEM;SG
dak	dakota	dak	dakota	N;SG	N;NOM;FEM;SG
hernoem	premenovať	hernoem	premenovať	V;PRS	V;IPFV;POS;NFIN
gewildheid	popularita	gewildheid	popularita	N;SG	N;NOM;FEM;SG
vaandel	ensign	vaandel	ensign	N;SG	N;NOM;FEM;SG
lot	osudu	lot	osud	N;SG	N;INAN;GEN;MASC;SG
lot	osud	lot	osud	N;SG	N;INAN;NOM;MASC;SG
plantegroei	vegetácie	plantegroei	vegetácia	N;PL	N;NOM;FEM;PL
vyand	nepriateľ	vyand	nepriateľ	N;SG	N;ANIM;NOM;MASC;SG
vyand	nepriateľa	vyand	nepriateľ	N;SG	N;ANIM;ACC;MASC;SG
vyand	nepriateľom	vyand	nepriateľ	N;SG	N;ANIM;INS;MASC;SG
opname	prieskum	opname	prieskum	N;SG	N;INAN;NOM;MASC;SG
opname	zisťovanie	opname	zisťovanie	N;SG	N;NOM;NEUT;SG
vlaktes	pláňach	vlakte	pláňa	N;PL	N;GEN;FEM;PL
vlaktes	roviny	vlakte	rovina	N;PL	N;NOM;FEM;PL
skenk	darovať	skenk	darovať	V;PRS	V;POS;NFIN
skenk	prispieť	skenk	prispieť	V;PRS	V;PFV;POS;NFIN
skiet	zastreliť	skiet	zastreliť	V;PRS	V;PFV;POS;NFIN
skiet	strieľať	skiet	strieľať	V;PRS	V;IPFV;POS;NFIN
skiet	strieľať	skiet	strieľať	V;PRS	V;IPFV;POS;NFIN
koor	zboru	koor	zbor	N;SG	N;INAN;GEN;MASC;SG
koor	zbore	koor	zbor	N;SG	N;INAN;DAT;MASC;SG
koor	zbor	koor	zbor	N;SG	N;INAN;NOM;MASC;SG
magtige	mocná	magtig	mocný	ADJ;NOM	ADJ;NOM;FEM;SG
magtige	mocný	magtig	mocný	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
magtige	mocné	magtig	mocný	ADJ;NOM	ADJ;NOM;NEUT;SG
manne	mužov	man	muž	N;PL	N;ANIM;ACC;MASC;PL
manne	muži	man	muž	N;PL	N;ANIM;NOM;MASC;PL
manne	pánske	man	pánsky	N;PL	N;NOM;FEM;PL
betrek	zapojiť	betrek	zapojiť	V;PRS	V;PFV;POS;NFIN
skandinawiese	škandinávske	skandinawies	škandinávsky	ADJ;NOM	ADJ;NOM;NEUT;SG
hard	tvrdo	hard	tvrdo	ADV	ADV
hard	silno	hard	silno	ADV	ADV
hard	ťažko	hard	ťažko	ADV	ADV
geag	považovať	geag	považovať	V;PRS	V;IPFV;POS;NFIN
amptenare	úradníci	amptenaar	úradník	N;PL	N;ANIM;NOM;MASC;PL
musiekgroep	pásmo	musiekgroep	pásmo	N;SG	N;NOM;NEUT;SG
musiekgroep	kapela	musiekgroep	kapel	N;SG	N;NOM;FEM;SG
persoonlikheid	osobnosť	persoonlikheid	osobnosť	N;SG	N;NOM;FEM;SG
onderhou	udržiavať	onderhou	udržiavať	V;PRS	V;IPFV;POS;NFIN
onderhou	zachovať	onderhou	zachovať	V;PRS	V;PFV;POS;NFIN
gelukkig	šťastne	gelukkig	šťastne	ADV	ADV
uitgawes	vydania	uitgawe	vydanie	N;PL	N;NOM;NEUT;PL
slaap	spánok	slaap	spánok	N;SG	N;INAN;NOM;MASC;SG
slaap	spánku	slaap	spánok	N;SG	N;INAN;GEN;MASC;SG
