kategória	kategorie	kategória	kategorie	N;NOM;FEM;SG	N;NOM;FEM;SG
urobil	erledigt	urobiť	erledigen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
urobil	getan	urobiť	tun	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
urobil	gemacht	urobiť	machen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
urobil	geschafft	urobiť	schaffen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
juhovýchodnej	südost	juhovýchodný	südost	ADJ;GEN;FEM;SG	ADJ
juhovýchodnej	südöstlich	juhovýchodný	südöstlich	ADJ;GEN;FEM;SG	ADJ
robí	tun	robiť	tun	V;IPFV;IND;SG;3;POS;PRS;FIN	V;NFIN
robí	macht	robiť	machen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
prenos	überweisung	prenos	überweisung	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
červené	rot	červený	rot	ADJ;NOM;NEUT;SG	ADJ
silné	mächtig	silný	mächtig	ADJ;NOM;NEUT;SG	ADJ
silné	kraftvoll	silný	kraftvoll	ADJ;NOM;NEUT;SG	ADJ
silné	mächtigen	silný	mächtig	ADJ;NOM;NEUT;SG	ADJ
silné	stark	silný	stark	ADJ;NOM;NEUT;SG	ADJ
matky	mütter	matka	mütter	N;NOM;FEM;PL	N;NOM;MASC;PL
matky	mütter	matka	mütter	N;NOM;FEM;PL	N;NOM;MASC;PL
domáce	startseite	domáci	startseite	ADJ;NOM;NEUT;SG	ADJ
domáce	inländischen	domáci	inländisch	ADJ;NOM;NEUT;SG	ADJ
otvorené	offen	otvorený	offen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
umelecké	künstlerisch	umelecký	künstlerisch	ADJ;NOM;NEUT;SG	ADJ
umelecké	künstlerischen	umelecký	künstlerisch	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
záznam	aufzeichnung	záznam	aufzeichnung	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
záznam	aufzeichnung	záznam	aufzeichnung	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
dej	fläche	dej	fläche	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
dej	zeichnung	dej	zeichnung	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
chodník	trasse	chodník	trassen	N;INAN;NOM;MASC;SG	N
chodník	strecke	chodník	strecken	N;INAN;NOM;MASC;SG	N;SG
chodník	wanderweg	chodník	wanderweg	N;INAN;NOM;MASC;SG	N
bývalí	ehemaligen	bývalý	ehemalig	ADJ;ANIM;NOM;MASC;PL	ADJ;NOM;PL
bývalí	ehemaliger	bývalý	ehemalig	ADJ;ANIM;NOM;MASC;PL	ADJ
bývalí	ehemalige	bývalý	ehemalig	ADJ;ANIM;NOM;MASC;PL	ADJ;NOM;FEM;PL
bývalí	frühere	bývalý	früh	ADJ;ANIM;NOM;MASC;PL	ADJ;NOM;FEM;PL
glóbus	welt	glóbus	welt	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
pásma	bands	pásmo	bands	N;NOM;NEUT;PL	N;NOM;FEM;PL
pásma	bänder	pásmo	Band	N;NOM;NEUT;PL	N
písať	schreiben	písať	schreiben	V;IPFV;POS;NFIN	V;NFIN
písať	schreibe	písať	schreibe	V;IPFV;POS;NFIN	V;IND;SG;3;PRS;FIN
písať	verfassen	písať	verfassen	V;IPFV;POS;NFIN	V;NFIN
písať	schreib	písať	schreib	V;IPFV;POS;NFIN	V;IND;SG;2;FIN
písať	tippen	písať	tippen	V;IPFV;POS;NFIN	V;NFIN
písať	schreiben	písať	schreiben	V;IPFV;POS;NFIN	V;NFIN
písať	schreibe	písať	schreibe	V;IPFV;POS;NFIN	V;IND;SG;3;PRS;FIN
podpora	betreuung	podpora	betreuung	N;NOM;FEM;SG	N;SG
našiel	gefunden	nájsť	finden	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
našiel	fand	nájsť	finden	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
populácie	einwohner	populácia	einwohner	N;NOM;FEM;PL	N;NOM;MASC;PL
populácie	populationen	populácia	populationen	N;NOM;FEM;PL	N;NOM;FEM;PL
scenár	drehbuch	scenár	drehbuch	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
scenár	szenarium	scenár	szenarium	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
scenár	drehbuch	scenár	drehbuch	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
scenár	skript	scenár	skripten	N;INAN;NOM;MASC;SG	N;NOM;SG
adresa	adresse	adresa	adresse	N;NOM;FEM;SG	N;NOM;FEM;SG
adresa	ansprache	adresa	ansprechen	N;NOM;FEM;SG	N;NOM;FEM;SG
útoky	angriffe	útok	angreifen	N;INAN;NOM;MASC;PL	N;NOM;PL
útoky	angriffe	útok	angreifen	N;INAN;NOM;MASC;PL	N;NOM;PL
útoky	übergriffe	útok	übergreifen	N;INAN;NOM;MASC;PL	N;NOM;PL
nedostatok	knappheit	nedostatok	knappheit	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
nedostatok	verknappung	nedostatok	verknappung	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
nedostatok	knappheit	nedostatok	knappheit	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
nedostatok	verknappung	nedostatok	verknappung	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
stredné	nahen	stredný	nah	ADJ;NOM;NEUT;SG	ADJ
stredné	mittlerer	stredný	mittler	ADJ;NOM;NEUT;SG	ADJ
stredné	mäßig	stredný	mäßig	ADJ;NOM;NEUT;SG	ADJ
stredné	mäßiger	stredný	mäßiger	ADJ;NOM;NEUT;SG	ADJ
stredné	moderat	stredný	moderat	ADJ;NOM;NEUT;SG	ADJ
stredné	gemäßigt	stredný	päßigen	ADJ;NOM;NEUT;SG	ADJ;V.PTCP
stredné	gemein	stredný	gemein	ADJ;NOM;NEUT;SG	ADJ
príklady	beispiele	príklad	beispiel	N;INAN;NOM;MASC;PL	N;NOM;PL
príklady	fallbeispiele	príklad	fallbeispiele	N;INAN;NOM;MASC;PL	N;NOM;PL
konštrukcia	konstruktion	konštrukcia	konstruktion	N;NOM;FEM;SG	N;SG
konštrukcia	bau	konštrukcia	bau	N;NOM;FEM;SG	N;SG
konštrukcia	entwurf	konštrukcia	entwerfen	N;NOM;FEM;SG	N
konštrukcia	gestaltung	konštrukcia	gestaltung	N;NOM;FEM;SG	N;NOM;FEM;SG
konštrukcia	konstruktion	konštrukcia	konstruktion	N;NOM;FEM;SG	N;SG
konštrukcia	design	konštrukcia	design	N;NOM;FEM;SG	N;NOM;NEUT;SG
konštrukcia	gliederung	konštrukcia	gliederung	N;NOM;FEM;SG	N;NOM;FEM;SG
lokalita	website	lokalita	websit	N;NOM;FEM;SG	N;SG
lokalita	seite	lokalita	seit	N;NOM;FEM;SG	N
lokalita	ort	lokalita	ort	N;NOM;FEM;SG	N;NOM;MASC;SG
lokalita	standorte	lokalita	standort	N;NOM;FEM;SG	N;NOM
povedať	sagen	povedať	sagen	V;PFV;POS;NFIN	V;NFIN
povedať	sagt	povedať	sagen	V;PFV;POS;NFIN	V;IND;SG;3;PRS;FIN
povedať	sagen	povedať	sagen	V;PFV;POS;NFIN	V;NFIN
voľný	frei	voľný	frei	ADJ;ANIM;NOM;MASC;SG	ADJ
voľný	kostenlos	voľný	kostenlos	ADJ;ANIM;NOM;MASC;SG	ADJ
ľudských	menschlicher	ľudský	menschlich	ADJ;GEN;MASC;PL	ADJ
ľudských	menschlichen	ľudský	menschlich	ADJ;GEN;MASC;PL	ADJ
konala	handelte	konať	handeln	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
konala	agierte	konať	agieren	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
konala	gehandelt	konať	handeln	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;V.PTCP
katolíckej	katholischer	katolícky	katholisch	ADJ;GEN;FEM;SG	ADJ
katolíckej	katholisch	katolícky	katholisch	ADJ;GEN;FEM;SG	ADJ
žiadosť	anwendung	žiadosť	anwendung	N;NOM;FEM;SG	N;NOM;FEM;SG
žiadosť	antragstellung	žiadosť	antragstellung	N;NOM;FEM;SG	N;NOM;FEM;SG
hlasovanie	abstimmung	hlasovanie	abstimmung	N;NOM;NEUT;SG	N;NOM;FEM;SG
hlasovanie	abstimmung	hlasovanie	abstimmung	N;NOM;NEUT;SG	N;NOM;FEM;SG
trest	todesstrafe	trest	todesstraf	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
trest	bestrafung	trest	bestrafung	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
kultúrna	kultureller	kultúrny	kulturell	ADJ;NOM;FEM;SG	ADJ
kultúrna	kulturell	kultúrny	kulturell	ADJ;NOM;FEM;SG	ADJ
kultúrna	kulturellen	kultúrny	kulturell	ADJ;NOM;FEM;SG	ADJ
podporuje	unterstützt	podporovať	unterstützen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;V.PTCP
podporuje	stützen	podporovať	stützen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;NFIN
podporuje	wirbt	podporovať	werben	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
podporuje	fördert	podporovať	fördern	V;IPFV;IND;SG;3;POS;PRS;FIN	V;V.PTCP
robiť	tun	robiť	tun	V;IPFV;POS;NFIN	V;NFIN
gróf	zählung	gróf	zählung	N;ANIM;NOM;MASC;SG	N;SG
vodný	wasserwirtschaft	vodný	wasserwirtschaft	ADJ;ANIM;NOM;MASC;SG	ADJ
vodný	trinkwasser	vodný	trinkwasser	ADJ;ANIM;NOM;MASC;SG	ADJ
vodný	wasserversorgung	vodný	wasserversorgung	ADJ;ANIM;NOM;MASC;SG	ADJ
trvá	rennt	trvať	rennen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
trvá	läuft	trvať	laufen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
trvá	besteht	trvať	bestehen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
trvá	beharrt	trvať	beharren	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
trvá	hält	trvať	halten	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
trvá	währt	trvať	währen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
trvá	dauert	trvať	dauern	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
predstavujú	repräsentieren	predstavovať	repräsentieren	V;IPFV;IND;PL;3;POS;PRS;FIN	V;NFIN
predstavujú	stellen	predstavovať	stellen	V;IPFV;IND;PL;3;POS;PRS;FIN	V;NFIN
vodná	wasserwirtschaft	vodný	wasserwirtschaft	ADJ;NOM;FEM;SG	ADJ
vodná	trinkwasser	vodný	trinkwasser	ADJ;NOM;FEM;SG	ADJ
vodná	wasserversorgung	vodný	wasserversorgung	ADJ;NOM;FEM;SG	ADJ
zaznamenal	bemerkte	zaznamenať	bemerkt	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
zaznamenal	notiert	zaznamenať	notieren	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
zaznamenal	angemerkt	zaznamenať	anmerken	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
zaznamenal	festgestellt	zaznamenať	feststellen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
národy	nationen	národ	nation	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
národy	völkern	národ	völkern	N;INAN;NOM;MASC;PL	N;NOM;PL
vie	weiß	vedieť	wissen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
vie	kennt	vedieť	kennen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
vie	wetteifern	vedieť	wetteifern	V;IPFV;IND;SG;3;POS;PRS;FIN	V;NFIN
generácia	erzeugung	generácia	erzeugung	N;NOM;FEM;SG	N;SG
tretie	dritter	tretí	dritt	ADJ;NOM;NEUT;SG	ADJ
tretie	drittel	tretí	Drittel	ADJ;NOM;NEUT;SG	ADJ;NOM
zmysel	sinne	zmysel	sinnen	N;INAN;NOM;MASC;SG	N
východné	östlich	východný	östlich	ADJ;NOM;NEUT;SG	ADJ
východné	ostseite	východný	ostseite	ADJ;NOM;NEUT;SG	ADJ
východné	osteuropa	východný	osteuropa	ADJ;NOM;NEUT;SG	ADJ
východná	östlich	východný	östlich	ADJ;NOM;FEM;SG	ADJ
východná	ostseite	východný	ostseite	ADJ;NOM;FEM;SG	ADJ
východná	osteuropa	východný	osteuropa	ADJ;NOM;FEM;SG	ADJ
pán	herr	pán	herr	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
misia	aufgabe	misia	aufgaben	N;NOM;FEM;SG	N;NOM;FEM;SG
misia	auftrag	misia	auftragen	N;NOM;FEM;SG	N;MASC;SG
námestia	plätze	námestie	platz	N;NOM;NEUT;PL	N;NOM;MASC;PL
kapacita	kapazität	kapacita	kapazität	N;NOM;FEM;SG	N;NOM;FEM;SG
jaskyne	höhlen	jaskyňa	höhlen	N;NOM;FEM;PL	N;NOM;PL
jaskyne	höhlen	jaskyňa	höhlen	N;NOM;FEM;PL	N;NOM;PL
kostoly	kirchen	kostol	Kirche	N;INAN;NOM;MASC;PL	N;PL
umiestnená	gelegen	umiestnený	liegen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;V.PTCP
stadion	stadion	stadion	stadion	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
bojové	martial	bojový	martial	ADJ;NOM;NEUT;SG	ADJ
odmietol	lehnte	odmietnuť	lehnen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
odmietol	zurückgegangen	odmietnuť	zurückgehen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
odmietol	abgelehnt	odmietnuť	ablehnen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
odmietol	verweigert	odmietnuť	verweigern	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
odmietol	abgelehnt	odmietnuť	ablehnen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
väčšia	größer	veľký	groß	ADJ;NOM;CMPR;FEM;SG	ADJ
väčšia	grösser	veľký	groß	ADJ;NOM;CMPR;FEM;SG	ADJ
väčšia	größeren	veľký	groß	ADJ;NOM;CMPR;FEM;SG	ADJ
väčšia	größer	veľký	groß	ADJ;NOM;CMPR;FEM;SG	ADJ
väčšia	größer	veľký	groß	ADJ;NOM;CMPR;FEM;SG	ADJ
väčšia	grösser	veľký	groß	ADJ;NOM;CMPR;FEM;SG	ADJ
vnútorné	interner	vnútorný	intern	ADJ;NOM;NEUT;SG	ADJ
vnútorné	intern	vnútorný	intern	ADJ;NOM;NEUT;SG	ADJ
vnútorné	innenraum	vnútorný	innenraum	ADJ;NOM;NEUT;SG	ADJ
vnútorné	inneres	vnútorný	inner	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
vnútorné	innerer	vnútorný	inner	ADJ;NOM;NEUT;SG	ADJ
vnútorné	inneren	vnútorný	inner	ADJ;NOM;NEUT;SG	ADJ
pobrežia	küsten	pobrežiť	küsten	N;NOM;NEUT;PL	N;PL
súboru	akten	súbor	akt	N;INAN;GEN;MASC;SG	N
mosty	brücken	most	brücken	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
zóny	zonen	zóna	zon	N;NOM;FEM;PL	N;NOM;PL
delenie	partitionierung	delenie	partitionierung	N;NOM;NEUT;SG	N;NOM;FEM;SG
delenie	unterteilung	delenie	unterteilung	N;NOM;NEUT;SG	N;NOM;FEM;SG
delenie	teilung	delenie	teilung	N;NOM;NEUT;SG	N;NOM;FEM;SG
delenie	spaltung	delenie	spaltung	N;NOM;NEUT;SG	N;FEM;SG
delenie	spaltung	delenie	spaltung	N;NOM;NEUT;SG	N;FEM;SG
jednoduché	einfaches	jednoduchý	einfach	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
jednoduché	einfacher	jednoduchý	einfach	ADJ;NOM;NEUT;SG	ADJ
jednoduché	leichter	jednoduchý	leicht	ADJ;NOM;NEUT;SG	ADJ
jednoduché	leicht	jednoduchý	leicht	ADJ;NOM;NEUT;SG	ADJ
trasa	trasse	triasť	trassen	N;NOM;FEM;SG	N
trasa	strecke	triasť	strecken	N;NOM;FEM;SG	N;SG
obsahom	inhalte	obsah	inhalt	N;INAN;INS;MASC;SG	N
železničnej	eisenbahnverkehr	železničný	eisenbahnverkehr	ADJ;GEN;FEM;SG	ADJ
stála	stehen	stáť	stehen	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;NFIN
stála	stand	stáť	stehen	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
reprezentuje	vertritt	reprezentovať	vertreten	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
reprezentuje	repräsentiert	reprezentovať	repräsentieren	V;IPFV;IND;SG;3;POS;PRS;FIN	V;V.PTCP
inde	anderswo	inde	anderswo	ADV	ADV
inde	andernorts	inde	andernorts	ADV	ADV
inde	woanders	inde	woanders	ADV	ADV
billboard	plakat	billboard	plakat	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
menší	kleiner	malý	klein	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ
menší	kleineren	malý	klein	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ
menší	kleinerer	malý	klein	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ
hodnosť	rang	hodnosť	rang	N;NOM;FEM;SG	N;SG
hodnosť	rangliste	hodnosť	ranglist	N;NOM;FEM;SG	N;NOM;FEM;SG
nutné	erforderlich	nutný	erforderlich	ADJ;NOM;NEUT;SG	ADJ
nutné	notwendig	nutný	notwendig	ADJ;NOM;NEUT;SG	ADJ
nutné	nötig	nutný	nötig	ADJ;NOM;NEUT;SG	ADJ
spracovanie	bearbeitung	spracovanie	bearbeitung	N;NOM;NEUT;SG	N;NOM;FEM;SG
spracovanie	verarbeitung	spracovanie	verarbeitung	N;NOM;NEUT;SG	N;NOM;FEM;SG
spracovanie	aufbereitung	spracovanie	aufbereitung	N;NOM;NEUT;SG	N;NOM;FEM;SG
používanie	verwendung	používanie	verwendung	N;NOM;NEUT;SG	N;SG
používanie	nutzung	používanie	nutzung	N;NOM;NEUT;SG	N;NOM;FEM;SG
používanie	einsatz	používanie	einsatz	N;NOM;NEUT;SG	N
používanie	benutzung	používanie	Benutzung	N;NOM;NEUT;SG	N;FEM;SG
používanie	verwendung	používanie	verwendung	N;NOM;NEUT;SG	N;SG
používanie	nutzung	používanie	nutzung	N;NOM;NEUT;SG	N;NOM;FEM;SG
schopné	fähig	schopný	fähig	ADJ;NOM;NEUT;SG	ADJ
schopné	fähig	schopný	fähig	ADJ;NOM;NEUT;SG	ADJ
schopné	fähiger	schopný	fähiger	ADJ;NOM;NEUT;SG	ADJ
neskoršie	nachher	neskorý	nachher	ADV;RL	ADV
samostatný	eigenständig	samostatný	eigenständig	ADJ;ANIM;NOM;MASC;SG	ADJ
samostatný	eigenständigen	samostatný	eigenständig	ADJ;ANIM;NOM;MASC;SG	ADJ
vyjadruje	ausdrückt	vyjadrovať	ausdrücken	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
vyjadruje	bekundet	vyjadrovať	bekunden	V;IPFV;IND;SG;3;POS;PRS;FIN	V;V.PTCP
vyjadruje	äußert	vyjadrovať	äußern	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
vyjadruje	drückt	vyjadrovať	drücken	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
belgická	belgisches	belgický	belgisch	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
belgická	belgischen	belgický	belgisch	ADJ;NOM;FEM;SG	ADJ
spravuje	verwaltet	spravovať	verwalten	V;IPFV;IND;SG;3;POS;PRS;FIN	V;V.PTCP
brána	tor	brána	tor	N;NOM;FEM;SG	N;NOM;NEUT;SG
brána	tor	brána	tor	N;NOM;FEM;SG	N;NOM;NEUT;SG
brána	zugang	brána	zugang	N;NOM;FEM;SG	N
zabezpečuje	sorgt	zabezpečovať	sorgen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
zabezpečuje	sichert	zabezpečovať	sichern	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
zabezpečuje	gewährleistet	zabezpečovať	gewährleisten	V;IPFV;IND;SG;3;POS;PRS;FIN	V;V.PTCP
zabezpečuje	sicherstellt	zabezpečovať	sicherstellen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;V.PTCP
zabezpečuje	bietet	zabezpečovať	bieten	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
zabezpečuje	liefert	zabezpečovať	liefern	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
súlade	übereinstimmung	súlad	übereinstimmung	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
vzduch	luft	vzduch	lüfen	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
cestujúcich	reisender	cestujúci	reisend	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	ADJ
cestujúcich	reisenden	cestujúci	reisend	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	ADJ
cestujúcich	personenverkehr	cestujúci	personenverkehr	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	ADJ
vrátiť	zurücknehmen	vrátiť	zurücknehmen	V;PFV;POS;NFIN	V;NFIN
vrátiť	zurückkehren	vrátiť	zurückkehren	V;PFV;POS;NFIN	V;NFIN
objav	entdeckung	objav	entdeckung	N;INAN;NOM;MASC;SG	N;SG
traja	drei	tri	drei	NUM;ANIM;NOM;MASC;PL	NUM
scény	szenen	scéna	szenen	N;NOM;FEM;PL	N;NOM;PL
občas	manchmal	občas	manchmal	ADV	ADV
občas	mitunter	občas	mitunter	ADV	ADV
občas	zuweilen	občas	zuweilen	ADV	ADV
dať	geben	dať	geben	V;POS;NFIN	V;NFIN
dať	gebe	dať	geben	V;POS;NFIN	V;SBJV;SG;3;PRS;FIN
dať	gib	dať	gib	V;POS;NFIN	V;IND;SG;2;PRS;FIN
dať	schenken	dať	schenken	V;POS;NFIN	V;NFIN
dáva	geben	dávať	geben	V;IPFV;IND;SG;3;POS;PRS;FIN	V;NFIN
dáva	gibt	dávať	geben	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
dáva	schenkt	dávať	schenken	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
dáva	verleiht	dávať	verleihen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
vážne	wirklich	vážne	wirklich	ADV	ADV
nasleduje	folgt	nasledovať	folgen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
knižnice	bibliotheken	knižnica	bibliothek	N;NOM;FEM;PL	N
knižnice	bibliotheken	knižnica	bibliothek	N;NOM;FEM;PL	N
básnici	poeten	básnik	poeten	N;ANIM;NOM;MASC;PL	N;PL
najstarší	ältester	barý	alt	ADJ;ANIM;NOM;RL;MASC;SG	ADJ
najstarší	ältester	barý	alt	ADJ;ANIM;NOM;RL;MASC;SG	ADJ
modrá	blau	modrý	blau	ADJ;NOM;FEM;SG	ADJ
modrá	blauen	modrý	blau	ADJ;NOM;FEM;SG	ADJ
bratia	brüder	brat	brüder	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
bratia	brüder	brat	brüder	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
väčšiu	größer	veľký	groß	ADJ;ACC;CMPR;FEM;SG	ADJ
kvality	qualität	kvalita	qualität	N;NOM;FEM;PL	N
patrilo	gehörte	patriť	gehören	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
portrét	porträt	portrét	porträt	N;INAN;NOM;MASC;SG	N;SG
portrét	zeichnung	portrét	zeichnung	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
verejné	öffentlicher	verejný	öffentlich	ADJ;NOM;NEUT;SG	ADJ
verejné	öffentlichkeit	verejný	öffentlichkeit	ADJ;NOM;NEUT;SG	ADJ
verejné	öffentlich	verejný	öffentlich	ADJ;NOM;NEUT;SG	ADJ
viesť	führen	viesť	führen	V;IPFV;POS;NFIN	V;NFIN
začne	fängt	začať	fängen	V;PFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
začne	beginnt	začať	beginnen	V;PFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
začne	startet	začať	starten	V;PFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
začne	fängt	začať	fängen	V;PFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
začne	beginnt	začať	beginnen	V;PFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
ženské	weiblich	ženský	weiblich	ADJ;NOM;NEUT;SG	ADJ
obvody	schaltungen	obvod	schaltung	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
obvody	ortsteile	obvod	ortsteilen	N;INAN;NOM;MASC;PL	N;NOM;PL
obvody	distrikte	obvod	distrikt	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
navštevoval	teilgenommen	navštevovať	teilnehmen	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
navštevoval	besucht	navštevovať	besuchen	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
navštevoval	besuchte	navštevovať	besuchen	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
zvýšenie	zunahme	zvýšenie	zunahme	N;NOM;NEUT;SG	N;SG
zvýšenie	erhöhung	zvýšenie	erhöhung	N;NOM;NEUT;SG	N;NOM;FEM;SG
orgány	karosserien	orgán	karosserie	N;INAN;NOM;MASC;PL	N;NOM;PL
riadenie	geschäftsführung	riadenie	geschäftsführung	N;NOM;NEUT;SG	N;NOM;FEM;SG
riadenie	unternehmensführung	riadenie	unternehmensführung	N;NOM;NEUT;SG	N;NOM;FEM;SG
riadenie	regierungsführung	riadenie	regierungsführung	N;NOM;NEUT;SG	N;NOM;FEM;SG
riadenie	unternehmensführung	riadenie	unternehmensführung	N;NOM;NEUT;SG	N;NOM;FEM;SG
formát	dateiformat	formát	dateiformat	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
formát	format	formát	format	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
pripomína	erinnert	pripomínať	erinnern	V;IPFV;IND;SG;3;POS;PRS;FIN	V;V.PTCP
pripomína	erinnert	pripomínať	erinnern	V;IPFV;IND;SG;3;POS;PRS;FIN	V;V.PTCP
