partigiani	partisaner	partigiano	partisan	N;MASC;PL	N;INDF;MASC+FEM;PL
reato	kriminalitet	reato	kriminalitet	N;MASC;SG	N;INDF;MASC+FEM;SG
reato	forbrydelse	reato	forbrydelse	N;MASC;SG	N;INDF;MASC+FEM;SG
continuamente	kontinuerligt	continuamente	kontinuerligt	ADV	ADV
continuamente	uafbrudt	continuamente	uafbrudt	ADV	ADV
contemporaneo	moderne	contemporaneo	moderne	ADJ;MASC;SG	ADJ
trasformare	transformere	trasformare	transformere	V;NFIN	V;NFIN;ACT
trasformare	forvandle	trasformare	forvandle	V;NFIN	V;NFIN;ACT
filadelfia	philadelphia	filadelfia	philadelphia	N;FEM;SG	N;INDF;MASC+FEM;SG
vertice	topmøde	vertice	topmøde	N;MASC;SG	N;INDF;NEUT;SG
vertice	topmødet	vertice	topmød	N;MASC;SG	N;DEF;NEUT;SG
attuazione	gennemførelse	attuazione	gennemførelse	N;FEM;SG	N;INDF;MASC+FEM;SG
attuazione	implementering	attuazione	implementering	N;FEM;SG	N;INDF;MASC+FEM;SG
attuazione	iværksættelse	attuazione	iværksættelse	N;FEM;SG	N;INDF;MASC+FEM;SG
attuazione	gennemførelsen	attuazione	gennemførelse	N;FEM;SG	N;DEF;MASC+FEM;SG
gregory	gregor	gregory	gregor	N;MASC;SG	N;INDF;MASC+FEM;SG
narrativa	fortælling	narrativa	fortælling	N;FEM;SG	N;INDF;MASC+FEM;SG
narrativa	fiktion	narrativa	fiktion	N;FEM;SG	N;INDF;MASC+FEM;SG
procuratore	anklagemyndighed	procuratore	anklagemyndighed	N;MASC;SG	N;INDF;MASC+FEM;SG
procuratore	anklagemyndigheden	procuratore	anklagemyndighed	N;MASC;SG	N;DEF;MASC+FEM;SG
procuratore	anklageren	procuratore	anklager	N;MASC;SG	N;DEF;MASC+FEM;SG
operatori	operatører	operatore	operatør	N;MASC;PL	N;INDF;MASC+FEM;PL
menzione	nævn	menzione	nævn	N;FEM;SG	N;INDF;NEUT;SG
verbo	verbum	verbo	verbum	N;MASC;SG	N;INDF;NEUT;SG
distribuita	fordelt	distribuire	fordele	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
distribuita	uddelt	distribuire	uddele	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
distribuita	distribueret	distribuire	distribuere	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
distribuita	omdelt	distribuire	omdele	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
suggerisce	antyder	suggerire	antyde	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
suggerisce	foreslår	suggerire	foreslå	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
creatore	skaberen	creatore	skaber	N;MASC;SG	N;DEF;MASC+FEM;SG
leva	løftestang	leva	løftestang	N;FEM;SG	N;INDF;MASC+FEM;SG
leva	gearing	leva	gearing	N;FEM;SG	N;INDF;MASC+FEM;SG
macchia	pletten	macchia	plet	N;FEM;SG	N;DEF;MASC+FEM;SG
macchia	plet	macchia	plet	N;FEM;SG	N;INDF;MASC+FEM;SG
macchia	plet	macchia	plet	N;FEM;SG	N;INDF;MASC+FEM;SG
macchia	sløret	macchia	slør	N;FEM;SG	N;DEF;NEUT;SG
macchia	slør	macchia	slør	N;FEM;SG	N;INDF;NEUT;SG
intenzioni	intentionerne	intenzione	intention	N;FEM;PL	N;DEF;MASC+FEM;PL
intenzioni	hensigter	intenzione	hensigt	N;FEM;PL	N;INDF;NEUT;PL
intenzioni	intentioner	intenzione	intention	N;FEM;PL	N;INDF;MASC+FEM;PL
rudolf	rudolf	rudolf	rudolf	N;MASC;SG	N;INDF;MASC+FEM;SG
soglia	tærskel	soglia	tærskel	N;FEM;SG	N;INDF;MASC+FEM;SG
hope	håb	hope	håb	N	N;INDF;NEUT;SG
hope	håbet	hope	håb	N	N;DEF;NEUT;SG
liberato	frigjort	liberare	frigjort	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
automatica	automatisk	automatico	automatisk	ADJ;FEM;SG	ADJ;INDF;SG
pirenei	pyrenæerne	pirene	pyrenæ	N;MASC;PL	N;DEF;NEUT;PL
guardare	se	guardare	se	V;NFIN	V;NFIN;ACT
guardare	kigger	guardare	kigge	V;NFIN	V;IND;PRS;FIN;ACT
guardare	ser	guardare	se	V;NFIN	V;IND;PRS;FIN;ACT
rivali	rivaler	rivale	rival	N;PL	N;INDF;MASC+FEM;PL
manoscritti	manuskripter	manoscrivere	manuskript	N;MASC;PL	N;INDF;NEUT;PL
controllata	styrede	controllare	styre	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
controllata	styret	controllare	styre	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
controllata	kontrolleret	controllare	kontrollere	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
rettore	dekan	rettore	dekan	N;MASC;SG	N;INDF;MASC+FEM;SG
rettore	rektor	rettore	rektor	N;MASC;SG	N;INDF;MASC+FEM;SG
costruttori	bygherrer	costruttore	bygherre	N;MASC;PL	N;INDF;MASC+FEM;PL
costruttori	producenter	costruttore	producent	N;MASC;PL	N;INDF;MASC+FEM;PL
costruttori	fabrikanterne	costruttore	fabrikant	N;MASC;PL	N;DEF;MASC+FEM;PL
costruttori	fabrikanter	costruttore	fabrikant	N;MASC;PL	N;INDF;MASC+FEM;PL
costruttori	fremstillere	costruttore	fremstillere	N;MASC;PL	N;INDF;MASC+FEM;PL
significativa	meningsfuld	significativo	meningsfuld	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
significativa	betydningsfuldt	significativo	betydningsfuld	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
significativa	betydende	significativo	betydende	ADJ;FEM;SG	ADJ
significativa	betydelig	significativo	betydelig	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
significativa	væsentlig	significativo	væsentlig	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
significativa	signifikant	significativo	signifikant	ADJ;FEM;SG	ADJ;INDF;SG
bombardamenti	bombninger	bombardamento	bombning	N;MASC;PL	N;INDF;MASC+FEM;PL
tubo	pibe	tubo	pibe	N;MASC;SG	N;INDF;MASC+FEM;SG
adottata	vedtaget	adottare	vedtage	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
adottata	adopteret	adottare	adoptere	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
decisivo	beslutsom	decisivo	beslutsom	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
decisivo	afgørende	decisivo	afgørende	ADJ;MASC;SG	ADJ
contenenti	indeholder	contenere	indeholde	V;PL;PRS;V.PTCP	V;IND;PRS;FIN;ACT
contenenti	indeholdende	contenere	indeholde	V;PL;PRS;V.PTCP	V;PRS;V.PTCP
impostazione	indstilling	impostazione	indstilling	N;FEM;SG	N;INDF;MASC+FEM;SG
canonico	kanonisk	canonico	kanonisk	ADJ;MASC;SG	ADJ;INDF;SG
rex	rex	rex	rex	N;MASC;SG	N;INDF;MASC+FEM;SG
soffitto	loft	soffitto	loft	N;MASC;SG	N;INDF;NEUT;SG
comprensione	forståelse	comprensione	forståelse	N;FEM;SG	N;INDF;MASC+FEM;SG
comprensione	forståelse	comprensione	forståelse	N;FEM;SG	N;INDF;MASC+FEM;SG
recensioni	anmeldelser	recensione	anmeldelse	N;FEM;PL	N;INDF;MASC+FEM;PL
arrivata	ankom	arrivare	ankomme	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
arrivata	ankommet	arrivare	ankomme	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
vangelo	gospel	vangelo	gospel	N;MASC;SG	N;INDF;MASC+FEM;SG
caratterizzati	karakteriseres	caratterizzare	karakterisere	V;MASC;PL;PST;V.PTCP	V;NFIN;PASS
rogers	rogers	rogers	roge	N;MASC	N;GEN;INDF;MASC+FEM;PL
imperatrice	kejserinden	imperatore	kejserinde	N;FEM;SG	N;DEF;MASC+FEM;SG
imperatrice	kejserinde	imperatore	kejserinde	N;FEM;SG	N;INDF;MASC+FEM;SG
intervallo	rækkevidde	intervallo	rækkevidde	N;MASC;SG	N;INDF;MASC+FEM;SG
intervallo	afstand	intervallo	afstand	N;MASC;SG	N;INDF;MASC+FEM;SG
intervallo	sortiment	intervallo	sortiment	N;MASC;SG	N;INDF;NEUT;SG
intervallo	interval	intervallo	interval	N;MASC;SG	N;INDF;NEUT;SG
intervallo	interval	intervallo	interval	N;MASC;SG	N;INDF;NEUT;SG
poetica	poetisk	poetico	poetisk	ADJ;FEM;SG	ADJ;INDF;SG
violinista	violinist	violinista	violinist	N;SG	N;INDF;MASC+FEM;SG
violinista	spillemand	violinista	spillemand	N;SG	N;INDF;MASC+FEM;SG
pericoloso	farlig	pericoloso	farlig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
pericoloso	farligt	pericoloso	farlig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
pericoloso	farlig	pericoloso	farlig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
pericoloso	farligt	pericoloso	farlig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
true	sand	trua	sand	N	N;INDF;MASC+FEM;SG
analogo	analogt	analogo	analogt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
secondario	sekundær	secondario	sekundær	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
secondario	sekundært	secondario	sekundært	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
slovenia	slovenien	slovenia	slovenie	N;FEM;SG	N;DEF;MASC+FEM;SG
negativa	negativ	negativo	negativ	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
gaio	gaius	gaio	gaius	N;MASC;SG	N;INDF;MASC+FEM;SG
organista	organist	organista	organist	N;SG	N;INDF;MASC+FEM;SG
crociera	cruising	crociera	cruising	N;FEM;SG	N;INDF;MASC+FEM;SG
crociera	sejltur	crociera	sejltur	N;FEM;SG	N;INDF;MASC+FEM;SG
crociera	krydstogt	crociera	krydstogt	N;FEM;SG	N;INDF;NEUT;SG
crociera	cruise	crociera	cruise	N;FEM;SG	N;INDF;MASC+FEM;SG
anteprima	forhåndsvisning	anteprimo	forhåndsvisning	N;FEM;SG	N;INDF;MASC+FEM;SG
pura	ren	puro	ren	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
pura	rent	puro	ren	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
inaugurazione	indsættelse	inaugurazione	indsættelse	N;FEM;SG	N;INDF;MASC+FEM;SG
inaugurazione	indvielse	inaugurazione	indvielse	N;FEM;SG	N;INDF;MASC+FEM;SG
inaugurazione	åbning	inaugurazione	åbning	N;FEM;SG	N;INDF;MASC+FEM;SG
adolf	adolf	adolf	adolf	N;MASC;SG	N;INDF;MASC+FEM;SG
correre	kør	correre	kør	V;NFIN	V;IMP
correre	løbe	correre	løbe	V;NFIN	V;NFIN;ACT
correre	kørt	correre	køre	V;NFIN	V;INDF;SG;PST;V.PTCP
aggiornata	ajourført	aggiornare	ajourført	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
aggiornata	opdateret	aggiornare	opdatere	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
beat	beat	beat	beat	N;MASC	N;INDF;NEUT;SG
dinamo	dynamo	dinare	dynamo	N;MASC;SG	N;INDF;MASC+FEM;SG
dinamo	dinamo	dinare	dinamo	N;MASC;SG	N;INDF;MASC+FEM;SG
liberty	liberty	liberty	liberty	N;MASC	N;INDF;MASC+FEM;SG
liberty	frihed	liberty	frihed	N;MASC	N;INDF;MASC+FEM;SG
guillermo	guillermo	guillermo	guillermo	N;MASC;SG	N;INDF;MASC+FEM;SG
aggiungendo	tilføjer	aggiungere	tilføje	V;V.MSDR	V;IND;PRS;FIN;ACT
violento	voldelig	violento	voldelig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
violento	voldeligt	violento	voldeligt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
violento	voldsom	violento	voldsom	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
riforme	reformer	riforma	reform	N;FEM;PL	N;INDF;MASC+FEM;PL
riforme	reformer	riforma	reform	N;FEM;PL	N;INDF;MASC+FEM;PL
riforme	reformerne	riforma	reform	N;FEM;PL	N;DEF;MASC+FEM;PL
cipro	cypern	cipro	cypern	N;MASC;SG	N;INDF;MASC+FEM;SG
demoni	dæmonerne	demone	dæmon	N;MASC;PL	N;DEF;MASC+FEM;PL
demoni	dæmoner	demone	dæmon	N;MASC;PL	N;INDF;MASC+FEM;PL
favorire	favorisere	favorire	favorisere	V;NFIN	V;NFIN;ACT
massachusetts	massachusetts	massachusetts	massachuset	N;MASC;SG	N;INDF;NEUT;SG
corde	snore	cordo	snore	N;FEM;PL	N;INDF;MASC+FEM;PL
cellula	celle	cellula	celle	N;FEM;SG	N;INDF;MASC+FEM;SG
presidenti	formænd	presidente	formænd	N;MASC;PL	N;INDF;MASC+FEM;PL
presidenti	præsidenter	presidente	præsident	N;MASC;PL	N;INDF;MASC+FEM;PL
mine	miner	mina	mine	N;FEM;PL	N;INDF;MASC+FEM;PL
mine	minerne	mina	min	N;FEM;PL	N;DEF;MASC+FEM;PL
carità	velgørenhed	carità	velgørenhed	N;FEM	N;INDF;MASC+FEM;SG
leggende	legender	leggenda	legende	N;FEM;PL	N;INDF;MASC+FEM;PL
leggende	legender	leggenda	legende	N;FEM;PL	N;INDF;MASC+FEM;PL
saverio	xavier	saverio	xavie	N;MASC;SG	N;INDF;MASC+FEM;SG
saverio	saverio	saverio	saverio	N;MASC;SG	N;INDF;NEUT;SG
molecole	molekyler	molecola	molekyle	N;FEM;PL	N;INDF;MASC+FEM;PL
sacrificio	opofrelse	sacrificio	opofrelse	N;MASC;SG	N;INDF;MASC+FEM;SG
sacrificio	ofring	sacrificio	ofring	N;MASC;SG	N;INDF;MASC+FEM;SG
sacrificio	aflivning	sacrificio	aflivning	N;MASC;SG	N;INDF;MASC+FEM;SG
sacrificio	offer	sacrificio	offer	N;MASC;SG	N;INDF;NEUT;SG
architetti	arkitekter	architetto	arkitekt	N;MASC;PL	N;INDF;MASC+FEM;PL
cava	stenbruddet	cava	stenbrud	N;FEM;SG	N;DEF;NEUT;SG
cava	stenbrud	cava	stenbrud	N;FEM;SG	N;INDF;NEUT;SG
cava	cava	cava	cava	N;FEM;SG	N;INDF;MASC+FEM;SG
sospetto	mistanke	sospetto	mistanke	N;MASC;SG	N;INDF;MASC+FEM;SG
sospetto	mistænksomhed	sospetto	mistænksomhed	N;MASC;SG	N;INDF;MASC+FEM;SG
sospetto	suspekt	sospetto	suspekt	N;MASC;SG	N;INDF;NEUT;SG
sospetto	mistanke	sospetto	mistanke	N;MASC;SG	N;INDF;MASC+FEM;SG
sospetto	suspekt	sospetto	suspekt	N;MASC;SG	N;INDF;NEUT;SG
terminale	terminal	terminale	terminal	N;MASC;SG	N;INDF;MASC+FEM;SG
terminale	terminalen	terminale	terminale	N;MASC;SG	N;DEF;MASC+FEM;SG
benzina	benzin	benzina	benzin	N;FEM;SG	N;INDF;MASC+FEM;SG
benzina	benzin	benzina	benzin	N;FEM;SG	N;INDF;MASC+FEM;SG
zar	zar	zar	zar	N;MASC;SG	N;INDF;MASC+FEM;SG
elementare	elementær	elementare	elementær	ADJ;SG	ADJ;INDF;MASC+FEM;SG
elementare	elementært	elementare	elementært	ADJ;SG	ADJ;INDF;NEUT;SG
elementare	elementær	elementare	elementær	ADJ;SG	ADJ;INDF;MASC+FEM;SG
elementare	elementært	elementare	elementært	ADJ;SG	ADJ;INDF;NEUT;SG
reggente	regent	reggente	regent	N;SG	N;INDF;MASC+FEM;SG
rispettare	respektere	rispettare	respektere	V;NFIN	V;NFIN;ACT
rispettare	respekter	rispettare	respekt	V;NFIN	V;IMP
fatica	udmattelse	fatica	udmattelse	N;FEM;SG	N;INDF;MASC+FEM;SG
fatica	træthed	fatica	træthed	N;FEM;SG	N;INDF;MASC+FEM;SG
generazioni	generationers	generazione	generation	N;FEM;PL	N;GEN;INDF;MASC+FEM;PL
generazioni	generationerne	generazione	generation	N;FEM;PL	N;DEF;MASC+FEM;PL
generazioni	generationer	generazione	generation	N;FEM;PL	N;INDF;MASC+FEM;PL
derivati	afledede	derivare	aflede	V;MASC;PL;PST;V.PTCP	V;PL;PST;V.PTCP
consentito	tilladt	consentire	tillade	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
consentito	tilladte	consentire	tillade	V;MASC;SG;PST;V.PTCP	V;DEF;SG;PST;V.PTCP
consentito	tilladt	consentire	tillade	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
consentito	tilladte	consentire	tillade	V;MASC;SG;PST;V.PTCP	V;DEF;SG;PST;V.PTCP
seggi	pladser	seggio	plads	N;MASC;PL	N;INDF;MASC+FEM;PL
seggi	sæder	seggio	sæde	N;MASC;PL	N;INDF;NEUT;PL
cantare	syng	cantare	syng	V;NFIN	V;IMP
cantare	synge	cantare	synge	V;NFIN	V;NFIN;ACT
cantare	synger	cantare	synge	V;NFIN	V;IND;PRS;FIN;ACT
cantare	synge	cantare	synge	V;NFIN	V;NFIN;ACT
cantare	syngende	cantare	synge	V;NFIN	V;PRS;V.PTCP
referendum	folkeafstemning	referendum	folkeafstemning	N;MASC	N;INDF;MASC+FEM;SG
referendum	folkeafstemningen	referendum	folkeafstemning	N;MASC	N;DEF;MASC+FEM;SG
referendum	folkeafstemning	referendum	folkeafstemning	N;MASC	N;INDF;MASC+FEM;SG
referendum	folkeafstemninger	referendum	folkeafstemning	N;MASC	N;INDF;MASC+FEM;PL
apostolo	apostel	apostolo	apostel	N;MASC;SG	N;INDF;MASC+FEM;SG
fischio	fløjte	fischio	fløjte	N;MASC;SG	N;INDF;MASC+FEM;SG
fischio	fløjten	fischio	fløjt	N;MASC;SG	N;DEF;MASC+FEM;SG
contee	amter	contea	amt	N;FEM;PL	N;INDF;NEUT;PL
contee	amterne	contea	amt	N;FEM;PL	N;DEF;NEUT;PL
gestore	driftsleder	gestore	driftsleder	N;MASC;SG	N;INDF;MASC+FEM;SG
gestore	manager	gestore	manager	N;MASC;SG	N;INDF;MASC+FEM;SG
gestore	leder	gestore	leder	N;MASC;SG	N;INDF;MASC+FEM;SG
israeliano	israelsk	israeliano	israelsk	ADJ;MASC;SG	ADJ;INDF;SG
africano	afrikansk	africano	afrikansk	ADJ;MASC;SG	ADJ;INDF;SG
suite	suite	suite	suite	N;FEM	N;INDF;MASC+FEM;SG
suite	suiten	suite	suiten	N;FEM	N;DEF;MASC+FEM;SG
suite	suiter	suite	suiter	N;FEM	N;INDF;MASC+FEM;PL
qualifica	kvalifikation	qualifica	kvalifikation	N;FEM;SG	N;INDF;MASC+FEM;SG
qualifica	kvalificering	qualifica	kvalificering	N;FEM;SG	N;INDF;MASC+FEM;SG
lino	linned	lino	linned	N;MASC;SG	N;INDF;NEUT;SG
ira	ira	ira	ira	N;FEM;SG	N;INDF;MASC+FEM;SG
conduzione	handlemåde	conduzione	handlemåde	N;FEM;SG	N;INDF;MASC+FEM;SG
conduzione	adfærd	conduzione	adfærd	N;FEM;SG	N;INDF;MASC+FEM;SG
enormi	kæmpe	enorme	kæmpe	ADJ;PL	ADJ
enormi	enorme	enorme	enorm	ADJ;PL	ADJ;PL
efficienza	effektiviteten	efficienza	effektivitet	N;FEM;SG	N;DEF;MASC+FEM;SG
efficienza	virkningsgrad	efficienza	virkningsgrad	N;FEM;SG	N;INDF;MASC+FEM;SG
efficienza	effektivitet	efficienza	effektivitet	N;FEM;SG	N;INDF;MASC+FEM;SG
significativi	betydelige	significativo	betydelig	ADJ;MASC;PL	ADJ;PL
significativi	betydende	significativo	betydende	ADJ;MASC;PL	ADJ
nodo	knudepunkt	nodo	knudepunkt	N;MASC;SG	N;INDF;NEUT;SG
nodo	knude	nodo	knude	N;MASC;SG	N;INDF;MASC+FEM;SG
nodo	knob	nodo	knob	N;MASC;SG	N;INDF;MASC+FEM;SG
nodo	knuden	nodo	knude	N;MASC;SG	N;DEF;MASC+FEM;SG
nodo	knude	nodo	knude	N;MASC;SG	N;INDF;MASC+FEM;SG
heaven	himmel	heaven	himmel	N	N;INDF;MASC+FEM;SG
heaven	himlen	heaven	himmel	N	N;DEF;MASC+FEM;SG
heaven	himmelen	heaven	himmel	N	N;DEF;MASC+FEM;SG
unire	forene	unire	forene	V;NFIN	V;NFIN;ACT
unire	flette	unire	flet	V;NFIN	V;NFIN;ACT
unire	fusionere	unire	fusionere	V;NFIN	V;NFIN;ACT
ostacoli	barrierer	ostacolo	barriere	N;MASC;PL	N;INDF;MASC+FEM;PL
ostacoli	forhindringer	ostacolo	forhindring	N;MASC;PL	N;INDF;MASC+FEM;PL
ostacoli	hindringer	ostacolo	hindring	N;MASC;PL	N;INDF;MASC+FEM;PL
ostacoli	forhindringer	ostacolo	forhindring	N;MASC;PL	N;INDF;MASC+FEM;PL
ostacoli	hindringer	ostacolo	hindring	N;MASC;PL	N;INDF;MASC+FEM;PL
sinfonia	symfoni	sinfonia	symfoni	N;FEM;SG	N;INDF;MASC+FEM;SG
pasta	pasta	pasta	pasta	N;FEM;SG	N;INDF;MASC+FEM;SG
pasta	pasta	pasta	pasta	N;FEM;SG	N;INDF;MASC+FEM;SG
massacro	massakre	massacro	massakre	N;MASC;SG	N;INDF;MASC+FEM;SG
massacro	massakren	massacro	massakr	N;MASC;SG	N;DEF;MASC+FEM;SG
massacro	blodbad	massacro	blodbad	N;MASC;SG	N;INDF;NEUT;SG
massacro	slagtning	massacro	slagtning	N;MASC;SG	N;INDF;MASC+FEM;SG
rolling	rolling	rolling	rolling	N;MASC	N;INDF;MASC+FEM;SG
rolling	valsning	rolling	valsning	N;MASC	N;INDF;MASC+FEM;SG
fall	efterår	fall	efterår	N	N;INDF;NEUT;SG
fall	fald	fall	fald	N	N;INDF;NEUT;SG
leoni	løver	leone	løve	N;MASC;PL	N;INDF;MASC+FEM;PL
leoni	løverne	leone	løver	N;MASC;PL	N;DEF;MASC+FEM;PL
convegno	konference	convegno	konference	N;MASC;SG	N;INDF;MASC+FEM;SG
convegno	konferencen	convegno	konference	N;MASC;SG	N;DEF;MASC+FEM;SG
centimetri	centimeter	centimetro	centimeter	N;MASC;PL	N;INDF;MASC+FEM;PL
centimetri	centimeter	centimetro	centimeter	N;MASC;PL	N;INDF;MASC+FEM;PL
centimetri	tommer	centimetro	tom	N;MASC;PL	N;INDF;MASC+FEM;PL
ginnastica	gymnastik	ginnastica	gymnastik	N;FEM;SG	N;INDF;MASC+FEM;SG
ginnastica	gymnastik	ginnastica	gymnastik	N;FEM;SG	N;INDF;MASC+FEM;SG
identificare	identificere	identificare	identificere	V;NFIN	V;NFIN;ACT
identificare	identificere	identificare	identificere	V;NFIN	V;NFIN;ACT
amanti	elskerinder	amante	elskerinde	N;PL	N;INDF;MASC+FEM;PL
amanti	kærester	amante	kærester	N;PL	N;INDF;MASC+FEM;PL
amanti	elskere	amante	elsker	N;PL	N;INDF;MASC+FEM;PL
mason	murer	mason	mure	N;MASC;SG	N;INDF;MASC+FEM;SG
odore	lugt	odore	lugt	N;MASC;SG	N;INDF;MASC+FEM;SG
odore	lugt	odore	lugt	N;MASC;SG	N;INDF;MASC+FEM;SG
odore	duft	odore	duft	N;MASC;SG	N;INDF;MASC+FEM;SG
marca	varemærke	marca	varemærke	N;FEM;SG	N;INDF;NEUT;SG
marca	brand	marca	brand	N;FEM;SG	N;INDF;MASC+FEM;SG
marca	brandet	marca	brand	N;FEM;SG	N;DEF;NEUT;SG
frutta	frugt	frutta	frugt	N;FEM;SG	N;INDF;MASC+FEM;SG
frutta	frugt	frutta	frugt	N;FEM;SG	N;INDF;MASC+FEM;SG
algeria	algeriets	algeria	algeri	N;FEM;SG	N;GEN;DEF;NEUT;SG
algeria	algeriet	algeria	algeri	N;FEM;SG	N;DEF;NEUT;SG
gradualmente	gradvist	gradualmente	gradvist	ADV	ADV
gradualmente	efterhånden	gradualmente	efterhånden	ADV	ADV
gradualmente	gradvis	gradualmente	gradvis	ADV	ADV
crimini	forbrydelser	crimine	forbrydelse	N;MASC;PL	N;INDF;MASC+FEM;PL
crimini	forbrydelser	crimine	forbrydelse	N;MASC;PL	N;INDF;MASC+FEM;PL
estinzione	udryddelse	estinzione	udryddelse	N;FEM;SG	N;INDF;MASC+FEM;SG
estinzione	tilintetgørelse	estinzione	tilintetgørelse	N;FEM;SG	N;INDF;MASC+FEM;SG
estinzione	udslettelse	estinzione	udslettelse	N;FEM;SG	N;INDF;MASC+FEM;SG
trattare	behandler	trattare	behandle	V;NFIN	V;IND;PRS;FIN;ACT
trattare	behandle	trattare	behandle	V;NFIN	V;NFIN;ACT
catene	lænker	catena	lænke	N;FEM;PL	N;INDF;MASC+FEM;PL
catene	lænker	catena	lænke	N;FEM;PL	N;INDF;MASC+FEM;PL
catene	kæder	catena	kæde	N;FEM;PL	N;INDF;MASC+FEM;PL
catene	kæder	catena	kæde	N;FEM;PL	N;INDF;MASC+FEM;PL
rara	sjælden	raro	sjælden	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
rimuovere	fjerne	rimuovere	fjerne	V;NFIN	V;NFIN;ACT
rimuovere	fjern	rimuovere	fjern	V;NFIN	V;IMP
eyes	øjnene	eyes	øje	N	N;DEF;NEUT;PL
eyes	øjne	eyes	øje	N	N;INDF;NEUT;PL
face	ansigt	face	ansigt	N	N;INDF;NEUT;SG
face	ansigtet	face	ansigt	N	N;DEF;NEUT;SG
face	fjæs	face	fjæs	N	N;INDF;NEUT;SG
face	face	face	face	N	N;INDF;NEUT;SG
sinonimi	synonymer	sinonimo	synonymer	N;MASC;PL	N;INDF;MASC+FEM;PL
vettore	vektor	vettore	vektor	N;MASC;SG	N;INDF;MASC+FEM;SG
vettore	luftfartsselskab	vettore	luftfartsselskab	N;MASC;SG	N;INDF;NEUT;SG
vettore	hangarskib	vettore	hangarskib	N;MASC;SG	N;INDF;NEUT;SG
vettore	transportør	vettore	transportør	N;MASC;SG	N;INDF;MASC+FEM;SG
appassionato	entusiast	appassionato	entusiast	ADJ;MASC;SG	ADJ;INDF;SG
appassionato	lidenskabeligt	appassionato	lidenskabeligt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
appassionato	lidenskabelig	appassionato	lidenskabelig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
mons	mons	mons	mons	N;MASC;SG	N;INDF;MASC+FEM;SG
sensibilità	modtagelighed	sensibilità	modtagelighed	N;FEM	N;INDF;MASC+FEM;SG
sensibilità	følsomhed	sensibilità	følsomhed	N;FEM	N;INDF;MASC+FEM;SG
sensibilità	følsomhed	sensibilità	følsomhed	N;FEM	N;INDF;MASC+FEM;SG
dominazione	dominans	dominazione	dominans	N;FEM;SG	N;INDF;MASC+FEM;SG
dominazione	dominans	dominazione	dominans	N;FEM;SG	N;INDF;MASC+FEM;SG
gola	hals	gola	hals	N;FEM;SG	N;INDF;MASC+FEM;SG
gola	svælg	gola	svælg	N;FEM;SG	N;INDF;MASC+FEM;SG
gola	halsen	gola	hals	N;FEM;SG	N;DEF;MASC+FEM;SG
gola	strube	gola	strube	N;FEM;SG	N;INDF;MASC+FEM;SG
gola	slugten	gola	slugt	N;FEM;SG	N;DEF;MASC+FEM;SG
annuario	årbogen	annuario	årbog	N;MASC;SG	N;DEF;MASC+FEM;SG
annuario	årbog	annuario	årbog	N;MASC;SG	N;INDF;MASC+FEM;SG
