bija	είχε	būt	έχω	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
kori	χορωδίες	koris	χορωδία	N;NOM;MASC;PL	N;NOM;FEM;PL
sejas	πρόσωπα	seja	πρόσωπο	N;NOM;FEM;PL	N;NOM;NEUT;PL
grāvis	χαντάκι	grāvis	χαντάκι	N;NOM;MASC;SG	N;NOM;NEUT;SG
ministrija	υπουργείο	ministrija	υπουργείο	N;NOM;FEM;SG	N;NOM;NEUT;SG
baltais	λευκός	balts	λευκός	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
baltais	λευκή	balts	λευκός	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
diplomāts	διπλωμάτης	diplomāts	διπλωμάτης	N;NOM;MASC;SG	N;NOM;MASC;SG
senā	αρχαίος	sens	αρχαίος	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
senā	αρχαίο	sens	αρχαίος	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
senā	αρχαία	sens	αρχαίος	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
liesma	φλόγα	liesma	φλόγα	N;NOM;FEM;SG	N;NOM;FEM;SG
sportists	αθλήτρια	sportists	αθλήτρια	N;NOM;MASC;SG	N;NOM;FEM;SG
sportists	αθλητής	sportists	αθλητής	N;NOM;MASC;SG	N;NOM;MASC;SG
pēta	διερευνά	pēta	διερεύνω	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
fakti	γεγονότα	fakts	γεγονός	N;NOM;MASC;PL	N;NOM;NEUT;PL
fakti	γεγονοτα	fakts	γεγονος	N;NOM;MASC;PL	N;NOM;NEUT;PL
nātrija	νάτριο	nātrija	νάτριος	N;NOM;FEM;SG	N;NOM;NEUT;SG
virkne	χορδή	virkne	χορδή	N;NOM;FEM;SG	N;NOM;FEM;SG
skolotāja	δάσκαλος	skolotājs	δάσκαλος	N;NOM;FEM;SG	N;NOM;MASC;SG
skolotāja	δασκάλα	skolotājs	δασκάλα	N;NOM;FEM;SG	N;NOM;FEM;SG
skolotāja	καθηγήτρια	skolotājs	καθηγήτρια	N;NOM;FEM;SG	N;NOM;FEM;SG
skolotāja	καθηγητής	skolotājs	καθηγητής	N;NOM;FEM;SG	N;NOM;MASC;SG
izvēlas	επιλέγει	izvēlēties	επιλέγω	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
tiešā	άμεσο	tieša	άμεσος	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
tiešā	άμεση	tieša	άμεσος	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
tiešā	άμεσος	tieša	άμεσος	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
tauta	έθνος	tauta	έθνος	N;NOM;FEM;SG	N;NOM;NEUT;SG
tauta	κόσμος	tauta	κόσμος	N;NOM;FEM;SG	N;NOM;MASC;SG
populācija	πληθυσμός	populācija	πληθυσμός	N;NOM;FEM;SG	N;NOM;MASC;SG
pārbaudes	εξετάσεις	pārbaude	εξέταση	N;NOM;FEM;PL	N;NOM;FEM;PL
pārbaudes	δοκιμασίες	pārbaude	δοκιμασία	N;NOM;FEM;PL	N;NOM;FEM;PL
pārbaudes	δοκιμές	pārbaude	δοκιμή	N;NOM;FEM;PL	N;NOM;FEM;PL
pārbaudes	επαληθεύσεις	pārbaude	επαλήθευση	N;NOM;FEM;PL	N;NOM;FEM;PL
pārbaudes	έλεγχοι	pārbaude	έλεγχος	N;NOM;FEM;PL	N;NOM;MASC;PL
pārbaudes	επιθεωρήσεις	pārbaude	επιθεώρηση	N;NOM;FEM;PL	N;NOM;FEM;PL
pārbaudes	έλεγχοι	pārbaude	έλεγχος	N;NOM;FEM;PL	N;NOM;MASC;PL
pārbaudes	επιταγές	pārbaude	επιταγή	N;NOM;FEM;PL	N;NOM;FEM;PL
sākt	ξεκινήστε	sākt	ξεκινώ	V;POS;NFIN	V;PFV;IND;PL;2;FIN;ACT
sākt	ξεκίνα	sākt	ξεκίνα	V;POS;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
sākt	αρχίστε	sākt	αρχίζω	V;POS;NFIN	V;PFV;IMP;PL;2;FIN;ACT
sākt	ξεκινήστε	sākt	ξεκινώ	V;POS;NFIN	V;PFV;IND;PL;2;FIN;ACT
gleznas	πίνακες	glezna	πίνακα	N;NOM;FEM;PL	N;NOM;MASC;PL
enciklopēdija	εγκυκλοπαίδεια	enciklopēdija	εγκυκλοπαίδεια	N;NOM;FEM;SG	N;NOM;FEM;SG
dzīvojis	έζησα	dzīvot	έζησα	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;1;PST;FIN;ACT
dzīvojis	έζησε	dzīvot	φήνω	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
korpuss	κύτος	korpuss	κύτος	N;NOM;MASC;SG	N;NOM;NEUT;SG
korpuss	κατάλυμα	korpuss	κατάλυμα	N;NOM;MASC;SG	N;NOM;NEUT;SG
korpuss	σώμα	korpuss	σώμα	N;NOM;MASC;SG	N;NOM;NEUT;SG
grēda	κορυφογραμμή	grēst	κορυφογραμμή	N;NOM;FEM;SG	N;NOM;FEM;SG
plūsmas	ρεύματα	plūsma	ρεύμα	N;NOM;FEM;PL	N;NOM;NEUT;PL
plūsmas	ροές	plūsma	ροή	N;NOM;FEM;PL	N;NOM;FEM;PL
plūsmas	ροές	plūsma	ροή	N;NOM;FEM;PL	N;NOM;FEM;PL
melna	μαύρη	melna	μαύρος	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
ekonomists	οικονομολόγος	ekonomists	οικονομολόγος	N;NOM;MASC;SG	N;NOM;MASC;SG
atrod	βρίσκει	atrast	βρίσκω	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
īss	κοντή	īss	κοντός	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
īss	κοντός	īss	κοντός	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
sēklas	σπόρους	sēkla	σπόρος	N;NOM;FEM;PL	N;NOM;MASC;PL
sēklas	σπέρματα	sēkla	σπέρμα	N;NOM;FEM;PL	N;NOM;NEUT;PL
sēklas	σπόροι	sēkla	σπόρος	N;NOM;FEM;PL	N;NOM;MASC;PL
sēklas	σπόροι	sēkla	σπόρος	N;NOM;FEM;PL	N;NOM;MASC;PL
izlaists	παραλειφθεί	izlaist	παραλείπω	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;NFIN;PASS
izlaists	παρέλειψε	izlaist	παραλείπω	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
lauks	πεδίο	lauks	πεδίο	N;NOM;MASC;SG	N;NOM;NEUT;SG
barība	ζωοτροφή	barība	ζωοτροφή	N;NOM;FEM;SG	N;NOM;NEUT;SG
barība	ροή	barība	ροή	N;NOM;FEM;SG	N;NOM;FEM;SG
pieaug	ανεβαίνει	pieaugt	ανεβαίνω	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
attīstīta	αναπτύχθηκε	attīstīt	αναπτύσσω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
attīstīta	αναπτυχθεί	attīstīt	αναπτύσσω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NFIN;PASS
autobusi	λεωφορεία	autobuss	λεωφορείο	N;NOM;MASC;PL	N;NOM;NEUT;PL
vīrs	σύζυγος	vīrs	σύζυγος	N;NOM;MASC;SG	N;NOM;MASC;SG
laiki	φορές	laiks	φορά	N;NOM;MASC;PL	N;NOM;FEM;PL
laiki	χρόνοι	laiks	χρόνος	N;NOM;MASC;PL	N;NOM;MASC;PL
ietekmes	επιπτώσεις	ietekme	επίπτωση	N;NOM;FEM;PL	N;NOM;FEM;PL
pareizi	σωστα	pareizi	σωστα	ADV	ADV
pareizi	δεξιά	pareizi	δεξιά	ADV	ADV
pareizi	σωστά	pareizi	σωστά	ADV	ADV
pareizi	σωστά	pareizi	σωστά	ADV	ADV
ligzda	φωλιά	ligzda	φωλιός	N;NOM;FEM;SG	N;NOM;FEM;SG
ligzda	υποδοχή	ligzda	υποδοχή	N;NOM;FEM;SG	N;NOM;FEM;SG
centrālais	κεντρικό	centrāls	κεντρικός	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
centrālais	κεντρική	centrāls	κεντρικός	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
centrālais	κεντρικός	centrāls	κεντρικός	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
pieņemt	δεχτώ	pieņemt	δεχτώ	V;POS;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
pieņemt	δεχτείτε	pieņemt	δέχομαι	V;POS;NFIN	V;PFV;IMP;PL;2;FIN;ACT
iespējama	πιθανός	iespējama	πιθανός	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
iespējama	δυνατόν	iespējama	δυνατός	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
iespējama	πιθανό	iespējama	πιθανός	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
iespējama	πιθανή	iespējama	πιθανής	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
misija	αποστολή	misija	αποστολή	N;NOM;FEM;SG	N;NOM;FEM;SG
augs	φυτό	augt	φυτό	N;NOM;MASC;SG	N;NOM;NEUT;SG
augs	εργοστάσιο	augt	εργοστάσιο	N;NOM;MASC;SG	N;NOM;NEUT;SG
nāve	θάνατος	nāve	θάνατος	N;NOM;FEM;SG	N;NOM;MASC;SG
atstāt	αφήσω	atstāt	αφήνω	V;POS;NFIN	V;PFV;IND;SG;1;FIN;ACT
apvidus	έδαφος	apvidus	έδαφος	N;NOM;MASC;SG	N;NOM;NEUT;SG
dzelzceļš	σιδηρόδρομος	dzelzceļš	σιδηρόδρομος	N;NOM;MASC;SG	N;NOM;MASC;SG
dzelzceļš	σιδηρόδρομος	dzelzceļš	σιδηρόδρομος	N;NOM;MASC;SG	N;NOM;MASC;SG
dzelzceļš	σιδηρόδρομος	dzelzceļš	σιδηρόδρομος	N;NOM;MASC;SG	N;NOM;MASC;SG
domāju	σκέψου	domāt	σκέψο	V;FH;IND;SG;1;POS;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
kālija	κάλιο	kālija	κάλιος	N;NOM;FEM;SG	N;NOM;NEUT;SG
tvaika	ατμός	tvaika	ατμός	N;NOM;MASC;SG	N;NOM;MASC;SG
tvaika	ατμό	tvaika	ατμός	N;NOM;MASC;SG	N;NOM;NEUT;SG
tvaika	ατμού	tvaika	ατμού	N;NOM;MASC;SG	N;NOM;NEUT;SG
tvaika	ατμός	tvaika	ατμός	N;NOM;MASC;SG	N;NOM;MASC;SG
apvienojot	συνδυάζοντας	apvienot	συνδυάζω	V;V.CVB	V;IPFV;V.CVB;ACT
astoņas	οκτώ	astoņas	οκτώ	NUM;NOM;FEM;PL	NUM;NOM;MASC;PL
astoņas	οχτώ	astoņas	οχτώ	NUM;NOM;FEM;PL	NUM;NOM;MASC;PL
skaidrs	σαφής	skaidrs	σαφής	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
skaidrs	σαφές	skaidrs	σαφής	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
drupas	χαλάσματα	drupa	χάλασμα	N;NOM;FEM;PL	N;NOM;NEUT;PL
drupas	ερείπια	drupa	ερείπιο	N;NOM;FEM;PL	N;NOM;NEUT;PL
luiss	λουδοβίκος	luiss	λουδοβίκος	N;NOM;MASC;SG	N;NOM;MASC;SG
luiss	λούης	luiss	λούος	N;NOM;MASC;SG	N;NOM;MASC;SG
luiss	λουις	luiss	λουις	N;NOM;MASC;SG	N
aizvada	αφαιρεί	aizvadīt	αφαιρώ	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
preces	εμπορεύματα	prece	εμπόρευμα	N;NOM;FEM;PL	N;NOM;NEUT;PL
preces	αγαθά	prece	αγαθό	N;NOM;FEM;PL	N;NOM;NEUT;PL
preces	εμπορεύματα	prece	εμπόρευμα	N;NOM;FEM;PL	N;NOM;NEUT;PL
mēģinājums	προσπάθεια	mēģinājums	προσπάθεια	N;NOM;MASC;SG	N;NOM;FEM;SG
mēģinājums	απόπειρα	mēģinājums	απόπειρα	N;NOM;MASC;SG	N;NOM;FEM;SG
mēģinājums	απόπειρα	mēģinājums	απόπειρα	N;NOM;MASC;SG	N;NOM;FEM;SG
mēģinājums	πρόβα	mēģinājums	πρόβα	N;NOM;MASC;SG	N;NOM;FEM;SG
vēstules	γράμματα	vēstule	γράμμα	N;NOM;FEM;PL	N;NOM;NEUT;PL
vēstules	επιστολές	vēstule	επιστολή	N;NOM;FEM;PL	N;NOM;FEM;PL
vēstules	γραμματα	vēstule	γράμμα	N;NOM;FEM;PL	N;NOM;NEUT;PL
vēstules	μηνύματα	vēstule	μήνυμα	N;NOM;FEM;PL	N;NOM;NEUT;PL
nolemts	αποφασίστηκε	nolemt	αποφασίζω	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
nolemts	αποφάσισε	nolemt	αποφασίζω	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
tirgotājs	έμπορος	tirgotājs	έμπορος	N;NOM;MASC;SG	N;NOM;MASC;SG
tirgotājs	έμπορος	tirgotājs	έμπορος	N;NOM;MASC;SG	N;NOM;MASC;SG
tirgotājs	ντίλερ	tirgotājs	ντίλερ	N;NOM;MASC;SG	N;NOM;MASC;SG
turpināt	συνεχίστε	turpināt	συνεχίζω	V;POS;NFIN	V;PFV;IMP;PL;2;FIN;ACT
turpināt	συνέχισε	turpināt	συνεχίζω	V;POS;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
turpināt	προχωρήστε	turpināt	προχωρώ	V;POS;NFIN	V;PFV;IND;PL;2;PST;FIN;ACT
meklē	αναζητώντας	meklēt	αναζητώ	V;FH;IND;2;POS;PRS;FIN;ACT	V;IPFV;V.CVB;ACT
ievēlēta	εκλεγμένος	ievēlēt	εκλέγω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
ievēlēta	εκλεγεί	ievēlēt	εκλέγω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NFIN;ACT
ievēlēta	εξελέγη	ievēlēt	εκλέγω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
ieguvējs	νικήτρια	ieguvējs	νικήτριος	N;NOM;MASC;SG	N;NOM;FEM;SG
ieguvējs	νικητής	ieguvējs	νικητής	N;NOM;MASC;SG	N;NOM;MASC;SG
lidostas	αεροδρόμια	lidosta	αεροδρόμιο	N;NOM;FEM;PL	N;NOM;NEUT;PL
raķetes	βλήματα	raķete	βλήμα	N;NOM;FEM;PL	N;NOM;NEUT;PL
raķetes	πύραυλοι	raķete	πύραυλος	N;NOM;FEM;PL	N;NOM;MASC;PL
raķetes	ρουκέτες	raķete	ρουκέτα	N;NOM;FEM;PL	N;NOM;FEM;PL
raķetes	πύραυλοι	raķete	πύραυλος	N;NOM;FEM;PL	N;NOM;MASC;PL
patīk	αρέσει	patikt	αρίσκω	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
izplatība	κατανομή	izplatība	κατανομή	N;NOM;FEM;SG	N;NOM;FEM;SG
izplatība	διανομή	izplatība	διανομή	N;NOM;FEM;SG	N;NOM;FEM;SG
izplatība	επιπολασμού	izplatība	επιπολασμός	N;NOM;FEM;SG	N;NOM;MASC;SG
autore	συγγραφέας	autore	συγγραφέα	N;NOM;FEM;SG	N;NOM;MASC;SG
autore	συντάκτης	autore	συντάκτης	N;NOM;FEM;SG	N;NOM;MASC;SG
lietotāji	χρήστες	lietotājs	χρήστης	N;NOM;MASC;PL	N;NOM;MASC;PL
skatītāji	θεατές	skatītājs	θεατός	N;NOM;MASC;PL	N;NOM;MASC;PL
skatītāji	θεατές	skatītājs	θεατός	N;NOM;MASC;PL	N;NOM;MASC;PL
skatītāji	τηλεθεατές	skatītājs	τηλεθεατής	N;NOM;MASC;PL	N;NOM;MASC;PL
pozīcija	στίγμα	pozīcija	στίγμα	N;NOM;FEM;SG	N;NOM;NEUT;SG
pozīcija	επικεφαλίδα	pozīcija	επικεφαλίδα	N;NOM;FEM;SG	N;NOM;FEM;SG
spalvas	πούπουλα	spalva	πούπουλο	N;NOM;FEM;PL	N;NOM;NEUT;PL
spalvas	φτερά	spalva	φτερά	N;NOM;FEM;PL	N;NOM;NEUT;PL
skaidri	καθαρά	skaidri	καθερά	ADV	ADV
skaidri	ξεκάθαρα	skaidri	ξεκάθαρα	ADV	ADV
skaidri	σαφώς	skaidri	σαφώς	ADV	ADV
mašīnas	μηχανήματα	mašīna	μηχάνημα	N;NOM;FEM;PL	N;NOM;NEUT;PL
mašīnas	μηχανές	mašīna	μηχανής	N;NOM;FEM;PL	N;NOM;FEM;PL
mašīnas	μηχανήματα	mašīna	μηχάνημα	N;NOM;FEM;PL	N;NOM;NEUT;PL
mašīnas	μηχανές	mašīna	μηχανής	N;NOM;FEM;PL	N;NOM;FEM;PL
ziedi	άνθη	zieds	άνθη	N;NOM;MASC;PL	N;NOM;NEUT;PL
ziedi	λουλούδια	zieds	λουλούδι	N;NOM;MASC;PL	N;NOM;NEUT;PL
elektriskā	ηλεκτρικό	elektriska	ηλεκτρικός	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
elektriskā	ηλεκτρική	elektriska	ηλεκτρικός	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
elektriskā	ηλεκτρικός	elektriska	ηλεκτρικός	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
iezīmes	χαρακτηριστικά	iezīme	χαρακτηριστικός	N;NOM;FEM;PL	N;NOM;NEUT;PL
ķīmija	χημεία	ķīmija	χημείο	N;NOM;FEM;SG	N;NOM;FEM;SG
izmēri	διαστάσεις	izmēre	διάσταση	N;NOM;MASC;PL	N;NOM;FEM;PL
izmēri	μεγέθη	izmēre	μεγέθη	N;NOM;MASC;PL	N;NOM;NEUT;PL
senators	γερουσιαστής	senators	γερουσιαστής	N;NOM;MASC;SG	N;NOM;MASC;SG
mazākā	μικρότερο	mazs	μικρός	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
kongress	κογκρέσο	kongress	κογκρέσο	N;NOM;MASC;SG	N;NOM;NEUT;SG
gulbis	κύκνος	gulbis	κύκνος	N;NOM;MASC;SG	N;NOM;MASC;SG
instrumentu	μέσο	instruments	μέσος	N;ACC;MASC;SG	N;ACC;NEUT;SG
siltuma	θερμότητας	siltums	θερμότητα	N;GEN;MASC;SG	N;GEN;FEM;SG
vienotība	ενότητα	vienotība	ενότητα	N;NOM;FEM;SG	N;NOM;FEM;SG
alas	σπήλαια	ala	σπήλαια	N;NOM;FEM;PL	N;NOM;NEUT;PL
alas	σπηλιές	ala	σπηλιά	N;NOM;FEM;PL	N;NOM;FEM;PL
uzņēma	φιλοξένησε	uzņemt	φιλοξενώ	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
pretinieku	αντίπαλο	pretinieks	αντίπαλο	N;ACC;MASC;SG	N;ACC;MASC;SG
vadītāji	διαχειριστές	vadītājs	διαχειριστής	N;NOM;MASC;PL	N;NOM;MASC;PL
vadītāji	διευθυντές	vadītājs	διευθυντής	N;NOM;MASC;PL	N;NOM;MASC;PL
vadītāji	αρχηγοί	vadītājs	αρχηγός	N;NOM;MASC;PL	N;NOM;MASC;PL
vadītāji	ηγέτες	vadītājs	ηγέτης	N;NOM;MASC;PL	N;NOM;MASC;PL
vadītāji	κυβερνήτες	vadītājs	κυβερνώ	N;NOM;MASC;PL	N;NOM;MASC;PL
vadītāji	διοικητές	vadītājs	διοικητής	N;NOM;MASC;PL	N;NOM;MASC;PL
vadītāji	οδηγοί	vadītājs	οδηγός	N;NOM;MASC;PL	N;NOM;MASC;PL
pievienot	προσθέστε	pievienot	προσθέτω	V;POS;NFIN	V;PFV;IMP;PL;2;FIN;ACT
trase	κύκλωμα	trase	κύκλωμα	N;NOM;FEM;SG	N;NOM;NEUT;SG
ģimnāzija	γυμναστήριο	ģimnāzija	γυμναστήριο	N;NOM;FEM;SG	N;NOM;NEUT;SG
mākslinieki	καλλιτέχνες	mākslinieks	καλλιτέχνα	N;NOM;MASC;PL	N;NOM;MASC;PL
lidmašīna	αεροπλάνο	lidmašīna	αεροπλάνο	N;NOM;FEM;SG	N;NOM;NEUT;SG
lidmašīna	αεροπλάνο	lidmašīna	αεροπλάνο	N;NOM;FEM;SG	N;NOM;NEUT;SG
lidmašīna	αεροπλάνο	lidmašīna	αεροπλάνο	N;NOM;FEM;SG	N;NOM;NEUT;SG
lodes	σφαίρες	lode	σφαίρα	N;NOM;FEM;PL	N;NOM;FEM;PL
operators	χειριστής	operators	χειριστής	N;NOM;MASC;SG	N;NOM;MASC;SG
saimes	σμήνη	saime	σμήνος	N;NOM;FEM;PL	N;NOM;NEUT;PL
saimes	κοπάδια	saime	κοπάδιο	N;NOM;FEM;PL	N;NOM;NEUT;PL
veicina	προωθεί	veicināt	προωθώ	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
veicina	προάγει	veicināt	προάγω	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
virsnieki	αστυφύλακες	virsnieks	αστυφύλακας	N;NOM;MASC;PL	N;NOM;MASC;PL
federālais	ομοσπονδιακός	federāls	ομοσπονδιακός	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
federālais	ομοσπονδιακό	federāls	ομοσπονδιακός	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
radot	δημιουργώντας	radot	δημιουργώ	V;V.CVB	V;IPFV;V.CVB;ACT
atstājot	φεύγεις	atstāt	φεύγη	V;V.CVB	V;IPFV;IND;PL;1;PRS;FIN;ACT
atstājot	φεύγει	atstāt	φεύγω	V;V.CVB	V;IPFV;IND;SG;3;PRS;FIN;ACT
atstājot	αφήνοντας	atstāt	αφήνω	V;V.CVB	V;IPFV;V.CVB;ACT
veltīta	αφοσιωμένος	veltīt	αφοσιωμένος	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
veltīta	αφοσιωμένη	veltīt	αφοσιώνω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
veltīta	αφοσιωμένο	veltīt	αφοσιωμένος	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
veltīta	αφιερωμένη	veltīt	αφιερώνω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
veltīta	αφιερωμένο	veltīt	αφιερώνω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
nopietni	σοβαρά	nopietni	σοβαρά	ADV	ADV
mazie	μικρές	mazs	μικρός	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;PL
mazas	μικρές	maza	μικρός	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
virziens	άξονας	virziens	άξονας	N;NOM;MASC;SG	N;NOM;MASC;SG
fabrika	εργοστάσιο	fabrika	εργοστάσιο	N;NOM;FEM;SG	N;NOM;NEUT;SG
komandēja	ενορχήστρωσε	komandēt	ενορχηστρώνω	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
spēcīga	δυνατός	spēcīga	δυνατός	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
spēcīga	δυνατό	spēcīga	δυνατός	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
spēcīga	δυνατή	spēcīga	δυνατός	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
meklēt	αναζητήστε	meklēt	αναζητώ	V;POS;NFIN	V;PFV;IND;PL;2;PRS;FIN;ACT
meklēt	βρείτε	meklēt	βρίσκω	V;POS;NFIN	V;PFV;IMP;PL;2;FIN;ACT
meklēt	βρες	meklēt	βρες	V;POS;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
meklēt	βρω	meklēt	βρω	V;POS;NFIN	V;IPFV;IND;SG;1;FIN;ACT
elizabetes	ελισάβετ	elizabete	ελισάβετ	N;NOM;FEM;PL	N
maksimālais	μέγιστος	maksimāls	μέγιστος	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
seši	έξι	seši	έξι	NUM;NOM;MASC;PL	NUM;NOM;MASC;PL
seši	εξι	seši	εξι	NUM;NOM;MASC;PL	NUM
zemestrīce	σεισμός	zemestrīce	σεισμός	N;NOM;FEM;SG	N;NOM;MASC;SG
zemestrīce	σεισμό	zemestrīce	σεισμός	N;NOM;FEM;SG	N;NOM;MASC;SG
raksturojums	χαρακτηρισμός	raksturojums	χαρακτηρισμός	N;NOM;MASC;SG	N;NOM;MASC;SG
lasīt	διαβάσει	lasīt	διαβάζω	V;POS;NFIN	V;PFV;NFIN;ACT
lasīt	διάβαζε	lasīt	διαβάζω	V;POS;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
lasīt	διάβασε	lasīt	διαβάζω	V;POS;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
uzrakstīja	έγραψε	uzrakstīt	γράφω	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
sekmīgi	επιτυχώς	sekmīgi	επιτυχώς	ADV	ADV
formāli	επισήμως	formāli	επίσημα	ADV	ADV
formāli	επίσημα	formāli	επίσημα	ADV	ADV
formāli	τυπικά	formāli	τυπικά	ADV	ADV
nīderlandiešu	ντατς	nīderlandietis	ντατς	N;GEN;MASC;PL	N
īru	ιρλανδός	īrs	ιρλανδός	N;NOM;MASC;SG	N;NOM;MASC;SG
lēni	αργά	lēni	αργά	ADV	ADV
lēni	αργά	lēni	αργά	ADV	ADV
balsošanas	ψηφοφορία	balsošana	ψηφοφορία	N;NOM;FEM;SG	N;NOM;FEM;SG
analīzes	αναλύσεις	analīze	ανάλυση	N;NOM;FEM;PL	N;NOM;FEM;PL
parāda	εμφανίζει	parādīt	εμφανίζω	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
parāda	δείχνει	parādīt	δείχνω	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
reklāmas	διαφημίσεις	reklāma	διάφημιση	N;NOM;FEM;PL	N;NOM;FEM;PL
mazs	μικρή	mazs	μικρός	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
mazs	μικρό	mazs	μικρός	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
mazs	μικρός	mazs	μικρός	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
