年	ano	年	ano	N	N
書寫	escribía	書寫	escribir	V	V
書寫	facendo	書寫	facer	V	V
書寫	escrita	書寫	escribir	V	V
書寫	escribe	書寫	escribir	V	V
股東	accionistas	股東	accionista	N	N
曝光	exposto	曝光	expor	V	V
人群	multitude	人群	multitude	N	N
人群	masa	人群	masa	N	N
人群	vista	人群	vista	N	N
人群	xente	人群	xente	N	N
土壤	chan	土壤	chan	N	N
土壤	terra	土壤	terra	N	N
水中	auga	水中	auga	N	N
消費	consumo	消費	consumo	N	N
洗	lavan	洗	lavar	V	V
洗	lavar	洗	lavar	V	V
洗	lavar	洗	lavar	V	V
摧毀	destrúen	摧毀	destruír	V	V
摧毀	destruír	摧毀	destruír	V	V
摧毀	destrúe	摧毀	destruír	V	V
船隻	vasos	船隻	vaso	N	N
船隻	frota	船隻	frota	N	N
船隻	barcos	船隻	barco	N	N
船隻	barco	船隻	barco	N	N
船隻	barco	船隻	barco	N	N
個別	persoa	個別	persoa	N	N
個別	individuo	個別	individuo	N	N
個別	tipo	個別	tipo	N	N
橙	laranxa	橙	laranxir	N	N
物體	obxectos	物體	obxecto	N	N
牙齒	dentes	牙齒	dente	N	N
尾巴	cola	尾巴	cola	N	N
妖怪	monstro	妖怪	monstro	N	N
客戶	cliente	客戶	cliente	N	N
客戶	clientes	客戶	cliente	N	N
客戶	cliente	客戶	cliente	N	N
選民	votantes	選民	votante	N	N
肌肉	músculos	肌肉	músculo	N	N
肌肉	músculo	肌肉	músculo	N	N
火車	tren	火車	tren	N	N
火車	metro	火車	metro	N	N
火車	trens	火車	tren	N	N
觀看	vendo	觀看	ver	V	V
觀看	ver	觀看	ver	V	V
觀看	mirando	觀看	mirar	V	V
觀看	mirar	觀看	mirar	V	V
觀看	observando	觀看	observar	V	V
觀看	ver	觀看	ver	V	V
觀看	mirade	觀看	mirade	V	V
觀看	ten	觀看	ter	V	V
重型	peso	重型	peso	N	N
肩	ombro	肩	ombro	N	N
肩	ombreiro	肩	ombreiro	N	N
肩	ombros	肩	ombro	N	N
水手	mariñeiro	水手	mariñeiro	N	N
答案	resposta	答案	resposta	N	N
答案	respostas	答案	resposta	N	N
答案	repostas	答案	reposta	N	N
臂	brazo	臂	brazo	N	N
領先	conducir	領先	conducir	V	V
領先	levar	領先	levar	V	V
鏡頭	lentes	鏡頭	lente	N	N
鏡頭	lente	鏡頭	lente	N	N
鏡頭	cámaras	鏡頭	cámara	N	N
鏡頭	cámara	鏡頭	cámara	N	N
鏡頭	disparos	鏡頭	disparo	N	N
前	premisa	前	premisar	N	N
時尚	moda	時尚	modo	N	N
審判	ensaio	審判	ensaio	N	N
審判	xuízo	審判	xuízo	N	N
審判	proceso	審判	proceso	N	N
審判	ensaios	審判	ensalo	N	N
審判	xuízos	審判	xuízo	N	N
透明	transparentes	透明	transparente	N	N
督察	inspector	督察	inspector	N	N
督察	comisario	督察	comisario	N	N
野生	salvaxe	野生	salvaxe	N	N
野生	salvaxes	野生	salvaxe	N	N
用品	subministración	用品	subministración	N	N
鈴	campá	鈴	campá	N	N
秋季	caída	秋季	caída	N	N
秋季	outono	秋季	outono	N	N
同事	colega	同事	colego	N	N
群眾	multitude	群眾	multitude	N	N
群眾	masa	群眾	masa	N	N
群眾	vista	群眾	vista	N	N
群眾	xente	群眾	xente	N	N
棉	algodón	棉	algodón	N	N
旋律	melodía	旋律	melodía	N	N
底部	fondo	底部	fondo	N	N
底部	final	底部	final	N	N
衣服	roupa	衣服	roupa	N	N
衣服	roupa	衣服	roupa	N	N
衣服	roupas	衣服	roupa	N	N
終	fin	終	fin	N	N
終	final	終	final	N	N
風險	riscos	風險	risco	N	N
風險	risco	風險	risco	N	N
風險	perigo	風險	perigo	N	N
風險	riscos	風險	risco	N	N
剪	cortar	剪	cortar	V	V
標記	marca	標記	marca	N	N
標記	marcos	標記	marco	N	N
標記	marcos	標記	marco	N	N
標記	teas	標記	teu	N	N
鋼鐵	aceiro	鋼鐵	aceiro	N	N
鋼鐵	ferro	鋼鐵	ferro	N	N
鋼鐵	raís	鋼鐵	raes	N	N
鋼鐵	ferro	鋼鐵	ferro	N	N
速率	taxa	速率	taxa	N	N
年級	grao	年級	grao	N	N
聚會	festa	聚會	festa	N	N
聚會	partido	聚會	partido	N	N
聚會	reunión	聚會	reunión	N	N
春季	primavera	春季	primavera	N	N
夫婦	par	夫婦	par	N	N
夫婦	dous	夫婦	dous	N	N
夫婦	parella	夫婦	parella	N	N
屍	cadáver	屍	cadáver	N	N
屍	corpo	屍	corpo	N	N
螢幕	pantalla	螢幕	pantalla	N	N
號碼	número	號碼	número	N	N
鞋	zapatos	鞋	zapato	N	N
鞋	botas	鞋	bota	N	N
鞋	tenis	鞋	tenis	N	N
鞋	zapato	鞋	zapato	N	N
肥	graxa	肥	graxar	N	N
肥	gorda	肥	gorda	N	N
肥	gordo	肥	gordo	N	N
肥	gordos	肥	gordo	N	N
概率	probabilidade	概率	probabilidade	N	N
缺少	desaparecidos	缺少	desaparecer	V	V
缺少	faltan	缺少	faltar	V	V
缺少	perdidos	缺少	perdido	V	V
缺少	faltaba	缺少	faltar	V	V
繪畫	cadro	繪畫	cadro	N	N
繪畫	pintura	繪畫	pintura	N	N
繪畫	debuxo	繪畫	debuxo	N	N
繪畫	pinturas	繪畫	pintura	N	N
繪畫	cadros	繪畫	cadro	N	N
溶液	solución	溶液	solución	N	N
溶液	solucións	溶液	solución	N	N
攻勢	ofensiva	攻勢	ofensivo	N	N
被	acusado	被	acusar	V;PASS	V
被	imputado	被	imputar	V;PASS	V
被	calar	被	calar	V;PASS	V
被	acusada	被	acusado	V;PASS	V
河谷	val	河谷	val	N	N
人造	artifical	人造	artifical	N	N
彈藥	munición	彈藥	munición	N	N
彈藥	municións	彈藥	munición	N	N
彈藥	cartuchos	彈藥	cartuchos	N	N
決戰	duelo	決戰	duelo	N	N
殺手	asasino	殺手	asasino	N	N
偷	roubar	偷	roubar	V	V
偷	roubar	偷	roubar	V	V
偷	roubando	偷	roubar	V	V
隱藏	oculto	隱藏	oculto	N	N
隱藏	ocultas	隱藏	oculto	N	N
星星	estrela	星星	estrela	N	N
星星	estrelas	星星	estrela	N	N
星星	das	星星	das	N	N
溝	gabia	溝	gabia	N	N
矮	curtas	矮	curto	N	N
酒吧	reixas	酒吧	reixa	N	N
酒吧	pola	酒吧	pola	N	N
酒吧	taberna	酒吧	taberno	N	N
酒吧	bar	酒吧	bar	N	N
酒吧	bar	酒吧	bar	N	N
盲	cegas	盲	cega	N	N
盲	cega	盲	cega	N	N
盲	cego	盲	cego	N	N
盲	cegos	盲	cego	N	N
民兵	milicia	民兵	milicia	N	N
制服	uniforme	制服	uniforme	N	N
介面	interface	介面	interface	N	N
介面	usuario	介面	usuario	N	N
介面	interfaces	介面	interface	N	N
場景	escena	場景	escenar	N	N
場景	escea	場景	escear	N	N
場景	escenas	場景	escena	N	N
炮兵	artillería	炮兵	artillería	N	N
痛	dor	痛	dor	N	N
山區	montañas	山區	montaña	N	N
山區	das	山區	das	N	N
山區	andes	山區	ande	N	N
山區	montes	山區	monte	N	N
山區	montaña	山區	montaña	N	N
山區	monte	山區	monte	N	N
山區	montaña	山區	montaña	N	N
匿名	anónimos	匿名	anónir	N	N
四	4	四	4	NUM	NUM
陽光	sol	陽光	sol	N	N
陽光	sol	陽光	sol	N	N
陽光	luz	陽光	luz	N	N
行程	viaxe	行程	viaxe	N	N
拘捕	deter	拘捕	deter	V	V
鄉村	campo	鄉村	campo	N	N
鄉村	aldeas	鄉村	aldea	N	N
鄉村	pobos	鄉村	pobo	N	N
鄉村	aldea	鄉村	aldea	N	N
鄉村	pobo	鄉村	pobo	N	N
鄉村	vila	鄉村	vila	N	N
偉大	xenial	偉大	xenial	ADJ	ADJ
偉大	gran	偉大	gran	ADJ	ADJ
偉大	grande	偉大	grande	ADJ	ADJ
偉大	grandes	偉大	grande	ADJ	ADJ
房間	sala	房間	sala	N	N
房間	habitación	房間	habitación	N	N
房間	cuartos	房間	cuarto	N	N
房間	salas	房間	sala	N	N
房間	habitacións	房間	habitación	N	N
溪流	río	溪流	río	N	N
溪流	regato	溪流	regato	N	N
瘤	tumor	瘤	tumor	N	N
情緒	emoción	情緒	emoción	N	N
情緒	humor	情緒	humor	N	N
情緒	ánimo	情緒	ánimo	N	N
情緒	emocións	情緒	emoción	N	N
被	capturado	被	capturado	V;PASS	V
被	capturados	被	capturar	V;PASS	V
夫妻	par	夫妻	par	N	N
夫妻	dous	夫妻	dous	N	N
夫妻	parella	夫妻	parella	N	N
甜	doces	甜	doce	N	N
甜	doce	甜	doce	N	N
演講	charla	演講	charlar	N	N
演講	discurso	演講	discurso	N	N
演講	expresión	演講	expresión	N	N
演講	charla	演講	charlar	N	N
體制	institución	體制	institución	N	N
參觀	visitar	參觀	visitar	V	V
線路	liña	線路	liña	N	N
線路	fila	線路	fila	N	N
挖掘	cavando	挖掘	cavar	V	V
槍械	armas	槍械	arma	N	N
槍械	fusís	槍械	fuso	N	N
槍械	armados	槍械	armar	N	N
槍械	metralladoras	槍械	metrallador	N	N
喉	gorxa	喉	gorxa	N	N
順序	orde	順序	orde	N	N
順序	xiro	順序	xiro	N	N
順序	postal	順序	postal	N	N
順序	secuencia	順序	secuencia	N	N
護照	pasaporte	護照	pasaporte	N	N
罪行	crimes	罪行	crimes	N	N
罪行	delitos	罪行	delito	N	N
條款	termos	條款	ter	N	N
條款	funcionamento	條款	funcionamento	N	N
管道	pipa	管道	pipa	N	N
管道	cachimba	管道	cachimba	N	N
路徑	camiño	路徑	camiño	N	N
路徑	senda	路徑	senda	N	N
邏輯	lóxica	邏輯	lóxica	N	N
被	mataron	被	matar	V;PASS	V
被	matou	被	matar	V;PASS	V
被	asasinado	被	asasinar	V;PASS	V
宗教	relixión	宗教	relixión	N	N
墓地	cemiterio	墓地	cemiterio	N	N
終身	vida	終身	vida	N	N
變形	transformar	變形	transformar	V	V
歡樂	ledicia	歡樂	ledicia	N	N
歡樂	alegría	歡樂	alegríar	N	N
歡樂	desfrute	歡樂	desfrute	N	N
心臟	corazón	心臟	corazón	N	N
心臟	cardíacas	心臟	cardíaco	N	N
心臟	cardíaca	心臟	cardíaco	N	N
受害	da	受害	da	V	V
否認	negar	否認	negar	V	V
否認	rexeitada	否認	rexeitar	V	V
公正	xustiza	公正	xustiza	N	N
較低	inferior	較低	inferior	ADJ	ADJ
鳥類	aves	鳥類	ave	N	N
鳥類	paxaros	鳥類	paxar	N	N
攜	levar	攜	levar	V	V
攜	levamos	攜	levar	V	V
攜	levaba	攜	levar	V	V
攜	leva	攜	levar	V	V
攜	levar	攜	levar	V	V
虛擬	virtual	虛擬	virtual	N	N
電機	motoras	電機	motora	N	N
電機	motor	電機	motor	N	N
圖案	padrón	圖案	padrón	N	N
圖案	patrón	圖案	patrón	N	N
圖案	pauta	圖案	pauta	N	N
昆蟲	insectos	昆蟲	insecto	N	N
部件	partes	部件	parte	N	N
男友	mozo	男友	mozo	N	N
卡片	tarxetas	卡片	tarxeta	N	N
卡片	cartas	卡片	carta	N	N
卡片	naipes	卡片	naipe	N	N
卡片	ás	卡片	á	N	N
卡片	carta	卡片	carta	N	N
卡片	tarxeta	卡片	tarxeta	N	N
卡片	documento	卡片	documento	N	N
集體	colectivo	集體	colectivo	N	N
人名	nomes	人名	nome	N	N
人名	nome	人名	nome	N	N
熱門	popular	熱門	popular	N	N
熱門	frente	熱門	frente	N	N
熱門	cantante	熱門	cantante	N	N
熱門	cima	熱門	cima	N	N
貨運	carga	貨運	carga	N	N
貨運	cargamento	貨運	cargamento	N	N
教皇	papa	教皇	papa	N	N
財產	propiedade	財產	propiedade	N	N
怒	ira	怒	ir	N	N
怒	rabia	怒	rabia	N	N
怒	odio	怒	odio	N	N
戲院	teatro	戲院	teatro	N	N
戲院	recinto	戲院	recinto	N	N
戲院	teatro	戲院	teatro	N	N
流程	fluxo	流程	fluxo	N	N
流程	transmisión	流程	transmisión	N	N
星球	planeta	星球	planeta	N	N
謎	misterio	謎	misterio	N	N
謎	crebacabezas	謎	crebacabezas	N	N
謎	puzzle	謎	puzzle	N	N
鎮壓	da	鎮壓	da	V	V
男爵	barón	男爵	barón	N	N
末端	fin	末端	fin	N	N
末端	listo	末端	listo	N	N
痛苦	sufrimento	痛苦	sufrimento	N	N
痛苦	dor	痛苦	dor	N	N
數值	valores	數值	valor	N	N
數值	valor	數值	valor	N	N
數值	revenda	數值	revenda	N	N
月亮	lúa	月亮	lúa	N	N
司機	condutor	司機	condutor	N	N
司機	permiso	司機	permiso	N	N
叛亂	rebelión	叛亂	rebelión	N	N
叛亂	rebeldes	叛亂	rebelde	N	N
簽	asinar	簽	asinar	V	V
階級	clase	階級	clase	N	N
圓形	círculo	圓形	círculo	N	N
帳號	relato	帳號	relato	N	N
帳號	contas	帳號	conta	N	N
帳號	conta	帳號	conta	N	N
丘陵	outeiros	丘陵	outeiro	N	N
學科	disciplinas	學科	disciplina	N	N
個	persoa	個	persoa	N	N
個	individuo	個	individuo	N	N
個	tipo	個	tipo	N	N
動態	historia	動態	historia	N	N
動態	relato	動態	relato	N	N
動態	dinámica	動態	dinámica	N	N
動態	historias	動態	historia	N	N
動態	actividade	動態	actividade	N	N
動態	dinámica	動態	dinámica	N	N
動態	dinámicas	動態	dinámica	N	N
大氣	atmosfera	大氣	atmosfera	N	N
大氣	ambiente	大氣	ambiente	N	N
流感	gripe	流感	gripe	N	N
劇院	teatro	劇院	teatro	N	N
劇院	recinto	劇院	recinto	N	N
劇院	teatro	劇院	teatro	N	N
人格	personalidade	人格	personalidade	N	N
瘋狂	tolas	瘋狂	tola	N	N
瘋狂	manicomio	瘋狂	manicomio	N	N
瘋狂	tolo	瘋狂	tolo	N	N
瘋狂	enfermo	瘋狂	enfermo	N	N
瘋狂	tolos	瘋狂	tolo	N	N
瘋狂	tolas	瘋狂	tola	N	N
瘋狂	tolo	瘋狂	tolo	N	N
幽默	humor	幽默	humor	N	N
異常	estraño	異常	estraño	ADJ	ADJ
每	os	每	o	DET	DET
每	as	每	o	DET	DET
每	todos	每	todo	DET	DET
每	cada	每	cada	DET	DET
每	todas	每	todo	DET	DET
元帥	mariscal	元帥	mariscal	N	N
頸	pescozo	頸	pescozo	N	N
頸	par	頸	par	N	N
頸	caluga	頸	caluga	N	N
頜	mandíbula	頜	mandíbula	N	N
獎章	medalla	獎章	medalla	N	N
獎章	medallas	獎章	medalla	N	N
症狀	síntomas	症狀	síntoma	N	N
症狀	síntoma	症狀	síntoma	N	N
神聖	sagrado	神聖	sagrar	ADJ	ADJ
神聖	sagrado	神聖	sagrar	ADJ	ADJ
神聖	santo	神聖	santo	ADJ	ADJ
地表	superficie	地表	superficie	N	N
學位	graos	學位	grao	N	N
光譜	espectro	光譜	espectro	N	N
致命	pecados	致命	pecar	N	N
魚雷	torpedos	魚雷	torpedo	N	N
極限	límite	極限	límite	N	N
極限	límites	極限	límite	N	N
碗	pratos	碗	prato	N	N
碗	cunca	碗	cunca	N	N
稍後	tarde	稍後	tarde	N	N
級別	nivel	級別	nivel	N	N
看	parece	看	parecer	V	V
看	semella	看	semellar	V	V
挖	extraer	挖	extraer	V	V
挖	cavar	挖	cavar	V	V
挖	cavando	挖	cavar	V	V
區分	diferenza	區分	diferenza	N	N
區分	distinción	區分	distinción	N	N
傷亡	baixas	傷亡	baixa	N	N
信心	fe	信心	fe	N	N
信心	confianza	信心	confianza	N	N
信心	seguros	信心	seguro	N	N
信心	seguro	信心	seguro	N	N
法文	franceses	法文	francese	N	N
法文	francés	法文	francés	N	N
場合	nunha	場合	nunha	N	N
場合	ocasión	場合	ocasión	N	N
先鋒	pioneiros	先鋒	pioneiro	N	N
體積	volume	體積	volume	N	N
體積	tamaño	體積	tamaño	N	N
復仇	vingar	復仇	vingar	V	V
燃燒	queimalos	燃燒	queimalo	V	V
燃燒	queiman	燃燒	queimar	V	V
燃燒	queimar	燃燒	queimar	V	V
感受	sinto	感受	sinto	V	V
感受	sentir	感受	sentir	V	V
感受	síntome	感受	síntome	V	V
感受	sentir	感受	sentir	V	V
射程	rango	射程	rango	N	N
射程	cadea	射程	cadea	N	N
射程	abano	射程	abano	N	N
培訓	formación	培訓	formación	N	N
培訓	adestramento	培訓	adestramento	N	N
雲端	nube	雲端	nubir	N	N
屍體	corpo	屍體	corpo	N	N
時刻	momentos	時刻	momento	N	N
時刻	momento	時刻	momento	N	N
時刻	intres	時刻	intres	N	N
時刻	momento	時刻	momento	N	N
時刻	intre	時刻	intre	N	N
蝦	gambas	蝦	gambo	N	N
專利	patentes	專利	patente	N	N
專利	zapatos	專利	zapato	N	N
專利	patentes	專利	patente	N	N
矛	arpón	矛	arpón	N	N
售票	billete	售票	billete	N	N
售票	boleto	售票	boleto	N	N
區別	diferenza	區別	diferenza	N	N
區別	distinción	區別	distinción	N	N
區別	diferenza	區別	diferenza	N	N
區別	diferenzas	區別	diferenza	N	N
區別	diferencia	區別	diferencia	N	N
村落	aldea	村落	aldea	N	N
村落	pobo	村落	pobo	N	N
村落	vila	村落	vila	N	N
葡萄	viño	葡萄	vir	N	N
樸	parque	樸	parque	N	N
六	6	六	6	NUM	NUM
標籤	etiqueta	標籤	etiqueta	N	N
肝	fígado	肝	fígado	N	N
失望	decepción	失望	decepción	N	N
屬性	atributo	屬性	atributo	N	N
屬性	propiedade	屬性	propiedade	N	N
屬性	propiedades	屬性	propiedade	N	N
屬性	atributos	屬性	atributo	N	N
氫	hidróxeno	氫	hidróxeno	N	N
名譽	honra	名譽	honra	N	N
名譽	reputación	名譽	reputación	N	N
名譽	sona	名譽	sona	N	N
名譽	honor	名譽	honor	N	N
名譽	honra	名譽	honra	N	N
名譽	señoría	名譽	señor	N	N
特點	características	特點	característica	N	N
特點	características	特點	característica	N	N
品種	variedades	品種	variedade	N	N
國外	estranxeiro	國外	estranxeiro	N	N
千克	chan	千克	chan	N	N
密碼	código	密碼	código	N	N
密碼	contrasinal	密碼	contrasinal	N	N
帽子	sombreiros	帽子	sombreiro	N	N
帽子	sombreiro	帽子	sombreiro	N	N
帽子	chapeu	帽子	chapar	N	N
海軍	marines	海軍	marine	N	N
焦點	foco	焦點	foco	N	N
冬天	inverno	冬天	inverno	N	N
幸運	sorte	幸運	sorte	N	N
資本	capital	資本	capital	N	N
資本	capitais	資本	capital	N	N
拓展	expandíndose	拓展	expandíndose	V	V
團	unidade	團	unidade	N	N
團	solidariedade	團	solidariedade	N	N
魔鬼	demo	魔鬼	demo	N	N
魔鬼	diaño	魔鬼	diar	N	N
獎勵	incentivos	獎勵	incentivo	N	N
獎勵	recompensa	獎勵	recompensa	N	N
國防	defensa	國防	defensa	N	N
國防	defensa	國防	defensa	N	N
文書	instrumento	文書	instrumento	N	N
文書	instrumentos	文書	instrumento	N	N
意圖	intención	意圖	intención	N	N
物件	obxecto	物件	obxecto	N	N
物件	obxectos	物件	obxecto	N	N
背叛	traizón	背叛	traizón	N	N
背叛	deslealdade	背叛	deslealdade	N	N
培育	cultivar	培育	cultivar	V	V
味道	cheiro	味道	cheiro	N	N
體驗	experiencias	體驗	experiencia	N	N
體驗	experiencia	體驗	experiencia	N	N
婚禮	voda	婚禮	vodo	N	N
婚禮	matrimonio	婚禮	matrimonio	N	N
婚禮	noiva	婚禮	noiva	N	N
術語	termo	術語	termo	N	N
術語	prazo	術語	prazo	N	N
術語	período	術語	período	N	N
術語	termos	術語	ter	N	N
術語	funcionamento	術語	funcionamento	N	N
上限	límite	上限	límite	N	N
星期	martes	星期	martes	N	N
水果	froita	水果	froita	N	N
指標	indicadores	指標	indicador	N	N
句子	frases	句子	frase	N	N
句子	oración	句子	oración	N	N
句子	frase	句子	frase	N	N
句子	sentenza	句子	sentenza	N	N
句子	sentencia	句子	sentencia	N	N
句子	punto	句子	punto	N	N
麵	pan	麵	pan	N	N
麵	cartos	麵	carto	N	N
商務	comercio	商務	comercio	N	N
商務	negocios	商務	negocio	N	N
商務	negocio	商務	negocio	N	N
商務	asunto	商務	asunto	N	N
商務	traballo	商務	traballo	N	N
議長	falante	議長	falante	N	N
兔子	coello	兔子	coello	N	N
較	máis	較	máis	ADV	ADV
褐	marróns	褐	marrón	N	N
褐	marrón	褐	marrón	N	N
或	quizáis	或	quizáis	ADV	ADV
或	quizais	或	quizais	ADV	ADV
或	cadra	或	cadra	ADV	ADV
或	talvez	或	talvez	ADV	ADV
或	cadra	或	cadra	ADV	ADV
或	quizais	或	quizais	ADV	ADV
或	talvez	或	talvez	ADV	ADV
煤炭	carbón	煤炭	carbón	N	N
真空	aspirador	真空	aspirador	N	N
真空	aspiradores	真空	aspirador	N	N
星空	estrelas	星空	estrela	N	N
星空	das	星空	das	N	N
索引	índice	索引	índice	N	N
木材	madeira	木材	madeira	N	N
唱歌	canta	唱歌	canta	N	N
唱歌	cante	唱歌	cante	N	N
唱歌	canta	唱歌	canta	N	N
模特	modelos	模特	modelo	N	N
閃電	lóstrego	閃電	lóstrego	N	N
儀器	instrumento	儀器	instrumento	N	N
儀器	instrumentos	儀器	instrumento	N	N
抽象	abstracta	抽象	abstractar	N	N
保健	saúde	保健	saúde	N	N
魔術	truco	魔術	truco	N	N
魔術	maxia	魔術	maxia	N	N
流動	fluxo	流動	fluxo	N	N
流動	transmisión	流動	transmisión	N	N
流動	mobilidade	流動	mobilidade	N	N
中斷	romper	中斷	romper	V	V
電壓	voltaxe	電壓	voltaxe	N	N
奇蹟	milagre	奇蹟	milagre	N	N
煮	cociñar	煮	cociñar	V	V
煮	cociñar	煮	cociñar	V	V
煮	cociñando	煮	cociñar	V	V
相機	cámaras	相機	cámara	N	N
相機	cámara	相機	cámara	N	N
相機	cámaras	相機	cámara	N	N
進化	evolucionar	進化	evolucionar	V	V
進化	evolucionou	進化	evolucionar	V	V
巡航	levádeme	巡航	levádeme	N	N
將來	futuro	將來	futuro	N	N
照明	iluminación	照明	iluminación	N	N
語音	voz	語音	voz	N	N
語音	charla	語音	charlar	N	N
語音	discurso	語音	discurso	N	N
語音	expresión	語音	expresión	N	N
話題	tema	話題	tema	N	N
話題	asunto	話題	asunto	N	N
鎊	libra	鎊	libra	N	N
行業	industria	行業	industria	N	N
孤立	illado	孤立	illar	V	V
孤立	illada	孤立	illado	V	V
詞彙	vocabulario	詞彙	vocabulario	N	N
飯	arroz	飯	arroz	N	N
飯	comida	飯	comida	N	N
危害	dano	危害	dano	N	N
肖像	retrato	肖像	retrato	N	N
肖像	retratos	肖像	retrato	N	N
旗幟	bandeira	旗幟	bandeira	N	N
關心	coidado	關心	coidado	N	N
早晨	día	早晨	día	N	N
早晨	pola	早晨	pola	N	N
早晨	días	早晨	día	N	N
早晨	bos	早晨	bo	N	N
餐	comida	餐	comida	N	N
旅程	viaxe	旅程	viaxe	N	N
公墓	cemiterio	公墓	cemiterio	N	N
船舶	barco	船舶	barco	N	N
嬰兒	bebé	嬰兒	bebé	N	N
嬰兒	nena	嬰兒	nena	N	N
嬰兒	rapaz	嬰兒	rapaz	N	N
嬰兒	bebés	嬰兒	bebés	N	N
嬰兒	nenos	嬰兒	neno	N	N
毀滅	seguros	毀滅	seguro	N	N
毀滅	destrución	毀滅	destrución	N	N
毀滅	destrucción	毀滅	destrucción	N	N
讀書	lectura	讀書	lectura	N	N
選票	votos	選票	voto	N	N
入場	entrada	入場	entrada	N	N
科目	temas	科目	tema	N	N
科目	suxeitos	科目	suxeito	N	N
週末	fin	週末	fin	N	N
週末	semana	週末	semanar	N	N
董事	xunta	董事	xunta	N	N
董事	reunión	董事	reunión	N	N
董事	bordo	董事	bordo	N	N
董事	comida	董事	comida	N	N
時常	moito	時常	moito	ADV	ADV
時常	acotío	時常	acotío	ADV	ADV
山頂	pico	山頂	pico	N	N
陸地	terra	陸地	terra	N	N
陸地	país	陸地	país	N	N
陸地	terras	陸地	terra	N	N
金錢	cartos	金錢	carto	N	N
金錢	diñeiro	金錢	diñeiro	N	N
金錢	xiro	金錢	xiro	N	N
襪	calcetíns	襪	calcetíns	N	N
包裝	paquete	包裝	paquete	N	N
煙	cigarros	煙	cigarro	N	N
煙	cigarro	煙	cigarro	N	N
煙	pitillo	煙	pitillo	N	N
煙	pito	煙	pito	N	N
煙	fume	煙	fumir	N	N
煙	fumo	煙	fumo	N	N
煙	tabaco	煙	tabaco	N	N
煙	cigarros	煙	cigarro	N	N
想像	imaxinación	想像	imaxinación	N	N
想像	imaxinade	想像	imaxinade	N	N
揭露	revelar	揭露	revelar	V	V
揭露	revelan	揭露	revelar	V	V
樹林	bosque	樹林	bosque	N	N
樹林	bosques	樹林	bosque	N	N
樹林	árbores	樹林	árbor	N	N
樹林	monte	樹林	monte	N	N
節奏	ritmo	節奏	ritmo	N	N
醉	bébedo	醉	bébedo	N	N
醉	bébeda	醉	bébeda	N	N
醉	emborracheime	醉	emborracheime	N	N
民俗	folk	民俗	folk	N	N
中毒	envelenáronme	中毒	envelenáronme	V	V
瞬間	momentos	瞬間	momento	N	N
瞬間	momento	瞬間	momento	N	N
瞬間	intres	瞬間	intres	N	N
郵政	posto	郵政	posto	N	N
郵政	poste	郵政	postar	N	N
郵政	correos	郵政	correo	N	N
郵政	correo	郵政	correo	N	N
繪製	debuxar	繪製	debuxar	V	V
繪製	absorber	繪製	absorber	V	V
繪製	debuxaría	繪製	debuxar	V	V
偵測	detectar	偵測	detectar	V	V
差別	diferenza	差別	diferenza	N	N
差別	diferenzas	差別	diferenza	N	N
差別	diferencia	差別	diferencia	N	N
獎牌	medalla	獎牌	medalla	N	N
獎牌	medallas	獎牌	medalla	N	N
麻煩	problema	麻煩	problema	N	N
麻煩	problemas	麻煩	problema	N	N
抵制	resistir	抵制	resistir	V	V
抵制	resista	抵制	resista	V	V
目	destino	目	destino	N	N
底下	fondo	底下	fondo	N	N
底下	final	底下	final	N	N
成份	ingrediente	成份	ingrediente	N	N
成份	ingredientes	成份	ingrediente	N	N
淚	bágoas	淚	bágoa	N	N
淚	aburrimento	淚	aburrimento	N	N
釣魚	pesca	釣魚	pesca	N	N
細節	detalles	細節	detalle	N	N
細節	crédito	細節	crédito	N	N
細節	detalles	細節	detalle	N	N
家用	caseira	家用	caseira	N	N
罪犯	criminais	罪犯	criminal	N	N
罪犯	crime	罪犯	crime	N	N
罪犯	criminais	罪犯	criminal	N	N
導彈	mísiles	導彈	mísil	N	N
電梯	ascensor	電梯	ascensor	N	N
王妃	princesa	王妃	princesar	N	N
心情	reaccións	心情	reacción	N	N
心情	reacción	心情	reacción	N	N
心情	humor	心情	humor	N	N
心情	ánimo	心情	ánimo	N	N
沙皇	tsar	沙皇	tsar	N	N
帥	guapos	帥	guapo	N	N
帥	guapo	帥	guapo	N	N
帥	guapa	帥	guapa	N	N
橄欖	fútbol	橄欖	fútbol	N	N
農場	granxa	農場	granxa	N	N
農場	campo	農場	campo	N	N
農場	leira	農場	leira	N	N
農場	casa	農場	casa	N	N
農場	reserva	農場	reserva	N	N
農場	granxas	農場	granxa	N	N
存活	sobreviven	存活	sobrevivir	V	V
宣誓	xurou	宣誓	xurar	V	V
生理	fisioloxía	生理	fisioloxía	N	N
現金	diñeiro	現金	diñeiro	N	N
現金	cartos	現金	carto	N	N
現金	cobro	現金	cobro	N	N
跳水	mergullar	跳水	mergullar	V	V
格鬥	loita	格鬥	loita	N	N
格鬥	combate	格鬥	combate	N	N
頭髮	pelo	頭髮	pelo	N	N
頭髮	cabelo	頭髮	cabelo	N	N
家長	pais	家長	pai	N	N
集團	exército	集團	exército	N	N
司長	dirección	司長	dirección	N	N
玉米	millo	玉米	millo	N	N
玉米	trigo	玉米	trigo	N	N
泵	surtidor	泵	surtidor	N	N
辯論	debate	辯論	debate	N	N
搭檔	socio	搭檔	socio	N	N
夜晚	noites	夜晚	noite	N	N
