partigiani	partyzantów	partigiano	partyzant	N;MASC;PL	N;ACC;MASC;PL
pura	czyste	puro	czysty	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
inaugurazione	inauguracji	inaugurazione	inauguracja	N;FEM;SG	N;GEN;FEM;SG
inaugurazione	otwieranie	inaugurazione	otwierać	N;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
inaugurazione	otwarcie	inaugurazione	otworzyć	N;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
inaugurazione	otwarcia	inaugurazione	otworzyć	N;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
orale	doustne	orale	doustny	ADJ;SG	ADJ;NOM;NEUT;SG
eccezionalmente	wyjątkowo	eccezionalmente	wyjątkowo	ADV	ADV
dinamo	dynamo	dinare	dynamo	N;MASC;SG	N;NOM;NEUT;SG
dinamo	dinamo	dinare	dinamo	N;MASC;SG	N;NOM;NEUT;SG
liberty	wolność	liberty	wolność	N;MASC	N;NOM;FEM;SG
liberty	wolności	liberty	wolność	N;MASC	N;GEN;FEM;SG
guillermo	guillermo	guillermo	guillermo	N;MASC;SG	N;NOM;MASC;SG
violento	gwałtowne	violento	gwałtowny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
violento	brutalny	violento	brutalny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
violento	gwałtowny	violento	gwałtowny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
demoni	demonów	demone	demon	N;MASC;PL	N;GEN;MASC;PL
demoni	demony	demone	demon	N;MASC;PL	N;NOM;MASC;PL
massachusetts	massachusetts	massachusetts	massachusetts	N;MASC;SG	N;NOM;MASC;SG
corde	liny	cordo	lina	N;FEM;PL	N;ACC;FEM;PL
corde	sznurki	cordo	sznurek	N;FEM;PL	N;NOM;MASC;PL
corde	struny	cordo	struna	N;FEM;PL	N;NOM;FEM;PL
cellula	celi	cellula	cela	N;FEM;SG	N;GEN;FEM;SG
cellula	płatowca	cellula	płatowca	N;FEM;SG	N;GEN;MASC;SG
presidenti	prezydentów	presidente	prezydent	N;MASC;PL	N;ACC;MASC;PL
presidenti	przewodniczących	presidente	przewodniczyć	N;MASC;PL	N;GEN;MASC;PL
presidenti	prezydenci	presidente	prezydent	N;MASC;PL	N;NOM;MASC;PL
presidenti	przewodniczących	presidente	przewodniczyć	N;MASC;PL	N;GEN;MASC;PL
presidenti	prezydenci	presidente	prezydent	N;MASC;PL	N;NOM;MASC;PL
carità	dobroczynność	carità	dobroczynność	N;FEM	N;NOM;FEM;SG
saverio	xavier	saverio	xavier	N;MASC;SG	N;NOM;MASC;SG
molecole	molekuły	molecola	molekuć	N;FEM;PL	N;NOM;MASC;PL
molecole	cząsteczki	molecola	cząsteczka	N;FEM;PL	N;NOM;FEM;PL
molecole	molekuły	molecola	molekuć	N;FEM;PL	N;NOM;MASC;PL
sacrificio	poświęcenie	sacrificio	poświęcenie	N;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
sacrificio	ofiara	sacrificio	ofiara	N;MASC;SG	N;NOM;FEM;SG
sacrificio	poświęcenia	sacrificio	poświęcenie	N;MASC;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
architetti	architektów	architetto	architekt	N;MASC;PL	N;ACC;MASC;PL
cava	kamieniołomie	cava	kamieniołomie	N;FEM;SG	N;ACC;MASC;SG
sospetto	podejrzenia	sospetto	podejrzenie	N;MASC;SG	N;NOM;NEUT;SG
sospetto	podejrzenie	sospetto	podejrzenie	N;MASC;SG	N;NOM;NEUT;SG
terminale	terminal	terminale	terminal	N;MASC;SG	N;NOM;MASC;SG
benzina	paliwo	benzina	paliwo	N;FEM;SG	N;NOM;NEUT;SG
elementare	podstawowy	elementare	podstawowy	ADJ;SG	ADJ;NOM;MASC;SG
elementare	podstawowej	elementare	podstawowy	ADJ;SG	ADJ;GEN;FEM;SG
elementare	elementarnego	elementare	elementarny	ADJ;SG	ADJ;ACC;MASC;SG
rispettare	szanuje	rispettare	szanować	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
olanda	holandii	olanda	holandia	N;FEM;SG	N;GEN;FEM;SG
olanda	holandia	olanda	holandia	N;FEM;SG	N;NOM;FEM;SG
fatica	trud	fatica	trud	N;FEM;SG	N;NOM;MASC;SG
fatica	zmęczenie	fatica	zmęczenie	N;FEM;SG	N;NOM;NEUT;SG
seggi	fotele	seggio	foteł	N;MASC;PL	N;NOM;MASC;PL
cantare	śpiewaj	cantare	śpiewać	V;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
cantare	śpiewać	cantare	śpiewać	V;NFIN	V;IPFV;NFIN;ACT
cantare	śpiewa	cantare	śpiewać	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
cantare	śpiewam	cantare	śpiewać	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
referendum	referendum	referendum	referendum	N;MASC	N;NOM;NEUT;SG
referendum	referendów	referendum	referend	N;MASC	N;GEN;MASC;PL
apostolo	posłańca	apostolo	posłaniec	N;MASC;SG	N;ACC;MASC;SG
fischio	gwizdek	fischio	gwizdek	N;MASC;SG	N;NOM;MASC;SG
contee	okręgi	contea	okręga	N;FEM;PL	N;NOM;MASC;PL
gestore	menadżer	gestore	menadżer	N;MASC;SG	N;NOM;MASC;SG
gestore	kierownik	gestore	kierownik	N;MASC;SG	N;NOM;MASC;SG
gestore	menedżer	gestore	menedżer	N;MASC;SG	N;NOM;MASC;SG
gestore	zarządca	gestore	zarządca	N;MASC;SG	N;NOM;MASC;SG
africano	afrykańskie	africano	afrykański	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
africano	afrykański	africano	afrykański	ADJ;MASC;SG	ADJ;NOM;MASC;SG
africano	afrykańska	africano	afrykański	ADJ;MASC;SG	ADJ;NOM;FEM;SG
qualifica	kwalifikacji	qualifica	kwalifikacja	N;FEM;SG	N;GEN;FEM;SG
ira	gniewu	ira	gniew	N;FEM;SG	N;GEN;MASC;SG
ira	gniew	ira	gniew	N;FEM;SG	N;NOM;MASC;SG
conduzione	przewodzenia	conduzione	przewodzić	N;FEM;SG	N;GEN;NEUT;SG
conduzione	postępowanie	conduzione	postępowanie	N;FEM;SG	N;NOM;NEUT;SG
conduzione	prowadzenia	conduzione	prowadzić	N;FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
efficienza	efektywności	efficienza	efektywność	N;FEM;SG	N;GEN;FEM;SG
efficienza	efektywność	efficienza	efektywność	N;FEM;SG	N;NOM;FEM;SG
efficienza	skuteczność	efficienza	skuteczność	N;FEM;SG	N;NOM;FEM;SG
efficienza	sprawności	efficienza	sprawność	N;FEM;SG	N;GEN;FEM;SG
efficienza	wydajność	efficienza	wydajność	N;FEM;SG	N;ACC;FEM;SG
efficienza	sprawność	efficienza	sprawność	N;FEM;SG	N;NOM;FEM;SG
ritmica	rytmiczne	ritmico	rytmiczny	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
nodo	węzeł	nodo	węzeć	N;MASC;SG	N;ACC;MASC;SG
nodo	węzeł	nodo	węzeć	N;MASC;SG	N;ACC;MASC;SG
heaven	niebo	heaven	niebo	N	N;NOM;NEUT;SG
heaven	niebie	heaven	niebo	N	N;DAT;NEUT;SG
unire	zjednoczyć	unire	zjednoczyć	V;NFIN	V;PFV;NFIN;ACT
unire	połączyć	unire	połączyć	V;NFIN	V;PFV;NFIN;ACT
ostacoli	bariery	ostacolo	bariera	N;MASC;PL	N;ACC;FEM;PL
ostacoli	przeszkody	ostacolo	przeszkoda	N;MASC;PL	N;NOM;FEM;PL
ostacoli	płotki	ostacolo	płotek	N;MASC;PL	N;NOM;MASC;PL
ostacoli	przeszkody	ostacolo	przeszkoda	N;MASC;PL	N;NOM;FEM;PL
ostacoli	przeszkody	ostacolo	przeszkoda	N;MASC;PL	N;NOM;FEM;PL
massacro	zbrodnia	massacro	zbrodnia	N;MASC;SG	N;NOM;FEM;SG
massacro	rzeźnia	massacro	rzeźń	N;MASC;SG	N;NOM;FEM;SG
massacro	ubój	massacro	ubój	N;MASC;SG	N;NOM;MASC;SG
massacro	uboju	massacro	ubój	N;MASC;SG	N;GEN;MASC;SG
fall	upadek	fall	upadek	N	N;NOM;MASC;SG
leoni	lwy	leone	lew	N;MASC;PL	N;NOM;MASC;PL
convegno	konferencję	convegno	konferencja	N;MASC;SG	N;ACC;FEM;SG
convegno	konferencja	convegno	konferencja	N;MASC;SG	N;NOM;FEM;SG
convegno	konferencji	convegno	konferencja	N;MASC;SG	N;GEN;FEM;SG
centimetri	centymetry	centimetro	centymetra	N;MASC;PL	N;NOM;MASC;PL
centimetri	centymetrów	centimetro	centymetr	N;MASC;PL	N;GEN;MASC;PL
centimetri	centymetry	centimetro	centymetra	N;MASC;PL	N;NOM;MASC;PL
centimetri	centymetrów	centimetro	centymetr	N;MASC;PL	N;GEN;MASC;PL
centimetri	centymetry	centimetro	centymetra	N;MASC;PL	N;NOM;MASC;PL
ginnastica	gimnastyka	ginnastica	gimnastyka	N;FEM;SG	N;NOM;FEM;SG
identificare	zidentyfikować	identificare	zidentyfikować	V;NFIN	V;PFV;NFIN;ACT
amanti	kochanki	amante	kochanka	N;PL	N;ACC;FEM;PL
amanti	kochanków	amante	kochanek	N;PL	N;ACC;MASC;PL
amanti	kochankowie	amante	kochankowo	N;PL	N;NOM;MASC;PL
amanti	kochanki	amante	kochanka	N;PL	N;ACC;FEM;PL
mason	masona	mason	masona	N;MASC;SG	N;ACC;MASC;SG
odore	zapachu	odore	zapach	N;MASC;SG	N;GEN;MASC;SG
odore	zapach	odore	zapach	N;MASC;SG	N;NOM;MASC;SG
odore	zapach	odore	zapach	N;MASC;SG	N;NOM;MASC;SG
marca	markę	marca	marka	N;FEM;SG	N;ACC;FEM;SG
marca	marki	marca	marka	N;FEM;SG	N;ACC;FEM;SG
frutta	owoc	frutta	owoc	N;FEM;SG	N;NOM;MASC;SG
gradualmente	stopniowo	gradualmente	stopniowo	ADV	ADV
calice	kielich	calice	kielich	N;MASC;SG	N;NOM;MASC;SG
organico	organiczne	organico	organiczny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
organico	ekologiczna	organico	ekologiczny	ADJ;MASC;SG	ADJ;NOM;FEM;SG
organico	organiczny	organico	organiczny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
organico	ekologiczne	organico	ekologiczny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
estinzione	wyginięciem	estinzione	wyginąć	N;FEM;SG	N;PFV;INS;NEUT;SG;POS;V.MSDR
estinzione	zagłada	estinzione	zagładać	N;FEM;SG	N;NOM;FEM;SG
trattare	traktować	trattare	traktować	V;NFIN	V;IPFV;NFIN;ACT
trattare	traktuj	trattare	traktować	V;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
trattare	leczyć	trattare	leczyć	V;NFIN	V;IPFV;NFIN;ACT
catene	łańcuchów	catena	łańcuch	N;FEM;PL	N;GEN;MASC;PL
catene	łańcuchy	catena	łańcuch	N;FEM;PL	N;NOM;MASC;PL
catene	łańcuchy	catena	łańcuch	N;FEM;PL	N;NOM;MASC;PL
rara	rzadka	raro	rzadka	ADJ;FEM;SG	ADJ;NOM;FEM;SG
rara	rzadkie	raro	rzadki	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
rara	rzadki	raro	rzadka	ADJ;FEM;SG	ADJ;NOM;MASC;SG
rimuovere	usuń	rimuovere	usiń	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
rimuovere	usunąć	rimuovere	usunąć	V;NFIN	V;PFV;NFIN;ACT
eyes	oczy	eyes	oko	N	N;NOM;NEUT;PL
eyes	oczka	eyes	oczko	N	N;NOM;NEUT;SG
face	twarz	face	twarz	N	N;NOM;FEM;SG
vettore	przewoźnik	vettore	przewoźnik	N;MASC;SG	N;NOM;MASC;SG
vettore	przewoźnika	vettore	przewoźnik	N;MASC;SG	N;ACC;MASC;SG
vettore	nośnik	vettore	nośnik	N;MASC;SG	N;NOM;MASC;SG
appassionato	namiętny	appassionato	namiętny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
sensibilità	wrażliwości	sensibilità	wrażliwość	N;FEM	N;GEN;FEM;SG
sensibilità	wrażliwość	sensibilità	wrażliwość	N;FEM	N;NOM;FEM;SG
sensibilità	wrażliwości	sensibilità	wrażliwość	N;FEM	N;GEN;FEM;SG
sensibilità	czułość	sensibilità	czułość	N;FEM	N;NOM;FEM;SG
sensibilità	wrażliwość	sensibilità	wrażliwość	N;FEM	N;NOM;FEM;SG
dominazione	dominacji	dominazione	dominacja	N;FEM;SG	N;DAT;FEM;SG
dominazione	dominacji	dominazione	dominacja	N;FEM;SG	N;DAT;FEM;SG
causando	powodując	causare	powodować	V;V.MSDR	V;IPFV;PRS;V.CVB;ACT
gola	gardło	gola	gardło	N;FEM;SG	N;NOM;NEUT;SG
gola	gardła	gola	gardło	N;FEM;SG	N;NOM;NEUT;SG
gola	wąwóz	gola	wąwóz	N;FEM;SG	N;NOM;MASC;SG
annuario	rocznik	annuario	rocznik	N;MASC;SG	N;NOM;MASC;SG
songs	utwory	songs	utwór	N;MASC	N;NOM;MASC;PL
songs	piosenki	songs	piosenka	N;MASC	N;ACC;FEM;PL
soap	mydła	soap	mydło	N;FEM	N;NOM;NEUT;SG
gatti	kotów	gatto	kot	N;MASC;PL	N;ACC;MASC;PL
gatti	koty	gatto	kot	N;MASC;PL	N;NOM;MASC;PL
naturalista	przyrodnik	naturalista	przyrodnik	N;SG	N;NOM;MASC;SG
suonato	grało	suonare	grać	V;MASC;SG;PST;V.PTCP	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
suonato	grał	suonare	grać	V;MASC;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
cintura	pasek	cintura	pask	N;FEM;SG	N;NOM;MASC;SG
cintura	pas	cintura	pas	N;FEM;SG	N;NOM;MASC;SG
procedimento	postępowanie	procedimento	postępowanie	N;MASC;SG	N;NOM;NEUT;SG
procedimento	procedura	procedimento	procedur	N;MASC;SG	N;NOM;FEM;SG
uccisione	zabijanie	uccisione	zabijać	N;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
uccisione	zabijanie	uccisione	zabijać	N;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
uccisione	zabójstwo	uccisione	zabójstwo	N;FEM;SG	N;NOM;NEUT;SG
parchi	parki	parco	park	N;MASC;PL	N;NOM;MASC;PL
attacca	atakuje	attaccare	atakować	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
trovati	znaleziono	trovare	znaleźć	V;MASC;PL;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
abbandona	porzucić	abbandonare	porzucić	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
abbandona	opuścić	abbandonare	opuścić	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
certezza	pewności	certezza	pewność	N;FEM;SG	N;GEN;FEM;SG
certezza	pewność	certezza	pewność	N;FEM;SG	N;NOM;FEM;SG
cook	kucharza	cook	kucharz	N;MASC;SG	N;ACC;MASC;SG
cook	kucharz	cook	kucharz	N;MASC;SG	N;NOM;MASC;SG
materie	tematy	materia	temat	N;FEM;PL	N;NOM;MASC;PL
materie	obiekty	materia	obiekt	N;FEM;PL	N;NOM;MASC;PL
materie	przedmioty	materia	przedmiot	N;FEM;PL	N;NOM;MASC;PL
birra	piwa	birra	piwo	N;FEM;SG	N;ACC;NEUT;SG
birra	piwko	birra	piwko	N;FEM;SG	N;NOM;NEUT;SG
birra	piwo	birra	piwo	N;FEM;SG	N;NOM;NEUT;SG
birra	piwa	birra	piwo	N;FEM;SG	N;ACC;NEUT;SG
birra	piwo	birra	piwo	N;FEM;SG	N;NOM;NEUT;SG
esplicitamente	wyraźnie	esplicitamente	wyraźnie	ADV	ADV
stanze	pokoje	stanza	pokój	N;FEM;PL	N;NOM;MASC;PL
dita	palce	dito	palec	N;FEM;PL	N;NOM;MASC;PL
dita	palcami	dito	palec	N;FEM;PL	N;INS;MASC;PL
continuando	kontynuując	continuare	kontynuować	V;V.MSDR	V;IPFV;PRS;V.CVB;ACT
continuando	kontynuuje	continuare	kontynuować	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;ACT
screenshot	zrzut	screenshot	zrzut	N;MASC	N;NOM;MASC;SG
confessa	wyznaje	confessare	wyznawać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
elegante	elegancki	elegante	elegancki	ADJ;SG	ADJ;NOM;MASC;SG
elegante	elegancka	elegante	elegancka	ADJ;SG	ADJ;NOM;FEM;SG
elegante	eleganckie	elegante	elegancki	ADJ;SG	ADJ;NOM;NEUT;SG
operaio	robotnik	operaio	robotnik	N;MASC;SG	N;NOM;MASC;SG
operaio	pracownik	operaio	pracownik	N;MASC;SG	N;NOM;MASC;SG
operaio	pracownika	operaio	pracownik	N;MASC;SG	N;ACC;MASC;SG
volare	latać	volare	latać	V;NFIN	V;IPFV;NFIN;ACT
volare	leć	volare	leć	V;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
democratici	demokratów	democratico	demokrat	N;MASC;PL	N;ACC;MASC;PL
democratici	demokraci	democratico	demokraty	N;MASC;PL	N;NOM;MASC;PL
democratici	demokratów	democratico	demokrat	N;MASC;PL	N;ACC;MASC;PL
democratici	demokraci	democratico	demokraty	N;MASC;PL	N;NOM;MASC;PL
pontificia	papieska	pontificia	papieski	ADJ;FEM;SG	ADJ;NOM;FEM;SG
pontificia	papieski	pontificia	papieski	ADJ;FEM;SG	ADJ;NOM;MASC;SG
giuridico	prawny	giuridico	prawny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
giuridico	prawne	giuridico	prawny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
giuridico	legalne	giuridico	legalny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
sentimento	uczucie	sentimento	uczucie	N;MASC;SG	N;NOM;NEUT;SG
sentimento	sentyment	sentimento	sentyment	N;MASC;SG	N;ACC;MASC;SG
tubi	węże	tubo	wąż	N;MASC;PL	N;NOM;MASC;PL
scafo	kadłuba	scafo	kadłuba	N;MASC;SG	N;GEN;MASC;SG
scafo	kadłub	scafo	kadłub	N;MASC;SG	N;ACC;MASC;SG
money	pieniądze	money	pieniądz	N	N;NOM;MASC;PL
money	pieniądz	money	pieniądz	N	N;NOM;MASC;SG
money	kasy	money	kasa	N	N;ACC;FEM;SG
money	kasa	money	kasa	N	N;NOM;FEM;SG
sopravvivere	przetrwać	sopravvivere	przetrwać	V;NFIN	V;PFV;NFIN;ACT
sopravvivere	przeżyć	sopravvivere	przeżyć	V;NFIN	V;PFV;NFIN;ACT
sopravvivere	przetrwać	sopravvivere	przetrwać	V;NFIN	V;PFV;NFIN;ACT
ricercatori	naukowcy	ricercatore	naukowiec	N;MASC;PL	N;NOM;MASC;PL
ricercatori	badacze	ricercatore	badacz	N;MASC;PL	N;NOM;MASC;PL
ricercatori	naukowców	ricercatore	naukowiec	N;MASC;PL	N;ACC;MASC;PL
cifre	figury	cifra	figura	N;FEM;PL	N;ACC;FEM;PL
consorzio	konsorcjum	consorzio	konsorcjum	N;MASC;SG	N;NOM;NEUT;SG
mensile	miesięczne	mensile	miesięczny	ADJ;SG	ADJ;NOM;NEUT;SG
mensile	miesięczny	mensile	miesięczny	ADJ;SG	ADJ;NOM;MASC;SG
inviare	wyślij	inviare	wysłać	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
inviare	wysłać	inviare	wysłać	V;NFIN	V;PFV;NFIN;ACT
vasi	garnki	vaso	garnek	N;MASC;PL	N;NOM;MASC;PL
provenienza	pochodzenie	provenienza	pochodzenie	N;FEM;SG	N;NOM;NEUT;SG
picture	rysunek	pictura	rysunek	N	N;NOM;MASC;SG
picture	obrazek	pictura	obrazek	N	N;NOM;MASC;SG
picture	obraz	pictura	obraz	N	N;NOM;MASC;SG
picture	zdjęcie	pictura	zdjęcie	N	N;NOM;NEUT;SG
giocata	grało	giocare	grać	V;FEM;SG;PST;V.PTCP	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
giocata	grał	giocare	grać	V;FEM;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
superfici	powierzchnie	superfice	powierzchnie	N;FEM;PL	N;NOM;FEM;PL
legenda	legendę	legenda	legenda	N;FEM;SG	N;ACC;FEM;SG
legenda	legenda	legenda	legenda	N;FEM;SG	N;NOM;FEM;SG
povertà	bieda	povertà	bieda	N;FEM	N;NOM;FEM;SG
povertà	ubóstwa	povertà	ubóstwo	N;FEM	N;GEN;NEUT;SG
povertà	ubóstwo	povertà	ubóstwo	N;FEM	N;NOM;NEUT;SG
espresse	wyrażono	esprimere	wyrażyć	V;FEM;PL;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
ettari	hektarów	ettaro	hektar	N;MASC;PL	N;GEN;MASC;PL
aggiunti	dodano	aggiunto	dodać	V;MASC;PL;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
concorrenza	rywalizacja	concorrenza	rywalizacja	N;FEM;SG	N;NOM;FEM;SG
concorrenza	konkurencja	concorrenza	konkurencja	N;FEM;SG	N;NOM;FEM;SG
concorrenza	konkurs	concorrenza	konkurs	N;FEM;SG	N;NOM;MASC;SG
concorrenza	konkurencji	concorrenza	konkurencja	N;FEM;SG	N;GEN;FEM;SG
annualmente	rocznie	annualmente	rocznie	ADV	ADV
annualmente	rocznie	annualmente	rocznie	ADV	ADV
annualmente	corocznie	annualmente	corocznie	ADV	ADV
caduto	spadł	cadere	spaść	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
caduto	spadła	cadere	spaść	V;MASC;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
caduto	upadła	cadere	upaść	V;MASC;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
caduto	upadł	cadere	upaść	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
contenute	zawierały	contenere	zawierać	V;FEM;PL;PST;V.PTCP	V;IPFV;FEM;IND;PL;PST;FIN;ACT
sorgenti	sprężyny	sorgente	sprężyna	N;FEM;PL	N;ACC;FEM;PL
sorgenti	źródła	sorgente	źródło	N;FEM;PL	N;NOM;NEUT;PL
sorgenti	źródeł	sorgente	źródło	N;FEM;PL	N;GEN;NEUT;PL
bizantina	bizantyjskie	bizantina	bizantyjski	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
clara	klara	clara	klara	N;FEM;SG	N;NOM;FEM;SG
competenze	kompetencje	competenza	kompetencja	N;FEM;PL	N;NOM;FEM;PL
competenze	kompetencje	competenza	kompetencja	N;FEM;PL	N;NOM;FEM;PL
competenze	kompetencje	competenza	kompetencja	N;FEM;PL	N;NOM;FEM;PL
competenze	ekspertyzy	competenza	ekspertyza	N;FEM;PL	N;ACC;FEM;PL
competenze	kompetencje	competenza	kompetencja	N;FEM;PL	N;NOM;FEM;PL
quartetto	kwartet	quartetto	kwartet	N;MASC;SG	N;NOM;MASC;SG
funzionario	urzędnik	funzionario	urzędnik	N;MASC;SG	N;NOM;MASC;SG
stadi	stadiony	stadio	stadion	N;MASC;PL	N;NOM;MASC;PL
stadi	etapy	stadio	etap	N;MASC;PL	N;NOM;MASC;PL
stadi	etapach	stadio	etap	N;MASC;PL	N;GEN;MASC;PL
prezzi	ceny	prezzo	cena	N;MASC;PL	N;NOM;FEM;PL
enzima	enzymu	enzima	enzym	N;MASC;SG	N;GEN;MASC;SG
enzima	enzym	enzima	enzym	N;MASC;SG	N;NOM;MASC;SG
scelti	wybrano	scegliere	wybrać	V;MASC;PL;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
poetessa	poeta	poetessa	poeta	N;FEM;SG	N;NOM;MASC;SG
poetessa	poetą	poetessa	poeta	N;FEM;SG	N;INS;MASC;SG
coloniale	kolonialnej	coloniale	kolonialny	ADJ;SG	ADJ;GEN;FEM;SG
aviatore	lotnik	aviatore	lotnik	N;MASC;SG	N;NOM;MASC;SG
gang	banda	gang	banda	N	N;NOM;FEM;SG
gang	gangu	gang	gang	N	N;GEN;MASC;SG
gang	gangów	gang	gang	N	N;GEN;MASC;PL
gang	gangi	gang	ganga	N	N;NOM;MASC;PL
adiacenti	sąsiadujących	adiacente	sąsiadować	ADJ;PL	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
disastro	katastrofy	disastro	katastrofa	N;MASC;SG	N;GEN;FEM;SG
disastro	katastrofa	disastro	katastrofa	N;MASC;SG	N;NOM;FEM;SG
disastro	klęska	disastro	klęski	N;MASC;SG	N;NOM;FEM;SG
testimoni	świadkowie	testimonio	świadkowie	N;MASC;PL	N;NOM;MASC;PL
testimoni	świadków	testimonio	świadek	N;MASC;PL	N;ACC;MASC;PL
testimoni	świadkowie	testimonio	świadkowie	N;MASC;PL	N;NOM;MASC;PL
coltivazione	uprawy	coltivazione	uprawa	N;FEM;SG	N;GEN;FEM;SG
coltivazione	uprawę	coltivazione	uprawa	N;FEM;SG	N;ACC;FEM;SG
magnus	magnus	magnus	magnus	N;MASC;SG	N;NOM;MASC;SG
tronco	tułów	tronco	tułów	N;MASC;SG	N;NOM;MASC;SG
tronco	korpus	tronco	korpus	N;MASC;SG	N;NOM;MASC;SG
tronco	tułowia	tronco	tułówiać	N;MASC;SG	N;GEN;MASC;SG
registri	rejestry	registro	rejestra	N;MASC;PL	N;ACC;MASC;PL
registri	rejestrów	registro	rejestr	N;MASC;PL	N;GEN;MASC;PL
registri	rejestry	registro	rejestra	N;MASC;PL	N;ACC;MASC;PL
registri	rejestrów	registro	rejestr	N;MASC;PL	N;GEN;MASC;PL
considerazioni	względy	considerazione	względy	N;FEM;PL	N;NOM;MASC;PL
straordinario	nadzwyczajne	straordinario	nadzwyczajny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
straordinario	niezwykła	straordinario	niezwykły	ADJ;MASC;SG	ADJ;NOM;FEM;SG
straordinario	nadzwyczajny	straordinario	nadzwyczajny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
straordinario	niezwykłe	straordinario	niezwykłe	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
camere	pokoje	camera	pokój	N;FEM;PL	N;NOM;MASC;PL
vicinanza	bliskość	vicinanza	bliskość	N;FEM;SG	N;NOM;FEM;SG
vicinanza	bliskość	vicinanza	bliskość	N;FEM;SG	N;NOM;FEM;SG
vicinanza	bliskości	vicinanza	bliskość	N;FEM;SG	N;GEN;FEM;SG
qualifiche	kwalifikacje	qualifica	kwalifikacja	N;FEM;PL	N;NOM;FEM;PL
consecutivi	kolejnych	consecutivo	kolejny	ADJ;MASC;PL	ADJ;GEN;MASC;PL
archeologia	archeologii	archeologia	archeologia	N;FEM;SG	N;GEN;FEM;SG
archeologia	archeologii	archeologia	archeologia	N;FEM;SG	N;GEN;FEM;SG
cresta	grzbiet	crestare	grzbiet	N;FEM;SG	N;NOM;MASC;SG
solido	solidne	solido	solidny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
solido	solidna	solido	solidny	ADJ;MASC;SG	ADJ;NOM;FEM;SG
solido	solidny	solido	solidny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
straniera	cudzoziemiec	straniero	cudzoziemiec	N;FEM;SG	N;NOM;MASC;SG
muri	mury	muro	mur	N;MASC;PL	N;NOM;MASC;PL
muri	ściany	muro	ściana	N;MASC;PL	N;ACC;FEM;PL
