dari	от	dari	от	ADP	ADP
dekade	десетилетие	dekade	десетилетие	N;SG	N;INDF;NEUT;SG
keselamatan	избавление	keselamatan	избавление	N;SG	N;INDF;NEUT;SG
keselamatan	спасението	keselamatan	спасение	N;SG	N;DEF;NEUT;SG
keselamatan	спасение	keselamatan	спасение	N;SG	N;INDF;NEUT;SG
keselamatan	безопасност	keselamatan	безопасност	N;SG	N;INDF;FEM;SG
keselamatan	предпазител	keselamatan	предпазител	N;SG	N;INDF;MASC;SG
persetujuan	съгласието	persetujuan	съгласие	N;SG	N;DEF;NEUT;SG
persetujuan	съгласие	persetujuan	съгласие	N;SG	N;INDF;NEUT;SG
persetujuan	одобрения	persetujuan	одобрение	N;SG	N;DEF;MASC;SG
persetujuan	съгласие	persetujuan	съгласие	N;SG	N;INDF;NEUT;SG
persetujuan	споразумение	persetujuan	споразумение	N;SG	N;INDF;NEUT;SG
persetujuan	одобрение	persetujuan	одобрение	N;SG	N;INDF;NEUT;SG
persetujuan	одобряване	persetujuan	одобряване	N;SG	N;INDF;NEUT;SG
persegi	квадрат	persegi	квадрат	N;SG	N;INDF;MASC;SG
persegi	площад	persegi	площад	N;SG	N;INDF;MASC;SG
metropolitan	метрополитън	metropolitan	метрополитън	N;SG	N;INDF;MASC;SG
jadwal	график	jadwal	график	N;SG	N;INDF;MASC;SG
jadwal	разписание	jadwal	разписание	N;SG	N;INDF;NEUT;SG
jadwal	график	jadwal	график	N;SG	N;INDF;MASC;SG
jadwal	графика	jadwal	график	N;SG	N;DEF;MASC;SG
jadwal	разписание	jadwal	разписание	N;SG	N;INDF;NEUT;SG
isu	издаване	isu	издаване	N;SG	N;INDF;NEUT;SG
definisi	дефиниция	definisi	дефиниция	N;SG	N;INDF;FEM;SG
definisi	определение	definisi	определение	N;SG	N;INDF;NEUT;SG
paruh	клюн	paruh	клюн	N;SG	N;INDF;MASC;SG
tabel	масата	tabel	маса	N;SG	N;DEF;FEM;SG
tabel	маса	tabel	маса	N;SG	N;INDF;FEM;SG
tabel	масичка	tabel	масичка	N;SG	N;INDF;FEM;SG
tabel	таблица	tabel	таблица	N;SG	N;INDF;FEM;SG
gejala	симптом	gejala	симптом	N;SG	N;INDF;MASC;SG
karbon	въглероден	karbon	въглероден	N;SG	N;INDF;MASC;SG
karbon	въглерод	karbon	въглерод	N;SG	N;INDF;MASC;SG
padat	твърда	padat	твърд	ADJ;SG	ADJ;INDF;FEM;SG
padat	солиден	padat	солиден	ADJ;SG	ADJ;INDF;MASC;SG
padat	твърд	padat	твърд	ADJ;SG	ADJ;INDF;MASC;SG
padat	плътен	padat	плътен	ADJ;SG	ADJ;INDF;MASC;SG
padat	плътна	padat	плътна	ADJ;SG	ADJ;INDF;FEM;SG
diatur	регулиран	diatur	регулирам	V;SG;PASS	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
diatur	уредено	diatur	уреда	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
diatur	уговорено	diatur	уговоря	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
tarian	танц	tarian	танц	N;SG	N;INDF;MASC;SG
peperangan	битката	peperangan	битка	N	N;DEF;FEM;SG
peperangan	битка	peperangan	битка	N	N;INDF;FEM;SG
peperangan	войната	peperangan	война	N	N;DEF;FEM;SG
peperangan	война	peperangan	война	N	N;INDF;FEM;SG
peperangan	войните	peperangan	войн	N	N;DEF;MASC;PL
peperangan	войни	peperangan	война	N	N;INDF;FEM;PL
mengklaim	твърдеше	menklaim	твърдя	V;SG;ACT	V;IPFV;IND;SG;3;IPFV;FIN;ACT
mengklaim	твърдейки	menklaim	твърдейка	V;SG;ACT	V;IPFV;IMP;SG;2;FIN
mengklaim	твърди	menklaim	твърдя	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menyimpan	спестява	mensimpan	спестявам	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menyimpan	спасява	mensimpan	спасявам-(се)	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
kaca	стъкло	kaca	стъкло	N;SG	N;INDF;NEUT;SG
kaca	чаша	kaca	чаша	N;SG	N;INDF;FEM;SG
kaca	стъклен	kaca	стъклен	N;SG	N;INDF;MASC;SG
panggilan	повикване	panggilan	повикване	N;SG	N;INDF;NEUT;SG
panggilan	обаждане	panggilan	обаждане	N;SG	N;INDF;NEUT;SG
domain	области	domain	област	N	N;INDF;FEM;PL
domain	владение	domain	владение	N	N;INDF;NEUT;SG
domain	домейн	domain	домейн	N	N;INDF;MASC;SG
kue	торти	kue	торти	N	N;INDF;FEM;PL
kue	сладкиш	kue	сладкиш	N	N;INDF;MASC;SG
kue	торта	kue	торта	N	N;INDF;FEM;SG
kue	бисквитки	kue	бисквитка	N	N;INDF;FEM;PL
kue	бисквити	kue	бисквит	N	N;INDF;MASC;PL
kue	курабийки	kue	курабийка	N	N;INDF;FEM;PL
kue	торти	kue	торти	N	N;INDF;FEM;PL
kontestan	състезатели	kontestan	състезател	N	N;INDF;MASC;PL
kontestan	участник	kontestan	участник	N	N;INDF;MASC;SG
kontestan	състезател	kontestan	състезател	N	N;INDF;MASC;SG
otak	мозък	otak	мозък	N;SG	N;INDF;MASC;SG
otak	мозъка	otak	мозък	N;SG	N;DEF;MASC;SG
otak	акъл	otak	акъл	N;SG	N;INDF;MASC;SG
otak	мозък	otak	мозък	N;SG	N;INDF;MASC;SG
otak	ум	otak	ум	N;SG	N;INDF;MASC;SG
kesulitan	трудност	kesulitan	трудност	N;SG	N;INDF;FEM;SG
kesulitan	затруднение	kesulitan	затруднение	N;SG	N;INDF;NEUT;SG
kesulitan	беля	kesulitan	бял	N;SG	N;INDF;FEM;SG
kesulitan	беда	kesulitan	беда	N;SG	N;INDF;FEM;SG
kesulitan	проблем	kesulitan	проблем	N;SG	N;INDF;MASC;SG
kesulitan	нещастието	kesulitan	нещастие	N;SG	N;DEF;NEUT;SG
terdaftar	регистриран	terdaftar	регистрирам	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
terdaftar	регистрирана	terdaftar	регистрирам	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
terdaftar	регистрирано	terdaftar	регистрирам	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
modal	столица	modal	столица	N;SG	N;INDF;FEM;SG
modal	капитал	modal	капитал	N;SG	N;INDF;MASC;SG
modal	столицата	modal	столица	N;SG	N;DEF;FEM;SG
komik	комикс	komik	комикс	N	N;INDF;MASC;SG
komik	комикси	komik	комикс	N	N;INDF;MASC;PL
komik	комик	komik	комик	N	N;INDF;MASC;SG
komik	комикс	komik	комикс	N	N;INDF;MASC;SG
komik	комикси	komik	комикс	N	N;INDF;MASC;PL
mulia	благородна	mulia	благороден	ADJ;SG	ADJ;INDF;FEM;SG
mulia	благороден	mulia	благороден	ADJ;SG	ADJ;INDF;MASC;SG
mulia	славен	mulia	славен	ADJ;SG	ADJ;INDF;MASC;SG
mulia	славна	mulia	славен	ADJ;SG	ADJ;INDF;FEM;SG
mengalir	тече	menalir	тека	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
adegan	сцена	adegan	сцена	N;SG	N;INDF;FEM;SG
biografi	биография	biografi	биография	N;SG	N;INDF;FEM;SG
biografi	биографията	biografi	биография	N;SG	N;DEF;FEM;SG
villa	villa	villa	villa	N	N;INDF;MASC;SG
villa	вила	villa	вила	N	N;INDF;FEM;SG
kolam	езерце	kolam	езерце	N;SG	N;INDF;NEUT;SG
kolam	понд	kolam	понд	N;SG	N;INDF;MASC;SG
kolam	басейн	kolam	басейн	N;SG	N;INDF;MASC;SG
kolam	пул	kolam	пул	N;SG	N;INDF;MASC;SG
kolam	билярд	kolam	билярд	N;SG	N;INDF;MASC;SG
sempurna	перфектна	sempurna	перфектен	ADJ;SG	ADJ;INDF;FEM;SG
sempurna	перфектен	sempurna	перфектен	ADJ;SG	ADJ;INDF;MASC;SG
sempurna	съвършен	sempurna	съвършен	ADJ;SG	ADJ;INDF;MASC;SG
sempurna	безупречен	sempurna	безупречен	ADJ;SG	ADJ;INDF;MASC;SG
sempurna	безупречна	sempurna	безупречен	ADJ;SG	ADJ;INDF;FEM;SG
wartawan	журналист	wartawan	журналист	N;SG	N;INDF;MASC;SG
wartawan	журналистка	wartawan	журналистка	N;SG	N;INDF;FEM;SG
wartawan	репортера	wartawan	репортер	N;SG	N;DEF;MASC;SG
wartawan	репортер	wartawan	репортер	N;SG	N;INDF;MASC;SG
wartawan	репортерка	wartawan	репортерка	N;SG	N;INDF;FEM;SG
wartawan	репортерът	wartawan	репортер	N;SG	N;DEF;MASC;SG
budak	роб	budak	роб	N;SG	N;INDF;MASC;SG
budak	робиня	budak	робине	N;SG	N;INDF;FEM;SG
disimpan	спасена	disimpan	спася-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
disimpan	спасен	disimpan	спасен	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
mengisi	напълни	menisi	напълня-(се)	V;SG;ACT	V;PFV;IMP;SG;2;FIN
ditujukan	адресирано	ditujukan	адресирам	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
ditujukan	предназначен	ditujukan	предназнача	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ditujukan	предвидена	ditujukan	предвидя	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
negatif	отрицателен	negatif	отрицателен	ADJ;SG	ADJ;INDF;MASC;SG
negatif	отрицателна	negatif	отрицателен	ADJ;SG	ADJ;INDF;FEM;SG
kanker	рак	kanker	рак	N;SG	N;INDF;MASC;SG
kanker	ракът	kanker	рак	N;SG	N;DEF;MASC;SG
internal	вътрешна	internal	вътрешен	ADJ;SG	ADJ;INDF;FEM;SG
internal	вътрешен	internal	вътрешен	ADJ;SG	ADJ;INDF;MASC;SG
otoritas	авторитет	otoritas	авторитет	N;SG	N;INDF;MASC;SG
otoritas	орган	otoritas	орган	N;SG	N;INDF;MASC;SG
variasi	разнообразие	variasi	разнообразие	N;SG	N;INDF;NEUT;SG
variasi	сорт	variasi	сорт	N;SG	N;INDF;MASC;SG
variasi	разновидност	variasi	разновидност	N;SG	N;INDF;FEM;SG
variasi	вариация	variasi	вариация	N;SG	N;INDF;FEM;SG
biara	манастир	biara	манастир	N	N;INDF;MASC;SG
biara	манастира	biara	манастирам	N	N;DEF;MASC;SG
biara	манастир	biara	манастир	N	N;INDF;MASC;SG
biara	абатство	biara	абатство	N	N;INDF;NEUT;SG
biara	манастири	biara	манастирам	N	N;INDF;FEM;PL
menempatkan	сложи	mentempatkan	сложа-(се)	V;SG;ACT	V;PFV;IMP;SG;2;FIN
garam	солта	garam	сол	N;SG	N;DEF;FEM;SG
garam	сол	garam	сол	N;SG	N;INDF;FEM;SG
roket	ракетата	roket	ракета	N;SG	N;DEF;FEM;SG
roket	ракета	roket	ракета	N;SG	N;INDF;FEM;SG
parameter	параметър	parameter	параметър	N;SG	N;INDF;MASC;SG
terpaksa	принудително	terpaksa	принудително	ADV;SG;PASS	ADV
kosong	празен	kosong	празен	ADJ;SG	ADJ;INDF;MASC;SG
kosong	празна	kosong	празная-(се)	ADJ;SG	ADJ;INDF;FEM;SG
kosong	празен	kosong	празен	ADJ;SG	ADJ;INDF;MASC;SG
kosong	празна	kosong	празная-(се)	ADJ;SG	ADJ;INDF;FEM;SG
partikel	частици	partikel	частица	N	N;INDF;FEM;PL
partikel	частица	partikel	частица	N	N;INDF;FEM;SG
partikel	частици	partikel	частица	N	N;INDF;FEM;PL
petunjuk	инструкция	petunjuk	инструкция	N;SG	N;INDF;FEM;SG
petunjuk	намек	petunjuk	намек	N;SG	N;INDF;MASC;SG
lanjutan	продължение	lanjutan	продължение	N;SG	N;INDF;NEUT;SG
lanjutan	продължаване	lanjutan	продължаване	N;SG	N;INDF;NEUT;SG
sesungguhnya	наистина	sesungguhnya	наистина	ADV	ADV
invasi	инвазия	invasi	инвазия	N;SG	N;INDF;FEM;SG
invasi	нашествие	invasi	нашествие	N;SG	N;INDF;NEUT;SG
invasi	нахлуване	invasi	нахлуване	N;SG	N;INDF;NEUT;SG
rudal	ракета	rudal	ракета	N;SG	N;INDF;FEM;SG
personel	персонал	personel	персонал	N;SG	N;INDF;MASC;SG
batuan	скала	batuan	скала	N;SG	N;INDF;FEM;SG
batuan	рок	batuan	рок	N;SG	N;INDF;MASC;SG
batuan	камък	batuan	камък	N;SG	N;INDF;MASC;SG
pengelolaan	мениджмънт	penkelolaan	мениджмънт	N;SG	N;INDF;MASC;SG
pengelolaan	управление	penkelolaan	управление	N;SG	N;INDF;NEUT;SG
disetujui	одобрено	disetujui	одобря	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
disetujui	одобрен	disetujui	одобря	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
disetujui	одобрена	disetujui	одобря	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
juri	журито	juri	жури	N;SG	N;DEF;NEUT;SG
juri	жури	juri	жури	N;SG	N;INDF;NEUT;SG
rasi	съзвездията	rasi	съзвездия	N	N;DEF;FEM;SG
rasi	съзвездия	rasi	съзвездие	N	N;INDF;NEUT;PL
anggaran	бюджет	anggaran	бюджет	N;SG	N;INDF;MASC;SG
penjelasan	обяснение	penjelasan	обяснение	N;SG	N;INDF;NEUT;SG
perahu	кораб	perahu	кораб	N;SG	N;INDF;MASC;SG
perahu	лодката	perahu	лодка	N;SG	N;DEF;FEM;SG
perahu	лодка	perahu	лодка	N;SG	N;INDF;FEM;SG
perahu	корабче	perahu	корабче	N;SG	N;INDF;NEUT;SG
lokomotif	локомотив	lokomotif	локомотив	N	N;INDF;MASC;SG
terkena	изложен	terkena	изложа-(се)	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
terkena	разкрита	terkena	разкрия-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
mall	мола	mall	мола	N	N;DEF;MASC;SG
mall	мол	mall	мол	N	N;INDF;MASC;SG
mall	молове	mall	мол	N	N;INDF;MASC;PL
nasi	ориз	nasi	ориз	N;SG	N;INDF;MASC;SG
championship	първенство	championship	първенство	N	N;INDF;NEUT;SG
championship	шампионат	championship	шампионат	N	N;INDF;MASC;SG
landasan	писта	landasan	писта	N;SG	N;INDF;FEM;SG
bab	глава	bab	глава	N;SG	N;INDF;FEM;SG
lemah	слаб	lemah	слаб	ADJ;SG	ADJ;INDF;MASC;SG
lemah	слаба	lemah	слаб	ADJ;SG	ADJ;INDF;FEM;SG
monumen	паметник	monumen	паметник	N;SG	N;INDF;MASC;SG
menjawab	отговорил	menjawab	отговоря	V;SG;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
menjawab	отговори	menjawab	отговоря	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
kendali	контролиране	kendali	контролиране	N;SG	N;INDF;NEUT;SG
kendali	контрол	kendali	контрол	N;SG	N;INDF;MASC;SG
kendali	контрол	kendali	контрол	N;SG	N;INDF;MASC;SG
kendali	управление	kendali	управление	N;SG	N;INDF;NEUT;SG
koran	вестник	koran	вестник	N;SG	N;INDF;MASC;SG
koran	хартия	koran	хартия	N;SG	N;INDF;FEM;SG
berlanjut	продължава	berlanjut	продължавам	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
dimensi	измерение	dimensi	измерение	N;SG	N;INDF;NEUT;SG
monster	чудовище	monster	чудовище	N	N;INDF;NEUT;SG
monster	чудовището	monster	чудовище	N	N;DEF;NEUT;SG
monster	чудовища	monster	чудовище	N	N;INDF;NEUT;PL
monster	чудовищата	monster	чудовище	N	N;DEF;NEUT;PL
signifikan	значителен	signifikan	значителен	ADJ;SG	ADJ;INDF;MASC;SG
signifikan	значим	signifikan	значим	ADJ;SG	ADJ;INDF;MASC;SG
signifikan	значителна	signifikan	значителен	ADJ;SG	ADJ;INDF;FEM;SG
penerima	получател	penterima	получател	N;SG	N;INDF;MASC;SG
penerima	получател	penterima	получател	N;SG	N;INDF;MASC;SG
penerima	получател	penterima	получател	N;SG	N;INDF;MASC;SG
penerima	приемник	penterima	приемник	N;SG	N;INDF;MASC;SG
identitas	самоличност	identitas	самоличност	N;SG	N;INDF;FEM;SG
identitas	идентичност	identitas	идентичност	N;SG	N;INDF;FEM;SG
atap	покрив	atap	покрив	N;SG	N;INDF;MASC;SG
atap	покривът	atap	покрив	N;SG	N;DEF;MASC;SG
atap	покрив	atap	покрив	N;SG	N;INDF;MASC;SG
atap	покрива	atap	покрив	N;SG	N;INDF;MASC;SG
dikelola	управлявано	dikelola	управлявам	V;SG;PASS	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
dikelola	управляван	dikelola	управлявам	V;SG;PASS	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
dikelola	поддържан	dikelola	поддържам	V;SG;PASS	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
dikelola	поддържана	dikelola	поддържам	V;SG;PASS	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
ancaman	заплаха	ancaman	заплаха	N;SG	N;INDF;FEM;SG
ancaman	заплаха	ancaman	заплаха	N;SG	N;INDF;FEM;SG
pengakuan	допускане	penakuan	допускане	N;SG	N;INDF;NEUT;SG
pengakuan	приемане	penakuan	приемане	N;SG	N;INDF;NEUT;SG
pengakuan	самопризнание	penakuan	самопризнание	N;SG	N;INDF;NEUT;SG
pengakuan	изповед	penakuan	изповед	N;SG	N;INDF;FEM;SG
pengakuan	признание	penakuan	признание	N;SG	N;INDF;NEUT;SG
pengakuan	изповедта	penakuan	изповедт	N;SG	N;INDF;FEM;SG
pengakuan	признание	penakuan	признание	N;SG	N;INDF;NEUT;SG
pengakuan	признаване	penakuan	признаване	N;SG	N;INDF;NEUT;SG
pengakuan	разпознаване	penakuan	разпознаване	N;SG	N;INDF;NEUT;SG
mahkamah	съдът	mahkamah	съд	N;SG	N;DEF;MASC;SG
mahkamah	съд	mahkamah	съд	N;SG	N;INDF;MASC;SG
mahkamah	корт	mahkamah	корт	N;SG	N;INDF;MASC;SG
penerbit	издател	penterbit	издател	N;SG	N;INDF;MASC;SG
penerbit	издателство	penterbit	издателство	N;SG	N;INDF;NEUT;SG
penerbit	емитента	penterbit	емитент	N;SG	N;DEF;MASC;SG
penerbit	публикуване	penterbit	публикуване	N;SG	N;INDF;NEUT;SG
penerbit	издателство	penterbit	издателство	N;SG	N;INDF;NEUT;SG
jantan	мъж	jantan	мъж	N;SG	N;INDF;MASC;SG
jantan	мъжкар	jantan	мъжкар	N;SG	N;INDF;MASC;SG
jantan	мъжка	jantan	мъжка	N;SG	N;INDF;FEM;SG
karyawan	работник	karyawan	работник	N;MASC;SG	N;INDF;MASC;SG
karyawan	служител	karyawan	служител	N;MASC;SG	N;INDF;MASC;SG
karyawan	служителка	karyawan	служителка	N;MASC;SG	N;INDF;FEM;SG
halus	гладък	halus	гладък	ADJ;SG	ADJ;INDF;MASC;SG
pedang	сабя	pedang	саб	N;SG	N;INDF;FEM;SG
pedang	мечът	pedang	меч	N;SG	N;DEF;MASC;SG
pedang	меч	pedang	меч	N;SG	N;INDF;MASC;SG
restoran	закусвалня	restoran	закусвалнен	N;SG	N;INDF;FEM;SG
restoran	ресторант	restoran	ресторант	N;SG	N;INDF;MASC;SG
bersih	чист	bersih	чист	ADJ;SG	ADJ;INDF;MASC;SG
bersih	чиста	bersih	чист	ADJ;SG	ADJ;INDF;FEM;SG
direktorat	дирекция	direktorat	дирекция	N;SG	N;INDF;FEM;SG
direktorat	дирекцията	direktorat	дирекция	N;SG	N;DEF;FEM;SG
peluru	куршум	peluru	куршум	N;SG	N;INDF;MASC;SG
liar	дивак	liar	дивак	N;SG	N;INDF;MASC;SG
liar	дива	liar	дивам-(се)	N;SG	N;INDF;FEM;SG
liar	див	liar	див	N;SG	N;INDF;MASC;SG
koloni	колония	koloni	колония	N;SG	N;INDF;FEM;SG
koloni	колонията	koloni	колония	N;SG	N;DEF;FEM;SG
varian	вариант	varian	вариант	N;SG	N;INDF;MASC;SG
distribusi	дистрибуция	distribusi	дистрибуция	N;SG	N;INDF;FEM;SG
distribusi	разпределяне	distribusi	разпределяне	N;SG	N;INDF;NEUT;SG
distribusi	разпространение	distribusi	разпространение	N;SG	N;INDF;NEUT;SG
distribusi	разпределение	distribusi	разпределение	N;SG	N;INDF;NEUT;SG
cucu	внучката	cucu	внучка	N;SG	N;DEF;FEM;SG
cucu	внучка	cucu	внучка	N;SG	N;INDF;FEM;SG
cucu	внуче	cucu	внуча	N;SG	N;INDF;NEUT;SG
cucu	внук	cucu	внук	N;SG	N;INDF;MASC;SG
cucu	внука	cucu	внук	N;SG	N;DEF;MASC;SG
cucu	внуче	cucu	внуча	N;SG	N;INDF;NEUT;SG
cucu	внукът	cucu	внук	N;SG	N;DEF;MASC;SG
baja	стомана	baja	стомана	N	N;INDF;FEM;SG
baja	стийл	baja	стийл	N	N;INDF;MASC;SG
keterangan	заглавие	keterangan	заглавие	N;SG	N;INDF;NEUT;SG
keterangan	надпис	keterangan	надпис	N;SG	N;INDF;MASC;SG
keterangan	описание	keterangan	описание	N;SG	N;INDF;NEUT;SG
pejuang	воин	pejuang	воин	N;SG	N;INDF;MASC;SG
pejuang	войн	pejuang	войн	N;SG	N;INDF;MASC;SG
pejuang	боец	pejuang	боец	N;SG	N;INDF;MASC;SG
bawang	чесън	bawang	чесън	N;SG	N;INDF;MASC;SG
bawang	лук	bawang	лук	N;SG	N;INDF;MASC;SG
bawang	лук	bawang	лук	N;SG	N;INDF;MASC;SG
komposisi	състав	komposisi	състав	N;SG	N;INDF;MASC;SG
komposisi	композиция	komposisi	композиция	N;SG	N;INDF;FEM;SG
murni	чист	murni	чист	ADJ;SG	ADJ;INDF;MASC;SG
murni	чиста	murni	чист	ADJ;SG	ADJ;INDF;FEM;SG
saksi	свидетел	saksi	свидетел	N;SG	N;INDF;MASC;SG
rumput	поляна	rumput	поляна	N;SG	N;INDF;FEM;SG
rumput	трева	rumput	трева	N;SG	N;INDF;FEM;SG
rumput	тревата	rumput	трева	N;SG	N;DEF;FEM;SG
tank	резервоар	tank	резервоар	N	N;INDF;MASC;SG
tank	танк	tank	танк	N	N;INDF;MASC;SG
tank	цистерна	tank	цистерна	N	N;INDF;FEM;SG
tank	резервоари	tank	резервоар	N	N;INDF;MASC;PL
tank	танкове	tank	танк	N	N;INDF;MASC;PL
tank	цистерни	tank	цистерн	N	N;INDF;FEM;PL
sidang	процес	sidang	процес	N;SG	N;INDF;MASC;SG
sidang	съдът	sidang	съд	N;SG	N;DEF;MASC;SG
sidang	съд	sidang	съд	N;SG	N;INDF;MASC;SG
sidang	корт	sidang	корт	N;SG	N;INDF;MASC;SG
baku	суров	baku	суров	ADJ;SG	ADJ;INDF;MASC;SG
baku	сурова	baku	суров	ADJ;SG	ADJ;INDF;FEM;SG
baku	необработен	baku	необработен	ADJ;SG	ADJ;INDF;MASC;SG
penari	танцьорка	pentari	танцьорка	N;SG	N;INDF;FEM;SG
penari	танцьор	pentari	танцьор	N;SG	N;INDF;MASC;SG
memperkuat	укрепва	menperkuat	укрепвам	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
memperkuat	засилва	menperkuat	засилвам-(се)	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
formal	официален	formal	официален	ADJ	ADJ;INDF;MASC;SG
formal	официална	formal	официален	ADJ	ADJ;INDF;FEM;SG
perlawanan	съпротива	perlawanan	съпротива	N;SG	N;INDF;FEM;SG
perlawanan	резистентност	perlawanan	резистентност	N;SG	N;INDF;FEM;SG
perlawanan	устойчивост	perlawanan	устойчивост	N;SG	N;INDF;FEM;SG
perlawanan	съпротивление	perlawanan	съпротивление	N;SG	N;INDF;NEUT;SG
terbukti	доказан	terbukti	докажа	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
terbukti	доказана	terbukti	докажа	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
terbukti	доказано	terbukti	докажа	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
terbukti	доказано	terbukti	докажа	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
betina	жена	betina	жена	N;SG	N;INDF;FEM;SG
pameran	изложба	pameran	изложба	N;SG	N;INDF;FEM;SG
pameran	експонат	pameran	експонат	N;SG	N;INDF;MASC;SG
pameran	изложение	pameran	изложение	N;SG	N;INDF;NEUT;SG
pameran	експо	pameran	експо	N;SG	N;INDF;MASC;SG
pameran	изложение	pameran	изложение	N;SG	N;INDF;NEUT;SG
pameran	изложба	pameran	изложба	N;SG	N;INDF;FEM;SG
mengungkapkan	разкрива	menungkapkan	разкривам-(се)	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mengungkapkan	разкрива	menungkapkan	разкривам-(се)	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mengungkapkan	разкрие	menungkapkan	разкрия-(се)	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
mengungkapkan	изразява	menungkapkan	изразявам-(се)	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mengungkapkan	разкри	menungkapkan	разкрия-(се)	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
peninggalan	реликва	pentinggalan	реликвам	N;SG	N;INDF;FEM;SG
kontribusi	вноска	kontribusi	вноска	N;SG	N;INDF;FEM;SG
kontribusi	принос	kontribusi	принос	N;SG	N;INDF;MASC;SG
dicatat	записано	dicatat	запиша-(се)	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
dicatat	записан	dicatat	запиша-(се)	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dicatat	записана	dicatat	запиша-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dicatat	отбелязана	dicatat	отбележа	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dicatat	отбелязано	dicatat	отбележа	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
dicatat	отбелязан	dicatat	отбележа	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
platform	перон	platform	перон	N	N;INDF;MASC;SG
platform	платформата	platform	платформа	N	N;DEF;FEM;SG
platform	платформа	platform	платформа	N	N;INDF;FEM;SG
platform	платформи	platform	платформа	N	N;INDF;FEM;PL
kamp	лагер	kamp	лагер	N;SG	N;INDF;MASC;SG
kekayaan	благосъстояние	kekayaan	благосъстояние	N;SG	N;INDF;NEUT;SG
kekayaan	богатството	kekayaan	богатство	N;SG	N;DEF;NEUT;SG
kekayaan	богатство	kekayaan	богатство	N;SG	N;INDF;NEUT;SG
kekayaan	богатство	kekayaan	богатство	N;SG	N;INDF;NEUT;SG
baris	реплика	baris	реплика	N;SG	N;INDF;FEM;SG
baris	линия	baris	линия	N;SG	N;INDF;FEM;SG
baris	ред	baris	ред	N;SG	N;INDF;MASC;SG
jahat	лоша	jahat	лош	ADJ;SG	ADJ;INDF;FEM;SG
jahat	лош	jahat	лош	ADJ;SG	ADJ;INDF;MASC;SG
jahat	зла	jahat	зъл	ADJ;SG	ADJ;INDF;FEM;SG
jahat	зла	jahat	зъл	ADJ;SG	ADJ;INDF;FEM;SG
jahat	зъл	jahat	зъл	ADJ;SG	ADJ;INDF;MASC;SG
pembukaan	откриване	penbukaan	откриване	N;SG	N;INDF;NEUT;SG
