hän	sy	hän	sy	PRO;NOM;SG;3	PRO;NOM;SG;3
loi	geskep	luo	skep	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
sveitsin	sweedse	sveitsi	sweeds	N;GEN;SG	N;SG
keskustelua	bespreking	keskustelu	bespreking	N;PRT;SG	N;SG
keskustelua	gesprek	keskustelu	gesprek	N;PRT;SG	N;SG
keskustelua	debat	keskustelu	debat	N;PRT;SG	N;SG
moottori	masjien	moottori	masjien	N;NOM;SG	N;SG
moottori	enjin	moottori	enjin	N;NOM;SG	N;SG
moottori	motor	moottori	motor	N;NOM;SG	N;SG
aloittaa	begin	aloittaa	begin	V;IND;SG;3;PRS;FIN;ACT	V;PRS
leo	leeu	leo	leeu	N;NOM;SG	N;SG
tukholman	stockholm	tukholma	stockholm	N;GEN;SG	N;SG
mahdollisuus	kans	mahdollisuus	kans	N;NOM;SG	N;SG
mahdollisuus	moontlikheid	mahdollisuus	moontlikheid	N;NOM;SG	N;SG
kuudes	sesde	kuudes	sesde	ADJ;NOM;SG	ADJ;NOM
kanava	kanaal	kanava	kanaal	N;NOM;SG	N;SG
kanava	kanaal	kanava	kanaal	N;NOM;SG	N;SG
liisa	lisa	liisa	lisa	N;NOM;SG	N;SG
erikseen	afsonderlik	erikseen	afsonderlik	ADV	ADV
jäseniä	lede	jäsen	lid	N;PRT;PL	N;PL
jumala	god	jumala	god	N;NOM;SG	N;SG
sanat	lirieke	sana	liriek	N;NOM;PL	N;PL
sanat	woorde	sana	woord	N;NOM;PL	N;PL
luoda	skep	luoda	skep	V;SG;NFIN;ACT	V;PRS
syy	rede	syy	rede	N;NOM;SG	N;SG
syy	oorsaak	syy	oorsaak	N;NOM;SG	N;SG
syy	saak	syy	saak	N;NOM;SG	N;SG
japanilainen	japannese	japanilainen	japannees	ADJ;NOM;SG	ADJ;NOM
vaimo	vrou	vaimo	vrou	N;NOM;SG	N;SG
divisioona	deling	divi#sioo	deling	N;NOM;SG	N;SG
piste	punt	piste	punt	N;NOM;SG	N;SG
piste	punt	piste	punt	N;NOM;SG	N;SG
käsikirjoittaja	skrywer	käsikirjoittaja	skrywer	N;NOM;SG	N;SG
käsikirjoittaja	outeur	käsikirjoittaja	outeur	N;NOM;SG	N;SG
menestys	sukses	menestys	sukses	N;NOM;SG	N;SG
silta	brug	silta	brug	N;NOM;SG	N;SG
pisteen	punt	piste	punt	N;GEN;SG	N;SG
saksalaiset	duitsers	saksalainen	duitser	N;NOM;PL	N;PL
kauan	lank	kauan	lank	ADV	ADV
house	huis	house	huis	N;NOM;SG	N;SG
käytännön	praktyk	käytäntö	praktyk	N;GEN;SG	N;SG
urheilu	sport	urheilu	sport	N;NOM;SG	N;SG
urheilu	sportsoort	urheilu	sportsoort	N;NOM;SG	N;SG
urheilu	sport	urheilu	sport	N;NOM;SG	N;SG
piano	klavier	piano	klavier	N;NOM;SG	N;SG
lajit	spesies	laji	spesie	N;NOM;PL	N;PL
vaati	opgeëis	vaatia	opsis	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
vaati	geëis	vaatia	eis	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
pidä	aanhou	pitää	aanhou	V;IMP;SG;2;FIN;ACT	V;PRS
pidä	hou	pitää	hou	V;IMP;SG;2;FIN;ACT	V;PRS
pidä	behou	pitää	behou	V;IMP;SG;2;FIN;ACT	V;PRS
osia	dele	osa	deel	N;PRT;PL	N;PL
poliisi	polisie	poliisi	polisie	N;NOM;SG	N;SG
kaupungit	dorpe	kaupunki	dorpe	N;NOM;PL	N;PL
kaupungit	stede	kaupunki	stede	N;NOM;PL	N;PL
rata	snit	rata	snit	N;NOM;SG	N;SG
rata	baan	rata	baan	N;NOM;SG	N;SG
yhteistyötä	samewerking	yhteis#työ	samewerking	N;PRT;SG	N;SG
yhteistyötä	samewerking	yhteis#työ	samewerking	N;PRT;SG	N;SG
poliittinen	politieke	poliittinen	politiek	ADJ;NOM;SG	ADJ;NOM
valmistettu	gemaak	valmistaa	maak	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
palaa	skryf	palata	skryf	V;IMP;SG;2;FIN;ACT	V;PRS
palaa	opgelewer	palata	oplewer	V;IMP;SG;2;FIN;ACT	V;PST;V.PTCP
sukuun	genus	suku	genus	N;IN+ALL;SG	N;SG
perustaja	stigting	perustaja	stigting	N;NOM;SG	N;SG
turkin	turkse	turkki	turks	N;GEN;SG	N;SG
pisteet	kolle	piste	kol	N;NOM;PL	N;PL
pisteet	punte	piste	punt	N;NOM;PL	N;PL
pisteet	tellings	piste	telling	N;NOM;PL	N;PL
työskennellyt	gewerk	työskennellä	werk	V;NOM;SG;V.PTCP;ACT	V;PST;V.PTCP
maailma	wêreld	maailma	wêreld	N;NOM;SG	N;SG
väestö	demografie	väestö	demografie	N;NOM;SG	N;SG
väestö	bevolking	väestö	bevolking	N;NOM;SG	N;SG
otettu	geneem	ottaa	neem	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
tukea	ondersteuning	tuki	ondersteuning	N;PRT;SG	N;SG
tukea	bystand	tuki	bystand	N;PRT;SG	N;SG
tähden	ster	tähti	ster	N;GEN;SG	N;SG
suhde	verhouding	suhde	verhouding	N;NOM;SG	N;SG
suhde	verhouding	suhde	verhouding	N;NOM;SG	N;SG
ateenan	athene	ateetta	athene	N;GEN;SG	N;SG
yhteisön	samelewing	yhteisö	samelewing	N;GEN;SG	N;SG
yhteisön	gemeenskap	yhteisö	gemeenskap	N;GEN;SG	N;SG
vähitellen	geleidelik	vähitellen	geleidelik	ADV	ADV
ohjannut	begeleide	ohjata	begeleid	V;NOM;SG;V.PTCP;ACT	V;PRS
aihe	tema	aihe	tema	N;NOM;SG	N;SG
tulokset	resultate	tulos	resultate	N;NOM;PL	N;PL
tulokset	uitslae	tulos	uitslag	N;NOM;PL	N;PL
tappaa	doodmaak	tappaa	doodmaak	V;IND;SG;PRS;FIN;ACT	V;PRS
sisältö	kommentaar	sisältö	kommentaar	N;NOM;SG	N;SG
matka	reis	matka	reis	N;NOM;SG	N;SG
eversti	kolonel	eversti	kolonel	N;NOM;SG	N;SG
unionin	unie	unioni	unie	N;GEN;SG	N;SG
lapsen	kind	lapsi	kind	N;GEN;SG	N;SG
tarvitaan	benodig	tarvita	benodig	V;IND;PRS;FIN;PASS	V;PRS
tasavalta	republiek	tasa#valta	republiek	N;NOM;SG	N;SG
annettu	uitgereik	antaa	uitreik	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
annettu	gegee	antaa	gee	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
elokuvat	flieks	elo#kuva	flieks	N;NOM;PL	N;PL
elokuvat	rolprente	elo#kuva	rolprent	N;NOM;PL	N;PL
elokuvat	films	elo#kuva	films	N;NOM;PL	N;PL
varmasti	sekerlik	varmasti	sekerlik	ADV	ADV
varustettu	toegerus	varustaa	toerus	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
rajan	grens	raja	grens	N;GEN;SG	N;SG
league	liga	league	liga	N;NOM;SG	N;SG
jakoi	gedeel	jakaa	deel	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
pelaajat	spelers	pelaaja	speler	N;NOM;PL	N;PL
tapauksissa	gevalle	tapaus	geval	N;IN+ESS;PL	N;PL
kuningaskunta	koninkryk	kuningas#kunta	koninkryk	N;NOM;SG	N;SG
julkaisu	vrystelling	julkaisu	vrystelling	N;NOM;SG	N;SG
julkaisu	plasing	julkaisu	plasing	N;NOM;SG	N;SG
julkaisu	publisering	julkaisu	publisering	N;NOM;SG	N;SG
löydettiin	gekry	löytää	kry	V;IND;PST;FIN;PASS	V;PST;V.PTCP
löydettiin	gevind	löytää	vind	V;IND;PST;FIN;PASS	V;PST;V.PTCP
mainita	noem	mainita	noem	V;SG;NFIN;ACT	V;PRS
julkaisuja	plasings	julkaisu	plasing	N;PRT;PL	N;PL
julkaisuja	publikasies	julkaisu	publikasie	N;PRT;PL	N;PL
käyttäjien	gebruikers	käyttäjä	gebruiker	N;GEN;PL	N;PL
jalkapallo	sokker	jalka#pallo	sokker	N;NOM;SG	N;SG
tähti	ster	tähti	ster	N;NOM;SG	N;SG
suunnitellut	beplan	suunnitella	beplan	V;NOM;PL;V.PTCP;PASS	V;PRS
tila	modus	tila	modus	N;NOM;SG	N;SG
tila	spasie	tila	spasie	N;NOM;SG	N;SG
tapahtumat	gebeure	tapahtuma	gebeure	N;NOM;PL	N;PL
tapahtumat	aktiwiteite	tapahtuma	aktiwiteit	N;NOM;PL	N;PL
tapahtumat	geleenthede	tapahtuma	geleentheid	N;NOM;PL	N;PL
tapahtumat	transaksies	tapahtuma	transaksie	N;NOM;PL	N;PL
rahaa	geld	raha	geld	N;PRT;SG	N;SG
aalto	golf	aalto	golf	N;NOM;SG	N;SG
tapahtumia	gebeure	tapahtuma	gebeure	N;PRT;PL	N;PL
tapahtumia	aktiwiteite	tapahtuma	aktiwiteit	N;PRT;PL	N;PL
tapahtumia	geleenthede	tapahtuma	geleentheid	N;PRT;PL	N;PL
yhtiöt	korporasies	yhtiö	korporasie	N;NOM;PL	N;PL
yhtiöt	maatskappye	yhtiö	maatskappy	N;NOM;PL	N;PL
kasvatti	ingesamel	kasvattaa	insamel	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
apua	hulp	apu	hulp	N;PRT;SG	N;SG
rakenne	tekstuur	rakenne	tekstuur	N;NOM;SG	N;SG
rakenne	struktuur	rakenne	struktuur	N;NOM;SG	N;SG
luokiteltu	geklassifiseer	luokitella	klassifiseer	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
kielet	tale	kieli	taal	N;NOM;PL	N;PL
pojat	seuns	poika	seun	N;NOM;PL	N;PL
taiteilija	kunstenaar	taiteilija	kunstenaar	N;NOM;SG	N;SG
elokuvia	films	elo#kuva	films	N;PRT;PL	N;PL
elokuvia	flieks	elo#kuva	flieks	N;PRT;PL	N;PL
elokuvia	rolprente	elo#kuva	rolprent	N;PRT;PL	N;PL
tunnin	vakansie	tunti	vakansie	N;GEN;SG	N;SG
tunnin	uur	tunti	uur	N;GEN;SG	N;SG
rautatieasema	stasie	rauta#tie#asema	stasie	N;NOM;SG	N;SG
hyökkäyksen	inval	hyökkäys	inval	N;GEN;SG	N;SG
väri	deursigtigheid	väri	deursigtigheid	N;NOM;SG	N;SG
tyttö	meisie	tyttö	meisie	N;NOM;SG	N;SG
merkittävästi	grootliks	merkittävästi	grootliks	ADV	ADV
rakentaminen	oprigting	rakentaminen	oprigting	N;NOM;SG	N;SG
rakentaminen	konstruksie	rakentaminen	konstruksie	N;NOM;SG	N;SG
merkitty	gemerk	merkitä	merk	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
merkitty	ingeskryf	merkitä	inskryf	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
merkitty	geregistreer	merkitä	registreer	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
merkitty	ingeteken	merkitä	intekeken	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
hengen	gees	henki	gees	N;GEN;SG	N;SG
media	media	media	media	N;NOM;SG	N;SG
parlamentin	parlement	parlamentti	parlement	N;GEN;SG	N;SG
lippu	vlaggie	lippu	vlaggie	N;NOM;SG	N;SG
lippu	vlag	lippu	vlag	N;NOM;SG	N;SG
lippu	kaartjie	lippu	kaartjii	N;NOM;SG	N;SG
pelata	speel	pelata	speel	V;SG;NFIN;ACT	V;PRS
varsinainen	werklike	varsinainen	werklik	ADJ;NOM;SG	ADJ;NOM
ystävä	vriend	ystävä	vriend	N;NOM;SG	N;SG
kutsuttu	uitgenooi	kutsua	uitnooi	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
kutsuttu	genooi	kutsua	nooi	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
kutsuttu	geroep	kutsua	roep	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
kutsuttu	gebel	kutsua	gebel	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
kauppa	winkel	kauppa	winkel	N;NOM;SG	N;SG
kauppa	winkel	kauppa	winkel	N;NOM;SG	N;SG
yhteinen	gesamentlike	yhteinen	gesamentlik	ADJ;NOM;SG	ADJ;NOM
yhteinen	wedersydse	yhteinen	wedersyds	ADJ;NOM;SG	ADJ;NOM
kanavan	kanaal	kanava	kanaal	N;GEN;SG	N;SG
kanavan	kanaal	kanava	kanaal	N;GEN;SG	N;SG
virtaa	vloeiende	virta	vloei	N;PRT;SG	N;SG
koulussa	skool	koulu	skool	N;IN+ESS;SG	N;SG
peliä	spel	peli	spel	N;PRT;SG	N;SG
lääketieteen	medies	lääke#tiede	medie	N;GEN;SG	N;SG
valmistus	voorbereiding	valmistus	voorbereiding	N;NOM;SG	N;SG
valmistus	vervaardiging	valmistus	vervaardiging	N;NOM;SG	N;SG
katolinen	katolieke	kato#linen	katoliek	ADJ;NOM;SG	ADJ;NOM
lääkäri	dokter	lääkäri	dokter	N;NOM;SG	N;SG
alukset	skepe	alus	skeep	N;NOM;PL	N;PL
alukset	vaartuie	alus	vaartuig	N;NOM;PL	N;PL
välittömästi	dadelik	välittömästi	dadelik	ADV	ADV
välittömästi	oombliklik	välittömästi	oombliklik	ADV	ADV
dollarin	dollar	dollari	dollar	N;GEN;SG	N;SG
löytyi	gekry	löytyä	kry	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
löytyi	gevind	löytyä	vind	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
vallankumouksen	rewolusie	vallan#kumous	rewolusie	N;GEN;SG	N;SG
vallankumouksen	revolusie	vallan#kumous	revolusie	N;GEN;SG	N;SG
artisti	kunstenaar	artisti	kunstenaar	N;NOM;SG	N;SG
historiallinen	historiese	historiallinen	histories	ADJ;NOM;SG	ADJ;NOM
historiallinen	geskiedkundige	historiallinen	geskiedkundig	ADJ;NOM;SG	ADJ;NOM
historiallinen	historiese	historiallinen	histories	ADJ;NOM;SG	ADJ;NOM
lähettää	stuur	lähettää	stuur	V;SG;NFIN;ACT	V;PRS
tapahtuma	transaksie	tapahtuma	transaksie	N;NOM;SG	N;SG
tapahtuma	geleentheid	tapahtuma	geleentheid	N;NOM;SG	N;SG
runoja	gedigte	runo	dig	N;PRT;PL	N;PL
tonnia	ton	tonni	ton	N;PRT;SG	N;SG
tonnia	ton	tonni	ton	N;PRT;SG	N;SG
street	straat	street	straat	N;NOM;SG	N;SG
saarelle	eiland	saari	eiland	N;AT+ALL;SG	N;SG
tuloksena	uitslag	tulos	uitslag	N;FRML;SG	N;SG
tuloksena	resultaat	tulos	resultaat	N;FRML;SG	N;SG
huomioon	rekening	huomio	rekening	N;IN+ALL;SG	N;SG
kehittää	ontwikkel	kehittää	ontwikkel	V;IND;SG;3;PRS;FIN;ACT	V;PRS
museon	museum	museo	museum	N;GEN;SG	N;SG
järjestetty	georganiseerd	järjestää	organiseerd	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
järjestetty	georganiseer	järjestää	organiseer	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
joukkueet	spanne	joukkue	span	N;NOM;PL	N;PL
rakennukset	geboue	rakennus	bou	N;NOM;PL	N;PL
järjestelmän	lêerstelsel	järjestelmä	lêerstelsel	N;GEN;SG	N;SG
järjestelmän	sisteem	järjestelmä	sisteem	N;GEN;SG	N;SG
järjestelmän	stelsel	järjestelmä	stelsel	N;GEN;SG	N;SG
asiat	dinge	asia	ding	N;NOM;PL	N;PL
harvoin	selde	harvoin	selde	ADV	ADV
liiga	liga	liiga	liga	N;NOM;SG	N;SG
hallinto	administrasie	hallinto	administrasie	N;NOM;SG	N;SG
kirjoja	boeke	kirja	boeke	N;PRT;PL	N;PL
valtatie	hoofweg	valta#tie	hoofweg	N;NOM;SG	N;SG
valtatie	grootpad	valta#tie	grootpad	N;NOM;SG	N;SG
yhteistyössä	samewerking	yhteis#työ	samewerking	N;IN+ESS;SG	N;SG
ominaisuuksia	kenmerke	ominaisuus	kenmerk	N;PRT;PL	N;PL
ominaisuuksia	eienskappe	ominaisuus	eienskap	N;PRT;PL	N;PL
kuolema	dood	kuolema	dood	N;NOM;SG	N;SG
ennätys	rekord	ennätys	rekord	N;NOM;SG	N;SG
hallinnollinen	administratiewe	hallinnollinen	administratief	ADJ;NOM;SG	ADJ;NOM
tilaa	orde	tila	orde	N;PRT;SG	N;SG
tilaa	volgorde	tila	volgorde	N;PRT;SG	N;SG
tilaa	bestelling	tila	bestelling	N;PRT;SG	N;SG
tilaa	spasie	tila	spasie	N;PRT;SG	N;SG
maat	lande	maa	land	N;NOM;PL	N;PL
pyysi	gevra	pyytää	vra	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
voittoa	oorwinning	voitto	oorwinning	N;PRT;SG	N;SG
tehtaan	fabriek	tehdas	fabriek	N;GEN;SG	N;SG
annetaan	gee	antaa	gee	V;IND;PRS;FIN;PASS	V;PRS
tekstin	teksboodskap	teksti	teksboodskap	N;GEN;SG	N;SG
tekstin	teks	teksti	teks	N;GEN;SG	N;SG
julisti	aangekondig	julistaa	aankondig	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
kenttä	terrein	kenttä	terrein	N;NOM;SG	N;SG
kenttä	veld	kenttä	veld	N;NOM;SG	N;SG
määräsi	gesorteer	määrätä	gesorteer	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
järjestelmä	lêerstelsel	järjestelmä	lêerstelsel	N;NOM;SG	N;SG
järjestelmä	sisteem	järjestelmä	sisteem	N;NOM;SG	N;SG
järjestelmä	stelsel	järjestelmä	stelsel	N;NOM;SG	N;SG
talous	ekonomie	talous	ekonomie	N;NOM;SG	N;SG
talous	ekonomie	talous	ekonomie	N;NOM;SG	N;SG
oikeudet	voorregte	oikeus	voorreg	N;NOM;PL	N;PL
oikeudet	regte	oikeus	reg	N;NOM;PL	N;PL
albumit	albums	albumi	albums	N;NOM;PL	N;PL
kunnat	communes	kunta	communes	N;NOM;PL	N;PL
keskustelun	gesprek	keskustelu	gesprek	N;GEN;SG	N;SG
keskustelun	bespreking	keskustelu	bespreking	N;GEN;SG	N;SG
kutsui	uitgenooi	kutsua	uitnooi	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
kutsui	genooi	kutsua	nooi	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
lämpötila	temperatuur	lämmö#tila	temperatuur	N;NOM;SG	N;SG
nousee	toeneem	nousta	toeneem	V;IND;SG;3;PRS;FIN;ACT	V;PRS
koulutus	oefening	koulutus	oefening	N;NOM;SG	N;SG
koulutus	opvoeding	koulutus	opvoeding	N;NOM;SG	N;SG
koulutus	onderwys	koulutus	onderwys	N;NOM;SG	N;SG
koulutus	opleiding	koulutus	opleiding	N;NOM;SG	N;SG
koulutus	onderrig	koulutus	onderrig	N;NOM;SG	N;SG
voimakas	kragtige	voimakas	kragtig	ADJ;NOM;SG	ADJ;NOM
kasvanut	ingesamel	kasvaa	insamel	V;NOM;SG;V.PTCP;ACT	V;PST;V.PTCP
tuottanut	vervaardig	tuottaa	vervaardig	V;NOM;SG;V.PTCP;ACT	V;PRS
tuottanut	geproduseer	tuottaa	produseer	V;NOM;SG;V.PTCP;ACT	V;PST;V.PTCP
kansallinen	nasionale	kansallinen	nasionaal	ADJ;NOM;SG	ADJ;NOM
kukin	elk	kukin	elk	PRO;NOM;SG	PRO
ajatus	idee	ajatus	idee	N;NOM;SG	N;SG
saapuu	arriveer	saapua	arriveer	V;IND;SG;3;PRS;FIN;ACT	V;PRS
valta	krag	valta	krag	N;NOM;SG	N;SG
valta	elektrisiteit	valta	elektrisiteit	N;NOM;SG	N;SG
julkaisut	plasings	julkaisu	plasing	N;NOM;PL	N;PL
julkaisut	publikasies	julkaisu	publikasie	N;NOM;PL	N;PL
hyväksyi	aangeneem	hyväksyä	aanneem	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
hyökkäsi	aangeval	hyökätä	aanval	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
naaras	wyfie	naaras	wyfie	N;NOM;SG	N;SG
erilaiset	verskillende	erilainen	verskil	ADJ;NOM;PL	ADJ;NOM
erilaiset	diverse	erilainen	divers	ADJ;NOM;PL	ADJ;NOM
erilaiset	verskeie	erilainen	verskeie	ADJ;NOM;PL	ADJ;NOM
venäläiset	russe	venäläinen	russe	N;NOM;PL	N;PL
termi	termyn	termi	termyn	N;NOM;SG	N;SG
esillä	gewild	esillä	gewild	ADV	ADV
uss	uss	uss	uss	N;NOM;SG	N;SG
poistettu	geskrap	poistaa	geskrap	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
voimassa	geldig	voimassa	geldig	ADV	ADV
band	musiekgroep	band	musiekgroep	N;NOM;SG	N;SG
hyökkäys	inval	hyökkäys	inval	N;NOM;SG	N;SG
hyökkäys	aanval	hyökkäys	aanval	N;NOM;SG	N;SG
perustuva	gebaseer	perustua	baseer	V;NOM;SG;V.PTCP;ACT	V;PST;V.PTCP
perustuva	gebasseer	perustua	basseer	V;NOM;SG;V.PTCP;ACT	V;PST;V.PTCP
päätoimittaja	redakteur	pää#toimittaja	redakteur	N;NOM;SG	N;SG
voima	krag	voima	krag	N;NOM;SG	N;SG
voima	krag	voima	krag	N;NOM;SG	N;SG
voima	elektrisiteit	voima	elektrisiteit	N;NOM;SG	N;SG
projekti	projek	projekti	projek	N;NOM;SG	N;SG
kirjaa	boek	kirja	boek	N;PRT;SG	N;SG
road	pad	road	pad	N;NOM;SG	N;SG
tapaus	geval	tapaus	geval	N;NOM;SG	N;SG
osallistua	bygewoon	osallistua	bywoon	V;SG;NFIN;ACT	V;PST;V.PTCP
suorittaa	presteer	suorittaa	presteer	V;SG;NFIN;ACT	V;PRS
suorittaa	vaar	suorittaa	vaar	V;SG;NFIN;ACT	V;PRS
ominaisuudet	kenmerke	ominaisuus	kenmerk	N;NOM;PL	N;PL
ominaisuudet	eienskappe	ominaisuus	eienskap	N;NOM;PL	N;PL
ääntä	klank	ääni	klank	N;PRT;SG	N;SG
school	skool	school	skool	N;NOM;SG	N;SG
vaikuttanut	geaffekteer	vaikuttaa	affekteer	V;NOM;SG;V.PTCP;ACT	V;PST;V.PTCP
kuvat	prente	kuva	prent	N;NOM;PL	N;PL
kuvat	beelde	kuva	beelde	N;NOM;PL	N;PL
kuvat	prente	kuva	prent	N;NOM;PL	N;PL
kuvat	prentjies	kuva	prentjies	N;NOM;PL	N;PL
voittaa	wen	voittaa	wen	V;IND;SG;3;PRS;FIN;ACT	V;PRS
asteen	graad	aste	graad	N;GEN;SG	N;SG
puu	hout	puu	hout	N;NOM;SG	N;SG
puu	boom	puu	boom	N;NOM;SG	N;SG
amerikkalainen	amerikaanse	amerikkalainen	amerikaans	ADJ;NOM;SG	ADJ;NOM
kohtasi	raakgeloop	kohdata	raakloop	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
kohtasi	teëgekom	kohdata	teëkom	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
kotiin	huistoe	koti	huistoe	N;IN+ALL;SG	N;SG
kotiin	tuisblad	koti	tuisblad	N;IN+ALL;SG	N;SG
kotiin	huis	koti	huis	N;IN+ALL;SG	N;SG
sotaa	oorlog	sota	oorlog	N;PRT;SG	N;SG
lapsia	kinders	lapsi	kind	N;PRT;PL	N;PL
lapsia	kinders	lapsi	kind	N;PRT;PL	N;PL
ajaa	bestuur	ajaa	bestuur	V;SG;NFIN;ACT	V;PRS
projektin	projek	projekti	projek	N;GEN;SG	N;SG
rannikolla	kus	rannikko	kus	N;AT+ESS
;SG	N;SG
rannikolla	kuslyn	rannikko	kuslyn	N;AT+ESS
;SG	N;SG
kirjat	boeke	kirja	boeke	N;NOM;PL	N;PL
kaatui	omgeval	kaatua	omgeval	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
lyhenne	afkorting	lyhenne	afkorting	N;NOM;SG	N;SG
lyhenne	akroniem	lyhenne	akroniem	N;NOM;SG	N;SG
skotlannin	skotland	skotlanti	skotland	N;GEN;SG	N;SG
kieltäytyi	geweier	kieltäytyä	weier	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
kieltäytyi	afgewys	kieltäytyä	afwys	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
minuutin	minuut	minuutti	minuut	N;GEN;SG	N;SG
kilpailuun	wedstryd	kilpailu	wedstryd	N;IN+ALL;SG	N;SG
kilpailuun	kompetisie	kilpailu	kompetisie	N;IN+ALL;SG	N;SG
hallinnon	administrasie	hallinto	administrasie	N;GEN;SG	N;SG
ymmärtää	verstaan	ymmärtää	verstaan	V;IND;SG;3;PRS;FIN;ACT	V;PRS
linnut	voëls	lintu	voël	N;NOM;PL	N;PL
pappi	priest	pappi	priest	N;NOM;SG	N;SG
tutkijat	navorsers	tutkija	navorser	N;NOM;PL	N;PL
kulta	baba	kulta	baba	N;NOM;SG	N;SG
kulta	heuning	kulta	heuning	N;NOM;SG	N;SG
kulta	goud	kulta	goud	N;NOM;SG	N;SG
seuraaja	volgeling	seuraaja	volgeling	N;NOM;SG	N;SG
viktor	viktor	viktor	viktor	N;NOM;SG	N;SG
hehtaaria	hektaar	hehtaari	hektaar	N;PRT;SG	N;SG
hehtaaria	hektaar	hehtaari	hektaar	N;PRT;SG	N;SG
hoitaa	hanteer	hoitaa	hanteer	V;IND;SG;3;PRS;FIN;ACT	V;PRS
hoitaa	hanteer	hoitaa	hanteer	V;IND;SG;3;PRS;FIN;ACT	V;PRS
muutokset	variasies	muutos	variasie	N;NOM;PL	N;PL
muutokset	veranderinge	muutos	verandering	N;NOM;PL	N;PL
satama	hawe	satama	hawe	N;NOM;SG	N;SG
satama	poort	satama	poort	N;NOM;SG	N;SG
käytäntö	beleid	käytäntö	beleid	N;NOM;SG	N;SG
käytäntö	praktyk	käytäntö	praktyk	N;NOM;SG	N;SG
usko	glo	uskoa	glo	V;IMP;SG;2;FIN;ACT	V;PRS
verkko	netto	verkko	netto	N;NOM;SG	N;SG
sukupolven	generasie	suku#polvi	generasie	N;GEN;SG	N;SG
tanskalainen	deense	tanskalainen	deens	ADJ;NOM;SG	ADJ;NOM
tietokanta	databasis	tieto#kanta	databasis	N;NOM;SG	N;SG
käsikirjoitus	draaiboek	käsi#kirjoitus	draaiboek	N;NOM;SG	N;SG
saaret	eilande	saari	eilande	N;NOM;PL	N;PL
euron	euro	euro	euro	N;GEN;SG	N;SG
turnaus	toernooi	turnaus	toernooi	N;NOM;SG	N;SG
island	eiland	island	eiland	N;NOM;SG	N;SG
valtaa	krag	valta	krag	N;PRT;SG	N;SG
valtaa	elektrisiteit	valta	elektrisiteit	N;PRT;SG	N;SG
itsenäinen	onafhanklike	itsenäinen	onafhanklik	ADJ;NOM;SG	ADJ;NOM
itsenäinen	selfstandige	itsenäinen	selfstandig	ADJ;NOM;SG	ADJ;NOM
sijoitettu	geposisioneer	sijoittaa	posisioneer	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
kehitetty	ontwikkel	kehittää	ontwikkel	V;NOM;SG;V.PTCP;PASS	V;PRS
pyytää	versoek	pyytää	versoek	V;IND;SG;3;PRS;FIN;ACT	V;PRS
kanavalla	kanaal	kanava	kanaal	N;AT+ESS
;SG	N;SG
puuttuu	ontbreek	puuttua	ontbreek	V;IND;SG;3;PRS;FIN;ACT	V;PRS
puuttuu	vermis	puuttua	vermis	V;IND;SG;3;PRS;FIN;ACT	V;PRS
rakennuksia	geboue	rakennus	bou	N;PRT;PL	N;PL
