les	the	le	the	DET;DEF;PL	DET;DEF
chance	chance	chance	chance	N;FEM;SG	N;SG
chance	luck	chance	luck	N;FEM;SG	N;SG
attendre	waiting	attendre	wait	V;NFIN	V;V.MSDR
attendre	wait	attendre	wait	V;NFIN	V;IMP;FIN
destruction	destruction	destruction	destruction	N;FEM;SG	N;SG
enregistrement	recording	enregistrement	recording	N;MASC;SG	N;SG
enregistrement	registration	enregistrement	registration	N;MASC;SG	N;SG
leader	leader	leader	leader	N;MASC;SG	N;SG
trafic	traffic	trafic	traffic	N;MASC;SG	N;SG
trafic	trafficking	trafic	trafficking	N;MASC;SG	N;SG
auto	auto	auto	auto	N;MASC;SG	N;SG
spécifique	specific	spécifique	specific	ADJ;MASC;SG	ADJ
peau	skin	peau	skin	N;FEM;SG	N;SG
duo	duet	duo	duet	N;MASC;SG	N;SG
duo	duo	duo	duo	N;MASC;SG	N;SG
espaces	spaces	espace	space	N;MASC;PL	N;PL
impossible	impossible	impossible	impossible	ADJ;MASC;SG	ADJ
vieille	old	vieux	old	ADJ;FEM;SG	ADJ
incendie	fire	incendie	fire	N;MASC;SG	N;SG
poule	chicken	poule	chicken	N;FEM;SG	N;SG
poule	hen	poule	han	N;FEM;SG	N;SG
succession	succession	succession	succession	N;FEM;SG	N;SG
technologie	technology	technologie	technology	N;FEM;SG	N;SG
intègre	integrates	intégrer	integrate	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
utile	useful	utile	useful	ADJ;MASC;SG	ADJ
utile	helpful	utile	helpful	ADJ;MASC;SG	ADJ
saut	leap	saut	leap	N;MASC;SG	N;SG
saut	jumping	saut	jump	N;MASC;SG	N;SG
pré	meadow	pré	meadow	N;MASC;SG	N;SG
enceinte	enclosure	enceinte	enclosure	N;FEM;SG	N;SG
conservation	conservation	conservation	conservation	N;FEM;SG	N;SG
conservation	preservation	conservation	preservation	N;FEM;SG	N;SG
régulière	regular	régulier	regular	ADJ;FEM;SG	ADJ
centres	centers	centre	center	N;MASC;PL	N;PL
centres	centres	centre	centre	N;MASC;PL	N;PL
affluent	tributary	affluent	tributary	N;MASC;SG	N;SG
ministres	ministers	ministre	minister	N;MASC;PL	N;PL
sociaux	social	social	social	ADJ;MASC;PL	ADJ
clairement	clearly	clairement	clearly	ADV	ADV
urbain	urban	urbain	urban	ADJ;MASC;SG	ADJ
préfet	prefect	préfet	prefect	N;MASC;SG	N;SG
essentiel	essential	essentiel	essential	ADJ;MASC;SG	ADJ
assure	ensures	assurer	ensure	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
laboratoire	laboratory	laboratoire	laboratory	N;MASC;SG	N;SG
laboratoire	lab	laboratoire	lab	N;MASC;SG	N;SG
distingue	distinguishes	distinguer	distinguishes	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
primaire	primary	primaire	primary	ADJ;MASC;SG	ADJ
wiki	wiki	wiki	wiki	N;MASC;SG	N;SG
équipage	crew	équipage	crew	N;MASC;SG	N;SG
tuer	slay	tuer	slay	V;NFIN	V;IMP;FIN
tuer	kill	tuer	kill	V;NFIN	V;IMP;FIN
logique	logical	logique	logical	ADJ;FEM;SG	ADJ
adapté	adapted	adapter	adapt	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
orgue	organ	orgue	organ	N;MASC;SG	N;SG
bulletin	newsletter	bulletin	newsletter	N;MASC;SG	N;SG
bulletin	bulletin	bulletin	bulletin	N;MASC;SG	N;SG
impression	impression	impression	impression	N;FEM;SG	N;SG
impression	printing	impression	printing	N;FEM;SG	N;SG
dépend	depends	dépendre	depend	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
quasi	almost	quasi	almost	ADV	ADV
conséquence	consequence	conséquence	consequence	N;FEM;SG	N;SG
conséquence	consequential	conséquence	consequential	N;FEM;SG	N;SG
visible	visible	visible	visible	ADJ;MASC;SG	ADJ
habitat	habitat	habitat	habitat	N;MASC;SG	N;SG
souris	mouse	souris	mouse	N;FEM;SG	N;SG
photographe	photographer	photographe	photographer	N;MASC;SG	N;SG
autoroute	motorway	autoroute	motorway	N;FEM;SG	N;SG
autoroute	highway	autoroute	highway	N;FEM;SG	N;SG
ponts	bridges	pont	bridge	N;MASC;PL	N;PL
vérité	truth	vérité	truth	N;FEM;SG	N;SG
quinze	fifteen	quinze	fifteen	NUM	NUM
constituée	constituted	constituer	constitute	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
assistant	assistant	assistant	assistant	N;MASC;SG	N;SG
assistant	wizard	assistant	wizard	N;MASC;SG	N;SG
satellite	satellite	satellite	satellite	N;MASC;SG	N;SG
chili	chili	chili	chili	N;MASC;SG	N;SG
moindre	lesser	moindre	lesser	ADJ;MASC;SG	ADJ;CMPR
exécution	execution	exécution	execution	N;FEM;SG	N;SG
établit	establishes	établir	establish	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
boîte	box	boîte	box	N;FEM;SG	N;SG
rôles	roles	rôle	role	N;MASC;PL	N;PL
légèrement	slightly	légèrement	slightly	ADV	ADV
légèrement	lightly	légèrement	lightly	ADV	ADV
comprenant	including	comprendre	include	V;PRS;V.PTCP	V;V.MSDR
distinctions	honours	distinction	honour	N;FEM;PL	N;PL
distinctions	awards	distinction	award	N;FEM;PL	N;PL
distinctions	distinctions	distinction	distinction	N;FEM;PL	N;PL
remarque	note	remarque	note	N;FEM;SG	N;SG
remarque	notice	remarque	notice	N;FEM;SG	N;SG
thèmes	themes	thème	theme	N;MASC;PL	N;PL
thèmes	topics	thème	topic	N;MASC;PL	N;PL
gares	stations	gare	station	N;FEM;PL	N;PL
installation	installation	installation	installation	N;FEM;SG	N;SG
installation	installing	installation	install	N;FEM;SG	N;SG
rapports	reports	rapport	report	N;MASC;PL	N;PL
circulation	traffic	circulation	traffic	N;FEM;SG	N;SG
circulation	circulation	circulation	circulation	N;FEM;SG	N;SG
australien	australian	australien	australian	ADJ;MASC;SG	ADJ
tournage	filming	tournage	filming	N;MASC;SG	N;SG
tournage	shooting	tournage	shooting	N;MASC;SG	N;SG
relief	relief	relief	relief	N;MASC;SG	N;SG
pierres	stones	pierre	stone	N;FEM;PL	N;PL
pierres	rocks	pierre	rock	N;FEM;PL	N;PL
paraît	appears	paraître	appear	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
patronyme	surname	patronyme	surname	N;MASC;SG	N;SG
universitaires	academic	universitaire	academic	ADJ;MASC;PL	ADJ
histoires	histoires	histoire	histoire	N;FEM;PL	N;PL
histoires	stories	histoire	story	N;FEM;PL	N;PL
faites	make	faire	make	V;FEM;PL;PST;V.PTCP	V;IMP;FIN
équivalent	equivalent	équivalent	equivalent	ADJ;MASC;SG	ADJ
phrase	phrase	phrase	phrase	N;FEM;SG	N;SG
phrase	sentence	phrase	sentence	N;FEM;SG	N;SG
récompense	reward	récompense	reward	N;FEM;SG	N;SG
récompense	award	récompense	award	N;FEM;SG	N;SG
lancement	launching	lancement	launching	N;MASC;SG	N;SG
totalité	totality	totalité	totality	N;FEM;SG	N;SG
patron	patron	patron	patron	N;MASC;SG	N;SG
patron	boss	patron	boss	N;MASC;SG	N;SG
conçu	conceived	concevoir	conceive	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
conçu	designed	concevoir	design	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
structures	structures	structure	structure	N;FEM;PL	N;PL
culturelle	cultural	culturel	cultural	ADJ;FEM;SG	ADJ
aviation	aviation	aviation	aviation	N;FEM;SG	N;SG
journaux	newspapers	journal	newspaper	N;MASC;PL	N;PL
syndicat	union	syndicat	union	N;MASC;SG	N;SG
syndicat	syndicate	syndicat	syndicate	N;MASC;SG	N;SG
menace	menace	menace	menace	N;FEM;SG	N;SG
menace	threat	menace	threat	N;FEM;SG	N;SG
poursuite	prosecution	poursuite	prosecution	N;FEM;SG	N;SG
poursuite	pursuit	poursuite	pursuit	N;FEM;SG	N;SG
basque	basque	basque	basque	ADJ;MASC;SG	ADJ
lot	batch	lot	batch	N;MASC;SG	N;SG
lot	lot	lot	lot	N;MASC;SG	N;SG
débit	flow	débit	flow	N;MASC;SG	N;SG
débit	bitrate	débit	bitrate	N;MASC;SG	N;SG
débit	debit	débit	debit	N;MASC;SG	N;SG
commissaire	commissioner	commissaire	commissioner	N;MASC;SG	N;SG
commissaire	commissar	commissaire	commissar	N;MASC;SG	N;SG
manifestations	demonstrations	manifestation	demonstration	N;FEM;PL	N;PL
installé	installed	installer	install	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
arabes	arab	arabe	arab	ADJ;MASC;PL	ADJ
arabes	arabic	arabe	arabic	ADJ;MASC;PL	ADJ
arabes	arabian	arabe	arabian	ADJ;MASC;PL	ADJ
conserver	preserve	conserver	preserve	V;NFIN	V;IMP;FIN
conserver	retain	conserver	retain	V;NFIN	V;IMP;FIN
conserver	keep	conserver	keep	V;NFIN	V;IMP;FIN
conseils	tips	conseil	tip	N;MASC;PL	N;PL
bases	basics	base	basic	N;FEM;PL	N;PL
bases	bases	base	basis	N;FEM;PL	N;PL
industrielle	industrial	industriel	industrial	ADJ;FEM;SG	ADJ
diamètre	diameter	diamètre	diameter	N;MASC;SG	N;SG
peintures	paints	peinture	paint	N;FEM;PL	N;PL
peintures	paintings	peinture	painting	N;FEM;PL	N;PL
invasion	invasion	invasion	invasion	N;FEM;SG	N;SG
adversaire	adversary	adversaire	adversary	N;MASC;SG	N;SG
adversaire	opponent	adversaire	opponent	N;MASC;SG	N;SG
individus	individuals	individu	individual	N;MASC;PL	N;PL
franchise	franchise	franchise	franchise	N;FEM;SG	N;SG
franchise	deductible	franchise	deductible	N;FEM;SG	N;SG
blessés	injured	blesser	injure	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
particulière	particular	particulier	particular	ADJ;FEM;SG	ADJ
conscience	conscience	conscience	conscience	N;FEM;SG	N;SG
conscience	awareness	conscience	awareness	N;FEM;SG	N;SG
conscience	consciousness	conscience	consciousness	N;FEM;SG	N;SG
maîtres	masters	maître	master	N;MASC;PL	N;PL
représenté	represented	représenter	represent	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
représenté	depicted	représenter	depict	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
expositions	exhibitions	exposition	exhibition	N;FEM;PL	N;PL
expositions	exhibits	exposition	exhibit	N;FEM;PL	N;PL
lion	lion	lion	lion	N;MASC;SG	N;SG
peur	fear	peur	fear	N;FEM;SG	N;SG
actives	active	actif	active	ADJ;FEM;PL	ADJ
administratif	administrative	administratif	administrative	ADJ;MASC;SG	ADJ
peuples	peoples	peuple	people	N;MASC;PL	N;PL
nomination	nomination	nomination	nomination	N;FEM;SG	N;SG
nomination	appointment	nomination	appointment	N;FEM;SG	N;SG
crime	felony	crime	felony	N;MASC;SG	N;SG
crime	crime	crime	crime	N;MASC;SG	N;SG
américaines	american	américain	american	ADJ;FEM;PL	ADJ
respect	respect	respect	respect	N;MASC;SG	N;SG
respect	compliance	respect	compliance	N;MASC;SG	N;SG
chiffres	figures	chiffre	figure	N;MASC;PL	N;PL
chiffres	numbers	chiffre	number	N;MASC;PL	N;PL
sœurs	sisters	sœur	sister	N;FEM;PL	N;PL
bientôt	soon	bientôt	soon	ADV	ADV
spéciale	special	spécial	special	ADJ;FEM;SG	ADJ
commentaire	comment	commentaire	comment	N;MASC;SG	N;SG
commentaire	commentary	commentaire	commentary	N;MASC;SG	N;SG
véhicule	vehicle	véhicule	vehicle	N;MASC;SG	N;SG
départemental	departmental	départemental	departmental	ADJ;MASC;SG	ADJ
irlandais	irish	irlandais	irish	ADJ;MASC;SG	ADJ
densité	density	densité	density	N;FEM;SG	N;SG
catholiques	catholic	catholique	catholic	ADJ;MASC;PL	ADJ
rare	rare	rare	rare	ADJ;MASC;SG	ADJ
transfert	transfer	transfert	transfer	N;MASC;SG	N;SG
blessé	injured	blesser	injure	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
blessé	hurt	blesser	hurt	V;MASC;SG;PST;V.PTCP	V;IMP;FIN
annoncé	announced	annoncer	announce	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
annoncé	advertised	annoncer	advertise	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
aile	wing	aile	wing	N;FEM;SG	N;SG
dimension	dimension	dimension	dimension	N;FEM;SG	N;SG
juive	jewish	juif	jewish	ADJ;FEM;SG	ADJ
lit	bed	lit	bed	N;MASC;SG	N;SG
servi	served	servir	serve	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
situés	located	situer	locate	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
seuil	threshold	seuil	threshold	N;MASC;SG	N;SG
milliers	thousands	millier	thousand	N;MASC;PL	N;PL
dirigeant	ruler	dirigeant	ruler	N;MASC;SG	N;SG
loup	wolf	loup	wolf	N;MASC;SG	N;SG
détroit	strait	détroit	strait	N;MASC;SG	N;SG
mémoires	memoirs	mémoire	memoir	N;MASC;PL	N;PL
mémoires	memories	mémoire	memory	N;MASC;PL	N;PL
préparation	preparation	préparation	preparation	N;FEM;SG	N;SG
chronologie	chronology	chronologie	chronology	N;FEM;SG	N;SG
chronologie	timeline	chronologie	timeline	N;FEM;SG	N;SG
classiques	classical	classique	classical	ADJ;MASC;PL	ADJ
classiques	classic	classique	classic	ADJ;MASC;PL	ADJ
minimum	minimal	minimum	minimal	ADJ;MASC;SG	ADJ
révolutionnaire	revolutionary	révolutionnaire	revolutionary	ADJ;MASC;SG	ADJ
nécessaires	necessary	nécessaire	necessary	ADJ;MASC;PL	ADJ
bibliographie	bibliography	bibliographie	bibliography	N;FEM;SG	N;SG
grave	serious	grave	serious	ADJ;MASC;SG	ADJ
grave	severe	grave	severe	ADJ;MASC;SG	ADJ
faute	misconduct	faute	misconduct	N;FEM;SG	N;SG
poème	poem	poème	poem	N;MASC;SG	N;SG
extrait	extracted	extraire	extract	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
extrait	extract	extraire	extract	V;MASC;SG;PST;V.PTCP	V;IMP;FIN
contribution	contribution	contribution	contribution	N;FEM;SG	N;SG
rivières	rivers	rivière	river	N;FEM;PL	N;PL
directe	direct	direct	direct	ADJ;FEM;SG	ADJ
inférieure	lower	inférieur	lower	ADJ;FEM;SG	ADJ;CMPR
inférieure	inferior	inférieur	inferior	ADJ;FEM;SG	ADJ
renommé	renamed	renommer	rename	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
notoriété	notoriety	notoriété	notoriety	N;FEM;SG	N;SG
notoriété	awareness	notoriété	awareness	N;FEM;SG	N;SG
notoriété	reputation	notoriété	reputation	N;FEM;SG	N;SG
euro	eurozone	euro	eurozone	N;MASC;SG	N;SG
léger	lightweight	léger	lightweight	ADJ;MASC;SG	ADJ
disponibles	available	disponible	available	ADJ;MASC;PL	ADJ
danger	hazard	danger	hazard	N;MASC;SG	N;SG
danger	danger	danger	danger	N;MASC;SG	N;SG
désigné	designated	désigner	designate	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
désigné	appointed	désigner	appoint	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
similaire	similar	similaire	similar	ADJ;MASC;SG	ADJ
travaillé	worked	travailler	work	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
municipalités	municipalities	municipalité	municipality	N;FEM;PL	N;PL
cordes	ropes	corde	rope	N;FEM;PL	N;PL
cordes	cordes	corde	corde	N;FEM;PL	N;PL
cordes	strings	corde	string	N;FEM;PL	N;PL
détail	detail	détail	detail	N;MASC;SG	N;SG
accompagné	accompanied	accompagner	accompany	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
hypothèse	assumption	hypothèse	assumption	N;FEM;SG	N;SG
hypothèse	hypothesis	hypothèse	hypothesis	N;FEM;SG	N;SG
matériaux	materials	matériau	material	N;MASC;PL	N;PL
risques	hazards	risque	hazard	N;MASC;PL	N;PL
risques	risks	risque	risk	N;MASC;PL	N;PL
confluence	confluence	confluence	confluence	N;FEM;SG	N;SG
jury	jury	jury	jury	N;MASC;SG	N;SG
révolte	uprising	révolte	uprising	N;FEM;SG	N;SG
révolte	revolt	révolte	revolt	N;FEM;SG	N;SG
révolte	rebellion	révolte	rebellion	N;FEM;SG	N;SG
monnaie	money	monnaie	money	N;FEM;SG	N;SG
monnaie	currency	monnaie	currency	N;FEM;SG	N;SG
enseigne	ensign	enseigner	ensign	N;FEM;SG	N;SG
renommée	renamed	renommer	rename	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
révèle	reveals	révéler	reveal	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
variété	variety	variété	variety	N;FEM;SG	N;SG
ascension	ascension	ascension	ascension	N;FEM;SG	N;SG
ascension	ascent	ascension	ascent	N;FEM;SG	N;SG
vendu	sold	vendre	sell	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
dirigeants	rulers	dirigeant	ruler	N;MASC;PL	N;PL
dirigeants	managers	dirigeant	manager	N;MASC;PL	N;PL
dirigeants	leaders	dirigeant	leader	N;MASC;PL	N;PL
dirigeants	executives	dirigeant	executive	N;MASC;PL	N;PL
frontières	boundaries	frontière	boundary	N;FEM;PL	N;PL
frontières	frontiers	frontière	frontier	N;FEM;PL	N;PL
frontières	borders	frontière	border	N;FEM;PL	N;PL
observatoire	observatory	observatoire	observatory	N;MASC;SG	N;SG
ailes	wings	aile	wing	N;FEM;PL	N;PL
machines	machines	machine	machine	N;FEM;PL	N;PL
institution	institution	institution	institution	N;FEM;SG	N;SG
organisations	organizations	organisation	organization	N;FEM;PL	N;PL
organisations	organisations	organisation	organisation	N;FEM;PL	N;PL
déclaré	declared	déclarer	declare	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
déclaré	stated	déclarer	state	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
présidentielle	presidential	présidentiel	presidential	ADJ;FEM;SG	ADJ
normale	normal	normal	normal	ADJ;FEM;SG	ADJ
résolution	resolution	résolution	resolution	N;FEM;SG	N;SG
pilotes	drivers	pilote	driver	N;MASC;PL	N;PL
pilotes	pilots	pilote	pilot	N;MASC;PL	N;PL
conquête	conquest	conquête	conquest	N;FEM;SG	N;SG
colonie	colony	colonie	colony	N;FEM;SG	N;SG
besoins	needs	besoin	need	N;MASC;PL	N;PL
genres	genres	genre	genre	N;MASC;PL	N;PL
genres	genera	genre	genera	N;MASC;PL	N;PL
inférieur	lower	inférieur	lower	ADJ;MASC;SG	ADJ;CMPR
inférieur	inferior	inférieur	inferior	ADJ;MASC;SG	ADJ
tenir	hold	tenir	hold	V;NFIN	V;IMP;FIN
cannes	cannes	canne	canne	N;FEM;PL	N;PL
neige	snow	neige	snow	N;FEM;SG	N;SG
postes	posts	poste	post	N;MASC;PL	N;PL
discussions	discussions	discussion	discussion	N;FEM;PL	N;PL
discussions	chats	discussion	chat	N;FEM;PL	N;PL
installer	install	installer	install	V;NFIN	V;IMP;FIN
défaut	default	défaut	default	N;MASC;SG	N;SG
défaut	flaw	défaut	flaw	N;MASC;SG	N;SG
défaut	defect	défaut	defect	N;MASC;SG	N;SG
discipline	discipline	discipline	discipline	N;FEM;SG	N;SG
responsabilité	liability	responsabilité	liability	N;FEM;SG	N;SG
responsabilité	disclaimer	responsabilité	disclaimer	N;FEM;SG	N;SG
responsabilité	responsibility	responsabilité	responsibility	N;FEM;SG	N;SG
responsabilité	accountability	responsabilité	accountability	N;FEM;SG	N;SG
paysage	scenery	paysage	scenery	N;MASC;SG	N;SG
paysage	landscape	paysage	landscape	N;MASC;SG	N;SG
poissons	pisces	poisson	pisce	N;MASC;PL	N;PL
poissons	fishes	poisson	fish	N;MASC;PL	N;PL
couvent	convent	couvent	convent	N;MASC;SG	N;SG
violence	violence	violence	violence	N;FEM;SG	N;SG
coût	cost	coût	cost	N;MASC;SG	N;SG
bains	baths	bain	bath	N;MASC;PL	N;PL
espoirs	hopes	espoir	hope	N;MASC;PL	N;PL
bandes	bands	bande	band	N;FEM;PL	N;PL
bandes	strips	bande	strip	N;FEM;PL	N;PL
bandes	tapes	bande	tape	N;FEM;PL	N;PL
cellules	cells	cellule	cell	N;FEM;PL	N;PL
fosse	trench	fosse	trench	N;FEM;SG	N;SG
fosse	pit	fosse	pit	N;FEM;SG	N;SG
costumes	suits	costume	suit	N;MASC;PL	N;PL
costumes	costumes	costume	costume	N;MASC;PL	N;PL
précisément	precisely	précisément	precisely	ADV	ADV
précisément	specifically	précisément	specifically	ADV	ADV
actuels	current	actuel	current	ADJ;MASC;PL	ADJ
jardins	gardens	jardin	garden	N;MASC;PL	N;PL
médailles	medals	médaille	medal	N;FEM;PL	N;PL
détails	details	détail	detail	N;MASC;PL	N;PL
déclaration	statement	déclaration	statement	N;FEM;SG	N;SG
déclaration	declaration	déclaration	declaration	N;FEM;SG	N;SG
extrémité	extremity	extrémité	extremity	N;FEM;SG	N;SG
colonne	column	colonne	column	N;FEM;SG	N;SG
populaires	popular	populaire	popular	ADJ;MASC;PL	ADJ
effectuer	perform	effectuer	perform	V;NFIN	V;IMP;FIN
fêtes	festivities	fête	festivity	N;FEM;PL	N;PL
fêtes	festivals	fête	festival	N;FEM;PL	N;PL
gagner	earn	gagner	earn	V;NFIN	V;IMP;FIN
gagner	win	gagner	win	V;NFIN	V;IMP;FIN
invité	invited	inviter	invite	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
affiche	poster	affiche	poster	N;FEM;SG	N;SG
affiche	display	affiche	display	N;FEM;SG	N;SG
outil	tool	outil	tool	N;MASC;SG	N;SG
orientales	oriental	oriental	oriental	ADJ;FEM;PL	ADJ
prêt	ready	prêt	ready	ADJ;MASC;SG	ADJ
publiés	published	publier	publish	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
mauvaise	bad	mauvais	bad	ADJ;FEM;SG	ADJ
inventaire	inventory	inventaire	inventory	N;MASC;SG	N;SG
seigneurs	lords	seigneur	lord	N;MASC;PL	N;PL
effectué	performed	effectuer	perform	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
élevée	elevated	élever	elevate	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
élevage	breeding	élevage	breeding	N;MASC;SG	N;SG
traditionnelle	traditional	traditionnel	traditional	ADJ;FEM;SG	ADJ
remplacement	replacement	remplacement	replacement	N;MASC;SG	N;SG
battu	beat	battre	beat	V;MASC;SG;PST;V.PTCP	V;IMP;FIN
battu	beaten	battre	beaten	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
battu	defeated	battre	defeat	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
envoie	sends	envoyer	send	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
réduit	reduced	réduire	reduce	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
traces	traces	trace	trace	N;FEM;PL	N;PL
war	war	war	war	N;SG	N;SG
égalité	equality	égalité	equality	N;FEM;SG	N;SG
égalité	equity	égalité	equity	N;FEM;SG	N;SG
créateur	designer	créateur	designer	N;MASC;SG	N;SG
créateur	creator	créateur	creator	N;MASC;SG	N;SG
expliquer	explain	expliquer	explain	V;NFIN	V;IMP;FIN
environs	surroundings	environs	surroundings	N;MASC;PL	N;PL
juridique	legal	juridique	legal	ADJ;MASC;SG	ADJ
coalition	coalition	coalition	coalition	N;FEM;SG	N;SG
intérêts	interests	intérêt	interest	N;MASC;PL	N;PL
municipale	municipal	municipal	municipal	ADJ;FEM;SG	ADJ
inspecteur	detective	inspecteur	detective	N;MASC;SG	N;SG
inspecteur	inspector	inspecteur	inspector	N;MASC;SG	N;SG
marais	swamp	marais	swamp	N;MASC;SG	N;SG
moines	monks	moine	monk	N;MASC;PL	N;PL
chimie	chemistry	chimie	chemistry	N;FEM;SG	N;SG
prenant	taking	prendre	take	V;PRS;V.PTCP	V;V.MSDR
poisson	fish	poisson	fish	N;MASC;SG	N;SG
poisson	poisson	poisson	poisson	N;MASC;SG	N;SG
fruits	fruits	fruit	fruit	N;MASC;PL	N;PL
passion	passion	passion	passion	N;FEM;SG	N;SG
chercheurs	researchers	chercheur	researcher	N;MASC;PL	N;PL
secours	relief	secours	relief	N;MASC;SG	N;SG
secours	rescue	secours	rescue	N;MASC;SG	N;SG
chat	chat	chat	chat	N;MASC;SG	N;SG
chat	cat	chat	cat	N;MASC;SG	N;SG
stratégie	strategy	stratégie	strategy	N;FEM;SG	N;SG
interprété	interpreted	interpréter	interpret	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
retrait	shrinkage	retrait	shrinkage	N;MASC;SG	N;SG
retrait	withdrawal	retrait	withdrawal	N;MASC;SG	N;SG
coopération	cooperation	coopération	cooperation	N;FEM;SG	N;SG
archipel	archipelago	archipel	archipelago	N;MASC;SG	N;SG
compagnies	companies	compagnie	company	N;FEM;PL	N;PL
cités	cited	citer	cite	V;FEM;PL;PST;V.PTCP	V;PST;V.PTCP
âme	soul	âme	soul	N;FEM;SG	N;SG
gothique	gothic	gothique	gothic	ADJ;MASC;SG	ADJ
bloc	block	bloc	block	N;MASC;SG	N;SG
méditerranée	mediterranean	méditerranée	mediterranean	N;FEM;SG	N;SG
visiteurs	visitors	visiteur	visitor	N;MASC;PL	N;PL
clan	clan	clan	clan	N;MASC;SG	N;SG
répond	responds	répondre	respond	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
capital	capital	capital	capital	N;MASC;SG	N;SG
caractérisée	characterized	caractériser	characterize	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
surnom	nickname	surnom	nickname	N;MASC;SG	N;SG
veux	want	vouloir	want	V;IND;SG;1;PRS;FIN	V;IND;PRS;FIN
anciennement	formerly	anciennement	formerly	ADV	ADV
électricité	electricity	électricité	electricity	N;FEM;SG	N;SG
facile	easy	facile	easy	ADJ;MASC;SG	ADJ
différent	different	différent	different	ADJ;MASC;SG	ADJ
découvrir	explore	découvrir	explore	V;NFIN	V;IMP;FIN
découvrir	discover	découvrir	discover	V;NFIN	V;IMP;FIN
changements	changes	changement	change	N;MASC;PL	N;PL
ange	angel	ange	angel	N;MASC;SG	N;SG
chasseurs	hunters	chasseur	hunter	N;MASC;PL	N;PL
chasseurs	chasseurs	chasseur	chasseur	N;MASC;PL	N;PL
opinion	opinion	opinion	opinion	N;FEM;SG	N;SG
agricoles	agricultural	agricole	agricultural	ADJ;MASC;PL	ADJ
bonnes	good	bon	good	ADJ;FEM;PL	ADJ
classements	rankings	classement	ranking	N;MASC;PL	N;PL
classements	standings	classement	standing	N;MASC;PL	N;PL
classements	classifications	classement	classification	N;MASC;PL	N;PL
récompenses	rewards	récompense	reward	N;FEM;PL	N;PL
récompenses	awards	récompense	award	N;FEM;PL	N;PL
conflits	conflicts	conflit	conflict	N;MASC;PL	N;PL
conflits	disputes	conflit	dispute	N;MASC;PL	N;PL
transformation	processing	transformation	processing	N;FEM;SG	N;SG
transformation	transformation	transformation	transformation	N;FEM;SG	N;SG
remplace	replaces	remplacer	replace	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
cultures	crops	culture	crop	N;FEM;PL	N;PL
cultures	cultures	culture	culture	N;FEM;PL	N;PL
consacrée	consecrated	consacrer	consecrate	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
accessible	accessible	accessible	accessible	ADJ;MASC;SG	ADJ
universités	universities	université	university	N;FEM;PL	N;PL
avantage	benefit	avantage	benefit	N;MASC;SG	N;SG
avantage	advantage	avantage	advantage	N;MASC;SG	N;SG
monts	mountains	mont	mountain	N;MASC;PL	N;PL
appui	support	appui	support	N;MASC;SG	N;SG
partout	anywhere	partout	anywhere	ADV	ADV
